[00:00:11.160] ひしひ
[03:03:44.920] ちく
[03:04:06.479] あとこの建物の中でどうだった?何を?
[03:04:23.120] 同じだ。続けていこう。俺がこっちに行く。
[03:04:24.120] 3
[03:04:36.640] 人ね。あそこの奥に匹。
[03:04:37.640] いや、くそ、もうバレた。
[03:04:50.319] おい、ポンクら。
[03:04:55.399] おい、
[03:04:57.239] 強すぎるだろ。なんだあいつ。
[03:05:05.960] このせてナイス
[03:05:18.120] エリーが戦力に
[03:05:22.600] 何?
[03:05:25.840] やばいやばいやも。
[03:05:31.250] [音楽]
[03:05:36.760] とぬーん。銃に素で挑む男。
[03:06:08.239] 当たんねえもんな。
[03:06:21.439] あいつはどこだ?
[03:06:22.840] え?ちょっとエリーどいて。エリー。邪魔、邪魔、邪魔。あ、もう怖。もうむずい。
[03:06:24.400] [音楽]
[03:06:43.600] 見つかるときついな。
[03:06:45.060] [音楽]
[03:06:54.439] うーん。1
[03:06:56.920] 人ずつ四角でやれればいいけど5
[03:06:58.200] って落としてる時は見られてます。
[03:07:00.200] あ、そういうこと。
[03:07:36.080] なんか物資
[03:07:44.960] が何これ
[03:07:48.439] ?ん?何これ?ファイアフライのタグ
[03:07:56.279] ?もうちょっとなんかアイテムねえかな
[03:08:07.920] え、どこから見られてんの?これ
[03:08:10.439] なんだよ。
[03:08:12.600] わかんねえな、これ。どっから見られてるか。
[03:08:21.350] [音楽]
[03:08:31.600] うーん。回復使いたくないんだけどな。
[03:08:34.439] 隠れるのも難しい。
[03:08:41.359] え、なんでない?これ
[03:09:05.040] どこ?
[03:09:08.160] え、どっから人
[03:09:20.120] ?え、どっから?ああ、もわかんねえ
[03:09:30.439] 。密集周くればな。
[03:09:35.720] ここを調べ。こっちを調べろ。
[03:09:42.319] ああ、だめだ。むずくないこれ。
[03:09:53.520] いや、むずいだろ。
[03:09:55.200] やばいぞ。
[03:10:08.319] ここやな。
[03:10:10.680] え、どこから狙われて人多すぎてわかんねえ。いや、こんだけいいんだよ。ど、
[03:10:23.640] やだ、すごい。
[03:10:36.279] どんだけんだろ、お前。マジでな
[03:10:40.560] んで1発で死なんねん。
[03:11:02.319] いや、ここめちゃめちゃむずいぞ
[03:11:09.120] 。これで全部やった
[03:11:14.960] 。いや、でもこんなやり方じゃ多分さ、
[03:11:18.239] あときついと思うんだよな。
[03:11:20.040] もう弾とかめちゃめちゃ使っちゃった。いいのかな?
[03:11:25.680] あ、
[03:11:27.640] どこにいる?
[03:11:28.560] まだんのかよ。どこに、どこにいる?はこっちのセルなんだよね。いや、回復使いたくねえ。
[03:11:40.479] 上にもおるんちゃう?
[03:11:42.239] そういうこと。
[03:11:54.479] ああ、上だね。いや、でもこのまま行っちゃっていいんかな?
[03:11:59.760] あいつはどこだ?いや、アイテム使いすぎだと思うな。
[03:12:17.840] ぐ、待って。え、めちゃめちゃえ、待って。グ。え、こんなグいの?このゲーム内臓出てます。グくね?
[03:12:19.820] [音楽]
[03:12:30.120] グロ。スポアッツ12
[03:12:32.399] 女手ショックエド。スポアッツ12
[03:12:36.040] 女手ショックエド。あら、おは。
[03:12:45.880] 寄制されてないんやね。ア表現は人を選ぶんだ。
[03:12:52.640] やべ、待って。ざめちゃめちゃ来るじゃん。だってどこまで来んねん、あいつ。
[03:13:00.720] く人間はすぐ気づく。
[03:13:09.239] どこまで来んだよ、お前。
[03:13:10.399] 見つけ出し。え、ちょっと待って。お前
[03:13:17.000] ジョエルひどいよ。ひどいじゃねえ。
[03:13:22.760] え、もうこれむずいよ。
[03:13:34.840] 臆病もちょっと待って。これもう無理、無理、無理、無理、無理です。もう、もう
[03:13:35.840] 1回殺してください。もう無理です。
[03:13:39.920] 笑。すぎでしょ。笑笑。すぎるな。難しい。ここやばすぎるでしょ。
[03:13:54.120] ちょっと作戦タイムかな。
[03:13:58.279] 作戦タイムだってな。
[03:14:08.840] いや、回復がもうないもんな。
[03:14:20.560] ちょっとランディさんに変わってもらおう。
[03:14:23.880] 早く早く。ガチ直とかあればな、
[03:14:32.520] これ。うん。
[03:14:34.319] わ、まだいるんだ。しかも敵下にちくし
[03:14:45.520] おばれるやんか。こんなもんどうしろってんだよ。
[03:14:51.080] ジョエルひどいよ。
[03:14:52.080] ひどくねえだろ。普通になれるに決まってんじゃんね。
[03:15:06.080] なんかちゃんと全部さ
[03:15:08.960] のか先に仕掛けてきたし。
[03:15:11.880] ここだ。
[03:15:12.840] え、割れてんの?ちゃんと全部あれなんだもん。しまった。
[03:15:34.040] あと2人味方欲しいくらいなんだ。う、
[03:15:36.650] [音楽]
[03:15:48.880] あと1匹ね。
[03:15:56.520] 殺す。
[03:16:05.000] 今のは危なかった。
[03:16:07.800] 宇宙の果てを目指して耐えて行き抜け。
[03:16:11.600] なんだって。よしよしよしよし。う
[03:16:15.239] わ、ショットガンやばくない?
[03:16:17.120] 戦いの後に
[03:16:18.040] ほら腕とかも飛んじゃってんだよ。
[03:16:20.199] 耐えてき足とか。そう
[03:16:23.439] 黒いな。
[03:16:25.040] お前何お前ちょっと余裕の後補給ないとだいぶきついぜ。やっちまった。わあ、爆弾グい。やばいね、爆弾。ほら、ボラボラだよ、もう。
[03:16:43.080] クリッカーは見た目がグいから気づかんかった。江口。
[03:16:47.800] え口だね。
[03:16:49.960] 本がいっぱいある。全部持っていけたらいいのに。
[03:16:55.040] 本が好きなのか?全然物資ねえ。
[03:16:58.279] ハンターや感染者に追われてない頃ね。
[03:17:00.160] 美いしそう。
[03:17:01.680] いつも読んでたな。レガしかねえ。
[03:17:05.720] しけてんな。
[03:17:08.600] え、ちょっと頼むって。弾とかくんないとここ死ぬぞ。もう物資欲しいな。一旦レガだけあればいいか。
[03:17:16.960] レガしかレガと瓶かねえ。おい、頼むぜ。
[03:17:26.040] いやいや、少ねえだろ、どう考えてもら。
[03:17:28.399] レガの時代来たか。レガでどうにかしろというおつ告か。
[03:17:34.920] いや、ちょっと
[03:17:38.760] ここにのレガ縛り。
[03:17:42.720] 拳があればなんとかなる。
[03:17:52.960] お待たせいつもの。来た来た来た来た来た来た来た来た。
[03:17:57.160] アイテムたくさん持てるようになったんだね。
[03:18:01.040] ん、もういや、アイテムの種類は増えたけど。パ。
[03:18:09.439] あ、この辺なんか物資ありそう。
[03:18:11.120] よし、空気を明るくしよう。いい。
[03:18:14.359] なんだお前。可愛いこと。
[03:18:16.720] 空筒にいろんなものを入れても無駄だって。
[03:18:17.840] 封筒ら
[03:18:20.439] ちゅちゅだだだってさ、みんな
[03:18:22.680] やっぱ
[03:18:24.359] だってさ、みんなムードメカ助かる。
[03:18:27.479] 封筒らないからな。
[03:18:29.239] お、うるせえ。ちょっとアイテム開始させてくれ。ちょっとここ弾がねえかな。
[03:18:46.359] 弾死願車チェックリスト。あー。うん。分かりました。
[03:18:54.120] [音楽]
[03:18:56.239] 弾よせ。
[03:18:58.359] 弾がねえっすわ。いや、爆弾めっちゃ強えな。人間が一番厄介だわ、マジで。よしよしよし。
[03:19:11.020] [音楽]
[03:19:16.560] 人間がマジで一番厄介。他のクリッカーと
[03:19:20.680] かゾンビとかはなんとかさ、なんとかその
[03:19:24.560] 対策が寝れるけど人間ってさ、しかも
[03:19:27.000] ああつらさ、もうなんかそのこういう
[03:19:28.800] ステルスゲームにあまじき目の良さと耳の
[03:19:31.160] 良さんだよ。クリアリングもマジで人が
[03:19:34.960] 隠れてちゃんと見にくるしね。普通に賢い
[03:19:38.479] からそうなんだよな。
[03:19:40.319] メタルギアみたいなさ。う、人かみたいな。目の前に立ってても人か。
[03:19:49.040] ゲノム兵とは大
[03:19:52.720] ゲノム兵とは大違いだろう。あいつら目の前
[03:19:53.720] 3m
[03:19:54.199] のとこだっても。う、人か?いや、人だよ。
[03:19:56.840] [笑い]
[03:19:59.960] 笑笑。
[03:20:02.399] 全然違う。あいつらめっちゃ遠くにいてもちくしとかつって襲ってくるもん。
[03:20:06.840] ゲノム兵の視力ハレーとかでしょ。
[03:20:10.080] でもあれ、あれだよ。あれだよ。ジンセラピーでめちゃめちゃ強化されてる設定だからね。
[03:20:18.160] ジ員セラピーでDNA強化されてんだよ。
[03:20:26.160] 強化されてる。集とは言ってない。
[03:20:29.640] あれが言ってたよ。直みハンターが言ってたよ。気をつけてスネーク。
[03:20:38.279] ゲノム兵はなんとか遺伝子がどうのこうで
[03:20:39.279] IQ200
[03:20:40.000] のすご腕集団ちよ。言ってたけどな。
[03:20:47.640] 本当かよ。
[03:20:54.680] 逆に強調性なさそう。行く全ぶりか。行く
[03:20:55.680] 200。視力がいいとも言ってない。
[03:21:05.130] [音楽]
[03:21:21.359] おおおおおおおおおヒント非常口からはいはいはいざすあなんとかなりそうかあめっちゃ資材あるあめっちゃ材作るわ
[03:21:22.359] 2個は欲しいう爆
[03:21:31.640] ねえ、このさ、円幕ってどうなんだろう。
[03:21:38.920] よしよし
[03:21:41.359] よしよし。弾がねえ。どっから出るって?ここか?ここか?待って。もうないよな。もう取ったよな、全部な。
[03:21:56.880] ちょっと少ねえけどなあ
[03:22:05.560] 。ピストルの弾なんか全然ないぜ、もう。
[03:22:09.399] あ、14ある。こっちにしとこう
[03:22:17.000] 。よしよし
[03:22:20.439] 。おお。落ちてる。あ、落ちとるやん。
[03:22:30.040] よしよしよしよしよし
[03:22:37.640] 。うーん。爆弾作るかナイフ作るか
[03:22:43.520] 。
[03:22:46.319] 爆弾的武器マジ強えわ
[03:22:48.920] 。当系の武器兵士を吊すんか。
[03:22:54.520] 追い詰められた人間はどんなことでもやるさ。
[03:22:57.199] 追い詰められたキはジャッカルより凶暴だ。
[03:23:00.479] この町の奴らとか
[03:23:01.520] 今回あんま弓なんかま、弓は弓矢は人間には無理だね。弓は難しい。撃つまでがね、時間かかる。
[03:23:16.600] とにかく行ってみよう。
[03:23:22.080] 確かにやっぱフォックスハウンドじゃん。
[03:23:25.760] こっちもなんかある。
[03:23:27.640] 気をつけて飛び降りろ。
[03:23:28.880] あ、ここが正規ルートか。
[03:23:33.479] このゲーム弓のへし難しそう。
[03:23:43.040] うん。あの、偏差打ちしなきゃいけないからね。しかもめっちゃ頭動かすんだよ、こいつら。全然
[03:23:44.040] 1か所に弓使わないけ
[03:23:46.960] ゼルダだったな。
[03:23:55.880] もう戦闘えドめか鏡も
[03:23:58.239] もういいよかもしれない。
[03:24:02.399] 早く
[03:24:03.640] チマから偏差打ちという言葉が出るとは。
[03:24:06.960] そんくらい知っとるわ。よし。見つからなかったぞ。もういい。
[03:24:17.120] まだまだいますと。あの橋だね。
[03:24:19.960] まだまだ戦いは終わらないと。
[03:24:21.880] ちょっとはこのまま進むぞ。行こう。
[03:24:24.670] [音楽]
[03:24:26.960] アイテム2回かい。アイテム。
[03:24:32.570] [音楽]
[03:24:38.399] あの人ガリガリだね。
[03:24:40.080] どの人まはゴースト仏島興味ある?ゴーストぶ島ってこういう感じのゲームな?いや、やりたいなと思う。あれってさ、別にさ、あれでしょ?フロムゲーじゃないでしょ?
[03:24:53.319] 食べるのはいっぱいあったんでしょ?
[03:24:55.399] もちろんだが食べないやもたんだ。
[03:24:58.880] なんでなの?
[03:25:01.000] 痩せるため。
[03:25:03.399] 何それ?
[03:25:05.840] お、なんだこの家?
[03:25:10.199] クロムじゃないよ。はないね。
[03:25:13.640] ソウルライクじゃないんでしょ?あの、普通にこういうストーリーがいいゲームでしょ。ちょっとそういうのでやりたい。普通になんかそれすっげえ難しい死とかじゃないんだったらやりたい。普通に遊ぶ分には楽しいよっていうのはやりたいね。弓めっちゃ落ちてるなあ。
[03:25:18.200] [音楽]
[03:25:33.359] うわあ、最高です。これ最高。最高。最高だ。コブレイクは過去にやってるんだっけ?
[03:25:42.120] あれ?オープンワールドだから最後までやれるかな?
[03:25:45.279] これ結構むずいけど面白いね。
[03:25:48.000] むずいけどおもろいんですよ、俺。やっぱね、ゲームで何が大切ってやっぱりないのか?
[03:25:55.319] チまゲーはね、ゲームで何が1
[03:25:56.439] 番大切ってね、ストーリーなんすよ。
[03:25:59.800] ストーリーが大好きなの俺。あ、もう
[03:26:01.439] ナイフ作んねえと思う。そろそろな
[03:26:04.040] 。ライフルの弾かこれ
[03:26:10.000] 多分ライフルね
[03:26:13.080] 。
[03:26:21.760] スチストーリーがいいゲームがやりたいの
[03:26:23.920] にしたい。うん
[03:26:26.680] 。
[03:26:27.680] だからなんかそのキル数を競うゲームだとかそういう競技のあるゲームに全く興味ないんだよね。俺映画見る感覚でゲームやってるからさ。
[03:26:44.560] アドベンチャーゲーありだな。
[03:26:46.080] ありだね。あ、やだな音。
[03:26:50.199] 格ゲとかもやらない。
[03:26:51.479] やらないやらないやらない。ストーリーないじゃん。
[03:26:59.040] めちゃめちゃ遠いとこにないつ
[03:27:00.760] でもたま2回の冒険とかやる。
[03:27:03.000] あ、いや、レトロゲーは別
[03:27:11.760] ストーリーありでこういうのならサイコブレイクはあってると思う。
[03:27:15.040] あれってホラゲーじゃないの?サイコブレークってめっちゃグいゲームだよね。
[03:27:23.840] 何するって
[03:27:25.840] ねえ、見て。イカみたいなのが浮いてるよ。
[03:27:28.600] どこ?使えない。お、
[03:27:31.680] これもホラーみたいなもんでは
[03:27:33.140] [音楽]
[03:27:34.680] イカドなん。あ、浮いてるけど。あんなもんどうやって使うの?行くの?あ、俺が行くのか。久しぶりに
[03:27:36.770] [音楽]
[03:27:41.160] 泳いだ。いや、ホラーか。これ
[03:27:45.199] 待ってろ。
[03:27:48.080] を調べる。これホラーですか?これ。
[03:27:55.560] あら、さすがにいいから。
[03:28:05.319] このはやばいぞ。
[03:28:15.040] りあ、
[03:28:23.920] 今日こんなところますわ。
[03:28:25.800] 臭そう。何?そう。乗れ。ホテルを通る。
[03:28:32.760] 乗って。めっちゃ虫飛んでる。
[03:28:40.520] 分かった。
[03:28:44.080] え、ちょっとカメラが難しい。何?ど、どこ通の?気をつけて。
[03:28:47.239] うるせえな。落とさないから安心しろ。
[03:28:50.399] どこ通んの?ホテルを通るってどこを通る?ここ。違う。
[03:29:11.080] ここなんか勝手に住んだわ。あ、
[03:29:26.080] 同じように板をリーがかわいそう。
[03:29:46.279] さて、あとはジョエルが来るだけだね。
[03:29:53.960] ん?あ、俺は1
[03:29:55.080] 人でそっちを回ってくるんだ。
[03:30:00.120] 何この闇?
[03:30:14.000] なんか出てきそう。
[03:30:16.160] いきなりドカンはやめろよ。おい、おい、絶対アイテムあるぞ、ここ。
[03:30:27.279] お、ひどい匂い。
[03:30:30.680] ああ、木が腐ってる。
[03:30:34.239] カフェにはよく言ってた。
[03:30:36.239] ああ、しょっちゅな。
[03:30:39.600] 何を注文するの?
[03:30:41.359] ただのコーヒーだ。そんなに物資はないと。待って。そっちに行く前にまず俺こっち行く。
[03:31:07.160] おいおい、こんなとこ何かあるぞ、絶対。いはいはい。
[03:31:08.160] 2
[03:31:08.319] 階もありますと。お、瓶とかどんだけあんだよ。はいはいはいはい。ありました。はい。ありもした。ありがとうございます。よしよし。
[03:31:25.840] よしよしよしよしよしよしよしよしよし。
[03:31:27.920] 作戦のメモ
[03:31:30.800] 。今夜結構だ。イーストエンドの
[03:31:33.640] チェックポイントを攻めようとしている。
[03:31:35.080] リーガルアパートメントの赤いバツを記し
[03:31:37.080] た部屋に物資を隠しておいた。あ、え、
[03:31:39.479] さっき入ったとこだよね。さっき入った
[03:31:42.040] とこだよね。うん
[03:31:46.560] 。ナイフ作るか。うん。テープが
[03:31:50.359] めちゃめちゃあるからテープ使いたいんだ
[03:31:52.160] けど。テープの使い道ってナイフしかねえ
[03:31:54.840] んだよ。ナイフか。この近接武器。ナイフ
[03:31:58.920] だな
[03:32:06.239] 。テープめっちゃあるな。
[03:32:23.439] さすがにもうないか。いつ寝てるんやろ?
[03:32:33.640] そもそもあんまの描写がなくない?行こう。あ、橋かけといてくれたんだ。
[03:32:52.800] よしよし。ハンターはもう消えたかな?
[03:32:55.080] もうすぐ分かるさ。
[03:32:56.080] いや、いるだろ、絶対。
[03:33:01.160] 問題ない。降りてこい。
[03:33:03.640] おしゃれ。
[03:33:05.280] [音楽]
[03:33:07.520] 止まったことある?
[03:33:09.479] まだこんな風になっちゃない。
[03:33:19.199] ああ、色々あるな。
[03:33:25.359] いや、高すぎて止まれなかった。
[03:33:29.640] だね。なんかさ、
[03:33:41.279] あそこから登れまし。
[03:33:43.199] お、いいや、分かるよ。
[03:33:44.359] 高すぎる。動画を探そう。
[03:33:47.439] いや、なんかこういうゲームやってマジで俺ごめん。黙々とやっちゃうね。なんか今日俺全然喋ってないよね。今日俺全然喋ってないと思う。うん。
[03:34:04.319] おもろいねんもん。普通に
[03:34:05.960] 将軍に会ってるんだろうね。いや、いいじゃんよ。いいんだよ。
[03:34:09.850] [音楽]
[03:34:12.680] 優しいじゃん、お前ら。
[03:34:14.680] つんまげ得意のべりが
[03:34:17.640] やめて。逆にバカにしてるぜ、それ。笑笑。
[03:34:30.199] ま、みんな俺のベシリを聞きに来てんのにな。申し訳ねえ。あるあるある。暗証番号。
[03:34:37.810] [音楽]
[03:34:39.160] あの1番高いスツイートを1。何これ?
[03:34:43.239] 何やってるんだ?暗証番号が必要。
[03:34:45.560] もちろん部屋まで運んでちょうだい。
[03:34:49.040] おかしなやつだろ。
[03:34:50.040] お、何遊んでんだよ。ちょっと子供っぽい一面がね。暗証番号って何?俺拾ってないのかな?これ
[03:34:56.399] チャリ多かった。クーロンズゲートは?
[03:34:58.880] クーロンズゲートだってベシャリベシャルしかないねんもん、あのゲーム。アルコールめっちゃある。ちょっと待って。どうしよう。えー、作る。
[03:35:11.479] ことよね。
[03:35:14.120] 回復3つ持ってこう。邪魔なほね。
[03:35:19.120] 結構物資満タ。え、暗証番号なんてないよ。
[03:35:42.520] あ、待って。行く前にここ登ってみようよ
[03:35:50.760] 。あら、これ自分でこうやって登って
[03:35:53.920] 確かめないといろんなとこで登
[03:35:56.720] れってことだ。ああ、なるほどね。これ
[03:35:58.640] 決まったとこに置くだけじゃなくて自分が
[03:36:01.560] 登りていとこに置けるんだよ。さっき知っ
[03:36:03.960] たわ、それ。
[03:36:09.319] で、三角じゃなくてバツボタンで登るん
[03:36:11.279] ですね。こうやってね
[03:36:12.760] 。はいはいはいはいはい。だめだ。あと
[03:36:17.880] 登りてとこなんかある
[03:36:21.439] 。そこが多分正規ルートでしょ
[03:36:28.920] 。ないか。
[03:36:39.560] 何やってんの?バカなんかお前
[03:37:02.080] 上がれ了スをいたらで見失そう、
[03:37:07.239] 水も超汚そうだよな。あ、行ける。お、いいね、いいね、いいね。なんかあるやろ。こっち
[03:37:19.399] お風呂入りたいよね。
[03:37:29.160] もう何入ってねえんだ、お風呂。はい、見つけました。
[03:37:31.439] 221056。221056です。
[03:37:37.920] 22105622万105622-イ
[03:37:47.439] 戻んの結構めんどい。11万
[03:37:50.199] 4514来たぜ。
[03:37:59.840] いいよ。来いよ。なんか今ストプリのさ、なんかタグがそれで荒らされてんのな。
[03:38:00.840] な、何なの?あれ?じ
[03:38:03.680] ストプリギャラリーでさ、なんかイン務めっちゃ貼られてさ。
[03:38:07.080] 笑笑で、なんかあのストリー
[03:38:10.279] ストプアは行けない。マジで笑。
[03:38:14.520] マジマジマジマジ。ストプリギャラリーっ
[03:38:16.640] ていうなんかタグにその動画貼られすぎて
[03:38:20.080] でなんかストプリのやつらがそれで
[03:38:21.880] ぶち切れて逆にハッシュタグ野獣先輩とこ
[03:38:25.319] にストリのところ動画貼りまく
[03:38:28.439] 荒らし返してやるとかやってんけど笑笑
[03:38:30.720] イン中からしたらもう全然そんなんカムだ
[03:38:32.960] からつっ
[03:38:33.960] て
[03:38:37.840] ああざすよし
[03:38:43.960] むしろ逆効果でかない。むしろ逆効果。
[03:38:47.279] ハッシュタグの私物化やりますね。ハッシュタグらされすぎてストップア運営が法的手段はしいよ。
[03:38:56.199] 金夢勢の方が圧倒的に多そう。
[03:38:58.920] あ、法的手段かっこ笑に出るんだ。
[03:39:06.840] 弁護士立てるってさ。へえ。
[03:39:09.840] 体よし、空気を明るくしよう。
[03:39:17.399] いい。封筒にいろんなものを入れて封筒らないから。
[03:39:23.560] それはんだ。
[03:39:27.160] ジョダジャレと言わないで。第2巻
[03:39:31.880] さっさと行こう。
[03:39:33.040] さっきを掴もうとしてミストした。
[03:39:40.439] うはうはじゃないのは
[03:39:42.399] 誰ですか?こんなにしたの?
[03:39:44.279] そう。そう。笑えるよね。使い手がここにも
[03:39:48.960] お寿司を食べた後で水平が言う言葉は
[03:39:52.760] のか気になる。
[03:39:54.279] ポイお腹いっぱい
[03:39:56.640] おい。
[03:39:59.560] わかんない。うまそう。
[03:40:02.000] 世界滅亡系は面白い。
[03:40:06.080] おい、笑える。
[03:40:07.439] 翻訳頑張ったと思う。おいし。そうですね。
[03:40:18.680] しかの子のこのこしたんたん。
[03:40:21.000] おい、笑える。うまそう。
[03:40:27.239] スプロで。
[03:40:31.479] ああ、
[03:40:33.160] なかなかだった。やられた。
[03:40:37.080] 待て。今何人だ?
[03:40:40.600] うん。今週だけで5
[03:40:41.760] 人。ま、仕方ねえさ。火炎瓶投げるか。
[03:40:45.520] もうい、他の調べない。
[03:40:48.560] もう何週間も見てない。調べ。手は抜け。
[03:40:56.000] ああ、分かったよ。エム良くなった。
[03:40:59.600] こっから入れてやりて。あ、うんちゃんこんばんは。くそ。
[03:41:05.279] いやあ、なんだあいつらどうすんだ?当たり前ですね。
[03:41:09.000] 人間に火炎瓶だな。相変わらずです。
[03:41:12.000] 人は燃やせば死ぬ。お前ら知らないだろうから。
[03:41:15.359] もったいない。
[03:41:17.520] よ、やっぱヤんパヤんパヤンパヤンパヤンパヤンパヤンパヤンパヤンパヤンパ
[03:41:28.279] ヤンパ
[03:41:30.439] さすがにヤンパ
[03:41:34.000] いや、これヤンパヤンパヤンパヤンパさすがにまたこっからしんどそうだ
[03:41:44.890] [音楽]
[03:41:46.840] 軍パとどっちが上?ヤンパーにキャンに戻る。に食べよう。
[03:41:51.199] や、
[03:41:54.120] そうだな。空くパ
[03:41:55.359] こ式ドライフルーツがある。だくとするか。
[03:41:58.239] ここからだければあいつらを殺せる。ここからだければ
[03:42:03.199] 奴らを殺せると
[03:42:08.000] ちょん矢印パー矢印。
[03:42:25.479] いいね。より真剣にやってるからワイプも前鏡でつもと画く違う。
[03:42:33.199] 来てる来てる。もう今日全然喋ってないよ、俺。
[03:42:47.479] いや、これバレるな。いや、もうバレるやろ、これ。
[03:42:50.520] チマパー。
[03:42:53.260] [音楽]
[03:42:54.920] なんでだよ。もう早いよ。俺のが
[03:43:01.439] 銃を持って。おお。だ、納得かれだ。
[03:43:07.479] 笑笑。
[03:43:14.880] なかなかいだった。2人バち切れ。待て。
[03:43:18.399] 左だ。何?
[03:43:29.439] 躊躇したら負ける。躊躇したら負ける。
[03:43:33.080] 躊躇したら負ける。やるかやられるかなんだよ。
[03:43:36.680] 危なかった。
[03:43:46.560] やる。
[03:44:26.199] う。
[03:44:39.960] 躊躇したらやられる
[03:44:41.720] 。躊躇したらやられる
[03:44:55.319] 。お前聞こえたか?
[03:44:59.840] くそ。いいよ。いいよ。集中ちゃま。
[03:45:08.240] [音楽]
[03:45:27.319] 眉毛が切りとしとるな。今日は
[03:45:40.399] やるかやられるか。
[03:45:42.000] あと3人。うまい。
[03:45:45.150] [音楽]
[03:45:53.199] 最悪アイテムは最後でいい
[03:46:00.520] 。やるかやられるかなんだよ
[03:46:05.920] 。
[03:46:15.960] あとどこにいる?いいた。なんか上にもいるんだよな。
[03:46:16.960] 1匹
[03:46:18.040] いかにバックを取るかってゲームなんやね。
[03:46:26.159] そうだね。見つかったらもう一気に終わりやからな。この部屋にいるよな、
[03:46:27.159] 1匹な。
[03:46:35.399] さすがにこれは行けねえな。
[03:46:37.960] バラついてるがやっけ。ちょっと待って。こっち来んのかな?だるいな。こっち来んなよ。行くじゃあな。悪く思わね。悪く思わないでね。いよいしょ。
[03:47:00.760] ちくしみさんみたいに殺した。悪く思わないでね。
[03:47:15.600] シじ君。新じ君。
[03:47:25.439] あと何匹?
[03:47:33.720] 行きなさい。新君。
[03:47:37.680] シジ君。死になさい。
[03:47:40.520] 死になさい。
[03:47:44.080] あとどこにいんの?上だよね。これもあと
[03:47:48.000] 上だけって信じていいか?
[03:47:58.560] これ上だな。
[03:48:02.359] すちゃんこんばんは
[03:48:05.159] 。死にやい。やめて死なさい。
[03:48:08.920] 上だよね。
[03:48:11.159] 死になさい。あなた。
[03:48:13.600] 笑笑。敵の姿が見当たんないぜ。
[03:48:35.000] よし
[03:48:40.439] 。びっくりした。びっくりした。お前か
[03:48:43.840] 。やべ、やべ、やべ、やべ、やべ、やべ、
[03:48:46.040] やべ
[03:48:48.080] 。隠れるところがねえぞ
[03:48:55.880] 。こっち。うー。ああ、くそ。てめえで
[03:49:00.600] 最後だったのにゃ。こら。
[03:49:03.960] たお金すぎ。
[03:49:08.600] まだいるんか?ここ
[03:49:10.960] いるな。
[03:49:18.279] こっちだ。
[03:49:20.960] このゲームの夢見そう。
[03:49:34.960] くそ。
[03:49:55.880] いや、多いって。
[03:50:00.319] クソ野郎。てめえらがクソ野郎だろか。
[03:50:03.960] おお、たくさん来なさる。
[03:50:16.199] うお。やべ、強え。あ、もういいや。
[03:50:29.760] バしてくれれば
[03:50:34.760] くそ
[03:50:37.520] 行くよ。てめえこら
[03:50:42.239] やばいやばい。くそやめて。
[03:50:49.880] くそがくそ。
[03:50:56.080] クそがき切れしないで。
[03:51:03.760] いや、もうあの最後の最後でゴリ押し。
[03:51:06.120] もうもうあのもうもうあのあれだから魂が乗ってるから俺。今まだいんの?ちなみに
[03:51:16.960] やっつけた。
[03:51:22.199] 遊びじゃねえから。このゲームマジで。
[03:51:23.479] ルフランゲームとリンクしてる。
[03:51:29.920] 私いるのかな?まだ
[03:51:34.720] いるんだな。
[03:51:39.040] あそこにいるんだな。あった。俺は逃げたりしね。俺は軽側にもあったんだよ。来いよ。ほら無駄。
[03:51:51.840] うるせえ。
[03:51:54.420] [音楽]
[03:51:56.399] バカがよ。
[03:52:01.720] うま。
[03:52:07.319] うくなってる。
[03:52:09.680] まだ下にいたんだ。
[03:52:10.880] 下から上がってきやがる。
[03:52:15.540] [音楽]
[03:52:22.199] ワイプだけ拡大してみるの面白すぎる。
[03:52:27.520] くそ。まだいた。
[03:52:31.239] くそ。
[03:52:42.800] やろ。いていての。くそ。おら。おら。
[03:52:54.040] やったか。
[03:52:59.680] やったな。音楽消えた。よしよしよし。ふう。これでやったろ。全部
[03:53:13.600] パチパチパチパチパチパチ。
[03:53:17.199] ちょっと馬なったんちゃ。
[03:53:32.760] やべ、もう魂が乗って俺まで生き切れする
[03:53:36.279] わ
[03:53:37.399] 。ああ、よしよしよしよし。だいぶ楽に
[03:53:39.960] なっ
[03:53:48.880] てるぜ。全部やったんだ。
[03:53:56.840] いや、ここ物資ってしるべきだろ。ここ
[03:54:04.000] 何人殺してきたことか。
[03:54:06.800] もうだって出てくる敵なか、あの、避けて進むより全部殺してるからね。多分これなんかメタルギアみたいに全殺さなくてもす、ちょっとどいて。殺さなくても進めるんじゃねえのかな。
[03:54:20.880] 昨日の分もね。
[03:54:22.199] 全部殺してるもしょうがねえよ。そうじゃないと生き残れないもんだってこれが生きるってことだよ。
[03:54:39.520] 生存者も作りあるよ。
[03:54:42.760] シリアルキラーになっちゃだめだよ。
[03:54:43.950] [音楽]
[03:54:48.120] 何?あ、お、なんか、このクリクラが、クリクラがバグってなんかボンボン言ってる音がど、これどうすの?これクリクラの水がほらバグっちってなんか
[03:55:03.720] 笑笑
[03:55:15.439] 検闘1ふわ。
[03:55:20.560] ここが出口かな?ち、俺入り口か?さっきここで話してたんか、あいつら。
[03:55:42.159] 何これ
[03:55:44.199] ?ん?なんだこれ?拾えねえ。よし
