[00:00:05.319] おはちゃま防人1チルド
[02:21:42.560] 逃げ最悪
[02:21:50.760] ああでもねあいつからしたらそうだよな
[02:21:53.880] 脅威だよなこっち感染してんだもん
[02:22:16.120] なもっとアイテムねえかなんか
[02:22:19.640] [音楽]
[02:22:21.160] わもうみ
[02:22:28.319] もまあれは無理だわこれ1回見つかったら
[02:22:31.560] アウトだねいやびっくりするいやいるいる
[02:22:34.840] ならいるって言え
[02:22:40.040] やいるよちゃまびっくりありがとう完全に
[02:22:45.000] ステルスしないとかいるよ今日ピザある
[02:22:49.200] 今日ピザない
[02:22:50.900] [音楽]
[02:22:55.000] もざりだあばれ
[02:22:59.439] たちょっと
[02:23:01.840] もくそくそ
[02:23:09.000] [音楽]
[02:23:13.680] くそピイジョイ1ピクセルピョイジョ1
[02:23:18.680] ピクセルピョイ耳が短聞き耳がマジでけえ
[02:23:22.800] 全然見えてねえよこいつだこの距離見えて
[02:23:25.520] ないんだよ肉眼で見えてんの
[02:23:30.479] にえしかもそこにいられたらどうしようも
[02:23:33.720] なく
[02:23:45.600] ないいや
[02:23:48.560] そう大人と子供の資格聴覚の差を増減し
[02:23:52.880] てるのかざりだやせを超えたな俺はずっと
[02:23:58.120] 言ってきたぞあいつのせ
[02:24:01.520] だ
[02:24:05.800] てを決
[02:24:27.359] あのおっさんのことかんだしあいつゾンビ
[02:24:29.800] ならんかなえでもそしたらエリー最強じゃ
[02:24:33.760] ねや
[02:24:41.640] ばよっしゃリボルバー来たそしたらエリー
[02:24:46.080] 最強じゃない自分感染しないけど感染させ
[02:24:48.439] たいやつ噛めば感染させられるんでしょ
[02:24:50.800] やばすぎる
[02:24:51.880] でしょみんな噛んです
[02:24:54.920] かめちゃめちゃ強く
[02:24:59.160] ない生物平気
[02:25:11.319] すぎる弾が心もとなね理性を持った感染者
[02:25:16.279] エリーの体内では金が活性してないらしい
[02:25:19.600] んだけどどうだ
[02:25:23.960] かポプネもポプネもちょっとダを取ろう
[02:25:27.279] ここで寒い
[02:25:40.960] からまだいるのどこにいん
[02:25:47.200] のちょっとさ物資足んなくない
[02:25:51.680] [音楽]
[02:26:17.600] おおすげえこれトラックに血が
[02:26:24.439] こちゃんこんばんは
[02:26:26.000] 順調おもろすぎるこの
[02:26:28.560] ゲームいやマジででもそうじゃなきゃ無理
[02:26:31.319] だ
[02:26:33.359] ぜここまでで45発銃弾たまるはずあそう
[02:26:37.560] なのえでも銃弾なんかいらん
[02:26:43.060] [音楽]
[02:26:52.680] 何もない
[02:26:56.240] [音楽]
[02:26:57.840] かて中団なんかいらんけどエリーの無限
[02:27:01.960] ナイフを増えるにくれやっぱり音でばれ
[02:27:05.040] たりするのバレたりする音でバレる銃弾は
[02:27:08.200] バレるんよ銃はマジでバレる音
[02:27:12.760] で見つかってない時にあんまり使いたく
[02:27:15.319] ないよ
[02:27:16.200] ね弓矢ならなそう弓矢だったらマジでバレ
[02:27:19.720] ねえから
[02:27:22.950] [音楽]
[02:27:30.880] ナばれ
[02:27:33.200] た敵もマジで目がいいか
[02:27:36.359] ななんで三角出ねえんだよ
[02:27:43.860] [音楽]
[02:27:50.600] 割れてたから出なかったのか見つかっ
[02:27:53.840] ちゃってたからな今なめちゃめちゃ敵の目
[02:27:57.359] がいいマジですげえ遠くからでも見つけて
[02:28:00.200] くる
[02:28:00.950] [音楽]
[02:28:08.040] もんこの吹の中でよく見つけるよ本当だよ
[02:28:11.880] なメタルギアソリットだったら絶対大丈夫
[02:28:14.840] なの
[02:28:15.800] に逆から回り込んでたら出てたなるほどね
[02:28:30.920] マジ聞き耳の範囲が狭いからさおゲチェ
[02:28:35.720] ゲームチンタに来ましたおポンデライオン
[02:28:38.000] がいるえポンデライオンいる
[02:28:41.000] じゃんこの笑顔100円この笑顔100円
[02:28:45.920] のではなポンデライオンだ
[02:28:50.359] ポンデライオン助かるげの笑顔は
[02:28:54.760] 5200安い
[02:28:59.240] 笑顔聞き耳が全然機能してねえよ
[02:29:07.200] 気けろよえバレてる
[02:29:11.439] くそれてんよ
[02:29:14.240] もう見えないよこんな
[02:29:19.040] の絶無理やこ絶対無理こんな絶無理や
[02:29:24.720] まずい多すぎこんないるんかどこにいるか
[02:29:29.200] 聞き耳が全然効かないどっからこれあこっ
[02:29:32.760] から
[02:29:37.680] ねやばいことになるぞ俺たちは目の前の難
[02:29:41.680] に立ち向かうだけださっきと全然行動違う
[02:29:43.720] じゃん
[02:29:53.439] いやでもランダムです
[02:29:58.479] かいやでもこ
[02:30:08.600] いやあここ2人いるとしんどいねあ
[02:30:11.800] しんどいここ
[02:30:14.920] かなりちょっと離れてほしい
[02:30:20.439] えまなんで
[02:30:22.960] だそなんだよくそあ弾
[02:30:31.439] よしこれさ敵の行動がマジでさ読めねえ
[02:30:36.399] 全然違うことしてくるあやばいやばい
[02:30:38.640] やばいやばいやばい
[02:30:40.760] やばい敵の行動がさ全然さっきと違うこと
[02:30:44.640] やってくるよねねそういうとこもリアルに
[02:30:47.359] 作ってんだろう
[02:30:48.920] ねこの店ん中入ってこなかったや
[02:31:03.279] んああそこ1匹ね
[02:31:12.050] [音楽]
[02:31:30.479] 入ってこねえかいや入ってきちゃったら来
[02:31:33.160] たらであの倒せるから楽なんだけどと表示
[02:31:36.359] にも注意ねうんぼやって音
[02:31:41.479] ねビリヤードの棒で殴れんかな目ぶっ潰し
[02:31:45.760] たらいいんだ
[02:31:54.240] ビリヤードなら着きたい
[02:31:58.960] ところ来い来い来いえ入ってこねえ
[02:32:05.120] の入ってこねえのかよもっと中で音立てる
[02:32:09.120] べきだった来ないんか
[02:32:11.080] いいや分かる
[02:32:29.279] くそあいつ来るか
[02:32:31.720] なお邪魔しますおばお
[02:32:36.720] 疲れ入ってくるか
[02:32:39.880] な武器が
[02:32:45.479] 心もとなこどこ行きやがった入ってくる
[02:32:49.880] 弓矢が欲しい操作エリーになってるそうな
[02:32:53.279] ん
[02:32:55.520] よ多分聞こえてないんこ聞こえてない
[02:33:12.520] かどっちなのどこ行きゃいいねんこれや
[02:33:18.439] あの後ろのやつ倒しときたいな
[02:33:21.040] ぶつけてひませてナイフキルした方が早い
[02:33:24.640] ジョエルは今しの淵から蘇って気心隣り
[02:33:27.640] ちられたエリーを探してます
[02:33:33.640] キ復活の
[02:33:45.120] 爆おい見つけたぞ
[02:33:53.640] を払ってもら
[02:34:08.720] ぞ発砲もしやあばれちっ
[02:34:17.479] たいしかもエリーの
[02:34:24.319] さエリーの聞き耳の性質が違う思ったけど
[02:34:29.399] あジョエルはもう何もなく見えるのに
[02:34:31.560] あいつさみなんか相手が音立てないと見え
[02:34:35.080] ない俺はほらこの後ろにいるのにこの後ろ
[02:34:37.640] に耳悪い
[02:34:47.279] な経験がないから
[02:34:58.640] な殺してやるクソこはどうにか
[02:35:04.040] やれ
[02:35:09.000] けいてる
[02:35:10.760] からイヤホンつけてる何イヤホンつけてる
[02:35:14.920] エリーがエリーがイヤホンやてる
[02:35:19.800] くそいやもう回復ねえ
[02:35:26.160] どあバックもないからあれだ工作もでき
[02:35:31.040] ないまあまあ
[02:35:38.160] まあ現地でなんとかかしんどいな
[02:35:43.640] これあいつらは
[02:35:53.520] こえ
[02:36:00.840] そう民倒した
[02:36:03.479] かどう
[02:36:10.399] だえどこ行きゃいいのこれ割とと突撃する
[02:36:14.760] の嫌いじゃないぜあ
[02:36:26.720] 全然聞き耳より
[02:36:28.479] さ目視の方が役に
[02:36:32.880] 立つまあいるよねこんなとこ絶対
[02:36:37.040] ねいやなんも
[02:36:44.800] ねえナイス
[02:36:51.720] れったな目視
[02:36:58.439] 最強ジョエルだっったらこれでどこに何が
[02:37:01.000] いるか全部わかんの
[02:37:05.960] にでも誰もいないなポプもピッザ
[02:37:11.520] めあ減ってこれ踏んだ音とかも察されんの
[02:37:17.240] れされるされるれるだけじゃないの大変
[02:37:21.279] マジでね行年行けるもの全員的た
[02:37:29.160] からやべえ
[02:37:32.520] なえなえこんなこんなにあって何もない
[02:37:38.080] のなんかくれ
[02:37:40.920] よ
[02:37:42.479] ああ回復よしよしよしよしちゃんと見ねえ
[02:37:46.359] と
[02:37:47.279] なちゃんと見ねえと
[02:37:56.439] まこんなもん
[02:38:03.760] か殺せ殺せ殺せああよくも騙した
[02:38:11.080] なまたこの展開いもうしつこいこいつうわ
[02:38:16.560] また銃取られてる
[02:38:21.680] なら鍵を取り
[02:38:26.319] にえ
[02:38:34.520] た何何やるしかない
[02:38:38.880] かこれ皿多分ダメだろこれ皿
[02:38:56.720] じゃない
[02:38:59.840] かしくなってきたよ何
[02:39:05.840] お前君にはびっくりだ
[02:39:11.120] よ仲間
[02:39:13.190] [笑い]
[02:39:15.120] にげろここでいいじゃんもうここで完する
[02:39:18.399] ぞここで完結するあやばすご早
[02:39:26.600] 笑笑お前さあたやばいやばいああはね笑笑
[02:39:32.439] やばいやば
[02:39:34.680] やばえなんでも走ってもああこれはだめ
[02:39:43.800] だ
[02:39:46.240] ああカのお皿ようおひどいよ敵強いな走る
[02:39:52.080] んかい変態野郎だ
[02:40:02.680] なえどこ行っ
[02:40:07.000] たガン詰めじりが
[02:40:13.680] よあいなくね
[02:40:29.680] 草
[02:40:32.040] ナイスナイス
[02:40:34.800] ナイス
[02:40:37.520] な
[02:40:40.359] え
[02:40:43.800] 何おえあジョエル始めて見た
[02:40:50.700] [音楽]
[02:40:55.640] 走れジエ
[02:41:00.000] カエどこだあいやも待って人いるなら言っ
[02:41:04.880] てよ人いるのかよもうこもういいだろこれ
[02:41:09.600] [音楽]
[02:41:21.399] お前がそまで
[02:41:22.340] [音楽]
[02:41:32.279] だちょっともうもうもう見えない見えない
[02:41:35.720] 見えない見えない見えない見えない見え
[02:41:38.240] ない見えない
[02:41:42.279] から
[02:41:45.000] 笑笑見えないもを見ようとして見えないか
[02:41:49.319] からあ見えない見えない見えない見えない
[02:41:52.160] 見え
[02:41:54.479] ないここ通ったら
[02:42:01.840] 殺すほらめっちゃ耳いいもんめちゃめちゃ
[02:42:04.920] 耳いいよこいつすげえ
[02:42:09.000] 見える耳が良すぎるんだよこいつポイント
[02:42:12.760] 望遠今はない見える見える
[02:42:22.720] やっぱジョエルだわやっぱジョエルだ
[02:42:27.160] わ覚ってレベルじゃない笑強すぎジョエル
[02:42:32.479] 踏切りまでかけていかない肉断線は
[02:42:35.479] ジョエルなんよほらおいでお
[02:42:40.040] いでほとんどレダー
[02:42:57.760] よしよしよしよしよし
[02:43:00.760] 笑笑この安心感パルよや人間めたかゴキブ
[02:43:09.000] ほいほい
[02:43:15.359] まだいるもんな
[02:43:25.160] 藤田波の高速
[02:43:30.160] タップルなんでこの距離が見えんだよ笑
[02:43:40.040] [音楽]
[02:43:49.240] やっぱジョエルよさすがの射的やっぱ
[02:43:53.680] ジョエルなん
[02:43:58.640] よラスジョエ今回の歌ただのウールハップ
[02:44:02.439] チートやん
[02:44:06.439] けそこ上入れ
[02:44:11.040] たずま
[02:44:15.880] まずいあなんかバグああなんかあ女
[02:44:24.399] だまたポス
[02:44:29.160] ストン
[02:44:31.880] ストンドリンひれドリンひれじりにれ
[02:44:36.560] コースまで使えんのか増えるみからこそ
[02:44:43.560] パワーい
[02:44:47.120] い痛い
[02:44:52.920] ああいっぱいいますよね
[02:45:04.160] しめしめおいデータ来
[02:45:07.560] やがれジョエル操作してる時のちゃま
[02:45:10.800] すっげえきき笑笑エリーのため
[02:45:16.399] ならいやこれまずいなでもな2匹
[02:45:20.279] いる気持ち前のめりだもんなジョエル操作
[02:45:23.600] の
[02:45:29.760] 時ぶっ殺すからな
[02:45:39.820] [音楽]
[02:45:49.439] 切れば問題なし
[02:46:04.200] とあいつどうすんだ
[02:46:15.140] [音楽]
[02:46:17.920] よ
[02:46:20.660] [音楽]
[02:46:23.479] ばか
[02:46:25.600] [音楽]
[02:46:27.640] 笑笑笑って
[02:46:31.840] なうよしよしゴミ退治
[02:46:37.960] 終了駆除完了です外注駆除
[02:46:42.319] 完了ゴミ大治助了と邪
[02:46:59.279] あエリー
[02:47:04.080] のこのなんかこの猫ちゃんの1つ目の猫
[02:47:07.279] ちゃん可愛すぎる
[02:47:12.960] でしょバッチ
[02:47:15.120] 可愛いいぞこれ猫なのこ
[02:47:19.720] カラカメラアングルの変化これいる
[02:47:23.520] これこれいるこれこの申し訳程ちょっと
[02:47:26.760] だけ動かせこれ
[02:47:28.760] 笑笑上下もこれこれしか動かないいるかな
[02:47:33.479] このここの動5度
[02:47:36.830] [笑い]
[02:47:39.000] しち後ろ側見たかったのっ
[02:47:43.160] てんの荷物がここにあ作れねえな
[02:47:55.319] あなんてことだうわやってるわこれにエピ
[02:48:01.479] あるのえそうなのそれでどうやって分かる
[02:48:07.520] の歩くの遅ない人肉か
[02:48:13.800] よってんなあアイテム全然ねえな
[02:48:21.240] また外行くのああああああそこだ
[02:48:34.960] べ早く目覚めろ早く全部ではないけどルと
[02:48:39.080] 漫画と早くファイアフライトはもう触した
[02:48:43.760] いやなんかファイヤフライはいなかった
[02:48:45.479] 全身でたでそしたらなんかこの町にいる
[02:48:48.200] よっつって
[02:48:52.240] あ
[02:49:10.520] マチェット
[02:49:13.640] う心が
[02:49:16.720] あるな諦めてももいいんだぞ決して恥じゃ
[02:49:23.040] ないしぶいな
[02:49:28.640] 頑張れやらないよなお前はそんな子じゃ
[02:49:37.840] ない命して
[02:49:40.560] みろくそ
[02:49:44.399] 野郎クズだなお前本クズだなれ
[02:49:49.800] お前が想する
[02:49:54.960] よあああごめんあああごめんあ三角ボ出て
[02:50:00.070] [笑い]
[02:50:02.279] た見れてたムービーに見れてたムービー
[02:50:09.160] に見れてた
[02:50:12.279] よお前はそんなじゃない
[02:50:19.000] てたそんなもんわかんねえ
[02:50:22.479] だろくそ
[02:50:24.520] 野郎面白くて見とれちったよ俺を分かった
[02:50:28.160] つもり
[02:50:29.120] かそんな勘違いなお前が想するよりもう
[02:50:33.760] 完全に置いてた完全に置いて
[02:50:37.200] おら
[02:50:43.160] どりゃやれやれ
[02:50:46.640] やれあよしちらないでよ大丈夫俺だだ大大
[02:50:52.840] 俺だ見ろ見ろ落ち着いて俺だ落ち着け
[02:50:57.399] あいつがうんそうだよなかった大丈夫
[02:51:01.120] 大丈夫
[02:51:03.279] 良かった
[02:51:06.840] ねるジョエル
[02:51:09.600] たきよかったよかっ
[02:51:13.920] たよかったよかった
[02:51:18.720] よかったね1人で頑張ったエリーも実は
[02:51:22.479] 怖かったんや
[02:51:24.239] ねあもうぐちゃぐちゃですれるか1回死ん
[02:51:29.399] でるんだぜぐちゃぐちゃ
[02:51:31.439] だよかった
[02:51:36.479] ねスプリングやべえもう1年経っちまっ
[02:51:42.080] たあえあ可愛い服来てるなんかマジで
[02:51:46.880] エリーの顔付きがリてさエリー世界の残酷
[02:51:51.560] 差が成長し
[02:51:53.560] てる聞いてたかうん綺麗な服よったミラ
[02:51:58.479] もう治ったのあいつはここで
[02:52:01.920] 降りようさ行くぞ降りるって何あ高速道路
[02:52:05.600] を歩いてきたん
[02:52:06.840] だおお前服可愛くなってんないい風だ
[02:52:11.200] なこんな日にはポーチに座ってさ結構
[02:52:15.520] ポーチ
[02:52:18.720] たらギターを教えてやるよおおあきっと気
[02:52:22.960] にいる
[02:52:24.239] ぞどう
[02:52:27.479] 思う聞いてるのかえあそうだねいいんじゃ
[02:52:32.920] ないどうした上の空
[02:52:38.160] じゃんこのボリュームでも1年をはってる
[02:52:41.399] と
[02:52:44.239] いうありがとうありがとうございますでも
[02:52:48.760] まったか最悪そういう視点で見ないで
[02:52:52.319] くれるうちのエリーのことおいふざけんな
[02:52:55.160] よ
[02:52:56.000] 笑笑笑笑
[02:52:58.800] 笑笑笑最悪笑笑
[02:53:02.960] あ
[02:53:05.680] ほら整理描写派ドラマであるよあそうなの
[02:53:10.880] リアルだない許したま
[02:53:19.160] えドラマ飛んでる夢をどこで見れんの
[02:53:21.279] ドラマてうん俺が理中し
[02:53:27.080] てどこで見れんのアプラ忘れてただの
[02:53:33.520] 夢ネト
[02:53:38.520] 振りネト振りパもやパパもうできねえから
[02:53:44.040] ゆ
[02:53:49.920] 見てみろこの街も隔離されて捨てられたん
[02:53:53.800] だまた大きな町来た
[02:54:00.640] ななんかアイテムありそうやないツルで
[02:54:04.359] できるぞあそうなのそこまでなんかすんの
[02:54:07.800] もな限定だったけどあっちこっちであるん
[02:54:12.160] じゃなかったかなま俺見れるからいい
[02:54:15.399] けどにもあるらしいあそうなんだ
[02:54:21.040] ファイヤーフライが行ってた病院だ行くぞ
[02:54:24.720] ああここに来たん
[02:54:27.359] だ大丈夫か
[02:54:31.760] ついにおいおいでおらあ大丈夫あ大丈夫
[02:54:37.120] なんだ下ろしてやろうと思ったの
[02:54:41.399] に茶の家行くからゆくで
[02:54:44.360] [笑い]
[02:54:46.279] みようここを通っていこうか
[02:54:56.680] ただもう回復とかねえんだよ
[02:54:59.200] なてことはエリーももう15歳そういう
[02:55:03.279] ことルシアかりキャンプに着いた連絡し
[02:55:06.479] たかったが電話回線がダウンしてるその
[02:55:08.399] 代わりにキャンプの間でえキャンプ間で
[02:55:10.399] 手紙を届けてくれるそうだ1週間から2
[02:55:12.239] 週間ほどかかるらしいみんな元気だハナー
[02:55:14.520] 君のことをよく話してるとても会いたかっ
[02:55:16.160] てるよこんなに凶に見してるのにハンナ
[02:55:18.120] とてもついて踊れている感情的なのは僕の
[02:55:20.880] 方だハをハに慰められてるよ君の育て方が
[02:55:24.359] 良かったんだね君も元気でやってることを
[02:55:26.359] 祈ってるもうすぐ君の声が聞けると信じて
[02:55:28.760] 愛してるグラムこれもしかしてさっきの
[02:55:31.120] 写真の家族
[02:55:32.800] かあの子ら何も分からなかっ
[02:55:36.479] た座っと大丈夫かうん大丈夫
[02:55:40.680] お前でやりた配信面てってること気づい
[02:55:48.600] 5版はねなんかねするリマスターってより
[02:55:52.080] ほとんどなんかあのあれらしいよリメイク
[02:55:55.920] みたいな感じらしいからままた別で
[02:55:58.560] 楽しめるんじゃないま1回見て忘れたこに
[02:56:02.279] 仕方ないねゲーだそなのからしいよ俺は
[02:56:06.960] これプレステ4版だからはいあくまでこれ
[02:56:09.880] はリマスタープレステ3
[02:56:14.640] のなんか追加さとかされてんじゃないの
[02:56:21.880] まそれ2から始めるとかねゲーとは違う
[02:56:25.800] スニーキング
[02:56:27.840] で言っとあパさんこんばんはさん
[02:56:30.439] こんばんは言っとくけど多分俺こうなって
[02:56:32.680] てねみんな俺のことこうやって笑ってああ
[02:56:34.840] なんだ全然スニーキングできてねえああ大
[02:56:36.960] 乱闘だて言ってるけどまみさんもそうなる
[02:56:41.080] よまみさんも絶対そうなるから一緒だ
[02:56:44.840] よ笑笑絶対そうなるとな普段こういう
[02:56:49.399] ゲームやり慣れてねえから
[02:56:51.800] な通るったってどっから通んの
[02:56:55.680] これこのゲームマジで大乱闘なるよ1周
[02:56:59.840] マジむずいもんだって普通にやりたくなっ
[02:57:02.800] たタスえやってみこれタバナラスタバナ
[02:57:07.120] やっぱ慣れてないとねあここ
[02:57:09.960] かんここから上がるんじゃないの違うの
[02:57:12.840] スニーキングできないからドンパチで
[02:57:15.600] 押せるゲームじゃないしねれそうンパだけ
[02:57:19.399] 押せるわけじゃない
[02:57:21.239] 心え
[02:57:25.880] でしょお
[02:57:29.920] いで数の暴力にさま
[02:57:33.160] れるエリ疲れちゃったよもう多分な色々
[02:57:36.319] ありすぎてエリドンパしかしてない
[02:57:44.439] よ疲れた
[02:57:48.479] 疲れたよなおドンパチと腕力どしたの
[02:57:54.880] エリーもう疲れたよ
[02:57:58.840] ね行く
[02:58:02.560] よお前重くなったちょっとな年取ったあ
[02:58:06.960] 成長したから
[02:58:20.000] だってフイにったらエルとお別れになるん
[02:58:23.479] だやばいおいおいおどうしたどうした
[02:58:30.239] エリエリ何どうしたのあいつ何あいつ今日
[02:58:35.640] 何お前もお前も何やってんねお前もどうし
[02:58:41.120] たどうしたんわかんないどうしたの
[02:58:45.399] あいつ具合悪いのかあれ見てよ何何何なん
[02:58:50.200] だなんどうしたどうし
[02:58:53.520] たあれはかこっから最高え何なんか何の影
[02:59:03.640] あれこれ嘘みたい
[02:59:08.430] [音楽]
[02:59:11.880] あ
[02:59:15.439] 何え
[02:59:19.439] ほら
[02:59:21.399] 早く
[02:59:24.760] アフ信じられなん
[02:59:28.800] キリ
[02:59:31.520] 笑笑ジラフ
[02:59:34.000] びくびっくり
[02:59:35.930] [音楽]
[02:59:38.479] ラデラまさかの
[02:59:43.319] ディラ何これ
[02:59:45.840] 今日の夜ご飯にしようかなあ今日の夜ご飯
[02:59:49.239] にしようかエリなお腹空いた
[02:59:52.560] だろお腹しちゃだめそうだなっ
[02:59:57.200] てる食べられる
[03:00:04.120] のえめっちゃいる
[03:00:07.380] [音楽]
[03:00:09.800] し
[03:00:14.160] こんにちはこいつ最高だねこいつって言わ
[03:00:17.319] ないよ
[03:00:21.080] どこ行くんだろうでょうよし行こう早く
[03:00:24.600] ちょっと待てよえなんかちょっと
[03:00:28.239] 微笑ましいもうずっとこれでいいよちょ
[03:00:31.760] 待って弾を探すから待てごめん弾を探す
[03:00:34.880] から待てちょっと待って一応弾を探してく
[03:00:37.880] から
[03:00:39.640] なこのシンずっと記憶に残るだ音楽がいい
[03:00:44.520] な
[03:00:46.920] [音楽]
[03:00:48.160] すごいダンソンフィーザキーディザ
[03:00:52.120] ディザーコンサダンソンてよあれダンソン
[03:00:56.160] やるぞ一緒におい俺と一緒にダンソンやる
[03:00:58.200] ぞえめっちゃいる気持ち悪いこんなにいる
[03:01:02.399] のこんなにいるのは
[03:01:04.960] [音楽]
[03:01:08.120] ちょっとの
[03:01:13.680] はこだけるとちったいんことがあったよで
[03:01:20.359] もすごくいい景色ダイソ
[03:01:27.760] 掃除わーフン
[03:01:30.680] にゃ
[03:01:33.080] わーにゃまげギ
[03:01:37.399] やら
[03:01:39.000] 笑笑ライオキングやるか笑笑
[03:01:42.720] 笑笑ここからここからアフリカに変わり
[03:01:45.520] ますこのゲームはの
[03:01:48.520] 写真をるえちょもう動いちゃったあった
[03:01:52.040] 動いちゃった表情見れなかったリクエスト
[03:01:54.479] しようかやだ舞はアフリカあまままいい
[03:01:58.319] だろ確実一手で見てくれ
[03:02:06.520] [音楽]
[03:02:19.080] やめてもいいんだ
[03:02:21.399] ぞ分かってるよ
[03:02:25.319] なやめてどうするのトのところへ
[03:02:29.680] 戻る旅はここで終わり
[03:02:33.479] だやっとここまで来
[03:02:37.840] たこれまでの全て
[03:02:43.840] を無駄にはできないよこれファイアフライ
[03:02:46.640] のと行ったらそもれだよな引き渡して
[03:02:49.800] 終わりだもんねそのためにここまで来てん
[03:02:51.880] だもん
[03:02:55.239] ね引き渡し
[03:02:57.800] かも2人で生きてこうよもういい
[03:03:03.960] だろう
[03:03:05.560] ねえ私のためなのは
[03:03:08.319] 分かるでもこれは終わらせないとそれで
[03:03:11.640] いいのかそしたら好きなところに行こうよ
[03:03:16.120] ね
[03:03:18.080] ああ一緒に行こうこいつを片付けてな
[03:03:21.760] なんかもうフラグなんだよ
[03:03:28.120] な半角
[03:03:32.520] 高きフラグ立てない
[03:03:40.840] で回復が1個もないのちょっとしんどい
[03:03:45.000] なもうちょっと待ってて続編のがあるって
[03:03:50.040] あまりいい予感お前が読んでた漫画を
[03:03:52.040] 見つけたぞやった
[03:03:57.160] ねそもそもファイアフライ生きてんの
[03:04:09.720] かま2まねこれ続編が出てるゲームはどう
[03:04:14.359] してもさもうネタバレというかさ
[03:04:17.920] の方のさなんて言うんだろうまパッケージ
[03:04:20.399] とか見たらさ大体分かるけどさまおそらく
[03:04:23.920] 多分これあのごめ言わないでね知ってる人
[03:04:26.600] 言わないでね読みしちゃうとそううんうん
[03:04:29.359] そうなんよメタ読みしちゃうんよ多分ま2
[03:04:32.160] にジョエルはいないんだよ
[03:04:34.640] 多分それしょうがないよね
[03:04:38.239] もうま分かんないけどね文章で書かれてた
[03:04:40.960] わけじゃないからな文章で書かれてたわけ
[03:04:43.120] じゃないからいるんかわかんないけどま
[03:04:45.040] パッケージとかを見る限り
[03:04:49.080] なんかいないような気がするんよ
[03:04:51.439] ねま分かんないけどね文章で書かれてる
[03:04:54.040] わけじゃないから悪魔プレステ3で出た
[03:04:56.840] 悪魔城ドラキラはもうとんでもなかった
[03:04:58.399] けどねあのプレステ3で悪魔城ドラキラて
[03:05:01.560] 2つ出てるんだけど1はいいよ2のねあの
[03:05:05.960] パッケージの裏に全部書いてある1の結末
[03:05:09.439] が結末が全部書いてある
[03:05:14.319] 笑笑あの件から何
[03:05:22.120] なあの讐どうのいてある全部書いて
[03:05:30.070] [笑い]
[03:05:32.160] ある
[03:05:42.120] タタタ
[03:05:46.640] れねえ
[03:05:51.120] なゲームウにも記載されててもおかしく
[03:05:54.600] ない大ネタバレ笑笑2やる前に1とドラマ
[03:06:00.439] やり込めむって何ドラマをやり込むって
[03:06:04.359] いう公式がネタバレですかあれここ行け
[03:06:07.520] ないのあ行けないかいやちょっと物資が
[03:06:11.800] ない回復がないんだ
[03:06:15.200] よちょっとも弾もないね
[03:06:22.120] にしか
[03:06:31.279] にが広まった
[03:06:38.600] 局使ってないねこま
[03:06:47.840] サがなくなった
[03:06:49.720] 後そう
[03:06:51.600] だまだ笑いになるに人を
[03:06:57.160] なんてを失う
[03:06:59.760] なんてひどい話
[03:07:05.080] だする
[03:07:07.380] [音楽]
[03:07:09.520] あっ
[03:07:12.760] レクシティ
[03:07:18.439] ソルトレシー隔離キャンプの地図はいはい
[03:07:21.160] はいアメリカ語だからわかんねえ
[03:07:25.880] やし久々に来たなでも75なちゃ
[03:07:30.359] こんばんは夕方からやってる
[03:07:35.040] よいやワーク
[03:07:37.439] ベンチ
[03:07:40.760] のうまくできたオあんまりないよねあれが
[03:07:45.640] ね
[03:07:49.920] むす家に来てから一緒にご飯じがうん来
[03:07:54.479] るって言ってんだけど来るのかどうか
[03:07:55.920] わかん
[03:07:56.880] ね腹減ったよ夜ご飯食ってもう9時だぜね
[03:08:00.520] ジョエル渡したいもがあるのもく21時を
[03:08:04.479] お知らせします
[03:08:06.520] これマリアが見せてくれて私持ってき
[03:08:10.640] ちゃった欲しいかなって
[03:08:16.439] 何何何
[03:08:23.760] うわあ娘
[03:08:26.080] かこの写真
[03:08:30.920] などんなに頑張ってみ
[03:08:35.040] たって過去からは逃れられないな一応持っ
[03:08:38.720] とくんだね
[03:08:41.160] ありがとうこのカメラ
[03:08:43.680] ワーク俺のシアが光るぜ
[03:08:54.399] 自己事よんで裏経験者なんでなんで自己欲
[03:09:00.800] とか言われなきゃいけ
[03:09:11.120] ないわまた広い待切っちゃとこれ
[03:09:17.560] かな行くとしたら
[03:09:20.239] なアイテムはないかなない
[03:09:32.560] ね突き返してた写真を受け取れるくらいに
[03:09:36.040] 娘のを受け今度はマとは違うよなるほどね
[03:09:39.960] 絶対何がファイアーフライはきっといる
[03:09:44.279] 分かるんだまこの死んでたかな全員な
[03:09:52.239] こっちあここか1年かかるとかファイア
[03:09:55.439] フライも諦めて
[03:10:02.960] そうなんかさアイテム少なくなってきたよ
[03:10:06.000] 急にあんなにいっぱい余るほど落ちてたの
[03:10:10.640] に長かっ
[03:10:13.880] たあれはあもう終わりなのかねどうなん
[03:10:19.880] だろう
[03:10:24.760] なああったあ助かる助かるはい助かる
[03:10:30.760] 助かるうお疲れエさん
[03:10:39.239] こんばんはこれで終わりなのかないやどう
[03:10:43.080] なんだろう
[03:10:47.439] じゃねえの
[03:10:52.399] これ一応最終目的地ではあるよねまあそう
[03:10:56.439] だよねさすがにこれは嵐の前のしけさでは
[03:11:00.359] いよいよ大詰めですかね待てなるほど
[03:11:03.439] おいおいおいおいうん
[03:11:08.319] なこれで終わりなわけねえ
