[00:00:25.480] 会館ちゃまきちゃグググ
[05:00:02.200] だろうな多分それ3日未かけて多分うちの
[05:00:04.760] お母さん優しいからママママ優しいからさ
[05:00:08.200] やるだろうな多分泣きながら番かけ
[05:00:11.360] て年末までに終わるかな終わんねえかもん
[05:00:19.240] なそれをなんか配信して有名になろっかな
[05:00:22.160] あのなんかさ金魚にルビーサファイアやら
[05:00:24.520] せてみたみたいな感じでさお母さんにソル
[05:00:26.798] フンの鍵やらせてみたなみたいな感じで
[05:00:28.798] それでバズロかな
[05:00:31.798] 俺
[05:00:33.638] 笑笑ムテキングチャンネルみたい
[05:00:37.600] な笑笑
[05:00:41.120] 俺もなんかお母さんのことカメラで取って
[05:00:43.558] さあれで
[05:00:47.200] ばおばあちゃんにコッみたいなのあれ好
[05:00:52.160] あるよねママゲーミングさんやん
[05:00:57.840] なさんママゲーミングしたいよね
[05:01:10.558] ちょっともう勘弁してくれもう頭回らん
[05:01:18.200] しなんなんだ
[05:01:28.160] よちゃまだえんちゃまだえんちゃまだえん
[05:01:35.040] すぎすぎ
[05:01:47.718] もう俺はさダメだと思う下ネタとかないと
[05:01:52.920] 思てことはよほど大きいんだろうないや
[05:01:55.360] 多分ねそんなことない全然あのちんちんが
[05:01:58.280] ちっちゃすぎて大ででかく見えてるだけか
[05:02:01.440] もうるせえな誰の人がちっちゃてお前バカ
[05:02:05.240] 野郎バカでけえわ笑笑カブトムシが止まる
[05:02:08.200] よ夏にはお前地元の小学生が朝5時から
[05:02:11.878] 出待ちしてるっつ
[05:02:14.000] の
[05:02:16.920] 笑笑ふざけんでかすぎてJKが待ち合わせ
[05:02:20.320] に使う
[05:02:21.600] わもうランドマークなんだよでかすぎ
[05:02:25.400] てあ
[05:02:31.638] だ笑笑
[05:02:35.840] くそビッグちゃまゲーミングリンク1発
[05:02:39.878] バカでかいんだそしたらもうバってる
[05:02:43.280] よバカでけんだ
[05:02:47.600] からあまりなめるなよ本当になめるって
[05:02:51.040] そういう変な意味じゃないです
[05:02:53.320] よなめるってそういう変な意味じゃなくて
[05:02:56.558] ねはははは
[05:03:00.600] たたちゃなめてててあや笑笑
[05:03:09.878] までかすぎちゃまゲの金玉マジでかすぎ
[05:03:13.160] ますよねちゃま舐めててちゃま舐めててっ
[05:03:17.240] てそういうことだったんかも
[05:03:24.320] な金玉がでか
[05:03:33.600] すぎ金玉がでかいってどういうことていつ
[05:03:37.040] もなめてもらう
[05:03:38.718] の何を言ってんのお前
[05:03:42.320] はダブル
[05:03:47.480] 何何ど
[05:03:49.840] 何
[05:03:51.638] ダブル邪魔ど
[05:03:54.280] 何何の何の話をしてそういう時っていつも
[05:03:58.840] 舐めてもらうのってどういう
[05:04:02.480] ことどういう
[05:04:04.558] こと意味がわからん何ダンシング準
[05:04:08.958] ダンシングヒント
[05:04:13.558] 童貞バカ誰が童貞だおい100000レマ
[05:04:18.360] だ百戦
[05:04:21.798] レマ乾く暇がねつ
[05:04:30.520] のこれむずいよな
[05:04:34.840] たいや
[05:04:40.600] 言ってない
[05:04:42.160] が怖いな言ってないけどおい怖い怖い
[05:04:47.400] 怖い地獄耳になってるやん言ってねえよえ
[05:04:51.280] 言ったってましたえ言ってねえだろ言わ
[05:04:57.480] ねえだろはってましたおいおいおおかしい
[05:05:02.160] だろいつ誰が言ったんだ
[05:05:05.200] よ
[05:05:07.440] 普にって
[05:05:10.000] おクリップかえ待って待って待ってマジで
[05:05:14.520] 言ってないけど
[05:05:19.160] 何マジで言ってないけどえクリップして
[05:05:22.798] ちゃ橋本こんばんはあ
[05:05:26.000] おすお疲れるさん
[05:05:33.240] こんばんはえ何ババ言ってねえだろ
[05:05:38.600] なこって
[05:05:41.160] 珍しいまあ
[05:05:43.400] なままあなちゃまゲームヤホおさん
[05:05:50.360] こんばんは
[05:05:52.280] え言ってないがマジで怖えなおめえらなん
[05:05:56.040] だババ誰が童貞だ
[05:06:05.600] よ誰が童貞だおい
[05:06:12.920] あ言ってるな言ってるわ笑言ってる言って
[05:06:17.160] ますが笑笑行ってんな笑笑
[05:06:24.360] あバ誰がどちこれあのねくもりなくっこれ
[05:06:29.200] は黒仕方ないにゃごめまあのこれあれだよ
[05:06:34.320] バカ野郎って言ってますじゃこれバカ野郎
[05:06:36.600] って言ってますこれうん俺俺のといち
[05:06:41.080] がえちょ本当に言っまいいいいよ別に別に
[05:06:47.040] どうそはちょっとね世間は許してくれの
[05:06:50.840] 早口よなそうだな普通に笑笑本当やめて
[05:06:54.840] くれる聞こえなくも
[05:06:57.120] ないいやいやいやそんなこと言うわけない
[05:07:01.160] やんけおもろ
[05:07:06.240] すぎるババーじゃないですからハは全然
[05:07:10.600] なお姉さんだもんないろはちゃんにね言う
[05:07:15.280] わけないそうだよなそうそう
[05:07:18.080] そうよって下回ってなかったんだよねフだ
[05:07:22.080] けど
[05:07:25.440] な俺が女の子にそんなこと言うわけねえ
[05:07:28.280] だろじじは言う
[05:07:30.160] けどじじは言うけどこんなに可愛いちゃま
[05:07:33.558] 君がもうだよわけねえだろひどいこと言わ
[05:07:36.878] ねえよ
[05:07:45.840] 俺のハむハゲとかいうくせに
[05:07:49.040] なそれそれはだっあのじゃそれはだって
[05:07:53.718] あれじゃんそのトさんそうさなんかそのバ
[05:07:57.160] バーっていうのはその人の主観でその人に
[05:08:01.240] よって変わるじゃんいや全然その人ババー
[05:08:02.878] じゃないよっていうてハゲはMハゲやもん
[05:08:07.360] 誰が見てもそれ実だもん笑笑それもう
[05:08:12.878] しょうがないや本当なんだからそれ
[05:08:16.440] はそればっかりはちょっと笑笑
[05:08:20.520] 笑笑
[05:08:22.878] 剤事実陳列剤ハゲも主観でしょM字ハゲは
[05:08:27.680] 明大だったいや主観じゃない笑はい
[05:08:30.600] フォロー減っ
[05:08:34.040] たこんな主観じゃないよMGハゲは手
[05:08:38.798] ほんまやもん
[05:08:42.878] だてさじゃ俺のこれを見てMハゲていう人
[05:08:45.480] いないやんただ俺のことを見てじじって
[05:08:47.240] いう人はいるかもしれないじゃんそういう
[05:08:48.680] ことだよどう見たってMハじゃねえだろ
[05:08:54.520] これバーコードハゲ誰が見ても
[05:08:57.680] バーコードハゲ
[05:09:02.160] ま言うて別にィないがただが
[05:09:11.680] ちょ
[05:09:16.440] ちょっとややなフォロー入った今
[05:09:22.600] 笑笑フォローが痛い
[05:09:25.200] し笑笑フォローになって
[05:09:28.520] ない別にそんな誰も知らねんだからさ別に
[05:09:32.638] そんな誰も知らねんだからさなんかその
[05:09:36.160] 全然字ハゲじゃないけどねってわしとけば
[05:09:38.798] いいのに
[05:09:40.400] ちょっとだよちょっとと
[05:09:46.600] かちょっと
[05:09:49.718] な予備軍予備
[05:09:52.440] 軍許せねえ
[05:09:55.480] よあそんなこと言ったらみんなもうみんな
[05:09:59.600] じじババ呼び軍なんだから大丈夫だよM時
[05:10:03.320] はまだ大丈夫な気がするコリンク1m意味
[05:10:07.040] にザビエルが一番嫌かもラビエルねあれ何
[05:10:10.760] ハゲていうのあのハゲ
[05:10:20.080] 方や
[05:10:22.638] もうかっぱてっぺんかっぱてっぺんハゲか
[05:10:27.120] ハゲてっぺんハゲかあれしんどいね確かに
[05:10:33.040] ねハゲ伝だからな俺もハゲるからなどうせ
[05:10:36.440] などっが多いんだろ
[05:10:39.400] あんまてっぺんハ綺麗なてっぺんハゲて見
[05:10:43.040] ないけどねまあやだもう俺やだよこの
[05:10:47.798] ゲームもうやだよ俺もう俺もうやだや
[05:10:53.200] だひハきつい
[05:10:58.240] 上げちゃま
[05:11:00.200] 川ちゃま川てあ私ももうやだ頑張って早え
[05:11:05.280] な8どこまで行ったんだよ
[05:11:11.558] 3
[05:11:12.680] F早く
[05:11:15.480] ね早え
[05:11:19.718] なはもうほんま勘弁してくれこれ3回って
[05:11:25.958] ふざけんなも41だぞ
[05:11:33.680] 俺途中からやるやり方わからないえ
[05:11:37.878] ねーーー
[05:11:39.798] ゲームオーバー画面で上とAB同し上AB
[05:11:42.920] 同
[05:11:49.080] し上とアブうん分かった頑張るこれ
[05:11:54.480] ステージセレクトねんだなこういうゲー
[05:11:56.760] ムって大体あるけどね裏技で
[05:12:27.680] ああなんかその俺が今やってるこの方法
[05:12:30.440] って本当にこれ正しいのかななんかもっと
[05:12:33.840] 方法あるんじゃねえ
[05:12:35.718] のそうは思わねえ
[05:12:43.638] 本当にこの方法が正しいんだろう
[05:12:47.440] か本当に正しいのかただ1回行けてるから
[05:12:51.320] ねま奇跡だよなほぼ
[05:12:54.080] なただここ通ってくしか方法はないよね
[05:12:57.638] あの赤いドラゴンをどうするかなんだ
[05:13:01.840] よ赤いドラゴンがま頭方してるかもまた
[05:13:06.558] その可能性あるよね
[05:13:24.638] うんこれドラゴンなんや亀と思って
[05:13:28.760] たどこがどこが亀やねんこれ災難感って
[05:13:33.958] いうくらいだから成功法も難しいんじゃ
[05:13:36.400] ないやそれが成功法なのか
[05:14:05.120] わあおし28にもなってさ
[05:14:09.798] こんな夜中にでかい声出し
[05:14:13.680] てかん
[05:14:15.280] ねあムカムカするであーちょっと本当に
[05:14:19.840] ごめんマジで1回コンビニ行こうかな腹
[05:14:23.040] 立ってきた腹減ってきた腹も危ねえいい
[05:14:26.360] こと
[05:14:27.320] だろいいこと
[05:14:34.080] か危ない危ない
[05:14:42.400] ワンチャンこのさ薬取ってさこの変な骸骨
[05:14:46.280] みたいなのが全滅するんだけどさそれで炎
[05:14:48.958] の魔法を落としてくれればめちゃめちゃ
[05:14:50.600] あのステージ楽になると思うんだよな
[05:14:53.200] 落とさねえんだよなで
[05:15:03.400] もべジャンプったくそまでもこんなゲーム
[05:15:08.280] さ現代こには無理だよね何百回死んでも
[05:15:13.200] 覚えるみたい
[05:15:25.280] な腹減った
[05:15:45.280] 腹減ったクソ
[05:15:49.520] がだだなんか今日眠くねえななんだろう
[05:15:53.120] いつもだったらめっちゃ眠い
[05:16:00.280] の珍しい
[05:16:03.480] うん1週間配信休むと違うんかもしんねえ
[05:16:06.920] なコンビニ行っておいでよ
[05:16:09.760] どうしようかにゃあどうしようか
[05:16:16.000] にゃあワンステイするわここ
[05:16:19.760] 可愛い可愛いんでそうなんだよ
[05:16:53.360] いやそこで下崩せなかったらダメなんだよ
[05:16:56.320] なんかでも行けそうな気がしてきたぞ
[05:16:58.798] ちょっと掴みかけてきたかもしれない
[05:17:03.520] ぞ恐ろしいのがさあそこクリアしても次の
[05:17:06.240] ステージで死んだらさまたあそこクリアし
[05:17:08.080] なきゃいけないんじあれはもう毎回もう全
[05:17:10.680] ステージさポンポンクリアできるように
[05:17:13.280] なんなきゃいけないわけたまなんかその
[05:17:15.240] 偶然でクリアできましたが許されない
[05:17:20.920] 世界辛い
[05:17:26.120] にゃ
[05:17:31.040] ああなんでジャンプできないのか
[05:17:36.200] なあれやった
[05:17:58.200] ステージ切り替わりの時は毎回ジャンプ
[05:18:00.718] 効かないねそうなんだ多分1
[05:18:03.480] 回なんかわかんないなんかその微妙な
[05:18:06.440] なんかあるんだろうな判定のなんかコミ
[05:18:09.040] みたいのは行ける時は行けるんだけど
[05:18:17.600] ねあのここのね2段目の幽霊幽霊をギュっ
[05:18:22.400] と近づける
[05:18:23.840] 方法はもう編み出したから理解したから
[05:18:28.760] あとあの赤いドラゴンの本当あ待ったああ
[05:18:32.280] 待て待待待待
[05:18:36.000] もうく
[05:18:40.958] 操作ミを全く許さないんですよここ本当
[05:18:50.958] に1回これジャンプで避けて1回2回ここ
[05:18:56.320] でやるでこいつを避けると
[05:19:00.920] ほらあの
[05:19:03.480] このこ
[05:19:05.840] おうあの赤いドラゴンなんですよ
[05:19:24.680] ねいも最悪マジで無理だったら本当に
[05:19:28.160] さっき言ってたけどさまた1からやり直し
[05:19:30.400] てここに来るまでに炎の魔法とか死ぬほど
[05:19:34.080] 溜め込んでもう全部倒すかだよねあそこの
[05:19:36.878] 敵を
[05:19:39.798] あやっぱやっぱややっぱダだ
[05:19:43.000] ねそんなのそんなのはな
[05:20:32.638] た
[05:21:03.558] うん1回間違えちゃうともう何もできない
[05:21:07.000] な
[05:21:11.120] もう4時かえ
[05:21:29.840] なああもうここが無理だここ振り返って
[05:21:35.878] 足元崩すのマジで無理
[05:21:39.958] であそこ超えらそれができちゃえばもう
[05:21:42.360] いけん
[05:21:45.878] なジャンプのショートカット調べてみたん
[05:21:49.080] だけど言っていいジャンプのショート
[05:21:51.360] カットもんねマジギリジャンプのショート
[05:21:54.798] カットこの2面のやつ2面っていうか42
[05:21:57.638] のなんかルールあっ
[05:22:04.520] たこなんでここ最初行けないんだろうね
[05:22:08.680] いい
[05:22:13.160] よ行けた行ける時もあるんだ
[05:22:23.320] な今みたいにジャンプして入ると開幕
[05:22:27.040] ジャンプできないことがあるあああ扉で
[05:22:31.360] ジャンプして入るあの前のコースを
[05:22:33.520] ジャンプでクリアするのってことそんなの
[05:22:36.120] あんのあなんか読み込み判定が変わっ
[05:22:40.600] ちゃうんか
[05:22:41.878] なそうらしいほ
[05:22:45.920] おえあそうなん
[05:22:48.718] だ調べたら出てくるもんだなそんなの
[05:22:52.160] こんなニなこんなニチな
[05:23:00.760] 問題調べてみるもんだねやべ
[05:23:12.400] いや1回待つかこの赤いドラゴンのとこ
[05:23:20.240] のいやこれ無理だって言ってます
[05:23:45.878] オワツなんでジャンプできなかった
[05:23:52.160] 今ああしんどい
[05:24:00.558] ねやね本当怖いのが
[05:24:05.080] さそのここをクリアしたここをさなんて
[05:24:10.520] いうのもうマグレクリアじゃなくしなきゃ
[05:24:13.840] いけないってのがしんどいなんか
[05:24:18.760] ジャンプほ
[05:24:24.958] それいつまでかかんねんそんなことして
[05:24:28.080] たら
[05:24:35.878] なここジャンプで入っちゃダメなのね
[05:24:44.760] じゃえでもこれどっちジャンプで入るしか
[05:24:48.360] ないよ
[05:24:58.400] ねああできねえ
[05:25:01.798] わ
[05:25:03.320] ええジャンプで入るしかないやんね床作っ
[05:25:06.520] て横から歩くのかな
[05:25:11.920] これはしんどいなあそこで結構床作って横
[05:25:15.760] から行くのだいぶしんどい
[05:25:19.200] よまあ1回死んでできるんだったら
[05:25:25.920] まあまあ3期で行きたいっちゃ行きたい
[05:25:29.160] けどね
[05:25:53.400] これ本当にめっちゃ難しい
[05:25:56.440] だろんだろどこまで行ったんだ
[05:26:00.320] よ43まで行ったそう
[05:26:03.600] でしょ言ってるじゃないです
[05:26:06.920] かまだ3人いんのかそはさすがにおせえ
[05:26:13.400] だろなあもうわけわから
[05:26:18.120] んあ3面ってもしかしておい3面ってもし
[05:26:23.440] かしてあれかけなんかなあの3面ってもし
[05:26:25.958] かしてさあのこうやっていっぱいよあの
[05:26:28.558] 1番端っこの列にさ縦にさ何匹もいる
[05:26:32.040] やつあれはちょっと頭使わないといけな
[05:26:34.680] いっすよあそこ俺最初積んだもん
[05:26:42.360] 見本見せてあげなよ初めてやだやだよ3
[05:26:47.958] も初めて
[05:26:50.920] ぐるぐる何ぐるぐるっ
[05:26:59.798] て魔法陣ま来たき
[05:27:05.638] 親父あ兄キアパキアパがあキアパあキアパ
[05:27:11.400] じゃないなじゃあえ3面ってどういうとこ
[05:27:20.600] だ
[05:27:22.718] ああ分かった初めて電気のビリビリが出て
[05:27:26.440] きたとこ
[05:27:32.480] でしょ真ん中に真ん中に4つビリビリが
[05:27:36.320] あってで反対側にまキアもいるけどキアも
[05:27:40.440] いる
[05:27:44.080] けどあそこねあそこ確かにちょっとめんど
[05:27:46.840] くさいねあその前その前どんなステージ
[05:27:51.440] 見せて真ん中に
[05:27:54.320] ビリビリああ真ん中にビリビリ
[05:27:58.120] ねやだよもここまで来たんだから
[05:28:22.878] 間違えた
[05:28:32.280] あぶねえいやこれ無理だろ
[05:28:43.480] 行ったわ行ったよしよしよしよしよし
[05:28:57.400] よし
[05:28:59.000] 笑笑笑笑
[05:29:09.760] でも確率しつつあるねそうねは見せた
[05:29:26.760] なよしよしよしよしよし笑
[05:29:31.280] うまよし
[05:29:38.520] いやこれ
[05:29:56.120] どう
[05:30:01.440] オッケーあていうか別にさていうか別に
[05:30:05.400] こいつら超える必要ないだろ
[05:30:11.080] はい天のさ天のさですこれ
[05:30:15.000] がああままま1回行く
[05:30:18.760] かここに来ててんのさえ
[05:30:21.798] いや
[05:30:29.240] あ
[05:30:31.040] うお2度とやりたくねここマジでもマジで
[05:30:35.600] 2度とやらねえかんなここ本当にパチパチ
[05:30:38.040] パチパチでやま
[05:30:41.320] パチパチま待てまあ待てまあ待てまあま
[05:30:44.400] なるほどはいはいはいわかりますよ分かる
[05:30:46.240] わかるわかるうんなるほどねはいはいはい
[05:30:48.840] よし
[05:30:52.638] よし長そうここしんどそうな気がするなは
[05:30:58.718] っぽいここはしんどい気がするぞ
[05:31:10.080] でこういうのを意外とサクサクいっちゃう
[05:31:12.440] のがチマゲームなんだよ
[05:31:14.638] なこういう時に見せるちょっとクレバーな
[05:31:18.360] 面に女の子のファンはいつも酔いしれると
[05:31:21.400] 言ってい
[05:31:26.400] ます待ってこれ行くんじゃねえかおいここ
[05:31:30.120] 覚えてる間に43忘れ
[05:31:34.120] そう言ってた言ってた言ってた
[05:31:40.920] なるほどういことできてやがる
[05:31:44.240] ぜ
[05:31:46.440] うわ罪だ
[05:31:49.558] ね詰んでるあいや登れる
[05:31:54.040] ななるほどここの炎をどうにかせんとあか
[05:31:57.600] んわけや
[05:31:58.760] なここの炎をどうにかせんとあかんわけや
[05:32:01.718] わかったいやもう1気残ってたっけ目見え
[05:32:05.680] ましたねうん目見えたもう1期残ってたか
[05:32:09.160] な残ってないよねもう多分ねくそこれもう
[05:32:12.520] 1回やりたえなここもう1回やったらいけ
[05:32:14.760] んだけどしかも積んだししかも積んだわあ
[05:32:18.200] 積ん
[05:32:19.120] だ積んだわあ残ってないやね多分もう一気
[05:32:22.958] ねあ残ってる残ってる
[05:32:59.680] ああなるほど
[05:33:06.760] ねH
[05:33:40.718] いや違う
[05:33:43.480] な
[05:33:45.440] え
[05:33:47.360] えどう
[05:33:55.000] 行くむず
[05:34:13.160] そういうこと
[05:34:15.280] かああそっから行くんか
[05:34:20.638] これうわあこれも罪です
[05:34:25.280] わうわやっったやっちまっ
[05:34:29.638] た
[05:34:31.200] ああうわもうまたこっからですかい
[05:34:39.280] いや行けるかな43なんかでももう行ける
[05:34:42.920] ような気もするけど
[05:34:45.558] ねパターンさんパターンさえ掴んじゃえば
[05:34:48.878] いけると思うんだ
[05:34:50.558] けどいやしんどいなまだ
[05:35:03.798] なあ眠眠くはないんだけど疲れてきた
[05:35:07.160] ちょっと
[05:35:35.840] オケーうまいね
[05:35:39.520] RTAだね
[05:35:45.480] もう
[05:35:48.160] する馬なっ
[05:36:05.160] たろまあ難しい
[05:36:10.558] アクション
[05:36:19.680] 難しい
[05:36:22.920] ぷぷ難しいぷなんでだよクソが
[05:36:32.798] ゴミカス笑笑
[05:36:45.760] ゆ
[05:36:50.080] ああ真の
[05:37:03.160] ドイまあでもファミコンってこうやから
[05:37:06.160] なこがファミコンやこれがファミコンって
[05:37:10.440] こういうもんやからうんこれがファミコン
[05:37:19.320] やジャンプせい
[05:37:25.360] や
[05:37:31.520] うやっぱりなんか2回目は絶対行けんだよ
[05:37:34.718] な
[05:37:52.200] はっ今の鍵の取り方めっちゃうくなった
[05:37:56.040] 出して壊して取る1回のジャンプにやった
[05:37:58.160] わこれRTAですこれ
[05:38:01.520] がもう最速でしょ
[05:38:08.600] どんどんうまくなる
[05:38:12.600] 笑俺がRTA
[05:38:19.600] だここでここばっかりは正直
[05:38:30.638] さあえもう何今のペコってもうさもう
[05:39:05.878] 1回ちょっとこのドラゴンのタイミング
[05:39:10.520] が
[05:39:13.080] なあだもう
[05:39:17.240] いやちょほんま勘弁し
[05:39:22.040] てほんま勘弁してくださいほんまもう頼む
[05:39:25.320] もう本当もうほんまもう無理や
[05:39:31.240] でう
[05:39:47.760] 何誰にななんだ
[05:39:50.878] よ頼むもうほんまあそここさせてください
[05:39:59.478] よジャンプしジャンプしジャンプジャンプ
[05:40:01.718] ジャンプナイス
[05:40:22.680] あれっ
[05:40:30.958] た
[05:40:32.920] よしもう行くぞほんまに行きますかね
[05:40:47.798] もううんなんかまこの次のところをさっき
[05:40:51.718] ちょっと見たけどここがやっぱ一番むずい
[05:40:54.840] んじゃねえかな
[05:41:09.680] タイミング悪い
[05:41:28.160] ないやもう
[05:41:49.638] かなり良い感じで進んでい
[05:41:53.160] たもう慣れたもんよ
[05:41:58.760] ねまんでも許してえ
[05:42:03.280] なう
[05:42:14.878] やはり1回待つのがいいのかなワン待ちか
[05:42:19.760] なやっちったこれもうこれやっちったら
[05:42:22.160] もう無理だ
[05:42:28.600] よやってんなこれ
[05:42:37.320] T
[05:43:13.200] ジャンプできないなあ
[05:43:38.040] 不
[05:43:40.958] きついまだやってん
[05:43:45.958] のく偉
[05:43:51.520] すぎる
[05:43:53.040] 才能あまりにもちょっと8には無理だ才能
[05:43:56.558] が
[05:43:57.878] ない8にはちょっとソロモンの才能ないわ
[05:44:02.520] あないね才能ね
[05:44:07.400] アクション苦手かもあむずいよねまでも
[05:44:10.638] 確かにそのそれアクションもさなんていう
[05:44:14.558] のマリオとかみたいに余裕のあるジャンプ
[05:44:16.638] とかじゃないしねマジでギリギリだからね
[05:44:18.798] 得意なんだけどななんか敵1匹飛び越える
[05:44:23.200] のギリギリのジャンプじゃん苦かもそれは
[05:44:25.680] 難しいよね確か
[05:44:30.160] にこれだってめちゃめちゃむずいからな
[05:44:32.558] 本当は1回待ちます
[05:44:38.600] あ次行く
[05:44:41.638] 行こじまさんアクション
[05:44:46.840] なんうんアクションのアドバンテージあっ
[05:44:49.400] あった正直何回もアクションのなんて
[05:44:52.920] アクションのなんていうのか
[05:44:56.200] なガバでどうにか乗り越えたとこ結構ある
[05:44:59.400] からね
[05:45:17.000] 1回待つか
[05:45:20.798] なあいいタイミングこの次行こうはいはい
[05:45:26.040] 落ち着いて振り返ってこう
[05:45:28.080] オッケーうもう
[05:45:34.320] むいあと1歩なんだけどあ
[05:46:08.718] ここジャンプして欲しいんだよ
[05:46:11.360] ねいやしないね何なんだろう
[05:46:22.760] な絶対2回目はできんだよ
[05:46:37.958] 面のジャンプ判定が残ってたりするのかね
[05:46:41.558] さっきの方法1回試してみるのもありね
[05:46:44.798] まあまあまあねなんか正直だそこまですん
[05:46:47.680] だっったら1回死んじゃってもいいかなっ
[05:46:49.080] ていうのなんか
[05:46:50.920] あるあそこ横から道作ってて結構あの上
[05:46:55.600] からドどんどん降ってくるからさあそこで
[05:46:58.718] 死ぬ方がやだな
[05:47:17.760] 危ねえいや1回待つごめん1回待つ危ない
[05:47:21.718] 危ない
[05:47:24.718] 危ないもう
[05:47:57.440] どうタイミングかなここだ
[05:48:13.080] オケオケ
[05:48:23.280] よしおしよしよしはいはいはいはい
[05:48:29.160] オ
[05:48:32.958] おしゃよしよしよしよし
[05:48:47.160] えっとあの扉前の炎を落とさなきゃいけ
[05:48:51.320] ないからそこにたどり着くにはそこに
[05:48:54.718] たどり着くにはだよえっとねここも壊さ
[05:48:57.558] なきゃいけない
[05:48:59.760] し
[05:49:02.558] えーそうだよねそうだよねそうだよねそこ
[05:49:05.320] を壊さんきけななくて上から入ってくんだ
[05:49:08.920] よこうやってなあそこの炎をどうするかだ
[05:49:11.478] よ
[05:49:13.080] なあの炎どうすんの1回行く
[05:49:19.760] かとりあえずロ床に炎は落としちゃいかん
[05:49:41.080] いやでも
[05:49:44.798] さまそっちから降りればいい
[05:49:49.558] か
[05:49:51.280] うん難しいなこれ炎を落としちゃうとこれ
[05:49:55.558] 積むから
[05:50:00.120] さそこからこの多分扉の前の炎を消すには
[05:50:05.240] この1番上の面から入るんよ1番上のこの
[05:50:08.240] 真ん中の
[05:50:09.120] ブロックあるじゃない壊せるところ真ん中
[05:50:12.000] 1番上の床の1番上のねそこから入って
[05:50:15.840] こうぐるちょっと曲がってだからこの炎
[05:50:19.000] ここの
[05:50:20.760] 1233つの炎どうにかしなきゃいけない
[05:50:23.478] んだよ
[05:50:25.160] ねだ今扉の炎の1番近くの炎あるじゃん
[05:50:29.878] その3つ下のブロックの横にあるあれは今
[05:50:33.160] 下崩したからその目の前まで行って斜め下
[05:50:35.718] 掘ればここがパカって下が降りてこれは
[05:50:37.718] オッケーその前の炎なんだよこれどうする
[05:50:40.400] かだよなだってこれさ横にこのブロックが
[05:50:44.160] あって壊してもさこの下の今このエジに
[05:50:46.798] なってるとこに乗るじゃんそれってその上
[05:50:48.680] にブロック置けないしジャンプでも超え
[05:50:51.320] らんないしねこれどうすんだろう
[05:51:10.240] あジャンプでジくおすあさん
[05:51:14.400] こんばんはクソムズゲームやってます乗る
[05:51:17.080] やつかなああそっかそれがあったかそうだ
[05:51:24.600] わてかてかさそれがそれがあるんだったら
[05:51:28.120] もう全部それでいけないのか
[05:51:32.280] なえっとでも床壊しちゃっちゃまずんだよ
[05:51:38.638] ねもう回1回こっち行かせてわかんねえ
[05:51:47.440] から下は壊しとく
[05:51:50.798] か最悪7目で壊ししたこれモアくおラビ
[05:51:57.120] ちゃんこんばんはあラビちゃんこれ知ら
[05:51:58.600] ないモアイくんじゃないこれあのソロモン
[05:52:00.638] の鍵ファミコンのソロモンの鍵
[05:52:03.878] めちゃくちゃ面白いよめちゃくちゃ面白
[05:52:05.798] めちゃめちゃむいけどえっとねもう最後の
[05:52:09.000] 方来ててもうすっげえ難しいんよ本当これ
[05:52:12.360] ソロモンのもい君そうどんだけモアイ君
[05:52:15.520] モアイ君もま面白いけど
[05:52:18.558] えっとね待てよ
[05:52:21.040] えっとうん
[05:52:37.798] ああ壊してこなきゃだめかあれなそう
[05:52:43.760] なおいここねはいはいはいはいはい
[05:52:52.680] はいうんこれで行けるかなどうか
[05:52:56.958] なああだめだだめだだめだここ壊さないと
[05:53:07.760] はい
[05:53:09.200] オほんでだんでここから行くんだ
[05:53:15.000] よ
[05:53:16.760] ああかんなここ落とさなきゃいけねえんだ
[05:53:21.440] えどう落とすん
[05:53:26.760] これやっぱあそこの
[05:53:29.520] 炎やっぱあそこで炎を落とさなきゃだめだ
[05:53:35.080] な下からじゃないとこ何もできないもん
[05:53:39.958] ねあ番
[05:53:43.798] か
[05:53:48.718] うんいやでもこれもう積んでると思うもう
[05:53:52.080] 炎だいぶ適当やっちゃったしいけんのか
[05:53:58.160] ないや無理だったああ無理だ
[05:54:03.160] なあ
[05:54:05.360] いやこれでいいぞおああいや戻れねえかだ
[05:54:10.718] よな戻れねえよ
[05:54:13.798] な戻れないかこれそうだよなだめだ積んだ
[05:54:19.200] うわあもう積はやめてほしい
[05:54:22.798] わ
[05:54:27.958] うざぬるポ
[05:54:32.558] がやヌルポがだわこれ
[05:54:51.878] なんだっけジャンプして入っちゃまダメな
[05:54:53.718] んだっけいやこれジャンプして入んないの
[05:54:56.600] めちゃめちゃむずいぞ言っとく
[05:55:03.200] けど
[05:55:04.920] えここれもダこと地面にいやいもええ
[05:55:11.360] わジャンプはしてない落ちたけどそれ
[05:55:15.120] ジャンプ判定なんのか落ちてんのはあ
[05:55:19.558] 行ける果たしてこれがそれそれのおかげな
[05:55:22.120] の
[05:55:23.840] かそれのおかげなのかどうなのかわかんね
[05:55:26.638] けど
[05:55:39.160] ありそうあるかなたまたまたまたま行けた
[05:55:43.478] んじゃねえか
[05:55:45.958] なさ問題はここですよ問題はここっす
[05:55:50.638] ねここはほんまに神経使うん
[05:55:55.840] なほパっと見そんな難しく思えないんだ
[05:55:59.558] けどねこのステージねやべえ間違った
[05:56:02.040] 危ねえ
[05:56:11.520] なあもうもうめんどいわ
[05:56:29.240] それうんジャンプしちゃって間違っ
[05:56:32.878] たあど
[05:56:36.520] だ
[05:56:49.558] これお前マジ
