[00:00:04.720] 1コメ検討1
[03:15:19.720] ない映らない進呈
[03:15:25.680] し
[03:15:34.560] 笑笑ありゃ映らないねあれ映るねえ
[03:15:41.560] か
[03:15:44.319] おああああなんか
[03:15:47.439] なんだ今一瞬あ出たできるかも行け
[03:15:54.479] そうおおナイスお待ってコントローラーが
[03:16:00.479] コントローラーが来た笑いよえ
[03:16:04.680] コントローラーがえコントローラーが動か
[03:16:07.000] ないのこれ何電池が必要と
[03:16:09.279] かえコントローラーが動かないよ
[03:16:19.600] はあ嘘でしょえコントローラー動かないの
[03:16:23.880] は
[03:16:31.160] 何えコントローラーが
[03:16:34.520] あやった20世紀の日付助かる確かにこれ
[03:16:39.120] すごくないデフォルトが1998年ですな
[03:16:42.479] 長らく放置してい動いた動いた端子が錆び
[03:16:45.439] てる動いてる動いてる
[03:16:47.760] この音ポンポンポンポンポンポン
[03:16:51.520] ポンポンポンしかもなんか右から音が
[03:16:53.880] 聞こえなく
[03:16:56.319] ないこれ左から音聞こえないのは何こう
[03:17:00.000] いうもんなの未来からこんにちは未来から
[03:17:02.720] こんにちはだね2024年の今日は2月の
[03:17:06.720] 12日です
[03:17:10.680] か使いづれえ
[03:17:12.840] コントローラーねコントローラーが
[03:17:15.399] めちゃめちゃ使いづらい4に起動されると
[03:17:18.120] 思ってなかったろなこれもうなんかこんな
[03:17:22.000] 日付良いね何この十字機使いづれえな横も
[03:17:27.199] 刺さっちゃうんだ
[03:17:29.040] けど横も刺さっちゃう20差入れして錆
[03:17:34.040] 落とせば大抵なんとかなる映像出力も
[03:17:37.399] コネクタが錆びてますなお刺さるなるほど
[03:17:40.319] お刺さるお刺さるって言う
[03:17:44.880] だろおす
[03:17:56.600] これはドリームキャスト用のディスクです
[03:17:59.800] ワントラック目にが入っていますので再生
[03:18:03.120] しないで
[03:18:04.640] ください
[03:18:07.080] 何ちょっと右耳がちっちゃいな音ねなんで
[03:18:11.680] だろうピー
[03:18:12.760] ガガなんかめっちゃ音するんだけどガガガ
[03:18:15.239] ガガて成しないでくださいが怖かったあ
[03:18:18.120] そうなんだ再生したらどうなんの死ぬの
[03:18:21.279] うんレンズも生きてるすげえ懐かしい
[03:18:25.080] 雰囲気これはドリームキャスト用の
[03:18:27.640] ディスクですなんか右耳だけワントラック
[03:18:29.880] 目にデータが入ってこれ耳かもこれあった
[03:18:33.760] よねなんでこれさ右耳だけ音ちっちゃいの
[03:18:43.040] こんなこちっちゃくない
[03:18:48.120] こんなにガリガリ言うなんか怖いんだけど
[03:18:50.319] アスが大きいから逆に右だけ聞こえるああ
[03:18:54.160] ドリキャスのドライブはうるさいですよあ
[03:18:57.560] そうねえ左だけ音しないの何
[03:19:01.960] 言うあ言うんだ音うるさいんだドリキャ
[03:19:04.880] スってこれは正常なのねああ直った直った
[03:19:09.680] 直ったお直った待ってじゃあささっき言っ
[03:19:12.600] たように映像出力端子が錆びていると思い
[03:19:16.000] ます手ガガガちょっと起動して
[03:19:18.960] みるうるさめちゃめちゃうるさいんだけど
[03:19:22.880] このガリガリうるさくて洗濯もで来るん
[03:19:25.399] だらバカ熱くなったこんなにうるせえんだ
[03:19:28.080] これ仕様なんだこれちょセガガがちょっと
[03:19:32.399] 起動してみようかないや待ってセガは後に
[03:19:35.359] してさなんか懐かしいゲームやろうよ
[03:19:37.800] ちょっと待って懐かしいゲーム持ってきて
[03:19:40.279] いいソニックアドベンチャーとかやりなく
[03:19:42.000] ないの
[03:19:43.399] ガガガシーマン正常ですよ
[03:19:47.239] めっちゃうるさいですし壊れそうな音が
[03:19:49.840] 正常ですしファンも安物なのでうるさい
[03:19:58.439] ですソニックアドベンチャー最高か
[03:20:06.920] よソニック
[03:20:13.800] みたいドリキャスルーマニアないの
[03:20:28.080] ちょっとどこにあるかわかんねえなあある
[03:20:32.319] か
[03:20:36.479] もあいいねちょっと
[03:20:40.880] さよいしょ全然レアなゲームは持ってない
[03:20:44.880] けど
[03:20:46.840] ドリキャス世代いるドリキャス
[03:20:50.040] 世代ドリキャス世代
[03:20:52.640] いる俺が中古屋でさ買いためてたちょっと
[03:20:56.239] さ起動確認しよう
[03:20:58.680] ぜトニ見たいルーマニアプレステ2版なん
[03:21:02.680] だよなドリキャ世代なろお前らみんな違だ
[03:21:06.080] 俺したんだ
[03:21:07.880] もんまず1つ目これ知ってる人いるブルー
[03:21:11.920] スティンガー
[03:21:13.239] 全員で見てくか俺が今持ってるドリキャス
[03:21:17.000] 気になるやつ見てみようぜドリキャス
[03:21:18.640] なんて見たことないグ世代ビブレテムった
[03:21:22.880] ことあるかもドリキャスのギャルゲーに
[03:21:25.279] アダルト画像入ってたことしか知らないえ
[03:21:28.000] それやっちゃったら俺バンされるってこと
[03:21:30.199] 同じくそうだよねドリキャスなんかわかん
[03:21:32.479] ねよな
[03:21:34.359] これブルー
[03:21:36.560] スティンガー全然知らねえノンストップ
[03:21:39.920] アドベンチャーだよノハリウッドスタッフ
[03:21:42.199] とコラボレーションから生まれた
[03:21:43.319] ノンストップ
[03:21:44.399] アドベンチャーちょっとこれ気になるな
[03:21:46.279] ちょっと
[03:21:51.120] サンライズauタちょっとさ気になるな
[03:21:53.720] 言ったら言ってな気になるのあったら
[03:21:55.960] サンライズauタ何これ知らね普通にハ
[03:21:59.960] アクセスできないデータらしいあそうなん
[03:22:02.520] だ出すと中にあるあこれはいいんじゃない
[03:22:06.000] Dの食卓2これ名作でしょ多分ていうスパ
[03:22:09.239] ロボかあそういうことここまで1mmも
[03:22:11.680] ピクッ
[03:22:12.720] と正直な正直ねここまで1mmも
[03:22:17.120] はい桜対戦なんでに桜対戦3しかも
[03:22:30.199] 3桜3はどう
[03:22:33.160] よたある桜は知ってるよね俺やったことは
[03:22:37.640] ないけどやったことはないけどは
[03:22:41.840] かそう一応持ってるんでいつか配信でやる
[03:22:44.319] かなと思って団あそうそうそうそう多分
[03:22:47.680] そうそうそうそうそうこれさ桜大戦って
[03:22:51.720] どういうゲームなのこれギャルゲーなよく
[03:22:54.040] わかんねえんだよな俺もクレイジータえ
[03:22:56.479] 待って何これ
[03:22:58.479] オリパ入ってたオリパ何これとギャルゲー
[03:23:02.720] え何これ激レアなんじゃねオリパ
[03:23:08.760] なんかオリパ入ってるよビスケットオリバ
[03:23:13.120] 30万恋アドベンシレーバトルえドリキャ
[03:23:18.160] スってサえこれ30万でしょオリパって何
[03:23:21.160] オリパってオあのなんか遊戯王とかなんか
[03:23:23.720] のオリジナルパックって言ってなんかもう
[03:23:25.840] 詐欺詐欺間のことやってるやつがいるんだ
[03:23:27.800] よこ自分でこうカード入れてパックでつっ
[03:23:30.520] て売って全然中身ゴミみたいなメイン
[03:23:32.960] じゃんえこれ何開けちゃ開けない方がいい
[03:23:35.319] よね多分ね開けない方がいいのかな何これ
[03:23:38.600] え何これシコティッシュみたいの入ってる
[03:23:43.040] え何これ
[03:23:46.479] なんか雑誌の切り抜きみたいのが入ってる
[03:23:49.640] んですけどなんかめっちゃ何このセロハン
[03:23:52.439] テープ黄みやば何
[03:23:56.880] このなんか雑誌のドリームキャスト
[03:23:59.800] マガジン3月30日号増感号付録家に張っ
[03:24:03.279] てたのかねそういうことか
[03:24:05.399] な入れてくれてるん
[03:24:09.600] だ藤島さんの絵歴史を
[03:24:13.880] 感じるえこれとかレアなんじゃないの変え
[03:24:17.319] 待ってなんかさゲーム以外のディスクが
[03:24:19.720] 入ってるえこれとか絶対レアでしょなんか
[03:24:23.000] 雑誌の付録のディスクえこれってレアやん
[03:24:26.120] ねそんなのまで入れてたのかこれドリーム
[03:24:28.479] マガジンのドリームキャストマガジンの被
[03:24:30.439] 品体験版被品何これレアじゃん絶対お
[03:24:34.920] なんかありがてえ
[03:24:36.600] 手に入んないやつでしょこれすごい
[03:24:40.760] やレアもやん絶対フンだったんだただ多分
[03:24:44.439] すごいファンだったんだねこういうの
[03:24:46.399] すごい入ってるもんなんかこういうのも
[03:24:49.520] めちゃめちゃ色々入ってる起動しよう起動
[03:24:52.239] してみますなんでそれを売ってしまったの
[03:24:54.319] かえでもしかも売り値これ多分100円と
[03:24:56.239] かだった
[03:24:57.399] よドリマがグドまで保管してたか前の
[03:25:01.399] 持ち主に経緯を持ってプレイし
[03:25:04.239] ましょう100せっかくだったらワから
[03:25:06.720] やりたいけどねおなくなりのパターンも
[03:25:09.000] ある桜対戦持ち主お亡くなりのパターンか
[03:25:13.239] じゃ大切にしなきゃなめっちゃ綺麗だよ
[03:25:15.120] だって本めちゃめちゃ綺麗だよめっちゃ
[03:25:18.760] 綺麗帯とかも全部
[03:25:21.640] ピンピン奥さんとかに勝手に売られただっ
[03:25:24.199] たら悲しいねこれ見てたら返しますよ本当
[03:25:26.680] にこれ見てたら返し
[03:25:29.479] ますちょっとこれ後で起動しようま
[03:25:32.080] ちょっと次次行きます次行ますちょっと桜
[03:25:34.160] 大聞てるはいファンタシースターオン
[03:25:37.120] ラインこれどうすいませんそれ僕のえ返し
[03:25:41.359] ててでも8あれじゃんああんまあれだけど
[03:25:43.800] あの理由は分かんないけどがめちゃくちゃ
[03:25:46.560] 発狂するらしいじゃん桜のって聞くと俺の
[03:25:49.160] 青春
[03:25:52.120] ドリマさ
[03:25:54.359] なオンラインははできねえからなオン
[03:25:57.560] ラインはできね
[03:25:59.120] からえ何このかっけえこれめっちゃ気に
[03:26:03.120] なるめっちゃ気になるゲーム来たに使われ
[03:26:06.000] 自分も関係ないのに嬉しくなるわわかる
[03:26:08.880] わかるめちゃめちゃかっこいいの来
[03:26:11.600] た
[03:26:14.680] ジュリーおいジュリ笑モンハンが参考にし
[03:26:18.120] たという
[03:26:20.840] ゲームリーってどうリライでできる
[03:26:26.640] よですかジュリーじゃなくてですかですか
[03:26:31.520] ジュリーじゃなくて
[03:26:33.439] らしかっけなんか普通になんかバンドの
[03:26:37.080] バンドのアルバム見てんかバンドの
[03:26:39.800] アルバム見たくね
[03:26:41.560] かけれ
[03:26:43.199] テキストあそうな
[03:26:45.239] んそうじゃないでもはいジュリーね
[03:26:48.479] ジュリーでした
[03:26:50.439] 次こんなのは名作でしょ絶対これは絶対
[03:26:54.160] 名作だわグランディア2グランディアって
[03:26:58.000] RPGだよなグランディアス1持ってない
[03:27:01.239] んですけどま探せばどっかにあんだろう
[03:27:03.040] けどグランディア2名作初耳グランディ
[03:27:07.160] アってRPGだよ有名なうんはかった
[03:27:09.600] ゲームアーツねゲームアーあ1は良かった
[03:27:12.160] んだ名前は聞いたことあるかなり名作
[03:27:14.880] らしいよねま2ですまこれはいいかなはい
[03:27:21.479] 次なんでこんなの持ってるかな俺
[03:27:25.000] グランディア1はサターンあそうなん
[03:27:28.319] だネトゴルフネトゴルフどうみんなキーン
[03:27:34.479] て書いてあるキャーンって書いてあるネト
[03:27:37.359] ゴルフ絶対重んないこれこれ絶対重んない
[03:27:40.720] と思うプロゴルファーサルに見えるけど
[03:27:44.199] 違うんだねゴルファーサル感キこれ欲しい
[03:27:48.279] え欲しいのこれもしか激だったりするぜひ
[03:27:52.199] やってほしいやるやるこれじゃこれトやろ
[03:27:54.640] 分かったま30分しかいわでラストが
[03:27:57.520] ラストがこれこれねもう神ゲね神ゲ
[03:28:01.760] ソニックアドベンチャーこれは神よやるべ
[03:28:05.600] これ1回ちょっとソニックアドベンチャー
[03:28:06.840] でちょっと昨日確認1回しようぜ
[03:28:08.439] とりあえずまずなソニックしかわかんない
[03:28:10.720] ソニック俺も俺もわかんないソニックやろ
[03:28:13.040] ニック遅すぎだぜ遅すぎだぜちょっと
[03:28:16.520] ソニック行こうぜちゃんかままこんな
[03:28:19.359] 盛り上がってるけど今これちゃんと起動
[03:28:21.160] するかわかんないからねいやそこまででも
[03:28:23.520] ないけどあまり売られてないのらなくなっ
[03:28:29.439] たらバトやってた
[03:28:34.880] バトルやってみ
[03:28:37.000] ましょうめっちゃうるせえ
[03:28:39.520] 音
[03:28:42.319] おやっぱ画質いいなめ
[03:28:46.880] にジュリーおすめあそうなん
[03:28:49.720] だめっちゃ画質いいな動きますなもう
[03:28:53.560] 大丈夫絶対突っ込むからあそうなの
[03:28:57.600] プレステ2とかより画質超いいんだけど
[03:29:00.760] こんなに綺麗に写んないよ
[03:29:06.800] 普通あらららなんか
[03:29:09.800] やばいわでもな時代感じるねソニック
[03:29:14.160] アドベン出てる音出てる
[03:29:21.720] よかっこいい
[03:29:24.479] BGMこれがプレステ時代に出てたのそう
[03:29:27.800] だねすごいよ
[03:29:29.080] ね
[03:29:30.600] た
[03:29:35.439] た行機でもできるもんねあそうな
[03:29:40.439] のどういうおお来た音速のハネ来たね
[03:29:49.239] どういうオープニングなんすごい壮大じゃ
[03:29:56.680] ない
[03:29:58.600] テルズかけ
[03:30:00.840] BMかいい
[03:30:03.040] ねだちゃん
[03:30:11.319] みたい1998年とは書いてあるけど
[03:30:17.319] 何日かわかんね
[03:30:19.800] けどあこれローンチだなめっちゃBGM
[03:30:23.319] かっけ
[03:30:29.640] なわソニックアドベンチャーやるのもいい
[03:30:32.359] な面白そうやろぜすごい面白そうだねま
[03:30:36.359] オープニングしか見てないけどメモリ
[03:30:38.439] ゲームメモリーカードの準備ができてい
[03:30:40.279] ませんこのままゲーム始たファイル保存
[03:30:42.120] することできないこれさこいつはさすに
[03:30:44.840] 電池えと動か
[03:30:46.680] なんかメモリーカードてのが必要で
[03:30:49.000] ドリキャスのメモリーカードてなんか
[03:30:50.399] ゲーム機になってんだよねミニゲーム機
[03:30:52.239] みたいなこれ電池入れねえとさすに
[03:30:56.359] ナックルズねさすがにこれは動かないよね
[03:31:00.160] 電池入れプレしいか思わせるのが大事だ
[03:31:03.439] から
[03:31:04.560] ねなくます
[03:31:08.720] よめっちゃ
[03:31:11.279] かっけめっちゃかけソニック
[03:31:14.319] アドベンチャー
[03:31:17.120] 何回も
[03:31:18.640] 流れるおもろぞこれキャラクターを選んで
[03:31:22.840] ください
[03:31:25.760] はいまソニックやろ
[03:31:29.640] なゲーム
[03:31:34.560] 説明BGMかっけなどういうゲームなん
[03:31:38.479] ですかこれソニックの操作
[03:31:41.199] はいが必要なのカメカメ
[03:31:48.040] BとXがスピンAがジャンプ攻撃
[03:31:51.239] 分かりまし
[03:31:52.720] た分かりました分かるはいまとりあえず
[03:31:57.800] とりあえずやりましょうオちょっといや
[03:32:00.080] もう説明よりも先
[03:32:03.720] にあただのメモリーカードになるん
[03:32:09.560] だいちいちBGMいいねなんかセガの本気
[03:32:14.199] を感じるわ
[03:32:36.239] ふイごきだねんだこの透かしてやがるあで
[03:32:43.120] もここはなんかなんかプレステ画質だ
[03:32:49.640] なん
[03:32:51.520] だ俺ソニックのゲームあんの初めてかもな
[03:32:54.920] あんまやったこと
[03:32:58.080] ないたドリキャス動いてよかっ
[03:33:03.920] たイケボムービー長あいたなこんなの
[03:33:09.239] な君はされているおしくしなさい
[03:33:18.560] 懐かしいあんな敵いた
[03:33:31.920] ねグリーングリーンズのし
[03:33:35.439] たなった思いであるあ何それ
[03:33:39.359] グリーングリーンズて
[03:33:42.479] 何カービー
[03:33:45.960] う面白そうなことしてんじゃない
[03:33:50.319] のソニックおお
[03:33:53.840] ソニックグリーンヒルゾーンじゃね
[03:33:56.239] グリーングリーンじゃなく
[03:34:00.840] てチャオチャオズゼロあれチャオズって何
[03:34:05.399] だっけわはええちょっと何そればうわあ目
[03:34:09.160] 苦しいなんだ
[03:34:12.239] これ何これ何これどうすればいいのこれビ
[03:34:16.199] やったグリングレカビ
[03:34:18.960] や早なんか早くて終えねえ何これ
[03:34:26.199] え何このスピード感なんかよくわかんね
[03:34:31.199] えどうすんの
[03:34:34.680] これどうすんのこれあ自さんこんばんはあ
[03:34:39.120] よくわかんない同体視力が追いつかねえよ
[03:34:43.120] 同体視力が追いつかねえ早いはカービーな
[03:34:46.319] ゴリングリーズカービーな邪魔どうすん
[03:34:50.840] の早
[03:34:52.840] すぎ逃げるのが買ったっぽいねよくわかん
[03:34:57.560] なかっ
[03:34:58.319] たよくわかんなかったな買ったっぽい
[03:35:02.479] けどいや面白そうであるなこのゲーム
[03:35:05.800] な自動さんこんばんは自動さん今今日ね
[03:35:08.520] あのポケモンクリアしたからあのおすげえ
[03:35:12.199] ここ見てあこれ映んねか見てこれほら
[03:35:15.199] ソニックの絵出てるすげえやっと見つけた
[03:35:18.439] ぞ究極の破壊神カオスよすごくねほら
[03:35:23.640] ソニックの絵が出
[03:35:25.160] てるこのメモリーカードのとここれすごく
[03:35:28.560] ないすげえ
[03:35:34.319] な可愛い可愛い可愛い
[03:35:39.120] ねしかもちゃんとアニメーションで
[03:35:54.680] ヘルスおいおい落ちるぞ
[03:36:01.960] ありゃ
[03:36:08.640] ステステータスなんかもここで確認するん
[03:36:11.279] だすげえ
[03:36:13.640] なあセクシーなお姉さんがいるヘイヘイ名
[03:36:18.840] のあれでたからったら送りあありがとう
[03:36:21.600] ござい
[03:36:22.680] ますあざすこれ声さんえわかん
[03:36:30.840] ないなんだこれいくらちょ話さないと
[03:36:33.560] うるさい
[03:36:34.439] な飛行機が落ちたん
[03:36:39.560] ですゲームによりますけどねそれを利用し
[03:36:43.359] たタイトルがありますうんエメラルド
[03:36:46.560] コーストえなんかおもえなこれでも
[03:36:48.880] ちょっと面白い
[03:36:53.040] なこのリング取った時の音いいよねこの音
[03:36:57.399] 好きだ
[03:37:01.520] わわわもう早い早いすごい
[03:37:07.479] 早い早いなこれ同体視力が
[03:37:15.760] さんには厳しいおじさんには厳しいねこれ
[03:37:18.800] ね何が起きてるかわかんねあはえ
[03:37:24.359] はええ
[03:37:25.920] お
[03:37:27.960] おあ止まっちゃうのうぜえな止まりたく
[03:37:31.239] ない
[03:37:34.199] ね
[03:37:37.040] う
[03:37:39.199] は
[03:37:41.279] は何ダメだった今の
[03:37:47.439] 今のダメだったんかよい今のダメだったの
[03:37:50.640] かよ気持ちよくな人が人が気持ちよくやっ
[03:37:54.000] てたのにおらおら
[03:38:01.000] おらなるほどねこういうアクション面も
[03:38:03.720] ありつつボス戦もありつつみたい
[03:38:06.680] な
[03:38:09.880] おおお何これどうなってんの俺が操作し
[03:38:12.399] てんのわかんねわかんね何これたえ
[03:38:16.120] あ怖い怖い怖い怖い俺ダダダ俺これだめ俺
[03:38:18.600] あの海王恐怖症だから巨大な魚にあもう
[03:38:21.160] やめよやめだめ無理だ無理俺無理あの海洋
[03:38:24.520] 恐怖症でさ巨大な魚に追いかけられるとか
[03:38:27.199] 超ダメなんだよねごめんもうやるわご無理
[03:38:30.279] です笑笑俺かだめあの広い海に落とされて
[03:38:35.319] こうやってなってる画像とか怖くて見れ
[03:38:37.520] ないんだ
[03:38:39.520] よ俺怖くて見れないのあのというかうんと
[03:38:44.080] 怖いよねなんか
[03:38:46.080] がうなんか地上泳いでる人をこうやって来
[03:38:49.720] てる画像と
[03:38:51.359] か無理無理無理怖い怖あん
[03:38:57.680] 気持ちとワ無理無理無理怖
[03:39:07.359] やめろ無理だわ無理無理次何
[03:39:12.120] るるこのなんか
[03:39:15.680] のアルバムみてななんかゲームなんよ
[03:39:17.880] わかんないけどジュリー行ってみる
[03:39:19.680] ジュリーアルバムやんねこんなんね見て
[03:39:22.720] みよう
[03:39:27.640] ぜ田沢田のアルバムこれなオープン
[03:39:32.319] ワールド系大体きつそうやきついでかい海
[03:39:35.199] 泳ぐとか無理だねばこんばんはドーム
[03:39:38.080] キャスト本名はこいつよ本命はこいつ
[03:39:41.800] こいつもちょっと見てみるけど後で配信
[03:39:44.640] するててもあるよなめっちゃうるせえ音
[03:39:48.239] これドリーム
[03:39:53.120] キャストめムペグソフソフ
[03:39:57.760] デック445
[03:40:03.520] 45この物語はフィクションです作新
[03:40:07.920] 早もう言わずもがみたいなあなんかエッチ
[03:40:11.920] エッチエッチエッチエッチです5解っ
[03:40:14.920] ちゃったエッチすぎてえエッチエッチこれ
[03:40:18.359] 大丈夫バンされない俺えやめてよバンです
[03:40:21.640] えっちえっちえっちエっちんエッチ繁盛版
[03:40:25.720] これBANされねえよな今ので
[03:40:27.640] なバン今のでバンされたら
[03:40:32.359] まやら主人公はまらしいです
[03:40:38.880] ねちょっとなんかグロいグロい系
[03:40:42.800] かどういうゲームなのこれ
[03:40:50.760] わあ虫も嫌いだからやめようか
[03:40:54.600] な俺虫も嫌いだからやめようかなああやだ
[03:40:59.479] 操作で用された感あるちゃまさん
[03:41:03.000] さようならのさん
[03:41:05.560] こんばんは海も山も無理やんそうだ
[03:41:10.760] ねっそうだね海も山も無理だねうん
[03:41:15.359] 俺はもうお家デート一択よお家デート一択
[03:41:19.080] 一すぎる
[03:41:20.399] 笑笑お家デート一択
[03:41:25.199] ですおなんだ
[03:41:29.600] お
[03:41:32.520] 何お家で何するのえ何がよNetflix
[03:41:37.159] うわ気持ち悪い内臓も無理だからやめよう
[03:41:39.760] かな個性的なキャラなんかねなか
[03:41:43.560] オープニング長
[03:41:47.159] オープニング長1999年7月俺の誕生日
[03:41:55.520] じゃん長いってそれもすごいギリ生まれ
[03:41:58.880] てるコールストリーボブ始まり
[03:42:04.279] ます長いいちいち全部長いんだよ出てくる
[03:42:08.680] までがすっと出せやジュリーっていきます
[03:42:16.800] ノストラダムスの予言の日みたいよあ
[03:42:19.720] なるほどねえなんかデータ残ってるんだ
[03:42:21.800] けど怖
[03:42:24.359] そう傷だらけの
[03:42:28.199] ローラ行きます
[03:42:32.880] かうわ何えセレクトファイルヒストリー
[03:42:41.680] セレクトま
[03:42:46.120] ジョシ
[03:42:47.399] ジョシュアこれフラーなのえわかんねえな
[03:42:50.600] なんな
[03:42:51.640] のこれ
[03:42:53.800] 何ちょっと怖そうではあるよねでも
[03:42:58.680] ねま高村
[03:43:05.199] まこと嫌じゃないのかバスガス爆発
[03:43:09.680] やをバスガス爆発ややろホラー好きだから
[03:43:14.120] ワクワクする
[03:43:16.319] 1999年7の
[03:43:18.520] 月恐怖の大魔王がああじゃねえこうじゃ
[03:43:22.399] ねえあえあえりこえいいこういうゲームな
[03:43:26.640] んだわあじゃないいつまで寝てんのよ起き
[03:43:31.120] なさい早口言葉うまいな笑ここはどこ
[03:43:35.720] だねよロスガス
[03:43:38.960] が分かったわかったそうそう素直に起きれ
[03:43:42.680] ばいいのよそれに今日は全前期試験の最終
[03:43:46.080] 日でしょゲ始まった試験そういえばでも
[03:43:50.120] どうしてえり子が俺の部屋にいるん
[03:43:53.960] だエロいあきれた夕べ試験勉強遅くなり
[03:43:58.560] そうだって言ってたでしょそれで私が
[03:44:00.239] 起こしにくるって部屋暗いな朝かいこれ
[03:44:03.120] もう部屋暗いなどう思い出した思い出した
[03:44:07.120] を感じる神が確かにあこんな調子で間違い
[03:44:10.439] なく追ねさんこんばんはこれ
[03:44:15.279] 全然やったことねえゲームジュリーって
[03:44:19.199] いうこちらも末末で忙しいんだからねたら
[03:44:22.880] 馴染みが起こしてくくれるをるんだ待て
[03:44:27.040] これまお前土産それそれは持てんわも
[03:44:32.000] 土産お前それはなんで裸なんだしかも土産
[03:44:37.680] 何それ笑笑これちょっと引くわ
[03:44:45.880] この前のこんなんなってね
[03:44:48.439] だろそして妹がいたそうだ妹はいたのだつ
[03:44:52.720] に
[03:44:55.800] 逮捕ししかしどうしてあんな夢を逮捕され
[03:44:59.800] たあのタみたいな
[03:45:02.000] やつ一なんだこの音
[03:45:06.120] は誰あおじちゃんと式のある家かもしれ
[03:45:11.760] ない起きたのかつもつ迷惑なお前はそれ
[03:45:16.840] よりもさっきから何なのあれこんな時間に
[03:45:19.840] 戦争映画なんかやってたっけえりこちゃん
[03:45:23.279] えりこ
[03:45:29.239] ちゃん黄色さんやん
[03:45:40.359] ん何これ戦争が始まったみたいな寒クーラ
[03:45:44.600] 誰だけたサミ
[03:45:46.399] な戦争なんか戦争っぽいねなんなんこの
[03:45:52.319] ゲーム皆さん戦争が始まりましたあ本当だ
[03:45:57.800] 違う違うよまたアメリカが中東で戦争始め
[03:46:01.840] たんじゃ本日見未名より進行を開始した
[03:46:05.479] アメリカ軍はバスラ制圧を果たし現在
[03:46:08.159] バグダッドに向けて進行中です今回の進行
[03:46:11.239] 後はここ数年の異常気象による農業低迷が
[03:46:13.800] 原因という声もあります
[03:46:15.800] マジのやつだね農業の不作
[03:46:18.880] が政権の基盤をゆがかないこれ多分あれだ
[03:46:21.920] だからその1999年7月っていうのを
[03:46:25.199] 本当に追体験してじゃないのこれ本当に
[03:46:27.319] あったんじゃないのこれ国民の目を他に
[03:46:30.760] 背けるためだというものですやっぱり
[03:46:32.800] 始まったかなんとなくそんな雰囲気はあっ
[03:46:34.520] たん
[03:46:36.520] だBGMかっこいいねにやけ
[03:46:41.520] じじ薄じじじゃんこいつ電気つけろよ
[03:46:46.120] こいつ家なんかこいつ暗いな
[03:46:48.880] 全部誠のんびりしてていいのか試験がある
[03:46:52.359] んだろうそうだった朝飯食って大学がない
[03:46:56.120] と
[03:46:58.000] くら食べてこう食べてこう金がもったい
[03:47:00.399] ないの家で食べることにする時間がないの
[03:47:01.880] 通学いや外でなんか食べようよ女の子とっ
[03:47:05.199] て911跡じゃないかなあそうなんだあれ
[03:47:09.040] だけどじいちゃん1人で飯食べて
[03:47:10.960] よ明日の霊祭のことを帰りにさんにえだぞ
[03:47:16.640] こいつ本当だよな時間がねえ時間がねえて
[03:47:19.680] 早く着替えろ
[03:47:21.840] よそうさ忘れるはずなんてない恵じゃ行っ
[03:47:25.319] てく誰恵って誰だ恵
[03:47:27.880] って誰恵み
[03:47:32.399] って
[03:47:34.159] ええワのいえそんな
[03:47:40.479] のついてきとるやんじじが
[03:47:45.239] 親どうしたんだいてお前俺のセリフだよ
[03:47:47.800] じいちゃんなんだよついてくんのかよあ
[03:47:50.800] 大学に行くのねあお見切りしてくれたんだ
[03:48:08.120] 優しい
[03:48:11.600] やめよやめた終わんねえ
[03:48:15.600] 笑笑これ終わんねえわいやもう2時までに
[03:48:18.800] したい配信今日明日仕事だ
[03:48:22.199] からいじゃだからやる時はまた今度
[03:48:25.760] がっつりやろうよゴルゴルフなんかもう
[03:48:28.800] いいだろ絶対思ねえよゴルフちょっとだけ
[03:48:31.840] 見るかじゃあちょ最後な最後ゴルフだけ
[03:48:34.600] ちょっと見るわもうあゴルフなんか絶対
[03:48:37.640] 怒んないでこれ熱湯ゴルフ親指だけで
[03:48:42.000] 300Y何それ
[03:48:46.439] もうだてこれ完全にフジコF藤男の絵だよ
[03:48:50.279] な完全にフジコFの絵なんだけど
[03:48:56.439] これF先生の絵でしょこれもうジャイアン
[03:49:00.720] みたいのおるや
[03:49:03.279] んプロゴルファー猿でやればよかったのに
[03:49:05.920] ねこれ去ったらねわざわざ違うキャラ書か
[03:49:08.120] なくて
[03:49:11.840] もでもてキャラがいるじゃんもうチャイナ
[03:49:16.640] 臭さがあるよななんか確か
[03:49:20.840] に
[03:49:22.640] ドワンゴえドアンゴて何ドの方ドアンゴ
[03:49:27.080] 絡んでたA先生の方だね
[03:49:34.680] これいや重んな
[03:49:37.840] そう見るからにクソ
[03:49:41.479] ゲー絶対思ないやろこれ
[03:49:45.560] こ最後にこれやっ
[03:49:48.520] これ笑笑れの匂い
[03:49:53.600] が待っ
[03:49:55.399] 待1個言わせてもらっていい1個言わせて
[03:49:58.279] もらっていいあのさこのトーナメントとか
[03:50:01.040] こツアーとかマッチとかコンペてあるやん
[03:50:04.520] このボールを多分なか乗せ替えてその
[03:50:06.159] ボールに書いてある文字を出そうとしてさ
[03:50:09.520] 遅く
[03:50:10.760] ないえよもパ出さと1個待たなきゃいけ
[03:50:15.359] ないこれ1日こうやってしかも今なんか
[03:50:17.520] 変えなかったよ変えろよちゃんと遅いよ
[03:50:21.239] ほらでもなんかもうこなんかもう俺
[03:50:26.680] もうちゃんと持ち帰ろう
