[00:00:00.240] に
[03:05:08.040] 別売りだからその画面の右下にあるはてな
[03:05:11.160] マークを立つすればチギアの説明が読める
[03:05:13.279] よでどうするの3ギターンを超えたずの
[03:05:15.680] タチ脇シティなら別のポケモンジムある
[03:05:17.880] けどそこ行ってみますか立脇
[03:05:20.720] シティなんやねんシギアって多分これ配信
[03:05:23.439] 者使うことないだろうなこれ
[03:05:25.000] 多分もう今DSのwi-fiとか終わっ
[03:05:27.560] てるもんねなるって言われて逆のことし
[03:05:29.800] たくなったから戻ってきたよいやちょろっ
[03:05:32.120] と来てちょろっと戻ってきたや
[03:05:33.640] [音楽]
[03:05:35.160] んありがとうございますいらっしゃいませ
[03:05:37.840] お帰りあなたのお実家チマゲームです
[03:05:41.239] あなたの実家チマゲームですいやでも
[03:05:43.680] 嬉しいってて俺2かこれそうこれ2です
[03:05:46.120] これ22だよ回復
[03:05:48.560] さとりあえず回復しよう
[03:05:50.399] ぜとりあえず回復入れてぶっこんで回復
[03:05:54.040] ぶっ込みのし
[03:05:55.310] [音楽]
[03:05:58.000] てはいはいはいはいあざすあれなんかこの
[03:06:03.239] 横の親父あれだっけメダル親父だっけ
[03:06:05.319] メダル
[03:06:08.000] 親父レンさん待ってましたよ絶好調ですね
[03:06:10.479] では新しいメダルどうぞあありがとう
[03:06:12.200] ございますライトウォーカーを手に入れた
[03:06:15.840] お渡さらにお渡しメがありますどうぞ
[03:06:17.840] どうぞこれメダルってんなんこれポケ
[03:06:21.359] ファンのお兄ちゃんおるそっくりやさらに
[03:06:25.520] メダルを集めたヒントメダルいいさに
[03:06:29.080] メダル50枚目指してファイトこれなんな
[03:06:31.000] これ実績
[03:06:32.560] ならあのトロフィーだよな要はプレステと
[03:06:35.359] かで言うトロコンみたいもあんだろうな
[03:06:37.960] 多分これ
[03:06:39.040] な
[03:06:40.760] さあえ最初のジムを獲得したということで
[03:06:45.439] 満
[03:06:47.680] とは思えませんね誰もなくなることなく
[03:06:52.080] まず1つ目のバチ獲得これはでかいです
[03:06:55.000] ちょっと新しいとこ行こうぜ新しいとこの
[03:06:58.080] ちょポケモンが見
[03:07:00.080] たいちょろ猫はもういいよちょろ猫ちょろ
[03:07:03.239] 猫しかおらんなこの街は本当に猫だらけ
[03:07:09.439] やちょっと違うとこ行きま新しいとこ行っ
[03:07:12.279] てちょっと新しいとこのモンスターが見
[03:07:15.040] たい何手持ち充実してる手持ちはもう6匹
[03:07:19.680] 揃ってるんだけどとりあえず持ってない
[03:07:21.319] ポケモンをバーっと捕まえたんだけどこの
[03:07:24.680] 辺は使わないか
[03:07:26.160] な星のルリねルリリの星のルリねえ
[03:07:29.720] ヨーテリーののんでーねえーコダックの
[03:07:32.120] 脱穀ね
[03:07:33.840] はいでルリオルのロザリオこれはルカリオ
[03:07:37.160] のロザリオになりますこれ
[03:07:39.399] はロザリオ早く進化してほしい
[03:07:43.960] ね手持ちに連れて歩いてるだけでもナズ
[03:07:46.520] キノっってのは上がるからね
[03:07:51.800] ちょっとじゃあ新しいとここっちだよね
[03:07:53.439] 多分
[03:07:54.840] ね名付けシステムは今回のいやありあり
[03:07:58.239] ありありありありありよありだよあり
[03:08:00.080] ありありありなんだけどありなんだけど
[03:08:02.520] そんの場でフィーリングでやっぱそれ
[03:08:04.080] 面白いなと思ったらそっちになっちゃうか
[03:08:05.439] もでも全然使ってくらっていいよ全然使っ
[03:08:07.560] てくれていい全然使ってくれて
[03:08:09.880] いいフィーリング笑それはそうで考え
[03:08:14.600] ちゃってそうそうそうあにしたポケモンパ
[03:08:17.880] の忘れてたよその名も生息値リストこれ
[03:08:19.880] すごいんだよちょっと図鑑を借りる
[03:08:23.479] ね生息値リストは場ごにどんなポケモンが
[03:08:26.399] いるのか確かめることができるポケモン
[03:08:28.080] 図鑑のモードなんだよ使い方は図鑑を開い
[03:08:30.359] て画面
[03:08:31.600] 右ポケモンの生息値が分かるよってこと
[03:08:35.640] ねじゃあアドバイス道を歩いてると草が
[03:08:38.880] 揺れてることがあるの揺れた草村の中には
[03:08:41.560] あは実際の楽しみだ
[03:08:43.720] よ
[03:08:46.439] コンマコリンマンいいわかったじゃその前
[03:08:48.680] にあれだなあれもつけないといけねえわ
[03:08:50.000] モリゆも使ってたからなモリゆもしょうが
[03:08:52.800] ねえからモゆも使ってやるあいつ今日さ9
[03:08:56.520] 時半ぐらいから俺のチャンネルでさあの
[03:08:59.359] 今日は1コメ取ります取らさせていただき
[03:09:01.720] ますみたいな感じでずっとコメントしたる
[03:09:03.200] 1人であいつ誰もいないのに周りに笑笑
[03:09:05.840] ずっとあいつさ皆さん今日は私が1目を
[03:09:10.040] 取らせていただきますとか言ってずっと
[03:09:11.960] 言っててこいつテンション高えな気合入っ
[03:09:14.800] てんなって思ったんだけど始まった瞬間に
[03:09:17.920] ちくらとあのあのちくらとあのエリチに
[03:09:21.359] 取られて
[03:09:22.680] たあいつ30分も前から待機してたのに
[03:09:27.600] 笑笑かわいそうに笑笑笑笑
[03:09:34.160] かわいそうなあのTwitterでも
[03:09:37.239] なんかあいつさ今日は予告します私が1
[03:09:40.120] コメを取りますとかって言って全然取れて
[03:09:42.560] なかっ
[03:09:43.070] [音楽]
[03:09:44.600] たはお戦うのお前誰やねんお前ちゃまもも
[03:09:49.160] ありちゃま
[03:09:51.600] ももあり爪甘かったかかったみんな生き
[03:09:56.399] てるよみんな生きてしかもバッチ1つ
[03:09:59.080] ゲットしました作ってあげてよ1コメ
[03:10:01.520] チャポ作ろうかね1コメ
[03:10:05.560] ネポ
[03:10:10.920] ナイスだから次の街行きます今日はす順調
[03:10:14.720] すぎるよおい
[03:10:17.439] 満パンシズミ寝るからなシズミ寝んのバカ
[03:10:20.800] 早えから
[03:10:25.479] なえこどうなったえなこいるよえなこいる
[03:10:29.040] よえなこいるだえなこのレベル上げもう
[03:10:31.200] 諦めたあいつ弱くてちょっとレベル上がん
[03:10:34.319] ない多分もう多分あの入れ替えるでしょう
[03:10:36.720] ね他の他の男の女らしなな気合いダメいら
[03:10:41.560] ないいつか交換しちゃうのね今日も10時
[03:10:45.840] 30分まで寝てた
[03:10:48.160] よく寝る子は育つっていういいんじゃない
[03:10:49.680] エリンを愛せよエナこりんだって彼氏い
[03:10:52.479] るって俺知らなかったよ元もポケモン
[03:10:56.279] 楽しいポケモンがいてくれば子供でも大人
[03:10:58.080] に見取りしないんだなうむうむうむよしげ
[03:11:01.080] 俺2度と俺の目の前にパはかるんじゃねえ
[03:11:04.880] ぞじじケ
[03:11:07.800] ねお前こんな時間にガキが何してんだ
[03:11:12.000] よ僕立保育園で1番のトレーナーだぞ
[03:11:21.359] こんなガキまで俺に喧嘩売ってくんのかよ
[03:11:24.120] ガキ
[03:11:25.960] こんなわけお前らだけだよガキ言ってんの
[03:11:29.080] ほおっさんたち可愛い可愛いってそこが
[03:11:31.800] 多分年輪の差だろな20代前半のこいつら
[03:11:34.760] はこ子供見てガキ言ってっけどうん
[03:11:37.800] ランディぐらいおっさんになるとやっぱ
[03:11:39.359] 可愛く見えてくるんだよなおっさんだろ
[03:11:41.920] やめろ年の差だよなこれかな怖いね
[03:11:47.570] [音楽]
[03:11:51.239] でおっさんでお前が驚いてん31
[03:11:54.080] オーマイガーよな
[03:11:58.200] 式20代前半じゃないあそギリギリ後半
[03:12:03.120] にし突っ込んじゃった
[03:12:07.359] かしょうがない人間ってさそうやって強く
[03:12:10.200] なってくんだよ僕は世間を知らなかった
[03:12:12.880] だっってさそうだよ本当だよ家に帰れって
[03:12:17.160] レ待ちな誰だよ
[03:12:21.439] あ2人とも僕についてきたよなんなの
[03:12:24.319] さっきからなんか
[03:12:25.760] いっぱい
[03:12:27.840] あ色の濃い草村があるよねここは丸にだ
[03:12:31.399] けどポケモンが2匹同時に飛び出し
[03:12:33.600] たり10のくらいままなちょっと強めの
[03:12:37.319] ポケモンが進んでるへえ入る時は注意した
[03:12:39.920] 方がいい君たちが次に挑むなら立ち分だね
[03:12:44.520] じゃこれを匹飛び出るんだバトルがある
[03:12:47.800] ダブル
[03:12:48.200] [音楽]
[03:12:49.760] バトル2人ともファイトだよ何かあれば
[03:12:52.239] ライブキャスターで連絡して
[03:12:55.160] ねモモンの実は毒を回復できるさすが
[03:12:58.319] チェレンさん白式だなしかもあのひどい
[03:13:00.720] 連中プラズマダンとも戦ったんだもんな
[03:13:03.319] 決めたあの人より強くなるお前は頑張れ
[03:13:06.279] 図鑑を埋めつつ俺のサポート頼むぜバカ
[03:13:08.399] 野郎てめえが俺のサポートだつのここ
[03:13:10.640] なんか強いポケモン出るらしいね2匹出
[03:13:13.520] るって言ってた
[03:13:14.720] からロザリオをこうしとここの上の2匹が
[03:13:18.960] 出てくるからな上の2匹出すことになる
[03:13:20.760] からこっち
[03:13:21.700] [音楽]
[03:13:25.200] もスーパーボールいいです
[03:13:28.510] [音楽]
[03:13:29.880] よどれ
[03:13:33.120] どれおおほんま2匹てたあ確かにレベル
[03:13:40.479] 高レベル高いなレベル10と11出るんだ
[03:13:47.270] [音楽]
[03:13:50.000] いいレベル上げなり
[03:13:54.080] 強あこれ水タイプ持ってんだじゃないえ
[03:13:58.359] 待って強くね待って待って待ってえ強い
[03:14:01.080] 強い強い強い強い強い強い強いなんか
[03:14:07.239] なんかあららららちょっとまずいですか
[03:14:11.640] これから落とす
[03:14:14.479] か早くなんか闘技
[03:14:18.040] いや全大全大こくい全俺回復持ってる
[03:14:22.760] から殺す
[03:14:27.279] う噛みつく
[03:14:30.080] しんどい噛みつくしんどい
[03:14:36.800] ね
[03:14:43.680] オちょっとやっぱ敵強いねここまで来ると
[03:14:46.560] ね
[03:14:49.960] あ
[03:14:52.800] あぶねえこれ
[03:14:59.810] [音楽]
[03:15:02.239] う
[03:15:04.600] 危なあれ危ない危な危危な危な危な危な
[03:15:08.840] ピンチの時の
[03:15:11.960] ねこれ死んでたらアウトだったからね
[03:15:16.240] [音楽]
[03:15:18.760] オまあまあでもよし
[03:15:21.960] でしょ1回帰ろか1回帰ろか
[03:15:25.680] なこんな強いんだここ
[03:15:28.960] 敵なめてたねこんなにレベル上がってん
[03:15:33.439] だか
[03:15:45.920] 帰ろハンカだ次の街ちょっと行って多分
[03:15:49.840] ジムリーダーは無理だなジムリーダーは
[03:15:52.279] できないけどちょっと次の町行ってどんな
[03:15:54.040] 町かだけでも見て終わりにしようか
[03:15:56.210] [音楽]
[03:16:14.199] なそっかだったらあれだねだったらささこ
[03:16:17.840] そっちで捕まえればよかったなヨーテリー
[03:16:19.680] とかレベル11で出るんでしょ5とか
[03:16:21.960] 捕まえたらなんかそんじゃ
[03:16:30.279] ねレベル3だもんなかしねえこれちょっと
[03:16:36.080] 1個ずれるだけであんなレベル変んだこれ
[03:16:38.160] レベル3だぞ
[03:16:39.530] [音楽]
[03:16:44.319] こっちいつもちょっと進んでから思い出す
[03:16:47.600] んだよ
[03:16:48.800] なあ戦ったポケモンだけが経験値上がる
[03:16:54.000] そう戦闘に出た出たモンスターだけだ
[03:16:57.439] ねだ育てたいポケモンがいる時は1回表に
[03:17:01.920] 出して引っ込めて強いポケモンでもう1回
[03:17:04.279] 出して戦うとんだパーティーじゃないじゃ
[03:17:06.960] な
[03:17:10.399] いっすだからねポケモン育てるのは結構
[03:17:13.000] 大変なんです弱いポケモン出さなきゃいけ
[03:17:14.760] ないから特に人生プレだとそれで死じゃう
[03:17:16.520] こと
[03:17:19.220] [音楽]
[03:17:21.640] ね今1番育てたいのはやっぱあれでしょ
[03:17:26.160] ロザリオでしょ
[03:17:29.199] ロザリオロザリオをレベル上げたいよね
[03:17:32.560] やっぱレベル15まで行ってったらわから
[03:17:35.800] ん強ままそうだな確かに
[03:17:38.279] なロザリはちょっとレベルとりレベル15
[03:17:41.720] 目指さないとこいつは
[03:17:44.900] [音楽]
[03:17:47.040] もね
[03:17:48.199] ちょっと他もちょっとあれしなきゃいけ
[03:17:50.359] ないでこれデリーがさこいつね特性がね物
[03:17:54.960] いっていう特性なんすよえはもうちょっと
[03:17:57.560] えはもうねあの彼氏がいるって分かってか
[03:17:59.840] もうクソ萎えたからもう押さ
[03:18:03.000] ない勘違いオタ勘違いオタお前1mmも
[03:18:08.359] 可能性ねえのにさ女がいたとか男がいたと
[03:18:11.800] かで押さなくなる
[03:18:13.560] バカ何を言ってんだこいつ
[03:18:17.080] 物動画を拾ってくることがあるこれが何が
[03:18:20.399] いいって歩いてるとなんか勝手に物を持っ
[03:18:22.800] てる時があるんですよこれクリスマスに
[03:18:25.040] 配信したとかしてないとそうなの
[03:18:31.239] えりFC2ライブチャットかなfc2
[03:18:34.840] ライブチャットねマメパトね弱弱えレベル
[03:18:40.920] 2
[03:18:42.640] じゃそのそそんなに青いくむってやばい
[03:18:47.520] レベル2や拾ってくるのかそうそうそう
[03:18:50.640] そうくなるタの方ね笑ああそっちねそっち
[03:18:55.720] ね毒消しですあ
[03:18:58.880] ざす毒消しあ
[03:19:01.239] ざすなんか色違い出てこないか
[03:19:07.080] なこの辺戦ってもしょうがないレベル2
[03:19:09.560] なんか戦ってもしょうがないよね逃げ
[03:19:11.319] ちゃう
[03:19:18.560] あいつは何トレ
[03:19:21.239] なクカてそんな簡単に全然俺今まで
[03:19:26.239] ポケモン超やってきたけど生でそのだから
[03:19:29.920] 要はガチでやったことある色違いは3回
[03:19:33.479] ぐらいかなこの26年生きてきてね
[03:19:36.720] めちゃめちゃ
[03:19:37.800] 300とかだっち
[03:19:46.960] ケ使うなお前
[03:19:52.640] ないや技が電光せかしかないのきついうわ
[03:19:57.080] うわわうわそれまずいんじゃない転がるは
[03:20:00.640] ちょっとまずいな回出たらいい方よねそう
[03:20:04.080] だ
[03:20:06.399] ねせかせかで行く
[03:20:10.199] かいやこれ転がるまずい
[03:20:13.120] な
[03:20:15.399] 敵いねだいぶ古いポケモンだよ
[03:20:22.080] これスで14496だって
[03:20:26.080] 496無理や
[03:20:28.880] ん耐える耐える耐える耐えるよ
[03:20:32.040] 危ねえ落ちるかよし危ねえ
[03:20:37.800] 危ねえ
[03:20:39.359] 411で確率上げれるみたいだけどああ
[03:20:42.279] なんかねあるっぽいよ
[03:20:44.960] ねあちゃこれじゃみなのお手にならないわ
[03:20:48.080] ねのっちって昔はレだっかなりレアだね
[03:20:50.840] 全然全土ポケモンだから
[03:20:53.600] ないやもう回復し戻んのめんどくせえ
[03:20:56.650] [音楽]
[03:21:03.680] なちょっとオレの実とかちゃんと持た
[03:21:06.120] せよう
[03:21:07.640] ぜ死ぬかもしれんこれこれ結構難しレベル
[03:21:12.199] 高めだなトレーナーのあっちゃった間違
[03:21:15.560] たった使っちゃったこれダブルバトルだべ
[03:21:23.199] これ2匹のポケモン強いと強いでとっても
[03:21:26.680] 強いの112だっよ
[03:21:30.640] のがるんて言うてたそんな言ってたなこと
[03:21:35.760] 言ってたあの繋がりの洞窟
[03:21:40.760] でしょでしょ最初ののあれな
[03:21:46.640] じゃくそ弱えじゃんそうそうあそこね
[03:21:49.160] めちゃめちゃ確率低いけど出るんす
[03:21:51.090] [音楽]
[03:21:54.880] よ8000引きなんてそもそも捕まえない
[03:21:58.279] もんの危険よなま捕まえなくてもその
[03:22:00.720] エンカウントエンカウントだから
[03:22:05.399] ねそうひまわりの種だ
[03:22:10.120] よなんか何気に古いポケモン出んだね
[03:22:12.840] 新しいポケモンばっかじゃないんだあそか
[03:22:15.120] そかうんうん
[03:22:17.590] [音楽]
[03:22:22.560] これも古いの古いこれも金銀だ
[03:22:28.160] ねわポケモンさんもう戦えないのうん
[03:22:32.439] ポケモンさん元気なくなっちゃっ
[03:22:37.040] た全然知らねえ
[03:22:40.439] やこれももう23年くらい前かな可愛いね
[03:22:44.840] ガキ可愛いねガキ
[03:22:47.880] あ23年前て金銀がねこんにちはあら
[03:22:50.960] あなたポケモン6匹連れてるのねでも仲間
[03:22:53.720] は多ければ多いほど食べは楽しいはずよ
[03:22:55.880] ほらこれ上げかららポケモンいっぱい
[03:22:57.199] 捕まえ
[03:22:58.880] おおスーパーボールはモンスターボール
[03:23:01.359] よりもちょっと上のボールです捕まえ
[03:23:03.199] やすくなりますモンスターがよく言う
[03:23:04.880] でしょ食べや水でよはなけておいいですね
[03:23:07.960] いいおばさんでした優しいお姉さんだあ
[03:23:10.319] お姉さんすいませんょいねちょっといいね
[03:23:12.080] おやべ女から連絡ってきたや配信中は電話
[03:23:15.080] すんだって言ったんだけどなやつねあそれ
[03:23:17.880] あママだどういうボールのグレード教えて
[03:23:21.600] えっとモンスターボールが1番下スーパー
[03:23:24.359] ボールハイパーボールマスターボール
[03:23:27.399] マスターボールまで行くと何でも捕まえ
[03:23:28.960] られますマスターでもそれ以外にも
[03:23:31.279] いろんなボールがあるいろんなボールが
[03:23:33.040] あるいろんなボールがあるダークボールっ
[03:23:34.920] ていうのは洞窟の中だけで捕まえやすく
[03:23:37.040] なるえダイブボールっていうのは海の上
[03:23:40.239] だけ捕まえやすくなる
[03:23:42.319] えっと回復してくれるモンボはヒール
[03:23:45.040] ボール捕まえたモンスターが回復
[03:23:48.040] するもうママ可愛いうわ鎖骨エロいわは夜
[03:23:52.840] もじゃなかったダークボル夜もだそうだね
[03:23:54.520] 暗いところだと捕まえやすくなる鎖骨エロ
[03:23:58.279] へえ立ちシティということはコンビナート
[03:24:00.760] 行ってみたあそこの夜景なかなかいいのよ
[03:24:03.520] それにコンビナートでも待ってこれさ俺さ
[03:24:05.279] 思っただこれさライブキャスターさ今に
[03:24:07.040] 欲情すんなヒールボールかなあのボールも
[03:24:11.000] 増えたんや
[03:24:12.600] ねと感じられるのすごいんよなもう欲の着
[03:24:16.720] 欲のゲムあのこれ首につけてんのにこいつ
[03:24:21.080] らどうやって
[03:24:22.439] こんな置いとるんかどっ
[03:24:24.800] かポケモンができることあなたができる
[03:24:27.560] ことベベだから合わせてすごいことが
[03:24:29.680] できるといいわねありがとうございまし
[03:24:33.080] 置いてるんかわざわざなんかこのムーディ
[03:24:36.359] なんだあれなんか知ってるぞこいつあれ
[03:24:39.920] これさジムリーダーじゃ
[03:24:41.720] ねッビジョン
[03:24:44.160] かレンこれさジムリーダーじゃない前回の
[03:24:48.199] 毒タイプかなんかのホミか父を止めないで
[03:24:51.560] おくれ私は自分の可能性を探るためいざ
[03:24:54.319] ポケウッドへムービースターでもある船長
[03:24:56.880] を目指すのですあのね船長でしょ船を
[03:25:00.199] 動かしてくれる人がいないと困る人いる
[03:25:01.880] でしょうか愛の娘よ君はジムリーダーと
[03:25:05.399] バンドを駆け持ちしてるではないですか
[03:25:06.960] 確かに私でもできるはずですバンドマンな
[03:25:10.399] んよこの女
[03:25:11.880] なああもうバカバカバカバカバカバカダメ
[03:25:15.960] なのは持ちじゃなくて迷惑かけてること
[03:25:17.800] だって船長のわがままで船乗れないとか
[03:25:20.239] 許さんああもうジム
[03:25:23.279] 行こうめちゃめちゃベースライン響く
[03:25:26.199] なんかてるベースあの子ベースなんよそ
[03:25:29.520] センスがいいよねキャラクター作った人の
[03:25:31.640] わざわざベースっていうところがいいわな
[03:25:34.000] 普通ジムリーダーだったらギターでもす
[03:25:35.720] とけばいいじゃんわえってベースなんすよ
[03:25:38.080] そこがねいいところですねだからこかこの
[03:25:41.800] 街のBGMをベース効いてるねだいぶ
[03:25:44.720] ベースが
[03:25:47.399] ベーシストバーテンダーなんだっけもうマ
[03:25:51.279] もうマジ無理ベーシストバンドマンバンド
[03:25:55.840] マンとベーシストってさもうひどくない
[03:25:57.760] ベースやってたら2つかなっちゃうんだ
[03:26:00.000] よこれベースもやばく
[03:26:03.040] ない美容な美容
[03:26:06.560] か
[03:26:09.359] このベース音やばくないここバンドマン
[03:26:12.319] 美容バーテンダーベーシストじゃねえか
[03:26:16.720] でも言っとくけど多分ベースバンドで一番
[03:26:19.000] クズならはベース
[03:26:22.040] ですこれはガチ体感体感ねいろんなバンド
[03:26:25.920] 見に見てきたけどうんベースです1番のク
[03:26:29.040] ベーシスト美容バーテンダーじゃないっけ
[03:26:31.760] ベーシストだけがベーシストあれなんか
[03:26:36.199] ここ見覚えあるぞあれなんか昔ここで俺
[03:26:39.439] レベル上げしなかっ
[03:26:41.000] たあれなんかここ見覚えあるあそっかでも
[03:26:45.080] 同じ部隊だからか
[03:26:46.920] なんかこの辺で俺レベル上げしてた記憶
[03:26:48.720] あるな雨降ってる中なんかここすごい
[03:26:51.279] 見覚えある
[03:26:53.050] [音楽]
[03:26:56.760] ぞここジムリーダーなんだここジムだって
[03:27:00.720] 何このなんか怪しいライブハウスみたい
[03:27:04.880] なうわライブハウスや
[03:27:07.800] すげえマジでライブハウスみたい
[03:27:14.150] [音楽]
[03:27:17.600] ここはポケモンジムでもありライブハウス
[03:27:19.239] にもなってるんですよジムリーダーたちは
[03:27:20.720] 今中で練習してますどんどんチャレンジし
[03:27:22.319] てくださいあワンドリンクどうぞす
[03:27:23.479] ありがとうございますワンドリンク製
[03:27:30.279] ね
[03:27:32.000] ワンドリンク水なん
[03:27:36.080] だっとるやん
[03:27:41.730] [音楽]
[03:27:44.600] なんかの
[03:27:51.600] マードマザーみたいでいい
[03:27:55.239] ね何歌ってるわからんG
[03:28:03.960] R頭がおかしくないぞマザーみたいでいい
[03:28:12.840] ねさてこのこは行くだけでいいのかな
[03:28:17.359] マイク入力で犬探すホラーゲームに急に
[03:28:20.920] 言うじゃんミカのバンド近頃ライブ
[03:28:23.359] チケットが取りだってさうちそのうち海外
[03:28:25.720] でツアとかしちゃったりしてなんかあの
[03:28:29.399] 出るらしいね結局俺1個もやってねえわ
[03:28:32.600] マイク入力のホラゲーなんか俺マイク入力
[03:28:34.840] のホラゲーやってたら絶対あれやおもろい
[03:28:36.560] でて自分で言ってんのに結局やってね
[03:28:39.000] やのゲームそうずっと言われてんだそれわ
[03:28:42.279] がやったらおもろいでみたいなってない
[03:28:44.600] ずっと
[03:28:46.399] が
[03:28:47.600] ない犬を探すのでもいい
[03:28:50.400] [音楽]
[03:28:53.560] なまちょっとPCゲーもなんかやりたいね
[03:28:57.040] せっかくグラボアップデートしたしうん
[03:28:59.960] せっかくグラボが高あのレベルアップした
[03:29:03.920] からあれどうやって取んだろ
[03:29:07.199] あれせやなねえなんか1個やってもいいよ
[03:29:12.560] ね強くなったもんな
[03:29:16.399] PC
[03:29:19.330] [音楽]
[03:29:20.960] でああ1刻も早くポケウッドに遊びに行き
[03:29:24.399] たい私たぶねちゃんをスクリーに登場させ
[03:29:26.680] たい
[03:29:27.920] のポケじらしなんだポケジャラシって何
[03:29:31.880] ポケじらしっ
[03:29:35.120] て多分ね多分ねね懐かしいポケモンの気を
[03:29:39.920] 引かせる道具野生のポケモンから必ず逃げ
[03:29:41.840] られるああ
[03:29:46.560] ポケモンは進化すると外見が変化し強く
[03:29:48.399] なる進化させない時は技を早く覚えたり
[03:29:50.399] するの
[03:29:51.960] ほほまそんなもんかな今日はこんなもんに
[03:29:55.560] しとこうかなまあね多分これ持たせたら
[03:29:58.560] ずっと使えるあなのかそれとも1回で
[03:30:00.520] 終わりなんだろうかおデブなんだこのデブ
[03:30:03.279] デブ2人でお前これ
[03:30:05.239] 発展場まずはCギアの電源をそしてCギア
[03:30:08.319] の真ん中ちょこういうのいら
[03:30:11.340] [音楽]
[03:30:12.520] ないまちょっと待探索して終わりかな今日
[03:30:15.439] は運の運行きの橋はここから船はこっから
[03:30:20.080] ポケモンじゃ超えられない荒みを
[03:30:21.640] へっちゃらなんだ
[03:30:23.560] ぜあさっきのがホミカちゃんの楽しかった
[03:30:27.279] な何急にいつもは楽しくない
[03:30:31.600] のちゃまゲーのテンションが高かったから
[03:30:34.239] ね比較的今日はなうちゃまゲーの
[03:30:37.040] テンションが比較的高かったからないつも
[03:30:39.399] 楽しいよ
[03:30:41.600] あすでもよかったそのポケモン知らないて
[03:30:45.120] もあの元気だったねあそうやねポケモン
[03:30:49.439] 苦手意識強かったからあなるほどねなんか
[03:30:52.359] さうちのリスナーほポケモンの苦手意識
[03:30:54.760] あの意識高いんだよめちゃめちゃポケモン
[03:30:57.520] に親でも殺されたんかだってさ別に変わん
[03:30:59.560] ねえじゃん久々に来た楽しめない久
[03:31:02.800] ありがとうねいやいやいや良かったでも
[03:31:04.600] 楽しんでくれてだってさ別にさ普段だっっ
[03:31:07.640] てさよくわかんねえレトロゲやって見てん
[03:31:09.279] じゃん一緒だよそれと普段だってよく
[03:31:11.560] わかんないレトゲ見てのポケモンいつも
[03:31:13.800] 楽しんでるよありざいます
[03:31:17.080] ありがとう高いねレベルかよくわかん
[03:31:20.120] ねよくわかんねえ一緒だよ
[03:31:27.600] それちゃんありがとねなんかいっぱい作っ
[03:31:29.800] てくれてごめんねなんかあるのにね
[03:31:34.880] ポケモンなんかうんちゃんあの最速し
[03:31:38.840] ちゃったみたいでごめん
[03:31:40.560] ね速はしたけど速したけどねれ
[03:31:48.680] ちょっとロザリオレベル15まであげよう
[03:31:50.680] 最速してたなうんガンガンしてたわ最速し
[03:31:53.199] てましたね
[03:31:57.760] ませ作る速度えぐいよねえぐいこんなよう
[03:32:01.040] 作れるにべにが
[03:32:04.600] べらない
[03:32:07.640] で待てブビ出るんすかこれ捕まえるわえ
[03:32:12.760] めちゃめちゃいいじゃん
[03:32:17.080] ブーバーンじゃない
[03:32:20.880] ブーバーンえこれ
[03:32:23.399] 欲しい
[03:32:24.920] ブビブビなんでなんでチゲやね似
[03:32:28.080] てるブビはいいよこれ炎タイプ炎
[03:32:31.760] [音楽]
[03:32:34.479] タイプやめて進化し
[03:32:37.600] たら俺そんなあんなあんな感じかな俺ね炎
[03:32:41.920] いいね炎いいよね
[03:32:46.880] 危ない危な危な
[03:32:48.960] [音楽]
[03:32:57.399] 危ないエレの方が似て
[03:33:00.960] ないののエブの
[03:33:04.520] 鳴き声うわつまんでまじかモンボ買わ
[03:33:07.760] なきゃねやばいねモンボ買っとこうあ
[03:33:10.680] ちょっと待ってやべえ
[03:33:12.520] やって死ぬ死ぬ死ぬやだだやだやだやだや
[03:33:16.439] だやだやだやだやだやだ危ねええちょっと
[03:33:21.760] これ強いって
[03:33:27.160] 敵強すぎるってスパボ使うわ
[03:33:31.199] スパボスパボ買うも使う
[03:33:35.090] [音楽]
[03:33:37.239] 使う
[03:33:41.399] はいえなんでだよ
[03:33:47.810] [音楽]
[03:33:52.800] ええもうあと2個しかないの
[03:33:56.520] に以上って地味に嫌だ地味に嫌だ地味
[03:33:59.840] どころか結構やだ
[03:34:02.359] よ
[03:34:04.040] え
[03:34:05.960] え何
[03:34:09.239] こいつちょっとボールなくなるってもう
[03:34:15.010] [音楽]
[03:34:17.000] えブービー欲しい
[03:34:21.230] [音楽]
[03:34:27.520] よこれまずくないすか
[03:34:30.960] これちょっと待ってお前らなんか状態以上
[03:34:34.479] 技覚えてねえ
[03:34:35.800] か状態以上技覚えてないないよなないよ
[03:34:43.479] なないよね
[03:34:49.399] これまずいっ
[03:34:51.600] すこれまずいっす頼む頼む頼む頼む頼む
[03:34:55.160] 頼むラストちょっと優秀のび全然だめだ嘘
[03:35:05.359] だろ
[03:35:08.570] [音楽]
[03:35:09.920] ええてレアだったっけいやどうなんだろう
[03:35:14.479] 頼むわ
[03:35:16.880] 悲しみ
[03:35:18.760] え
[03:35:21.720] え本当に行ってんのこれえもボールないだ
[03:35:25.720] けどラストなんだけどえうこれ頼むよお
[03:35:30.560] 頼む頼む頼む来てくれ頼む頼む頼む頼頼お
[03:35:35.279] 願いします連打してみる
[03:35:38.720] まじかあれなんか止まっちゃったよ止まっ
[03:35:41.279] ちゃった止まっちゃったえ止またう止ま
[03:35:44.479] ちゃったてわどうなったどうなったどう
[03:35:49.560] なったどうなったの
[03:35:52.120] ああちょちょ違うこれ分ねあこれあのね
[03:35:55.399] 接続接続続が
[03:35:58.000] 7159
