[00:00:08.559] ハリボテクレイが済むハリボテクレイが
[03:55:04.040] そういうものと認知してませんでした
[03:55:07.359] 感じえ器
[03:55:09.800] をそうなのわかんない俺詳しくわかんない
[03:55:13.159] けど
[03:55:15.000] ダメだよロムは違法ダウンロードし
[03:55:19.399] ちゃいや知らんけどねいや多分そんなだ
[03:55:22.640] 有名じゃない時にやったやつだもん有名に
[03:55:25.439] なって消したんだよごちゃごちゃ言われっ
[03:55:28.370] [音楽]
[03:55:32.560] からそれで言ったらうんこちゃんとかも
[03:55:34.800] やばいけど
[03:55:37.680] ねスーファミロム3000本っていうあの
[03:55:42.040] フォルダーがパソコンにあんのバレてる
[03:55:43.640] からねあの人小の時にやってたプス
[03:55:46.399] ぶっ壊れて行こうやってないからままま
[03:55:50.840] 笑笑
[03:55:52.359] さロム3000本
[03:55:56.640] 事件だからレトロゲーマーはねその辺
[03:55:59.760] しっかりしないとさそういうことやってと
[03:56:02.040] いつさ任天とかそういうレトロゲームの
[03:56:04.319] 会社がじゃあもう配信配信
[03:56:07.399] 全てあの配信全てじゃあダメですってなっ
[03:56:10.840] ちゃったらさ俺ら
[03:56:18.000] 揃え消したせいでミラーされ
[03:56:21.319] て俺は純心だよ何も悪いことしてないこれ
[03:56:24.880] はマジで俺あの恋を大にして言う
[03:56:27.880] けどドラゴンダイブ欲しいな命中75
[03:56:33.000] でしょ75なんてほぼ当たんないだろ
[03:56:37.800] えーはっきりわかんだねうんえどうすっ
[03:56:41.159] から火炎放射でもいるよなねこれドラゴン
[03:56:43.159] ダイブいるレトロゲーとかゲーム関連総額
[03:56:46.359] 1000万1000万はないと思う
[03:56:48.080] 1000万はそんな
[03:56:49.399] ない1000万は絶対ないけどま100は
[03:56:53.279] 有に行くよね全然行くと思う100は
[03:56:56.000] 100全然行くと分引きなきいよしびいよ
[03:57:00.560] 75だ
[03:57:02.040] よ75はちょっと怖いよ
[03:57:05.720] ねえドラゴンダイブいらなくないドラゴン
[03:57:09.159] クロのが使え勝っていいと思うんだけど命
[03:57:11.000] 100で威力80だもんは当たらんす
[03:57:14.479] まいり
[03:57:15.840] ませんいらないいらないドラゴンタイブ
[03:57:18.439] いらないとかと一緒でしょ75うん当たん
[03:57:21.600] ないと
[03:57:22.880] 思う当たんないと思うわポケモンの命中
[03:57:26.880] 75は体感35だから
[03:57:35.479] ねんレベル55になったまあでもドラゴン
[03:57:39.560] ダイブってガブリアスの技って感じがする
[03:57:41.600] から本当は使ってあげたいけどね絶対とは
[03:57:45.560] 当たる当たんねえよ絶対レド命中30とか
[03:57:51.319] じゃあいら
[03:57:55.940] [音楽]
[03:57:58.840] ない自信欲しいよ
[03:58:02.520] ね技マシン自信が
[03:58:07.000] 欲しい6からめはにするよね毎見える
[03:58:12.279] ロマンを求めないかロマンいやもう俺は
[03:58:16.080] ロマンを求めた結果全滅繰り返してるから
[03:58:18.600] 俺はもうそんなロマンなんてこのゲームに
[03:58:20.239] 必要ないある必要なのは安全
[03:58:23.720] 性もう地獄見てんだからそのロマンを
[03:58:26.600] 追い求めた結果
[03:58:28.439] 今全滅して全逃がししてんだから
[03:58:31.640] パーティー1から作り直してるを見てきた
[03:58:33.800] のよそうなんですよもう今はもう確実性が
[03:58:38.000] いかに技を当てるか外さないかそれのが
[03:58:41.000] 大事です
[03:58:44.690] [音楽]
[03:58:57.239] レトロゲーマーはねそういうのはね結構気
[03:59:00.760] にしなきゃいけないんだよ
[03:59:02.479] ねそういう
[03:59:04.640] なんかリスナーのどういうにやるかとか
[03:59:08.279] にって滅した
[03:59:10.640] 男
[03:59:13.040] の行けると思う全滅したから信じねえ俺
[03:59:16.920] あいつの言葉は自信までなくしてますやん
[03:59:19.600] うんそっちの自信も欲しいですダブル
[03:59:24.840] [音楽]
[03:59:29.159] ミーニング1度ならずも度も
[03:59:34.820] [音楽]
[03:59:45.800] もう8時
[03:59:47.920] か雪山人狼の準備もしないといけないなね
[03:59:52.840] チャンピオンてこの感じだと大70とか
[03:59:55.880] 出してくるでしょ絶対この調子だと多分
[03:59:58.600] 70は硬いんじゃ
[04:00:00.960] ないなんかポケモンほとんどが60なレベ
[04:00:04.239] で1番強いポケモンは70出してくると俺
[04:00:06.840] は踏んでるよ正直そのレベルだと
[04:00:10.840] 思うだって
[04:00:12.960] もうねいやそんくらい出してくるよ
[04:00:19.199] 絶対このゲームマジでレベル
[04:00:24.359] 高い最初の視は簡単
[04:00:28.159] でまあまあまあ
[04:00:30.840] ね簡単ではないよこ多分このゲーム
[04:00:39.279] はブラックホワイトから敵が上がった
[04:00:44.199] 高ブラックホワイト本当にあてこの
[04:00:48.159] パーティーだったら正直このパーティー
[04:00:51.120] だったらあの他のポケモンだったら全然
[04:00:53.399] 電動入りできるもんこのレベルだったら
[04:00:56.000] 全員50行ってたら全然余裕でできると
[04:01:01.520] 思うだって64レベのポケモンがジム戦で
[04:01:07.000] 落とされるんだ
[04:01:08.520] よま全ポケモン65以上にしないと多分
[04:01:12.399] 全滅しそうまた来週もポケモンだななら
[04:01:17.040] 倒せるくらな倒せるよなルアも行ったよ
[04:01:20.600] だってパーティー全部壊滅したんだもん1
[04:01:22.439] 回あの頃のモンスター何も残って
[04:01:28.470] [音楽]
[04:01:31.760] ないミさんもあレミは来てるよレミはき
[04:01:35.359] てる
[04:01:37.400] [音楽]
[04:01:44.199] わあ吹雪
[04:01:46.159] かま吹雪まあまあまあまあまあままままま
[04:01:49.800] オーロラビームあれこいつ攻撃と特殊
[04:01:52.319] どっちが強いんだっけかこれどっち残しだ
[04:01:55.760] これオーロラビーム残しでいいんじゃない
[04:01:58.600] これで攻撃そんな強くないもんなトドマン
[04:02:01.319] て
[04:02:01.620] [音楽]
[04:02:03.680] な命中70だよあたよね当たんねえ
[04:02:09.520] よ命中70だよキバいっかこれ95だちな
[04:02:14.260] [音楽]
[04:02:19.120] 牙いらんな牙いらない
[04:02:21.760] ねかと言ってじゃ吹雪そんな打てるか打て
[04:02:24.840] ないよ外すもんだっ
[04:02:35.960] て吹雪より冷凍ビームの方がいいんだよ
[04:02:39.760] 吹雪は威力120の命中70でしょ
[04:02:44.359] はさ威力95の命中100だからねそっち
[04:02:47.439] のが使い勝手いいよ
[04:02:48.470] [音楽]
[04:02:58.840] な別からポケ引っ張ってきてんだっけ
[04:03:03.479] ロマンの吹雪より安定の
[04:03:05.920] スボ別ロムからそうそうそうあのポケモン
[04:03:08.640] 引っ張ってきてるって言っても強い
[04:03:09.880] ポケモンは引っ張ってきないけどねこっち
[04:03:12.000] のブラック2じゃ出てこないやをホワイト
[04:03:14.279] 2で捕まえて持ってきたりはしてるでもこ
[04:03:16.760] ちゃんと育成はこっちでやってる
[04:03:19.010] [音楽]
[04:03:20.359] よレビが思考よなレビが行だねなるほどね
[04:03:24.359] そうそう
[04:03:26.760] そうさすがに強いポケモン持ってくると
[04:03:29.199] ぬるゲになっちゃうからそれはやってない
[04:03:31.920] ちゃんとこっちで育成することを条件に
[04:03:35.000] 連れてき
[04:03:41.399] てるちなみにクならやりたいあーわかん
[04:03:46.319] ねえXYの伝説のポケモンって何だっけ
[04:03:49.159] 全然わかん
[04:03:51.800] ねえななんだっけあの表紙のポケモン全然
[04:03:55.640] わからんおかり
[04:03:57.680] イベルタルイベルタルゼルネアスかXとY
[04:04:01.439] みたいなポケモンねラディ競馬負けたん
[04:04:04.600] でしょ競馬負けたべ
[04:04:07.080] お前さっきタバコ吸ってたらタバコ吸って
[04:04:10.760] たらラディが
[04:04:14.520] かっこいいからあそうなん
[04:04:18.920] だ何いくら負けたのなんでいくら負けた
[04:04:24.479] のいくら負け
[04:04:26.690] [音楽]
[04:04:27.840] たなんだよ
[04:04:30.479] それ500円っって負けたうちに入んねえ
[04:04:33.640] よお前マムなんか2万2000円負けて
[04:04:36.120] あんなヘラヘラしてんだぞパチンコ
[04:04:38.560] でパチンコで2万2000負けてヘラヘラ
[04:04:41.399] してんのにお前までもそっちのが実もえい
[04:04:44.040] なランディはな500円でもいや痛目見た
[04:04:47.359] なと100円はよう
[04:04:49.880] いや500円はまあでも負けちったなって
[04:04:53.159] えらいえらいえいあいつえなんかは1日
[04:04:56.040] 500円に火つけてる1日50000円に
[04:04:58.920] 火つけてるどういうことどういうこと
[04:05:00.159] タバコマム30万勝てるからなまあマム
[04:05:03.080] 30万勝ってるから
[04:05:04.880] なえランディ1番でかい当たりはいくらX
[04:05:09.840] とで限定のメガ進化あるぜへメガ進化
[04:05:13.800] 分かってねえけど俺ああ5万でも5万
[04:05:16.800] 当たったら嬉しい
[04:05:24.159] ねパチンコ年間収支ちゃんとつけてほしい
[04:05:28.159] なんかが5万って夢があるいやあるある
[04:05:30.840] あるあるあるそれ夢ある
[04:05:33.279] ね100円が5万は嬉しい夢ある
[04:05:37.120] ね私が病気なだけですか私測っても負けて
[04:05:41.760] も10万単位です
[04:05:45.680] 10万単位でかけてるってこと毎回伝説の
[04:05:48.560] ポケモンワイのがえ人さん何毎回10万は
[04:05:51.920] かけてるってこと1万金あん
[04:05:56.080] なパチで117万マジ
[04:06:02.159] で私が病気なだけですが
[04:06:06.680] えさん今までの1番大当たりいくら稼いだ
[04:06:11.040] のギャンブル
[04:06:12.319] ででいくら当たったの財布の中に15万
[04:06:17.159] くらい入れて競馬
[04:06:18.380] [笑い]
[04:06:20.720] 場マジかよ同行しよう笑笑ちょ同行させて
[04:06:25.680] くんねそれ俺囚人さんこっぱ1レース
[04:06:30.680] 当たりならば30万かしらやばすぎ私も
[04:06:35.760] 同行しよう同行
[04:06:39.600] しよう同行して俺にさ競馬教えてよ桁が
[04:06:43.040] 違う
[04:06:44.359] マムりんも連れていってあげいマムあいつ
[04:06:47.199] あいつ来ると負けるから
[04:06:51.760] なギャンブル初心者なので教えてください
[04:06:55.640] 有間記念配信しようちょっとあま記念さ
[04:06:58.279] ちょっと行こうよ主人さ俺に教えて
[04:07:02.080] よプロの目見からさ行った方が俺も15万
[04:07:06.840] 持ってくわ
[04:07:08.070] [音楽]
[04:07:10.080] じゃあ今日さん頭着順通りに当てるやで
[04:07:13.920] 100円が60万の配だよ100円が
[04:07:16.720] 60万じゃ10万かけたらの10万かけ
[04:07:19.920] たら配信見れるえ10万かけたら
[04:07:23.239] 6000万10万かけたら6000万って
[04:07:25.760] こと100円が60万だから6000万だ
[04:07:29.720] よな10万1万もっとか分かんねもっとか
[04:07:32.960] 6000万や
[04:07:36.359] ばだが税金抜かれるいくら抜かれんの
[04:07:41.279] それ1000万ぐらい抜かれんか
[04:07:45.159] でも負けたくないならをおめしますを
[04:07:49.840] 求めるならば中央
[04:07:52.800] 競馬でしょ6億
[04:08:05.560] 6億夢あるな
[04:08:09.690] [音楽]
[04:08:14.080] もう合のレトロゲーマー全員れてレトロ
[04:08:16.359] ゲーてんでも買っ
[04:08:19.439] てるあ50%でとりあえずは当たるみたい
[04:08:23.239] な感じ
[04:08:24.479] かああなるほど
[04:08:28.720] ねーしてれ
[04:08:33.479] で6億当たったらとりあえず知り合いの
[04:08:35.960] レトロゲーマー
[04:08:37.279] をんな安い
[04:08:39.720] 安いだったらり全員
[04:08:43.560] に1億あげて姉ちゃんにも1億あげて
[04:08:46.199] 当たったら
[04:08:48.159] におおめえの家買ってやる
[04:08:51.720] よ栃木なんて安いんだから2000万あっ
[04:08:54.680] たらいい家で立つんだ
[04:08:57.319] から配信者マンションねマジで配信者
[04:09:00.640] マンションみたいなの立てないよね
[04:09:03.199] げることになるぞがあるがあるな配信者
[04:09:08.520] マンション欲しいいいな配信者マンョン
[04:09:12.390] [音楽]
[04:09:14.880] 配信者スタジオ使い作りてえよ
[04:09:17.640] なイベント専用それぞだからさお金取る
[04:09:22.119] ようにしたらさそれで食ってきる
[04:09:26.600] じゃんまずは当てないとぬたぬきのコ
[04:09:31.239] こんなに規模の多いぬたぬきもある
[04:09:35.119] か最高すぎるなんて簡単にべよ
[04:09:44.319] 絵に書いた持だね本当
[04:09:48.960] に馬の聞いて飛ん
[04:09:54.399] でまあまあまあまあまあ
[04:09:58.840] だめだ俺だめだめ俺吹雪も当てらんねえ
[04:10:01.920] もん俺やっぱやめるわ競馬競馬やめる競馬
[04:10:05.040] やめるわえちゃやってんの
[04:10:07.600] 競馬当たんね当たんねえから吹雪当てらん
[04:10:10.640] ねんだもん70%
[04:10:13.720] ダビスタで鍛え
[04:10:17.640] たらえ何何うんちゃん何競馬やってんの
[04:10:21.800] ダビスタで鍛えダビスタはやりたくねえ
[04:10:24.319] なやってるえこ当たってんの
[04:10:31.470] [音楽]
[04:10:35.080] かなりさ
[04:10:37.159] 先生運先生当たってんの
[04:10:43.980] [音楽]
[04:10:48.159] 今日2万くらいかええすごい
[04:10:52.840] [音楽]
[04:10:55.560] なあいいなごちそうさです
[04:11:02.730] [音楽]
[04:11:10.600] ねえああ
[04:11:13.640] どっちかというと負けた報告が聞き
[04:11:16.640] たい歪んでん
[04:11:19.359] なそういえば
[04:11:22.520] うん小1
[04:11:26.359] 小おいだったらもっと3つ投げろよ
[04:11:30.080] 34000じゃなくてよれた笑笑渋いな
[04:11:33.840] おいだったらもっと分けまえろよいや
[04:11:37.040] ありがとうございます好な数字選んで買っ
[04:11:39.000] てるだけだから馬のこと何も知らないでも
[04:11:41.479] 要はでもそれでも当たるわけでしょ
[04:11:45.239] そうだよ
[04:11:46.450] [音楽]
[04:11:49.359] ねそんなもんわかんねえもんな
[04:11:51.880] めちゃめちゃなんかさ馬のこと観察して
[04:11:54.239] やるのさ俺らが適当にこれとこれとこ
[04:11:56.279] れってこれとこれこれやっそれでしかもさ
[04:11:58.680] 大穴当てる可能性だってあるわけじゃん
[04:12:00.520] なんかトラブルとかでさそしたらもっと
[04:12:03.119] もっと配当金額上がるわけでそっちのが
[04:12:06.040] ロマンあるよなめた方がつに
[04:12:10.319] はまるそんな考えないでやったがいんだ絶
[04:12:13.520] 馬体重の増だのパドックだの見たことない
[04:12:16.920] 俺なんて馬の
[04:12:21.359] 先お前どっちがいいんだよなあ片や適当に
[04:12:26.800] 好きな数字買うのとさかやお前馬の先祖
[04:12:30.439] たどってさ馬の先祖辿ってお前負けてる
[04:12:34.119] やつがいるんだぞ笑笑ギャンブルなんて
[04:12:36.720] そんなもんなんだよ何馬の先祖た
[04:12:39.920] るって馬の先祖
[04:12:43.880] 馬の
[04:12:45.199] 先祖必死やのボックスで組んで3連当たっ
[04:12:50.119] たり楽しいよ
[04:12:52.199] 記念で20万かけて600万になったの
[04:12:56.520] なら聞いた
[04:13:00.310] [音楽]
[04:13:03.520] へ夢あるねこの馬はヨーロッパの木が入っ
[04:13:08.319] てるからが
[04:13:13.359] 何それ
[04:13:15.720] それ神憑性あるのヨーロッパの馬は雨に
[04:13:19.080] 強いの
[04:13:23.319] ビビビビりまくるとディープインパクト出
[04:13:26.640] てきそうその理論おもろい笑笑意味わかん
[04:13:30.119] ねいや絶対俺やるんだったらうんちゃんと
[04:13:32.279] 同じ方法だわフィーリングフィーリングで
[04:13:35.399] あ俺この馬好きかもとかあなんかこの番号
[04:13:38.239] いいねとかそれでやるわ絶対そっちの方が
[04:13:41.119] いいよ
[04:13:43.399] そっちの方が外れた時もなんかへこまない
[04:13:45.359] じゃんところで足の強さとかどうのこうの
[04:13:47.960] とかあるらしいあやっぱそうなん
[04:13:50.840] だやそんなのでさめちゃめちゃ時間かけて
[04:13:55.479] やって外れるのとさ適当に選んで2万買っ
[04:13:57.760] たら絶対そっちがいいと思うわとかでも
[04:13:59.720] いいと思
[04:14:01.359] ね運んだもん
[04:14:04.010] [音楽]
[04:14:05.359] な実際そういう統計って出てんのかなその
[04:14:09.159] 本当にそういうことやる人の方がいいのか
[04:14:11.720] 多です
[04:14:13.600] とは限りませんよしっかりの知らん知らん
[04:14:18.680] 知らん何そのなんかおいなんか競馬競馬
[04:14:21.239] トーク始まってるんだけどね血闘的に力
[04:14:24.319] いるババババ笑笑が得意なことが多いです
[04:14:29.479] が冬生まれが寒さに強いみたいな心なん
[04:14:32.960] じゃないえババババ
[04:14:38.319] 豊かあそう競馬チャンネルですか競馬
[04:14:41.760] チャンネルじゃん
[04:14:45.279] いややりたいな競馬やってみたい
[04:14:49.260] [音楽]
[04:14:51.479] なポイってそうのできるんの方あるでの
[04:14:58.690] [音楽]
[04:15:00.319] のしやってみたいけど全くわかんねから
[04:15:03.720] まずは1回ルール知ってからじゃない
[04:15:06.359] リスナーかけよう
[04:15:10.359] ぜだったら
[04:15:13.080] 1回みんなでドネル集めてる配信1回
[04:15:17.199] みんなでドネルを集めて半年に1回競馬
[04:15:21.520] 配信で当たったらもうみんなもう全額あれ
[04:15:25.119] 換金よみんなに還元します今ならスマホで
[04:15:28.640] もけれるんでしょうんドネルで
[04:15:33.399] よ揉めそうでも揉めそうまなんか数か
[04:15:38.439] そこら集まってするじゃんみんなのお金数
[04:15:40.840] じゃ誰にかけるって揉め
[04:15:44.159] そうごちゃごちゃごちゃごちゃなり
[04:15:53.090] [音楽]
[04:15:57.720] そうもってるから
[04:16:00.199] ね負
[04:16:07.570] [音楽]
[04:16:13.119] たじゃんかよみたいな当たったのお
[04:16:14.880] めでとう当たった
[04:16:16.359] から当たったから俺もなんかビッツもらっ
[04:16:18.960] ていつも申し訳ねえと思うけどなんとも
[04:16:20.960] 思わねえや今もらってしるべきだと思っ
[04:16:23.119] てる俺はだって今日2万買ってんねもん
[04:16:26.560] こいつ今日2万買ってんだもんな50円
[04:16:29.680] なんて言たくも書くもねえだろよだから
[04:16:31.960] 言ったじゃんてリスナー同士で揉め
[04:16:36.000] 出すでもリスナーが揉めても別に俺がお金
[04:16:39.279] かけなくていいんだったらいいなだよ適当
[04:16:41.840] に数字選だだけでねなあかやかや先祖まで
[04:16:46.239] 辿ってるやつが負けてんの
[04:16:48.560] に愉快だなそれいい
[04:16:51.460] [音楽]
[04:17:04.359] な村8ゴッド村8ゴド村8ゴッド
[04:17:14.300] [音楽]
[04:17:16.720] ちょっと競馬やってみようかな最終的に
[04:17:18.720] リスナー同士が出し視聴者数が減ることに
[04:17:21.920] なりそうだ
[04:17:23.159] ねそういった意味でもなのかもしれ
[04:17:27.080] ないありがとじゃねええ人さん
[04:17:32.170] [音楽]
[04:17:33.720] ありがとう人さん
[04:17:36.239] ありがとう人さん今日勝った
[04:17:40.279] の囚人さんは今日やったの今日
[04:17:46.740] [音楽]
[04:17:48.199] お前ら集まったらもるぞからの金えててき
[04:17:53.040] たあ仕事してきたのかお疲れちゃん今日は
[04:17:56.399] 参加してなかったんだ15万持ってれ
[04:17:59.040] ちゃんありがと
[04:18:00.520] なこういう人からもらうビッツサブスクは
[04:18:03.520] ありがとうございます本当にいつも本当に
[04:18:05.840] ありがとう本当にありがとうと思うけど
[04:18:07.840] その2万買ったやつからの50ビッなんて
[04:18:09.800] あ投げとけ投げ
[04:18:11.760] とけって
[04:18:15.399] ぜ笑笑そう
[04:18:18.560] だろ質がちだ
[04:18:22.359] よあ
[04:18:24.840] ありがとありがとうございますありがとう
[04:18:28.119] しかもプライムサブ
[04:18:30.880] じゃんてぞって買った人はもうなんかあれ
[04:18:35.760] だなきしないで嘘ありがとう嘘だよ
[04:18:38.680] あとあと
[04:18:40.470] [音楽]
[04:18:44.399] 今日もレベル上げです今日も京いつまで
[04:18:46.880] レベル上げしとんねんて感じだよなやべえ
[04:18:49.359] もうも12時半時半じゃ20時半だやべえ
[04:18:53.479] 20時半だったら1回やめてちょっとあれ
[04:18:58.239] するけどねわどうしよう俺視点の配信する
[04:19:03.119] か迷ってるコラボだよ
[04:19:06.840] ねえっち
[04:19:09.159] はえっちはねあんまお腹空いてない俺3時
[04:19:13.040] 頃にさあの昼飯食ったからさ全然腹減って
[04:19:16.600] ねんだ今笑笑ごえっちんいら
[04:19:19.800] ないそれか1回20時半で配信切って適当
[04:19:25.439] にそあっちで適当に食べてでもいいんだ
[04:19:27.680] けどちゃうね俺配信つつけるか迷ってんだ
[04:19:30.479] よ俺あ止まったくそ俺俺目線の配信
[04:19:34.080] つつけるかすごい迷ってて
[04:19:35.880] 今どうすっかな
[04:19:44.119] なんだよ
[04:19:47.680] これ何これマジで調子悪い
[04:19:53.279] な競馬で当てて俺にニトロプレゼントして
[04:19:56.319] くれよ競馬で当てて俺に
[04:20:00.720] ニトロちゃまももありすごい調子悪い
[04:20:06.080] ギスギスギスギス女子にニヤニヤしてる
[04:20:09.840] とこ見せたくないのか何がよ
[04:20:13.640] 雪山人狼で2万当たったやつの50ビッ
[04:20:17.479] いらねえとか言うから止まいらねえなんて
[04:20:19.439] 言ってねえよいや俺はもらっもらってしる
[04:20:21.680] べきって言ったんだよよせって言ったんだ
[04:20:23.520] よ
[04:20:24.279] もっと5000円ぐらい
[04:20:31.510] [音楽]
[04:20:33.960] よせいやどうすっかな今日配信俺目線の
[04:20:37.920] 配信つつけるかすごい迷ってるな
[04:20:45.840] [音楽]
[04:20:50.600] ま1回どっちにしろ20時半
[04:20:53.159] で配信は切るわ1回枠変えるうん枠は
[04:20:56.840] 変える
[04:21:00.399] わその間に適当に飯食ってタバコ吸ってと
[04:21:04.040] か色々用意してまけたら
[04:21:08.720] つけるまけるかでもけるか
[04:21:14.640] 人狼中もレベル
[04:21:16.399] 上げそんな器用じゃねえっ
[04:21:23.319] て寝ちゃったおはようねおはようよう寝る
[04:21:26.800] な
[04:21:27.760] お前よう寝る
[04:21:33.319] なまだやってるよレベル
[04:21:36.479] 上げま1回ちょっと8時半で配信は止める
[04:21:40.040] わ枠変えてうんやるまつけるならけるしけ
[04:21:44.159] なければつけないそれ
[04:21:46.560] です今ポケモンでレベル上げてるのに人
[04:21:49.800] 殺す暇なんてねえ
[04:21:51.430] [笑い]
[04:21:53.000] わもえる夢の中でもレベル上げしてそう民
[04:21:58.760] 赤月を覚えずみたいなやつ難しいことして
[04:22:00.840] んじゃん
[04:22:03.560] もう多いねんこのレベル上げずっといつ
[04:22:06.920] までやらされんのよこれ
[04:22:14.600] つくことを願ってる笑配信まあまあつけて
[04:22:19.399] もいいんだけど
[04:22:22.319] ねリスナー的にさ人狼の
[04:22:27.520] さ配信っって結構だからコメントもさま
[04:22:31.640] 読まれないこと多い
[04:22:34.439] じゃんあるってまだ何も言ってねえよ需要
[04:22:38.399] ある需要
[04:22:40.840] あるま
[04:22:43.239] 拾れるあるちょっとタロスが死ん
[04:22:49.920] だ本当だ俺はな今ポケモン縛りプレイでな
[04:22:54.080] 命を扱ってるんだ
[04:22:56.279] よ死んでしまった後のコメントは俺らの子
[04:23:00.880] ったら歌詞でいい
[04:23:02.880] よまあまあなけるか
[04:23:10.279] じゃあまでも今回のその人狼あの雪山人狼
[04:23:14.560] はあのなんだそのさそんな別に代々的な
[04:23:19.359] コラボでやりますとかじゃないねんみ暇だ
[04:23:22.239] からやろうぜぐらい
[04:23:24.840] の暇だからやろうぜぐらいのテンションだ
[04:23:27.640] から俺もそんな別になんかその楽しんで
[04:23:30.199] いるちゃくを見れたらいいのよお前らどう
[04:23:32.439] した今囲うなやけに俺のこと俺は7さん
[04:23:35.600] 見るけどふざけんなんだよお前おだと思っ
[04:23:39.319] た
[04:23:40.319] わ笑笑思ったなちゃんもつけるって言った
[04:23:44.080] からね
[04:23:45.040] 笑笑邪魔
[04:23:47.359] 笑笑嘘だよいや好きなとこ見てくれ人狼は
[04:23:52.000] チャンネルポイント稼ぐために開きながら
[04:23:54.640] ほったらかししてそういうことね郎郎し点
[04:23:58.199] ない
[04:23:59.800] ですね今度太郎も誘おうね俺もちょっと
[04:24:03.560] マジで企画する
[04:24:07.520] わロッククライムだってロッククライム
[04:24:10.880] 乗り越えたら
[04:24:14.279] グマいやラムいらないんじゃないノーマル
[04:24:17.640] 技でしょいらないいらないランバさん
[04:24:22.680] ちゃモヤモヤ気分切り払いしてロック
[04:24:27.319] クライムホラ乗り越え
[04:24:30.640] たらバルベのねバルベのあの絡見てみたい
[04:24:35.119] よ
[04:24:36.159] ねの誘ってあげ
[04:24:42.520] さんゴロゴねのきちゃんとかってさ人狼
[04:24:45.920] ゲームってできんのかなのちゃんとも俺
[04:24:48.359] ゲームやってみたいんだ
[04:24:51.520] けど高い天乗り越えてくれたね
[04:24:54.880] うんロッククライムってあれもう
[04:24:57.359] ダイヤモンドパールだけだちゃ強そうのき
[04:24:59.800] ちゃん強そううんのきちゃんサイコパスだ
[04:25:01.760] から
[04:25:02.800] ね感情を殺してくるからう絶対嘘で絶対嘘
[04:25:10.359] 感情がだって感情が感情がさ抜け落ちてる
[04:25:15.720] もんのきちゃん感情が抜け落ちてるから
[04:25:19.920] なんかあれだななんか超強
[04:25:24.479] そう真顔で人のこと殺してそうだもん
[04:25:29.920] ます褒めてます冗談冗談嘘だ
[04:25:33.720] よど失礼で
[04:25:35.870] [笑い]
[04:25:38.600] 草おきちゃんは感情が笑
[04:25:43.880] 視ある視点ない
[04:25:48.199] ですえマジ
[04:25:54.560] で
[04:25:57.439] そう
[04:25:59.680] ありがとう
[04:26:07.080] ありがとうありがとこんばんはこんばんは
[04:26:09.960] まげ
[04:26:12.760] あきったと
[04:26:15.390] [音楽]
[04:26:18.159] ごん
[04:26:23.870] [音楽]
[04:26:32.920] さんはポケモのねプレやってるんすよあの
[04:26:38.239] ポケモン人生プレやってるんだけど応援
[04:26:42.720] ポケモンの人生プレイやってんだけどアて
[04:26:46.279] いう
[04:26:46.550] [音楽]
[04:26:49.080] かあのアじゃなくてあの雪山人狼ねそうだ
[04:26:53.159] からねちょっとねもうね1回8時半で枠
[04:26:55.920] 今日この画面しか見てませんそうだよ今日
[04:26:58.040] レベリングずっともう4時間半レベリング
[04:26:59.760] し
[04:27:01.080] てるあのポケモン全滅しちゃってさ6匹
[04:27:04.119] 全部逃がしたのねパーティー全部逃がして
[04:27:06.199] 1から最高してるからずっとレベル上げ
[04:27:08.680] ずっとここ今日4
[04:27:10.560] 時間なんなら
[04:27:13.000] 3パート前からずっとレベル上げしてる
[04:27:15.880] さんのレからこんばんはさん
[04:27:18.479] こんいやレミは来てるよレミア来
[04:27:21.140] [音楽]
[04:27:24.520] てるやっとここまで戻ってきた
[04:27:27.720] でこの後9時からねこの後9時からあの
[04:27:31.800] ベリちゃんとか太郎さんとかなちゃんとか
[04:27:34.720] とあの雪山人狼やるからそれもぜひよかっ
[04:27:38.040] たら1回配信切っちゃうんだけどね
[04:27:39.600] ポケモン見せてポケモン
[04:27:42.359] いい感じだよほらここまで戻ってきた
[04:27:45.680] よウナちゃんズルズキンのウナちゃんね
[04:27:49.840] ウナちゃんのこれ特性見てランディ地震
[04:27:52.600] 過剰本当にウナちゃんじゃん特性地震過剰
[04:27:56.880] だって本当にウちゃんマンなんだよな笑笑
[04:28:01.239] 本人じゃん日にも何かあるんですっ日笑違
[04:28:06.600] 10日9日10日があれでしょ
[04:28:10.319] あのあのレドリレーだねそうレドリレレド
[04:28:14.239] リレうんそれも出るでその次の週はアホン
[04:28:16.520] グアスめちゃめちゃつつめだよ予定が9
[04:28:20.560] から12俺は10日の10日の夜中3時
[04:28:24.159] からかいっぱいだね忙しいね忙しいっすよ
[04:28:27.840] 週末全部あれだよ見てこれがみんな600
[04:28:31.640] 族の力だよこれが見て全部パあの
[04:28:35.040] ステータス105えこれが600族の強さ
[04:28:38.000] だよな
[04:28:40.080] 村こほらやっぱりさ村かどっかかけてるん
[04:28:44.199] だけどこの600族ってのは強いね
[04:28:46.479] リザードンえリザードンいるよリザードン
[04:28:48.720] のもいるリザポよね強いもちろん強いけど
[04:28:53.880] やっぱガブやばいね全部10超だもんこれ
[04:28:57.319] が600族ってやつだな足りてないタイプ
[04:29:00.239] はんだっエスパーかな
[04:29:03.890] [音楽]
[04:29:05.880] エスパーもう1匹メタグロス作る
[04:29:09.680] か伊
[04:29:13.239] エスパ
