[00:00:04.920] おはちゃまスピリテールおはちゃまスピリ
[05:15:58.558] ちょっと待って
[05:16:00.160] くれ待ってこれええ
[05:16:09.480] いやいやいやいや
[05:16:11.320] いや
[05:16:15.120] ノーティえてこれすごい
[05:16:19.558] ねなるほど
[05:16:21.760] ねいやすごいわ今まで憎くて憎くて
[05:16:26.840] 仕方なかっ
[05:16:27.878] た
[05:16:29.558] こつまそうま長そうではあるけどでも
[05:16:33.760] すごいわ今までくてくてかなかったんだ
[05:16:37.120] このアビて女が主人公ぶっ殺してるわけ
[05:16:40.638] あの序盤にねもうその怒りだけでここまで
[05:16:43.600] 来たのにやっと退治したと思ったら今度
[05:16:47.520] こいつ
[05:16:48.718] のこいつにはこいつの理由があるわけよ
[05:16:51.558] 多分そのだから前作の主人公を殺さなきゃ
[05:16:55.520] いけない理由があるわけでも俺それ知ら
[05:16:57.718] なかったから動かしたけどまた動かすの
[05:17:01.920] な嘘でしょあさっきのガチムチ女さんがな
[05:17:06.718] のねそうそうこれがアビでそれし1番最初
[05:17:11.280] に前作の主人公のおじさんがいるんだけど
[05:17:15.840] めっちゃいいやつがいるそいつのことを
[05:17:17.320] こいつが殺したの
[05:17:20.160] よもう俺らはもう怒り怒りでさ
[05:17:28.638] もうえそしたらこいつの過去もやるんだま
[05:17:33.000] なんかしら理由があるんだろうなこの
[05:17:34.958] プレイヤーパスは心がおかしくなる
[05:17:38.040] ステロイドかなんかでマチかしたのかな
[05:17:41.080] ああなんとなく流れはさしたあピサロ変し
[05:17:45.680] てなまた振り出しに戻っちゃっ
[05:17:52.558] たそうええこっまだゴリラじゃない頃
[05:17:58.878] どっちが正しいかなんてわかんなくなっ
[05:18:00.878] ちゃうわけだ下り坂のとこ行ってみよっか
[05:18:03.558] なあ逆だった
[05:18:16.878] いやマジ
[05:18:27.920] でパパ同じくらい長いのかねどうなん
[05:18:32.400] だろうそんなくないんじゃないかな
[05:18:48.480] 足跡こっち
[05:18:51.040] だ
[05:18:54.040] パパそれじゃあどうやってフェンス
[05:18:56.600] 超えようか
[05:18:57.798] なうんパパ
[05:19:01.440] 誰パパはパパな言うてもじゃない詳しく
[05:19:05.798] 走らんけど言うてもだと思うよ
[05:19:15.718] びっくりん普通の女の子みたいな感じに
[05:19:18.520] なってんだよねもう
[05:19:20.840] ねあんな
[05:19:24.040] ガチムチガチムチ冷血女
[05:19:28.680] だここは超えれないか
[05:19:42.240] 相当やったね戦闘エリよりありそうやな
[05:19:46.840] まああるだろうねこっちは行けない
[05:19:50.440] ってだってエリーはまだね何歳の女の子だ
[05:19:54.480] 18歳の女の子
[05:19:58.040] あこうわ1978
[05:20:03.760] 年よいしょっと
[05:20:17.240] よしさて
[05:20:23.798] と上
[05:20:30.840] で危な危な危
[05:20:36.040] やばいあアビ
[05:20:41.638] 誰パパお前泥だらけになってるぞパパもね
[05:20:47.160] えほらとこ
[05:20:51.040] おあのねパパがいなくなるたびに私が怒ら
[05:20:54.878] れるんだよまたまたみんなパパのこと心配
[05:20:58.360] してるのここは安全だよパパアビこの森の
[05:21:03.440] すぐ先にあの子がいるんだよだから時に
[05:21:07.160] おさんなんだ様子を確認したら戻る
[05:21:10.840] よ約束
[05:21:15.200] するならさっさと済ま
[05:21:18.120] せよほら可愛い娘の護衛つき
[05:21:24.638] だあどうしてここ
[05:21:27.480] に応援がばらしたんだろ攻めないであげ
[05:21:32.400] てどうやって聞き出した笑笑別に普通に
[05:21:36.638] 聞いただけ
[05:21:43.240] ねえこれ見
[05:21:46.200] ておいすごいな1978年それはまだ持っ
[05:21:52.040] てないなあげるよもう2度とこんなことし
[05:21:55.320] ないって約束するなら
[05:21:57.480] ねよし約束だ展開信用できないったこと
[05:22:02.600] あったっけそうだジェシー死んでるんだよ
[05:22:04.920] な作最そういやジェシー死んでんだよな
[05:22:08.718] なくてもすぐに応援に会えるよ今なんて別
[05:22:14.558] にただよく一緒にいるなと思ってね最近
[05:22:19.600] 特にもうやめて
[05:22:23.638] よてだからあの男だよさっきのあの父親だ
[05:22:26.878] ぞあのさっきの殺した男2人ともパ発の女
[05:22:31.320] と目を合わせないようにしてることとかね
[05:22:34.200] この話やめそれに笑いが耐えないだって
[05:22:38.718] あいつ本当バカだしおかげでパパにも
[05:22:41.638] すごく親切だよもしかしてからずるいよ
[05:22:47.680] な痕跡だこっちもこっちであパパされげ
[05:22:52.558] なく追跡の練習させてない
[05:22:56.798] まさか効果ありパパは見つけたよか牛そう
[05:23:02.120] だけどずるしたうんあらゆる手を使えって
[05:23:06.320] 言ってなかっ
[05:23:07.440] たええちゃんと聞いてたのかたまにはいい
[05:23:12.400] こと言うよ
[05:23:16.520] ね他にもないか探して
[05:23:36.360] みようあアビ終わった後のちゃま矢印
[05:23:40.440] エリーしねとかったりしてさすが
[05:23:44.160] に何これねえパパなんかあったよ大変だ
[05:23:50.680] もう散したのかうえほら2の足跡
[05:23:56.200] だ今のあの子だ行こうなんかやばそうだね
[05:24:01.000] ああ苦しん
[05:24:03.680] でるっってことああ
[05:24:09.878] アビ
[05:24:13.320] ほらパパ待って感染者がいるかもここには
[05:24:17.920] いない迷い込んでたら銃は持ってきたろ
[05:24:22.440] もちろん
[05:24:25.440] あくそ
[05:24:34.840] アビああ罠にっちゃったんだ
[05:24:39.360] あり金を切ら
[05:24:42.080] なきゃうわ痛いな大丈夫怖くないよおら
[05:24:47.160] つけたりし
[05:24:49.280] ないうわ痛い痛い痛いああくそ食い込ん
[05:24:53.558] でる
[05:24:55.160] なよしアビおいで
[05:25:00.798] ほら押さえてる分かった
[05:25:04.360] よしれないで先生先生いるんですか応援
[05:25:09.878] ここだ応援
[05:25:13.480] じゃん君も一緒に抑えてくれ今すぐに戻
[05:25:17.558] おや抑え
[05:25:20.200] て早く後ろ
[05:25:23.280] 通さ
[05:25:26.160] えっとよし掴んだか
[05:25:29.040] ああはいよしいいぞ
[05:25:32.798] アビ慎重
[05:25:35.120] にもうちょっと
[05:25:43.680] うしはかないらしいなんなんだ
[05:25:47.798] よみんな探してるんです今すちょっと先生
[05:25:53.240] パパどうかした
[05:25:56.000] の来い
[05:26:08.638] みんなよくやったなあの子が見つかりまし
[05:26:12.798] たどの子だマーリンの話してた子です
[05:26:16.638] トンネルで見つけて腕に古い髪があるのに
[05:26:20.360] 感染はしていませんこれエリーのこと
[05:26:23.520] だありえないもう検査は始めてますが先生
[05:26:29.120] がいない
[05:26:31.558] と
[05:26:37.240] パパワクチン作れる人だったんだよさっき
[05:26:41.160] 言ったじゃんもうワクチン作れる人は
[05:26:42.878] この世にいないっ
[05:26:48.718] てそういうことか金はノーと同化してる
[05:26:52.360] 選択肢はない何か方法があるでしょ
[05:26:55.080] サンプルの最は宿主を破壊してしまうんだ
[05:26:58.160] なるほど
[05:26:59.798] 宿主あの子は人間実験道具じゃないのよ私
[05:27:04.080] だっ
[05:27:05.600] てどういうことかは理解し
[05:27:09.000] 殺しても平気なのそうじゃないでも大勢の
[05:27:11.920] 命を救うワクチンができるもっと些細な
[05:27:14.558] ことで死んだやもいるだろ全て望んだ
[05:27:18.958] しこれは相談それとも単なる報告君の同意
[05:27:23.920] が欲しいんだよこれがアビーだっ
[05:27:29.798] たらこれまでの私たちのタイア多くの犠牲
[05:27:34.600] おぞましい行いのす
[05:27:38.440] 全てが報われることになるんだ
[05:27:42.160] ぞこれが自分の娘でもマーリーンはやっぱ
[05:27:45.718] 殺したくなかったんだよ同じことが
[05:27:51.558] 言える自分の娘を例えにされたら親とし
[05:27:55.120] たら答えでないよな夕飯持ってき
[05:27:58.798] たどうもわかりやすい解説助かり
[05:28:04.638] ますなマリン
[05:28:09.360] やっ
[05:28:13.798] て
[05:28:18.200] ありがとうジョエルに言わなくちゃなぜ
[05:28:21.760] だあの子と国を横断してきたのよ知る権利
[05:28:26.760] が
[05:28:27.920] ある
[05:28:30.080] あれ成功祈ってるわえこれあれもしかして
[05:28:33.520] ジョエルが
[05:28:38.160] ジョエルが一番最初にあの手してぶっ殺し
[05:28:40.798] たやつだというのは殺された人前作の主人
[05:28:43.840] 公パパ間違ってないいラストシーンで
[05:28:46.878] ぶっ壊したやつだよねこれ
[05:28:49.240] ね一の主人公や
[05:28:53.680] ばこれが私でもX310ラウパパに手術し
[05:28:59.160] て
[05:29:00.040] ほしい
[05:29:02.760] おおまろちゃんこれあのアーカイブ残っ
[05:29:06.040] てるから見たがいい
[05:29:08.680] たんだなあそうなんだ見てなかった
[05:29:17.360] からでこの今のお父さんはそのさっきの
[05:29:20.558] 女の子そうこれこれがワンのラストシーン
[05:29:26.480] ここじゃなかった
[05:29:28.680] ごめんじゃなかった
[05:29:31.920] ごめん
[05:29:34.638] 笑笑でも多分自系列的にこの1の最後とこ
[05:29:38.320] だよ
[05:29:39.480] ねあのそのジョエルっていうのがワンド
[05:29:42.120] 主人公なんだけどそのジョエル
[05:29:44.080] は見てくれあのねジョエルはかなえっと
[05:29:48.638] なんていうのなんちゃったのそあエリーを
[05:29:54.120] 助けに来たからだから今からこのさっきの
[05:29:56.440] お父さんたちはエリーがねそのエリー
[05:29:58.840] さっきの復讐の女の子よさっきのこの
[05:30:02.040] こいつの辺こいつ編になる前のあれがあれ
[05:30:05.320] はあの交代を持ってんの唯一噛まても
[05:30:09.000] ゾンビにならないのなんだけど要はその脳
[05:30:13.958] みそを破壊してワクチンを作ろうとしてん
[05:30:16.200] だけどそのジョエルはそれを阻止したわけ
[05:30:18.040] 女の子殺したくないからそこでここが
[05:30:21.400] ラストステージなの1のやっとこの病院に
[05:30:23.958] たどり着いて女の子が手術されてるところ
[05:30:26.280] に殴り込むで手術してるやつを全員
[05:30:29.120] ぶっ殺したのそんなお父さんだっただから
[05:30:32.360] それ
[05:30:36.000] がああそうそうここだよここだここここそ
[05:30:42.520] 奴はまだここにいるの
[05:30:46.120] か
[05:30:49.400] ほらパパいやなるほど
[05:30:53.240] ね僕がやりました
[05:30:57.638] これいやこんなの
[05:31:02.160] さどうしようもないやがやりました
[05:31:08.080] 僕がやりましたこれ作
[05:31:12.440] でョだてなるほどなだてよ何やってんので
[05:31:16.480] これがこの2の冒頭もうやめてジョエルを
[05:31:21.040] 殺しちゃうわけ
[05:31:24.280] ない
[05:31:35.360] てろ地獄に落ちね
[05:31:38.600] 讐
[05:31:41.000] 殺してこはおい何してんだ始末待て狙いは
[05:31:47.638] やだけだろこいつら生かしといたら危険
[05:31:49.600] だろあそうかいそうよ商人は残せ
[05:31:54.798] ない殺せば俺たちも奴と道
[05:31:58.558] だこいつらが何かしたか俺の顔見ろよ
[05:32:02.000] ちゃんと2階で見張ってりゃその可愛い顔
[05:32:04.320] も無事だったろうなれれ
[05:32:07.958] もうやめたうだ撃ってみろよやめ
[05:32:13.920] なもう終わった
[05:32:27.440] のアビーの服シアトル1日目待って
[05:32:31.320] シアトル1日目うわ1日目からやるんだ
[05:32:36.958] アビ変1日目からやるんだけ
[05:32:43.638] てお前大丈夫か
[05:32:49.480] 平気
[05:32:51.040] 何随分探し回った
[05:32:54.240] ぜ消臭だアイザックが騎士に来いってよは
[05:32:59.718] 冗談
[05:33:00.798] でしょマジだら急げなおこちゃんこれグ
[05:33:06.920] いっすわになっ
[05:33:08.840] たん
[05:33:10.440] だこちゃんこれえぐいわ
[05:33:14.680] えぐいレからお邪魔しますあありがとう
[05:33:17.600] ござい
[05:33:19.200] ます
[05:33:20.958] ありがとまでのれ
[05:33:23.798] やるみ
[05:33:25.920] ありがとうあ度は誰ありがとんて読むの
[05:33:30.240] これサスナスナさんどうもありから学者
[05:33:37.958] マジかよ
[05:33:39.600] これペラペラ嵐の話ばっかずっとだぜ嵐
[05:33:44.558] ファンなのあさんどうこんばんは思い残す
[05:33:47.958] ことはないねだろうねあの子で手を打っ
[05:33:52.798] たらそう思ったんだけどよ俺って懲りない
[05:33:57.000] いやあこれから何こっち辺やるん
[05:34:03.878] だやば
[05:34:09.280] でも
[05:34:10.920] さアビ変つっても
[05:34:14.160] さアビ変つてさこっち一方的じゃだって
[05:34:17.638] あっち敵女の子1人しかいないんだから
[05:34:21.958] さしかも別にアビーが戦うことないから
[05:34:25.160] なりますよねいやビビったマジでまさかの
[05:34:28.878] アビー編始めると思わな
[05:34:31.200] いっしょレドありがとね
[05:34:34.718] あ子供たちがいっぱい
[05:34:39.200] どうもポさん意外とサクサク行くかねあの
[05:34:44.080] 子も悪いけどノコメント要はこっちは
[05:34:47.718] こっちでそういうちゃんと平和な生活が
[05:34:50.080] あったんだよなンビやりまるんじゃあそう
[05:34:53.480] いう
[05:34:54.920] こっがちょっと親父と話して
[05:35:00.958] くれ頼わがまま言わないこっちはこっちで
[05:35:06.638] やっぱ平和な生活があったんだよ
[05:35:09.840] なそんでが膝をつて祈ってるんだよ俺が
[05:35:14.760] 後ろから捕まえよう
[05:35:17.160] いやマジかあ何ごめんごめんなん
[05:35:23.718] だごめんジョーダン気づかなかったお前も
[05:35:27.240] セレナにんのかマニーと基に集された
[05:35:31.520] レベナで何すんのホテルと学校の撤収作業
[05:35:35.360] 物資回収して全員基地に戻れって
[05:35:38.558] マジであんだけ苦労したってのに今更退却
[05:35:41.558] かよまだわかんないでしょまリアがテレビ
[05:35:45.160] 局から戻ってこられっかその通り
[05:35:49.280] ね行かなきゃ生く力をセレそして安しよ
[05:35:55.558] あれだよ
[05:35:56.760] なホテルだよねあんたと遊ぶのてそシフト
[05:36:02.040] 出てる間によく一緒にいるお前だじゃ
[05:36:08.080] あっちの女の子が1日目に行ってとこだよ
[05:36:12.080] ね
[05:36:14.798] こんにちはアビ調子は最高だよアビーから
[05:36:21.200] もこれをなんとかするよう言ってくれあ
[05:36:24.080] それは無理似合ってん
[05:36:29.440] だろそろそろ行くかこいつを頼むもちろん
[05:36:34.480] 任せて
[05:36:49.718] いやあ今日のメニューはまたブリート
[05:36:54.040] ブリトめっちゃ好き
[05:36:55.360] やいいだろお前ブリトめっちゃ好きや何し
[05:36:58.558] てんだなテマスリサメタルプリロちゃんと
[05:37:01.878] 並んでよ何ふざけんなよちょっとちゃんと
[05:37:04.840] 列で待てねえのかよ基地に行くんだいい
[05:37:08.680] だろマジで恥ずかしいい個多いし戻しなよ
[05:37:15.160] 絶対きれんなよメルも連れ
[05:37:18.798] てく
[05:37:22.280] 何バクパクはブリトブリあんたどういう
[05:37:26.680] つもり
[05:37:28.040] こんな心配してんだよブリめちゃ正直ざり
[05:37:31.600] だしなゲ私が来るって知ってんのもちろん
[05:37:35.080] 平気って言ってた俺の銃
[05:37:39.280] 今の嘘臭いんだけどにぎにぎぶりやなった
[05:37:42.878] んだよほら気にしすぎになって好きな
[05:37:46.638] イメージツイスターなら食べたい
[05:37:49.080] ツイスター食べたい俺あのケンタッキーの
[05:37:53.080] ツイスター食入りすぎて髪食ってたんで
[05:37:56.240] でしょ歯がついてた食った後見たら歩みよ
[05:37:59.160] きっかけ作ってやってんだろジソの後
[05:38:02.240] ほとんど口聞いてないんだよ今更全部水に
[05:38:05.558] 流せててるのがな笑笑えコンビニのグリ
[05:38:09.718] めっちゃ好きやんメルだてジョエルを恨ん
[05:38:11.638] でたくせにけどあいつは俺らとは違う
[05:38:15.400] あんなことしたのは初めてだろれるねあの
[05:38:18.600] ね何度もスカー殺してるでしょジョエルの
[05:38:22.000] 時とは違う俺らは兵士だけどあいつは医者
[05:38:27.120] だなアビだういよね頼むよ努力するハム
[05:38:33.520] チーズが一番うまいよ食うの
[05:38:36.440] 早容疑が悪いですわよむしろコンビニで
[05:38:40.200] しか見たことないま確かに確かに確かに
[05:38:42.878] コンビニでしかブリトだって見たことねえ
[05:38:45.718] けどメキシコ
[05:38:47.840] 料理そんな食べれるとこねえだろ海外にが
[05:38:51.878] 食べてるぶととたしろメル呼んでくる去年
[05:38:56.120] の誕生日に俺がブリと好き好き好き好き
[05:39:00.120] 配信で言まくってたら渡が誕生日でなんか
[05:39:04.400] 本場のブリトのなんかギフトセットみたい
[05:39:06.600] な送ってもらったけど全然違ったブリト屋
[05:39:09.478] とか見たことないよね全然違うあの
[05:39:11.878] コンビニのブリト
[05:39:14.558] とチリコン感みたいな米米めっちゃ入って
[05:39:18.080] んだ米だの豆だ
[05:39:21.320] の全然違うよあの川でくまれてんのは一緒
[05:39:25.760] だ
[05:39:26.840] けど来たねあええよおしかったであうまい
[05:39:30.760] めっもんなそう豆めっちゃ入ってるでけえ
[05:39:34.120] 豆何豆だかわかんねえけど
[05:39:38.440] ブラ学者
[05:39:45.760] ねえまさかのアビー編すかここ
[05:39:59.080] からもしもし骨格が男すぎるだろ行けるか
[05:40:03.240] うんお待たせあ本だ
[05:40:07.520] ん
[05:40:09.478] だラオどこのブリ食べたのかなども任務に
[05:40:14.478] 出ていいって言われたのえ
[05:40:17.440] ギリギリ言えば残れるでしょそうだけど
[05:40:21.280] じっとしてるのは嫌だし応援はいいって
[05:40:25.360] なんで彼が決める
[05:40:27.040] の今日たまたまトあ今日た今のサさも
[05:40:32.320] うまい合格一番おいしいやつハムズよ
[05:40:38.440] セブン来
[05:40:42.520] たウィリアムズ姉妹より男らしい体格し
[05:40:46.600] てるウィリアムズ姉妹がわかん
[05:40:51.440] ねえメキシコの味がしておいしいやつ何の
[05:40:55.798] 呼び出しだいつもの登板だから平気なあ
[05:41:00.240] 戻ったら親父の様子見てくれるかうわ
[05:41:02.718] すごいじゃん調子が悪そうですごいじゃん
[05:41:08.200] 手首に激痛が走るって言っててよスプーン
[05:41:11.638] 持つのもやっとだ鎮痛剤持っていけるか
[05:41:15.280] もメキシコなんていつ感じ援と96に映さ
[05:41:19.280] れたんだってええそういいとこや若い家族
[05:41:23.600] もおすごいね赤ちゃんのこと楽しみ子供
[05:41:28.240] たちを見てるとそうねワクワク
[05:41:31.760] する赤ん坊の声ね応援平気なのかにっ
[05:41:37.680] だっダ
[05:41:40.680] 込まれてるうわかわいそう
[05:41:44.600] えしかしこっちはなかなか平和だねして
[05:41:48.400] くれるるいやありがとう俺らも本当は平和
[05:41:51.558] だったんだよ俺らは俺らで雪山の村があっ
[05:41:55.638] てそこに生き残った人間たちの集落があっ
[05:41:59.000] たんだ
[05:42:01.440] けどまあっちの目線からしたらこいつらが
[05:42:04.478] そのそこにジョエルがいるっての聞きつけ
[05:42:06.320] てぶっ殺しに来たわてきた見事殺され
[05:42:11.040] ちゃって復讐の旅に出たって
[05:42:15.040] いううわあ俺が今まで殺してきた犬たち
[05:42:20.760] だそうか犬をいっぱいここでこうやってや
[05:42:24.280] 可愛いなあんたの唯一の理解者殺した俺が
[05:42:27.680] すんだて犬かリストラック乗りたい俺が
[05:42:32.200] 殺しましたここにいる犬たちこれほんませ
[05:42:35.638] 俺が殺し元気もうベアじゃんベアで俺が
[05:42:41.240] さっき殺した犬の名前まで出てきたベアー
[05:42:46.680] じゃんやらだお犬なのにベアかよって言っ
[05:42:50.400] たやつ
[05:42:51.840] じゃん犬なのにクマかよった今回は特別
[05:42:56.760] ねおいおいおいいい子だねよし
[05:43:03.240] よし犬なのにベアーかよつって笑ってたん
[05:43:06.680] だよな
[05:43:08.080] おいやめてよベア
[05:43:12.478] じゃんプレイヤーの心お殺しにくるじゃん
[05:43:17.200] しかもうまくないそのさなんて言うの
[05:43:21.040] そのあんなモブモブで出ててきたさ犬の
[05:43:24.718] 名前なんて絶対忘れるじゃんでも
[05:43:27.600] さだから
[05:43:30.520] そのわざとなんつう人の心に残るように
[05:43:33.760] そういうわざと突っ込ませるような名前を
[05:43:35.638] つけてそれを後から出すっていう
[05:43:42.160] ほらベアーじゃんだって訴えかけてるね
[05:43:45.840] クソ可愛いやごめん
[05:43:49.200] なごめん呼べやたことは覚えてるもんな熟
[05:43:53.958] 中にはまってるねこの人で
[05:44:01.040] なしノーティドッグが全て悪いと思います
[05:44:04.200] 僕は俺はノーティドッグが全部悪いノは
[05:44:07.760] やり口が汚いこんなもん
[05:44:12.000] なの出し方ほんま辛いあか直接攻撃し
[05:44:17.840] てるディナをなかなか覚えないがと説得
[05:44:22.040] あり
[05:44:23.000] ますさ出したらどうなんの俺ああごめん
[05:44:27.000] 出しちゃっ
[05:44:28.040] たごめんね許してごめんごめん
[05:44:33.840] よまた遊びに来るかいや俺こいつに
[05:44:38.840] ピストルぶっぱなした死ねえつっ
[05:44:43.478] て犬が1番邪魔なんだよつって力が強すぎ
[05:44:49.200] た1番の悪役は俺なのかもしれないこの
[05:44:52.920] ゲームベジ緒にいたこのゲームでよこの女
[05:44:58.240] たらし一番やばいの俺なのかもしれんにに
[05:45:02.240] あんたえ今80点まで上がった木に行って
[05:45:05.000] るっぽいぜめばいいのか聞いてばいいのか
[05:45:08.280] わから
[05:45:09.320] ない戦う必要がないのは羨ましいなう戦う
[05:45:14.040] のが嫌ならな私は戦わないで家族と過ごし
[05:45:18.280] たいスカー殺しが恋しくなるぜありえない
[05:45:22.320] 俺には耐ハビーじゃないどこにぶつけて
[05:45:25.718] いいかわからない時マジで混乱する犬だっ
[05:45:30.000] て誰も悪くないもんの感情そうこいつらは
[05:45:32.958] ウルフっていうえなんだっけえなんとか
[05:45:37.360] 開放先生
[05:45:40.120] ねだって今までこの女が憎くて憎くて
[05:45:43.638] しょうがなかったんだ
[05:45:45.478] よ俺パート1でほとこいつがジョエル殺し
[05:45:48.958] た瞬間も本気でこいつのぶち切れてるから
[05:45:51.798] ね俺いつものお願いほらよガシあ絶対
[05:45:55.558] ぶっ殺すわこの女つどトラえっとS24だ
[05:46:00.360] なこれ私初見でやらなくてよかったビや
[05:46:05.080] るって言ってたのに今は
[05:46:11.120] パテどうも生く力を幸せにならないそして
[05:46:15.320] 安らかなでもアビをんでたんよ
[05:46:20.120] なそうだってお父さん殺されてる
[05:46:24.080] もん自分で死を選んで
[05:46:27.600] たゲームだからそういうあれもないねんな
[05:46:31.000] そういう選択俺と腕しようぜやるしかない
[05:46:34.240] 負けたら部屋の掃除
[05:46:37.160] ない
[05:46:37.958] ねこの一緒にいるこの男だって
[05:46:41.120] めちゃめちゃうぜえんだよ死んだジョエル
[05:46:43.160] に対して唾履いてんだから地獄に落ちなと
[05:46:45.638] かつってクソ腹立ってだてめえとかつって
[05:46:48.240] 言ったたんだけど結末が気になってくるな
[05:46:51.320] どうどうめ収まりつかねえだろうよこれ
[05:46:56.638] じゃあ撃っていいのこれ
[05:47:20.558] 情緒不安定になったわ
[05:47:23.040] も少
[05:47:27.280] ないアビーがジョエルを楽に殺してたら
[05:47:31.120] なく頼むもしれ
[05:47:33.520] むかつく負けちゃったいつやるか決めて
[05:47:36.400] ないし負け惜しみか負けちゃいまし
[05:47:48.040] たそう
[05:47:50.240] か施設充実してんな俺らより基地に
[05:47:54.638] 向かおうお前ら弾足りてる
[05:48:00.798] かほらおいでいいかね会いたかった
[05:48:07.520] この犬も多分俺が殺してるんだろう
[05:48:11.240] な
[05:48:14.280] キ復讐のためにムキムキになったんだねは
[05:48:17.840] リスルは妊婦だよ風に当たれん
[05:48:21.958] だろゆっくり離せる
[05:48:25.958] し犬を見たらもう心がしんどい
[05:48:49.040] らしちゃんと眠れてる
[05:48:51.718] の
[05:48:55.000] あんまり薬局から薬もらってこよっかうん
[05:48:59.160] うん
[05:49:00.000] 平遠慮しないでいい消耗すれば寝られるし
[05:49:04.120] ワンワンをワンワンを可いなし
[05:49:07.680] 応援も
[05:49:09.240] そう何それでもこの女もさっき殺しちゃっ
[05:49:12.718] たしな
[05:49:15.120] 俺出るな本当だよ
[05:49:18.520] なマ行き先は肉だS24肉へ向かう抜く力
[05:49:26.200] を安らかなしよっと
[05:49:30.798] ねがやられただね
[05:49:36.760] す予定はないのアイザックが後回しだって
[05:49:41.240] 酒も十分連れてる
[05:49:47.798] しもってそうだっ
[05:49:52.080] たお前がやったんだみってお前が殺した
[05:49:56.280] みたいな空のある任務を受け続け
[05:50:01.440] てるあの人あなたに何か言ってなかった
[05:50:05.200] あいつとはこの前食堂で見かけたけどお
[05:50:09.240] 互い避けてん
[05:50:12.600] だジャクソンのことがきっと職だた
[05:50:19.798] でしょ
[05:50:23.440] わそういうねそっかこいつらの敵はこれが
[05:50:27.040] いるの
[05:50:29.200] か今ぶっ殺して
[05:50:37.160] そうかこいつらの敵はこれ
[05:50:40.920] かよこんな
[05:50:44.200] のめる分かってるよ
[05:50:56.760] 行け木が邪魔
[05:50:58.920] でこんな当たんないよこんな
[05:51:11.840] 発し
[05:51:17.080] た絶対に
[05:51:24.840] 逃れ危ねえ
[05:51:27.760] が
[05:51:30.000] 何うわうわうわうわうわうわうわ
[05:51:34.000] うわうわうわわわわうわわワワ
[05:51:39.360] オ
[05:51:41.798] わエじゃ敵マジむかつくぜ基地までどれ
[05:51:47.840] くらいまだ遠いここは危険だ中に入る
[05:51:55.200] ぞ鉄相談するぞ
[05:52:08.040] 安全か確認すスカーがいるんだよなこっち
[05:52:10.638] の敵には
[05:52:12.920] なも
[05:52:15.760] スカーじゃもうもうえい
[05:52:20.600] よ若いエンドはないのかおい
[05:52:24.680] アビこれパイプ爆弾作れるんじゃねえか
[05:52:28.840] 分かった
[05:52:38.558] やべえ作れるもんがちげえ
[05:52:41.520] エリートパイプ爆弾なんか作れなかったの
[05:52:56.920] にここ隠れ場だらけだ
[05:53:02.320] ね敵がいる感染
[05:53:13.798] やま感染者は
[05:53:16.558] まあそうだな平等に基向いて
[05:53:21.600] くる育て直しあまた弱くなって
[05:53:28.638] るってことアビーなんかを最初から強くし
[05:53:31.240] といてくれいいじゃんね
[05:53:36.680] 聞き耳とかさ確か
[05:53:46.080] にみんな一緒なんだなこの世で生くために
[05:53:50.600] は一緒のようなことやってんだよ
[05:53:53.958] そう鍛え抜かれた筋肉が
[05:54:04.520] あるこいつは
[05:54:07.000] こいつは首を降り
[05:54:09.958] ますジョエルスタイルだ
[05:54:18.718] ねまるまるグはパワー系
[05:54:50.520] れるのかチムだ
[05:54:57.280] よもうい
[05:55:00.040] ない
[05:55:01.680] きそう酔っ払ってアニメ見るよりよっぽど
[05:55:04.360] 楽しいなえなんでも
[05:55:16.120] ない筋肉こそ
[05:55:20.240] パワーパワーイズパワーだなねえ上見て
[05:55:25.638] あの光見える出口かもな登って確かめて
[05:55:30.360] くる
[05:55:33.360] よどっから登んね
[05:55:53.280] ええ未だにちょっとショック受けてんだ
[05:55:57.000] けどこっからアビー変な
[05:56:03.440] の笑笑
[05:56:08.680] アビ変やるっていうショックなの
[05:56:12.878] おおだってこの女殺すために俺頑張ってき
[05:56:16.878] たの
[05:56:18.680] にこれから俺は何を見せられるん
[05:56:26.400] だ今心的にはどっちよりいやまだエリーだ
[05:56:33.240] よ言うてもだって
[05:56:37.798] ジョエル
[05:56:39.040] のジョエルまそうだよね大半のプレイヤー
[05:56:44.600] そう思っただろう
[05:56:52.558] ねよし行く
[05:56:55.280] よこんなん気持ちよく復習できなくなるや
[05:57:00.200] ん復讐ってそういうことなんだな
[05:57:15.320] ご丁寧にこのなんか出てくる
[05:57:18.280] チュートリアルも最初からだ
[05:57:48.920] アビ
[05:57:50.680] アビ待ってろ
[05:57:54.240] あ
[05:58:04.440] まいるよ
[05:58:11.160] やめくる
[05:58:29.120] ぞ拳だよ拳
[05:58:38.718] やべえ
[05:58:40.760] これはまずいうわうわちょどんだけいるん
[05:58:44.240] だ
[05:58:54.558] これうわうわうわうわう待て待て待
[05:58:59.920] 待タンブラーはえぐいえぐいぐい
[05:59:29.760] やば終りこっちのライフル強そうこっちの
[05:59:33.760] ライフル強
[05:59:37.600] つかろ
[05:59:42.040] 行こうなんだよ
[05:59:44.920] もうコスとこみたい
[05:59:49.840] ここちょっとアイテム回収させてもらい
[05:59:52.360] ますね
[06:00:07.798] いやまじか
[06:00:44.280] ね出口あっ
[06:00:51.120] た手伝ってはい
[06:01:01.840] よレディ
