[00:00:05.040] テる
[06:49:03.080] からもらえめもうどっかで拾えるばそれで
[06:49:06.280] いいんだけどどっか拾える場所ない拾える
[06:49:10.360] 場所
[06:49:12.040] ねえ剣闘169あ来た来た来た
[06:49:16.120] なわ一歩
[06:49:19.558] 手前ハちゃん調べてやめろもうすぐはチ
[06:49:24.280] ライシテて書いてあライモンシティ
[06:49:25.718] オッケー分かったすぐたさいいよ達さ調べ
[06:49:29.360] なくていいよライモンシティねオッケーあ
[06:49:33.000] 3段階進化なんすねあ知らんかったわそれ
[06:49:36.760] は意外とチさの能力やべえかな俺はいつも
[06:49:40.520] 申し訳ねえなて思いながらポケモンの
[06:49:42.440] 鳴き声のモノマネやっ
[06:49:44.160] てる俺ポケモンの鳴き声のモノマネすると
[06:49:46.958] チさんが絶対さYouTubeで調べて
[06:49:49.040] はるじゃんちゃんの石俺はそれ申し訳ねえ
[06:49:52.760] なて思いながらやってる
[06:49:56.240] うんいつもべてくれるから
[06:49:59.060] [音楽]
[06:50:01.080] なもうもこれしかもシビルドン自分で
[06:50:04.360] ゲットしたからあれだぞレベル上がんねえ
[06:50:05.920] ぞ多分だよライモンのポケモンセンターの
[06:50:09.280] 左に落ちてるあそうなんオッケー
[06:50:12.398] ありがとう39ねこれでもあれだよ
[06:50:15.638] ねまた40そこそこで持ってったらまた
[06:50:18.478] 多分ぶち殺しれるんだろうなくそだりいな
[06:50:22.958] また結構レベままたここだよもうこの
[06:50:26.080] ゲームはもう8割ここだからここ以外に
[06:50:29.240] いいさ多分での場所ねえのどいって
[06:50:33.600] もう3日間ここにいるぞこの草村のこの
[06:50:36.558] エジックランクずっとここでやっ
[06:50:39.680] てるここレベル上がんねんでもここめちゃ
[06:50:43.280] レベル上がんよ来
[06:50:45.440] たタブ来たタブがはいニコさんはニコさん
[06:50:52.798] はいニコさんありがとねお疲れちゃんニコ
[06:50:57.360] のあのうんこスタンプスタンプにしてるん
[06:51:01.160] だけどまだあれが通ってないでクリアした
[06:51:03.520] 人の方が新しい景色見せてくれてたって
[06:51:10.000] 闘魚
[06:51:12.440] 豚豚なのあれ多分でって豚だった豚がり豚
[06:51:19.080] がりもう俺ここで
[06:51:22.718] もう何時間やればいいんだよここでもう
[06:51:31.020] [音楽]
[06:51:33.040] の話してるのかと思ったポケモン初代だけ
[06:51:37.120] やったことありますポケモン初代なら
[06:51:39.120] ちょっとあポケモン知らないあポケモン
[06:51:43.760] 知らないのレミちゃんはあ
[06:51:46.440] そう知ってそうな感じしたんだ
[06:51:51.080] けどそっかでもフォローしてくれたの
[06:51:54.240] 嬉しいななんでフォローした
[06:51:56.558] のめっちゃ聞くじゃん女の子なのに女の子
[06:52:00.878] 女の子に聞きてえなてあげないと女の子で
[06:52:04.080] 聞きてチマゲームなんでフォローしたの
[06:52:06.120] やっぱ顔かやっぱりやっぱり顔かあなんか
[06:52:10.160] イケメンの配信者さん配信してんじゃん
[06:52:12.200] みたいなあありがとうござい
[06:52:14.520] ますありがとうございますねは1番ないや
[06:52:18.760] あるやろがイケメンやろがイケメンだろ
[06:52:22.718] なあレミちゃんなレミちゃんイケメンな
[06:52:25.520] これなうちデホ隈のりましたおめお能に謝
[06:52:32.120] だね
[06:52:33.040] ポケモンならダがおすめですいいんだよお
[06:52:36.840] すめしないで
[06:52:39.040] あいいと思い
[06:52:42.558] ます何そのなんかあれ見てえじゃんなんか
[06:52:46.120] あの天木村みてえじゃん天神木村みていい
[06:52:49.558] と思いますあると
[06:52:51.840] 思い天木村みてだな天木村ってのも通なさ
[06:52:56.920] そうなんだ
[06:53:01.440] な木村ってのも通じてなさそう若すぎて
[06:53:04.718] なめててなめててあめろあんま下ネタ言わ
[06:53:08.600] せんな俺にレミちゃんが引くだろうが邪
[06:53:12.120] なめてもなめててスタンプ押すなて邪なめ
[06:53:15.200] ててなめて
[06:53:20.920] て口の中に毛が入って
[06:53:27.680] も笑気にせずそのまま舐め続ける
[06:53:32.840] いいと思いますこれ俺ちゃこれめ
[06:53:36.760] てやめてねなめてあると思いますいいと
[06:53:41.240] 思い
[06:53:44.240] ますこんなレトロゲーおじさんです
[06:53:47.760] よろしくねよろしくよろしくもっとおすめ
[06:53:51.160] に出せよ俺をTwitchはな全人類全
[06:53:54.638] アカウントにおすめに出せ俺をこんなお
[06:53:57.440] すめの配信ないんだから
[06:54:00.780] [音楽]
[06:54:03.080] デブだからのデブいやあのね言っとくけど
[06:54:06.558] デブってのは別にねあれだからね
[06:54:09.040] トランジションうん面白かった
[06:54:11.558] トランジショントランジションてこの
[06:54:13.840] トランジションってこれこのシーンの
[06:54:18.440] 切り替えの切り替え
[06:54:22.680] これおもろいか
[06:54:25.760] これトランジションてこの切り替えのあれ
[06:54:28.718] じゃね
[06:54:30.600] のれしかも
[06:54:32.958] 俺の別にない
[06:54:36.718] だろまいいよんでもいいどんな理由でも
[06:54:39.920] いい出会いは別にさ出会いなんて別にさ
[06:54:43.878] なんだっていんだよ大事なのはここからだ
[06:54:49.718] からなんていねえなんてねあ紹あはいはい
[06:54:56.120] はいはいはいチャンネルれね面白いでしょ
[06:55:01.320] ね全部自分で作ってんだけてねマイナス
[06:55:05.680] からのスタートだからここからるしか
[06:55:09.638] ない見てくれあれも新しいの作りてえよな
[06:55:13.040] 新しいの作りてえよなあれももう1年以上
[06:55:16.520] 使ってるからね面白いでしょのいった
[06:55:21.080] なんでだうるせえないいだろうがわけ女と
[06:55:26.520] 話すの久しぶりなん
[06:55:27.780] [笑い]
[06:55:31.240] だすワクワクしちまうんだ
[06:55:34.200] よ普段レトロゲー大好きおじさんしか相手
[06:55:37.320] にしてねえから
[06:55:39.240] よわけえ女の子と話すのはしかいない
[06:55:42.398] みたいな言い方違え女女の子とねこう話す
[06:55:45.958] のが机が持ち上がっちゃうバカ
[06:55:53.600] だれよろしくお願いしますつけよう
[06:55:56.878] な何がよ何が悪い言いつけてどうすんね
[06:56:03.000] 言いつけてどうすんだなんだ
[06:56:06.600] よ彼女みたいな言い方しやがった
[06:56:09.558] お若い女じゃないっていや若い若い若いよ
[06:56:13.520] 若い若い若い若い若いチソも若いけどな
[06:56:18.398] ええけど
[06:56:21.040] な分若いだ若いね
[06:56:25.440] 2526とかだよな確かなけえな若い若い
[06:56:33.330] [音楽]
[06:56:36.638] あこれまた2時間かかるなあ若いよそうだ
[06:56:40.120] よそうだよ俺より俺の1個下とかじゃない
[06:56:43.910] [音楽]
[06:56:45.520] 多分ちょっと気まずくなっててく何が何
[06:56:51.320] がなってへん
[06:56:54.240] やろ
[06:56:55.920] あ今レベル上げ中でございますよ今私は
[06:56:59.878] レベル上げ中です
[06:57:03.360] 多分ね来た
[06:57:10.210] [音楽]
[06:57:14.398] ねレミちゃん現役JKだっておいおいおい
[06:57:19.920] 嫌撃JKだってさわか16とか
[06:57:25.840] 1517とかってことや
[06:57:31.120] ば広角が上がっちゃうね
[06:57:33.730] [笑い]
[06:57:36.000] なんかあそうですか若いですね笑笑若いっ
[06:57:41.200] す
[06:57:42.840] ねであれじゃんなんだっけあのさっき言っ
[06:57:45.680] てたやつなんだっけあの最近のJKの先
[06:57:48.878] 18か俺を10個したかよわけえな
[06:57:56.520] 寝ろえるじゃん寝ろ吸えねえよバカ20
[06:58:00.120] からじゃん10個笑笑10個したかえぐい
[06:58:04.958] なじゃあもうポケモンなんか知らねえよ
[06:58:09.160] な27だけどさ俺2028だけどってまだ
[06:58:13.080] 20からなん20からでしょたこ酒
[06:58:17.760] は
[06:58:22.320] 1718ちょっとすごいね最近の最近の
[06:58:26.920] 高校生は何何が流行ってんのお父さんた
[06:58:31.120] 本当だよな
[06:58:32.878] 18お酒と
[06:58:35.120] かけた俺らより俺らよりちゃんとしてる
[06:58:38.680] じゃんその
[06:58:39.680] 辺成人は18なんだえ成人は18なん
[06:58:44.240] だショック受けたよお父さん40代とか
[06:58:48.398] でしでも下し30代後半の可能性だって
[06:58:51.478] あるよねやて僕アダルトコーナー堂々と
[06:58:55.878] 入れるってドキドキしたよな変わりました
[06:58:59.240] からそうですよねの
[06:59:03.200] これ上ショック
[06:59:05.520] か一回り違うってすごい
[06:59:08.798] ねいるんだな本当にそんな若い配信者
[06:59:14.760] ってまこんなレトロゲーおじさんですよね
[06:59:17.760] 僕僕なんてねおじさんなんですけどせやな
[06:59:24.680] ああいいね18から配信とかやってたら
[06:59:29.240] 相当いけるんじゃない
[06:59:33.958] ジ来た時の反応ほんま
[06:59:38.320] 笑笑俺じゃあ何今JKに向かってさJKの
[06:59:42.200] チャンネル見てエッチだねえとか言ってた
[06:59:44.240] の最悪
[06:59:46.040] じゃん最悪じゃねえか
[06:59:48.798] よゴミもゴミじゃねえか嘘だよごめんね嘘
[06:59:53.520] じゃないんだけど嘘じゃないんだけど知ら
[06:59:56.520] なかったから下手したら捕まるよなマジで
[06:59:59.080] な
[07:00:00.280] やめよやめよ下手したら捕まるよな大好き
[07:00:03.840] おじ
[07:00:05.040] さんいやなんか現役JKとこう話すことは
[07:00:10.200] ないから
[07:00:12.120] ね下手したら捕まっちゃうよなおじさん
[07:00:16.110] [音楽]
[07:00:26.680] なもう5時待ってんのかどうなんでしょう
[07:00:30.920] かあまりあまりあれだよレミちゃんも疲れ
[07:00:34.600] ちゃうからあまりこうあまりほらあんまり
[07:00:36.798] 絡むなっておおおめでとう
[07:00:39.638] よいい
[07:00:42.398] ねいい
[07:00:44.718] ね何が
[07:00:48.958] 欲しいおじちゃんたち買ってあげるけど何
[07:00:51.718] が
[07:00:52.680] 欲しい今JKって何が欲しいの何喜ぶの
[07:00:57.360] JKって何買ってあげたら喜ぶの欲しいも
[07:01:01.160] リスト紹介してたねそっからなんか送れ
[07:01:04.120] やって
[07:01:05.798] なレコードあげよう後で見ちゃおう後で見
[07:01:11.320] ちゃおレコードなんて多分もう言えねえよ
[07:01:14.558] なんか俺レコード好きで集めてるなんて
[07:01:16.520] 引かれそう聞かれるだろ
[07:01:20.958] 多分俺らきしょいわ俺らマジきしょいから
[07:01:24.120] ねお前うん俺と親ポンと森本ユダ俺らマジ
[07:01:28.360] 今きいからなやめろやああま気をつけよ
[07:01:33.600] レコードとか知らなそう配信関係なら
[07:01:36.958] パソコンおしゃでコスメとかアセ欲しい
[07:01:39.878] ですねへええちょっとなんかJKあ
[07:01:44.200] パソコン
[07:01:46.000] ねMDとか俺もギリ知らねえ見たこと
[07:01:50.958] ないそれガチじゃあれだわあのMD知っ
[07:01:55.840] てるMDってあのやであれだろなんか変な
[07:01:59.120] くり返すんですか何何何
[07:02:03.230] [音楽]
[07:02:05.280] あさコスメとかアセが欲しいって
[07:02:09.240] さ4度Cか4度Cおじさん4度Cしか知ら
[07:02:13.320] ねセットに録音中だから静かにしていいね
[07:02:17.320] ね4度Cしか知らねえよわけのやつごめん
[07:02:22.320] な
[07:02:25.000] ドロドロ4度Cで読み方合ってんのか
[07:02:27.478] わかんね
[07:02:29.878] けどそうですかか若いってないいいね今
[07:02:34.798] から剤作るけど食べる誰がどこのJKが前
[07:02:39.240] なんか食うんだ
[07:02:40.958] よじじの食いもんだからな前
[07:02:44.650] [音楽]
[07:02:50.920] なんて着実にレベルがテファールといい
[07:02:54.080] 間違えるけど許し
[07:02:56.718] て代振る舞うななんかあれだなレミちゃん
[07:03:03.000] がコメントするようになってからなんか
[07:03:04.718] コメント欄きづいてるこいつらマジ元金な
[07:03:07.600] やつだべさっきれちゃんが来るまで
[07:03:10.240] ほとんど黙ったからな
[07:03:12.270] [音楽]
[07:03:14.000] みいあの
[07:03:15.210] [音楽]
[07:03:16.398] み
[07:03:18.440] てみ若い子来て
[07:03:21.240] なんか大丈夫ええ大丈夫みたいななんかそ
[07:03:28.600] のもうエブル死んだ忘れてるもん俺も
[07:03:32.320] エブルよりだよ今
[07:03:35.798] はえも娘とかと一緒ってことやばくね違い
[07:03:41.558] ますみたいなしやがってエブルどうでも
[07:03:45.240] よくなってるもんもうさっき死で
[07:03:48.000] めちゃくちゃあれだったの
[07:03:51.420] [音楽]
[07:03:55.958] に
[07:03:58.360] そうか若い
[07:04:00.718] 女の子に来るとやっぱちやほやしちゃうよ
[07:04:03.120] ねみんな
[07:04:07.440] ね何が欲しいあコスメっつってんだろうが
[07:04:12.360] よコスメわかんねえけどコスメってなん
[07:04:17.200] だPC買ってやろうぜPCみんなで
[07:04:19.760] 出し合って
[07:04:21.440] うん大学受験成功したんだしコスメ
[07:04:25.920] お姉ちゃんに聞いてくるわコスメって
[07:04:28.600] シップとかコスメってなんだはひどいって
[07:04:32.200] んだよ化粧品の
[07:04:39.200] こと化粧品のことコスメっつんだな多分な
[07:04:43.398] お化粧道具たちですでデパデパコスって
[07:04:47.040] いうななんかなで今俺少ねえなんか少ねえ
[07:04:50.200] 知識でなんかすごいなんか知ってる単語を
[07:04:53.600] へお化粧道具たちですプチプラでいいかな
[07:04:58.000] プチプラってなんだあでも聞くねプチ
[07:05:00.878] プラって何
[07:05:03.000] プチプラプチプラってなんだよなんか聞く
[07:05:05.718] よねよく
[07:05:07.920] ね化粧
[07:05:10.798] プラモデルおっさんなんだよプラモデルっ
[07:05:13.240] てなんだよ何親本プラモデルって知らねえ
[07:05:17.558] ガンプラ考えもう答えがみんな一緒じじ
[07:05:20.478] ども
[07:05:21.280] はじじどもの答えみんな一緒じゃねえか
[07:05:28.600] よなんだっけないいよどうせ知らないんだ
[07:05:33.000] からこいつ
[07:05:34.680] らプチプラく
[07:05:37.120] ねはあそういう
[07:05:41.558] ことえプチプラってプチプライスってこと
[07:05:44.798] な
[07:05:45.840] のえ本当にそうなんだ安い化粧品
[07:05:50.040] へえ全然化粧品教えてお前らん化粧
[07:05:56.478] 品のための単語ってわけじゃないんだ別に
[07:06:00.080] プチプラだからいなことに使えるわけ
[07:06:02.760] でしょえそういう意味なんだでもいや嘘
[07:06:06.798] つくなよ見えはんなよこっち側の人間
[07:06:09.840] でしょなかさんも今日かられって言わずに
[07:06:12.280] れって
[07:06:14.478] いうれよマジであプチプラってそういう
[07:06:18.638] 意味なんだマジさすがに別れや知らねえよ
[07:06:25.520] なんじゃ俺もゲームとかに使っていいの
[07:06:29.240] ゲームとかに使っていいのこのゲーム
[07:06:31.000] プチプたけどプチプラゲーム今日
[07:06:36.798] は
[07:06:38.718] はあ全然わかんねえな若い子のあはそれ
[07:06:42.240] ガチャこの前のマクドナルドのやプチそれ
[07:06:45.558] ガーチャーそれガー
[07:06:48.250] [音楽]
[07:06:49.558] チャーマクドナルドのやつプチプラじゃ
[07:06:52.798] ねえよ全然あれ1万したよ箱説付き1万し
[07:06:55.878] たよ別に若くない笑笑あ
[07:06:59.080] 本当使わねえよププラン
[07:07:04.680] そうなんすねいい方リバ
[07:07:07.440] 笑笑古いんだ
[07:07:10.800] [音楽]
[07:07:13.920] チョベリバコスで1万なんて普通やぞ
[07:07:18.360] いくらからがプチプラなんだよじゃコスメ
[07:07:22.718] はああまだまだレベル足んねえな1円ああ
[07:07:27.798] プチプラなんだそれは
[07:07:31.160] [音楽]
[07:07:36.320] おいあもうレベル上げしんど
[07:07:41.320] スタプラスター
[07:07:44.160] プラチナにるとは思う大体そんなそんな
[07:07:48.040] もん
[07:07:48.410] [音楽]
[07:07:50.240] な相場がわかん
[07:07:52.958] ねえはい
[07:07:55.478] おスタープラチナだろうかスタプラつっ
[07:07:58.280] たら
[07:08:03.200] 親父の字に地に点々なのがなんか若者感出
[07:08:06.440] てる
[07:08:14.040] なんかレベル39って遠いなもう若作りし
[07:08:19.718] てるからま親ポンって別に年取ってねえ
[07:08:23.440] だろうけどね親ポンって俺と同じぐらいだ
[07:08:25.040] べあれ違うんだっけ親ポンて結構行ってん
[07:08:27.760] だっけおタゴちゃんマジで
[07:08:33.880] [音楽]
[07:08:43.320] カレイじゃんこんどうしもね
[07:08:50.590] [笑い]
[07:08:52.730] [音楽]
[07:08:53.540] [拍手]
[07:08:54.958] レベルござい
[07:08:57.558] ます申しますありがとうごいます
[07:09:02.320] ラ似てる入っ笑笑さん
[07:09:08.920] おんで戦すか怒っ
[07:09:12.010] [音楽]
[07:09:16.398] たたこちゃんありがとうお疲れ声変たたこ
[07:09:20.440] ちゃんお疲れ初ありがとございます
[07:09:24.240] ありがとうケツドラム
[07:09:26.440] どうもこんばんはありがとうねたこちゃん
[07:09:28.958] お疲れちゃん配信デカありがとう今
[07:09:31.798] ポケモンやっててさポケモンのね人生縛り
[07:09:35.280] やってて昨日パーティーが全滅したの
[07:09:39.160] ね最初から育ててきた6匹が全員死んで
[07:09:42.600] 全員逃がして1から育て始めてんの今地獄
[07:09:46.160] も地獄でもやっっとここまで戻ってきまし
[07:09:48.320] たここまで戻ってきたちゃん早すぎて音い
[07:09:52.000] てく
[07:09:53.000] からー音より早い音より
[07:09:56.240] 早いのネズミじゃねえか
[07:09:59.240] よて
[07:10:01.760] だよもうこの草村に3日間いるんだから
[07:10:05.840] この草村に3日間いるの3日間この配信は
[07:10:09.760] 3日間この草村映し続けてるもうリスナー
[07:10:13.320] ももう飽きてるもん
[07:10:14.920] ね雑談枠です
[07:10:18.878] ほぼだってさ2時間かけて作ったポケモン
[07:10:22.000] が1発でやられてまたここに戻ってくる
[07:10:23.878] もう見て
[07:10:25.240] ないもういいてこれ
[07:10:29.760] もうも
[07:10:32.240] でレド
[07:10:36.280] ありがとうなかったらもう消えてたバナ
[07:10:40.280] JKかおいそんなこと言うなおい霊に
[07:10:43.760] 謝れもなれなれしく呼び捨てだから
[07:10:47.718] ねやな
[07:10:50.160] 男やな男もうなるなるしくもうでれ
[07:10:55.638] てれ28な男おナイスありがと
[07:11:01.520] [笑い]
[07:11:03.798] 熱い雑すありがとうございます熱くない
[07:11:07.360] けど全然あの全然あれもねあのあEAの
[07:11:13.000] 言い方が若いEAの言い方の絵が
[07:11:17.160] ちっちゃい絵がちっちゃいちっちゃく
[07:11:20.280] できるひかは全部ちっちゃくするタイプだ
[07:11:22.920] 多分JKだから若い
[07:11:24.760] からんで
[07:11:28.398] どもうええよもうええもうもう
[07:11:32.478] えもういいよキャル文字
[07:11:38.920] 受ける今JKに今お熱だからなみんな
[07:11:44.040] な
[07:11:46.460] [笑い]
[07:11:49.440] マジJKごめんなJKなおじさんたちの
[07:11:53.240] こんなくだらない雑談にあのあれしちゃっ
[07:11:57.120] て付き合わせてごめんな眠かったら寝て
[07:12:00.320] いいんだぞ
[07:12:02.040] 俺はにのおだよ
[07:12:05.478] タルカムマイムなんで似てない今日声出
[07:12:08.718] ないもっといつも似てるんですけどウカム
[07:12:13.120] マイス似てねえな今日もっと似てんだけど
[07:12:16.478] ないつも
[07:12:18.398] なタは今日何やってた
[07:12:22.958] のっ
[07:12:27.270] [音楽]
[07:12:29.840] てッ似てる
[07:12:32.680] ケトのモノマネでも馬鹿にしてるからな人
[07:12:34.878] のこと岡初見やってたあそうなんだ俺も時
[07:12:38.558] 岡初見でやってあのレトロ隈よそう知っ
[07:12:42.440] てる知ってる知ってる知ってる知ってる
[07:12:44.080] あのちゃんは性格が歪んでる東か初見で
[07:12:47.718] やって普通に俺の頭が悪くてゲームが
[07:12:50.680] 難しいとかじゃなくて頭が悪すぎて初見で
[07:12:53.160] やめたパート1で難しすぎて1番最初の
[07:12:57.240] ダンジョンがクリアできなくてこれ無理
[07:12:59.920] じゃねつってはなバカすぎて無理だった俺
[07:13:03.120] 破壊交戦来
[07:13:05.240] たいつかリベンジするのもありだよな最初
[07:13:08.320] の男バカすぎてさマオ64はやたことある
[07:13:11.478] マリオ64はDS版は子供の頃やったね墓
[07:13:16.080] こ来たよ墓
[07:13:18.798] こ俺の破壊構成来た
[07:13:22.600] ねせめてを
[07:13:26.200] ぶっ壊すNHK破壊戦来たうお破壊回来
[07:13:31.718] たすならまだヒントあるしマリオして時が
[07:13:35.120] DS版かえ今のJKってマリオもしたこと
[07:13:38.958] ないの
[07:13:40.558] はえちょっと逆にさ逆にさレビちゃんが
[07:13:44.718] やったことあるゲーム教えてよなんか
[07:13:46.398] ゲームこれやったことありますみたいな
[07:13:48.440] 子供の頃これやってましたみたいな
[07:13:52.798] コッ初めてやったゲームCODだろが
[07:13:55.798] 厳しくて昔あなるほどねあそうなんすね
[07:14:02.160] でもまでもそっかまだで高校生じゃまだ親
[07:14:04.360] の元にいるだろうからあれだな大学生に
[07:14:07.040] なったらちょっとあれなんじゃないゲーム
[07:14:08.478] とかできるんじゃないゲームしたことない
[07:14:10.520] んだやったことあるわけないだろ
[07:14:13.120] やめろ厳しいんすね親がね伝とかおすめ
[07:14:17.040] 絶対おすめしない俺あれお勧めするのは
[07:14:20.558] マジでえあでもあれだなたこちゃんにはお
[07:14:22.958] すめしたいな俺忍者龍剣やんないたこ
[07:14:26.478] ちゃん忍者龍殿っていうファミコンの
[07:14:29.160] ゲームすごくおすすめだよ地獄みて
[07:14:33.360] でうまいからすぐクリアすんだろう
[07:14:37.040] なちなみに俺あれをクリアした泣いたから
[07:14:40.000] ね嬉しくて難しすぎ
[07:14:43.960] [笑い]
[07:14:46.040] て泣いたもんだってクリアする前に泣い
[07:14:50.930] [音楽]
[07:14:53.120] たあるねるやつねえ
[07:14:56.790] [音楽]
[07:15:01.320] 確かにうまいから
[07:15:02.760] な俺忍者龍剣殿を人の他の配信者に進めて
[07:15:09.160] もう時代遅れなんよ他の配信者に進めて
[07:15:13.120] それで苦しんでる顔を見るのが一番気持ち
[07:15:15.558] いいのねそれで性的快感を俺は覚えるのね
[07:15:19.520] それでしか行けないの俺たこっち知らねえ
[07:15:22.360] のだちゃんになってるどんちゃんって誰だ
[07:15:25.680] よどんちゃんてえたっちも知らねえのかよ
[07:15:29.920] 嘘だろ
[07:15:31.638] もう全然もうJKと俺話が全然あ知ってる
[07:15:35.000] じゃんそうだよ口パッチ口パッチそうそう
[07:15:37.440] そうぼっちちゃま
[07:15:41.478] ごっちたまごっちぐらい知っててほしいな
[07:15:44.920] ちゃまぼっちうるせえな誰がぼっちだよ
[07:15:47.920] ネットの友達がいっぱい俺にはネットの
[07:15:50.398] 友達がいっぱいいる
[07:15:53.558] よネットの友達でいいじゃねえかよなあ
[07:15:56.680] おめえら友達だよななあケダしち3日版活
[07:16:01.398] が地獄いやえ友達でしょお前プリキュアが
[07:16:06.160] 世代ですアカだっ
[07:16:09.920] てアカなんてやってたら昨日とかじゃねえ
[07:16:13.558] の何それ
[07:16:15.958] アイカってなんかあの女の子向けのアニメ
[07:16:19.320] なんなやばすぎプリキュア5ってなんだよ
[07:16:24.120] 友達ってならない
[07:16:26.040] しあでも応援はしてくれてるのねならいい
[07:16:29.320] よ
[07:16:30.630] [音楽]
[07:16:32.520] マジか
[07:16:33.958] よ2人はしてるのこれキュアて5もあるの
[07:16:39.280] 2人はプリキュアマックスハートじゃねえ
[07:16:42.240] のプリキュア
[07:16:44.798] プリキュアプリキュアプリキュア
[07:16:49.320] プリキュアプリキュアでしょそれしか知ら
[07:16:52.718] ねけど俺ハートキャッチだよハート
[07:16:55.638] キャッチハートキャッチ2人はぶありえ
[07:16:58.240] ない笑笑ぶっちゃけありえない
[07:17:00.890] [音楽]
[07:17:05.920] お邪魔女
[07:17:08.200] ドレミはプリキュアの3が代
[07:17:11.510] [笑い]
[07:17:12.798] ですもう俺多分その頃働いてた
[07:17:17.360] よお俺もう多分その頃多分働いてたかも
[07:17:20.638] しれない
[07:17:21.210] [音楽]
[07:17:24.600] な
[07:17:26.860] [音楽]
[07:17:29.840] ちゃんちゃん
[07:17:31.360] 守るためプププしく
[07:17:36.320] ちゃん
[07:17:38.080] さだった
[07:17:41.000] なハートカッチイクア可愛いなそれ可愛い
[07:17:46.120] ねしったらずな感じいい
[07:17:48.878] ねキュアえキュ
[07:17:55.240] ばえもミもういいかレベルアップもう
[07:18:01.398] レミがもうちょっとで進化するよあと1
[07:18:03.958] レベで進化だっ
[07:18:06.478] て全然技も何にも覚えねえ
[07:18:11.520] な進化まで見届けます進化まで見届けて
[07:18:14.878] くださいうんありがとうございますお
[07:18:16.760] 付き合いいただいてすいません
[07:18:20.200] なんかすいません
[07:18:22.520] なんかなんで神より進まないんだ
[07:18:26.878] よメガテンより進んでねえな
[07:18:30.600] [音楽]
[07:18:34.520] 今度遊びっちゃおっかなレビちゃんの配信
[07:18:37.478] に遊びっちゃおっかな面白かった無職
[07:18:41.840] 転生もうほら女神転生って昔のゲームなの
[07:18:46.680] にほら今の子供たちからしたら転生って
[07:18:48.798] もうさ転生もしか出てこないんだよ転生
[07:18:52.280] なろ小説しか出てこねんだってちげえんだ
[07:18:54.798] よ女神転生って転生者のアニメの話じゃ
[07:18:58.000] なくて昔のゲームなんよ
[07:19:02.718] 昔のゲームなんよペルソナの元なん
[07:19:06.878] よ女神転生の話したら無職転生面白かった
[07:19:10.718] ですねみたいな話は全然噛み合わねえ若
[07:19:15.478] すぎてそっかもう転生も俺あれだよあのよ
[07:19:20.798] 笑笑レさんフォローさせていただきました
[07:19:25.600] ありがとう無職おじさんじゃないなんだっ
[07:19:28.080] け転生あおじさんなんだっけ
[07:19:31.920] おじさん転生だっけなんだっけあれ
[07:19:33.520] 面白かったね異世界おじさん異世界おじ
[07:19:36.920] さんそうそう異世界おじさん異世界おじ
[07:19:40.240] さん重かったな出てくる女の子の
[07:19:43.120] キャラクターがエッチで良かったねあれ
[07:19:45.200] ね出てくる女の子のキャラクターがみんな
[07:19:47.798] エッチでねいいねあれ
[07:19:53.080] は無職天生じゃ見てみるか
[07:19:58.000] なも
[07:20:00.440] [音楽]
[07:20:04.440] やべえな俺もその辺カバーしとかねえと
[07:20:06.680] なんねえななんか
[07:20:08.080] なレモンが可愛いちゃまく来てから
[07:20:11.798] ちゃんと
[07:20:12.820] [笑い]
[07:20:15.680] 悪ボインボインだよなおっぱいはいいぞ
[07:20:20.478] 本当に本当にねなんか俺JKとの付き合い
[07:20:23.398] 方が分から
[07:20:24.600] ないどうどうどう接していいかがわから
[07:20:28.600] ん画あるんだレミちゃん呼んでみなよレミ
[07:20:33.160] ちゃんには無理だよゴールデンカムイはす
[07:20:36.440] そういう意味じゃねえバカだれおみなあゲ
[07:20:38.680] マグさんこんばんはゲマグさんこんばんは
[07:20:41.120] おっぱいはいいよなあなちゃんも
[07:20:43.798] こんばんはこんばんはおはようかもうもう
[07:20:46.000] おはようの時間かなあ来た来た来たた場と
[07:20:51.040] すりよるちゃすりよってなんやたねすり髪
[07:20:54.360] 切ったよめちゃめちゃ切ってきたすりよっ
[07:20:56.958] てないって何がいや配信者同士のあるやん
[07:21:01.040] ちょっと見ましたああブリーチは世代だ
[07:21:05.280] わアスタリスクとか分かるレミちゃん
[07:21:08.280] アスタリスクわかんねえだろうな見上げ
[07:21:11.398] たいもうオレンジレンジとか知らねえだろ
[07:21:13.638] えオレンジレンジはオレンジレンジ見上げ
[07:21:18.120] た夜空の星たちの光イニシの思いにあだ
[07:21:22.360] こうだでどうのこうのガジャがくなるグム
[07:21:25.760] ジャガー
[07:21:28.520] ジャッました懐しいクソじじじゃねえか6
[07:21:32.440] 年なしブルース読んでる
[07:21:34.280] やつ懐かしいよねアレンジねアーダコーダ
[07:21:38.280] だ笑笑わかんない
[07:21:41.000] ですわかんないねごめんねわかんねえよ
[07:21:47.638] な若い
[07:21:51.320] なあやめなちょっとよあの星のように光り
[07:21:55.200] 続けよあの星のように怖いおじさんだねザ
[07:22:00.600] ザビ
[07:22:01.798] まひひえししよって言んだっけさんいくつ
[07:22:05.320] なんえ18だってた18あベルちゃん
[07:22:08.958] おはようえクリアした
[07:22:10.270] [音楽]
[07:22:11.680] のは好きですキードキ言えないやつだ
[07:22:15.798] キャドキャプなんだっけ正式名称キード
[07:22:18.798] キャプターカードキャプチャー
[07:22:22.440] キード正式名所なんだっけカード
[07:22:24.798] キャプターカドキャプターカード
