[00:00:04.960] ドラゲナイきちゃブロード
[02:47:09.160] もう何色が来ても怖くないぞたたちがドア
[02:47:11.720] にはいはい
[02:47:13.800] はい緑から水色に5
[02:47:17.840] つう言ってんの
[02:47:24.760] これ
[02:47:30.200] テレテレなんかここめんどくさそうな感じ
[02:47:32.840] する
[02:47:39.840] な1回帰るか
[02:47:50.399] まだ扉あるしねここにもねあここは入れる
[02:47:53.240] んだ何もねえ
[02:48:10.200] しやぱ敵ちょっと強なってきてるね
[02:48:26.240] 入れたり入れなかっ
[02:48:41.560] たり1回帰ろっかな
[02:48:51.640] エロシンでなんだこのな何このめんど
[02:48:54.439] くさい
[02:49:01.240] このなんだこれ何がしてんだこれえ何がし
[02:49:04.840] たいの
[02:49:12.120] こここの回強い
[02:49:15.240] なこの回ちょっとあいいですね
[02:49:19.239] きエルフメジ好きいいじゃん助けて
[02:49:24.479] エちょっとこの回ちょっとめんどくさそう
[02:49:27.319] な予感する
[02:49:29.319] ねなんか色覚えてなんか謎解きみたいな
[02:49:33.520] 感じなろな多分な
[02:49:52.920] 強い鬼
[02:49:56.560] 悪魔これちょっと1回変んなきゃダメかも
[02:49:59.160] MPがない
[02:50:09.120] なマルクもう1回打ったらリターン分は
[02:50:13.239] 残るよね多分ねあこれで残るからこれで
[02:50:16.680] もうちょっと戦ってMPがなくなったから
[02:50:20.160] これでちょっと死にそうになったら
[02:50:22.000] リターンでお家に帰りましょう1回
[02:50:25.720] ちょっと珍しくMRPGらしいことしてる
[02:50:29.160] ななんか
[02:50:49.279] そしてソフィアがやられるんですねいや
[02:50:52.439] そりゃないでしょ大丈夫
[02:50:56.319] でしょバーサーカー1番抱き
[02:51:01.279] たいあ抱き
[02:51:03.960] たさきたさか
[02:51:09.239] 笑笑抱わ水だ今度は
[02:51:24.200] 抱きたさ難しいなこ平
[02:51:28.359] やろ抱き心地は
[02:51:30.880] もうバツの軍
[02:51:41.720] でしょなんかこの扉の色を全部さ確かめて
[02:51:46.520] なんか
[02:51:47.520] こうかっての答えでいいんだろ多分多分
[02:51:56.800] なヘジはいいね確かにヘジはだ抱きうん
[02:52:03.000] 抱きたいかも
[02:52:05.720] てジは抱き心地良さそううすか失礼しまし
[02:52:10.520] た
[02:52:20.399] これも多分あれだろ白かこれああ白だ
[02:52:27.800] ね白から黒にいつつだからここうやって
[02:52:31.439] 数えてけばいいんじゃないの
[02:52:38.840] 多分普通に色を答えればいいんじゃないの
[02:52:51.239] 黒の仮面でしょで青ってことは多分右この
[02:52:55.560] 仮面から右右方向に5つだから黒青何色黒
[02:53:02.680] 青何色だったから覚えてねえ
[02:53:06.600] けどえ手がかりよえ手がかりとかわかん
[02:53:10.840] ないいやそういうことじゃないのかな
[02:53:22.279] もう1部屋あこの部屋がまだ見てなかった
[02:53:25.600] これで全部確認したから赤ね
[02:53:30.200] えっとちょっと今ちょっとメモしようか
[02:53:39.000] ちょっとメモ帳が
[02:53:43.359] ね要はこの時計周りに何色が置いてあるか
[02:53:47.720] を理解して
[02:53:48.960] でそっち方面に何個ずれたら何があ
[02:53:52.160] るっての答えでいいんだろ多分ね
[02:53:55.640] よいしょうーだ5つ並んでんだろうな多分
[02:53:59.880] なちょっとメモさせてなんか珍しく
[02:54:03.920] ちゃんとなんかRPGっぽいやん
[02:54:15.040] なあドラゴンナイト2のこれ何なんて言え
[02:54:17.960] ばいい
[02:54:20.399] 色
[02:54:22.960] 色青があっ
[02:54:25.479] てで赤があって赤があってここになんか
[02:54:31.279] 真ん中にえなんか開いてない扉があって
[02:54:33.560] ここが黒だってよな黒があってでここが白
[02:54:37.920] でした1番下がねでここが緑
[02:54:41.319] 水色水色どこだったか
[02:54:44.800] な覚えてね
[02:54:51.840] あピンクもあんのか赤の下に
[02:55:05.120] ピンクこれが何色だったっ
[02:55:10.080] けピンクねこれが
[02:55:18.560] えでもさこれで答えられるはずじゃねえ
[02:55:27.000] の移動まだ全部浮いてないんだエビル
[02:55:30.800] プリーストが一番強え
[02:55:32.600] よき
[02:55:40.000] ま何色だっけしそうえ
[02:55:49.520] 緑
[02:55:50.760] ねピンクここは
[02:55:57.800] 緑緑ここが
[02:56:12.040] 水色結構色がいっぱいあってわかんねえな
[02:56:39.319] 水色あここに黄色があるのか
[02:56:50.319] それ
[02:56:51.680] 黄色あ黄色だ結構色あん
[02:57:13.239] なええなんかそんな難しいことじゃないと
[02:57:17.080] 思うんだけどな
[02:57:34.800] 失礼おしっこしてきていい
[02:57:41.200] かエロエロRPGでなんかちゃんと
[02:57:45.399] しっかりしたの作るんじゃないよこういう
[02:57:48.239] しっかりした謎の開かないドアなんて失礼
[02:57:51.600] 名だチープしてくるか開かないドアてこと
[02:57:54.640] はやはり開かないな大丈夫ですよ今まで
[02:57:56.920] だって開かないドア開けてきたじゃない
[02:57:58.200] ですかそうだな俺が書き直してる今は開か
[02:58:00.479] ないドア
[02:58:03.279] だこれで全部見たんちゃうんかな進まねえ
[02:58:07.560] ななんか
[02:58:10.800] などすも1回か1回帰るかこれ
[02:58:23.279] 色付きのドア全部見た気がするんだ
[02:58:32.239] けどこだ全部そうだろ
[02:58:45.000] これえまだ見逃してんのかなだな全部見た
[02:58:49.200] と思うんだけど
[02:59:00.279] なあある
[02:59:03.600] ねあるけどこ
[02:59:16.279] れって失礼します
[02:59:21.120] わけわかんねえ
[02:59:24.560] ななんもないんだよねこの辺
[02:59:32.520] ねいやここも多分ただうねうねするだけ
[02:59:36.000] でしょ
[02:59:42.720] これああ巨来たおお
[02:59:49.080] ベンガルタイガー来ましたねベンガル
[02:59:51.200] タイガーあんまエロくないやつなベンガル
[02:59:53.640] タイガーの島を取る言葉やべえ結構点落ち
[02:59:57.920] てん
[03:00:02.160] なこれあれだなもうもう日2時までなんだ
[03:00:06.040] けど配信2時までやろうかなと思ってんだ
[03:00:09.399] けどそう2時までやろうと思ってけどある
[03:00:12.720] 程度けたらもうあのスーリーいやて手に
[03:00:18.200] 入れた点は今日のうちに見るからね結構
[03:00:21.640] 溜まってるよね今
[03:00:25.880] ね
[03:00:27.680] えー落ちるのこれでもあれ
[03:00:31.720] ば
[03:00:34.479] く嘘だろ落とし穴かよここ
[03:00:40.399] でうわだるい
[03:00:45.239] よあり私の尻のにさんの顔がふう窒息する
[03:00:50.000] かと思ったソフィアのお尻て丸くて
[03:00:52.920] 柔らかく
[03:01:02.120] て何をこのこいつらのこのこいつらのこの
[03:01:06.160] 会わし
[03:01:08.560] 何エロ
[03:01:11.000] 見せろえもう忘れたよこれどうやっていく
[03:01:14.399] ん
[03:01:16.920] だあベンガルトラこれ解放しちゃダメだ
[03:01:19.720] もんなめ1回帰るわこれ1回
[03:01:25.520] 帰ろうエンジェルだそ1回エンジェル見に
[03:01:29.680] 行かないとなMBなくなるうん
[03:01:34.160] 帰る1回帰ってエンジェル見て回復して
[03:01:37.200] もう1回行こうたるさんどこに行くのです
[03:01:40.160] かえそうだなもうこっからエロ1回回収
[03:01:44.520] するかちょごめんトイレ行くわ
[03:01:48.439] この後エロシー見るからちょっとその前に
[03:01:50.239] トイレ行ってくるわうんトイレ行ってくる
[03:01:53.040] ちょっと待つてあちょ休憩疲れただか休憩
[03:01:59.040] えお前らも休憩しとけよすっきりしてくる
[03:02:02.520] んかなんで見るだったら見てから行くわ
[03:02:06.399] いやだったら見てから行くよちょっと
[03:02:08.680] トイレ行ってくわ待なんか腰て
[03:02:17.960] すりちゃまどもきもありまちゃまどもも
[03:02:21.479] あり
[03:02:41.560] まちゃまドプンちゃニメちゃまドぷんちゃ
[03:02:45.000] ニメちゃまプンちゃニメ
[03:03:16.760] DETDET
[03:03:48.000] L
[03:04:46.640] DETDET
[03:05:46.640] T
[03:06:16.560] DETDET
[03:06:52.439] おまたせ
[03:06:55.720] おまた
[03:06:57.560] じゃやりやすか
[03:06:59.920] ねエッジシーンが見
[03:07:02.720] たいエッチシーンを見せて
[03:07:05.920] くださいよろしくお願いし
[03:07:08.279] ますエッチなシーンが見たいどうもチマ
[03:07:11.960] ゲーム
[03:07:13.399] です今日そろそろ
[03:07:18.239] ワンワンエチ見たいよねワンエチ
[03:07:22.200] ありがとう行きますよろしくお願いし
[03:07:27.720] ます一度セーブをし
[03:07:32.120] ましょう
[03:07:34.600] よし来い来いルさんだもう好きやん俺の
[03:07:39.319] ことお帰りなさい疲れたで
[03:07:42.319] よ止まりますよろしくお願いし
[03:07:45.920] ます来い
[03:07:50.279] ああ
[03:07:51.800] エンジうんここからこんにちはここから
[03:07:57.160] 脱ぐまた会えたは
[03:07:59.920] ねどっから入ってくなさそうだなどこ
[03:08:03.840] からってドアから
[03:08:05.600] よこの町には悪人がいないからドアに鍵が
[03:08:09.439] ついてないのよなん人がいなくてもでょ
[03:08:14.840] フェニックス1番の美がねてきたんだから
[03:08:18.120] ああ嬉しいちょっともう少し心を込めて
[03:08:22.640] 言いなさいよとっても嬉しいまいいか退屈
[03:08:28.720] だったから顔見に来ただけだしそんじゃね
[03:08:31.960] バイバイおなえなんなんだこの子は
[03:08:36.640] ええーおっぱい見せかおっぱい見かい
[03:08:42.920] おっぱい見かおっっぱい見かおっぱい
[03:08:49.439] おっぱいはそうだなちゃプンちゃニメ
[03:08:52.920] ちゃまぷん
[03:08:54.080] ちゃちゃおっぱい見せんかいおっぱい見せ
[03:08:57.760] ん
[03:08:59.120] かい見せや
[03:09:01.880] おいおっぱいを見せろ
[03:09:05.960] なあおっぱいを見せろよ
[03:09:09.680] とりあえずとりあえずおっぱいを見せて
[03:09:11.960] くれ頼見せかただの通りすがりの
[03:09:14.800] ナルシストじゃんおっぱい見せんか
[03:09:20.840] じゃあバンシーとタイガー行きますか
[03:09:23.960] バンシーと
[03:09:27.439] タイガーバンシーとタイガ行くか
[03:09:30.800] じゃあパンジーだっけかバンシーだっけ
[03:09:35.160] かしょうがない
[03:09:38.600] のそんなことは
[03:09:41.880] ミリアワエないと俺無理やぞ今日
[03:09:47.479] ちないと無理やぞ今日えしかも
[03:09:52.040] さこっから5回まで上がんの相当きつい
[03:10:03.160] よこっから5回まだ上がんの結構きついっ
[03:10:07.279] す
[03:10:08.080] ねヘジそろそろヘジの解放してあげたい
[03:10:13.000] けどねそろそろ
[03:10:14.040] ねそろそろ解放してあげたいけどねヘジを
[03:10:16.920] ね
[03:10:19.840] 一番ヘジがエロい
[03:10:32.239] なえパン3回だよね確かな全員なパンジー
[03:10:38.920] て3回だよね4階だっ
[03:10:46.239] けあれ何回だっけ
[03:10:50.160] か3回だったかな
[03:11:17.720] 何回に誰がいるとか全然覚えてねあ
[03:11:22.120] パンジーさん来ましたねじゃこの子解放し
[03:11:25.560] てHC見
[03:11:31.479] ましょう
[03:11:33.319] おおお帰りオリーロリー名前があま悪うん
[03:11:39.680] まあまあまこっからただいま魔女の塔の中
[03:11:43.000] さいやおっぱいも力入ってると思うけどね
[03:11:46.160] 私そんなとこに
[03:11:48.399] やだ悪私たらボロボロじゃない悪くないね
[03:11:52.520] 恥かしいお落ち着けよ俺は見ていないから
[03:11:56.399] オケおおお俺も見てない何も見てない絶対
[03:12:01.560] 見てない俺は見てます僕は見て
[03:12:05.080] ます信じられないわ街の女の子たちが全員
[03:12:10.080] モンスターになっちゃったなんてモンス
[03:12:12.160] ターっていうかでもあなたたちがいれば
[03:12:15.439] きっとみんな救ってくくれるわよね
[03:12:17.760] そうだその勇気ある方たの名前を聞いてい
[03:12:20.560] なかったわゲーは俺がバーン様俺が茶
[03:12:27.160] ゲンそもモンスター変わった名前私の名前
[03:12:31.840] はロリフェニックスで府のアルバイトをし
[03:12:35.120] ていたあ火府だったらご好きでしょた人間
[03:12:39.000] の姿に戻れて火府だったらごしてくれじゃ
[03:12:42.479] ないのおいよし帰ろ帰って
[03:12:47.680] 見ますごシ見ます階の右下に行くと良い
[03:12:51.439] ことあるらしい3階の
[03:12:53.479] 右下右下ここ3階だよな右下
[03:13:00.640] ここあそうだそうだネズミだネズミに銀の
[03:13:07.000] か取ったって言わなきゃいけそうだナイス
[03:13:09.479] 忘れてたよそうだ銀のガ持ってきたよ俺は
[03:13:15.200] 驚いた本当に銀のか持ってきたぜやって
[03:13:18.200] この鍵をに入れたんだその女性が魔力を
[03:13:21.600] それにしてもあんたとは会うに人が多く
[03:13:24.200] なってるなさては俺の勝ちだなあほら
[03:13:27.399] あんたがめて大切なもんさました誰
[03:13:55.640] 来た
[03:13:56.640] ねこれ
[03:13:58.920] は来た
[03:14:00.920] ねついに来ましたヘイちゃん来ました
[03:14:07.399] ねちょっとイジ見て寝ようか今日はもうイ
[03:14:11.840] ちょっとこれ見てえタイガーやってって
[03:14:18.239] 最高最高ですから適当な歌にするな実質
[03:14:22.000] エンディング間違間違実質エンディング
[03:14:24.160] 実質エンディトルーエンドだろいやイジ
[03:14:28.319] エロかったらイジ
[03:14:31.279] バニーも見なかんわバニーや
[03:14:34.800] バニーあと4人も見せるぞ4人もいや1人
[03:14:38.720] ぐらいおっぱい見せ1人ぐらいおっぱい
[03:14:41.239] 見せてくれあかいそして伝説
[03:14:48.600] エチなテーマ
[03:14:54.040] さんえと君はだっだった
[03:14:58.720] けったでどうしたん
[03:15:03.160] ださんが来てねたさんにちゃんと礼を言っ
[03:15:07.200] てこいごしてくださいさんは命をてこの
[03:15:10.800] をれてるおも一懸命礼しき
[03:15:15.960] いけの中で聞いたよあれで十分さしかし
[03:15:21.040] まあなんだってこんな夜中に夜中だよが
[03:15:25.399] あの男
[03:15:28.319] はっ
[03:15:31.199] てて言ってたから可愛いなこの
[03:15:34.720] 子どうやらサーニャより先にあの長老を
[03:15:38.319] 倒しておいた方が街のためになりそう
[03:15:41.080] ナイスあたさん急に怖い顔してどこに行く
[03:15:46.199] の
[03:15:47.560] ちょっと待ってよたけるさんたらねえ
[03:15:51.800] たけるさんいやいやもうちょっと
[03:15:53.840] えっせ
[03:15:58.000] たけるなんやねんこれ全然エチちゃうやろ
[03:16:01.840] これたけるさんどこに行くのですか俺は
[03:16:06.080] なそうだな俺はバンされる覚悟でやって
[03:16:09.760] お前が一番無能だよ笑笑やだやだやだやだ
[03:16:14.319] 俺はバンされる覚悟でやってんだとの
[03:16:17.680] そんなこと見りゃわかるさ遊びじゃねえん
[03:16:20.960] だ
[03:16:24.120] よえごめバニーってどこに出たっけ2
[03:16:29.600] 回バニーってどこに出
[03:16:32.199] た2階だったかな2回2階
[03:16:40.880] かいごめん平時は最後だよ平二は解除
[03:16:45.080] できるけど最後にします
[03:16:48.199] もうおしなんで最後にちょっと楽しみ
[03:16:51.399] やっぱ最後に楽しみたいっす待っとけよえ
[03:16:55.840] 絶対エロいやろだってヘジなんでもうだっ
[03:16:58.239] てただ普通に倒しただけでエロいねん
[03:17:09.359] からバニー見るかじゃ
[03:17:14.080] バニーそうだバニーも手に入れてたなそう
[03:17:16.600] だな
[03:17:22.239] あとここバニーだけじゃねえ
[03:17:36.279] のたも乳首出とるや
[03:17:40.920] ん頼みます
[03:17:44.239] ようんあら
[03:17:47.560] たるさんじゃないいいいいいいいいいいい
[03:17:50.760] えい私何をしてるなんか
[03:17:53.920] エロいエロいす何
[03:17:56.120] ってなんという
[03:17:58.359] かエロくない
[03:18:01.880] これ私裸じゃないどういうこときちんと
[03:18:06.040] 説明して
[03:18:07.359] よベロがペロなんて出してるね私が申しに
[03:18:11.239] ねいいですよねこの全部下ろしてんのが
[03:18:14.640] いいすねでもターだったの君の場合だけ
[03:18:20.199] モンスターの時も普通の時も全く同じだっ
[03:18:23.520] たうん確かになやだ目さやったら馬鹿にし
[03:18:28.040] てるわそれじゃまるで普段からモンスター
[03:18:31.640] のような存在だって言われたようなもの
[03:18:33.640] じゃない失礼よねま周りもそんな
[03:18:37.399] モンスターないからね酒場の親父随分と
[03:18:40.160] 心配してい場の父ねうんそうね私の親
[03:18:44.560] みたいな人ですもの早く元気な顔を見せて
[03:18:48.120] あげた方がいいぞあとおっぱい見せてくれ
[03:18:50.600] そうするわあとおっっぱい見せてくれ言い
[03:18:54.120] 忘れてたけどえありがとう助けてくれて
[03:18:58.720] うんうん分かったおっぱい見せじゃあまた
[03:19:01.120] 街で会い
[03:19:07.399] ましょうはちゃんとモンスターなん
[03:19:15.720] だろまあねうさぎはねうさぎは狼の好物
[03:19:20.439] ですからうん食べちゃいますよね食べ
[03:19:23.319] ちゃいますよねそれは
[03:19:25.640] ね間違た墓ちゃっ
[03:19:29.720] た私ねこの子結構好きこの墓場の風景が気
[03:19:33.880] に入っているの変かしら結構この子クララ
[03:19:36.960] 好きだよ俺結構変うん変だそうよね私って
[03:19:42.880] 個性的なのよねでも普通レディにも買って
[03:19:47.000] ストレートに変とかって言わないものよ
[03:19:49.359] 失礼しちゃうわクララええよねクララいい
[03:19:52.920] よね結構そうだ
[03:19:54.199] な
[03:19:56.880] 可愛いたけるさんそうだエッジプリーズ
[03:20:02.120] プリーズプリーズエッジいやもう頼むから
[03:20:04.880] 今日ちょっと1乳首くださいルさんワン
[03:20:08.439] 乳首でいいんで本当に頼むもうちょっと
[03:20:11.279] 今日ワン乳首くれ頼むワンちああこれない
[03:20:16.520] な
[03:20:17.479] だけるしかもお前お前バニーの格好して
[03:20:20.319] こいや私よ酒場で働いてるバニーよなんで
[03:20:24.160] 私服できてんだ私服だから分からなかった
[03:20:26.520] なんで私服いやあ全然これもね衣装を変え
[03:20:30.239] ただけで分からなくなるなんてとんでも
[03:20:32.399] ないやつ許せないだ顔なんか見てないも
[03:20:36.160] そのフォーマルなドレスがあまりにも
[03:20:37.760] 似合ってるもんで一緒目がくらんでしまっ
[03:20:40.160] てそうどうせ脱ぐんだから来てこな許して
[03:20:43.399] あげるまさかはないか酒場の親父い
[03:20:48.439] わ本なくから嫌になっちゃった本なくて
[03:20:52.560] けど心配してくれる人がいることを感謝し
[03:20:55.880] なきゃねそういうことそれより聞いたわよ
[03:21:00.399] 何がな何を長老が言ってたわたるさんは
[03:21:05.640] この街の女の子を片っ端からここに呼んで
[03:21:08.399] るってそれで中には一緒に夜を過ごしてあ
[03:21:12.600] までも1人いますよねいやそれはね徹夜で
[03:21:15.880] 草の勉強をしたりとかシャワールームで頭
[03:21:19.040] を打って晩解放しシャワールムで別に
[03:21:23.520] そん脱だら同じ定勉強ねじゃ最悪すぎるだ
[03:21:29.000] 何を教えてあげればいいえたさんは何を
[03:21:32.080] 勉強したいこりゃ
[03:21:34.840] お前あサーニャの弱点のバニーの弱点お前
[03:21:39.120] の弱点教えてくれ本当どこが弱点なんだ
[03:21:42.040] もちろん
[03:21:42.840] なんだそんなことでいいんだうんエッチ
[03:21:47.279] しろよこの馬人お姉様が編み出した極楽超
[03:21:50.880] 特級技ピーとか泣くぎとか極楽超突技だっ
[03:21:58.239] てメーにャに弱点を知る方がいいってもう
[03:22:01.399] だって女川がエロエロ出してきてんのいさ
[03:22:04.199] 超特急いややはりけお前
[03:22:08.880] ちょっとそうそう言い忘れてたけどこの
[03:22:12.199] ドレス結構簡単に脱げちゃうのよね脱げ
[03:22:15.000] 脱げ脱げ脱げ脱げなんだって
[03:22:17.319] こいもそれがシになったからったら胸がけ
[03:22:20.279] ちゃっよしよしよしあこうやったらする
[03:22:22.720] 来るかあらああ来るかあおええあ
[03:22:29.399] あらよしよしよしよしありがとございます
[03:22:34.199] いや返品だなんてそんなもったいないあっ
[03:22:37.479] で笑笑何全地全脳の神あらメサにャの弱点
[03:22:42.920] ねビあそうだよメサにャのちゃ
[03:22:47.479] ウエストのホックも外れちゃってるあら
[03:22:50.319] おっぱいでっかのウエストがおまけに
[03:22:53.399] ヒップ全部じゃ全部じゃんサのヒップがま
[03:22:57.520] でもまだトップがねの話をするエロいない
[03:23:02.279] えいませしません
[03:23:07.960] エロいこういうのでいいんすよこれはエチ
[03:23:11.120] こういうのでいいんですよこういうので
[03:23:13.680] いいんだよパチパチこの水準を守ってくれ
[03:23:19.000] この水準を守ってほしい俺はそうだなこの
[03:23:21.840] 水準で言ってくれよ頼むよちそう
[03:23:25.640] なるこの水準で来てよ全部セ
[03:23:30.720] 快感この水準だよねやっぱり
[03:23:34.840] ねこの水準守ってほしいですね当のそんな
[03:23:41.199] こ良かったやぱバニーだねいやバニー
[03:23:45.239] 良かったなもち乳首とか出る出てないば
[03:23:48.880] いいよとりあえずだエッチな展開になって
[03:23:51.040] 欲しい
[03:23:54.640] わけ良かっ
[03:23:57.840] たいい
[03:24:03.239] ね最高だねはい次はえあれ行きますよ次は
[03:24:09.040] えタイガー行きます
[03:24:11.960] タイガータガ4回だったかな
[03:24:17.319] 3回だっけないや4回だよなタイ
[03:24:24.880] な4回3回4回だよねタイガ4だよ
[03:24:31.479] ね4回ちょっと遠いんだけど
[03:24:35.680] ねどっかついでにやっとくべきだったかな
[03:24:46.840] 全地脳の神
[03:24:50.040] あらー全地前脳の神あらーだった
[03:25:09.560] ねそりたてなるわああ良かったなエッチ
[03:25:15.920] だっただ
[03:25:19.960] ねあのやっぱいいよねあっち側からエ
[03:25:23.720] エッチなのいいよねこのエッチの
[03:25:26.199] ハプニングとかじゃなくてもあっち側が
[03:25:28.000] もうエッチ全開なのが良かった
[03:25:34.800] なただちょっと待最後に最後にちょっと
[03:25:39.479] ヘジちょっとこれ頼みたい頼みたいもいい
[03:25:44.399] がやはりこでなくいやよかったね
[03:25:48.640] これヘジのイベントエッチだったら完璧だ
[03:25:51.800] よ
[03:25:54.199] 正直たださジ来たらえいでもさヘジ
[03:25:59.160] めっちゃもったいぶられてるじゃん1回に
[03:26:01.680] 出てくるモンスターが未だに解放されない
[03:26:03.840] でずっとあそこにいるわけよ嫌が王でもさ
[03:26:07.760] やっぱこのダンジョン出たり入ったりする
[03:26:09.560] と1回通るじゃんみんな多分えイジいつ
[03:26:13.000] までもったあれすんのって思って
[03:26:15.040] るってことは多分
[03:26:17.160] エロいです確にこれ期待大だと思うよ
[03:26:21.080] 多分公式が
[03:26:24.479] もう兵はエロいですって言ってるような
[03:26:27.120] もんだ
[03:26:36.319] よつまり見せられないのではちいやもう
[03:26:40.199] 見せるよ見せる見せる見せるいやさそんな
[03:26:43.760] あのそんなどエロいのはないだろうけど
[03:26:49.199] 乳首の1つや2つあるだろうなねえか
[03:26:57.000] なここのえタイガーを解放すればいいんだ
[03:27:10.680] な来たあんまこの子魅力感じてないっすよ
[03:27:15.279] ねなんかこの
[03:27:17.920] なんかなんか
[03:27:24.479] ねあで
[03:27:27.239] もかもしれな体が痛いわなんか裸ていうの
[03:27:32.680] がねどうしてもね裸っていうのがもう答え
[03:27:37.560] でしかないからこれ以上でもこれ以下でも
[03:27:40.160] ないないのよ裸は
[03:27:42.479] もう誰かいるの誰なのあなたたちは
[03:27:48.640] うんということはあなたたちは味方なわけ
[03:27:52.600] ね俺はかけるこっちにいるクみたいなのは
[03:27:57.319] バーク誰がクだ君の名前は私の名前は
[03:28:04.000] リーナもちろんフェニックスの街に住んで
[03:28:06.279] いますねえ教えて私は今まで何をしてたの
[03:28:10.040] かBペイントで狂ったように踊ってた人の
[03:28:12.600] こといや何をしていたのかって言われても
[03:28:15.680] なあ
[03:28:18.279] ベンガルタイガーになっていたてもだろ
[03:28:22.960] なんか体が痛くて激しい運動でもしてたの
[03:28:26.720] かし激しい運動はこれからするんだよま
[03:28:29.279] 確かに激しい運動だった
[03:28:32.720] なとにかく助かったの
[03:28:39.239] ねにゃんにゃんプレイですかにゃんにゃん
[03:28:42.279] プレイもありますまとりあえず分かって見
[03:28:44.800] に行こうか
[03:28:48.880] えっと持ち物魔法
[03:28:51.479] ええっと
[03:28:54.960] 魔法だあの女の子を解放してるイベントの
[03:28:59.120] 時さソフィア一言も喋んないやっぱり遠く
[03:29:01.680] で見てんだろうなちょっとエッチなシだ
[03:29:03.199] からさどこに行くのですかソフィアあっち
[03:29:05.160] 出てくんないかそうだ
[03:29:09.359] なあ
[03:29:12.120] おおまこれエロくないっすね宿屋に来な
[03:29:15.000] いってことはたけるさんうんなななんだよ
[03:29:18.640] ちょっといきなり上から声をかけるなよい
[03:29:21.479] な微妙かもなごめんなさいこれからたる
[03:29:24.359] さんのところに行こうと思ってたところ
[03:29:26.040] だったからほら助けてもらった時に
[03:29:29.359] ちゃんと俺を言わなかったでしょ神が別
[03:29:32.920] そうなんよねそうなんよねうんでも
[03:29:36.319] エスパーまみみたい正直に言うともう一度
[03:29:39.160] あなたに会いたかったの俺に女の子たちが
[03:29:43.040] 言ってるわたるちゃんはすごく素敵な人だ
[03:29:47.760] それはどうもどんな人なのかなって興味が
[03:29:51.279] 湧いちゃったあんまり俺に興味を持たない
[03:29:54.319] 方がいいぜどうして俺はいつどこに行くか
[03:29:58.600] わからない自分勝手な風来棒だからさ嘘
[03:30:02.880] ばっかりだってみんないい人って言ってい
[03:30:05.960] たわ
[03:30:08.080] よなやねこの
[03:30:11.239] イベントなんねんこのイベント
[03:30:24.080] 当のそんじまだりえんえちょっと待って
[03:30:28.920] 分かったじゃあラストえこれもうももう俺
[03:30:31.960] もう持ってないよねもう多分最生しだよね
[03:30:36.960] 全てさっきとんでももえエロになったけど
[03:30:42.520] なタイガーバンシーも見たエンジェルも見
[03:30:45.600] た
[03:30:47.160] やっぱ行くしかねえなこれ
[03:30:50.120] なイジ行くしかねえ
[03:30:52.960] なおマンタいたしました皆さん本命大本命
[03:30:58.479] だよ大本命ひめちゃんおはよう大本命行き
[03:31:05.080] ますやっとおめえの裸が見れん
[03:31:08.680] なおっっぱい
[03:31:10.720] 見せろ頼むおっぱい見せてくれ
[03:31:17.080] さあの兵多分これ解放しちゃうともう見れ
[03:31:20.800] なくなっちゃうんだよ最後にラスト1回ち
[03:31:24.080] ちょっとラストラストに1回この倒された
[03:31:27.640] 時の倒された時の兵見せ
[03:31:31.080] て
[03:31:32.720] 私なん倒せた時がこれですよあさん
[03:31:36.920] こんばんはこれがくないわけないですよ
[03:31:40.960] ねいや芸術への神芸術
[03:31:46.600] お前ら
[03:31:47.680] ちょっとて来るぞ
[03:31:58.800] これよし行くぞお前ら見とけよ行くぞお
[03:32:03.800] 頼む頼む
[03:32:13.359] エエまで
[03:32:16.080] 点この後だよなこの後いいねいいいどうし
[03:32:21.720] てたるさんがここ
[03:32:23.319] にいいよ君こそどうしてここにるだ問題は
[03:32:28.160] この後よ期待大の台ここ来
[03:32:32.560] て
[03:32:34.160] あれここはどこなの
[03:32:37.199] いや魔破れ方いい破れ方だね魔女の塔で
[03:32:43.680] すってつ
[03:32:46.279] に下の中に入っちゃった下の毛なしです皆
[03:32:52.000] さん
[03:32:53.600] さたるさんが私の呪いを解いてくれたの
[03:32:57.960] ねでもびっくりあなたたちを殺そうとして
[03:33:02.319] いた
[03:33:03.680] なんてあまちゃん
[03:33:07.960] こんばんは寒いわ
[03:33:10.720] ねやだ私ちゃ裸じゃない中ですね今まで気
[03:33:17.840] がつかなかったのか見ないでエッジ
[03:33:23.840] バ分かったよ興奮するなよ男の人に裸を見
[03:33:30.080] られたこの後持って見せることになるけど
[03:33:32.279] な見ない見てないよだからこの塔からすぐ
[03:33:35.359] に出るんだ分かったそうする可愛いやけて
[03:33:40.479] マリー
[03:33:41.520] 可愛い可愛いよしよしやだ行くぞやだ行く
[03:33:45.040] ぞやだ行くぞ頼むラストお願いだから
[03:33:47.760] おっぱいを見せて
[03:33:52.439] ください頼むおっぱい見せてくれ頼むから
[03:33:56.080] おっぱい見せてくれよ
[03:33:58.560] ああれこんなとに女の子がいるここにい
[03:34:01.720] たらおっぱいが見れない
[03:34:09.199] じゃ人間の姿に戻してくれて本当に
[03:34:12.640] ありがとう戻んない方が良かったかも嘘
[03:34:14.920] やろ
[03:34:16.840] あ俺たちに金を投げつけてきたのか花あ
[03:34:21.760] そんなそちらの女性
[03:34:23.600] は俺たちの仲間のソフィアだ綺麗な方ね
