[00:00:05.520] ひひひおはちゃま人1
[03:48:18.199] てるんだジャクソンにいたんじゃないのか
[03:48:20.840] 発電所を直そうとしてるんだ前は動いてた
[03:48:23.920] のでもタービンが行かれちゃって電気が
[03:48:26.920] 使えるんだぜ使えたがやってみる勝ち馬も
[03:48:30.760] いる心だ嘘でしょ馬を勝ってるのたくさん
[03:48:35.279] いるぞええおいトミ手伝ってくれやべえ
[03:48:38.080] 悪いすぐもた人間の最後の楽園かもしれん
[03:48:41.520] ここがもちろんよ耳を撫でてあげて乗った
[03:48:44.279] ことは実はある
[03:48:46.479] のいつの話だか地域でウィンストンていう
[03:48:51.319] 兵士が教えてくれたんだよかったら後で
[03:48:54.520] 乗ってみるうん乗り
[03:48:56.600] たいもうここで旅やめよなあもうここで
[03:48:59.960] みんなでつつましく生きてけばいいだろう
[03:49:02.239] よしありがとよいいってよしツアーの続き
[03:49:07.159] だ
[03:49:09.239] へえハッピーエンドやね
[03:49:12.359] ねえあまだいたのもう交代の時間じゃない
[03:49:17.439] ハウザー蹴り上げられるてるんだよああ
[03:49:20.680] もう行って家族が待ってるでしょあと
[03:49:23.840] ちょっとだし頑張るよ分かった無理しない
[03:49:27.080] でね
[03:49:45.159] マリアどうぞ御室だタービンを起動させる
[03:49:48.439] ぞこっち来れる
[03:49:50.239] かお願いできるもある俺の番だしな行くよ
[03:49:54.560] 俺も行こうマリアと一
[03:49:58.680] に行くわよ2人にしてあげ
[03:50:02.520] ましょうまツモる話もたくあるに向う
[03:50:09.399] ターをとしてんだも
[03:50:14.800] 週間だが長く感じる
[03:50:19.479] よそう
[03:50:21.399] だ渡すもんがあるなんだ去年テクサスの家
[03:50:25.760] に行ってみたんだがあ何
[03:50:29.040] のだけどなんだよ色々あったなこの20年
[03:50:35.040] おいまさかこれおいちょっとわせてるが
[03:50:39.720] 綺麗だろ
[03:50:45.359] いや
[03:50:47.720] いい本当にだった本当にいいん
[03:50:51.800] だ分かっ
[03:50:53.800] たじゃあ預かっとく
[03:50:58.000] よ話がしたい2人
[03:51:02.560] でああいい
[03:51:05.359] ぜ仲間の様子を見てから
[03:51:08.319] なこっちだ
[03:51:21.159] めっちゃ関係ない話していい最近買って
[03:51:25.279] めっちゃ感動したものがあんだけどお前ら
[03:51:27.680] これ知ってる
[03:51:30.439] このこの今これ俺プレステ4のね
[03:51:33.239] コントローラー充電しながらやってんだ
[03:51:35.120] けどこのさマグネット式のケーブルこれ
[03:51:39.000] めちゃめちゃいい
[03:51:40.600] ぜ全然かけ
[03:51:43.520] ね関係ねあのさプレステ4のコントロー
[03:51:47.199] ラーってさプレステ4のコントローラって
[03:51:50.760] あのMicroUSBじゃんまMicro
[03:51:53.600] USBって俺滅びればいいと思ってるんだ
[03:51:55.840] けどこのねマグネット式のケーブルって
[03:51:59.880] このこれマグネットの先のこのMicro
[03:52:03.439] USBの端子あるやんがこうやって取れる
[03:52:07.359] んよマグネットででここここのここここの
[03:52:10.880] このこのマグネットピンとか全然合わねだ
[03:52:14.000] このこケーブル1本でiPhone
[03:52:17.120] iPhoneのこの先っぽもあるわけ
[03:52:18.840] iPhoneとあUSBTypeCの
[03:52:21.600] 先っぽもあんだよめちゃめちゃいい
[03:52:24.960] これめちゃめちゃいいよだからこれを差し
[03:52:28.239] っぱりするわけこの先端をもう
[03:52:30.279] なんか先端を差失敗にするわけよでこう
[03:52:34.199] やってこれだけこれだけで充電これだけで
[03:52:36.960] 充電ちゃうこれだけで充電めちゃめちゃ
[03:52:40.399] いいぜで接続不良ならんの先
[03:52:45.680] めちゃ利やまでもちょっと高いの買った方
[03:52:47.479] がいいと思うけどでこれがね俺あのこれ3
[03:52:51.359] DSあるやんもコ全然ごめんな急に関係
[03:52:53.920] ない話してあの3DSのニセトロさ
[03:52:57.399] めちゃめちゃ調子悪かったじゃんなんか
[03:52:59.399] すぐ動いたら止まっちゃたんだけどこれ見
[03:53:01.159] てくださいはいニセトロの端子ニトロの
[03:53:04.800] 端子にもこれをつけてポンってここにあの
[03:53:08.120] 磁石くっつけるだけでこれマジでいいよ
[03:53:11.319] マジでいい行けるんかいけるあのデータ
[03:53:14.760] 転送もできます
[03:53:16.080] これ超超おすめです手が超おすめゲーム
[03:53:21.800] 配信者必須じゃん何で調べたら出る
[03:53:24.840] マグネット式ケーブルで出るあのねピンキ
[03:53:28.239] 安いのはデータ転送できなかったですちょ
[03:53:31.319] ちょっと高いの買った方がいい俺これ本2
[03:53:34.920] 本このこのケーブル2本と各端子が2個
[03:53:39.399] ずつで2500円ぐらいだったかな
[03:53:44.880] 俺たちの町も見てってくれないかもう20
[03:53:48.199] 世帯もいるんだマリアと親父さんが時速の
[03:53:51.840] 村として始めた野菜と家畜を育て
[03:53:55.080] てこんな生活もうできないと思ってたよな
[03:53:59.359] ここなら
[03:54:00.600] できる町の防衛は大人が交代で見張ってる
[03:54:05.359] 発電所が治れば電気作も使えるしな超感染
[03:54:09.239] 者もやってくるんだよなもちろんだどこで
[03:54:13.640] もそうだろ
[03:54:14.920] 言いきれるの
[03:54:17.560] かマリーンみたいだ
[03:54:23.199] ぞただ1個注意点があっておはようござい
[03:54:28.080] ますあのあピルさんおはようピルさん
[03:54:29.800] おはようあてかピさんあれだあの投げ
[03:54:33.640] 投げ銭んって言い方悪いなあのドネル
[03:54:36.080] ありがとうねドネルありがとうね配信外で
[03:54:37.880] 投げてくれ
[03:54:40.159] ありがとうあのこれでさっき言ったじゃん
[03:54:42.880] これ買ったじゃんただこれ
[03:54:45.159] あのあんまりね携帯にはねあれしないかも
[03:54:48.880] ねこれこの端子刺したまんまだとさ普通の
[03:54:52.000] やつ刺さなくなっちゃうじゃん車の中とか
[03:54:54.680] でさ充電する時それわざわざ端外さなきゃ
[03:54:57.040] いけない
[03:54:59.479] からくにはなら必ずなんつうかパソコンで
[03:55:03.520] 使うもんだけとかコントローラーとかやっ
[03:55:07.239] てる時にプレステ4の
[03:55:13.319] コントローラー発電所を復活させる天才
[03:55:16.439] たちだお今回はけるぜ息を済むよ息を吸う
[03:55:22.040] ように盗むそうは言ってない息を吸うよう
[03:55:24.920] に盗むもう歩きながらポンて取歩きながら
[03:55:28.840] ちょうだいつてはシールを戻すだけだ堂々
[03:55:33.080] て
[03:55:33.720] ない堂々あまりに堂々すぎて物を取るから
[03:55:37.960] ばれて
[03:55:40.279] ないノールックではいこれちょうだい
[03:55:44.600] 息を吸うように盗むから
[03:55:46.800] な万引上もう取られたかもういやあれなか
[03:55:51.479] どっかに勝たしてくれるのかなみたい
[03:55:59.199] なぞ行け行くぞ動くんか
[03:56:03.920] これ動くんか
[03:56:07.199] これおお電気ついたすげえ
[03:56:15.520] 誰かマリアに連絡して知らせてやる電気
[03:56:18.760] ついたやんいた
[03:56:21.399] かこれすごいなおいおいここ人類の最後の
[03:56:25.439] 希望だな
[03:56:28.120] ここよし兄貴
[03:56:31.159] なあこれ以上望むなねこれ以上望まなくて
[03:56:34.319] いいかんねお前らなこういう楽こういうさ
[03:56:37.720] ディストピアの最後のさ楽園ってさどうせ
[03:56:40.960] なんかさ俺たちで外の人間を助けるとか
[03:56:43.560] つってさこの
[03:56:44.960] 完璧に隔離されたこの環境をさ仲間ただな
[03:56:49.359] これ以上望むなよい奴ださこれ以上望むな
[03:56:52.560] 俺たちはこれでいいスもらもう俺たちは
[03:56:54.800] これでいいここならやり直せるん
[03:56:59.319] だなんでボストンを出
[03:57:03.800] たやむを得ない事情があっ
[03:57:07.359] たらあの子に関係があるのかまだやって
[03:57:11.439] あの子が全ての原だ長いあの子がなんだっ
[03:57:16.760] て言うん
[03:57:18.040] だ免疫を持ってる免疫だとそうだよ本当だ
[03:57:24.439] 何人もが死ぬほどの器具を吸い込んだっっ
[03:57:26.520] てびくともしない俺も信じなかったが証明
[03:57:33.359] できるそう
[03:57:36.399] かだとしたらなぜここに来たファイアー
[03:57:40.800] フライに引き渡したいお前の仲間だろ
[03:57:45.040] 無事に届ければ報酬も出る奴らとはもう何
[03:57:48.040] 年もあってないマとは分かるだろう簡単な
[03:57:51.560] 仕事だ必要なものさえもらえば俺はここを
[03:57:54.600] 出て
[03:57:55.960] いくなんで兄貴のために俺が俺のためじゃ
[03:57:59.640] ないお前たちの大義のためなんだぞ俺には
[03:58:02.640] 家族がいるそんな簡単には引き受けられ
[03:58:06.159] ないそれ
[03:58:07.399] ならマリアに頼むといい仲間に言って
[03:58:10.239] もらえるだろう仲間にも家族がいる重要な
[03:58:13.080] ことなんだ
[03:58:16.840] ファイヤフライって結局いい奴らなのか
[03:58:19.239] 必要なものそれ信用に足るの
[03:58:22.319] 渡そうあの子は兄貴が届けて
[03:58:25.680] くれ恩を忘れたのかまだらんね何年お前の
[03:58:30.239] 面倒を見てきたかあれで面倒を見ただと
[03:58:34.279] 未だに夢でうされてるんだぞおかげで
[03:58:36.720] 生き残れただろ悔し
[03:58:39.239] てるおいおい喧嘩やめろてを救う方になる
[03:58:43.319] かもしれないだ
[03:58:44.600] ガキみたいなことを言うなあの頃とは
[03:58:48.600] 違う殴るなら今度は兄貴も痛い目に会う
[03:58:52.720] ぞあれはなんだ襲撃
[03:58:56.479] だ殺し方を覚えてる
[03:59:02.000] な結局またドンパチ始まるのか盗だまた
[03:59:07.279] ドンパチに入れるなすぐ
[03:59:12.720] ドンパチう
[03:59:14.640] パチゲーが
[03:59:22.000] よの
[03:59:35.760] からただ今回仲間もいます
[03:59:45.159] 遊戯王だ遊戯王
[03:59:50.000] でエイム力なさすぎだめだ
[04:00:03.239] 俺たまにはライフルも使ってやんねえとな
[04:00:22.439] 殺したくないん
[04:00:25.359] だそうだよ本当は人なんか殺したくない
[04:00:33.840] さだだお前たちが撃ってくるから俺も撃た
[04:00:36.760] ざるえない分かるよ
[04:00:40.319] な本当
[04:00:42.520] はなんか殺したく
[04:00:59.359] ないそこ
[04:01:02.920] だその裏
[04:01:08.840] ねたまり俺をなめんね
[04:01:14.040] 動する
[04:01:27.479] ぞいいね仲間がいるてのはいいことだ
[04:01:32.080] やばい
[04:01:36.319] ぞよしよしよしいいぞいいぞやろお前ら
[04:01:40.199] たまには俺俺を楽させてくれよ
[04:01:45.640] なかっ
[04:01:48.080] たいいじゃんお前ら強い
[04:01:58.399] じゃん
[04:02:00.560] よいしょこれで全部かやったぞ俺たちも
[04:02:04.960] 行く
[04:02:06.840] ぞ到よビルに入ってきた逃げられるか
[04:02:10.680] 閉じ込められたすぐ助けに行く待ちょっと
[04:02:13.640] 待て来たわ待ちょっと待て色々まだある
[04:02:17.560] からあなんだこれおいおいおい
[04:02:30.520] おい援護
[04:02:34.560] しろどっから来
[04:02:38.600] てるそっちね
[04:02:56.600] 敵が密集してれば
[04:03:02.199] なあんまり遠くに行かないな
[04:03:16.080] どう狙う
[04:03:23.439] か弾がねえ全然やばい
[04:03:53.159] 弾が全然ない
[04:03:58.040] ぜこれ後で弾もらえるイベントあんだろう
[04:04:01.479] な
[04:04:15.359] マグマ
[04:04:17.319] ならマグマなんかもったいなく使えねえっ
[04:04:20.399] ぺ
[04:04:23.319] よ
[04:04:27.600] 私
[04:04:36.000] やつ動く
[04:04:41.040] かっだ
[04:04:52.880] つええめっちゃ強え
[04:04:56.359] な
[04:05:04.359] 当たんに
[04:05:10.199] けるよしよしよしよし
[04:05:14.120] 金
[04:05:23.840] ぞや
[04:05:29.040] むまたこれ全部敵倒すんか
[04:05:32.640] これもうステルスとかなくなった
[04:05:39.199] なもうステルスとか
[04:05:41.920] ない殺しし
[04:06:10.760] ます
[04:06:12.560] くばれ
[04:06:38.760] はいやライフルの弾全部使っね全然
[04:06:43.040] なくなっ
[04:06:48.760] やたんねえ
[04:06:57.239] よあれマグってんのかあいつうざてえ
[04:07:04.840] なああだだ届かねえか
[04:07:37.760] やがれ
[04:07:39.720] どこあええどれ敵
[04:07:44.760] どれいやもう後ろの敵は任せたお前ら
[04:07:58.239] に全然全員倒したおし
[04:08:02.279] ナイス弾くれ弾弾
[04:08:05.560] 弾
[04:08:07.279] よしマリアのとこに行くぞ待って援護
[04:08:11.640] するえ
[04:08:13.960] これこんだけ弾全部使っちゃってさ補給
[04:08:17.680] ないとかまさかそんなことない
[04:08:26.760] ないい弾ねえしこ
[04:08:33.920] から弓矢はさ相手が俺に気づいてない時
[04:08:37.680] だったらめっちゃいいんだけどさ気づかれ
[04:08:40.640] てると無理だ
[04:08:42.439] ぜなんか構えてるとこ待ってくんねえ
[04:08:50.080] よ銃撃戦は無理やな
[04:08:54.399] 兄貴頼んだ
[04:09:09.040] ぞこの野郎
[04:09:30.680] たまたま
[04:09:38.600] たもっとガンガンくれねえと
[04:09:42.319] これJA
[04:10:20.479] いい
[04:10:22.760] ね唯一このゲームでまともに機能してんだ
[04:10:26.080] このNPCこの仲間キャラ
[04:10:30.840] 珍しくマジで使えねえからな他の仲間
[04:10:33.760] キャラ
[04:10:35.800] な
[04:10:37.640] 笑笑すげえ連携取れて
[04:10:40.960] ねどんどん前にる
[04:10:53.279] た厄介なのいん
[04:10:56.279] な動きが素人じゃないな連携取れてるよね
[04:11:29.880] ラ
[04:11:31.000] たトミーマリアよしよしよし無よエリーも
[04:11:36.000] よしよしよしよし今回は危なかったずっと
[04:11:40.279] 危ないねんなずっと危ないのよ
[04:11:43.800] 無事だった
[04:11:45.279] かえ大すごいよあちこちから襲ってきたそ
[04:11:50.439] したらマリアが走っててそれでテーブルを
[04:11:52.600] 飛び越えたらあの大男が落ち着くんだ
[04:11:56.640] 怪我ないよなあ
[04:12:01.319] マリア話すことがあるん
[04:12:04.239] だだめ絶対だめ他の人を見つけるよ言って
[04:12:08.239] このままっはけない今日何人の仲間が死ん
[04:12:11.000] だか分かってる何があったの
[04:12:13.680] た妻報告するのは私の仕事なのよあなた
[04:12:16.680] まで死んだら原因は私後で話す兄は俺たっ
[04:12:21.319] た研究所の場所聞いただから後で
[04:12:26.840] 話す後
[04:12:30.439] で
[04:12:33.040] そう1度でもあなたがマしたらそれだけで
[04:12:37.159] 私も未亡人の仲間入りなの
[04:12:39.760] よ俺はやるよ
[04:12:43.560] やらなきゃいけないんだいい
[04:12:47.680] ね正直こいつついてきたら
[04:12:50.920] 相当助かるぜ来た来
[04:12:54.000] たあんた覚えときなさいトミーに何か
[04:12:58.159] 起こったらあんたのせいだからねなんなん
[04:13:00.359] だこの女絶対死ぬやんこんな
[04:13:04.479] の確かに感謝はしてるんだ確かにな分かっ
[04:13:08.720] てるさ確かにこんこんだけ俺があの子
[04:13:14.479] 心配しないで
[04:13:16.159] くれ助かる
[04:13:18.239] よ人類のためだから
[04:13:21.880] な兄貴守って死ぬやん
[04:13:26.080] 絶対兄貴守って死にますよって顔してん
[04:13:29.720] もんなもうななんだっ
[04:13:32.600] て兄貴かばって死ぬよ兄貴なんだエリが馬
[04:13:37.720] を盗んで見早く早やお前ついさっきまでい
[04:13:42.040] ただろここに出てった中へ戻って後始末を
[04:13:45.880] してあいつちょっとじゃあ気をけて早
[04:13:49.239] すぎる行動がそこ足跡だ行く
[04:13:54.880] ぞ
[04:13:58.159] け
[04:14:02.119] くよし
[04:14:08.279] 行けよし遠には行ってない大丈夫見つかる
[04:14:12.640] あ
[04:14:14.680] のめいつもこうなのかいや違うわがわから
[04:14:31.359] ん始デッレリデンプションてこういう
[04:14:37.960] ゲームこっちじゃないようだな
[04:14:46.080] こっちじゃない
[04:14:57.960] のけのつもりだ足跡あっ
[04:15:07.680] たおい足跡だ
[04:15:14.000] こんなとこ馬走れん
[04:15:16.560] のよ
[04:15:21.119] けあこっから先結構覚えてるかもあ
[04:15:31.040] 本当お熱いな
[04:15:34.119] おい敵は何人だもうまただよまただよもう
[04:15:40.199] もうええてもう敵
[04:15:44.199] 意味あるかここでこんな敵出てくる
[04:15:47.439] の意味あるかここでそんなわざわざ
[04:15:54.159] 戦うすぐ戦わ
[04:16:04.040] せる当たれあバでただよ人
[04:16:10.560] があこんな
[04:16:13.960] 稼ぎですすいませ
[04:16:29.319] んん誰あおと
[04:16:33.960] か
[04:16:37.119] 燃え上がれあそこに
[04:16:40.600] いるそこの裏にいるやる
[04:16:45.040] う待ってあああそこにおられたらな何とも
[04:16:48.680] だ
[04:17:00.040] なうまいことうまいこと
[04:17:04.920] なんかまいいやるにするぜ
[04:17:15.520] これホルスター作りてえ
[04:17:18.199] なめんどくさいわざわざこのピストルこれ
[04:17:20.920] 帰ん
[04:17:26.399] のお前だ
[04:17:31.239] お前ああいた
[04:17:51.880] もうそんな思ってもステルスとかどうでも
[04:17:54.920] よもなんかどうでもいいいスタイルになっ
[04:17:57.600] てきたねもう
[04:18:00.119] ね結局アンチャーテッドと同じことしてる
[04:18:10.920] 俺久々に見せちゃうか
[04:18:27.960] な貴様は終わりだ
[04:18:46.640] ななんか
[04:18:57.479] お腹痛まずまずまずまず
[04:19:02.520] まずお腹の調子悪いねお腹の調子悪い今日
[04:19:06.239] ずっと
[04:19:17.439] はい矢が一番気持ち
[04:19:23.960] いい食物繊維とらな食物
[04:19:32.119] 繊維なんかお腹いや普通に女の子の日かも
[04:19:35.920] しれん今日だめだ今日お腹痛い
[04:19:47.880] ほん
[04:19:50.800] でもう馬乗らん
[04:19:53.920] のハラン
[04:19:57.920] ゲームズ馬乗らないでいいのこれいたあえ
[04:20:02.080] 何高いとこでも一応これダメージ受けん
[04:20:05.439] ださ馬へ戻ろう馬へ戻る
[04:20:14.840] え汗汗
[04:20:38.520] 冷や汗ははは
[04:20:53.279] 足跡はつい
[04:20:54.800] てる捕まってないとが何エリはどうしたの
[04:20:59.159] これ
[04:21:39.720] 見ろ牧場
[04:21:41.399] だが
[04:21:44.479] になったが辛いのかなそういうこと行くぞ
[04:21:49.040] あ馬いるやん盗賊はいない
[04:21:59.560] なま自分が常に争いの種だからな気を
[04:22:06.680] つけろエリー
[04:22:13.279] エリ弾くんねえかこっちだよなんてやつ
[04:22:22.840] だこんばん
[04:22:24.840] にゃ友達になれそうな兄弟も死んじゃって
[04:22:28.359] さこんばんはどうもですすいませんあびし
[04:22:32.359] ちゃっ
[04:22:34.239] たあ友達にそうだったや死んじまったから
[04:22:37.880] よ
[04:22:39.680] なまあまあ確かにね
[04:22:47.800] あるやんけ
[04:23:02.720] 弾ちょっとね
[04:23:06.640] もうままだやるけどなまだやるが
[04:23:34.800] エリカスエラ
[04:23:39.359] かすエリーどこ
[04:23:43.000] どっか行っちゃいまし
[04:23:49.040] たそんなそんな開け方しなくても
[04:23:53.680] かくれんぼちゃうねんぞかくれんぼちゃう
[04:23:57.520] ねん出てこんか
[04:24:07.479] いいるの分かっとん
[04:24:12.640] を放出とさせたなヤザ
[04:24:16.640] 警察出ドロ開けろと死刑だって隠れちゃう
[04:24:20.720] これ
[04:24:22.040] はデトロロイト死刑
[04:24:28.840] だあ
[04:24:34.159] はい昔は平和だったね何それ
[04:24:38.159] 男の子に
[04:24:41.319] 映画あはファッションの悩みぐらい
[04:24:45.319] だバカみたい行くぞ急げほらやだって言っ
[04:24:50.640] たらどうしたのお前は貴重な存在なんだぞ
[04:24:55.040] そ言い方悪いよ
[04:24:56.680] お前勝手に逃げ出して死んでたかもしれ
[04:24:59.720] ないだろ馬鹿なことはするな私だって
[04:25:02.600] あんたにがっかりしたお互い様何が気に
[04:25:05.600] 入らないんだずっと私を誰かに押し付け
[04:25:08.399] たかったんでしょ
[04:25:11.319] ああの方がキリに詳しいからそ嘘悪かった
[04:25:15.680] なだがあいつは俺よりも信用できるんだ
[04:25:18.199] ごまかさないでよ何を怖がってるのそう
[04:25:21.479] いうことか私がサムみたいになるって私は
[04:25:24.439] 感染しない迷惑はかけない何度も危ない目
[04:25:27.800] にあってろでもちゃんと切り抜けてきた
[04:25:30.040] じゃないトミーといればお前はもっと安全
[04:25:32.520] でい
[04:25:35.439] られるいやこれジョエルが分かってないよ
[04:25:38.199] 違うよ
[04:25:39.560] 何サラのことマリアに聞いた
[04:25:44.479] ああその話だけはするんじゃない娘の話な
[04:25:49.319] 気分を悪くしたなら謝るでも私だって
[04:25:52.520] なくしたお前はまだ本当の悲しみってもの
[04:25:55.600] を味わってい
[04:25:57.760] ない私の大事な人は全員私を置いてったか
[04:26:02.239] 死んだ
[04:26:03.359] の全員ねあんた以外はこれアニ大切な人
[04:26:08.960] って言ってますからねあなたのことの人と
[04:26:10.600] いた方が安全なんて嘘行かれたらもっと
[04:26:13.439] 不安になる
[04:26:16.040] の半角
[04:26:18.359] 高きそうだなお前が大切なんだよお前は娘
[04:26:23.319] じゃない
[04:26:25.439] し俺はお前の父親じゃ
[04:26:29.080] ないだから別の道を行くんだお前マジくる
[04:26:32.960] やばいぞ誰がおいもういいもういいよ誰か
[04:26:38.199] 来るなもういいよ
[04:26:42.880] またドンパチすんのこのタイミングで
[04:26:46.479] 明らかに今じゃねえ
[04:26:48.600] だろうもうドンパチいい
[04:26:58.119] よノーティドックの悪いとこ出てます
[04:27:01.880] これノーティドック
[04:27:05.680] のノーティドックの悪いとこ出てるすぐ
[04:27:08.920] ドンパチ暇があったらドンパ
[04:27:12.359] もドンパだふざけんな今そういうとこじゃ
[04:27:15.640] なかっただろ完全にも来てるぞ
[04:27:19.960] こっちドンパ怖い壊れちったほら見ておい
[04:27:24.119] おい壊れちったよ娘がほら壁に向かって
[04:27:30.720] ある
[04:27:38.359] 笑笑悪く
[04:27:52.000] こっちは耳が壊れそうだ
[04:28:00.560] わお2人って話じゃねえの
[04:28:04.199] これ待っ
[04:28:09.880] てろおおおお前マジかそこしてくん
[04:28:20.720] のえあいどこ行っ
[04:28:32.520] た
[04:28:34.359] よいしょ痛い
[04:28:37.760] 痛よいしょ
[04:28:49.080] よしもう安全だ馬のところへ戻ろう
[04:29:26.479] よし出て
[04:29:29.119] こいさっきの話の続き
[04:29:39.880] は手伝うかE
[04:30:24.319] ちょっと微妙な空気感ですね今ね
[04:30:37.640] なんかよしお
[04:30:44.279] 素晴らしい今夜子供たちは映画だ
[04:30:48.359] おどに
[04:30:51.000] あるだいぶ遠い東コロラド大学
[04:30:55.840] だビック
[04:31:00.239] ホーンズエリー馬
[04:31:02.720] 降りろトミーに
[04:31:05.119] 返せお前がよければこいつに2人でうお
[04:31:08.720] いいよいいじゃん何度も言わせるなどうし
[04:31:12.520] たん
[04:31:13.479] だお前の嫁さんが
[04:31:16.680] 怖い追っかけられたくないから
[04:31:20.119] な馬を取ってごめんなさいせめて町に戻っ
[04:31:23.840] てもう一度
[04:31:26.279] 話そうもう行くん
[04:31:30.600] だ大学かで研究所は
[04:31:35.920] もうでかい鏡みたいな建物だ
[04:31:42.560] 嫁さんを大切になビブレチム
[04:31:46.199] プ歓迎するぞいいの
[04:31:50.640] かどうする泣くわ
[04:31:54.239] 行こうそれじゃあお別れ
[04:32:05.399] だ
[04:32:09.600] うー死ななかっただと
[04:32:12.680] まだわからんが相手にボールを渡すんだよ
[04:32:16.239] ねそうターンオーバーだもしも10ヤード
[04:32:19.319] 進めたらまたファーストダウンそう
[04:32:22.040] ファーストダウン
[04:32:23.399] だ
[04:32:25.800] ややこしい実際にプレイしてみればそうで
[04:32:28.840] も
[04:32:33.840] ないああもうムービー終わったまだ
[04:32:38.040] ムービーなのかと思ったまだもうちょっと
[04:32:40.520] ムービー見せてよ
[04:32:45.239] おいタコ待ってろなんでタコなんて名前に
[04:32:48.800] したんだドミーに名前を聞かなかったのが
[04:32:51.680] 悪いんだ
[04:32:53.159] よタコか
[04:32:56.080] タコ
[04:32:59.239] えもうずっとムービー見てた鏡には見え
[04:33:03.640] ないグランドへ行ってみようキンポが
[04:33:06.799] 見渡せる
[04:33:21.160] どこが
[04:33:31.039] グラウンドタを見てるねま嫌な名前
[04:33:37.639] だあこれワークベンチああ来たワーク
[04:33:41.320] ベンチ来たよし
[04:33:48.039] よしなんかおえ何これなんだこれおいなん
[04:33:53.879] だそれ
[04:33:56.879] はまさか
[04:34:00.920] う強
[04:34:07.160] 来
[04:34:08.879] たついに回ったんだ
[04:34:13.039] オブは消毒ターンに燃やし
[04:34:15.920] まくれついに俺たちが半期を返す時が来た
[04:34:34.719] なえどうしようホルスター
[04:34:40.639] 作るスター作るべきだよな多分
[04:34:52.119] なめっちゃ見張りの後があるおいいね
[04:34:57.119] スナイパーの
[04:34:58.359] 日誌えー8月29日何もなし人が来る
[04:35:02.400] なんて人が来るって言ってなかった誰も来
[04:35:04.240] ないんならなんでこんなとこ見張ってない
[04:35:05.561] といけれんだ9月1日相変わらず何もない
[04:35:07.959] まうるさいぞゆっっくり読む時間があって
[04:35:09.959] いいじゃないか研究所の警備に比べたここ
[04:35:12.160] 天国だろえ9月14日鹿公への隔離地域
[04:35:15.039] から主人家5人入ってきたへやっと1人が
[04:35:17.879] 1人が仕事を何なんとかってタバコ箱くれ
[04:35:21.439] たやりがてえ5月え10月5日え確地区
[04:35:26.920] から6人が入ってきたトラック1年に6人
[04:35:28.840] ものごえ思ってたよりもえ状況はあだこう
[04:35:40.639] だH
[04:36:21.760] ワークベンチ行くか
[04:36:51.719] 始める
[04:36:52.959] か待てまだ何かある
[04:37:02.879] ぞこいやホルスター作る
[04:37:06.561] わさすがにこれ作っとくめっちゃ重いやろ
[04:37:09.719] な
[04:37:11.719] ガラクといっぱい入ってくかなミニ
[04:37:14.561] ショットガンもちょっとこれ行きます
[04:37:30.359] わチースチースおしさおはよう強化の
[04:37:36.920] 荒ら強化の嵐
[04:37:46.080] どうすっか
[04:37:58.719] なディアブロ
[04:38:11.600] H
[04:38:51.080] うんいし使いやすくなっ
[04:38:57.680] たじゃあ昔はみんなここに住んで勉強だけ
[04:39:02.000] してたの子供じゃないのにそう勉強して
[04:39:05.639] 遊んで将来やりたいことを見つける場所
[04:39:09.359] だったろさや
[04:39:11.600] りたいこと
[04:39:18.639] ね俺たちは幸せだったんだそ
[04:39:23.279] 行け何急
[04:39:36.760] にどうすんのこれすぐに戻る待ってるね
[04:39:44.878] ああだめ
[04:39:48.160] だくなってきちゃった
[04:39:53.120] なあ
[04:39:55.160] みえ一旦やめにするかなこの辺でで明日も
[04:40:00.120] やるわレシンレペ
[04:40:04.560] レシン眠い目こすりながらやるゲームでも
[04:40:07.760] ねえだろこれべ眠ても助かる明日もやる
[04:40:12.638] 明日さやってもね眠やってもしょうがねえ
[04:40:16.480] なちょっとストーリーかなり動いて
[04:40:18.920] ちょっとこっからまた楽しみだからあいや
[04:40:21.560] これちょっと明日中に終わすかな今4時
[04:40:25.480] でしょ寝て起きて
[04:40:29.040] 夕方夕方が昼下がりぐらいぐらいから
[04:40:32.360] やれればなと思ってますけどもね思てます
[04:40:36.600] けどもうん昼下がりぐらいからやれれば
[04:40:39.120] いいかなと思ってますけどもねちょっと
[04:40:41.718] ここまでにしときますわとりあえず今ちょ
[04:40:43.718] 眠てえわいやいややるよこれはマジでやる
[04:40:47.920] 多分夜からだかいや最近昼がデフになり
[04:40:51.440] つつある最近昼やるもんなそうだよな最近
[04:40:54.480] 昼やるもんなちゃんと
[04:40:57.600] なやっぱ仕事終わりはねその代わり仕事
[04:41:00.878] 終わりダメになったね前は毎晩金曜朝6時
[04:41:04.520] まで7時までやってたんだけどね無理なた
[04:41:07.000] 年たんだろうな多分なもうね朝まで起きて
[04:41:10.120] られあも4時までいやようやったと思う
[04:41:12.280] けど
[04:41:13.320] な今セーブしたよね
[04:41:17.040] オッケーはいもう38だもんね28や27
[04:41:26.840] じゃん俺27だよね今
[04:41:30.320] な28なんか
[04:41:32.680] 俺あれ俺って20型やくらいからやると
[04:41:36.600] いい安売になりそう28ちゃう28なんだ
[04:41:41.798] え2828かおじおじさんだな
[04:41:47.280] 2828はもうおじさんですねもう
[04:41:50.600] ちょっと待って電源ちゃんと
[04:41:54.440] 切ろお疲れなのよお疲れさおもろい
