[00:00:17.760] おいおいイスピソソソソSおいおいスピー
[05:02:13.760] ちゃん
[05:02:14.760] こんばんはこれで何がすごいって何がすご
[05:02:18.638] いってこれ
[05:02:20.558] ね何がすごいってHDMI出力ドック対応
[05:02:26.638] なんですよこちらねババンこちらババン
[05:02:31.440] まずまずですけどあの音量が500倍
[05:02:35.958] 500%になってるねバカでかい音が音が
[05:02:40.200] 音が超でかいから窓の外に投げる何それ
[05:02:43.000] もう地獄やめて音めちゃくちゃでかいのね
[05:02:45.760] 音が500%だ
[05:02:53.280] からたまら
[05:02:58.360] ね最高ででねできれそんでででめっちゃ
[05:03:04.558] きれでしょそんでこれなおもこお疲れおい
[05:03:08.040] 見ろよこれできたででねで
[05:03:11.558] ねなんと画面めっちゃきれこちらに
[05:03:15.760] 取り出し足りますわゲームこいつ専用の
[05:03:19.558] HDMIドックここにこれをさします
[05:03:22.280] めっちゃ良いですねそれは無理だろここに
[05:03:25.798] おいおいまさかそこまでできちゃうの行く
[05:03:28.240] よ見て
[05:03:33.240] てあれ映ないねいやいやそんなわけあ
[05:03:37.120] 刺さってなかったなんでよし
[05:03:40.718] おいおい見てくださいよこれやばくないす
[05:03:44.638] かうこれやばく
[05:03:47.638] ないNスイッチと同じなわけ
[05:03:52.480] よやばすぎるでしょこれ
[05:03:58.480] えめっちゃいいやん音も出
[05:04:03.200] たよしじゃあやろっかそんなきれに映るん
[05:04:08.440] だそうやばいよね
[05:04:10.878] じゃあポポロやろっかと同じかポポロ
[05:04:14.280] やろっか
[05:04:16.600] じゃあすげえこれマジで
[05:04:20.520] すごいやばく
[05:04:24.920] ない全然できるやん
[05:04:27.600] 配信配信全然できるやんもうちゃまくこれ
[05:04:31.320] 作りまくって稼ぎまくれるき
[05:04:35.040] ちょっとまクリームパンでも精密を
[05:04:38.280] いじれるという人類に与え
[05:04:40.840] たまでもねえたいてきそうい
[05:04:46.000] コントローラー使えるってた
[05:04:47.120] コントローラー使えるんだって
[05:04:48.718] コントローラーだこうだよこうだけど
[05:04:51.240] なんかこれファームこれワイヤレス
[05:04:52.798] コントローラーでやろうと思ったんだけど
[05:04:54.240] ドまでくっきりなんかあのファーム
[05:04:56.520] アップデートしなきゃいけないみたい
[05:04:57.798] むしろもうすでに使える笑だから要はとし
[05:05:02.320] て開発しましょうだから要はペロ
[05:05:09.878] この状態なわけよもう上からの目線だから
[05:05:12.320] あれだけどさ要はもうこの状態これが
[05:05:14.240] コントローラー
[05:05:18.920] なこの状態ででしかもしかもこれね画面
[05:05:23.360] 画面出たまんまじゃんこれねたまに
[05:05:26.718] ちょっとねでえっとマジでスイッチ原理
[05:05:29.520] じゃんこれ長押しでこう長押でこっちの
[05:05:33.200] 画面は消せるかな消せるの
[05:05:37.120] これこれたまらんいいよ
[05:05:43.480] ねこれすごい
[05:05:48.160] よそっちの映像消せるレも消せるよね
[05:05:52.280] LEDは
[05:05:54.120] 消せLEDは消せないですいや
[05:05:57.120] コントローラーはもうだからあれよ普通に
[05:05:58.760] スーファミのコントローラーここにぶし
[05:06:00.120] てるだけただスーファミのコントローラー
[05:06:02.160] を草ユであのできるやつがあんのよできる
[05:06:07.680] やつがあんのよこれなんかアップデートし
[05:06:10.160] ないといけないらしくて
[05:06:11.798] まこれすごい
[05:06:24.200] ねやればいいのさとりあえずここまででき
[05:06:27.400] ただけでももうだいぶすごいことだと思う
[05:06:29.920] んだけどやばくないマジ
[05:06:34.440] で全然配信できるやんあ死んだ
[05:06:39.638] 死んだわなやねなんやね死んだ
[05:06:44.120] わでこうやって抜いたら抜いたら抜いたら
[05:06:47.840] 速攻こっちにこうやって出るわけよ死んだ
[05:06:51.718] 抜いたらこっちに出るわけすごいよな
[05:06:55.200] すごく
[05:06:58.840] ないあさっきのさレインボーモードにし
[05:07:02.160] たいんだけどおお
[05:07:05.920] すごいこの光方もさこのフェードでさほら
[05:07:10.958] めちゃめちゃいいこれ何えカスタム機を
[05:07:15.520] 作って販売してんのものなんか愛があるよ
[05:07:18.160] ね
[05:07:19.080] うんよすちょっと良すぎないですか
[05:07:21.878] ちょっと
[05:07:23.000] これいいねニヤニヤしますこれやばいよね
[05:07:26.480] マジ
[05:07:28.520] でいやいいもんつたで
[05:07:32.680] これちょっとまこのアップデート後でやる
[05:07:35.160] わちょっと最後にさちょっとガラス
[05:07:37.160] フィルム貼っていいガラスフィルいらねえ
[05:07:40.080] 気もすんだけどねフィルムいらねえ気もす
[05:07:43.360] んだけど
[05:07:44.638] ねもちろんタイプC宮殿ですよあのUSB
[05:07:48.040] TypeC宮殿ねちょっとここをちょっと
[05:07:51.240] 俺はわしやりすぎちゃったなまあまあまあ
[05:07:54.360] でもしょうがないでしょそんくらいはいい
[05:07:55.958] でしょうねこんくらいを許してくださいよ
[05:07:59.718] とオオううたまん
[05:08:03.360] ねえたまらんねこんなの速充電
[05:08:07.878] 対応わからんやねんさっきからわからんわ
[05:08:11.040] なんかその
[05:08:12.558] なんかLEDは消せるんかとかそういう
[05:08:15.638] とこがついてきちゃってええねんええやろ
[05:08:17.920] がいこれできてんだ
[05:08:19.958] から急速充大ないわかんね知らねどうなん
[05:08:23.840] だろうねわかんないまあうんどうなん
[05:08:26.080] だろうな最近出たやつだからねこれもね
[05:08:28.000] 基盤もねビブレキプ
[05:08:30.400] えっと細かいことが気になりますまええ
[05:08:34.760] ねんわからんそこまでは俺もよしこれをは
[05:08:37.760] 何これクソ可愛いの出てきたけど
[05:08:40.240] あこれで拭いてねってことねこれさ俺貼る
[05:08:43.280] の苦手なんだよ
[05:08:45.400] な貼るの苦手なんすよ
[05:08:48.480] ねこのこのビニールフィルムをまず剥がし
[05:08:51.920] ますよ剥がす前にちょっとこっち見ようか
[05:08:54.200] お風呂で貼らなきゃお風呂で貼った方が
[05:08:56.280] いいいや別大丈夫だここ
[05:09:00.040] でまだ進化させようと色々出てることに
[05:09:03.558] 驚きそうなんだよもうどんだけこれあれば
[05:09:06.798] 持てますかどんだけ持てるでしょどんだけ
[05:09:09.878] こすんねんっていうぐらいこするからね
[05:09:12.200] 空気入るとああてなりますよねま最近ね
[05:09:15.760] あのクラスフィルムじゃないからになれ
[05:09:18.320] ます綺麗に行けたと思っても誇り入ってて
[05:09:21.440] テンションヒートショック起こすよも俺
[05:09:24.638] もう勢いで行く
[05:09:38.320] からクラスメイトに盗まれ
[05:09:43.638] ますなんかちょっとずれた
[05:09:47.440] ななんかちょっとずれた
[05:09:51.160] なももうワンチャンスくんないですかこれ
[05:09:54.360] 髪の毛細いねそれもあい
[05:09:58.958] よもうワンチャンすくんね
[05:10:05.920] 笑笑あら
[05:10:13.240] ずれたくらいならまだ
[05:10:24.680] 巻き返せる近い
[05:10:28.000] 近い髪の毛本当に細いなだからハゲの家系
[05:10:33.000] だって言ってんじゃんあオオッケいいん
[05:10:34.520] じゃないハゲあるか探し
[05:10:37.160] てるうんもうちょっとずらしなこういう
[05:10:40.440] ことやってとどんどんどんどんまたトブは
[05:10:42.200] 大丈夫でし
[05:10:56.760] た怖いから早く仕留めて
[05:11:15.280] 来た来た来た来たたた来たパーペキこれ
[05:11:19.440] パーペキですはい誇りゼロはいはい誇り
[05:11:21.558] ゼロなぜならフィルムを剥がした瞬間でし
[05:11:23.920] たから誇りなんか0なんだ
[05:11:27.638] よおおさす
[05:11:34.558] ちゃま
[05:11:38.200] しゃさすがこれで吹いちゃっ
[05:11:50.000] たちょっとちょっとうまいじゃんあメガネ
[05:11:54.160] 吹きあったよね
[05:12:01.400] メガネやる
[05:12:04.160] じゃんはい
[05:12:07.360] うーはいこれで完成ということ
[05:12:12.878] でやばすぎません
[05:12:19.000] これ改めましてこれで完成ということ
[05:12:24.600] で
[05:12:26.240] いえありがとうござい
[05:12:28.440] ますありがとうございますめちゃめちゃ
[05:12:31.680] 可愛い
[05:12:32.920] ですめっちゃいいじゃんめちゃめちゃ
[05:12:36.160] 可愛いでしょちんこれめちゃくちゃ可愛い
[05:12:38.320] べやばくね
[05:12:42.520] これやばすぎねこれ勇者
[05:12:46.200] 3888可いすぎね10万くらいなら普通
[05:12:50.040] に売れそういやこれやばいでしょちょっと
[05:12:53.520] 自分でもびっくりだわまさかMOD全部が
[05:12:57.160] さちゃんと出来上がると思ってなかった
[05:12:59.000] ちょっとこれHDMI出力だよHDMI
[05:13:04.200] 出力部屋の照明それで良くないこれ置い
[05:13:07.920] ときたいな常にな色変わるの色変わるの
[05:13:10.718] そう虹色に光るのこれジマゲーってニセ
[05:13:13.878] トロ作れるのいやニセトロは無理ニセトロ
[05:13:15.760] はめちゃくちゃ難しいこんなんじゃない
[05:13:17.280] すぎねこれやばすぎでしょねよこの
[05:13:20.718] スイッチの原理ってこういうとこで生きる
[05:13:23.200] のなそういうことだね要はこれ
[05:13:26.080] をでねこれをここに刺すとえ配信ができる
[05:13:30.160] とあちょっと俺確かめたいことがあるんだ
[05:13:32.600] けどちょっと俺確かめたいことがあるさ皆
[05:13:35.558] 様方はったはった1円から馬やろ裏ねえ
[05:13:40.200] 10万だったらま
[05:13:43.320] 考えるいやこれすごい
[05:13:47.958] なこれすげえな任もこういうの作ってくれ
[05:13:52.160] ばええのに
[05:13:54.440] なさん確かに
[05:13:57.000] ねこれはいい
[05:14:00.040] よえっと1個確かめたいこと
[05:14:04.440] があるんでございますと
[05:14:09.320] のは遅延ですよね僕が気になってんのは
[05:14:12.200] 遅延遅延が気になるんですよやはりどうし
[05:14:16.240] てもなのであのゲームを出してちょっと楽
[05:14:19.920] 確かめようかな
[05:14:22.840] とまあでもねOBSやってる時点でOBS
[05:14:26.160] で遅延があるからねゼロではないと思うん
[05:14:28.280] だ
[05:14:29.480] けどハード的なところだからこれあの
[05:14:32.120] あっちはね遅延してないと思うんだよ
[05:14:36.798] なままずは
[05:14:39.680] 音でかいの最高やちょっと待っ
[05:14:45.680] てままずは実機でやって
[05:14:50.280] みるうわ見やす
[05:14:57.920] 画面これを
[05:15:00.760] ねちょっとやってみますわま実機だから
[05:15:04.520] もちろん絶対遅延はないと国いいですね
[05:15:08.000] 思うんだけど
[05:15:10.718] 絶対遅延はないと思うんだ
[05:15:13.080] けど入力遅延かそうそうそうこれはまない
[05:15:17.320] よだ実機だ
[05:15:18.680] から丸
[05:15:23.160] 仮面え俺が下手なんだ
[05:15:31.200] けどあそうだ
[05:15:35.558] ね
[05:15:37.920] うんゲのみそ遅延してる懐かしままままま
[05:15:43.520] ままできますできますできますできますで
[05:15:46.320] 問題は問題はこっちの遅延なんだよねでも
[05:15:52.160] これは0にはならないよな多分なまず
[05:15:55.680] OBS返してる時点でねOBS返してる
[05:15:58.760] 時点でね遅延0っってありえないんすよ
[05:16:07.920] ねああ若干しかもうん音にもやっぱ若干
[05:16:11.718] 遅れを感じるでもこれはもうしょうがない
[05:16:13.958] よなまあやってみてよなそうだ
[05:16:18.958] な許容範囲以内だっ
[05:16:22.920] たらこれで
[05:16:26.958] や行けると思うんだけどね
[05:16:40.798] 行ける
[05:16:44.798] ぞ
[05:16:46.920] 行ける行けるや
[05:16:52.798] ん失敗したら遅延のせにできる
[05:16:58.320] ね
[05:17:05.040] 顔うん下手やろ俺が下手ちょっとだから俺
[05:17:07.958] が早早くなっちゃった
[05:17:10.920] でもねレトロフリークなんかと全然
[05:17:15.120] 違う全然全然レトロフリークなんかと全然
[05:17:18.440] 違うよ俺だこれ目てできるぞこれマジ目
[05:17:21.200] つるわじゃでる俺目つる
[05:17:24.440] わレトと違って遅延なさそうねちょっと
[05:17:28.600] あるでもちょっとはあるでもゼじゃない
[05:17:30.760] けどレトフのもう1/ぐらい
[05:17:39.920] 果たしてこれは遅延のせなんでしょう
[05:17:54.160] か行けるいけるおい行けるいけるもう目
[05:17:59.878] つぶっていける
[05:18:05.200] わ行け
[05:18:10.600] これは俺が下手なだけですおこれ全然
[05:18:13.760] できるな笑笑全然できるねああすげえな
[05:18:18.718] 全然できるなちゃえ
[05:18:22.480] 笑笑全然できるよこんなのでも遅延として
[05:18:27.320] 影響なさそうねまやっぱねちょっとあるね
[05:18:31.040] だそれは俺がそれ俺がOBSを見てるから
[05:18:36.120] やっぱりそのあの
[05:18:39.240] えっとキャプチャーボードかすとやっぱ
[05:18:41.600] どうしてもねこれをだからパススルーで
[05:18:44.878] こっちに映してそっちら音聞いてやったら
[05:18:46.600] 絶対大丈夫そう棒読み聞こえないんだよ
[05:18:50.160] なもねかなりもういいとこまであれしてん
[05:18:54.958] じゃないかなと思うねいいとこまでも限界
[05:18:57.320] 値ぐらいまで遅延なくしてんじゃないか
[05:19:02.798] なこれとかめっちゃ好きなんだよね俺
[05:19:09.400] これ懐かしいなこれかなりねあのシビアだ
[05:19:13.360] からこれちょっとでも遅延したら多分でき
[05:19:15.360] ないと思うめっちゃシビアなんだよ
[05:19:19.760] これ
[05:19:23.958] ほらオあでもやっぱできる
[05:19:35.240] なまあまあできるな
[05:19:40.160] これできるや
[05:19:50.360] んあそうですかまあまあまあでも悪くない
[05:19:56.558] ねこれどすんのこれさどうやったトよりも
[05:20:00.240] 遅延は少ない全然少ない全然少ないできる
[05:20:05.440] もんトは
[05:20:08.878] ちょっとなんか意識しなきゃいけないんだ
[05:20:10.440] よなんかその遅延
[05:20:18.520] をあでもやっぱずれてん
[05:20:26.400] な
[05:20:29.240] タドン目開けてりゃできるよ全然はいはい
[05:20:40.520] うん目開けてれば全然でき目つぶったら
[05:20:42.760] 無理だだわ見えない
[05:20:49.000] もん見えないんだよこっち
[05:20:52.798] は見ても見え
[05:20:56.240] ないまあでもいいまあまあまあまあまあ
[05:20:59.040] なるほどねはいはいはいわかりましたよ
[05:21:03.878] はあこれはすごいです
[05:21:07.558] ねこれはすごいもんをできましたよごめん
[05:21:10.600] 抜いちゃったごめんこっち抜いちゃったん
[05:21:12.000] だ
[05:21:13.680] けどこりゃいいねあれいい感じあれ待って
[05:21:18.760] なんかえなんか待ってあれなんか電気使
[05:21:21.718] なくなっちゃったよえ何なんかライトつか
[05:21:24.520] なくなった
[05:21:25.440] よえあびっくりしたなんだよえ何怖なんか
[05:21:29.718] 一瞬つかなかったね今ねあえ怖い怖い怖い
[05:21:32.958] やめてだいぶ気に入ってんねんから俺この
[05:21:36.200] これな
[05:21:38.958] 接触の問題かねどうなんすか
[05:21:43.200] ねタしかもこれねタッチタッチ機能こ
[05:21:46.600] タッチであの起動調整できるんですよこの
[05:21:51.040] タッチもねあんまりなんか信用ならない
[05:21:53.520] ちゃならないんだよ
[05:21:55.280] なあもちろんこれボタンでもできるんだ
[05:21:58.440] けど
[05:22:03.958] ねうんまあまあまあまあまあでもまあまあ
[05:22:07.000] いいんじゃないですかうんうん8割型大
[05:22:10.638] 成功ってことでいいんじゃないですか
[05:22:12.760] ねねいや良かったよかったいやいいもん
[05:22:16.638] 作れたででもう1個やりたいことあんねん
[05:22:19.320] な本当はなもう1個やりたいことあんです
[05:22:21.760] よここに取り出してありますわ真っ白の
[05:22:24.680] カセットここにですねここにですね95割
[05:22:27.600] 成功でしょこれならここにですね
[05:22:30.160] あの僕があのこっちの黒いゲームボー
[05:22:34.480] アドバンスで使ってるあのなんあのねSD
[05:22:40.080] カードにゲームを保存しておける白物が
[05:22:42.280] あるんですけどこれに俺入れちゃいたいん
[05:22:44.360] だよねでもうさ持ってるゲボアマとセト
[05:22:47.400] そこにぶち込んときたいんだよね全部パっ
[05:22:49.280] と見失敗したようには見えないまあねまあ
[05:22:51.520] ね失敗はしてないけどねかなり大成功だよ
[05:22:53.840] これすごい満足度高いわこれめちゃくちゃ
[05:22:56.798] いいわねで要こいつをこいつに載せ替える
[05:23:01.440] まこんなもんすぐ終わるんだけどキャプボ
[05:23:03.040] も内臓型にするとさらに遅延低い4外付け
[05:23:06.558] もだいぶ遅延低くなったけどボ内臓なんか
[05:23:09.558] あんのでできたらかなり楽にはるよねそう
[05:23:12.280] そう
[05:23:16.040] そうバリ中国のやつなんだけど
[05:23:20.040] これ何時もう4時か早いの俺明日仕事やや
[05:23:24.160] だな明日から仕事なん
[05:23:28.638] だまこれこのまま使えばいいんだけど
[05:23:31.400] せっかくだ色揃えたいなと思ってさ側買っ
[05:23:33.760] たんだよ
[05:23:42.878] まこんなん5分で終わるけどね乗せ替える
[05:23:44.840] だけだ
[05:23:52.520] からあこれどうやって
[05:24:09.400] グラボと同じ感じでプシにブさすタイプ
[05:24:12.080] あるよ
[05:24:13.638] ん
[05:24:22.080] ふーあ待ってこれあSDカードスロット
[05:24:26.360] 削らなきゃなんねんかあそういう
[05:24:30.160] ことSDカードスロット削らなきゃなん
[05:24:33.040] ないねそうだね削るかじゃあ
[05:24:40.920] ここ削らなあかん
[05:24:48.480] ねちょいと削りますせまたお削りの時間や
[05:24:52.440] これまた片付けの大変だ
[05:24:56.958] なお削りの時間行きますよ
[05:25:03.920] またよいしょ
[05:25:19.840] ごめん画面揺れてるよねごめんね
[05:25:40.878] うんいい感じいい
[05:26:06.680] 感じこんなもんかなこんなもんですか
[05:26:13.680] ねこんなもんですかねちょっとここ入れ
[05:26:16.638] やすいように丸くしとくか
[05:26:24.878] ななんでもやってみることだよななんかさ
[05:26:29.000] こんなのさや始める前は自分できると思わ
[05:26:32.040] なかった
[05:26:33.200] もん何でもやってみることだ
[05:26:36.000] よできんねんやったら
[05:26:39.040] 見よ見ねでも
[05:26:44.360] さまさかこんな改造してるやつなんてさ
[05:26:47.320] なんかちょっと頭おかしいやつだかと思っ
[05:26:48.718] てた
[05:26:50.320] もんもうこの改造とかやゲームボバ改造と
[05:26:55.480] かって頭おかしいんだろうなと思ったけど
[05:26:58.000] やればできんねんか
[05:27:04.680] な用は才能ですいやとかじゃてできるんだ
[05:27:09.000] よやれば誰で
[05:27:25.320] ももうちょいやなもうちょい削ろうか
[05:27:32.400] うんもうちょい削れるな
[05:27:39.320] よいしょ
[05:28:27.638] うんうんいい感じいい感じ
[05:28:43.480] いいんじゃないうまいこと削れたんじゃ
[05:28:48.520] ないカスがういねやっぱ
[05:28:54.920] ねよいしょああよいしょよいしょよいしょ
[05:29:26.878] んこれあれかこれさ入れ替えるの相当
[05:29:32.160] 厳しいかもなここ切らなきゃいけないんだ
[05:29:36.000] あそうですかどうすっかな
[05:29:39.878] うーんここ切れる切れるケしかないか
[05:29:43.878] やっぱまだ
[05:30:01.600] これうんこれはちょっと後でやるか
[05:30:12.080] よいしょあ切れないよねこれじゃ
[05:30:21.798] ねトイレから期間お帰り何してんのうん
[05:30:28.040] 今最後にちょっとあのやりたいことがあっ
[05:30:33.320] て真っ白い機械を作ったじゃないですか
[05:30:36.320] カセットも白くしたくて
[05:30:39.638] 1つのカセットに自分の持ってるゲームを
[05:30:41.798] 保存しておけるっていうソフトがあるんだ
[05:30:43.480] けどそれをじっと見ちゃうあれにし
[05:30:47.200] ちゃおうかなと思って白くしちゃおっかな
[05:30:50.160] と思ってんだけどこれがまたちょっと
[05:30:52.120] だいぶだるいことだいぶだるいなこれって
[05:30:54.040] 今思い始めてきたこれだいぶだるいっすね
[05:30:57.878] ここのポっ削らなきゃいけないのこれどう
[05:31:00.080] 削るかなこれどう削るか
[05:31:03.520] なニパであニッパーで切っちゃおっかこれ
[05:31:19.520] 指切っちゃダメだよおお気をつつける
[05:31:31.760] よニッパー万能やっぱ困ったらニッパー大
[05:31:36.760] 先生よ
[05:31:49.480] ほうスドカードに吸い出してその
[05:31:52.120] カートリッジで保存してるや遊べるって
[05:31:54.718] やつかそういうこっ
[05:31:56.920] ちゃまもちろんねロムの違法ダウンロード
[05:32:00.400] はマジでダメだ皆さんそれはやっちゃだめ
[05:32:02.320] だからね僕は水出式を持ってますからあれ
[05:32:07.160] どこやったっけ
[05:32:08.480] あれ今ないんだけど今ないんだけどつっ
[05:32:11.080] たらなんか怪しく聞こえるよなあれあなん
[05:32:14.920] ねあんのよ水出式がゲボアドバンスと
[05:32:17.400] ファミコンていうかレトロフリークで水出
[05:32:20.000] 式できるからねそういうソフトがあこれ
[05:32:21.718] これこれこれがねしねいやあるあるがこれ
[05:32:23.798] やこれがゲームアドバンスの水出式やこれ
[05:32:27.480] ねエピローグってとが出てるGB
[05:32:35.400] オペレーターあとはレトロフリークの
[05:32:38.680] あのレトロフリークのあれがあるじゃん
[05:32:42.320] あの読み込ませるやつあれをUSBで
[05:32:45.400] パソコンに繋いで吸出しにできるソフトが
[05:32:49.040] あんだよファミコンとかはそれで吸ってる
[05:32:51.080] 俺
[05:32:54.280] はなんか今ダウンロードできなくなっ
[05:32:56.520] ちゃったみたいだけどねそのソフトね
[05:33:10.798] ガ揺れて
[05:33:18.480] ごめんよしこれでどう
[05:33:26.200] やおえんちゃうえんちゃうあえんちゃうっ
[05:33:31.400] て言まえかえか
[05:33:34.360] かええやなこういうことやな
[05:34:06.000] ああ何これ
[05:34:10.878] あーこれもダメなのかちゃまさん
[05:34:15.360] こんばんはありさこんばんはどうも
[05:34:18.320] こんばんちゃちゃまゲームですけども
[05:34:21.920] ちょっと今色々と思考錯誤してますこうな
[05:34:27.798] んだよなこれなこうなんですよねこれあ
[05:34:31.638] 改造も幅広くなっとるなめっちゃ便利やな
[05:34:35.160] めっちゃ便利だよね
[05:34:38.240] これ取っちゃおっ
[05:34:44.320] か
[05:35:04.160] 危ないこれ何がダメなあ当たるんかこれ
[05:35:08.120] またここ削るなかんのやんけもうどんな
[05:35:10.840] 削るねんもうずっと削っとるで俺今日削り
[05:35:15.718] のチマになってる今日また削らなあかん
[05:35:23.120] ここ分かった削ったるわじゃまた
[05:35:26.360] アドバンスめっちゃかっこいいですねこれ
[05:35:29.558] 見てこれ見てこれちゃんこれ見
[05:35:36.240] てぐ勝てある
[05:35:40.840] これできましたかなこれねHDM出力も
[05:35:45.120] できましたこれ刺すとパソコンにるの
[05:35:48.000] ちゃまくこれはやばい
[05:35:50.520] でしょエグエグエグロックマエグ
[05:36:01.040] ぜもうみな完成見たら満足してどっか行け
[05:36:04.320] なかったなあいつは
[05:36:24.200] いやでも良かったよ成功してあ確かにもう
[05:36:27.240] そんな時間かとびとチコンヒー
[05:36:30.000] ペもうご飯ああご飯何食べようかな今日
[05:36:33.120] カレー食べ行こうこれ終わっ
[05:36:35.000] たらカレー食べ行こう
[05:36:38.840] 明日仕事だからな
[05:36:42.638] くそもうちょっと休み欲しいよなまでも
[05:36:46.558] 明日行ったら休み
[05:36:49.440] かてか嫌がらせだよな明日行って休みだっ
[05:36:52.440] たも休みにしてくれよなんで1日出させん
[05:36:54.440] ねん金曜だけ
[05:37:01.000] 意確かになあ意味がわかんねえよな
[05:37:10.240] 休もう今更休めねえ
[05:37:15.718] よあこれ掃除機かけだめだ食ったねコ
[05:37:19.878] だらけになっちゃったこの
[05:37:24.600] 机お腹痛い言うて有
[05:37:29.360] 取るとりあえずこって言われちゃ俺お腹
[05:37:32.320] 痛いとりあえず来いそっから考えよ
[05:37:37.680] インフルかかろうかかりてえなかかりたく
[05:37:41.120] ねえけど
[05:37:41.958] なさんこんばんはあのね1人暮らしの
[05:37:45.200] インフルマジきつい
[05:37:50.600] よえあそこも当たってんのこれきついです
[05:37:54.718] よきついよな1人暮らしのインフルは
[05:38:05.840] な全部ちゃ
[05:38:13.120] なインフルとコロナどちらがきついのかな
[05:38:16.760] あ俺どっちもやったけどどっちもやった
[05:38:20.480] けどねまコロナのがきつい
[05:38:23.400] わミフはま風の延長前だから同じくらいお
[05:38:28.480] 浜べちゃん浜べちゃん調子どうですかね
[05:38:30.558] 見る見たい見
[05:38:35.320] たい神モスチャンネルこれ出来上がりまし
[05:38:39.840] たHDMは出力もありますからここは宮殿
[05:38:43.520] ねググググググはみすぎるでしょこれ噛み
[05:38:47.040] すぎるでしょで今はちょっとカセットを
[05:38:49.558] 作ってるカセットを作ってるってなかもう
[05:38:53.400] ゲーム作ってるみたいな方く
[05:39:20.680] うんなんかこれでもパセットが閉まらない
[05:39:24.000] ね
[05:39:40.120] これもしかしたら入れ替えるの不可能なん
[05:39:42.280] か
[05:39:45.120] ななんかねしまんねえカセットの蓋が
[05:39:48.280] っこいのかな
[05:39:56.360] これんなんだこれ
[05:40:12.638] あいやここがあれなんかもしかしたらああ
[05:40:17.680] なるほどねここも削らもちょ削るの飽きた
[05:40:20.878] でまた削らなあかんねこれもうニパで取っ
[05:40:29.400] ちゃおうここなんかいらないんだなこれな
[05:40:32.160] 多分なしはウ
[05:40:34.638] をおいチソ
[05:40:39.638] チソチソちょっと待ってちょっと待って
[05:40:42.400] ごめんねちょっと待ってごめん
[05:40:45.878] ねできた
[05:40:48.200] よできたできたとんでもねえのができ
[05:40:52.520] た何とんでもねえのができたよできたんだ
[05:40:56.478] けどちょっと待ってね今
[05:40:58.080] ねえもうできたのできた
[05:41:01.798] よ今
[05:41:03.878] は
[05:41:05.520] おまけおけを
[05:41:09.280] 勝もくせえお見とけよ見とけよえぐいから
[05:41:15.878] ねどうですか
[05:41:18.280] これどう
[05:41:20.320] よ
[05:41:21.920] ねエグざでしょ
[05:41:25.958] これめちゃキラキラめっちゃ可愛くない
[05:41:31.840] すげえ色も変わりますと
[05:41:34.600] これやばすぎるやろこれ
[05:41:37.798] めっちゃいいよ
[05:41:40.000] ねできました
[05:41:44.160] 可愛いよし今はちょっとまた別のベース白
[05:41:47.520] なのがやっぱ可愛いねそうベース白だよね
[05:41:49.798] やっぱ
[05:41:51.160] ね良かった白にし
[05:41:54.600] てちょっと超揺れますよちょっとすいませ
[05:41:57.160] ん
[05:41:57.958] ねあ
[05:42:00.360] や俺の見られたく机の下見られたくないん
[05:42:04.520] だ俺またこれ配信でやるからあのリスナー
[05:42:07.760] 対抗リスナー対抗汚い部屋選手
[05:42:15.718] 権今のうちからお前ら笑笑お前ら今のうち
[05:42:19.160] からあの部屋汚しとけよしししに叶うやつ
[05:42:24.080] 出てくるか
[05:42:25.120] なリスナー対抗ねそんなの私が勝つに
[05:42:29.638] 決まってるじゃないですあいたちょっと痛
[05:42:33.840] ガチだから痛い笑笑た前回の優勝者ね王者
[05:42:39.920] だ前回の優勝者
[05:42:43.840] うん王者ねちゃ母がびっくりしたんだっけ
[05:42:47.718] チャンピオンには到底かなわね俺の
[05:42:50.120] お母さんがちょっと引いて
[05:42:52.200] た女の子だよ
[05:42:56.000] ねなあ別にいいよな汚なくたっていいよな
[05:43:00.440] 笑笑笑
[05:43:12.280] 片付けする前の部屋取っとけばよかったな
[05:43:16.040] かなり優勝あったたあの部屋で生きてんだ
[05:43:20.520] いや生活感があっていいんじゃないの生活
[05:43:22.760] 感があっ
[05:43:23.920] てあれがリアルだよ
[05:43:27.240] な
[05:43:29.440] えこれで出来上がりです
[05:43:35.558] かええこれまだダメなのこれ全部削る
[05:43:39.638] なきゃダメかこれもしかしてもうしんの飯
[05:43:44.718] 食行きたい早く明日もう明日仕事からも
[05:43:47.958] 早く寝る夜配信しようかなと思ったけども
[05:43:50.000] あまりにも時間かかったからもやめるわけ
[05:43:52.160] よ明日仕事だし明日から通常配信ねええ
[05:43:59.280] ねえだってもう7時やろ飯食ってまた風呂
[05:44:04.320] 入ったりなんだりとかしてたらさまた全然
[05:44:06.600] 時間ね
[05:44:07.798] 今日はちょっといいやもう分やろ何時間
[05:44:09.718] やってんだこれ5時間やってんだぞ6時間
[05:44:11.200] やってんだ
[05:44:12.160] よ明日仕事から帰ってきたらまた配信する
[05:44:15.718] わそう聞くとぐさんの部屋気になる俺の
[05:44:19.878] ディコにってる落ちるから明日にしたら
[05:44:22.400] ええ
[05:44:25.360] ねんんそう寝落ちるからねそうな
[05:44:28.200] こんばんはそうなんだどうせ俺がさやるよ
[05:44:31.040] つってさやらない
[05:44:32.360] からあさこんばんは
[05:44:37.200] た分かるよディスコのちょっと前のね
[05:44:39.680] かなり前の俺のDiscord
[05:44:42.760] にちょっと遡るとリスナーたちがなんか
