[00:00:05.080] 1個メ会館ハリボテクレイが済むハリボテ
[05:03:15.690] [音楽]
[05:03:19.000] の見てきた
[05:03:21.560] [音楽]
[05:03:25.558] コ集めてるにはんおもろないなわないお
[05:03:31.160] 願いがあるんだ
[05:03:33.558] なてるじゃん
[05:03:37.230] [音楽]
[05:03:40.160] 作ってるにしてはみんな同じような
[05:03:42.760] 仕上がりになるなでも
[05:03:45.760] な個性が全くないというかね同じなんかさ
[05:03:50.760] して笑同じなんか
[05:03:54.798] あのアプリかなんかで作ってんのかなって
[05:03:57.440] 思うぐらい同じ感じになるよねいや流行っ
[05:04:00.320] てんのよ今その猫ミームが
[05:04:05.630] [音楽]
[05:04:12.080] 猫可愛いよな猫可愛い猫は可愛いでも俺犬
[05:04:15.200] 派ですすいませんごめんな俺犬派なんだ
[05:04:17.920] 一番
[05:04:18.958] 可愛い宇宙猫も可愛いけど俺は犬派なんだ
[05:04:26.080] ね犬が一番可愛いからな動物の中
[05:04:34.520] でだったよ俺も派だよ俺は62
[05:04:42.240] 6262
[05:04:44.680] 可愛い猫は可愛いんやが同じことを多数で
[05:04:48.160] やってもなうん俺は犬の方が
[05:04:52.920] 好き犬ってさ超分かりやすいんだよ感情が
[05:04:58.400] 怒ってるとか嬉しいとかそれが可愛いんだ
[05:05:03.020] [音楽]
[05:05:06.320] よあと定期的にタイムラインに流れて来る
[05:05:10.040] 殺伐としたタイムラインにハムスターが
[05:05:12.760] にゃんみたいな何それ何それ何それ
[05:05:15.958] 何それ
[05:05:17.210] [音楽]
[05:05:26.920] あ眠たくなってきちゃった
[05:05:32.120] よ4てなく犬も好きいるいるいる動画見た
[05:05:37.600] わ44
[05:05:40.440] ねあれ可愛いよなあれ可愛いよね
[05:05:46.120] 犬んだけどああるね
[05:05:50.360] タコウみたいなやつねタコウニみたいな
[05:05:53.878] やつバレンタインデーみたいなやつもある
[05:05:56.638] ある
[05:06:01.820] [音楽]
[05:06:08.558] ね復してくれの優しい
[05:06:12.320] わま倒す
[05:06:17.160] けどまあレベル50だったらまいんちゃん
[05:06:20.600] えんちゃんなんで倒せねえんだよ倒せうわ
[05:06:25.160] 寝る寝てる顔可愛い
[05:06:28.878] たかいてなくでって笑うおじさん思い出し
[05:06:33.240] たニコニコにあったらなんか笑い耐えれ
[05:06:36.280] たらあれみたいなやつ
[05:06:38.520] ね冷えひえコーヒーマのあったよね
[05:06:44.558] ひひひにょにーにーってやつねひひひ
[05:06:50.280] ひひひも
[05:06:51.690] [音楽]
[05:06:55.400] いい定期的に見
[05:06:57.770] [笑い]
[05:07:00.760] ちゃうアル中カラカラが好きだった出たよ
[05:07:05.120] 村かわた村か
[05:07:09.718] たまに摂取したくなるおいしいか
[05:07:12.870] [音楽]
[05:07:17.280] もかチマゲームマット作ってくれよチマ
[05:07:20.280] ゲーム
[05:07:22.160] マット音わっかみての作って
[05:07:27.190] [音楽]
[05:07:29.240] よありがとういいこちらこそありがとう
[05:07:32.080] ございます本当にいいんですかしいねん
[05:07:39.718] だけでありがたい
[05:07:41.350] [音楽]
[05:07:42.958] わ雑談力をやっぱもう一度鍛え直したいよ
[05:07:46.840] ねおお帰り雑談力をね僕はね鍛え直したい
[05:07:51.958] です俺ねもっと前の方が色々喋れたと思う
[05:07:54.760] のよなんか最近落ちたわお仕事中ならない
[05:07:59.798] のかな確かごめん急に大きな声出すからね
[05:08:02.878] ねマイクの設定も見直してさじゃあさもう
[05:08:05.878] さ絶対音が割れない設定にしてみる
[05:08:10.400] ほたて対決すんねえよ絶対に悪る声
[05:08:13.680] バーサス絶対に割れない
[05:08:19.558] 設定そういうのもあるかもな俺の声がさ
[05:08:23.080] ルータラジオの時の雑談力が全盛あれだっ
[05:08:26.520] てコメントゼロだからねあれそれはお前の
[05:08:29.840] アイデンティティだろがいやそれで人が
[05:08:32.480] 減ってるんだとしたらさも声が割れなく
[05:08:37.120] なったら来なくなるもいるかもしんねえ
[05:08:39.000] からな
[05:08:40.040] てなくても声質がガビガビしてるしお前
[05:08:42.718] それはお前俺のこと馬鹿にしてんだろま
[05:08:45.160] 確か俺の声あんま汚い汚い声だから
[05:08:48.120] ねガビガビの声だから
[05:08:50.730] [音楽]
[05:08:53.360] 俺そのガビガビが好きなのまあ
[05:08:59.320] ねれなくなったら来なくなるってやつも
[05:09:02.360] いんのかなお前れしてないお前の配信
[05:09:04.920] なんか見ねえわみたいもかけるとび切れる
[05:09:07.280] のがなまあね要は私立つぼみで喋っちゃう
[05:09:11.200] とそこがノイズ扱いされちゃうから
[05:09:14.200] ねまコンプぐらいはかけた方がいいんだ
[05:09:17.240] けどろけどねいやかけてんねんでこれ一応
[05:09:20.400] かけてんだけどなんか
[05:09:23.210] [音楽]
[05:09:24.440] さかけてんだけどねかかってるんだかかっ
[05:09:27.558] てるけど全然かかってないよ
[05:09:29.320] ねもう数値いじんなきゃいけないんだよく
[05:09:32.240] わかんねんだよな
[05:09:38.070] [音楽]
[05:09:41.200] しかもこれってやっぱさ自分で確認するの
[05:09:44.480] 大変
[05:09:46.080] じゃん自分で録音して聞いたりとかめど
[05:09:51.120] くさくにそう配信中にやってやってさ
[05:09:55.320] みんなに聞いてもらうのが一番早いんだろ
[05:09:58.000] そうそれがめどくさいのよこのマイクの
[05:09:59.798] 設定って自分のさレスポンス
[05:10:03.718] がでん全ま多分
[05:10:08.320] おさん多分声抑えめでやってるから
[05:10:10.680] そこそこあな綺麗に乗ってるんだろうね
[05:10:13.718] もう声とか遠慮する必要ねえからさ
[05:10:17.360] めちゃめちゃうるさい声やる
[05:10:24.480] から問題点明確化して1つ1つじっくり
[05:10:28.200] 片付けてこ声が割れてんのが問題ですか
[05:10:32.480] やっぱり俺
[05:10:34.540] [音楽]
[05:10:37.718] はでもやっぱなんかその俺もニコ生見てき
[05:10:40.920] たから人間だからさなかギャーギャー言っ
[05:10:44.400] て声割れてんのが面白いっていうのが若干
[05:10:46.920] あるからね俺の中にうわめちゃめちゃ
[05:10:49.840] こいつうるせえみたいなtchはそうじゃ
[05:10:53.520] ないのか
[05:10:57.190] [音楽]
[05:10:59.320] なあと1
[05:11:01.400] レベ頑張れ頑張れドロポン来たコ生って
[05:11:06.798] そうなんだねが全部
[05:11:10.280] ただなんとなくなんかそういうイメージは
[05:11:12.840] あるよね
[05:11:15.170] [音楽]
[05:11:17.718] 村村分かったみに教えてあげる内緒のやつ
[05:11:21.718] 大声戦士権とかがもしあったら出てほしい
[05:11:24.120] よな絶負ける気しねえわすげえでかい声
[05:11:28.280] 出せて言わ出せるもん最よくニコ生出身の
[05:11:31.440] 人見るけどいつもびっくりしてる何が
[05:11:34.200] びっくりすんの
[05:11:42.240] ちゃく好きな人たいっぱいいるからそんな
[05:11:45.000] 落ち込まなくても大丈夫
[05:11:47.280] [笑い]
[05:11:49.360] コに救わ
[05:11:54.480] れるキーボードの
[05:11:56.878] MMボタン
[05:12:01.320] 押す使ってくれてる
[05:12:08.160] 優しいタッチでミュートできるから
[05:12:11.680] これこちら側でミュートに
[05:12:14.958] しよあそういうことができんの君側じゃ
[05:12:19.600] なくてねあそういう
[05:12:23.440] こと急に大声でわーってなるのはでも俺の
[05:12:26.638] 配信もなっちゃうと48時間配信とかする
[05:12:29.878] よないや俺もするけどがいよねマイクそう
[05:12:34.958] やね見た目がいいのよ
[05:12:40.040] これがさあのインターフェイスのさマイク
[05:12:43.680] だったら良かったなもっとがな
[05:12:48.360] あーでもなんかあるよね今ねなんかもいい
[05:12:52.360] やつでもこういう風に光るやつなんか出
[05:12:54.040] たっぽいよね最近
[05:13:01.840] ねマイクかマイクを買い換えるってのも
[05:13:05.200] ありんだけどね
[05:13:13.000] これUSBマイクなのがちょっと気に食わ
[05:13:15.400] ねんだよなこれがさインターフェイスの
[05:13:18.760] マイクだったら良かったんだ
[05:13:20.958] けどUSBマイクってやっぱ音質ちょっと
[05:13:23.878] ま限界あるから
[05:13:26.310] [音楽]
[05:13:34.160] ねジョイコさんのマイクはいいやつって
[05:13:37.200] 聞いたカラオケにあるよ
[05:13:40.638] USB
[05:13:41.920] 仲間ま問題はないけどねUSBでもね全然
[05:13:45.878] 問題は全然ないてかこれだって全然
[05:13:48.000] しっかりあれば全然音きれだしも
[05:13:50.160] オーディオインターフェイス買ってマイク
[05:13:52.120] 変えたいんオーディオインターフェイス俺
[05:13:54.638] も余っちゃってんだよな前は俺も
[05:13:56.798] オーディオインターフェースあのなんだっ
[05:13:58.958] けatアーダコーダっていうの使ってた
[05:14:00.840] けど同じくUSB買って失敗だったかなっ
[05:14:03.920] てなUSBマイクはピンキだから
[05:14:08.040] ねいUSBマイク買っちゃう配信者さん
[05:14:11.040] みんな材すごいよねいくら使ってんだって
[05:14:13.600] 思うよな本当にな引くよ
[05:14:16.280] ねこんな配信というこの行為にいくらかけ
[05:14:20.638] てるんですかて言われたら俺もうぞっと
[05:14:22.440] するよ俺私もUSBでアプリが優秀らしい
[05:14:26.320] の使ってるシレあシアのマイクで
[05:14:30.040] 2000円マイク2000円なん
[05:14:33.080] だ元々高室がいいんじゃないバルちゃんは
[05:14:40.000] これ2万もすんねんでこれ
[05:14:44.000] 高2万するマイクの音割ってんだ
[05:14:47.330] [笑い]
[05:14:50.160] からそれはそれだよだからいた
[05:14:53.760] ないあんなにえやなえ
[05:15:00.230] [音楽]
[05:15:04.480] ちゃうこったら
[05:15:09.200] かい
[05:15:10.798] り切りねえよなこういう機材ってマジで気
[05:15:14.240] にし出し
[05:15:15.880] [音楽]
[05:15:24.440] たら本当にな切りないない
[05:15:27.670] [音楽]
[05:15:31.160] ねえ
[05:15:39.270] [音楽]
[05:15:41.360] どんどん新しいの出るしねそうなんだよ
[05:15:44.840] なせっかく高い金出して買わないといけ
[05:15:48.520] ないし
[05:15:49.400] ねどんだけ金使う
[05:15:54.718] ん本当にいやでも多分普通にみんな平均的
[05:15:59.600] に100万ぐらいは使ってるよな配信と
[05:16:02.400] いうことに対してパソコンから何か全部
[05:16:05.160] その部屋のものも全部含めたら100万は
[05:16:07.520] 平均でみんな使ってると思う
[05:16:09.520] そんくらかかるやんな
[05:16:11.760] 多分単位で100万くらい使ってる使って
[05:16:15.920] んじゃない配信者は
[05:16:18.240] うん使ってる
[05:16:23.010] [音楽]
[05:16:24.718] でしょ年100万はちょっとどうだ相当
[05:16:29.718] じゃないそれま俺はどうだろうなま俺は
[05:16:33.480] ゲーム
[05:16:34.840] で副業にできるほどあれじゃないが
[05:16:39.400] え100万ぐらい使ってるでしょでも今
[05:16:41.480] まで今まで今まで今までさってた収で助け
[05:16:44.878] られてますみあまね助けられてるよねそう
[05:16:51.120] だよ
[05:16:52.680] ね僕だってお金もらってますからねうま
[05:16:57.400] 100万使ってありがとうありがとうあ
[05:17:02.440] こんばんはだってもう
[05:17:06.400] パソコン250万
[05:17:09.120] の
[05:17:10.040] 赤いやでも赤字よ赤字は赤字よそりそうよ
[05:17:14.080] 俺だって大赤だ今のま全然収益いいてます
[05:17:18.320] けど
[05:17:19.040] ね赤字赤字で赤字でって
[05:17:24.680] 万ざだねあ今モデルめちゃくちゃ高いから
[05:17:30.230] [音楽]
[05:17:32.680] ね確定したけど結って
[05:17:37.680] やっぱりた
[05:17:39.638] よしやっとこちだっ
[05:17:44.550] [音楽]
[05:17:45.958] たあと深まるどうするかだよねこれ
[05:17:49.550] [音楽]
[05:18:02.718] ねあ俺も確定申告しなきゃうんしき
[05:18:11.080] お
[05:18:12.610] [笑い]
[05:18:15.440] 笑笑お
[05:18:19.000] かなんだかんだ結構ちゃうよなトロ
[05:18:23.240] ゲーマーゲームで結構ランディはあれか
[05:18:27.120] する人ないの
[05:18:29.000] か俺もしなきゃいけないです
[05:18:32.360] よネトゲーマーはゲームで結構お金飛び
[05:18:36.080] そうだよねそうだねあの
[05:18:39.718] 引く引くと思う
[05:18:42.400] みんな引くと思う俺のレトロゲームに
[05:18:45.680] いくら金かけてるか聞いたら多分引くと
[05:18:47.840] 思う
[05:18:50.878] な多分引くと思う
[05:18:53.920] よめちゃめちゃ買うもん50万とか特に
[05:18:57.840] ちゃまくみたいな箱に50万とかってのは
[05:19:01.320] 何単位で言ってる
[05:19:04.040] 単位年端50は余裕で言ってるでしょ
[05:19:09.200] 月はそんな使えないけどそんなお金ね
[05:19:11.280] もらってないから50万ももらってない
[05:19:14.280] から俺も年端だったら使っ
[05:19:18.000] てるえ使ってんじゃないえ全然使ってると
[05:19:22.718] 思うよだっ
[05:19:24.958] てえ念使ってるよ多分俺そのあじゃとか
[05:19:29.600] もう数えたくもないとかそうそう輸入あれ
[05:19:32.798] だから要はレコードじゃで買ってたらで
[05:19:36.840] レコードこれ1せにレコード代が
[05:19:40.200] 5000円だとして輸入あの料で
[05:19:42.520] 5000円ぐらいかかってるからね輸入
[05:19:44.920] 手数料
[05:19:46.680] でゲームだけじゃないから
[05:19:52.000] 俺そうする
[05:19:55.920] さ量大きいもんね大きいねだからまとめて
[05:19:59.718] 買いたいんだよできればてか今円安だしね
[05:20:02.760] 海外のものは買わないようにしてるけど
[05:20:09.718] だだお前あれだ
[05:20:11.680] ぜこないだ買ったゲーム見せてやる
[05:20:15.440] よ
[05:20:16.840] [音楽]
[05:20:24.120] よいしょゲームボーイのね可愛いでしょ
[05:20:27.120] これ悪魔城スペシャル僕ドラキュラ君これ
[05:20:31.120] いくらだと思うこれ3万だよ
[05:20:35.200] 3万白ドラキュラかお戻ったんじゃない
[05:20:40.320] たか
[05:20:42.558] 受ける
[05:20:45.958] 3万うわあ
[05:20:52.000] エグ3万でも安い方です
[05:21:00.920] よこういうの
[05:21:03.000] を買ったりするからねちゃんと無事に届い
[05:21:06.200] たトラブルも
[05:21:09.120] あるよでもそれはあのクレカの会社に連絡
[05:21:12.320] して焼肉2回我慢すればいいもん
[05:21:15.958] ねも俺庶民だから焼肉1回1万5000も
[05:21:20.160] いか
[05:21:21.600] ない偽物だったあるな偽物だったことも
[05:21:25.440] あるし
[05:21:25.930] [音楽]
[05:21:35.680] ねえ偽物もあるんだるメガドライバー偽物
[05:21:39.718] がめちゃめちゃ多いから行ってみ
[05:21:44.558] たい竜の前くべあの水に浮いてるなんか水
[05:21:49.600] に置いてるくだらねえ
[05:21:54.718] 肉え偽物っってゲームにもあるあるよ今
[05:21:58.958] めちゃめちゃレトロゲームの偽物超多い
[05:22:02.120] よレトロゲームのとばプレミアついてる
[05:22:05.400] ゲームの偽物めちゃめちゃ多い中身は中身
[05:22:09.240] は一緒中身はだから遊べるようになってる
[05:22:11.400] んだけどでもそれは勝手にのデータを
[05:22:13.280] コピーしてそカト勝手に焼いて側だけ偽装
[05:22:17.840] してみたい
[05:22:19.530] [音楽]
[05:22:23.160] な逮捕も出た
[05:22:27.770] [音楽]
[05:22:30.638] しあのめちゃめちゃあのあれだ
[05:22:34.240] よいや分かる分かるわかる見た目全然
[05:22:37.000] 分かる
[05:22:38.558] 1回分からないで俺は分かる俺1回
[05:22:40.400] 引っかかってるから俺1回引っかかってる
[05:22:43.520] からそれメガドライブっていうゲームの昔
[05:22:47.240] のゲーム機の笑笑スプラッターハウスって
[05:22:50.878] いうゲームがあるのね俺大好きなんだけど
[05:22:52.558] スプラッターハウスシリーズがそれの2
[05:22:55.080] それプレミアついてて23万するんすよ箱
[05:22:58.000] 説付き聞きねのやつだとそれがねある日
[05:23:00.760] ネットのあれでネットで1万円で見かけた
[05:23:03.480] の安い1万安いこれ3万ぐらいするゲーム
[05:23:07.680] だぞつって1万でもたけんだけど1万でも
[05:23:11.280] たけんだけど買ったの全然偽物届いた超
[05:23:16.718] なんか届いても分かったけどなんかさ
[05:23:19.840] めちゃめちゃ作りが甘いのよえこれ絶対
[05:23:23.400] 偽物でしょみたい
[05:23:26.400] なダブルそういうのがあるからマジで買う
[05:23:31.160] 時マジで慎重になんだきゃいけ
[05:23:34.840] ないワンコオッディワンコある返品できた
[05:23:40.040] できない返品できねえできなかったから
[05:23:43.840] もうそれはそれで配信で遊んでとりあえず
[05:23:46.520] ちゃんとまちゃんと集めたからいっかって
[05:23:50.920] いうメガドライブは多いから本当に中国
[05:23:55.718] あたりは本当に大変みたいですねネットで
[05:23:58.840] 服買ってみたら来た瞬間にビリビリに破れ
[05:24:01.520] たとかうしに真っ黒な筋みたいのが別た
[05:24:04.400] だったとかま多いよねそうなね
[05:24:14.600] ちょっとでもねその最近レトロゲームの
[05:24:17.840] なんていうのそのねあのあれが多すぎるよ
[05:24:20.878] ねまではレトロゲームがそんな高いものだ
[05:24:23.558] とは思わないすごい高いんですよもう青
[05:24:27.798] 天井だ
[05:24:29.200] から青天井なんすよねもう言ったもんがち
[05:24:33.400] の世界だよもう値段
[05:24:37.320] もすげけえからマジ
[05:24:40.040] で買うんだけど
[05:24:43.160] さ買うんだけどさそれでも好きだ
[05:24:51.920] [音楽]
[05:24:56.080] からやっぱどんどん数減ってくしねレトロ
[05:24:59.520] ゲームって新しく作られるものがない
[05:25:03.120] からどんどんどんどん狙上がってっちゃう
[05:25:05.718] んすよい
[05:25:08.440] んだよねなんかその適当にさなんか中古屋
[05:25:13.120] さん入ってあなんかこいいの売ってんなっ
[05:25:18.400] て思ってこれちょっと欲しいかもって思っ
[05:25:20.718] てちょっと悩むで買わないで出るじゃん
[05:25:25.878] もう2度と2度と出会えないから
[05:25:30.320] ねあれ買っとけばよかったなってのあんね
[05:25:33.280] いっぱいやっぱり
[05:25:35.240] まじかそうよも
[05:25:38.360] 会うは違う違う人の女になってですねま
[05:25:42.440] 互換器用再犯はいいんうるせえ言うな
[05:25:46.558] おい許せなあ彼女も探さんとな確かに彼女
[05:25:51.400] も探さんと
[05:25:53.760] なレトロゲ探しに中になってどうしようも
[05:25:58.240] ねえんだ
[05:25:59.890] [音楽]
[05:26:01.440] よ互換器用再は俺
[05:26:05.520] ちょっとレトロゲーワ人だから俺
[05:26:09.798] 互換器用再犯ちょっと許せねえんだよな
[05:26:13.840] 俺あれは偽物だよ偽物じゃねえけどさ許可
[05:26:17.520] 出た本物だけどそれと当時出たものはまた
[05:26:21.080] 別だな俺ん中で
[05:26:24.430] [音楽]
[05:26:36.480] はもう行くかこれちょっとジムリーダー
[05:26:40.480] 行きますわ多分行けん
[05:26:42.870] [音楽]
[05:26:44.718] べレビ持ってたらいけんじゃない結構余裕
[05:26:48.760] だと思う
[05:26:51.400] ねあやかちゃんにかけてみるか行けると
[05:26:55.160] 思うけど
[05:26:58.920] ねメンタルがいるからメンタルがなんなら
[05:27:02.400] ラプラスで3立てあるあるよね全然あると
[05:27:05.320] 思う
[05:27:07.240] [音楽]
[05:27:09.680] レビでぶっしてくるわリザポだけ読んのか
[05:27:12.480] ないやリザポよしなないよ大丈夫だ
[05:27:17.000] よいや行けるいけるいける今日の始めにサ
[05:27:21.520] と行きますかって言ったのもも理そうだよ
[05:27:24.000] うん覚えてるよ俺そう覚えてる口車に乗せ
[05:27:28.920] られたね俺それで全滅したる
[05:27:31.520] から森のせいだから
[05:27:35.040] ね森のせいだからな
[05:27:40.000] まさか乗るとは思わんやん笑笑こ乗るやろ
[05:27:45.400] 乗る
[05:27:48.520] よ何これさ気になってた俺
[05:27:58.080] こいつまあ行ってみますかね行ってみよう
[05:28:01.160] か
[05:28:02.798] ど行ってみようかど
[05:28:06.610] [音楽]
[05:28:08.920] よ
[05:28:09.640] [音楽]
[05:28:32.280] かどはい来
[05:28:35.440] た絶対こんな動きしたら飛ばされるけどね
[05:28:39.600] 行き
[05:28:43.000] まごめんいきなり大きな声だし
[05:28:48.280] ねナイスビブラ
[05:28:52.360] ラスボスじゃない全然ラスボスじゃない
[05:28:56.120] よボ下げたからよごめんごめんさっき
[05:29:00.840] こいつに全滅させられてるの俺帰ってきた
[05:29:04.400] よ3時間かけて
[05:29:08.878] はいレビ落ちるね
[05:29:12.718] よしよしよしさっきとは話がちん
[05:29:17.280] だ弱すぎだろ笑
[05:29:20.600] 弱マジかこいつ雑魚
[05:29:24.480] 雑魚えフライゴンとか雑魚もいいとこじゃ
[05:29:27.760] ねえかよよしあまずいあまずいあまずい
[05:29:35.958] 危ねえだ
[05:29:39.958] ヒムだよザーザーあいもうざん
[05:29:44.680] な
[05:29:48.240] もうなんでいっつもこうなんだよごめんね
[05:29:52.920] でかいこ出して
[05:29:57.798] ごめんダブル
[05:30:01.830] [音楽]
[05:30:08.120] マジかマジで面白く
[05:30:10.440] ないラプラスで立てあらら死んじゃった
[05:30:14.440] マジで面白くねえよこのゲームマジでもう
[05:30:17.600] 時間返せ
[05:30:21.600] よどんだけ急所引けば気が済むんだよマジ
[05:30:27.320] でマジ重んない時間返して
[05:30:32.000] ほしいめっちゃ大変だったのに捕まえるの
[05:30:34.878] とか
[05:30:36.900] [音楽]
[05:30:43.558] ちょっと待て半分削られんのか
[05:30:48.320] よいやまずいぞこれ絶が覚めましたまた
[05:30:52.680] 飛んで
[05:30:57.600] ことわ重んね
[05:31:09.200] うわもう時間返してほしいマジで
[05:31:13.200] 辛いちょマジで辛いこのゲームやはり
[05:31:16.798] なかなかですかみで橋の下まで漁ってたの
[05:31:21.280] にだって
[05:31:23.280] さ3時間かけてきたんだ
[05:31:31.840] よマジでしんどいんだけど
[05:31:38.150] [音楽]
[05:31:41.600] しんどい急所に当たりすぎなんだよなマジ
[05:31:46.878] でマジで急所当たり
[05:31:50.570] [音楽]
[05:31:54.558] すぎドラゴンタイプは本当強いない急所に
[05:31:59.400] 当たったのはもうドラゴンタイプとかなや
[05:32:02.200] な
[05:32:03.900] [音楽]
[05:32:05.760] もつよ
[05:32:08.480] なんなんだようわ待ってくれそれはやめて
[05:32:11.878] くれ
[05:32:12.958] よそれはやめてよもうマ出すよ
[05:32:18.878] じゃあうわもうこんな強いのか
[05:32:23.360] これ勘弁して
[05:32:26.220] [音楽]
[05:32:30.120] なげんしかもさ半分削られるからねいやお
[05:32:35.798] 死ぬやんけこれ
[05:32:38.320] 回復入れらんねえよ
[05:32:41.798] な
[05:32:44.230] [音楽]
[05:32:45.680] うわうわあどう
[05:32:48.060] [音楽]
[05:32:54.480] しよういやもうおば切るしかねえよなこれ
[05:32:58.280] おば切ってメンタル回復するしかないん
[05:33:00.160] じゃ
[05:33:01.558] ないうわラプラス死んだん
[05:33:04.840] かあけねえ
[05:33:08.760] マジであっけ
[05:33:11.400] ねえ
[05:33:13.360] [音楽]
[05:33:19.718] くそうわめっちゃレベル上げ大変だったん
[05:33:22.760] だけど
[05:33:24.480] [音楽]
[05:33:26.080] なこれ行けるんか無理絶対無理あとみんな
[05:33:31.718] レベル20ぐらい上げないと無理だよこれ
[05:33:35.090] [音楽]
[05:33:41.840] くそどう
[05:33:43.320] [音楽]
[05:33:46.760] するいやお切りたくねえけどなもう切る
[05:33:50.360] しかねえよななんか要レベル高いんだ
[05:33:53.120] めちゃめちゃ高いなてか敵が強すぎるんだ
[05:33:55.760] よおごめん無理やああ伝説のポケモン落ち
[05:34:01.920] た
[05:34:05.400] か強すぎるだワルピピ少なともあと1週間
[05:34:11.718] うわしんどすぎマジで間違えたうわこいつ
[05:34:16.760] 勘弁してくれ
[05:34:19.420] [音楽]
[05:34:21.958] よ高速移動進んじゃった間違えた
[05:34:29.200] [音楽]
[05:35:05.520] うおお強すぎパチパチパチパチパチパチ
[05:35:10.840] もうこんなもんを
[05:35:12.600] つやいやもうちょっとラプラス死んだ時点
[05:35:16.600] で終わってる
[05:35:18.000] よ勝てたけど大償でかすぎるラプラスっと
[05:35:22.680] 50丸育てたんだ
[05:35:26.360] よまた水タイプ育てないともう
[05:35:30.920] きつい育成がきついよこれかなり頑張った
[05:35:35.440] のまた2時間育成だまあまあまあシネ11
[05:35:40.120] ハのりケテケテいやきついマジで
[05:35:49.480] これラプラス死んだのはきついよなきつ
[05:35:54.480] すぎ次何育てるよいやもう思いつかねえ
[05:36:00.760] よマジかまた育成すんのかやだよもう
[05:36:07.760] たく
[05:36:10.400] ねえね急所に当たんだよそんな簡単に
[05:36:17.280] くそ眠れない
[05:36:20.120] よもうやりたく
[05:36:23.080] ないもうやだみたいなやつこの作品におる
[05:36:27.920] 人でまあいるんじゃない
[05:36:30.760] [音楽]
[05:36:45.200] だね初期でめっちゃ強かったよないやもう
[05:36:49.400] や
[05:36:51.360] だなんであそこ所当たるかな当たるんだ
[05:36:56.360] よ泣かないで泣くよもうまただって2時間
[05:37:00.958] ぐらいやんなきゃいけないんだよ多分り
[05:37:03.240] しんどすぎるよ
[05:37:05.220] [音楽]
[05:37:08.120] くそなんだクソじじ出てくんじゃねえお前
[05:37:12.120] の家興味ねえよなんでお前ガチへんなんで
[05:37:16.760] お前俺の家に案内しようて興味ねえ俺お前
[05:37:19.920] の家にふざけんなじじ喋りかけんじゃねえ
[05:37:23.718] 俺
[05:37:26.600] にへこむやろだって2時間ぐらいかけて
[05:37:30.080] 育成してきたの一発でやられるんだ
[05:37:34.798] よ無すぎる
[05:37:37.780] [音楽]
[05:37:39.760] これもう使もう使えるポケモン2匹しかい
[05:37:42.680] ないから
[05:37:43.520] ね次は誰にしよう
[05:37:46.320] かもうちょっとマジ
[05:37:51.718] でやだもう以下逃がさないでいいやこの
[05:37:56.000] ままやろむかつくしもうやめるそのなんか
[05:37:58.240] 人生縛りと望みやめよう普通にクリアして
[05:38:01.200] 終わろう
[05:38:02.140] [音楽]
[05:38:04.120] ダブル笑笑もええもうよく
[05:38:08.690] [音楽]
[05:38:15.920] ねもも11ともゆける公開しないならいい
[05:38:22.520] よ逃す
[05:38:27.930] [音楽]
[05:38:29.280] よもうおも死んでたの今
[05:38:33.160] なも死にましたねえい村村かハゲゲ村かは
[05:38:41.440] ゲゲ返して
[05:38:44.440] よ返して
[05:38:46.558] よ伝説のポケモンだぞこれ頑張ろう俺たち
[05:38:50.600] がそばにいる
[05:38:51.960] [音楽]
[05:38:54.120] よ
[05:38:55.840] メンタルグラオスタメンへああグラオ
[05:39:01.280] スタメンなるかもなこれな
[05:39:05.860] [音楽]
[05:39:08.200] 最悪の時は俺たちが
[05:39:11.760] 戦うお前らが行けおい俺のために
[05:39:17.040] 戦えちょっともう今日は育成やる気しねえ
[05:39:20.200] なさすがに辛い
[05:39:22.400] わちょっともう育成したくない
[05:39:38.638] お疲れ
[05:39:39.250] [音楽]
[05:39:40.958] 様ディグダおる分かった心準備し
[05:39:58.520] [音楽]
[05:40:05.478] とくペプシマンさん見えてんの見えてる
[05:40:23.638] か
[05:40:35.638] 尽し苦しいついにゼクロム来
[05:40:52.840] たなんだキュレムって
[05:40:55.798] 誰キュレムか
[05:41:07.760] エスタークみたいなやつあそうなのお肌に
[05:41:12.040] 優し
[05:41:13.280] そう遺伝子のくびだっ
[05:41:28.440] てそれはキレる繰り返しビ
[05:41:38.240] 何事
[05:41:40.600] だ俺も俺も追いつけないってそんなこと
[05:41:44.440] あれもうラプラスが死んだのがショック
[05:41:47.478] すぎてもう立ち直れない
[05:41:55.420] [音楽]
[05:42:02.958] よえ
[05:42:04.960] [音楽]
[05:42:10.400] いやいやいやいややばすぎ
[05:42:12.820] [音楽]
[05:42:15.320] やろ何これわかんねえ何これ
[05:42:19.000] 嘘やん
[05:42:23.160] 笑笑何これ
[05:42:25.400] 殺人じゃん
[05:42:28.200] 笑これ人死んでるよな絶対ないいのかこれ
[05:42:32.360] ポケモン
[05:42:36.120] で氷の世界
[05:42:41.280] は度と俺の前にそのポケモン出す
[05:42:55.600] なそうでしょう
[05:42:58.420] [音楽]
[05:42:59.920] とお前はの
[05:43:03.798] でそれにしても寒い私はている苦しいが
[05:43:08.718] 生きておるそれでこそが命の実感私という
[05:43:11.680] 存在の証明さてこれからプラズマの技術で
[05:43:14.718] 生み出した特殊な氷あいつを捉えている
[05:43:17.680] 限り解けたり砕けたりしないのだ要件を
