[00:00:05.319] 一応1コメ譲るか一行しました1コメ
[02:58:52.840] なかなか10時から始まんないから森人気
[02:58:55.560] になっちゃなんか名物キャラみたいなっ
[02:58:57.000] ちゃったよてが見えて俺あんまりだからよ
[02:58:59.840] こういう風にねリスナーをねあんまり
[02:59:02.319] 取り立ててね話題にするのは良くないと
[02:59:05.080] 思うのよ俺の配信だからねでもこれは
[02:59:08.000] ちょっとままこんくらいはしてやっても
[02:59:10.359] いい
[02:59:11.120] べげ謝っとけなんでだから親が謝んんだ
[02:59:14.520] 関係ねだろ俺のせいじゃねえよ
[02:59:19.720] でもこいつ9時10分からパンチャット
[02:59:22.960] スマホでっての2だぞ
[02:59:27.560] 配し21時の人もいる大丈夫だ
[02:59:31.840] よ
[02:59:33.600] なげたむっちゃおもろい
[02:59:38.520] 笑笑笑先とかーコメするからすごいと
[02:59:42.640] そうそうはコメいいやつだよあいつ
[02:59:47.040] からで俺んとこにレド来るじゃんで俺ん
[02:59:50.399] とこにレイドくれた人のことをフォローし
[02:59:52.279] ましたとか言うんだ
[02:59:55.239] よそうそうチャットはスマホからつラグ
[02:59:58.960] あるから要はパソコンチャットはパソコン
[03:00:01.840] チャットはスマホで打ってるの打っての2
[03:00:03.920] 段のコメント読んでくれ
[03:00:07.359] やごめんごめんごめんよ涙はおい涙は引い
[03:00:12.640] たかいよ元気か涙は引いたかい
[03:00:20.080] 眼内してた
[03:00:31.680] 眼内なんでてめえが俺のことしかしてんだ
[03:00:34.640] おいおいなんでてが俺のこと仕してんだ
[03:00:37.880] ふざけんなおいお前に言ってんだよゆ
[03:00:42.319] 笑笑だから笑笑
[03:00:48.160] だあいつあいつなんだよよ笑笑ぽて全然
[03:00:54.239] コメントしてなくなっちゃこんなにラグ
[03:00:56.439] あるかこんなにラグあるかままゆ次頑張れ
[03:01:00.880] よ仲いい
[03:01:02.920] じゃん次頑張れ次があるよお次がある
[03:01:07.080] 頑張れよモードあるんだっ
[03:01:11.760] けむゆが1コメ取れたらちょっと嬉しいね
[03:01:18.200] 問題説あるかこれ笑笑森回線悪いんじゃ
[03:01:21.680] ないマジで森回線悪いんじゃないのだから
[03:01:25.560] ちょっと遅れるんじゃないわかんないけど
[03:01:28.560] まそんな1コメなんか別飛んなくていいん
[03:01:30.439] だけどねパソコンは光回線や
[03:01:34.120] ぞそれは知らんけど光回にチトすると遅く
[03:01:38.760] ない遅いスチすると遅い遅延モードになっ
[03:01:43.800] てる低チーモードって多分俺側の設定じゃ
[03:01:46.880] ない違うんだっ
[03:01:49.399] けてか全然多分ね出
[03:01:52.520] ねえ全然多分ね出ないんだけどで売った方
[03:01:56.000] が断然早いと思うのだけどこっち側もある
[03:02:00.439] あるんだリスナー側もならなおさら
[03:02:02.680] パソコンからの方がいい
[03:02:05.359] じゃん全然あ来た来た来た来た来た
[03:02:09.080] よいしょなばかりの遅延があるよなばかり
[03:02:12.560] の定園なあっこはどうでもいいんだよっこ
[03:02:16.760] はなありがとうございます
[03:02:18.439] 次からはパソコンで撃ちます多分今度から
[03:02:21.720] は無双すると思うそのカで待機と貸し出す
[03:02:25.479] かも
[03:02:29.920] しれ何そうやってクラ立てる
[03:02:35.680] 笑笑いいよ俺はお前がれたらラッキーやら
[03:02:40.600] で考えてるから
[03:02:42.479] なんしてるってことは別に遅遅い回じゃ
[03:02:45.960] ない確かにね
[03:02:52.399] 場効果でリスナーの集まりがいいんだよで
[03:02:54.880] もこれやってる
[03:02:56.560] と開始5分でもう10人いるから
[03:03:01.319] ね俺の俺の配信なんて1時間1時間経た
[03:03:04.800] ないと10人来ないんだからなかなかこの
[03:03:07.800] 今40人見てるけどここまで来るの23
[03:03:10.800] 時間かかんだからなかなか来ないこのコ
[03:03:15.040] 合戦があるから最はなんかポケモンなのに
[03:03:18.359] 同が安定してて
[03:03:21.960] いいだから俺はくば俺はお前が1コメ取れ
[03:03:26.399] ないで欲しいねは常
[03:03:32.359] にいいなそれ
[03:03:35.640] うんでも森お前1個目取っちゃったらどう
[03:03:38.840] すんだよなんか自分の存在意義見失うん
[03:03:41.319] じゃない俺これからどうするん
[03:03:43.840] だ俺これからどう何をすればいいんだ
[03:03:51.840] 連勝記録伸ばす
[03:03:58.560] よいねこういうリスナーいいよね
[03:04:05.720] あ来年にここの米にいる人みんないなく
[03:04:09.399] なってたらどうする一日っていやそういう
[03:04:12.640] のもありえるんじゃないあれで私がずっと
[03:04:15.439] 待機してたの言ったから間前してたのかと
[03:04:19.040] 直れ
[03:04:22.279] か俺が遅れるって言ってずっと大して配信
[03:04:26.960] スタートからある程度人数集める効果も
[03:04:29.680] あるんかそうそうそうだ1コメチネポって
[03:04:32.479] そういうのでしょ要は他のチャンネルで
[03:04:34.800] よくあるけどさ1コメチネポってそれが
[03:04:37.600] 目的でしょ要
[03:04:39.640] はじまく1コメ回数カウントしたれよえ1
[03:04:43.720] コメネポ実装するじゃん1コメネポあ最で
[03:04:48.279] きたもなかった
[03:04:52.279] 笑未来よち
[03:04:55.040] さ力80でしょ威力90サイコショックも
[03:04:59.920] 強い
[03:05:04.279] ねOBS判定でええやんなんで1コメチャ
[03:05:08.640] ネポなんでダメなのコメントとチネポ
[03:05:11.479] どっちがいいのかなそれこそ回線とかある
[03:05:14.800] かもだしな1個めちゃネポラグある
[03:05:21.120] 別にお前らもなんかガチになってきてん
[03:05:24.120] じゃんお前らもなんかガチになってきてん
[03:05:26.399] じゃ別に別にラグ別にいいだろラグあっ
[03:05:29.479] たってなんかお前らも負けられない戦い
[03:05:31.960] みたいになってんじゃん笑笑お前らも
[03:05:34.560] なんかもうガチ勢多くてくOBS判定だな
[03:05:39.200] ネポ回数制限つけられるねチャポ1番早い
[03:05:42.560] けどねしかも回数もできたら守りたい
[03:05:45.239] しかも回数もさ回数も50回で長時間陸だ
[03:05:49.359] な150回で長時間陸あの回数も分かる
[03:05:54.560] じゃんあの引き換えられた
[03:05:56.960] 回数も楽なんだよね別に気にしてなかっ
[03:06:02.239] たななんだかんだ負けれなくなってきて
[03:06:06.000] ない
[03:06:07.840] 戦いちゃまくガチの間で烈な戦い
[03:06:12.399] がシ
[03:06:20.000] やでおもろかった
[03:06:22.720] なガチで切れてんだ
[03:06:28.680] もんガチギレおもろかったよな全然
[03:06:33.160] コメントしてないいつもしてんのに
[03:06:34.439] めちゃめちゃめちゃめちゃコメントする
[03:06:35.880] やつだむっとしちゃっ
[03:06:39.920] てなんだアクアテールっ
[03:06:44.439] て威力90
[03:06:47.680] 続視聴記録のやつ設定しないの何連続視聴
[03:06:50.880] 記録のやつってそんなのある
[03:06:54.399] の7590でしょえもうアクアテールの方
[03:06:58.920] がいい
[03:07:00.239] じゃんあるねえ何それどうやって設定すん
[03:07:03.640] のシェルブレートいらねえ何それどこに
[03:07:08.319] あんのそれ連続視聴記録ってえどこで
[03:07:11.359] そんな見れんのてるえ何それそんなあん
[03:07:16.520] の俺1コメよりそっちの方が嬉しいんだ
[03:07:19.279] けどおい1コメよりそっちの方が嬉しいよ
[03:07:22.760] 連続視聴記録の方がそっちを競えやよお前
[03:07:25.960] 視聴者が連続視聴をコメントでシェアする
[03:07:28.520] とちょっと
[03:07:29.720] ポイントも嬉しい機能ですね50回えてえ
[03:07:34.000] それどこで設定すんのそんなのえおもろい
[03:07:36.680] やん配信を連続視聴しましたえ何それどこ
[03:07:39.640] にどこどこで見れんの
[03:07:42.000] それへえ
[03:07:55.200] いはちゃんが調べてくれてる
[03:07:59.840] はず色はき頼み
[03:08:02.640] なえそんなのあん
[03:08:08.520] だあでもなんだかんだあやかもう40レベ
[03:08:11.880] 行くよ早くないこれレベル上げ簡単なんだ
[03:08:14.920] なこのゲームなうわ最高いやめちゃめちゃ
[03:08:17.080] 強い
[03:08:20.479] 何レベで進化すんだ40で進化しなかっ
[03:08:23.720] たらちょっとしんどい
[03:08:26.840] な40で進化しなかったら結構しんどいか
[03:08:38.560] もこういうのも戦っていくかな
[03:09:00.520] まあいつ多めにもらってっかんな経験値
[03:09:12.239] なそっか最近実装された昨日知らない知ら
[03:09:16.920] ないそんなのあるんだそんなのあったん
[03:09:23.560] だどこで見んのそれ50回超えてるような
[03:09:27.560] 人いた気がする50回超えて
[03:09:29.920] るってどういうあデカレイドじゃねえか羊
[03:09:34.680] ほさん
[03:09:35.840] ありがとう羊ほさん
[03:09:38.760] ありがとうあれじゃないなあこあのなん
[03:09:42.880] だっけほら羊ほさんのチャンネルから羊の
[03:09:45.920] 群れレイドあざす
[03:09:56.600] のと
[03:10:18.160] ナイスフロさすがやありがとうこんばんは
[03:10:21.840] 配信お疲れ様今日私はねポケット
[03:10:25.359] モンスターをやってます人生プレイでも
[03:10:28.560] 今日は
[03:10:30.680] ね今日はあのプリズムブレイクで言ったら
[03:10:34.600] パあのプリズムブレイクで言ったら
[03:10:36.279] シーズン4ぐらい中だるみです中だるみ
[03:10:38.880] パートもうレベル上げをただずっとやっ
[03:10:41.560] てるというさんプレイするのえんの
[03:10:46.239] あや別にしないけどだってだって俺もあれ
[03:10:50.479] ドラクエでしょあのチャラ丸のいや別に
[03:10:54.200] することある例えが余計わからないちゃく
[03:10:58.560] 連続視聴記録チャンネルポイントの下の
[03:11:01.239] ところだっ
[03:11:02.920] たさすっすちゃんだって俺もやどんだけ
[03:11:08.000] やったと思っとんねんわし前回のアンカー
[03:11:11.040] やぞ前回のアンカーやぞえ何チャンネル
[03:11:14.680] ポイントの下ってどこよチャンネル
[03:11:16.520] ポイントの下だっ
[03:11:19.840] てどこどこどこ
[03:11:24.880] どこチャンネルポイントの
[03:11:31.720] 下しまいにゃ1昨年のリベンジも制覇し
[03:11:35.200] てるチャンネルポイントの中の最後の
[03:11:39.160] 方えっとこのえ何これ視聴者向け
[03:11:44.040] 報酬視聴者向け報酬のごめんねなんが今
[03:11:47.479] 全然関係ないことして視聴者向け報酬って
[03:11:51.160] ことそうそう視聴者向け
[03:11:54.680] 報酬えそんなのあんの連続視聴連続視聴
[03:12:01.239] 回数みたいの
[03:12:06.279] が一部のユーザーにって書いてるツイート
[03:12:09.560] あったんだけどもしかして人によるのか
[03:12:12.319] 連続視聴記録ってのないあナイスです
[03:12:15.960] ハリボテいいですねもしかしたらベータか
[03:12:18.600] もないもう
[03:12:20.359] いいないやんえ俺にはないのこれない
[03:12:25.680] みたいいはちゃんとこにはあるよ俺には
[03:12:29.200] ないんだよどうせ俺にはねえんだろなんで
[03:12:32.880] かかかるBANされたこときっと俺は
[03:12:35.319] BANされたからだよ俺はお尻を出して
[03:12:37.520] バンされたからねあ人によって実装時間
[03:12:41.920] 前後するいつものやつかケツ出してるしな
[03:12:45.800] 笑笑
[03:12:47.560] た出たよすぐそういう風にさ俺にはくれ
[03:12:51.600] ないんだ
[03:12:53.680] よデータ版って結局さあれどうなったん
[03:12:57.399] なんか
[03:12:58.200] あのバッチ配れる機能とかさどうなったん
[03:13:02.359] だよ結局
[03:13:06.359] よ一応ここらしいURL省略ドラゴン
[03:13:10.319] クエスト1で出してッは不具合だでなく
[03:13:13.840] なったよバッはあれはなくなった連続あ俺
[03:13:18.160] なくなってる俺俺もうないもんこれ
[03:13:21.479] はあ俺がBANされたことあるからですか
[03:13:25.120] twichさん僕にだけ冷たくすんの僕が
[03:13:28.720] BANされたことあるからです
[03:13:35.439] か本当にランダムだから関係ないよ分かっ
[03:13:39.520] て分かってわかってあれ羊さんってさあれ
[03:13:44.319] 出るんだっけあの
[03:13:48.600] プレ今度のやつ出るんだっけ
[03:13:54.080] か誰が出るか覚えてねえんだよな急遽俺も
[03:13:58.200] さこないだ出てくれって言われたから
[03:14:01.319] さ1の方出ますよ1の方なんだままだ1だ
[03:14:05.720] から1だったら
[03:14:09.960] まだれたことないのになかった
[03:14:14.840] ます確かさんの方だった記憶あるあそう
[03:14:20.760] いや俺はね知ってるよほさん知ってるけど
[03:14:25.600] ねえちょっと待ってあのチャラ丸のあれ
[03:14:29.640] 見るわえっとねこれかゴールして欲しいと
[03:14:34.319] 思ってるけどちまげでこけてほしいいや俺
[03:14:37.000] がこけるわけないやん俺前回のアンカー
[03:14:39.520] ですから私がシ倒してますからいや
[03:14:43.560] 盛り上がったねあん時ね
[03:14:47.439] あれは盛り上がったああああこれ以上ない
[03:14:49.880] ぐらい盛り上がったよ
[03:14:54.920] ねちょっと今回1でしょ
[03:14:58.279] おまた数全もドキドキしなそうこれ失敗し
[03:15:03.080] た時に張って
[03:15:06.680] やる不吉な未来が見えますいやいやない
[03:15:10.000] ない俺は絶対だって俺2者目だよドラクエ
[03:15:13.920] 1のやることてたらレベル上げしかねえん
[03:15:16.680] だぞ苦しく流れた
[03:15:19.080] 笑とかキメラとかと戦うくらいの
[03:15:22.120] タイミングじゃない
[03:15:24.840] 勝者まそんくらいだけどい大丈夫
[03:15:29.640] でしょ3勝者目か3でしょ俺やることあの
[03:15:35.840] ドラクエ1僕人生プレイやりましたけど
[03:15:38.640] あれやることてちゃ違あのあれて最初の
[03:15:42.680] 17時間はレベル上げなんすよ
[03:15:47.199] は上げなん
[03:15:49.880] で全然余裕
[03:15:52.960] です全然余裕序で2目にってしまいまし
[03:15:57.960] たそう序盤で2台目になってしまったえ今
[03:16:01.359] やっ
[03:16:05.359] てるいや大丈夫じゃないしてるから俺今
[03:16:11.000] 練習してん
[03:16:13.359] のいや俺だって多分今
[03:16:17.080] ドラクエ1の人生縛りを耐久でやったら俺
[03:16:20.479] 多分普通にクリアできると思うよ死なずに
[03:16:23.399] 来た来まし
[03:16:28.760] た来た来た来た731ご
[03:16:33.120] 機嫌来
[03:16:35.640] たドムドシジムドム
[03:16:42.600] パチパチパチランクボテあげだねボテあげ
[03:16:51.800] パパパリズミカルにパンチを出して攻撃
[03:16:54.520] する相手を混乱させることがあるふいやで
[03:16:57.479] もこれ物理技でしょいらなくねこいつ物理
[03:17:00.040] 強くねだろ可いな可愛いんだけどさ技なん
[03:17:04.680] だよこの子めっちゃお気に入りだったから
[03:17:07.840] 嬉しい一応でも持っとくかなちゃんが可愛
[03:17:11.160] いって言ったし持っておこっか光の壁行っ
[03:17:14.279] か
[03:17:18.120] よしよしよしよしよしあやかちゃん
[03:17:21.359] ありがとうあやかねうん俺の中古のデータ
[03:17:24.080] な中古のデータから引っ張ってきたんだよ
[03:17:26.720] これあやかちゃんていう謎の謎の女の子の
[03:17:30.279] データから引っ張ってき
[03:17:32.880] た笑笑さっき今1人でDSをこれ2台用意
[03:17:37.800] して通信したのこのこのこのこランクス
[03:17:42.000] このユランてポケモンはねホワイトにしか
[03:17:44.920] 出てこねんだよ今やってるだからこれで
[03:17:47.880] わざデータ残ってたねそう残ってた
[03:17:50.120] そうそうそうめちゃめちゃ強いデータ残っ
[03:17:51.920] てたなるほど1人で寂しく交換して
[03:17:58.920] やっとえ俺も練習した方がいいのかなラく
[03:18:04.600] の1コメ取りも今熱いらしい今暑い
[03:18:08.319] ね熱いけど取れなかったからと言って切れ
[03:18:11.479] たりするのやめてほしいな
[03:18:17.160] になってんだ笑笑いやちょっと不安いや
[03:18:20.399] 大丈夫だと思うけど
[03:18:23.760] ね大丈夫ど
[03:18:26.600] すぎる最悪だよ最悪これはちょっとね世間
[03:18:30.920] は許してくれ本当だよなあんなでガチなな
[03:18:35.399] モゆな切れるのは良くねえよ
[03:18:39.800] な相当あいつは情熱かけてるんだな俺の1
[03:18:43.239] コメにちょっと使ってみよっかなラン
[03:18:45.760] クルスどんなもんか
[03:18:55.520] 特攻強くね120いく
[03:18:59.600] じゃんちょっと使ってみたいどんくらい
[03:19:02.800] 強いの
[03:19:05.279] か多分寝れて
[03:19:10.760] こいあ来
[03:19:14.800] よしごめん今レベル
[03:19:17.359] やこで試し撃ちしよういややこじゃね
[03:19:20.160] こっちだよ多分だよ今日ごめんレベル上げ
[03:19:23.160] で終わるわ申し訳ねえ全然進まなかった
[03:19:28.960] 今日わっか死んだからな楽しかったので
[03:19:33.040] いいの黒のゲ黒さあり寝ちゃっ7ヶ月目
[03:19:38.760] ありがとうサブスなげて今日も寝る
[03:19:40.560] ありがとうまた遊びに来いよになりやす
[03:19:44.439] サブパチパチパチパチ
[03:20:01.040] パチパチ
[03:20:03.160] プリズムブレイクのシーズン2よりはかに
[03:20:06.160] 楽しかったプリズムブレイクシーズン2
[03:20:09.279] まで面白えだろ
[03:20:11.000] よ3からだよ速になんのは2まではまだ
[03:20:14.920] 許せるよだけどな一番面白えのなもうそっ
[03:20:18.319] からあはもう全部
[03:20:20.279] もうもう誰から逃げてんねんって
[03:20:23.680] いうクカまがいいねガンガンレベル上げる
[03:20:26.680] こくまも今日できればあれまで行きたいな
[03:20:30.000] ガブリエルまで行きたいねめちゃめちゃ
[03:20:34.359] 上がるおおまだ上がるか上がる
[03:20:39.279] ね上がるねめちゃめちゃレベル上がるこれ
[03:20:44.560] 砂嵐いらない
[03:20:47.199] 大
[03:20:48.359] 天使何大天使
[03:20:51.560] って学習装置うん
[03:20:54.800] そう年いら
[03:20:56.920] ないまだ
[03:20:59.319] 上がる一気にレベル16まで上がったんだ
[03:21:02.279] けどガブリエルは大天使だよ
[03:21:06.720] えガブリエルっていうから何ガブリエルっ
[03:21:11.800] てあいいね
[03:21:18.239] 48まではさすがにもう上げらんないか
[03:21:30.640] な日本でみたいなもんだな知らんけどえ
[03:21:37.199] あ俺ガブリエルって言っ
[03:21:41.479] たいいよいいよいいよいいよいいよいいよ
[03:21:45.000] いいよい
[03:21:48.600] タバコ吸ってきて
[03:21:51.239] いいタバコ吸ってきていい今日ずっと吸っ
[03:21:55.000] てないからおしっこしたいおしっこもし
[03:21:57.880] たいし
[03:22:04.160] 突1本吸ってくるわうんこもしてきていい
[03:22:08.960] なんでダメなんでダメなのよ今日まだ1回
[03:22:12.199] も吸ってないよありがとう
[03:22:18.960] いいよ一旦5分休憩やね一旦5分休憩
[03:22:22.359] しようぜっ消して行ってきて無理です俺
[03:22:26.600] 逆立ちしたら多分手首ぶっ壊れるから
[03:22:34.359] ないやちょっとトイレ行ってくるわトイレ
[03:22:37.439] とトイレとおしっことトイレとおしっこと
[03:22:40.680] タバコみんなもちょっと5分休憩しよう
[03:22:43.600] ぜ膝なんか今日なるみだな壊れちゃうるみ
[03:22:47.640] 今日はなんかレベル上げ回になっちゃった
[03:22:49.840] まあまあいいでしょうたまにはまったり
[03:22:51.800] みんなとおしりしながらねそれもいいん
[03:22:54.080] じゃないでしょうかね金曜まであの次水曜
[03:22:58.960] やるんだけど月水金平日やるじゃんなんだ
[03:23:02.520] けど金曜最終回にしたいね金曜あ
[03:23:06.120] ありがとう金曜最終回にしたいねトレは
[03:23:08.640] 同時進行うんちょっと金曜長時間でタバコ
[03:23:12.680] りは同時進行無理無理無理無理あコダック
[03:23:15.160] やってくかやってく久々にコダックやっ
[03:23:18.880] てく
[03:23:20.520] わしポケモンの配信だしなポケモンの配信
[03:23:23.800] だ
[03:23:24.760] しぷにぷにわっか
[03:23:28.760] さんぷにぷにわっかさんキモぷにぷに
[03:23:34.080] わっか
[03:23:37.279] さん
[03:23:39.479] じゃパック
[03:23:51.040] ダダ
[03:24:05.880] ダダダダのり増える
[03:24:10.760] のの稼
[03:24:27.080] J
[03:24:28.600] デスト1
[03:24:30.560] デスト1デスト1シキ1
[03:24:48.080] セムスゴースト
[03:25:03.880] 1ドシビビリ1ドシビビリ1ドシビビリ1
[03:25:19.199] せドシビビリドシビビリドシビビリ
[03:25:46.880] グググ1グググ1グググ
[03:26:13.840] 1村8
[03:26:29.239] アクトレイザーのレコード
[03:26:36.319] かけアゴ1
[03:26:47.319] チア17チア29チア43セムスゴースト
[03:26:56.520] 11
[03:27:04.000] すごコダックにちゃんと給料入ってるの
[03:27:07.319] だろうかビブレ
[03:27:11.160] ジプあえあ
[03:27:17.199] あああ
[03:27:20.960] あ仕事やめたあどうか行かないでビブレ
[03:27:26.239] キムプあコダックの喉があ笑笑ぎっくり
[03:27:31.359] 越しになっちゃった笑死んじゃいそう
[03:27:34.960] ブラック企業だった
[03:27:38.120] かおなくなり
[03:27:43.199] わあ給料に気づいたねもう休め人やだやだ
[03:27:48.680] やだやだやだやだサイレント最速
[03:28:07.319] まあいくなこダックビブレチムプ終了笑
[03:28:12.960] エネルギー切れか
[03:28:18.359] 止まっ
[03:28:32.560] た虚の時間息を引き取ったか
[03:28:58.120] 20240130
[03:29:01.359] 013838コダック部長ご輪中です
[03:29:05.439] ちょうどコダックの顔に被りの草ビブレ
[03:29:08.560] キムビブレ
[03:29:11.080] ブレムおいて何休んでんだよ彼は救済た誰
[03:29:16.479] が休んでいったプラお前はいいかお前はよ
[03:29:21.160] こうやってやったらよ黙って働けばいいん
[03:29:23.160] だよあ気持ちいいねほら
[03:29:26.040] 息を引き取ったんだよめ
[03:29:29.640] おいロボトミロボトミ頭に直接栄養俺
[03:29:35.319] 行けるよなお前お前これやめて
[03:29:42.720] ビブレかもだめかも
[03:29:54.800] たら元気すい元気すごい元気じゃんほら
[03:29:59.080] 元気元気ねまだまだ行けるよ頭にね直接ね
[03:30:04.560] 頭に入ってる
[03:30:07.720] からお死ぬまで働くん
[03:30:11.800] だるまで
[03:30:16.880] あ分かったった黙っ黙って踊ってい
[03:30:22.840] だ誰が休んでっったんだ
[03:30:25.720] よはいどうも
[03:30:28.080] ただいますませんねうちのねっ
[03:30:31.600] てうちのがごめんねなんか迷惑かけちゃっ
[03:30:35.479] てこいつマジで誰のおかげでお前人気出
[03:30:39.680] てると思ってんだな俺が使ってやってく
[03:30:42.120] からなどうもこんばんはおお疲れ
[03:30:46.960] 充電スタイルだったの
[03:30:51.000] かさあ残りやりますかちょっと2時まで
[03:30:56.080] やりますかねコダック待ってろすぐ助けて
[03:30:59.920] やるからなどうするいついつなかいつの日
[03:31:03.640] か気づいたらこのこのこれの裏側にさ裏側
[03:31:06.960] にここにあの助けてって書いてあったら
[03:31:10.439] からすぐ30件たよここここに赤い文字で
[03:31:13.760] 助けてって書いてあったら笑笑寝てたし
[03:31:16.399] 終わったと思ってえてたね助けてなんか
[03:31:19.920] めっちゃビッツもらってないいいのに
[03:31:21.760] こんなにありがとうね助けてありがとう
[03:31:25.160] ありがとうビッ本当にありがとう本当に
[03:31:28.640] こんなくれて嬉しいです急にホラーで
[03:31:31.479] 草どうもどうもやってきますか残り15分
[03:31:35.080] ほどですけどもお付き合いください初任級
[03:31:37.239] で送りました
[03:31:39.439] イグスありがとうございますよしどうも
[03:31:43.359] どうもじゃ続きやってくよ
[03:31:48.840] ま続きと言ってももう終わりだけどねも
[03:31:50.600] 今日はもうレベル上げしやら
[03:31:53.160] れるていてほしい赤パーカー珍しいね
[03:31:56.920] オレンジなオレンジパーカー
[03:32:00.840] ありがとビッツありがとうござい
[03:32:04.000] ますええもが来た
[03:32:07.760] ねもあやかだいぶってる
[03:32:14.040] ぜんねなんかはも全然ストーリー進ま
[03:32:19.080] ぶね
[03:32:21.319] ぶねはい一発オレンジ可愛いよねなかなか
[03:32:24.920] あんまり来ないんだけどあんまり来ないん
[03:32:27.279] だけど
[03:32:30.680] ねちょっと2時までにこいつガバイト
[03:32:34.319] ぐらいまではしときたいな女できたんかと
[03:32:37.120] 思った違うのあれだよえっとねこのこの
[03:32:41.080] ポケモンが欲しくてこのポケモン使いたい
[03:32:43.960] なと思ってたんだけどこれがなんか俺
[03:32:45.840] ブラック2やってんだけどホワイト2に
[03:32:48.399] しか出てこなくてだから俺今ホワイト2を
[03:32:51.319] これこっちでわざと出出してきて1人で
[03:32:54.160] 通信交換したんだよそたらここにあやかっ
[03:32:56.720] ていうやつのデータが残っててあやか
[03:32:58.359] ちゃんで捕まえてきただ親があやかんだっ
[03:33:03.439] たやばあか
[03:33:10.359] 死ぬスマップのオレンジいいよね古いな
[03:33:16.439] 古いなどういうかわかんねけど曲だよね
[03:33:20.960] スマップのねの名前けるのサイコパスだな
[03:33:24.080] 笑青い妻が僕を攻める
[03:33:31.040] るみたいなやつだ
[03:33:34.000] なおたつお疲れちゃんたけお疲れたつお
[03:33:38.199] 疲れ
[03:33:41.199] ゲゲこれ実はがポケモンにれた
[03:33:48.160] よしよしよしよしちょっともう今日はすい
[03:33:50.239] ません今日はパートて言ってるじゃんそれ
[03:33:54.479] あこれ青い
[03:33:56.760] 曲スマップ世代じゃないからわかんないよ
[03:34:01.239] スマップあれしかわかんないあのなんだっ
[03:34:04.279] けほらうんあのビストロスマップの時の
[03:34:08.640] ビストロスマップの時
[03:34:14.720] の味噌
[03:34:17.080] 汁それしか知らんいただきましたおいしい
[03:34:22.520] ですてそれ私の喉痛くなる笑でもトイレ前
[03:34:27.439] ガブリアスのことガブリエル言ってたけど
[03:34:31.040] ねぐもうぐちゃぐちゃだよぐちゃぐちゃ俺
[03:34:34.439] 何もわからないから似てる笑似てるでしょ
[03:34:41.840] あるじゃんこんな
[03:34:46.120] いただきましたおいしいでて言うとしんご
[03:34:49.720] ちゃんがちょっとけるんだよ
[03:34:51.560] ねいただきましたおいしいですはしんご
[03:34:54.239] ちゃんがけるからこの
[03:35:00.239] 後イキタムシか
[03:35:04.000] これチョ
[03:35:07.760] 信吾ああもあと10分あと10分でこれ
[03:35:11.399] ガバイトまで28レベまで上げれるかな
[03:35:13.800] あげれねえよなあげれねえよな28までは
[03:35:17.319] さすがにな笑28まではあげれねえよ
[03:35:21.920] なエキ魂だあ来た来た来た来た来
[03:35:30.920] た子供たちはみ生きてる子供たて誰どれの
[03:35:35.120] ことあああ違うあれ死ん
[03:35:38.040] だ音わっか死ん
[03:35:40.720] だ音ばっか死んだよチ音ばっか死んだ
[03:35:46.319] なんかなんか穴穴を掘るやられて一発で
[03:35:49.600] 死ん
[03:35:51.880] だマジかよまじまじ
[03:35:54.920] まっか死んだ
[03:35:58.760] よも見てねえのか
[03:36:01.399] よ仲間作
[03:36:03.960] りって仲間作
[03:36:06.640] りってクリップ作っておいてありますの
[03:36:12.680] でさんお疲れ
[03:36:17.160] イ族さんあれお菓子届いた掘られて死に
[03:36:20.239] ましたお菓子届いたありがと
[03:36:25.920] ね食べてますさんお菓子送ってくれたね
[03:36:30.840] ツイートするのれてるな俺ツイートするわ
[03:36:32.800] 明日アーカイブで死見るからねなんかもう
[03:36:35.399] 一瞬過ぎてわけわかんなかった届いたのに
[03:36:37.520] 届いたありがとうねありがとう
[03:36:40.439] ありがとうツイートすんの忘れてる後で
[03:36:43.040] ツイートするわ
[03:36:47.720] いやありがたいすねこんなよなような
[03:36:49.840] 悲しむ暇もなく悲しむ暇もないなんか
[03:36:52.479] なんかダべって適当にレベル上げしてたら
[03:36:54.199] なんか死んで
[03:37:00.640] たありがたいっすねこんなよなような
[03:37:03.239] ゲームやってるだけでねいろんなものいい
[03:37:05.520] ちゃってすいませんねビッツいいたり何
[03:37:07.359] いだいたりすいませ
[03:37:10.760] んていうか今日DS止まってないよね直し
[03:37:14.720] たんだよ俺
[03:37:16.720] DS9止まってなくない直し
[03:37:20.439] た直せんな直せたわなんか自分て困るもて
[03:37:24.520] ある確かに原因分かったんだ原因は原因は
[03:37:30.000] ねあれだよあのね原品はいうかいやそれ
[03:37:34.439] それあれんだっけそれなんだっけそれあの
[03:37:37.520] あれじゃんなんだっけ忘れたあカジノし
[03:37:41.399] たんだっけーだっのーじゃない本体側
[03:37:46.359] イライラしなくそうイライラしなくなった
[03:37:47.920] マジでやりやすくなった接触不良あああの
[03:37:52.760] ねあの本体側の社月そうそう社好きだ俺も
[03:37:58.080] 好きじゃねえなんか社好そんな端子変えて
[03:38:02.040] ない変えてないあの普通に
[03:38:04.439] 端子の接触する部分をもう超荒領事だけど
[03:38:09.279] あの超極細の精密マイナスドライバー
[03:38:11.880] 差し込んでちょっと食いってちょっと食い
[03:38:14.880] つってあの食てあのを上にげたそしたら
