[00:00:06.080] ハリボテあげだねハリボテあげだね針ボテ
[07:09:47.000] んこれ
[07:09:51.690] [音楽]
[07:10:02.398] あいいねウィールド曲焦らされてるねえ
[07:10:06.200] なんか焦らされてるね早くきたいのに
[07:10:10.040] な4曲目だ
[07:10:14.478] わじらしてくる
[07:10:17.160] ねああ
[07:10:20.200] 神これドラクエ11でも流れてたよねこれ
[07:10:23.440] ねあの温泉の
[07:10:26.558] ところ曲も見てネタバレすなこ
[07:10:31.460] [音楽]
[07:10:38.638] あねあの温泉の
[07:10:43.398] ところバエて番組でも使われてますねこの
[07:10:47.840] あそうなのえフラさんこんばんはあそうな
[07:10:50.638] ん
[07:10:51.680] だもうちょっと音
[07:10:54.680] あげるプレバトえプレバトに使われてんの
[07:10:58.520] これへえ
[07:11:07.478] あこんばんはこんばんは
[07:11:13.718] こんばんは
[07:11:16.600] 素素晴らしい
[07:11:25.040] なハド2Dでドラクエさんデビューしよう
[07:11:28.240] かなHD2Dのドラクエさんめちゃめちゃ
[07:11:30.718] 楽しみ俺は絶対人生縛りにやるからね早く
[07:11:33.798] 出ねえからいつ出るんだよ
[07:11:35.840] あれなんでこれ早くさ冒険の旅聞かせて
[07:11:39.558] くれよ冒険の旅を飛ばす
[07:11:43.840] か冒険の旅行っていい我慢できねえなすい
[07:11:48.280] ませんちょっと下下水なことしていい
[07:11:51.878] ごめん我慢できない早く聞き
[07:11:57.000] たい我慢できないや
[07:12:01.558] 神ドラクエ11でこれおいドラクエ11で
[07:12:06.680] これが流れた時4l鳴い
[07:12:10.160] た
[07:12:18.638] 神こんなかっこいいBGM
[07:12:22.638] あるこんなかっこいいBGMない
[07:12:26.558] だろすぎるよ
[07:12:28.920] ねないよねこんなかっこいい冒険の
[07:12:33.638] BGMこんなになんかさなんつうか今から
[07:12:37.638] 俺は魔王を倒しに行くんだっていうBGM
[07:12:40.200] ねえよなかっこよ
[07:12:43.680] すぎるで初めて聞いたですあそうなんだで
[07:12:46.840] もビビるべこんなん聞い
[07:12:50.840] たらミちゃんはドラクエウォーク始まりな
[07:12:54.280] ドラクエたまんない
[07:12:55.920] [音楽]
[07:12:59.798] ですはい
[07:13:01.798] ドラクエの中で好きなベスト3に
[07:13:06.040] 入る俺2のフィールドも好きなんだよな2
[07:13:10.280] のフィールドをめっちゃ
[07:13:15.520] 好きあそうなんだ天空シリーズもレコード
[07:13:19.478] 出してほしいないんだよレコード天空
[07:13:21.760] シリーズ13しかない本当4は出て4も出
[07:13:24.680] てるんだけど4のレドめちゃめちゃ
[07:13:28.080] 高い超レア
[07:13:31.200] 4が出た時ってもうレコード終盤の頃だっ
[07:13:34.280] ただから誰も買わなくてCDとかが流行っ
[07:13:37.520] た4のレコード欲しいんだよな5万ぐらい
[07:13:41.200] する中古
[07:13:42.958] で中古で5万ぐらいするしまずその5万で
[07:13:46.240] も売りに出してるところがまず超少な
[07:13:48.440] ネットで見かけたら
[07:13:50.878] 神よしいいけどな流通数が異常に少ないん
[07:13:54.718] だよね
[07:14:01.030] [音楽]
[07:14:03.040] 全部出せばいいのにねドラクエ11はね
[07:14:06.080] あの最近のレコードブームでやっと出た他
[07:14:09.240] のやつも部出してほしい天シルズ456と
[07:14:13.080] かレコードになったらなくぞ出してくん
[07:14:16.320] ねえかなでも今のスじゃ出さねえよ
[07:14:19.398] なFFは意外とレコードになってるFF
[07:14:23.520] って意外とレコード出してる今最近ね
[07:14:26.440] ドラクエも出して
[07:14:28.360] ほしいどっちかといえばやっぱドラクエだ
[07:14:30.798] からねFFもいいけど
[07:14:34.558] ね
[07:14:37.160] このいやそれがこのご時世だからなんです
[07:14:40.200] よ今曲ってサブスクでみんな聞いてるから
[07:14:44.280] CD買わないよでCD買う人もいるじゃん
[07:14:47.160] CD買う人ってマニアだからでもマニアっ
[07:14:49.440] てじゃあCDとレコードどっちがあるさ
[07:14:52.280] レコード買うでかいでかくてかっこいい
[07:14:54.200] からもうやっぱそうフィジカル買うそうが
[07:14:57.160] もうそういう人間だからレコードの方が
[07:14:59.718] いいんだよ
[07:15:03.240] はいそんなドラクエ3でしたごめん他にも
[07:15:05.680] いい曲いっぱいあるんだけどごめん
[07:15:06.878] ちょっとドラクエ2聞かしてくんない
[07:15:08.878] ごめんなドラクエ2の
[07:15:11.600] あの俺ちょっとフィールド曲が好きすぎて
[07:15:15.718] ドラクエ2聞かせて笑笑ごめんなまだ他に
[07:15:19.558] もいっぱいいい曲あんだけどさまだ
[07:15:21.240] ドラクエコードDJに使われるイメージだ
[07:15:23.798] けどドジでスクラッチしたらいやもこんな
[07:15:26.600] んもったいないよもったいないもったい
[07:15:28.240] ない上品に聞くもんだよこれはこれがきた
[07:15:31.160] たんだオケーこれドラクエ2最高ですよね
[07:15:35.440] これ見てくださいよドラクエ
[07:15:38.160] 2ただドラクエ2これももう中古で買った
[07:15:41.200] んだけどねちょっとねこれね盤面にね傷が
[07:15:44.000] あってね音が飛んじゃうところがあるんす
[07:15:45.840] よねまそれもまた味と言えば味なんです
[07:15:47.638] けども味といえば味なんですけどね
[07:15:51.120] ドラクエ2のBGM好きなんだよなんか
[07:15:53.040] トップなが多いんだよなドラクエ2
[07:15:56.440] ってもうロトのテーマ飛ばすよ
[07:16:05.880] [音楽]
[07:16:07.120] あこれあれ
[07:16:10.170] [音楽]
[07:16:14.638] かラブソング探してねこの
[07:16:25.000] 後めっちゃポップだよねこれも杉山先生だ
[07:16:28.160] からねあの人ポップスも作れるから本当
[07:16:31.200] すごいよいろんな曲作れるからねあの人は
[07:16:34.320] オーケストラだけじゃないんだ
[07:16:37.520] よ
[07:16:44.320] めっちゃおはようおはようはいまたあの
[07:16:48.200] またオタクゾーン突入ですおはよう
[07:16:52.470] [音楽]
[07:17:01.760] 最高えオタクゾーン突入だオタク
[07:17:06.360] ゾーンうるさい
[07:17:09.760] ちょっとうるさいごめん初めてけばかっこ
[07:17:13.718] いい
[07:17:16.080] ねレコードタイム
[07:17:18.878] ねの調整がむい
[07:17:28.878] これのれも杉山先生でしょあそうなの
[07:17:34.920] JRAってあの競馬のすごい
[07:17:39.170] [音楽]
[07:17:43.160] なそうそうだよ
[07:17:46.200] ええあ確かにそうだ
[07:17:53.878] ねあフローありがとうござい
[07:17:59.240] ますえ
[07:18:02.120] かさんあざ
[07:18:03.190] [音楽]
[07:18:09.120] すいや良すぎる
[07:18:22.478] ねどうなったのあゲームは6個目のジム
[07:18:26.798] クリアしてあと2つもうす終わっ
[07:18:29.718] ちゃうきです
[07:18:36.440] これでもう眠たいから眠たいから5時で
[07:18:40.040] 終わりにしようつって終わったらもう1
[07:18:41.360] 時間レコード聞い
[07:18:42.840] てるレコード聞い
[07:18:45.040] てるレコード聞き始まったら終わんない
[07:18:47.478] からなうん眠い眠気どっか行く
[07:18:50.070] [音楽]
[07:18:55.798] ねん次の曲行きますちょっと次の曲行かせ
[07:19:00.080] てくれえっとね俺これフィールド曲聞き
[07:19:03.440] たいんだよ
[07:19:04.760] なはかなる旅路荒野を浮く果てしなきて
[07:19:08.160] これ最高だねこれ77局目好きなことは
[07:19:10.040] 楽しいね笑最高だねポケモンも好きなこと
[07:19:13.280] なんだけど
[07:19:15.798] なこの次かああそれめっちゃ好き
[07:19:21.080] めちゃめちゃいいよねこの
[07:19:29.638] 次え違う違う違うこれ違うなこのこんな
[07:19:34.320] 悲しいやつじゃないこれあれだな祠とかの
[07:19:36.558] BGM
[07:19:45.478] だ1111Sのメドレのやつだよね
[07:19:49.540] [音楽]
[07:19:58.320] そうちょっと黙って聞いていいか
[07:20:02.680] 噛みしめていいか1
[07:20:04.990] [音楽]
[07:20:11.520] 回これ聞きながら寝
[07:20:14.798] たい
[07:20:17.718] 最高
[07:20:20.500] [音楽]
[07:20:23.878] 会館これちょっとあれだな思ったここに
[07:20:28.040] あれ置こうかな
[07:20:29.900] [音楽]
[07:20:39.600] ここにこうやって置いてナウプレイングを
[07:20:41.718] 分かるようにしとこうここにこうやって
[07:20:44.240] こいつ置い
[07:20:46.080] てこれナウプレイングね
[07:20:49.878] 最高
[07:20:54.920] よいしょおい動くなあごめんごめん飛んだ
[07:20:59.798] 今音
[07:21:02.280] 音飛びまくったぞすいませ
[07:21:04.750] [音楽]
[07:21:10.798] んや
[07:21:12.170] [音楽]
[07:21:15.360] ばやば
[07:21:24.740] [音楽]
[07:21:51.320] やばいよねこの
[07:21:52.440] [音楽]
[07:21:54.398] 曲やばくない
[07:22:03.718] まずいな良すぎる寝てるのかと思ったいや
[07:22:08.080] 寝てない寝ないもう局はバカみたいな歌詞
[07:22:10.520] で汚染された
[07:22:12.000] わ何バカみたいな歌詞って何教えてそんな
[07:22:15.040] のんのなさんこんばんは今ゲームの
[07:22:17.440] レコードを聞く会です毎毎週恒例の卵ボテ
[07:22:21.798] はけべごめんそれのせい
[07:22:25.120] だ俺が歌ってたやつじゃんそれあこれ好き
[07:22:29.878] 笑笑
[07:22:30.990] [音楽]
[07:22:37.958] 笑笑卵
[07:22:40.680] ボテでしょこの曲好き俺も
[07:22:45.000] 大好きいいねドラム入っ
[07:22:47.718] てる好きこの曲邪魔するでおちゃん
[07:22:52.840] おはよう今はちょっとごめんドラクエ
[07:22:56.840] ゲームのレコードを聞くですにてごめん
[07:23:01.478] な静かに耳を傾けてるだけ
[07:23:04.840] です良すぎるだろ今今これドラクエ2今
[07:23:09.240] ドラクエ2聞いてる最高だろお最高すぎ
[07:23:17.840] ない5のオーケストラ聞きにった時
[07:23:20.760] アンコールでこれ流れたええ5の
[07:23:22.798] オーケストラ聞いたんだいいないいな
[07:23:26.318] オーケストラ生きてんだよドラクエの
[07:23:29.570] [音楽]
[07:23:39.398] 幸せすぎるこの時間なんて充実した時間な
[07:23:43.318] ん
[07:23:49.840] だ次
[07:23:57.120] 何ああ海のBGMねはいはいはいはい
[07:24:04.000] はいあんまあんま馴染みでえけどな海の
[07:24:07.398] あんま
[07:24:08.150] [音楽]
[07:24:17.680] なレコード集めで趣味だと思う憧れるわ
[07:24:22.920] これは
[07:24:24.240] ねに終わること
[07:24:29.318] ないっちゃったらもう集めたくてしょうが
[07:24:31.760] ないんだ
[07:24:33.760] よやっぱお金かかるよレコードは
[07:24:37.718] 高いドラテンで流れるよねああドラテン
[07:24:41.160] やったことないんだ
[07:24:50.798] よ裏もたまんないでしょこれ裏ジケもまた
[07:24:54.080] これ綺麗なんだよこれ状態すごいドラクエ
[07:24:56.718] 12ツスと持ってるけど1番2がなんか
[07:24:59.120] 綺麗だわ
[07:25:01.000] すごいきれ傷1つ
[07:25:04.920] な待さこのこのジャケットを飾っておける
[07:25:08.878] のがすごくいいでしょ部屋にさこうやって
[07:25:12.280] 飾っておけるの
[07:25:17.000] がいやたまんねえな
[07:25:20.680] おごめんな今日はあのいつもドラクエいつ
[07:25:24.718] もBGM枠でもなんかみが盛り上がるよう
[07:25:27.958] なめ
[07:25:30.440] 今日はごめちょっと聞きたい曲聞かせて
[07:25:32.760] まだ聞きたいラ
[07:25:34.250] [音楽]
[07:25:36.360] 2こんな配信でよかったらあと10時間
[07:25:39.398] できる
[07:25:39.740] [音楽]
[07:25:46.760] ぞうんいつも通り最高
[07:26:00.560] [音楽]
[07:26:10.160] スタンディングオベーションだろ
[07:26:12.030] [音楽]
[07:26:15.000] これわ
[07:26:16.690] [音楽]
[07:26:23.360] はい思い出す
[07:26:26.318] なプレプレリで思い出す
[07:26:32.840] な邪が現れた思い出す
[07:26:47.398] ぜ杉山先生のにするんだけど放送聞いて
[07:26:52.000] マスターアップ直前1週間たって書いて
[07:26:55.360] あった笑
[07:26:59.160] へえ天才っているんだなやっぱ
[07:27:04.478] な
[07:27:07.558] あ指導の
[07:27:12.840] ビジわ思い出す
[07:27:16.798] な人生プレイドリレな思い出す
[07:27:21.440] よ未だにあれ奇跡やってと思うわ
[07:27:32.220] [音楽]
[07:27:38.200] 全局1週間
[07:27:40.760] はば全1週間
[07:27:49.718] やばいまでも俺2番だから大丈夫
[07:27:53.878] また出る俺は取じゃないけど
[07:28:00.558] ラ1の2番目でしょだから多分やること的
[07:28:05.280] にはレベル上げしかねえと思うんだ
[07:28:09.760] よはボテが取りみたいまそこまで行くか
[07:28:13.160] どうかだよね怖そう2
[07:28:22.080] もまチャラ丸が死ぬ可能性もあるけど
[07:28:26.680] ね言うて死んだら後ろの人たのからっぽや
[07:28:31.000] ぞ笑笑ラリからのエがあるからそうな
[07:28:34.558] ラリホー起きねえからなあやば泣く
[07:28:42.240] 死ぬこの曲超
[07:28:45.798] 好きこの旅我がこの道我が旅良すぎる
[07:28:50.080] でしょタイトルもいい
[07:28:51.080] [音楽]
[07:28:53.760] わあめっちゃいい
[07:28:57.398] ね最高
[07:29:02.280] [音楽]
[07:29:07.638] よすぎてちょっとまずいよ
[07:29:10.920] これ良すぎ
[07:29:18.638] ますめちゃめちゃこれ多分激リアだと思う
[07:29:21.398] よこれねなんかこのレコードの予約特典の
[07:29:26.920] アイロンプリントついてんのこれ
[07:29:28.798] めちゃめちゃレアでしょこれ多分これだけ
[07:29:31.120] で5000円ぐらい価値あるぞ
[07:29:33.080] これ予約特典かなんかのアイロンプリント
[07:29:36.080] が入ってたんだよこれ途中子で買ったんだ
[07:29:37.798] けど多分これだけで5000円ぐらいの
[07:29:40.478] 価値あります
[07:29:43.398] 多分これ
[07:29:45.398] な
[07:29:48.080] ほえとんでもないレアだ分これ使い方
[07:29:52.040] わかんねえけどアイロンプリントってなん
[07:29:55.718] だアイロンプリントどうやって使うの使わ
[07:29:58.878] ねえけどさ
[07:30:00.600] 使わないけどこういうのってレアなんだ
[07:30:02.600] やっぱなあのこないだのドナルドランド
[07:30:06.080] じゃねえけどさドナルドランドのあの無料
[07:30:07.840] 件じゃないけどこういうあのこれ物はさ
[07:30:11.440] 中古探せばいくらでもあるよこういうのっ
[07:30:13.718] てないからもう中古がサッカーのジャージ
[07:30:17.160] にアイロンでくっつけようつあそういうの
[07:30:19.318] でやっぱくっつけるやつなんだアプリケ
[07:30:20.958] みたいな
[07:30:21.620] [音楽]
[07:30:23.360] やつ曲良すぎる
[07:30:25.680] やろさあのまさかまさかなんだけど
[07:30:30.240] ドナルドランドやったじゃんドナルド
[07:30:32.798] ランドなんて俺ドナルドのゲームなんて
[07:30:34.478] あれしかねえと思ったらさメガドライブに
[07:30:36.200] 続編出てんだよマクドナルド
[07:30:38.718] ワンダーランドアードコーダみたいな
[07:30:41.760] やろうか
[07:30:43.318] なメガドライにまさかの続編です
[07:30:46.440] さまアクションゲーム
[07:30:49.850] [音楽]
[07:31:26.000] なんで満たされるんだ
[07:31:32.160] もうみんなもいいからね無理にコメントと
[07:31:34.520] かしなく
[07:31:35.558] てうんみんなも無理にコメントとかしなく
[07:31:38.718] ていいからねもう聞こうね今日
[07:31:41.120] は笑笑うんいいからねなんかコメント流れ
[07:31:45.160] ないってからコメントしなきゃみたない
[07:31:46.878] ないないない全然みんなも聞いてください
[07:31:49.840] 素晴らしいね音もっと上げろとか下げろと
[07:31:51.878] か言ってくれればやるんで
[07:31:55.920] 全然あとどうしてもリクエストあれば言っ
[07:31:58.760] てくれれば流すよ
[07:32:02.030] [音楽]
[07:32:17.120] ドラクエ5のレコードとアイロンプリント
[07:32:19.398] が180円でりで出てはドラクエ5に
[07:32:23.958] レコードなんか存在してんの今買うけどそ
[07:32:25.920] したらえ絶対嘘だよ絶対嘘嘘嘘絶対嘘絶対
[07:32:28.958] 嘘だよドラたら3日前に売れてためちゃ
[07:32:32.240] いいねこれ絶対チ聞いてためっちゃいい
[07:32:35.718] でしょいやいや3日前に売れててもいいん
[07:32:38.440] だけどドラクエ5のレコードなんか存在し
[07:32:40.718] ないでしょURL省略え本当嘘でしょ
[07:32:44.040] ドラクエ5にレコードは存在してない
[07:32:47.638] よあこれレコードじゃないっすねこれこれ
[07:32:50.958] これCDっすこれこれCDCDこれCDな
[07:32:54.440] んよこれはこれはCDなんすねレコード
[07:32:57.360] じゃないんだねこれCD
[07:33:00.520] ギリ聞いてる無理すんなよまだまだ寝れる
[07:33:02.878] から寝な終わっちゃったドラクエ2の
[07:33:07.680] BGMB面はねBはゲームのジャケットで
[07:33:11.360] 騙された俺も一瞬ジャケットでうわっと
[07:33:13.520] 思ったけど神ジャケだから俺もうわって
[07:33:15.200] 思ったけどうんこれはCDだった出して
[07:33:18.958] 欲しいよ
[07:33:20.040] な出して欲しいよなアイロンプリントこの
[07:33:24.200] 頃多分いっぱい出てたんだろうねこういう
[07:33:26.080] の
[07:33:27.000] ねドラクエ1終わっちゃったなドラクエ2
[07:33:29.760] 終わっちゃったねワン聞くいやワン聞いて
[07:33:32.558] もいいんだけどなワンうんまワンも一応
[07:33:34.760] 聞こうかじゃあ
[07:33:37.240] うん1を流しながら俺は次のBGMでも
[07:33:40.080] 探すかやっぱ締めはそして伝説へだよね
[07:33:44.718] そして伝説へも聞くか聞こう聞こうそう
[07:33:47.280] しようそうしようそして伝説でそして伝説
[07:33:50.680] で聞きてえわ俺いやまだワンじゃワン
[07:33:53.000] ちょっと聞いていい1も聞いていい1も
[07:33:55.160] 聞きな1もいいでしょ見て1もいいよね
[07:34:00.280] このジケがたまん
[07:34:02.360] ねえやドラゴンクエスト1のねレコード
[07:34:05.440] これが一番多分レアかもな古いから
[07:34:16.318] ねなんかドラクエはたくさんレコードある
[07:34:19.558] んだねいやこの3つしかないこの3つしか
[07:34:22.478] ないよツースしか
[07:34:26.840] ないドラキュラの方が多い
[07:34:30.240] あワンの方のこれもかっこいいねワンの方
[07:34:33.638] の録音の方が好きかもな俺
[07:34:38.958] 序曲ままいいやこれは聞いたねええねえね
[07:34:42.520] ええねラダトーム聞いていいラザト
[07:34:48.410] [音楽]
[07:34:49.718] 城
[07:34:51.920] 懐かしい懐かしいなお
[07:34:56.670] [音楽]
[07:35:08.000] 配信ついてるけどレコード聞きながら携帯
[07:35:11.040] 音とる音も聞こえてくる確かに確かおの中
[07:35:14.680] そうそうそうレコードさすおはようござい
[07:35:18.520] ますおさんおはようおはようゲームの
[07:35:20.718] レコード聞く枠ですオタク全開オタク前回
[07:35:24.718] でもったりしすぎてだって配信はついてる
[07:35:27.398] けどさレコード聞きながら携帯てる配信外
[07:35:30.478] の俺やね普通に普通に配信外の俺だ
[07:35:34.040] よカメラついてるかついてないかだな
[07:35:39.080] もういいね良すぎる
[07:35:42.200] ね良すぎるな橋本じゃん橋本だよ今チマ
[07:35:47.840] ゲームじゃない橋本連です
[07:35:56.798] 今最高
[07:35:59.350] [音楽]
[07:36:00.798] サザコ神ネモ
[07:36:04.590] [音楽]
[07:36:10.080] ス良
[07:36:11.630] [音楽]
[07:36:15.120] すぎまちょっと待てよもう分かった
[07:36:18.440] ラダトーム城はもう分かっ
[07:36:27.600] たこれじゃないな
[07:36:34.720] [音楽]
[07:36:41.798] あまりにも良すぎない
[07:36:43.570] [音楽]
[07:36:54.080] ラ卵ボテはすけべ
[07:36:59.920] 懐かしい
[07:37:03.080] な笑笑懐かしいね
[07:37:07.718] 笑笑懐かしいよ
[07:37:12.318] な卵ボテは
[07:37:15.300] [音楽]
[07:37:18.718] すけべ配信してない時もこの部屋で
[07:37:21.840] まったりするのするするする待ったりする
[07:37:24.798] 大体ここに座ってまあなんか動画見てるか
[07:37:28.240] いその曲今夜が山田のBGMに使われてた
[07:37:32.360] 何今夜
[07:37:33.878] 違この
[07:37:35.878] 曲そうだねあのここでまほとんどなんか
[07:37:39.760] 編集作業とかしてるけどね最近はキ
[07:37:45.600] へえで普通にここで音楽聞きながらなん
[07:37:49.718] だろうま色々色々かなここここにいる
[07:37:53.200] あんまり他のとこにはいないかな面白かっ
[07:37:55.638] たな今夜が山だ知らね
[07:38:01.958] やこの部屋にこうやって囲まれてんのが僕
[07:38:04.040] の幸せなんでだったかな
[07:38:07.520] へえこういうのかけ
[07:38:10.600] ながらま編集作業ま動画とか作ってると
[07:38:14.200] あんまり聞こ聞けないけど
[07:38:18.718] ねまほほどもう音楽聞く時はもうお菓子
[07:38:22.878] 食べたりしながらこうやって携帯じってる
[07:38:27.718] ことじゃあやっぱこの部屋にいるんねいる
[07:38:31.000] ねほとんど
[07:38:32.440] ね飯食ったりする時はあっちにいるけど
[07:38:36.638] ね寝る時は寝室行くけどさ大体この部屋に
[07:38:41.440] いる
[07:38:42.440] な俺ワンルームでいいと思うもんこの部屋
[07:38:46.080] にしかいないんなったら
[07:38:50.680] なま言うてそんないっつもいっつも
[07:38:53.318] レコード聞いてるかってたらそうでもない
[07:38:54.798] けどねレコード聞く時もだいぶ限られてる
[07:38:56.920] けど今日は聞くかみたいな感じ
[07:38:59.878] 今日は聞いちゃいますかみたいな感じだね
[07:39:02.318] 大体ここでアニメアニメと映画とか見たり
[07:39:04.760] もしてる
[07:39:09.798] しま土日はほとんど寝てるけどねだて今
[07:39:14.680] もう6時半やろ今寝たらもうまた昼過ぎて
[07:39:17.798] 起きん
[07:39:20.660] [音楽]
[07:39:27.600] のにだねここに全てが集約してるからね
[07:39:32.160] ちょっとそして伝説へ聞いていいすか
[07:39:34.760] そして伝説へ聞かせてもらって余日です
[07:39:48.080] かたまらないね本当に
[07:39:54.160] ねチル配信すぎるでしょう
[07:39:58.318] ちょっとありがとねやえや眠気は眠気ない
[07:40:03.638] ね今眠気冷めちゃったポケモン眠いから
[07:40:06.398] やめたの
[07:40:09.398] にうんとこれ
[07:40:13.680] かドラクエ3もねいいよ
[07:40:19.520] ね4つ4つ4つ4つ4つ4つすごい不粋な
[07:40:25.878] こと聞いていいいやっぱりくとは違うんだ
[07:40:28.718] よね
[07:40:30.878] 違うよ
[07:40:32.840] 全然全然違うよ待って勇者の挑戦から聞か
[07:40:36.840] せてもらっていいか勇者の挑戦から聞かせ
[07:40:39.920] てもらっていい
[07:40:42.680] か勇者の挑戦から聞きてえよ俺ゾませ
[07:40:48.200] [音楽]
[07:40:50.360] BGMどこがどこが始まりか
[07:40:54.878] わかんレコードだからさあ送りなんてでき
[07:40:58.958] ない自分で針を落とす場所を決めてこの辺
[07:41:01.798] かなつって落とさなきゃいけないんだよ
[07:41:03.680] なかなか頭出し難しいんだよレコードっ
[07:41:05.730] [音楽]
[07:41:10.280] てなかなか頭出しが難しいんだレコードは
[07:41:17.370] [音楽]
[07:41:36.840] 会館良
[07:41:39.440] すぎこの曲は昨年の紅白でやりましたね
[07:41:43.840] 音楽聞いてまったりする時間大事よね大事
[07:41:46.840] マジでなんかその整うよ
[07:41:50.760] ね整うよねあのサウナじゃないけど
[07:41:55.670] [音楽]
[07:41:58.160] 整う山一さん亡くなったからかな毒が
[07:42:02.520] 抜けるよねあほねあ
[07:42:04.750] [音楽]
[07:42:08.240] じ隣で実際にオーケストラ演奏してる
[07:42:11.920] みたいな臨場感あるねやっぱすごいよね
[07:42:14.878] もっと音あげたらもっとすごいことになる
[07:42:16.558] けどみんなの耳をこの配信みたいじゃん
[07:42:20.040] 何何何が何がどういうことどういうこと毒
[07:42:23.200] が抜けるランディにとって俺の配信がそう
[07:42:26.318] いうこといいですね大事だよなちゃまゲー
[07:42:29.600] の配信見るのちょっとドラクエもうこれ
[07:42:32.680] しかないねんけどなんか他聞きたいのある
[07:42:36.200] ポケモンメタルギアえなんだろうないや
[07:42:40.478] なんでもあるねなんでもあるえなんだろう
[07:42:43.200] ななんでもあるよなんか聞きたいのあるで
[07:42:46.360] もなんかチるってなるとちょっと変わって
[07:42:48.600] くるよねかも最近私もそう本当にまチソは
[07:42:52.558] 確か最近ってかずっとそうじゃんなんか
[07:42:54.318] ずっと来てくれるしね何気になんかチャス
[07:42:57.080] ピが寝ちゃってチマゲームの配信見れ
[07:43:00.080] なかったっていうあのあれがあるあやった
[07:43:05.960] [音楽]
[07:43:08.318] ね自己工程感
[07:43:12.980] [音楽]
[07:43:20.878] がそうですなえみんなさみんなさFFは
[07:43:26.040] どうなんFFFF好きかファイナル
[07:43:29.360] ファンタジーファイナルファンタジー4と
[07:43:31.200] かどう4悔しがってんだぞこっちは
[07:43:33.520] ファイナルファンタジー4とかどう4とか
[07:43:35.440] 3もある本気で悔しかってんだぞいやでも
[07:43:39.440] なんか配信者はそういうの嬉しいんだFF
[07:43:41.478] 行く
[07:43:43.450] [音楽]
[07:43:51.440] かファンタジーど今やってるF4があるん
[07:43:56.760] だけど
[07:43:59.440] あのねFFのレコードあるんだけどこれが
[07:44:03.080] ねこれがね古いやつじゃないんだよFの
[07:44:05.280] レコード超最近出た去年出たやつなんだ
[07:44:07.638] けど今の机の汚ねえ売り方なんすよ今
[07:44:13.638] のこの曲とかをそういうずるい売り方して
[07:44:16.440] ほしくないんだけどお前らこれどうせ買う
[07:44:19.360] やろみたいな感じなのレコードってよあ
[07:44:23.398] 終わった曲レコードドってこ12in12
[07:44:27.718] inでっかいレコードてああるじゃんこ
[07:44:29.600] れって片目に30分入れられんのねなのに
[07:44:32.280] めちゃめちゃけケチってこれドラクエFF
[07:44:35.520] 3のレコードめちゃめちゃかっこいいんだ
[07:44:36.798] けどねジャケとか素晴らしいんだけど4局
[07:44:40.200] しか入ってねえんだよどういうこともっと
[07:44:42.798] 入れろよ片面4局だ
[07:44:47.200] よドラクエ4行っていいすかじゃえ普通さ
[07:44:52.520] 2枚組にしてさ全局に入れるとかにうん
[07:44:56.398] それでね普通のレコードと同じぐらい値段
[07:44:58.398] 取るかまんだけどねファンだから買うんだ
[07:45:01.440] けど
[07:45:02.360] ね最近気になってんのはあれだな
[07:45:05.080] キングダムハーツのレコードが出たんだよ
[07:45:07.080] 去年15周年だか20周年だかで欲しいね
[07:45:11.040] あれはボックスセットで4万ぐらいすんだ
[07:45:13.878] けど全局入ってんだよワツ3のあれ欲しい
[07:45:16.878] んだよなま俺3やってねえ
[07:45:20.318] けどゲームのレコードを買うかどうかなっ
[07:45:23.200] て迷ってるともう買えなくなっちゃうから
[07:45:24.840] さ思い切って買わないと一生手に入んなく
[07:45:27.200] て後悔するからね誰出るよはどこで知るの
[07:45:30.520] ええもちょちょ調べてるよねあの俺
[07:45:33.478] レコード出してるレーベルをフォローし
[07:45:35.160] てるからTwitterで知ったりもする
[07:45:39.680] ねTwitterで出てきたりとかあとま
[07:45:43.398] Amazonで調べたりとかもするね俺が
[07:45:45.958] 知らない間に出たりするからねえあそう
[07:45:49.718] いうことかそうそうそうFF4聞きます
[07:45:52.520] またこれジケいいよねFF4のねこのジケ
[07:45:55.920] たまんないよねたまんないんだけどこれも
[07:45:58.920] 国数少ねえんだよ
[07:46:07.360] なスにさんさ幻想的だね幻想的でしょスに
[07:46:12.200] さんさそうれずるい売り方すんなよでも
[07:46:15.718] めちゃめちゃいいファイナルファンタ
[07:46:18.080] ジーっぽいなじゃけがこの天野さんだっけ
[07:46:21.760] 天野なんとかさんの
[07:46:26.080] 絵みレコードはいいぞみ
[07:46:29.520] 買っても聞けないっていう人多いけど今
[07:46:31.280] レコードダウンロードコードついてくる
[07:46:33.000] から
[07:46:33.718] ねだってさ分かるかなこれあのみんなこれ
[07:46:37.478] 分かるレコードなんだけどこの透明こここ
[07:46:40.360] ここ無駄な部分だからねこここのさ
[07:46:42.520] ちょっと分かるかな透明この真ん中の
[07:46:44.080] ところツルツルしてるじゃん溝が掘られて
[07:46:46.200] ないんだよこんだけ無駄にしてんのこれず
[07:46:49.280] なんかせこくないこの売り方ここまでさ曲
[07:46:52.080] 掘ってほしいよなところねそうそう
[07:46:55.160] そうせこい売り方してんすよ最近の上には
[07:47:00.398] 確かに金金までやれっつう
[07:47:03.160] の万金までやれ
[07:47:07.440] よ僕もFF4はね唯一結構やったF貧乏症
[07:47:12.000] でちゃう
[07:47:16.600] な何このクソかっこいいビジョン
[07:47:22.880] [音楽]
[07:47:27.200] の音でかい
[07:47:30.600] [音楽]
