[00:00:05.839] 1コメ剣闘1
[02:57:44.200] えとりあえずじゃあチャンピオンロード
[02:57:47.279] 向かって
[02:57:49.120] あれだよね
[02:57:50.600] あのチャンピオンロード向かって
[02:57:55.640] えっと滝登りをもらえばいいのね滝登りを
[02:57:59.680] もらえばいいのねあれ
[02:58:01.359] ね滝登り
[02:58:03.720] を滝登りをもらえばいいの
[02:58:14.319] ねちなみに10万ボルのみに10万ボのね
[02:58:19.560] 長い登山の始まり10万ボ
[02:58:24.200] の
[02:58:25.920] あのあれってどこにあんの10万ボルトの
[02:58:28.880] あれってマンボ
[02:58:31.200] のあれあれだよあれねあれあれあれなん
[02:58:35.880] だっけうんだめだもう若年性アルツだから
[02:58:38.319] 俺だめだえわマシンそれかすげたいなら
[02:58:43.760] からってくるのもありかもや
[02:58:48.160] 封印
[02:58:49.319] で俺はもう彩かからもう彩佳と俺は終わっ
[02:58:53.279] たから
[02:58:59.239] もううわ出るの始まってもないよ
[02:59:04.239] ねなんで始まってねえの始まってないの
[02:59:09.720] 笑笑始まってた
[02:59:15.760] べこいつ
[02:59:18.920] でに入る
[02:59:20.359] 視なくなった
[02:59:22.560] か笑笑あいつはもう腫れ物扱いだからああ
[02:59:27.600] ああいつの名前出したらコメント欄で出し
[02:59:29.760] たらあまずいまずいまずいまずいといから
[02:59:33.680] 使って
[02:59:34.960] ほしい使い難しいポケモンなエルフーンね
[02:59:39.520] 草タイプ
[02:59:41.520] かず誰だっけその人ボルデモートみてな
[02:59:45.760] 扱いされて
[02:59:51.359] エルフーンは対戦でいじめられたからやめ
[02:59:53.880] てくれコットンガードのエルフーンね
[02:59:57.000] じじ
[03:00:00.840] じじチャンピオンロードで
[03:00:03.680] 10万マジでああありがたいありがたい
[03:00:06.520] それは
[03:00:07.359] 頑張ろうちなみに電流って自力で10万
[03:00:10.200] 覚えんのここ
[03:00:14.319] かん
[03:00:16.239] ここんここか
[03:00:23.200] ここでいいよ
[03:00:30.880] 出口わかんねえな10万ボルト電流の声お
[03:00:35.840] 願いします知らんそんなんどうも
[03:00:38.439] こんばんはきたちゃんこんばんはきた
[03:00:40.720] ちゃんこんばんは電流の鳴き声はパルラだ
[03:00:45.439] よパレル13番道路来たよ
[03:00:50.479] は何もないやん
[03:00:53.040] パルレすごい傷薬だけだっ
[03:01:00.359] たあこれ出口じゃねえんかよ
[03:01:06.160] これきたちゃんまたあの人狼やろうね人狼
[03:01:09.640] やろうねチャンピオンロードでライバル
[03:01:12.359] からもえるしてください10万あそうな
[03:01:15.880] ありがとう
[03:01:20.680] わバニプッチもありあまでも電気あれじゃ
[03:01:24.760] 覚えないあ覚えないんだやっぱじゃやっぱ
[03:01:26.840] あれだな使わないとだめだねちょっと1
[03:01:29.120] レベだけあげよあげる
[03:01:34.760] でしよしやろやろマジで楽しかった
[03:01:40.840] びっくりアンガスもいいよあでもアンガス
[03:01:43.960] よりもいいなこっちの方がなン最後まで
[03:01:46.399] 残りそう
[03:01:48.520] 残るリザードンはじゃねえよ全部残るよ
[03:01:51.479] もうこれ以上殺さない俺はこれ以上殺さ
[03:01:54.359] ない誰も死なせない俺が全て守る綿奉仕
[03:02:00.520] 何素早さ下げはの岩で42ます意外と岩
[03:02:06.319] 持ってるやついるから
[03:02:13.279] な上がる
[03:02:15.399] ね多分ねじゃないのにこんな上がんの
[03:02:18.600] 銃弾いらん銃弾いら
[03:02:22.160] ない
[03:02:24.319] オ
[03:02:27.000] 早天チムが進化するっ
[03:02:33.040] てお400いいね行くよバレバズでマンバ
[03:02:37.760] しろ緑みたいに100レベの裏技ないん
[03:02:40.359] そんな裏技ねえ
[03:02:45.479] よ可愛い
[03:02:52.760] さんよしやっみんなぐらいまで発言して
[03:02:58.359] のヤホーみんな息してるだっけあこれ
[03:03:07.200] ダダやってるぜ今日
[03:03:10.279] もちょ今度ちゃんあれやろう
[03:03:13.399] ねやろう
[03:03:16.760] ねで俺も企画するわあんまりやったこと
[03:03:21.000] ない奴らをやってみたいやってない奴らを
[03:03:25.600] 誘うしぐさん絶対入れるしちゃん
[03:03:29.880] とありがとうしぐさんと頑張る太郎
[03:03:37.520] と世界のもも怖いねあんまりやってない
[03:03:43.399] ところやろうよやろうよガンバさん勝
[03:03:50.760] マジで村も誘べじゃ誘って
[03:03:56.200] 村バトルガールだっ
[03:03:58.960] てあ打撃撃
[03:04:02.840] じゃん打撃撃
[03:04:05.359] 狙撃打撃撃狙撃って狙撃っていう銃持っ
[03:04:08.880] てるやつもいいんだよ知て
[03:04:12.319] たいいよ
[03:04:14.439] ねししパワーでじゃ誘っといてくれ今度
[03:04:18.800] なんでこらえるってるみちゃんおるんやね
[03:04:21.760] るみちゃんいるるみちゃんいるIT
[03:04:24.800] テイクス2あれ終わんねもんだっ
[03:04:28.680] てないつやろねあれ
[03:04:35.000] 笑笑おいおいちのレベル上がるぜ終わるか
[03:04:38.600] な私も途中でやめたあそうなのじゃ俺あの
[03:04:42.760] ニコとコラボでやってたんだよえパート2
[03:04:46.640] までやってもうだいぶやってない
[03:04:50.640] ね終わんねえよあれ長すぎるよな
[03:04:53.840] ストリークだったもんなあのなんかゾの
[03:04:56.800] なんかお人形をぶっ殺すやつ
[03:04:59.640] ね突進はいらない
[03:05:03.080] です確か赤い方がブラック2限定方が
[03:05:07.200] ホワイト2限定じゃないっけこいつあれ
[03:05:10.279] きつ
[03:05:12.560] カップなんか俺人とのコラボ全部途中で
[03:05:16.040] 投げ出してるんだ
[03:05:18.880] 人とのコラボ全部途中で投げ出してんだ
[03:05:21.520] ごめん太郎さんごめん
[03:05:25.200] ねでもじもう勝ち目ないねんあんなも無理
[03:05:29.760] やで
[03:05:33.279] ヒッさんとか誘あさんもいいねのたに定
[03:05:37.520] やるんだからもい女ばっか誘べ女
[03:05:42.840] ばっか女ばっか霊もさそう
[03:05:46.640] じゃんじゃなんかあのアイカップアイドル
[03:05:49.479] も誘べアイカップアイドルもあアイカップ
[03:05:52.279] も誘
[03:05:54.160] べ藤田シオンさんぽっちゃりアイカップ
[03:05:58.120] 配信者だってフォロ
[03:06:02.399] 返せよはゲーが誘ってなフォロー返して
[03:06:05.800] くんねんだけどリプくれたのにこい1回
[03:06:10.120] リプしただけでフォローしてきてきいって
[03:06:11.960] 思ってんだろうな多分
[03:06:13.319] な来たこねえ
[03:06:20.040] 天長めっちゃレベル上がるなブルンゲルっ
[03:06:21.760] てなんだっけ水タイプかああ水タイプか
[03:06:24.479] めんどくせえな来るよ山本は来るかあれ
[03:06:28.960] ブルンゲルはじゃどうやって倒すかなガブ
[03:06:31.600] で行くかあ違うこゴースト持ってんのか
[03:06:35.319] ゴースト持ってんだったら神砕くでよかっ
[03:06:37.080] たしった
[03:06:39.479] なこれ水ゴーストやんねこいつ
[03:06:42.520] ねま激で一発でしょてかレベル高か53
[03:06:46.720] 出してくんのかよ
[03:06:48.319] なめてたレベルたけえ
[03:06:51.239] なあいなんてお前なめんな
[03:06:57.600] よてか敵強すぎる
[03:07:03.920] これなめてなめて今日あれね今日1時半
[03:07:08.479] までね1時半まで1時半までね上がる
[03:07:13.160] 上がるちむ今中にちょっと電流まで持っ
[03:07:16.279] てっときたいな
[03:07:24.720] こいつど見ても岩タイプ出してくる
[03:07:28.000] な
[03:07:33.319] 村ウナちゃんで行きます
[03:07:42.880] オ岩タイプじゃないけどまいいや格闘入る
[03:07:46.600] からな氷にも
[03:07:48.520] 強いよレベル51とか平気で出してくん
[03:07:52.720] じゃんでもどう飛び蹴り外すからいいよし
[03:07:57.800] ていうかこいつ全然レベルあの全然技覚え
[03:08:00.520] ないねしてた
[03:08:02.560] な山男にそっくりでしょウナちゃん全然技
[03:08:07.000] 覚えねえよ本当にウナちゃんマンなんだ
[03:08:13.080] なエボールいいよ覚えよう覚えましょう
[03:08:19.359] 耐えたらいら
[03:08:24.080] ないいい
[03:08:26.120] ねもっと上がれもっと
[03:08:28.479] 上がれ大ノズってなんだ電気岩と
[03:08:33.279] かべはね枝豆にはもったいねえまあでも
[03:08:38.520] いいとこあんだろう
[03:08:43.840] なん
[03:08:46.439] こいつだ
[03:08:48.160] ねほらウナちゃんの特性地震過剰だから
[03:08:53.000] ね実に
[03:08:55.600] 忠実たもっちゃんたもっちゃんに勝ちまし
[03:08:58.520] た
[03:08:59.960] あー進化は無理そうや
[03:09:06.120] ねここなんかあるやろ
[03:09:09.120] 絶対ないんかいお花の上なんかあるね
[03:09:12.560] ほら不思議なアじゃん
[03:09:22.120] 最愛のポケモンたちと奏でるコンチェルト
[03:09:27.960] よはいクソエロいはいエリートトレーナー
[03:09:31.319] クソエロいですお尻出とるやん何
[03:09:39.960] こいつ水行と見たこれまずいっすねこれ部
[03:09:43.359] が悪いあもう電気ないのマジめどくせえな
[03:09:46.520] 水とかどうすっか
[03:09:49.239] な
[03:09:50.960] 配送ウナウナ多分殺される
[03:09:54.439] からまとまんでいく
[03:09:58.399] か電気タイプいないのマジ不便弱点がつけ
[03:10:14.760] ないうえ
[03:10:20.319] ブレイブバードって何めっちゃ強いんじゃ
[03:10:22.040] ないのゴッドバードかそれははい雑魚氷で
[03:10:27.160] はい雑魚冷凍冷凍トリム冷凍トムていね
[03:10:32.399] トドマン固くて安心感あんのよマジ
[03:10:36.359] で岩なだれも耐えますから
[03:10:41.200] ねデンチュラは地面で行こうかいや燃やし
[03:10:45.160] 尽くせばいいよこんなクソ雑魚ムシ
[03:10:54.680] はいデンチラってこれな進化系かあの
[03:10:59.120] バチュルの進化系か初めて見
[03:11:05.920] たはい
[03:11:09.760] 雑魚全員リザポヨぐらいは育てないと
[03:11:12.840] 厳しいね怪しい光いる
[03:11:17.920] 電気ショック電磁派ま電磁派はいるなでも
[03:11:20.760] な綿砲いらん
[03:11:25.239] だろあやピカの方がいいよ電派あやピカ
[03:11:29.080] いいじゃんほぼ当たらないぞ攻撃
[03:11:41.800] がこの辺野生ポケモン強いよねきっとあ
[03:11:45.040] ここ多分ネ狩りできんじゃないの
[03:11:49.960] あちょっとここまたしんどそうだな
[03:11:53.000] ちょっとあのあれが敵多そうだね
[03:12:05.960] かなり今のチャンピオンとマジ
[03:12:10.760] ぜどんだけだ
[03:12:14.960] よどんだけ
[03:12:19.040] なんだムチムチっ
[03:12:33.399] てまだこれ急所引かないからいいけどね
[03:12:37.160] 急所引いたらマジ笑えねえんだよな全然
[03:12:40.439] 落ちるから
[03:12:44.479] なあれこれ30で進化じゃなかった
[03:12:48.359] ルカリオ
[03:12:50.600] ね鋼だからいいや入れ替えよう
[03:12:57.600] 今
[03:12:59.880] はき
[03:13:02.239] 何何何あ今はなきねなんだっけ名前名前
[03:13:06.760] 忘れちゃったこいこいつなんだっけこいつ
[03:13:08.600] の俺が使ってたつ名前あ死んじゃったやつ
[03:13:12.000] 忘れちゃった
[03:13:14.520] 名前なんだっけなのなんだかなんとかつた
[03:13:18.600] な忘れたわなんだつたか
[03:13:23.160] なロザリオロザリオだよクロザリオだ
[03:13:28.920] ロザリオロザリオルカリオのロザリオ
[03:13:33.399] ねルカリオのロザリオだ
[03:13:37.960] する来た来た進化速度進化速度早い
[03:13:44.920] ねバロン
[03:13:47.880] いいね可愛い可愛い
[03:13:52.520] 可愛い喉
[03:13:54.279] パチパチパチそれ実のきっとこれを使い
[03:13:56.680] こなせるわ
[03:13:59.399] パチパチパチやった
[03:14:02.120] ぜセーブさせてくださいセーブじゃない
[03:14:04.720] 回復させて
[03:14:08.640] くださいおいミックスもっと買ってこない
[03:14:11.479] と
[03:14:15.080] なのパトナーいやみかは使ってないよ使っ
[03:14:18.720] てないただただあの東大を照らすポケモン
[03:14:21.800] だから世してるだけでみかのポケモンでは
[03:14:24.399] ないあかりちゃんねあかり
[03:14:29.319] ちゃんああなるほどブラックホワイト
[03:14:32.399] ロードじゃん
[03:14:34.439] え上野がいる上野が来た来たわねの飲ませ
[03:14:38.520] すぎで尿病だよ忘れるんじゃないよ愛着が
[03:14:42.920] どうのってさん
[03:14:45.560] がりですウこのチャンピオンロードの先に
[03:14:49.520] ポケモンリーグがあるポケモン勝負とは
[03:14:52.120] ポケモンを傷つけること
[03:14:56.720] トレしたいたがそんな単純なものでは
[03:15:01.399] ない悲ポケモン勝負とは配送勝敗を決する
[03:15:06.399] それ以上に自分とポケモンと自分の
[03:15:08.640] ポケモンと自分と相手と相手のポケモン
[03:15:12.120] それぞれが異なる素晴らしさを持ってる
[03:15:13.880] ことを確かめ合うもの知ってるよぐら
[03:15:15.640] 読めるわそう異なる考え異なる存在を
[03:15:19.000] 受け入れえ世界は科学反応を
[03:15:22.279] 起こすポケモン勝負はその小さくて大きな
[03:15:25.279] 一歩なんだそれが僕の友達ゼクロムが教え
[03:15:28.160] てくれ
[03:15:29.640] たそして世界を旅して得た僕の数式この
[03:15:34.000] 意味を君自身で考えてほしいそうだこれを
[03:15:36.520] 持ってきた前新しいチャンピオンロートで
[03:15:38.359] は滝りでしかいけない場所もあるからね
[03:15:41.000] ありがとうござい
[03:15:42.960] ますただこれをさ
[03:15:48.120] これをさゲットですこれを今のパーティー
[03:15:52.479] に覚えさせなきゃいけないん
[03:16:00.680] でしょり助かり
[03:16:03.359] ますとましかいねえよ
[03:16:06.239] なあそうな
[03:16:11.120] の威力8だよでもまオーラいらないよねま
[03:16:17.199] 眠るいらねえけどなからねだ眠る取っとい
[03:16:21.279] て眠加護してもいいんだよなうわどう
[03:16:23.359] しようかなただ対戦じゃないからね眠る
[03:16:27.239] なんてやってる暇あんのかって話だよ
[03:16:31.359] ね眠るかオーロラどっちかだオーロラ
[03:16:34.720] ビーブ撃たんやろレビあったらうんレビ
[03:16:37.479] あったらオーロラ撃たんやろ普通
[03:16:42.040] にレビあったらオール撃たなくないただ
[03:16:45.439] PPのこと考えるとオーロラやないかなで
[03:16:48.960] もさま10発もたいやいや俺いら
[03:16:54.960] ない確定で攻撃下げるなら良かったけど
[03:16:59.760] ねオーロラビームオーロラビームてそんな
[03:17:06.760] 効え何あベーシックバッチをチェックた
[03:17:13.560] はーあの万引検地のやつになってんだ
[03:17:17.720] 俺1回さハードウドじゃないあの何でも
[03:17:21.359] 鑑定団あのリサイクルショップでさあの
[03:17:24.359] レトロゲー買ったら店員が変なテープを
[03:17:27.160] 剥がし忘れてこなったことあるからね
[03:17:29.840] ビビビビみたいなお客様ちょっと待って
[03:17:32.239] くださいとかって言われてえ何何何あ
[03:17:35.479] ヘイポーみたくなっちゃったえ何え何で裏
[03:17:41.160] 連れてかれてわやっちゃってもある笑わし
[03:17:46.239] もあるよ
[03:17:48.479] ポよりここ手抜きなったよなあそうな
[03:17:54.080] のちょっと買ったもの見せて持ち物全部
[03:17:57.319] 見せてもらっていいといや買ったのこれな
[03:17:58.960] んですけどいやいやバックの中見せて
[03:18:00.479] もらっていいとバックの中全部見せて何も
[03:18:02.920] 入ってない買ったものチェックしてあ
[03:18:05.439] 剥がし忘れですねみたいな剥がし忘れとか
[03:18:08.080] 張り忘れなんかわかんないけどあれ
[03:18:10.800] イヤホンのコードききしてるだけでもあ
[03:18:13.479] そうなんだすぎ5人逮捕だ
[03:18:17.479] 超周りの目もなんか恥ずかしかったしあれ
[03:18:20.640] 最悪だよ
[03:18:26.840] なここがチャンピオンロード
[03:18:30.520] ねまあやってそうだもんなふざけんなよ
[03:18:34.760] 前回それぞれのジムがテマになってる
[03:18:37.680] エリアがあったのにこんなにへあそうなん
[03:18:40.720] だあポケモンセンターあるんやよしよし
[03:18:44.279] よしよし
[03:18:51.359] まとりあえずドーミラー捕まえに行くか
[03:18:53.960] ドーミラー捕まえ
[03:18:56.080] てドーミラー捕まえて今日は終了
[03:18:59.319] でドミカス捕まえに行く
[03:19:04.040] わチャンピオンって書いちゃう人好き
[03:19:10.640] チャンピオンインターネットチャンピオン
[03:19:12.960] じゃない
[03:19:14.239] の幸せチャンピオンじゃないの
[03:19:17.720] 切り替わりすぎてロードがリばかってなっ
[03:19:20.239] てたからこれにしてくれたの助かる
[03:19:31.279] あもし幸せに形があるなら
[03:19:37.840] きっと今日という日をyouknow
[03:19:41.920] でしょあれクソなけないあのうんこちゃん
[03:19:44.840] の結婚式のあの大石の歌バカ泣いたんだ
[03:19:48.600] けどあれあれ良かっためちゃめちゃ良かっ
[03:19:51.080] たよねあれあのめちゃ歌めっちゃいいよ
[03:20:00.399] ね飛だけで当てる
[03:20:02.840] べだピヨピオパンチって
[03:20:07.520] よテレクてで
[03:20:11.960] も覚えてねえ
[03:20:15.640] けど
[03:20:17.600] 以外言葉にでき
[03:20:20.600] ない呼でごめんなたタピオパンチもこの
[03:20:25.680] 張横やばいよねあれはやばかっ
[03:20:29.319] た笑笑あめちゃめちゃ良かったよねえで
[03:20:32.600] どこに行けばいいってったっ
[03:20:36.359] けお
[03:20:39.680] さもうもうポケじゃ分かったじゃ次抑え
[03:20:42.640] 名前抑えしようおえお
[03:20:45.640] 疲れ今日もポケモンやってるからあれタく
[03:20:49.640] のさエナコロロ来たなドタ君のさエナ
[03:20:53.160] コロロ来たねこれ何タイプエスパータイプ
[03:20:55.120] いやノーマルでしょピピパンチは混乱が高
[03:20:57.600] 確率そういうことそういうことピヨピオ
[03:20:59.439] パンチは混乱しますたまピオパンチ
[03:21:05.479] はあの歌詞に出てくる結婚式れなかった人
[03:21:09.600] がお母さんか高田け心ざしかどっち論ある
[03:21:13.000] よなタ君はタ君
[03:21:15.560] じゃ田
[03:21:17.600] いいタは
[03:21:20.319] タ呼んでないよ呼んでない
[03:21:23.439] ごあれあれ高田のこと言たらやばすぎる
[03:21:27.239] だろこれ道合ってるこっちでペンライトで
[03:21:30.439] きますパンチちゃうやん
[03:21:38.120] け
[03:21:40.760] 鉄骨こいつやばすぎだろあれ
[03:21:47.239] これ部が
[03:21:48.560] 悪い変え
[03:21:51.080] ますいやエスパータイプいないのマジで
[03:21:53.760] あい
[03:21:57.319] な爆裂パンチ覚えてん
[03:22:05.399] のはい
[03:22:08.720] よいしょ終るとかにして懐かしい
[03:22:13.520] なやもうパタイ
[03:22:17.199] 鉄骨で殴られたら誰も大て暴力じゃんもう
[03:22:21.279] それポケモンバトルじゃなくて暴行だよん
[03:22:24.880] あここかもしかして滝登りつた
[03:22:28.800] なここかあここっ
[03:22:36.520] ぽいまだ上があるなこの上だな
[03:22:48.960] えこのなんだお前はなんかこの感じ
[03:22:53.080] 懐かしいな
[03:22:54.840] こほ
[03:23:00.279] 懐かしいあヘラクロス
[03:23:03.720] 強なんでいきなりこんな強くなっ
[03:23:07.720] た52ってやばく
[03:23:10.560] ないちょ待っ
[03:23:12.439] てこいつ飛行4倍だよなでもな虫と格闘だ
[03:23:16.319] から雑魚
[03:23:20.520] がインパ危ねえ撃たれてたら死んでたぞ
[03:23:23.319] これここら辺エドコンテンツだからな
[03:23:26.960] 本来あそかりを持ってるってことはさっき
[03:23:29.960] のジームクリアしてますよねってことか今
[03:23:32.800] のバトル相手
[03:23:35.080] はあのスリットファイターの似てる確かに
[03:23:39.560] へ
[03:23:45.439] 楽ギガイアスってなんだ
[03:23:49.239] よギガイアスってなん
[03:23:53.120] だギガイアスって何タイプふわっとかやっ
[03:23:56.439] てそうな名おバカタレント見て
[03:24:00.479] だろ岩鋼かな岩はねあじゃあウナちゃんで
[03:24:04.800] えや
[03:24:07.479] んダンゴロの進化系やっけ
[03:24:10.680] あ頑丈持ってるやつかなあ
[03:24:16.640] あのあれの仕掛けかギガなんだっけ忘たま
[03:24:19.199] いい
[03:24:22.960] や頑丈持ちあ普通に普通に耐えたんかダゴ
[03:24:28.000] ガントルからのガントルの進化ねそうそう
[03:24:40.600] そうそう余裕余裕
[03:24:48.080] こう考えると天地ももレベルあの早いの
[03:24:50.160] もう30おいローブシ来
[03:24:54.199] た初めてじゃない何気に見るのこいつ
[03:24:57.359] なんか強えなやけに強えポケモンめっちゃ
[03:24:59.520] 出してくん
[03:25:00.920] な
[03:25:05.040] うお武神来た
[03:25:10.479] ね危ねえストンエッチ持ってるてやばい
[03:25:14.720] こいつテンチムね
[03:25:17.520] やべこいつストーンエッジ持ってる
[03:25:20.880] 危ねえリザポ岩4倍だから暴れてたねあ
[03:25:24.960] そうな
[03:25:27.319] のテムがパワージム覚えたいってええ強い
[03:25:33.000] 岩タイプ持っててもいいかも
[03:25:38.399] ね電気色電磁レボール言わない
[03:25:42.520] で何がわがまま言ってねえだろなんだよマ
[03:25:46.680] 言った
[03:25:49.720] 俺パジ持っててもいいね
[03:25:53.800] パジ飛び道具として1個岩タイプの自剰を
[03:25:57.600] 受け継いでるみたいで嬉しいねポリザポ
[03:26:00.960] じゃなくてあれ玉いや覚えた
[03:26:04.359] やねどこに行けばいいのこれどこなのなん
[03:26:07.760] とかの社はアーダコーダの社どこなんだ
[03:26:12.239] よアーダーの社はどこさんののですね
[03:26:17.319] わがまま言わないんだよわがままここか
[03:26:21.160] ここに出てくんのドミラーっ
[03:26:26.359] てクソかっこ侍クソかっこ侍が出てき
[03:26:35.600] たえ何どうすんのこれえここで本当合っ
[03:26:39.199] てるマップを見よう
[03:26:42.640] かアブソルかっけアブソルかっけけどよ
[03:26:47.880] 使いたかったけど
[03:26:51.239] さかっこいい割には使い勝手の悪いメ
[03:26:56.840] キメまだまだだよ確かあそうなんだ
[03:27:01.920] メンなんだペキメン
[03:27:04.720] てまだまだ先だって
[03:27:19.720] おおブイゼルね
[03:27:30.720] ててこれは
[03:27:33.399] 何満タンの薬いい
[03:27:41.239] よ
[03:27:42.920] うお出るの野生で
[03:27:47.840] フアライドかゴーストタイプフフアライド
[03:27:52.840] どうすっかまあまあでもちょっと違うんだ
[03:27:55.720] なこいつ強いかねいやもう普通に
[03:27:59.120] リザードン点に出そう小さくなるバトン
[03:28:01.760] ですな小さくなるバトンで切るん
[03:28:07.720] だ金曜日にしか出ないんじゃなかったのか
[03:28:12.359] レそれはあのダイヤモンドパールね
[03:28:18.160] うわやべミックスオレなくなっちゃった
[03:28:20.840] やべえ買いに
[03:28:33.800] 行こうやもう1時半で終わるつたにもう
[03:28:37.000] 全然たどり着かねえじゃんかよたどりつか
[03:28:39.960] ねえじゃねえかあそこまでえめどくさい
[03:28:43.160] のお前めどくさいのえよ最初
[03:28:47.680] にローテーションバトルだよ弱弱いから
[03:28:51.880] いいや笑笑も鬼のような鬼のようなこの
[03:28:56.720] こっち
[03:28:59.880] の
[03:29:03.239] 待て吹消しちゃったんかまいっ
[03:29:06.640] かまあまあまローテーションバトルも1匹
[03:29:09.680] 1匹順番に殺してくだけなんですけど順番
[03:29:13.120] 待ちしてもらってるだけなんですけどね
[03:29:14.600] うん
[03:29:17.640] もじら可愛いもじらというかゴミあで
[03:29:20.800] もんじゃラって進化するよねいや殺すやろ
[03:29:24.160] はいはいはい鋼鋼ねっこ君も終わり君もお
[03:29:28.040] しまい君
[03:29:29.960] おやつ食いなかせ焼き
[03:29:33.080] 焼き払えガゼもじらだけでガゼなんだよ
[03:29:37.239] こいつ何ボディパーチってもじんもいスモ
[03:29:41.000] になるよもう今がスモ
[03:29:43.960] やろやい
[03:29:49.920] バレが2度と出てくんじゃね
[03:29:53.279] パべたくなる確かになんかあのモンブラン
[03:29:58.279] のなんかあのあるななんかあのああいう
[03:30:00.800] やつねうんわかん
[03:30:09.560] ないおバってんねいいねいね行けいいね俺
[03:30:15.040] のよ俺のよあのあれ425いねだっておい
[03:30:20.160] いいぞバズバズルもっとお前もリツート
[03:30:23.439] しろお前らもリツートしろよ愛のやつかん
[03:30:28.439] アイカップの
[03:30:29.680] やつここの先で合ってるの
[03:30:32.640] かしら14番道路んこっち合ってん
[03:30:37.000] のえ誰意味なく踊る俺たち意味なくいつか
[03:30:42.479] 消える
[03:30:43.560] ブこんなこんやらに足止めされなきゃいけ
[03:30:47.319] ねえのかなんだよこいつらこんなこんなに
[03:30:50.640] 都合のいい存在あるかよもっとなんか
[03:30:52.880] うまいことなんか行けない理由作れや
[03:30:54.960] シティじゃないっ
[03:30:57.239] けわかんねなんとも書いてねえなえどこ
[03:30:59.880] なんとかの社ってて行けん
[03:31:01.920] のこの調子だとなんか行けなそうな感じ
[03:31:04.760] するけど
[03:31:21.720] ええなんどこだよわかんねえ
[03:31:24.920] な滝登り使うって言ってた
[03:31:28.600] から今行けんの
[03:31:30.920] かえ電動入りごとかじゃないのていうか
[03:31:35.199] そもそもドミラーって全国図鑑じゃね出て
[03:31:38.359] こないんじゃないのこれ電動入り5じゃ
[03:31:40.319] ない
[03:31:42.279] とこっち行ってみるかじゃあ
[03:31:55.319] そこ左にまっすぐですここ西にあるから
[03:31:58.960] 行ける
[03:32:00.439] はずURL省略
[03:32:04.359] 何何もしよかっ
[03:32:09.640] たらあオッケー分かっ
[03:32:13.840] たセンキューそのちゃんありがとう
[03:32:17.640] すげえエロエロ広告3つ出てる
[03:32:26.800] けど何ファンタジーて
[03:32:33.439] 書巨乳ファンタジーてた巨乳ファンタジー
[03:32:38.439] バーストだあありがとうありがとう巨乳
[03:32:42.279] ファンタジーバーストそれ
[03:32:46.120] やん
[03:32:47.080] けそれ釈リクエストしますやに集中して
[03:32:51.960] やめろて巨乳ファンタジーバーストファイ
[03:32:54.560] ふむふむDMMゲームって配信したら怒ら
[03:32:57.880] れんのでもそういうリクエストもあっても
[03:33:00.279] いいよ
[03:33:01.160] なすいません集中しますすいませ
[03:33:05.080] んととはいいつ画面がこっちを向いて
[03:33:13.120] しまう巨乳ファンタジーバらなかったよあ
[03:33:18.239] あれあのカテゴリーあここ
[03:33:21.399] だ絶対ここ
[03:33:23.520] だなななイベントだランドロス様の本気
[03:33:27.840] お前知ってんのか
[03:33:29.399] よ知ってるよ別の姿になって空を飛び回る
[03:33:32.560] んだろポルトローネスも姿が変わるんだ
[03:33:34.800] よって話だよランドならいいんだよだって
[03:33:37.439] 俺俺も話聞いただけだ
[03:33:41.720] しここはランドルスって名前のポケモンを
[03:33:44.920] 祭りしてるのトルネロスとボルスが一種の
[03:33:47.840] 地方の家や畑を荒し回った時にランドロ
[03:33:50.640] スってポケモンがやっつけてくれたんだっ
[03:33:52.120] て私のおじいちゃんが子供コだったこの言
[03:33:54.800] だ
[03:33:55.399] よムービーAVあそうなんだエロゲーだ
[03:33:59.720] からやっぱだめ
[03:34:02.760] かわなんか金銀ぽい雰囲気あって好きだな
[03:34:07.880] ここおいじじこの土地はランス様に守られ
[03:34:12.479] ておるからなと束されておるん
[03:34:17.279] じゃここにじゃあれが出るっていうことで
[03:34:20.199] いいんです
[03:34:24.800] ねドミラーがここに
[03:34:27.439] 出る出へんやん
[03:34:30.000] けドミラー出んの
[03:34:33.000] ここエンディング5とかじゃねえよ
[03:34:38.120] なえ書いてないじゃん嘘つかれた出ないよ
[03:34:42.279] どミラーなんて書いてないよ
[03:34:45.880] ドミラーなんか書いてないやん書いてる
[03:34:51.040] よ書いてないよあかごめんごめんごめん
[03:34:55.279] 違うとこ見てた
[03:35:01.160] ガガ
[03:35:04.520] ああごめはないのたまそれごめはない
[03:35:09.479] のうるせえ
[03:35:11.560] なあでもあんま出ないみたいレアみたい
[03:35:14.960] ですねききありきもありごめんなんかない
[03:35:19.560] よ何なんか悪いこと言った俺なんか悪い
[03:35:22.359] ことしまし
[03:35:25.640] たせ
[03:35:28.520] なチルットとかも出るのいいじゃない謝っ
[03:35:32.920] てくれチっとなんていいんじゃない
[03:35:35.800] の謝んねえ
[03:35:38.160] よ文句があるの
[03:35:42.239] か文句あるんか
[03:35:46.439] 本当に出るよでもここね
[03:35:49.640] ちちるでもさ空を飛ぶ持ってるからさ俺
[03:35:54.680] もういらないんだよやっぱエスパータイプ
[03:35:56.399] やね俺が欲しいの
[03:35:59.840] はれて
[03:36:02.040] こい出こい全然出本当にここに出るんだよ
[03:36:06.239] なドミラーな
[03:36:17.600] ゴルが出るってことは出るよそうなの
