[00:00:06.040] 1コメは俺
[04:47:51.920] だ生きてるものはどんどん強くたくましく
[04:47:54.400] なっていくんだ
[04:47:56.920] よわも言われ
[04:48:01.120] たあ
[04:48:03.760] 可い俺髪型好き髪型好き
[04:48:08.840] ムンナ何このムナ何ポケモンだよこれ
[04:48:15.000] ほなんなん髪のけ女髪のけえ女だ
[04:48:21.480] やっぱりボブはいいぞショートボブ最高
[04:48:25.320] ショートボブ
[04:48:31.760] うショートと僕どっちが
[04:48:37.360] 好きボブ
[04:48:41.040] んうんどっちもいい
[04:48:43.440] ねどっちもいいと思い
[04:48:45.878] ます
[04:48:48.120] 笑笑起きろお前何やってんだ
[04:48:59.680] よ
[04:49:01.200] おー起きろってやば面倒こいつきの光持っ
[04:49:05.680] てんだ回復技
[04:49:08.760] ね全然回復しねえじゃん
[04:49:26.878] オいい髪いい可愛いなこの
[04:49:31.160] 女ポケモンとテレポートで鬼ごっこするの
[04:49:33.958] がお気に入りだ
[04:49:36.520] よ金の玉ゲットです
[04:49:41.400] 眼落ちとるかこんなとこ
[04:49:45.040] に大の砂漠埋もれたお城あるここにはおお
[04:49:49.280] 宝が絶対にある邪魔の
[04:49:53.440] やつあ何これ一角
[04:49:57.320] 金俺の金玉お前5000円じゃ買えねえ
[04:50:05.718] よは黄色だろと思ったけどよく考えたら
[04:50:09.360] こうだったわレタによって削除されまし
[04:50:14.638] た
[04:50:19.080] あん僕は超能力でポケモンに力を貸す
[04:50:22.878] よそりダメだよっ
[04:50:26.718] ちゃ
[04:50:30.798] うん
[04:50:34.920] ああ
[04:50:37.000] ね俺もう1回行ってもいいんだよな
[04:50:41.638] 正直前回さめちゃめちゃ気に入ってたのに
[04:50:44.840] 死んじゃってめっちゃ悲しかったんだよ
[04:50:47.360] ねコボ行こうかなもう1回
[04:50:52.638] 危ねえこいつによ学習装置持たすたらこの
[04:50:55.878] まま学習装置持たせたまま逃がしちゃって
[04:50:58.360] さそう学習装置持たせたまま逃がしたやつ
[04:51:04.680] ね持ち逃げこいつだっけ笑そうそう
[04:51:08.240] そうめちゃめちゃ気になってたメかわから
[04:51:11.440] なかった今もわから
[04:51:14.040] ん花やろ
[04:51:23.320] これ最終形態見てみたいんだよ
[04:51:29.000] な鼻がハートでバ笑そう目がそうそう
[04:51:38.320] そうデスマ
[04:51:42.280] あーこいつも出てくんの
[04:51:45.638] か目閉じてて可愛いデスマ
[04:51:52.718] ねデスマか悪くねえ
[04:51:58.160] ななんだそのですますござい
[04:52:03.120] ます
[04:52:05.320] こいつかなり変わったポケモンなんだよね
[04:52:08.000] これデスマスって
[04:52:15.680] すげえね結構怖いポケモンなんすよこれ
[04:52:18.200] 進化するとデスカーンってやつになるんだ
[04:52:21.120] けどデスカーン
[04:52:24.000] 100あそうそうデスマスクそうそう
[04:52:27.360] そうアラ100%じゃない
[04:52:32.080] けどデスマこゴーストタイプかなうわ
[04:52:35.718] ゴーストとか好きだからな怖いポケモン
[04:52:38.280] そうこれかなりデスマて怖い設定だよね
[04:52:42.320] 結構たまにあのポケモンって闇感じる時
[04:52:46.240] あるよね闇感じるミミックとかも結構闇
[04:52:50.400] 感じるよ
[04:53:00.958] ね行ってみますかこん中伝説怖
[04:53:05.240] すぎ部屋にますん
[04:53:10.958] こちゃん好きだよねミミッキュねよその
[04:53:13.080] スタンプ使っての見るわりさについて
[04:53:15.480] 分かったことが2つ真ん中を通ろうとする
[04:53:17.160] と必ず落ちる走って通ろうすると砂に
[04:53:19.520] 飲み込まれて
[04:53:20.600] 落ちる真ん中以外だったら歩けるなミミ
[04:53:24.040] キュって何から出たのダイヤモンドパール
[04:53:26.000] 何から出
[04:53:29.040] たミのぐるに囲まれ
[04:53:36.638] 1あXYかサンムーンか
[04:53:42.440] どっち
[04:53:43.840] やどっちもやってねえからどっちが正解だ
[04:53:46.320] かわかんね
[04:53:49.558] コそれとはまだ違うと思う
[04:53:55.440] けど3ムーンだと思うな俺もで
[04:54:02.520] も3ムーンだった3だね
[04:54:12.600] おお出た
[04:54:15.120] シボラ俺もようわかんねえポケモンだよ
[04:54:28.520] なサンムーンが一番薄い説あ強い
[04:54:33.840] なサンムーン俺もやってねえからわかん
[04:54:36.680] ない
[04:54:37.360] けどなんかあのアロハのやつだよね
[04:54:41.878] アロハみたいな
[04:54:47.600] やつあ炎のパンチラいい
[04:54:51.680] ね炎パン威力75あいいじゃん強いじゃん
[04:54:56.718] わっかてかわっかもそろそろ
[04:54:59.878] アローラだ
[04:55:02.280] アローラもこじゃんアローラもこです
[04:55:06.400] え炎の牙いるなでもなこれはな焼き尽くす
[04:55:11.080] とかいらないんじゃないこれ木のみを持っ
[04:55:13.200] てると燃やして使えなくするは武蔵の話
[04:55:16.400] 好きあ知ら
[04:55:21.878] ねえなんアニポケそのところから
[04:55:24.520] めちゃくちゃA変わったよななんかな
[04:55:26.878] めっちゃ子供向けの絵になったイメージだ
[04:55:30.000] わアニポケは初代が1番よ
[04:55:33.440] やっぱり初代にまさるアニポケなしなんか
[04:55:37.520] 皮破れちゃって作ろってあげて仲良くない
[04:55:43.798] へアドバンスジェネレーションああ
[04:55:47.798] 元気
[04:55:49.400] 発興味身生きよよポケナビもて準備
[04:56:00.160] 完了
[04:56:02.798] ワワしたい
[04:56:05.798] よ僕ら
[04:56:08.320] のして
[04:56:14.760] 新しい
[04:56:17.320] で仲間探していくんだ
[04:56:34.600] よよく覚えてるな1番見てたもん一ちゃん
[04:56:38.920] 見てたもんれ
[04:56:41.160] その後ナルトなその後ナルトその後ナルト
[04:56:44.320] のゴールデンコンビ
[04:56:51.600] ねめちゃ見てたよだってその次の
[04:56:54.680] ダイヤモンドパールも見てたななんどう
[04:56:57.400] いう歌だか忘れちゃったダイヤモンドパー
[04:56:58.958] ルってどういう歌だっけなんかあったよな
[04:57:00.638] 歌なあ岩石フジアガンプ来たいいね
[04:57:07.840] ガンプなんかBGMいいここ言えるかなで
[04:57:11.680] 止ま青い青い小さな夜に
[04:57:16.240] はおいら1人で鉄がするの
[04:57:22.120] にゃできたらいいのにえウパできるよだっ
[04:57:25.520] てポケモンアニメあるじゃんあれに
[04:57:27.400] ガビガビすぎんだろポポケモンあるじゃん
[04:57:30.240] アプラに前やったしね俺1回泣ける
[04:57:35.040] 回乱れ引っかきでさようならだよお前ら
[04:57:38.000] アドバンスジェネレーション第3話フウフ
[04:57:41.840] マジえあるよあるよある見れるよ
[04:57:44.160] アドバンスレレーン第3は乱れ引っかけて
[04:57:46.638] さようならこれ見てください皆さんめちゃ
[04:57:48.400] めめちゃ欲しいよユニラン俺ユニラン
[04:57:50.798] 欲しいよめちゃめちゃ
[04:57:54.558] 泣けるあのロケット団のお別れのシーンな
[04:57:58.000] んだよもうロケット団の泣ける回はマジで
[04:58:00.320] やめてほしいマジで泣ける
[04:58:04.120] からまた長年連れ添ったマタドガスと緑の
[04:58:08.000] 山を超え真っ白な雲を脱い荒を色進もう
[04:58:13.638] そんんですけどそんえ見れなくなったら
[04:58:17.080] ポケモンウでしょえアプラから消えた昔
[04:58:20.360] 全話見れたよえ見れなくなったのアプラ
[04:58:24.280] ゴミだわ
[04:58:26.040] えいや見れるやろポケモン見れたやん
[04:58:30.200] 全部俺やったもんあ
[04:58:37.280] え昔のポケットモンスターだよ
[04:58:43.400] いや見れるやん全然見れるやん見れるよ
[04:58:46.040] シーズン1から全部見れるよ全部見れる
[04:58:49.400] 全部見れるええ全部見れるよAmazon
[04:58:54.080] プライムだ
[04:58:55.360] よ見れる見れる見れるある
[04:58:58.760] よえ全然ある全然ある全然あるポケット
[04:59:02.280] モンスターシーズン1から全はあるよ
[04:59:10.400] ユストはなんか昔のアニポケなくなっあ
[04:59:13.680] そうなん
[04:59:23.878] だてなんだっけえーダイヤモンドパールの
[04:59:26.840] 歌え天がざななな切り払いしてなんとなん
[04:59:32.120] とかほら乗り越えたらググスマイルみたい
[04:59:36.280] なよねなんだっけな覚えてね覚えてね地域
[04:59:40.480] では視聴できませんになってるんだけどと
[04:59:43.400] 東京環境違うえできないの
[04:59:53.360] これポケモンゲットださ全然見れる
[04:59:56.680] けど全然あやべえやおやばやば赤くなっ
[05:00:00.120] ちまう全然見れるけどえ全然見れるでえ
[05:00:05.400] なんで見れないの
[05:00:08.958] なんかどこに住んでんの蜂って
[05:00:12.840] 台湾どっかに別の別の国に住んでんじゃ
[05:00:16.000] ないなんか日本っぽいところ
[05:00:19.080] にプライムビデオうんトゲてやいい
[05:00:22.958] ねツギザーって言んだっけこの曲ネオ
[05:00:26.160] ジャパンだったネオジャパンだよなツギ
[05:00:30.160] ザって言うんだっけこの曲もうちょっと
[05:00:32.600] 歌い出し覚えてないけどなんだっけ
[05:00:36.000] なやっぱ勇気人人元気発達が1番出ちゃう
[05:00:39.280] んだよな
[05:00:47.240] もやもや気分切り払いしてロッククライム
[05:00:52.080] ほら乗り越えたらこれあのダイヤモンド
[05:00:56.080] パールのあの秘伝技になってんだよねわあ
[05:00:59.000] サンドや
[05:01:11.480] あれあのさ今思ったんだけど
[05:01:14.920] さジバコイルってどうやって進化すんだっ
[05:01:17.958] けなんかさ天山でレベルアップとかじゃ
[05:01:22.000] なかったダイヤモンドパールのってえこれ
[05:01:24.360] 天山出てこないや
[05:01:26.360] んえ天山でレベルアップとかだよな確かな
[05:01:31.360] そうだっけ確か場所によるレベルアップ
[05:01:34.000] だったよえこれどうやってやんの
[05:01:38.080] じゃシリーズ違うからね出てこないよね
[05:01:40.920] そんなのねそれに対応した場所があんのか
[05:01:43.680] なんか神聖な場所がてか待ってこれさ何
[05:01:47.360] ここ何もないや
[05:01:56.240] ん
[05:01:58.240] え何このこんな引っ張って何もないの
[05:02:08.280] ここお前は戦った
[05:02:17.000] かんここ何もないんかあの遺跡何もなかっ
[05:02:21.798] たよね岩石封じしかなかったよ岩石封じの
[05:02:26.000] ためだああるやああ黄色いかけら
[05:02:33.280] ね怒り言道が
[05:02:36.680] いる冬あとは頼むなんとかの洞窟でレベル
[05:02:41.558] 新からああるんだやっぱそういうところ
[05:02:46.400] がわざわざ話しわざわざ話しかけた君は
[05:02:49.798] 2人目ものすごく感動しましたこれをあげ
[05:02:52.320] ましょう柔らかい砂なんやん
[05:02:56.280] これ俺ひっぱたくだろうねあの砂漠でさ
[05:03:00.200] 砂漠でさ砂渡されたら俺ひっぱたくよなん
[05:03:03.320] だ
[05:03:04.680] お前砂漠で砂渡されたらもう頭湧いてんの
[05:03:09.280] かなよ
[05:03:14.200] ねえー何ここ何もないん
[05:03:19.080] かもないよね何もね何もないよねここ
[05:03:25.080] ね星の砂なら欲しい砂漠で渡されてもな
[05:03:31.040] 行く場所ないしねここね
[05:03:39.840] いやもうボス行くかもうなんかもう行っ
[05:03:43.200] ちゃう
[05:03:45.480] かまミヒマルもちょっとレベル上がったし
[05:03:51.760] ねただこいつユニラン使ってきたな俺だ
[05:03:54.760] あのランクルス使いたいからちょっとあり
[05:03:56.718] だなどっかで捕まえたい
[05:03:58.480] なやっぱエスパータイプよ絶対1匹は必要
[05:04:01.840] だ
[05:04:03.760] からもう何もないでいう判断でいいですか
[05:04:06.480] ここも結構上げたし余裕かもね結構上げた
[05:04:09.000] よ本当に上げたうん30まで開けたからね
[05:04:12.240] あ回復
[05:04:16.718] 回復よしじゃあちょっとジム行ってみます
[05:04:20.120] かねちょっと
[05:04:31.840] ね昨日ちょっと分け合って
[05:04:35.840] あのしぐさんおやすみおおやすみおやすみ
[05:04:39.718] お疲れちゃんお仕事終わったお疲れちゃん
[05:04:42.958] あのしししと電話してたけどちょっとわけ
[05:04:46.360] あってねあのあのたらさ
[05:04:49.798] あのその村まのオフオフイベの話になって
[05:04:54.000] 配送配送あのさなんかさ私村のオフ
[05:04:58.638] オフイベあのリア凸町行ったんだけどさ私
[05:05:02.798] の後ろに並んでた人がさチマゲームから来
[05:05:05.638] ましたとか言っててさすげえビビったよっ
[05:05:08.680] て言ってさ見ちゃんだべ多分あれ耳豚さん
[05:05:12.480] だよねって言って
[05:05:14.558] たちゃまゲームから来ましたとか言うなよ
[05:05:18.840] 誰やねんと思われんねん
[05:05:21.000] からビビったよいるんかいいるんか
[05:05:26.320] い聞いて
[05:05:29.000] たた笑あれ耳豚だね100誰見てるのって
[05:05:34.240] 聞かれた
[05:05:36.160] からあ聞かれて言ったんだ
[05:05:40.040] 人物
[05:05:45.080] 全員まだ村俺のこと認知してくれてるから
[05:05:48.440] なだいぶ昔
[05:05:49.798] からえチマゲーブじゃんチマゲーブ知って
[05:05:53.840] るってなんかね面白いよなんかデブなんか
[05:05:58.160] デブって言
[05:06:00.400] た私デブ嫌いなんだけどなかでもこれは
[05:06:04.040] 面白いからデブどこだっけチム
[05:06:08.558] 笑笑ジムどこだっけな笑笑うんなんかデブ
[05:06:17.000] てジムどこでしたっけこれ覚えてないっす
[05:06:20.878] ねあ街出ちゃったこっちじゃない
[05:06:24.638] なでも村まこデブに勘よになっ
[05:06:28.240] てるあそうなんだあモテお疲れじゃんモテ
[05:06:31.878] お疲れ笑笑デブに完用じゃなかったのあの
[05:06:34.440] 人私その時金の汚い方のじゃがいものこと
[05:06:38.000] かえのな笑笑とか言ってたごめんね最近
[05:06:42.638] 仲良くしてくれるそれ仲良くしてくれる
[05:06:46.120] やろそれでデブだから仲良くしないなんて
[05:06:48.878] なねえ
[05:06:51.520] だろう何これ
[05:06:53.480] は村てたにおすに出てくる人じゃんああ
[05:06:58.440] くみが止まらないってことはもうはるか
[05:06:59.958] めんどくせえつうかさそこのてめえ今私の
[05:07:02.280] こと見てただろメト目があったら喧嘩だろ
[05:07:04.480] つまりあんたはライモの
[05:07:09.680] アバレパルダスこの喧嘩売ったのよ当然悟
[05:07:12.120] がいいよなあいい
[05:07:13.600] よツダでボテて単語見
[05:07:17.280] からどうことどうことボテて単語見かけて
[05:07:19.878] たがびっくりしたTwitter見てんの
[05:07:22.360] バレバレてねえだろそしたら綺麗な白豚
[05:07:26.280] だった
[05:07:27.440] うんあっちのチャマねあっちのチャマも
[05:07:30.718] まあまあ
[05:07:35.958] まあちょっと強いなこいつな
[05:07:47.638] うダメージ入るねニコンっている人も発見
[05:07:51.718] したユニコーンちゃまあなんか最近
[05:07:55.080] フォローされた
[05:07:56.480] よなんか最近フォローされたよその人に
[05:07:59.920] ユニコーンなんかフォローされた気がする
[05:08:02.040] ななんかメール来てた気が
[05:08:05.958] する音レベル3だってレベル2わかティ
[05:08:11.958] 気持ち良すぎだろ気持ち良すぎだろティル
[05:08:16.840] 気持ちよすぎだろ気持ち良すぎだろどが
[05:08:21.440] つくことでおぼろで有名なこの
[05:08:23.680] すこの観覧者に乗って先にビビった方が
[05:08:27.120] 負けいいよな行くわよえあ乗るのデートや
[05:08:30.558] んあデートや
[05:08:34.680] ん何これはんなんで黙ってんのひょっとし
[05:08:37.798] てビビってんじゃん何これ女
[05:08:41.878] ヤンキー
[05:08:43.600] 女嫌いじゃない
[05:08:46.558] ね義ギシギシ
[05:08:53.160] 何このイベントきもうだめ壊れるパパママ
[05:08:57.520] 助けてので告白し
[05:09:00.120] たい俺もって誰も他にやってるやいね
[05:09:03.680] 乗れる全然やれるいややって
[05:09:07.120] ねえなんだよこっち見てんじゃプスああ
[05:09:11.040] 分かった分かった今回見逃してやるよ絶対
[05:09:13.240] 次は絶対負けないめマジで覚えてるよ
[05:09:16.798] 可愛い真ん中に乗らないとこうやってな
[05:09:20.120] ゴンドラ
[05:09:22.120] がここは何お挑戦ですか申し訳ないですね
[05:09:26.360] ジムリーダーなんですけどちょいとルスに
[05:09:27.878] してまして行き先は分かってるですこの
[05:09:29.840] 入口からジェットコースターに乗れる建物
[05:09:31.600] にいるはず
[05:09:32.840] うんそこがあれじゃねえんだそこがジム
[05:09:35.798] じゃねえんだピエロのメイクは涙のマイク
[05:09:38.958] がついてで
[05:09:40.718] て何
[05:09:42.760] このジムリーダーさルスにしてる人多く
[05:09:46.160] ないそう基本ジムリーダーてルスにしてる
[05:09:48.280] よねちゃんと働いてる働いてる本当だな
[05:09:51.680] 仕事なんだからちゃんとやれよ税金泥棒が
[05:09:56.360] よあ何何何こないだこの遊園地でアイドル
[05:10:00.480] が撮影できてたの知ってるあのテレビに
[05:10:01.958] バラエティに出てるアイドルだよ員じゃ
[05:10:04.160] ないの本だよな収録を見てと僕ライブ
[05:10:07.280] キャスト好きなよね
[05:10:09.600] まあま暇そうだもん
[05:10:11.680] 多分リノダ
[05:10:19.040] テレテレジェットコースターに観覧者
[05:10:21.240] どっちから楽しもうか
[05:10:24.400] なジェットスタージェットコースターの
[05:10:26.638] いいとここれは心からここがジェット
[05:10:28.440] コースターですかガンバさんジェット
[05:10:31.558] スターてちゃってあ懐かしいあここ昔の
[05:10:34.040] ジムだよ覧者デート覧の曜決めてほしいわ
[05:10:38.240] よねよねそうわよこのジットコースターは
[05:10:41.280] まずコースターに乗るプラットフォーム
[05:10:43.160] 足場ですねそこでポイントを切り替える
[05:10:44.878] 中沢ゆですか中沢裕子ねこれ昔ここの
[05:10:50.080] こっちがジムだったよねなんか新しくなっ
[05:10:51.760] てこれジムじゃなくなっちゃったんだね
[05:10:52.958] ここね昔こんなジムだっての覚えてる
[05:10:59.240] よえこれ戦うのかな懐かしねこれブラック
[05:11:04.080] ホワイトのジムだよねモームスかわ
[05:11:06.840] ちょっと世代じゃねえな
[05:11:09.360] 曲良いです曲良い
[05:11:11.878] ねま一番いい曲はライモンシティじゃなく
[05:11:14.760] てあれだけどねテレレレテレレレ
[05:11:19.040] ね止まんだよマジでこのタイミングで意味
[05:11:22.040] わかんね人が歌ってん
[05:11:34.480] だろ神さすごいよな普通なら改造するだけ
[05:11:37.600] なのに新しいジム作っちゃってカさん
[05:11:40.160] めちゃすごいよ
[05:11:43.080] な
[05:11:50.600] どけくそが何この曲好きこの曲いいね家族
[05:11:58.280] 家族どんどん早くてご
[05:12:00.480] 機嫌シティがさっき歌ったほ
[05:12:08.160] そうそうトコースター乗はどうだった戦う
[05:12:11.080] のえ戦うんか
[05:12:12.760] い戦うんかいトレーナーいるんかこれジム
[05:12:15.558] じゃねえんじゃねえ
[05:12:17.240] のテレレあのそれのそれのあのあれが好き
[05:12:21.760] なんだよあの雪のジフが好きなんだよな
[05:12:23.958] いつもホモシティとわかんなくな子供ね
[05:12:27.320] うわしまやん
[05:12:31.400] 夏このために話に連れてきたからもう余裕
[05:12:35.520] よだ地面技何も覚えてねえけどなこいつ
[05:12:42.958] いいね自信
[05:12:45.558] 加上立ってるの可愛いね可愛い腕組しま
[05:12:49.240] 可愛いしま可愛い前使ってたな確かに配信
[05:12:52.360] で使ってたゼブライカになった
[05:13:00.760] よ来ないんですけど
[05:13:04.558] た私もレギュラーメンバーに入れてるわ
[05:13:07.798] いいよね
[05:13:14.280] 申し訳程度のジェットコースター感だった
[05:13:16.480] んだ
[05:13:24.240] けどあーん結構来る
[05:13:29.480] なえだってここここジブちゃうねんもんな
[05:13:34.160] ジムじゃないもんねここね種類以上
[05:13:36.240] デザインしてるのすごいわねブラックも
[05:13:39.080] イトクリアしてないけどねポケモあそうな
[05:13:41.760] ん
[05:13:43.200] だわメリープ
[05:13:49.520] や早くワが
[05:13:52.320] さあれ覚えてくんねえと困る
[05:13:56.400] よ地面技覚えてくんねえと
[05:13:59.878] さかなりしんどいぜ
[05:14:03.840] これ首細い猫の
[05:14:06.520] ワ頭の悪いな
[05:14:14.040] 泥かけしか覚えてねえよこいつ地面
[05:14:22.080] 技なんてこと勝利をもぎ取られてしまうだ
[05:14:25.040] なんていいねお金いっぱい持ってるねお前
[05:14:28.718] ねあなたのら品のあるトレーナーの置いて
[05:14:31.440] てきて私こですわ
[05:14:40.080] 誰
[05:14:41.040] だいろはちゃんもお嬢様やりたいやれば
[05:14:45.000] いいじゃんあらもしかしてジムリーターを
[05:14:47.878] 探しきたの残念ねちょうど入れ替わりで
[05:14:50.080] ジムに戻ってったわこれまで来た記念に
[05:14:52.000] これを持ってきなさいな
[05:14:55.958] 直しジムリーだねジットコースターの
[05:14:58.360] スリルで無になるのが好きなんだってあ
[05:15:03.280] そう麻痺なしですわ麻痺直しですお嬢様
[05:15:07.320] 麻痺直し
[05:15:11.360] ああそういえばポケットモンスター
[05:15:13.718] バイオレットでメリープとハねっこの
[05:15:16.200] 色違いですげえなそんな今のポケモンって
[05:15:20.000] そんな今のポケモンって色違いで安いんだ
[05:15:22.320] ねみんなゲットしてんじゃん色違い
[05:15:25.160] ポンポンポンポン出んじゃんもう色違い
[05:15:27.600] いってのは出ないからいいのにいや違うな
[05:15:30.878] あれだなりほちゃんがあれかあの運がいい
[05:15:33.718] だけか俺今まで野生で出たの23回しか
[05:15:37.718] ないよ
[05:15:41.440] たまたま見かけたのにゃジム戦前にタバコ
[05:15:44.520] 大ジム前にタバコ行って
[05:15:47.200] いいジム前にちょっとタバコ行ってきて
[05:15:49.718] いいすか分かったジム前にタバコ行こう
[05:15:52.600] まだまだ今日は長いからなジム前にタバコ
[05:15:56.160] 行くわまタバコ行くかちょっと待タバコ
[05:15:59.718] 行くかちょっとさ穴ホル穴ホルだけ覚えて
[05:16:03.520] きていいちょっとまた分りで穴覚えてきて
[05:16:07.000] いいかパーラメント吸っパーラメントなか
[05:16:10.040] 吸ってねえよクールマイルドだ覚えとけよ
[05:16:13.320] クール
[05:16:14.798] マイルドクールの5mmな
[05:16:18.680] うんもうずっと吸ってるねもう何年も昔
[05:16:21.840] 吸ってたわあれいっちゃんいいんだよ
[05:16:25.320] なあれが一ちゃんいいクール
[05:16:29.160] マイルドあれはいいよあれ一番いい
[05:16:33.680] いろんなん吸ったけどやっぱそこだそこに
[05:16:36.558] 戻るね
[05:16:40.040] オプションとかさオプション女の子
[05:16:43.558] オプション好きよ
[05:16:46.718] なオプション好きよな女の子
[05:16:52.240] なオプションあんあのなんだっけマイルド
[05:16:56.200] セブンマイルドセブのメビウスメビウス
[05:16:58.718] Twitterチェックしててもあそうだ
[05:17:00.798] ねうんあメビウスのあのめっちゃあの
[05:17:04.680] ブルーベリーとかなんか味というかすごい
[05:17:07.360] いいやつ匂いがあれ逆に味濃すぎて気持ち
[05:17:10.718] 悪いんだよ男がってのブラックメンルあっ
[05:17:15.680] たなラブラメン
[05:17:22.280] ブラメンオプションってそっちの
[05:17:25.798] なそっちのオプションもいいよね俺
[05:17:29.160] あんまりそういうそういうお店とか行った
[05:17:30.638] ことないからわかんないけど
[05:17:33.520] 笑お店行ったことないんよ
[05:17:36.878] 風俗とったない
[05:17:39.798] 嘘つけいやマジいやマジガチでおっしか
[05:17:42.798] 行ったことないおっは会社の先輩に連れ
[05:17:44.718] られて1.2度と行かないと思っ
[05:17:48.718] たく彼女できたらさうん
[05:17:53.400] うんもしねイフねイフ俺に彼女ができたら
[05:17:56.760] はい何でしょう
[05:18:01.958] かずだよチマゲームは
[05:18:12.600] プリントコスプレ衣装買っていって今日
[05:18:15.400] オプションお願いできるてやってほどう
[05:18:18.718] いうこと何そのプリンはオプション台って
[05:18:22.760] こといや彼女だったらやってくれよ無料で
[05:18:27.798] 彼女だったら無料でしてほしいけど
[05:18:34.360] ね冷たくなるんでしょどうせうん
[05:18:39.240] 終わったらもうたばさんだったもうあるだ
[05:18:42.320] よな
[05:18:45.760] だあと1
[05:18:49.120] レベわっかもここでレベル上げようか
[05:18:51.680] ちょっと
[05:18:54.120] な冷たくなるよ終わったらもうタバコ吸い
[05:18:57.080] 始めてえまだいん
[05:19:00.120] のにいてるよむい8がちょっとあのどん
[05:19:05.080] だけちょろいかがよう分かる
[05:19:07.718] わ覚えとくわ俺もうなんか8に頼む時はっ
[05:19:11.120] てる間に溶けちゃうからなるほどねほら
[05:19:14.600] ほら溶けちゃうよっ
[05:19:17.920] てちょろすぎる
[05:19:20.638] だろ
[05:19:25.718] 草風俗の電話の受けこの仕事3日でやめた
[05:19:29.878] ええそんなのやったことあん
[05:19:35.360] のえそういう仕事って
[05:19:39.440] なんで逃げらんねんだよこれレベル8も
[05:19:41.240] 高いのにこっちえそういう仕事ってお金
[05:19:44.878] いいんだ
[05:19:46.558] やっぱあのデリヘルの送迎やってるやつは
[05:19:49.638] 知り合いにいるけど
[05:19:50.958] さお金いいんだろうなでもなあれの気あ
[05:20:02.200] るってことは服とかもお
[05:20:07.638] うん売ってなお金いいんだよな男も女も
[05:20:11.320] 限らずなやっぱ多分な1番金落とすからな
[05:20:14.400] 客がね客端高いでしだってみんなねそう
[05:20:17.878] いうの
[05:20:29.240] ね白中上に怒られ続けるんだもんな
[05:20:33.040] ちょっとは高くしてもらわんとにまそんな
[05:20:36.000] のなどうなんそんなジになんか言われる
[05:20:39.840] もんなんか
[05:20:42.638] ねどうなんだろう
[05:20:45.040] ねめちゃめちゃ面白いドラマ知ってるあの
[05:20:48.920] 浜田ガが主演主演してるフルーツ宅配便
[05:20:52.440] っていうドラマがあるんだよめっちゃ
[05:20:54.878] 面白いから見てほしい変ボコボコ偏見
[05:20:57.760] ボコボコフルーツフルタ見てほしい
[05:21:00.280] めっちゃおもろいよさ浜田学がその
[05:21:03.798] デリヘル城のえ送迎送迎の人になるドラマ
[05:21:08.080] なんだけど
[05:21:09.200] あれ見てるとめっちゃおもろいなと思っ
[05:21:13.160] たアプラで見れねえかなフルーツ宅配
[05:21:18.240] 瓶え面白そうおもろいおもろいめっちゃ
[05:21:21.440] おもろい中リーサ出てるよ中リーサ中
[05:21:24.878] リーサじゃなかったからごめん中リサじゃ
[05:21:26.360] なかったかおは確かにいいけどちんピラっ
[05:21:29.400] ぽいおっさん上司につと煽りがひどくうわ
[05:21:32.400] それはやだ
[05:21:34.240] なそれはやだね怖いね怖いね
[05:21:42.160] パ王キムタックとどっちがおもろいなんだ
[05:21:45.000] よパン王キムタックてそっちの方がれえよ
[05:21:48.840] 多分なんかそっちの方が面白そうじゃん
[05:21:51.360] なんだよそれ正番王キムタックって面白
[05:21:54.200] そうじゃねけそれになりすぎるどこで見れ
[05:21:56.718] んだよ
[05:21:58.840] それパ王
[05:22:01.798] キムタックどこで見れんねんそれ韓国
[05:22:09.000] ど何王って
[05:22:13.000] まず王ラで見れるんちゃうあ本当見ようか
[05:22:19.638] な王なのかキなの
[05:22:27.878] かちゃまさんの好きなポケモンは何ですか
[05:22:31.840] 私
[05:22:33.840] はボスゴドラ
[05:22:39.680] エアタイプ好きでかっこいいねダゴ大好き
[05:22:43.480] なんだから俺ダゴあ
[05:22:48.120] たあはスマスマなの
[05:22:55.000] かけなんとなく男ボスゴドラボスゴドラ
[05:23:01.120] って
[05:23:03.080] いういるんよそのルビーサファイアていう
[05:23:06.840] シリーズのチャンピオンなんだよね最後に
[05:23:10.280] 戦うやつなんだけどうわこいつ盆持ってん
[05:23:13.080] の
[05:23:17.120] しんどそいつが鋼タイプを使ってくるんだ
[05:23:19.798] けどみんなかっこいいんだよ鋼タイプが
[05:23:22.040] 強くて硬くて
[05:23:25.000] さボスゴドラにメタグロスだよ男の子
[05:23:28.840] ワクワクシステムでしょ名前
[05:23:31.200] がボスゴドラ
[05:23:33.440] エアキムタックちゃうキムタックは鋼
[05:23:36.240] タイプじゃない
[05:23:38.798] やばいえ待って待て
[05:23:42.240] 待待待て待て待て待て危ない危ない危ない
[05:23:45.520] 危おいおいおい全然事故るや知てる名人
[05:23:48.760] だけで3人いるから増やさないで
[05:23:52.718] ほしいダゴ
[05:23:56.240] えっとちの大子でしょ
[05:24:00.638] ええ大あはウィッシュの大
[05:24:04.840] でしょメンストでしょそん知らないけど俺
[05:24:09.000] はまだ他に
[05:24:15.558] いるウィッシュゲキングいやゲキングって
[05:24:20.200] 何や知らん何それ
[05:24:22.040] えあれじゃあ古い立てるどうだ進んだか
[05:24:25.480] 進んだというかまだレベル上げし
[05:24:28.680] てる古い立てる
