[00:00:08.679] T
[03:49:28.600] なんかお前そんな髪ないやろが
[03:49:32.120] いおいおいお前あれだよいいお箸いいいお
[03:49:39.000] 箸使っても米がなきゃ意味ねえんだよお箸
[03:49:42.120] だけじゃお腹はいっぱいなりませんそこ
[03:49:44.359] からビールいてくるグラスはほんまにわけ
[03:49:46.880] わからんけど楽しい何それそんなん
[03:49:49.730] [音楽]
[03:49:54.319] のブラックフライデーでちなみにいつ
[03:49:58.479] までああなんか最近こういうイヤホン
[03:50:02.199] 流行ってるよなこ画面ついてるやつ12
[03:50:06.000] なんかビアガーデンでたに置いて
[03:50:09.880] あるここに画面ついてんの増えてない
[03:50:12.640] なんかここでなんか
[03:50:14.840] たり曲とかも聞けたりするやつ
[03:50:16.880] ねなんかあるよね最近ねてかおめえらあれ
[03:50:20.720] 見たpmm.COMの
[03:50:23.560] さクエスト3がさ1万円で買えるなんか
[03:50:27.720] あの専用のグラスオとてくるかっこいい
[03:50:31.840] ぶさよ見た抽選そうそうそううんちゃん
[03:50:35.319] こんばんはなんそれえなんかDMMコの
[03:50:39.080] なんかE出記念12周年なんとかであの今
[03:50:44.840] あれだよあの抽選販売なんだけどメタ
[03:50:48.479] クエスト3あるじゃん7万ぐらいするやつ
[03:50:50.479] が1万で買えるらしいでみ応募殺してて
[03:50:53.880] やばいみたいなただ
[03:50:57.199] なんか応募の段階なのになんかクレジット
[03:51:01.040] カードの情報入れさせられてこれ本当に
[03:51:03.159] 大丈夫かみたいな言われてるね俺はまだ
[03:51:06.720] あの今週1杯まであのなんか受付してた
[03:51:10.399] からまだエントリーしてない
[03:51:13.560] けどしてるねでもまあ確かに1万円じゃ
[03:51:16.760] 安いもんねちょっと怖いなちょっとねだも
[03:51:20.120] でもDMMだからねdmm.comだから
[03:51:22.399] 別にちょっと怖いねちょっとねだから
[03:51:27.600] なんか例えばだ
[03:51:30.399] けどまあドッはななんかちょっと別の
[03:51:35.159] カード使うとかちょっと怖いうんちゃんは
[03:51:38.000] なんかブラックフライで買った買うの
[03:51:40.279] なんか
[03:51:48.680] こういうでこういうのこういうのでいいん
[03:51:51.840] だからこういうのでレズイヤホンなんて
[03:51:54.600] お前らこれでいいんだよ例は最新ビリビリ
[03:51:58.199] イヤホンビリビリしてないけどここのこの
[03:52:01.080] 100%表示こういうのでいいんだから最
[03:52:06.279] お買い物これでちゃこんばんはこれ
[03:52:09.439] こんばんはま一時期こういうの使ってた
[03:52:12.000] ことあるけどあの
[03:52:14.640] ローバッテリープリーズチャージ超
[03:52:17.640] うるせえ分かったよ30秒に1回ぐらい
[03:52:20.960] 言うの剤とあれがあれがああれに電力使い
[03:52:24.960] すぎてすぐ電池切れるロバッテリープリズ
[03:52:28.720] チャージうるせえんだよ品と
[03:52:32.040] かうトイレットペーパーとかさトイレット
[03:52:34.880] ペーパーとかね柔軟剤と入浴剤と柔軟剤と
[03:52:38.040] 茶やっぱ賢いな買い方がみそういう日用品
[03:52:42.479] を買うんだね確にそうなんだれ
[03:52:45.120] それが番賢いんだ
[03:52:47.640] よおレは最新ビリビリイヤホン来
[03:52:51.490] [音楽]
[03:52:54.600] たイヤホンなんか全然欲しくないのに見
[03:52:57.399] てんもんな別
[03:53:00.020] [音楽]
[03:53:01.120] に全然イヤホン欲しくないの一番ダメな金
[03:53:05.359] の使い方してる
[03:53:07.720] わんマリッチじゃなかったアロマじゃない
[03:53:11.080] マリない俺はあなんだっけ
[03:53:14.590] [音楽]
[03:53:21.439] キムチは3500gぐらいあればいい俺
[03:53:24.560] 去年のな去年の俺のブラックフライデーな
[03:53:27.560] 買うもんなさすぎてでも私俺も買った
[03:53:29.800] 可愛い色の結束バンド何それいる何結束
[03:53:33.800] バンドって
[03:53:50.720] なんかでもなんかなんかな
[03:53:55.000] おコチン込みで56万じ安いな安いよこれ
[03:54:01.399] 買おっかなしかもひちのエヤコンでしょ
[03:54:03.239] 安くね白くま君コチ込みで6万安いだろ
[03:54:08.399] いいねめちゃめちゃ安いよ俺だって今ここ
[03:54:11.560] 出てる7%
[03:54:14.680] 大山のクソ安い
[03:54:16.439] やつ今磁石のケーブル止めとくやつ使って
[03:54:20.720] てさそこに止めとくのに欲しかったのよね
[03:54:23.720] 結束バンド寝室にない寝室にない寝室ない
[03:54:29.479] ねん白くくんじゃだってめっちゃいい
[03:54:32.000] じゃんだったらこっちにつけたいわこっち
[03:54:34.399] のやつあっちにつけ
[03:54:38.560] てえ安い
[03:54:41.520] ね笑笑
[03:54:44.439] 安い安い安いと思うでもあれなんだよ君何
[03:54:47.760] がや
[03:54:49.479] ねん何が誰が誰が白くま君誰が白君や
[03:54:55.000] ブヒブヒ簡単に付け替えできないじゃんね
[03:54:59.960] 豚
[03:55:02.720] [音楽]
[03:55:06.960] ブヒブヒ
[03:55:08.640] なんかねあれほし直線器欲しい
[03:55:13.460] [音楽]
[03:55:17.479] 直線器欲しいんだけどおこれ出たドンキと
[03:55:21.479] かにあるやつじゃん
[03:55:24.439] これし
[03:55:26.600] ブ電ねうん
[03:55:30.040] ち電気マッサージ機電話でしょ電気
[03:55:34.159] マッサージ機
[03:55:36.800] 電使用方法あるで
[03:55:41.120] うるさバカがよくそうるせえちゃまくん
[03:55:44.800] 椅子買えばあ
[03:55:47.110] [音楽]
[03:55:49.319] 椅子使う
[03:55:55.680] [音楽]
[03:55:58.640] か絶対BGM間違ってるでしょ
[03:56:02.000] これもっとなんかリリラックスできる曲に
[03:56:05.199] しろよなんかこうマッマッサージなんだっ
[03:56:07.640] た持っことあるかマッサージとかだったら
[03:56:10.159] なんでこんなマッサージなんでこんななん
[03:56:13.479] でこんなあれなんだ
[03:56:17.120] よ確かにこんなとこで使うかいやもうだっ
[03:56:21.680] てもうサーフィンに来てるけど足痛い時は
[03:56:24.359] すんなよこんなお前サーフィンにまで持っ
[03:56:27.960] てきて使ってっけどそういう時は
[03:56:29.359] サーフィンすな家帰って
[03:56:34.319] 休めどんだけスポーツ好きなんだ
[03:56:52.159] 大好きだなこいつこれっと思われるこんな
[03:56:54.279] 使ってたらまたあいつあれやってるで
[03:56:56.359] みたいなよくでもあの最近なんかあの
[03:56:59.960] ドンキに並んでてさみんな使ってなんか
[03:57:03.600] 試しで使ってきたねえのきた手あみのし
[03:57:07.399] やすくなってるじゃん手やかまみれのくそ
[03:57:10.040] 汚綺麗なやつ見たことないデブ熱くなっ
[03:57:13.399] てる
[03:57:16.720] ちゃうねん
[03:57:19.120] な直線器が欲しいよ俺食気おかす前に
[03:57:23.279] ほぐしたりダウンの時に使うんやであそう
[03:57:26.040] なんですかすいませんでしたちょっと僕が
[03:57:27.760] 運動してないくせに文句ばっか言って
[03:57:29.479] ごめんなさい
[03:57:30.920] あいいの見つけた何何あ電気モフいいぞ
[03:57:34.560] 電気モフ俺が使ってるやつこれじゃないか
[03:57:37.000] な直線器ってどうなんやろかえどうだ
[03:57:39.680] めっちゃ楽じゃ
[03:57:41.359] ない一番食器洗う時が打つだよ
[03:57:45.760] ああと乾燥機も欲しいなその2つだったら
[03:57:49.439] マジ神だわその2つが一番めんどくさい
[03:57:52.880] 生活の中
[03:57:54.319] で洗濯洗濯
[03:57:57.279] とあの食器洗
[03:58:00.640] 20%いらいらんいらいらなくはないんだ
[03:58:03.120] けど違ういらなくはないんだけどねなんか
[03:58:05.840] 案外に度洗いしないとダメとか聞いて信用
[03:58:08.800] できないそうなんなんかあのタンクのはダ
[03:58:11.479] めっていうねちゃんと水汚れ洗わないとや
[03:58:15.000] ないままそうだよ入れる前にちょっと吹い
[03:58:17.399] たりとかするかもしんない
[03:58:21.040] けど乾燥機欲しい
[03:58:23.680] なあ乾燥機式ドラムドラム式洗濯機とか
[03:58:27.120] あったら欲しい高いんだろう
[03:58:29.359] なエトロゲームに8万出すけどこっちには
[03:58:32.439] 1万も出してないんだよ
[03:58:36.000] な出たこいうのねこれの赤いのあったな昔
[03:58:40.800] など言ちゃったけど
[03:58:50.800] 時折り出てくんじゃねえかこれどんだけ
[03:58:52.800] 押してんだ
[03:58:59.600] よなんかねえの面白い
[03:59:02.640] の焼き鳥焼ききとかねえかな焼き鳥焼きき
[03:59:06.120] あのなんかくるくる回ってめちゃめちゃ
[03:59:08.760] 時間かかると噂の個人的にはホットアイ
[03:59:12.479] マスクおすめ去年買って良かったものの
[03:59:15.720] 上位入るホットアイマスクだのさなんか耳
[03:59:19.359] ホグなんちゃらみたいなセルやってないの
[03:59:21.800] スルがやってセールやってないんじゃない
[03:59:23.720] どうなろわかんないケバブ焼き手間かかり
[03:59:26.640] そうケバブ用意しなきゃいけねえじゃ肉
[03:59:28.960] 用意しなきゃいけねもん
[03:59:31.359] なホットアイマスクだら耳ホグなんちゃら
[03:59:34.359] だのさなんかイベントの時に大量にもらっ
[03:59:36.279] たやつまだあんだよな結局使ってないから
[03:59:38.840] さ今一番欲しいもの生ハムの原木あれね
[03:59:44.399] よく言うじゃんあれね
[03:59:46.960] なんかめちゃめちゃ大変らしいけどね
[03:59:49.520] 手入れと
[03:59:51.600] かメンテ大変らしいねうんやばいって言よ
[03:59:58.080] ね言うて生ハムてでもさたまに食うから
[04:00:01.640] うまいからねあれ毎日食ってたら結構手の
[04:00:04.840] かかる子だって聞いたあらしい
[04:00:10.560] ねお腹いっぱい食べるの夢じゃん
[04:00:14.760] 塩分えぐ
[04:00:22.439] そう笑笑なんか
[04:00:25.560] この何も欲しいもんないのにこうやって
[04:00:28.359] なんかないかなって探してるこれいっ
[04:00:30.120] ちゃん金の無駄やねんななんか買おうとし
[04:00:32.920] てんもんね
[04:00:36.840] えこれ絶対嘘
[04:00:39.439] でしょえ3dプリンター買ってこれ絶対嘘
[04:00:43.520] でしょこれこれホットサンドこれで欲しい
[04:00:47.239] いや欲張りすぎないこんなの挟めるわけ
[04:00:51.000] ないやんこれ挟めるんかこれ本当にできる
[04:00:54.840] よ
[04:00:56.319] 本当いけるいける
[04:01:01.960] マジ
[04:01:03.750] [音楽]
[04:01:07.159] ふ結構
[04:01:09.239] 漏れるすっげえ漏れるじゃん中華鍋欲しい
[04:01:14.640] 中圧力鍋欲しいチャーシュとか作りたく
[04:01:17.920] ない実家にあるんだ省略何これ
[04:01:28.120] 岩谷岩谷なんて一番信用できるからね俺
[04:01:31.439] あのアウトドア用の岩のさガスバーナーの
[04:01:35.239] やつ信用できる岩は一番いいよねこういう
[04:01:39.319] バーナーとかこういうの
[04:01:41.210] [音楽]
[04:01:42.439] わかるは番いいから
[04:01:46.279] うわあしかも超安いじゃんただちゃうねん
[04:01:50.120] これ
[04:01:50.880] な配信で飲みながらとかやりたいんだけど
[04:01:54.040] これこの部屋でやりたくねって
[04:01:57.199] いうあのなんかさ1人用の焼き鳥の変なさ
[04:02:00.760] 知ってる煙が出ないさなんかこう引っ掛け
[04:02:04.199] てぐるぐるぐるぐるぐるってなんか回って
[04:02:07.199] 焼いてなんかあるじゃんあれだったらいい
[04:02:10.279] かなと思ったんだけどま絶対匂をつくよな
[04:02:22.120] しかも多分まこういうの買ったって一瞬で
[04:02:24.319] やんなくなるだろうしね分かってんだよ
[04:02:28.239] こんなん買ったって1回やったらもうやら
[04:02:30.399] ないだろうなって分かってんのね1回だけ
[04:02:33.640] 1回だけよやったらほーつってあこれいい
[04:02:36.800] ねなんつってややろな毎回毎回やるわけ
[04:02:39.600] ないんだから分かってんだよ分かってんだ
[04:02:41.840] けどななんかね
[04:02:45.080] ニコがキャンプにダンボールの燻製器持っ
[04:02:48.159] てきたけどあるねダンボールの燻製器
[04:02:52.159] ねやそそうキャンプとかに持ってくのは
[04:02:54.760] いいさ年に数回だけだから家で使う
[04:02:58.199] か家の中でできねえじゃんね
[04:03:00.890] [音楽]
[04:03:05.399] しこそんなの持ってんだ笑笑
[04:03:09.040] [音楽]
[04:03:15.560] なんか買わ
[04:03:19.239] なきゃ今家でもできるやつあるはずなんか
[04:03:22.600] 買わなきゃたっ買おうよいらねえよたち
[04:03:26.199] なん1回切りのやつだ
[04:03:29.319] よ水量限定タイムみよこういうのだ
[04:03:38.040] からあでもいいなこういうのやっぱ買おう
[04:03:41.359] かなうまそう
[04:03:45.159] うま
[04:03:46.159] そうおい笑える用品で足りないものは
[04:03:51.760] おい日用品で足りないものねえんだよな今
[04:03:56.560] ティッシュもあるし
[04:03:59.680] ライスハライスとか安くなってないんかな
[04:04:03.500] [音楽]
[04:04:06.199] マグロマグロ
[04:04:08.680] [音楽]
[04:04:24.479] こんなん全然いらないのに全然いらないの
[04:04:27.800] にちょっといいねと思っちゃうよねこう
[04:04:30.319] いうのねま嫌いになるじゃん林イスねきん
[04:04:34.359] ねん
[04:04:36.100] [音楽]
[04:04:37.359] なレトルト食品とか結構おいしいおいしい
[04:04:41.960] よねそう俺もそう思う
[04:04:44.359] ホームシアター欲しいホームシアター
[04:04:48.279] ね実はこの部屋にもあるんですよあの
[04:04:51.640] プロジェクターついてんだけど買ってさ何
[04:04:55.120] 年か前のそブラックライタで買って5回
[04:04:58.159] しか使ってないと思う5回も使ってみよ
[04:05:01.720] だってテレビでいいもんレトルトのカレー
[04:05:04.880] の匂いダメだわなんで笑笑一緒だろカレー
[04:05:08.560] なんて全部
[04:05:15.040] ま今寝室に持ってってあるけど吐きそうに
[04:05:18.640] なるめちゃめちゃ嫌いじゃんなんで結構い
[04:05:23.399] レトルトのカいいけど
[04:05:27.399] ね
[04:05:29.359] ああパワーアンプとかも
[04:05:32.239] やっぱ
[04:05:33.760] あってん
[04:05:35.760] ねレコード効くのにさいいアプ欲しいんだ
[04:05:40.000] よね
[04:05:42.490] [音楽]
[04:05:49.399] ええなんかかなんかなんか買いたいねトが
[04:05:54.199] ダメで普通のルータイプはオねなんか買い
[04:05:59.560] たいなんか買わなきゃねえ食べ物って
[04:06:04.120] 食べ物なんか食べ物一覧てないの食べ物
[04:06:06.720] 一覧食品のタイムセール見し
[04:06:10.680] てどこが食品なのこれねケーキ回転台
[04:06:14.880] 欲しいクソいらじゃないクソいらねえ
[04:06:19.040] カレー嫌いとかないだろ嘘つくなよま
[04:06:22.760] パックご飯買っとこっかな結局これが一番
[04:06:25.359] あなるほどね結局パックご飯が一番ご飯
[04:06:29.319] ビビになるの苦手や高いなクの肉欲しいね
[04:06:33.920] 普通に高いわこれいやいらないいらない
[04:06:35.920] クマの肉食べた食べたくやんなお前
[04:06:39.960] めちゃめちゃ臭い
[04:06:41.960] ぜプロテイン
[04:06:44.280] [音楽]
[04:06:50.120] 形ランディの好きのハグ組売ってるよなん
[04:06:53.159] で好きじゃんこれ
[04:06:56.920] はぐたけえ粉ミルクってこんな高いんだ
[04:07:00.960] 大変だな子育てっ
[04:07:03.800] [音楽]
[04:07:05.040] てくはけ草がすごそうや端じゃないよ
[04:07:09.760] 事用事回してえな
[04:07:13.960] あこういうのいい
[04:07:16.439] わBQキミ銀けあ美味しそう銀座がなんか
[04:07:23.520] 鮭食いたいな久々に買おうかなこれうま
[04:07:28.800] そうじゃないちょっと形は古揃いかもしれ
[04:07:31.840] ません
[04:07:36.880] が好きでいいよえ好きよ
[04:07:42.580] [音楽]
[04:07:44.279] ねこれさたまになんか画面ぐちゃぐちゃて
[04:07:46.439] やめてそのなんかわけわかん
[04:07:53.279] ないああこれ
[04:07:56.600] いくらこれ20色で20色
[04:08:03.560] で45000円安いのかこれでもどうせ
[04:08:07.080] 年末セールすぐ来るよねま来るよね結局ね
[04:08:10.439] ブラックフライてうん
[04:08:15.319] 買おうかなカ買おうかなあいいね訳ありの
[04:08:19.239] カとかでいいよねあん
[04:08:21.439] じゃズポーションいくらこれ1kg1kg
[04:08:27.439] 1万円ううわ食いて
[04:08:32.180] [音楽]
[04:08:33.600] うお食で5000円なら安い高くね高いよ
[04:08:38.520] ねこれさ1kgで1万円って高いよね
[04:08:43.600] てあるからじゃないあしかも太100%だ
[04:08:46.880] からこの太い足これだけこの太い足のここ
[04:08:50.239] だけしか入ってないから高いんね多分
[04:08:52.040] なんかあのハズれの足とかないねん全部
[04:08:54.960] 向いてむき身でそれ高いよなそれ高いわっ
[04:08:59.080] たら足の部分だねああなんでそうなんで
[04:09:01.920] そういうこと言うの別に人だったからどこ
[04:09:05.199] とか興味ないって別に例え笑笑で人だっ
[04:09:09.159] たらどこだねとかいいいそういうの人じゃ
[04:09:11.840] なくても足かもそうだよ人じゃなくても足
[04:09:15.080] だ
[04:09:16.399] よバリラあるよバリラバリラじゃねえか
[04:09:20.199] これ色ちゃん天才あ
[04:09:24.159] これ安えじゃないです安くね
[04:09:30.520] 笑笑いいじゃんみそお前ら味噌汁だぞえ
[04:09:36.720] だってこういうのでいいんだよ超安いよ
[04:09:40.760] これこさアメト
[04:09:44.840] 冬は味噌汁いやもうね最近俺味噌汁に目が
[04:09:48.399] ねえから食飲みたい毎食飲んでる俺味噌汁
[04:09:51.399] 味噌汁はいいよあの胃あっためてくれます
[04:09:54.159] から朝とかすごくいい
[04:09:56.119] よおいしいよな味噌汁うまい汁欲しいな
[04:09:59.960] 豚汁ま豚汁だともっと嬉しいけど
[04:10:03.040] ねこれめっちゃ安いだろ
[04:10:05.880] これだって36か夜中お腹すいたら
[04:10:12.319] 飲むのは味噌汁だけだもん笑じゃないバカ
[04:10:16.399] バカバカお前らおい配信お前らの
[04:10:19.399] あったかい
[04:10:21.239] コメントいつもありがと
[04:10:26.560] な草
[04:10:28.760] 赤いええキ悲しいフリーズドライでもあ
[04:10:35.800] 10色かける3
[04:10:37.640] かフリーズドライの方がま確か
[04:10:40.800] においしいよなあの普通多分さっきの多分
[04:10:44.199] あの味噌の袋のやつだよ多分なお腹空いて
[04:10:47.680] きたああ味噌汁食いたてきた
[04:10:53.119] んたまら
[04:10:55.000] んここれたまにこの画面ぐちゃぐちゃて
[04:10:58.640] なんのやめて画面ぐちゃぐちゃてしない
[04:11:01.740] [音楽]
[04:11:07.880] で
[04:11:09.399] わああのタイプの袋綺麗にちぎれるよね
[04:11:13.319] ポテチカさだし醤油かい
[04:11:16.359] な1.6kg1.6kgだったらこっち
[04:11:20.439] 買うわなあさっきのだったらこっちの方が
[04:11:23.880] 良く
[04:11:24.880] ないさっきのでもズイ
[04:11:28.560] かズの方がうまいんだよなそうなんだ
[04:11:31.520] タラバだから安いんだよねそうタラバって
[04:11:33.439] 安いんだよなズのがうまいんだよなそうな
[04:11:36.800] んだよ
[04:11:38.119] ねういのがうまいんだよで食べるのたばは
[04:11:41.880] カさんじゃないもん
[04:11:43.800] うるせえなあカマにしとこうよ
[04:11:48.359] おカカ安くなってないんか
[04:11:51.239] なあバリラバリラほらバリラのちゃんが
[04:11:54.359] いるよなんで俺があいつにカご馳走し
[04:11:57.119] なきゃいけねんだや
[04:11:58.880] だバリラ来たバリラ安いからキー食べたい
[04:12:03.680] わかるあ天狗のビーフジャーキーとか安く
[04:12:05.600] なった高橋
[04:12:13.479] だよなやっぱ
[04:12:17.159] な高橋がニって食べれるのえ食べれんじゃ
[04:12:21.399] ないわかんないけどどうなんだろう
[04:12:23.680] おいしいのわかんない美味しいでしょ
[04:12:25.920] どうせカなんだ
[04:12:32.440] [音楽]
[04:12:37.720] から基本大きいものは美味しくない
[04:12:40.520] イメージあるどうなんだろ
[04:12:44.159] でかいと美味しくなくなるみたいな旨味が
[04:12:46.399] 凝縮されないみたいなあ前回俺これ買って
[04:12:50.159] たと思うあ
[04:12:52.520] 前回な俺これもっと安くなってたんよこれ
[04:12:56.840] もっと安くなってて王将のいじゃん
[04:12:59.560] チャーハンチハを買ってでこれとこれと俺
[04:13:04.479] キムチを1kg買っちゃったからももう
[04:13:07.239] 全部キムチチハなったこんなおいしい将の
[04:13:11.840] せっかくの
[04:13:14.040] 出来上がってるチャーハンにさ必要以上に
[04:13:16.840] キムチまぜて全部キムチチャーハンなった
[04:13:18.880] キム笑笑全部キムチチャーハン味のもと
[04:13:21.960] やつが一番味味味の元
[04:13:25.560] なもっと安くなってたんだよな前回な
[04:13:28.600] 2000らで帰ってたんだ
[04:13:33.199] よ物
[04:13:36.920] とお
[04:13:39.359] 肉お肉はいいねたらこ
[04:13:43.800] たら子もいいよ
[04:13:45.720] ねたらこ大好きやなこのこのこの画面
[04:13:49.680] ぐちゃってなんないでよ
[04:13:52.439] 臭え餃子も
[04:13:56.199] 好きうわうま
[04:13:59.080] そうやっぱついはうまそうだな食べやっぱ
[04:14:04.520] ズいってうまそうやね臭いやめて
[04:14:07.850] [音楽]
[04:14:09.080] ねうまそううわ
[04:14:13.159] 1万円
[04:14:18.840] かうまそう何これ
[04:14:21.440] [音楽]
[04:14:23.359] 馬刺しだってさ
[04:14:25.880] 1kg馬刺し1kg5000円安いと思う
[04:14:29.960] わみんな最後5日に食った俺正月だわ正月
[04:14:33.800] 馬刺しうまいよね馬刺し大好き買っ
[04:14:38.319] ちゃおうよな買っちゃべかなポーラスある
[04:14:40.960] しもう何も食べ
[04:14:43.640] マジ正月食った
[04:14:45.840] わちゃまく年始に家族でカパだっけそう
[04:14:49.479] うちうち全員あのうちの家族橋本全員あの
[04:14:53.720] おせアンチだから
[04:14:55.479] うちうちのお正月はカ唐揚げ
[04:15:00.520] ピザおせ1個も出てこないみんなアンチだ
[04:15:04.040] から誰が食うねんおせなんてバカつってお
[04:15:08.040] アチなんて食べる人いなかったらなくて
[04:15:10.960] いい誰が食うにもならない甘いもん
[04:15:14.319] ちょこちょこちょこちょこ作ってアホ
[04:15:16.800] やつ唐揚げとピザ
[04:15:20.159] とカニそれでその身体ね納得おい俺俺待っ
[04:15:25.800] て俺俺の家族が今なんかデブデブ家族だと
[04:15:29.479] 思われてないいやごめん名誉のために言っ
[04:15:32.840] とくわ橋元けの太ってんの俺だけ
[04:15:35.199] ね太ってんの俺
[04:15:37.359] だけ名誉のために言っとくわ橋本家の笑笑
[04:15:41.720] 橋本家ピンチ
[04:15:44.199] ここ10年はおせち食べてないわおせちっ
[04:15:46.680] て何のためにやってんのって感じじゃない
[04:15:53.199] 正直おせち全然美味しくないのわ大好きレ
[04:15:58.439] のおレーのってなんだよレーのって
[04:16:02.000] お父さんも太ってないよなんで俺だけ
[04:16:03.399] こんな太ってんのよお店があくまでの非常
[04:16:05.680] 食だからなああそのねうんあのおせがね昔
[04:16:10.000] は女の人が休むためだったらしいよおせ
[04:16:13.520] 大好き俺
[04:16:16.399] これこれスープデリはスープデリー
[04:16:19.680] おいしいスープデリないのスープデリやつ
[04:16:22.880] あのこっちじゃなくてパンじゃなくてあの
[04:16:25.760] ねじねじったあれが入ってるスープデリ
[04:16:28.479] ないかなあれめっちゃ好きなんだよスープ
[04:16:31.199] もいいねスープデリめっちゃ好きやでこう
[04:16:33.760] いうの朝でいいよ
[04:16:35.800] ねスープパスタのやつそうあれめっちゃ
[04:16:38.720] うまく
[04:16:39.680] ないほれ草サーモンめっちゃ好き俺あれの
[04:16:44.399] 何味が好きほれ草
[04:16:46.760] サーモンうまいねうまいよ
[04:16:50.920] ねちょ高いけどねあれ250円ぐらいする
[04:16:53.840] もんねあんカップ1個でそれ朝ご飯って
[04:16:55.920] おるなのたら子も好き朝OLOLはあれ
[04:17:02.720] あれがお前昼ご飯だろOLはOLはあれと
[04:17:06.560] あとちっちゃ左とか飲んでバカだろ左飲ん
[04:17:11.080] でる女全員あそう今今の発
[04:17:13.640] 俺はこれとサラダ今の発言なし人それぞれ
[04:17:18.620] [音楽]
[04:17:20.080] です
[04:17:23.199] ダブルなんであったかい何の味もしないお
[04:17:26.640] 湯お湯飲ん
[04:17:29.199] でデに逆らって
[04:17:32.070] [音楽]
[04:17:35.359] いく嘘ですいい飲むいいいいいいと思うよ
[04:17:40.720] いいと
[04:17:41.840] 思う味噌汁味噌汁
[04:17:46.920] 飲めポップコーンの種いらない
[04:17:50.840] ポップコーンの種いら
[04:17:56.119] ないえ安い安い安い
[04:17:59.279] え安く
[04:18:00.980] [音楽]
[04:18:02.640] ないえ安いですよ
[04:18:07.040] ね最安ね
[04:18:10.500] [音楽]
[04:18:13.319] ズだズ安いいっちゃすいんちゃうこれ決定
[04:18:18.960] これうわうま
[04:18:22.040] ぞこれは全部入りだからか
[04:18:25.640] な
[04:18:29.439] おもう皮むき
[04:18:34.640] 不うわうまいんよ
[04:18:38.690] [音楽]
[04:18:41.720] なうわうまいぞむかついてきたわこんなん
[04:18:46.880] ばか食ってる
[04:18:55.920] やつカ向き達人のパの宿止まってみたい何
[04:19:00.359] そんな
[04:19:01.960] んカム鬼殺人の
[04:19:06.439] ババーちみちみって最近きく何これなんか
[04:19:11.920] あのタコのタコだのイカだのだよなちみ
[04:19:16.159] なんか最近よく聞くわちみ
[04:19:19.800] ちみわさびの太郎安くなってないか最高
[04:19:23.880] めちゃめちゃうまいよなマーピーやる
[04:19:30.279] マはいカの方始めます兄さんはねこうなっ
[04:19:35.040] て必ずおお腹の方してくさいねそれから
[04:19:39.040] のってパン筋をる赤いけてパンほちゃでょ
[04:19:44.640] でしょき感じねペロペロて早い早いねるん
[04:19:49.720] ですよ早いどっかで見たこと
[04:19:55.040] あるでこちらの方もこうやってねすご
[04:19:59.600] ちゃっ
[04:20:02.040] たベテランあ出ちゃったねがちょっと
[04:20:05.880] すごいテクしてそうちょっとなんかエッチ
[04:20:07.600] で聞こえたな一瞬
[04:20:09.520] 一瞬ちょっとねエッチちょっとあら出
[04:20:12.880] ちゃったねもそう
[04:20:16.479] もう
[04:20:18.199] ムキムキのさムキムきって
[04:20:23.479] 書いいやもういろんなむくの得意なんだろ
[04:20:27.080] なむくのが得意出すのが得意教えますよ
[04:20:32.199] この方ねお腹の車を取ります蓋をねこれ
[04:20:35.960] から中に蓋をそうすることによって味噌が
[04:20:38.920] 下へ残りますからねここ持って中に
[04:20:41.720] ちょっとほらきれのでしょでこれ最近カ
[04:20:45.520] みそのうまさで気づいたわあれうまいね
[04:20:48.720] これをあとはこの最近カみそのうまさ
[04:20:52.319] 気づいたわあれうまいねガキの頃食った時
[04:20:56.680] はさくそまずくても無理いやそう俺も無理
[04:21:00.720] だと俺も無理だと思ってた俺も無理だと
[04:21:03.600] 思ってたんよカみそ
[04:21:06.520] のなんて言うの殻を焼いてあの多分俺ねい
[04:21:11.920] てそのまんま無理なんだ生くて焼いてみカ
[04:21:15.279] みそめっちゃうまいぜマジ
[04:21:18.600] でちょびっくりしたもんあれ筋があります
[04:21:23.359] 元に開くとの袋みたいになってますから
[04:21:27.279] ペペお酒飲まないからあれだろうけどここ
[04:21:30.800] に日本酒入れてやくのよマジで
[04:21:34.199] うまい変な飲み方ね変な飲み方ねはいでき
[04:21:38.520] カニうまいよな終わりほらどうですか食べ
[04:21:43.800] やすいでしょねカさんの飲み方じゃない
[04:21:47.840] ですけどむきみっちゃんだよ皆さん
[04:21:51.080] いらっしゃってねもう全員のカをムキムキ
[04:21:54.439] してあげるから
[04:21:55.880] ね俺もムキムキしてほしいなはいカのき
[04:21:59.399] キキみっちゃん俺もムキムキしてください
[04:22:02.119] みっちゃんみっちゃん俺もムキムキして
[04:22:04.960] くださいエッチかもちょっとエッチかも
[04:22:08.560] な若い若い頃はすごかったんだなってのが
[04:22:12.040] なんかみちゃん
[04:22:14.159] ありがとうみちみちありがとうなみちみち
[04:22:18.630] [音楽]
[04:22:20.920] ありがとうカいいね今日これで決まりか
[04:22:25.520] も何
[04:22:27.520] が何も決まってないけど今ん
[04:22:30.890] [音楽]
[04:22:32.119] ところ笑笑わあビーフジャーキー
[04:22:38.600] や高い
[04:22:40.680] な5%しかオフになってでもうま
[04:22:44.640] ぞビーフジャーキーなんて無限に食える
[04:22:47.760] から
[04:22:50.740] [音楽]
[04:22:59.279] なこういう時お菓子とか買わないの俺お
[04:23:03.359] 菓子買わないんよね
[04:23:05.840] あんまりこんな体系でそうそうそう思う
[04:23:09.479] じゃん俺お菓子で太ってるんじゃないのよ
