[00:00:08.480] ういお疲れレドカードレドカードレド
[02:03:34.079] 渋い声オルテガというなお心当たりはない
[02:03:40.760] かパパですそうかこれはできる王様の声
[02:03:45.800] やはりお主はオルテガの子であったかポパ
[02:03:49.440] かだポパかまポパ
[02:03:53.719] 歓迎ざわざわラダトームまでよくぞった
[02:03:59.840] まずはオルテガについて順をって説明せば
[02:04:04.079] なるなお主の父オルテガは以前この城
[02:04:09.760] でらしていたことがあるの
[02:04:12.880] だ10年ほど前になるでしょうあるの倒れ
[02:04:18.719] て
[02:04:22.280] きたのです
[02:04:25.239] へえそれはもうひどい怪我でした幸い一命
[02:04:30.440] は取り止めましたがその男オルテガ殿は
[02:04:35.400] 自身の名前以外の記憶を全て失っていたの
[02:04:40.040] ですそれから怪我が治るまでこの城でった
[02:04:45.400] のバラモスだけどね城の仕事について
[02:04:48.040] もらった時期もある記憶を失ってちゃの父
[02:04:52.440] のルがだったらなのいい性格でな0万白の
[02:04:57.199] もみにれておったわしもオルテガのことを
[02:05:02.320] 気に入っていたのだ何が
[02:05:05.800] 80万の俺のお父さんゴミだよいつからか
[02:05:09.679] オルテガ殿は城に姿を見せなくなりました
[02:05:13.920] どこに行ったのか誰も聞いていないのでっ
[02:05:17.320] たより安く
[02:05:18.760] ないお主は父をに
[02:05:22.199] のだろ遠慮はいら城の中は自由にし
[02:05:28.119] てい値段基準ど森なんかいおめえお前どう
[02:05:32.840] 森なんかい値段基準だスコップとか
[02:05:37.400] 500円で買えると思ってんの結構するぜ
[02:05:39.639] 多分釣り竿とか500円で買えると思って
[02:05:42.079] んだろ服とかTシャツ120円えんじゃ
[02:05:45.639] ねえしなれベルだしいずれ必ず父を
[02:05:49.440] 見つけることができよ
[02:05:51.960] くれぐれも焦らぬことだお主に何かあって
[02:05:57.000] はオルテガが悲しむあれはたぬき地下帝国
[02:06:00.719] 通過だから
[02:06:07.400] ねこの王様の名前ラルスラルス何せとかっ
[02:06:11.239] てんだよな
[02:06:13.400] このラダ東城の王様てゲームには出てこ
[02:06:17.199] ない換算したらどんくらいなんだろえ円
[02:06:22.159] 確かドラクエは1ゴールド100円って
[02:06:24.440] 言ってたねめっちゃ持ってんじゃん俺
[02:06:27.639] 500万ぐらい持って
[02:06:33.760] んたか高いよな1ゴールド100円
[02:06:37.140] [音楽]
[02:06:38.920] ってUがいUがホーリーU
[02:06:46.480] がまだなんかあ
[02:06:53.580] [音楽]
[02:06:55.159] どうしよっか転職しよっか
[02:06:57.880] ななんかパッツとか弱い気がしてきたわ
[02:07:01.490] [音楽]
[02:07:08.159] なんか何にする
[02:07:10.320] [音楽]
[02:07:16.000] の賢者賢者もう1人欲しいような気がすん
[02:07:20.679] だよな
[02:07:24.239] あデバフかけれないんだもんだって1人だ
[02:07:27.599] と回復文字しなきゃいけないしさちょっと
[02:07:30.320] きついよねかなりきついよ
[02:07:34.030] [音楽]
[02:07:36.159] ねスージーがかなりきついの
[02:07:39.150] [音楽]
[02:07:42.679] よもう1人欲しいなパオだ
[02:07:49.119] からあ頼るしあ
[02:07:55.079] ざすパツをけ男賢者にしてもいいのかなと
[02:08:00.079] は思ってる
[02:08:01.170] [音楽]
[02:08:05.280] 正直なんか悟りの人持ってなか持ってない
[02:08:09.360] んだねなんかどっかで拾ってる気がしたん
[02:08:11.159] だけど
[02:08:14.159] な
[02:08:16.360] 男
[02:08:19.440] ん男
[02:08:35.170] [音楽]
[02:08:38.040] うかつてこの城にあ王者の王者の剣光の鎧
[02:08:42.880] 勇者のこれらを集められれば悪い
[02:08:47.840] わ後の後のロの装備ですやん
[02:08:52.159] それ後のロトのずるやん
[02:08:56.630] [音楽]
[02:09:06.000] けなんかもっと宝あっても良くない
[02:09:10.780] [音楽]
[02:09:26.320] 放物
[02:09:27.620] [音楽]
[02:09:34.520] 怖いどこだよこの城の放物
[02:09:37.320] [音楽]
[02:09:39.480] 子あるん
[02:09:42.639] だろう取られてるあ取られてる俺取って
[02:09:48.239] ないのに
[02:09:49.840] [音楽]
[02:09:57.239] 誰
[02:09:58.480] や誰
[02:10:01.000] やこれあれかそれがなんか勇者の勇者の
[02:10:05.800] 立たのアーダカードだったか
[02:10:10.480] [音楽]
[02:10:32.960] 実はちが盗みましたごめん
[02:10:36.870] [音楽]
[02:10:43.520] なさいああこれどうしか
[02:10:48.420] [音楽]
[02:10:50.239] な
[02:10:54.850] [音楽]
[02:11:01.639] ああおコンコン可い
[02:11:05.520] すぎる宝箱にはアルフォード入ってました
[02:11:08.800] よブー
[02:11:13.300] [音楽]
[02:11:15.480] ちゃんチキンラーメチョピットだけ好きに
[02:11:20.199] なてて
[02:11:21.960] スキラーメチピットだけ好きになてて
[02:11:30.520] て今日はここまでしようか
[02:11:33.719] な今日はここまでにしようか
[02:11:37.639] ななんでよ疲れお今日今日ダメな日なんだ
[02:11:42.840] 今日なんか今日なか今日ダメ分からない
[02:11:47.000] 自分が俺はこれでいいのかなあ
[02:11:51.270] [音楽]
[02:11:53.320] 俺はこれでいいんだろうか
[02:11:56.520] な俺はこれでいいの
[02:12:01.000] かエロな命の指輪は生命な源指輪をはめ
[02:12:06.719] てれば歩くたびに体力が蘇りましょラブマ
[02:12:10.239] それはマジであるえてか今週ライブって嘘
[02:12:14.159] でしょ
[02:12:16.360] え本当
[02:12:19.280] にで
[02:12:23.360] ほんま信じられないの
[02:12:28.760] ぬなちょっとね色々ちょっとでもね緊張そ
[02:12:33.840] やばく
[02:12:35.599] ないどういう気持ちで行けばいいのか
[02:12:38.400] ドキドキする別おめえらおめえらドキドキ
[02:12:41.639] しねえだろが
[02:12:43.920] 楽しめ時間やば111時間嘘嘘や111
[02:12:49.880] 時間
[02:12:52.520] えすぐ
[02:12:55.159] じゃんKチャンネルの耐久2回分じゃんえ
[02:12:58.400] すぐ
[02:13:00.840] じゃんKチャンネルののマびっくりだね
[02:13:04.840] やばすぎなんだけど
[02:13:06.630] [音楽]
[02:13:10.280] 笑笑準か
[02:13:14.280] よえだいやそれ
[02:13:18.119] 結構終わっ
[02:13:20.119] たるそれ結構それが中心にさ私生活回って
[02:13:24.679] たからさ打ち合わせしたりだなんだりかん
[02:13:27.119] だりださ全部なくなるん
[02:13:30.000] でしょう結構ロするねなんかでも余裕でき
[02:13:33.800] そう
[02:13:34.880] 色々料理配信とかやろうそしたらいっぱい
[02:13:38.079] 燃えつきそうなま終わってからまだの1
[02:13:42.440] 週間スタートが10ヶ月前なの
[02:13:46.000] 群えぐそうやばすぎるよ
[02:13:51.320] 配信2ヶ月ぐらい休んだなもうマゲは
[02:13:55.800] あそこで終わったん
[02:13:57.950] [音楽]
[02:13:59.920] だすぐ来年の企画すればいいやいやそれも
[02:14:04.079] それできついのよなそれもそれできついの
[02:14:09.360] よそうだ俺3月インドだから
[02:14:12.520] な3月インド行かなきゃいけねえ
[02:14:15.400] からあもうあれ2度とやんねえよあれ2度
[02:14:18.400] とやん
[02:14:19.679] ねしてる
[02:14:22.559] ライブのにさ骨持ってってやっからあそう
[02:14:25.599] 来年俺仕事でインド行くねああ長くても1
[02:14:29.400] か月ぐらい1ヶ月ぐらいインドからナステ
[02:14:32.159] 配信するから笑笑ナステ
[02:14:36.159] 配信海外のさwi-fiわかんないの
[02:14:39.480] できんの海外にスマホだけ持ってって配信
[02:14:43.360] ってつけられん
[02:14:45.000] の1月だけその辺をちょっとだからん
[02:14:50.040] だろうりでけば分かるかなと思ってなんか
[02:14:53.760] wi-fiとか持ってかなきゃいけないん
[02:14:55.440] かな全然わかんないインド使館に許可
[02:14:59.760] あやっそうそういうのだよ
[02:15:03.280] ねあそっかそまちゃんはそっかインドに
[02:15:06.360] 詳しいのか地獄そううんめちゃ地獄だよね
[02:15:10.360] めちゃめちゃ地獄だと思う本当にく
[02:15:13.480] そうなんか先輩が言たけどまず空港つい
[02:15:17.800] たらめっちゃスパイスの匂ガン持ってけ水
[02:15:21.559] は絶対飲めないつったねやだ行きたくねえ
[02:15:25.920] アモだとそのまま使えるとかじゃなかった
[02:15:28.520] アもアハモだといいのアハもって何
[02:15:33.000] 携帯LINEもみたいなやつだなまあ
[02:15:36.800] ガンジス側は流してるからねやばすぎるん
[02:15:40.040] だけどやだ絶対近づきたくないま俺別に
[02:15:45.239] なんかあっちってなんかさ過酷な仕事する
[02:15:48.639] わけじゃないんだけどインド人あそうなん
[02:15:51.880] だなるほど
[02:15:53.559] あまでも外人もさ日本来たらまず醤油の
[02:15:57.000] 匂いするって言うしねの料金あドコモの
[02:16:00.000] 良品グランなんだあそれちょっとやっ
[02:16:05.960] とこうでも海外ってあのirl配信って
[02:16:09.800] いうの外配信してるやつを狙ってあの襲撃
[02:16:12.719] されたりするらしいやっぱなんつの
[02:16:15.119] wi-fiっていう環境を自分で整えて
[02:16:17.480] スマホを持って歩いてる外人ってやっぱ
[02:16:19.920] 金持ち道楽だから旅行で来ててみたいな
[02:16:24.480] あんま外配信やりたくねえんだよなホテル
[02:16:26.840] の中でやるかも全然全然あのインド感ない
[02:16:31.280] 絶対危ない笑笑まずは生きて帰ってこい
[02:16:35.599] そもそも外配信ないからセーフしない方が
[02:16:39.280] いいねね怖いよ
[02:16:41.599] ね太の入らずにそのまま使ったでんで配信
[02:16:49.800] 者がよく
[02:16:52.399] あそうなんだわれてるんだこ
[02:16:59.559] 行けギガ
[02:17:02.719] 強えナステ配信したいけど
[02:17:08.439] な食いもんとか食えねえだろう
[02:17:11.800] なマジでカップヌードルめっちゃ持っ
[02:17:14.880] てこうカップヌードルカレー味持ってこう
[02:17:18.719] わざわざ本の
[02:17:21.280] あっちで
[02:17:22.559] 食べのっ
[02:17:26.080] たされたえ
[02:17:30.920] マジ
[02:17:35.519] の確かに確か
[02:17:38.960] にインドの屋とかめっちゃ虫飛んでて
[02:17:41.760] やばいて
[02:17:45.559] くるだて聞いたことある多分だけどカップ
[02:17:50.000] ヌー持っていけああ本当に持っていけない
[02:17:53.240] ん
[02:17:57.440] [音楽]
[02:17:59.599] だ牛肉入ってるから税関でぽいあああ
[02:18:05.800] えそっかその宗教的な問題でって
[02:18:11.200] ことえそういうこと
[02:18:15.760] えいやうさなのにいやあいつらが食ないは
[02:18:21.240] その宗かもしけど俺らが食う分には関係
[02:18:24.280] なく
[02:18:28.760] ないダメなん
[02:18:31.680] [音楽]
[02:18:38.160] だしびれてどうやって直すんだっ
[02:18:40.879] [音楽]
[02:18:48.040] けわかんねえよ邪魔がいきなり宗教はまり
[02:18:52.200] 出すかもじゃんエキス系の粉末でもあかん
[02:18:55.359] からね
[02:18:59.709] [音楽]
[02:19:04.439] え肉呼び
[02:19:08.000] 魚介系全部だめマジなん
[02:19:14.760] だおしなくちゃいけません
[02:19:21.120] しなくちゃいけ
[02:19:23.280] ませ牛肉持ち込んじゃいけませ持ち込みも
[02:19:27.719] ダかもしれないエキスもダメだめ行けませ
[02:19:32.120] ん卵もだ
[02:19:35.760] だ何食ってんだろうね
[02:19:39.519] あいつうりじゃん
[02:19:42.040] うりうり食ってんじゃんやっぱ右手で左手
[02:19:46.040] だっけ
[02:19:47.120] なんかインドのそう
[02:19:51.200] 右手左手がお尻吹く手で右手が飯食うてな
[02:19:55.560] んだよなあっち
[02:19:57.170] [音楽]
[02:19:58.520] はぐちゃん連れ
[02:20:01.240] てけよ会社で頼むもう1人連れてきたやつ
[02:20:04.200] がいるんすよねつ間違え
[02:20:07.319] そう嫌だ行こうぜ
[02:20:11.680] インド笑笑行こう絶対嫌ですなだインド
[02:20:16.920] いいよ
[02:20:20.400] [音楽]
[02:20:23.040] すぐ帰ってくっけどね俺はね食べ歩き
[02:20:24.960] コラボみたいインドって何もないでしょ
[02:20:28.240] 持てる
[02:20:29.040] ぞする2人してあのゲロ入ってないや長く
[02:20:33.600] ても1か月1ヶ月もいないとなんてしたら
[02:20:36.080] やられるよ
[02:20:37.720] あのま最初は何人かでバーって行くんだよ
[02:20:41.399] 会社の何人かでね俺は別にそのなんていう
[02:20:45.000] の営業だから
[02:20:46.920] その現地で立ち上げるものがあるんだけど
[02:20:50.760] それをあの引き渡しであの作業員じゃない
[02:20:53.840] からお客さんと話してあじゃあもうここ
[02:20:56.319] まで行ったらあとよろしくつって帰ってき
[02:20:58.720] ちゃう帰り1人なんだよそっちのが怖いわ
[02:21:01.600] 俺1人で帰って来んのかな帰り1人のが
[02:21:05.319] 怖いんだけどインドって直行に出てるの
[02:21:07.160] スパイシーな匂いする外国人苦手
[02:21:09.720] スパイシーな匂いする外国人いるよ
[02:21:12.160] なスパイシーな向えどこに迎えくて迎えに
[02:21:16.359] 来るつて羽田だろよくても成田羽田だろ
[02:21:19.640] ちゃうねんインドまで迎えに来いぐられ
[02:21:22.399] るってことねそう帰れる帰れる帰れる俺は
[02:21:24.760] 別に
[02:21:25.440] [音楽]
[02:21:31.960] そんなあこれこっちでも帰れるん
[02:21:36.479] だインドでオフ会やって日本一緒に帰るか
[02:21:40.920] 来れるやついんのインドでオフ会チマ
[02:21:44.479] ゲーム第1回オフ会ンン
[02:21:47.319] インドマゲームオフ会第1回インドいいね
[02:21:52.880] マジでそしたらじゃあれだインドのシャム
[02:21:55.720] になろうぜ
[02:22:02.040] ンはインドに来たんですけど
[02:22:05.880] も誰にもいませんでしたね残念ながら1人
[02:22:12.640] もいませんでし
[02:22:14.240] たやろサングラスかけそそうサングラス
[02:22:21.439] 腹つきでインド横断配信
[02:22:23.470] [音楽]
[02:22:27.840] しようごめんな帰ってきてごめんね俺
[02:22:30.960] 初めての海外だけどさ帰ってきて
[02:22:33.399] めちゃめちゃ帰ってきてめちゃめちゃあの
[02:22:37.080] ほかポンタポカホンタス女男なったらえ
[02:22:40.680] みんなってさお箸でご飯食べてるの変わっ
[02:22:44.520] てるよね世界的に見
[02:22:47.200] たら少数派だよねみんなて嫌いにる
[02:22:53.760] やろお箸使って食べてんのって2本くらい
[02:22:57.640] じゃやっぱあれだわ日本のカレーじゃ満足
[02:23:01.800] できないわないといやなん食べ
[02:23:05.510] [笑い]
[02:23:07.520] てあ何食べたいてようか
[02:23:12.240] なやまじ見分広がったわ全然になら
[02:23:16.330] [笑い]
[02:23:17.760] んあ分広がったえみんなてさ海外旅行した
[02:23:22.359] ことない踊りてごめんごめん言ってたから
[02:23:27.040] 海外旅行みし
[02:23:29.150] [音楽]
[02:23:36.680] た数か月関って一緒一緒普通にナチュラル
[02:23:42.319] にてとか
[02:23:44.840] うん俺俺俺あう俺あれだから俺あの
[02:23:50.640] 数数ヶ月どころかあのイベントでマーブル
[02:23:55.000] たちと3日間一緒にいただけで関1週間
[02:23:59.120] ぐらい関西弁がけなかっ
[02:24:02.040] 弁3日3日間ぐらいで3日間一緒にいた
[02:24:06.279] だけでマーブルとし笑笑ダブルそうやんな
[02:24:10.680] せや
[02:24:12.840] ねん波の吸収録なんなら今も抜けてない時
[02:24:17.800] ある1ヶ月もいたらやばいじゃんえぐすぎ
[02:24:22.279] あれねでもね結構関西弁ってすっと入って
[02:24:26.399] くるん
[02:24:28.560] [音楽]
[02:24:31.600] よだめかなあじゃなんだお前ら関西人は
[02:24:35.880] お前じゃ一生あれ使うなよ標準後標準後
[02:24:40.560] 使うなよ
[02:24:42.120] なたお前ら使うんじゃねえぞ
[02:24:46.040] 標準ってきて弁抜けなくて周りから決め
[02:24:50.880] や関東弁って関東弁ってなんやなんやねん
[02:24:55.359] て言ちゃっ
[02:25:01.040] たうわ下物が標準後代表しないでね
[02:25:05.399] しもつけなういお疲れあさん
[02:25:13.090] [音楽]
[02:25:15.560] こんばんはインド土産買ってこよみんなに
[02:25:18.160] あなんか何覚えた今見てなかったおい
[02:25:22.120] 何覚えて何覚え
[02:25:24.800] た愛のなんかなんでこういう変な変なが
[02:25:30.120] いい変なのしか覚えないよねこいつ
[02:25:33.670] [音楽]
[02:25:36.120] ね栃も
[02:25:39.040] 寒いして配信した時になかさんナマステて
[02:25:43.200] 言ってきたらマジで覚悟してねもっと
[02:25:46.399] 難しいなんかみんなが知らないので言って
[02:25:49.040] くるかもしんないあ意味わかんない
[02:25:52.319] かもっとなんかみんなが知らないなんか変
[02:25:54.920] なインドの言葉でえあごめんナチュラルに
[02:25:57.880] 出てたあ意味わかんなかったっけ通じない
[02:26:02.240] んだっけ
[02:26:03.760] これわからんか笑ああわかんない
[02:26:09.190] [音楽]
[02:26:12.560] か帰国語1発目巻いて
[02:26:18.399] 配じゃなくて
[02:26:21.600] 友達
[02:26:22.260] [笑い]
[02:26:23.960] やめるしちゃに言おしに言うべ
[02:26:27.479] なんかあっちの言葉でなんかグリップ
[02:26:30.080] 全消しする親戚がからおじの時に手を
[02:26:35.120] 合わせててい
[02:26:36.960] かここがさりかっ
[02:26:43.640] て何すん
[02:26:45.920] のしびれてどうやって直すの
[02:26:50.430] [音楽]
[02:26:56.720] げ
[02:26:58.560] か
[02:27:00.240] それこれかオンカは笑笑ちょっと朝が
[02:27:06.240] もはや
[02:27:07.120] インド人この辺でけボできてしな
[02:27:12.040] [音楽]
[02:27:19.160] ン似合いそう
[02:27:23.359] 笑笑はひはして
[02:27:27.310] [音楽]
[02:27:31.399] するまあまあまあまあまあねま3月ま3月
[02:27:35.319] 下旬から4月にかけてたと思う
[02:27:37.800] けど行きたくねえけどな眉の間のところ
[02:27:41.160] 赤くめでも向こってさ宗教の絡みで絶食
[02:27:45.720] 期間ないっけあそうなん
[02:27:48.279] だまだそれそういうのって別にさそういう
[02:27:53.640] のって別にでもあれだろ俺らは関係
[02:27:57.240] ないしょ俺ら関係ないでしょ別
[02:28:01.960] にインドって牛肉ないのビーフカレーって
[02:28:05.600] じゃあ何な
[02:28:06.680] のじゃあビーフカレーって何なんだ配信
[02:28:09.600] 中級に歌い出すところすでにインド人が
[02:28:12.439] 進んでるのかも関関係ないよなたこじゃ
[02:28:16.640] ねえ
[02:28:19.760] [音楽]
[02:28:22.560] インド映画
[02:28:24.920] みたいあのインド映画のなんか赤ちゃんが
[02:28:27.800] 崖から落ちちゃってめちゃくちゃ長い時間
[02:28:29.920] 落ちてるやつね
[02:28:32.399] あみたいな感じでさずっとまだまだ落ち
[02:28:36.399] てんのかいてあれやりてあれ見て
[02:28:39.439] こ全然落ちないやつか全然落ちないやつ
[02:28:43.319] 笑笑
[02:28:45.080] 笑笑56シーンぐらい
[02:28:48.600] うわみたいがずっとくやつあれやってこい
[02:28:52.760] よあれ取ってくるわインドであとクグが雑
[02:28:57.800] すぎるCGが出すぎるやつ
[02:29:03.279] ね魔王の爪跡って何こここんなとこあっ
[02:29:06.760] たっ
[02:29:13.240] けうわ嘘やんこんなでっかいの出てくんの
[02:29:17.359] インドに跡残してきてな
[02:29:20.640] えめちゃめちゃ
[02:29:22.279] 強いあそんなこと
[02:29:26.319] ねええめちゃめちゃ強いじゃんなんだよ
[02:29:30.319] それ
[02:29:31.960] ないおいおい
[02:29:40.410] [音楽]
[02:29:49.040] 暗いうん意味わかんねえことやってんだ
[02:29:53.279] お前ギガデインをしろバカタレがなんで
[02:29:57.359] こいつが回復
[02:30:02.240] すん
[02:30:05.240] よやばいやめちゃ強いんだ
[02:30:07.930] [音楽]
[02:30:10.479] けどうわうわうわうわ終わってる終わうわ
[02:30:13.840] 終わってる終わってる終わってる終わっ
[02:30:16.120] てる終わってる終わってる終わってるこれ
[02:30:18.680] ああ
[02:30:23.840] え待って死ぬ
[02:30:33.399] じゃん今日1時まで間
[02:30:39.640] だやっぱ2時
[02:30:42.479] までちょっとゲーム疲れた感ある
[02:30:45.640] なちょっとゲーム疲れた感3時はないよ
[02:30:51.920] ちょっとゲーム疲れたかそういう時あるよ
[02:30:55.680] ねえそうそうええこれダメなのここえ
[02:30:59.319] やばいやんリはあやばいやばいやばい
[02:31:02.800] え
[02:31:07.319] えやばいやん何間を取って2時半やだどこ
[02:31:13.840] がどこが間やね1時か2時かつって伸び
[02:31:17.479] てる
[02:31:21.160] くくんくんくんくんくんくんクンクン
[02:31:25.680] クンクン
[02:31:27.680] クンクンキメラの翼は使えるんです
[02:31:32.200] 残念なんで
[02:31:40.200] だおいおい
[02:31:43.120] おいこ
[02:31:46.160] 地獄終わったないやいやう
[02:31:51.000] なめるな
[02:31:53.160] よあまりチマをなめる
[02:31:55.570] [音楽]
[02:32:07.800] なうしえ何なのここここ行かなきゃ
[02:32:13.040] だめここめちゃめちゃしんどくないこれ
[02:32:18.840] ここあっち行けって言われてっけど
[02:32:22.319] なあっち行け言われてますが
[02:32:25.490] [音楽]
[02:32:29.479] なじゃ船でそっち行ってみっ
[02:32:33.359] か行ってみようか
[02:32:40.880] どこのこのこのこのこいつこのこの男の子
[02:32:44.439] を見てなんかあの実写版のあの押しのこ見
[02:32:48.800] たのを思い出したしんどかっ
[02:32:52.319] たでも唯一良かったのが子供時代の子供
[02:32:55.840] たちの演技はすごい良かったね子役って
[02:32:58.640] すごい
[02:32:59.920] な子役ってすごいわネネト振りじゃない
[02:33:04.080] アマゾン
[02:33:05.920] プライム子役ってすごい
[02:33:09.240] なそこだけは唯一なんかアニメよりも
[02:33:12.359] 良かったわ本当に子供たが演技してそう
[02:33:17.120] いうの無理なんだよね
[02:33:20.160] 思いをする映画とか無理もうわあってなっ
[02:33:23.720] ちゃうあかいそうてなっ
[02:33:25.630] [音楽]
[02:33:28.279] ちゃうわかるしんどいよね子役が泣くの
[02:33:33.080] しんどいよ
[02:33:34.120] ね子役泣くのやめて
[02:33:38.470] [音楽]
[02:33:55.880] どこに行けもっとち
[02:33:59.040] か原作派読んだ
[02:34:01.640] のアニメは見た漫画もちょっと読ん
[02:34:06.560] だ画も結局さ完結してないからさまだあ
[02:34:10.439] もうしたんだしたんだしたけどまだ単もに
[02:34:13.479] なってないもんなまだなんか読気しないん
[02:34:16.640] だよね全部ってから読みたいねギガデイン
[02:34:23.640] 待ちたくないのよ漫画とか
[02:34:27.200] こうまま待ちたくないのよあ押しのこ
[02:34:31.359] そんな多くないよ15巻ぐれまくってたね
[02:34:34.800] なんかわなんかね見た見た見た
[02:34:38.080] 終わうん終わり方がどうのこうのな言った
[02:34:41.319] んまあでもさ結局あれだよなんか終わり方
[02:34:44.399] がどう叩かれる漫画ってそれだけ人気って
[02:34:46.720] ことだよどんな漫画だって終わりか叩か
[02:34:50.760] れんねん人気漫画はガンツん時なんか
[02:34:54.960] ガンツん時なんかひどかった
[02:34:57.560] ぜすげえ戦われてたもん
[02:35:00.800] なエヴァと同じ終わり方したんだけど配信
[02:35:04.960] 終了こんだけ人気ってことだよなじゃあ
[02:35:08.479] もうやめよう今日は今日はここで終わり
[02:35:13.200] です推しのことも面白かったやっぱ作品と
[02:35:17.359] してまだ最後結末は知らないけど
[02:35:21.680] 最初バカにしてたんだ
[02:35:23.399] けどだめねあのバカにしちゃいけないわ
[02:35:26.760] みんながおもろいって言ってんのやっぱ天
[02:35:28.880] だからさなんかその俺はミじゃねえつって
[02:35:31.840] さそんな何がおのこ見るわけねえあんな
[02:35:36.240] 面白くねえと思って見たら超面白え
[02:35:39.000] めちゃめちゃ
[02:35:41.040] 面白い進撃の巨人もそうね撃の
[02:35:45.359] ワピースはもうも興味なごめ
[02:35:51.240] うるせえ行こ笑笑絶対面白くないうるせえ
[02:35:59.080] どんクソお世話になりましたドン意意行き
[02:36:04.680] たいといえ意君から進められてみた
[02:36:08.720] めっちゃおもろないあと進撃の巨人ももう
[02:36:13.040] 俺みんながおもろいおもろいって言ってた
[02:36:15.760] 7年ぐらい後に見た7年遅れたわ俺
[02:36:19.680] みんなが面白い面白いって言ってた7年
[02:36:21.720] ぐらい
[02:36:22.880] 遊びおもろいね進撃の巨人
[02:36:26.800] ねびっくりするわあんなおもろいの俺たの
[02:36:31.319] 命も一緒にかけてろよ
[02:36:35.600] だろいやでもねこれだけは言っときたいあ
[02:36:40.080] ワンピースだけはほんま
[02:36:43.600] にワンピースだけはもうべ死んでる
[02:36:50.000] 申し訳ないけどねワンピだけはちょっとね
[02:36:53.000] 受け付けないんだよな
[02:36:55.680] テラゾあの
[02:36:59.920] なんかワンピってなんかその闇抱えてない
[02:37:05.040] じゃんもよののものじゃんもうあれって
[02:37:10.000] 実際読んだら泣くやん泣くかいどこで泣く
[02:37:14.000] ねんワンピースワンピースで1番泣ける
[02:37:16.080] シーン教えてみるワンピースで1番泣ける
[02:37:18.640] シン教えてじゃ
[02:37:19.550] [音楽]
[02:37:22.279] どこが一番けんのクソ世話になりました
[02:37:25.479] ワンピなんて闇だらけだよそうなのなんか
[02:37:31.510] [音楽]
[02:37:33.160] さ人死なないでしょあれなんかリーがあれ
[02:37:37.279] したとこどこそれあれて
[02:37:40.760] 何1mmもわかんないからごめんのの
[02:37:45.960] 泣けるんだえ
[02:37:49.560] おにぎりきこんで食う人だよ
[02:37:51.479] ねそれ食わせろて言って泥つきのおにぎり
[02:37:56.120] 食うやつきった
[02:37:58.399] ね本当に本当にワンピ好きな人から戦れ
[02:38:01.479] そうだから冗談冗談冗談だ
[02:38:06.920] よもうみんなピってるやんもうコメント
[02:38:09.880] 止まったわ
[02:38:12.080] えピってますやない
[02:38:16.840] ねってます冗談
[02:38:20.890] [音楽]
[02:38:24.140] [笑い]
[02:38:27.080] 切れ通るやんもう嘘だよワンピース見る
[02:38:31.439] わかった見る
[02:38:33.319] よごめんてワンピース見てみよう
[02:38:37.359] じゃ
[02:38:40.200] ふ切れちまった
[02:38:43.620] [音楽]
[02:38:50.120] いやワンピース好きな男の子ってやっぱ
[02:38:52.160] やんちゃな男の子が多いすよねワンピース
[02:38:55.920] 好きな男の子ってやんちゃな男の子が多い
[02:38:58.319] じゃないです
[02:38:59.200] かやんちゃな男ワンピースが嫌いなんじゃ
[02:39:02.359] ないやんちゃな男が嫌いなんだよ
[02:39:06.680] なやんちゃなワンピースが好きでやんちゃ
[02:39:09.840] な男の子がちょっと僕苦手なん
[02:39:15.479] ですドラゴンボールは正直見たいわ面白
[02:39:18.800] そう
[02:39:19.690] [音楽]
[02:39:21.479] なんか
[02:39:22.600] そのドラゴンボール興味なくても
[02:39:25.600] さドラゴンボール興味なくてもなんかあれ
[02:39:30.359] じゃんなんかさドラゴンボールって王でも
[02:39:33.479] なんかもう入ってくるじゃん頭になんと
[02:39:36.120] なく分かるじゃん全く見たことなくてもあ
[02:39:39.640] ガシにはもう全部出て
[02:39:42.760] からあのなんか
[02:39:46.130] [音楽]
[02:39:49.720] 気がワンピースじゃない
[02:39:54.120] えっとあのあれだ確かに分かりやすいよ
[02:39:57.279] 分かり
[02:39:58.120] やすいフリーザがいて
[02:40:01.640] えっとなんだっけセルがい
[02:40:04.319] てマジンブーななんとなく分かるじゃんで
[02:40:08.439] なんか悟空がご飯でなってみたいななんか
[02:40:13.120] ななんとなくわかる
[02:40:16.680] ねワンピースは分からん
[02:40:24.230] [音楽]
[02:40:27.479] 何
[02:40:28.840] ここ何ここ精霊の
[02:40:31.920] 祠人間は嫌いだけど俺手がは好きよっと大
[02:40:36.040] 魔王を倒してくれるわ
[02:40:38.980] [音楽]
[02:40:49.600] すぎるから60巻まででいいよそこでも超
[02:40:53.040] げ60巻って私はそのそんな長い漫が読ん
[02:40:57.560] だことねおえしていた
[02:41:02.020] [音楽]
[02:41:03.640] 60そしてあなたの16歳の
[02:41:08.640] 誕生日6月11日はいルビス様に変わって
[02:41:13.840] あなたに呼びかけたのこ私ない
[02:41:18.160] [音楽]
[02:41:19.640] と失礼なことを言ったかもしれません許し
[02:41:22.720] てください
[02:41:28.160] ね
[02:41:30.399] おしかしあなたはついにここまで来てくれ
[02:41:35.520] ました勇者よよく聞いてください大魔王の
[02:41:40.160] 元にたどり着くにのルビ様のお力を借りね
[02:41:43.720] ばなりませんしかしルビス様は大魔王に
[02:41:47.840] よって封れてしまいましたここ
[02:41:51.840] アレフガルドの北にある小島人々がルビス
