[00:00:04.839] おはちゃま
[02:28:03.880] ね
[02:28:05.600] 残念なんで残念
[02:28:09.439] てやりやがった
[02:28:17.960] なおや
[02:28:23.279] くそバカな犬嫌いなんだ
[02:28:27.439] よ
[02:28:31.800] おら終わった
[02:28:34.399] か終わったな
[02:28:37.000] 笑笑
[02:28:40.319] よしああ
[02:28:43.040] きっつやっと終わったここマジ1時間
[02:28:45.760] ぐらいいたぞしんど犬好きがおらしい
[02:28:51.399] ていや教育教育お疲れ様やったないや
[02:28:56.040] しんどいよこれマジでえこんなのがこれ
[02:28:59.720] からデフォルトになんのもう犬禁止にして
[02:29:02.040] くれ頼むに帰れなかったんだっけいや
[02:29:04.520] 帰れる帰れるんだけどなんか
[02:29:07.880] 結局結局なんか意地が勝ったわすいません
[02:29:13.120] 結局意張っちゃっ
[02:29:18.359] ただてなんかとするとさ本当にいいんです
[02:29:23.200] ねみたいな感じで何回も何回も聞いてくっ
[02:29:25.960] からさそいうこと言われたら
[02:29:29.439] さあれやん俺この辺に弓打ちまくったんだ
[02:29:34.520] けど
[02:29:38.520] さフレアドライブとけ
[02:29:47.760] 何ちょっとここアイテム色々ちゃんと回収
[02:29:51.240] させて
[02:29:52.160] くれだいぶ使っちまったとんでもねえ物量
[02:29:56.319] だったしな相手も10人ぐらいいた
[02:30:01.359] ぞいやなんかこれ以上持てないアイテム
[02:30:05.720] ばっかりもっとなんか色々ちょうだい
[02:30:11.040] だめだめダメだめだめだめ
[02:30:25.319] いやあ
[02:30:44.120] しんどい特にもないか
[02:30:48.160] なないな
[02:30:54.279] なやろこ開くか
[02:30:59.920] なたなんかこの不穏なBGMなって
[02:31:03.040] るってことはまだ敵いんのか
[02:31:07.160] なもういないよねさすが
[02:31:15.720] にだこっちの方なんか全然俺探索してない
[02:31:19.680] ぞ
[02:31:44.600] まずこの家からか
[02:31:53.319] いやでもなんかBGMまなってんだよ
[02:31:57.120] なあよしよしよしいや布とか大事マジ
[02:32:02.800] で布とペットボトルが欲しいね
[02:32:08.319] 今こんな
[02:32:10.840] もんまだ拾ってねえもんねえ
[02:32:18.359] かあ刃物
[02:32:20.920] よしよしよし
[02:32:32.720] よし何出口は
[02:32:35.880] どこあそこから出られるかもどこどこどこ
[02:32:39.040] どこ
[02:32:39.840] どこあそっち
[02:32:43.200] ねそれはええんだけどちょっとアイテムを
[02:32:47.200] 回収させてくれないと僕かなり買っちゃっ
[02:32:50.240] たん
[02:32:54.200] でもうないか
[02:33:07.200] なうんもうない
[02:33:09.640] な行く
[02:33:13.080] かまそのうち補給所補給場所出る
[02:33:16.960] べあこういうとこもあるや
[02:33:30.000] いや何もないんかい
[02:33:40.760] ここちゃまちゃちゃまちゃちゃちゃ全部俺
[02:33:46.640] 俺に必要のない弾なんだよな
[02:33:50.120] なんか止まっちゃうんよねそれなワン
[02:33:53.960] ループワンループしかしないあアイテム
[02:33:56.880] これ回復使っちゃおうかあこれは助かる
[02:34:00.520] これは助かりますサイズでかいのかなえ
[02:34:03.520] サイズなのか
[02:34:05.760] な普通にジフがワンループしかしない設定
[02:34:10.080] なのかなと思っ
[02:34:15.200] てういいやもうちょっと戦闘やだを探いや
[02:34:20.319] もうマジでまた戦闘すんのこれああなほな
[02:34:26.399] たった1人になんでみんな駆り出されてる
[02:34:28.479] んだろいやもう学校とテレビ局でやられた
[02:34:31.200] からだよあれスカーのシでしょもしかし
[02:34:34.640] たらスカーの仲間が気を抜くんじゃないよ
[02:34:38.000] いやまた犬たくさんいるうわおがいたあの
[02:34:41.880] 家に逃げてきたぞえ男いんのろけどうした
[02:34:46.240] 何か
[02:34:47.200] っだよ
[02:34:51.160] まじかここきつすぎる
[02:34:55.080] だろ次はお前だ待って待って無理だよ
[02:35:00.520] ちょっと待ってこれちょっと待ってきつ
[02:35:03.720] いっ
[02:35:07.000] て
[02:35:09.479] まじかこの辺りを
[02:35:17.359] 探せよたった1人にんでりされてるんだろ
[02:35:21.520] 学校とテレビ局でやられたからだよあれ
[02:35:24.439] スカーの仕業でしょもしかしたらスカーの
[02:35:27.240] 仲間かもね気を抜くんじゃないよ男がた
[02:35:31.040] あの家に逃げてきたぞ男いるんだ
[02:35:34.120] な男がいた私たちも行くかいいい私たちは
[02:35:39.200] ここで男の逃げ道をぐの
[02:35:53.800] [音楽]
[02:35:57.240] 誰かいる
[02:36:00.600] やるどうした
[02:36:03.200] 何無理だろもうどうやっすんだよ
[02:36:16.240] これよしぞ
[02:36:23.000] 必ず
[02:36:25.920] 見つけるしんどマジでよしどんだけだよ
[02:36:31.080] これ
[02:36:38.800] やば弾ないぜ
[02:36:42.160] もうなんでここに来てこんなすげえ
[02:36:45.000] めっちゃくちゃ
[02:37:08.279] え
[02:37:11.319] え弾は倒れた人たちからもらえればいいの
[02:37:14.920] にね本当だよな
[02:37:26.880] 犬出て急にジで
[02:37:31.120] やばいあの男のはずがない完いるもしくは
[02:37:36.120] 仲間がいる
[02:37:37.399] か考えたえなんか何かつけたぞいや匂いが
[02:37:43.800] するのかもどうてんだよくそ
[02:37:53.040] てくれこれで終わり
[02:38:01.730] [音楽]
[02:38:02.840] だちょっとこれちょっとこれ無理かもしれ
[02:38:06.640] ん
[02:38:07.840] これいや疲れるめっちゃ
[02:38:11.450] [音楽]
[02:38:16.720] 犬配送もや何かあったぞこれはれる
[02:38:22.439] よどうしろってんだよカロリーでかいね者
[02:38:27.240] 仲がいた今のは見て
[02:38:33.430] [音楽]
[02:38:37.200] くるどうしろっつっ
[02:38:40.040] たいやサイレンサー作れねえし
[02:38:47.760] なもどいから落とそう
[02:38:52.279] ぜえ
[02:38:56.520] だこち
[02:39:02.880] だもう犬だるいマジで
[02:39:08.359] ああどうするこの
[02:39:14.080] 犬ふざけんなこっちだよふざけんな
[02:39:33.760] 釘バットそう考えると強いのねそうあれは
[02:39:37.359] ね加工しないと作れないからオクスピアス
[02:39:42.000] オクススピアサスちゃ
[02:39:51.920] 出ておいでああそこにいるん
[02:39:54.920] か
[02:40:00.319] ドス
[02:40:03.600] でィディナはあなんかディナね妊娠して
[02:40:09.080] ます意味わかんねえだろディナ妊娠して
[02:40:12.520] なんか今あいつ動けなくなっ
[02:40:14.840] てる意味わかんね意味わかんねんだなんか
[02:40:19.439] 妊娠してる赤ちゃんできた呑気だ
[02:40:22.279] な赤ちゃんできちゃった
[02:40:45.200] なんかいやもうこれここ切り抜けた後もう
[02:40:48.279] 弾とかマジで何もなくなるぞ
[02:40:51.760] これ男ともやるやつだったの
[02:40:55.560] かそうなんだ
[02:41:06.120] ねあも作れない
[02:41:32.640] ああどこ行けばいいんだ
[02:41:38.760] これ男だを逃げていたぞどこだ男
[02:41:45.080] はるなんだよのあもうマジ
[02:41:54.880] でだるいってもうマジで
[02:42:00.160] だるい
[02:42:01.760] ああ下に降りたぞもだるい
[02:42:06.279] もうよちょおいそんなん使ってくんな
[02:42:12.200] やえマジで言ってんの
[02:42:29.040] あちょっとこれもうちょっとすげえ疲れる
[02:42:33.160] ずっとこう木張ってっからマジで疲れる
[02:42:36.319] これ村ゲゲブれ出
[02:42:44.760] ぞくそジャック狙ってああ分かった
[02:43:00.040] [音楽]
[02:43:05.479] う多すぎるいぶり出すぞ行け行くん
[02:43:11.160] だ
[02:43:17.560] くそう
[02:43:20.880] あなんか使えそうなのがあればいいのだ
[02:43:24.000] けど
[02:43:26.920] ポキブれ出すぞ行け行くん
[02:43:41.680] だ終わり
[02:43:48.960] [音楽]
[02:43:57.439] こんばんはですよし
[02:44:00.680] けけさんこれ無理俺これちょむず
[02:44:05.720] すぎるどうすれの
[02:44:13.680] これもうちょっと俺の繊維が喪失しちゃっ
[02:44:17.000] たもうなんかもも無理無理だ
[02:44:24.840] 俺全然休憩させてくんねんだ
[02:44:30.760] もんちょっと勘弁してもう
[02:44:34.840] これいぶりだぞどうしろっつうなだって
[02:44:39.720] これくそ
[02:44:47.439] せあ
[02:44:54.880] もう弾ないで
[02:45:10.080] もうえこれさ後で物資めっちゃ落ちてない
[02:45:13.640] と割に合わ
[02:45:16.000] ねえ弾もマジ全然
[02:45:19.600] 物資奪わ
[02:45:21.359] せろショットガンあと1発しかねえし
[02:45:34.680] ないやちょっとこれだけ
[02:45:42.120] じゃいみたいにゴリラできたらな
[02:45:51.680] 作れねの
[02:46:17.000] か頑張れ頑張れ
[02:46:19.600] 男がいたよ入者を
[02:46:32.319] 発見弾ぐらい落としてくれ
[02:46:37.800] よいやマジでもう弾これしかねえ
[02:46:41.479] ぞバックパックくださいえマジで弾ぐらい
[02:46:46.279] 拾ってけって
[02:46:53.640] を
[02:47:02.279] 逃す
[02:47:09.000] 何終わっ
[02:47:11.600] た
[02:47:13.560] よしちょっとここきつすぎ
[02:47:21.840] しんどいお前か
[02:47:24.279] よお前
[02:47:29.920] かい無事だ
[02:47:32.279] けどトミーじゃねえのかよんだ
[02:47:37.640] それ
[02:47:40.479] ねいる
[02:47:42.160] な無理だよもう弾ない
[02:47:50.479] 毛がひどいのへっちゃら
[02:47:53.800] いきなり襲われて
[02:47:56.000] さもなしだ
[02:47:59.399] ぜもうここで戦闘になったら俺もう今日
[02:48:02.560] 妖怪ちやるしてる噛まれたんじゃねえ
[02:48:08.560] だろ証明の
[02:48:17.720] バカちょっとマジ逃げんのに必要だしいや
[02:48:23.200] 無理だよ俺そんなことできなからねいや
[02:48:25.720] ちょっとも行くぞどうやんのムービー
[02:48:29.760] シーンで片付けてくれよおいおい4人もる
[02:48:33.319] やん何せ笑侵入者左のや何かいるねえ
[02:48:38.160] 行こうごめんばれちゃった援は
[02:48:43.080] 任せろせめてたくれや
[02:48:53.279] ややるしかねえよ
[02:48:56.840] 込めときなんじゃないぞ
[02:49:26.439] まだ俺が
[02:49:37.439] 殺す
[02:49:39.960] もうまだいいのかよ待てこれ拾いたい
[02:49:50.479] あもうやっと終わったここきついマジで
[02:49:54.520] てるでみ
[02:49:57.520] ても弾ないっ
[02:50:00.160] てここは弾無限なん
[02:50:06.530] [音楽]
[02:50:07.760] かっ
[02:50:14.439] てってんだよ
[02:50:20.359] う疲れるよタヤ
[02:50:33.720] てらもうもうえて
[02:50:45.640] もうもう
[02:50:48.840] まし
[02:50:50.120] た当たんないよこんな
[02:51:00.439] のせたちょっと勘弁しても僕もカロリーが
[02:51:05.840] 高すぎるも疲れたもう何もう何
[02:51:12.359] もうもうもうもう疲れたやめるもうもう
[02:51:17.600] やめたいもうもこのゲームやだ
[02:51:24.760] もうやだもうやめ
[02:51:27.920] た嘘
[02:51:31.040] でしょおもういいもういいよわかったから
[02:51:36.640] もうもやもうやだもう
[02:51:47.520] うるさいうるせえもうちょっともうやめる
[02:51:50.640] わうるせえ
[02:51:52.800] 笑笑くそもう笑笑もう勘弁してもう勘弁し
[02:51:58.600] てくれもうえ笑疲れ
[02:52:02.880] たやめよっか待て
[02:52:14.479] 待てカロリー限界突破一旦ね一旦
[02:52:18.720] [音楽]
[02:52:20.319] 休む暇全然ないもんね息切れしとる
[02:52:23.970] [音楽]
[02:52:27.439] 笑笑ちゃま疲れたレシデンスレペア
[02:52:31.319] レシデンスレペア
[02:52:36.910] [音楽]
[02:52:52.080] ちょっと
[02:52:53.000] ね僕みたいにねあのすげえ集中して
[02:52:57.439] のめり込んじゃう人にはきつい
[02:53:00.330] [音楽]
[02:53:20.080] やる
[02:53:21.479] かもういいよもうちょっと本当にもう
[02:53:26.000] ドタバタすぎるマジでもう勘弁して
[02:53:29.120] くださいもう僕もライフゼロ
[02:53:38.720] です
[02:53:40.359] は死んだし意味わからん何しろっつんだ
[02:53:55.960] あ
[02:53:57.520] [音楽]
[02:54:02.840] もうくそどい
[02:54:09.610] [音楽]
[02:54:39.920] もうもうもう次戦闘来たら本当にやめる
[02:54:42.160] からなはないもう次またうまた見つけろと
[02:54:46.399] 始まったらもでるマジでもう本このゲーム
[02:54:49.640] やと俺妖怪ウ
[02:54:53.399] 始める
[02:54:56.200] こっちもいい加減終わりだよなもうさすが
[02:55:02.080] にあ
[02:55:05.030] [音楽]
[02:55:09.359] なんかや終わったよ
[02:55:12.640] きついきついきつい
[02:55:15.760] きついせ
[02:55:22.600] メリメリハリの温度差おかしい
[02:55:26.760] ねちょっと嘘
[02:55:31.040] ジシ結局お前らやってたんたの寝ればすぐ
[02:55:35.319] 治る
[02:55:37.800] よ入んないの
[02:55:40.560] あ行こうこジェシーゆっくりこの女
[02:55:45.560] ジェシーじゃないこのんだっけあ
[02:55:49.960] よなんか妊娠してんだよね意味わからん
[02:55:54.359] お前ら放っておけない
[02:55:56.640] し具合はあお前それ足の毛が噛まれたん
[02:56:01.040] じゃねえお腹痛いだけほら座って休ん
[02:56:07.000] だろやる自分でできるっていい
[02:56:10.760] から噛まれてんじゃねえだろでいつ
[02:56:13.279] ジャクソン出たの1日だでもオレゴンが
[02:56:17.399] 大きで
[02:56:18.800] 追いつくために毎日18時間もあいでさあ
[02:56:23.359] なんかあなんか悲しくなっちゃっ
[02:56:26.800] た悲しいねなんかプレゼント私仲直りで
[02:56:31.920] いい
[02:56:35.000] [音楽]
[02:56:38.960] だろえ聞いてんの
[02:56:43.120] か聞いてる
[02:56:47.239] よちょっともうちょっとムービーシーン2
[02:56:50.319] 年前無視することはないだろうとりあえず
[02:56:53.120] ちょっとさ俺なんて言われなきゃ自分の
[02:56:55.800] 誕生日ですら忘れんだぞとりあえず謝っ
[02:56:59.439] とけばあでもちょっともうちょっと
[02:57:03.200] ほのぼのしたシちょうだいこのぼもう戦い
[02:57:06.800] とかマジいいから別になんでほっこり
[02:57:09.600] オナシスお前の様子だから
[02:57:13.279] だ考え事してただけもうもうほっこりで
[02:57:16.560] 行こうなもうやだよのは音だけはいはい
[02:57:20.560] もういい加減にして
[02:57:23.560] ほしいマジできつえもういいいいいい
[02:57:27.279] 匹ほんの
[02:57:33.600] ちょっとゆっくりさせて
[02:57:36.439] ほしいマジでゆっくりさせてほしい頼む
[02:57:39.830] [音楽]
[02:57:43.640] よ試してみるかいいいもう銃打ちたく
[02:57:52.040] ないもう行こう銃打ちたくないから
[02:58:16.200] もうえ
[02:58:21.840] 何
[02:58:23.479] えどうし
[02:58:28.720] た
[02:58:30.279] え
[02:58:31.960] 何
[02:58:33.840] えああああなんでえもう自由とか打ちたく
[02:58:39.040] ないていいの今日は気分いいしな
[02:58:51.920] 赤い看板見えるか当ててみろ
[02:58:56.880] 確高めに狙え弾は落下するからななるほど
[02:59:00.840] ね分かっ
[02:59:05.680] たよしいい
[02:59:09.359] ぞ音に引き寄せられてるまどうせ
[02:59:13.000] パトロール中だし倒しとくかたた
[02:59:19.640] もうもうちょっと休憩したいよ俺当たん
[02:59:23.200] ない当たん
[02:59:24.399] ないもう弾が落下する距離も考えろ
[02:59:29.279] よやる
[02:59:34.319] なゆっくりでいい
[02:59:39.000] ぞ当たりこれ気に入ったまだ数匹
[02:59:46.720] いるの終わりだもうちょっとはこっちに
[02:59:51.080] まだいるぞいい分かったもういいもうやだ
[02:59:55.239] もうちょっと今日はもうムービーシーンと
[02:59:57.439] か終わりにしてくれど冬は群れがここを
[03:00:00.200] 徘徊する体力0だよもん何匹か取り残さ
[03:00:03.040] れることがあるんだ毎年同じルート通っ
[03:00:06.120] てくの渡りの群れみたいになふんなんで
[03:00:10.800] だろうほら気圧ってやつが一定の気に足し
[03:00:15.359] たら俺がそんなこと知ってるように見える
[03:00:21.040] か小屋を見てみろ坂を下ってるみたいだな
[03:00:26.479] なんで
[03:00:29.080] こあ動物の死体どトラックのそば見てみろ
[03:00:34.520] どこだよあそこの鹿を食ってやがる腹減っ
[03:00:38.120] てん
[03:00:39.120] だろえいなく
[03:00:46.000] ねあああこれ
[03:00:49.439] かえ当たん
[03:00:53.640] ない才能ある
[03:01:00.200] ななあこれ
[03:01:03.040] ねあ
[03:01:12.640] それほらどう超まだ2匹いるぞ
[03:01:22.160] 普通に見えづれえ
[03:01:25.000] よえ
[03:01:33.760] いる見えねえどこにいんだ
[03:01:40.680] よ
[03:01:42.960] は
[03:01:46.840] あ
[03:01:51.560] どこえスポッター仕事し
[03:01:56.520] ている
[03:02:02.120] か
[03:02:07.840] なえこんなの気づくわけ
[03:02:13.800] ねえ慣れてきたなやった
[03:02:20.080] あとは分かってたまるか
[03:02:22.760] 笑笑あとはもういなく
[03:02:35.359] ないえ
[03:02:57.000] しかいやい
[03:03:09.479] ないいやもいないよもういないいないい
[03:03:14.399] ない画面右上の刈上げ
[03:03:19.520] 標準行かねえんだそこ
[03:03:36.000] までえいない
[03:03:40.120] やろ
[03:03:42.479] 頭もういいもうええて
[03:03:48.000] を見てんだよもうちょっとアピールし
[03:03:52.040] てお前撃ったろかなあお前撃ったやろうか
[03:04:01.680] なあ鹿の手前で倒れ込んでるとかいあれ
[03:04:05.720] だって死んでる
[03:04:09.000] でしょ当たって
[03:04:16.720] よも
[03:04:22.000] 一度秋の匂いはたまんないね乾いた葉っぱ
[03:04:26.479] の
[03:04:30.359] 匂い音でやってくん
[03:04:48.600] やっぱりしか俺も慣れるまでかかっ
[03:04:57.200] たどこやねん笑笑お前どこだ
[03:05:01.880] よえマジで何
[03:05:24.160] え物理は厄介
[03:05:38.399] だちょっとちょもちょもうもうもう何これ
[03:05:45.080] 1mmも面白くねをさ
[03:05:49.080] でこれ何マジでこれどどう
[03:05:56.120] 何バグ
[03:06:08.040] か鹿のお腹の中にいるとか笑画面暗くして
[03:06:16.560] みる画面暗くしたら
[03:06:19.840] 見えるてかそんなことしなきゃいけねえの
[03:06:22.399] か
[03:06:55.000] こんなの気づくかよあもこれこれ見えるか
[03:06:59.439] これおいこんなの気づくわけねえだろ意味
[03:07:04.399] がわからしかも全然ヒントとちげえとこに
[03:07:07.040] いるよアホなんか
[03:07:10.720] これ見失っったあれ見失ったおどこ行った
[03:07:16.680] こんな気づく
[03:07:19.520] ねえマジで驚いたじゃねこっちだよ驚いた
[03:07:22.640] のはびっくりだわこんなわからんて分かる
[03:07:25.840] わけねえだろこんな
[03:07:35.000] のもういないこっちにいるかもなもうえ
[03:07:39.080] もうや何このななんでこんなミニゲーム
[03:07:42.080] 始まったら俺も興味ねえっ
[03:07:45.040] てスキーリフトのそばだもういいってあこ
[03:07:48.600] を見てみろゴンドラの下も死中のそばだ
[03:07:52.560] 見えるか見えねえ
[03:07:57.640] よトレス増大ミニゲーム見えねえしこれ
[03:08:01.680] どれのこと言ってんのマジ
[03:08:04.800] でトて
[03:08:08.319] どうハイライトぐらいしてくれ
[03:08:11.319] よゆっくりしたシーン欲しいって言ってた
[03:08:14.399] じゃん
[03:08:18.120] うっせえ
[03:08:20.120] な
[03:08:35.520] どれああ確か
[03:08:38.680] にそんな先かよ
[03:08:52.840] もうこれさっさと終わりにしようも
[03:08:54.760] まだまだいる
[03:08:56.560] ぞ帰ったらジョエルに報告だあと3遠すぎ
[03:09:17.840] ジョエルシチュかき混ぜてっかなあいつの
[03:09:21.120] ことだから焦がしてんだろうな殺しは
[03:09:24.000] うまいが
[03:09:26.000] 料理
[03:09:28.000] 必ず
[03:09:29.520] 見えるスープ卵も料理
[03:09:42.720] は死体を片付けるべきなんだろうがもう
[03:09:47.040] ないもう終わりにしようもうそうみたいだ
[03:09:50.239] ねそれじゃあ行くかジョエルが待ってる
[03:10:02.840] オッケーもういいかほほうん
[03:10:07.200] ありがとう気分晴れた晴れそうか先に
[03:10:16.319] どうぞ余計なお世話かもしれないが
[03:10:19.920] ジョエルが心配してるぞ別に心配する必要
[03:10:24.800] ないそうだろうけどなでもちゃんと口を
[03:10:28.399] 聞かなきゃ何かあったって思うだろう
[03:10:31.600] ちゃんと話してる挨拶だけじゃなくて会話
[03:10:35.359] するんだ
[03:10:36.920] よ分かった努力する
[03:10:50.560] お前たちが売ってたのかエリーが感染者で
[03:10:54.160] スコープ試してたんだ
[03:10:57.040] よどうだったいい
[03:11:03.720] 感じそういえばなエリーギターの源変えて
[03:11:08.120] ないんじゃない
[03:11:10.279] か買えるものなん
[03:11:13.319] だそれ
[03:11:15.399] じゃ新しいの店
[03:11:21.880] な下に楽器屋があった
[03:11:25.120] だろうギター用品もある
[03:11:30.760] さちょうどあそこは巡回先延ばしにしてた
[03:11:34.200] し
[03:11:36.120] な見張りは任せろいや見てるよどうする
[03:11:41.920] エリいいよ
[03:11:48.239] それじゃ退する
[03:11:49.710] [笑い]
[03:11:58.040] かねえ本当に来ないのほら行け待たせる
[03:12:10.680] なオケー行こう
[03:12:14.600] よしついてこい
[03:12:22.920] それでお前たち感染者に出くわしたのかオ
[03:12:27.600] から数匹見つけ
[03:12:29.200] たそっちはえっと家の中にランナーが2
[03:12:36.920] 匹グループパトロールでお前はよくやって
[03:12:39.960] るってジェシーが言ってたぞそろそろペア
[03:12:43.479] で行けるんじゃないかってなま俺に言わ
[03:12:46.479] せればまだ早い
[03:12:48.239] が銃の腕ならほとんどのやつに勝ってる
[03:12:52.279] それに他の新人よりも経験で言ったら全然
[03:12:56.399] お前がやれるっていうならやればいいそっ
[03:13:00.239] かありがとうただ頼むから短いルートから
[03:13:04.399] 始めるんだぞいいなそれで様子を見てみろ
[03:13:08.399] 分かっ
[03:13:11.399] たまあお前がはまってたサベッジ
[03:13:15.319] スターライトって漫画覚えてる
[03:13:18.200] うんトミーとあの学校を通った時に何冊か
[03:13:22.160] 見つけたんだ面白かったああいうのは俺の
[03:13:27.439] 好みじゃないがダニエラスター博士は
[03:13:31.479] かなり残忍でしょ特にキャプテンライアン
[03:13:35.520] とのデスマッチの
[03:13:39.120] 場面あれねあれはキャプテンの自自得脱出
[03:13:44.239] の下りは予想外だったな
[03:13:51.439] 笑える学はあっちだから今はここに置い
[03:13:54.880] てるうん分かったキラリいい子にして
[03:14:02.800] てあれが楽器屋だうん見え
[03:14:11.720] た持ち上げるか平気
[03:14:19.680] ねえこっちは行けそうにないよ
[03:14:27.200] 何
[03:14:28.880] おかしい前は泳いで行けたんだがそれ
[03:14:32.840] じゃあどうするのお前さえよければホテル
[03:14:36.720] を通ってくかうんいいよ
[03:14:58.880] こんなとこ行けねえだパジョエルがいる
[03:15:01.200] シーン早いなそうね
[03:15:19.840] だからさっきんとこのいつまでもこの時間
[03:15:22.920] が続けばな
[03:15:25.120] うんさっきのマジ
[03:15:28.199] ちょっとだいぶもう無理かもわ今日これ
[03:15:32.199] このシーン終わったら今日終わりにしよう
[03:15:34.080] ああ疲れた
[03:15:38.120] もうじっくりじっくりしてんななん
[03:15:43.640] だドっと疲れがあめちゃめちゃしんどかっ
[03:15:47.680] たマジでだってずっとだって戦ってんだ
[03:15:51.560] もん楽器屋で行きたい疲れるわ楽器屋まで
[03:15:56.199] は行き
[03:16:01.800] たいなんかそうこってる
[03:16:06.720] くここ行けそうだ
[03:16:10.600] なエリーお前ここ通れるかどこ試す価値
[03:16:15.120] ありえおお気をつけろよ
[03:16:20.800] オッケー
[03:16:24.600] もう入れた待ってて分かったいやもう敵出
[03:16:29.520] てこないでいいかんねもう
[03:16:44.920] ほんま何かあったかうんまだわかん
[03:16:49.590] [音楽]
[03:16:54.000] ないお待ちど
[03:16:56.359] 様見直した別にもっとちゃんと食べろ細
[03:17:00.920] すぎ
[03:17:02.040] だこれは
[03:17:26.040] エリ来いここすっごく不気味なんだ
[03:17:30.439] けど先に行けそうだが奉仕が待ってるな
[03:17:34.199] マスクを
[03:17:35.279] しようしなきゃだめ2人きりでしょ誰かに
[03:17:39.080] 出くわしたらどうするはいはいけます
[03:17:58.000] 身長第1だろうマスクをつけずにいていつ
[03:18:01.920] か誰かにばったり壊したらどうするつもり
[03:18:04.239] だそんな変しない誰にもあのことは話して
[03:18:08.760] ないなほらジェシーとかディナとかする
[03:18:13.319] わけないそれならいい
[03:18:27.279] ここ入ったことあるのいや通りの巡回だけ
[03:18:32.000] だうっかり見過ごしてたってこと
[03:18:35.520] かかも
[03:18:37.680] ねいやめちゃめちゃ弾落ちてるとだこの
[03:18:41.160] 過去編でも戦闘あるなこれ
[03:18:50.160] いきなりドンて出てくのやめてもう俺今
[03:18:52.600] それやられたら
[03:18:54.640] 死ぬだいぶ前に撃たれたみたいだな最後に
[03:18:58.479] パトロールが来たのはさあなジャクソンの
[03:19:02.600] 人いやな確走したのは去年いなくなった
[03:19:07.279] 若者2人だけだこいつは吹けすぎてる
[03:19:11.239] 迷い込んだんだろう
[03:19:33.720] こっち
[03:19:36.760] だ簡単で会って
[03:19:42.720] くれ見るよ
[03:19:45.040] エリこっちだ
[03:19:48.000] クソ
[03:19:54.920] いるパトロール中
[03:19:58.040] でしょうそうだ
[03:20:00.239] な倒していく
[03:20:05.520] かジュエルが無双して
[03:20:15.640] くれ
[03:20:19.040] あさすが
[03:20:24.080] ジョエルしてるわ
[03:20:45.640] 笑笑
[03:20:57.960] あだるいな来る
[03:21:04.680] よよ
[03:21:12.560] [拍手]
[03:21:17.840] あ
[03:21:20.280] [音楽]
[03:21:37.140] [拍手]
[03:21:52.100] [音楽]
[03:22:03.360] [笑い]
[03:22:15.520] てJA
[03:22:43.100] [拍手]
[03:22:49.280] [音楽]
[03:23:07.360] [拍手]
[03:23:15.800] あ
[03:23:18.520] よしよし
[03:23:28.800] [音楽]
[03:23:46.800] 片付い
[03:23:55.560] たジョエル今ので最後じゃ
[03:24:00.439] ない多分
[03:24:03.760] なうまいじゃん
[03:24:07.080] 僕ジョエルもねあのさ今日はギターのゲ
[03:24:11.840] 取りに行くの諦めない俺もそう思ってた
[03:24:14.840] とこだ
[03:24:16.840] とはいえ出るには前に進むしかない
[03:24:35.239] な奉子やば何かあるかもしれないな避て
[03:24:49.680] いきなりどかんとかマジやめて本当も本当
[03:24:52.199] やめていきなりどかとか本当やめてねもう
[03:24:56.399] 絶対
[03:24:57.680] 来る心臓に悪いからやめ
[03:25:01.800] ておるやん
[03:25:05.160] なんかちゃまびっくり
[03:25:17.880] よし
[03:26:06.600] [音楽]
[03:26:12.319] 笑笑笑笑笑笑
[03:26:16.359] 笑笑はい滑らかに行こう
[03:26:22.160] とお疲れ様でしたいい時間ですし
[03:26:32.239] ね寝ましょうか
[03:26:42.720] ね笑笑笑笑
[03:26:51.120] 笑笑よかいよかいよ
[03:26:54.960] かい妖怪のせいということ
[03:27:00.680] で妖怪ぼっちきちゃい俺はあの
[03:27:08.640] 日奇妙なものに出会った
[03:27:20.840] 普通に面白そうだ
[03:27:24.120] しアニメすげえし
[03:27:27.830] [音楽]
[03:27:29.800] 笑全然妖怪ウォッチ初めて見る
[03:27:37.199] けどくそ面白そうじゃねえ
[03:27:41.000] か妖怪ウでこれがすごいサラダレベルの軽
[03:27:45.319] さに見える
[03:27:47.600] 間違いなく神
[03:27:50.960] ゲ妖怪ぼっち面白いよ絶対まなみちゃん
[03:27:55.319] しかも女の子のデート
[03:27:57.880] だまなみちゃんのデートです見てみんで
[03:28:01.760] まなみ
[03:28:05.640] ちゃんジバにゃんがまだ丸い時
[03:28:12.560] だまなのデータ覗いちゃお
[03:28:17.120] まなみちゃんもう成人して
[03:28:21.600] そう何これ
[03:28:26.600] 全然わかんねけどルール
[03:28:30.130] [音楽]
[03:28:32.560] が分からないことは何でも教えますよそれ
[03:28:35.199] が質のみです強
[03:28:37.920] すぎる強すぎるのこれ分からないこと何で
[03:28:41.680] も教えてくれるってどうやったらラスト
[03:28:43.600] オブアースクリアできんだよ教えてくれよ
[03:28:45.640] などうやったらラストオブアスクリア
[03:28:48.040] できる教えてくれわからねえ俺には
[03:28:51.920] ポケモン的な感じなのかまなみの
[03:28:55.900] [音楽]
[03:28:58.840] 記録席とかずラスタバスは
[03:29:03.560] ちょっと妖怪初心者だっ
[03:29:10.180] [音楽]
[03:29:13.479] てちょ普通におもろそうじゃない
[03:29:17.199] 対戦した回数
[03:29:18.790] [笑い]
[03:29:22.080] [音楽]
