[00:00:04.799] 1個目2日目検討1波と2検討1波と来
[02:57:59.840] くれるれる人の方が良くないえお茶を
[02:58:03.120] くれるの意味がえ常にお茶持ち歩いて
[02:58:05.600] るってこと女の子にあげるために俺がアン
[02:58:08.640] すればいいかしら
[02:58:12.279] だめえ何お
[02:58:15.200] 茶何自分が
[02:58:18.800] 持ち歩かなかったあれ
[02:58:23.320] [音楽]
[02:58:41.359] 歩かよそんなあるん
[02:58:45.120] やお茶なんか持ってったことないよ
[02:58:49.560] 青だ
[02:58:50.760] ね青春な
[02:58:54.359] 青青だ
[02:58:58.160] ねってか
[02:59:03.439] なかっする言われたかっ
[02:59:06.560] たんだおなんだお前元彼の話かおの前での
[02:59:13.040] すんじゃね
[02:59:14.920] [音楽]
[02:59:18.160] いいとだなそれ初デートで全くその気が
[02:59:21.399] ないのにバってて終盤歩けなします
[02:59:27.880] か笑笑バきったんかお前もしかしてブー
[02:59:31.640] ちゃんた交換する相手何それ
[02:59:35.720] シブリーズの蓋交換って何えそういうのが
[02:59:41.880] あんのいやシーブリーズはあったけどさ
[02:59:44.359] いやうちだほぼ男子校みたいなもんだった
[02:59:46.640] からな女の子3人しかいなかったし
[02:59:49.760] 驚愕そうあん
[03:00:02.960] のかいい
[03:00:05.960] ねの喜びを知り上がっておじさんがいる
[03:00:10.960] 許さのを交換する喜びをりって
[03:00:15.870] [音楽]
[03:00:18.120] 何そのなんかめちゃめちゃせ青春じゃん
[03:00:21.239] めっちゃ青春じゃんうわ
[03:00:25.160] リアルくそ止まんじゃねえよお前バカたら
[03:00:28.080] 許さんぞグギ
[03:00:31.279] グギところでシーブリーズってなんだっけ
[03:00:34.279] えシーブリーズ知らないのとオレンジやえ
[03:00:37.239] 何リンナがも経験
[03:00:39.479] 済みちゃ彼氏いたのショックいる
[03:00:43.600] だろふざけんなよいるいたことぐらいある
[03:00:47.479] だろそれ
[03:00:49.359] なんだと思ってんだよアイドルうんちし
[03:00:51.359] ないと思ってんのかお前したことないんだ
[03:00:54.640] レミわけえからなもうもうシーブリーズっ
[03:00:57.640] てないんじゃない
[03:00:59.439] のもうシーブリーズて苦使ってる人を見て
[03:01:03.880] いやシーブリーズはいいよアックス使っ
[03:01:06.080] てるやつま全員くばれくせんだよあれてた
[03:01:09.800] カイにへか可愛い何の絵書くの俺の回路に
[03:01:13.800] も書いて
[03:01:15.439] よお互いに書いて交換しようぜじゃ
[03:01:21.279] うさぎてアクスのボディなんでセなどこが
[03:01:26.319] なの意味がわかんない何が意味がわかん
[03:01:29.760] ないんでもそてせに結びつける方が悪けど
[03:01:32.760] 学校彼氏作ってない
[03:01:37.800] からっ
[03:01:41.080] ピカ
[03:01:44.439] てるのたりない何それえあいつの蓋の色が
[03:01:51.080] 黄色であの女の子が黄色ということは
[03:01:54.359] みたいなそういう
[03:01:56.239] こと何それうわエモーション許さんぞうわ
[03:01:59.720] エモーション許さんぞエロいな
[03:02:03.080] それそういうことあんの何それ笑笑良いね
[03:02:08.160] わなんかおじさんになってそういう
[03:02:10.359] キュンキュンそういうキュンキュン
[03:02:13.000] ジャージでバレることないでそんなのも
[03:02:15.720] あんの戻りたいいや俺ら戻ってもそういう
[03:02:19.080] のねえだろ別に俺ら戻ってもそういうの
[03:02:21.640] ない
[03:02:22.399] からデラコもないからそういうのね俺ら
[03:02:26.000] 戻ってもそういうのない
[03:02:28.239] でしょえそういうのあんののジャージてる
[03:02:32.720] ああブカブカジャージねろデラコマンは
[03:02:35.960] あるかそうだなデラコマンはそうだね結婚
[03:02:37.920] して家庭持ってるからあるよねちゃんの
[03:02:39.880] ジャージとかサイズでそ
[03:02:43.120] じゃ即だろうね
[03:02:48.920] 笑笑ブカブカならよかったのになあもう
[03:02:52.600] だるいんだ
[03:02:53.960] よバレがこれドキドキしてじゃんベルト
[03:02:59.319] 必要じゃなくてじゃいいなドキドキしてえ
[03:03:04.720] ぜなんかそういうなんか青春みたい
[03:03:08.520] な分かるわかるたまんないよな分かる
[03:03:11.040] わかるわかる私とジュースめそう酒じゃ
[03:03:14.359] ないそうだ酒ないからくないよねロドマン
[03:03:18.239] は何ロドマンさんは男子エピソードせて
[03:03:21.600] くれ身長大きいからしてカカならない春
[03:03:26.399] エピ
[03:03:28.359] えまあ1番最初の彼女
[03:03:31.600] がやったえっとあそうなんだじゃシーブ
[03:03:36.200] リーズ交換できねえ嘘つくな
[03:03:38.640] よえあ霊長高いんだ
[03:03:45.399] やめよ最
[03:03:52.279] られ高校の先生にられてそのの彼女
[03:03:58.150] [音楽]
[03:04:00.800] がきったんだ
[03:04:07.239] 元彼が忘れらんないいつっ
[03:04:10.520] て体にクソ
[03:04:13.359] だせえ自分で超高校だから超バカ高校だ
[03:04:19.160] からほバカがいっぱいいんのね自分で
[03:04:23.560] 入れ墨とか掘っちゃうはいるんだよきた
[03:04:26.520] ねえマジでどうすんのお前それみたいな
[03:04:29.600] それでなんか彼氏の名前掘って
[03:04:32.960] てクソて別れた
[03:04:36.279] 若でかいでかい
[03:04:40.120] よ針で針でそうバカだよ
[03:04:44.439] ねでその好きになった子が彼氏の名前を
[03:04:49.239] 掘っててめちゃくちゃきったねきったねえ
[03:04:51.680] やつでうちの親父も膝に入れてたわあそう
[03:04:54.520] なん
[03:04:55.200] だ平均158とかだよでかい
[03:04:59.520] な全然違う名前なんだけどやっぱり好きで
[03:05:03.319] もうダメだつってなんやねんそれつって
[03:05:06.319] きしょいのお前つって人破しじゃん
[03:05:10.120] イニシャルと壁そうそうそうそうそう
[03:05:12.840] イシルイシルきしょいのつって分かれた
[03:05:18.239] でその後好きになったやつに告白し
[03:05:21.160] たら橋本君必死すぎて無理って言われた
[03:05:25.439] それ踏んだり蹴ったりだ
[03:05:28.160] よ踏んだり蹴ったりで寝られるわ元彼の
[03:05:32.479] あれが入ってるわ必死すぎてきついって
[03:05:34.800] 言われるわ必死すぎて無理すぎるだろんだ
[03:05:38.840] よそ
[03:05:40.279] すいいやもうだってたまらんかってんもう
[03:05:45.940] [音楽]
[03:05:48.000] がええや必死なのがいいんじゃんなそうだ
[03:05:50.760] よなそうだよな言ってやれお前のために
[03:05:54.000] 必死になれる男今後出てくんの
[03:05:57.479] 笑笑でも実際必死
[03:06:01.720] すぎレベル
[03:06:04.200] 必死にの名前を
[03:06:09.120] 呼になってくれるからになる必死にて
[03:06:17.320] [笑い]
[03:06:21.120] 1番しんどいの好きだけど
[03:06:23.750] [音楽]
[03:06:26.560] なえどういう時に呼んだんそれ
[03:06:31.000] ラオどのタイミングで呼んだの初めて
[03:06:34.520] 初めて
[03:06:36.120] 名前
[03:06:38.520] わうわきついな
[03:06:41.960] それおにそれはきついおはいいじゃんなず
[03:06:48.239] 11ず11ず11泣ていいぜそれはく
[03:06:54.640] バスタならここにあるえどのタイミングで
[03:06:57.640] 名前で呼んだろそしたらの名前で呼んでた
[03:07:00.720] からさ
[03:07:02.720] あ名前読んでいいよぐにゃ
[03:07:07.399] ぐにゃぐにゃ
[03:07:09.160] ちゃんちゃんのこと名前で読んでいいよあ
[03:07:12.399] なんで勝手に下の名前呼ばないだ俺の橋本
[03:07:15.000] って呼んでね
[03:07:18.120] 俺のことかて呼んでいいよお前それ下の
[03:07:21.040] 名前なんだかて
[03:07:24.880] 橋本
[03:07:26.960] [音楽]
[03:07:31.920] 名えそしたら何えそしたら何メールで信で
[03:07:36.560] きたってこときつみ優しいきついな
[03:07:44.080] [音楽]
[03:07:48.000] いいいよいいよもっと呼んで
[03:07:52.359] 怖いレレタレタてレタみてえじゃね
[03:07:58.479] けつも
[03:08:00.560] ありがと笑笑しょうがねえからんでいいよ
[03:08:04.560] ンタンみたい
[03:08:07.399] レタン
[03:08:10.680] 豚ねん
[03:08:13.680] 豚豚でもいいけどさ
[03:08:19.439] えーランディそれはちょっときついな
[03:08:22.960] ランディそれはきついなさ
[03:08:26.279] マテテマテって呼んでいよテマテって
[03:08:29.399] ギャルみてえで可愛い
[03:08:31.880] じゃんあのあの野郎バカ野郎てまやてまて
[03:08:37.080] やさっきからランディさんのネタ性が高
[03:08:39.800] すぎるランディはおもろいねランディの
[03:08:42.000] そういうのいじんのが面白いんだよねば
[03:08:45.359] さんこんばんはまた止まる
[03:08:48.000] 名前呼ばれてたから安心してくれ今時の
[03:08:51.040] ギャルでも言わねえよ服の色で名前呼ばれ
[03:08:53.399] てたしてい
[03:08:55.319] ないランディがガキの頃なんてねえだろ
[03:08:58.319] あれがねえだろあれがシーブリーズ
[03:09:03.520] なんてああでもなんかカペケースのさ2と
[03:09:08.760] あれを交換するはあったかもなかっ
[03:09:12.080] た好きな人とかじゃなくて彼女
[03:09:15.359] とケースを
[03:09:18.520] 色となんかピンクとかさ上と交換して
[03:09:22.000] みたいなそれはあったかもな1回抜いて缶
[03:09:27.000] のさペンケースでなんかさアルファベット
[03:09:29.359] のさシールみたいのがついてんだよ貼る
[03:09:32.479] みたいななかっ
[03:09:34.680] たなかったかなな俺の妄かこれやった覚え
[03:09:39.840] が
[03:09:41.040] あるそこまでしたのに浮されてんでるから
[03:09:48.439] えだってカンペケースだから当時カン
[03:09:51.960] ケースどこ行っても売り切れてたんだよ
[03:09:53.720] カンケースの中にプリ張りまくって
[03:09:56.120] マジックで落書きしてああの携帯のさ電池
[03:10:00.279] パックの裏に入れてなかった携帯の電池
[03:10:03.880] パックの裏になんかタグみたいでダサい
[03:10:06.359] じゃんイニシャル小イニシャルいいじゃ
[03:10:08.800] ねえかよアルファベットでイニシャル
[03:10:11.359] そうそうそうあったよねだ当時だから俺の
[03:10:13.760] 高校生の時どこ行ってもその完ケース売っ
[03:10:16.640] てなくてそのシール付きのやつがドッグ
[03:10:18.840] タグ
[03:10:20.399] 笑笑結構レアやったんで当時はここの配信
[03:10:24.319] だけ平成で土
[03:10:27.359] 平成平成平成土平成だ
[03:10:32.720] よ平成ポップ平成ポップタて言われて
[03:10:36.600] メタルギアソリッドに思い出した今何交換
[03:10:39.800] するかドックタグいいね今は何なんだろう
[03:10:42.439] な今何交換すんの今の高校生なんてもうさ
[03:10:48.279] 大人と変わらんやろだっていえガキどか
[03:10:52.760] ボタンとかもうもらわないのかな2俺
[03:10:55.600] ブレザーだったからなかったガラのいい
[03:10:58.319] ところは好きな人だけ着メロえてみたり
[03:11:01.000] 色みたりしたよねスマホのケースとあった
[03:11:05.080] 歌設定とかあったよなあるんあれ
[03:11:07.920] めちゃくちゃ持てた先輩さいじめられた後
[03:11:10.880] みたいになってて
[03:11:12.960] ボロボロてのが多よあだって今さ液体
[03:11:17.840] もらってる人と
[03:11:19.359] かさんこんばんはで交換赤外線通信夏あの
[03:11:24.439] ポートこすり合わせてなあれ無線の意味
[03:11:28.520] ねえよなあんだけ近づけなきゃダメなん
[03:11:31.319] だっ
[03:11:32.960] たらあった
[03:11:37.200] ね
[03:11:39.200] れれくっつけてくっつけてやつたな結局な
[03:11:42.600] ネームもらってペンケースにつけるの
[03:11:49.880] 好きなの好きな女の子とのメルでが長く
[03:11:55.399] なれば長くなるほどなんか嬉しいみたいな
[03:11:57.359] あるよねあっ
[03:12:00.120] たわさん元気か
[03:12:04.359] な俺中学の時好きやってん田さん
[03:12:08.840] がさんて子が好きやってん中学の時に
[03:12:12.520] 初めて携帯持ってその初めて女の子と
[03:12:15.160] メールをすると
[03:12:19.279] もうだったかい子がいたんだよもう
[03:12:22.880] LINEだったのチャピもう2年違うだけ
[03:12:25.800] でそうかもう俺ギリギリメールだからね
[03:12:29.880] ギリギリメールだ
[03:12:31.280] [音楽]
[03:12:35.319] よメールでさLINEのフルフルだったな
[03:12:39.239] えもうLINE世代なのお前らふざけんな
[03:12:43.000] よ小学生の時は消しゴムに名前書いたりし
[03:12:46.720] てた好きな人のジゴムを名前書いたやを
[03:12:49.520] 使い切ったらみたいなほぼ出てもう13年
[03:12:53.040] くらいってるからね何Lてマジでメールモ
[03:12:56.960] すぎすぎもうスマホやった動く絵文字とか
[03:13:01.160] みんな使わなかったのなんか変なくまさん
[03:13:03.080] とかおはようてやってる
[03:13:05.640] さ動く絵文字とかお前らダウンロードし
[03:13:08.720] なかったんかお前らよ使ったことないマジ
[03:13:12.399] オメールやんねんけアオメールおいボテ
[03:13:16.160] あげだねボテあげだねボテあげあのいや
[03:13:19.840] 全然違うねあの頃の絵文字の
[03:13:22.800] さあの頃の絵文字のあのどうしようもね
[03:13:26.200] 画質ってさスタンプにしたのかな俺の
[03:13:29.000] チャンネル
[03:13:32.680] であのどうしようも
[03:13:38.520] ねえこれちょっとあよりのありあれこれ
[03:13:42.279] ちょっとtwichのスタンプにしたいよ
[03:13:44.080] な
[03:13:49.120] くない全然写んねえわだめだ映んねえ
[03:13:52.080] かくえいけど
[03:13:54.800] ねあもう見えだめだ映んね画質があれすぎ
[03:13:58.640] てえいなこれえいでしょこれ使ったべお前
[03:14:03.000] らこれ使ってないのこれこういう
[03:14:05.399] のだピントが合わねえこれ使わなかったの
[03:14:09.560] お前らこれ笑URL省略
[03:14:15.340] [笑い]
[03:14:17.970] [音楽]
[03:14:20.000] あよく使ってたこれガラ系の
[03:14:25.620] [音楽]
[03:14:27.239] やつ懐かしいね俺の友達は惚れた女は星の
[03:14:32.880] 数愛した女はお前だけお待ち受けにしてた
[03:14:36.520] よどし
[03:14:40.040] ね
[03:14:42.200] うわこの辺とかやばく
[03:14:46.040] ないし
[03:14:47.760] これこれこれ懐いよ
[03:14:51.359] なご1へとか流れいちご1を感じる懐かし
[03:14:56.520] すぎる
[03:14:58.420] [音楽]
[03:15:01.359] 懐しいうわ懐かしい女の女の子からこんな
[03:15:05.520] ん来て
[03:15:06.439] ごらんねえ女の子からこんなん来てごらん
[03:15:10.120] のはった笑笑ちゃまくか兵は分かるのカナ
[03:15:14.200] 兵って何カシールとかの時代よそれ使って
[03:15:18.080] たわこれ
[03:15:20.279] などこの絵文字リの絵文字で買えるよえ
[03:15:24.479] そうなのこれ昔のやつちなんかさどっか
[03:15:28.800] からダウウンロードしてきたかわかんねえ
[03:15:30.600] さだ当時絵文字サイトとかあったやん絵
[03:15:34.399] 文字サイトあれでもないの絵文字サイトっ
[03:15:37.880] て
[03:15:39.040] もうなんかどっからかこなかキャリアの
[03:15:42.279] やつじゃなくてが公式で販売してるへえ
[03:15:48.399] みたいな絵柄でよりちょっと前に流行った
[03:15:52.160] やつか知らねえ知らないいちご1は分かる
[03:15:58.760] よこの出会いがなんとかならきっとなんと
[03:16:02.399] かであるみいしか何326ってやべちも
[03:16:08.479] 60になるぞいい
[03:16:11.399] ねめっき何かて知らないんだけど
[03:16:17.080] みたいなやつねそうそうそうそう
[03:16:21.279] そうそう懐かしいの作担当あへえジクの
[03:16:28.720] [音楽]
[03:16:31.319] へえ確かに今でも落とせたらスタンプ適性
[03:16:35.040] 高いな好きだったわ
[03:16:37.840] 高昔のガラ系の絵文字サイトのあのだから
[03:16:42.600] 可愛いやつないのか
[03:16:44.359] なメルがメルガって何やっけメルガてどう
[03:16:49.960] のこと言いんだっ
[03:16:51.160] け覚えて
[03:16:55.199] ねえ懐かしいなあったよなあなら月額何百
[03:17:00.600] とかで取り放題とかあったよね着メロとか
[03:17:02.840] さい
[03:17:05.130] [音楽]
[03:17:18.840] んか
[03:17:19.840] な最終的にうんいやもう70とかが限界
[03:17:24.560] じゃないもう
[03:17:28.239] たあ本だた怖くて俺も回してたよめ
[03:17:34.399] ねあれくそ怖いのあって回したわ
[03:17:37.880] めちゃめちゃ怖いんだよなあれなアボード
[03:17:40.520] やば
[03:17:42.800] モードおモードってで止まってんなこれ
[03:17:47.359] マジいいにせえよほんま言い加減にせえ
[03:17:50.359] よ何アイモやつで泣いたことあるイジ
[03:17:56.040] ウブモバ
[03:17:58.330] [音楽]
[03:17:59.560] ママ
[03:18:01.120] フーマお魔法のアイランドで俺のウ作って
[03:18:04.520] くれよ魔法のアイランド
[03:18:11.239] でURL省略
[03:18:18.810] [笑い]
[03:18:21.479] えぐいこれこれLINEのスタンプじゃ
[03:18:24.479] ないこれのスタンプにずべよ
[03:18:30.160] これ
[03:18:32.760] なになそう70でもまだちょっと少ないか
[03:18:36.199] も
[03:18:36.880] な
[03:18:39.160] 絵
[03:18:43.160] 文字た懐かしい
[03:18:47.080] 知らん
[03:18:48.279] な懐かしいよこういうのたまらん
[03:18:53.160] ねこのパンダとめちゃめちゃあったよね
[03:18:57.479] みつけてくるなこれいいねいこの使ってた
[03:19:01.920] んだよ昔
[03:19:03.880] はってたんだか
[03:19:09.340] [音楽]
[03:19:16.880] なんめちゃくちゃ平成初期みたいなさ配信
[03:19:19.600] 画面にしようよまた止まったバカ誰がも
[03:19:23.439] みんな持ってたべ何リスモのゴールるの
[03:19:27.120] 憧れたこれ使うために誰かLINE
[03:19:31.319] しよこれTにTに認可されねえか
[03:19:37.520] ないい
[03:19:40.520] よなんでや
[03:19:44.800] だめんな元カノに
[03:19:47.840] メールお元カノにメールあいいじゃん俺も
[03:19:52.199] じゃあ元カノにメールすろうか配信で
[03:19:54.000] やろっかなこんあっちゃんにメールしたし
[03:19:56.319] 勢いで元カノにメールすんべえか
[03:19:59.640] な笑笑元気つって笑笑元気つっ
[03:20:04.600] て何してんのて僕さん久しぶりそっから
[03:20:09.080] 返してない結局流れ行ってた時期なかった
[03:20:12.120] ギャル文字てどういうのた来た来た来たよ
[03:20:14.760] 来たよた賢者タイムになるやそのせいで俺
[03:20:17.399] あっちゃんあっちゃんにすごいなんか
[03:20:19.080] すごいあっちゃんが怖い
[03:20:22.279] 今元カレにLINEとか元カノにLINE
[03:20:26.120] とかしてしてみたいねえ来たよあ淳って
[03:20:30.120] 言っちゃった淳から来たよなんで怖いの
[03:20:32.920] 笑笑あん時はなんか勢いでさ勢いでなんか
[03:20:36.600] 配信中にふざけて送っちゃったけどさに返
[03:20:38.920] しない本当に来ると思わないじゃんその
[03:20:41.479] アカウントまだ生きてたんかよって
[03:20:44.160] いう信しろよ
[03:20:48.239] することないもん別会いたいか言われたら
[03:20:52.479] そう久ぶもん久しぶりおれちゃまく今日も
[03:21:00.960] 頑知らねえ俺そんなの言ってくれるの
[03:21:05.120] 嬉しいね当時のまんまなんだあいつにとっ
[03:21:08.000] て俺はもんなんだよまだチマなんて知ら
[03:21:10.640] ねえんだよお前もっんだべてね
[03:21:14.500] [音楽]
[03:21:17.120] か繰り返しやれ文字何よもさん久しぶり
[03:21:20.640] 笑笑いいじゃんやばブー
[03:21:23.760] ちゃん運が使いこなしてる笑笑好きなよに
[03:21:29.399] 言う
[03:21:32.840] てる読めねえ
[03:21:36.279] 大好き何し
[03:21:39.239] てるオルはオルはちげえよオズはちげえ
[03:21:42.960] それそれギャル文字じゃねえおっさん文字
[03:21:44.800] だよお前
[03:21:47.160] へーすげえなちょっと上の世代かも俺より
[03:21:52.239] 多分の翻訳する
[03:21:59.720] とんこんなの読めるわけねえ
[03:22:03.319] だろ俺こんなメール来たらスパム報告する
[03:22:06.640] よこんなコメントされたら俺もうスパム
[03:22:09.600] 報告するよ俺矢これはからん
[03:22:17.199] 優として優秀びっくりこれ暗号でいいね
[03:22:23.199] 文字私は何もすごくないよよ痩せなよねじ
[03:22:28.680] だ
[03:22:34.600] よなんて読むの
[03:22:37.880] それ読めねえマジ
[03:22:41.399] で笑笑早く痩せなか
[03:22:46.760] これ
[03:22:49.560] 44
[03:22:51.120] 体昭和生まれのおっさんには何もかも
[03:22:54.319] 眩しい話ですじゃ早く痩せなねMDXさ
[03:22:58.840] じゃあさ対抗してさあのあれやってよ
[03:23:00.760] ポケベルポケベルのさあの番号打ってよ
[03:23:04.800] それもそれでそれもそれであれ読めねえ
[03:23:07.520] から霊からしてもわかんねえだろだって
[03:23:10.319] わかすぎてそんなに汚い文字でも解読して
[03:23:13.040] きたわでもほっちんが売ったのは一生読め
[03:23:16.080] ない骨12万
[03:23:19.439] 196112万1961何どういう意味
[03:23:23.800] なんだ調べ
[03:23:25.630] [音楽]
[03:23:27.160] たあそれ色て読むのそれ読めねえ
[03:23:31.680] よえ霊世代はどう
[03:23:36.120] いう不思議とそれだけ読めるわいいよ来い
[03:23:40.399] よいいよいよく野獣は読める
[03:23:43.960] けどなぜかそれだけ読める
[03:23:47.760] なんて読むもうポケベルとかわかんねえよ
[03:23:50.680] な
[03:23:52.319] 1186全然わかん
[03:23:55.319] ねえ私なんかあるかななんかその最近の
[03:24:00.120] 女子JKのさ883最のJKのなんかない
[03:24:04.640] の
[03:24:06.640] 1148のの本名だよほんまこんケベルと
[03:24:12.239] か初期のコナでしか見たこと
[03:24:14.920] ない来たよしポケベルな俺見たこと
[03:24:19.479] ないネオナていうのかなそれそれそれそれ
[03:24:23.920] ニコ生だけだだBリアルって
[03:24:27.080] 何Bリアルって
[03:24:29.399] 何何Bリアルっ
[03:24:32.800] て最近のJKはBリアルじB
[03:24:37.840] リアルあベレルねえ
[03:24:43.680] 何何何Bリアルって何
[03:24:47.520] 通じてるぞ5分ごに電話切るやつもう何5
[03:24:51.880] 分ごとに電話切るやつ
[03:24:54.160] て
[03:24:56.439] 4284106あった笑笑ベレでっ
[03:25:02.840] たなんか手軽に修理できたらいいのにでょ
[03:25:07.680] コルコル
[03:25:12.740] [音楽]
[03:25:18.239] インスタだのtiktokだ
[03:25:20.439] のカメと外カメどちらも取れるへえ要は
[03:25:25.080] その漏れるアプリか漏れるアプリあるねえ
[03:25:31.359] なんかさ
[03:25:32.560] あのなんかとは違うあそうなんだスノーと
[03:25:36.520] かめっちゃ流行ったけどねカカオは脈の
[03:25:40.439] ない男にどうしても連絡先教えなきゃいけ
[03:25:42.439] ないに教えるやつア4200
[03:25:49.080] てそうなの最近はもうそんなにらないいや
[03:25:53.160] 盛らない方がいいよ盛らない方がいいよ
[03:25:57.080] あのさ目とかこんなんな最近のプリクラと
[03:26:00.120] かやべえもん今を取るみたい
[03:26:02.880] な何何何今を取るかっこいい裏として使わ
[03:26:08.800] れてる急来てすぐに写真そうカカオて普通
[03:26:13.319] に犯罪にめちゃめちゃ使われてるらしいよ
[03:26:15.359] 時代もやべえよ笑今のやつやばいじゃも急
[03:26:18.319] に通知来てすぐ写真撮ってあげるやつえ
[03:26:20.600] 何それ急に通知来てすぐ写真撮ってあげる
[03:26:23.600] やつてどういうこと今何か写真を撮って
[03:26:25.960] あげてくださいみたいなえ面白そう何それ
[03:26:29.439] 面白そうえ何それそれBリアルって
[03:26:34.720] やつ面白そう
[03:26:37.800] じゃん何かしら絶対にあげなきゃいけない
[03:26:40.239] んでしょブーリアルしようかえ面白ブー
[03:26:42.800] リアルするべえよ俺も入れようそれ面白
[03:26:45.600] そうアプリから通知が届いたら2分以内に
[03:26:49.000] 投稿すない写真のチェアを忘れると友達の
[03:26:53.319] 投稿をできない個人情報を特定されない
[03:26:57.279] ために
[03:26:58.640] もれ疲れたトイレだったらどうすんの需要
[03:27:02.199] 中でもやる
[03:27:03.399] らしいだっベレアを素直にベレアて呼ん
[03:27:07.040] だりゲームだなって思った何それそれを誰
[03:27:11.239] が見るはおおめえらも2分以内におめえら
[03:27:14.640] も2分以内にあげるんだよバカが全員やれ
[03:27:18.319] よ俺たちでやるぞ俺たちでやるぞ2分以内
[03:27:22.239] に絶対写真あげることいつでも仕事中でも
[03:27:26.199] ゲーム始ですか友達と交換するのえそれ
[03:27:29.960] フォローとかフォロワーみたいのがあんの
[03:27:32.199] あのあのメンヘラアプリやめ
[03:27:35.520] てんか疲れちゃいそうだな疲れるね絶対
[03:27:38.840] それ茶が最初に脱落するよそんなのうん1
[03:27:42.600] 回で終わると思う俺
[03:27:46.880] 友達にとでる
[03:27:52.040] はそういうのがあんんださっきのやつです
[03:27:55.399] けど先生来てくれないんですかうち組だ
[03:27:59.439] から応援してくださいね先生は何組なん
[03:28:01.960] ですか帰ってきたら返よろしく書い
[03:28:06.960] てるれのチェンメみたいなやつだな中に
[03:28:11.239] 写真撮ったら秘密でえさんもるかなさんに
[03:28:16.560] は無理だよなるほどなそういうの今課金長
[03:28:20.239] ともやってるわけだあの授業中とかに勉強
[03:28:23.399] しろバレが通知にすぐ気づかないとだから
[03:28:27.080] 大変かもえレミはやってんのレミアそれ
[03:28:30.080] やってん
[03:28:31.199] のきつくねそれで
[03:28:34.640] もなんかそれだってさなんか友達同士で
[03:28:37.720] やっててさそれ投稿忘れたら省かれそう
[03:28:39.880] じゃん高校生だったのそうだよ高校生だよ
[03:28:44.990] [音楽]
[03:28:47.760] あいつあげてないぜみたいな省こうぜ
[03:28:50.399] みたいなりそうじゃんどいからしてあどい
[03:28:53.479] んだ確かにれ
[03:28:57.520] そう中にたらどうするそのただけに
[03:29:01.520] バイト先縛られるのめんどいなはすごい
[03:29:05.560] んあインスタはしてるんだ若いなもイン
[03:29:08.439] スタもしてないよ
[03:29:09.620] [音楽]
[03:29:12.640] 俺で授中と
[03:29:16.359] 隣同士でウェイって写真撮れるしその写真
[03:29:19.120] 保存できるしウェイて感じじゃないウェイ
[03:29:21.960] まウェイて感じなんだそういうのが面白い
[03:29:23.720] そういうなんか行けないことしてる感が
[03:29:25.920] いいんだろうな多分
[03:29:27.880] な取引と会議もうんじゃあ俺がまとめた
[03:29:33.439] 疑似録あげる
[03:29:35.080] わ俺がまとめた疑似録公開する
[03:29:38.980] [音楽]
[03:29:41.160] わ情報漏洩全員ガバガバすぎるのじわじわ
[03:29:44.920] くるら
[03:29:46.880] 配信中とかに来たら俺どうやって配信中で
[03:29:49.359] もあげなきゃいけないか上な
[03:29:53.530] [音楽]
[03:29:54.720] 笑笑もう無理風呂中でもあげてねあ風呂中
[03:29:58.720] でもあげる
[03:30:00.800] よ録あげるの草ちゃまく録とか作れるの
[03:30:06.239] すごいねそうそりそう作れるよ作らなかん
[03:30:09.319] ねんもそれが仕事や
[03:30:11.720] も学生の頃高質の写真撮りたかったまガケ
[03:30:17.120] だもんなもう無理です今日もうやめようか
[03:30:20.479] な今日だめだこれもぶっ壊れてちょっとね
[03:30:23.600] 面倒くすぎるこれもう何何回さし何回
[03:30:27.120] あまり俺を怒らせるなよ今からでも取れる
[03:30:31.479] ぞ今時の高校生映るんです使えや映るん
[03:30:35.319] ですなんてもねえ
[03:30:38.439] よでなんでそんな止まるんだろでいやもう
[03:30:41.760] ぶっ壊れてんだよあの接続部が使うて聞い
[03:30:45.080] たよ逆にあ逆にえいみたい
[03:30:49.080] なカメラ写ってあやっ流行ってるん
[03:30:55.580] [音楽]
[03:30:57.760] だしに行くの
[03:31:00.150] [音楽]
[03:31:06.359] その
[03:31:09.760] カラっでん
[03:31:13.880] [音楽]
[03:31:16.040] 俺は俺はJKからもDMが来ますあもう
[03:31:20.160] ゲームとかどうでもいい
[03:31:23.680] わおちょっと
[03:31:27.250] [音楽]
[03:31:28.640] 待てこれちょっと待っておマジで俺マジで
[03:31:32.760] つまんねえから俺
[03:31:34.319] おいマジでマジでさちょっと今興奮してる
[03:31:38.160] 俺はJKから写真が来た配信やってて
[03:31:43.000] よかった
[03:31:46.680] えこれレミこれあ私じゃないかこか私じゃ
[03:31:49.439] ないか人じゃなくてよかった笑笑わ
[03:31:52.760] 盛り上がって若いななんだよ
[03:31:56.000] これ若いなこれどういう仕組みなん
[03:32:01.279] これ霊夢じゃないのかよかったなんだ
[03:32:05.479] くそなんだレミかと思ったよわかいめこの
[03:32:10.359] デブ人の話聞かないご興奮ったじゃあ誰な
[03:32:13.239] のじゃ誰なのこれは笑笑
[03:32:17.160] くそあそうこういうのが流行ってんだ画面
[03:32:22.199] の上にだからどんどんこれで取って取って
[03:32:24.359] 取ってどんどん繋げてくみたいな感じなの
[03:32:26.199] か
[03:32:27.800] なJKからお前写真来たらびっくりするべ
[03:32:31.000] よ調べたら出てきたあなるほど
[03:32:36.040] ねビリアルベリアルって読むのこれビリア
