[00:00:00.120] はい
[04:55:22.120] たら
[04:55:23.558] なマザーのグッズ今更なてめちゃくちゃ
[04:55:26.240] 出してるからねTシャツ1枚5000円
[04:55:29.120] ロンティ1枚
[04:55:30.680] 8000円ジャケットマザー2の
[04:55:32.920] ジャケット20万で出してるから向けの
[04:55:34.760] グッズ展開めっちゃ高いよねめっちゃ高い
[04:55:37.040] まも俺Tシャツも持ってるしも高い持っ
[04:55:40.840] てるしロンギも持ってるけどま質は
[04:55:43.240] めちゃくちゃいいね物はめなんかのもあの
[04:55:47.160] ねあれだよなんかあの商品とかをこう紹介
[04:55:50.840] する人が物はめちゃくちゃいいんでって
[04:55:52.718] 言ってるやつはもう本当危険サイんだから
[04:55:54.240] ね宇宙で戦うやつも高い宇宙で戦うやつ
[04:55:57.280] 何それま大人向けのグッズ展開なんか
[04:56:00.480] めっちゃ高えべ金落としてもらうのが目的
[04:56:02.280] だもんまずはあのグッズのやつええあ高い
[04:56:06.080] んだま物はめっちゃいいんだろうけどねT
[04:56:10.440] シャツもめっちゃ丈夫だもんなんかすげえ
[04:56:12.120] 熱でっていうかおこれ丈夫だわと思って1
[04:56:15.718] 枚5000円以上するからねたけえよな
[04:56:18.920] まぶちゃに俺1枚あげたんだぜ3色展開だ
[04:56:21.600] から3色全部買ったんだけど1枚
[04:56:23.760] プレゼントしたマブに優しいな俺誕生日だ
[04:56:26.558] からつってその時まずやってたし優しいん
[04:56:29.240] だねチマゲームはねあとなんだったかな
[04:56:33.638] なんか何話したっ
[04:56:37.120] けなんか話そうとしたんだけどああ
[04:56:40.620] [音楽]
[04:56:43.080] 優しい優しいんだよ1個思い出した言たく
[04:56:46.558] ないけど優しいなんであんまり言いたく
[04:56:47.958] ねえんだめちゃくちゃ家めちゃくちゃ家
[04:56:51.840] こんなツンツンしてると思いきは
[04:56:53.280] めちゃくちゃ優しい
[04:56:55.280] でしょ分かってくれてる
[04:56:57.798] かごめんこれちょっと重い話というか1個
[04:57:01.280] いい1個いいって別そんな別俺が技配信で
[04:57:03.718] 話すことでもないんと思うんだけど俺が
[04:57:07.080] 配信でもずっとネタネタにしてたこいあの
[04:57:10.760] あれだよウナちゃんマンなくなっちゃった
[04:57:13.520] ね
[04:57:14.280] 怖いウナちゃんマンなくなっちゃったね
[04:57:17.160] 今朝くそビビったわめっちゃショックだわ
[04:57:20.160] 普通にちゃんまなくなっちゃ死んじゃった
[04:57:22.040] ねねうんちゃんま死んじゃっ
[04:57:24.798] た急にねなんか死んじゃうんだねあんな
[04:57:29.558] ネタにしてたじゃん俺らもなんかはい一発
[04:57:33.000] とかつって死んじゃうんだなと思ってうん
[04:57:36.798] なんか別にねそれをなんか俺が配信でさの
[04:57:40.480] 配信なのにランディちゃんに話しかけマジ
[04:57:43.240] でマジでねマジでマジでビビったよ本当
[04:57:46.558] にもちゃまつったらだってな俺もネタにし
[04:57:51.840] てたしさみんなも知ってると思うけど本当
[04:57:53.680] レジェンドだからね配信のレジェンドだよ
[04:57:56.400] ね本当になんか
[04:57:58.160] そのなんつう
[04:58:00.760] のまあの人の配信がどんだけ今の配信界隈
[04:58:05.120] に影響を与えたとかは知らねけどしてて
[04:58:07.958] びっくりしたもうめちゃくちゃなんかおじ
[04:58:11.600] ま元からあんな感じだったけど
[04:58:12.840] めちゃくちゃもうなんかやばかったもんね
[04:58:14.760] まそんなもんだよな何歳よちゃんまでも
[04:58:17.680] まだその若いべ60行ってないでしょ言っ
[04:58:20.520] てるんだっ
[04:58:22.040] けなんかニコ生見てたからさずっと俺も
[04:58:25.760] えぐいよなけ方
[04:58:28.638] アーおセンキューありがとうマイゲムル
[04:58:31.958] isジャパニーズナンバー
[04:58:34.400] ワンジャパニーズナンバーワンゲーム
[04:58:36.798] ルームイマイコレクションis
[04:58:41.320] グレイトちゃんまんなあんな54とかだっ
[04:58:45.798] たような勘違いかなわけなんでそんななっ
[04:58:50.040] ちゃたんだねわかんわかんねえけどま別に
[04:58:51.920] そ配信で俺がなんかさなんか悲しいですと
[04:58:54.080] か言うつもりもねえけどさいやあ寂しく
[04:58:57.120] なるよね別に最近のちゃま見てたわけじゃ
[04:58:59.000] ないけどさ昔の動画見て馬鹿にしてて笑っ
[04:59:01.798] てただけだけどいや死んじゃうんだな
[04:59:04.360] やっぱ人間ってと思って急だしねマジで
[04:59:07.160] 54歳いやわけわけえなんでそんなだって
[04:59:12.680] 別にちゃんまだってそんな不健康なわけ
[04:59:14.638] じゃないでしょなんか病気治病とかわかん
[04:59:17.040] ねえけどそっか悲しいっすね悲しいけどま
[04:59:21.480] これからもあのネタにはしますけどね濃厚
[04:59:25.160] かもって話あそうなんだ
[04:59:29.200] あこれからもねはい一発とか言ってきます
[04:59:32.798] けど
[04:59:34.040] もちょっとびっっくりしたなって
[04:59:36.760] 話だって
[04:59:39.040] ねだてだてあのちょっと怖いの見ちゃった
[04:59:44.360] 何が何怖いのっ
[04:59:47.040] てちゃまくも死んだ時彼女にツイートして
[04:59:50.558] もらえるよう彼女作りなよそうだね作っ
[04:59:53.920] とこうかなわちゃまゲーム彼女作ろう彼女
[04:59:57.878] 作って最高がいしとの笑い
[05:00:00.798] です進んでて4520日くらい経過してた
[05:00:04.280] んだって笑笑えマジであそう
[05:00:08.958] なん
[05:00:10.600] へえ日間彼女連絡取らんかった
[05:00:14.360] の確かに笑笑おい彼女つったてどういうか
[05:00:19.280] かわかんねえけど
[05:00:21.050] [音楽]
[05:00:22.680] な糸しげ嫌いすぎでしょ何が何あのだと
[05:00:28.360] 思ってたけどしげ里に何あれ親でも殺され
[05:00:31.600] たん
[05:00:34.000] 笑笑まあそれ以上は調べない親殺された
[05:00:38.920] なまれっ
[05:00:41.400] じゃあじゃあ捕まってくれじゃあ俺も嫌い
[05:00:44.360] だわじゃあ俺も嫌いだわ笑笑こんな俺の
[05:00:49.080] 友達のあれだわ両親殺してたら俺も嫌い
[05:00:52.720] [音楽]
[05:00:54.280] じゃあ大人の大人も子供もお姉さんも
[05:00:57.320] ちゃうわよほ嘘うそ2人ともピンピンや
[05:01:00.240] 分かってる
[05:01:00.700] [笑い]
[05:01:02.440] よそうですかまちゃんま悲しいね配信会の
[05:01:07.958] レジェンドですよ本に僕なんかしかから
[05:01:11.240] 正直リアルタイムで見てかっも
[05:01:13.878] ないから知ったけどまね
[05:01:19.130] [音楽]
[05:01:27.958] ジャパニーズベストゲームルームよそう
[05:01:31.160] ですそうでござい
[05:01:38.840] ます
[05:01:44.718] ジャパニーズ
[05:01:47.520] ゲーとりあえずこれ言っとけばいい
[05:01:50.440] かとりあえずこれ言っとけたからなんか
[05:01:53.400] 寂しいよね特別好きだったわじゃない
[05:01:56.440] なんかねだからなんかこのまさ大して別に
[05:01:58.600] さそんな大ファンでもないくせにこうやっ
[05:02:00.360] て人が死んじゃった時にさ好きだったのに
[05:02:02.718] 好きだったのにっていうのも俺もなんか
[05:02:04.080] 間違ってると思うけどでもやっぱ悲しい
[05:02:06.080] もんは悲しいわな悲しいもんは悲しいわが
[05:02:10.600] よく大して好きでもないのにこうなんか誰
[05:02:12.520] かが死んじゃった時になんかさ上島平さん
[05:02:15.840] が死んじゃった時もそうだったじゃうん
[05:02:19.160] 上島龍さんが死んじゃった時もそう俺
[05:02:21.360] なんか思ってたんだよなんか別にそんな
[05:02:23.200] 普段からさそんな平上島さんのファンでも
[05:02:27.558] ない人だがさなんか結構触れてたぞこう
[05:02:30.280] なんか俺はねあのなんかリツイートでなな
[05:02:34.600] とツイートしてなんかいっぱいいいね
[05:02:36.798] もらってるのとか見てなんかこいつら偽だ
[05:02:39.600] なとか正直思ってたけど思わずちゃんまは
[05:02:43.440] 俺犬をリツイートしてご名服お祈りをしま
[05:02:45.680] すって言っちゃったもん言うべきだなと
[05:02:47.600] 思った普通になんかこれはなんかネタとか
[05:02:50.958] じゃなくうんやっぱり
[05:02:53.878] おおなんか言うべきだなと思った
[05:02:57.920] ねなんか別にそれでいいねとかじゃない
[05:03:00.400] いいねもらうとかそうでもないないけど
[05:03:01.958] なんかそんなでもないんだけどなんか朝一
[05:03:06.160] にそう朝の週なんつうのあの
[05:03:10.320] あんま携帯いじっちゃいけない時にこう
[05:03:12.280] やって机の下でいじってええと思って
[05:03:14.558] ツイートしちゃっ
[05:03:16.040] たまあこういう風にねうん
[05:03:20.840] なんかて別に特別なんかエピソードがある
[05:03:23.120] か何もないんだけど別にチマのエピソード
[05:03:25.680] は特別まファンだったかて言われたら
[05:03:28.760] ファンだファンではないからね別に笑笑何
[05:03:31.958] もないけども悲しいよやっぱりや人って
[05:03:36.200] 死ぬんだなと思ってマジでねなんか
[05:03:41.320] こうやってどんどんなんかねこれからも
[05:03:44.638] 知ってる配信者とか死んでくのかなと思っ
[05:03:46.600] と何何
[05:03:49.120] 何何俺も痩せねえと35で死にそうだけど
[05:03:53.080] ね
[05:03:56.600] 多分多分ねに配信してね多分だよ多分だよ
[05:04:00.440] 多分だよこのまま行くじゃん俺あのおじ
[05:04:04.000] さんズとかおじさんズのやらとかそれだけ
[05:04:06.200] が私の願いおじさんズとかいるやんけおじ
[05:04:08.920] さんズとかいるじゃん
[05:04:10.480] 多分チラの次に俺が死ぬんじゃねかなと
[05:04:12.840] 思っ
[05:04:14.718] てチラの次俺だろうな最勝
[05:04:18.480] だこのままだと本当にまずいと思います本
[05:04:21.480] ありえるんだよなマジで本当にだね血
[05:04:26.040] 詰まっちゃいましたとかあえるからねえ
[05:04:27.878] 痩せた方が
[05:04:29.878] いいだ
[05:04:34.080] よはマジで俺もさあんま馬鹿にできねから
[05:04:40.760] マジで気をつけるもクもないんだけどえ尿
[05:04:43.760] 血石ってななんでできるの塩分取り過ぎと
[05:04:47.638] かわかんね当分取りすぎわかんねえそそう
[05:04:51.400] 原因がわかんないからえだそそのそんな
[05:04:55.718] 理由なのデブだと位ができんのでも最近
[05:04:59.440] サガちゃん体系の変わり方デブだから前に
[05:05:03.840] 口から水こぼしたり列回らないちゃは心配
[05:05:07.120] したぞああ脳梗塞ああ
[05:05:12.280] ロレ回んない時あるよね邪魔ねしかも
[05:05:15.440] こぼすしねなんか俺味噌汁とかぴってて
[05:05:17.520] こぼしちゃんだよ
[05:05:18.160] [音楽]
[05:05:21.240] ねやばいか俺もしかしたら
[05:05:26.330] [音楽]
[05:05:29.798] やばいま濃梗塞の家系ではあるからねじい
[05:05:34.040] ちゃん脳梗塞で死んでるしという成分が
[05:05:36.558] 決勝化してでその賛ってのはんでできるの
[05:05:40.360] なんで小さっていうのが結晶化しちゃうの
[05:05:42.760] 結晶化する人としない人の違いはお水
[05:05:45.120] たくさんののみあらしいねお水めっちゃ
[05:05:47.718] 飲ん俺水飲まねんだよ
[05:05:50.480] な飲むけど飲むけどめっちゃ飲むけどほれ
[05:05:54.320] 草とかカルシウムダメなんだまあんまり
[05:05:57.200] ほれ草なんか食わねえけどまたまに食う
[05:05:59.280] けど出したらキがないから健康診断と生活
[05:06:02.680] 習慣の改善かが固まる配信とかでは飲む
[05:06:06.958] 配信では飲むね確かに水飲む1ぐらい飲ん
[05:06:09.360] で配信なんだかん
[05:06:13.000] だそれもうなんのずっと配信して
[05:06:18.200] ななんかそれは単純に喋るからむため
[05:06:22.520] にが少ない汗かき食をよく食べる分や塩の
[05:06:28.440] 摂運動不足の停滞濃縮があるストレスが
[05:06:33.320] 溜まっている俺じゃん
[05:06:36.890] [音楽]
[05:06:39.638] 俺じゃん俺やん俺やねえか
[05:06:44.558] それ割と私も
[05:06:47.520] 笑笑俺じゃねえかよそれ
[05:06:51.480] もうデブ全員
[05:06:54.000] じゃん大体これ当てはまるだろみんな
[05:06:57.040] どうせおめえらも当てはまってんだろ仲間
[05:07:00.360] だチキンレースしようぜ次誰があれするか
[05:07:04.958] チキン
[05:07:06.520] レースやだよニロケなんて絶対
[05:07:10.840] じゃん俺ヘルニアもやってんだからさそれ
[05:07:14.638] バンドのあのあヘドバンドしすぎだけどは
[05:07:17.840] ちゃんとキれよく出る
[05:07:20.000] よそれ1番最初に女の子が答えるあれじゃ
[05:07:22.920] ねえや2回と3回未してる俺だろじゃお前
[05:07:26.920] お前も2回やってんのか笑笑お前も2回
[05:07:30.320] やってんの
[05:07:31.958] ランディそれはやばいねもうもうだって
[05:07:35.520] 読みじゃん
[05:07:39.958] 何回トラフより来る確実じゃん何回トラフ
[05:07:43.600] より確実に来るじゃん来る来ると言われ
[05:07:45.760] 続けてる何回トラフもくるくるって言われ
[05:07:48.878] てるけどランディの3回目の方が来る
[05:07:50.400] だろうなどっちが先に来るかだ
[05:07:54.558] ね確実に来るぜそれ多分尿の停滞ってキれ
[05:07:58.840] の話かあんまり明いこないとかそういう
[05:08:02.320] ことかとこれらが重なると腎臓で欠席の
[05:08:05.680] 原因となる産の分泌量が異様に多くなり暴
[05:08:09.200] で結果して詰まってチクチクすると早く
[05:08:12.000] 運んで欲しくて外で救急しまった
[05:08:14.510] [笑い]
[05:08:16.840] ぞ救急車をあそうなんだ救急車って普通ね
[05:08:22.798] 来てくれるああれ待つことあるんだ救急者
[05:08:26.000] あそう俺もでもこの車乗ったけども全然
[05:08:29.600] 尿意こないくらいには尿意ないそれって逆
[05:08:32.120] にやばいんじゃないのだから尿いないのっ
[05:08:34.040] て尿いっぱい出さなきゃだめなんじゃない
[05:08:36.600] マイティも危ねえな
[05:08:39.600] テも危なでも言うて俺もそんなおしっこね
[05:08:42.760] あんま良くないと言われてるねおしっこ
[05:08:44.878] そんなするかって言ったらそんなにしない
[05:08:47.360] できてるんだよああまあある程度やっぱ
[05:08:49.840] できたりしてるんだろうねその機能的人間
[05:08:52.120] の機能的に
[05:08:53.440] ねそれがどんだけでかいかちっちゃいかね
[05:08:57.200] ちゃんと流れてるあーそれか崩れてなく
[05:09:00.600] アルコール飲んだらバンバンってくよあ俺
[05:09:03.080] もお酒飲むとやばいよねおしっこだって
[05:09:06.680] ドリクラの後のおしっこやばいぜ便器から
[05:09:09.798] 溢れるがなってくらい出んもんうんやばい
[05:09:12.440] やばいやばいって便器から溢れちゃうのか
[05:09:14.400] なっていうぐらい出る出るマジ
[05:09:18.240] でお酒飲んでもいかない笑決まって感を
[05:09:22.600] 傷つける溢れなくてよかったね溢れなくて
[05:09:25.520] 良かったでもたまにあるよ泳いであの
[05:09:27.320] トイレ行って泳いで帰ってくる時自分の
[05:09:29.080] おしっこで過ぎ
[05:09:32.000] て怖えないてえのはやだよないてえのはや
[05:09:36.280] だよなしむ笑ってたのすごいよマジでね
[05:09:39.920] 笑笑いてえのやだよいてえのは何より嫌い
[05:09:43.558] だから
[05:09:46.400] 俺横浜行った時に飲み行って1度も行か
[05:09:50.080] なかったもんなんかいいよなみんな横浜と
[05:09:52.798] かコ行って飲み行ってさ俺そういうの飲み
[05:09:55.040] 行けたことねえんだよなんで俺こんな
[05:09:57.360] 忙しいんだろうラーメン食って帰ってきた
[05:09:59.400] んだけどさうんうんうん
[05:10:02.878] うんいいなラーメンデート最高じゃん
[05:10:06.190] [音楽]
[05:10:12.798] ラーメンなんてマジで体に悪いかなあんな
[05:10:14.958] もん長い目でみた自殺にちゃゲームいねえ
[05:10:17.680] よちゃんいつもラーメン食ってんの笑笑い
[05:10:20.718] ねえいねえ俺じゃねえそれ
[05:10:23.280] 多分
[05:10:25.558] 笑笑俺かな俺じゃないと思うんだけど多分
[05:10:28.680] 俺多分多分ゲームやってたと思う
[05:10:30.840] なちゃまゲームラーメン食って
[05:10:33.360] たイベントじゃなくて普通にご飯行こうよ
[05:10:37.000] 前にネタで行ったことがくれた
[05:10:41.760] けどな君東京行くの大変なの別に全然大変
[05:10:46.120] じゃないよ2時間ぐらいで
[05:10:51.558] いけるいてえことは大体経験してっから
[05:10:55.240] ってバンドマンの血流してたよええええ
[05:10:59.040] ええ何そいつがそ隣にいたやつがあそう
[05:11:02.400] いうこと別デブが座ったんじゃなくてそう
[05:11:04.600] いうことバンドマよく飲みましょうの色が
[05:11:08.520] 通常で思ったら注意度が高く血の材料が
[05:11:13.558] 揃っている証拠そいつがちなみにちょ今
[05:11:17.240] おしっこしてきていいおしっこの色見てき
[05:11:19.120] ていいおしっこの色見てくるわえ濃かっ
[05:11:22.200] たらまずいのねオオいいよ濃いてまいい
[05:11:28.958] や映し
[05:11:30.690] [音楽]
[05:11:32.520] て笑笑
[05:11:40.638] おしっこチャレンジ
[05:11:48.150] [音楽]
[05:12:16.240] 少しでもできてたらちん握って分かるもん
[05:12:19.320] なんです
[05:12:22.710] [音楽]
[05:12:39.520] わかんないんじゃないか
[05:12:41.430] [音楽]
[05:12:45.240] なそっ
[05:12:51.798] か何とも言えねえな
[05:12:55.240] 黄色黄色
[05:13:01.240] です何とも言えませんね濃いのかな普通
[05:13:05.920] 普通だと思うけどどうだろでもみんなとの
[05:13:08.600] とやばいよ
[05:13:10.280] オレンジに近い
[05:13:13.400] う黄色なんでわかんないちょっとこいて
[05:13:17.120] わかんねえ
[05:13:19.160] だろいつもしべなんてこんなもんだろ
[05:13:22.280] おめえらのべと比べさせてくれよ
[05:13:25.718] じゃ水分があると透明に近くなる逆にね
[05:13:30.040] いやもっと水分飲んだ方がいいて
[05:13:32.360] ことまあねまあまあまそうなんでしょうね
[05:13:36.480] ただ家でさ1人でるなんか飲まねえぞです
[05:13:40.600] ねそんなに喋りもしねえもんだっ
[05:13:44.958] て意識的にもっと飲め飲まんよなに色なさ
[05:13:49.160] すぎて不安になったことはあるいいこと
[05:13:51.840] じゃ
[05:13:55.160] んじゃ水積んでくるわじゃあ飯の時最近
[05:13:59.600] 最近こんなんばっか飲んでから俺死ぬんか
[05:14:01.440] もしんねまだいぺなんだよこれがなった人
[05:14:05.440] は積極的に水はんだ方がいいと思ます
[05:14:17.190] [音楽]
[05:14:33.400] サンド目した方法は水がぶのみしながら
[05:14:36.200] ジャンプしまくった
[05:14:47.280] 可愛い魔
[05:14:51.120] 族島村さんもやってたみたいだねジャンプ
[05:14:54.958] 笑
[05:14:58.200] 笑笑
[05:15:00.060] [音楽]
[05:15:06.878] 笑笑なんでここさつけてるのに外より
[05:15:10.200] あちいんだよこの
[05:15:16.440] 部屋ちゃんと流れる感覚が1度だけあった
[05:15:20.040] よ固まる前にジャンプして一飲ないそれす
[05:15:24.958] 血になって
[05:15:27.200] うんうん水ガブ飲みしながらジャンプし
[05:15:29.920] まくったなんだ
[05:15:31.680] それジャンプするといいの
[05:15:37.210] [音楽]
[05:15:39.798] 暴行の壁で
[05:15:43.000] 砕くそんなことすんのそんな簡単に砕けん
[05:15:49.040] だ石おろすしかない
[05:15:54.520] からでもやっぱ
[05:15:56.840] ねでもやっぱねあのあれよあのなん
[05:16:03.120] のあのなんだっけえっと毎日さんのDでし
[05:16:09.200] てたら血ならないそうすと足やるから
[05:16:12.638] 今度発砲塞がりだよ発砲塞がりお俺足から
[05:16:18.120] 笑笑出来かけている時派ですね完全に
[05:16:21.798] 固まるとハンマーじゃないと砕けない
[05:16:24.520] 間違いねあなるほどね足とちんちんどっち
[05:16:28.440] が大事なの
[05:16:31.320] ちんちんちんちんのが大事そうなると超
[05:16:34.558] 音波で振動破壊するしかないへえ
[05:16:39.520] [音楽]
[05:16:41.520] 歩笑笑
[05:16:44.780] [音楽]
[05:16:48.558] ぽ水が一番うめえ
[05:16:51.160] わ水が一番うめ笑笑あれほん好きあれま
[05:16:55.600] つたからんなあれマジでて
[05:16:58.558] 言ってましたびっくりしたもんえと思った
[05:17:02.160] えいちゃんて言っ
[05:17:05.080] たて言おうと思ったけどまこんな
[05:17:09.040] こんなコメントすんのやだなと思ったら誰
[05:17:10.920] かが言ってたうわ誰か言っとるわやっぱ
[05:17:13.240] やっぱ言うと思った俺も思ったもん
[05:17:25.480] てドラキュラの
[05:17:28.958] 時だ何の時だったか覚えてないけど何かも
[05:17:33.320] いたよ俺見て
[05:17:36.200] たそう
[05:17:42.920] 色ドラキュラやんねえのもっとやれや
[05:17:45.840] もっとドラキュラ
[05:17:48.320] 笑色味ドラキュラやんねえの君が見てる時
[05:17:52.080] なんてドラキュラに決まっ
[05:17:54.400] てる間違いね間違いねえドラキュラやっ
[05:17:58.480] てる時だから俺が人の配見てん
[05:18:01.200] て間違いねえ
[05:18:07.760] わんなんか最近めっちゃ来るてそりそうだ
[05:18:11.878] よドラキュラやってんだ
[05:18:13.558] もんドラキュラやってる時は自分の時間を
[05:18:17.360] 犠牲にしても見たいんね
[05:18:20.040] なんかやっぱいやそれは見たい
[05:18:23.798] でしょそれは見たいでしょ自分のさ本当
[05:18:27.240] 好きねあなたうん違うよドラキュラも好き
[05:18:30.360] だけど違う自分の好きなゲームをね自分の
[05:18:33.200] 好きなあれだよ友達がこうやってたら見る
[05:18:35.798] でしょそりねでしょ分の好きなゲームも
[05:18:39.280] 自分の好きな友達てもいるよそり
[05:18:42.440] うんそのその2つが重なった時
[05:18:47.200] は自分の好きな友達が知らないゲームやっ
[05:18:49.760] たら見ないんだ
[05:18:51.958] けどみんなちゃまくに見て欲しかったら
[05:18:55.000] ドラキュラしなそうだよそうだよ行きます
[05:18:58.718] よ行きます行きます女の子の時だけ女の子
[05:19:03.558] の覚えとき
[05:19:04.640] [音楽]
[05:19:06.080] ます行くよて偉そうに偉そうに公されて
[05:19:11.480] やって伝動しとなりなそうだあの行って偉
[05:19:17.000] そうにあのドラキュラはねパズルゲームだ
[05:19:21.240] と思った方がいい
[05:19:22.520] よ覚えゲーだから偉そうに言って帰って
[05:19:26.360] くる
[05:19:27.798] わめちゃくちゃ偉そうに
[05:19:30.410] [音楽]
[05:19:33.760] 毎回水水だよなやっぱでもな
[05:19:37.940] [音楽]
[05:19:40.320] ややな配信何やろっかな次からじも
[05:19:43.920] なんか悲しい俺
[05:19:48.958] はこのこのゲームがもう終わってしまった
[05:19:52.240] という事実
[05:19:53.760] ねめちゃくちゃ悲しい悲しい悲しいんじゃ
[05:19:59.718] ないもう1回見してみ
[05:20:03.958] 笑笑ごめ分かったわかったかったてんね
[05:20:06.840] ナイナイ
[05:20:09.240] 来た
[05:20:11.840] 笑
[05:20:18.160] 進歩笑笑
[05:20:21.400] もうこれはこれはおこれは笑笑しかもおい
[05:20:28.878] しかもおいしかもおいおおしかも見てくれ
[05:20:31.680] しかも見てくれ下の翻訳見てくれて
[05:20:35.200] 伏になってる
[05:20:37.638] ポなってるよ気い使ってるよ翻訳が翻訳が
[05:20:42.958] 気い使ってるわま聞いてい
[05:20:48.280] 翻訳も
[05:20:53.600] 笑笑なんか普通にって言おうとして
[05:20:57.120] って言った時よりだわあの
[05:21:01.400] と言おうと思って俺がって
[05:21:03.760] 言った時よりもちんぽって言ってるこっち
[05:21:06.600] の方が近いに
[05:21:12.420] [笑い]
[05:21:22.840] シポえ
[05:21:26.100] [笑い]
[05:21:29.320] 何ええねんな下手くそ
[05:21:33.080] じらねら手だそう
[05:21:38.798] どんだけ当たって体力半分持ってかれてん
[05:21:41.520] の遊ぶのやめるわどんだけいやもういい
[05:21:44.200] お前とは遊ばないハちゃんとはもう遊び
[05:21:47.958] ませんくっとくランディ今絶対ぽい歌で
[05:21:52.240] 言ってない
[05:21:53.240] わ言うとるやろか
[05:21:56.120] もうアホなこと言うから死んだやんけアホ
[05:21:59.320] なこと言うからじゃない普通に下手だから
[05:22:00.920] 死んだん
[05:22:02.400] やカラスにカラスカラスに全部体力持っ
[05:22:07.160] てかれてさ笑笑ラおじが突っ込み入れ
[05:22:11.638] てランデさん
[05:22:14.600] だっ分かったった
[05:22:18.840] て言うもん
[05:22:22.480] ごめんなさもうやめよこれ以上かい
[05:22:25.558] おお前らいじめんなちゃん言ってねえ歩っ
[05:22:29.240] て言ってるよおらざんないじめんって
[05:22:33.798] ね謝れ言ってね言うわけねえだろ
[05:22:40.958] なんていいよニコニコにんまりそうだよ
[05:22:45.440] ま自動翻訳もって言ってた
[05:22:49.600] けど俺は全世界がって言ってもあれ
[05:22:53.680] は進歩だと思う俺は俺はおいちゃん俺は
[05:22:57.120] 味方だからね全世界俺以外の人間が全員
[05:23:02.040] って言っても俺は進歩だと思っ
[05:23:04.958] てるなんで笑いこえられてねえんだよねは
[05:23:08.798] 笑笑自動翻訳も騙せるよニコニコにんまり
[05:23:12.520] 調す
[05:23:16.570] [音楽]
[05:23:18.760] ないい
[05:23:20.958] ね合法なんかすごいなんか特報した気分
[05:23:25.840] なんか特した気分ですね女の子に卑猥な
[05:23:30.360] 言葉をなんかこう言わせて笑笑特した気分
[05:23:33.958] だすご
[05:23:39.240] でもだなあれ
[05:23:42.600] なあれはだインポスターみたいな
[05:23:45.840] [笑い]
[05:23:47.958] ねインポスポス
[05:23:50.798] 女の子とか
[05:23:52.718] ねえチバさん絶対一歩ですよねとか言われ
[05:23:56.240] たもんね好きなクリップ貼っていいですか
[05:23:58.440] っておいなんかおいじゃあなんか好き面白
[05:24:01.440] クリップ貼ってくれな見ようぜ暇だしおら
[05:24:04.160] の好きなまインポだよねありがたいっすね
[05:24:09.440] ガサガサひちょっと待って俺俺のクリップ
[05:24:12.400] かちょっとおい俺の俺のチャンネルじゃ
[05:24:14.680] なくてもいいなんか他のチャンネルでも誰
[05:24:16.240] でもいいから俺の知ってる人じゃなくても
[05:24:17.718] いいからなんか気に入ってるクリップ貼っ
[05:24:19.878] てくんね見よう
[05:24:24.200] ぜなんか夫婦で俺の話題俺の話題が上がっ
[05:24:27.920] てるって思うと俺も嬉しいよ本当うん昨日
[05:24:31.040] のチマゲームの配信見たみたいなうん
[05:24:33.798] やばかったよなみたいなうんありがたいっ
[05:24:36.840] すね
[05:24:42.120] 何これ
[05:24:45.520] 何なのこれ何よ何
[05:24:50.280] よなんだ
[05:24:52.400] よなめらかなベロベロバー
[05:24:55.840] なんかなんかこれいいなありがとう全部
[05:24:59.400] 見るわかこれシュールだなこれありがた
[05:25:02.040] いっすシルだねなんかこれシュルでいいね
[05:25:04.920] 夫婦で俺の話題俺の題が上がってる思う本
[05:25:08.958] そうだね昨日のチマゲームの配信片付ける
[05:25:12.760] の好きなのったよなあ
[05:25:14.760] で
[05:25:20.920] 笑笑ガになっちゃったんだろうねガガ
[05:25:24.920] 真面目な話してるのに別のことしだすんだ
[05:25:28.600] ものガサガサ笑笑シュール笑いちゃ見て
[05:25:33.520] みるか
[05:25:35.120] じゃあこのじゃ
[05:25:40.330] [笑い]
[05:25:43.000] 勝出たよ
[05:25:46.440] あはい勝ち
[05:25:49.280] ですこれこれさこれねめちゃくちゃ綺麗
[05:25:53.840] じゃないちこれこれあのなんかあのケトも
[05:25:59.200] なんかニコの真似つってこれやってたんだ
[05:26:02.000] けど俺最初このこれを見る前にトゥのニコ
[05:26:06.120] のマネのクリップを見てこんなしねえべつ
[05:26:09.000] やってびっくりした本当にやるんだ
[05:26:12.040] て
[05:26:13.570] [音楽]
[05:26:18.200] あ笑笑ニコのこれ特技だよえなんか鍵盤
[05:26:23.920] 鍵盤をさトゥてやってるなんかトゥてやっ
[05:26:28.000] てないなんかたすごい音海が音海がすごく
[05:26:32.400] ない聞いて
[05:26:36.240] てどんな
[05:26:39.520] 下の動きが盤盤をさプてなんかはい勝ち
[05:26:46.440] ですちなみにこのクリップうんうんこの後
[05:26:50.600] のも大好きですある笑ふも好きだ終わった
[05:26:54.600] 後のふ
[05:26:58.080] です勝ちです勝です
[05:27:03.160] もこの2から
[05:27:08.558] ニコの風気いてです4矢印矢印勝ち
[05:27:13.958] ですおもろこはい勝ち
[05:27:17.740] [音楽]
[05:27:20.200] ですはい勝ちですこいつら可愛いよなって
[05:27:25.680] なるおもろなんやこれいいキャラしとる
[05:27:29.760] おもろいねおもいこれいい
[05:27:34.160] ね
[05:27:36.878] 何よ
[05:27:38.718] 何もう1個貼ってもいいえもうどんどん
[05:27:40.920] 貼ってどんどん貼っ
