[00:00:08.960] うんどうもこんばん
[01:41:57.400] T
[01:41:59.239] かシェキのなキ
[01:42:03.480] のねもうこのさキソキモンスターこれ何
[01:42:08.719] この豪華
[01:42:11.800] ヘッどうも皆さん
[01:42:14.840] こんばんは矢印んですかえ
[01:42:22.159] 横1時になっちゃうんです
[01:42:25.000] けどここどこ行けばいいかわかんないん
[01:42:27.880] です
[01:42:29.719] けどもう1匹どこにいるんだ
[01:42:32.920] よMPがどんどんどんどん枯渇してくん
[01:42:35.679] だっ
[01:42:37.020] [音楽]
[01:42:41.639] てマジでこれどこなの
[01:42:47.740] [音楽]
[01:42:55.239] オールすりゃいいじゃないやだ無理絶対
[01:42:58.880] 無理オールはオールって無理なんだよ
[01:43:03.480] 絶対食べたいなんかなんかあのやろうと
[01:43:06.800] 思えばね5時ぐらいまではけるんだよもう
[01:43:10.119] ね5時過ぎたらもう無理や
[01:43:12.160] [音楽]
[01:43:14.440] であのね配信キッたとかやば心そう配信
[01:43:19.000] 切った後がやばいあの多分やろうと思えば
[01:43:22.639] 普通に
[01:43:23.639] 出時間まで配信できんのねただ俺その後さ
[01:43:27.320] あの運転しないいけないわけじゃん会社
[01:43:29.840] までド来るよねそう切った途端に来るから
[01:43:32.920] 全部配信の疲れってでこっから俺会社まで
[01:43:37.440] さ1時間ぐらい運転しなきゃいけねから
[01:43:40.320] 多分事故って死ぬ
[01:43:42.320] ね多分事故って普通に死ぬと思うそれが
[01:43:45.440] 怖いからやら
[01:43:49.840] ないさよなら橋本
[01:43:54.000] よこの下かもしかしてああこここ
[01:44:00.800] かありがとうございましたちゃんと寝てね
[01:44:04.599] 寝るだ今日1時に終わる終わりにしたいん
[01:44:06.560] だけどこのダンジョンがクリアできねえで
[01:44:08.480] 終わる終わんのやだいやでもさすがに今日
[01:44:11.119] は終わるわ明日マジで新幹線乗り遅れたら
[01:44:13.760] シレになんねえ
[01:44:14.560] [音楽]
[01:44:19.199] から明日新幹線乗り遅れたらマジでやべえ
[01:44:22.000] から本に今日は7時で寝る
[01:44:23.710] [音楽]
[01:44:25.800] わ何時起きいやま普通だけど7時だ
[01:44:30.360] けど7時までに家出れば
[01:44:32.780] [音楽]
[01:44:36.760] いいスーツ来ていかなきゃなんない
[01:44:41.340] [音楽]
[01:44:48.360] しなんもねえや
[01:44:52.560] [音楽]
[01:44:57.119] なんで今日はマジで1時で終わる
[01:44:59.150] [音楽]
[01:45:01.960] ねうおおな何いる
[01:45:09.639] じゃん何このしかもこんなわけわかんね
[01:45:12.719] こんな部屋のすみっこにいんの
[01:45:15.480] こいつ
[01:45:17.000] 当たりやっとつい
[01:45:19.440] た何この部屋のすみっこにいるのこいつ
[01:45:24.440] ゴンズだねゴンズすみっこぐらし
[01:45:28.159] やなんだもうあか
[01:45:32.719] と1人
[01:45:36.679] ごつ焼けたパンにバターぬりぬりコじゃ
[01:45:42.440] ねえだろ不安に
[01:45:45.880] なる不みたい
[01:45:48.520] な似てないチカ笑笑チカ似てるでしょ
[01:45:54.080] なんだもう朝
[01:45:57.719] と1人ごつあチーカかごめん力割れか
[01:46:05.080] ごめんチーカおじさんいるからチーカ警察
[01:46:08.080] いるからランディランディこいつマジで
[01:46:09.719] チーカ警察だ
[01:46:12.199] から焼けたパンにバターぬりぬり
[01:46:19.400] 明日新幹線乗り遅れて1人
[01:46:23.480] 駅のホームで駅のホームでちょこんと座り
[01:46:26.920] ながらみたいな声してるもう朝
[01:46:32.199] かと1人で不和音出せるのすごい和音が
[01:46:36.679] 出せるからなんでこんなここ金たまんの
[01:46:39.760] すげえ3万持ってるて
[01:46:44.840] 生ま俺わかんねえよそこからわかんねそこ
[01:46:48.639] からわかんねんだよ見てないから
[01:46:56.560] さすがにさすがにこれ渡しとこっ
[01:47:03.320] か魔法の水ガブのみでの前にいるやん魔法
[01:47:08.199] の水ガのゴーレム買ったからかしらきたく
[01:47:11.920] なった
[01:47:15.560] のチカの歌聞いてねえよ
[01:47:18.280] 今日いやこれMPねえな
[01:47:23.239] MPが足りないかも
[01:47:26.280] あ祈りの指輪はあるじゃないですか祈りの
[01:47:31.560] 指輪
[01:47:33.239] が壊れんなよ壊れんな
[01:47:38.599] よあねよしこれ
[01:47:41.480] をこっちに
[01:47:43.639] 渡すなんだもう朝
[01:47:48.170] [音楽]
[01:47:49.960] と1
[01:47:55.440] 焼けたパンにパターのみ
[01:47:59.880] のみURL省略YouTubeコはV8
[01:48:04.800] ずくも1位行く癖になってるところはない
[01:48:08.040] けどやめて全然違うそんなに聞いたく
[01:48:11.639] なかった全然違った
[01:48:14.000] わ俺の俺の想像してるチカの歌じゃなかっ
[01:48:19.679] たは笑笑
[01:48:24.960] 焼けたパンにバタぬりぬり
[01:48:29.440] やんだ雨はなんかしめて
[01:48:38.000] 生かきノ男変な足跡だと思ったら心浄化さ
[01:48:45.159] れる
[01:48:45.810] [音楽]
[01:48:47.840] 昨日さんこんばんはありがと
[01:48:50.360] ござご
[01:48:53.199] に土が水を含んで
[01:49:00.960] 生順調想が達すあ
[01:49:06.560] あこれ聞きながら戦ったら負けそう笑笑
[01:49:11.320] 琵琶くやめてカンカンが
[01:49:16.080] あなんか冷たく
[01:49:20.400] ておそんな強くねえよこいつ結がじいてと
[01:49:26.000] かんなところでおを伺あ山さんありがとう
[01:49:29.239] ございますこんな配信者ですいませめ
[01:49:33.920] てる
[01:49:36.960] 生川これアーカイブ大丈夫か笑笑ここだめ
[01:49:41.960] これアーカイブ消さ
[01:49:44.119] れるうるさいことしか取りえがないですが
[01:49:47.280] 許してくださいああリボンが生がきなんだ
[01:49:53.040] もう朝
[01:49:55.719] と
[01:49:57.400] 1人
[01:50:00.239] こ焼けたパンにパターぬりぬり
[01:50:05.030] [音楽]
[01:50:06.440] やんだなんと
[01:50:11.440] かよしこれ倒して今日終わるぞなんだ今日
[01:50:15.159] の配信テスボイズやだ嫌だやし喉疲れて
[01:50:22.199] から
[01:50:28.760] ポロックえ今日はこいつを倒して終わり
[01:50:32.840] たいと思います山岸さんありがとうござい
[01:50:35.159] ますロありがとうございますなんか初めて
[01:50:38.040] 俺の配信来てこんな感じだとなんかこんな
[01:50:40.920] もっと普段は元気です早いんよえ早くない
[01:50:44.880] よ明日だ明日新幹乗れたらだめでしょ
[01:50:48.840] 見殺しね
[01:50:54.679] ちゃまゲーの配信
[01:50:56.440] [音楽]
[01:50:58.480] 見殺しなんだもう朝
[01:51:03.520] と1
[01:51:06.719] ごつ以前からちょっとラークで拝見して
[01:51:10.040] ましたんで
[01:51:12.040] 笑笑最初の数分で視聴者が決まりますラー
[01:51:15.760] クて
[01:51:18.320] 何こいつは絶対弱いから大丈夫
[01:51:22.840] 僕は思いまし
[01:51:23.770] [音楽]
[01:51:28.000] たこれは絶対勝つでしてなコメントなしの
[01:51:33.320] みたいなやつですあへそれラクっていうん
[01:51:36.239] だラークっておっさんがすコかと思ったば
[01:51:41.040] ピースしっぽエコーもうエコーまで来たら
[01:51:45.360] エコーつってるやつて終わってるけどエコ
[01:51:48.360] 吸ってるやつエコていうなんかがする
[01:51:52.800] タバコガドね200円ぐらいのなんかわし
[01:51:55.880] てましたんであごめん
[01:51:58.000] なさいいやエコーだからエコーの話だから
[01:52:01.679] エコーのこエコー吸ってるやつと終わって
[01:52:03.560] んだけどエコーをエコーのことをもっと
[01:52:06.639] 終わってるやつがいてエ長って呼ぶやつ
[01:52:08.560] マジ終わってるからめ俺のじいちゃん馬鹿
[01:52:10.400] に
[01:52:12.639] すんエコのことえ長って呼ぶやつマジ
[01:52:15.800] 終わってますはあナイス全員俺俺コンビニ
[01:52:19.599] でね3年間働いてたことあるから分かるん
[01:52:21.760] だけどエコーのことエチエコーのことエチ
[01:52:25.199] っていうやつ歯ない全員歯全員ないです
[01:52:29.000] 全国でエチ吸ってるやつの歯の合計数俺
[01:52:33.079] より多分少ないと
[01:52:34.480] 思う歯もう全部溶けてたヤ
[01:52:39.719] で歯がねえからそうなるんだ許してえエ
[01:52:43.000] コーって言えねんかい歯がねえ
[01:52:46.280] から歯が
[01:52:48.239] ねえちって
[01:52:55.199] なんだもうあか
[01:53:01.420] [音楽]
[01:53:04.679] こんばんはたにぬりぬりあどもこんばんは
[01:53:09.679] こんばんどうもリさんこんばんはチマ
[01:53:13.440] ゲームでござい
[01:53:14.560] ます僕がチマゲームあれがたと
[01:53:19.599] あれっ笑
[01:53:22.599] ベホマえてる
[01:53:24.400] じゃんベホマラ覚えてるじゃれ
[01:53:29.130] [音楽]
[01:53:31.239] ゲゲいいねこんちゃま
[01:53:35.000] ゲ今日は僕眠たいので寝ますこれ終わっ
[01:53:39.000] [音楽]
[01:53:41.840] たらベホマラ覚えたらもう勝ちだわ
[01:53:46.520] ね
[01:53:48.360] ていもう明日
[01:53:52.599] た終んだ出だでやれややだ無理多分寝坊
[01:53:56.119] する気がする
[01:53:58.560] からもういいの俺今日チャミねーとあの
[01:54:01.800] 仲良くなれたからそれでもう満足なんです
[01:54:03.840] はい弱い弱かった弱かったゴンズ新幹線
[01:54:07.520] 乗りながらやりましょう今回はどこに出張
[01:54:11.280] また静岡行くんだよもう行きたくねえよ
[01:54:13.280] 静岡俺何回行けばいいんだ
[01:54:15.400] よみんなに自慢
[01:54:18.040] しようみねえまた来るまた行く別でね全然
[01:54:23.079] 関係ないけどねしかも今回はあの何新幹線
[01:54:26.239] だから自由に行動できないから飯とかも
[01:54:28.159] あんま食えない静岡好きですね静岡もう
[01:54:31.079] いいて何回きゃいいんだよ静岡もうここ
[01:54:35.400] 半年でマジ何回てん
[01:54:36.980] [音楽]
[01:54:38.719] だろうええよ岡ばっか
[01:54:42.570] [音楽]
[01:54:46.719] なたまにはとかがいいね
[01:54:52.520] でもこない行ったな長
[01:54:54.199] でお土産よろしくお願いします
[01:54:58.079] ああ間違って逃げちゃっ
[01:55:01.719] たま今のはセーフってこと
[01:55:05.480] で笑笑あ埼玉行きましょう今日は許して
[01:55:10.840] くださいもう今日は許してもう今日は許し
[01:55:14.360] てもう疲れたの俺栃そう俺栃木だよ栃木県
[01:55:18.000] は
[01:55:20.639] 内宮に
[01:55:22.960] これは許しても今日は疲れてるから疲れ
[01:55:25.880] てるんだよ今日は別になんか怖くなったと
[01:55:28.599] かじゃない
[01:55:30.480] もうしなんだもう朝
[01:55:35.640] [音楽]
[01:55:39.480] かと
[01:55:42.920] ぬりぬり
[01:55:47.520] そう俺はね
[01:55:50.280] 宮してん
[01:55:53.060] [音楽]
[01:55:59.760] だめだ今日マジでね今日マジでねごめんな
[01:56:03.320] 今日こんな感じ
[01:56:04.270] [音楽]
[01:56:07.639] で深海みたいな顔してるよトコン
[01:56:12.840] トコンペトコン
[01:56:16.920] ペ
[01:56:19.830] [音楽]
[01:56:21.239] てあ楽しいからいいよ
[01:56:25.840] 1人ごつちょ次までに覚えてくるわ
[01:56:31.920] 歌詞これもリレミト使えないのしんどい
[01:56:35.920] なリレミト使おう
[01:56:38.510] [音楽]
[01:56:47.800] ぜ約束ね私も覚えとくうん笑その曲DJの
[01:56:53.760] やに入れて次のDJ配信で流そっか
[01:56:56.440] [音楽]
[01:56:57.800] な次のDJ配信で流そうなんだそうなか
[01:57:09.239] と焼けたパンパタぬりぬり
[01:57:14.830] [音楽]
[01:57:25.639] チャマゲーバージョンね何チャマゲー
[01:57:28.320] バージョンあ俺俺が俺が歌ったやつめんど
[01:57:32.119] くせえめんど
[01:57:33.750] [音楽]
[01:57:39.440] くさよし今日はもうおしまい今日セーブし
[01:57:43.480] て終わり
[01:57:44.639] ますちゃんと次はしっかり寝て元気なチマ
[01:57:48.119] ゲームでお会いしましょう眠い今日は
[01:57:50.199] ちょっと正直マジで眠い
[01:57:52.760] 眠いのと寝なきゃいけないっていうおつね
[01:57:55.880] おつねありがとねあの寝なきゃいけないっ
[01:57:59.679] ていう指名感でおつおつお疲れ次明日は俺
[01:58:03.159] 帰ってくんのおせだろうからなお疲れ様
[01:58:05.520] でしたお疲れちゃごめんね2時間しかでき
[01:58:08.480] んかったってきて静岡のお土産つったら
[01:58:11.320] なんだウナギパイやウナギパイ夜のお菓子
[01:58:15.079] ウナギパイ明後日かな明日ちょっと多分俺
[01:58:19.360] 帰ってくるのせえから多分無理だと思う
[01:58:23.199] けたとしても多分ドラクエじゃなくて雑談
[01:58:25.400] かなんかやるかな雑談ぐらいだったらやっ
[01:58:27.159] てもいいか
[01:58:30.639] も
[01:58:32.880] 朝
[01:58:37.030] [音楽]
[01:58:39.400] ビブレパーティ
[01:58:41.760] アニマルパーティアニマルま明日は寝るわ
[01:58:45.840] てか明日はしっかり寝るで次の配信元気に
[01:58:48.560] やる今日はけもできなかったね今日は
[01:58:52.560] ちょっと本当にあのでもちょっとでも進め
[01:58:54.159] られてよかったちょっとでもドラクエ進め
[01:58:56.760] られてよかったわよかったよかったこれ
[01:58:59.520] 大事マジがもうガとしてでも進めないとこ
[01:59:02.840] 終わんないんでま今日はこれ進められて
[01:59:05.760] よかったねそうだね
[01:59:08.800] 笑よしこういう日があってもいいねこう
[01:59:11.960] いう日があっていい
[01:59:13.880] でしょいつもね声がでかくてうるさい
[01:59:17.040] ちゃまゲームだけじゃないんですよ寝ます
[01:59:18.960] おちゃまお疲れ俺も寝るよなんでいてるの
[01:59:22.920] うんそうそういうもんだと思って
[01:59:26.440] くれ今今の俺に説明を俺今の俺に説明を
[01:59:31.159] 求めるなそういうもんなんだよそういう
[01:59:33.599] もんなの浮くのこの城は浮く城な
[01:59:37.010] [音楽]
[01:59:39.079] の
[01:59:41.220] [音楽]
[01:59:46.040] ピース何にデブすっかな理解できません
[01:59:51.159] ドラクエやれよ
[01:59:53.079] に住みたいいや俺白にはてください白に
[01:59:57.920] 住みたいと思わ
[01:59:59.320] ないなんでか
[02:00:01.360] 分かる足疲れそうだ
[02:00:04.040] から足が疲れると思うデブだからさ俺やら
[02:00:08.599] ない
[02:00:13.400] よデブだよどこんばんはすいません鉱石の
[02:00:18.599] 力かな今日は今日はこんな
[02:00:22.639] キクソ笑ったキクソ笑ったく
[02:00:28.199] かくあうちゃんありがとう1びありがとう
[02:00:31.360] うんちゃんとかそのなんかめちゃくちゃ1
[02:00:33.960] びとか投げるけど結構かかのか結構結構
[02:00:37.800] かかってねえかそれかねおつおつもう
[02:00:40.119] ごめんなあおやポンごめんなせっかく来て
[02:00:42.079] くれたのに今日ちょっと明日出張でよあの
[02:00:45.520] なんだあれだよあの新幹線乗り遅れたら
[02:00:48.800] シレになんねえからもう寝るわ今日おつね
[02:00:51.360] おつねレ先探そうレド先探しちゃいます
[02:00:53.960] からねおやみ大阪来るんやんね大阪行かね
[02:00:58.000] 大阪は行かないよ大阪は行かないよえ
[02:01:00.560] さよならさよならさよならさよなら
[02:01:05.560] さよならさようなら
[02:01:08.410] [音楽]
[02:01:10.480] 笑笑書類とか忘れるなよ気をつけて
[02:01:13.680] [音楽]
[02:01:14.960] なとえ今のどうなんだろうあ頑張る太郎
[02:01:19.800] さん
[02:01:22.280] ます今日は今日は今日ははいどうも皆さん
[02:01:26.679] セキTVのセキですじゃあ今日はバ太郎
[02:01:30.400] さん頑張る太郎さんにレドしたいと思い
[02:01:34.520] ますっていうことでレドします全然正金の
[02:01:38.400] ものまでも似てねえしはいそんな感じで
[02:01:40.079] ありがとました次の配信はおそらく朝と
[02:01:44.800] 明後日だと思いますありがと
[02:01:46.440] ざさううちゃンバー3Mエマ
[02:01:53.679] おみな
[02:01:57.040] お
[02:01:59.280] 4変ビッツ変ビッツありがとうございます
[02:02:05.880] ピーチもう寝るねごめんなさいこんな感じ
[02:02:08.800] で今日はすいません今日はこんな感じで
[02:02:11.079] すいませんでした次は元気よくたくさん
[02:02:13.520] 頑張って配信しま
[02:02:16.760] さよならまたねよ
[02:02:22.159] たさよなら疲れたんだ今日はもう今日は俺
[02:02:26.159] ねパーティーアニマルが楽しかったから
[02:02:27.800] それで終わったんだよおつちゃまそ終おみ
[02:02:30.760] おもろかったであよありがとうなおつ
[02:02:35.079] おつこの起動体が起動体
[02:02:38.880] あやめ
[02:02:40.960] てエチぶねこちお前ジあお前ほとカス
[02:02:46.679] しねえよゴミおい口悪楽しかったなら
[02:02:49.880] ほんまよかったよ楽しみよし
[02:02:53.199] 週わモンハンやりてもう1回やっていいか
[02:02:57.320] これリベンジ
[02:02:59.119] 枠モンハン枠昔のモンハン
[02:03:05.079] 枠べモンハンやりて久しぶりにのやこ
[02:03:15.730] [笑い]
[02:03:22.030] [拍手]
[02:03:23.520] どんなが好きなのかな
[02:03:27.119] ねや難しい買うしかねえ
[02:03:31.239] なそこに入りたくなっちゃったごめん
[02:03:36.360] こうごそこに入りたいからほらあみんここ
[02:03:41.840] が僕の新しい家ですここが僕の新しいお家
[02:03:45.639] です
[02:03:51.840] 行けそうな感じあるぜああ来たわダメージ
[02:03:56.599] ありがとうございましたありがとう
[02:03:58.440] ござ寝ます頑張るたさんに冷するんで全員
[02:04:02.159] コメントとフォローとサブスクよろしくお
[02:04:03.639] 願いしますサブスクティアさんで全員して
[02:04:05.599] くださいなんだもう朝
[02:04:10.320] と
[02:04:14.119] ごつ焼けたパンにバター塗り
