[00:00:03.000] よしナイスエに隠しコマンドあるんだって
[02:06:59.639] リセットされるしだから2個覚えなきゃ
[02:07:01.639] いけないんだよ多分最低でもアイテムの
[02:07:03.239] 場所を頭使う頭使いすぎだよねとじちゃん
[02:07:08.280] 話仕掛けれなくなるのよ
[02:07:10.840] ね正直さそうだ見てらんないよね人がどこ
[02:07:14.960] に
[02:07:16.239] 仕掛けるおもろかった
[02:07:18.719] これむずこれむむずいなむずだ多分バッ
[02:07:25.520] クっていうのはそういうことだね多分ね
[02:07:27.360] 手持ちにあの4つのうちの何か1個持った
[02:07:30.199] 状態でもう1個見つけるとバックになる
[02:07:33.040] そういうことだ
[02:07:34.159] ね2個覚えなきゃいけないんだな無理だ
[02:07:38.159] 無理後で帰れなくなるじちゃんクリップ見
[02:07:40.840] といてね
[02:07:42.199] お遜してゲーム出し続けてるけむこあケム
[02:07:46.280] コってまだゲーム出してんだいえおもろい
[02:07:50.520] ゲームだねこれね頭使うな頭ちょっと使う
[02:07:53.840] ねこんな感じでもう12時過ぎたっすけど
[02:07:57.079] 帰ろくかアグ出してるよあそうなんだ
[02:08:01.800] RPGなんだアグたくさん作ってますね
[02:08:05.880] へえ負け
[02:08:09.119] た
[02:08:11.639] よしこれあのあれより疲れるん何さっき
[02:08:18.159] やってたゲームコントラコントラいやいや
[02:08:20.639] それはねえだコントラの方が
[02:08:25.480] 疲れるコントラのが疲れるコントラの方が
[02:08:28.559] 疲れる
[02:08:30.559] よちょっと待って
[02:08:33.199] ねいやまあまあまあまあまあまあまま勝ち
[02:08:39.440] だ何がいい気持ちはねいかんね気持ちもう
[02:08:44.880] ちょっともうそろそろ終わりにするかな
[02:08:50.440] よしご飯食べよう何がいいいやもういいっ
[02:08:54.000] て帰れ
[02:08:56.040] てこんだもういいって寝たいって寝たい寝
[02:09:01.320] たい眠い帰ろおはようて言ってんだよ笑
[02:09:05.159] 何何何かのあレオルごめんごめんごめん飯
[02:09:08.559] 食いに行って帰ればいいよ笑よおよよな飯
[02:09:11.559] 食い行って帰れよな本当思うわ帰って
[02:09:16.679] ほしい早く帰ってほしい正直だねうん
[02:09:21.760] でしょ公園行こ公園やだ公園やだ公園長い
[02:09:26.360] からやだこいつと行くとあ
[02:09:29.760] ねね公園行きたかんだよすぐなうんやだ
[02:09:37.000] 公園で3時間ぐらい話した内容いや寒いも
[02:09:40.000] いんゲーって食したら5分で終わるちゃま
[02:09:42.760] くを家に帰りなよわのくなってるじ
[02:09:47.280] ちゃん帰れ早くいやいつもこうだから俺が
[02:09:50.800] 帰れ言わないと帰んないから
[02:09:52.800] こい帰るの大人で
[02:09:55.520] 正直うちにいられても困るねまあまあま行
[02:10:00.880] てもいいけどそいいいい寝るよ俺はいいよ
[02:10:04.760] 配信も切って俺も寝てお前何すんだ飯食う
[02:10:08.440] べ飯食い行こうよじゃ帰る気配のないじ
[02:10:12.840] ちゃん飯食い行こうって何食カレー
[02:10:16.400] ピザラーメン君の家だ
[02:10:19.559] よカレーピザこの辺にあんのねカレーピザ
[02:10:23.320] ラーメンえそば実は追い出されたのか
[02:10:27.880] も全部えあとなんだろうこの辺にあんの
[02:10:32.159] えっとねま変なレストランとか普通に洋食
[02:10:35.480] 山ある
[02:10:36.920] し
[02:10:38.440] うどんうどそばあったかいそば
[02:10:42.840] 餃子
[02:10:44.440] ないいやあるけど丸うとか
[02:10:51.760] ないねこの辺車走らせないそばええねあ
[02:10:56.119] 丸亀ねうんいや確かに丸亀とか行きたいか
[02:10:59.119] もなちょっとねないよねこの辺あない
[02:11:02.400] ちょっと出ないあれインパとてインパ
[02:11:05.239] インパとか言っちゃっ
[02:11:08.199] たゲロゲロ近所のショッピングモール行っ
[02:11:12.679] ちゃっ
[02:11:14.639] てかなかった色あるからね聞かなかっ
[02:11:19.000] たしインパルスのとこですよえそ
[02:11:22.960] いはいはいやなかったっけ
[02:11:26.920] 丸わ最近行ってないなあれああるでしょ
[02:11:30.520] あの丸亀あればいいなおなんでコメント
[02:11:34.280] 止まってんだ調べてんじゃねえぞインパて
[02:11:36.199] 栃インパて調べてんじゃねえぞ
[02:11:39.199] えんだっけえ45にはある
[02:11:44.280] 45あね
[02:11:46.790] [音楽]
[02:11:51.559] 1番近いと
[02:11:53.570] [音楽]
[02:11:57.320] どこインパあるやんけインター
[02:12:01.000] パクっ
[02:12:04.000] たました
[02:12:07.159] コメン止まっちゃったもう配信ついてると
[02:12:10.920] かどうでもええ
[02:12:12.280] ねだから何
[02:12:15.400] たインパの近くにいる
[02:12:18.840] からだからなんだよなまあまあ当たり当事
[02:12:23.000] なくなった笑笑みんな大好き副インター
[02:12:26.440] パーク木県民の癒しだあそこはあそこしか
[02:12:29.800] ねえんだ行く場所ないついたと混んでる
[02:12:31.880] そこしか行く33号線にはないのか33号
[02:12:35.440] 線ぱ行くねああ33号ねあそこら辺かああ
[02:12:40.520] じゃ
[02:12:42.960] ないよじゃ今からにく
[02:12:47.760] べには何もないこれはガチあそうなんだ
[02:12:53.199] そうだ
[02:12:54.480] ねジェイキーズって何ジェイ
[02:12:57.599] キーズシェイキーズですか
[02:13:01.360] やなんで靴やの名前出すんだ今靴なんねだ
[02:13:07.320] シェイキーズシェイキーズシェイキーズ
[02:13:09.520] あるよねクっぽい名前だ全然えなんで
[02:13:14.239] シェイキーズってなんかファミレスだよな
[02:13:16.679] 甘いもんいっぱい売ってる
[02:13:20.119] へえみたいなも爆みたい爆ではね爆もある
[02:13:24.880] ねイしてるしあ知ってるんだみんな知って
[02:13:29.280] ピザの食べ放題やで笑ピザちゃうのあピザ
[02:13:32.960] かごめんピザだあシェキてピザあるなら
[02:13:36.400] スーパー行ってサウナで整ってくるとか
[02:13:39.960] 食いつつ栃はましか知らん笑笑全然ちゃう
[02:13:44.639] かった何と勘違いしてんだろなんかと
[02:13:47.280] 勘違いしてるねェなあ
[02:13:51.320] 看板のあのスイーツなんかパンケーキとか
[02:13:54.599] いっぱい売ってるあのスパラ違うえごめん
[02:13:59.239] 全然違ったデニーズと勘違して
[02:14:03.239] たひどいね全然違うひどいそれはひどい
[02:14:08.119] 笑笑温泉ええね
[02:14:12.330] [音楽]
[02:14:26.159] るか俺の通知
[02:14:29.580] [笑い]
[02:14:31.119] 俺やるかちゃまく
[02:14:34.340] [音楽]
[02:14:37.880] あ赤いキツネで我慢しなよ笑赤い狐なんか
[02:14:42.880] ないなだっけポピポピ呼んでないってなん
[02:14:46.800] だよちゃまくの通知ってことあそういう
[02:14:50.599] ことねピコピコ
[02:14:52.840] ピカップ麺ないんだっ
[02:14:56.520] けカップ麺ないんだナチュラルにうちの
[02:14:59.639] カップもらおうとすん
[02:15:01.760] だ
[02:15:04.719] ポピポピいいじゃんないけどいやあるかな
[02:15:07.880] わかんない
[02:15:11.599] そこ
[02:15:16.760] か任せ
[02:15:19.119] ます任せますちょっとこの辺で配信切ろう
[02:15:23.000] か
[02:15:23.800] なパイのみレチして食べなよ何それ
[02:15:28.360] 普通にもシャワびて
[02:15:32.000] し髪ぐちゃぐちゃやんシャワーびたいから
[02:15:35.639] もう会カレ屋行って渋買ってこよ木彫りの
[02:15:42.520] 芝ぐちゃぐちゃ
[02:15:44.800] 笑笑ぐちゃぐちゃお疲れ
[02:15:48.559] 様お疲れ様いやいやとんでもねえゲーム
[02:15:52.760] だったな強えわこのゲーム
[02:15:57.040] なあのぜひやってくださいお疲れ様ですお
[02:16:00.440] 疲れ様ですあれ誰か配信してるじんちゃん
[02:16:05.000] 帰るまでが遠足だから気をけてねそうだね
[02:16:08.079] ありがとうありがとうお疲れ様お疲れリパ
[02:16:12.440] のハドフでも覗いてきなよお疲れ様でした
[02:16:16.599] お疲れ
[02:16:19.079] ちゃんよしさがちゃんやってるよお疲れ様
[02:16:23.440] でし
[02:16:25.320] たよしよしおつでした楽しかった丸何まで
[02:16:29.840] んだろこれ何
[02:16:32.080] まで
[02:16:33.840] なで
[02:16:35.920] るお疲れ様でしたよし来
[02:16:39.479] た明日までガンガン明日までじゃいいやし
[02:16:44.719] しよ日までやんの1時とかまでだろうけど
[02:16:51.000] だよねだよねまいいやでも
[02:16:54.160] 任せようチャラ丸にレドするわチラさ
[02:16:57.880] おいしょじんちゃん気をつけて帰ってね
[02:17:00.439] ありがとうありがとうこんな感じでざし
[02:17:03.370] [音楽]
[02:17:04.679] たまた気が向いたらやりたいと思いますお
[02:17:08.240] 疲れお疲れいやほんじゃな
[02:17:11.840] 強えお強い拶して2人ともありがとね
[02:17:16.840] おつおつおバイましたパイのみっていい
[02:17:22.399] よありがとうまたねお
[02:17:27.359] 疲れ
[02:17:29.519] 行ける長い時間お疲れ
[02:17:36.519] 様
[02:17:39.399] ねんあみんな夜明けだ俺の時間が来た
[02:17:46.120] ぜリアル気にしてんじゃ入ってる何
[02:17:52.439] えあのスペシャル1
[02:17:55.200] いや何時間
[02:17:57.920] た間ポケ入っ
[02:18:01.200] てる
[02:18:02.360] [音楽]
[02:18:03.800] れ何もかもわんねこんでし
[02:18:08.359] たおいはいこれで満点とはいこれで神勝ち
[02:18:13.160] はいこれ勝ち
[02:18:14.439] ですお前ふざけんな俺
[02:18:25.559] テ
[02:18:27.200] よよめっちゃ面白そうじゃ
[02:18:30.359] ないめアニメアニメアニメアニメ
[02:18:34.530] [笑い]
[02:18:36.920] アニメ興奮し口がプレ教えて効率プレ
[02:18:43.000] エンディング見たい
[02:18:45.080] さんさん出たくなってしまったのん
[02:18:51.120] にしてなんであごめんごめん俺俺の顔が俺
[02:18:54.880] がこうやってやってるからかこれで行き
[02:18:57.559] ますか
[02:18:59.120] じゃもうさ俺のこと好きな顔してんじゃん
[02:19:02.080] ほらへえ悪くないわねカメラもっと下げて
[02:19:05.200] ばばぱいじゃあお疲れまた
[02:19:19.719] ねDET
