[00:00:28.760] はいお疲れ様です
[04:26:53.680] あれさやばかったよなのな見てたよ俺も
[04:26:57.920] 真ん中であのじの彼がこうやってジフが
[04:27:00.640] こうやって踊ってたからちんちん隠れてた
[04:27:02.239] けどあれあれマジでちんちん出る寸前だっ
[04:27:05.399] たかね刑部まで出てたごめんね大きい声
[04:27:07.600] 出してねあの刑部まではマジで出てたあれ
[04:27:10.399] でB食らわねえの納得いかれんけど俺お尻
[04:27:13.319] ちょこっとと出ただけで3日晩食らったん
[04:27:15.040] だよ俺去年ドラゴンクエスト1のね人生
[04:27:18.479] 縛りやってて20時間30時間ぐらい寝ず
[04:27:21.840] にやってたんだよで眠くなっちゃって眠く
[04:27:24.560] なっちゃって寝たのここでカメラつけて
[04:27:26.600] 寝るわごめんつって寝袋に入って寝たのね
[04:27:28.800] そしたら暑くて寝袋脱いで寝でお尻出てて
[04:27:32.920] こそれでねそれが映っちゃって俺3日間
[04:27:35.439] バン食らったんだよあありがとう
[04:27:37.119] ありがとうありがとうね君もコダック踊っ
[04:27:40.800] てたら許されてた
[04:27:42.960] 可いすぎるお尻出ちゃったんす
[04:27:48.800] よ何何何和牛バーガー和牛バーガー
[04:27:52.359] レリーレてあれやんけ和牛バーガーレイド
[04:27:55.239] リーレてあれ
[04:27:59.520] じゃんごめんごめんごめん大当たり死ん
[04:28:02.080] じゃっ
[04:28:03.640] たこれ
[04:28:05.680] かやこれあれだよなあのあげじゃないの
[04:28:10.239] あげで間て
[04:28:13.000] しれそうなん
[04:28:16.960] だてじゃね
[04:28:19.760] のそれか
[04:28:23.279] 笑笑これがあるからやめらんねんだよきね
[04:28:27.439] のさヨッシーのぎ替え歌頭から離れなくて
[04:28:31.159] ずっと歌ってる何それ何それ
[04:28:33.399] ぎ替え歌笑笑なんか知らねえけど絶対らね
[04:28:39.880] なんか知らねけどそれ絶対
[04:28:43.840] 気になる
[04:28:46.159] なぎだよな絶対なんだか知らねえけどくら
[04:28:51.080] ねえ匂いがそういうくらねえのが一番れん
[04:28:53.880] だ最高だよげじゃないの
[04:28:57.119] よそういうくだらねえのが一番配信なんて
[04:29:00.479] くだらなくてなんぼなんだかららねえ笑い
[04:29:03.239] が一番いいんだよそれに脳れたこにます
[04:29:08.159] 何それ
[04:29:12.760] ハギカなクリップねえのハギ
[04:29:19.720] 替歌主人公レベル上がんねえななかなか
[04:29:25.840] なもう1匹枯れたら終わりだ
[04:29:32.760] なだめだ俺もあのジャンキーだからあの
[04:29:36.640] あのメタルキングジャンキーだからもよれ
[04:29:40.640] もうもうこれしか見えて
[04:29:44.399] ねごめんジャンキーになってれちゃっ
[04:29:47.840] た
[04:29:50.119] うわうわうわ
[04:29:53.720] えもう1匹
[04:29:56.040] 頼むあか壊れる壊れるこんな入ったら壊れ
[04:30:01.239] ちゃうこんなに経験値入ったら壊れちゃう
[04:30:07.239] よ
[04:30:10.359] 壊れるしまむむ
[04:30:13.080] 島村壊れちゃういや脳が解ける
[04:30:17.520] ドドドドドこんなの覚えちゃったらもう俺
[04:30:19.960] 他じゃ他じゃダメになっちゃうもうこれで
[04:30:24.199] しか行けなく
[04:30:25.439] なるこれでしか行けなく
[04:30:29.680] なるちょっとく作して汁がこれでしかいけ
[04:30:35.760] なくなっちゃったああもう私壊れちゃった
[04:30:40.319] 汚された
[04:30:42.960] 汚されちゃったあのあれだろなあの精神
[04:30:47.080] 崩壊したあのアラエルと戦って精神崩壊し
[04:30:50.080] たあのあれみたいな感じであのござあの
[04:30:54.279] アカみたいな感じでそうそうそうアカ
[04:30:56.000] みたいな感じで私汚されちゃっ
[04:30:59.479] たこれから委員長の家に行ってあのネジで
[04:31:02.840] 遊ぶわ委員長の家行ってネだかなんだかで
[04:31:07.880] おワルツくおいっすノジ爆発配信
[04:31:12.640] よしもうレベル上げ終わりこれから世界を
[04:31:14.840] 巡ろう
[04:31:17.119] だいぶ強なったんじゃない
[04:31:20.279] これねこれ45ってどうなんだよこれ石な
[04:31:24.640] のか
[04:31:27.080] なえあとやってないことってなんだろうな
[04:31:30.080] 7代目まだ生きてるそうだよ7代目生きて
[04:31:32.560] も大切に大切
[04:31:34.920] に
[04:31:36.640] ちょっと移民の町行こっか
[04:31:42.159] 何人連れてくればここは完成する
[04:31:50.960] のちょっとここで移民の町って言って
[04:31:54.520] なんかまエンディング後の要素
[04:31:56.080] エンディング5じゃねえのかなわかんね
[04:31:57.880] けど100本当今待20人ぐらいしかい
[04:32:02.080] ねえぞなんか町の中に現れるなんか特殊な
[04:32:05.159] 特殊なっていうかうんでしょうねあの移住
[04:32:09.800] したがってる人を集めてなんかが発してく
[04:32:12.520] 自分が作る村みたいなとこなんだけどここ
[04:32:14.880] を最高にすると結構いいらしいので俺この
[04:32:17.800] ゲームをちょっとマジもう骨のずまで骨の
[04:32:21.439] ずまでしゃぶりあげたいんであのそれも
[04:32:24.199] やるんだよなんで今からいろんな街を巡っ
[04:32:26.920] てえ言わないよこれは言わないオ
[04:32:31.319] オケロザリーヒールとかにはいいのかなキ
[04:32:35.520] あってそそって残りのはいあり
[04:32:42.239] さないようにするね寝るならご教えてあげ
[04:32:44.640] ないよじゃん教えてあげない
[04:32:46.760] よんえりちゃんありがとうナイスクリップ
[04:32:49.479] 見るべたまにはクリップ
[04:32:54.399] 見ようもう1匹枯れたら終わりだ
[04:33:04.561] なこれ1見ていいこれ
[04:33:12.039] めもの時のあいつ思い出しこれあれだわえ
[04:33:15.439] 音量下げるからどんどこ声出しありがとう
[04:33:18.000] ありがとうちょっと待ってえウンキャプで
[04:33:21.561] そこれこれあれだなあのあれに使って
[04:33:25.680] ほしいあの薬物依これが薬物依存者の怖さ
[04:33:30.600] ですっていうこれが薬物依存者の怖さで
[04:33:33.639] すっていうのこれこれこれ教材にして
[04:33:36.000] ほしいもう1匹枯れたら終わりだな多分な
[04:33:39.920] うああ
[04:33:44.279] だあもうあのジャンキーだからあのあの
[04:33:47.240] メタルキングジャンキーだから
[04:33:51.359] もれこれしか見えてこいつ
[04:33:55.920] の
[04:34:04.160] っもう
[04:34:08.000] 匹壊れる壊れるこんな入ったら壊れちゃ
[04:34:12.160] こんなに経験入ったら壊れちゃう
[04:34:15.920] よバカじゃねえのこいつこれバカこいつな
[04:34:21.680] しまむむ
[04:34:23.439] し壊れちゃういや脳が解けるドラドラドラ
[04:34:27.840] ドドこんなの覚えちゃったらもう俺他じゃ
[04:34:31.480] 他じゃダメになっ
[04:34:34.000] ちゃうもうこれでしか行けなく
[04:34:37.320] なるこれでしか行けないな俺もこれでしか
[04:34:40.160] いけねがとなっちゃった終わだっちゃっ
[04:34:46.639] ただめだ俺もあのジャンキーだからあの
[04:34:50.639] あのメタルキングジャンキーだからもう
[04:34:52.199] よだれたらし
[04:34:56.719] もういやなんでこんなチゲーム面白えのに
[04:34:59.719] さあれなんだよツイパートナー行けねんだ
[04:35:02.920] よこんなおもろい配信者いねえ
[04:35:07.039] だろこんなおもろい配信者いるかな
[04:35:13.959] いうことで私はねパートなりますからこれ
[04:35:16.719] でくこのこれ1本で行くから
[04:35:19.240] くなれよ確かにろよなんでなれねえんだよ
[04:35:23.439] こんなおえのになあはいここ意味いますか
[04:35:27.799] 意味言いますかお寝てたろお前ねお寝てた
[04:35:31.760] がボルダリングしてたかどっちだな寝てた
[04:35:34.959] がボルダリングしてたからどっちだどっち
[04:35:36.840] かだなはよ
[04:35:40.639] なれでもなるなるなりたいでもなれるか
[04:35:44.959] どうかはみんな次第ですバカにしてんなし
[04:35:48.439] てないしてないよみんな次第ではない俺
[04:35:51.160] 次第だけどね俺が頑張ればいいんだよ笑笑
[04:35:53.760] 頑張るからついてこいって言ってんだよボ
[04:35:56.920] してないよしボルダリングはすごいよ
[04:35:59.279] すごい
[04:36:02.199] すごいあお前イミんか意味ないね
[04:36:07.240] Twitch気づいたら8年見てるけど
[04:36:09.520] 1番はのはでそうだな
[04:36:12.240] 王大なりしなり皆さんちょっと応援頼むで
[04:36:15.400] 応援頼む
[04:36:17.080] であんな動画作ってツイートしまったから
[04:36:20.000] にはもうまあこれでなれなかったから今度
[04:36:23.600] こそ俺もう後がねえんだよもう俺大路は
[04:36:27.279] 立ったんだよ大路立ったのもうもうこれで
[04:36:30.400] 慣れなかったらもう俺無理やあんな再起
[04:36:34.039] 不能だよあんな動画出してなりませんでし
[04:36:37.719] たほんまダサいや
[04:36:40.520] ん頼むと僕も頑張りますからねま頑張ると
[04:36:45.520] 言ってものナスもなかなかいいぞ
[04:36:49.760] あのあのね頑張ると言っても好きでやっ
[04:36:52.840] てるから楽しいのが大前提だけどね意味い
[04:36:56.039] ないかないねえかこあお前意味いか違う
[04:37:01.000] かなんかここには意味いなそうこの女の城
[04:37:05.199] には女のろにはいなそうだ
[04:37:07.840] ね意
[04:37:09.920] ねあどこなんだろうなもうだいぶもう行き
[04:37:13.959] 尽くしてるから楽しそうに歌ったり踊っ
[04:37:16.561] たりしてるから
[04:37:19.039] 嬉しいイライラしてないから
[04:37:22.039] ねイライラしてないから楽しいから
[04:37:26.240] ね踊ったり歌ったり歌ったり踊ったりが
[04:37:29.719] 多いからねチマゲームはねリバーサイド
[04:37:33.160] デスパレートゴッド
[04:37:35.039] サイドもうこの辺全部行ってるからなたり
[04:37:39.439] もしかしておしの子に出演してた天才的な
[04:37:42.320] アイドルだ
[04:37:43.320] からの顔2
[04:37:47.039] メデアその密
[04:37:49.639] ミステリここってさ教会あったよね教会も
[04:37:53.240] いるよな移民ってねこれ特別移民っている
[04:37:57.119] のななんかさダンジョンなんか前どっかの
[04:38:00.000] ダンジョンに入ったらそこにいたんだよ
[04:38:04.760] ねえなんかダンジョンにもいるとかあんの
[04:38:07.799] か
[04:38:08.639] な宿になってけど
[04:38:13.080] さお前意じゃねえんだよなこれはこれは意
[04:38:16.039] じゃないわかるこれは意じゃないなんかね
[04:38:19.160] ダンジョンにもいる時あんだよなんか
[04:38:21.160] なんか今まで行ったダンジョンに入ったら
[04:38:22.600] ポツンと立ってたりするんだよねそんなの
[04:38:25.639] 巡るの大変だけどねちょっと行くか行って
[04:38:29.279] みるか洞窟とかな深いとこにはいない
[04:38:32.400] だろうけどちゃまくに相談あるはい何
[04:38:34.760] でしょうかん
[04:38:38.639] でしょうちょダンジョンはルーラできねえ
[04:38:42.359] から気球で回るちょっとした洞窟とかあ
[04:38:46.480] こういうとことか
[04:38:48.400] さあんだね
[04:38:52.600] なんかものすごくかぐわしい香りのゲーム
[04:38:55.439] おすめさ何何何何何何何何なんてゲーム
[04:38:59.439] ここいねえかさすがにないるとしたら入っ
[04:39:02.000] てすぐだと思うだ君に会いそうなんだよな
[04:39:04.359] 何何何
[04:39:06.879] 笑笑何かぐわしいマリオネットカンパニー
[04:39:10.199] なんだそれ知らねえ
[04:39:13.199] 全然知らない何それ何のゲムなんか寝起き
[04:39:16.160] の成果画面の気球の動きがおもろく感じる
[04:39:19.119] えどいうことおもろいマリオネット
[04:39:21.600] カンパニーえ何何何のゲームハードハード
[04:39:24.719] ハード
[04:39:46.040] なんで誰も答えないの
[04:39:49.600] ハードそこで黙りこける意味がわからん
[04:39:53.120] プレテですなPSドリキャスプレステ1あ
[04:39:57.920] だけどプスさんでもできるあーあそうなん
[04:40:01.120] だドリキャスプレステ
[04:40:04.920] 1なんかみんなどうしたとっ聞いたらダメ
[04:40:08.000] なのかなと思っなんかやばいこと聞いたか
[04:40:10.040] なとっ女の子育成ゲームなんですいやもう
[04:40:13.560] 神チマゲームにそれやらせて面白くない
[04:40:16.320] わけないじゃん俺が女の子ガミのゲーム
[04:40:19.400] やって思なかったこと1回もないから自分
[04:40:21.520] でも申し訳ないけどマジで俺その女の子
[04:40:24.600] 絡みのゲームやって自分でも自信作ばっか
[04:40:26.798] なんだよな今までやってきたけどポメも
[04:40:29.638] そうだしドリクラもそうだ
[04:40:34.440] しマジでえそれぜプリンセスメーカーも
[04:40:37.760] おもろかったよな
[04:40:44.000] 胸くそ成分多めですぞえ結構うつうつ展開
[04:40:49.200] ありなんだ
[04:40:50.440] えうつ展開あるんだそれは知らない
[04:40:55.440] のそうだよあんまりそのネタバレなしのな
[04:40:58.760] そうだなネタバレはなしで
[04:41:04.760] いこうう面白そうなんだもねここってなん
[04:41:09.240] だいやここはないかここに止めておくうん
[04:41:12.560] うんうんあメダルを行こうメダル溜まった
[04:41:15.000] から預けに行く
[04:41:17.958] わうんわこの曲好きこれ夜の城の曲好きな
[04:41:21.840] な
[04:41:23.798] ななあそうなん
[04:41:26.638] だ調べてみるか
[04:41:29.520] じゃあ奇跡の剣今更いらねえけど
[04:41:33.000] な幸せの帽子って
[04:41:35.638] 何あれ幸せの帽子ってんだっけ私もやり
[04:41:38.680] たいんだけどちゃまくに良さそうだなって
[04:41:41.440] やりなよでもそんなわざわざ俺にあれし
[04:41:43.240] なくて
[04:41:44.638] も全然知らないゲームってでもあるな聞い
[04:41:47.680] たこともねえよ俺そんなゲーム
[04:41:49.600] マリオネットカンパニー
[04:41:58.080] なんて幸せの帽子ってもしかして経験値倍
[04:42:01.638] とか倍はねえかさすが
[04:42:07.000] にどうせ俺の配信見に来ないからその後に
[04:42:10.760] やっもいだよちいや見あの割と見てます
[04:42:15.718] からね皆さんの配信私コメントしないだけ
[04:42:19.638] でコメントしないだけでうんたまにだ
[04:42:24.280] けどたまにシュレディンガーのリスナー
[04:42:26.958] そうだわかんないだろう俺が見てるか見て
[04:42:28.718] ないかなんでま人よりは多分見てないかも
[04:42:31.840] しれないか
[04:42:36.440] ななんか言ってねえとこねえかな
[04:42:41.400] 集めこれ結構面倒いいかも
[04:42:47.000] な行ってないとこある多分なんか
[04:42:50.360] ストーリー上1回しか行ってねえよな
[04:42:52.560] あそこみたいなとこになんかさいたりすん
[04:42:55.360] じゃねえのなんかこういう裏切りの洞窟と
[04:42:57.560] かこんなとこ来ねえじゃんなかいそうじゃ
[04:43:02.480] ない幸せの帽子は一本あるく1mP
[04:43:07.400] 回復ちょっと検討してみてねあうん
[04:43:10.240] ちょっと調べるわ
[04:43:12.360] 大体そういうのはねメルカリで見て安かっ
[04:43:15.080] たら買うんだ
[04:43:16.520] よ安かったら
[04:43:22.040] 買う
[04:43:27.120] うどっかにないもんか
[04:43:31.920] ねここなんだえ何ここえなんだ
[04:43:37.638] ここああトネ洞窟か
[04:43:42.958] さすがに移民いねえよ
[04:43:45.718] なまさすがにこんなとこに移民はいないわ
[04:43:51.718] ねいないよねてかここにさトネ連れてき
[04:43:56.360] たらどうトンネルセドリ
[04:43:59.600] トンネルセドリトンネル
[04:44:02.440] ねここにトルネ連れてったらなんかあんの
[04:44:05.360] か
[04:44:10.040] なこ騎で行かせる
[04:44:15.718] かあ曲変わっ
[04:44:20.600] たおやトネさんじゃないかあんた生きとっ
[04:44:23.360] たかよかったなうん全然何もねえ全然何も
[04:44:28.160] ねえ全然何もねえじゃん不思議の
[04:44:31.280] ダンジョン編いいねうわトネとかもやり
[04:44:34.600] てえなでももうやっったんだよ
[04:44:36.440] ななんかトネするの知らなくてで6万のが
[04:44:42.480] 俺しんどあでも俺も自力で貯めたけどこれ
[04:44:44.798] はねあの店売りで納品大変なんだもん
[04:44:50.440] あれあのなんだっけ
[04:44:53.600] えっと
[04:44:56.080] えトロネの大冒険ってか俺不思議の
[04:44:59.638] ダンジョン好きなんだけどさ不思議のダジ
[04:45:03.240] ポポロい世界やり
[04:45:05.200] てえしかもゲボアドバンス版やりてえ
[04:45:08.520] やっぱアドバンス版やった方が俺はいいわ
[04:45:10.400] ド好きだ
[04:45:20.120] から並びがめんどくせえ
[04:45:28.520] なアドバンス版懐かしいアドバンス版のが
[04:45:32.160] 好きなんだけどトネの大ボケ2とかもある
[04:45:36.040] じゃん俺もアドバンス版持ってるんだ
[04:45:38.320] けどなんかねストーリーがある不思議の
[04:45:43.160] ダンジョンって俺なんか受けつけねえんだ
[04:45:45.080] よななんか1つのダンジョンに向かって何
[04:45:48.798] 回も何回もやるっていうのが好きなのに
[04:45:51.280] トネの2からって1個ダンジョンクリアし
[04:45:53.920] たらまたなんかちょっと45回まずは3回
[04:45:57.718] 建てのダンジョン5回建てのダンジョン
[04:45:59.520] なんかポケダンみたいな感じになっちゃっ
[04:46:01.360] てんのがあんま好くねえんだよな分かるか
[04:46:03.798] なこれなんか1個のダンジョン難しい1個
[04:46:05.718] のダンジョンに何度も何度も繰り返すての
[04:46:07.840] が俺好きでなんか受け
[04:46:11.840] わかるうんわかるいらなく
[04:46:15.240] ないうんなんかダンジョンに関してでも
[04:46:18.080] ポケダンは許せるんよポケモン不思議の
[04:46:20.560] ダンジョン俺大好きなのねあのシリーズ
[04:46:22.638] 全部やってるんだけどストーリーめっちゃ
[04:46:24.958] いいし好きなんだけどなんかなんか他のね
[04:46:28.798] 風来の試練はめっちゃ好き風来の試練って
[04:46:33.040] さなんか800回泣くぞ
[04:46:36.360] 多分なんか800回泣くよめっちゃから
[04:46:41.120] あれストーリーしか1番最初のやつやって
[04:46:43.840] ほしいDSかアドバンスであるんだけど
[04:46:46.400] あのスイッチでこないだリメこないだじゃ
[04:46:48.718] ねえい猫ここないだじゃねえけどリメイク
[04:46:51.280] されてスイッチで出てるからポケモン
[04:46:53.440] 不思議のダンジョ1番最初のやつやって
[04:46:55.000] ほしい赤の探検体赤の救助救助体青の救助
[04:46:58.958] 体のやつ800回鳴いたねこれほんまに
[04:47:04.240] これ意味いそうって言いながら前も聞た
[04:47:06.798] けどここもいなかったよなだ風来の試練
[04:47:10.320] 好きなんだよフラの試練は待ってスイト版
[04:47:14.160] でいいのスイッチ版でいいと思うやるん
[04:47:15.958] だったらストーリー変わんないしやり
[04:47:19.280] やすくなってる
[04:47:20.958] からおもろいであれあれもだからなんつう
[04:47:25.000] のストーリーやってくうちにいろんなとこ
[04:47:27.120] に冒険に行くのよ炎の山とか氷の神殿とか
[04:47:31.160] なんかそ変わってってまストーリーがあっ
[04:47:33.520] てっていう不思議のでも全部不思議の
[04:47:35.798] ダンジョンで入るたびに変わってでも同じ
[04:47:39.000] ダンジョンに挑み続けるっていうのはない
[04:47:41.320] まあってもあるんだけどそれはクリア後の
[04:47:43.520] 得点というか難しいところあるんだけど
[04:47:47.400] やっぱ俺がやりたいのはもう最初からそれ
[04:47:51.120] フラの試練ってそうじゃない系どれかやり
[04:47:53.480] たいと思ってたいやマジでおすめしかも
[04:47:56.080] 多分その赤の救助隊あのそのあれはその
[04:48:00.280] なんつうのルビーサファイアまでの
[04:48:02.480] ポケモンしか出てこないからそんなに
[04:48:04.120] 難しくないと思うそのポケモン赤金銀
[04:48:08.878] ルビーサファまでしか出ないから
[04:48:11.480] 助かるギリ行けるギリ行けるこんな
[04:48:14.080] ポケモンおったなってあれめっちゃ泣ける
[04:48:17.320] んだよなめちゃくちゃ泣ける
[04:48:20.360] あれでもやるんだったら俺はあのまポポロ
[04:48:24.558] 異世界とかでもいいしあのなんかフライの
[04:48:28.040] 試練ってストーリーあるけどさなんか1個
[04:48:30.718] のダンジョンの中でストーリーが進んでく
[04:48:32.718] じゃん
[04:48:34.120] なんか初代だったらさあのなんかの街とか
[04:48:38.000] なんかストーリーなってないようなんなれ
[04:48:40.878] だよ挑み続けたい俺はで武器死ぬたに武器
[04:48:45.520] どうにか守って強くしてってそうそれが
[04:48:49.040] 面白いだからあの初代トルネもそうじゃん
[04:48:51.440] あの1個のダンジョンで27回から戻って
[04:48:54.520] くるみたいなああいうのがやりてんだよ
[04:48:57.200] なんかトロネでストーリーやちょっとやっ
[04:49:00.080] たんだよ配信であのトロネのダンジョン2
[04:49:03.440] なんかちげえなと思ったんだよ
[04:49:05.638] ね同じダンジョンに捉え
[04:49:09.718] アンそうそうそうそう今無理だったけど次
[04:49:13.558] なら行けるとかねそそんな感じでやりたい
[04:49:17.120] まストーリーあってもおもろいんだろう
[04:49:18.558] けど
[04:49:21.760] ね意味はいませんかここにはいない
[04:49:27.320] ね意味いないね意味いないよねあ待って
[04:49:34.040] こんなところになんかいるんじゃないの
[04:49:36.680] 久しぶりに帰ってきたパフパフパフパフん
[04:49:39.080] とこな
[04:49:44.440] 何これだいぶ前にアレもいるしまRTS者
[04:49:49.718] なんかどのゲームにもいるとは思うけどね
[04:49:51.958] えだいぶ前にアレックスとかいうやつが
[04:49:54.400] ぶち込まれたの最後にこの牢はしばらく
[04:49:56.120] 使われてないんだ平和で何よりだが最近足
[04:49:58.440] のたくさんある妙な化け物が盗み食い
[04:50:00.120] するって通報あってなとっ捕まえてやろう
[04:50:02.200] としたがなかなかえ何それえ何これこんな
[04:50:04.680] イベントあんの足の長い化け物があじゃ
[04:50:08.160] ねえこうじゃねなんかなんかこういうミニ
[04:50:11.520] イベントみたいになんのかなお前絶対お前
[04:50:16.040] は絶対らららお前は絶対
[04:50:23.000] みここんなとこにいないよお様はお城に
[04:50:31.760] いるもんよこんなとには王様なんていない
[04:50:40.958] だなそう
[04:50:47.080] だろ地獄の手が復活したら世界も終わるか
[04:50:49.878] もしれのじゃろこんな時に片しい思いをし
[04:50:52.400] て団と座っておらの残り少ない人生をわし
[04:50:55.320] は好きなように生きるんじゃそういうわけ
[04:50:57.000] でわしは好き穴をに生きられる街を探し
[04:50:59.120] とるんじゃどうか知らんかのこの人に民の
[04:51:02.958] ことを教えますか納得してくれるからだ
[04:51:07.240] でスナフキンとかいるけど大丈夫
[04:51:10.558] 面白そうなじゃのそこなら楽しみながら
[04:51:12.958] 人生の最後を迎えられることができそう
[04:51:16.040] じゃ
[04:51:20.600] ポルトやっぱいるねイみねやっぱいみいる
[04:51:25.200] ねいみ良い民と書いていみと読み
[04:51:28.798] ます1回夜にしてみよっかここなんか夜
[04:51:31.958] なんかありそうじゃない
[04:51:43.760] 夜なんかあり
[04:51:45.320] そうなんか夜も夜でなんか絶対なんか昼と
[04:51:49.480] な1個の待絶対意味違うあれ意味動いてる
[04:51:53.320] からあ2階あるや
[04:51:54.760] んあ2階は自宅か
[04:51:58.760] ごめん1個の街行ったら夜昼と夜確かめ
[04:52:02.520] なきゃだめだ夜にも絶対いるもんねお前
[04:52:05.400] なんか情報あるか足のいっぱいある化け物
[04:52:09.080] がああじゃねえこうじゃねえって何
[04:52:11.878] 盗み食いをしてるって何の話してんの
[04:52:14.360] こいつえ何の話してたのサブイベみたいの
[04:52:18.520] あんのか
[04:52:20.120] ななんかさ足の長い化け物が食い逃げして
[04:52:24.680] るってございますおしさんおはよう何回か
[04:52:28.000] 出入りするとワンチンも今もそうか何回も
[04:52:32.080] 出入りしたら出てくるみたいなのもあんだ
[04:52:33.718] よなそうなんだよ
[04:52:36.160] なそれも逃せないよね
[04:52:45.878] ただここ1回とどうなんだろ宿屋何回か
[04:52:49.680] 出入りするかじゃあ宿屋出入りしよう
[04:52:53.080] かただここはもう出ようがないよなイやっ
[04:52:56.638] てるねイやってるそうイミだにやってます
[04:52:59.558] もうレベルもうメタルキング借りまくって
[04:53:01.718] もうバカ上がった
[04:53:04.280] から口行ってもちょっと怪しいすね1回い
[04:53:08.400] たらねちょっと別の街行くのありだよね
[04:53:12.440] あそこ出ようがあなんかこことかさなんか
[04:53:15.280] ぽつり子供が1人いたりしないか
[04:53:17.798] なままままあないわなそんなことはないよ
[04:53:21.320] なえーどうなんだろう
[04:53:26.558] なえなんならこことかこえこええ怖えなで
[04:53:32.160] もさいたんだよなんかこのダンジョンに
[04:53:34.558] ぽつり1人がいてさ俺なんだぜて
[04:53:38.878] やつねこんなとや
[04:53:50.120] なたらプリームからそうだようんそう
[04:53:55.920] スプリームからだよシプリシプおじ
[04:54:01.440] からMないSないLないも
[04:54:05.040] いいSないLない
[04:54:11.520] ミフィミフィみ知ってるミフィミタ
[04:54:15.360] フィルムあのスプリームの定員のモノマネ
[04:54:18.400] やってる
[04:54:19.558] 芸人割と好きあ待ってこことかいるんじゃ
[04:54:22.360] ね意味いそうここ盲点だったここは意味
[04:54:27.520] いる
[04:54:29.000] 絶対絶対意味いるお前意待ってもう俺意見
[04:54:33.160] てのが2人いるもう絶対意味んだお前違っ
[04:54:36.280] たなんだお前話しかける
[04:54:38.638] にえ
[04:54:42.798] 違うかいなかったわいると思ったんだけど
[04:54:46.080] な何回か入れ替ります何回か出入りし
[04:54:50.040] ますここ移民の立ち好きねえよな正直
[04:54:53.320] こんなキャラクターい
[04:54:54.680] たらなんかあんまりドラクエキャラクター
[04:54:58.360] 同じとこに何体も配置しないと思うんだよ
[04:55:00.320] ね誰も普段誰もいない宿屋とか怪しいんだ
[04:55:04.480] けどこんだけ2人もキャラクターいるとこ
[04:55:07.040] にポツンともう1匹移民出したりしねえと
[04:55:09.680] 思うんだよな
[04:55:10.958] この推理結構あると思うんだよねまここと
[04:55:13.240] かにいるっつてもおかしくねえかい夜にし
[04:55:15.480] てみるかま関係ねえのかな昼夜
[04:55:20.840] ってまあどうなんだろうなこんだけ出入り
[04:55:24.798] して出ねえから
[04:55:29.958] なもう明るい外
[04:55:37.200] が関係ねえな
[04:55:41.160] わここ盲点かなと思ったんだけどねこの
[04:55:44.080] ホフマンの
[04:55:46.320] 実家いねえ
[04:55:48.400] かこれダンジョンにいる説押したいんだ
[04:55:51.400] けどどうは大体場所覚えてるけど教え
[04:55:55.400] たらと教えないでいいかもそうそうそう
[04:55:58.718] そこ難しいとこだよねそこ難しいとこだよ
[04:56:01.638] ね知ってる人はうずうずしちゃうよななん
[04:56:05.680] だがそうなんよな自分で見つけたの喜びの
[04:56:09.680] 方が嬉しいからねまレトロゲームってそこ
[04:56:13.480] 難しいと思う本当に知ってる人はやっぱ
[04:56:16.240] 移民の実家まで知ってます民の
[04:56:19.760] 実家実家まで知っ
[04:56:22.638] てる
[04:56:24.440] あの難しいとこだよ
[04:56:27.200] ね知ってる人はやっぱうんそっちじゃねえ
[04:56:30.400] のになっと思うこともあるかもしんねけど
[04:56:33.360] 知らねえ人からするとんで言うんだよって
[04:56:35.320] こともやっぱあるわけだ
[04:56:36.718] から難しいとこだよなま配信者のの見せ
[04:56:40.558] とこだよなどっちも楽しませるって難しい
[04:56:43.200] けど
[04:56:45.280] ねこの洞窟何あれなんだっけこここういう
[04:56:50.240] とこにもいたりすんだ
[04:56:54.680] よいねいねえかいねえなんだここここなん
[04:56:58.320] だっけこの洞窟この洞窟って何だっけ忘れ
[04:57:01.718] た使のこと大きくするがチマ殿はこの洞
[04:57:04.400] なんかよがうるせえお前にはわかんねえ
[04:57:06.480] だろうな移民を探すってのは
[04:57:09.160] よ忘れたここ何の洞窟だ
[04:57:19.040] これ地下にいるかもしれんいや奥にはい
[04:57:23.280] ねえべえあんのかなそんなのそれでも切り
[04:57:27.120] ねえぞそんなこと言ったらダンジョンの奥
[04:57:29.798] にいるなんて言われたら
[04:57:32.240] さ切りねえよ
[04:57:36.280] なそりゃそうだなあ切りねえよな
[04:57:42.718] エンドールとボンモールなんてもう正直
[04:57:44.920] クソほど言ってるから
[04:57:46.920] ねエンドールボンモールなんて絶対もう出
[04:57:49.958] てこないとえ出てくんのかな1回取った
[04:57:52.200] ところにも出てくんのか
[04:57:54.200] なこんなとこ絶対取ってるよ
[04:57:57.440] もう宿屋でもいいしここはあれだよなあの
[04:58:00.920] 教会もあるよ
[04:58:02.240] ねこいつらは意味んじゃねえ
[04:58:06.920] だろほとんど行ってない探してみるのいや
[04:58:10.798] もうそれももうないんよほとんど行って
[04:58:13.958] ない街も行ってんのないんだ
[04:58:17.160] ねえカジノに意味なんて絶対ないよ
[04:58:22.718] ね
[04:58:25.440] ラ
[04:58:28.760] 橋元
[04:58:32.360] ラ橋違う
[04:58:36.200] か橋
[04:58:46.680] 橋本
[04:58:48.400] 橋限界だから落ちますねあありがとうみな
[04:58:52.718] 無理せず寝な俺の配信を限界まで付き合っ
[04:58:55.638] てる人多いけどええねんで寝配信
