[00:00:10.280] ういお疲れ
[03:34:05.560] くださいそうそうそうそうあい次おいおい
[03:34:08.800] ねなお
[03:34:12.399] ちゃんちゃんてか
[03:34:15.920] で行ってないのはアリかなおかミオなのよ
[03:34:19.239] これなおじゃねここ僕あでもアリも気に
[03:34:22.760] なるうでもなおですご指名はななおしか
[03:34:28.560] かたんやろめっちゃ可愛くない確かに
[03:34:31.359] めちゃくちゃ可愛い
[03:34:33.720] 可愛いかしこまりましたそれではこちらへ
[03:34:42.000] どうぞこれいいゲームだこれあ
[03:34:46.199] いいゲームだこれ
[03:34:48.000] な面白いゲームだこれ
[03:34:51.600] ああ来週末やろうといら1回だお前週
[03:34:57.279] いらっしゃいまお酒飲みながらやろう
[03:35:03.040] ぜ殴りそうな構え何週1の楽しみいいね
[03:35:09.120] そうだ週て
[03:35:10.880] これあ初めまして週
[03:35:16.760] ふよろしくお願いするねあします可愛い
[03:35:22.399] いいよ君今んとこ100点だよいいよ
[03:35:26.880] 可愛いじゃないですかま俺俺たちままだ
[03:35:30.960] あれあるだろあのラスト春まけもやん
[03:35:33.479] なきゃいけない声もいいな声もいいねこれ
[03:35:36.120] 誰は初めまして
[03:35:38.840] 僕あ私治っています悪くねえ僕けどんじゃ
[03:35:44.920] ないすかちゃさんもう今日はやめ
[03:35:48.640] とこう明日仕事だ起きれなくなりそうてか
[03:35:52.840] そろそろやめとかねえとさなんかあの本当
[03:35:55.880] にダメになっちゃうだ
[03:35:58.239] からなおえまたよしあい夢見れそうだね
[03:36:02.120] ちゃまさん
[03:36:03.960] ちいい見れそうだなえまたよし愛って誰
[03:36:09.160] またよしアさんだって声これ誰やってんの
[03:36:11.399] 他なんか有名なキャラクターこの子絶対
[03:36:14.000] 酔ったら拳出るタイプ
[03:36:16.160] うわ殴る系はやだわそれは痛いわははいせ
[03:36:21.520] せ精一杯頑張りますので見てくれあのふも
[03:36:26.920] よろしくお願いし
[03:36:29.960] ます有名なごめなってない本あ新人だった
[03:36:34.720] んだ
[03:36:37.160] 当時この子ぎこちないけどうしくていいな
[03:36:41.040] えっと最初は見た目めっちゃ可愛いなあの
[03:36:46.520] お名前いいですかやべえ私服見て俺の名前
[03:36:51.279] 橋本連だやもしかしてこの仕事慣れてない
[03:36:53.800] のかな初出勤でしょ今日いいお名前だと
[03:36:56.319] 思いますですいや勝てなでもこの子僕は
[03:37:00.720] じゃなくて私はまだちょっとお店になれ
[03:37:04.359] なくてさなれなくてさいいよいやいいよ
[03:37:06.840] いいよももういいよだけど失礼のないよう
[03:37:09.840] にするから
[03:37:11.680] ねいいな頑ショの女好きてなのいいやでも
[03:37:18.040] めっちゃあはい普段は大学に通ってて大学
[03:37:23.560] せですう実家が格闘技の同業なのでこう
[03:37:28.439] 見えても市販大だったりしますえすごい
[03:37:32.080] じゃんうはいどうかしたちょっとましたか
[03:37:37.479] どうかしたどうかしたって言ってほしい
[03:37:41.080] こいつ体力馬鹿だよ体力馬鹿普段そういう
[03:37:44.760] 話し方じゃないよ
[03:37:46.279] うち違うよ僕はいつもこんな感じ
[03:37:50.359] で体力お化けかあちょっと可愛いかもかも
[03:37:56.120] う
[03:37:59.040] 本当まだ僕こういうの慣れてないんだお
[03:38:03.319] いいよいいよそうだよね僕は僕らしくない
[03:38:06.560] とね僕はちょっとうそうなんだだったら
[03:38:11.800] 今度からはそうしよったまま
[03:38:14.439] まま君とはなんだか仲良くやれそうな気が
[03:38:18.000] するよあれじゃねえかよおやんあれじゃ
[03:38:21.800] ねえかあのなんだっけユナと一緒じゃん
[03:38:25.880] ティダのことずっと君ってんで俺名前呼ん
[03:38:29.359] でくれねえんだろうなFFXみてに君はさ
[03:38:32.880] ね君はさパーティーのみんなからもお前と
[03:38:36.680] か君とか名前呼んでくんなtだって誰も
[03:38:39.880] 呼んでくんねえんだろあそうそう仲良く
[03:38:42.279] なった記念にメの交換しようよ笑笑
[03:38:46.680] ユからもずっとこれでばりだそうそうそう
[03:38:50.120] F10のなあれ名前変えられちゃうからT
[03:38:52.439] だってこういう名じゃねえから今日お店が
[03:38:54.800] 終わったら早速送っちゃっても
[03:38:57.680] いいありがとうこれからもよろしくねおい
[03:39:02.600] だからあれだよなこれよ
[03:39:05.720] あのトメも2見習ってよなんとかシステム
[03:39:09.359] でさ呼んでくれよ俺のことはいじゃあ
[03:39:11.800] ドリンクのメニューはこれねわかったじゃ
[03:39:14.640] ちょっと待って
[03:39:16.319] もちろん俺が酔わなきゃいけないのは
[03:39:17.840] 当たり前俺は酔いに行くバーンで
[03:39:20.279] うんこれだねだだすごいじゃ君て名前も
[03:39:25.439] また呼びやすくていいんだろうはいどうぞ
[03:39:27.920] 待てこの子はどうもありがとういきます
[03:39:31.479] そうなのあそうなんだあれ取られてんだ
[03:39:35.600] 待てこの子酔ってるとこくないこいつら
[03:39:38.319] 酔ってるこいつらん
[03:39:42.040] だ
[03:39:44.319] にて出るとこ馬鹿みえわ行け行け行け
[03:39:49.359] じゃあ乾杯しようかじゃあお約束で乾杯
[03:39:53.080] 多分だプレあれと一緒だよ
[03:39:55.960] 名前が持ってるすげ仲良くなったら来るん
[03:40:00.840] だ主人公も最初あだのれよなていうかて
[03:40:03.960] いうか仲良くなってから名前じゃなくて
[03:40:06.040] チマゲームって呼ばれるのすげえやなんだ
[03:40:07.760] けど逆が良かったわ今日はシゲームから
[03:40:10.399] レン君て呼ばれるようになった方が俺
[03:40:12.040] すげえキュンとくるんだ
[03:40:13.800] けど早あれ僕何言ってんのかよくわから
[03:40:18.640] なくなってきちゃったお前お酒弱いなさて
[03:40:22.319] は前言ってたよな笑絶対逆のがいい俺チマ
[03:40:26.120] ゲームって言われてレ君て言われた絶対め
[03:40:29.359] もおい本名で呼ばれあだなんて最初友達な
[03:40:33.880] んだからさ最初あだから始まるよ
[03:40:36.439] な自最高です可愛い
[03:40:40.720] あの世の恋愛ゲームに言いたい仲良くなっ
[03:40:44.000] てからあだになるおかしいからまずあだ名
[03:40:47.600] から始まって本名になるんでしょうねあ俺
[03:40:50.720] もちょっとあれだわ
[03:40:53.960] わかるなおちゃんってすごく可愛いねえ嘘
[03:40:57.920] 本当だよいや嘘じゃないよ本当に可愛いと
[03:41:00.520] 思うけど本当やっ
[03:41:02.680] たかい
[03:41:04.800] えどうしたのそんなに嬉しいうん嬉しい
[03:41:08.239] かい橋本君矢印千矢印れ君いや最高最高
[03:41:12.479] それでいいわけだ
[03:41:15.399] 男の子みたいじって言われる男の子みたい
[03:41:17.920] 確かにでも可愛い可愛いとか綺麗って言わ
[03:41:22.199] れるのにすっごく憧れてるん
[03:41:26.600] だうんうん全然みんなそんなことてくれ
[03:41:31.720] ないやめ
[03:41:33.760] な確かに僕いうのやめないだよねもう1回
[03:41:40.080] 行っ
[03:41:41.720] てキキ
[03:41:45.560] ず今もうこの子のランキンググイーン
[03:41:49.120] ランキング
[03:41:59.520] グイーンちょっとよしげもなに落ち
[03:42:05.880] た
[03:42:07.920] ちょろ
[03:42:11.560] 笑笑げ
[03:42:15.479] 大声出すから更に回ってきちゃった
[03:42:18.359] じゃんし
[03:42:30.960] てる気持ち
[03:42:32.910] [音楽]
[03:42:34.760] いそんな聞きたない
[03:42:42.920] [音楽]
[03:42:46.120] 結構可愛くないです
[03:42:50.520] か乾杯しちゃったね血闘だ
[03:42:55.560] よ任せろよ悪い顔し
[03:43:00.680] てるよい
[03:43:03.760] スタートこれめっちゃむずいんだよこれ
[03:43:06.479] この力加減がめちゃくちゃむずい乾杯は
[03:43:08.960] 決闘の図だ
[03:43:11.159] よめっちゃむいのねこれ本当に
[03:43:18.840] おいお前お前もぶっ倒れんな
[03:43:22.279] よ早く回しすぎるとせるのかそうそう
[03:43:26.600] めっちゃこうやってこうやってめっちゃ
[03:43:28.680] あねプレステ4落ちるめっちゃこうやって
[03:43:30.720] クリクリクつっ
[03:43:36.560] てん
[03:43:38.439] 間違待ってやめてやだやだやだやだやだ
[03:43:41.600] ゲーム終了し
[03:43:43.239] ないゲーム終了
[03:43:45.640] ねえね女の子に勝って
[03:43:50.319] 嬉しいでもこの血結
[03:43:54.000] 危あれグラス減てないみたいだけど体とか
[03:43:59.479] 悪くないよ
[03:44:02.360] [音楽]
[03:44:04.000] ねこれいつまでだったらカラオケできるよ
[03:44:07.760] なんだこれオブです
[03:44:10.680] これにし
[03:44:15.520] た逆に喉痛めちゃったじゃあ許すじゃあ
[03:44:20.920] 許す人が気にしてるところ見ないえ気にし
[03:44:24.920] てんの全全然全然だ
[03:44:30.120] よもう今日は行っちゃうぞおじさん今日は
[03:44:34.399] 行っちゃうぞおじさん今日は行っちゃおう
[03:44:37.239] かなおじさん今日は行っちゃう
[03:44:41.800] ぞらしいです
[03:44:51.180] [音楽]
[03:44:54.600] おじさんの
[03:44:57.319] おじ
[03:44:59.439] 国バナナだよこれが何やってんの何やっ
[03:45:03.920] てんのちょ難しいどこ口
[03:45:06.319] ここお口どこお口どこわかここここから
[03:45:15.800] キングオブ
[03:45:19.340] [音楽]
[03:45:22.720] アーンなあみんな俺をあめろ俺はキング
[03:45:28.720] オブアーンお前たちはになった笑笑お前
[03:45:33.199] たちと違俺をめろ寺を立てなさい俺を立て
[03:45:37.199] まり
[03:45:38.399] なさいカップルみたいだ
[03:45:41.239] ねバナナ食べさせやカップルでしょ
[03:45:45.000] トロフィー笑キングオブアンファッ
[03:45:47.960] ウィニングキングオブアン嬉しすぎやん
[03:45:52.120] おらせ君が僕は女の子だと思ってないもん
[03:45:57.080] ね思ってるってあれ何何なおちゃんどうし
[03:46:00.560] たのお結構結構
[03:46:03.600] 結構見返して
[03:46:07.159] やる下半身のバナナは食わせるかもだけど
[03:46:11.960] ねあれあ
[03:46:15.159] えやべえ9やばいやばいやばやばやばい9
[03:46:19.040] だえ好感度アップ嘘でしょ
[03:46:24.279] あああの子お酒めっちゃ弱いねだめだあれ
[03:46:29.600] 飲ませちゃ
[03:46:31.319] 笑笑QR起こしちゃったでも交感度上がっ
[03:46:34.199] たわなんか頭悪いんだろうな
[03:46:39.479] 多分突然の交換危待て待って危ない危ない
[03:46:43.760] 危ない危ない危ない危ない危ないギリギリ
[03:46:47.080] セーフ慰謝料取られたこれ2400円です
[03:46:51.080] あくそいいな
[03:46:56.040] ちくしこれ面しえあともう1人行くかえ
[03:47:00.640] ごめんどう
[03:47:05.319] しようみんなナイス
[03:47:08.199] クリップえみんなこれどうするえちょっと
[03:47:11.600] 待ってこの時点でまだ行ってないのがあの
[03:47:13.800] ロボットの女の子
[03:47:17.640] バイトしてもう1人どうすっかな
[03:47:21.120] こんばんはなおだよ今日は指名してくれて
[03:47:23.159] ありがとうございますあのまだ慣れてない
[03:47:25.199] んだけどこれからもよろしく接客は徐々に
[03:47:27.159] 覚えていこうと思うからガンガン示して
[03:47:28.960] くれていいよ僕の成長を見守ってねなん
[03:47:31.199] ちゃって都合がいいかなそれじゃおやすみ
[03:47:32.760] なさいクソ可愛いですクソ川おじさんおじ
[03:47:37.120] さんじゃないごめんクソ川ですここの
[03:47:41.080] メール2日酔いでしてくれてるんやで最高
[03:47:43.760] か
[03:47:46.000] 待って待って待ってオムファスト
[03:47:48.399] レディングおゼクパワーあ人だっけかな
[03:47:53.399] ただね説明書にはまだいっぱい乗ってんだ
[03:47:55.439] よだからまこの後増えるんじゃ
[03:47:57.640] ないなんちゃってお店がアフター推奨して
[03:48:02.359] るって頭おかしいだろこの店アフターに
[03:48:05.279] ついてお店の中だけなく外でも女の子と
[03:48:08.359] 過ごしたいその思いは女の子でも同じよう
[03:48:10.120] です嘘つけえお店では見られない
[03:48:12.479] プライベートな彼女が見れるかも繰り返し
[03:48:14.479] ますが天外でのホストカールとの関わりや
[03:48:16.920] 当店は関与しませんのでお客様の責任って
[03:48:19.040] [笑い]
[03:48:20.920] 候とんでもねえ店だ
[03:48:24.040] なとんでもね店だよ本当に変身ありがと
[03:48:28.479] うんよろしくへまた指名してくれるんだ僕
[03:48:30.760] 頑張らなきゃあなお可愛いかも
[03:48:33.800] なあなおも結構可愛く
[03:48:39.800] ないこれあれあ見てクリクリ
[03:48:43.359] 3万6000円
[03:48:46.880] なお可愛い
[03:48:49.279] やろ待て待てレボグリーン増えてるレボ
[03:48:54.520] グリーン2週間7万6000円うそ2週間
[03:48:58.120] 7万6000円これ多分キれ好き取った
[03:49:01.520] からなんだ
[03:49:02.520] 多分だからほらそうそうそうそうだほら
[03:49:06.319] 四角綺麗好き持ってるからあ2週間76
[03:49:10.319] てるんだね
[03:49:14.840] 週間2万6000円でもこれギャンブルで
[03:49:18.120] 運が良ければ1週間で9万5000円1
[03:49:21.600] 週間で9万
[03:49:25.439] 5000円1週間で9万
[03:49:32.020] [音楽]
[03:49:38.319] 5000円俺あの味があれが忘れらんねえ
[03:49:42.359] よ週で9稼いだあの時が覚えでもこれ
[03:49:46.439] 上がっていけばギャンブルより稼げない
[03:49:49.239] そういうことデイサービスセンター青い
[03:49:51.760] とりえこんなあっ
[03:49:54.319] た2週間5万2でも見てえ3万いくらだっ
[03:49:59.800] け3万6000円でしょ7万6000
[03:50:01.800] でしょこっちだったらああいやこっちの
[03:50:04.120] ちょっと解くか数千解くか浜情報サービス
[03:50:08.720] データ入力
[03:50:11.040] 万万ちょっとな72000な7万2か
[03:50:14.080] あっちはやっぱちょっと得だねこっちのが
[03:50:17.600] ねこれをマスターしたらこれをマスターし
[03:50:22.600] たら多分もっと1週間で5万とか出んじゃ
[03:50:26.359] ないえレボレボ行っとくレボレボでも7万
[03:50:30.840] 6000欲しいなこの辺でなこれ2週間
[03:50:33.600] 使うわごめん待ってこれこんなことやって
[03:50:36.080] と女の子攻略できんのかな全部つまみ食い
[03:50:38.319] してん
[03:50:40.080] じゃんごめんラストこれイトして行かせて
[03:50:45.399] ラスト1人行かせてそこで決めるわそこで
[03:50:48.439] 決めそこで決めて今回終りにしようで来週
[03:50:50.520] 末その女の子を攻略したいと思い
[03:50:59.359] ますて
[03:51:01.359] えあ
[03:51:03.920] そんな最悪1周目は誰も攻略しないって
[03:51:07.720] パターンもありじゃない確かに待って待っ
[03:51:10.720] てこんなことされたら
[03:51:15.040] マムーののだよ橋本さんが一緒に飲むのむ
[03:51:17.880] してくれないからののつまんないののと
[03:51:20.359] もっとおしりしようののお皿洗いばっか
[03:51:22.479] させられてんだよののまだ指名少ないから
[03:51:25.760] なるほどな次はののと飲むのむで決まりだ
[03:51:28.159] よそいじゃああ可愛いマニマニ
[03:51:34.120] のしのし
[03:51:36.319] のしのののたを1人にさせないでメネかち
[03:51:44.840] ルイ先生も
[03:51:46.680] かご指名待ってるのにどうかしたかしら
[03:51:49.760] たまには私と遊んでくてもいいんじゃない
[03:51:51.720] たっぷりおしゃべりしてあげるから
[03:51:54.960] おののかおののかののののなの
[03:51:58.920] かまあ可愛いなこれは
[03:52:03.520] マイムまマイムマイムってま別じゃねえか
[03:52:06.520] なてレレレみたいなですよねマイムマイ
[03:52:10.359] ムってねうまいごちぞレレレ
[03:52:15.760] じゃんマイムマイ
[03:52:26.560] ムでもまだまだ行ってねえ女いるんだよな
[03:52:30.760] いらっしゃいませようこそドリームクラブ
[03:52:33.319] へまだ行ってねえ女いるんだよないやでも
[03:52:37.279] これさののとか行ってカラオケとかでき
[03:52:40.239] たらいいな
[03:52:42.570] [音楽]
[03:52:44.800] どが番いと思うそれはもちろん私です皆
[03:52:48.279] さんです皆さんが番いと
[03:52:52.279] ごして
[03:52:56.720] 当てろ一に女してくあそんなあった言って
[03:53:04.239] ないのあねゆきちゃんせっちゃん
[03:53:10.080] 食そうだねでそう
[03:53:14.800] アイど今日ちょっとラスト時間的にラスト
[03:53:17.640] どれ行くみも行ってないあと4人行ってる
[03:53:20.840] んだなたこっからまだ増える可能性ある
[03:53:22.680] からね増える可能性あるからねあね行っ
[03:53:26.120] とくかじゃあそせっちゃんも気になってん
[03:53:29.000] だよ
[03:53:31.239] なだってこの辺とかまだいない
[03:53:34.520] じゃんあともう1人くらいは増えそう枠的
[03:53:37.760] にいやまだね2人ぐらい出てないのいるの
[03:53:40.600] よ
[03:53:42.120] このちゃんちゃんじゃん見てりほちゃん来
[03:53:46.239] て
[03:53:47.000] ないこれほらここういう系もいるんすよ
[03:53:50.479] まりちゃんこういう系もいるん
[03:53:54.840] だどうよこの辺も可愛いよね多分ねえりほ
[03:53:59.000] ちゃん普通にメメ
[03:54:00.640] 好中秒みたいなのなえ最後どこ行く今日
[03:54:05.600] 最後どこ
[03:54:07.170] [音楽]
[03:54:10.080] 行くまかゆちゃんかな
[03:54:14.720] やらんかはよ解放して役目でしょ役目
[03:54:20.000] でしょあかゆきちゃん見た目はゆきちゃん
[03:54:23.520] 好きだせっちゃん好きだ
[03:54:27.560] ねもうなんかやっぱこういうのってさ
[03:54:30.880] っぽいの潰し
[03:54:32.359] とく言い方もある潰しとくあのねこは
[03:54:38.040] なんか難しいと思うんだ甘って絶対むずい
[03:54:40.840] からあの藤崎しおりパターンだからこれ
[03:54:44.600] 藤崎しりパターンでしょどうせ甘がどう
[03:54:47.399] いうキャラか知りたある
[03:54:49.840] 絶対恥ずかしがり屋で超と笑顔一1枚だけ
[03:54:55.800] 赤怖い
[03:54:57.600] ねいやいやこれあれ選んでるだけ
[03:55:06.000] くさい
[03:55:08.080] あの来週も来週もまめんよう
[03:55:14.600] も全部味見して決めようゆちゃんもせっ
[03:55:17.880] ちゃんもありちゃんもみおちゃんも行く
[03:55:20.399] 行くそれで決めるじゃ今日はラストあね
[03:55:23.720] ちゃん行きますかじゃやっぱ噂されると
[03:55:25.439] 恥ずかしそうだね全部行きてえもんな今日
[03:55:28.800] 時間的にこれラストだご指名は天さんです
[03:55:32.840] ねましわかりましたかしこまりましたま
[03:55:36.720] あのメインヒロインだから可愛いんだろう
[03:55:38.760] なそれはもちろん
[03:55:52.720] メインなんですいらっしゃいませメイン
[03:55:55.120] メインメイいらっしゃいませ多分この子が
[03:55:57.120] メインよ1番ど真ん中にいるしあの1番
[03:56:00.439] 最初に紹介されてた
[03:56:07.640] からはい
[03:56:09.920] 可愛い初めましてあねですああなるほどや
[03:56:14.840] やっぱりそういう感じねやっぱりそういう
[03:56:17.040] 感じ
[03:56:17.880] ねなんか分かったなんかね清楚な感じ
[03:56:21.040] でしょ多分この
[03:56:23.319] 子多分そうだろうなと思ったんだ
[03:56:31.880] よ初めましてはいはいはいはいはいはい私
[03:56:35.640] あねと言いますまあまあまあこういう感じ
[03:56:38.880] だよなあだよな藤崎しおだよなあねちゃん
[03:56:43.560] か可愛いなありがとうござい
[03:56:46.120] ますちょっと喋り方可愛いなんかちょっと
[03:56:49.640] あのありがとうございますみたなん
[03:56:51.279] ちょっとあのすごい清楚な感じだねあのお
[03:56:55.960] 客様のことは何とお呼びすればよし頼む
[03:56:59.199] からまずチマゲームの呼んでほしいでいつ
[03:57:01.080] かれん君て呼んでほしい俺の名前は橋本
[03:57:03.920] れんだよではよろしいでしょう
[03:57:09.040] かかしこまりましたああすごいでもこの
[03:57:13.159] 子何何何ああすみませんちょっと緊張して
[03:57:20.199] しまってこのゲームには裏切りイベント
[03:57:22.239] ないのいやわかんないわかんないわかん
[03:57:24.080] ないれんちゃんメネ大いいねもしかして
[03:57:28.279] この仕事に慣れてないのまだ来たばっかだ
[03:57:29.920] よ最初からいなかったもんそれもあるの
[03:57:32.199] ですがうん私初めての方に対してはどうし
[03:57:37.040] ても緊張してしま最初はさチマゲームって
[03:57:39.960] 言わて急にレ君て言わ俺ははえるって
[03:57:45.000] だからさあのだからまたあれだってパンダ
[03:57:48.040] みたいに言うな
[03:57:49.120] レベ寝取りはちょっとな見ししちゃうのか
[03:57:53.399] なそうですね
[03:57:55.640] 可愛いなんとなくそれ分かるよおしい感じ
[03:57:58.399] だもんねあねちゃんよく言われますすみ
[03:58:01.479] ません
[03:58:03.159] 可愛い別に謝なくてもいいんだけどさ
[03:58:05.800] こんなことではいけないって自分でも
[03:58:08.600] 分かっているのですが発狂するよあのあれ
[03:58:11.399] みたいにあのFF2Fじゃイライラする2
[03:58:15.840] の時みてにねなんでイライラすんのなんで
[03:58:18.840] 悪言ってそうまられてこいこいつタ吸っ
[03:58:22.960] てるからんあのちなみにこいつ裏でもう
[03:58:26.399] あのせったあショちゃんの無視してくんね
[03:58:30.239] かしょしっぽ吸って
[03:58:33.600] ます男ってバカだよなうな顔してるすぐ
[03:58:37.199] ホイホイだからバカなんだよな男ってあ
[03:58:39.960] また指名入ったわバカの相手してくれよ
[03:58:44.640] 無視したらごと配信言う
[03:58:47.960] よそうだ
[03:58:52.239] 信メールアドレスを交換させていいても
[03:58:55.560] よろしいでしょうピスカ
[03:59:01.439] ピースありがとうございますでは私のの恨
[03:59:06.640] はすごいよえ
[03:59:12.940] [音楽]
[03:59:14.479] もよろしいですかいいよその積極的な感じ
[03:59:18.600] は優しい方で良かったですえねそれでは
[03:59:24.040] これからもよろしくお願いいたしますま
[03:59:26.560] 慣れてったらこの子も化けるなではお
[03:59:29.680] 飲み物のご注文をお伺いしますねおもです
[03:59:32.960] か任せちゃう私が選ぶんですかお俺俺に
[03:59:36.920] ぴったりな選んでそうですね俺に俺をお酒
[03:59:39.439] で例えたら何こちらをどうぞ何これおこれ
[03:59:43.199] ドリーム減るやけふざけんなよお
[03:59:46.720] のおいシレットとんでもねえの進めてきた
[03:59:51.159] ぞこいつああでも笑笑ありがとうござい
[03:59:54.880] ますふざけんなよ
[03:59:57.080] であれ何だドリームカクテルマグマかじゃ
[04:00:01.359] お前ヘやっぱり黒いわこれヘル行くわヘル
[04:00:04.479] ヘルあいやレインボーカクテルでいいよ
[04:00:06.920] こんくらい
[04:00:08.199] で乾杯しようぜそれでは潰しに来たねお
[04:00:11.720] 願いしますつぶすき満々だな
[04:00:14.480] [音楽]
[04:00:19.120] とんでもねえ2これゲージのたまりが半端
[04:00:22.120] じゃねえ
[04:00:25.560] これちょお話しよう
[04:00:30.399] よ出身地気になるな分かった当てる当てる
[04:00:33.760] 待て当てる当てる当たる当てる
[04:00:35.640] 当てる東北絶対
[04:00:39.359] 東北明けてるよねえそうですか東北
[04:00:44.920] ありがとうござだよな東北だよな
[04:00:47.520] 絶対出身はどこなの俺は都会だと予想し
[04:00:50.680] てるんだけどはい私は東京生まれですおん
[04:00:54.640] ないおんないおんないおんな秋田だよお前
[04:00:58.479] は地元帰って何言ってっかわかんねえ言葉
[04:01:01.279] 話すんだろおめえはじじババと東京だろな
[04:01:05.040] おめえあおんないおんないおんどうして
[04:01:09.199] 分かったんです
[04:01:10.520] か米作れ秋た帰ってお前は
[04:01:15.000] ちか影
[04:01:17.080] すげえ裏読みすぎですねり本ですか
[04:01:20.960] ありがとうござい
[04:01:22.359] ますいや夜グイグイグイそんなにじろじろ
[04:01:27.040] 見ないでくださいなんでよいいじゃない
[04:01:29.560] 大き声出しますからねなでは東北出身です
[04:01:34.359] がこんな子いませんから汗汗
[04:01:37.800] 冷ないです
[04:01:40.000] けどあのあんまり口にいませんしたかこた
[04:01:45.159] 入ってま入ってるわなあのジベみてな紐で
[04:01:49.760] 閉まるタイプのキリタポ食え切り
[04:01:54.520] たんぽカラオケ頼むチェすませねこれ
[04:01:58.560] カラオケどうやってやるん
[04:02:02.840] だこれからさのみ産だ剣を何何あやっぱり
[04:02:08.319] ね東北美人だよねなんだかいつもと違う味
[04:02:12.600] がしますな
[04:02:14.399] 気分がいいからでしょうか好感度しかねえ
[04:02:17.319] だろ馬鹿な女だったら歌ってくんねえから
[04:02:20.120] 歌私歌うよみたい
[04:02:23.490] [音楽]
[04:02:24.880] な何も持ってない持たざるもの最近体重が
[04:02:30.359] 少し増えちゃいました何ダイエットした方
[04:02:34.600] がいいですおめえみてな可愛い女が1gで
[04:02:37.600] もこのように増えたら俺嬉しいよ甘やかさ
[04:02:41.040] ないでくださいかい甘やかされるとダメな
[04:02:44.439] こじゃてください
[04:02:48.040] あバカみたいな喋り方可愛いとりあえず
[04:02:51.279] ウォーキングでも始めてみようかと思う
[04:02:54.000] けど俺も
[04:02:59.640] 買わまいいじゃない右下可愛い微妙だった
[04:03:03.880] 上がり何言ってるのえわかんねえやあれっ
[04:03:08.359] て毎日1時間くらい歩かないとダメなん
[04:03:14.399] ですよね好きでいな最低でもそれぐらい
[04:03:18.040] 抜かないとね私に続けられるでしょうか
[04:03:21.239] 一緒に続けちゃおうか本気でダイエットし
[04:03:24.439] たいなら続くでしょ要はそれだけやその声
[04:03:27.199] のほ男ほんまもてほんま持てない開始しか
[04:03:30.920] しないわこの男はそうですよねあやばい
[04:03:34.760] 可愛いでやるなら続けなきゃだめメインな
[04:03:37.760] だけあるよなメインなだけある
[04:03:40.920] ねわかりました赤い
[04:03:44.199] 頑張って今の今の今の分かりましたりまし
[04:03:50.080] の人公とどっちが持てないと
[04:03:52.800] 思うの主人
[04:03:56.760] 茶け感が
[04:03:58.760] まだやばいよあれはちょっとでき
[04:04:06.990] [音楽]
[04:04:12.720] ねるなけすみません今日はちょっと飲み
[04:04:18.600] すぎたのか喉が応募しかなくて
[04:04:26.610] [音楽]
[04:04:33.080] 歌まデートしようよは多分ないなテみち
[04:04:37.680] まだですか指この子ないねま苦手な食べ物
[04:04:42.520] でも聞いとこか
[04:04:45.319] ありますよ恥ずかしいですけどなん何が
[04:04:48.920] 嫌いなのあ分かった当てる当てる当てる
[04:04:50.800] わかったっ俺当てる
[04:04:54.960] よ
[04:04:57.920] サザあんまりたくないんですけどあすげえ
[04:05:02.720] エリすごいピマンですやっぱこいつあれだ
[04:05:06.760] あれ1回あれだあのキャバクラに金落とし
[04:05:10.120] まくて発してるだけあるわすげえ当たった
[04:05:12.760] おら当たったすげえわかんだろうな多分何
[04:05:15.680] 回も買ってから現実
[04:05:17.800] でやってるわ
[04:05:20.840] 笑笑ちなみにこの子声優が悪なので子
[04:05:24.920] みたいだって思いました
[04:05:29.680] ねてあの苦い味がダメなんですなんでよ
[04:05:34.560] 臭い
[04:05:37.279] ちょっとおいしいあピーわ待ってピーマン
[04:05:42.640] とさ
[04:05:44.159] お肉の炒めたやつあれ中華のなんて言うん
[04:05:46.319] だっけマクロスデルタねねねね
[04:05:49.399] ねバンバンジーじゃなくてホイピーマンと
[04:05:55.040] なんかたけのこの細いやつと竹もダメそう
[04:05:58.239] ちんじお者グさん歌ってないんだっけ神社
[04:06:02.479] 無理をすれば食べられないことはないん
[04:06:04.880] です
[04:06:06.560] けど中のお肉だけ食べ
[04:06:10.960] ます君はなかなか可愛いと思う俺は
[04:06:14.439] 君なかなか光るものを持ってるよダイヤの
[04:06:18.439] 原石中のお肉だけ食べます俺もこれ使い
[04:06:21.920] たい俺もこれから使っていこう中のお肉
[04:06:23.960] だけ食べますこのひそひそ話中のお肉だけ
[04:06:27.399] 食べますこれが可愛いと思う
[04:06:30.239] ますあのえどうします延長
[04:06:37.439] ですんなありがとうございます延長です
[04:06:42.720] それでは
[04:06:44.159] 引き続きどうぞこゆっくりお前可愛い
[04:06:49.640] 女さすがにこれ伸びきれねえなこの
[04:06:52.199] カクテル死ぬか死ぬか死ぬか飲める飲め
[04:06:54.479] ああだめだめて
[04:06:56.439] ちゃえこの子いいんですかじゃあこの子お
[04:07:02.920] 酒強くないからあんまりちょっともうお酒
[04:07:05.640] 弱いのにしようぜこの子ぶっ倒れられたら
[04:07:08.319] やだちょっと楽しいこの子は可愛いから
[04:07:10.439] 梅酒とか弱いべ多分梅酒とかいいん
[04:07:15.680] はい
[04:07:19.279] はいアクティブしないと時間
[04:07:24.880] がたオムはどうなのオムオむって多分
[04:07:27.920] なんか文字書いてくれるんじゃねえはい
[04:07:30.960] 用意いたしますねお待たせしましたこれ
[04:07:36.319] おいしいですよケチャップやってくれん
[04:07:38.040] じゃねえ
[04:07:38.960] のど
