[00:00:00.000] OG
[02:56:12.960] 態度の人いるよね笑これ
[02:56:16.439] 何気をつけろたの雷じゃねこれチって言っ
[02:56:22.399] てかランダムで勝手に起きるんだよこの
[02:56:25.520] イベントがま待あの外歩いてそう見て体力
[02:56:28.960] 見てみ体力見てみ体力がこうなるのよ体力
[02:56:32.319] がこれになっちゃうの意味わかんだろ69
[02:56:35.040] ビスーパーゲームステーションカあれ
[02:56:37.800] スーパーゲームステーション
[02:56:39.580] [笑い]
[02:56:41.560] や
[02:56:43.600] カミンなんでやねんなんでやねんだよ本当
[02:56:46.680] にごめんて言ってんじゃん
[02:56:49.439] 悪かったは100譲っても理解はしたって
[02:56:52.279] 言ってるだけで謝ってはご
[02:56:59.100] [笑い]
[02:57:02.780] [音楽]
[02:57:05.600] センキューLOVE
[02:57:09.319] LOVEらし
[02:57:12.080] たLove
[02:57:17.630] [音楽]
[02:57:25.640] もうこの回復アイテム
[02:57:28.160] 作ん145かし76ゴルデア本当になぜか
[02:57:33.840] とい出したい69プがなかなかまだはげん
[02:57:38.200] やっ
[02:57:40.040] てハガさんこのゲームバカ長いんだけど
[02:57:43.600] もうマジで長いよこれ終わんないよ
[02:57:48.760] ニコニコ会お疲れ様でしたニコニコ会お
[02:57:53.000] 疲れ様でした離れてからってこないの
[02:57:56.200] むかつくんだよな何何何私旦那いつも謝る
[02:57:59.160] けど私が怒ってる時2m
[02:58:01.920] ぐらい楽しかったですそうか2m離れて近
[02:58:07.600] こねん
[02:58:09.080] だでも愛してんだろも愛してんだいい
[02:58:12.000] じゃん
[02:58:12.920] イングリッシュはなめちゃまがいやいや
[02:58:16.720] いやちゃアイムチマゲームイングリッシュ
[02:58:18.640] ネームチマゲームちゃうのこのゲーム本当
[02:58:22.520] 長いんだよマジ
[02:58:25.640] でそっかハガさんすげえななんかいろんな
[02:58:29.420] [音楽]
[02:58:31.720] ゴゴゴしかもなんかAmazonプライム
[02:58:33.920] のさあれでしょ外さんさあのなんだっけ
[02:58:37.240] [音楽]
[02:58:39.120] あれ超出てる超出てるしあの史にも出てん
[02:58:43.920] だよやばくない
[02:58:49.840] やべえよなもうほとなんかなんか本当
[02:58:53.720] すげえ
[02:58:55.120] わマジマジマジAmazonプライム
[02:58:58.640] のやばすぎ
[02:59:03.600] でしょいやなんかそういう配信者俺も慣れ
[02:59:06.439] たらなと思う
[02:59:08.359] わすごい人だよすごい人ですよないのにえ
[02:59:13.760] 結してる
[02:59:15.520] でしょ忙しい
[02:59:20.000] あれあとどここれあれあと行ってないとこ
[02:59:23.200] どこちょっと待ってストップ攻略サイト
[02:59:26.680] 見るあとどこだっけ最近引っ越し配信とか
[02:59:29.680] でしてましたけどあね確かにねてかあの
[02:59:32.399] あの部屋すげえよてるあそうなんやこの数
[02:59:36.840] 月はやってなかったあそんなやってなかっ
[02:59:39.960] たっけ
[02:59:41.110] [音楽]
[02:59:43.340] [拍手]
[02:59:44.880] のそうそうあれのなんかプラでなんか
[02:59:48.359] 新しいのやってんだよ
[02:59:56.239] ね待ってこれさ今ね攻略サイト見とんだ
[02:59:59.600] けど次なんだっ
[03:00:01.399] け病院もクリアしたでしょあれもうじゃあ
[03:00:05.160] あれ
[03:00:06.279] かもうあれ
[03:00:08.760] か全員分のイベントこなしたっけえもう
[03:00:12.600] 行けんのファンタジーファンタジーランド
[03:00:14.520] 行けんのか
[03:00:15.520] なファンタジーランド行けんのかちょっと
[03:00:18.399] こ本当このこのサイト思い
[03:00:21.239] 重たいえもうないのかな何も
[03:00:25.439] えここは病院
[03:00:28.359] でしょビミえー病院もクリアしましたよね
[03:00:33.279] ここ行きまし
[03:00:34.740] [音楽]
[03:00:37.640] たうわお見てみんなここの生地見てど時代
[03:00:42.439] でもある前にサイトが重いってことある
[03:00:44.920] いや重いんだよここURL
[03:00:48.560] ほら敵敵がさあの水色のやべえやついる
[03:00:51.720] じゃんあれのこと書いてある
[03:00:53.670] [音楽]
[03:01:00.160] わあマイキとフスマイキで一発で死ぬんだ
[03:01:04.120] なるほど
[03:01:05.960] [音楽]
[03:01:13.160] 今その病院もクリアしてえ
[03:01:19.840] ねもうでもほぼほぼクリアしたと思うんだ
[03:01:23.560] よ
[03:01:27.479] ねこの辺の敵だったらもう雑魚だからいい
[03:01:30.120] んだ
[03:01:30.880] けどちょっと待ってラてやつセクシーやな
[03:01:34.120] だてセクシーだよねでも超弱い
[03:01:36.399] けどえ愛と優しさはのさん校病院で行け
[03:01:43.319] そうよ全部行ったし行った全部行ったよね
[03:01:51.239] 警察行った行った行ったはいはいはいあ次
[03:01:55.960] あれだファンタジーゾーンだちょっと
[03:01:57.520] 行こうぜ楽しみになってき
[03:02:00.399] たどこにあるかわかんねんだ
[03:02:03.560] けど次やめてやめろ先生
[03:02:08.880] 攻撃のファンタジーファンタジーゾーン
[03:02:11.720] 行きましょうやらファンタジーゾーンには
[03:02:13.279] どうやらなんかあの人間が生き残ってる
[03:02:16.080] らしいのねにって感じなんだけど人間出て
[03:02:19.279] くんのかなちょっと楽しみじゃ
[03:02:21.480] [音楽]
[03:02:24.960] ねどうやら人間がいるらしいんだよね
[03:02:27.399] ファンタジーランドに
[03:02:29.000] は行くだけ行ってみましょうかじゃそこ
[03:02:32.239] これマジで虫虫除けスプレイねえの
[03:02:35.000] これゴールドスプレイとかねえのかな戦闘
[03:02:38.600] がマジで多いファジゾーンファンタジー
[03:02:41.640] ゾーンファンタジーゾーンてゲームだな
[03:02:43.080] ゲーム見てだねファンタジーゾーンだっけ
[03:02:45.080] んだっけファンタジーファンタジーランド
[03:02:47.600] だけだけなんかねこのなんか後輩した地球
[03:02:50.439] にファンタジーランドねファンタジー
[03:02:52.120] ランドかなんかそのどあのなんだっけあれ
[03:02:54.640] が残ってんだよまだあのなんていうのだ
[03:02:57.160] 殺し
[03:02:58.800] だ人間がまだ生き残ってるらしいのよそこ
[03:03:01.840] にファンタジーランドドっていうなんか
[03:03:03.760] 遊園地が残ってるみたいででなかそこに
[03:03:07.120] 入るのには人間じゃなきゃ入れないみたい
[03:03:09.279] なのねでなんか
[03:03:10.920] 人間イントロレミンオフゼルダ
[03:03:16.080] 2ゼルダ2
[03:03:19.120] ゼルダ2ってあれだよなあのリンクの冒険
[03:03:21.120] だよ
[03:03:21.900] [音楽]
[03:03:28.760] ね
[03:03:39.560] ないだよね俺もよく出てくるなこれだよね
[03:03:43.760] あのダンジョンのBGMってねゼルダ2の
[03:03:49.720] すごいすごいよね俺もよく出て
[03:03:56.520] たワのワ
[03:04:00.800] のこれこれワニ
[03:04:05.319] のこ笑笑バカ似てるからこれちなみ
[03:04:12.000] [音楽]
[03:04:15.880] にとできる
[03:04:21.680] いやあのあのどっちキンととととはアニメ
[03:04:28.359] 版ねゲームはピだ
[03:04:31.640] よゲームは
[03:04:37.120] ねやるじゃんす俺秒で出るからで
[03:04:42.680] も秒で出せるから俺秒で出る
[03:04:50.040] 最近のはわかんねえけど最近のポケモン
[03:04:52.319] わかんねえけどなピカチュウも両方やって
[03:04:55.760] ピカチュウアニメ版のピカチュウは
[03:04:58.680] カビゴン
[03:04:59.640] ピッカピッカーじゃんあのあのゲーム版
[03:05:07.880] はこれゲーム版
[03:05:11.200] ピカチュウえカビゴンは
[03:05:14.960] ボンあ来た来たカゴの鳴き声は最の
[03:05:19.600] ポケモン言われて萎えるのいつも笑う
[03:05:22.200] 不思議だだだめだめふしでしょで
[03:05:27.880] えっとアニメ版はアニメじゃないアニメえ
[03:05:31.720] ゲーム版はゲーム版は
[03:05:35.920] えこれ本当なんだってゲーム版これなん
[03:05:39.399] だっ
[03:05:43.279] て行きます
[03:05:50.640] 門の奥より声が聞こえるワのこ感情
[03:05:54.560] センサーに格いたしましたお入れるやん
[03:05:59.000] どうぞお入りくださいは人間の心を
[03:06:02.080] 取り戻したから俺たちは優しさと愛が誰も
[03:06:04.960] 正解わからないの笑うビリリ集めたった
[03:06:09.319] ビリリ玉ビリリ玉は
[03:06:12.399] バンバ
[03:06:16.560] おくせあのあれなちなみにあれあの
[03:06:21.479] マルマイン
[03:06:24.399] はお何このBM何この
[03:06:30.920] BGMかっこ
[03:06:32.840] [音楽]
[03:06:35.319] よ南33が5ドルでサブスしました4ヶ月
[03:06:40.439] 目ですBGMやばん
[03:06:47.640] マプマ
[03:06:50.040] ナイだスレム
[03:06:54.920] システムisのこと酒システムってなっ
[03:06:57.640] てるのおかしいだろめっいいなんかここ
[03:07:00.439] どうやら人間がいるらしいんすよお邪魔し
[03:07:04.680] ますいらっしゃいませ人間じゃん何に
[03:07:08.279] いたしましょなんで驚かないのお前らは
[03:07:10.439] いや物を買いに来たのでは
[03:07:13.239] ない質問したいのだがお前の名は
[03:07:18.520] いらっしゃいませ
[03:07:20.200] えいし
[03:07:24.239] ましょうおのり
[03:07:27.000] だいらっしゃいまあもうなんかおかしいね
[03:07:31.520] なんかおかしいねでは質問を変えよう人類
[03:07:35.800] は滅亡したはずだがどうしてこの町の人々
[03:07:39.000] は生き残った
[03:07:40.560] のいらっしゃいまあおかしいねし
[03:07:46.000] ましょうななもういい
[03:07:50.040] だろエベンインフレ軍ラング上げウ
[03:07:54.960] ロドマーレ44ハゲ
[03:07:57.800] ロールハゲロールマーレ44ハゲロール
[03:08:01.800] なんかおかしいよ
[03:08:06.520] ないらっしゃいませえ何にいたしましょう
[03:08:10.920] かベリーノスタルい話しても無邪魔したな
[03:08:16.680] なんかおかしいね
[03:08:18.200] しかもなんか武器と防具ってなんかこの
[03:08:20.080] なんかRPGの絵に書いたようなさ街なっ
[03:08:23.720] て何これて大体こんなもんじゃん
[03:08:26.680] いらっしゃいませ何にいたしましょうか
[03:08:31.560] いや話しても無駄のようだ邪魔した
[03:08:35.239] なさんなんなん
[03:08:40.479] だろうねちょっとなんやねんここちょっと
[03:08:42.880] 間違いらっしゃい日本人からちょっとずれ
[03:08:45.520] てしかもPCンって
[03:08:48.560] よく見たら今PCエンジン売ってたねえね
[03:08:52.319] あしかも何
[03:08:54.560] えうせ曲何が何が何
[03:08:58.920] が何がみさん人間出てきたんだけど魔王の
[03:09:04.479] 壺もって
[03:09:06.000] た人間やんこれ相手見て人間だのこれ戦っ
[03:09:10.680] ていいのナイトってこ人間じゃねえ
[03:09:13.800] いやいやいやありがとうありがとう
[03:09:17.520] 人だよ
[03:09:20.200] ねえ倒しちゃったよ人間じゃないのこれ
[03:09:24.200] なんか全然
[03:09:26.399] 人間だよ
[03:09:31.800] ねなんかしかもこれ絵に書いたようなかな
[03:09:34.960] のおかしいよね人間だよえ人間やん
[03:09:41.680] はナイトとかなんかえでもおっぱい出てる
[03:09:45.319] けどおっぱい出てるところからもう真っ裸
[03:09:48.880] の女剣士いるけどしかも待これだけ見たら
[03:09:52.399] どっちが主人公だかわかんねえよ俺たちが
[03:09:55.800] 魔物みてえ
[03:09:57.279] じゃんパソコンジオ服エンジアメスイン
[03:10:03.600] ングリッシュ
[03:10:04.640] PCエンジンって英語でなんて言うんだっ
[03:10:07.120] けコアグラフィックスだっ
[03:10:10.399] けなんこれゴールデンウィークある急だな
[03:10:14.200] あるよ明日明後日明日明後日は
[03:10:18.080] あれ仕事だけど明日明後日行ったら休みま
[03:10:22.239] 俺たが俺たが魔間違ないだ
[03:10:25.070] [音楽]
[03:10:27.680] グラックス
[03:10:29.319] 16ターボグラフィックス16っていうん
[03:10:33.490] [音楽]
[03:10:35.439] だ16
[03:10:44.260] [音楽]
[03:10:48.000] なんかこれなんかえなんで魔法やっぱ人間
[03:10:51.080] とは愛入れないって
[03:10:52.180] [音楽]
[03:10:57.359] こと強
[03:10:59.439] こいつこいつ強
[03:11:02.319] くっくっ女剣士強
[03:11:06.800] ツボツボグラフゴブリンだけに弱そうあの
[03:11:11.279] 女ゴブリンだけめちゃくちゃ弱そう今
[03:11:14.040] あなた村を襲うなんか私村襲ってるみたい
[03:11:16.760] になってるね
[03:11:20.760] 人間はやっぱり死んでるのか
[03:11:27.440] [音楽]
[03:11:31.520] な今日2時まで今日2時まで2時半まで
[03:11:36.359] やろっかなどうしよっかなちょっとこれ
[03:11:37.920] 続き気になるからもしかして2時半までに
[03:11:39.760] 切りが悪かったら2時あ2時までに切り
[03:11:41.960] 悪かったら2時半までやろっか
[03:11:45.200] なシーフだって
[03:11:47.760] ねこれちょっとここちょっと気になるよ
[03:11:51.840] ねえなんかどう
[03:12:00.440] [音楽]
[03:12:02.520] いうあどっち行けばいいだちょっと獲物が
[03:12:06.279] ま獲物がいたぜって本当に悪者じゃねえか
[03:12:08.359] 俺たち曲めっちゃいいこのフィールドの音
[03:12:11.760] ね
[03:12:14.940] [音楽]
[03:12:27.960] うんなんかレベル上がんなくなってきたな
[03:12:31.640] 敵多いってそんなに人いやめっちゃ
[03:12:35.720] [音楽]
[03:12:41.319] おるスペア
[03:12:43.920] スタシオンAオ
[03:12:53.560] じんねめちゃくちゃ
[03:13:00.750] [音楽]
[03:13:05.640] 幅おまだやってくれてんマジで
[03:13:19.080] ノー
[03:13:19.880] プロブレム私待つわいつまでも待つ
[03:13:23.160] わ私待つはいつまでも待つは例えあなたが
[03:13:31.439] シルバーサファー手に入れられなくて
[03:13:35.439] も
[03:13:44.040] スネアあれもうれたつ海外コネクション
[03:13:49.200] まで持つようになったでもねがねえ
[03:13:53.680] からの突然何人もの人間が立ち突然いうか
[03:13:58.239] もずっといたけど彼に武器を
[03:14:01.840] [音楽]
[03:14:03.000] 持ち様姫様我は王の命令によ倒すにちっ
[03:14:17.399] ぞそうだようるさい行くぞはその一段は
[03:14:21.720] 襲いかかってき
[03:14:24.080] たえあ戦う
[03:14:26.920] の戦うんかいなんやねんい多い
[03:14:30.960] なま大強くねえ
[03:14:39.000] からもう1発よこれ笑笑確かにこんない
[03:14:43.880] なかったよなわ強いちょっと硬いぞこいつ
[03:14:48.000] らまさかめちゃくちゃ強いとかやめろよ
[03:14:50.560] だるいからいいぞもうそういうのあセーブ
[03:14:52.319] してないよんこれ終わったらセーブしよう
[03:14:55.720] さっきのはエロい姉ちゃんいねえなあ弱え
[03:14:59.319] わめちゃくちゃ弱えすぎ笑めちゃくちゃ
[03:15:03.200] 弱
[03:15:04.380] [音楽]
[03:15:07.000] スラックス16ボディアン
[03:15:11.479] ブラックあれもう読むの疲れた
[03:15:16.040] [音楽]
[03:15:22.279] はいはいはいはいうんお前はこのなんか
[03:15:26.160] クソ裸女めちゃ強えんだよくっ姉ちゃん
[03:15:31.040] やそれは卑怯
[03:15:34.680] でしょのがれて滅もありえなくもない確か
[03:15:39.560] にえ何それ
[03:15:42.840] 勝てえって
[03:15:45.240] [音楽]
[03:16:11.279] 殺った
[03:16:17.239] じゃねあらその胸には
[03:16:21.000] EXHPなどと書かれたカタカタと虚しい
[03:16:25.359] 音を立てながら回っていたなんだっ
[03:16:28.160] てここ
[03:16:30.199] はここは人間の街なんかじゃHP
[03:16:34.239] MPスケルトンはりと言っ
[03:16:37.239] たその言葉も風の音にかき消されていたか
[03:16:41.239] もしれ
[03:16:43.840] ないしかもなんかHPとかMPとかって
[03:16:47.560] RPGのあれや
[03:16:49.720] んインングリッシュ
[03:16:52.680] ブレア
[03:16:54.560] キングスワディインシュシステムそイン
[03:17:00.040] システ
[03:17:03.840] アロイ
[03:17:05.399] う人間いると思ったらロボットだったうん
[03:17:08.920] うん
[03:17:10.160] うんジゲーの身体の中もこうだよねいやま
[03:17:13.760] そうだけどだから体重重いんだよ俺機械だ
[03:17:16.560] から太ってるわけじゃなく
[03:17:26.160] てシステムてる
[03:17:31.610] [音楽]
[03:17:46.960] かなチゲはあんこたっぷりかでもなんか
[03:17:50.359] 人間が作人間のロボットなだけ人間しか
[03:17:52.880] 作んねえべ宇宙人が作ったとはちょっと
[03:17:55.439] 思えないの
[03:17:57.199] でちょっと人間はなんか1匹ぐらいなんか
[03:18:00.800] 最後の生き残りみたいのいるんかなと思っ
[03:18:03.279] てる
[03:18:04.720] けどおもろなってきたやんけやっぱこの
[03:18:07.439] ゲームこのゲームやっぱおもろい
[03:18:10.199] なこのゲームやっぱストーリー面白いね
[03:18:17.600] ちゃまさんの配信見てると分も日本語を
[03:18:20.760] 勉強したいで
[03:18:23.359] 人のに失したって言ってた話も伏あそう
[03:18:27.760] いう
[03:18:29.040] こと人間いないってことどうなん
[03:18:33.479] だろうちょっと進んでみましょう
[03:18:36.239] かえこっち何もないん
[03:18:43.680] けなんやねん何もないんかい
[03:18:48.920] じゃこいつら遠慮なく殺していいってこと
[03:18:50.680] か
[03:18:52.760] な何気に敵強えんだよ
[03:18:55.920] な
[03:18:57.560] 柏
[03:18:59.920] のわかんねえわうまい
[03:19:03.310] [音楽]
[03:19:04.920] の薄クリームパン食いてえな薄薄シリーズ
[03:19:09.000] あれ5個から4つになっちゃったんだよ
[03:19:11.199] ねいておいしいよ私
[03:19:17.479] うまいカリンとまじはマジでうめえよ
[03:19:21.340] [音楽]
[03:19:24.359] なよ18kgあり
[03:19:27.439] とうんこやうまい大好きカンまじもいい
[03:19:31.880] ですねうまいよね
[03:19:35.640] あかうんこのスタンプやめてよやだ
[03:19:40.600] なやだななんかジェネリックなら100円
[03:19:44.319] ローソのやつは今でも5個入りですそうな
[03:19:47.199] んだ
[03:19:49.910] [音楽]
[03:19:52.319] ネッあげまじだちょっとちんじゃ
[03:19:55.030] [音楽]
[03:19:59.080] ね分かんないげまじがわかん
[03:20:02.040] ないこれだよる
[03:20:10.279] よ
[03:20:12.600] オオオなんやおスケルトン合体だってあは
[03:20:17.880] 浅草のどうしよっかなスフどっちの方が
[03:20:21.800] いいかなどっちでもいいな正直なこれ
[03:20:23.800] チョコだよスケルトンスライム弱えんだよ
[03:20:26.800] などっちがいいかなスライムちょっと
[03:20:29.000] どっちと合体するこれスケさん誰と合体
[03:20:31.600] スケさん誰と合体しようかなスフィンクス
[03:20:34.479] にするアイテム作成作れるんだよねでも
[03:20:37.239] あのすけさん結局アイテム作成持ってる
[03:20:39.760] からね麻痺しない火に弱い武器防御麻痺し
[03:20:44.520] ないをちょっとここ与しとこうか麻痺し
[03:20:46.120] ない方がいいく
[03:20:47.920] ないさあどんな見た目になるでしょうか
[03:20:52.000] えーめっちゃ気持ち悪いじゃんあんな
[03:20:56.239] かっこよかったの
[03:20:58.160] に無事逃げることができたって何うわださ
[03:21:02.640] う
[03:21:04.120] うもうなんだかわかんねえなこれ
[03:21:06.920] スケルトンて言わねよキモテスポケモン
[03:21:10.680] イシシステムYベアてんてどうやここは
[03:21:15.720] 病院のようでなんか変なところに仮面つい
[03:21:18.399] てるいらっしゃいませどんなご要件
[03:21:21.199] でしょう
[03:21:22.760] か奥から何やら機械音が聞こえてくるうん
[03:21:27.319] 一向は黙って奥の部屋へつ扉を開け
[03:21:30.439] た奥の部屋ではロボットの修理が行われて
[03:21:34.439] い
[03:21:36.199] た誰なのこいつらはなんてこと飲酒
[03:21:40.160] システムど人類はやはり滅びでしまったん
[03:21:43.040] だ
[03:21:44.399] なロボットが何やら
[03:21:47.040] 声でて
[03:21:51.460] [音楽]
[03:22:16.800] 我々ではないのだお前たちも分かっている
[03:22:20.880] だろう我々は自分たちに決着をつけなくて
[03:22:24.479] はならないの
[03:22:26.040] だスケルトンの叫びを皆静かに聞いてい
[03:22:30.880] た彼らも心の奥ではそう感じていたのかも
[03:22:34.680] しれ
[03:22:35.359] ないです自分たちのこれからするべきこと
[03:22:38.880] が何であるか分かっていながら否定してい
[03:22:42.160] たのかもしれ
[03:22:43.600] ない行こう
[03:22:47.399] わからないけど芸術が高いものは万国共通
[03:22:50.800] だと言ってますな
[03:22:54.600] うん
[03:22:56.560] へえなるほど
[03:22:58.560] ね要はここにいる人間は全部ロボット
[03:23:02.479] でニコニコニンマリは分かるんか
[03:23:05.880] [音楽]
[03:23:07.439] いへえなるほど
[03:23:11.640] ね城ってどこ
[03:23:13.960] よ白ってどこなん
[03:23:21.880] めっちゃBGMいいし1回聞いて
[03:23:24.720] いいこれ戦闘に会うと聞こえなくなっ
[03:23:27.520] ちゃうから
[03:23:33.000] さめっちゃいいないやこのゲームBGM良
[03:23:37.080] すぎでしょ主人公人間じゃないあの主人公
[03:23:41.600] はこれモンスターなんす
[03:23:43.760] よはモンスターなのー
[03:23:48.319] な人間が滅んだ世界地球を人間が滅んだ後
[03:23:53.840] の地球をモンスターV宇宙人で奪い合うっ
[03:23:57.520] ていうストーリーなのねなんだけどなんか
[03:24:00.479] よくわかんねえけど色々あってなんか人間
[03:24:02.840] 生きてる臭くねってなってここに来たら
[03:24:05.600] なんかロボットの人間たちがいっぱい襲っ
[03:24:07.520] てきてなんだなんだってなってるところな
[03:24:08.880] んだいやこれねめちゃくちゃストーリー
[03:24:10.760] いいからねぜひ海外さんもやってほしい
[03:24:12.760] 長いけどめっちゃ長いけど
[03:24:16.580] [音楽]
[03:24:18.160] わ来たBGM1回セーブするわスペア
[03:24:24.160] スタオ外人の相手はあれだわMDXに任せ
[03:24:27.800] たスーパーゲームステーション
[03:24:31.439] さんここが王の城のようで
[03:24:36.399] ある確か伝説の時代では人間は我々の魔に
[03:24:42.239] よく侵入してきたらしいな
[03:24:46.520] まさか我々が逆の立場になろうとはなんか
[03:24:49.000] 本当RPGみたいだねおかしなもの
[03:24:51.920] よ一向はゆっくりと城の中へ入っていっ
[03:24:58.040] たな本当作られたえここで海外のゲーム
[03:25:02.800] 市場も常に
[03:25:04.640] 勉強から
[03:25:06.840] ねBGMやば何
[03:25:11.640] このめっちゃBGいいな
[03:25:16.920] [音楽]
[03:25:18.560] なん
[03:25:19.810] [音楽]
[03:25:20.960] なんなんなんなんなんなんなんこのゲーム
[03:25:24.000] ちょっと2時半までやるわけ
[03:25:25.810] [音楽]
[03:25:27.840] よいやいいゲームだなおもろいゲーム
[03:25:36.310] [音楽]
[03:25:46.760] いやこの後なんかでボス来そうだねでも
[03:25:50.120] ね
[03:25:54.720] ねレコード発売するってこゲームだそう
[03:25:58.439] そうそうそう
[03:26:00.240] [音楽]
[03:26:03.800] そうニコが教えてくれたんだよ確かこの手
[03:26:06.560] たとかはエイリアンこの戦士たちはなんか
[03:26:08.920] ねロボットなんすよねここに来て初めて
[03:26:11.600] 人間が襲ってきたってなってそう人の
[03:26:15.239] ボト実されてのはロボットを作ってる工場
[03:26:18.319] だったんだ
[03:26:19.279] よめちゃくちゃいいよこまめセーブだねあ
[03:26:23.800] みさん買った方がいいんじゃないめっちゃ
[03:26:25.800] ストーリー気になる笑いやこれ
[03:26:28.000] めちゃくちゃおもいよストーリー本当
[03:26:31.080] に本当面白いからやってでもねやっぱ昔の
[03:26:34.960] ゲームだからかなりしんどいあのかなり
[03:26:40.520] しんどいかなりねあのなんつうの荒い
[03:26:44.359] ところがうんレコードうんいいんじゃない
[03:26:46.520] これねラストハルマゲドンPCエンジンの
[03:26:49.439] えっとあれえCDロムロムか
[03:26:53.199] なあのなんだっけあのポリメガがあればね
[03:26:57.199] できるもんねポリメガ俺も俺わざわざこれ
[03:26:59.960] やりたくてさあの実機揃えたんだから発売
[03:27:02.680] 当時はパソコンユーザーには斬新なもの
[03:27:05.359] でしたからねたしマチスのあれが出
[03:27:08.520] てそうそうそうそうそうこのゲーム俺前に
[03:27:11.680] さ俺外さんにも言われたじゃん俺なんか
[03:27:14.080] あのおいつってこれ
[03:27:16.760] あれじゃねえかよヒトラー出てくんじゃ
[03:27:18.600] ねえかつってであのまそんくらいなら
[03:27:21.399] 大丈夫ですよって言ってくれたじゃんこの
[03:27:23.120] ゲーム
[03:27:24.080] よこの
[03:27:26.840] ゲーム思いっきりヒトラ出てくんだ
[03:27:29.640] よでもね普通に面白いマジで本当に面白い
[03:27:33.680] でレベルアップがなんかねあのFF2と
[03:27:36.760] 同じなんて言うのあれなのよFF2と同じ
[03:27:40.560] さあの熟レンドシステムで人間滅んでるの
[03:27:44.080] にヒトラー出てくるなんで出てくるかって
[03:27:47.239] いうところが面白いんすよなんで出てくん
[03:27:49.359] のかっていうのが面白い
[03:27:51.460] [音楽]
[03:27:53.800] のこれが面白い本当でもねストーリーは
[03:27:56.880] マジで面白いBGMもやばいマジで
[03:28:02.399] いいこれは面白いゲームだよ本当
[03:28:09.199] に熟レンドシステムだからねそこが
[03:28:12.279] ちょっと大変だけど
[03:28:14.000] ねこれはプレイしてもらわないとわからん
[03:28:17.279] ですそう考えられてるストーリーですね
[03:28:21.120] よくできてるよ本にのゲームクソゲーでも
[03:28:23.560] 音楽はなぜか曲が多いですからあるある
[03:28:26.840] クソゲーほど曲がいいん
[03:28:30.239] だしかも何このちょ今でもマップ見ながら
[03:28:34.160] やってるわさすがにこれマップ複雑すぎる
[03:28:38.239] から曲いいなあすいませんマップ変わっ
[03:28:43.279] ちゃうんだね
[03:28:48.510] [音楽]
[03:28:59.439] ルていうかこれってクリアどこなんだろう
[03:29:02.720] もしかしてもうそろそろクリアかそんな
[03:29:04.760] ことねえよ
[03:29:06.279] なメニー音楽なんでそんなにアップなんだ
[03:29:10.479] よいいとこに突っ込むよねあまだ発しない
[03:29:13.720] 6月だよこれレコードでんの6月そうこれ
[03:29:15.560] のサントラのレコードが6月に出るんだ
[03:29:18.680] よこれメニューの音楽聞いてめっちゃ
[03:29:22.560] ポップなんす
[03:29:24.600] [音楽]
[03:29:26.479] よめっちゃポップでしょメニュー画面の
[03:29:31.680] 曲可愛いんだよめっちゃMP回復しよっか
[03:29:35.720] なシャイニングスコーピオンに出てきそう
[03:29:39.279] シャイニングスコーピオンわかんねそう
[03:29:41.000] いうゲームあるのおエミちゃんレドやの運
[03:29:45.399] がですかあどうなんだろうね
[03:29:49.970] [音楽]
[03:29:51.199] ナイのーあスミニ46月な6月6月ナイス
[03:29:57.760] レ
[03:29:58.600] ありがとうナイスナイスレドありがとう
[03:30:09.350] [音楽]
[03:30:19.520] アップじゃなくて今日もこのゲームをてい
[03:30:22.720] ますよ
[03:30:24.830] [音楽]
[03:30:29.640] れれこの
[03:30:32.800] どうもこんばんはが足りないさんどもん
[03:30:36.040] なんか多いな
[03:30:46.199] こんばんはありたこんばんはこんばんは
[03:30:48.880] こんばんは今日もこのゲームをしいとり
[03:30:51.439] ます1回セーブしようとちょっと初
[03:30:54.239] チャット多いんで初チャット多いんで
[03:30:56.239] ちょっと僕あの僕のチャンネルトレーラー
[03:30:58.279] 見てもらっていいですか腰淡々と視聴者
[03:31:02.000] 獲得を目論んでいいえなんす
[03:31:06.960] かはいどうもはいどうもちゃまゲームと
[03:31:11.120] 申しますよろしくお願いしますレート
[03:31:13.520] センキューなトアウトありがとうごレ
[03:31:18.600] ありがとうですこんなゲームや
[03:31:24.080] 全員お何やっ
[03:31:27.239] てん
[03:31:31.160] やる誰誰
[03:31:33.760] 誰誰てる
[03:31:42.230] [音楽]
[03:31:44.840] れっ
[03:31:46.920] あ本当に申し訳ございませんでし
[03:31:50.279] たいいだろついてきてやつはついてこいよ
[03:31:54.399] 俺がでけえ世界を見せてやる
[03:31:57.520] よ俺知らねクソかっこ
[03:32:00.920] いいももうゴミだ
[03:32:06.600] ざちゃんレありがとねみちゃんレド
[03:32:09.160] ありがと
[03:32:10.319] ねーこんな感じでマゲームと申してます
[03:32:12.840] よかったらよろしくお願いします
[03:32:16.120] すごいトレーラーターにせパチパチパチ
[03:32:19.600] 今日の帽子可愛いです帽子可愛いしょ帽子
[03:32:22.000] 可愛いでしありがとうわなんか敵強くなっ
[03:32:25.199] た何あの金色の
[03:32:27.479] やつセンキューフォローありがとうわかめ
[03:32:33.000] きよいい名前じゃねえ
[03:32:35.399] かあありがとうみさんありがとうねいい
[03:32:38.199] 名前じゃねえかわすき
[03:32:40.359] よおフォロ
[03:32:44.479] エクシアありがと
[03:32:47.680] なんかこのゲームってどこでクリアなん
[03:32:49.279] だろうのサトラか難あPCじゃねえんだ
