[00:00:26.240] はいどう
[02:53:31.680] よ
[02:53:34.040] 笑笑あ
[02:53:36.320] [音楽]
[02:53:39.479] アリーナ
[02:53:42.840] アリーナー
[02:53:44.560] アリーナ2回
[02:53:53.000] めっちゃかっこええやんけ
[02:53:56.239] これめっちゃかっこええやんけこれうち
[02:53:59.080] めっちゃ好きこういうの味噌のもそう
[02:54:02.600] やろ今から牛丼食いますみそもそう思う
[02:54:06.840] やろ今から牛丼食うバカ
[02:54:10.160] 野郎何してん
[02:54:12.560] だ何牛何牛食うの
[02:54:19.960] だてこだもも関西人やないか言うてがはは
[02:54:26.140] [音楽]
[02:54:27.319] やあその好きやていうの
[02:54:30.960] はあれかなあ好きやって牛丼の話ねいろは
[02:54:35.359] ちゃんに行ったのかと思った私は好きだよ
[02:54:38.239] 大丈夫だよの意味かと思った違うん
[02:54:41.319] だ私は大丈夫だよ好きや好きだよって
[02:54:48.600] も本当この私も励まされたと思った
[02:54:52.760] みんな好きやろ
[02:54:55.920] がい好きや
[02:54:58.840] ねんめちゃくちゃ好き
[02:55:03.160] やち月曜日も火曜日
[02:55:08.279] もすっねんおダム
[02:55:14.980] [音楽]
[02:55:17.319] 極ならなら軟骨笑笑
[02:55:21.560] すき焼き笑笑いきなり出てきてごめん笑笑
[02:55:26.680] 誠にすい
[02:55:30.800] [音楽]
[02:55:33.399] まめちゃまゲームおデブジョイ
[02:55:38.820] [音楽]
[02:55:43.600] マンね本当重んないって今の良かった事実
[02:55:48.640] やんねほんま思ないこの
[02:55:54.320] [音楽]
[02:55:58.960] そう照れた笑い含めてよかったカメラに
[02:56:02.840] 説明書と影しか映ってなくて
[02:56:11.040] 草ちょっとこれもうオム道極道だ
[02:56:15.279] よマジで
[02:56:25.580] [音楽]
[02:56:37.640] 小田ム
[02:56:41.680] どななななななな
[02:56:45.200] なならならなんこつ
[02:56:50.279] 何
[02:56:51.680] この
[02:56:55.960] このわかん
[02:56:58.660] [音楽]
[02:57:03.000] ないめっちゃ
[02:57:05.600] キ勝っ
[02:57:07.760] ためっちゃキチス
[02:57:12.040] やちちゃまゲーは軟骨と肉だったらどっち
[02:57:15.479] が好きあ軟骨肉に決まってんだろかただ
[02:57:19.439] ただあの野元軟骨についてるあのハミつき
[02:57:24.239] 野原
[02:57:25.279] 大好きやっぱ肉って骨に骨に近ければ近い
[02:57:28.680] ほどうまいからスペアリブもそう
[02:57:30.760] じゃんあのねハミつき野めっちゃうまく
[02:57:35.160] ないわるハミつき
[02:57:38.160] 野これしか硬好きハミつき野原しか勝た
[02:57:44.319] んスペアリブも勝つ
[02:57:47.120] たまにオムド
[02:57:49.560] 極道アグマも愛してあげ
[02:57:52.960] て何それ梅水晶も好きあれかと思ったよ
[02:57:57.439] なんだっけあのあれなんだっけあの誰だっ
[02:58:00.920] け岡崎大育かと思った
[02:58:04.160] グマも仲間に入れてあげてみたいな曲
[02:58:09.040] なかった昔ね動物さんたち大集合だ
[02:58:14.800] わいわいおいでよ豚さんさみたいなやつ
[02:58:20.120] そうチーターさんなチターさんさんえどど
[02:58:24.399] どっちどっちどっちだよどっちだよ
[02:58:28.000] はっきりしてから来いよワニさんか
[02:58:30.239] はっきりしてから来いよおいちゃんとそれ
[02:58:33.720] 2人で会議してから来て笑笑ここで
[02:58:36.080] ごちゃごちゃさ違うこと言うやめて笑笑ワ
[02:58:39.880] さん喧嘩
[02:58:41.160] だすみませんそうねちゃんとしっかり意見
[02:58:44.760] まとめてから喧嘩してこいさすが相性悪い
[02:58:47.560] 2人だワさんです意まとめてから
[02:58:51.560] うん意見まとめてから来てくれちょっと裏
[02:58:54.800] で会議してくるわ外でやってきて
[02:58:59.760] ね
[02:59:01.560] なあまとめてやってきまとめてから来て
[02:59:05.319] ほしい今すぐ茶の目の前で喧嘩
[02:59:09.680] 頼むブレイキングダウンみて
[02:59:12.560] にブレーキングダウンみたいおやろやあい
[02:59:16.680] らやろやみたいな感じでやってくれ
[02:59:20.399] ディファイ笑笑ブレイキングダウンみたい
[02:59:23.920] に笑笑ついでに接着剤も届けてあげよう
[02:59:28.800] くそおもろいやんボコボコにされました
[02:59:32.200] パイプ椅子投げるわちなみにのつぼみ今
[02:59:36.520] 絶対あれお前おおとチャピが今
[02:59:39.680] ブレーキングなだったらおらあれだよワワ
[02:59:42.479] とあれだよチーターネだよワとチーター
[02:59:45.600] ネって名前つくかね
[02:59:48.200] これからそれでいいの君たちワニ17年前
[02:59:52.399] でしたね笑笑ワニとチーターネ名前つく
[02:59:57.080] だろうな笑笑マジ無理いいよダブルわだわ
[03:00:05.479] わわいいじゃんわ
[03:00:09.560] 笑笑わいいじゃんチーターネってなんか
[03:00:13.040] チートしてるやつみてだなわいいなわいい
[03:00:17.160] ねわ
[03:00:20.040] パイプ椅子で肋骨追った人なら知ってるわ
[03:00:23.600] お猫じゃあちゃまゲハでで私は
[03:00:29.560] デブ
[03:00:31.279] ですえこれ
[03:00:34.120] 何
[03:00:35.920] え嘘だよ
[03:00:42.399] 笑笑あそう
[03:00:49.640] お猫はわを覚えました
[03:00:54.560] [音楽]
[03:00:59.080] は手順でも間違えたし
[03:01:03.000] たちょっと待ってお前は1回外れてみんな
[03:01:05.840] で楽しくうんパっのるんるんお腹
[03:01:08.160] ポンポンポンの
[03:01:11.080] やっほー何ミスったの何何
[03:01:16.870] [音楽]
[03:01:20.720] これは分かるここまでは分かりますこいつ
[03:01:23.080] どうすん
[03:01:25.520] ねんああまじブレイキング
[03:01:30.319] ダウンあれどしたん話聞こかおいでよ豚
[03:01:36.359] さんワニさんワニさんにぞ
[03:01:41.760] さんみんなで楽しくうんパパのプンプン
[03:01:46.040] いいところポ
[03:01:48.640] 頑張ってなワニさん多いなわいあれがいい
[03:01:52.800] Amazonだもんだっ
[03:01:54.520] てアゾンだもんちょっと下見たらワニだよ
[03:01:58.239] おす
[03:02:01.200] 走らす何それ
[03:02:03.760] 何それ
[03:02:07.640] 笑わせるみたいなやつ知ら
[03:02:12.200] ねえごめん知ら
[03:02:15.640] ないPのあるの曲ああああはいはいはい
[03:02:21.359] はい
[03:02:22.239] はいクリエイションクリエイション
[03:02:24.680] クリエイションってつね音楽
[03:02:29.830] [音楽]
[03:02:32.279] とそれ
[03:02:34.870] [音楽]
[03:02:38.880] それ
[03:02:41.390] [音楽]
[03:02:43.920] もこのクリアパーツ考えたとアホやほんま
[03:02:49.520] また取れ名前わから
[03:02:50.820] [音楽]
[03:02:53.200] んミュージックビデオって曲だだ
[03:02:56.900] [音楽]
[03:02:59.040] から合ってるよ岡崎用知らん3
[03:03:06.439] 漬け作っ
[03:03:08.120] [音楽]
[03:03:10.800] たえ作ってるよ今
[03:03:28.130] [音楽]
[03:03:35.560] 接着剤ないから仕方ない岡崎体育は感情の
[03:03:39.560] ピクセルしかわからんキャップが好き岡崎
[03:03:42.840] 体育ハエが好きだ
[03:03:46.720] なグラディウス明け番たけ
[03:03:50.990] [音楽]
[03:04:46.279] もうやだこれ
[03:04:48.200] もういや私
[03:04:52.660] [音楽]
[03:05:05.479] これちょっと前にさサザビーの高いのあっ
[03:05:09.080] たよね速攻で売り切れたらしいけど知ら
[03:05:12.760] ねえ
[03:05:21.280] [音楽]
[03:05:27.279] 30万したとか
[03:05:32.150] [音楽]
[03:05:40.800] へえちょっとよくわからんけどバイヤーは
[03:05:43.840] きそうもうこれで一晩触りたくないなここ
[03:05:47.000] まじ固まる
[03:05:48.850] [音楽]
[03:05:55.040] までもうこれ無理だよ絶対つかないっ
[03:06:01.600] [音楽]
[03:06:02.960] て固まるまでっって何してるんだ
[03:06:07.840] 笑ボンドだよボンド
[03:06:17.160] [音楽]
[03:06:25.760] ボンド必要だったのこれ
[03:06:31.090] [音楽]
[03:06:42.960] うんドレイパーで乾かせばいけんのかな
[03:06:51.040] 泣きにあらずだな
[03:06:55.479] それパーツ飛び
[03:07:02.160] そうそれは
[03:07:05.160] やばいもうふふしよ笑うんこれドライヤー
[03:07:10.520] でさ
[03:07:12.279] 乾くこれ色って元からついてるんめちゃ
[03:07:15.880] 渋いなばこれね違うんよこれ色塗装して
[03:07:21.319] もらったんですよ自分のリスナーのデロ
[03:07:24.080] コマ君て方
[03:07:26.000] に塗装してもらったやつを送っていただい
[03:07:29.080] てそれを組んでる今いや風で飛びそうあ
[03:07:33.239] 確かに風解くわ
[03:07:42.239] なえぐいっしょこれめちゃくちゃかっこ
[03:07:45.880] いいっしょなんだけどこれクリアパーツが
[03:07:48.560] めちゃくちゃしんどいこれ本当これは
[03:07:50.960] すげえ店に置いてあるやつよりマジも
[03:07:53.600] じゃんやばいっしょめっちゃかっこいいん
[03:07:55.880] だけどこのねパーツの先っぽのクリア
[03:07:58.840] パーツをボンドでつけんだけどこれがマジ
[03:08:01.319] でつかなくてクソイライラするマジでもう
[03:08:03.960] このまんま触りたく
[03:08:06.359] ねえでももう2時になっちゃう2時に寝
[03:08:09.399] たいでもこれは組み
[03:08:13.040] たいこれは組みたい1時間で終わったら
[03:08:16.800] ゲームしよ
[03:08:18.000] だっけちょっと1回乾かせばね組みたい
[03:08:22.600] 気持ちは分かるけど
[03:08:24.760] ね他のパーツ行っとく
[03:08:28.880] [音楽]
[03:08:33.479] かえこれはどこにつく
[03:08:37.680] の
[03:08:39.680] あーそうあそうそこにつくん
[03:08:45.200] だしんどいね
[03:08:48.479] ここにもボンドですよまたもうジェームス
[03:08:51.439] ボンド
[03:08:53.359] レレレ
[03:08:59.880] てちゃま
[03:09:04.000] ぴよぴよ
[03:09:06.640] ですそのボケさすがに言わなかったの
[03:09:12.560] に出ちゃった接着剤不要じゃなく推奨だね
[03:09:18.680] あ
[03:09:20.120] [音楽]
[03:09:29.000] 水晶出ちゃったなら仕方ないねニコニコ
[03:09:32.359] にんまりだ
[03:09:35.000] よ出ちゃった買った方がしっかりとつく
[03:09:38.439] みたいなちゃったよなお猫やめなそういう
[03:09:43.439] のはお猫そういうのだめそういうのはだめ
[03:09:47.080] だよおやめな本
[03:09:50.000] に
[03:09:52.750] [音楽]
[03:09:55.960] 笑笑夜
[03:09:58.000] じゃんられてんの
[03:10:01.520] 笑笑自分も言うてたがな夜じゃんて
[03:10:05.600] 何でもげはそういうネタ好きでしょ夜じゃ
[03:10:09.720] んて
[03:10:10.700] [音楽]
[03:10:13.239] 何夜
[03:10:15.760] じゃんだからい
[03:10:19.080] 思う
[03:10:20.960] わワニ怒られてんじゃんワ怒られてて
[03:10:28.000] 草夜のちゃまゲームならいいじゃんゲーム
[03:10:31.640] 長引いたよこんばんはランディじゃあ昼
[03:10:34.560] ならいいのかランディくラン男の子か確認
[03:10:40.680] するもんねだめか
[03:10:44.630] [音楽]
[03:10:50.000] なんで見てよこれどう思うんだお前これ見
[03:10:52.800] てなあこの完璧なる完璧なるこれを見て
[03:10:57.960] どう思う
[03:11:00.120] なえぐしかない
[03:11:02.740] [音楽]
[03:11:07.920] でしょかっこよすぎて出ちゃったなんで
[03:11:11.520] お前らすぐ出すの
[03:11:13.720] そろなんでお前らすぐ出すのそうやって
[03:11:17.479] 汚ねえなソロ
[03:11:20.300] [音楽]
[03:11:24.319] が夜
[03:11:26.720] じゃんお前見てたなお前それらいんにぞ
[03:11:29.960] 自分も言うてたがなおお見てただろお前
[03:11:33.080] このやり取りえ言ってない
[03:11:37.120] よほらほら下ネタ言うと女の子がロっ
[03:11:40.279] ちゃう
[03:11:44.399] でしょ栗の花の匂いがする
[03:11:48.960] ごめんてチソ
[03:11:55.880] ピランディですやっぱ夜だもん
[03:12:03.200] ね大丈夫だよラおじね
[03:12:09.150] [音楽]
[03:12:24.399] 疲れた
[03:12:26.160] よ織田
[03:12:28.680] ムドダムすごいなデラコマを子な織田無道
[03:12:34.279] 極道
[03:12:36.200] [音楽]
[03:12:53.960] ロムルとかぐさんが一緒に潜ってくれるの
[03:12:56.680] 好き
[03:12:57.960] 笑笑極道以外出てこないのかバンさんの
[03:13:01.479] ことかぐさんって呼んでん
[03:13:04.360] [音楽]
[03:13:06.120] のラーメン屋さんのことラーメンさんって
[03:13:08.880] 呼んでるのと一緒だぞ
[03:13:10.520] 笑笑ラーメン屋さんの店主のことラーメン
[03:13:13.520] さんって呼んでんのと一緒だよ
[03:13:19.740] [音楽]
[03:13:23.800] ラーメンさん
[03:13:26.439] 草かに
[03:13:30.760] ですブレイキングダウン
[03:13:35.640] じゃんどこどこ出身かにです今日はダムド
[03:13:40.880] 倒しに来ました僕にチャンスをください
[03:13:42.800] よろしくお願いしますのことかぐさんて
[03:13:45.120] 呼ぶの実は結構いたりする
[03:13:49.040] うるんもうかりさんて呼んじゃう
[03:13:52.640] あるこで
[03:13:54.960] 定て呼ぶか部屋さんみたいな感じ
[03:13:59.359] かじ今スパーリングでき
[03:14:03.239] ますポテトさんでるかってなんかの名前な
[03:14:09.439] のえ違うってばだから家具家具売ってるん
[03:14:14.760] だよ
[03:14:17.640] なんでわかんねんだなんでわかんねんだ
[03:14:25.000] よ
[03:14:27.040] ほえゲーミング家具を扱ってるのよ僕も
[03:14:33.439] お僕もお世話になってるって言った
[03:14:39.840] でしょボケもお世話になってるって言った
[03:14:42.640] よ
[03:14:46.040] ねみんなが否定するのおもろすぎる
[03:14:51.319] 笑お見知り置き
[03:14:55.600] をねえ1個ない
[03:14:58.490] [音楽]
[03:15:04.239] よ
[03:15:07.399] は
[03:15:09.640] 札幌カップスター食べたそのひからアジの
[03:15:15.520] トリコに
[03:15:18.319] になりました
[03:15:20.560] [音楽]
[03:15:24.600] は何あのハフほってどういうこと
[03:15:27.640] 笑笑あのハフほってどういうこと
[03:15:33.200] [音楽]
[03:15:49.120] 熱々の
[03:15:51.359] スープどういう
[03:15:53.319] ことえ何何あ熱々のスープをはハホて
[03:16:00.359] ことなるほどねなるほど
[03:16:03.800] ね分かる
[03:16:08.780] [音楽]
[03:16:12.640] わかるスツのアープ
[03:16:18.080] 何それ
[03:16:19.279] 分かってねえ時のわかるわかるゴツゴツの
[03:16:23.399] ア
[03:16:25.640] はんバカ兵ナモンじゃんアプアプの
[03:16:31.080] スーツバカ兵
[03:16:34.970] [音楽]
[03:16:38.160] ナモンミンミンセミじゃん
[03:16:41.870] [音楽]
[03:16:53.359] あハフハフのホースやっぱゴツゴツのアハ
[03:16:57.399] が一番おもろいな出来たてたこ焼きを
[03:17:00.520] ハフハフやって食べるや
[03:17:03.720] んは
[03:17:07.279] ほカップスター食べた装から味のトコに
[03:17:14.359] とりこになりましたほ
[03:17:17.710] [音楽]
[03:17:23.920] ポト
[03:17:26.640] ははきつ
[03:17:30.040] ね何それあああと15分しかねえ
[03:17:35.560] わあああるのって
[03:17:41.960] たね
[03:17:43.640] たぬき
[03:17:45.840] ぷ
[03:17:47.690] [音楽]
[03:17:48.920] 肉ひがしまるうどんうどんうどんスープ
[03:17:56.130] [音楽]
[03:18:06.120] う
[03:18:08.840] 本人いやYouTubeで本人ののライブ
[03:18:12.040] 映像見てごらんまかわん本人の深みには
[03:18:19.840] [音楽]
[03:18:32.199] 童いやむここ
[03:18:35.160] 何動画でライブ見たことあるニコの山田の
[03:18:39.199] 真似は本人山田サだて
[03:18:44.920] やつその歌だけでいいからおさゆちゃんと
[03:18:48.359] デュエットしてほしい花沢さんが
[03:18:51.479] 好きちゃまくも似てるや
[03:18:57.120] ん
[03:18:59.600] あどれこんなパーツなく
[03:19:02.800] ねドクター奴隷
[03:19:06.359] ペンペンペン
[03:19:09.120] ぺぺ君たちにはちょっとレベル高かった
[03:19:12.760] こん君たちみたいな音楽の共がない人間に
[03:19:16.560] はは多分わかんないだろう
[03:19:19.760] ね俺が急にここでドクター奴隷の真似をし
[03:19:23.080] 始めるっていうおいどれだよこれ
[03:19:28.600] だ辛いことあってもにこのいいそうのくん
[03:19:32.359] 聞くとちょっと元気になるドレーナだけに
[03:19:36.080] いそなかん
[03:19:40.910] [音楽]
[03:19:52.760] いい勝負だ今日
[03:19:55.600] ね
[03:20:03.080] んにこちゃん3代目花沢さんのオファー
[03:20:07.520] 来る3代目なんだ今
[03:20:10.479] ニコニコたぬき天ぷらつ来てもいいうん
[03:20:17.000] フォローしたり外したりする外人にいろは
[03:20:19.560] ちゃんぶち切れてたよやっぱちゃまゲーム
[03:20:22.319] はおやすみフテ08すや笑笑裏切り
[03:20:26.880] おにぎりあフェイトさんこんばんは何それ
[03:20:31.399] あ作ってくれた
[03:20:36.880] ありがとうそんなことありましたね
[03:20:40.380] [音楽]
[03:20:52.359] あ疲れた
[03:20:54.340] [音楽]
[03:20:55.960] もうたんあれ最後の盛り上がるシーン
[03:20:59.439] めっちゃいてるりってまお久々に
[03:21:02.520] フォロワーバした
[03:21:04.319] わマジ
[03:21:06.110] [音楽]
[03:21:07.560] でなんで何何がそこまで君を熱くさせたの
[03:21:15.580] [音楽]
[03:21:16.800] 寝おちしてたけど歌で目が覚めたフテ08
[03:21:20.880] スープ矢印
[03:21:22.880] ごそうそうそう
[03:21:26.810] [音楽]
[03:21:31.000] そうそうこ
[03:21:33.640] か
[03:21:35.800] よいしょ指が
[03:21:38.600] 痛いうどん
[03:21:42.359] うど繰り返して遊ぶの注意したのにやめ
[03:21:45.720] なかったから入れ
[03:21:48.120] た
[03:22:02.760] おもろなんかいろはちゃんのとこのさリス
[03:22:05.399] ナーってなんか
[03:22:07.080] さわがままのやつ多くないフォロー通知
[03:22:11.120] 画面に出まくっちゃうのかわのやつ多く
[03:22:14.760] ないなんかやめろつったのにやめねえやつ
[03:22:17.800] 多いよなめっちゃわかるなん
[03:22:19.840] でなんでなの言い方が甘いんじゃない
[03:22:24.000] やめろって言ったことやめないよね基本
[03:22:26.920] あいつら調子乗っ
[03:22:28.319] てるしてるのに聞かないのは仕方ないなん
[03:22:31.840] で
[03:22:32.800] [笑い]
[03:22:35.120] 笑ういやおもろい
[03:22:37.720] からおもろい
[03:22:39.840] じゃいや割とちゃんと注意してるよね
[03:22:46.600] いろはちゃんの配信覗くといっつもいろは
[03:22:49.479] ちゃん注意してるんだもんねえちゃんと
[03:22:52.920] 注意してるねなんでそういうことするん
[03:22:55.520] 今日て3回切れたよなんでそういうこと
[03:22:58.520] するんいつも言ってる気が
[03:23:01.640] する大変だなと思っ
[03:23:05.160] て大変だよなって思いながらさ見てます
[03:23:11.320] [音楽]
[03:23:13.199] わ小学生のそれと一緒じゃない好きな子
[03:23:17.399] いじめちゃうみたいなって大変だよなそあ
[03:23:21.040] それはあるなそれはマジであるわがまま
[03:23:24.680] 少ない
[03:23:26.239] 笑いや多いよめちゃくちゃめちゃくちゃ
[03:23:28.479] 多いよめちゃくちゃ多いけど仕してるだけ
[03:23:30.439] 俺
[03:23:31.800] がかまって欲しいんかなむかつくから明日
[03:23:35.600] ストライキしてやろうかと思っ
[03:23:38.190] [音楽]
[03:23:39.800] てる
[03:23:41.479] きね
[03:23:43.040] たけぷ
[03:23:47.479] ちょっとも触りたくねえこれマジ
[03:23:49.720] でもろいから
[03:23:54.450] [音楽]
[03:23:56.840] さ
[03:23:59.319] グラグラ楽しみにしてる人残念に思うよ
[03:24:04.080] なくすのが一番
[03:24:10.800] 怖い盛大にくしゃみしてば
[03:24:18.840] それが一番辛いんだよねくしゃみエンド
[03:24:27.120] かちょっと1個パーツあるねんなまだな
[03:24:31.040] ちゃうのよこれ
[03:24:34.160] さ
[03:24:36.520] わし
[03:24:41.720] わしやった
[03:24:43.880] ぜおいない俺のく左手の人差し指にほある
[03:24:49.760] んだね手の人差し指にほあるほあるあの
[03:24:56.359] さニッパーがねえんだけどニッパーじゃ
[03:24:58.920] ねえ
[03:24:59.840] あのあれがあれがねあのあれがねあのそれ
[03:25:05.840] 右手だったあのさあのさあのさニッパーが
[03:25:12.319] ねえよニッパーがねピンセット
[03:25:15.319] それ今の
[03:25:18.399] 可いピンセットが
[03:25:23.199] なすピンセットがないで
[03:25:27.199] ござる小性ピンセットを消耗するでござる
[03:25:32.050] [音楽]
[03:25:34.840] ふいつのことだか思い出してご覧あんな
[03:25:38.199] ことこんなことあったでしょうって歌知っ
[03:25:40.600] てるいつのことだか思いして
[03:25:48.160] ごあんなことこんなことあったでしょ泣い
[03:25:55.279] た俺あれあの卒園の時に歌って泣い
[03:25:59.080] た嬉しかった
[03:26:02.880] こ悲しかった
[03:26:06.640] こといつになっても忘れよくえるな幼稚の
[03:26:17.000] やっぱ心に響いてるんす
[03:26:21.640] よねこれ外れちゃったんだけどこれもう
[03:26:24.880] 今更つけらんねって歌えるよな笑笑
[03:26:30.120] [音楽]
[03:26:31.960] うん嬉しいかんで歌えるんだろうないやだ
[03:26:35.800] からやっぱ心に響いてんじゃない俺たち
[03:26:38.560] のマハー
[03:26:41.560] すり込みmyart言い方悪いなすり込
[03:26:44.479] みってなんだそのなんでちょっとやな言い
[03:26:47.520] 方するのねどうしてそんなやな言い方する
[03:26:53.630] [音楽]
[03:27:02.520] の思い出って言ってんじゃんねすり込みだ
[03:27:06.439] よ
[03:27:07.560] な別れてます意見
[03:27:12.479] がこれは喧嘩ですまとめてきて
[03:27:21.880] ちゃんと勾配きちいとハートにエコーし
[03:27:24.640] ちゃってんですよ
[03:27:27.800] ねおしゃれな言い
[03:27:34.720] 方ジマゲーム
[03:27:38.439] 可愛い
[03:27:40.720] 何何知ってるけど
[03:27:47.080] 見なくていいよ笑知て理と文系のバトル
[03:27:51.040] みたいだね
[03:27:53.279] 笑笑俺が可愛いのは知ってんだ
[03:27:57.980] [音楽]
[03:27:59.439] けど
[03:28:01.120] はい一上がるぞ茶はいつも可愛いよ茶は
[03:28:08.199] いつも元気
[03:28:12.080] [音楽]
[03:28:19.160] ちなみに今進捗って何パーセくらいなの
[03:28:22.279] 100%だよもう出来上がったよたった今
[03:28:26.040] たった今出来上がった
[03:28:28.239] よおめえらがくだらねえ話をしてる間
[03:28:32.199] に
[03:28:33.720] お
[03:28:37.120] う
[03:28:40.920] うー
[03:28:43.279] うーうーちょっと光がでうー
[03:28:48.800] うーうーおやば
[03:28:53.199] 完成やる
[03:28:55.359] じゃん
[03:28:57.040] おお見てくださいよ
[03:29:00.160] これやばくないちゃんと乾かしなこれ
[03:29:04.399] やばくね
[03:29:07.439] ねそうで怖いゆっくり回して落とすなよ
[03:29:12.000] めっちゃかっこよくないこれ
[03:29:16.319] かっこいいですねや
[03:29:20.520] ばエグかっけんだけど
[03:29:24.199] このただいろんなパーツもろいからもう
[03:29:27.239] 2度と触らんこれ一生この角度のまま
[03:29:31.239] やべえ
[03:29:33.239] めっちゃかっこ
[03:29:35.560] いい下からこんな感じこれクリアパーツが
[03:29:38.960] いいね苦労してくっつけたクリアパーツ
[03:29:42.660] [音楽]
[03:29:44.319] がやば
[03:29:47.080] 中のやったのあ中の人やんないとラコマく
[03:29:50.279] マジありがとうだねまずはボンドかかさん
[03:29:53.319] とねラコマ
[03:29:59.199] ありがとうねこれ飛んのも怖いないい
[03:30:05.239] なしいい
[03:30:07.399] ねちょっとさこれさねピンセットが
[03:30:10.120] なくなっちゃただていねね
[03:30:23.439] お
[03:30:24.720] だなんでピンセットなくなるんだ
[03:30:28.479] よメモはねん
[03:30:32.080] だいつのことだか思い出してご番大きいの
[03:30:40.120] じゃんなんなことこんなこともしかして
[03:30:44.040] 食べちゃったっ
[03:30:48.239] 嬉しかっ
[03:30:51.120] た楽しかっ
[03:30:56.840] た幼稚になってるじゃんいつになっても
[03:31:04.479] 忘れない
[03:31:06.920] や嬉しかったこと楽しかったことじゃね
[03:31:12.720] 細か細かええやろ別にそんな
[03:31:19.439] や
[03:31:24.120] やあ歌
[03:31:34.880] 警察はい
[03:31:37.279] 出来上がりはい出来上がり
[03:31:40.399] です世界一かっこいいプラモデルができ
[03:31:43.439] ましたこれやばくないすかマジで
[03:31:46.800] 後ろえぐパチパチパチいやこれはさマジで
[03:31:51.800] プラモデルはまるわいね
[03:31:54.760] パチパチエグかっこよく
[03:31:57.680] ないマジでいやそれはさすがに申し訳ない
[03:32:01.319] けど世界一これ世界一かっこいいプラ
[03:32:05.040] モデリングモデラーになっちゃったねこれ
[03:32:07.399] ね
[03:32:09.080] やばいマジで満足感がえぐいなんだこの
[03:32:12.960] 満たされる気持ちすげえよそうめっちゃ
[03:32:16.760] かっこいいこれこれがだから何も塗装して
[03:32:19.840] ない状態だと何も塗装してない状態だと
[03:32:22.640] これなわけですはい神これ上がってよかっ
[03:32:25.960] たねこれがこれですよこのこれでもかっこ
[03:32:29.960] いいけどね十分ねこれでも十分かっこいい
[03:32:32.399] んだけど
[03:32:33.920] ねこれですよ全然違う
[03:32:38.160] なえぐミサはえぐでしょこれマジででらし
[03:32:42.680] すげえ
[03:32:46.080] めっちゃ
[03:32:48.319] いい完成
[03:32:51.560] ですついについに完成してしまったさん同
[03:32:56.040] いやもうなんかこのこのライティングが
[03:32:59.120] いいわもうめっちゃもうグラディウスやん
[03:33:01.239] やば
[03:33:16.600] めっちゃ
[03:33:21.239] いいもも歌っ
[03:33:25.640] てにねそうね落とさないようにしよでいつ
[03:33:29.120] ゲーミングにするんですかこれ見て
[03:33:31.120] ください
[03:33:32.520] 笑笑やばいよね普通に歌ったらまた壊すぞ
[03:33:37.199] 笑笑普通にやばいでしょっていう
[03:33:40.199] 話マジでめちゃくちゃかっこよくないです
[03:33:43.479] かねこれ今日皆に紹介しのこちらこの僕が
[03:33:48.040] 作ったこのグラディウスのえビッグ
[03:33:50.800] バイパーのえプラモデルめちゃくちゃ
[03:33:53.640] かっこよくないですかめちゃくちゃかっこ
[03:33:56.680] よくないですかって話なんですよね
[03:33:59.640] めちゃくちゃかっこよくないでかて話なん
[03:34:01.800] ですよこれ見てく後ろからのこの後ろから
[03:34:04.720] のこのこのさエンジンの中見てエンジンの
[03:34:08.960] 中なんと見ててねえよこのスケベ見せねえ
[03:34:12.080] よこのスケベどがエンジの中見ていいの俺
[03:34:15.399] だけ
[03:34:16.319] ああいいやエンジンの中いい
[03:34:21.810] [音楽]
[03:34:25.520] やみジャパネット負担してくれるか
[03:34:30.680] な明日Twitterにちょっとごめん
[03:34:34.080] なんか俺なんか今納得できてないんだけど
[03:34:35.560] さと一緒だ今納得できてないんだけど明日
[03:34:38.560] の明日のTwitter用にげるよの動画
[03:34:40.720] っていいコン
[03:34:45.760] さあのサモ今初めて見ましたの
[03:34:48.399] リラクションちだ今から出すから俺がこれ
[03:34:51.120] ね今から出すからマネットなら負担して
[03:34:55.040] くれるんですね今今俺がこれをカメラに
[03:34:57.399] 映すからサモ今初めて見ましたの
[03:34:59.920] リアクションちょうだい明日
[03:35:01.199] Twitterに載せるから静かにしてる
[03:35:02.960] よいやあのコメントコメントでもう少しで
[03:35:05.520] 完成ですかいくら振り込んでくれるなんで
[03:35:08.600] 振り込まなきゃいけねんだよ明日
[03:35:10.359] Twitterに載せるようの動画撮る
[03:35:12.920] からしおいできたぞ
[03:35:16.640] ついにできましたよ皆さん見てください
[03:35:18.880] こちら
[03:35:19.720] で
[03:35:21.920] うわ見てよ
[03:35:24.040] これやばくないマジで
[03:35:28.399] うお
[03:35:30.520] かけやばくないこれすげすげめっちゃいい
[03:35:35.399] じゃんかっこよ今のがダサいうるせえな
[03:35:40.279] お前らもわざらしい
[03:35:42.319] わお前らもわざらしい
[03:35:45.800] もう1回見てわあででもさでもさ普通に
[03:35:48.600] やばないこれこのさこのさ普通塗装から何
[03:35:52.439] からめちゃ頑張ったのにうるせえよ塗装
[03:35:55.239] から何かめっちゃやばくないでも本当に
[03:35:57.319] これリアル
[03:35:58.760] にめちゃくちゃかっこよくないおめえが
[03:36:02.319] やれというからクリアパーツの味がすごい
[03:36:05.800] 塗装すごいに本当にいい普通にいいよね誰
[03:36:10.680] が塗装してくれたのデラコマ君ですいつも
[03:36:13.399] ありがとうございますYouTubeから
[03:36:15.120] 僕の僕の追っかけをして
