[00:00:09.639] H
[02:56:23.880] そういう人生もいいよな連れてけよ今度俺
[02:56:28.760] も寿
[02:56:31.439] 汚れつや潜ってんな色押をつけて
[02:56:41.240] [音楽]
[02:56:49.399] レベル上げしんどいわ魔族の代表者
[02:56:58.399] た2泊まり3日で宮島なので中日はげるの
[02:57:02.720] よ
[02:57:05.560] はあ
[02:57:07.560] 宮島宮島
[02:57:10.920] かどこ宮島って何け
[02:57:18.560] してるぞ大丈夫か沖縄あ沖縄なんだ宮え
[02:57:23.479] すげえ
[02:57:27.880] 鹿児島おジロ覚えたよジロあなたをおって
[02:57:32.800] い悲しみの日本会ほ寝ますおやすみなさい
[02:57:39.319] まろまろおやすみありがとなおやたすおや
[02:57:44.239] たす悲しみの日本か
[02:57:47.360] [音楽]
[02:57:51.120] ジロジロって何だっけみんなやたすそれ
[02:57:54.680] はじジロだっけだジロどこ行ったんジロ
[02:57:58.200] 消えた帰ったんじゃね
[02:58:00.300] [音楽]
[02:58:13.399] ぽおやたす
[02:58:15.960] 笑おやたす
[02:58:19.600] あなたをっていだき悲しみの日本
[02:58:24.800] かたす
[02:58:27.880] また麻痺除麻痺解除かやん助かる
[02:58:38.110] [音楽]
[02:58:53.359] あ何進化か進化
[02:58:56.399] するさんスケルトンがわのわからん進化し
[02:59:00.520] たこの進化意味
[02:59:05.640] あるエンジニアとれてん
[02:59:08.840] のあんなにテレビとかにはってる天才
[02:59:14.479] がち何何何たまにってるいやありがとう
[02:59:20.600] なスケルトンこれただ手に持っただけやん
[02:59:23.359] 頭進化っていう
[02:59:25.020] [音楽]
[02:59:27.439] のあなたを追っていぼ崎悲しの2本
[02:59:34.050] [音楽]
[02:59:37.399] か
[02:59:39.640] うまうまくねえ
[02:59:42.040] わ晴れのさが聞いたぞおさちゃんやそこ
[02:59:47.359] しかしねそこしか知らねえな
[02:59:52.800] しようさ
[02:59:56.760] クラチ
[03:00:00.160] おおお出る
[03:00:03.120] ね
[03:00:04.720] うおおどれどれ
[03:00:06.840] [音楽]
[03:00:09.160] どれやっ
[03:00:12.000] たうおおあどうやってやるんだっけどう
[03:00:17.160] やってやるんだっけ
[03:00:18.760] さ
[03:00:20.520] ちゃんちゃでもさちゃんでもあれだよ
[03:00:24.200] サブスクだよ
[03:00:25.479] 今そうサブスだね来月切れたら切れたら
[03:00:29.319] 遊びて
[03:00:30.840] また
[03:00:33.450] [音楽]
[03:00:36.359] れアメリカのメッセージサービスで
[03:00:39.040] ブレイクし
[03:00:40.040] てるそれ
[03:00:42.720] かい
[03:00:46.920] あと言ってね当たってるからさ配る配る
[03:00:51.080] メモしとくんだよ茶まげそうやなそう
[03:00:54.160] だ
[03:00:57.570] [音楽]
[03:01:01.600] ラララなでなでちゃま
[03:01:07.600] なでさくちゃんはえサブ
[03:01:11.439] 服
[03:01:14.680] はいあ1日にちょうど来るんだだオッケー
[03:01:18.279] オッケー分かったわかったあい
[03:01:20.359] よ今日は地獄のレベル上げですBGMが
[03:01:24.720] いいん
[03:01:26.359] ですただそれ以外もこのゲーム語ることが
[03:01:29.800] ないかもしれ
[03:01:32.720] [音楽]
[03:01:37.399] ない
[03:01:40.239] ラララ僕もサブス切れたらお願いできます
[03:01:43.439] かなんでだよなんでだ当たってねえだあで
[03:01:47.960] 弱いんですケルンは弱ラコマがガチャった
[03:01:51.080] ぞディラが珍しいじゃディーラが引く
[03:01:57.800] [音楽]
[03:02:07.239] のはいはいはいはい30分条件今日は使え
[03:02:11.279] ませ
[03:02:12.760] ん今日は使えないよなぜなら俺が眠たい
[03:02:17.000] から
[03:02:19.359] 俺が法律だから
[03:02:21.479] な俺が法律なんだよ
[03:02:24.920] [音楽]
[03:02:27.520] 眠たい眠たいから
[03:02:31.960] なしでやだやだやだな今日は使えませんと
[03:02:37.080] かうてやじゃやじゃ今日はなし今日はだめ
[03:02:44.640] です今日は眠たいんでです僕が法律なん
[03:02:52.570] [音楽]
[03:02:54.120] でわありがとういつでも使っていいかね
[03:02:58.560] 今日以外なら
[03:03:01.880] なああ
[03:03:04.680] もうこのレベル上げ飽きたどじゃあ今日で
[03:03:08.600] やだんなににゃ
[03:03:12.010] [音楽]
[03:03:15.960] にゃあなたをおっていだああ間違えてもう
[03:03:21.880] 1回戦っちゃっ
[03:03:23.640] た多く死んじゃじゃねえスケルトンが死ぬ
[03:03:27.319] やっスケルトン弱え
[03:03:32.880] よやなんかお話よねがガチャたぞ結果
[03:03:48.310] [音楽]
[03:03:52.319] あい残念いや残念じゃねえけどなチケット
[03:03:57.000] だって当たりだよハズれを入れてないだけ
[03:03:59.800] 俺は優しいと思ってほしい
[03:04:06.410] [音楽]
[03:04:09.960] なれはばかな残念や
[03:04:14.160] て笑めて笑
[03:04:18.840] 残念じゃないよなダフ屋だダフ屋え飛ば限
[03:04:23.840] だって別に外れじゃなくないあれだって1
[03:04:25.520] ポイントついてんだ
[03:04:30.960] [音楽]
[03:04:33.319] ぜ
[03:04:35.479] てだっかのガチャの当たりを動作して
[03:04:39.399] るって聞いたな誰何それそうなんだそんな
[03:04:42.760] のなし
[03:04:43.960] でしょマジでそんなあんの笑笑
[03:04:48.160] そんな極悪じゃん
[03:04:52.399] それそんなのあさんでしょ
[03:04:58.239] ええ極悪じゃんそれそんなのなしでしょっ
[03:05:01.279] て言ったの石さんでしょっていう名前が出
[03:05:04.200] た瞬間にへえてもう全部流した全部長かっ
[03:05:07.479] たことにした今
[03:05:09.239] それ全部なく流したどっか激いわそれええ
[03:05:13.120] すごいね頭いい
[03:05:14.960] ねやめようねやめようね
[03:05:20.439] えそうなんだ
[03:05:22.840] へえまあでもそれが頭いいっちゃ頭いいの
[03:05:27.680] か本人も認めてるんだよね確かへえ
[03:05:34.210] [音楽]
[03:05:49.319] こめっちゃ嫌いな人ずっと外れやん笑笑
[03:05:53.140] [音楽]
[03:05:55.760] ちゃ
[03:05:57.359] こんばんはメネこんばんみ我が魔族の我が
[03:06:02.680] 魔族の
[03:06:05.200] 大ああ疲れた
[03:06:09.600] もう何をてえねんここ
[03:06:15.100] [音楽]
[03:06:25.160] 嫌いとかじゃなく誰も当たらないんだよね
[03:06:27.760] 確か無理すん
[03:06:30.800] な
[03:06:36.000] うえー
[03:06:41.680] 魔法
[03:06:44.080] [音楽]
[03:06:45.279] めろうん
[03:06:49.140] [音楽]
[03:06:53.200] 上がりておです
[03:06:58.200] よずっとしてたるそれとももするてんです
[03:07:07.000] かケベとばて先生何です
[03:07:10.600] か今日ずっとレベル上げずっと2時間3
[03:07:13.800] 時間こいつと戦ってるだけきました
[03:07:18.120] いろんな意味で置きましたってかバカ野郎
[03:07:21.040] バカやろキです寝ろ本当だごめやねろ今日
[03:07:26.399] ずっとこいつと3時間戦い続けてるんで
[03:07:28.680] もう飽きてきたのよ飽きてきたかもう飽き
[03:07:31.000] たのよ行動がずっと緒なんだもん寝た笑笑
[03:07:41.700] [音楽]
[03:07:55.080] おジス先輩
[03:07:57.760] がジス先輩進化しましたねそうでもちない
[03:08:01.359] と弱えからさこいつらパちゃんねんねんり
[03:08:06.880] よだめだ面白いスケベネタが思いは
[03:08:11.760] じゃスケベはどうすっかな
[03:08:22.399] うスケルト
[03:08:26.120] だ
[03:08:28.080] うわ
[03:08:32.600] 眠たいちょびっ眠たくなってきたよやもチ
[03:08:36.920] ソピがポイントもらえるとばですよああ
[03:08:40.040] そうだ
[03:08:43.880] ね初体験の年齢くらいしか思いた笑り眠
[03:08:49.880] そうやん式それはダメだよ笑それはダメだ
[03:08:55.160] よ
[03:08:56.000] チャピ笑笑そりだめだ
[03:09:02.520] よそれはまずいっすね皆さんねニコニコし
[03:09:07.239] てぞこいつら変態スケベスケベ今画面の前
[03:09:11.760] でニヤニヤしてる男お前らは本当スケベだ
[03:09:13.920] からなめちゃくちゃ早くてもなんか聞きと
[03:09:16.760] ない笑笑14とか言われたら俺もう悲しい
[03:09:22.399] よ色はすけべ悲しいよスケベどもか
[03:09:26.800] ニヤニヤしてんじゃねえぞお前
[03:09:28.640] ら広角緩んでんぞシキとしろ
[03:09:32.319] わ悲しい笑う
[03:09:35.200] 笑笑奥防御じゃ
[03:09:40.880] 魔法起きたちょっと起き
[03:09:44.920] たちょっとワクワクしちゃった
[03:09:49.840] ショック受ける人いるかもしれん
[03:09:52.520] よさっきより声大きいもん笑笑ならよかっ
[03:09:56.760] た
[03:09:57.960] 笑ショック受ける人
[03:10:00.840] かそんなでショック受けられてもしょうが
[03:10:03.239] ねえよなそんな別にそんな勝手な空想を
[03:10:06.920] 描かれても困るよ
[03:10:11.720] なそうだ
[03:10:16.319] なアイドルじゃねえんだっつうのこちと
[03:10:20.000] から全然いいよいやいい
[03:10:23.840] いいいいて言ってるので俺がなんかブ描い
[03:10:28.000] ちゃってるんじゃなんか現実を知りたく
[03:10:30.439] ないみたい
[03:10:33.560] な
[03:10:35.120] 笑笑ない怖い怖いんだ
[03:10:41.500] [音楽]
[03:10:43.319] よそんなん聞きたないそんなん聞きたない
[03:10:48.760] げ
[03:10:50.240] [音楽]
[03:10:52.840] 何ならやめようね笑現実は優しくないんだ
[03:11:00.520] よよしよしよしよしま化誰か進化する
[03:11:05.880] よもハーピーがどんどんハただの鳥になっ
[03:11:09.640] てくんだけどちゃまなでなで
[03:11:11.260] [音楽]
[03:11:13.560] そっとでちょっとねは許してくれませよ
[03:11:17.359] ちょっと
[03:11:18.160] な世間はやせてくらせよぼチソとハグした
[03:11:22.040] のだな
[03:11:24.680] 笑笑めっちゃあのあれだよ
[03:11:28.479] あのめっちゃにチーってしてた俺はぐし
[03:11:32.120] ながらにゃーってしてた女の子とハグすん
[03:11:35.760] の久しぶりだったからにちゃーって笑って
[03:11:38.479] た多分
[03:11:48.600] 次はハグキ取ろうねたのかちエレレエレレ
[03:11:55.300] [音楽]
[03:11:59.840] エレレその笑い
[03:12:02.680] [音楽]
[03:12:04.239] 方よし戻る
[03:12:09.200] 帰るちょっとちょっとずつ強くなってまし
[03:12:11.760] たねこいつ
[03:12:12.950] [音楽]
[03:12:17.520] が弱すぎる
[03:12:22.479] だ我が魔族の代表
[03:12:33.760] じゃちょっとスケルトンだけにしよっかな
[03:12:36.319] レベル上げするの全員飲み物まだ
[03:12:40.479] あるないれももうないないけど別にいいや
[03:12:46.000] 今日2時までだからまそんなねあまだ結構
[03:12:49.120] あんのか
[03:12:55.840] まだ
[03:12:57.399] え魔法を使いきらなきゃならないん
[03:13:07.560] です
[03:13:09.160] もまニって何をにって
[03:13:13.940] [音楽]
[03:13:18.200] ニなって何
[03:13:19.720] 2
[03:13:22.120] 魔法発狂解除発狂解除
[03:13:26.370] [音楽]
[03:13:47.399] さすがにこれちょっと時間かかっちゃうか
[03:13:53.660] [音楽]
[03:13:59.239] なスケさんが弱いよ
[03:14:03.070] [音楽]
[03:14:27.080] 誰かマジでこれやってくんねえか
[03:14:35.890] [音楽]
[03:14:56.600] しんどなって
[03:14:58.800] く生きて
[03:15:01.740] [音楽]
[03:15:20.359] オムライスの卵はトロトロが好き巻いてる
[03:15:23.479] や魔族の代表者ああ次のあ次の配信それ
[03:15:29.319] いい
[03:15:30.359] な次のさあ名剣みてなさあのこうやって
[03:15:36.439] 切ってってなるやつ作ろうよオムライスの
[03:15:40.640] 卵はトロトロが好き
[03:15:42.800] ですトロトロ大好きあれクソむいあれ
[03:15:47.080] やっぱめっちゃむずいんだ
[03:15:51.399] あれ
[03:15:53.120] むいはこうこうやってっ
[03:15:58.880] て名拳みたいなやつなあれ理し慣れてない
[03:16:02.479] とんそうよねトロトロがいいよねレス
[03:16:06.000] みたいなオムライス何ドレスみたいな
[03:16:08.479] オムライスてあれむい何ドレスみたいな
[03:16:12.520] オムライスってそんなあんのそ
[03:16:15.040] [音楽]
[03:16:17.479] ドレスいいねえ何何何ドレスドオムライ
[03:16:20.760] スっ
[03:16:21.840] て何それ
[03:16:26.479] 知ら
[03:16:32.800] ない囲おなだけよURL省略グッドラック
[03:16:37.520] 8へゆく富4えななURL発笑笑ねじって
[03:16:43.720] あるやつじゃない
[03:16:45.840] あああの最後にニュってやるやね最後に
[03:16:50.359] キュって
[03:16:53.479] やる
[03:16:56.840] そうそういいねうわオムライス配信し
[03:17:02.160] てオムライス配信いい
[03:17:06.600] ね俺が昔から食ってたオムライスはさでも
[03:17:09.680] あれの通り結構むいよめっちゃ弱火でやん
[03:17:12.720] だべ多分あれって
[03:17:16.960] アイスは簡単だしな
[03:17:18.880] ああさすがに
[03:17:22.000] ストリーマ何時間もかかりやしねえだろう
[03:17:24.439] けど
[03:17:25.920] [音楽]
[03:17:40.560] すけべ卵工場に繋がった
[03:17:44.439] ねだけ卵プラント
[03:17:48.479] オムライスに合う付け合わせてなんだおお
[03:17:51.600] なんだろう
[03:17:53.080] なここに来てのエッグプラント
[03:17:58.170] [音楽]
[03:18:00.720] に卵うんオンスープああうまい
[03:18:06.319] ねうまいねそれは
[03:18:09.180] [音楽]
[03:18:11.239] ねコーンスープああいいねなんか
[03:18:16.810] [音楽]
[03:18:18.120] 鬼は
[03:18:20.720] 神鬼は
[03:18:27.220] [音楽]
[03:18:30.080] 神オニオンリンクもいいよオニオンリング
[03:18:34.199] もオニオンリングはもういいや死ぬほど
[03:18:36.600] 食ったからグラタン作る割と難しくないよ
[03:18:40.640] ねグラタン
[03:18:42.710] [音楽]
[03:18:45.720] 大好
[03:18:48.600] けちっちゃい時の好きななんかずっと
[03:18:53.199] お母さんにたこれグラタンたくさん食った
[03:18:55.640] のかい笑オニオンリングだってめっちゃ
[03:18:58.439] こないだあげた
[03:19:00.120] もん卵2個分
[03:19:04.230] [音楽]
[03:19:14.000] 買うパが上にっててるブランやろよ出た出
[03:19:18.720] た出
[03:19:21.120] たこうやって穴開けて食うやつなあんな家
[03:19:24.960] じゃできねえべできん
[03:19:29.479] の俺振りかけとご飯て書いて親爆笑してた
[03:19:33.920] そうそうでき
[03:19:36.399] るっしょえオーブンとかダメなんじゃない
[03:19:39.279] のあれってねえようちオーブなんて
[03:19:44.570] [音楽]
[03:19:48.600] 電子レンジならある
[03:19:51.920] けどオーブントースターあればいけるよ
[03:19:54.800] オーブントースターは
[03:19:57.760] あるオーブントースターで
[03:20:02.359] いけるまなんかいいなそういうのまた作り
[03:20:05.399] たいねへえじゃあ行ける
[03:20:09.319] よ容器も買ってこないとなあんなおしゃれ
[03:20:12.199] ななんかカップみたいなのない
[03:20:14.199] もんどんぶりでいいじゃあどぶりの上に
[03:20:18.040] こう生地貼っつけて
[03:20:23.199] さ100均で売ってるよ入らんかも笑笑
[03:20:28.319] バカか
[03:20:31.840] 笑笑ああもう飽きたよ
[03:20:37.199] これさすがに3時間半もやってるともう
[03:20:41.120] ね一緒にチョコパイも作ろうぜあいいね
[03:20:45.640] ンポ食べためちゃくちゃうめえなあれ
[03:20:49.000] ふざけんなレベル上げた辛いね辛いす
[03:20:54.279] ね辛いっす
[03:20:59.560] ねうん辛い何が1番辛いって見てる皆さん
[03:21:03.640] に申し訳ないっていうのがあるねまだなん
[03:21:06.800] よね妙に食べよか
[03:21:09.199] な食べな早くしないと終わっちゃう
[03:21:15.080] よベコンポテで思いた気にすんな楽しん
[03:21:19.680] でるから楽しんでくれ
[03:21:21.760] ありがとベーコンポテトバイで思い出した
[03:21:24.199] けどこない前のさレベリングの作業だいが
[03:21:28.800] 耐えるの
[03:21:29.860] [音楽]
[03:21:32.640] よ神戸のイベントの時にポコミがさなんか
[03:21:37.120] 誰かがマック買ってきてくれたんだよその
[03:21:39.640] 三角チョコパ
[03:21:43.600] マったこねえとしてチョコパの開け方が
[03:21:48.160] くそ面白くてさ三角チョコパイ横にさペコ
[03:21:51.239] ペコって開けるあるとあるじゃんあそこ
[03:21:53.840] 知らねえでなんかあの上の部分からリリリ
[03:21:56.560] てけてさ手で食っててくそ笑った笑笑マジ
[03:22:03.000] かよ可愛いと思って可愛いね笑笑え開け方
[03:22:08.920] え開け方わかん
[03:22:12.080] ない上から上からベリて剥がして食ってた
[03:22:17.160] 開けるとこあんのにこうやってやれば手
[03:22:19.920] 汚れないんだよてああねてて
[03:22:24.199] たマック本当にないんだ
[03:22:30.239] な豪快だね豪快だよ食べたことないんだっ
[03:22:33.840] て
[03:22:34.720] 思う北海道の山奥だ月に1回山から降りて
[03:22:39.720] きてマックに行って侍マックを食べてる
[03:22:42.560] らしいよ我が魔族の代表それが楽しみ
[03:22:45.840] らしい1回
[03:22:47.840] のポコミちゃんあの雰囲気で鞭なとこある
[03:22:51.279] の可愛すぎる確か家から50km離れてい
[03:22:55.120] たけそうそうそうそうそうそうマックが
[03:22:57.439] 50kg離れてる
[03:22:59.160] らしいファストフードもクソもねえ
[03:23:02.120] な何がファスト
[03:23:09.290] [音楽]
[03:23:13.160] じゃ北道大変だな北道て大変だよね北道は
[03:23:22.479] ねでもま北道それ以外の食い物めっちゃ
[03:23:25.520] うまいからマジで肉もうまいしすぎなんだ
[03:23:29.680] よ
[03:23:31.040] デブ友達も3発に来まで2時間らしいえ
[03:23:35.880] それ
[03:23:37.640] しんどそれはしんどいねが少ないよね笑ま
[03:23:44.279] ねそい発2時間
[03:23:48.520] は札幌周辺めばみよなうんま函館とか
[03:23:54.399] ね立てなんて朝一なんかあったらもう毎日
[03:23:58.840] 行っちゃうよ
[03:24:03.110] [音楽]
[03:24:08.040] な北海道に来て
[03:24:12.140] [音楽]
[03:24:18.080] カの味噌汁の
[03:24:21.359] もカの味噌
[03:24:24.239] 汁あ
[03:24:27.239] たカミ
[03:24:30.600] 汁いただきましたおいしい
[03:24:33.880] ですそれが欲しかっ
[03:24:36.279] たよくつげたじゃんよくつげたじゃ北海道
[03:24:40.080] でやうまくなったなやろうかな定食屋入っ
[03:24:44.080] て今日も喉壊した真似すんな
[03:24:48.560] [音楽]
[03:24:52.080] いただきましたおいしい
[03:24:57.760] です真似するだろ笑笑いやしねえだろ普通
[03:25:02.880] 延長しとくいやいいいいやだやだ今日は2
[03:25:07.080] 時に寝る今日は2時に
[03:25:12.520] 寝る今日は眠たい
[03:25:16.800] 明日1日お休みをして金曜日朝までやり
[03:25:19.120] ましょう昨日の夜勤明け上がりに
[03:25:21.160] ワタリガニを買って日本酒入れたワガの
[03:25:23.960] 味噌シを作った2時に寝ようねバブ誰が
[03:25:27.520] バブや我が魔族の代表誰やバブ
[03:25:31.800] チめそうやば埋めそう
[03:25:42.810] [音楽]
[03:25:46.920] ああ
[03:25:53.760] 長いうんみゃでせにゃバタにゃバタバタ汁
[03:25:58.399] 飲みてえ
[03:25:58.990] [音楽]
[03:26:01.120] なこれから毎たくねもうくて言わねえこれ
[03:26:07.840] から毎日僕にイリソシルを作ってくれませ
[03:26:10.640] んか俺で行こうさんやんなファミリーマン
[03:26:15.399] ファミリーマン
[03:26:16.840] いい
[03:26:22.600] よいゲームしてねで
[03:26:25.359] ねんほんまやなゲームばっかしてんだから
[03:26:28.960] [音楽]
[03:26:30.359] ずっとずっと
[03:26:37.439] ゲーム挨拶しよう
[03:26:42.040] ねそんな言い方されて
[03:26:47.090] [音楽]
[03:27:06.680] 眠たいちゃんたかちゃんちゃんちゃん
[03:27:11.840] ちゃんちゃんちゃんちゃんちゃん
[03:27:14.640] ちゃんちゃん
[03:27:17.080] ラスとアルバゲドンをしたと思っ
[03:27:22.330] [音楽]
[03:27:24.319] たらただの誇りでしたちゃっ
[03:27:30.880] た
[03:27:32.520] ちこめちゃまちゃんエレギレエレレエレレ
[03:27:37.960] ちくしちゃま壊れ出した
[03:27:41.760] わちゃんじかちゃんちゃんちゃんてちゃん
[03:27:48.080] ちゃん近所ぶち切れる
[03:27:51.760] ぞ
[03:27:54.160] 笑笑
[03:27:56.279] 眠いどうして俺はこんなことをさせられ
[03:27:59.680] てるん
[03:28:01.479] だどうしのやめろ
[03:28:07.520] 笑笑えメネ大メネ大メネ
[03:28:13.840] 大なんでこんなことしてるんだ俺はさせ
[03:28:18.080] られてる誰にやらされてる
[03:28:21.160] のたちとどっちが辛い
[03:28:25.680] たこっちこれは目的があるからだって明日
[03:28:29.239] の配信のために今日頑張ろうっていうこれ
[03:28:32.279] で今日レベル上げしておけば楽しい楽しい
[03:28:36.080] よみんなとお話楽しい
[03:28:39.040] [音楽]
[03:28:41.840] な今日頑張れば明日
[03:28:46.720] 眠たいすんごく眠たい
[03:28:48.720] 今お水美味しいお水おいお水おいお前ら
[03:28:54.479] なんなんだよアムウェイの水最高いや嘘
[03:28:58.720] ですアムフェやってなっす僕は楽しさ
[03:29:01.120] 伝わらねえぞあーだって眠いもん眠たい
[03:29:05.680] もんもう
[03:29:07.840] 笑笑いや物はいいから
[03:29:12.479] 笑笑あの洗脳されてるやつは絶対言うんだ
[03:29:15.960] よいや物はいいからいや品質すごくいい
[03:29:19.359] から物はいいから何が物はいいじゃ
[03:29:24.920] ポケ奇跡的に先輩開いてるから今日もでも
[03:29:29.680] ねると眠いなで寝ちゃうの眠いなで起きて
[03:29:33.560] られるのはまだ若いのあなるほどね眠いな
[03:29:36.960] で起きてられないんだもんマイティお疲れ
[03:29:40.640] マイティーってさ夢ある我が魔族の代表者
[03:29:47.680] 夢をさすぐ戻っちゃうけどあお仕事お疲れ
[03:29:51.120] さん
[03:29:55.239] え夢叶えるのに必要なものってさ
[03:30:02.040] 結最近最近マイティがマジで俺の結を狙っ
[03:30:06.239] てくかん
[03:30:09.600] なやめてよねあげないんだから誰にもあげ
[03:30:15.479] ないんだから
[03:30:16.920] 私の体ははいはいじゃないよすぐ戻った方
[03:30:20.800] 良さそう
[03:30:21.830] [音楽]
[03:30:24.720] ですちゃんちゃ
[03:30:28.160] ちゃんくれないのハグブレムスケルトン
[03:30:34.319] だ女の子にそう言われたらニヤニヤし
[03:30:37.000] ちゃう
[03:30:38.239] なスケルトン進化した
[03:30:43.000] でこの見た目でMP35だニヤニヤすんな
[03:30:48.479] 笑それはと他枠でひさんギフトありがとう
[03:30:52.399] ございまし
[03:30:54.160] たここで投げろちゅう
[03:30:57.000] のここで投げろちゅう
[03:31:01.279] のえスケルトンどこ上から2番
[03:31:06.840] 目まだスケルトンだなで
[03:31:09.960] やじゃないいらない
[03:31:12.640] ないダの
[03:31:17.680] だのおいらスケベだち
[03:31:23.160] の面白い配信者ですどうも世界一面白い
[03:31:27.080] 配信者ですおいらスケだっちのちの分かる
[03:31:32.199] の分かる脱の胸寄せないと胸寄せたらマジ
[03:31:37.160] で俺谷できるからや
[03:31:39.600] だ馬鹿にするんだろお前らもどそうやって
[03:31:43.319] 笑笑
[03:31:48.439] 笑笑ちゃまくのたみたい
[03:31:51.600] [音楽]
[03:31:55.960] よ
[03:31:57.570] [音楽]
[03:32:01.160] 高てなんだろう私より胸あるのやめて
[03:32:05.080] もらっていです
[03:32:08.359] かそんなことよ合体です真面目に返すなら
[03:32:13.479] 老に小さな喫茶店やりたいです
[03:32:16.840] 夢いいねいいよねゲーム喫茶みたいの
[03:32:21.840] やろうよそのそのね夢叶えるのに必要なも
[03:32:26.319] のって何だか分かる喫茶店いいなね何が
[03:32:29.080] 必要だか分かる
[03:32:31.000] マティ時間とお金だよ
[03:32:35.399] ねテーブル置いてやアムはそれをどっちも
[03:32:39.439] 叶えてくれる
[03:32:41.800] よ分かるメニにないものもなんとなく出て
[03:32:45.239] くる茶店やりてそうだね水売ってよ出た
[03:32:49.479] その数え方奇跡的に相てそう今日俺がいつ
[03:32:53.600] もお世話になってる田中さんもなんか来て
[03:32:55.359] くれるみたいだから話聞く一緒にやめよ
[03:32:58.920] これバンされるそうだからやめよ本当に
[03:33:00.880] 冗談通じなそうだもんななんかTって冗談
[03:33:05.199] 通じなそうだからやめよう
[03:33:09.640] 笑笑ジスさんさ装備さできねんだよな何も
[03:33:14.520] なも装備できねんだよな田中先輩チッス
[03:33:20.160] チッス奇跡的に開いてるから
[03:33:26.560] 今サイクロプスでもつけ
[03:33:29.600] とく魔界に帰る戦力今日も
[03:33:35.600] な石化しない水に弱い武器
[03:33:40.560] 防御石化しない水に弱い武器防御魔に帰る
[03:33:44.720] 戦利ガ可能飛行可能いらない魔に帰る持っ
[03:33:48.840] とくかピンチの時にこれあれば何とでも
[03:33:52.080] なるもんねいいねやっ
[03:33:54.800] たあらなんかえドラ
[03:34:00.080] ドラゴンなんだ
[03:34:02.160] これ魔界に帰れた方が良さそうよなそう
[03:34:05.840] なんだけどえ何
[03:34:09.720] 誰何
[03:34:13.350] [音楽]
[03:34:16.000] っていうことはレベル17になったって
[03:34:18.880] ことわ今日できればあと20分で
[03:34:21.880] スケルトンをレベル17まで行き
[03:34:25.320] [音楽]
[03:34:32.120] たい
[03:34:33.640] ああ疲れた代表者
[03:34:37.720] た前回のとこ超えた前回のとこ前回って
[03:34:43.040] いうのは前配信でやっは無理じゃない笑
[03:34:46.520] いや行けると思うよ行けねかなバグああ
[03:34:51.040] 全然超えてないよまだまだまだまだ全然
[03:34:54.080] 全然全然だだあれプレイ時間80時間
[03:34:56.279] ぐらいだよあれであれで80時間ぐらいだ
[03:34:59.840] よオ80も行ってねえから60とかだから
[03:35:03.319] まだ20時間もやってねえ
[03:35:05.239] べ夜勤でちゃんと見れないからあ全然全然
[03:35:09.160] まだ全然減
[03:35:10.830] [音楽]
[03:35:25.520] 魔法が育たん
[03:35:27.960] のではそろそろお仕事戻りやす
[03:35:33.319] 頑張れ
[03:35:34.870] [音楽]
[03:35:36.560] まりやお前も頑張れ
[03:35:39.120] よ
[03:35:41.239] 頑張れがれ
[03:35:43.750] [音楽]
[03:35:45.920] ガンガンガガンガン
[03:35:48.640] ガガンガガガガガガガ
[03:35:52.760] ガガガガガガガ
[03:35:57.199] ガガンガン
[03:35:59.479] ガンガガンガマンテン行ってらっしゃい
[03:36:06.319] ンガガガガガガガ
[03:36:15.800] [音楽]
[03:36:19.800] ガガンガン
[03:36:21.850] [音楽]
[03:36:28.199] ガンガン
[03:36:30.680] ガソガンガンガソ辛いお前が1番頑張れ
[03:36:35.000] やナイス
[03:36:37.120] ツッコみさすがだねディラデラくさ昨日
[03:36:42.560] この前の配信にさ久しぶりにさ鳥来ただ
[03:36:46.040] トが来たよめっちゃ久しぶりじゃ
[03:36:50.000] ないめっちゃ久しぶりじゃないとちんが
[03:36:52.880] 久々に来てぞ何事かと思っちゃった
[03:36:58.000] よラコマ君だったら知ってるわかるもんな
[03:37:02.640] なおはようあワおはよう寝てた俺もそう
[03:37:06.600] なるわやなんでだよなんラコマくんだけ
[03:37:09.960] でしょもうあの頃から来てくれてんのは
[03:37:12.840] あのYouTube初期からいる人にいて
[03:37:16.279] くれた人が久しぶりにこ死ぬほめてた
[03:37:20.199] おはよう俺は今俺は今めちゃくちゃ
[03:37:24.319] 眠い今めちゃくちゃ眠いんです
[03:37:27.479] 今今日地獄のもう3時間半やこいつと戦い
[03:37:31.880] 続けてんだよもうね寝てもいい重んないん
[03:37:34.439] ですこのここのレベル上げえ寝てもいいの
[03:37:38.600] 本当にいいのそうやって言ったら寝ないの
[03:37:41.439] 知ってるねなったねななんか気づくなった
[03:37:44.920] ん
[03:37:47.439] そうなのかなニコニコにんまりそうなのか
[03:37:50.439] な寝てもいいんだぞって言ったら俺が寝
[03:37:53.080] ないのを知って言ってるな貴様ないで
[03:37:56.160] ほしい
[03:37:59.120] ブレ変わっちまったからね変わって
[03:38:03.720] ねえチマがいつ変わったんだよみんなの
[03:38:06.960] 見る俺を見る目が変わったん
[03:38:09.199] だガシのお前あれだガッシでも言っ
[03:38:16.640] 貴様らの目が変わったんだろってた俺も
[03:38:21.239] ガシに言ってほしいやゲが何をし
[03:38:25.199] た1
[03:38:26.960] 話そ第1話ちゃんちゃうてげるよなあそこ
[03:38:33.040] な貴様に何をした
[03:38:36.800] ゲームが何をしたんだは出したね確かに
[03:38:44.150] [音楽]
