[00:00:04.560] G
[03:27:16.479] ちゃん
[03:27:17.399] 先日私は罪を犯してしまいました
[03:27:21.520] 何何何そのことをとっても食いています
[03:27:28.600] 何何何YouTubeでYouTube
[03:27:30.760] YouTubeになんか
[03:27:32.120] あのアップロードしちゃった映画とか映画
[03:27:34.880] の仕行ってきたんですけどあだたその時
[03:27:39.680] 取材の人にカメラを向けられたんですあ
[03:27:42.920] うん全然面白くない映画だったのに
[03:27:46.640] その時あのあれかあのCMとか面白くて動
[03:27:51.600] しましたなんでフロ外すんだよあのあの
[03:27:56.680] なんなんとかなんとか最高みたいなあれっ
[03:28:00.640] てどこで取られてるのあれって一体どどこ
[03:28:04.120] で取られてるんですか死者会で取られてん
[03:28:07.000] のあの映像ってなんかあのあるじCMで
[03:28:10.840] なんかなんとかなんとか最高本当に感動し
[03:28:14.840] ましたなんとかなんとか本当に良かった
[03:28:16.840] ですみたいあの映像っていつ取られてるの
[03:28:18.720] あれいつどこで取られてんのあの謎の映像
[03:28:22.120] 映画マンの1人として社会の許してもらい
[03:28:26.840] ますあれ言われてる
[03:28:29.520] の許す私が許しますえる羊を劇団員だと
[03:28:34.040] 思ってるあれ劇団員なあれてゆさん先行
[03:28:37.319] 公開版では許すなろ許すんなよ男ってのは
[03:28:43.040] 先行公開版で取られるんだやりてえな俺ま
[03:28:46.319] 中井君風に行って中井中井君風あだって
[03:28:51.600] あのあれん時のなあのなんだっけあの
[03:28:56.239] ビストロスマップの時のなあだ対客とか
[03:28:59.560] だけ入れるやついただきましたおいしい
[03:29:03.479] でそうすれば少なくとも俺だけはあれ
[03:29:06.120] ちゃんに騙されずに済むでしょダマす
[03:29:08.399] なんてそんな映画に出演したエキストラか
[03:29:12.840] そんなあんまそれは冗談だけどタイトルは
[03:29:16.080] ボサパート絶対面白くない幻の右幻の
[03:29:21.160] 右いやいいなそのなんか全員が全員そのな
[03:29:25.199] んだろうみすごいなボクサーって聞たけど
[03:29:28.040] 右って聞たら右右ストレートって思うもん
[03:29:31.800] なサブタイトルでもうなんかあいい映画か
[03:29:36.640] ゾンビボクサーパート3幻の
[03:29:39.600] 右言ったかもしんねえなネもなゾンビ
[03:29:42.439] ボクサーパーツ3幻の右最高
[03:29:48.800] 多分心配しなくても騙される人はいないと
[03:29:50.680] 思うなうん重んない
[03:29:53.080] だろ3まで出てるからねもう1回は行っ
[03:29:56.199] とく最近黄色あいあいあいあい黄色会話来
[03:30:01.479] ましたから黄色会話来ましたイベント進ん
[03:30:05.239] じゃう
[03:30:06.960] ねあまちゃん王様ゲームって知ってるま
[03:30:10.359] 大阪ゲームすんのと名前だけならでも
[03:30:15.000] ルールまではよくわかりません絶対嘘だろ
[03:30:18.239] 様王様ゲームのルール知らないやつが
[03:30:20.680] キャバクラで働か寝
[03:30:22.720] たろ家はくじを引いて王様になった人が他
[03:30:25.640] の人に命令するゲームなんだ本当は人数が
[03:30:28.239] 多い方が面白いんだけどとりあえず2人で
[03:30:29.960] やってみるそれ
[03:30:31.520] さ2人でババ抜きやるようなもんだ
[03:30:34.600] ぜ2人で成立すんのかそれ
[03:30:38.560] うそれってうんエッチな命令はなしですよ
[03:30:43.760] ねいやありですけど
[03:30:46.600] そのサモサモ当たり前かのように聞かれた
[03:30:48.960] から当たり前のように返すけどありです
[03:30:51.000] けどなんでなんでなしなのそれがわから
[03:30:54.439] んあなただったらきっと大丈夫ですよね
[03:30:58.199] いや王様だ
[03:30:59.479] し分かりましたちょっと時々ですけど私
[03:31:05.680] やります思ない重んない重んない命令とか
[03:31:08.840] いらないから本当に本当は9だけど2人だ
[03:31:11.600] からじゃんけんで
[03:31:13.920] もんが王様ねえ最初じゃんけん
[03:31:20.040] はあ負けちゃいまし負っちゃいまし
[03:31:24.560] たあお手柔らかにお願いますまままままま
[03:31:29.680] ままあいきなりエッチな見で起こさらたら
[03:31:32.120] あれだ最初はソフトなのだ何回もやるんだ
[03:31:34.000] じゃ天ちゃんの秘密でも聞いちゃおうか
[03:31:36.439] な秘密ですか
[03:31:39.399] うんえ子供がいるとかやめ急に言われても
[03:31:43.760] できれば他のことじゃだめスだめ
[03:31:47.760] ですででもすぐには思いつけませんある
[03:31:53.960] やろよしじゃ体重を大声で発表しなさい
[03:31:56.720] いやもうそれは主人公が悪それはそんなそ
[03:32:00.720] それは主人公が重んないわ別にだって体重
[03:32:04.319] なんか俺が聞いても面白くないやん別に
[03:32:07.720] なんでそんなことで女の子を言わせたく
[03:32:09.920] ないだろうしどっちも重んないや
[03:32:13.800] んふ
[03:32:18.640] もうて
[03:32:20.630] [音楽]
[03:32:23.399] 得た私の体重は
[03:32:27.040] え
[03:32:29.439] 43惜しい惜しいこれが眼これが女の子を
[03:32:35.600] 見る目がある俺はそういう風に生きてる
[03:32:37.600] から女の子見るたびにう
[03:32:40.680] 42kg
[03:32:42.600] 48kg54そういうにてるからやっ毎日
[03:32:46.120] 毎日そうやってきてるからやっぱ当たるね
[03:32:48.399] こういう時も
[03:32:50.319] ねそれじゃ俺からの命令は今のでおしまい
[03:32:53.800] まこんなのでもいいし体を使ったことでも
[03:32:55.720] いいからねあはいわかりまし
[03:32:59.080] たもう次は負けませんよ最初はグ
[03:33:04.720] じゃんけん
[03:33:06.760] ポン最初はブンブ最近の小学生って最初は
[03:33:11.359] グ知らねえらしいよありえなくね最近の
[03:33:14.439] 小学生って最初はグて知らないんだって
[03:33:17.640] 最初はブンブンが当たり前らしいよやばい
[03:33:21.239] よねヒカキンてやばくないもうそういう
[03:33:24.439] 存在なんだよ確か最初はってイや介だっけ
[03:33:30.160] なんかそのそのドリフのさドリフターズの
[03:33:34.560] 誰かがなんか言ったらしいんだよなんか
[03:33:36.239] あのバカか誰かがそれが一般化したんだ
[03:33:39.040] けど村
[03:33:41.399] 笑笑そうもうもうそのもう知らんらしい
[03:33:44.600] 最初は
[03:33:46.359] て最初はぐまたまたグ怒りやすけ頭はなん
[03:33:50.560] だそれあ昭和の匂してきたおお昭和の匂い
[03:33:55.319] してきたぞなんだ
[03:33:57.960] それそうです
[03:34:00.120] ねじゃあ王様の頭をなでなでしてください
[03:34:04.800] あ何を何をいちゃいちゃしてんだよ界隈に
[03:34:09.239] よって変わるぞそれえっと頭をなでだった
[03:34:12.160] な忘れないようにしないとあれ頭ってどこ
[03:34:15.359] だ
[03:34:16.399] 頭ってどこだかわかんねえあれ頭ってどこ
[03:34:20.080] でしたっけあれ頭ってどこでしたっ
[03:34:22.880] けでもここにも頭ってありますよねなんか
[03:34:26.120] ねあのあのちょ本やめすいません本当に
[03:34:30.680] さっきさっきそれでお尻触ったら死ぬほど
[03:34:33.479] 嫌われちゃったんで死ぬほど嫌われたんで
[03:34:35.600] ちょっと本当やめとこうかなでもここ頭
[03:34:37.720] ってあるじゃん
[03:34:39.760] ねもうい笑馬野郎馬鹿野郎今言わない
[03:34:48.120] め言わないしどうやって表現しようか思っ
[03:34:51.920] たに笑笑言われちゃっ
[03:34:54.080] てじゃないおっぱいさりたかったななで
[03:34:58.359] なで
[03:34:59.760] とぐたいですお頭もせすませなんでなんで
[03:35:04.160] なでなで気持ちいいいかがでございますか
[03:35:08.520] 王様は満足じゃいじゃんなんて
[03:35:15.920] で触り心地が素晴らしいでございますです
[03:35:18.359] もう恥ずかしいからもうおしまいです何
[03:35:22.359] イチャイチしてんだよもうちょっと触って
[03:35:24.720] いたかった
[03:35:25.720] なイチャイチしてんじゃねえかよ
[03:35:29.560] はなんだかドキドキしてきちゃいました
[03:35:33.319] そっかじゃああまりちゃんからそれ多分
[03:35:38.279] あのそのドキドキっててよいすかあのどう
[03:35:41.560] いう風に沈めるか知ってる体がドキドキし
[03:35:44.560] ちゃったりこうなんかなんかちょっと
[03:35:46.800] 落ち着かないなって時とかがあっ
[03:35:49.359] たらこれ飲むといいよチルアウトって言う
[03:35:52.680] んだけどこれ飲むと本当あのそういうあの
[03:35:55.279] あの落ち着いてくるからさこれ飲んでこな
[03:35:58.000] 本当にこれ効くし味も美味しいからさ
[03:36:00.279] ナイス案件これ
[03:36:02.880] あの飲んでごらん
[03:36:05.640] これそうだねじゃあ次の王様を今日はここ
[03:36:08.640] までです
[03:36:09.960] あこれ以上はドキドキしすぎて無理です
[03:36:14.680] なんだと出たそう仕方ない
[03:36:17.640] ねえむしろこれからが本番だったのになあ
[03:36:23.319] 時間が来ちゃいました楽しい時間ってのは
[03:36:26.279] すだね今日はどうしますえまだ延長できん
[03:36:29.399] のあ延長してないんだだいぶ楽しんでんな
[03:36:32.080] 俺くらいかったいおありいいねいいねいい
[03:36:35.000] ね飲んでみてねではもう少しだけお
[03:36:39.080] 付き合い
[03:36:40.770] [音楽]
[03:36:42.760] くださいこの間うんえ男の人の裸を見て
[03:36:47.720] お前俺以外の裸を見たのかえと言っても兄
[03:36:53.000] のなんですけど兄いるんだ
[03:36:57.760] うわもう兄いるんか相撲とかじゃないのか
[03:37:03.279] 兄いる兄いるんだっ
[03:37:05.720] て兄ちゃんいるん
[03:37:08.560] だ一気になんかハードル高くなった
[03:37:12.279] なお兄さんのなんだそれは別に忘れたとか
[03:37:16.279] でバスルームから部屋まで全裸で歩いてた
[03:37:19.800] んですうん全裸で言中様ああれちゃんの
[03:37:24.920] お兄さん豪快な人だねこな兄って変ですか
[03:37:29.000] 変じゃないけど別に全然普通のことだと
[03:37:32.239] 思うよそうですねごく一般的ですよね下着
[03:37:37.720] を部屋に忘れてきちゃったんでしょ
[03:37:38.960] 仕方ないと思うけどなでも不思議ですね兄
[03:37:42.880] と一緒にお風呂に入ってると何も感じない
[03:37:46.439] のに兄と一緒にお
[03:37:48.800] 風呂お風呂の外でると気兄と一緒にお風呂
[03:37:54.080] 入る
[03:37:55.279] のマジ
[03:37:58.000] でいやいやそこ突っ込まないのか
[03:38:03.640] [音楽]
[03:38:11.640] いこの格好どう
[03:38:15.560] ない方がいいと思うな主人公絶対オタクだ
[03:38:18.239] からもう
[03:38:19.399] なんかチェックのシャツとか来てるでしょ
[03:38:21.800] なこれはできてますねうんこの学校どうか
[03:38:26.800] な今日あれちゃんに会うために張り切って
[03:38:29.040] おしゃれしてきたんだありがとうござい
[03:38:31.800] ますま私のためになら親同士でお風呂入る
[03:38:35.800] のも一般嬉しいです今日の俺生きてるはい
[03:38:40.800] とっても素敵だと思いますよ絶対思って
[03:38:43.359] ねえだろ本当にお世辞なんじゃないのあれ
[03:38:46.560] 気づいてないんですか
[03:38:48.720] 何何何何がさっきからお店の女の子たちが
[03:38:54.359] あなたのことをチラチラ見てそれ必ずしも
[03:38:57.319] いい意味とは限らないんだ
[03:38:59.720] よありじゃそれね悲しも俺がいい意味で
[03:39:04.800] チラチラ見られてるとは限らないもう
[03:39:08.960] キョロキョロしないでください何何嘘です
[03:39:12.920] 何何何そうなんかそういうのも
[03:39:15.880] ないつまし
[03:39:18.680] てる冗談みたいなもなんか仕掛けてくる
[03:39:21.760] ようになったねまく可愛いじゃん私の視線
[03:39:26.160] だけじゃ不満ですか可愛いじゃんえ可愛い
[03:39:30.359] じゃんああまりちゃんにそんなこと言われ
[03:39:32.760] たら俺もうどうしたらいいのかあもうこ
[03:39:36.920] 時間もう帰んないといいちゃんねでも今日
[03:39:42.160] はすごく楽しかったですおい
[03:39:47.160] 可愛い
[03:39:48.239] ねあっという間に時間が経っちゃいました
[03:39:52.120] はい楽しい時間がおしまいですそうねなん
[03:39:56.120] だか少し寂しいです
[03:39:58.840] うんそうですちょっと次ちょっと
[03:40:01.359] プレゼント買にこうぜに楽しみを使っ
[03:40:03.399] ちゃったら次困っちゃいますそうなんです
[03:40:05.840] よはい私もですそれではまたお気をつけ
[03:40:13.199] て交換アップアネのドリームスター
[03:40:17.040] いっぱいゲットなんなこれドリームス
[03:40:19.279] ターって一体何がもらえるんだ
[03:40:24.239] これ1万8000うんよしじゃここは
[03:40:27.399] ごめんここはバイトせずに買い物しに
[03:40:29.840] 行こう街に街に
[03:40:32.080] 繰り出す街に繰り出して安いな
[03:40:37.319] 安い街に繰り出してプレゼント買いに
[03:40:40.399] 行こうぜ来週
[03:40:42.359] 渡そう指輪買お指輪
[03:40:45.600] あれなんかデートになってるあれあれ
[03:40:48.520] デートの約束なんかしてたっけあれデート
[03:40:51.479] の約束なんかしてましたっけ恥ずかしかっ
[03:40:53.319] たですメールさせていだきましたです王様
[03:40:55.479] ゲームというもの体験したのは今日初めて
[03:40:57.800] でしたゲームといえまさかの私の体重を
[03:41:00.239] 恥ずかしくて思い出すだけで顔から火が出
[03:41:02.520] そうですでも普段とちょっぴり
[03:41:04.760] 違うリアルあ飲んでないよ1mmも飲んで
[03:41:09.640] まん様ゲーム以外でさんがご存のゲーム
[03:41:13.479] 教えてくださいねれみなさい
[03:41:16.600] うんデートのこと忘れてたから全然覚えて
[03:41:20.439] なかっ
[03:41:21.239] たあれ行くんか廃墟
[03:41:25.920] え廃墟デートやんのもっといいとこ行こう
[03:41:33.800] ぜマジであるんだ廃墟デートややこの建物
[03:41:38.080] は何というか雰囲気があるよねはいとても
[03:41:41.319] いい感じですまだ日が出ている時間なのに
[03:41:45.479] 薄暗くて日が出てる時間でこの薄暗さやば
[03:41:48.520] すぎるだろさっきまでお天気だったなんて
[03:41:51.600] 到底思えませんねなんでワクワク超
[03:41:54.000] ワクワクしてるのそんなに嬉しそうに言わ
[03:41:55.960] なくてもここへ来るのだって妙なことが
[03:41:58.120] あったっていうへえあそうでしたね私も
[03:42:01.920] 来る道すがら何度も黒猫に横切られて近く
[03:42:06.600] に住む方に道を訪ねた時もすごく心配され
[03:42:10.760] ましたねなるほどねあげく靴紐が切れたん
[03:42:14.680] だよもう帰ろうかと思ってくらないさ
[03:42:16.399] さすがはマニアの間の
[03:42:19.120] 病院ですえかそれではいよいよ中へ入り
[03:42:25.159] ますよ外から眺めるだけって話だったよね
[03:42:28.800] うそのつもりでしたがやはりここまで来た
[03:42:33.279] からには入らなくてはこの様子じゃあね
[03:42:36.960] ちゃん1人でもいっちゃいそうだそれでは
[03:42:39.680] 行きますよお前手つなぐイベントとかある
[03:42:41.800] ん
[03:42:43.680] ちゃんあの
[03:42:46.120] ちゃんとついてきてくれてますか手繋ごう
[03:42:49.800] や本当に何も見えないんだどこにいるの
[03:42:52.319] あれちゃんあらあらららどこを触ってじゃ
[03:42:56.560] 俺え違うよ違う違うえどこって暗くて
[03:42:59.319] わかんないけどこの柔らかな感がもしかし
[03:43:01.159] てそんなだめですいやもうエッチおお普通
[03:43:09.279] にエロゲやんけ
[03:43:11.439] こんなもうエロゲやんけこんなうわ
[03:43:15.720] うわエロゲや
[03:43:17.239] これエロゲや
[03:43:20.159] こんなエロゲやん
[03:43:22.760] けポポポポじゃないんだ何がポポポポなん
[03:43:26.359] だ
[03:43:27.640] よう信じられませ
[03:43:30.600] んだ
[03:43:35.319] からやんけ
[03:43:39.080] こんないや本は何も見えなかったんだよ嘘
[03:43:42.359] じゃないって
[03:43:45.319] もう分かりまし
[03:43:46.800] たそうですね中真っ暗真っ暗だったしょう
[03:43:50.880] が真っ暗だったからこっちもこっちもほ
[03:43:53.520] 見える状態でしたいんだからこっちだって
[03:43:55.439] そんなブそんななんかブラインドタッチ
[03:43:58.159] みたいななんか見える状態でしたいんだ
[03:44:00.640] からこんな今回だけは許してあげます持っ
[03:44:03.359] てきてないんだだけど次は許しませんから
[03:44:07.000] ねすいませんわかりました本当に両手で
[03:44:12.080] あんなに握ってこなくてもうんうんうん
[03:44:15.600] そんなに怖くなかったと思いますようんえ
[03:44:18.880] 手俺は片手しか伸ばしてないけどえある
[03:44:23.479] あるえあそんなはず
[03:44:28.199] はでしたらもう1つの手はどなた
[03:44:33.040] のあれちゃんそろそろここは追いとました
[03:44:35.960] 方がいいんじゃないかな
[03:44:37.800] そそうですね分かりまし
[03:44:41.560] た残念ですけど帰りましょうか
[03:44:46.600] 伏線回収
[03:44:49.520] だはいえアフターねのアフターじゃねえや
[03:44:52.680] 同半ないのかな今度は断ってやろうと思っ
[03:44:56.040] に今度は違う女行こうと思ったの
[03:45:02.120] にあないん
[03:45:05.800] だねつまらないよああ
[03:45:09.439] なアないのなこ
[03:45:13.840] [音楽]
[03:45:15.199] アフターないよ俺アフター断ってんだよ2
[03:45:18.239] できっかりで2次できっかりランデお疲れ
[03:45:23.120] 2できっかりアフターナイスたき俺と
[03:45:26.800] アフターしたかアやろっかな俺もアフター
[03:45:30.680] 誘っていいじゃあ気になるリスナーに
[03:45:34.680] アフターディスコ会話2次回本さんって
[03:45:39.880] ひょっとして男の子っぽい僕と喋ってても
[03:45:42.000] 楽しくないのかなたまには僕を選んで
[03:45:43.800] くれる嬉しいよらしく頑張って振る舞う
[03:45:46.159] からさこれくそ可いんだよなこでホラー
[03:45:48.800] でしたまかあんなことが起きるなんて
[03:45:50.720] 思い出せけど背中がぞとしてまい
[03:45:54.520] ますしょがねで行くかなんだよ今日もあれ
[03:45:59.479] じゃねえかプレゼント変えなかった
[03:46:02.680] なアマネッツいらっしゃいませ時間的に
[03:46:08.199] これ最後今日コスプレだってさん今日の
[03:46:12.640] コスプレについて教えてよのコプレは
[03:46:15.520] サンタさんになっておりますお客様は今年
[03:46:19.399] 1年間良い子にしていらっしゃいますして
[03:46:22.000] たかなめちゃくちゃこんないい子おらんの
[03:46:25.000] 2023年の俺2022年8月10日から
[03:46:29.720] 今日までの俺何1つ悪いことしてない良い
[03:46:33.040] 子にしているきサンタさんがプレゼント
[03:46:36.080] マジで前行しかしてないよ本当にな募金と
[03:46:39.560] かするしよくなんかあのお釣りとか
[03:46:42.520] ぴょんって
[03:46:45.800] 弱いんだよな前行が一緒に過ごす女の子を
[03:46:49.159] 指名してくださいね人体も行った血は言っ
[03:46:53.880] てない
[03:46:54.840] けど針嫌いだからかしこまりました針嫌い
[03:46:59.479] それ成人
[03:47:03.680] のよし今日はこれで最後か
[03:47:13.439] の明日
[03:47:19.279] やろありがとうございましたすごく
[03:47:22.600] 楽しかったですチューブトップ私あんな
[03:47:26.680] にいだことなくてうんよろしければまた
[03:47:31.080] 誘ってくださいいやもうちょっと俺いや
[03:47:33.800] 配ってほしいな俺のことをお飲み物
[03:47:37.399] のんなんかプレゼント配ってほしいんじゃ
[03:47:40.600] ない俺をあの袋に入れて天ちゃんに運んで
[03:47:43.239] ほしい怖けにしてなんかあの子供たちの家
[03:47:47.000] にこう配ってほしい俺の
[03:47:49.479] ことでは選ばせていただきますねえ
[03:47:56.040] へそはいどうぞらへそがありがとうござい
[03:48:02.279] ますでは遠慮なくいただきますコンビニ
[03:48:05.880] でってくるを飲みたいなんだかビールが
[03:48:10.159] 飲みたいだってしょうがねえ
[03:48:13.760] な
[03:48:15.760] ああ素敵なら最近だらしねえ
[03:48:19.520] なほいホイ
[03:48:22.680] チハ今日のお水はクリスマスムード一宿
[03:48:25.840] って感じだね今年最後のコスプレイベント
[03:48:28.640] にふさわしく私たちサンタが幸せをお届け
[03:48:33.040] しますおしあちゃんがサンタを見られ天
[03:48:36.600] ちゃんサンタを見られただけで俺は幸せ
[03:48:38.640] もんだなありがとうございますサンタさ
[03:48:42.159] んって夢がありますよね
[03:48:46.080] サンタさんを大在にした映画もたくさん
[03:48:48.720] ありますしあそうサンタの映画なんかある
[03:48:51.399] あんま見たことないよな世界中のみんな
[03:48:53.760] から愛されてるサンタさん本当に憧れます
[03:48:57.479] 俺最近気づいたのサンタサンタ教会って
[03:48:59.800] あるの知ってる全日本全全国サンタ協会
[03:49:03.560] みたい
[03:49:05.279] な年々サンタ協会あのサンタの応募資格
[03:49:08.760] みたいなのがあんだよ体重何以上アーダ
[03:49:11.560] コーダアーダコーダみたいな応募四角の体
[03:49:14.279] にちょっと近づいてってしまっているんだ
[03:49:16.279] よサンタになろっかな俺
[03:49:18.800] みんな俺本物のサンタになろうと思サンタ
[03:49:21.560] クシ
[03:49:23.520] ね笑笑身長制限はや確か身長が
[03:49:29.000] 180180以上頭にシリコンぶっ込んで
[03:49:32.520] くっから俺あのなんかあの
[03:49:35.600] あの相撲選手があの相撲選手が頭にさ消し
[03:49:40.159] ゴム入れてさ舞の海笑笑舞の海みたにある
[03:49:45.800] 頭だけ伸び
[03:49:47.960] ちゃう頭だけ頭だけ頭だけさ俺さあれなん
[03:49:53.960] だけど10cm衣装伸ばさなきゃいけない
[03:49:56.239] んだけど大丈夫かなシリコンぶっ込んで
[03:49:58.560] ぶよぶよ
[03:49:59.720] の消しゴム入れ
[03:50:02.080] てできれば俺だけのサンタで行ってほしい
[03:50:04.720] ななんてねもうお上手ですみちゃまさん
[03:50:09.760] 182のサンタ怖いシリコン入れたやつや
[03:50:13.000] んシリコン入れよ頭にでは今日だけは
[03:50:17.000] あなたにサンタさんになってあげますあら
[03:50:19.199] あらあらあらプレゼントは一体
[03:50:21.840] 何メリークリスマス
[03:50:25.359] く可愛いじゃねえかお前可愛いじゃねえ
[03:50:31.000] か俺も本物のさんだ
[03:50:34.040] なろ飲みわっちゃったよグラスがからです
[03:50:37.199] ねずるいってずるいってなんだ羨ましいか
[03:50:43.120] おめえもこういう風にあれか
[03:50:45.279] 女をはべらせてかじゃあ力をつけ
[03:50:50.319] な先はまってんだよなこのじゃあ力をつけ
[03:50:55.040] なかしこまりま
[03:50:58.520] はいよしじゃあ1回解放しようえーどんな
[03:51:03.800] 音楽が
[03:51:05.520] 好きそうですね家にいる時はよく聞いてい
[03:51:10.159] ますよ何どんな音聞くのよく聞くのは
[03:51:13.600] クラシックです
[03:51:15.680] 持っているCDもクラシックが多いですね
[03:51:18.720] えへえクラシックすごいね子供の頃ピアノ
[03:51:23.040] とバイオリンを習っていたのでその影響だ
[03:51:26.560] と思います家でのんびりクラシックを聞い
[03:51:29.800] ていると癒されますう俺だったら間違い
[03:51:34.479] なく眠っちゃうだろうな
[03:51:39.800] うあのこの間話した映画のこと
[03:51:45.040] 覚えてますかうんなんだっけああはいそう
[03:51:49.359] ですその映画を撮影していた場所が分かっ
[03:51:52.960] てしまいましたこれ待てまたデートあるん
[03:51:55.159] じゃ
[03:51:56.600] ない案外近くなのですよほら電車で
[03:52:01.399] 乗り継いでいける港町の横浜か
[03:52:05.680] なそのすごい横浜のこれ都内なんだけど
[03:52:09.000] この横浜のすごいなんか回りくどい言い方
[03:52:11.960] したねなんか今ね
[03:52:14.800] 乗りついでいける港町のなんだかそんな
[03:52:18.000] 身近な場所で撮影していたなんてワクワク
[03:52:21.479] しませんかもう私でも行こうよそこて
[03:52:25.960] めちゃくちゃあれじゃん
[03:52:29.479] ねいつか配信で歌わじゃあれだ
[03:52:34.120] な
[03:52:36.960] あのはいなので今度お天の日にでも行って
[03:52:42.000] みようとっ一に行かないの場所に立って
[03:52:45.359] みると何か感じられるかもって思いません
[03:52:49.680] かはいまさに
[03:52:53.840] ね役者さんそれにスタッフさんが見たもの
[03:52:58.600] 感じたものに触れてきたいなってじゃ俺も
[03:53:01.399] このゲーム作ったスタッフたちが何を感じ
[03:53:03.600] たのかみたいからちょっと言っていこうか
[03:53:05.880] な
[03:53:06.840] キャバクラおこの調子なら一緒に行くって
[03:53:09.560] 言えばデートできるかも笑笑今から楽しみ
[03:53:13.520] です
[03:53:15.000] あの感動的な名が生まれた場所の隣で映画
[03:53:18.720] の撮影してたなああのあちゃんもちろん
[03:53:23.399] あなたにはどんなところだか1番にお教え
[03:53:27.359] しますうん楽しみにしてる
[03:53:30.399] よ行かないんだねあお時間が来たみたい
[03:53:34.600] ですねあの今日はどうされますか
[03:53:39.399] 延長ありがとうございますではもう少し
[03:53:43.600] ゆっくり刺さっていってくださいねほい
[03:53:45.920] ほいほいお持ち帰り
[03:53:49.199] でテイクアウトドライブするいいんだけど
[03:53:52.760] もう店入ってくんのめんどくせえからあね
[03:53:55.199] ドライブスルーやってくれこの店ドライブ
[03:53:57.560] スルーであれできないのめどくさいじゃん
[03:54:00.399] いちいちここまで入って
[03:54:02.600] く
[03:54:04.560] 笑笑ドライドリンクが減ってないようです
[03:54:07.600] 飲んでる飲んでる俺あのもう酔っ払っちゃ
[03:54:10.000] んだ俺あんまりお口に合いませんでした君
[03:54:12.640] が酔うのを待ってるおい1人暮らしをされ
[03:54:15.600] てるんですかいされてますまあねドライブ
[03:54:18.279] するはで普段のお食事はどうされてるん
[03:54:20.760] ですか普段のお食事はもほぼ買い食いです
[03:54:24.600] ね外食ま外食っていうかま外食っていうの
[03:54:28.359] かなか買ってきて家で食うのが多いかな俺
[03:54:31.479] はま外食も多いな自分で作んのはま滅多に
[03:54:35.359] なまだめ
[03:54:36.130] [音楽]
[03:54:39.960] うん外食ばかりだとかお金がかかる食費
[03:54:45.560] めっちゃかかるぜえ月いくらかあってか
[03:54:48.399] かかんないよマジででないうん牛丼とか
[03:54:51.880] ラーメンとかった食事ばかりしていると体
[03:54:55.359] を壊してしまいますよじゃおが毎日俺に
[03:54:57.880] サラダ作れちゃ栄養も考えた食事をして
[03:55:01.640] くださいね
[03:55:04.439] はいありがとうござい
[03:55:08.000] ます私お客様にして偉そうなことよ
[03:55:15.980] [音楽]
[03:55:19.359] せなんか今ごめん全然関係ないけどだその
[03:55:23.199] あのつ何あありがとうなんだかビールが
[03:55:28.680] 飲み
[03:55:29.720] たいやだねお前ビールだと酔わねえから
[03:55:34.359] 酔わねえから速攻で読んでも酔ってもらう
[03:55:36.720] ためにこれこれ
[03:55:38.920] 飲む今日は美味しいおさはいはい全然酔わ
[03:55:42.399] ねんなもうあと1回しか会話できねえから
[03:55:44.120] な
[03:55:44.350] [音楽]
[03:55:49.880] 黄色会話出さなきいけね
[03:55:51.840] から来た
[03:55:54.399] オ黄色
[03:55:56.840] おスキーシップし
[03:55:59.760] たいね俺たち親友だよねはいそうですよ
[03:56:06.080] もう親友ですうだったら親友としてもう
[03:56:10.479] ちょっとあねちゃんと仲良くなりたいな
[03:56:13.940] [音楽]
[03:56:16.040] そうですねですよねそう思いますよね
[03:56:19.439] でしょあまるちゃんもそう思うよねそう
[03:56:21.880] ですねうんおはいうんでも
[03:56:27.720] あのうん具的にはどいう肌と肌を
[03:56:34.199] こう触れ合わせるそれってやっぱり言って
[03:56:38.319] みればスキンシップってやつ手をつぐとか
[03:56:42.520] さ私せっちゃんとはよく手を繋いだり腕を
[03:56:46.760] 組んだりしますよ腕を組むああ腕を組むだ
[03:56:50.239] たまにせっちゃんの方からじれてきてだけ
[03:56:53.120] あたりなんか
[03:56:56.080] も女の子同士でジレ合ってるのってなんか
[03:56:59.680] いいよね俺もそういうことあまるちゃんと
[03:57:03.159] したい
[03:57:04.680] な
[03:57:07.159] ふで
[03:57:09.000] も異性とそういうことするのって恋人同士
[03:57:13.880] で恋人上司でもないのにそういうことする
[03:57:16.680] 奴らもおんねん世の中にはそう太きな奴ら
[03:57:20.199] がいるんだよいやいや友達どうしたけど
[03:57:23.199] いいんだよそそうなんですか
[03:57:28.000] うそれじゃこういう場合にぴったりのえ
[03:57:32.840] ゲームならありますけどなんす
[03:57:35.720] か
[03:57:38.000] そのスキンシプを測るゲーム
[03:57:42.199] ですいいじゃそれやろえ何ええ何何
[03:57:45.439] ミニゲーム
[03:57:46.680] えあここれか
[03:57:50.359] やなんだよお前これお前まさかこれ
[03:57:53.199] ポッキー台5000円ぐらい取られんじゃ
[03:57:54.720] ねえだろうなどこだよポッキーここかどこ
[03:57:57.960] だんねポッキーポッキーここかもあ
[03:57:59.640] ポッキーここだあポッキーここにもあるよ
[03:58:01.720] あれここのこの人にはポッキー食べれない
[03:58:04.159] んかなあれここにもポッキーあるんです
[03:58:06.760] けど
[03:58:08.680] ね終わんない
[03:58:13.480] [音楽]
[03:58:15.279] これでポッキー台5000円取らたら笑う
[03:58:18.920] わし
[03:58:22.199] てておいポキ
[03:58:25.040] しお俺のポッキーがポッキしちゃうよろろ
