[00:00:00.240] お肉はね鶏肉の形なんだ
[06:43:49.320] けど行き方分かってるんだけどなんか
[06:43:51.120] あそこねうまいことやるとワンナップ
[06:43:52.520] できるんだよな得点めっちゃ稼げんだ
[06:43:55.040] あそこだけで何万ポイントも稼げるんだよ
[06:43:57.990] [音楽]
[06:44:03.280] するとマジでね指の動きが全然違ほら
[06:44:07.080] なめん
[06:44:07.960] [音楽]
[06:44:10.680] なあごめん
[06:44:15.558] なさい
[06:44:17.160] ララやっぱこの曲いいよねスーパー
[06:44:19.760] ファミコン版のさメインテーマこの曲好き
[06:44:23.160] だわ最初あんま好きくなかったんだけど
[06:44:25.558] スーパーファミゴン版て聞きすぎて好きに
[06:44:27.280] なったかっこいいこの曲この
[06:44:31.780] [音楽]
[06:44:33.240] がかっこいいんだよ
[06:44:35.680] なこの曲もいろんな作品でアレンジされ
[06:44:38.558] てるよ
[06:44:42.040] ね結構悪魔城ドラキュラを代表する曲なん
[06:44:45.680] じゃないこれま指紋ベルモンドのテーマだ
[06:44:48.040] からな
[06:44:49.450] [音楽]
[06:44:50.878] 曲名これが1番最後に流れるのがまたいい
[06:44:53.798] よなこれ作品
[06:44:55.718] なあの悪魔城伝説で1番最後にバンパイア
[06:44:59.120] キラー流れた時みたいなそういう演出だよ
[06:45:01.240] ね
[06:45:02.900] [音楽]
[06:45:04.520] きはそういうとこ好きなんだよねそういう
[06:45:06.798] 演出面マジで
[06:45:08.760] 熱い過去作やってた人にしかわかんないで
[06:45:12.160] あろうネタとかがガンガン入ってるのが
[06:45:13.798] 好きだ
[06:45:14.100] [音楽]
[06:45:16.200] わか
[06:45:17.500] [音楽]
[06:45:26.040] これだいぶキャラクターの動きちなあり
[06:45:29.718] する前
[06:45:31.398] と短くて寝るの大事だ
[06:45:36.600] [音楽]
[06:45:44.520] なおはようまておはよう寝まし
[06:45:48.638] た2時間ほど寝た
[06:45:52.320] わあん時見さみんなも寝たか
[06:45:58.520] なその花ちゃんとかさその花そのそのとか
[06:46:03.160] さよくもまあ起きて起きてられるよなあん
[06:46:05.798] 時も最後まで見せ
[06:46:07.360] [音楽]
[06:46:11.478] た睡眠大事睡眠マジ大事ちょっとでも寝る
[06:46:14.958] とマジで全然違う
[06:46:24.798] わくかいけねえか
[06:46:27.840] くそ寝てもここむずいな寝起きでもやっぱ
[06:46:31.398] むずいわここ
[06:46:36.990] [音楽]
[06:46:51.920] ああまじかワンナップしかいい
[06:46:57.100] [音楽]
[06:47:00.160] やBGM1禁止のやつうん違う違うそれは
[06:47:04.798] 違うそれまた違う曲あそれあれはアウェイ
[06:47:07.160] クって曲これは指紋ベルモのテマでもね
[06:47:10.000] これあの俺前スーパーファミコン版やった
[06:47:12.080] じゃんマイティ見てたと思うだけどその時
[06:47:14.638] の曲だから多分聞き覚えあるんじゃ
[06:47:16.878] ないスーパーファミコン版メインテーマだ
[06:47:19.558] ね
[06:47:20.780] [音楽]
[06:47:26.478] これ一び禁止はあれだよ
[06:47:29.760] えなんどういう曲だっけ
[06:47:34.280] あれあの曲ってどういう曲だっけあのあれ
[06:47:37.000] だよなゲボアドバンスやよねあれなんどう
[06:47:39.360] いう曲だっけあれえっとね出てこねえ
[06:47:45.398] わあれはあれまた違う
[06:47:53.558] なちょっと似てるかも
[06:47:56.280] ちょっと似てるかもしんね
[06:48:03.390] [音楽]
[06:48:05.680] え当たんのかよそこが見てる見てるよね
[06:48:09.240] 確か
[06:48:11.410] [音楽]
[06:48:16.120] にここもなんかどっか探せば回復あんのか
[06:48:19.878] なぶっちゃけ回復ないのきついよなここ
[06:48:22.798] マジ
[06:48:24.980] [音楽]
[06:48:27.600] でっちったよ
[06:48:32.020] [音楽]
[06:48:35.760] 難しい
[06:48:38.240] な難しいけどやっぱ全然疲労感がちげえ
[06:48:44.420] [音楽]
[06:48:50.798] な
[06:48:53.958] うまいマジで行っていてを大事にしよう
[06:48:57.878] これはもうマジであのパズルゲーだと思っ
[06:49:00.398] ていい悪魔ドラキラは
[06:49:03.520] 行っていって毎回同じことするば絶対知ら
[06:49:05.638] ない
[06:49:08.040] から相手は同じ動きしかしねんだよハード
[06:49:11.878] のままハードだよ
[06:49:14.050] [音楽]
[06:49:18.000] ずっと24時間までにはクリアしたねあと
[06:49:20.680] 6
[06:49:22.040] 時間さすがおらそう
[06:49:28.080] よもうラストステージなんだよね
[06:49:31.040] ドラキュラなんだ次の
[06:49:36.040] なんとか行きたいけど
[06:49:42.040] ね
[06:49:49.000] あねうまい
[06:49:59.040] [音楽]
[06:50:05.680] うまいなんでお前くああいやいらないいら
[06:50:10.760] ないああ回復まいらない
[06:50:14.680] かくしゃみでる
[06:50:17.220] [音楽]
[06:50:17.520] [拍手]
[06:50:20.120] ごめん
[06:50:21.840] らよし
[06:50:28.030] [音楽]
[06:50:28.450] [拍手]
[06:50:33.680] 邪びっくりびっくりびっくりしった
[06:50:37.250] [音楽]
[06:50:42.120] ごめんうん今日も花粉がどうやらすごい
[06:50:45.180] [音楽]
[06:50:52.958] らしいトララ
[06:50:56.260] [音楽]
[06:51:04.958] なんだよお前
[06:51:20.870] [音楽]
[06:51:24.160] うざ行ったいったたたナイス
[06:51:28.120] よし行った行った行った行っ
[06:51:30.760] たオとりあえずここまで来ればまあだいぶ
[06:51:33.760] 違う
[06:51:37.200] だろうここもな安定して無傷で抜けらん
[06:51:40.718] ねえんだよなこバカでかコウモリがマジ
[06:51:43.200] 避けれねえってここダメージ覚悟なんだよ
[06:51:47.210] [音楽]
[06:51:53.320] ね倒してった方がいいのかなめどくせえよ
[06:51:56.680] なな
[06:52:02.240] [音楽]
[06:52:03.638] あこれもしかして普通あそこしゃがむだけ
[06:52:05.398] でいいかここでしゃがむだけでいい1発目
[06:52:07.360] は
[06:52:12.090] [音楽]
[06:52:15.160] あねいやすごいことになっ
[06:52:18.680] てる
[06:52:20.840] 嘘ここ安定して抜けれねえのいてえ
[06:52:24.940] [音楽]
[06:52:27.200] なしてむくれんだからなここ
[06:52:34.200] 無傷で抜けれねえか
[06:52:37.120] ここまず1匹目はこうこうこれでいい2匹
[06:52:41.718] 目もねどうにか
[06:52:45.240] よ避けれねえよなあそこから来るとなどう
[06:52:49.600] すっかな
[06:52:52.620] [音楽]
[06:52:57.958] これ1匹目はこれでいい
[06:53:02.878] 2匹目よこれジャンプ行っちゃうあ行ける
[06:53:04.718] わ
[06:53:07.520] オッケ3匹
[06:53:10.200] 目これで
[06:53:14.478] さワンチャン倒せるまだあもう普通に
[06:53:19.558] 踏み外した
[06:53:20.920] 足
[06:53:23.878] くそ無なったけよここよ寝ても冷めても
[06:53:28.320] 無いわ
[06:53:32.630] [音楽]
[06:53:41.920] あ
[06:53:45.980] [音楽]
[06:54:06.440] 絶対クリアできるよ
[06:54:07.650] [音楽]
[06:54:17.718] こんなやべ鼻の調子すげえ
[06:54:21.080] 悪花粉だな一瞬外出たんだ
[06:54:25.040] よ一瞬さっき揃ってたらとんでもねえ
[06:54:28.920] ちょっと出ただけでこれだ
[06:54:33.910] [音楽]
[06:54:59.520] いいね満タン
[06:55:00.430] [音楽]
[06:55:11.040] ええ当たるんだ今
[06:55:14.130] [音楽]
[06:55:29.000] のやあごめん何してんだ
[06:55:46.040] いやむずなんだよこいつマジでめんど
[06:55:49.760] くせえな強えなめちゃくちゃ
[06:55:54.240] あいめちゃくちゃ強えマジ
[06:55:57.200] で面
[06:56:00.910] [音楽]
[06:56:09.878] なくそあもうむず
[06:56:15.940] [音楽]
[06:56:20.920] いあの炎の兵士はさマジで安定して倒せ
[06:56:25.420] [音楽]
[06:56:26.718] ねえなんであいつあんなむずいんだよ
[06:56:32.540] [音楽]
[06:56:36.558] 剣のくせに鞭の俺ぐらいさあの射程距離
[06:56:39.718] あんのよすげえ当たるんだよね
[06:56:48.730] [音楽]
[06:57:02.600] 当たんのか
[06:57:04.730] [音楽]
[06:57:17.280] もうやっちた何やってうわ最悪や
[06:57:27.560] [音楽]
[06:57:32.320] あ
[06:57:42.010] [音楽]
[06:58:06.558] やべえな今日目かおちょちょみんな今日
[06:58:08.798] 出かける時気をつけろよクソ花粉やべえぞ
[06:58:11.040] これやべえ
[06:58:13.200] 一瞬一瞬外出たけでもうやばい目が
[06:58:16.878] めちゃくちゃ痒い今目と鼻とやばいわ今日
[06:58:22.440] やばいわ多分あったかくなったかんなマジ
[06:58:25.280] 花粉やべえわ
[06:58:26.718] なま超鼻俺敏感だからさ気をつけろ今日
[06:58:31.558] やべえわ
[06:58:35.080] 花粉症ないですああ羨ましい
[06:58:38.440] [音楽]
[06:58:40.160] ね花粉症ないなんて最高じゃないす
[06:58:46.240] か目薬とか使ってますいや俺ね花粉症に
[06:58:50.440] 対して薬使ってねえんだ
[06:58:52.320] よ目薬あんま好きじゃなくない人やべえ時
[06:58:55.920] は使うけどねやばい時は使うけどでもね薬
[06:58:59.200] は伸びたくないんだあれはあのにもる
[06:59:01.600] タイプのね目も全部来る目も鼻も喉も
[06:59:05.798] 来るみんな分かるかな喉が痒いって感覚
[06:59:09.120] 分かるかな地獄だよかけないから喉が痒く
[06:59:13.120] て喉が痒いのあれ地獄だよマジな耳の奥と
[06:59:17.558] 喉の奥のなんかその中心部分が痒くなるん
[06:59:20.160] だよあれはマジ地獄だねどうしようもね
[06:59:24.240] 書くことはできねえからただずっとうわー
[06:59:26.638] と思いながら
[06:59:31.680] [音楽]
[06:59:37.478] 鼻水やべえも
[06:59:40.340] [音楽]
[06:59:43.398] 今君の奥の感覚わかなあれめっちゃえぐい
[06:59:47.080] よなあのななんどこって言ったらわかん
[06:59:49.000] ないかけねえとこなんだよなお口が痒く
[06:59:54.520] なる鼻と喉の境い目のととくなりますね
[06:59:58.760] そうそうそうあれ地獄だよ
[07:00:02.798] でこいつこんな強えんだ
[07:00:05.878] よ雑魚敵でこんな強えんだどうやって倒せ
[07:00:09.398] んだよ
[07:00:10.398] これ無理だろこれマジでずくねか鼻とノの
[07:00:16.878] 境い目奥な今日はチャージと新しい鏡
[07:00:22.440] て
[07:00:24.840] マナカて何
[07:00:37.160] くし交通系ああスイカ的な
[07:00:41.478] やついこかとかそういう
[07:00:45.440] 感じマナカってのがあるんだそうそうへえ
[07:00:49.478] まだあれも結構地方地方っていうかさあれ
[07:00:52.440] だよなあのその場所によって違うよね
[07:00:55.160] かなり
[07:00:56.200] ねそんなあるんだ知らなかっ
[07:01:00.200] たですね俺1個持ってねえやそういう交通
[07:01:04.080] 系のICカード1個持って
[07:01:07.280] ない車がやっぱ栃住んでると使わねえかん
[07:01:10.638] な車
[07:01:12.160] 以外持ってねえんだよだからさ東京とか
[07:01:14.680] 遊び行ってさみんな電車移動すると俺が俺
[07:01:17.478] だけさごめんキップ買うから待ってつって
[07:01:20.240] えおめえ何パスも持ってねえんかよって
[07:01:22.718] 言わ持ってねえよんなも使わ
[07:01:26.500] [音楽]
[07:01:30.280] ねあったら便利なんだよあれば便利便そう
[07:01:33.798] そうなんだよね結局買い物とかもでき
[07:01:35.920] ちゃうしねそれで
[07:01:38.140] [音楽]
[07:01:44.000] ね僕の真だな
[07:01:46.920] ええマナカて
[07:01:49.240] どこどこのカード
[07:01:59.880] [音楽]
[07:02:02.958] 僕は
[07:02:04.280] ピタパ何それ
[07:02:07.320] ピタパ嘘つくなよそんなのねえだろさすが
[07:02:12.478] に
[07:02:17.080] ピタパそうそうシムゴッド
[07:02:25.080] ええもこここすのマジしんどいな系だから
[07:02:29.878] 名前の方向性が違うマジであそうな
[07:02:36.160] くしゃみあそそう汚い音しませんね別に
[07:02:39.160] ミュートとかしない
[07:02:44.080] けどえぐくしゃみが鼻水がなあのな肌水何
[07:02:49.920] が辛いってさコンボでさユーザーあまりを
[07:02:52.798] 見かけしないのでテンション上がった茶顔
[07:02:56.000] 邪魔顔顔あのなんつうの鼻水出てくる時
[07:03:01.160] あのコンボでさ100%鼻も詰まるのねだ
[07:03:04.718] からこうピタパあるよお休みピタパあるん
[07:03:07.958] だへえちゃおはよう俺も寝たわ2時間
[07:03:12.760] ぐらいだいぶ楽になっ
[07:03:15.760] たうんピタパだって聞いたこと
[07:03:21.680] ねお
[07:03:23.958] パチパチ
[07:03:27.120] パチパチパチお
[07:03:30.160] おはよう時間ほました
[07:03:33.810] [音楽]
[07:03:39.558] よかてえこいつマジでノーダメ宣言です
[07:03:46.200] これ鼻かいなおいいやめっちゃメモかい
[07:03:51.718] くそマジで花粉くばればいいの寝るんだ寝
[07:03:55.558] 寝るよおめえら俺が配信以外で何やってか
[07:03:59.000] 知ってるの会場ピタパ
[07:04:04.200] 残念残念ピタパ使えませんから
[07:04:11.680] 残念使えねんか
[07:04:14.638] い
[07:04:18.330] [音楽]
[07:04:19.840] ブブブ急いでスイカ作っとけあうぜえ勝て
[07:04:24.160] こいつマジで
[07:04:27.000] [音楽]
[07:04:35.600] ピは後払いだし結構特殊なんですよねあは
[07:04:40.240] 後払使ったら使った分だけ請求が来る
[07:04:43.000] みたいなクレジットカードみたいな
[07:04:46.730] [音楽]
[07:04:49.520] 感じあい怖い確かにチャージじゃねえんだ
[07:04:56.410] [音楽]
[07:05:25.080] 覚えてるの苦手だから絶対忘れて後になっ
[07:05:28.120] て絶望する交通マネーなら来たかスカ
[07:05:31.840] パスモかまかか
[07:05:35.600] かかで対応してます早
[07:05:39.520] かけ1人だけネーミングセンス違すぎ
[07:05:44.860] [音楽]
[07:05:48.398] でしょあ行ったったった行った
[07:05:56.400] [音楽]
[07:06:04.360] ちゃんももさん
[07:06:07.750] [音楽]
[07:06:17.080] トラコンくだらない死したここマジ
[07:06:19.958] ギリジンなんだよな何気になあそこだけな
[07:06:22.718] しかも応してない
[07:06:24.760] かかね
[07:06:31.638] ちょっとあれだねあのこんなこと言える
[07:06:35.160] 立場じゃねえけどちょっとみんな厄介かも
[07:06:37.360] しれなあのお金の決だけはこれもっと
[07:06:40.958] ガンガン言っといた方がいいと思うなもし
[07:06:43.398] か
[07:06:45.680] してガンガン言っとかねと絶対現金しか
[07:06:48.558] 持ってきてませんって人絶対出てくると
[07:06:50.160] 思う
[07:06:51.520] よやっぱりね何回説明してもね聞いてねえ
[07:06:54.680] やつて100%
[07:06:56.200] いる人間にできて説明したらはね聞いて
[07:07:02.200] ませんでしたいるんだそこはもうしつこい
[07:07:05.920] ぐらいに告知しといた方がいい行けるわけ
[07:07:08.320] ねえだろ現金化できてんのかよバポイント
[07:07:11.398] すげえなマークスローカルなやつだから
[07:07:13.798] 対応してなくて当たり前なんです
[07:07:15.800] [音楽]
[07:07:27.360] けどあめっちゃ可愛い
[07:07:31.650] [音楽]
[07:07:33.320] なん
[07:07:36.660] [音楽]
[07:07:41.280] だ
[07:07:43.398] あ俺は俺はコピーとかしるコピーでもして
[07:07:48.240] 使ってくれお
[07:07:52.150] [音楽]
[07:07:58.280] やみむいな
[07:08:01.810] [音楽]
[07:08:05.920] こここせねえマジ
[07:08:12.600] [音楽]
[07:08:14.680] であペも行ける
[07:08:20.200] じゃん
[07:08:24.610] [音楽]
[07:08:26.958] ギ払いもいけんのか
[07:08:32.440] 無駄にdポイント1万円ぐらい持っ
[07:08:36.120] てるここで使うバ行けん
[07:08:39.640] [音楽]
[07:08:42.040] の行けないん
[07:08:44.090] [音楽]
[07:08:45.718] かえ
[07:08:49.718] はない
[07:08:53.020] [音楽]
[07:09:00.360] ねんけ海賊払何それポイント払は違う
[07:09:06.760] でしょ
[07:09:07.840] 笑いやD払いってポイントじゃないよ
[07:09:12.478] えっとあの普通にあるあるあのなん
[07:09:15.478] キャリア決済っていうのああの携帯携帯
[07:09:20.478] あの料金と一緒にてくるやつなんてうい
[07:09:24.080] どこもまペみたいな感じじゃね
[07:09:30.410] [音楽]
[07:09:32.200] 出世払い
[07:09:33.638] バレるさんに頼んで
[07:09:38.280] [音楽]
[07:09:48.638] くれ鼻の中がもうめちゃくちゃ痒い
[07:10:07.120] 役払いしてもらい
[07:10:09.200] な役
[07:10:12.220] [音楽]
[07:10:26.920] 払い
[07:10:28.718] あ大丈夫
[07:10:31.600] 穴の中ゴリゴリしてあげよかしてしてし
[07:10:36.478] ててもう痛いっ
[07:10:42.280] それたうまいいいね行ったった行った行っ
[07:10:48.240] たここもああのゆっくり行けば絶対大丈夫
[07:10:53.120] [音楽]
[07:10:57.000] ごっし
[07:10:59.360] て痛いなんかあいつパターン違ったやんけ
[07:11:03.680] 今ゴーストし
[07:11:05.670] [音楽]
[07:11:06.760] たいやってみたい
[07:11:08.590] [音楽]
[07:11:15.120] あれここなんなんマジでここなん
[07:11:19.920] なんなんであそこめっちゃギリジャンなの
[07:11:23.160] うぜえすっと行かせくしてほしい見せらん
[07:11:27.000] ねえよ見せらん
[07:11:29.798] ねえ来てさすにみんなの前で鼻毛さらせ
[07:11:34.878] ねえ
[07:11:36.798] だガチャに入れてなんでだあ好きな人に
[07:11:41.600] ゴーストゴスやる
[07:11:46.440] [音楽]
[07:11:49.320] 権利ゴスしたらそうだよな鼻毛がな鼻毛が
[07:11:53.600] なくなんのって要はそういうことなた人が
[07:11:55.718] 好きなタイミングで引っ張れる
[07:11:59.740] [音楽]
[07:12:02.280] やりてえっって思う人なかなかちゃんもも
[07:12:04.120] さんぐらいしかいねんじゃ
[07:12:12.958] ないなんなんこのクソかっこいい
[07:12:18.680] [音楽]
[07:12:21.558] メじわじわやり
[07:12:24.280] たい地獄だ鼻でさせたら怖いからやだな
[07:12:28.558] くそむすぎ
[07:12:32.040] マジで難しい
[07:12:35.720] [音楽]
[07:12:39.080] ここかわいそうになったら一気に
[07:12:42.180] [音楽]
[07:12:54.398] 行く仕事だからるおやみ笑おやみ
[07:13:01.398] 仕事
[07:13:03.520] かおやすみ
[07:13:07.940] [音楽]
[07:13:09.120] なさいいやむずいって
[07:13:16.960] [音楽]
[07:13:50.440] やうマジで超むずいな
[07:13:56.320] ここ全然隙がねえ
[07:14:01.150] [音楽]
[07:14:24.798] ちゃんと避けなきゃだめだねこれうわ
[07:14:27.920] あいつうめ
[07:14:30.040] よし黒来るよ黒ひがマジこれさ黒ひ見え
[07:14:34.958] なくないこれマジ
[07:14:38.638] で当たんねえ
[07:14:43.280] し何それ
[07:14:49.040] [音楽]
[07:15:13.200] いやうぜえな
[07:15:16.080] お前いやここ越す時までにもう絶対あれ
[07:15:20.760] じゃねえか
[07:15:21.958] よいや何それえ何今のどうよけんねんそれ
[07:15:32.140] [音楽]
[07:15:49.558] うまいうまいうまいう今の
[07:15:53.398] うまいああくそ当たっちゃうう当たっ
[07:15:56.718] ちゃうよなああの黒も絶対攻撃当たる
[07:16:01.700] [音楽]
[07:16:11.718] くそいやマジでむずいなここ敵が厄介
[07:16:18.958] すぎるねし
[07:16:21.410] [音楽]
[07:16:36.160] やブーメラン強え
[07:16:38.040] わ
[07:16:40.478] ブーメランあれ
[07:16:44.558] ねここここいつえぐすぎるって初手でその
[07:16:49.080] 変ななんか誘導弾で体力4持ってかれたら
[07:16:51.798] 無理だ
[07:16:54.080] よ今日はね俺の鞭の範囲になると鞭が届か
[07:16:58.798] ジャンプするんだよねできねそのまま地面
[07:17:03.600] にさ歩いてきてくくれるんだったら当たる
[07:17:05.080] んだけど
[07:17:13.440] さ
[07:17:19.080] こいつあれ
[07:17:20.830] [音楽]
[07:17:23.280] ひょひょひどう
[07:17:25.730] [音楽]
[07:17:26.920] する危ねえうまい今のま奇跡だ
[07:17:34.420] [音楽]
[07:17:37.478] けどなんだぞ下降りてこい下降りてこいで
[07:17:42.680] 降りてこねんかいいやあもう避けらんない
[07:17:46.200] よお前
[07:17:48.398] もけらんねえ
[07:17:52.000] よなん
[07:17:57.120] であのひがうぜえなマジでな
[07:18:05.720] [音楽]
[07:18:20.600] ああくそ
[07:18:23.650] [音楽]
[07:18:32.200] ああらこれ
[07:18:35.120] は
[07:18:37.478] まさかなか来たくせえ
[07:18:40.760] ぞこれ絶てそうだやなよしこれあれだろ
[07:18:46.798] これ絶対あるだべこれさこれできねんかな
[07:18:49.798] これファミコン版と同じこの技何回も往復
[07:18:53.798] してできるじゃないですかる
[07:19:01.000] ですかし連射稼ぐぞここでまずはまずは
[07:19:04.440] ここで連射を稼ぐ来た
[07:19:08.040] ななるほどねもう目の前にいたわけだ勝っ
[07:19:11.798] たな勝った
[07:19:17.718] なはい連射はいまず1
[07:19:22.160] 連射体力半分しかねそしてあれだな
[07:19:26.958] あのHPHPじゃねライフもあとライフ
[07:19:31.200] じゃねえや残機もあと1しかねおはよう
[07:19:34.878] やきさやってますラスボス来た
[07:19:44.080] ででもさ正直さドラキュラって毎回一緒だ
[07:19:47.600] よなドラキュラはさ作品違えとなんか毎回
[07:19:51.240] 一緒だよねどうさだろマントから3連の炎
[07:19:54.958] を出してきてそれをジャンプしてよけ
[07:19:56.240] ながら頭に攻撃入れてくだけでしょで体力
[07:19:59.320] が1ゲージ減ったら変な化け物に変わる
[07:20:01.638] あの変な怪獣みたいなやつ
[07:20:03.958] にもうその辺は分かっ
[07:20:06.760] てるダブ一緒
[07:20:08.910] [音楽]
[07:20:12.840] だろ3連勝なかなか出ねえ
[07:20:17.360] な2連車じゃちょっとこたんねえだ3連車
[07:20:20.200] じゃねえ
[07:20:24.120] とただこれ満タンだったらでかかったな
[07:20:28.360] これは無理な高のみってやつだけど
[07:20:38.360] わあ水出んだろこれな水はめできねえだろ
[07:20:43.160] これ
[07:20:45.320] おお来ました
[07:20:49.750] [音楽]
[07:20:54.320] ねでけ
[07:21:10.398] ううここだけやらせてくれれば絶対勝てる
[07:21:13.638] なこれ
[07:21:17.160] うさすがにこっからじゃねえよ
[07:21:20.320] な初代悪魔女ドラキュラはこっからだった
[07:21:23.000] んだよねゲームオーバになって
[07:21:25.200] も優しいあこれ勝ちました皆さんあだっ
[07:21:30.920] たらこっからなんだあ余裕だわおこれは
[07:21:32.958] 勝ったわ優しいここはファミコン版と同じ
[07:21:36.878] なんだファミコンバさゲームオーバーなっ
[07:21:39.638] てもこの階段のとこからだったんだよここ
[07:21:41.440] でステージが切り替わって
[07:21:43.520] るっていうかゲームオーバーなってもこっ
[07:21:45.638] からやらせてくれんの配信終わるの余裕
[07:21:47.958] じゃん終わるわあと1時間もしたら終わる
[07:21:50.398] ぞこれ
[07:21:52.360] 多分よしよしよしここに来て優しさ爆発
[07:21:56.398] 本当だなここに来て優しさ爆発だな
[07:22:03.600] ブよしなんで悲しそうなんだよもういい
[07:22:08.360] だろもう24時間ぐらいやってんだぞ19
[07:22:10.398] 時間もやってんだぞ十分
[07:22:12.440] だろ19時間配信してまだやれって言われ
[07:22:15.440] も鬼
[07:22:17.360] やどうするクリアしたらまなんかどうすっ
[07:22:20.080] かなどうすっかなって
[07:22:21.230] [音楽]
[07:22:25.718] 感じこれはこれは優しいわこ
[07:22:30.718] が優しいなマジでここからでいいんだうわ
[07:22:33.360] 嬉しいピザ終わったピザまだあるよまだ
[07:22:36.360] 食べたまだまだあと4枚ぐらい
[07:22:43.878] ある連射っていうの出さねえとよダメなん
[07:22:48.200] です
[07:22:53.780] [音楽]
[07:22:58.000] よ朝ご飯はか
[07:23:01.318] し超デブだな朝ご飯はピザ
[07:23:06.080] オっ3連欲しい
[07:23:09.878] なまあま多分ここ手こずるだろうねかなり
[07:23:14.050] [音楽]
[07:23:29.440] ねまハートもちょっと集めすぎるぐらい
[07:23:32.398] 集めた方がいいと思うんだよ
[07:23:33.970] [音楽]
[07:23:46.798] ねこドラキュラあるあるだろドラキュラ前
[07:23:50.000] の階段を登り降りしてられるから心配せん
[07:23:52.520] でだもうでももう分かったよ俺は今ので
[07:23:56.000] どんな感じか
[07:24:02.398] 3連者来ねえか
[07:24:04.260] [音楽]
[07:24:09.878] ないつも思うんだけどさなんでドラキュラ
[07:24:13.718] の主人公と使いもしねえくせに剣を腰に
[07:24:15.958] 下げてこいついつもそうだよなドラキュラ
[07:24:18.878] の主人公っておはようゆきさんおはよう
[07:24:21.638] もうクリアするぞ
[07:24:27.610] [音楽]
[07:24:30.638] の主人公使いもしねくせに腰に剣ぶら下げ
[07:24:33.040] てくかな使えよ剣よりも強そう
[07:24:37.638] 正直やない鞭よりも強
[07:24:40.540] [音楽]
[07:24:52.600] そううんかしい
[07:25:11.640] [音楽]
[07:25:27.280] まずい
[07:25:34.398] えなんで
[07:25:38.040] きなりいやいきなり5連うちょっとうく
[07:25:41.478] なかったでもうまくなかった体力半分に
[07:25:44.558] なるとあ5連になるんかある方の厄介だ
[07:25:49.478] なボテいいですねいいですねいいです
[07:25:55.240] ねなんだけどさここの稼ぎがちょっと時間
[07:25:59.080] かるなぐ勝っちゃうからな再戦まで
[07:26:02.920] に
[07:26:04.510] [音楽]
[07:26:06.398] べうまかったな今
[07:26:10.870] [音楽]
[07:26:14.680] なブーメランを1個あれだね頭あいつ頭に
[07:26:18.558] しかダメージ入んねんだけどブーメランを
[07:26:20.920] 1個自分の前にも出しとくことだね
[07:26:22.520] ダメージ入んないんだけどあガードになる
[07:26:24.240] から炎消してくれるからな
[07:26:29.560] [音楽]
[07:26:42.558] なんでここであれしてるかっていうと
[07:26:44.000] ハートを稼ぐのと連射を稼ぐことです連射
[07:26:46.638] っていうのはなんかさっきからローマ数字
[07:26:48.440] が出てくるんじゃ2とか3とかそうすると
[07:26:50.920] サブウェポンを1画面上に出せるあの個数
[07:26:54.200] が増えるの2だと2個まで出せるように
[07:26:56.360] なっ
[07:26:57.280] て1だとねこのメランがねに映ってる間
[07:27:00.920] もう1個出せねん
[07:27:02.440] だ3連が最大なんだけど3連あると3個
[07:27:07.360] 投げれるんだよなだいぶ本当楽そんだけ
[07:27:10.440] やっぱ違う
[07:27:11.920] [音楽]
[07:27:17.360] から
[07:27:19.290] [音楽]
[07:27:21.398] ほらああ正直2連車でもいいと思うんだ
[07:27:24.638] けどね2連車でも悪くねえよなそそんな3
[07:27:28.000] つも出してる余裕ないっちゃないんだけど
[07:27:30.958] いやまでも一応33あった方がいい
[07:27:44.970] [音楽]
[07:28:07.080] なかなか3連勝出
[07:28:15.200] ねえあさ来た
[07:28:23.478] よし
[07:28:27.200] 行こ整水出てるけど絶対こっちの方がいい
[07:28:36.880] [音楽]
[07:28:42.718] 当たっちゃうな最最初
[07:28:51.160] ないやあ
[07:28:55.520] 嘘
[07:28:57.558] いやああ
[07:29:01.040] いや下手下手めっちゃ下手だわうー難しい
[07:29:04.760] うそうですか難しいな
[07:29:10.360] やっぱ2連射ぐらいで行っとくかなんか
[07:29:13.200] ちょっと練習したいわたくさんそんなすぐ
[07:29:15.040] に勝てるあれでもないしこれあんま3まで
[07:29:18.200] やってると時間かかっちゃうから2連で
[07:29:21.080] ちょっと練習勝手で行くわ2連でたまだ
[07:29:24.398] ハートももハートも足りねえんだよな多分
[07:29:26.680] な
[07:29:31.020] [音楽]
[07:29:45.958] た
[07:29:48.120] [音楽]
[07:30:09.080] ないねどこない
[07:30:15.610] [音楽]
[07:30:30.440] いやあでもこれ良かったこれでさステージ
[07:30:32.478] 最初まで戻されてたらまたここで丸1日
[07:30:34.840] かかるとこだっ
[07:30:36.958] たよし逃した行く
[07:30:39.540] [音楽]
[07:30:58.240] わ頑張れはい
[07:31:01.280] よえこれ何出てくる場所ランダムか
[07:31:11.760] よ
[07:31:19.760] 強いやあく
[07:31:35.310] [音楽]
[07:31:44.360] やむいむ
[07:31:47.160] ずいいなちょっと余計の練習してたんだ
[07:31:50.398] けど難しいねあれ5連者になったらもっと
[07:31:52.398] むずいだろうな
[07:31:56.600] [音楽]
[07:32:08.958] ちょっとさサブウェポンなしでやってみて
[07:32:16.760] いい避けだけでいけんのか
[07:32:19.920] なうんそっちの方がなんかねシンプルで
[07:32:22.638] いい時もあるんだよな
[07:32:31.040] まこっちの方がもしかし
[07:32:33.638] たらこっちの方がもしかしたら俺いいかも
