[00:00:24.880] はいはいはいはいはいはいはいはいどうも
[03:28:17.479] したらよしたらよまたガチャガチャじゃ
[03:28:19.560] ねえやあのあれやろうななんだっけあお
[03:28:21.399] 料理引けなかったなお料理
[03:28:29.239] な俺よりSRだからねでも
[03:28:32.940] [音楽]
[03:28:37.120] ねがガチャを引いたぞおめちゃんそんなに
[03:28:41.960] ね高いあれじゃねえんだよ
[03:28:46.160] 理ちゃめの実装予定ないのうーん迷ってん
[03:28:50.319] だよ
[03:28:51.450] [音楽]
[03:28:55.600] ね
[03:28:57.279] おおキチ出る
[03:29:02.780] [音楽]
[03:29:11.560] ねゴールドゴールド出るな
[03:29:16.630] [音楽]
[03:29:19.840] なんかできるのうんと30ポイント貯まる
[03:29:23.120] とSRの好きなのと交換できますとえてか
[03:29:28.120] チャピってさサブスク切れてるあまだ切れ
[03:29:30.640] てないかチャピ来月分のサブスクは
[03:29:32.640] サブスク当たってるからサブスク当たっ
[03:29:35.520] てるからあの俺プレゼントするからね
[03:29:39.440] [音楽]
[03:29:53.199] 次ドラえもんボだSRのメニューは弱弱
[03:30:00.000] リクエスト料理配信でしょ
[03:30:05.800] えっとあと何だっ
[03:30:08.279] けそんなもんか
[03:30:10.600] なゲームリクエストらいかなは
[03:30:16.160] あるじゃそんな
[03:30:18.520] もん
[03:30:20.640] えあ女の子だけあのRね女の子だけあRで
[03:30:26.479] 男の場合は
[03:30:27.760] SSRそいねか
[03:30:33.399] 笑笑
[03:30:35.720] 笑笑買わせてくださいその権利私な
[03:30:40.760] のまてが狙いに来るな
[03:30:46.040] あジャキ
[03:30:50.680] だこれさデカ
[03:30:57.640] ダいやまて間にケ出す男だ
[03:31:03.720] ぞこんなの寝ていいのかおめえもうだよ寝
[03:31:07.160] ていいんだよコンビニで聞いてなかっ
[03:31:09.640] た
[03:31:11.279] んガチャにだめだちょっと怖くなった
[03:31:16.880] 別俺がケツ出す分にはいい
[03:31:19.319] だろ可愛いねつって撫でてくれりゃいいん
[03:31:21.880] だ俺の尻
[03:31:25.520] は何も皆さんのお尻を私が触るわけでは
[03:31:29.800] [音楽]
[03:31:32.479] ないここちょっとレベル上げしようっとあ
[03:31:37.399] なるほど可愛いねってあるだけに行ってか
[03:31:40.279] 馬鹿野郎笑笑可愛いね可愛い
[03:31:43.279] ねヒップベリーキューティあるから
[03:31:46.399] ちょっと考えますね笑笑そうねあいやまだ
[03:31:50.560] でもねAちゃんはね13ポイントなので
[03:31:52.680] 30ポイント30ポイント行ったらSRな
[03:31:55.680] のよ30ポイント行っ
[03:31:59.239] たら今の5ポイントなの同地が1ポイント
[03:32:03.399] 銀が3え金が5なんですあのねめいちゃん
[03:32:08.840] は今ね13ポイントです13ポイント
[03:32:12.520] [音楽]
[03:32:16.040] 急攻撃魔法魔おりかちねって言われるの
[03:32:20.359] 恥ずかしくないえかえ
[03:32:22.680] 嬉しい嬉しい
[03:32:25.439] な嬉しいなお尻嬉しい
[03:32:30.160] なやだ
[03:32:33.730] [音楽]
[03:32:36.040] よ笑った嬉しい
[03:32:39.700] [音楽]
[03:32:40.960] よケツエロいって言われるのおなんか言わ
[03:32:44.760] れてるもんな
[03:32:46.520] それはそれはちげえそれは
[03:32:50.000] あのあのあのパンダがちょっとあれ
[03:32:53.680] だけいい
[03:32:56.680] よあのパンダが欲求不満なだけ
[03:32:59.510] [音楽]
[03:33:02.000] だ俺も渡るスタイルよいなって思った
[03:33:08.040] いやポンポコみも
[03:33:15.880] ケツ盗撮してるからなケツ狙われてるの草
[03:33:19.319] あれあれこいつシェル覚えてんじゃんいつ
[03:33:22.560] の間にかシェル覚えとるえ
[03:33:27.800] のあらじゃシェル2人になったんだいい
[03:33:31.560] [音楽]
[03:33:36.720] じゃんぶっちゃけシェルはありがたい
[03:33:39.590] [音楽]
[03:33:44.000] ねシェルは体力回復
[03:33:47.970] [音楽]
[03:33:50.960] ねダメージの表1紛らわしく
[03:33:54.060] [音楽]
[03:34:02.720] ないちなみにフィールドシェルを
[03:34:05.359] フィールドでシェルを使って回復してMP
[03:34:08.000] を使ってもこれでもあのレベル上がるんだ
[03:34:11.399] よ
[03:34:20.239] ちゃま楽しめてる楽しいよこのゲーム
[03:34:25.920] はえマジ全然楽しい
[03:34:29.199] けど全然楽しい
[03:34:33.040] よまずここはもうピエザホムたらしいね
[03:34:37.120] ピエザホムで全体を化しちゃえば勝ちだ
[03:34:39.640] からドラゴでそうそう
[03:34:45.760] になってるなんで早くね待てドラゴン魔法
[03:34:50.239] 強すぎでしょもうシェルキーに進化したん
[03:34:52.600] だ
[03:34:53.479] けどどうしたのチ
[03:34:56.000] はどうした
[03:34:58.760] のえこれさヘッジユロて何だっけヘッジっ
[03:35:02.840] て何だっけ
[03:35:03.840] ヘッジヘッジって何だっ
[03:35:06.340] [音楽]
[03:35:14.640] けあらサイレントなっちゃった
[03:35:18.840] トゲバリア不よバリア不よか
[03:35:24.880] あー
[03:35:26.860] [音楽]
[03:35:43.160] はあ便利だなコメント
[03:35:47.150] [音楽]
[03:35:51.040] ね割れながらよく考えたらの
[03:35:56.960] かちょっと無理が
[03:36:00.600] ある渡る
[03:36:02.590] [音楽]
[03:36:06.080] 天才このねなんかね敵のデザインもなんか
[03:36:10.520] 一で好きなんだよなパパすごいな今日
[03:36:13.880] レイドは
[03:36:15.690] [音楽]
[03:36:17.120] わてあ野良猫さん
[03:36:23.160] や麦ざ初めまして初めましてだけど
[03:36:26.640] 初めましてじゃないんだよ初めましてだ
[03:36:28.680] けど初めましてじゃないよ知ってる知っ
[03:36:30.080] てる知ってるありがとうもありがとういつ
[03:36:34.199] もねいつも僕もね目に止まってんだよね猫
[03:36:37.199] さんあ猫さんやてありがとう
[03:36:40.680] 初からのありがとう嬉しいわ
[03:36:44.520] 麦麦様もありがとうどうもチマゲームで
[03:36:48.399] ございますいや嬉しいっすねレトロゲあ
[03:36:51.640] ちょっとさせっかくだからさせっかくだ
[03:36:53.720] からよあれ流すべえよ私もおすめで可愛い
[03:36:57.319] 女の子ちょっとささちょっとじゃ僕PC
[03:37:01.000] エンジンやってらしの何何何PCエンジン
[03:37:05.560] の今日はラストハルマゲドンての実機で
[03:37:07.840] やってますから実機でレトロゲーマーの
[03:37:10.960] チャマと申しますねよろしくお願いします
[03:37:13.800] シ今日はこれやってます
[03:37:16.080] ちょっと待ってじゃちょ流していいか久し
[03:37:18.760] ぶりにどうもちゃまゲームと言いますね
[03:37:22.359] よろしかったら仲良くしてくださいレトロ
[03:37:24.040] ゲーマーでございますありがとね猫ちゃん
[03:37:27.190] [音楽]
[03:37:28.760] ありがとうちょ僕も遊び行きますわ馬鹿
[03:37:31.520] ですこんなゲームやる全員あ足った足っ
[03:37:34.720] たよしお前何やってん
[03:37:39.160] だ
[03:37:43.040] やる誰誰誰なのえ誰あメつってるわ紹介風
[03:37:50.000] がく
[03:37:52.080] 笑笑おれ
[03:37:54.020] [音楽]
[03:37:58.800] く本当に申し訳ございませんでし
[03:38:02.160] たいいだろついてきてやつはついてこいよ
[03:38:05.960] 動画俺がでけえ世界を見せてやるよ
[03:38:09.399] あ俺知らねえでクソかっこいいセった何
[03:38:13.439] そのもああもうゴミだわ
[03:38:18.279] はいそんな感じでどうもチバゲームと申し
[03:38:20.279] ますあざすありがとねありがとう野良猫
[03:38:24.000] さんどうもあのレトロゲーマーのちゃと申
[03:38:26.439] しますよしお願いします成人のらについて
[03:38:29.560] はドラクエやってて眠くなって寝たらあの
[03:38:32.399] 寝でお尻出しちゃって3日晩くらいました
[03:38:34.520] 去年すいませんでし
[03:38:36.000] たそうあの僕レトロゲーマーなんですけど
[03:38:39.160] レトロゲームよくやってるんですね今日は
[03:38:41.199] ですね今日はですねえラストハルマゲドン
[03:38:44.479] というゲームをですですねあのPC
[03:38:46.359] エンジンのやってるんですけどね面白いん
[03:38:48.920] ですよこのゲームが面白くてまRPGなん
[03:38:51.199] でねちょっとねレベル上げとかでちょっと
[03:38:53.199] あの作業感もありますがよかったら
[03:38:55.600] ゆっくりしててくださいありがとうレド
[03:38:57.479] ありがとうレドこれはやっぱレドってのは
[03:39:00.080] あれですよおおセンキュー
[03:39:02.040] フォロワーあれだよなこういうところから
[03:39:05.239] あの仲良くなれるわけですよありがとう
[03:39:09.000] ありがとうそのあれだな初だけどレイドに
[03:39:12.040] 踏み切ってくれてありがとうございます僕
[03:39:14.560] もちょっとあのこれから仲良くできたらな
[03:39:17.640] と思いますありがとうねこな感じでゲーム
[03:39:19.720] 戻ろうか
[03:39:20.640] [音楽]
[03:39:22.560] なはい今日はこれやってる曲がいいんです
[03:39:25.960] よ曲がまず何より聞いてください
[03:39:31.680] ねでなんだっけミノタウルスはジャギラス
[03:39:36.920] よ今日はこのゲームを聞いていますこの
[03:39:41.080] ゲームを聞いてるってなんだもう聞いてる
[03:39:43.600] になってるんだみんなの
[03:39:48.199] ラお手てついで
[03:39:50.910] [音楽]
[03:39:54.560] ララランMPが足りないどんなゲームです
[03:39:57.880] えっとねRPGなんすよRPGねあの
[03:40:01.600] RPGなんすけどストーリーがですね地球
[03:40:05.479] 上で
[03:40:07.760] あの人間が滅びた後の地球
[03:40:11.040] をモンスターと宇宙人が奪い合うっていう
[03:40:15.600] 僕たちはモンスター軍なんですよ地底から
[03:40:18.640] 蘇ったモンスターと宇宙からやってきた
[03:40:20.960] 宇宙人がこう戦ってこ次の地球の支配者は
[03:40:25.560] どどっちになるんだみたいなそんなねみな
[03:40:28.760] クレーパって何初めて見るクレーパってな
[03:40:32.399] んだマジで乗れる
[03:40:36.760] ガミンもも
[03:40:38.510] [音楽]
[03:40:41.840] あし
[03:40:43.399] モンスター宙
[03:40:46.279] 合全部俺が言ったそれラディび攻撃魔法
[03:40:52.120] レパの進化系かやば
[03:40:57.000] コメトそれあで古いゲームなんで戦古い
[03:41:03.239] ゲームなんでねちょっとねあのやっぱ
[03:41:05.520] 難しいんだよねかなり
[03:41:08.640] えモンスター側なんす
[03:41:11.520] よだこの戦闘局がマジでいい
[03:41:15.800] 多分
[03:41:17.160] ねあ頑張れ
[03:41:21.279] よ
[03:41:23.200] [音楽]
[03:41:31.920] 攻撃このゲームこのゲームみ見て2人見て
[03:41:37.720] ホムとかコプとかさなんかなんやん思う
[03:41:41.880] じゃんあの
[03:41:47.080] だ魔法の説明が一切なくてこんなわからん
[03:41:50.840] のよ果解除だからもう視聴者に覚え全員に
[03:41:57.080] 俺が洗脳してあの俺が耳元でザホムて言っ
[03:42:01.560] たらこのこの人たちみんな白目向いて石化
[03:42:04.880] ってこうあの打ち込むように俺が洗脳した
[03:42:08.040] のなみんなな笑笑かうん
[03:42:11.250] [音楽]
[03:42:12.600] ほらホップってなんだっけみんなみんな
[03:42:15.359] コップってなん
[03:42:18.520] だ便利
[03:42:20.670] [笑い]
[03:42:24.239] でしょ除解除便利笑笑便利な奴ら
[03:42:30.270] [笑い]
[03:42:32.279] です笑笑あクレープ撃ってみたいんです
[03:42:38.600] けどねえ怖いよねあらゆも覚えてんじゃゆ
[03:42:44.319] ゆってなんだっけ
[03:42:45.800] みてんだっけ
[03:42:48.800] ってて怖いった間違
[03:42:53.220] [音楽]
[03:42:58.279] たスポーツみにエチする巻攻撃巻かいいね
[03:43:04.520] いっぱいんじゃん魔法大事だ
[03:43:07.359] なさせ
[03:43:10.040] 温それはおしいの地元の栃の俺の日光の
[03:43:17.479] おいしいさし食べたいすい今日魔法やばい
[03:43:21.359] ねてそりゃやないかい
[03:43:24.260] [音楽]
[03:43:28.239] うまMPなくなったから1回帰ろっかな
[03:43:32.720] なあ1回帰ろっか
[03:43:36.239] なかに出てくるおじいちゃんそれはゆっ
[03:43:39.640] ゆっ
[03:43:41.720] 様お普段こんな突っ込まないけどねござ
[03:43:45.640] ます普段こんな突っ込まないんだよあの
[03:43:47.680] 初見さんがいるから頑張って今こんな
[03:43:49.960] ノリノリだけどいつもだったら多分して
[03:43:53.359] ますなかっ
[03:43:55.800] [音楽]
[03:44:04.159] たつやはいもうもう知りません今
[03:44:09.319] やるもう知らないよ私もう乗らない
[03:44:17.560] [音楽]
[03:44:22.000] もえ
[03:44:28.080] もえ非常に非常な人間
[03:44:31.319] です今初見がいるからよお願いし
[03:44:37.040] ますありがたいすねでもねありがとうね
[03:44:44.040] 本なんて結構勇気いるけどこれやって
[03:44:46.720] くれんのありがたいよ
[03:44:53.600] な1回帰り
[03:44:56.880] ます回帰るいる勇気いる勇気
[03:45:02.479] いるあれ1回
[03:45:09.080] 帰ろ最初の印象の8割怖い人だもん
[03:45:13.960] なえ
[03:45:16.319] 俺俺怖くねえだろこんなまんまるで一番
[03:45:20.520] 可愛いと思うけど俺
[03:45:21.960] が1番可愛いだろこんなの我が魔族の高
[03:45:25.760] 成年だ
[03:45:27.239] し今のやり取り見てレドしてよかったなと
[03:45:30.800] 心から思いまし
[03:45:33.000] たアンケート結果怖いだったエデン出て
[03:45:38.199] ますTwitterでさって
[03:45:42.479] でTwitterでさ
[03:45:45.800] Twitterでなんかチマゲーム怖いて
[03:45:49.040] 思われてるみたいなんですよなんてない
[03:45:51.479] 馬鹿すんだないけど確かにないけど
[03:45:54.720] Twitterでさチマゲーム怖いか怖く
[03:45:56.800] ないかでアンケート取ったら160票入っ
[03:45:59.199] てそのうちの84票が怖いだったそんな
[03:46:02.399] ことある半数に怖いって思われてたらもう
[03:46:05.960] それはめちゃくちゃ怖い
[03:46:08.520] よそれはめちゃくちゃ怖いなんだよ本当に
[03:46:13.199] ちょっと僕はへこんだ
[03:46:15.840] 怖いかね怖くなあ怖くねえ
[03:46:22.680] だろから見たくないと思っ
[03:46:27.640] たそんな君も今やうちのチャンネルでえ
[03:46:32.520] モデレーターをしてい
[03:46:35.800] ます第なんてらいやマジでそうそれはでも
[03:46:41.120] あるその通りマジでそれはあるゲはそう
[03:46:45.399] いうとこあるでももう大丈夫だよな野良猫
[03:46:48.920] ちゃんもう大丈夫だよなもう大丈夫だよ
[03:46:52.399] なや第1印象なんてもんはよ
[03:46:55.910] [音楽]
[03:46:57.199] 何何
[03:46:58.880] さダチ
[03:47:04.479] ういてるしないしデブ
[03:47:07.920] だし
[03:47:09.240] [音楽]
[03:47:11.720] がたくないと思って
[03:47:16.920] お見てめっちゃ強ヘッユロめっちゃ強くね
[03:47:21.840] 物理的にバリアあるんだこうやって
[03:47:24.120] めっちゃ強いやん
[03:47:25.640] こんなこれはいい呪文だね両サ上がってる
[03:47:29.800] よこっちもこっちもこも上がってますよ
[03:47:33.439] もちろん
[03:47:35.359] おいで
[03:47:37.600] ランランラン
[03:47:42.159] Mレベルここのがレベル上んじゃ
[03:47:46.840] 思い始めたんだけどわかり始めた
[03:47:51.640] マボなんでガできだったよ怖いに入れた
[03:47:58.960] けどで
[03:48:01.800] だなんでや
[03:48:04.440] [音楽]
[03:48:11.560] ねんこのね
[03:48:15.000] なんだけどもちろんレベルがあるんだけど
[03:48:16.479] レベルの上がり方がちょっと特殊であの
[03:48:19.680] レンドシステムって言ってただレベル戦っ
[03:48:22.479] てれば上がるんじゃなくて攻撃すれば攻撃
[03:48:24.359] 力が上がって防御したら防御が上がって
[03:48:28.319] さすが見る目があるね小麦子様は確に初の
[03:48:32.120] 時からおもろいやパンコ様にレベルアップ
[03:48:34.319] してあげよっかそれは重んないかな今の
[03:48:36.040] ごめんえ確かに初見の時からおもろいや
[03:48:38.560] 本当チャピの初見っていつ
[03:48:41.560] よあチャピの初見っていつあ冷たいルルル
[03:48:47.319] マジで冷たい
[03:48:50.279] ね
[03:48:52.279] リスナのみんなが俺に
[03:48:56.479] 冷たいよ
[03:48:58.960] リスナのみんなが俺をいじめるの
[03:49:03.920] よはるくんかなるほど
[03:49:07.720] な初見何やったんだろうね俺ねた後にりさ
[03:49:12.040] れるやっぱ怖い人かなんで怖くねえだろ
[03:49:16.199] 覚えてないのちゃまくだけだよ覚えてない
[03:49:19.199] のちゃま
[03:49:22.140] [音楽]
[03:49:23.680] く覚えてたよこの人何やってたっけな覚え
[03:49:28.640] てました知ってましためも
[03:49:32.920] え2周目嘘だ
[03:49:38.479] よてかなんでみんな覚えてんの笑笑本当だ
[03:49:43.159] よあ
[03:49:45.159] の時だったのかゴキブちゃんの
[03:49:48.120] 時
[03:49:51.640] ああゴキブリ女の時
[03:49:54.239] でなんだけあの子の名前わ時も2やり
[03:50:00.040] てえねその後ピが来
[03:50:05.680] たあ体だ体の時来てたか
[03:50:11.199] も早くこれパーティー変わんねえかな
[03:50:15.640] トメも2もう一周したいななんか違う
[03:50:17.840] 女の子どうも久しぶりにやろっか
[03:50:20.600] な最初さメモ2もう1周し
[03:50:27.600] たい部屋さんの記憶ね
[03:50:31.510] [音楽]
[03:50:32.880] 記憶も女だとってあそうだも俺女だと思っ
[03:50:37.920] てたんだで男っててめちゃくちゃがっかり
[03:50:40.439] したんだよんだお男か
[03:50:44.920] キャピも男だと思ってたあったねそんな
[03:50:48.560] こと
[03:50:52.199] 笑笑
[03:50:53.720] 笑笑でえエリチが
[03:50:57.520] あのなんだっけあのキャバクラに金使い
[03:51:00.840] すぎてなんか借金まみでっての聞いて大
[03:51:03.840] 爆笑した思いが
[03:51:07.199] ある大爆笑したそれが男だって知ったの
[03:51:10.680] こっち来てからだかんなあそうなんだ
[03:51:15.479] おい配面白ごめんごめんごめんごめん
[03:51:18.760] ごめんごめんごめラキラ発すぞいそうなリ
[03:51:25.810] [音楽]
[03:51:41.279] 笑食なばっかりに純粋トメモが見たい場合
[03:51:45.920] はおすめはできません時メモ配信はねあの
[03:51:51.399] いつもねあのいろんなアクシデントがある
[03:51:55.720] んすよああ面白いんだよチャバゲームの時
[03:52:01.040] メモほど面白いのねえ
[03:52:06.600] なこれレベル上がんねえなあんまりなここ
[03:52:09.640] な昼の時はここに来よっ
[03:52:13.080] か2時半までやろ
[03:52:16.040] とメインヒロインのことを知りがと
[03:52:19.359] 呼んでいますだ浮気したやん
[03:52:22.439] けとわれた音がしたかと思うとせっかく
[03:52:27.000] 音声ディスクったそうそうそうそう
[03:52:31.720] そう自信よ気をつけてメインヒロインのさ
[03:52:36.479] なんとかひかりちゃんがさ浮気しやがって
[03:52:40.040] 変な男キに寝取られたんだ
[03:52:43.439] ねそれで俺なんか俺高校生の時にさ彼女が
[03:52:47.760] ね初めてできた彼女が高校の先生に寝取ら
[03:52:52.319] れましてうんそれがトラウマでトラウマが
[03:52:57.720] 蘇って発狂して部屋から消え
[03:53:00.240] [音楽]
[03:53:01.600] るっていうのがありましたね心が痛いよ
[03:53:05.319] グルメレースないの今グルメレース今今
[03:53:09.760] あったからちょっと待ってまだあるはず
[03:53:13.199] 先生
[03:53:14.880] ちょっと待ってね久々に見たいいやグルメ
[03:53:19.399] レースなどこにあったか
[03:53:23.600] なあったわ見る久々にチマゲームのグルメ
[03:53:28.399] のレス見ようか久々
[03:53:30.680] にあれごめん出ない生なしでグルメレース
[03:53:35.359] 制なし番好きで見てた見よ制なしで
[03:53:41.199] は
[03:53:43.439] べ俺本当に声のダメなんだって俺高校生の
[03:53:47.080] 時にさ高校の先生に彼女寝取られてんの
[03:53:49.920] ガチで
[03:53:52.840] ウバおマジで
[03:53:56.720] 死にがる女ゴミ無理かもしれん
[03:54:01.040] お前らどバカだから日しねてセックスして
[03:54:03.080] 子供作ってよ金もねえでバカみてな格好し
[03:54:05.800] てあの世ワゴンあるぶつなってったね格好
[03:54:09.199] ドンキホとかいうバカなカップルになれ
[03:54:11.120] そして笑笑
[03:54:17.239] 死あ
[03:54:19.800] も殺しますよ俺は過去まで戻ってきてんだ
[03:54:23.840] あの
[03:54:30.560] 女
[03:54:33.279] 潰せしょうがねえなあいいゲームだ時で
[03:54:37.560] もやる
[03:54:42.439] 最高もうえ
[03:54:46.359] 笑笑もうエドそんなチマゲームです
[03:54:51.760] 笑笑そんなチマゲームですてなんやねん
[03:54:54.880] ちゃまくそんなちゃまゲームなんですこれ
[03:54:57.600] は怖いねこれは怖がらずちゃうね
[03:55:00.560] パチパチパチこれは怖いよね笑笑とか
[03:55:03.880] 言っちゃだめだよねとめも最高
[03:55:06.720] だ顔ちゃま顔茶ほらパチパチパチたもう
[03:55:14.720] したくねかも違う女行きたくねえか違う女
[03:55:18.439] とかそう言い方が悪いわ
[03:55:20.800] ねよくない
[03:55:24.240] [音楽]
[03:55:29.640] ない笑ったよさん怖ないでただの嬌あるだ
[03:55:35.319] からこの前のして怖いにんこんばんは
[03:55:42.370] [音楽]
[03:55:45.319] 魔
[03:55:48.199] ケールこれ早くさパーティー変わってくん
[03:55:51.080] ねえかな我が魔族の代表パーティー変わっ
[03:55:54.920] てくんねえ
[03:56:00.600] か寝取られて然としてさんの無視した
[03:56:09.000] とあれはさんに悪ことしたなあ100
[03:56:13.399] もらって仕したもんあれは悪いしたただ
[03:56:16.479] もうそれどころじゃなかったんだもう
[03:56:17.880] トラウマが再あのそのみん
[03:56:23.479] ねみんなね違うんだよトラウマていうのは
[03:56:27.800] 本当にすごいもん
[03:56:29.479] だ本当に見えなかっ
[03:56:38.960] たうマジで見えなかったもう感じれなかっ
[03:56:41.760] た
[03:56:43.239] ごめさんになんてことをど確か確かに自然
[03:56:49.359] も怒ってるわ報いが来たもこれやったら
[03:56:54.399] どう進めんてこれやられたら進めないん
[03:56:57.920] ですよあちゃフリフリあいちゃいふりふり
[03:57:02.800] 我が魔族の代表者
[03:57:06.040] た感情は暴走すると理性も理論も歯止めが
[03:57:10.080] つかないからねそうなん
[03:57:12.080] ですが言うとほら
[03:57:15.640] だろ感情が暴走して理性も理念もお金も
[03:57:19.399] 止まらなくなっちゃった人がいから
[03:57:22.439] パチパチパチ笑笑ある
[03:57:25.920] あ感情が暴走し
[03:57:28.640] て理性も理念もお金も止まらなかった人が
[03:57:31.720] 言ってる
[03:57:32.620] [音楽]
[03:57:37.319] からしてるお追
[03:57:44.479] 青天井だからエリ
[03:57:46.760] はれた女に青天井だよんだよれた女に青
[03:57:52.760] 天井あ新しい
[03:58:00.239] るれた女には金に目はつけね公してなんか
[03:58:04.040] 戻ってくる
[03:58:04.850] [笑い]
[03:58:08.960] のってっ
[03:58:14.680] の後悔したらよあの女に使った1円でも
[03:58:17.920] 戻ってくんのか
[03:58:19.159] えろかわいそう
[03:58:22.560] すかわいそうかわいそうだ
[03:58:26.319] な1円でも戻ってくんのか
[03:58:29.920] よ再建者に謝れ笑笑一見名言風の逆切れ
[03:58:35.350] [笑い]
[03:58:38.720] 一見名言風の逆切れだ
[03:58:42.439] なる笑笑お金戻ってくるならいくらでもし
[03:58:47.080] てよでもこいつこれガチこれエこの話題に
[03:58:51.439] なるとガチになるかられ
[03:58:56.319] わガチなんだよ
[03:58:59.319] なああ
[03:59:03.120] おれ初見さんが引くからなこれおいこれ
[03:59:06.399] いじりすぎじゃねえかこううちはこうなん
[03:59:09.040] ですよ
[03:59:11.560] なでもに悪いけど
[03:59:16.080] さ米印性格には違うけど弁名めんどくさい
[03:59:20.800] のでそれでいいです正確には違うよなうん
[03:59:24.840] 正確にはな横浜で初めてあった時さうん
[03:59:29.239] うん素敵で楽しい夜に金払ってんだから
[03:59:32.960] 諦めなそうだよなその分楽しんでんだ
[03:59:36.020] [音楽]
[03:59:41.640] もんよしさき行くぞもう1回どうせ横浜で
[03:59:46.359] 見た時のこと言われるので
[03:59:49.399] 何何何キャバ通ってそうな男おるなって
[03:59:52.680] 思ったらエリかって書いてた
[03:59:56.960] よ一向は入り口の前に立っ毎回見んのか
[04:00:01.680] これ日の出3kmうちからお
[04:00:04.960] 金何うちからお金
[04:00:10.319] ってよしレベル上げしよう
[04:00:16.550] [音楽]
[04:00:20.640] でも私入りも好きだ
[04:00:24.239] よみんな好き
[04:00:29.720] だろこれどっちの方がいいんだろうなソピ
[04:00:33.560] てとはし
[04:00:36.250] [音楽]
[04:00:38.000] たてない
[04:00:42.020] [音楽]
[04:00:46.199] そういうことですしてない床
[04:00:49.720] か
[04:00:52.199] 笑笑そういうことですじゃっ
[04:00:55.120] てしてやるよ待って待って
[04:00:59.010] [音楽]
[04:01:02.720] 笑笑もうやめよう
[04:01:05.240] [笑い]
[04:01:08.120] 高きああおしえな
[04:01:13.660] [音楽]
[04:01:15.960] 気づいたら私が悪くなってる笑笑される
[04:01:19.960] わけないやんもうエリがエリが終わおい
[04:01:25.520] エリ心の優しいが耐えられなくなったぞ
[04:01:31.080] エリでもえりはまあれだよエリチが作って
[04:01:35.880] くれエリチがなあれだよほらほらほらレド
[04:01:41.520] で来てくれた方々が黙っちゃレでてれたけ
[04:01:46.199] なくていつも来てくれてるみもちょっと
[04:01:48.439] 今回やばいかもなってなっ
[04:01:53.880] てるあもやややややや
[04:02:00.180] [音楽]
[04:02:01.720] やめやめこの
[04:02:05.720] 界そうやってるやってるやってる
[04:02:13.640] [音楽]
[04:02:15.359] たは遊ぼうな普通に飯るから
[04:02:20.239] さやけに優しくなってじゃどうした
[04:02:23.800] の
[04:02:25.399] ああお前らお前らさあ笑笑小麦子様とかさ
[04:02:32.359] 野良猫ちゃんがさあでもやっぱ怖くはない
[04:02:35.159] ですよねもう完全に怖いチャンネルだと
[04:02:37.920] 思われたじゃんふざけんな
[04:02:40.239] よもう完全に怖いチャンネルじゃねえかよ
[04:02:46.040] 笑笑完全に怖いチャンネルですここ
[04:02:51.199] は完全
[04:02:54.199] にけじゃないよ怖いの
[04:02:57.439] は本当だよそれはそう本当だよ本当だよ俺
[04:03:02.520] だけじゃねえ俺だけじゃねえってかお前ら
[04:03:05.399] だよ怖いのはお前らだよ怖いのは外しろ
[04:03:13.920] 完全にいなくなっちゃった茶も潔よく諦め
[04:03:17.560] て何がや
[04:03:20.479] うわあ仲良くなれると思ったのに
[04:03:24.040] なだめか野良猫
[04:03:27.760] ちゃん仲良くなれると思ったのに笑笑今日
[04:03:32.960] も楽しい
[04:03:35.159] なあ仲良くなれると思ったの
[04:03:41.800] にははは
[04:03:50.319] またパートナーが遠いた
[04:03:52.120] [笑い]
[04:03:53.860] [音楽]
[04:03:55.479] な濃縮還元濃縮
[04:03:59.239] 還元大事なこと言っていいおいいよいいよ
[04:04:02.239] いいよはもう今日は何でも言っていいぞ
[04:04:05.040] もうおもろ今日はもう何でも水だ
[04:04:11.319] よおですよね
[04:04:13.970] [音楽]
[04:04:16.680] うちはもう
[04:04:18.399] ドブザリガニみてな視聴者しかいない
[04:04:21.800] から泥水でも強く生きてける視聴者しか
[04:04:24.960] 残らないんです
[04:04:30.159] よなんだ
[04:04:32.520] から87人も本だ本当だ
[04:04:40.340] [音楽]
[04:04:45.479] 味があるって気づい
[04:04:47.640] たザリガ精神リンコボイ行きます嬉しいね
[04:04:51.960] ニコニコにんまりまだ潜んでるよ脇
[04:04:56.960] リスナー今順調に泥吸ってるよちょっと
[04:05:01.399] ずつ濁ってくのが
[04:05:03.560] [音楽]
[04:05:10.479] 見える必死にしてるよ
[04:05:14.399] 追いつかない追いつかないそのハイドロで
[04:05:16.880] 痛そうねああ死んじゃいまし
[04:05:20.820] [音楽]
[04:05:25.520] たどか間に合わねえ
[04:05:27.660] [音楽]
[04:05:37.479] よいやこいつらばっかレベル上がっちゃう
[04:05:40.840] マジで
[04:05:44.000] おおドラゴン
[04:05:45.359] かっけかっこよくなったねドラゴンこれが
[04:05:47.840] 一番かっこいいよねドラゴンねこの配信で
[04:05:50.159] 酸素吸えると思う
[04:05:57.840] なかっけドラゴンいやいや
[04:06:00.270] [音楽]
[04:06:05.479] ロの中にも酸素ありますがなこの枠で住ん
[04:06:09.720] でるのはゲームの戦闘局だけやたねが
[04:06:14.720] 気づかないうちにされてるとまでが楽しい
[04:06:17.880] んじゃないそうだチャンネルに来てなんか
[04:06:21.920] 最初
[04:06:23.199] はなんだか汚ねえチャンネルだなやだな
