[00:00:10.480] D
[03:03:04.720] ですあのガチ本名やってますプレガチ本名
[03:03:07.840] そして誕生日6月11日え今年で26歳に
[03:03:10.520] なります
[03:03:12.359] え型大型お母さんがAでお父さんがOのA
[03:03:16.239] の大型でございますえ栃
[03:03:18.479] え営業職どうもよろしくお願いしますここ
[03:03:21.720] まではもう全部出てるからもこんばんさん
[03:03:24.439] どうもこんばんは笑笑なげさんどうも
[03:03:26.960] こんばんは橋本ですパパパねノイローゼに
[03:03:30.520] なっちまったどうすんだよ
[03:03:33.080] 8わんさん所も住所も1回出たしな
[03:03:37.239] 引っ越したから大丈夫だけど
[03:03:39.479] さはいデートデートだけどノイローゼだ俺
[03:03:43.120] デートだけどノイローゼだぞ
[03:03:51.200] レ君はいなんです
[03:03:55.359] かいいねこの服も可愛いねお待たせでも
[03:04:00.399] まだ裕子の方がおしゃれだったなおしゃれ
[03:04:02.720] さで言ったら裕子の独特のファッション
[03:04:05.120] めちゃくちゃおしゃれだったよ
[03:04:06.640] ねあいつやっぱ頭悪いで遊んでばっか行く
[03:04:09.680] からすげえおしゃれだったんだよすごい子
[03:04:11.640] さんひりちゃんひちゃん狙うんとりあえず
[03:04:13.800] 1周目は光り行ってみようかなと思って
[03:04:15.600] ここの動物園っていろんな動物がいるよね
[03:04:17.920] ふんそうだね珍しい動物とか新しく入った
[03:04:22.160] かなどうだろうじゃあ確かめに行こう
[03:04:28.000] か
[03:04:29.800] ああ見てあれじじさんのかあいつの切れ顔
[03:04:34.920] が怖かった結構顔怖かったよねうん小さい
[03:04:39.399] ももっとうん大とかのくせにこっち見てる
[03:04:41.680] うんアイグマって動きがいいよねアイグマ
[03:04:43.840] とか好きなんじゃないの可愛いよね
[03:04:48.760] 本当に食べ物洗ってから食べるんだね
[03:04:52.680] さん橋1996年6月11
[03:05:00.080] [音楽]
[03:05:02.320] [笑い]
[03:05:08.000] 生知
[03:05:14.160] てんかん配信でってる
[03:05:17.920] 全部きかさずにデータ収した結果
[03:05:21.040] ですそのコピやめてね俺も小出しにする
[03:05:25.439] ことでさ
[03:05:27.120] あのあれしてるんだからまめられった
[03:05:37.399] ジでやめてこれ本
[03:05:40.439] このやめよ
[03:05:42.770] [笑い]
[03:05:47.800] されましたわんさん笑やめようねやめよう
[03:05:51.359] ねわんさんガな
[03:05:55.000] やつさんガチ笑怖いんだね配信者なんか
[03:05:59.600] あれだね秘密なんか持てないんだね今日は
[03:06:03.960] とても楽しかったまた誘って
[03:06:08.080] さんじゃないかよかったら途中まで一緒に
[03:06:12.319] 帰ろう帰ろうね
[03:06:16.990] [音楽]
[03:06:19.880] ストレス緩和しよとりあえずさんランディ
[03:06:22.600] さんちゃまくサッカーのルールも
[03:06:24.439] ポジションも理解していなくて指摘したら
[03:06:26.920] なんだよサッカーなんてみんでのだろな
[03:06:31.359] もう読むの疲れたさんらしさんだからさ
[03:06:36.520] ないあそうなんだあやえさんえやえさん
[03:06:40.880] これ一緒に許せ
[03:06:44.319] ね無視して帰ろ
[03:06:47.800] やさんとも帰りたいけどねおおノイが治っ
[03:06:50.560] たこんな簡単に治るわけねえだろがなめる
[03:06:53.319] な
[03:06:55.520] えと本光に電話し
[03:06:59.200] てどこ
[03:07:01.439] にんさんいやさん可いんだ
[03:07:04.600] けどつまみ食いしたくね俺はお前に一筋だ
[03:07:08.560] よさんににはちょっとメモくれず行くわ
[03:07:12.960] どこ行きたい行ってないとこいっぱいある
[03:07:14.560] よね映画行ってみるあのなんかがなんか
[03:07:18.000] 好きな映画みたいのあったななんか
[03:07:19.319] ちょっと待って情報収集するわ
[03:07:21.760] え好きなものホラー映画が嫌い暗闇自信神
[03:07:25.680] ホラー映画が嫌い好きなものえガラスの
[03:07:28.600] 小物夏海太陽だからさショッピング行き
[03:07:31.479] たいショッピングでガラスの小物俺が買っ
[03:07:33.319] てやるよそれでいいでしょえよしオッケー
[03:07:36.200] 行きましょういいよ待ってるねよろしく
[03:07:40.640] はい
[03:07:41.399] よろしく今週の予定はえ光とデートで
[03:07:44.160] ございますそれまでに僕は寝てストレスを
[03:07:46.359] 緩和するまたなっちゃうからなすごい子
[03:07:49.439] さんこれアーカイブ残ります余計なこと
[03:07:52.399] 言わなくていいんだよ残る
[03:07:54.600] よ残るんだよさくさんかいやこれさね他の
[03:07:59.640] 女の子とたまに1回帰ってみていい1回
[03:08:02.080] 帰ってみていいこれさどうなんのかな
[03:08:03.760] 行きかってみる
[03:08:06.960] ねさくさん
[03:08:09.960] あマジでかっぱじゃねえかよたげたげさん
[03:08:13.399] マジでかっぱじゃねえかよあこんにちはす
[03:08:17.120] なよ
[03:08:18.200] 用ですごい子さん事情知らないの
[03:08:21.880] ごめんいい大丈夫大丈夫大大丈夫いい
[03:08:24.479] 大丈夫大丈夫大丈夫だよかっぱって言われ
[03:08:27.160] てるかっぱ
[03:08:29.640] えっとごめん今日は急いでるから
[03:08:35.520] カス口
[03:08:38.600] 悪嘘ですよそんなことないです僕普段
[03:08:41.279] そんなこと言ったこともない1回も言って
[03:08:42.760] ないです配信なのでネタとして言ってます
[03:08:44.560] よこれねよろしくお願いします
[03:08:51.560] 君はい何でしょう
[03:08:56.960] かお待たせ
[03:09:04.640] よしは部にバージェストマディノミスクス
[03:09:08.080] だったね何それバージェストマディックス
[03:09:12.000] て何それ
[03:09:13.399] え今日はどこに行きましょうか
[03:09:17.640] でしょ絶ショッピング街となくちゃそうな
[03:09:22.040] ガラスの小物買ってあげるよ俺が
[03:09:24.960] なすぐあのお金で解決しするの猫の物出た
[03:09:29.439] 出た出た出た何バージェストマディの
[03:09:33.920] みたいだった
[03:09:34.960] ねこの色さんURL省略グドラッククレス
[03:09:44.840] クア知らねえよこんなの
[03:09:49.560] こんなの知ってるやつとか少ねえだろうち
[03:09:51.720] の配信
[03:09:53.319] でなんだよ
[03:09:58.040] これバージェストマバージェストまで切る
[03:10:01.399] んだディノミスクス
[03:10:04.800] スーパーレアだ
[03:10:08.319] し
[03:10:09.960] えきれだね氷でできる
[03:10:16.319] みたいすごい子さんきれだねもの方がて
[03:10:21.080] 言うよな普通に俺もそうやって言ったら
[03:10:22.840] きしょいきしいって言うんだみんなが俺が
[03:10:24.640] さお前のが可愛いよて言ったらきしとか
[03:10:27.640] みんなコメントするから本当にうちの視聴
[03:10:29.359] 者そういう感じね本当ひどいやつしかい
[03:10:33.439] ないんだ
[03:10:35.319] よ最高に楽しかった絶対誘ったよね
[03:10:41.960] はい途中まで一緒に帰ろなんでだなんでだ
[03:10:45.120] よなんでだよ
[03:10:48.000] なんでだよさんすごい子さんもいじられ
[03:10:50.560] ますよいさん
[03:10:54.960] えとあってお疲れお疲れじゃないよお疲れ
[03:11:01.040] じゃないんだよ9月ってあ何すればいいん
[03:11:03.840] だ9月とあ何すればいいんだ映画映画なん
[03:11:08.120] で彼氏でもない
[03:11:17.399] はい返す言葉もございませんえボちゃん
[03:11:20.560] ずっといてくれてるレトしてくれてたから
[03:11:22.600] ずっといてくれてるよ
[03:11:26.000] えおえおえおえおえおえ
[03:11:30.080] おえどうすっかなデート
[03:11:33.479] 入れるデート入れるかうんデート入れ
[03:11:37.040] とこっか
[03:11:39.279] ねあこれこのさボテちゃんの推しの先生
[03:11:44.000] 全然出てこなくないあなんかねイベントで
[03:11:46.279] は全然出てこないのかどうんだろ
[03:11:49.080] ねんく電話待ってたんだよ
[03:11:52.840] はいボテさん
[03:11:55.800] ふそさん以降出てきてないよねね出てきて
[03:12:00.399] ないねムービーでは出てきてきた
[03:12:02.600] けどカラオケとか行こよカラオケカラオケ
[03:12:06.399] ど秘密ですなんそれごめんねは約束があっ
[03:12:11.160] てダなのすさん先生可い
[03:12:14.940] [音楽]
[03:12:18.479] くそはまさんああ男いるぜ絶対あれ絶対男
[03:12:24.359] いるあ何これあ隣で教えてくれてん
[03:12:28.080] じゃん
[03:12:30.760] 可愛いいいねいいじゃんあやべストレス
[03:12:35.000] 溜まってきたやべえ10月になったんで
[03:12:38.800] さん可愛い10月になったんであ10月
[03:12:42.800] 変わん
[03:12:44.279] ない毎月変わるんじゃないんだ
[03:12:47.720] これあれダメだよねこれねボさんネタバレ
[03:12:51.000] になるので言いたいけど言えないです
[03:12:52.960] なるほどね
[03:12:54.560] さすが気を配っ
[03:12:57.040] てらっしゃる
[03:13:00.720] パワプロ確かに確かにパワプロ君のあれ見
[03:13:03.560] てたなげたげさんすっぽんはみ飲んだ飲ん
[03:13:07.000] だ飲んだよ飲んだよ気合はばっちり童貞の
[03:13:10.439] くせ
[03:13:12.359] に貞のくなえ
[03:13:17.640] クラてクラブとかないと女の子と出会い
[03:13:20.239] ないんだろうなさんリクエストしようと
[03:13:23.239] ずっと狙ってますいい
[03:13:27.239] ねさてどうすっかえっとね待って紅葉見に
[03:13:32.960] 行こう
[03:13:34.560] よが15から11月かまだ何もできないよ
[03:13:39.239] ねサッカーとかだって好きなのかなあでも
[03:13:41.520] スポーツ好きって言ってたすいさんなんて
[03:13:44.800] サッカーに行こう
[03:13:47.920] さんサッカー見に
[03:13:49.800] [音楽]
[03:13:52.279] 行くはれん君電話待ってたんだよこれレン
[03:13:57.239] 君すごくないクオリティの高
[03:14:00.319] さえーサッカーだからスタジアムかな
[03:14:05.040] スタジアムさんさと買って見に行くけれど
[03:14:08.560] 紅葉って実際見に行くものなのかね
[03:14:12.080] う若い人はなんかいかないねおじいちゃん
[03:14:15.080] おばあちゃんはなんか俺俺のじじがよく
[03:14:17.359] 言ってたけどねなんかこうよ見に行って
[03:14:19.080] くるよ沙さんその辺の道で枯れてんじゃん
[03:14:22.479] ね勝手に見に行かなくってそれはまた
[03:14:25.120] ちげえんじゃねえだも枯れてんのとまた
[03:14:26.800] ちげえだろすごい子さん俺うまく呼んで
[03:14:29.200] もらえなかったレン君て相当ぴったり来る
[03:14:32.840] ぜランディさんれん君オフサイドって何
[03:14:35.800] んて疲れたらどうするのオフサイドって
[03:14:39.760] なんかすごい頑張るやつだよっ
[03:14:42.760] てわかんないわかんない
[03:14:47.359] さん笑笑はまさんハくのクオリティ高くて
[03:14:51.600] びっくりしたもさん笑笑すごい子さん
[03:14:56.000] ふわっとしてふわっとしてるところじゃ
[03:14:57.920] ねえだろ
[03:14:59.279] もうなんかもうカテゴリで見たら全て一緒
[03:15:02.760] みたいな一緒に帰ろう待て俺こさひかり
[03:15:06.760] ちゃんって呼んでみたいひかりちゃんね
[03:15:09.040] ひかりちゃんひかり
[03:15:12.920] ちゃんさん頑張るよだろ
[03:15:17.399] わもう傷ついも
[03:15:20.040] し傷ついたさん
[03:15:25.239] 笑笑さん嫌われた笑たげさんあちゃ笑笑
[03:15:31.399] はまさんまだ早かったか俺公の一番傷
[03:15:35.120] つくってわ同49になってるやめたすごい
[03:15:39.640] こさんです
[03:15:41.279] ねんめっちゃくじゃんこ言われ方これは
[03:15:45.040] 聞くでしょ
[03:15:47.319] これ聞くでしょ聞かないやついるかな
[03:15:51.359] ごめんお願いだからその呼び方やめて
[03:15:58.600] あうわワの時よりさ精神的に
[03:16:06.080] 来るすごいこさんごめんお願いだからは
[03:16:09.560] きつい相当嫌じゃんその言い方
[03:16:13.279] ねデートも俺なんか行けない行けるかなう
[03:16:19.080] もぎさんミス選択肢の返しえぐいとんでも
[03:16:22.880] ねえ爆弾踏んだよ
[03:16:25.920] ねお
[03:16:27.680] 待たせなんで俺ひかりちゃんて呼びたいよ
[03:16:33.319] 俺ここのスタジアム今日はサッカーやっ
[03:16:35.960] てるんだ光好きだったよねスポーツならん
[03:16:39.239] でも好きわ俺と合わ
[03:16:41.319] ねじゃあ入ろうか
[03:16:47.120] で手みたいにボルを
[03:16:49.640] 運さん配達員のバイト中のちゃんこんな
[03:16:54.520] 服装して
[03:16:56.680] そうあれは才能だね才能だけかな練習しね
[03:17:03.720] じゃないかなうせひかりちゃんあ
[03:17:08.720] あ今日は楽しかった
[03:17:11.760] けどり疲れちゃっさんおに言
[03:17:18.760] 赤ちゃん笑笑嫌なことあったら大きな声出
[03:17:22.439] すっていうあの方法しか知らないんだよね
[03:17:25.880] 赤ちゃんだからよかったら途中まで一緒に
[03:17:28.080] 帰ろう赤ちゃんだからさぎさん自分の思い
[03:17:31.439] 通り行かなかったらでかい声出すていう
[03:17:33.520] 方法しか知ら
[03:17:35.720] ない赤ちゃんだからあ映画見に行こう映画
[03:17:39.960] 映画映画見に行こうさんめちゃくちゃ笑
[03:17:47.359] ちょ待ってこれさあの違うあの
[03:17:50.640] さ電話番号聞こう
[03:17:54.160] よちょ俺さ違うもうなんか違うわ光と一緒
[03:17:58.479] にいると病むからはい光と一緒にいると
[03:18:02.120] 病むから他のあのキャラクター
[03:18:05.359] にあの
[03:18:08.430] [音楽]
[03:18:10.160] よあれねあれのあいつのあれって聞けない
[03:18:13.840] のあのさ配達員のお姉さんのあれ聞けない
[03:18:16.520] のもぎさんほむらちゃん行くあほむら
[03:18:19.399] ちゃん行くほほむらって誰だっけ名前名前
[03:18:21.600] なんだけ赤いホムだっけいややえちゃんで
[03:18:24.199] もいいよやえちゃん赤いやえちゃんもあり
[03:18:26.840] やえちゃんかじゃあいや本当は理想は俺
[03:18:29.800] あのお姉さんがいいんだよ
[03:18:33.160] あのスイカ割りお姉さん情報ない
[03:18:38.520] の乃さんやえおよみちゃんおよみちゃんお
[03:18:42.199] よみちゃんちょっと行きたいわ了解
[03:18:44.040] ちょっと待っておなみちゃんの番号教えて
[03:18:46.120] え
[03:18:47.359] てか知ってるなそういえばそういえば聞い
[03:18:49.479] たなこれこんな感じだよごめん聞いたわ
[03:18:51.399] これいいっていいじゃねじゃ
[03:18:57.960] ねやべストレス溜まってきたまた
[03:19:00.239] ノイローゼになるやべまたノイローゼに
[03:19:02.560] なるいや来週寝よう来週は寝る
[03:19:07.840] えっと1回やえちゃん行くかこれはもう
[03:19:11.479] もうちょこれはもう俺の精神衛仕方なさん
[03:19:14.560] 169
[03:19:17.239] たか
[03:19:19.640] でか何か
[03:19:21.640] 急あのささんめっちゃスタイルデート
[03:19:25.640] なんて
[03:19:26.479] どうデートなんてどうだ
[03:19:29.880] えーでもこの子と行くデート
[03:19:32.960] 先
[03:19:34.560] 山戦族のあれは30%アップじゃん山って
[03:19:39.560] 俺戦族だから上がりそう行くわ
[03:19:43.600] さんさんちゃんはぞ
[03:19:47.160] はまさん山笑
[03:19:50.260] [音楽]
[03:19:52.920] ごめトさんあでこんなにうまくいかねんだ
[03:19:57.720] さんやって笑田舎のヤンキーかよ笑さん
[03:20:02.960] 戦士族の後30%
[03:20:05.800] アップもう終わりだもう終わりだもう
[03:20:10.720] 終わりだもう終わり何もかもおしまい
[03:20:15.640] だん
[03:20:17.720] 笑笑はまさんハくに浮気はだめか笑砦守る
[03:20:22.960] 全て全てが終わる
[03:20:25.000] よ全てが終わる
[03:20:34.160] 欲今日は疲れ
[03:20:38.439] たおさ大丈夫かお前大丈夫か本当にマジで
[03:20:44.279] やばいじゃんさん笑笑
[03:20:47.279] あ光だ一緒に帰ろう
[03:20:50.720] 頼むたげさん生活の色で寝て終わりさんの
[03:20:57.479] レコード持ってない出てないんだよメモは
[03:21:00.120] レコードが出たら速攻買うけどね普通に
[03:21:03.199] BGMいいもん
[03:21:05.680] 光くお私も帰るとこだよ一緒に帰るかな
[03:21:10.600] よかったら緒に帰ろうぜ今はよしよよ
[03:21:15.560] よよ回まずよしまずはよしおあのあの人に
[03:21:21.640] ちょ
[03:21:22.540] [笑い]
[03:21:24.920] ちょろお前ノイローゼ舐めすぎだろなあ1
[03:21:28.560] 回女の子と帰って治るってそれノイローゼ
[03:21:30.880] って言わないからねなめるなよ本当に本当
[03:21:33.199] にノイローゼな人にさんノイローゼ早い
[03:21:35.960] ノイローゼなめてるだろ自称ノイローゼ
[03:21:40.120] やめろ闇
[03:21:43.239] 垢あなんで今電話しなかったんだ俺まいっ
[03:21:46.279] か
[03:21:47.840] もうほぼ10月棒に振っちまったじゃねえ
[03:21:50.000] か
[03:21:53.560] よあイベント
[03:21:56.040] ださて帰ろうあ光だあいいじゃんこれでも
[03:22:02.680] さひかりちゃんてひかりちゃんて呼びたい
[03:22:07.640] だまだダメなんか
[03:22:10.239] まだまあましょうがねえよな
[03:22:14.720] りうんうん私もいいね今日はよしよしよし
[03:22:19.960] よしよしよしよしままずはいいでしょこれ
[03:22:25.960] でよし1回ストレス0まで持ってこうな
[03:22:29.640] うんうんうんこれでよしほん
[03:22:35.720] だらどうすっかな紅葉を見に行くかあ
[03:22:39.279] じゃあ分かったようんじゃあも光と
[03:22:42.239] やっぱり光とちゃんとあれしようい
[03:22:44.439] ちょっと他の女の子を見たかったんだけど
[03:22:46.000] ね見たかったんだけどね君
[03:22:52.640] 電話4日この33のこのマークは何だろう
[03:22:56.319] わかんないけどなんだ
[03:22:58.479] これ4日紅葉でも見に行くかなあ
[03:23:02.680] せっかく山って山に行かないってさん文化
[03:23:07.520] 祭あ文化祭文化祭があるんだはまさん10
[03:23:11.600] 月はとこな10月終わってたね了解了解れ
[03:23:15.760] ちゃだめ忘れるわけねえ
[03:23:19.880] だろやっぱあの待遇になったのでかいのか
[03:23:25.319] なタブってやばいんだろうね多分
[03:23:28.560] ね部活像やめさせられちったんだよ
[03:23:33.680] [音楽]
[03:23:37.199] ななんで全然できねえんだこいつ本当
[03:23:40.920] に何これあ文化祭ね今日は文化祭
[03:23:47.399] どうしようかな誰か誘おうかなそり誘う
[03:23:50.000] でしょうか光だよ
[03:23:53.840] 一ないかな
[03:24:01.880] あえ何それ見つめてないてんの何のゲーム
[03:24:07.359] あのゲーム機ゲーム機やっ
[03:24:11.160] たのカップルねかそんのよ
[03:24:17.840] へえ何見に行こっかな水素額科学演劇演劇
[03:24:21.800] 見に行こうよ演劇見に行こうぜよし演劇に
[03:24:26.040] 行こう今日ねあの中高屋巡ってこれ買って
[03:24:29.600] きましたよだこれこれこれ
[03:24:35.760] あこれ
[03:24:38.640] なこれこれこれ超安くね220円ちなみに
[03:24:43.840] こっちも220円そんなを売るような値段
[03:24:47.000] で売るなこんないいゲームをなこれもいつ
[03:24:50.359] かやる
[03:24:52.040] わセガサターン版ですけどねさん見つめて
[03:24:55.800] ないともコが作ったのに選択肢がどぎつい
[03:24:58.920] のが
[03:24:59.680] 多く見つめてないともコなん
[03:25:02.399] だスピンオフみたいなやつですね者さん
[03:25:06.560] ですこれ面白いんでしょあんまり興味ない
[03:25:09.040] みたいだけどさん
[03:25:11.880] セガいいねでも逆にしちゃうかなですげえ
[03:25:17.000] の売ってたんだよこれってやばいやつじゃ
[03:25:19.439] ないの俺名前だけしか知らないんだけど
[03:25:22.640] これこれ500円これやばいやつでしょ
[03:25:26.080] 配信じゃ全くできないだろうけど野村病院
[03:25:29.040] の人有名じゃないこれセガサタンと言っ
[03:25:31.160] たらみたい
[03:25:33.560] な売ってたんだよこれすごくない者さん元
[03:25:37.520] エロゲこれやばいだねこれエロゲ普通に
[03:25:42.239] あのやばいんでしょこれセガサターンなの
[03:25:44.960] に
[03:25:46.560] さん意外と難あ難しいこれ配信でやったら
[03:25:48.960] やばいこれ配信でやったらやばいBAN
[03:25:51.439] 食らううんめった意味ないからでも逆に
[03:25:53.800] 期待しちゃうか
[03:26:01.479] なえただいまから響きの高校演劇部文化祭
[03:26:05.720] え文化祭公園
[03:26:09.399] 園あ大丈夫かな微妙
[03:26:15.040] 微妙は今も魔のを続けてんだこれなんだよ
[03:26:21.160] これどうしても3Dが使いたかったんだな
[03:26:25.319] いざ勝何これ
[03:26:34.239] いざい
[03:26:37.120] ぞいぞい
[03:26:43.040] ぞなんだこれ
[03:26:48.880] なんか音声くそずれて
[03:26:54.760] ないなん
[03:26:56.580] [音楽]
[03:27:01.760] やこ全然意味わから
[03:27:04.520] ん全然意味わかんねえなんだこれ拍じゃ
[03:27:08.600] なくてん
[03:27:10.840] だやばいねれ超ひどかったねんだったこ
[03:27:16.199] だったんだこれこのこのシーン
[03:27:20.720] いる面白かったさんくそすぎる笑いきなり
[03:27:25.520] 終わると思わなかった本当だないきなり
[03:27:26.920] 終わったなうんでも長い間ずっと見てる
[03:27:30.279] よりこういう分かりやすいのっていいねど
[03:27:33.199] か
[03:27:37.000] なそうかお何この高文化祭どうだった
[03:27:42.960] まあまあ盛り上がったよねが集らなかった
[03:27:46.439] が残念だった
[03:27:48.600] ああなるほど
[03:27:51.439] ねさあデートでございますよ今日はいい
[03:27:55.680] じゃんこの何振り替え休日にデートって
[03:28:00.880] よくないめちゃくちゃなんか学生の特権
[03:28:04.600] じゃん特別感めっちゃあるな振り替え休日
[03:28:09.080] にデートすごいいいすごいなんかときめい
[03:28:12.199] た今
[03:28:13.560] 俺めく何
[03:28:18.239] お待たせはい行き
[03:28:19.880] ましょうどこ行くんだっけ山かえ今日は
[03:28:24.319] 気持ちよく晴れたね何をするにも最高だな
[03:28:26.640] うん私は晴れが一番好き行こうよさあ行き
[03:28:30.600] ましょうそうだ
[03:28:32.680] ね最高に色づいてるねいいね葉っていう
[03:28:37.199] けどさ本当に真っ赤だ
[03:28:40.600] ね自然て不思議だよねそうだねこう感
[03:28:46.680] どう表現したらいいのかなおしいい印象
[03:28:50.279] いやなんかこの子の選択肢めちゃくちゃ
[03:28:52.120] 簡単でいいわ最高簡単にあの最高の評価
[03:28:55.720] 取れるんだけど絶いろんな見えない力が
[03:28:59.160] いろんなことが邪魔して
[03:29:00.680] さねよかったら途中まで一緒に帰ろこれさ
[03:29:04.479] 途中まで一緒に帰るっていうなんか
[03:29:06.080] イベントあんのかななんか途中でどうにか
[03:29:07.920] なるみたいなないのか
[03:29:10.319] なもう1時半だ早えもう1時半かよ
[03:29:16.239] 11月になりました雑誌変わったか
[03:29:19.359] な変わってない
[03:29:24.040] ねどうしよっかなデートを重ねるのもいい
[03:29:28.680] んだけどなんかイベントないもんなまだな
[03:29:31.479] 15でサッカーも見た
[03:29:34.560] でしょ映画見に行くか映画映画でもしい
[03:29:38.319] とくかこの辺
[03:29:40.410] [音楽]
[03:29:43.680] では
[03:29:46.199] うん電話来そうな気がしてたんねあそれで
[03:29:49.720] 今日はどうしたの映画でも行こっかね映画
[03:29:53.160] でも14日
[03:29:55.359] 晴れ14日にじゃ入れ
[03:29:57.960] とくあ俺カラオケも行きたいんだけどず
[03:30:02.439] 映画行くわ映画
[03:30:05.040] えっとよしよしよしよしよしよしよしいい
[03:30:08.359] です
[03:30:10.600] ねこのさ断られるのって確率なのか
[03:30:14.960] なか1回断られたらもうそっから
[03:30:17.600] めちゃくちゃ断られるんだよ
[03:30:19.359] ねそれなんか俺が悪いことしたりしたらと
[03:30:22.800] かなのかなたげたげさんカラオケ絶対
[03:30:26.640] 当たりな気がする1曲歌ってくれたりすん
[03:30:28.640] のかな1曲歌ってくれんのかな次カラオケ
[03:30:33.000] 行こっか俺も1局披露しちゃおうか
[03:30:37.000] なはいはいお前今日も可愛い
[03:30:41.960] な今日も可愛いじゃねえかよ
[03:30:48.199] 沈没戦恋い
[03:30:49.640] 物語さんと同でで安い場所にい場所うんあ
[03:30:55.000] やっぱりその子によって違うんだあるんだ
[03:30:57.120] そういうのはえよし
[03:31:00.080] 行こうえ沈没戦物語は貧乏貴族の娘と青年
[03:31:05.399] の沈没の沈没していく豪客での愛の奇跡を
[03:31:10.160] 描いた
[03:31:11.359] ラブマ
[03:31:13.199] がるなるほど
[03:31:16.040] 日曜日はこの子絶対ダメだなま俺も本当は
[03:31:18.800] ダメだったはずだったんだけど
[03:31:21.000] ねうんダメだったはずなんだけどね俺も
[03:31:24.520] ね最高だったねうんもう最高こんなに興奮
[03:31:29.760] したのさ
[03:31:31.319] 久々もっと興奮させてくれよ俺のこともな
[03:31:35.439] 最に楽しかった
[03:31:38.040] さんと
[03:31:41.199] 感じるよかったら中まで一緒に帰ろ
[03:31:44.000] シネコンて
[03:31:47.710] [音楽]
[03:31:52.080] もうほぼほぼ行ったなねもうほぼほぼ行っ
[03:31:55.399] た
[03:31:58.880] なま勉強しとく
[03:32:03.740] [音楽]
[03:32:08.160] かあとはスキーかなてか
[03:32:11.399] 今日もぎさんばいいんだよロリコ
[03:32:15.040] なんて
[03:32:18.399] シコンなんだよそれオタクアニメの略し方
[03:32:22.800] みたい音みたいなコンてありそう
[03:32:26.399] ばいいんだよロリコンなんての略いやマジ
[03:32:28.439] でありそうじゃんなんかそういうアニメ
[03:32:30.319] なんかに構えたロリコンロリコンのこと
[03:32:34.199] 馬鹿にしたようなアニメみたいなマジで
[03:32:36.279] あり
[03:32:37.000] そうマジでありそうだよねマジでありそう
[03:32:40.399] だよねマジでありそうじゃん作ったら
[03:32:43.640] なんかマジでああれしそう流行り
[03:32:47.239] そうはまさんイオンみたいに映画館が1つ
[03:32:51.160] に集まってるとこですうんえ何それイオン
[03:32:53.640] みたいに映画館が1つに集まってるとこえ
[03:32:55.960] どういうこと映画館が1つに集まってるは
[03:32:58.680] れん君電話待ってたんだよおお電話待って
[03:33:02.720] たもぎさんシネマコンプレックスシネマ
[03:33:06.920] コンプレックスあとどこ行ってないっけ
[03:33:09.399] じゃカラオケ行こうってごめんねもうこの
[03:33:13.080] 子カラオケ嫌いだなのまた絶対
[03:33:16.800] 断れる嘘カラオケだめフェイトさん1の
[03:33:21.399] 施設に何個もスクリーンある映画館のこと
[03:33:24.239] あえでもそれって今も普通じゃない南蛮
[03:33:28.680] シアターへどうぞみたいな感じじゃないの
[03:33:31.920] 映画映画感でも最近言ってねえなストレス
[03:33:35.600] 感
[03:33:39.170] [音楽]
[03:33:41.760] はえこれやっぱこの子
[03:33:46.640] カラオケたいな
[03:33:49.199] 歌くうん電話えと第3日曜日がダメで雨で
[03:33:55.640] も映画はけるでしょ雨でも映画はける
[03:33:58.199] でしょ映画じゃない
[03:33:59.920] カラオケごめんねその日は約束があって
[03:34:03.520] ダメなのまた今度
[03:34:06.720] ねなんでなんでこんなダメ相当嫌いなのか
[03:34:14.720] カラオケがや俺のことが嫌いなんかもしん
[03:34:17.040] ねえなあ
[03:34:23.239] はどうしよっか
[03:34:26.120] なお前すげえ電話かけんじゃんノイローゼ
[03:34:30.319] になっちゃノイローゼになっちゃうこれ
[03:34:31.680] 以上な断られ
[03:34:35.319] たらはれんく電話もう1回だけ頼むもう1
[03:34:41.279] 回だけカラオケ1回させてこれでダメだっ
[03:34:44.840] たらもううんこれでダメだったら諦めるわ
[03:34:47.479] カラオケ頼むごめんねその日は約束があっ
[03:34:50.880] てダメなのそんなカラオケダメこの
[03:34:54.880] 子おかしいよねげさん笑こんな
[03:35:00.040] にこんなだめか
[03:35:04.359] カラオケあイベント発見イベント発生はま
[03:35:08.720] さんカラオケダなカラオケ嫌なんだ
[03:35:12.279] カラオケダメですねダメなんだねこの子ね
[03:35:15.810] [音楽]
[03:35:17.080] 分かった
[03:35:18.439] 諦めるえカラオケ来たかった一緒
[03:35:25.160] にえっと
[03:35:28.560] じゃあスケート場あいいじゃんスケート場
[03:35:31.239] 行こう
[03:35:32.080] よあすんなり行くね続けるの
[03:35:39.239] だっ同じじゃないよ火はずれてるだて1
[03:35:42.399] 週間後と変わっちゃうもん
[03:35:46.000] にしてるから1回断られたら次の週次の週
[03:35:48.479] になってるから同じ日ではない
[03:35:50.960] なうわテストとか忘れて
[03:35:54.319] たちょっと勉強してよでもあいいねえなん
[03:36:01.600] で
[03:36:03.239] え
[03:36:04.460] [音楽]
[03:36:05.680] えぎさんちゃめくて女の子とカラオケ行っ
[03:36:09.439] たら何歌うのうわリアルな話していいマジ
[03:36:13.680] で俺今まで1回もことカケ行ったことない
[03:36:17.160] わこれあのネタとかでよくなんか俺はあれ
[03:36:21.600] だよ童貞だよ歌の教え
[03:36:28.800] てカラオケ
[03:36:32.960] 1だって
[03:36:34.880] さカラオケってさデスボイスとか出しても
