[00:00:18.600] D
[06:33:35.520] 持ち歩くで持ち歩くことなんかねえだろ
[06:33:37.440] じじババなんだ
[06:33:38.798] からどこに持ってくんだよそれと思っちゃ
[06:33:41.558] けど孫に小遣いあげとけよ本当だよ
[06:33:44.798] なうちのばあちゃんもさ大人しくさうちの
[06:33:49.360] 父はドブDVでと言ってますDV
[06:33:52.878] でセパレートタイプなん
[06:33:56.958] だうちの実家も帰るたびにばあちゃんが
[06:33:59.958] 通販でなんかいろんなもん買っててさこの
[06:34:02.600] なんか帰っててるに笑こないだ帰ったらさ
[06:34:07.440] クソでけえ浄水器があってどうしたのこれ
[06:34:09.920] つたらばあちゃんが通販で買ったなんだよ
[06:34:13.080] それっ
[06:34:15.310] [音楽]
[06:34:18.360] ても売ってんだ
[06:34:22.810] [音楽]
[06:34:32.638] な上水器良いやつ早いいいやつはいい
[06:34:36.398] だろうけど
[06:34:37.920] なああちゃんが好きで買ってんだったら
[06:34:40.558] いいんだけどさまあ訪問販売よりはまあ
[06:34:45.680] [音楽]
[06:34:59.478] ねああこれ回復後で取り行くべきだった
[06:35:03.718] スったここ取なきゃいけねんだも水と炭酸
[06:35:06.878] 水作るやつ欲しいああ炭酸作るやつは
[06:35:10.600] ちょっと欲しいかもあれなたけえよなあれ
[06:35:13.240] なんか数万円するやつでしょなんか水
[06:35:16.280] どんな
[06:35:17.600] どんなどんなあれ
[06:35:19.958] も炭酸作るやつめちゃいいぞあマジ持っ
[06:35:24.080] てるあれマジで持ってんのあれいいん
[06:35:27.440] だ
[06:35:29.320] よいしょ来た回復1回使えるぜだけどあ
[06:35:33.120] そうなんだ安いやつとかあるんだ
[06:35:38.680] ねっかじゃあウイスキーを炭酸にして
[06:35:43.080] ペロペロになり
[06:35:45.520] [音楽]
[06:35:47.120] たいちょっと待って下手下手下手下手下下
[06:35:49.680] 待って待っ待って下手下下
[06:35:55.878] たそれでも家で好きな時に炭酸飲めるの
[06:35:59.600] 強いああ確かにハイボールじゃないのね
[06:36:04.798] お酒飲む人ならなおさ
[06:36:09.718] うんもうなんでもうみやもももう
[06:36:16.638] いいもうやめたいよもういいよめどくせ
[06:36:24.080] 笑笑もういい
[06:36:27.798] よあこんなもんはガチいねえよもう
[06:36:35.558] 違うんだよ
[06:36:38.478] なあ邪にが
[06:36:42.200] 見えるやっぱ
[06:36:44.718] ね俺ね1番楽しみの明日の明日からなんで
[06:36:48.878] 明日から24時間かって言うとねいつも俺
[06:36:51.360] さ土曜まで仕事じゃんで朝まで配信する
[06:36:54.240] のってやっぱ次の日休みじゃないといけ
[06:36:55.718] ないじゃんでもそれって土曜まで仕事だと
[06:37:00.718] あのなんの
[06:37:03.840] のかな前の日2時半2時とかまで配信して
[06:37:07.878] ほぼほぼ寝ずに仕事行って10時間働いて
[06:37:11.000] 全く寝ずに配信つけてからの朝まで配信だ
[06:37:15.200] からどうしてもね金曜とか土曜の配信は
[06:37:17.798] 元気なくなるのよ元気が違うよなそうあの
[06:37:21.558] だってこの配信終わったら俺無駄に24
[06:37:23.878] 時間起きてんだぜ一睡もせずにでも明日の
[06:37:28.040] 夜の配信は明日昼間1日寝てからの夜の
[06:37:31.558] 配信だから元気なんだこの違いをねもうお
[06:37:35.040] 間違いなき俺はもう今あと2時間もしたら
[06:37:38.558] 24時間無駄に起きてることになる君
[06:37:41.478] わかんねえだろ元気いっぱい邪魔ゲーム
[06:37:44.920] いっぱい邪魔ゲームなんだよもうもこの
[06:37:46.760] 時間しんどくてしゃあない
[06:37:48.638] 本当でもムカつくからクリアすくけど
[06:37:51.958] ねしんどいならやらなきゃいいじゃんとか
[06:37:54.240] 言ってくれるバカいるけどいやしんどくて
[06:37:57.520] もやるんだよバカが
[06:37:59.760] よ楽しいだけがゲームじゃねえしんどくて
[06:38:03.200] もやけあ悔しいからやるむかつくからだっ
[06:38:07.440] てこのゲームここでやめらんないでしょ
[06:38:09.360] いくらしんどくてもやめらんねえよ
[06:38:13.280] な分からせてやんなきゃいけねえんだ
[06:38:15.600] こんなお前このゲームに俺の方がすげえ
[06:38:17.878] ぞって
[06:38:18.650] [音楽]
[06:38:23.680] と俺悔しさだけで生きてる今情熱大陸でっ
[06:38:28.120] て
[06:38:29.958] そうなあ動画作ってくれよじゃ列大陸
[06:38:34.040] みたい
[06:38:35.478] な楽しいだけがゲームじゃねえんだ
[06:38:39.878] よ
[06:38:42.200] ああ殺すあいつマジでカスてね
[06:38:53.390] [音楽]
[06:39:08.478] ちょっと違うんだよ
[06:39:10.320] な次来るぞ
[06:39:13.360] すんエトけんちゃんの言った通りだわ3回
[06:39:16.520] 目なあもうここまで来たり来なかったり
[06:39:19.638] お前のその袖がわから
[06:39:21.320] んここまで来たり来なかったりするんだよ
[06:39:23.920] なお前なほら来たり来なかったりするんだ
[06:39:26.478] よ届くとこまで来たりこなかった今頃
[06:39:29.638] 笑いや今頃ってかずっとやってたよ
[06:39:34.700] [音楽]
[06:39:38.160] もち攻め
[06:39:40.120] できる次は
[06:39:47.820] [音楽]
[06:39:51.160] 来る今急に感謝した
[06:39:55.398] ね感謝してる
[06:39:59.440] よどんどんうくなってるなだろそうなんだ
[06:40:03.680] チマゲームは進化するんだ
[06:40:10.050] [音楽]
[06:40:11.600] よ
[06:40:18.280] よし正直言ったらここはごめん行かせて
[06:40:22.280] ほしいああしんどいここやあちゃんもまだ
[06:40:27.200] 配信してる頑張ってるねポコミちゃんも
[06:40:29.920] 頑張ってるねポコミちゃんフォロワ500
[06:40:35.478] 人ここはクリア安定してきてるオスまでは
[06:40:39.798] 行けるようになってる
[06:40:42.070] [音楽]
[06:40:44.798] ね
[06:40:47.360] ま
[06:40:52.520] まボテさんのスライムの名前の人かなボテ
[06:40:56.798] さんのラム名前の人わかん
[06:41:01.600] ない1回ももう1回動画見させてもう1回
[06:41:04.718] 動画見させてまずどこに行けばいいのそう
[06:41:06.798] か
[06:41:07.840] もどういうことどういうことここ見ちゃん
[06:41:12.520] 魔法回復になってるなってる
[06:41:20.958] よえこれ回復でしょこの泡みたいな
[06:41:30.600] やつんだねそうそう
[06:41:42.230] [音楽]
[06:41:44.320] 行く
[06:41:46.240] ぞ待つ
[06:41:50.690] [音楽]
[06:41:52.958] ぞこれ炎はしょうがない当たって
[06:41:57.558] もしか食らわねえから
[06:42:00.610] [音楽]
[06:42:07.040] やっちたやっちたやったやっちた待て待て
[06:42:09.760] もう待てもうもう待ってよもうくそ
[06:42:15.440] マジで
[06:42:20.600] もう無理やんけ
[06:42:23.760] [音楽]
[06:42:27.600] あんなもう
[06:42:34.080] くし落ちたアナルと済みかあれは積んでる
[06:42:38.360] ねもうあれはもうどうしようもない俺が
[06:42:41.080] 場所覚えてなかったのが俺悪かったんだ
[06:42:43.680] けどう無理だよもうこのこの今の脳みそで
[06:42:49.000] そこまでて良さ
[06:42:50.920] そういや移動しないとだめだ
[06:42:54.280] な今のは俺が悪いわでも場所覚えて
[06:42:58.478] ない無理頭働かんねんそんなもうこっち
[06:43:01.680] とらもう何時間起きてると思ってんねん
[06:43:05.398] 下もしゃがみ攻撃で当たらぬか
[06:43:08.200] いいや当たんない
[06:43:12.000] ねわかんねえけどそれを試す余裕がない
[06:43:17.080] もう行くまでが大変すぎてどうしてもさ
[06:43:19.520] あそこで練習しようって気にならないんだ
[06:43:21.520] よ
[06:43:22.718] ね練習して今回は死んでもいいやみたいな
[06:43:25.840] 気になれない行くのがだるすぎるからさ
[06:43:29.718] なんかそこで何回も練習しようと思えねえ
[06:43:32.200] んだよな
[06:43:33.760] めんどくさいんだもんこの
[06:43:38.878] 作業倒すのに時間がかかるからさ
[06:43:42.040] これ当たんねえからさ
[06:43:44.360] ほら時間がかかんだ
[06:43:49.958] よはよ
[06:43:53.558] ぜ負け強えんだよあ待ってやっちゃった
[06:43:57.680] やっちゃったこれ多分回復してる
[06:44:00.760] でしょしかもコモに来てるし
[06:44:04.478] コモ来とるコモ来とるどっちにやってんの
[06:44:08.120] あ回復してるうわ最悪や画面から消すと
[06:44:12.040] 回復するから
[06:44:16.240] なせええねんその辺のスライディングみ
[06:44:20.320] こっち来いや
[06:44:22.550] [音楽]
[06:44:28.398] もうお前来るだろうなこっちなわ来た来た
[06:44:31.638] やばいやばいやばい
[06:44:33.920] あいつがうかっ
[06:44:35.440] たい来ないで来ないで来ない
[06:44:38.000] [音楽]
[06:44:58.360] でもう忘れてた
[06:45:08.150] [音楽]
[06:45:30.958] ああスでうもう
[06:45:35.680] もう疲れ
[06:45:37.718] た
[06:45:39.930] [音楽]
[06:45:47.600] 眠いなんなよもう来んのかよお前あこれ
[06:45:52.680] ちょっと絶望的だな
[06:45:55.440] [音楽]
[06:46:24.440] マジ何時間やってんだこのステージこれ
[06:46:26.798] ラスボスじゃなかったらしんどいな
[06:46:35.450] [音楽]
[06:46:44.638] 残念んだなこれな消えちゃうんだよ
[06:46:50.200] ね何回か当たったけどね今
[06:46:58.600] なあこれどうすっかなうか
[06:47:06.060] [音楽]
[06:47:08.398] うや消える
[06:47:11.080] にゃあやっぱやっぱ握手かこれはいやむ
[06:47:16.540] [音楽]
[06:47:18.320] ずうんま回復あればいけるんだけど
[06:47:23.398] ねここでこのねバーリングモードを使う
[06:47:27.360] とてよ
[06:47:29.030] [音楽]
[06:47:36.520] 無理があるなこれ
[06:47:44.270] [音楽]
[06:47:48.240] なあれわんねえ
[06:47:53.360] な行け行けけけけけけけけけ
[06:47:58.660] [音楽]
[06:48:06.520] もう
[06:48:08.080] 強いもういいもういいもういいもういい
[06:48:13.760] もうや
[06:48:16.360] だ
[06:48:19.760] 笑笑もういいよ無理だ
[06:48:25.240] よもう
[06:48:28.040] いいマジでいいもうあんな強くしなくて
[06:48:33.080] なんであんな強くすんのもう良いでしょ今
[06:48:36.040] の
[06:48:36.878] であやっちゃったやっちゃったやっちゃっ
[06:48:39.718] たやっぱ回復あるとでも回復あったら違う
[06:48:43.580] [音楽]
[06:48:45.440] なバーニングモード正直どう
[06:48:49.440] だどうでしたバーリングモードが率減り
[06:48:53.000] そうどうかなわかんない希望が見えてきた
[06:48:55.680] な
[06:49:01.710] [音楽]
[06:49:03.320] 惜しかっ
[06:49:04.280] たどうなんだろうな体力どんくらいとか
[06:49:07.000] わかんないから
[06:49:08.570] [音楽]
[06:49:16.798] なないよりはった方がいい感じやなうん
[06:49:20.878] めんどくさいんだけどねこれねすげえ
[06:49:24.040] めんどくせえ1回負けたらこっからっての
[06:49:26.320] が最悪だよねゲームオーバーまではせめて
[06:49:28.840] さラスボス戦連戦させてくんねえといつ
[06:49:31.240] までも練習になんねえよなあもうちょっと
[06:49:33.638] だった感じしたけどどうだろうねあとま5
[06:49:36.280] 発も当てれば倒せてたと思うん
[06:49:40.920] だ忍者龍剣でもそうだけどなんでゲーム
[06:49:43.680] オーバーじゃないのに1回負けたら最初
[06:49:45.360] からになっちゃうんだろうなこれがひどい
[06:49:48.200] わ全然働こね
[06:49:52.558] しゲームオーバーまではさラスボス戦連戦
[06:49:55.840] させてくれていいよ
[06:49:58.080] ねだって練習にならないじゃんじゃないと
[06:50:01.440] 身につかないよあまた厄介な厄介な厄介な
[06:50:06.840] 厄介なやめてよ
[06:50:09.770] [音楽]
[06:50:14.680] もう負けたらボスが入り口に連れて行って
[06:50:18.000] くれてるのかな優しいうんいらない優しさ
[06:50:20.760] だなそれ
[06:50:24.510] [音楽]
[06:50:34.840] ああもう下手下手プレイ雑になってる
[06:50:38.558] よ丁寧
[06:50:41.400] [音楽]
[06:50:57.120] にしゃがまなきゃ
[06:51:00.330] [音楽]
[06:51:04.920] いやもう当たったり当たんなかったりする
[06:51:08.080] ないやもう
[06:51:10.320] 300わからんその挙動
[06:51:13.798] がギリギリまで行かんと当たらんしでも
[06:51:16.798] あいつUターンしたりしなかったりするん
[06:51:18.440] だよ
[06:51:21.130] [音楽]
[06:51:28.680] なまだこんくらだったら行くか
[06:51:36.620] [音楽]
[06:51:44.040] 何時今がかん5時か2時までクリアできね
[06:51:48.558] じゃんな何2時までクリア
[06:51:53.320] できる毎回そうなんだよマジで毎回行け
[06:51:56.040] そうな雰囲気すだ過ぎたやばいねマジで毎
[06:52:00.520] ドラエやってとなんか最初だなと思っ
[06:52:03.040] ちゃうんだよね何なんだろうねこの罠全然
[06:52:05.360] 簡単じゃねえ
[06:52:06.210] [音楽]
[06:52:15.000] じゃん外明るくなってきたねや
[06:52:20.310] [音楽]
[06:52:28.600] ば当たんのかそれ
[06:52:42.240] [音楽]
[06:52:49.360] え
[06:52:51.000] もうやだ
[06:52:54.600] もうもうや
[06:52:57.280] だしんどい
[06:53:17.320] 笑笑
[06:53:20.760] つくしつくしはおもしれえ
[06:53:23.520] [笑い]
[06:53:26.080] なもう疲れ
[06:53:30.120] た固まった
[06:53:41.280] やめんなよ絶対クリアすっかすとりあえず
[06:53:44.600] 当分派ああなんか甘いもんでも食べる甘も
[06:53:48.958] マジで今うち何にもないのコンビニ行って
[06:53:51.600] いいか
[06:53:52.398] じゃあコンビニ行っていいかじゃあマジで
[06:53:55.280] 今何にもねえうち前もうもねてきていいよ
[06:53:59.600] いやでもなそんなことしなんかみんな何し
[06:54:03.680] てんのその
[06:54:05.800] [音楽]
[06:54:12.920] 間なんかさこのさtwichのさ切り替え
[06:54:16.080] 機能みたいなったらいいよねあのパソコン
[06:54:18.240] のしていってよなんか流すってなんだ
[06:54:21.120] なんか流すっ
[06:54:22.200] [音楽]
[06:54:24.240] て田舎だからよも最寄りのコンビニも歩き
[06:54:27.760] ちゃいけねえからさ車使わないといけねえ
[06:54:29.958] から10分ぐらいかかるぞ
[06:54:32.638] 切り替え機能なんか
[06:54:35.520] そのなん
[06:54:37.398] だパソコンの配信からスマホに切り替え
[06:54:40.398] マホ配信に切り替えるとかできねえじゃん
[06:54:42.840] できるんだったら配信つけてさ歩きながら
[06:54:44.718] 行くんだけど夜中だし別
[06:54:47.878] にコンビニの中は喋らない
[06:54:51.440] けどああ欲しいね確かにねないんだよ
[06:54:54.878] パソコンで始めちゃったもパソコンでやる
[06:54:56.398] しかないから
[06:55:05.620] [音楽]
[06:55:16.360] 来るなら来
[06:55:18.280] ほらいやいやいやいやいやいやいや
[06:55:21.320] いやらしいできないよ
[06:55:23.600] ねできないできないできない
[06:55:32.950] [音楽]
[06:55:41.840] URL省略Tテレビ
[06:55:45.000] スティアック87
[06:55:47.760] う笑ってたら食らっちまったよどれ見して
[06:55:53.080] 尽くしタイトルはいいなえ
[06:55:56.680] もうやだ
[06:56:00.240] もうもうやだ
[06:56:06.870] [笑い]
[06:56:15.520] しんどい尽くしだろ尽くしだつくし
[06:56:26.920] だしは面白えな
[06:56:32.840] えもうつくしは面白いねつくしコメは
[06:56:37.000] なかなか面白かった
[06:56:38.790] [音楽]
[06:56:42.360] よ春を感じた今俺は
[06:56:48.100] [音楽]
[06:57:04.600] さすがイロハスさこの配信に尽くしてる
[06:57:07.398] だけありますね邪魔ゲームの香りを感じて
[06:57:11.718] こんばんはやですってややろ
[06:57:16.200] あおもろいこと言うたで
[06:57:20.798] 今
[06:57:22.440] あランディがおもろいこと言うた
[06:57:27.520] ぜ今言うた
[06:57:31.120] でえとけんちゃん
[06:57:33.760] ごめんエトけんちゃんのもおもろかった何
[06:57:37.320] どうボケかせてしまったエトけんちゃん何
[06:57:40.200] ああああ尽くしだけ尽くして
[06:57:43.080] るってことねややおもろやや受け大丈夫
[06:57:47.040] 大丈夫て大丈夫
[06:57:54.390] [音楽]
[06:57:58.360] 笑笑2人でおもろいこと言うたで
[06:58:05.798] もう痛いよ死んでくれお前マジでカスゴミ
[06:58:09.080] てめえ近づくな俺にカスなんだ
[06:58:14.650] [音楽]
[06:58:20.240] からあ疲れてきたアクションゲームは疲れ
[06:58:24.798] てくるんだよなそそもうねあんだできてた
[06:58:28.840] あんだけできたのにできなくなるんだマジ
[06:58:31.240] でこれもしょうがない感じてもボケですよ
[06:58:33.398] ねイロハスさんボケじゃねえ真面目に言っ
[06:58:36.160] てんだ
[06:58:37.160] よ何言ってん
[06:58:39.260] [音楽]
[06:58:42.760] だ3人でおもろいこと言うたでここからに
[06:58:46.680] してくんなもうこら
[06:58:48.590] [音楽]
[06:58:50.040] 笑笑仲
[06:58:52.958] よき
[06:58:59.440] 仲すまん組み取れんかった
[06:59:07.900] [音楽]
[06:59:10.958] ごめんやでいいよ
[06:59:13.870] [音楽]
[06:59:21.360] 笑笑いいクラウン
[06:59:28.670] [音楽]
[06:59:33.280] どこに行くどこに行くどこに行くどこに
[06:59:35.840] 行く
[06:59:39.290] [音楽]
[06:59:42.160] よしこっから
[06:59:44.600] ややっちった発食らっちゃった
[06:59:52.638] よあれは食らわせられん
[06:59:56.000] からもったいねえこうなっちゃうとマジ
[06:59:59.320] もったいうわもう終わっちゃった敵モード
[07:00:01.000] だめだこうなったら無理だよ
[07:00:16.398] な当たる
[07:00:20.878] よジムいい
[07:00:26.180] [音楽]
[07:00:30.200] なう
[07:00:32.680] ももう難しいもういい惜しいもういいの
[07:00:40.280] にこれもうこっからやんの辛いもう辛い
[07:00:45.920] ここからやり直すのかマジで辛い
[07:00:50.120] これ足こっからやり直すがマジ辛いんなよ
[07:00:55.320] あのなんかさ敵無視してサクサク進めん
[07:00:58.160] だったらいいんだけどこれ全部処理してか
[07:00:59.798] なきゃいけないの本当しんどくてもなんだ
[07:01:04.478] なん
[07:01:05.600] だこのねもうサクサクここ短いからさ
[07:01:09.600] どんどん進んでやなんでこっち来ねんだて
[07:01:11.958] バカがよこっちこは仲です仲ぴってやめて
[07:01:17.920] くれる中よピってやめてくれるかなわかん
[07:01:22.120] ない
[07:01:25.040] けどですちょっといい加減しろカスお前
[07:01:33.558] もういいこのゲームはんだなんだ何言って
[07:01:37.890] [音楽]
[07:01:43.478] の自分チオですあ俺
[07:01:49.520] リボちゃおです
[07:01:54.398] ちゃちゃパパパ
[07:02:02.240] [音楽]
[07:02:03.398] 早くしてくれよこれもうまめんどくせえな
[07:02:05.958] 早くこっち来いよもう
[07:02:08.920] あん鞭もけし
[07:02:12.240] なハートが出るん
[07:02:14.920] だやらもうほんま
[07:02:19.718] この来るならて思ったら下から来んだろ
[07:02:22.360] あれ雑魚だから
[07:02:23.840] 仲良しと一緒ってレトロゲーありますけど
[07:02:26.840] ねへあそんなゲなんだ知らね
[07:02:30.870] [音楽]
[07:02:45.760] 明日何するか決めたどうしよういやなんで
[07:02:50.638] 今の食らうかなかな決めかねている今
[07:02:57.060] [音楽]
[07:03:03.840] 痛いよもうざけんな俺2食らうんだもんな
[07:03:10.520] あ3匹いるしね
[07:03:12.680] [音楽]
[07:03:21.320] これお母その
[07:03:24.160] に母
[07:03:25.860] [音楽]
[07:03:30.718] その切れ
[07:03:34.080] ないう辛いなここ
[07:03:37.610] [音楽]
[07:03:44.280] ないやもう死んてくれマジでマザ2マ2は
[07:03:49.798] 俺配信でなクリアしてるから
[07:03:54.040] 笑笑キモいんだけどあのアマーマジでく
[07:03:57.360] ないあいつ
[07:04:00.080] 臭いとってて
[07:04:03.958] みずクラスにいたよね受けてると思って
[07:04:08.760] つまんねえこと俺見てるぐらつら見
[07:04:13.398] てん私じゃないです
[07:04:17.520] かんなことねえ何言ってんだよお
[07:04:20.840] られお
[07:04:23.920] [音楽]
[07:04:25.320] らおあれだんな数や数やだろ4じゃ
[07:04:31.878] おらはあれしても俺がどうにかあれする
[07:04:34.000] から面白くあれするから大丈夫
[07:04:39.558] だ心強い戻ってきたらすごい怒っていた
[07:04:44.520] もう無理やこのゲーム
[07:04:47.320] あだな
[07:04:52.558] 帰りお帰りなさいおけりうんこちゃん
[07:04:57.120] 大丈夫
[07:05:00.090] [音楽]
[07:05:02.798] か全然ダメージ食らうじゃんなん
[07:05:07.360] [音楽]
[07:05:18.558] でえそれ当たん
[07:05:22.080] のチだ
[07:05:24.718] ね食うじゃんダメージ
[07:05:33.240] 今何した
[07:05:36.000] よしそうなんですよ回復が1回だけ使え
[07:05:39.680] れるんですよこのステージのあのねでも
[07:05:43.478] それをやる
[07:05:44.500] [音楽]
[07:05:45.718] ためちゃくちゃ難しいめんどくせえことを
[07:05:49.398] 踏んでこのこのステージ道中道中にある
[07:05:53.320] ローソを1個もこぼさずにるとど20
[07:05:58.280] 貯まるのねの使う20だから1回だけ回復
[07:06:04.360] 撃てるんだよだけどこっからなんだよね
[07:06:07.320] 問題は
[07:06:07.840] [音楽]
[07:06:09.240] ねめくさそう笑
[07:06:12.600] もう超めんどくさいの
[07:06:25.638] よえもう無敵終わっちゃったもう無敵
[07:06:29.280] 終わっちゃったもう無理だよそんなの
[07:06:32.478] 避けれないっ
[07:06:34.878] てうやばい避けれないこれ避けれう痛い
[07:06:38.320] 痛い痛い行け行け行け行け行けいや無理や
[07:06:41.240] もううもうこれむずすぎるもうええもうな
[07:06:47.600] 何回やりゃいいんだよもうもう無理だよ
[07:06:53.240] これ出てくる順番固定固定うんね分かるよ
[07:06:57.958] 分かるみんなが言いたいこと分かる覚え
[07:06:59.398] りゃいいじゃんって言いてんだろ無理だよ
[07:07:01.520] ブレムプス
[07:07:04.080] 1ひ染めヒアンドロベボアうんこキリコ
[07:07:09.878] トタル
[07:07:12.280] 443またこれ全部対処してかない
[07:07:16.760] とも早くしてくれ金しか投げれん投げなく
[07:07:22.200] ていいよ大丈夫だ
[07:07:24.718] よあよせやこっち来いや何しとんねん何し
[07:07:30.680] てんだよこれ行けない理由があるのこの
[07:07:33.280] ローソハートなんだけどあいつがいる間に
[07:07:35.600] 出しちゃうと5秒ぐらいで消えちゃうから
[07:07:37.718] 魔法が打てなくなっちゃう完全に敵を倒し
[07:07:40.558] てからじゃないとこのローソはね取っちゃ
[07:07:42.000] いけねんだよそれがめんどくさいマジ
[07:07:44.718] でマジハート速攻消えるからね1個でも
[07:07:47.798] 取り逃したら魔法使えなくなっちゃう
[07:07:53.780] [音楽]
[07:07:55.600] からさあここもややべえわこれロソロソ
[07:07:59.600] じゃあら生き返っちゃったこちこいおら
[07:08:02.680] ほらほら何してんだ
[07:08:06.040] よここもねこここの辺この辺じゃないと
[07:08:09.760] あのあのロソに反応しちゃうんだ
[07:08:12.680] よはいはいはい
[07:08:17.200] [音楽]
[07:08:23.878] はいこいつもなかなかこっち来ねんだよ
[07:08:29.240] な早くしてくれよいいと往復してんな
[07:08:33.280] お前
[07:08:36.398] せい全然クリアできへんやん
[07:08:42.760] け何やってんの早くしてよマジ時間が
[07:08:47.520] かかるドラキュラの再戦まで
[07:08:49.710] [音楽]
[07:08:51.958] に回復なしじゃちょっとお話になんない
[07:08:54.558] もん
[07:08:55.360] ねくそ当たるだろこんなもん
[07:09:01.958] うわやらしいなあのコウモリついてくるわ
[07:09:04.558] こっち
[07:09:06.600] まで試して本当試し
[07:09:09.718] て下から来られたら無理
[07:09:12.100] [音楽]
[07:09:28.160] や息子が見たら泣くよ
[07:09:32.878] 息子こなんかいねえ
[07:09:35.290] [音楽]
[07:09:40.600] よパパ怒りすぎだよほほ
[07:09:46.280] てトレトロゲームでこんな切れてる間は
[07:09:50.160] こんなて
[07:09:52.760] だ息子いなかったっけ嘘その程度の知識
[07:09:57.360] しかないの俺って俺に対し
[07:09:59.398] て息子いるかどうかもわかんなかったい
[07:10:02.080] ないよ
[07:10:04.240] 笑笑どの程度の薄い知識だったっ
[07:10:08.450] [音楽]
[07:10:12.360] け隠し後か
[07:10:14.490] [音楽]
[07:10:20.040] うん人気ない配信者あまりわからないあそ
[07:10:24.160] そかそうだよね息子い
[07:10:27.080] たほらわかパパにゲームよしなさい全部
[07:10:32.120] 早く早くパパに全部ゲームよしなさい
[07:10:41.558] 早く高いゲーム全部よし
[07:10:44.200] なさいいやいやワンパハンターねそう
[07:10:48.160] バンパイアバンパイアキラーな
[07:10:51.558] デムバンパイアキラーバトルマニア大現場
[07:10:55.718] ミミックバトル
[07:10:57.840] トード総額100万円分ぐらいちょっと
[07:11:00.478] 盗ん
[07:11:02.080] 拝借しよ
[07:11:04.920] なんて色々高いゲーム言ってパパヤキラー
[07:11:09.240] ハンターキラーねぐちゃぐちゃだ
[07:11:11.540] [笑い]
[07:11:13.558] もうもうステートセブ使おうか
[07:11:17.440] な最近あめえな最近結構ステ使っちゃっ
[07:11:20.520] てるとこあるなよく
[07:11:22.000] ない良くないいくないパパヤキラー
[07:11:25.600] ハンターズねもう全然ちげえよなんだその
[07:11:28.320] ゲーム絶て50円で売ってるやつだろ
[07:11:31.958] ワゴンワゴンセール
[07:11:34.878] だろ20だから1回回復使えるのねちゃま
[07:11:39.360] く
[07:11:44.520] 何前髪
[07:11:46.680] どこなんかなんかなっちゃったか抜けた
[07:11:49.840] 全部ストレスで将来の嫁もったいないから
[07:11:54.080] パパのゲームやりなさいの方がありそう
[07:11:57.360] ああなるほどね
[07:12:02.000] いやでもレトロゲームもね何年経っても
[07:12:04.040] 面白いと思うけどなこんな
[07:12:05.650] [音楽]
[07:12:12.558] もん面白いよねえ何年経ってやっ
[07:12:16.920] たって画質じゃねえよ
[07:12:21.040] なわパパのゲームやってたもん
[07:12:25.240] へえなんか持ってきたって言ったよね実家
[07:12:27.958] からね難しいんだもん難しいね新作ゲーム
[07:12:34.040] えもうもうこのゲームもうマジくだら
[07:12:38.200] ね今まもう今
[07:12:41.160] まもう勘弁して
[07:12:44.040] くれもう穴に落ちるとかええっててかもう
[07:12:47.920] ラスボスのフィールドに穴つくんな
[07:12:51.000] やまた10分ぐらいかけてこれもうテレビ
[07:12:54.638] プルム
[07:12:56.200] アフィック87
[07:12:58.520] 複それな
[07:13:01.878] もちゃんあの尽くして見て
[07:13:05.440] 尽くし春を感じた俺
[07:13:10.878] は前髪なくなったのこれの
[07:13:14.360] せい積み取られたつくしと一緒
[07:13:18.410] [音楽]
[07:13:20.478] に全然こっちこねえしラスボスのステージ
[07:13:25.160] に穴作ったらあかん
[07:13:29.280] [音楽]
[07:13:31.398] おはようちゃまさんラスボスラスボスだと
[07:13:34.478] 思うんだよなガちゃんおはようラスボスだ
[07:13:38.360] と思っ思うんだけどどうなんだろうわかん
[07:13:42.040] ねえまだ次あったらしんどい
[07:13:50.050] [音楽]
[07:13:57.920] なつくしは面白いわ
[07:14:01.798] つくしは面白いねつくしはつくしは面白く
[07:14:05.520] て笑っちゃっ
[07:14:06.798] たパパ腹減った適当になんか塩結びでも
[07:14:12.878] 塩結びでも食べてなさいこののこの辺の
[07:14:16.398] 岩塩でもなめ
[07:14:18.320] なさい3文字で笑わせてじゃん
[07:14:23.160] 美しい春春のれを感じた
[07:14:26.480] [音楽]
[07:14:30.040] なお前ら勘弁してくれよ
[07:14:37.080] もう優しいしわーど
[07:14:40.120] も悪口じゃないもんね悪口で笑わせるん
[07:14:43.280] じゃないもん
[07:14:49.970] [音楽]
[07:14:53.080] ねトムホランドかともた
[07:14:57.080] わトムホラン
[07:15:03.718] スパイダーマン新作決定かと思たわ
[07:15:06.760] トムホランドは
[07:15:18.030] [音楽]
[07:15:20.040] 草次
[07:15:22.320] 来るいい
[07:15:24.550] [音楽]
[07:15:26.878] かもうはぜ
[07:15:31.320] ているから
[07:15:33.120] ね面白えよなコメントな笑笑さすが関西の
[07:15:38.720] [音楽]
[07:15:48.520] 人もうこれ再戦までがマジでだるいわこれ
[07:15:52.398] でかめっちゃ褒められてるで色はちゃんと
[07:15:55.478] 手塚は割と
[07:15:57.798] つる手塚はなんかあの突のネムはいいよ
[07:16:01.600] なな何それていデスファイトとか何の脈も
[07:16:06.718] ないじゃんあれずるいよねなんで出てきた
[07:16:10.160] んだ
[07:16:13.760] それ
[07:16:16.160] 笑笑笑った
[07:16:18.638] わ絶対最
[07:16:22.600] 近いよしよしよしよしよしよし
[07:16:25.718] よしもうこれステートセーブしてもう
[07:16:29.160] ステートセーブしたいセンスある
