[00:00:00.280] 詳しい
[04:21:47.119] 紛らわしい違んか
[04:21:55.840] これこの紛らわしい紫使い切っちゃい
[04:21:59.760] たいよし
[04:22:06.270] [音楽]
[04:22:15.199] 紛は
[04:22:17.359] 先
[04:22:22.700] [音楽]
[04:22:39.680] うんはまんねえななんでだろう
[04:22:44.720] ねここ
[04:22:47.000] [音楽]
[04:23:06.119] でしょう同じような形なのによくできてる
[04:23:09.359] な本当だよねうまいことはまんねえよう
[04:23:11.760] なってるわT
[04:23:30.550] [音楽]
[04:23:51.239] エスタークだっ
[04:23:52.960] けこれおおめっちゃ進んだ
[04:23:57.439] ねいやこれちょっとでももう終わん
[04:24:04.960] ねいや終わんねえよこれおさ
[04:24:09.520] ちゃん地獄だよ
[04:24:13.520] 地獄だ
[04:24:17.279] よピース足りない疑惑も出てるんよそうな
[04:24:20.720] んだなんかね明らかにねうっていうマジか
[04:24:24.239] よあと単色ピースばっかりとかそんな感じ
[04:24:28.359] エスタークだけだっけデスピサロだっけ
[04:24:31.960] しおらしいちゃま
[04:24:34.239] ゲちょいとまずいっすよこれ終わんねえぞ
[04:24:43.640] [音楽]
[04:24:46.279] いやわから
[04:24:48.410] [音楽]
[04:24:57.840] んいやわかんないなんだこれ
[04:25:04.520] [音楽]
[04:25:14.399] いやあはまんねえんだよ
[04:25:17.560] などっかはまるはずなんだけどねこれね
[04:25:20.520] あの翼だからさ
[04:25:24.560] ここんない
[04:25:27.800] ね
[04:25:29.640] えマジなん
[04:25:32.960] でピンクのスライムに乗った戦士の右下
[04:25:36.960] 真ん中右のおじさんの羽じゃないですか
[04:25:40.680] ねピンクのスライム
[04:25:43.880] の
[04:25:50.159] これ
[04:25:59.930] [音楽]
[04:26:04.479] それ
[04:26:07.279] おお
[04:26:10.560] 反対やるね
[04:26:13.000] そっちだった
[04:26:15.840] かま結果大来だ
[04:26:23.279] よいい
[04:26:27.239] ねきつい
[04:26:29.260] [音楽]
[04:26:34.600] なだゴールだってまだグレートドラゴンの
[04:26:39.040] 羽が残ってるって信じられなくないこれか
[04:26:42.479] てから寝てないんでしょそう一数もせず
[04:26:45.439] やってる
[04:26:46.439] よかなりでき
[04:26:55.640] てる身体壊れちゃう
[04:27:02.119] よどこだこれ
[04:27:06.670] [音楽]
[04:27:27.199] なんか寝て起きてもみんな配信続けてる人
[04:27:30.199] たくさんいるの怖いんだ
[04:27:32.680] ね気持ち悪いんだね病気なんだねみんなね
[04:27:41.660] [音楽]
[04:27:43.920] えマジでどこ
[04:27:46.720] これそっ
[04:27:48.720] かスライムの水色もありそうでないのね
[04:27:52.520] 仮眠もしてないのかこれ
[04:27:56.279] かスライムの水色じゃないんだよこれ
[04:28:04.479] なあれまだやってたけど終わる
[04:28:12.440] [音楽]
[04:28:14.159] まだやってる
[04:28:25.800] よここまで来て諦めたくねえけど
[04:28:29.279] なあと少しだ
[04:28:31.560] ね少しなんだ
[04:28:36.760] けど本人ラストスパーとんない模様もう
[04:28:40.880] ここで寝る
[04:28:43.159] 寝るわけいかねえだろうもうちょっとで
[04:28:45.080] 完成しそうですねじまさんメリー
[04:28:47.720] クリスマスこれが完成したら真っ白の
[04:28:50.600] 000ピースパズルに挑戦しようさメリー
[04:28:54.239] クリスマスメリークリスマスだけどもう
[04:28:57.640] ダメかもしれない俺はもう今日生きて
[04:29:01.119] 超えれないかもしれ
[04:29:02.960] ないちゃりんさんだおいこれマジどこよ
[04:29:09.080] はい視聴者視聴者視聴者パワー少しもう
[04:29:13.680] ちょっと人視聴者パワー
[04:29:16.190] [音楽]
[04:29:21.119] これどこだ
[04:29:23.399] これ光ってるここまで来たら一気に組み
[04:29:27.159] 終わりたかったかも
[04:29:28.860] [音楽]
[04:29:35.520] ねちょっとピンク混じってたどこ
[04:29:45.020] [音楽]
[04:29:50.920] ゾマ様の頭の方に近いよう
[04:29:54.760] なピンク混じってました5分休憩だから
[04:29:59.199] 最後わからない終わったらすぐに寝なよ
[04:30:02.080] うん
[04:30:03.960] [音楽]
[04:30:06.960] ありがとうあゴーストの頭だはいオ
[04:30:12.239] 今のゴーストの頭でし
[04:30:16.080] たもう絵より側面との色の突き合わせよね
[04:30:20.560] なるほど
[04:30:27.159] おお
[04:30:33.010] [音楽]
[04:30:34.640] えこれなんだろう
[04:30:41.940] [音楽]
[04:30:47.560] 参考画像また探してるうちに見つけて
[04:30:51.080] た
[04:30:56.640] おい絵を見るより適当にはめていったら
[04:31:00.960] それが
[04:31:02.640] さそれだ行くと思うじゃん行かねえんだよ
[04:31:05.800] それだとマジで
[04:31:09.160] [音楽]
[04:31:15.239] うーんターコイズブルー
[04:31:17.520] [音楽]
[04:31:19.840] みたいなんでタコス
[04:31:24.439] ブル真ん中下の脳みそのモンスターの
[04:31:28.180] [音楽]
[04:31:29.960] とこ脳みそのモンスター真ん中下の脳みそ
[04:31:33.199] のモンスター
[04:31:34.479] とこ今から皿洗いしたら完成見逃しそうな
[04:31:38.359] 微妙なピースで
[04:31:40.040] もどかしいいや大丈夫結構かかりそうだ
[04:31:51.840] から真ん中の虎の全速ら
[04:31:56.710] [音楽]
[04:32:00.080] へ違う
[04:32:10.119] ねこっちも冬だからサボって2.5日分
[04:32:14.119] ある
[04:32:14.350] [音楽]
[04:32:18.080] からいやこのカダのとこなんか今更今更
[04:32:22.880] あるか
[04:32:25.359] ねBGMクソ盛り上がってる
[04:32:31.000] しトゥルトゥルトゥル
[04:32:37.490] [音楽]
[04:32:42.119] マが荒ぶっとるぞ
[04:32:45.760] 笑笑のボス
[04:32:50.279] 笑これスーパーキラーマシン
[04:32:59.359] だテレステテレステてれ
[04:33:03.690] [音楽]
[04:33:28.959] トゥルトゥル眠いあれトゥルス
[04:33:34.320] 眠いはいなんかいいペース来てるよいい
[04:33:38.240] 流れ来てるよこっち見た
[04:33:42.760] 違うどせ見たん
[04:33:46.520] だちげえ何勘違いしてどせ確認しただけだ
[04:33:50.799] よ笑笑何言ってん
[04:33:54.561] だ
[04:33:56.480] 笑笑ど確認して64人見てたから64人見
[04:34:01.680] てたから歌ったんじゃねえかよさっきまで
[04:34:03.879] 黙ってたのにフレームの向きくないえ
[04:34:11.840] でも64もいるそうじゃないとでないも
[04:34:13.879] 笑笑サービス精神笑じさんと目があった
[04:34:19.520] け何言ってんの感じがすん
[04:34:26.750] [音楽]
[04:34:31.119] ないやでもうちょっとなんだよな
[04:34:41.840] これだけみんな配信しててパズルに66人
[04:34:44.959] とかさすちゃまげ
[04:34:51.720] [音楽]
[04:34:53.920] えいやあできにゃいなん
[04:35:04.119] でにゃい
[04:35:09.000] 合いさっきの分かった
[04:35:12.410] [音楽]
[04:35:14.639] うんわかんにいにゃいにゃいにいわかん
[04:35:24.160] にゃドラゴンの尻尾かな
[04:35:30.959] てどれどれドラゴンの
[04:35:34.719] 尻尾あどれだっけわかんなくなっちゃった
[04:35:38.760] あこれはい天才はい天の
[04:35:43.840] さえいいペースだぞ行くぞこのままこの
[04:35:46.400] 調子で行く
[04:35:47.259] [音楽]
[04:35:53.840] ぞ
[04:35:58.039] すごいおついに笑いやねえな
[04:36:04.340] [音楽]
[04:36:15.439] パチっとはまってくれる時はもうすぐ
[04:36:17.119] はまってくれんだけどさ1回りて買ってて
[04:36:20.520] よく見えないのよね悪悪い
[04:36:25.080] な見えてる範囲であと38ピースか
[04:36:30.639] なまだそんなんのいいんだ
[04:36:37.160] よてかって
[04:36:44.561] 普通の紫色のピースねえよあったこれ絶対
[04:36:49.199] ここ
[04:36:51.119] だランおじ
[04:36:55.119] 落ち着けラおじ来
[04:36:58.199] たじおめえ元気かわてかっているてって
[04:37:05.000] いるラーメンやついたよいいね
[04:37:21.680] 10人いならんでる
[04:37:25.080] よ寒い
[04:37:27.279] よいいなラーメン食いてよて飯食いて普通
[04:37:31.561] に腹減ったわ普通に腹減っ
[04:37:34.879] たぎ倒せ
[04:37:42.820] [音楽]
[04:37:57.119] こ変だと思うんだよ
[04:38:01.160] なその寒さに耐えた強者こそが口にする
[04:38:05.000] ことができる
[04:38:06.799] ラーメン来た
[04:38:11.790] [音楽]
[04:38:16.199] よしだいぶ埋まってきた
[04:38:19.400] ぞここ
[04:38:27.160] [音楽]
[04:38:35.959] は指導の右側ができ
[04:38:39.480] ただいぶできてきて
[04:38:49.799] 撫でて
[04:38:53.200] [音楽]
[04:38:56.920] ごらん目がチカチカし
[04:39:03.359] そういやないよね
[04:39:11.480] こんなのすぐ分かりそうなんだけどな下に
[04:39:14.199] 溜まってん
[04:39:16.561] ねさ穴とピース確認
[04:39:20.040] [音楽]
[04:39:21.199] するこれすぐ分かりそうなんだけどみんな
[04:39:24.039] これこんなんさ絶対すぐ分かる
[04:39:27.760] じゃん結特徴的
[04:39:36.520] な右の2
[04:39:39.040] つお青
[04:39:42.718] 右の2
[04:39:50.600] つまだピース結構あんだよこっちもあんだ
[04:39:54.280] まだラマシンの手スライムの上
[04:39:59.080] あたりキラーマシンの手これまさか番
[04:40:03.480] 真ん中の溶けた
[04:40:07.320] スライムちゃうなかこかと思ったんだけど
[04:40:09.878] な違うね
[04:40:13.200] はい神ここでしたあざすあこれそうだ
[04:40:17.200] そうそうオはい
[04:40:20.520] はいパチパチパチほら
[04:40:25.600] なほらなな
[04:40:28.760] なおめえらすぐそう
[04:40:31.560] なおめえらてすぐそう
[04:40:35.000] な
[04:40:37.280] なんおらすぐそうなほら
[04:40:43.878] 今のは私だ殴るぞま5000びつ
[04:40:50.958] えこれもキラーマシンだと思うんだけどね
[04:40:54.718] これそが私ですよ真ん中のスライムのの
[04:40:58.840] ピースは
[04:41:03.520] おホーラー橋もて
[04:41:07.160] ごらんそれは
[04:41:10.240] かあらそう
[04:41:20.798] ないやだ未だにあんな最初の方にやった
[04:41:23.878] カダのピースが2つ残ってるってありなく
[04:41:29.638] ねいやあ紫がいっぱい残ってる
[04:41:35.080] ちくしこじないのああこじ
[04:41:43.390] [音楽]
[04:42:03.718] 理をあんまいじまだいじになっていいと
[04:42:06.080] 思うんだけどねなんかこの辺多分そうなん
[04:42:07.878] だよな半分金で半分紫みたいなの
[04:42:11.920] コジはピースの飛び出たところのちらっと
[04:42:14.680] だけだからコジって判断されづらいピース
[04:42:17.600] かも紫はほぼゾマの
[04:42:21.000] 周りゾマっていうか竜王の周りじゃないか
[04:42:24.120] な
[04:42:42.120] ねえねえと思ってもあるもんだなねえねえ
[04:42:45.520] なもうこれねえなこのピースって思ってて
[04:42:47.200] もちょっとやったら入るもんだなやるやん
[04:42:51.320] グレートドラゴン完成こんちゃそんなもん
[04:42:55.280] ラストスパートだぞバルディンさん
[04:42:59.200] [音楽]
[04:43:08.360] こんばんは曲も促してるな
[04:43:12.920] 真ん中の下埋めてくれ
[04:43:16.798] あ真ん中の下埋めるここねここ洗ってたら
[04:43:22.520] 絶対負けてたも
[04:43:26.360] 最高いやそれないよこんなの
[04:43:32.600] これ違うよね
[04:43:45.798] 気になって仕方ねえ大槌のところのやつ
[04:43:50.760] はどれピンク
[04:43:56.000] 見える違うそこは腕が緑です
[04:44:02.780] [音楽]
[04:44:08.320] ねうまんねえ
[04:44:12.440] いやうまんねえなん
[04:44:20.430] [音楽]
[04:44:26.878] でえないよねもう
[04:44:33.160] ね違うとこでいいよすまんいやそこ気に
[04:44:37.280] なるよね
[04:44:39.380] [音楽]
[04:44:55.600] よし右下前の白と紫のピース竜王あたりだ
[04:45:00.000] と思われ
[04:45:01.958] 右下右下手前白と紫白と紫白と紫
[04:45:08.160] これ白と紫これか
[04:45:12.560] 来た
[04:45:14.960] [音楽]
[04:45:17.160] パチパチパチ
[04:45:22.040] パチパチパチいやちょっとわかんねえな
[04:45:24.560] これなんだろう
[04:45:31.050] [音楽]
[04:45:52.798] よしスライム周辺にあるやつか
[04:46:00.080] な
[04:46:02.040] これこれ爪だね竜王のね
[04:46:08.580] [音楽]
[04:46:11.120] リ爪なんだ
[04:46:15.760] けど
[04:46:17.600] ええなんで爪なこれ明らかにリオの爪なん
[04:46:20.840] だけどな形が違うのか
[04:46:24.500] [音楽]
[04:46:35.200] な違うこれ足だここだわこの辺に来たら
[04:46:41.240] 当てがっていくだけでも完成できる
[04:46:44.000] いよいよ境や
[04:46:45.600] ねよし境だ
[04:46:51.200] ね
[04:46:59.320] すごえ足の横これどうなっ
[04:47:04.480] てん15時間切れなかったかまあまあまあ
[04:47:08.558] 終わりかけてる
[04:47:17.470] [音楽]
[04:47:20.718] ここ埋めたくね
[04:47:22.920] このライオンの
[04:47:27.040] とこ埋めてえけどここ赤でしょ赤かかっ
[04:47:31.320] てるのってないぜ
[04:47:34.160] これび
[04:47:37.360] ねこれかライオン笑ライオンダベこれなで
[04:47:42.760] ライオンダベ
[04:47:47.080] やそこどうなってんのその下
[04:47:52.680] はオレンジがシか
[04:47:56.958] オレンジこれと
[04:48:00.520] かあド
[04:48:06.160] かそくるさ
[04:48:18.070] [音楽]
[04:48:22.200] よしえこん中にまだ神立を埋めることが
[04:48:25.638] できるものがあんの肌の色的に無理だ
[04:48:29.400] ぞ神立上のこれか
[04:48:41.790] [音楽]
[04:48:47.558] もう1感だとなるんだけどなあれあんな
[04:48:50.360] 茶色いのあるか
[04:48:53.800] [音楽]
[04:48:55.760] 肌色目がシパシパしまって色がわかん
[04:48:59.360] ね色がわかんねえみんなもう目がシパシパ
[04:49:02.480] しまっ
[04:49:03.840] てずっとこのパズルの網目見てたらなんか
[04:49:07.200] 目がおかしくなってきちゃったえそんな
[04:49:11.040] ない
[04:49:19.798] よあこれ
[04:49:24.320] か右下スライムの当たりにあるやつが茶で
[04:49:28.280] はないあたそうだそうでしたそうでした
[04:49:30.040] ありがとう意外とパズルの表面艶があるし
[04:49:33.160] な笑そう目がシパシパしてきたよし
[04:49:37.240] ちょっとこの辺に注力できるぞついに
[04:49:44.958] 次本当もうこの周りだけだ
[04:49:57.080] ねこれどこに使うの
[04:50:03.798] これおそらく竜王の体なんだけどさこんな
[04:50:08.320] とこないんだよな
[04:50:13.120] あれ
[04:50:13.958] かてかってて見えねんか色合い
[04:50:16.958] ごちゃごちゃで目が疲れるのは分かる
[04:50:19.718] ちょっと待って
[04:50:22.370] [音楽]
[04:50:30.400] ねあリモコンごめんない
[04:50:34.120] わちょうど竜王んとこが見えてねちくし
[04:50:37.718] なんでリモコンもう
[04:50:40.878] やめてくれ
[04:50:42.240] もうもう俺をいじめんのはやめ
[04:50:46.680] てちょうど竜王のとこてかってて分かり
[04:50:49.878] づらいのよね笑大丈夫か
[04:50:52.958] なちょうど流音とこてかってんじゃねえか
[04:50:55.638] よなごめんちょっとさトイレ行ってきて
[04:50:58.120] いい
[04:51:00.040] おしっこラストスパートおしっこしてから
[04:51:03.240] いい
[04:51:04.120] よいてら
[04:51:13.920] 尻尾か
[04:51:18.360] ね皿洗い間に合ったかもしれん
[04:51:23.718] 笑行っ
[04:51:38.360] てらっしゃいさっきのはの喉元か
[04:51:53.430] [音楽]
[04:52:03.120] もまさか激ですか赤いスライムのりが見え
[04:52:08.520] た行くぞラストスパットやラストスパット
[04:52:13.080] 行くぞおめえらいやもう疲れたお帰り疲れ
[04:52:17.680] ためちゃくちゃ疲れただいまさあラスト
[04:52:20.878] 行く
[04:52:21.680] ぞラスト行く
[04:52:25.760] ぞいやこれ竜王のここ赤いスライムの右
[04:52:29.600] くらいの尻尾はいかがですか赤いスライム
[04:52:32.320] の右はどこですか赤いスライムの右の尻尾
[04:52:35.798] 赤いスライムってこれですかこいつですか
[04:52:38.558] こいつの右の尻尾これです
[04:52:51.958] か竜王の胴体尻尾横島ある
[04:52:58.000] ねしっぽこじもあるよねみたいな
[04:53:03.520] やつ法月
[04:53:32.840] 赤いホ好きスライムがさっきのこれどれの
[04:53:36.840] やつ
[04:53:41.880] [音楽]
[04:53:44.000] ピースあ赤い
[04:53:47.558] 法月オレンジで横線入ってた
[04:53:53.520] やつちょっと待っ
[04:53:55.958] てこれここでし出
[04:54:02.920] たえ
[04:54:07.250] [音楽]
[04:54:15.160] なんでこれなんでこれけんか
[04:54:25.320] これえ何これ違う
[04:54:30.760] の1のラスボス竜王がパズルでもラスボス
[04:54:34.440] になろうとはいやまだね上とか埋まって
[04:54:37.798] ねえとかあんだよ
[04:54:47.330] [音楽]
[04:54:55.040] 周り埋めちゃおっかなほらこの辺とかだっ
[04:54:57.360] て埋まってないんだ
[04:54:59.040] ぜいたずらモグの右横に置いてる埋まって
[04:55:02.600] ない紫と白っぽいピース竜王の右上だと
[04:55:05.638] 思われちょっと待っ
[04:55:08.798] ていたモグ
[04:55:11.558] のこれねこれとこれね
[04:55:25.820] [音楽]
[04:55:48.600] 神局いやわかん
[04:55:51.200] ねえわかんねえごめん
[04:56:08.370] [音楽]
[04:56:12.760] もう30
[04:56:14.360] くらい
[04:56:15.670] [音楽]
[04:56:39.240] うーんるな感じろ関係ない話して
[04:56:44.160] [音楽]
[04:56:45.600] もいいよ僕許してる
[04:56:50.080] 何特別に許してやろ今日
[04:57:04.320] はみんな律儀だね
[04:57:16.520] 7
[04:57:23.380] [音楽]
[04:57:28.840] 戦闘俺いつも確認取らずに話してるがはは
[04:57:33.040] 色
[04:57:35.160] っぽい今日の有間記念買った方おる
[04:57:40.480] 色っぽくはな買った
[04:57:51.558] よもピースねえよ
[04:57:58.360] なギャンブル流行りませ
[04:58:05.440] ん同じくやりません7ボス
[04:58:12.400] 貯金全部
[04:58:15.638] ぶっ馬は見る
[04:58:18.040] 戦つっ
[04:58:20.270] [音楽]
[04:58:30.120] ぽいこんにちはドラゴンクエストいまでの
[04:58:34.080] キャラ大集合パズル1から10までかな
[04:58:38.360] 全部大集合パズルを
[04:58:40.638] 昨日の夜10時からやってるんすよ15
[04:58:43.280] 時間経過しました15時間1もせずやって
[04:58:45.798] ます死にますそろそろ俺はで11です11
[04:58:50.200] のかそろそろ俺は死ぬと
[04:58:58.240] 思う開始は24時ジャストからですね11
[04:59:02.558] までかすごいな
[04:59:08.160] [音楽]
[04:59:11.360] 死ぬ前に完成させて完成させてから死ぬべ
[04:59:18.160] よ朝行けなかった分犬の散歩いかんと行っ
[04:59:23.120] てこいボテの好きなモンスターはどれ
[04:59:26.440] でしょうか30時間とか言ってたけどなん
[04:59:29.558] とかなりそうねいこっからわかんない16
[04:59:33.360] 時間かかもしんだけど寝ずに明日仕事行く
[04:59:36.320] かもしん
[04:59:37.558] ないえ本当にもうピースないの
[04:59:40.760] これ足りるのこれだって自分の人生の
[04:59:43.760] パズル完成させてから死んでくれお何それ
[04:59:47.718] バンドマンみたいなこと言う
[04:59:56.360] じゃん何それ
[04:59:59.718] 何それとか言われて熱いこと言ってそうで
[05:00:07.760] ペラペラえこれなんかどっか間違ってんの
[05:00:10.680] かなこれ確実にここだと思うんだよね
[05:00:14.718] なんか間違ってるなんてことないよなでも
[05:00:16.760] ななんでこれはまんでんだろう絵柄的にも
[05:00:19.798] 絶対ここだと思うんだよ
[05:00:32.400] これ真上から見てみ
[05:00:36.280] て近くに置いて保留しておきましょ
[05:00:43.200] 違ってたも組めねたまに硬いピースある
[05:00:49.040] よなんかなんかずれてんの
[05:00:55.280] よたまに間違ってるやつでもピタっと
[05:00:58.520] はまるやつあるよ保
[05:01:00.360] [音楽]
[05:01:06.958] でうんここだったごめん
[05:01:11.360] 勘違いした僕の僕の勘違いでし
[05:01:18.480] たちゃうやん
[05:01:21.718] 笑笑
[05:01:23.480] う
[05:01:28.320] ういえーあともっと紫なのってどれだ
[05:01:36.190] [音楽]
[05:01:49.798] マジでほぼ終わったやんオレンジ入ってる
[05:01:57.680] やつここなんすよねあと周りあとここも
[05:02:04.940] [音楽]
[05:02:06.920] かマネ
[05:02:12.280] こ銀色になってるやつなんかないよ
[05:02:18.690] [音楽]
[05:02:20.600] ねこれ
[05:02:23.440] かよしマジで今あと竜王だけあと竜王の周
[05:02:27.718] だけにタ
[05:02:31.310] [音楽]
[05:02:40.840] 来た
[05:02:47.200] か王のオレンジの線の
[05:02:50.240] やつ羽の黄色かかったところあたりやり
[05:02:53.520] やす
[05:03:00.600] そうドラクエの始まりで終わろう
[05:03:15.760] 違う今あったなこれ
[05:03:18.280] だちゃうんかいお前色一緒ちゃうちゃう
[05:03:29.240] ちゃうそして伝説
[05:03:36.120] へ合わへんの
[05:03:40.320] T
[05:03:52.230] [音楽]
[05:04:11.558] やわないねなん
[05:04:13.190] [音楽]
[05:04:29.958] で終わりそうだけど犬ぽいてくるん頑張れ
[05:04:41.638] いてら気をつけてねいってらっしゃい気を
[05:04:44.000] つけ
[05:04:49.010] [音楽]
[05:04:58.040] て行ってらっしゃい
[05:05:06.100] [音楽]
[05:05:09.840] 行ってらっしゃい
[05:05:17.240] [音楽]
[05:05:31.718] ませえも完成するや
[05:05:35.240] んもう行くぜもうラストだ
[05:05:44.000] [音楽]
[05:05:46.120] 行っ
[05:05:46.930] [音楽]
[05:05:49.200] てらっしゃいりする
[05:05:55.040] ぞ緊張してけち
[05:06:03.638] やなんでこのデスピサロだけこんなはまん
[05:06:06.240] ねんだ
[05:06:11.540] [音楽]
[05:06:29.480] えこれピース
[05:06:31.440] すごいピース足りてんの
[05:06:34.400] これ12果たして最後の鍵はどのピース
[05:06:38.000] でしょうか
[05:06:45.200] 678910
[05:06:47.958] 11111枚
[05:06:53.000] 123456789101112えなんか
[05:06:54.280] 全然くないわかんねえけど分かんねえけど
[05:06:57.320] 全然か
[05:07:01.520] おいえわかんない俺の数え方が合ってんの
[05:07:04.638] か知らないけど
[05:07:13.040] 足らないだと
[05:07:19.920] 笑え足らないことねえだろ行くだけ行って
[05:07:23.718] みよっ
[05:07:24.558] かたどう考えてもで
[05:07:28.040] も色合い的にこれちげえよなっていう感じ
[05:07:32.958] するんすよね足らない
[05:07:37.120] の落ちてないよねないよね
[05:07:40.760] ね落ちてないんすよね箱の中は空になった
[05:07:47.558] の足りねえなんてことねえだろよまさか
[05:07:57.798] ないやまさかねえだろ足りねえなんてこと
[05:08:00.638] わかんない
[05:08:02.878] けど箱からだ
[05:08:05.480] よまず入れてみましょ
[05:08:10.320] なくした
[05:08:16.480] 笑まさか
[05:08:20.080] ねとりあえず行けるとこまで行こう
[05:08:27.890] [音楽]
[05:08:57.280] ちょっとどかんねえな
[05:09:01.720] [音楽]
[05:09:13.878] マスタードラゴンの曲で完成しそうなの
[05:09:20.680] 草風がある
[05:09:23.600] [音楽]
[05:09:35.440] だろただ明らかになんかえ
[05:09:42.440] だ大丈夫ないなんか足り
[05:10:02.980] [音楽]
[05:10:08.320] てるJA
[05:10:12.080] [音楽]
[05:10:49.240] うんなんか不安不安だな大丈夫かな
[05:10:56.350] [音楽]
[05:10:59.798] これずっと見てるとこっちの目もおかしく
[05:11:03.040] なってここピース重なってないって思えて
[05:11:06.240] くるなんかおかしくなってくるでしょ目が
[05:11:09.240] JA
[05:11:11.730] [音楽]
[05:12:26.040] 残り10切っ
[05:12:28.920] た私ピースは足りているのかそこなんすよ
[05:12:33.480] ね問題はね
[05:12:39.140] [音楽]
[05:12:45.280] そ早いんけどな
[05:12:52.390] [音楽]
[05:13:06.240] おパズルたまにやると楽しい
[05:13:10.160] もう当分やんな
[05:13:11.878] いっす当分やりません
[05:13:32.760] 危ねえ今の将棋の騎士みたいな指使いと
[05:13:36.200] パチってえ音やった
[05:13:39.680] 義姉義姉義姉みたくなっ
[05:13:44.600] てる12年に1回とかでいいお負けない
[05:13:50.530] [音楽]
[05:13:57.958] よいいね
[05:14:17.120] えあと6
[05:14:23.600] ピース1000ピース長いよねえない
[05:14:32.280] のまさか足りない
[05:14:39.320] 大丈夫
[05:14:40.240] 大丈夫なんだけどはまら
[05:14:48.840] ねえなんでこんな固くにはまんねん
[05:15:00.860] [音楽]
[05:15:03.080] だなんでこんな固くにここはまんないの
[05:15:07.120] わかんねえんだけどT
[05:15:16.210] [音楽]
[05:15:39.200] T
[05:15:42.180] [音楽]
[05:16:10.360] こか
[05:16:13.200] よし終わぞ最の曲で終わらせたいねみんな
[05:16:17.680] 終わる
[05:16:23.280] ぞあと
[05:16:27.320] 少し来たぞファイト
[05:16:36.040] [音楽]
[05:16:43.120] あ終わったみんな
[05:16:46.718] ありがとうみんなありがとうございまし
[05:16:51.040] た終わったもう疲れ
[05:16:55.320] た仕事終わったらできてんじゃん終わっ
[05:17:01.680] た終ったよみパパパパティ
[05:17:06.870] [音楽]
[05:17:10.240] れ
[05:17:11.330] [音楽]
[05:17:14.718] パパパ終わりまし
[05:17:21.638] たれたが
[05:17:37.798] ごとコメれねえんだよ
[05:17:40.520] 俺台にサルト25
[05:17:45.840] ありがとう2コありがとう笑笑タイマー
[05:17:49.798] ストップということでね
[05:17:51.840] えー
[05:17:53.840] はいえタイム15時間29分3秒という
[05:17:57.680] ことで1000ピースパズルえこれにてえ
[05:18:00.840] 完了とことでありがとうございまし
[05:18:03.000] た足りいってことなくてよかった
[05:18:07.760] 素晴らしいめちゃくちゃ疲れ
[05:18:11.080] たザエてでしたお疲れ様でしたてね
[05:18:17.440] パチパチパチありがとうお疲れ様完成おと
[05:18:21.840] この曲で閉めるのも最高
[05:18:24.798] パチパチパチはい終わりました今日ずに
[05:18:27.440] やったもんだ頑張ったねぴったりやもう
[05:18:34.000] [音楽]
[05:18:39.120] でくれのお疲れもう寝ていいすかお
[05:18:44.440] すんげえ顔やべえの
[05:18:46.878] よもう356時間起き続けてるんよで待て
[05:18:51.958] おいこれどうするんだ
[05:18:54.040] よ出来上がってこれどうすんだよ髪の毛も
[05:18:57.878] なこれこれこれこれこれ出来上がってこれ
[05:19:00.240] どうすんだ
[05:19:02.400] よなんかをくっつけてコだて聞いたんだ
[05:19:06.240] けどくっつけてするマを外すちゃまちゃん
[05:19:11.520] やればできる子おこさんいやあURL省略
[05:19:16.680] スイッチテレビアトレ
[05:19:20.240] アドスト笑笑ディブ乗り付けだけどこれは
[05:19:24.280] 枠を外さないとのりどこやったっ
[05:19:31.718] けさくて起き
[05:19:36.600] たみんなのいなくしたみんな枠も裏表逆だ
[05:19:41.440] から
[05:19:43.160] ねえみんなノりなくし
[05:19:50.520] たなぜ笑笑ピースじゃなくてまさかののり
[05:19:55.520] 笑ちゃまさんから見て左に投げてたよのは
[05:19:59.440] 外側から内側に伸ばしますのりつけてあだ
[05:20:03.040] 出してなんだかんだすると完成ですのり
[05:20:06.400] 笑笑
[05:20:10.570] [音楽]
[05:20:13.160] ノりが悪い
[05:20:14.680] ぜ全国高校駅伝みやんとまさかパズル配信
[05:20:18.920] 見るやったとは新聞の上で作ってなかった
[05:20:23.160] んかい笑その額の表面に億パネルはあるよ
[05:20:31.840] ねノり
[05:20:34.080] ないノりない
[05:20:41.760] パネルというか薄いカバーというかみんな
[05:20:46.160] ノり
[05:20:49.558] ない箱に入ってたよ
[05:20:55.680] ね
[05:20:58.120] みんなみんなのりない顔めっちゃ勝ってる
[05:21:03.240] やん
[05:21:05.798] 俺なみ
[05:21:08.718] りじちゃんうのみでダッシュだ乗りない
[05:21:12.638] じゃなくて笑のり普通は箱に一緒に入っ
[05:21:16.920] てると思うけどまあ部屋の中にはあるさ
[05:21:20.320] どっかにあるはず椅くるっとなった
[05:21:22.798] タイミングで机飛ばして崩れねえか
[05:21:26.558] なのり今俺たちはっぽいちを見ている
[05:21:37.010] [音楽]
[05:21:44.718] ノり
[05:21:47.320] ないあ投げてたの見たよヘあったヘあっ
[05:21:52.320] たれるにどっかに投げ
[05:21:59.080] たヘ発見ていう昨日から
[05:22:02.480] さみいしてるよ
[05:22:05.370] [音楽]
[05:22:15.000] 銀色だった
[05:22:18.718] ねちゃまくまた食べちゃった
[05:22:27.760] の小さいと
[05:22:37.440] 思うミルクドーナツに似てたえない
[05:22:43.878] ノりどこ行っちゃったん
[05:22:55.040] だろあいの記憶にない
