[00:00:18.240] 邪魔ゲームさんコメントお待ちして
[03:09:59.000] なフェイトさんちゃま君がおっっぱい成人
[03:10:03.880] にあれ女の子いなくなっちゃっ
[03:10:06.540] [音楽]
[03:10:08.560] たこれさどうしよっかデートにって入って
[03:10:11.720] んだっけ1個入れたんだっけ入ってねえん
[03:10:14.479] だああ違うこさんかちょっと待ってもう1
[03:10:16.840] 回出てくデート入れ
[03:10:19.279] てプール入れてさん全員もんだからだよ
[03:10:26.000] [音楽]
[03:10:27.479] 何何何えっと雨じゃあま室内プールだっ
[03:10:31.319] たら雨でもいいの
[03:10:33.840] か1周先あえて1周先にし
[03:10:37.319] てプ頼むえなんかこの子全然いけねえなん
[03:10:42.479] で
[03:10:43.600] だスナプール行けねえ
[03:10:48.080] わんさんおっとなんでこんな行けないん
[03:10:50.359] だろうななんかでも前もあったんだよね
[03:10:52.880] なんかね行けない全然行けない月があって
[03:10:55.760] なんかさん1周目もこ時期になんか行け
[03:10:59.040] なかったよねでなんかそのディスク5に
[03:11:01.680] なって行けるようになるみたいないやいや
[03:11:05.520] そなわけねえだろ
[03:11:08.000] やめろばか何言ってんだよおいて余計な
[03:11:12.040] ことしてねえだろな余計なことしてねだろ
[03:11:17.359] 評価教えてちょうだいね
[03:11:20.760] えっとうんこんな感じぶねやべえおい
[03:11:25.760] みずこやばいっす
[03:11:28.920] ね爆弾だらけだあ爆弾だらけ終わり爆弾
[03:11:33.640] だらけおどうすんの
[03:11:35.800] これどうすんだこれおいみこやべえトさん
[03:11:40.760] やっぱこれやばいねこれさすがにちょっと
[03:11:43.359] 影響ありそうだねこねこじゃねやばいねね
[03:11:48.800] 誰誰解除すればいい
[03:11:50.600] ホム誰解除すればいいんだこれ
[03:11:54.439] 桜子誰解除すればいいこれさんさんの爆弾
[03:11:58.880] えでもさみはいいでしょ月はほっといて
[03:12:01.239] いいよねこれだって光だけでしょ馬鹿すん
[03:12:05.160] のどっちかっていうとなんかこのなんのコ
[03:12:10.000] にちょっと影響があるところはやめたい
[03:12:12.479] そのどうにかしたいないよねでもこの子
[03:12:16.160] ねでしょこの子別にえどうすかねフェイト
[03:12:20.800] さん困ったらすぐフェイトさん
[03:12:24.439] です困ったらすぐフェイトさんどう
[03:12:27.880] だろうえっとじゃあとりあえずホム解除し
[03:12:32.120] とくホムと桜子ぐらいはやっとくここは別
[03:12:34.920] にいいんだよな正直なだって大丈夫だった
[03:12:37.880] しねこの前
[03:12:39.720] もランディさん除去した方がええんちゃう
[03:12:43.200] のま除去したに越したことはないかそうだ
[03:12:47.640] よ
[03:12:48.520] ねホムはもう知ってるからさのフェイト
[03:12:53.040] さん水月さん爆発したら光は多分怒り顔に
[03:12:56.800] なると思う怒り顔なってもいいよ別にあ
[03:12:59.640] あったあったあいつだしこんな感じ
[03:13:01.520] だよあざすっていい誰おかないじゃ
[03:13:06.239] ちょっとデートお預けだな分かったデート
[03:13:08.439] お
[03:13:10.160] 預けちょっと爆弾解除に専念しようま
[03:13:15.120] もどうなんだろうね休でなんかあった
[03:13:18.920] イベント3月下旬あ行っときたいね行っ
[03:13:23.920] とこう行くわ桜行っとき
[03:13:27.970] [音楽]
[03:13:35.520] たいおれれ俺がイベン曇りだけど行けん
[03:13:40.000] だろ中央公園
[03:13:42.760] なんお疲れちゃん
[03:13:45.620] [音楽]
[03:13:47.600] 爆弾爆発しそうだねなんで1回ちょっと
[03:13:51.640] 体調あストレス高くなってきてから
[03:13:53.680] ちょっと寝る
[03:13:55.279] かこのステータスもさもう喧嘩喧嘩上おつ
[03:14:00.200] ピなんだおつピっ
[03:14:05.160] てギャルみてなお来たこれで多分行ける
[03:14:08.760] ようになるんだよなこれ多分ねディスク
[03:14:12.040] 交換前はなんかデート断られまく
[03:14:14.760] るっていうのあるよねなんかね
[03:14:17.800] ディスク交換前はてまだディスク3か
[03:14:21.399] やべえまだディスク45ってあるからね
[03:14:23.800] どんだけ投げんだよこの
[03:14:27.560] [音楽]
[03:14:34.399] ゲームさあデート行きます
[03:14:37.439] かこの翌週はちょっとダメだなあれしない
[03:14:40.439] と
[03:14:42.160] な可愛いなお前春服も
[03:14:46.040] な行こ行こ行こじゃ行こ行こ行こう今日は
[03:14:50.279] どこうんオッケーはい
[03:14:54.560] はいお花見の用意してくればよかったああ
[03:14:59.080] そうだ
[03:15:04.479] ねお弁当と飲み物買ってここで食べよっか
[03:15:07.600] いいじゃんこれラッキーそこなくっちゃあ
[03:15:11.200] いいねノが合うからいいなノリが合うから
[03:15:13.439] いいよな俺たちなよし分かってきたよ
[03:15:16.200] こいつ今日は本当によしよしよしよよよし
[03:15:20.199] よしよしよしよし
[03:15:23.199] よしあのうんてかそろそろ
[03:15:28.199] までアターてほしいなアフターは
[03:15:34.160] 延長
[03:15:36.479] え容子鍛にしときたい容子もあげときたい
[03:15:41.319] な勉強はもうこれで行くよもうあれだな
[03:15:44.600] 大学
[03:15:45.920] 諦めよあいつも大か聞けねえから大丈夫だ
[03:15:48.920] ランディさん部屋に呼ばれたりしないん
[03:15:51.359] ですかなんかねイベントなんかあっても
[03:15:53.120] いいんだけどね3年生だ3年生入っ
[03:15:58.800] たまた同じクラスだなよし頼
[03:16:03.319] よろしく俺も俺も
[03:16:06.720] うわなんだよその反応は
[03:16:10.479] くお前ら2人とも誰の情報を頼りにしてる
[03:16:14.680] んだよそれはそうなんだけどさフェイト
[03:16:17.840] さんデジャブこれはも確定でしょ仲良く
[03:16:21.040] やろうよ五同って言うからさお前本当に手
[03:16:25.000] 出したらぶっ殺すかなはあ1周目で殺しに
[03:16:27.600] 行くから
[03:16:28.680] なじゃあ俺恒例の挨拶周りに行くからどう
[03:16:33.600] すっかなセーブしちゃおうかな
[03:16:37.319] おいうわ
[03:16:40.160] かいうわ止まんねえやレド
[03:16:44.319] がレドが止まんねえや
[03:16:51.760] こんばんはありがとうお疲れ疲れ
[03:17:10.040] コこのゲームボコスカウズみたいもんだ
[03:17:12.479] けどなこのゲームもなんか女の子でやる
[03:17:15.239] ボコスカウやってますあ本当だねこれから
[03:17:17.920] 1年よろしくね
[03:17:20.760] 7
[03:17:22.560] なるでが下手
[03:17:24.870] [音楽]
[03:17:27.359] だ焼肉めちゃくちゃな止して
[03:17:32.239] たってた
[03:17:34.600] よファミコン版あもちろんさ早速今日の
[03:17:38.680] 帰りどっかやっ
[03:17:39.920] [音楽]
[03:17:44.080] てく
[03:17:45.840] ありがとさ
[03:17:48.960] ファミコンワのテーマソね今3年生になっ
[03:17:53.080] たとこ今新学期ファミコンバかあんなもん
[03:17:56.040] クリアできるはずねえよなあんな頭
[03:17:57.800] おかしいわえ真剣に悩んでるぞこういう
[03:18:00.120] ところ本当に可愛いよなみゆってもう好き
[03:18:02.279] じゃん俺のことどうすんだよまいったね俺
[03:18:05.760] のこと好きで
[03:18:07.760] えブレイトン77さん誰かとっついたの
[03:18:12.319] いやだから今このめちゃくちゃ不幸な
[03:18:14.600] 女の子狙ってんすよこの校不してたもう
[03:18:17.760] このイベントとかいいわもう興味ないねん
[03:18:19.720] お前このクラスを年担当するみの
[03:18:24.439] なさんブラさんってやったことあんの
[03:18:28.319] もえかさん不妊してくれるんだったら教え
[03:18:31.920] てくれてもよかったの
[03:18:36.120] にん初めましててん
[03:18:38.710] [音楽]
[03:18:42.560] [笑い]
[03:18:48.359] ねリアルも同じになるんですねリアルとね
[03:18:52.120] 嘘ですすいません嘘ですすいませ
[03:18:54.890] [笑い]
[03:18:56.840] ん俺も爆弾俺も爆弾抱えちゃうよ俺も爆弾
[03:19:00.720] ああそろそろ俺にあれですよ俺にあの焼肉
[03:19:05.680] 奢らないと爆弾抱えるよ爆弾焼肉奢って
[03:19:09.479] あの機嫌とんないと悪い噂流すよ
[03:19:13.960] さん悪い噂流すからね
[03:19:17.720] [笑い]
[03:19:19.600] 笑笑うろさん
[03:19:22.520] りさん橋くもゲームでも嫌われてたもん
[03:19:27.080] ね77さん俺金玉握ってなかったっけ
[03:19:31.760] まずいなそんなコマンドやだなときめき
[03:19:34.120] メモリアルで金玉握るとか
[03:19:36.640] さ私電話で聞いてて内緒にしようやもすに
[03:19:41.319] 悪い噂流して流してねえよなんだよ流して
[03:19:44.760] ねえただただマジで焼肉屋のあの駐車場の
[03:19:50.720] 止め方マジで下手くそだったっていうのな
[03:19:52.680] あのこれは悪口じゃなくて事実なん
[03:19:57.640] でん聞かれたから答えるしかなかっただ聞
[03:20:00.239] れた
[03:20:01.880] からり
[03:20:03.600] まし入ってください入ってくさいねロー
[03:20:06.720] よろしくお願い
[03:20:10.600] しさんりって
[03:20:13.390] [音楽]
[03:20:14.680] マあれやばかったもんねえマジ運転してて
[03:20:18.160] ね茶くどうなのねね茶くどうなの危ない
[03:20:20.840] 危ない危ないあ爆発した爆発した爆弾
[03:20:23.680] ランディさんなんだか俺が女の子をひどく
[03:20:26.960] 引けたとことになってるらしいさんさん
[03:20:29.439] 笑笑これガチですはいきですべやあ女の子
[03:20:35.560] 傷つけた
[03:20:37.359] やつこの呼ばれ方いい
[03:20:40.319] なべおいおい
[03:20:43.080] さんとん
[03:20:46.960] 爆発が止まんねでも関係ねえこ大丈夫だよ
[03:20:50.359] ねこれ別に関係
[03:20:52.840] ないしょ
[03:20:55.600] 77のできたいジできたい早く行こうよの
[03:20:59.439] マジでこの店ってマジであの本にあのそう
[03:21:02.399] いうお店
[03:21:05.160] [音楽]
[03:21:12.399] パパパパートナーからいんだよ
[03:21:19.880] ダありがとうございます土日だったら俺も
[03:21:23.040] あの大丈夫
[03:21:24.330] [音楽]
[03:21:28.000] すやばいか
[03:21:31.520] なの霊の店そうそうそうそうそういうお
[03:21:35.479] 店今日か
[03:21:37.760] [音楽]
[03:21:40.680] ねちょっと下がったなうわやばいなこ
[03:21:49.359] やばい下がった
[03:21:51.319] な爆弾だ解除しね
[03:21:54.000] と爆弾解除しだだ
[03:21:59.180] [音楽]
[03:22:01.479] 爆発ねってるね
[03:22:04.640] [音楽]
[03:22:17.840] 誰も言わないからった感あるからやうど
[03:22:22.000] も俺の今日の告知
[03:22:24.439] ツイート
[03:22:27.720] てくえっとねこれ爆弾解除するしか
[03:22:32.860] [音楽]
[03:22:34.120] ないこれ
[03:22:36.399] ちょっとはちょっとステイ
[03:22:45.439] でステイで雑学容子上げつつ
[03:22:51.239] なわるさんURL省略もう読むの疲れた
[03:22:56.399] さんこれ
[03:22:57.800] かこれやばい
[03:23:01.100] [音楽]
[03:23:07.279] ぞ電話入れなきゃまずい
[03:23:14.160] ねこですんな
[03:23:18.279] 桃山さんさんこれはまずいですねまずい
[03:23:24.080] な随分話めんどくせえな電話してやん
[03:23:28.479] なきゃいけねんなごめんなちょっとマジで
[03:23:30.399] ここデートしたいんだけど
[03:23:32.319] さ好感度下げられちゃう話になんねえか
[03:23:35.990] [音楽]
[03:23:40.439] なこんだけ容よかったら結構行けそう
[03:23:45.439] あゆこつ死ぬぞ今回
[03:23:48.760] は危ねえ
[03:23:51.920] 危ないとっさに避けるなんてやるねいつも
[03:23:54.560] ここでダンプカーに引かれてましたこいつ
[03:23:56.640] こいつがダンプカーに引かれるの3回見て
[03:23:58.520] ます俺ガチでわる
[03:24:01.000] さんだってそういつもいつも事故ってたら
[03:24:06.479] 体してる一発でもアウトなんだよな体持つ
[03:24:10.040] とか持たないじゃないんだよなよしただこ
[03:24:16.640] もやささん成したなランディさん飛行機で
[03:24:20.760] も落ちてくるんじゃねえか大丈夫
[03:24:24.800] 大いとりあえず持ってるみたいいや本当に
[03:24:27.680] 死にかねねえこいついやなんか
[03:24:31.439] 今今日交換度下がった
[03:24:34.319] な桃山さんさん頑丈頑丈だ
[03:24:41.000] ねか先生と一緒に帰れるわけねえだ
[03:24:43.479] ふざけんなよしよしよしえどうしようか
[03:24:47.800] なもう1周潰さなきゃいけねんか
[03:24:52.800] これわるさんこいつと付き合ったら今を
[03:24:56.439] 生きることに剣になれ
[03:24:58.840] そう毎日毎日ありがとうっていうなまだ
[03:25:03.000] 電話しねとだめかこれしょうがねえ
[03:25:06.610] [音楽]
[03:25:09.000] なフトさんワワしてない嘘してなかった
[03:25:13.399] やべえ
[03:25:16.479] 様とは桃山さんさん
[03:25:19.359] 橋元
[03:25:21.199] やばい安静だけなら猿でもできるのだ怒っ
[03:25:26.080] てる
[03:25:27.080] ね分かってるようだなよしよしとったよし
[03:25:31.040] よしよし爆弾解除これで爆弾オよしよし
[03:25:34.080] よしよしこれでいいわけ
[03:25:36.080] えっとよし雑学あげとく
[03:25:40.279] かポワポワしてないのまずいな
[03:25:51.399] いや光はちょっとこれさ一緒に帰った方が
[03:25:53.720] いや虫でいいよなそんなことしない方が
[03:25:55.800] いいよ
[03:25:58.680] ねよしめちゃくちゃ
[03:26:02.180] [音楽]
[03:26:07.000] たけすいいいねやばいなポワポワしてねえ
[03:26:11.080] なやばいあの状態まで芸術が桁芸術え芸術
[03:26:17.439] いる芸術必要
[03:26:19.420] [音楽]
[03:26:21.399] これゲートしとかないとまずいなそろそろ
[03:26:24.180] [音楽]
[03:26:27.960] なあ
[03:26:29.720] やばい交感度下がってる同じクラスに彼女
[03:26:33.560] がいるやべえ交換下がってん
[03:26:36.279] じゃんやばい
[03:26:38.760] ぜこういう時はカラオケ
[03:26:41.359] ボックスよしこのこいつの交感度の上げ方
[03:26:43.840] 分かってるからカラオケボックスが1番
[03:26:45.439] 簡単なんだあの
[03:26:46.840] 選択肢
[03:26:48.880] がやべえ
[03:26:51.120] やっぱ爆弾はやばいなああポワポワして
[03:26:55.560] ない戻っちゃったやばい分かった分かった
[03:26:57.600] 行こうもうすぐ
[03:26:59.760] 行こううわあバリ
[03:27:04.960] なあ
[03:27:14.000] 思い切るなんか知らねえ選択肢たないつも
[03:27:17.760] の違うななんだろうなこれカラオケって
[03:27:21.000] ストレス解消になるからね意外とストレス
[03:27:22.560] たさだねもっと歌えばカラオケもちょごさ
[03:27:24.720] もう攻略見ていいこれポンさんいつも攻略
[03:27:27.080] 見ていいだめだわるさん2ではなさそう
[03:27:30.840] 攻略見る
[03:27:32.720] わ攻略本見るわ攻略本女の攻略本持ってる
[03:27:37.680] んだよね俺実
[03:27:38.880] は実は女の攻略本持ってます
[03:27:46.439] ねえかな書いてねえかな書いてねえかな
[03:27:49.960] 書いてねえよなんこんなこと書いてねえか
[03:27:53.160] ななんか書いてなさそうだ
[03:27:55.840] なやばいなこれ爆弾なんか爆発させる
[03:27:59.880] なかったコンさん女なめんな
[03:28:03.680] よ攻略本があるんだよね実
[03:28:10.239] は書いて
[03:28:13.399] ない書いてありそうなんだけどねちょっと
[03:28:16.319] ねあれマジで書いてねえんか
[03:28:19.080] なわたるんさん
[03:28:22.120] さん桃山さんさんカラオケ行けば余裕とか
[03:28:25.880] を慢心してるからですよトさん恋愛
[03:28:29.239] マスターハモンの腕を見せつけろサオじ
[03:28:32.399] おやぽんさんこれ
[03:28:34.359] 誰これこれはこぶ美ゆきちゃん
[03:28:43.399] ですランディさんブッキー
[03:28:55.120] おそらくこれですそうそうスカット歌えば
[03:28:58.600] みなほそうだほ
[03:29:04.600] よし今日は本にかったよ何がっても平平気
[03:29:11.080] て感じまた絶対そうねこれポワポワ行くか
[03:29:15.160] 中まで
[03:29:16.880] さんさんもうのことはんでも分かってる
[03:29:20.000] はもくこれさじおぽんさん声うるさいな
[03:29:26.479] 俺ランディさんあれ家まで行けなくなも
[03:29:30.920] どんだけ爆弾抱えてんだよこいつらマジで
[03:29:33.120] さメンヘラが
[03:29:36.040] よメンタル管理まで俺がしなきゃいけねん
[03:29:38.600] だざんなよなんで俺がこいつらのメンタル
[03:29:41.920] 管理しなきゃいけない知らねえよメンヘラ
[03:29:44.000] がよ
[03:29:46.520] はいおしゃぶりこぶちゃんさんすみません
[03:29:50.160] さん部活ないのが辛いそうだね部活ないの
[03:29:53.439] 辛いね今かね知らねえ
[03:29:58.479] 親のヘ主人公だろこんな感じだ
[03:30:02.399] よひねオー光に電話するわ光りに電話
[03:30:08.760] するいいっていいってじゃね週間もったい
[03:30:14.239] ねえな時間がじおポンさんおしゃこかつ
[03:30:16.920] ちゃん
[03:30:18.199] じゃえ雑学よし運動ができますえ神です
[03:30:26.840] えっと電話しとこう2になしょうがねえ
[03:30:31.319] な光にこんだけ嫌われるってのもなかなか
[03:30:34.239] 珍しいけどなおしゃぶりちゃんさんじ
[03:30:37.720] ちゃんちゃもしもし日の本さんのおタ
[03:30:40.479] でしょうかなんかよな
[03:30:42.720] のごめん
[03:30:44.920] ねるさんほいじゃ俺は早めに寝るでなはい
[03:30:48.840] よお疲れやべ俺も寝ないとなそろそろなあ
[03:30:51.160] 光のやつ怒ってるだ怒ってるださんなんか
[03:30:53.840] よなのランディさな光俺が悪かったよ
[03:30:57.160] ごめんな謝らなくていいよ怒ってないから
[03:31:00.080] うわめんどくせえ怒ってるのにそういう
[03:31:01.640] こと言うんだよなおお疲れ私お疲れちゃん
[03:31:05.199] そうなのでもさっきまで声が電話くれた
[03:31:07.560] からいいの早もう機嫌は直ったから
[03:31:11.239] さそういうことまこの子も可愛いなも可い
[03:31:16.520] けどなぽんさんなんだこいつでもけどなで
[03:31:22.199] も可愛い
[03:31:25.390] [音楽]
[03:31:27.319] なわまだポワポワモードじゃ
[03:31:30.279] ねま寝取られてるしな1回浮気されてるし
[03:31:34.279] なこんなことでな俺が怒られたら話になん
[03:31:37.720] ねよ怒りていのこっちだつバカ
[03:31:40.880] え音ぷり行けない音ぷり無理だよなこの
[03:31:44.640] このあれじゃな
[03:31:46.800] このあれじゃ無理だよ
[03:31:48.960] なボーリングオケシピショッピング街
[03:31:52.359] ショッピング街
[03:31:53.520] 行こうよし
[03:31:55.720] オケーこれ
[03:31:58.720] などんくらいやれば戻るか
[03:32:02.560] なごめまであれだよもう失敗できないんだ
[03:32:05.239] よ選択肢たこれファンシーショップ行けば
[03:32:08.600] なんか分かりやすいと思うんだよね選択肢
[03:32:11.279] がね
[03:32:13.439] ショップはいはいはいなんか嫌われちゃっ
[03:32:17.040] たんだな見て見てさて問題ですはい今みゆ
[03:32:22.720] はどのコーナーに行きたいと思ってる
[03:32:25.160] でしょうか分かってるよなキャラクター
[03:32:27.439] グッズコーナーピポだろ知ってお姉ちゃん
[03:32:31.000] のグッズ即しああ全部買っちゃう俺が全部
[03:32:34.080] 買ってあげるね干し物リスト教えてこらん
[03:32:36.880] 全部俺が買ってあげる
[03:32:40.160] よし星リス全部さんさん笑笑今日は本当に
[03:32:44.520] 楽しかったよ
[03:32:46.399] 何が起って全部っ感また途中まで一緒よし
[03:32:52.800] もうちょっと早く戻ってくんねえかな
[03:32:56.199] ポワポワモード戻ってくんねえか
[03:32:59.399] なもうでもねもうステータス結構いいんだ
[03:33:02.600] よ
[03:33:03.680] なこ開けとくかここもじゃちょっと芸術
[03:33:09.880] もイベント
[03:33:12.359] あり帰ってゲーム住さんは仕方しますこれ
[03:33:16.399] シカトしてんのが良くねえんかなで一緒に
[03:33:18.120] 帰りたくねえんだよな興味ねえもんだっ
[03:33:21.270] [音楽]
[03:33:23.760] てベイトさん今月遊園地で観覧者行けるか
[03:33:27.960] な何なんかあんの何その垂れ込みはい行き
[03:33:32.520] ます今月遊園地で観覧者行きます今すぐ
[03:33:35.720] 行き
[03:33:36.770] [音楽]
[03:33:38.760] ます
[03:33:41.279] あ電話ありがとランディさん部活大丈夫活
[03:33:45.239] ないからさん活
[03:33:48.199] あねそういうことか俺じゃなくてな彼女の
[03:33:51.760] 部活ねちゃん
[03:33:57.239] さんあ首になりましたあ2年頑張ったのに
[03:34:00.199] 間違ってあの進めちゃってあの首になった
[03:34:03.080] もうそれで5分間無言になった配信なの
[03:34:06.400] [音楽]
[03:34:08.279] に2まで頑張ってきたの
[03:34:12.439] にもう戻れねえやだめだ終わったおしまい
[03:34:18.160] 終わり2年後半まで頑張ったのにおしまい
[03:34:21.410] [音楽]
[03:34:25.000] です5分無言になったわ配信中喋んなかっ
[03:34:29.359] た俺喋るのやめ
[03:34:33.080] た光光じゃよし一緒に
[03:34:39.239] 帰ろう
[03:34:42.439] みゆなんだうわ嘘だ
[03:34:47.239] これやっぱやめてうわきついこれさんあ
[03:34:54.359] そっかそういうことか嘘寺おポンさんあ
[03:35:00.279] うわこれダメなんこれ桃山さんさんディ
[03:35:05.600] さんめっちゃ嫌われたなフトさんこれは
[03:35:09.080] 終わた笑これ調しこさっきまでねこの子と
[03:35:13.479] もっと良かったんだよでなんか色あって
[03:35:15.800] この子に嫌われちゃったのねで俺名前下の
[03:35:19.160] 名前をねあのなんて言うの呼び捨てで呼べ
[03:35:23.479] れてたのよ仲良くなって今嫌われちゃった
[03:35:26.319] からやっぱやめてって言われたんだけど
[03:35:27.840] うわ嫌いじゃん俺のこと今までの爆弾3個
[03:35:30.800] のダメージはかなり来てるな俺かなり来
[03:35:32.960] てんなえもうじゃあ俺また名前どっから
[03:35:37.880] やりどっからやり直すんだよ
[03:35:41.010] [音楽]
[03:35:43.359] これこれ1年って間に合う
[03:35:46.520] 1連で間に合う
[03:35:48.920] かすごいよなんて呼べばいいかわかんなく
[03:35:52.720] なっちまったこいつの
[03:35:53.710] [音楽]
[03:35:57.080] こと
[03:35:59.239] しんどえ
[03:36:01.830] [音楽]
[03:36:03.279] しんどちょっと待ってよそんなに聞いてん
[03:36:06.760] のこれなボテさん面白くなっ
[03:36:12.000] たうるせえなうるせえな名前に対するかは
[03:36:17.040] ねあ名前名前呼んだらもうその下の名前で
[03:36:20.800] 呼ばないでって言われましたやっぱり
[03:36:22.840] なれなれしいからやめてって言われただ
[03:36:25.640] このゲームマジでふざけんなよし爆弾なし
[03:36:29.279] ねとりあえず爆弾
[03:36:30.680] なし爆弾はなしとじね情報聞いときゃ
[03:36:35.000] よかった
[03:36:38.199] なくそなんだよこのゲームマジ寝とけ
[03:36:42.239] とりあえず寝とけお前は
[03:36:48.060] [音楽]
[03:36:57.160] なになったことは影響していそれは影響し
[03:37:00.680] てないんじゃない多分部活首になったのは
[03:37:02.800] 嫌われるとかじゃない
[03:37:04.600] からうわここから長いな戻すの
[03:37:08.680] なマジで毎回毎回これ正解してかなきゃ
[03:37:11.880] いけ
[03:37:13.280] [音楽]
[03:37:14.520] ねラブラブだったのに
[03:37:22.319] などうすっかな花てねうんいいよそれじゃ
[03:37:27.800] 早く行こうフトさん部活首になっても影響
[03:37:31.279] はない
[03:37:32.800] けどアップが一切見込めなくなる話嫌いな
[03:37:37.359] のこの
[03:37:43.279] 子ランディさんなるほど
[03:37:48.080] やり直すやり直すか今電源切れば部活首に
[03:37:51.920] なる前まで戻れるよ約2時間前だけどもう
[03:37:56.319] もう2パートぐらい必要になるけどこの
[03:37:57.880] こいつクリアするの
[03:38:01.359] にうろさん写真見つめてほらそれゲームち
[03:38:05.720] んだよなライフストレンジなんだよなフト
[03:38:09.399] さんイベント起きね
[03:38:15.680] 切り
[03:38:16.920] てすっごくいい眺めだっ
[03:38:24.120] たでごめんあのさこのゲームもう2パート
[03:38:28.080] くんないね今日やってきたこと無駄になる
[03:38:31.439] けどさリセットしていいねごめんリセット
[03:38:37.319] していい普通にねえリセット
[03:38:43.920] ませませさんお任せじゃないけどゆっくり
[03:38:50.120] ギシ動くのて実はも苦キスしたいしね
[03:38:55.040] ゆっくりギシギシ動くの苦手なんだっ
[03:38:58.000] てさんさん爆弾処理忘れちゃいけいやなめ
[03:39:01.960] て
[03:39:03.120] たなめて
[03:39:06.439] たなめてただここまでステータス上げんの
[03:39:10.960] マジ大変だったんだよな
[03:39:13.440] [音楽]
[03:39:15.760] デタどこまで
[03:39:17.350] [音楽]
[03:39:25.399] あれえっとこれが
[03:39:29.000] 20002000年
[03:39:31.520] でしょうわめっちゃステータス落ちるよ
[03:39:36.359] これ11月テニス部の方じゃこれだよね
[03:39:41.880] これだよねこれだよね
[03:39:47.800] サポさんゆっくりギシギシ動くの苦手の後
[03:39:51.560] でなめて
[03:39:53.800] たってバカ野郎バカ野郎激しいのがお好み
[03:39:58.399] ですかてバカ
[03:40:00.359] 野郎あロードするかこれどうするこれ
[03:40:05.479] ロードする
[03:40:06.720] 人アルからケト
[03:40:14.319] べん
[03:40:15.820] [音楽]
[03:40:16.960] ゲアンケート取ろとアンケートどうとん
[03:40:20.720] だっ
[03:40:23.040] け寺おぽんさんアンケートとっても結局
[03:40:27.239] リセするだろさっさとしろわんねえだろが
[03:40:30.479] よ
[03:40:33.560] えっとなんてのかなベイトさん笑笑人
[03:40:37.920] さんさん
[03:40:39.450] [音楽]
[03:40:46.000] フェイトさんどうすん
[03:40:48.040] のどうすん
[03:40:50.600] のどうすんだ
[03:40:54.080] よはい投票してくださいリセットするか2
[03:40:59.239] 年生のね中盤ぐらいまで戻る
[03:41:02.680] わ2年生の中盤までもだだがしかしこ時は
[03:41:06.479] まだ俺は
[03:41:09.640] テニステニスのイベント見てっかやってん
[03:41:13.399] だもん
[03:41:15.520] やってんだもんな見てえよな正直
[03:41:22.399] なせっかく2周目やってんだもん今日は
[03:41:25.040] もう無理になる
[03:41:27.159] けど今日はもう無理になっちゃう
[03:41:32.399] けどだてここまでやってんだもんなのに
[03:41:36.640] また部活イベント見れないってアホやん
[03:41:39.600] いやジ部活だけマジでだめだもう部活だけ
[03:41:42.960] はほんまあかんで部活
[03:41:45.500] [音楽]
[03:41:50.880] くせアンケート表示しますはいえ何対何な
[03:41:54.520] のえーリセット7票ノリセが4票という
[03:41:58.479] ことでリセットしますはいロードします
[03:42:00.359] はいロド
[03:42:02.520] 実行
[03:42:05.199] おれバカがよなんなよ時を戻す少女いや時
[03:42:11.560] を戻す少女俺ださん幸せな
[03:42:15.359] だよ
[03:42:16.439] な行くわちょこることにセーブしよう
[03:42:22.720] 強今日やってきたことが半分ぐらい無駄に
[03:42:25.279] なったけどいやもういいいいやいいいい
[03:42:28.159] マジでいさん楽しむならそうだよなそうだ
[03:42:34.560] なさんそうペコパ
[03:42:38.800] やあ
[03:42:40.840] そディスクも戻るんだディスク4までった
[03:42:46.880] ディスクも戻さなきゃいけないんだこれ
[03:42:48.520] 桃山
[03:42:50.359] さんさんディスクも戻り
[03:42:53.199] ますまいいいんだよ3歩進んで2歩下がり
[03:42:57.040] ゃいいんだよぎぎ
[03:43:01.120] なまだ幸せだったあの頃へ戻り
[03:43:06.399] ますちょっと待ってこれ今どういう状況な
[03:43:09.760] のどういう状況デートと入ってんのかなあ
[03:43:13.000] デートめっちゃ入ってるめっちゃ入ってる
[03:43:15.760] これなんだ覚えてねえぞこのデートなん
[03:43:18.880] だっ
[03:43:19.800] けこれなんかデート2個入ってんね3日と
[03:43:23.479] 10日なん
[03:43:25.840] だろうえっとえっとどうしよっかえっと
[03:43:29.600] よしこぶちゃんさんそういういやこんな
[03:43:32.520] 覚えてねえよこんな何ヶ月も前のが許して
[03:43:36.040] くれあせんよ
[03:43:41.040] ねメイドって言ったら秋場のアイドル
[03:43:44.120] みたいなもんですかね
[03:43:45.760] これはちょっと世よらしさ
[03:43:49.199] えっとねこれコスパいいんだよな体調を
[03:43:52.199] 上げたいストレス6運動さじおぽんさん
[03:43:57.159] 本物本物じゃねえざ笑笑えなんすかえなん
[03:44:02.960] すかあのそいつの前に出てくるなんかオタ
[03:44:06.520] 知てる世間が許してくれやせんよねの前の
[03:44:10.600] オタえなんすかボスそうそうそうそうあれ
[03:44:15.239] も好きなんだ俺あいつも好きなんだじゃ
[03:44:18.159] 誕生日プレゼントあげとこうぜょがねえが
[03:44:20.640] ズキとか好きだろお前ほらてめえこれでも
[03:44:23.279] かぶっとけボ
[03:44:25.439] あらなんだお前その格好はさん爆弾も注意
[03:44:29.479] 爆弾注意うん爆弾ちょっとよちょっと見
[03:44:31.399] とこっか爆弾なんかどうなってんのか
[03:44:32.920] わかんね今の
