[00:00:00.240] もう緊張するでしょすごくない
[01:48:16.960] くださいルとるよって最後にローレシア外
[01:48:19.159] に出てどうぞわざみろここからローレシア
[01:48:21.000] の船に乗っていきましょう囚人ささん
[01:48:22.840] サブスクギフトありがとう矢印もあります
[01:48:24.599] よおかしいな私視聴者なのに涙出てきた今
[01:48:27.080] 大体世界の左下指導より白に変える方が
[01:48:29.320] 苦戦してるのおもろいURL省略Tテレビ
[01:48:31.880] スピネドラブラフラフ8パス7HURL
[01:48:36.000] 省略Tテレビコパンレスクソ8ハル5m
[01:48:39.520] 飛ぶローレシアの囚人さんありがとね
[01:48:42.960] バリア向こう化してるよのとか
[01:48:48.960] てねねねねねが見えないおこれどここあれ
[01:48:54.920] どこここ笑笑が見えねえよベラールを左に
[01:48:59.800] 突き進む
[01:49:01.840] 笑笑笑竜
[01:49:04.960] エンお漂流して終わっちまうよエンして
[01:49:09.159] 終わりどここれ
[01:49:11.520] 笑笑いやもう好に泳いでもろここどこマジ
[01:49:14.679] でおもろい笑笑まさかの笑笑ハススベ1s
[01:49:22.199] 迷ってる笑笑笑笑
[01:49:25.239] 笑時代やめれるキラの地図使うエン動しか
[01:49:29.040] 知らないからがわからない男ここはどこ同
[01:49:32.000] エン笑笑笑笑笑帰れない笑悲しいなル
[01:49:37.719] バットエンドだエンは誰も予想してなさ
[01:49:40.080] すぎるそこから上にしまらない笑笑そこ
[01:49:43.199] デルコンダルエンドでええやん
[01:49:45.280] デルコンダルか迷子の海の木になるエンド
[01:49:49.040] は初めてやなそこへ投して終わり笑笑
[01:49:52.840] デルコンダル勇者迷ですか同流エンド
[01:49:55.760] さすがに笑うどうしようチャット欄流れが
[01:49:58.760] 早くてナビが伝えられない盾王横そのまま
[01:50:02.480] まっすぐ絶対違うとこ好きそこだあれ
[01:50:05.760] ちゃまくまで来たんやおめでとうクリアし
[01:50:08.880] たよた笑かなさっきのが
[01:50:12.560] 正解クリアできないでたどり着くの草
[01:50:16.400] いきなりローレシア来たついた白入って
[01:50:20.239] 本当に早いですねお疲れ様
[01:50:23.360] まし
[01:50:24.230] [音楽]
[01:50:27.400] たれにおれおりん
[01:50:31.910] [音楽]
[01:50:33.280] おれ
[01:50:38.360] 間ねだけど何
[01:50:40.679] 時間のとで33時間でしょ俺が時間間
[01:50:49.020] [音楽]
[01:50:54.400] 最後まで見てくれ
[01:50:56.530] [音楽]
[01:51:21.560] た
[01:51:23.920] パチパチパチお疲れ様でした仲間
[01:51:28.199] によ間違えました時間
[01:51:36.920] でしさすが
[01:51:41.920] 我が
[01:51:43.679] にファミコン
[01:51:45.760] [音楽]
[01:51:52.679] 出た34う疲れ様でしたドラクエ2の34
[01:51:58.760] 時間半でよっそうだよなそうだよな確かに
[01:52:02.360] 俺たちはすげえことやったよね12人で
[01:52:07.199] このゲームを1度も全滅せずにマジでつい
[01:52:09.960] だの生放送
[01:52:11.880] で確かにそれはもうを受け取るにね
[01:52:17.679] あのないかもしれないだけど
[01:52:22.760] にく
[01:52:25.280] て感動しました俺さこれ知らなくてかこ
[01:52:29.880] つけてやったのに選ぶしかないのかよ言っ
[01:52:32.880] てくれ
[01:52:34.679] よ俺知らねえでくそかっこいい何そのもあ
[01:52:39.800] もうゴミだ
[01:52:41.070] [笑い]
[01:52:44.400] わして
[01:52:47.000] くれる返してくれる今バンドマンいたね
[01:52:52.560] 売れねバンのツアファイナルね俺まだまだ
[01:52:55.760] こんなと止まら
[01:52:58.800] ないして俺
[01:53:01.090] [音楽]
[01:53:11.320] のここまで
[01:53:14.140] [音楽]
[01:53:42.960] 守ってく
[01:53:45.700] [音楽]
[01:53:57.840] れ
[01:53:59.840] たしありがとう
[01:54:05.400] ごい最ですこの
[01:54:09.159] ゲーム神
[01:54:11.000] でね
[01:54:15.200] [音楽]
[01:54:21.360] やしい
[01:54:24.770] [音楽]
[01:54:28.520] いや軍だ
[01:54:31.560] なんかやばいわ
[01:54:34.030] [音楽]
[01:54:52.440] やばいごめんちょっと喋れ
[01:54:57.159] ないれない
[01:55:00.030] [音楽]
[01:55:07.540] [笑い]
[01:55:10.500] [音楽]
[01:55:13.199] よで最後運よかったよ
[01:55:16.730] [音楽]
[01:55:21.320] ねホマ1回もやなかった
[01:55:27.440] もち疲れ明日
[01:55:32.960] 仕事休も
[01:55:39.280] よったもれも
[01:55:41.630] [音楽]
[01:55:46.599] いっもうにれさんの確率20%くらいあっ
[01:55:51.679] たかも笑笑隊長心配でしたが感想お疲れ様
[01:55:56.040] でしたそれはだめプレゼント送っておいた
[01:55:58.760] よ休もう正直1人落ちた時は終わったと
[01:56:01.199] 思った笑笑
[01:56:03.159] 仕事ね休もうみで桶入ろう本当に休もうお
[01:56:07.440] 疲れ様でした感動の数々もないもを
[01:56:10.639] 呼び出してしまった状態でしたよ
[01:56:12.599] ありがとうございましたうんこ倒れるか
[01:56:14.760] 怖かったよ島村エルフさんのもってもいい
[01:56:18.159] よ人のおで楽しかったおめでとう
[01:56:21.119] ありがとう
[01:56:22.740] [音楽]
[01:56:27.960] みもありがと届けてくれて最
[01:56:30.900] [音楽]
[01:56:38.320] のっ
[01:56:40.040] たてしたさんにお疲れ
[01:56:42.680] [音楽]
[01:56:51.239] 様大丈夫ですか行けますみんな本当に
[01:56:54.920] すげえ量のッ
[01:56:58.520] ありがとう
[01:57:03.920] てっ見てたかおいおい
[01:57:06.599] 奇跡起こしましたかな言った通りいや本当
[01:57:10.920] にねあの役は本当にぴったりでたチマさん
[01:57:14.360] にしてよかったなと思いましたわねもう何
[01:57:17.639] 回かあのね10回ぐらい本にあの喉の奥
[01:57:23.440] まで込み上げてきてたあのあれ
[01:57:27.199] がうかなと思ったもう無理やこれいや
[01:57:31.040] よかったよかったいや本当にあの局流れた
[01:57:33.960] 時も本当に泣きそうになったんでいや
[01:57:37.119] ほんまに大成功したんじゃないでしょう
[01:57:40.320] か最だで最高でし
[01:57:44.159] たさんあのせっなのであの最後のキー
[01:57:48.280] ワードの正解の方ちょっと発表してもらっ
[01:57:51.119] て最後のもあの締め切りなんですけどもえ
[01:57:55.239] こちらがキーワードの答えでございました
[01:57:59.320] 勇者とは最後まで決して諦めないものの
[01:58:03.920] こと
[01:58:05.360] です我々ねこれね我々のようなそうですね
[01:58:10.119] もうこれしかないなと思っ全員がですはい
[01:58:14.360] もうそうなんすよあのまこの言葉はねあの
[01:58:25.719] ネタになるのそこはえますがもうこれしか
[01:58:29.880] と思っこれを選ばせていきまし
[01:58:33.760] たもうあのあですね
[01:58:37.320] あのしたら
[01:58:40.520] あのあのまたんですけど
[01:58:45.239] またあのロの最後のあのじゃないか
[01:58:50.000] ドラゴンクは
[01:58:58.440] そうですねのの間がんです
[01:59:03.400] けど間がんですけどまだいくと思うんです
[01:59:07.440] けど練習間も含め
[01:59:09.880] てえっとロの最初に最初11をちょっと
[01:59:15.719] やろう
[01:59:25.560] こそはという方
[01:59:27.760] はよろしくお願いしはですねあのドラゴン
[01:59:31.639] クエスト
[01:59:32.639] 2なんか人プレイもし成功したもうある
[01:59:37.679] しかない
[01:59:39.679] なもうこれしかないでしょということで
[01:59:42.480] あのハードモードでやりますよちゃんと
[01:59:45.360] はい敵でやります
[01:59:52.239] なのでよろしくお願いしますはいはね11
[01:59:55.520] ってあのパスワードで開できるんだもんね
[01:59:57.920] そうですねパワはなぜか復活の呪文が復活
[02:00:01.079] してるんだよ
[02:00:05.159] ねはさんでも絶対やんねか
[02:00:09.040] [音楽]
[02:00:11.040] なまそこはちょっとおいおいはい相談し
[02:00:14.079] たいと思いますはいまた間くと思うんです
[02:00:16.840] けどはいよろしくお願いしますでですね
[02:00:20.040] あの
[02:00:25.599] プレゼ発表の終わったのでのせていきます
[02:00:33.260] [音楽]
[02:00:52.159] ないとね笑笑復活の呪文の復活とか面白い
[02:00:56.119] などうせ来月だぞ抽選たここにアがったね
[02:01:01.719] 来た11だと復活の呪文の
[02:01:06.280] 記ルーレットタイム見逃すところだった
[02:01:10.040] 11は良いな画質悪くなっちゃったすげえ
[02:01:13.560] すげえ画質悪い読み上げますねなんで
[02:01:16.079] こんな画質悪いのこれ多分ストリームし
[02:01:19.480] てるから
[02:01:20.920] あのが悪いから誰が誰だわかんねえじゃん
[02:01:24.880] はいえっとたくさんの
[02:01:27.880] モたくさんの方は応募していただいて正解
[02:01:31.360] 者がこんなに数になっておりましたはい
[02:01:34.440] ちゃまさんがはいあの表で吐きそうになっ
[02:01:37.480] てる中僕はちょっと手打ちでやっており
[02:01:39.760] まし違うこれねみんな知らないと思うけど
[02:01:42.599] なんかねもうボテちゃんなんかすごいんだ
[02:01:45.000] から裏で電話かけてきてさあのちゃさんさ
[02:01:49.000] 最悪負けても面白くなばいけど僕これの
[02:01:52.360] 準備あるから1時間は死なないで
[02:01:54.470] [笑い]
[02:01:58.320] ね
[02:02:00.119] まった
[02:02:02.159] ねあこれを発表したらもうあはちょっと
[02:02:05.960] スポンサーさんにちょっと一言言ってはい
[02:02:08.800] え終わりとさせていただきますのではいで
[02:02:11.719] は2名様に5000円当たるのでよかっ
[02:02:14.119] たらはい見て
[02:02:16.199] くださいじゃさんからちょっとちょっと
[02:02:19.520] コーをっても
[02:02:25.960] は
[02:02:37.760] 畜で
[02:02:45.639] あおごい
[02:02:55.040] ない
[02:02:59.159] パパパパパパパパパパパパ最後1ですね
[02:03:01.840] もういじゃもうはボやれ
[02:03:15.079] パパパパパパパパパパなんやおめでとう
[02:03:17.239] パパパパパパパチパチパチおめでとう
[02:03:23.520] さんおうごいはいおめでとうございます
[02:03:27.679] えとリスさんとえゆさんには後々えDMを
[02:03:31.679] 送らせていただきますのではいよろしくお
[02:03:34.599] 願いしますはいはいおめでとうございます
[02:03:38.159] はいあとですねあのこうしてえっと
[02:03:41.320] ちょっと視聴者プレゼントのえ1万円を
[02:03:44.920] ちょっと出していたいたえごめんなさい
[02:03:48.280] 瀬戸瀬戸スパーク
[02:03:53.520] 本にありがとうござい
[02:03:57.040] ますはいまたほどえTwitterで告知
[02:04:00.480] させていただきます本当
[02:04:02.320] にスパークスの島さん本にありがとう
[02:04:05.480] ござい
[02:04:06.880] ましよろしくお願いし願しということで
[02:04:11.239] あの僕は仕事が終わったのではい最後さん
[02:04:14.760] にちょっとめてもらいたいのではい僕は
[02:04:17.520] さりたいと思いますはい役はあなたなので
[02:04:20.719] よろしくお願いします
[02:04:22.599] 本
[02:04:24.520] にあり応募して配が
[02:04:31.199] まし
[02:04:33.239] ごごましありがとう
[02:04:36.079] ございなちゃました
[02:04:38.239] れると思わんかっ
[02:04:42.520] たり本ありがとうございましたねじゃ僕も
[02:04:45.679] 特にそんなにあのここで引っ張るつもり
[02:04:47.760] ないんであの1個いいすか1個いいか1個
[02:04:50.679] いいですかあの
[02:04:57.960] え2本というんですけどみの
[02:05:04.220] [音楽]
[02:05:15.400] 提供してくれ
[02:05:17.360] たねあの
[02:05:21.840] なんとこのイベン
[02:05:23.559] 見もう曲作ってくれましたもうってれ
[02:05:29.280] ましその動画とあ俺がサプライズで作って
[02:05:32.719] たエンディングの動画もあるんで
[02:05:34.119] エンディングを今から2個ます
[02:05:46.460] [音楽]
[02:05:51.760] パパ
[02:05:55.320] [音楽]
[02:06:47.840] の
[02:06:49.730] [音楽]
[02:06:58.440] の
[02:06:59.690] [音楽]
[02:07:08.660] [拍手]
[02:07:08.770] [音楽]
[02:07:21.719] ちゃ
[02:07:22.720] [音楽]
[02:07:40.080] [拍手]
[02:07:42.500] [音楽]
[02:07:47.320] ピックない
[02:07:52.190] [音楽]
[02:08:00.400] 関係ない
[02:08:02.159] 笑笑
[02:08:03.840] のくて笑笑やべえは最高すぎ私した笑はが
[02:08:12.360] だ歌すごくいいこれく
[02:08:16.199] パチパチパチいい曲
[02:08:18.599] パチパチパチ最高パチパチパチ
[02:08:22.040] いパチパチパチえ歌やパチパチパチ
[02:08:27.159] パチパチパチパチパチパチパチパチパチ
[02:08:30.119] パチパチパチパチパチパチ最高の
[02:08:32.639] パチパチパチパチパチパチ
[02:08:37.079] パパパパパパパパパパパパしてれ
[02:08:39.280] たら最高でしたねちょっとあのもう1個僕
[02:08:42.360] もあのまたもじゃないけど作ったんでね
[02:08:44.480] よかったら最後まで見ててください
[02:08:47.119] よろしくまたねまたね最高のイベント
[02:08:49.000] ありがとうちゃんそしてのみそして見て
[02:08:51.599] くれたみ本当にありがとうマジでクリア
[02:08:53.079] できて本当に良かったありがとうまた次の
[02:08:54.559] 配信でそれぞれみの配信でまたみましょう
[02:09:06.870] [音楽]
[02:09:21.840] て
[02:09:28.950] [音楽]
[02:09:57.400] で
[02:09:59.870] [音楽]
[02:10:25.520] やっこの
[02:10:27.800] [笑い]
[02:10:29.390] [音楽]
[02:10:35.960] ガセ笑笑ドラゴンクエストでセロス笑え
[02:10:40.880] さん1人だけおかしいなセロス草セロス
[02:10:44.800] でってたここだろ
[02:10:50.500] [音楽]
[02:10:52.480] 数が高かったのが笑笑おい笑笑笑笑笑笑
[02:10:58.599] 滑ってますね笑笑笑笑笑笑
