[00:00:16.279] ジマゲームさんコメントお待ちしてまジマ
[02:40:51.760] じゃねごめんないや大丈夫ごめんごめん
[02:40:54.120] ごめさんピチピチはありえダメ女心的に
[02:40:58.800] ピチピチはダメだもちょっとこそのなんか
[02:41:01.880] もうやめてよみたいなもぎさん1番きれる
[02:41:05.920] まもぎちゃんは一番切れそうだねえだめ
[02:41:11.160] ちょっとこれなんかそうやお疲れちょっと
[02:41:13.840] やめてよみたいな今日だよさんピチピチは
[02:41:17.960] おれ渡るんお疲れで入なんてしてない
[02:41:21.600] えらいねちゃんとお金を落とすね守って
[02:41:25.080] いこうな俺たちでわるさんさんさんお疲れ
[02:41:28.560] ちゃんえじゃ何やっぱよく似合ってるかな
[02:41:31.319] ちょっとおかしいよねはひどく
[02:41:34.399] ないまあじゃいっか今日だよさんじゃ行っ
[02:41:38.760] かえそう
[02:41:41.640] あでもいい嬉しいなでもいいやちょ待
[02:41:45.479] ポケモン邪魔ちょポケモン消わて思った
[02:41:48.560] だけなの
[02:41:49.880] さんちょっとおかしいよねはだ
[02:41:52.399] 笑えるさんそれがベストよねまこれが
[02:41:55.279] ベストではあるよねぐ
[02:41:58.040] さん今だよさんピチピチは肉にも聞こえる
[02:42:02.160] ああ太ってるみたいな03ラコマさんお
[02:42:05.600] 疲れ様どうやこれを見てどう思うの逆に
[02:42:10.399] 聞こうかなデラコ君これを見てどう
[02:42:13.120] 思う逆に聞くわ順調合し合し順調でしょう
[02:42:18.200] よこんなもん
[02:42:19.840] こんなもんよがしがし順調だよポケモン
[02:42:23.720] 消しました今日あの邪魔なんであのもさん
[02:42:26.800] 大笑顔やけの大笑顔さ行きますばっちり
[02:42:31.279] いい印象そうだったわ
[02:42:34.160] ありがとうあ終わっちゃったでもなんか
[02:42:36.800] もうちょっともうちょっとイベント欲しい
[02:42:39.520] よねもうちょっとイベント欲しいよね
[02:42:42.160] アフターはないんだあ分かんまだあるぞ
[02:42:45.720] あのさ0703マさきなこれで付き合って
[02:42:50.200] ねえっておかしいよな逆になんかやらしい
[02:42:52.880] わこれで付き合わないって逆に逆になんか
[02:42:56.640] やらしいなその
[02:42:58.120] 関係さあデートしますよ7月はあと何やん
[02:43:01.240] だっけえ縁日の予定は取り付けましたさん
[02:43:04.359] イト短ねなんか前回
[02:43:08.720] さどせ前回のあの1の時はさ
[02:43:14.560] なんか海海行ったらなんかちょっと2人で
[02:43:17.479] こうやって遊んでるとだけど
[02:43:21.279] ね交際開始いいだろ別に高校生
[02:43:24.680] で縁日は予約したもんね多いぞ文句多いぞ
[02:43:28.560] ごめんなさいすいません文句多くてすい
[02:43:29.960] ません
[02:43:31.000] えっとナイトパレード8月中この辺の予約
[02:43:34.680] も取っちゃおっかナイトパレードもでもさ
[02:43:37.520] 雨だったりすっかわかんねえんだよ結局1
[02:43:39.279] 週間前に飛んのが1番強んだよな天気が
[02:43:41.960] わかんねえから
[02:43:43.760] さまなんでちょっと普通に普通にあれして
[02:43:48.319] みよっか
[02:43:49.450] [音楽]
[02:43:54.479] 電話くれて嬉しい君マジで
[02:43:57.960] もう逆に聞き慣れてきて違和感感じたく
[02:44:00.880] なってき
[02:44:02.160] た
[02:44:05.160] えとあれ22日もなんかデート入ってんな
[02:44:10.040] それはか日だごめんこれ縁日かそれは
[02:44:15.319] あと20はちょっと黙っておいて8の
[02:44:19.080] パレード取ろか8月のナイトパレード7月
[02:44:22.080] はちょっともうこれで縁日って終わりに
[02:44:23.760] しよう
[02:44:24.479] えーナイトパレードだから遊園地かうんオ
[02:44:30.399] でここちょっとあれなマジであのあのこも
[02:44:33.279] 次次の週デートあるのよで正直そこのあの
[02:44:36.319] 何あの集合場所覚えてないからこっち覚え
[02:44:39.080] とくぞバステバス停が2回目ねだから次の
[02:44:42.439] あれは違うからねバステじゃないからねし
[02:44:45.120] ないでね
[02:44:47.970] [音楽]
[02:44:49.399] 俺覚えてるよバステな
[02:44:51.600] バステ
[02:44:53.319] えっとそろそろストレスが避けなきゃ
[02:44:56.080] まずいなこもうすぐストレス溜まるからな
[02:44:58.399] こいつ
[02:44:59.880] もテストの結果グルポンさんわ光には叶わ
[02:45:04.479] ねなちゃんと覚えとけ部活日なんか毎回
[02:45:07.520] やばいもんね俺何回分になってるぐぐさん
[02:45:11.040] ノイロあのすぐノイローゼになっちゃうん
[02:45:13.160] だ
[02:45:13.880] よすぐノになっちゃうんだよなさん8千
[02:45:19.399] どこだよ
[02:45:21.000] それどこだよそれ仙南イオンてどこ仙南
[02:45:24.880] って一応あげとこうプレゼントなえDG
[02:45:28.640] ゴッ
[02:45:30.840] ドリラーうんどうしたいやまこの子も
[02:45:35.000] 可愛いよ
[02:45:35.880] [音楽]
[02:45:37.520] ね私好みだぜいいな
[02:45:41.520] これよしよしよしこれあげることで爆弾を
[02:45:44.800] ちょっとずつ回避して
[02:45:46.319] ますさんがで
[02:45:50.319] あそこあそこそ000なよって言ん
[02:45:54.120] だ誰も来ませんでしたてやつ
[02:45:58.160] でしょ
[02:45:59.760] あのハモってるシャム面白いから見て
[02:46:03.000] ハモりハモりのシャムあれなんていう動画
[02:46:05.479] だか忘れちゃったけどめちゃくちゃ面白い
[02:46:06.920] から見てどうもシャムです
[02:46:11.120] えっとねちょっと待って評価聞こうか評価
[02:46:15.200] えっとたみに電話して
[02:46:23.120] はいさん
[02:46:27.439] め
[02:46:30.279] 面白の
[02:46:32.270] [笑い]
[02:46:34.200] のんに決まってるだろう
[02:46:36.880] がして
[02:46:41.279] ねん見てくれ
[02:46:49.080] に俺をしし男として見ています男として見
[02:46:53.560] ていますもう全然なんだから誰か1人まだ
[02:46:57.359] 合ってないやついるんだねフェイトさんお
[02:47:00.600] 合ってない人いるんだね誰か
[02:47:03.600] ねなんかまだ1人いるねなんか消えてる
[02:47:08.840] ところもうこれ勝ち確
[02:47:12.520] でしょうんいいよここほら抜けてるもんね
[02:47:20.040] まだ1人いるんだな合ってねえやつ
[02:47:24.479] が
[02:47:28.120] うまあまあまあこんなもんにしときますか
[02:47:31.000] 転したあああそうだわ何さんだっけやえ
[02:47:35.359] さんかもうこのリストからもこのリスト
[02:47:39.080] からも消えちゃうのやえさんだねさんや
[02:47:42.880] さんだわそうだねそうだねうんそうだそう
[02:47:44.960] だそうだすごいねだってこ引っ越したやつ
[02:47:48.080] いるんだぜ引っ越したやつここにちゃんと
[02:47:50.160] 残ってんのにさなんでやえちゃんだけ
[02:47:52.240] そんなそんな扱いなのマジでひでえもう
[02:47:56.160] やえちゃんルートやりてえなすげえ気に
[02:47:58.479] なってきたわ了解乃さんそんなことも
[02:48:01.439] 気づかなかったなんで1日煽ってくんだよ
[02:48:04.520] なんでそ煽ってくんだよこんな感じだよ
[02:48:08.240] えー改めて見てみましょうかえ身長
[02:48:11.600] 157cmバスト83ウエスト57ヒップ
[02:48:14.720] 85え運動大好きスポーツ娘えショート
[02:48:18.279] カット
[02:48:19.399] 事情があるんよ
[02:48:21.279] え何そのいいっていいってえ何そのもぎ
[02:48:27.560] さんショートカットショートカットが俺
[02:48:30.080] 好みそれはさそれは俺の俺だよさん人に
[02:48:34.520] 聞く情報じゃない煽る勇気ないな何何何
[02:48:38.160] いや別にいいよ俺俺なんか煽られて当然
[02:48:41.120] 煽られてあの際立つ配信者だからなみんな
[02:48:44.920] 煽るもんなさんプリティチャーミーな形
[02:48:48.920] なんでそれなんで急にそれ武蔵
[02:48:56.880] 小次郎な嫌な予感してきてさんむさしこれ
[02:49:01.240] まさかさあいつ出てこねえよなあの
[02:49:05.399] おっぱいバカでか女出てこねえよなぐし
[02:49:08.479] さんえ何これがクソ
[02:49:13.000] 可愛いえ全然違うじゃん最初とぐさんちゃ
[02:49:18.040] もぎさん
[02:49:19.319] もうてこないだねぐ
[02:49:22.720] さんかさん
[02:49:24.880] 花火浴衣にも種類があるのさんよ浴衣にも
[02:49:29.720] 種類があるんですかさん左側猫娘何何どれ
[02:49:34.760] どれどれどあるあれあれえマジ
[02:49:39.200] でこれはスクショ案件です
[02:49:42.920] ねお花可愛いじゃん頭につけてるお花
[02:49:47.330] [音楽]
[02:49:49.239] て最高無駄遣いしそうだけどさあやっぱり
[02:49:53.160] 出店は完全いいね最高だ俺じさ怒っちゃ
[02:49:57.840] 完全制覇ってえ確かに縁日で全ての完全
[02:50:02.720] 制覇って結構金かかるぞ1万ぐらいかかっ
[02:50:05.439] ちゃうだろうな浴衣だってさ今日のために
[02:50:09.720] 虫干ししたりなんかして気合入ってる最高
[02:50:13.960] 俺どんな格好で行ってんだろうタンク
[02:50:16.920] トップにハーパンかもしんね
[02:50:21.800] ししさん金かかる食えないよそ食えるよ
[02:50:27.439] な俺だってこの日のために日は訓を裸の
[02:50:33.000] 一体何の訓をしてきたんでしょうかった
[02:50:35.439] スクショの数だけしとスクショ取りすぎて
[02:50:39.359] なんかスクショの動作めっちゃ重くなって
[02:50:40.880] きたんだけどスクショ押してから3秒ぐい
[02:50:43.479] でンてなるんだね俺だて今日のために訓訓
[02:50:48.960] したんでしょうか知りたいところでござい
[02:50:50.640] ますねえ何を鍛えてきたのかなバカがバカ
[02:50:56.720] 夜の夕方姿じゃないの姿なんだか見れ
[02:51:00.319] ちゃう
[02:51:01.960] なっ
[02:51:06.760] てる
[02:51:08.300] [音楽]
[02:51:17.000] のんでこれ
[02:51:20.660] [笑い]
[02:51:22.640] このこのちっちゃい子のこと言ってんのし
[02:51:25.279] ししさんすごい間違いしたね夜のって言っ
[02:51:28.600] ちゃった左のこてこれじゃないの
[02:51:32.399] ちっちゃい頃これ新してか今のさ何こんな
[02:51:36.680] んなってんの
[02:51:39.239] 猫娘
[02:51:42.120] エロさん娘じゃん猫娘かちっちゃい
[02:51:49.560] でしょえなんか違う間違ってんのわかん
[02:51:54.479] ねんさん今の猫あそうなんだてかまだ
[02:51:58.040] アニメやってんだね何に挑戦するのあ
[02:52:01.680] ちなみに前回この次の選択肢でなんかあの
[02:52:06.080] 花火女がやらやってきましたよこどっち
[02:52:09.160] やる傾き金魚
[02:52:11.640] 救い片て
[02:52:14.640] 何魚すかな
[02:52:18.840] だか面白そう応援するよさん
[02:52:25.319] えさん
[02:52:27.120] [音楽]
[02:52:29.800] 説明は
[02:52:31.760] いる一応説明く
[02:52:34.720] か動かし
[02:52:40.600] て
[02:52:47.439] こいつ
[02:52:50.279] 知デートしたくなる押しっぱなしで網は
[02:52:54.640] 深く水に入るを
[02:52:57.570] [音楽]
[02:53:02.319] 網引きは知ってると思うが網には耐久力が
[02:53:06.279] あってそれがなくなっまうとれるん長い水
[02:53:10.399] につけたり力がかかっちまうと破れるから
[02:53:13.120] 気をつけなはもう一度説明しようか
[02:53:19.680] 頑張れ
[02:53:23.680] えとこういうことな匹ぐらいは当然だよね
[02:53:26.880] めっちゃ簡単じゃんこんなもみさん間本気
[02:53:30.080] すぎるのこだ本編で3Dグラフィック1個
[02:53:34.279] も使ってねのにこんなとこに
[02:53:36.160] さ3Dで金魚作ってさぐしぐしさん亀亀
[02:53:40.760] 行くあでっけえの行ここれですごい
[02:53:45.479] よさん亀ああ亀ね分かったでもまだ行ける
[02:53:52.550] [音楽]
[02:53:55.239] よもうちょっとだったねんだよそれどうや
[02:54:01.439] どうやって飛んだよ今あんたなもんだどう
[02:54:04.279] や
[02:54:05.320] [音楽]
[02:54:07.760] シ亀取れなくて残念だったねあでも1匹い
[02:54:11.439] ますよつって馬たれバカやろろ
[02:54:16.359] 出ろカててカかめてて久ぶにけたらちゃま
[02:54:23.319] さんも釣れそううんちゃまさんの亀さんが
[02:54:26.160] 当ああもうすいません今のはなっとこにし
[02:54:28.680] てくださいえ本気出しても平坦な結果なの
[02:54:30.760] ね俺ってルポンさん絶対取れねえよ汚いお
[02:54:34.359] やなまた誘ってねえこの後あれはのの
[02:54:38.600] れ帰ろうよ一緒に帰ろうよってなんでここ
[02:54:42.319] アフターじゃないのかしぐ
[02:54:44.700] [音楽]
[02:54:48.479] さん笑笑どうしようもねえな本当にえ日が
[02:54:53.560] 終わりましたよとさん足りなくなったら
[02:54:56.319] 足すだけだ
[02:54:58.000] よ亀え8月ナイトパレードは1個予約取っ
[02:55:03.160] たでしょう花火大会はこれ自動で行くこと
[02:55:06.279] になるからさんちゃまの亀の頭いいねよ
[02:55:09.080] いいわけねえだろ馬鹿野郎いいねって何が
[02:55:11.800] いいんだのんでもないあいいんだよだから
[02:55:14.800] もうさん片きていうのは柄の
[02:55:18.880] にしてを使ってその削っていく日の遊びえ
[02:55:23.680] 何そのつまなそう遊び
[02:55:27.720] 野れたらおお金もらえんの何それ
[02:55:33.760] いかにもザの商売って感じにするねなんか
[02:55:36.840] ねさん
[02:55:40.030] [音楽]
[02:55:41.120] きかそれで暮らしてこうぜだったら
[02:55:44.520] めちゃくちゃ極めたらめっちゃ金もじゃ
[02:55:46.359] いくらぐらもらえんの
[02:55:48.560] れんの回さんものすごく悪い予感する本
[02:55:54.760] に
[02:55:56.920] 笑笑さん難しい形を抜けたら賞も高い
[02:56:02.560] さん祭のお金稼いで
[02:56:05.600] [音楽]
[02:56:07.960] たきYouTuber
[02:56:11.110] [音楽]
[02:56:19.520] わるさん100円で1回難しいやつだと
[02:56:23.120] 30000円とかえたフトさんでも判断
[02:56:27.040] 基準はお店の人のいやまそれそうだよ
[02:56:31.920] ね電話くれ
[02:56:35.520] てさあデートここがんでもマジでクソ用な
[02:56:40.000] やつがやっても30000円は無理そん
[02:56:42.479] 難しんだ今度配信でやってみてよソマン見
[02:56:46.040] みソマンくて誰だよ誰だチソマン君て
[02:56:50.479] えコンサート会場ショッピング街えゲーム
[02:56:55.319] センターボーリング場映画館水族館
[02:56:58.520] スタジアム温水プールソマン君ソマン君
[02:57:02.160] もう1回海行っちゃうかもう1回海
[02:57:04.760] [音楽]
[02:57:06.479] 行こうまた忘れてた第3日曜日は部活だっ
[02:57:11.399] て言ってんじゃんよなんで忘れるんだ
[02:57:14.800] よなんか誘いたくなるんだよな第3水曜日
[02:57:17.920] って
[02:57:19.239] さんの突部とかあるんだけどきの体がめい
[02:57:24.560] から絶対割れるぐしぐしさんもうだじゃん
[02:57:28.680] さん何回本だ何回やってんだ毎月
[02:57:31.760] 引っかかってる気がする毎月引っかかっ
[02:57:34.279] てる部活やめさせようぜわんさんはいはい
[02:57:38.359] ばして部活のこと忘れさせる功
[02:57:43.560] うざうぜえ
[02:57:47.120] それえー容姿は100超えてるからもぎ
[02:57:52.120] さん
[02:57:55.250] [音楽]
[02:58:03.239] わーいしぐさ
[02:58:05.760] ん重い重いの絵文字を使う
[02:58:08.840] なよしよしよしよしよし
[02:58:14.520] よしめん君わちょっと早くついて
[02:58:19.399] そんなことないよ私はじゃ行こうよ行き
[02:58:23.040] ましょうさん全体的にステータス高いうん
[02:58:26.439] あと芸術だけなんだよねこれ何横東京
[02:58:29.399] デズニーランドあナイトパレードですそう
[02:58:32.200] だね今日も絶対楽しいよさあ
[02:58:35.920] 行こうじゃあどこに
[02:58:39.560] 行くバーチャルハザードもう1回やってみ
[02:58:42.720] ていいすか
[02:58:44.880] さんちょっとバーチャルハザードもう1回
[02:58:47.439] やらせて
[02:58:49.920] え大人気のアトラクションバーチャル
[02:58:51.720] ハザードプレス
[02:58:54.279] 0703さんの
[02:58:56.760] ステータスグさんジェットコースター
[02:59:00.319] ラストじゃなあでもジェットコースター何
[02:59:02.600] 回ももう乗ってるからねラストだから
[02:59:04.920] なんかイベントあんのかなえラストだと
[02:59:06.920] なんかイベントあったりすんのえラストだ
[02:59:08.720] となんかイベントあったりすんのかな
[02:59:11.160] ラストだとなんか意味あんの
[02:59:14.160] かラス意味あんの
[02:59:16.640] かしさん笑笑えなんかラストだとなんか
[02:59:20.040] イベントあり
[02:59:21.840] そうさんどうすんのどうすん
[02:59:25.440] [拍手]
[02:59:29.279] のさんどうすんのどうすん
[02:59:35.810] [拍手]
[02:59:37.880] のさこれピンク方が女の子なんだけどバカ
[02:59:41.479] うめえ早いめっちゃくちゃ早い俺全然倒せ
[02:59:46.439] ねぐさん1人で一生笑ってる笑笑ほぼほぼ
[02:59:51.279] 女の子がやりプロさん学校ずる休みした
[02:59:55.439] 息子に切れるお
[02:59:57.840] かめっちゃうめえん
[03:00:00.760] だえしししさんすっごくドキドキしたけど
[03:00:05.640] さストレス発散したって感じわかった
[03:00:11.200] じゃん俺もすんごく気持ち弱かったそっか
[03:00:16.359] またいつでもかかってこいって感じだよ
[03:00:26.600] ねぎさんげあライトパレ始まります本当だ
[03:00:32.680] さんちゃんと場所しなんでもない今普通に
[03:00:36.279] 普通になんかあの
[03:00:40.399] やめようなんでも
[03:00:42.720] ない俺今日
[03:00:48.399] 見て見てあのドレスすごい振り振りで重
[03:00:52.120] そうだけどさ可愛いよね
[03:00:57.479] 笑笑ガリにも案外似合うよ本当やっぱそう
[03:01:03.000] 思うおでもおせじゃねえよま似合うわけ
[03:01:07.760] ないだ似合う
[03:01:09.399] よ何言ってんの意外と自己肯定感低めなの
[03:01:13.880] かもしれん最高楽しかったどうすんのよね
[03:01:18.720] どうすんだよあの
[03:01:20.680] さ一緒に帰ろうよこんなもう夜遅くなわあ
[03:01:25.399] 今のいい一緒に帰ろうよねねこのねねが
[03:01:32.800] [音楽]
[03:01:34.760] 神こういうゲームなんだよねとめもってト
[03:01:38.359] さんこっから追加デートないんですかそう
[03:01:40.800] そう超気も超期待した今ナイトパレード
[03:01:44.319] さんこの言い方は帰りにホテルよるよねね
[03:01:48.279] その根はそういう根だったよ
[03:01:51.080] ねそういう根だったよな今
[03:01:53.960] ないや今追加デートあるか思ったんだけど
[03:01:57.160] なそ完全にフリーになりましたとえっと
[03:02:01.200] 芸術ちょっとあげとこうか
[03:02:07.439] なだめだ
[03:02:09.050] [音楽]
[03:02:15.160] こいつぐしぐしさん一に帰ろうよ分かっ
[03:02:19.520] てるよねやった
[03:02:23.319] よどエロい
[03:02:27.000] じゃんあルスですかそういうこともあるの
[03:02:30.439] か
[03:02:32.040] うんじゃあどうしよっかなルスだとやる
[03:02:35.359] ことねえんだよなで他の女の子と一切
[03:02:38.600] さあの沙さんURツテレビボレプルマで
[03:02:49.279] ストレス発散したて感わかった
[03:02:53.800] じゃん俺もすごく気持ちわかった
[03:02:58.000] そっまたいつでもかかってこいて感じだよ
[03:03:02.010] [音楽]
[03:03:07.239] ねこれさこれあのあの最初の2回のふふが
[03:03:14.640] 表情全く変わって持悪くない表情全く変え
[03:03:20.000] ず
[03:03:21.120] [音楽]
[03:03:23.040] に病気だよこいつもこいつも病気
[03:03:27.800] 終わりガチ
[03:03:30.720] きしょいお姉ちゃんにも会いたいはいあ
[03:03:33.680] ですあそさんどうしたのプライベートなよ
[03:03:36.960] かなプライベートなよだよあそっか先生あ
[03:03:40.319] 担任の先生だから担任の先生だからあれか
[03:03:44.439] デートできないかなさんヤハよりもきい
[03:03:48.239] 超えたな超え
[03:03:50.840] た
[03:03:52.479] 先生体育の実習お願いします703マさん
[03:03:56.880] やべえべしすぎんべしし
[03:04:00.560] さん人だよ3年目の担任やばくない
[03:04:04.680] フェイトさん神ゲーだよそういう展開に
[03:04:08.200] なるんだ3年目に大学卒業してきたやば
[03:04:12.399] 大学卒業してきたあのなんていうのあの
[03:04:17.239] お姉ちゃん
[03:04:18.720] さんお姉ちゃん担任とかどろ本当にそう
[03:04:22.399] いう目でしか見てねだなこのゲームをな
[03:04:25.760] タグ分かる俺も思っ
[03:04:28.750] [音楽]
[03:04:33.000] たしししさん笑笑もみさんかきてえ
[03:04:39.920] な何かきてっ
[03:04:42.760] て何その言い
[03:04:45.680] 方お姉ちゃん
[03:04:47.920] か
[03:04:48.880] な生徒指導してくんねえか何そのどう
[03:04:52.200] しようもねえ言い方
[03:04:55.120] 笑笑はりんく電話くれて嬉しいなくわもう
[03:05:01.279] 好きじゃねえか毎年同質で手取り足取りだ
[03:05:05.160] なみっちり
[03:05:06.800] みっちりむっちり
[03:05:12.640] ばっちりもぎさんん
[03:05:15.800] nnかよ
[03:05:18.960] Nなんだえさん美術館良かったのえ美術館
[03:05:25.000] 美術館なんて行くああなんかやってんだっ
[03:05:27.359] け今美術
[03:05:30.040] 館いやまあでも美術館さんなんかなんか
[03:05:35.120] やってんだけどこの子好きなのか
[03:05:37.399] なま行くかいやまだやってるはずなんだっ
[03:05:40.439] けなんかその彫刻点みたいなのま一応行っ
[03:05:43.760] とくかイベントごとだそうだと行っとくか
[03:05:46.840] ね
[03:05:49.239] もみさん美術館で塗り絵デート
[03:05:53.319] あ今日塗り絵引っ張るじゃんどうしたおん
[03:05:58.460] [音楽]
[03:06:02.239] だ何あはいぐぐさん妖怪ぼっち
[03:06:09.239] ねさんそうしさん
[03:06:13.399] ぐしぐしさんたなんはそちらから誘いに来
[03:06:20.520] たということです
[03:06:22.479] ねこれから花火大会に行こうよはい好き
[03:06:25.640] です好き
[03:06:27.760] ですよかったすぐに行こうしししさん
[03:06:32.800] えっちくねえだろ別
[03:06:35.380] [笑い]
[03:06:37.920] にるのよピカ
[03:06:40.960] ピカいやマジで
[03:06:43.600] 可愛いマジで可愛い
[03:06:48.439] て俺のてる花火よりも俺の方見てるしかも
[03:06:52.160] 画面の画面を立てた俺を見
[03:06:55.200] てる花火よりの浴衣姿を見てたい
[03:07:00.600] なそう
[03:07:08.800] なあのバカだけ5000きたいねん
[03:07:17.880] もんなかったうるせえんだよ厳しいね
[03:07:22.080] 手厳しい
[03:07:26.239] ねいいんだよな花火とか正直俺はししし
[03:07:31.160] さん花火見て花火より
[03:07:33.479] もガリと入れることが俺は嬉しいんだよし
[03:07:36.600] ししさん今年は誰かと見てなみんなで見
[03:07:41.040] ましょうねみなにまし俺も配信
[03:07:43.960] できててんだわていやめっちゃ嬉しい
[03:07:48.359] でしょ今のバカーは男だったら誰でも
[03:07:50.319] 嬉しいでしょ花火がパーっと散るためには
[03:07:52.399] 胸がドキドキするんだとドキがムムそれは
[03:07:55.399] 体に良くないのバカじゃんよし俺が確認し
[03:07:58.840] てやろこれやりてえなこれやりたいなでも
[03:08:03.640] 嫌われるだろう
[03:08:05.200] なしぐさんいっちゃん下がいいいや分かる
[03:08:09.840] よ分かるそれはすごくわかるんだけどそれ
[03:08:13.920] さん私いつもちゃまくに行ってあげてん
[03:08:16.479] じゃんバカとかそれとはそれとは違うんだ
[03:08:20.279] よなそれとは違うんだよな俺も興奮してる
[03:08:24.760] よでもさこれどれ選んでも嫌われる可能性
[03:08:27.880] ない俺も興奮してる
[03:08:30.960] よどういった意味の興奮なんでしょう
[03:08:35.239] か確認しちゃおっか確認しちゃおっか
[03:08:41.040] ないやでもこれ嫌われたくないぐしぐし
[03:08:44.760] さんわれたくないもぎさんなんかキモい
[03:08:48.960] そうそうどれも全部キモいよ
[03:08:51.560] ねどれも全部キモいんだよ
[03:08:56.239] ななんかどれも
[03:08:58.720] 全部どれもなんか全部ずれてる
[03:09:01.359] Twitchのコメントみたいなこれあの
[03:09:04.160] 配信者があんまり言わない方がいいかも
[03:09:06.080] しんないけどどれもぜどどれどれもなんか
[03:09:08.640] 全部ずれてるこういう3種類のあるよねが
[03:09:11.920] 面白いし好きな相手なら言われてもやじゃ
[03:09:14.720] ないよもぎさん笑笑心をちょっとくすぐっ
[03:09:19.399] てみよっかなえ今胸触ろうとしたでしょ
[03:09:24.520] 絶対触ろうた
[03:09:27.160] 最高もう最高じゃん割といい
[03:09:31.760] 笑笑来た来た来たこれでいいんだよこれで
[03:09:36.640] いいんだよぐしぐしさんこれがさすがし
[03:09:39.960] ちゃんこれがこれが勇気を持ってここで
[03:09:44.399] 選べないやつは
[03:09:46.319] 童貞俺ガンガン選べなかった
[03:09:49.920] けどいやこの選択肢なのよ笑笑0703
[03:09:55.439] コマさんいいやんめっちゃいいじゃんもぎ
[03:09:57.960] さんさすがしさすがし
[03:10:02.000] ちゃんあの
[03:10:04.200] さ一緒に帰ろうよね帰んなくていいんじゃ
[03:10:08.760] ないもう俺らどっか行っちゃおう
[03:10:13.120] ぜ神イベントだったねそしてまたデート
[03:10:17.080] ですしむしむしむさんこれはホテル直行
[03:10:20.640] なあ確かめに行かないといけねえからさ
[03:10:24.000] 確かめに行かないといけねえもん
[03:10:30.479] なれん君ちょっと早くついちゃってさ退屈
[03:10:35.080] してたんだもう好きじゃん俺の
[03:10:39.920] こと待っ
[03:10:44.720] てえい
[03:10:47.399] さんどっちが光だしぐさ何何何何がどっち
[03:10:51.800] が光どれがいやもう俺に早く開いたすぎて
[03:10:55.319] 来ちゃうんだってすぐ
[03:10:58.080] にそんなことないよ私は来たかったから
[03:11:01.800] 早く来ただけクソかいい
[03:11:05.040] やじゃ行こう
[03:11:07.479] よ
[03:11:14.439] 神この術珍しいもがたく展示さみたいだね
[03:11:18.000] へえそうなんだあそれじゃ早く入ろうよ
[03:11:22.319] 全部見なきゃ損でしょそう
[03:11:25.439] なやりらしいけどそんなに合わてなくても
[03:11:29.800] な
[03:11:31.359] うわああの絵って写真みたいだね
[03:11:35.319] おおそうだねすごく細かい点で書かれてる
[03:11:38.120] あれ写真じゃないのレトさんURL省略
[03:11:40.600] tchテレビスプレンディドスレンクリン
[03:11:43.160] とて41ジグ6さん
[03:11:50.120] 初めて見た初めて見たわ2
[03:11:56.279] つその
[03:11:58.600] 何その
[03:12:00.800] さ連ですることあんのどっかにコピて置い
[03:12:05.279] ておいたんだろうなUR
[03:12:07.920] な2連で同してくるやついんだこれ統が
[03:12:12.920] すごいわ画面を立てた俺を見てる
[03:12:17.560] 花火よりガの浴衣姿を見てたいなもうこれ
[03:12:22.239] がキモい
[03:12:24.600] もんさん言っ
[03:12:29.800] て
[03:12:36.240] [笑い]
[03:12:40.160] たいい
[03:12:43.880] ねあるね
[03:12:47.239] さんニヤニヤしないであ本当さん笑笑女心
[03:12:51.680] をちょっとくすぐってみよっかなえああ今
[03:12:56.200] 胸触ろうとした
[03:12:59.279] でしょう最高クソ童貞じゃん最高
[03:13:04.640] じゃんい笑笑来たこれはいいやすげえ嬉し
[03:13:08.600] そうな顔してるすげえ嬉しそうな顔してる
[03:13:12.520] なかなかないよこんな可愛いか可愛いって
[03:13:14.800] いうかすごい笑顔なのしししさんクソ
[03:13:18.279] 童貞
[03:13:19.960] えあれ写真じゃないの
[03:13:23.680] 写真よく見て絵だよ絵いいねいい
[03:13:29.800] ね今日は楽しかったまた誘ってねはいよ
[03:13:34.160] もみさんふにゃちん
[03:13:36.840] 野郎ふにゃちんかどうかわからないだろう
[03:13:39.840] がまだそれはシュレディンガーのちんちん
[03:13:42.120] じゃねえかそれはちんかどうかわから
[03:13:45.319] ない何言ってん
[03:13:48.800] 曲がりなりにもあれですよ
[03:13:50.880] あの超特大レド140何面のレドもらって
[03:13:54.880] さ一時期170人ぐらいどせいたのにもう
[03:13:58.120] 100人いなくなってるんだからねすごい
[03:14:00.279] ことだよそれ逆に100人いなくなるんだ
[03:14:05.080] からすごいことだと思う笑笑もぎさん
[03:14:09.880] どなたからいあくりちゃんからいだきまし
[03:14:12.160] たあのこないだ24時間配信でね
[03:14:16.040] あのボールと僕レドさせてもらったんです
[03:14:18.800] けどぐしぐしさんいや本当クリちゃんほと
[03:14:21.399] すごいわあの後さあのあの後さあの
[03:14:25.520] Twitchであのあなんだっけ
[03:14:27.800] ウィスパーまどDMみたいなので
[03:14:30.080] メッセージわざわざくれてあのありがとう
[03:14:31.960] ございましたみたいな日時間あの応援して
[03:14:34.560] くれたおかげであれできたよみたいな感じ
[03:14:36.479] でいやすごいなと思って多分俺以外にも
[03:14:39.479] 多分全員にもちゃんと送ってんだろうなと
[03:14:41.600] 思っ
[03:14:42.560] て714で急にどしただよありがとう
[03:14:48.000] どあそうね皆さんそうそうそうちゃんも
[03:14:50.720] 配信てるから
