[00:06:08.160] あはあヘイヘイ入ったあもうふざけんなよ
[01:48:04.239] だけ
[01:48:05.599] はハスちゃんさんめっちゃどうでもいい話
[01:48:09.360] していいいいよいいよわあ
[01:48:11.840] スーパーメトロイドとかやりてえこう
[01:48:14.679] ちゃんさん悪魔白ドラキュラ誕生日だった
[01:48:17.560] 嘘え青年月日も一緒もしかしてハスちゃん
[01:48:20.760] さん発売マジで
[01:48:23.520] 91年10月
[01:48:26.040] 31手塚おぽんさん切れそうなんでねなん
[01:48:30.159] でねハスちゃんさんやばドラキュラって
[01:48:33.520] 呼んで
[01:48:34.360] いいドラキュラハスちゃんさん怒らないで
[01:48:38.400] わスーパーデラックスとかやりてえ誰かと
[01:48:41.400] そんな友達はい
[01:48:44.040] ない手塚ぽさんバスで
[01:48:47.320] [笑い]
[01:48:49.080] あれちゃんさん
[01:48:52.880] ボーイもいいけどゲームボイなんかすぐ
[01:48:54.360] 落っちゃうか
[01:48:56.400] なPCエンジンあベラボーマンあるよ
[01:49:00.199] ベラボーマンこれ難しいでしょ難しくない
[01:49:02.159] のかな面白そうだよねこれもね全然やって
[01:49:05.040] ねえけどやったことねえけどヒロハちゃん
[01:49:08.239] さんそういえばテリワンどうなったのあ
[01:49:12.119] それジャジさん今スッチでカービースパ
[01:49:15.560] デラ通信できるよあなんかあれでしょいろ
[01:49:19.000] ハスちゃんさん笑笑あょどうしようかなな
[01:49:24.000] な
[01:49:28.470] [音楽]
[01:49:33.920] ないろはちゃんさん戻った
[01:49:37.880] 戻どうしようか
[01:49:40.239] なただこれなんか頑張ればクリアまで行け
[01:49:43.000] そうな気がするんだよねそんなことないか
[01:49:51.080] なむ
[01:49:52.930] [音楽]
[01:49:57.040] 悪魔城でもいいな悪魔城ドラやろうか
[01:50:00.880] なァ
[01:50:05.159] の赤魔
[01:50:09.920] ファミ
[01:50:12.159] 744のドラキュラしてやりたいやりたい
[01:50:15.560] ラやりラ
[01:50:16.750] [笑い]
[01:50:20.080] やこ時間
[01:50:22.760] まだ配信開始2時間経ってねえぞ終わっ
[01:50:24.719] ちまったよおも744さん来ちゃ終わっ
[01:50:28.400] ちまったよなんだ
[01:50:30.760] よ1回じゃ配信えどうしよう俺さまいっ
[01:50:35.480] かいや配信1つに繋げたくねえなと思っ
[01:50:38.560] ちゃったちょっと手塚おやぽんさんアイレ
[01:50:40.639] の移植は簡単になるからなあそうなんだ
[01:50:44.199] そうなん
[01:50:45.400] だ楽魔女ちょっとやりますかちょっと
[01:50:48.000] みんなにゲーム紹介でもしようかな
[01:50:49.520] せっかくだしなんか俺レトロゲーやる時は
[01:50:51.360] さイロハスちゃんさん1回切ってくる待っ
[01:50:54.679] てるよこれからやるゲームこちらでござい
[01:50:57.719] ます744さん1回切ってもいいよいや
[01:51:02.119] 面白かったね最後の人面白かっ最後も1回
[01:51:06.760] 切る1回切ってポンさんHIKAKINの
[01:51:10.719] ブブハロYouTubeわかんねなんだ
[01:51:13.440] それてか見たHIKAKINのこの昨日の
[01:51:16.480] なんかさHKがさポンさんプルシア
[01:51:24.199] 悪魔城
[01:51:26.360] ドラキュラ手塚おさんヒキやばくなかった
[01:51:30.079] 昨日あのさなんかさ不審者に襲われてんの
[01:51:32.000] 見た変ななんかイベントに出ててさ変な
[01:51:34.840] イベントに出ててかおポンさんマイク取ら
[01:51:37.440] れそうあれやばくないあれめっちゃ怖く
[01:51:39.639] ない
[01:51:40.440] あれあれめっちゃ怖くない変なイベントの
[01:51:44.400] 司会者みたいなとこなんゲストの司会者
[01:51:46.000] みたいなとこにいてHIKAKINがね
[01:51:48.040] ステージの上なのよなんか普通に一般人
[01:51:50.440] さん何それやばいなんか普通になんかキ
[01:51:52.719] くるった一般人みたいの入ってきてなんか
[01:51:54.639] hikakにうえつって抱きついてマイク
[01:51:56.920] 奪って初めましてとかってししなんか叫ん
[01:52:00.679] であれさいや頭おかしいだけで済んだから
[01:52:03.520] 良かったけどさあれナイフとか持ってたら
[01:52:04.960] さヒカキン死んでたじゃんマジで気をつけ
[01:52:07.920] た方がいいよな警備とかさ怖かった普通に
[01:52:12.159] 笑えなかったわあれ普通に笑えなかった
[01:52:14.719] なんかさうわ放送事故だとか言って
[01:52:16.800] 1144さん邪魔みたいで手塚親ぽんさん
[01:52:21.119] あれオールスターだやばやばいよねあれ
[01:52:24.280] マジでねあんな普通にさ接近してマイク
[01:52:27.159] 奪えるような状況でやってるってすげえ
[01:52:30.199] 怖えわなんか別にヒカキンのファンでも
[01:52:33.520] なんでもねえけど大丈夫かなと思っちゃっ
[01:52:35.199] たすげえビビった顔してたもんヒカキン
[01:52:37.239] あれトラウマだろうなその後なんかご心配
[01:52:40.639] おかけしましたすいませんでしたみたいな
[01:52:42.159] さあのツイートしてたけど警誰もそう
[01:52:45.639] ツイートしてなんかねショッキングな映像
[01:52:47.920] を見せてすいませんでしたみたいなこと
[01:52:49.199] 言ってたけどいや
[01:52:52.560] 2さん僕もちゃまに抱きついていい
[01:52:56.719] だめ女の子だけです俺に抱きついてはい
[01:53:00.480] それじゃ何1回配信切っていい1回配信
[01:53:04.040] 切っていいここまでにしてちょっとすぐ5
[01:53:05.960] 分5分もしないと思うけどすぐタイトル
[01:53:08.679] 変えてハスちゃんさんいいようんなんか
[01:53:11.000] 別々にしたいわ別々にしたいなんかあれを
[01:53:13.679] あも744さんいいよ別々にしたいわ
[01:53:17.639] ごめんなちょっと待ってねお744さん
[01:53:22.480] すぐ戻ってくるすぐ戻ってくるよすぐ戻っ
[01:53:24.159] てくる
[01:53:25.880] よいろハスちゃんさん待ってるよジジさん
[01:53:30.239] 一旦おつおつ一旦おつおつちょっと待って
[01:53:34.119] ねおしっこだけしてくるわ
[01:53:36.719] じゃあタイトル
[01:53:39.320] だけツイートもちゃんとし直して
[01:53:42.840] な分かったちょっと5分休憩じゃちょっと
[01:53:45.960] ますぐすぐ配信つつけるわまたねまたね
[01:53:48.040] すぐ配信つけますまたね待機しててくれ
[01:53:50.040] おいじゃのエンディングいいやな
[01:53:53.000] エンディングいいよなエンディング
[01:53:54.960] エンディング流すいやいっかすぐ配信つけ
[01:53:57.800] ますはい最高でした最高のゲーム最後の
[01:54:00.639] 人道マジで超暇になったらこれアーケード
[01:54:03.800] 版やるわはいお疲れじんまたちょっと5分
[01:54:06.480] 10分ちょっと休憩おしっこしたい
