[00:01:15.960] ああああああああ映ってますか映ってる
[03:59:04.479] 笑ん
[03:59:06.820] [音楽]
[03:59:14.680] あでもなんかあれでもなんかすげえうま
[03:59:18.120] そうじゃないなんかすげえうまそうじゃ
[03:59:20.880] ないやめてくださいなんかすげえうまそう
[03:59:23.000] になってないおいそれにぎってらしてもい
[03:59:27.000] か
[03:59:28.840] もく
[03:59:31.960] 結果普通にうまそうなんだけどな普通に
[03:59:36.040] うまそうじゃん普通にうまそうになってん
[03:59:38.760] じゃないかはいさん1品目できました1品
[03:59:42.960] 目バカのサラダ
[03:59:45.479] バカのサラ
[03:59:47.159] です普通にうまそうじゃねえかよ
[03:59:53.319] パパパえ普通に
[03:59:56.520] 全然うまそうじゃないやった4
[04:00:04.000] ィ
[04:00:06.199] 時間携帯携帯俺今配信で使っちゃってから
[04:00:09.840] さスクショしてって
[04:00:12.960] くんスクショして誰かツイートしてて1匹
[04:00:16.760] 目バカのサラダっ
[04:00:18.960] てや
[04:00:21.120] だハンバーグ用のお皿はるの4時間4時間
[04:00:25.520] 目にして1品目です4時間目にして頼むれ
[04:00:30.520] た疲れてるよ
[04:00:35.840] もう
[04:00:39.920] あちょこ食べたいちょっと食べてみていい
[04:00:43.000] はい
[04:00:44.840] では鍋にナビを視しますかちょっとこれ
[04:00:59.060] [音楽]
[04:01:02.920] さし
[04:01:05.120] うまえ
[04:01:11.520] すげえうめえ
[04:01:14.399] いいなちゃんと料理なんだけどおパチパチ
[04:01:19.640] え普通にうまいよ
[04:01:22.199] これうん良かったねこれ
[04:01:33.319] うまいってる途中にどんどん減っていくよ
[04:01:37.319] ルシですねええやんええやんけ
[04:01:44.359] とんでもね
[04:01:47.560] だ一旦冷蔵庫入れかそうだ
[04:01:50.880] ねした方がうま
[04:01:55.120] そうラップして冷蔵庫入れれる
[04:02:01.520] わあ終わったみんなラップがねラップが
[04:02:05.239] なくなりました皆さん
[04:02:09.600] 残念あと2時間ぐらいかかりそうだし
[04:02:14.960] 呼はない
[04:02:16.720] かそんなにラップを使ったの
[04:02:21.399] かハンバーグ落とし
[04:02:24.080] たハンバーグ落とし
[04:02:27.319] た
[04:02:29.600] ハンバーグハンバーグおこし
[04:02:37.120] たちゃてあるあラッけてよかったた
[04:02:44.359] 自己備笑まラップしてあるし笑ラップだ
[04:02:48.880] からセああどれがチーズ入ってないやつか
[04:02:52.239] わかんなくなっちゃった
[04:02:56.319] よ
[04:02:59.520] よしそれ
[04:03:01.560] じゃあ焼こうと思うんだがみな
[04:03:04.640] のみの俺は今から肉を焼こうと思うどう
[04:03:09.399] 思うついに来たな
[04:03:15.920] ついに来た
[04:03:18.439] なねあの
[04:03:22.880] ね誰だ思ってん
[04:03:26.399] だこれもせ
[04:03:28.920] ちゃうちょっと待ってしかも
[04:03:33.080] さこれどうやって作んのこれってどうやっ
[04:03:36.520] て作る
[04:03:40.199] のこれどうやって作るの
[04:03:46.399] いついつ行くのこれって温める
[04:03:49.239] だけあっためるだけあっためるってどう
[04:03:51.560] やってめのレシピにあったそれもうでき
[04:03:54.920] てる書いてない温めてけるだけかしらの面
[04:04:00.080] に
[04:04:01.199] 説明てないのにいてない
[04:04:06.479] チーズハンバーグだけ缶開けてなんかに
[04:04:09.399] 出してあってみればいい開けてにせばいの
[04:04:12.960] にせばハンバーグ終わったに入れてんでも
[04:04:17.399] いいしでてもいいしめろ
[04:04:21.319] よ何これ
[04:04:24.560] 固まってるんだ
[04:04:27.439] けどえハンバーグと
[04:04:34.840] 固っあこういうもんなん
[04:04:39.640] だ
[04:04:41.399] えどうすればいいのこれハンバーグや板
[04:04:44.840] フライパンで温めるのがいいかな橋か
[04:04:47.720] なんかで隙間作ってだから湯温めたになる
[04:04:53.319] 器に出せへんやんけこれなら温めるだけか
[04:04:56.920] なみながらねえ器でに出せなくないこれの
[04:05:01.720] フライパン出せばいいよ塞がってんだよ
[04:05:05.520] なそのままスプーンで出
[04:05:10.000] そあスプーンで出すのねスプーンで出す
[04:05:14.080] ハンバーグ焼いてからそのまやればなんか
[04:05:17.120] 器
[04:05:18.880] はちょちょ洗わねえとこれま無限に出てく
[04:05:23.319] んじゃねえか洗いもが無限に出て
[04:05:27.190] [音楽]
[04:05:28.560] くるこれガラったんだけど
[04:05:32.800] ねやばい
[04:05:38.359] がびっくりしたそのままベーンて出てきた
[04:05:44.840] ブーンて出てきたね今ねすげえ綺麗になっ
[04:05:48.640] たあれ
[04:05:50.920] がこれ缶は1回洗ってから捨てないとダメ
[04:05:53.880] だな虫がきそうな気が
[04:05:58.180] [音楽]
[04:06:00.760] するてかマジ大変なんだけど
[04:06:06.000] 料理料理めちゃくちゃ大変じゃ
[04:06:11.399] ね俺が下手だからなのかな
[04:06:14.760] こういう
[04:06:15.490] [音楽]
[04:06:22.960] もすげえ難しいね
[04:06:29.830] [音楽]
[04:06:47.880] 初めててこんなにできんのすごい
[04:06:53.279] ありがとうこっから少しずつ慣れていこう
[04:06:55.880] な料理ってもんに
[04:07:06.199] よちゃんとレシピにってじゃこれはレンジ
[04:07:09.399] でいいのねレンジでチンしていいのね
[04:07:12.080] ラップがねえんだけどまいや
[04:07:15.239] 爆発しねえからさすにこれ液
[04:07:21.840] だし疲れ
[04:07:24.080] た豚の生姜焼2時間俺もかかるだろうな
[04:07:26.960] そん
[04:07:29.680] くらいやんねえだろうなやるよやる
[04:07:36.600] よやるよも
[04:07:40.660] [音楽]
[04:07:43.920] れ
[04:07:45.220] [音楽]
[04:07:53.279] っ食材あったら10分だってすごい
[04:07:59.960] ねいやこれ
[04:08:03.680] い片付けがやばいわ片付け
[04:08:08.199] がまさかお前爆発しねえよなお前爆発する
[04:08:12.279] とか言うなよ
[04:08:14.040] だから手の始めてだったらこんなもんじゃ
[04:08:16.640] ない
[04:08:17.120] [音楽]
[04:08:20.040] の
[04:08:21.090] [音楽]
[04:08:27.319] 笑笑全然ええこれこういう食べ物ですか私
[04:08:32.520] も夕飯のにハンバーグ
[04:08:35.040] 作るこういう食べ物次全然溶けてないんだ
[04:08:39.080] けど笑笑草もっとめがいるけていない笑
[04:08:45.119] 少した方がいいなんとなくしそう笑てそれ
[04:08:50.520] 何
[04:08:55.600] まだまだあご飯混ぜようご飯混ぜ
[04:09:04.960] ましょう混ぜよう
[04:09:08.720] ぜ文字とこやった
[04:09:12.650] [音楽]
[04:09:20.920] あれ米炊けたから
[04:09:23.920] [音楽]
[04:09:26.000] よすしっ
[04:09:31.880] とあいい感じに炊けてんじゃんいい感じに
[04:09:36.760] 炊けてんじゃんよしかもちょっと
[04:09:40.399] 固めいいですね
[04:09:43.560] いいです
[04:09:46.359] よほらちゃんと炊けてるいい
[04:09:50.480] [音楽]
[04:09:54.560] ね
[04:09:57.800] ああすげえ疲れちゃっ
[04:10:01.080] たすげえ疲れちゃった
[04:10:04.640] よじゃ肉焼くぜ2個ぐらい行こうぜ2個
[04:10:09.800] ぐらい2個ぐらい行きて
[04:10:12.690] [音楽]
[04:10:14.000] てしたな天がダメテーブルに並べるのが
[04:10:18.560] 料理
[04:10:20.040] あっちこれ全然溶けねえやんけこれなん
[04:10:26.119] やこんなに溶けないのこれ慣れてないから
[04:10:30.439] 疲れんでな何これ
[04:10:33.960] やばいちょっと
[04:10:38.640] [拍手]
[04:10:46.520] じま
[04:10:48.159] さんなんす
[04:10:50.760] かいに
[04:10:52.460] [拍手]
[04:10:53.920] なべ
[04:10:57.960] 焼いてそのしてもいいんじゃない
[04:11:01.680] フライパンでとりあえず食べる直にまた
[04:11:04.720] 温めたらいい
[04:11:06.880] よあで
[04:11:10.520] やろうの充電が切れそう
[04:11:20.359] こしうんまでもこんなもんなんじゃ
[04:11:27.680] ねあうま入れれるいい感
[04:11:40.920] なるじゃ肉焼くか
[04:11:44.960] 肉
[04:11:45.960] 焼く
[04:11:50.279] 肉肉をどう焼くのあやべえ充電が切れる
[04:11:53.119] やばいやばや充電切れ
[04:11:55.119] そういいやつだったなのいいやつだった
[04:11:58.560] なって肉だ
[04:12:02.080] 笑笑ありがとうお前いいやつだったよ
[04:12:05.479] かなり大きいから弱でく
[04:12:08.880] ねラパンあったててそこに疲れたちょっと
[04:12:13.760] 待って疲れ
[04:12:16.199] たフライパン温めたあああ疲れ
[04:12:24.399] たう
[04:12:26.080] がフライパンあめんのまずまずフライパン
[04:12:30.199] あめん
[04:12:31.279] の30分
[04:12:34.600] のま言うてもこれ肉焼くだけだからすぐ
[04:12:37.439] でしょ3D最でも別に大でしょ
[04:12:43.279] 引くのかな油引いていいのこれ油引く油
[04:12:46.760] 引いて
[04:12:48.560] いい油引いていいかいバターで焼くなんて
[04:12:52.800] 神かお前はいいこと言うのレオルハート
[04:12:55.359] いいこと言ったバターで
[04:12:58.159] 焼こう2個ぐらい入れちゃおうぜ2個
[04:13:01.080] ぐらい2個ぐらいでいこ
[04:13:05.119] バターでやっちゃおう
[04:13:08.800] ぜバターあるの
[04:13:11.399] かバター買ったんだよこれ買ってきたんだ
[04:13:13.720] よなんでニコえぐくないよろエロなんか
[04:13:16.840] ちょっと溶け
[04:13:20.960] てるいい
[04:13:23.119] ねバターはいい
[04:13:32.560] ねバターバターはいいねバター安いから気
[04:13:37.600] をつけてああいい音やらやらバタを置てチ
[04:13:42.399] をける
[04:13:46.479] あが
[04:13:47.340] [拍手]
[04:13:49.560] [音楽]
[04:13:57.080] ぐあれがバターだ
[04:14:01.359] ね
[04:14:03.640] バター
[04:14:05.930] [音楽]
[04:14:07.800] ねいてい
[04:14:09.680] 焼いていい
[04:14:12.040] のか焼いていいのかこれ
[04:14:15.520] ね焼いていいの
[04:14:18.199] かいいです
[04:14:21.119] か行っちゃいまんがな
[04:14:25.319] これ行き
[04:14:27.159] ますさようなら全てのハンバーグいです
[04:14:32.960] ねもう1個焼いちゃうもう1個焼いちゃう
[04:14:36.880] 真ん中少しへこませてねうん今今思い出し
[04:14:40.239] たそうだった俺たちはそうだった
[04:14:50.479] こう
[04:14:52.479] ねでている間にい感じにできてますな
[04:14:57.690] [音楽]
[04:15:00.920] 当たり
[04:15:05.080] でけえにこ2個はもう取っとくわごめん2
[04:15:09.199] 個は取っとくわ
[04:15:11.090] [音楽]
[04:15:13.319] さすに明
[04:15:17.159] 食
[04:15:25.000] で段レンジでがあるから
[04:15:33.040] ね楽しみ
[04:15:35.680] だハンダー焼いてから冷凍とした方がいい
[04:15:40.279] よ合ってるんかこれでな
[04:15:43.640] ないお
[04:15:49.680] 感じフラパの蓋ある
[04:15:53.159] よえこれごちゃごちゃ言わずにさ弱火で蓋
[04:15:57.560] する
[04:15:58.150] [音楽]
[04:15:59.960] オケト食そうな
[04:16:04.319] でハンバーグが熱すぎて
[04:16:07.600] さ問題な
[04:16:13.840] 焼けたハンバーグが熱すぎてあれに当たっ
[04:16:17.119] ちまう蓋
[04:16:18.680] にちょっと弱火でじゃあ行きますよ弱火
[04:16:26.520] で片焼けたらお水少々を入れるなるほどね
[04:16:30.600] なるほどねわかりゃんしたわかりゃんし
[04:16:36.080] たこれも
[04:16:38.399] ある全然使って
[04:16:40.840] ない全然使ったことない
[04:16:45.960] やり方色々あるからなきれ綺麗だ全然使っ
[04:16:51.399] てねえもんだて
[04:16:53.399] これ固まりそう笑笑裏返してから見て今の
[04:16:58.000] うち色々片付けおおなんか料理料理料理
[04:17:01.359] 上手あるあるだな今のうちに色々
[04:17:06.399] 片付けるもういらんからなこの辺はね卵も
[04:17:10.319] しまっちゃう
[04:17:11.439] ようん
[04:17:13.560] 片付けるね片付け大事洗いもはまあまだ
[04:17:17.119] しょうがねえとして洗いもはまだしょうが
[04:17:19.840] ねえとしてあそうだちょっとこれ豚汁も
[04:17:23.720] 豚汁もちょっとあっためてこうぬくなっ
[04:17:26.239] ちゃったから
[04:17:33.640] なすに
[04:17:35.880] なれ目離すと焦がす
[04:17:38.479] 嘘大丈夫やろ
[04:17:41.160] [音楽]
[04:17:45.080] 弱火でしょだってかなり弱火だ
[04:17:48.920] よ定期的に
[04:17:51.640] 裏返すちらっとハンバーグの下
[04:17:58.399] 見るえ全然だ
[04:18:01.620] [音楽]
[04:18:03.040] よ全然全然てかまだひっくり返せない崩れ
[04:18:07.479] ちゃい
[04:18:09.080] そう崩れちゃいそうくから
[04:18:14.479] い蓋は水入れてからでも
[04:18:18.520] いいわから
[04:18:31.920] [音楽]
[04:18:40.279] んはもう裏うわすげえいい匂いする
[04:18:51.970] [音楽]
[04:18:53.840] ムカつくあんまりいじってると
[04:18:56.520] [音楽]
[04:19:01.760] さ
[04:19:04.840] ええおおおいいじゃんグラスで煮がいいね
[04:19:17.720] [音楽]
[04:19:32.479] あんまごちゃごちゃいじりたく
[04:19:35.800] ねこ中まで火通のさ難しそう
[04:19:47.850] [音楽]
[04:19:52.279] 最悪レンジですれば
[04:19:56.000] いい水を入れて蓋するどんくらい水入れれ
[04:19:59.840] ばいいのどんくらい水入れればいいの
[04:20:02.940] [音楽]
[04:20:06.920] よちょっとねほのちょっとだけ入れるよ
[04:20:13.000] には
[04:20:14.560] くらい普に一ぱいとかそのレベルあい通常
[04:20:20.520] にだから大とかはいあと虫焼きじゃ
[04:20:28.119] も蓋もう
[04:20:31.000] いい出し
[04:20:34.960] て出して爪楊枝出さして出てくる肉が透明
[04:20:40.119] になったらってるからねうんうん火力
[04:20:43.479] ちょっと上げればいい中火とはいかずとも
[04:20:47.359] いかずともな感じにした
[04:20:51.319] わええよんええよんええよんて何時間やっ
[04:20:56.479] てん
[04:21:00.800] ねん何時間やってんねん4時間以上やって
[04:21:04.199] んだ
[04:21:05.479] もう昼飯作ろうと思ったらもう夕方だ
[04:21:09.319] よ飯することでハバー通すのただいまもう
[04:21:15.319] 4時になるよう4時4うよ
[04:21:28.479] ねやっとちょっと落ち着いた
[04:21:31.120] [音楽]
[04:21:35.119] わ煮込みハンバーグにしたいなら今
[04:21:38.119] デミグラス入れても
[04:21:40.119] いいあハンバーグしちゃおっか
[04:21:43.920] な煮込みハンバーグにしちゃおっかめんど
[04:21:46.439] くさいし
[04:21:55.850] [音楽]
[04:21:59.720] なんか昼食べてないよ食べてない食べて
[04:22:06.180] [音楽]
[04:22:07.960] ない普通に洗い物しちゃうわ
[04:22:11.560] [音楽]
[04:22:31.239] 煮込みにしちゃおっかな迷ってる
[04:22:39.970] [音楽]
[04:22:47.080] とんでもねえ洗い物量だこれワン初めてか
[04:22:51.040] もこんな俺洗いもし
[04:22:53.000] さん早せんとワンチャン
[04:22:55.760] 焦げるえあのさじゃあ
[04:23:00.399] さ2込みにしたら焦げない2込みにしたら
[04:23:04.080] 焦げないです
[04:23:05.880] か2込みにしたら焦げないこれこれ入れれ
[04:23:08.520] ゃいいんだろこれを鍋に入れゃいいんだろ
[04:23:12.720] 2個目にするとおいチーズをどうするか
[04:23:14.319] ああ参るな参る
[04:23:21.000] な参る
[04:23:23.520] なあねやばい
[04:23:26.880] みんなチーズ出とる油
[04:23:31.399] すご油すんご
[04:23:35.720] なせそんな
[04:23:38.359] だら
[04:23:40.279] たょうすっご
[04:23:43.880] 油じゃなくて水かこれあこれ水入れたんか
[04:23:49.560] 俺えもう煮込みにしますはい決めました
[04:23:52.720] 煮込みハンバーグにし
[04:23:54.680] ます煮込みハンバーグにし
[04:24:11.359] ます
[04:24:14.159] くそうまそう
[04:24:16.520] じゃんくそうまそう
[04:24:19.080] じゃんバカのハンバーグじゃねえかよ
[04:24:24.119] これああ沸騰し
[04:24:31.359] てるもうちょっと火あげよう
[04:24:34.199] よもう煮込みにしたらさ弱火だね弱火です
[04:24:40.479] かはい分かりました
[04:24:49.000] いやこれなんか出た油とアって
[04:24:53.359] さ出た油とアってうまそうじゃん
[04:24:56.560] めちゃくちゃ
[04:25:03.680] いやめっちゃうまそうやんめっちゃ
[04:25:17.680] え絶対うまいやんこんなこれ絶対うまいも
[04:25:21.680] これで完成と言っても過言ではないぐらい
[04:25:24.640] や
[04:25:27.340] [拍手]
[04:25:29.800] ん絶対うまいやんこんなもんすごくね
[04:25:34.800] 初めて作ったんですけどこれめちゃくちゃ
[04:25:37.920] うもうちょっとまもうちょっとねもう
[04:25:40.159] ちょっとね煮込みますけどもねそうあ
[04:25:44.000] やばいこれやばいこれ
[04:25:48.760] ちょっとめみんなみんな見てくれ
[04:25:53.239] あつはいもう150万点150万点
[04:25:58.279] 250万点6億5000
[04:26:02.119] 点420万20
[04:26:11.430] [音楽]
[04:26:12.640] がうまないがないんだよなカウントアップ
[04:26:15.600] していく笑笑弱火でね腹減って壊れて2
[04:26:22.000] 丁丁2点2兆点来た2兆点たださこれ中
[04:26:28.880] まで火通ってるか本当に大丈夫かな
[04:26:30.800] ハンバーグ戦闘
[04:26:33.279] 150万こしちゃだめ
[04:26:35.840] よ2頂点です点数点数つけますズチマキ
[04:26:40.760] ポイント2点
[04:26:52.560] ポツ
[04:27:07.880] ねレンジですればいいのねありがと
[04:27:13.359] 焼きだったら消ししてから少しアで包ん
[04:27:16.319] だりしてる
[04:27:19.479] わごきげん様もうこれほっとくしかない
[04:27:22.680] やろで
[04:27:31.239] も豚汁も500点豚汁も500
[04:27:35.439] 点豚汁も500
[04:27:38.840] 点ハンバーグは5億点
[04:27:43.199] ハンバーグはハンバーグは5億2万点あ
[04:27:48.159] ちゃん
[04:27:49.479] こんばんは
[04:27:55.760] ええ
[04:28:06.359] のひょひょ
[04:28:11.040] [音楽]
[04:28:15.080] いやうま
[04:28:17.159] そう点の料理でき
[04:28:25.319] てる食べる場所どこで食うからここでいい
[04:28:27.920] よなここでいいわここ片付けようここ
[04:28:30.439] 片付けてここで
[04:28:32.159] 食べようああああみんなみんなこれ俺勝っ
[04:28:37.640] てのにこれこれ
[04:28:42.199] これ買ったのに
[04:28:44.920] 笑ナッツメグ入れ忘れてんじゃねえかよ
[04:28:48.119] これじや
[04:28:51.240] [音楽]
[04:28:52.439] 笑かけえかけるかけるのもありえ実際どう
[04:28:56.640] なん入れてなかったのね食べながら
[04:28:59.840] 振りかけるえ今かけちゃだめな
[04:29:02.600] のえ今かけちゃだめ食べながら振りかけ今
[04:29:06.399] かけたらどうなんの少しかけよか今の笑笑
[04:29:10.560] ちょっとだけねもい
[04:29:12.800] 笑笑ええどっちなんだどっちなんだ今で
[04:29:18.960] もすごい匂い
[04:29:29.080] だちょこだけ入れ
[04:29:31.280] [音楽]
[04:29:41.040] たみ世界一うまい料理って知ってるね
[04:29:44.239] ところでみんな世界一うまい料理見して
[04:29:46.920] あげようか今からねところで
[04:29:50.279] みんなデブが作ったハンバーグが世界一で
[04:29:53.720] 一番うまいですはいはい5億万
[04:29:56.720] 点5億5000万点これ100億点の
[04:30:02.520] 100億点の料理でき
[04:30:05.199] たす100億点の料理いいですねんやこれ
[04:30:10.760] 5億万
[04:30:12.399] はいはいこれ2点すごくねチゲームやる
[04:30:18.560] じゃんチマゲームやる
[04:30:25.359] じゃんこれどうなんだろもうちょっと
[04:30:27.479] あめよで
[04:30:28.560] [音楽]
[04:30:31.920] も
[04:30:34.610] [拍手]
[04:30:36.560] ナツメッグちょっと入れたんだナツメッグ
[04:30:39.359] をハンバーグの完
[04:30:47.560] 仕事やめよう店だそうだこれ食ってける
[04:30:54.960] もん
[04:30:56.020] [音楽]
[04:30:58.399] 笑笑もうこれこのまま食うわこのままもう
[04:31:01.880] これ皿にして食べよう本ライスしたこの
[04:31:05.840] ままこれ皿にして食うべえ
[04:31:09.399] よ1人のみい
[04:31:12.880] オンザライスしたいねきったねえ
[04:31:17.720] キッチンなんかあの1正体が戦った後
[04:31:21.080] みたいになっ
[04:31:21.530] [笑い]
[04:31:23.560] てるセンチみたいなってる
[04:31:26.359] センチすげえなんかいろんなもん飛び散っ
[04:31:28.840] てんだ
[04:31:30.880] けどすげえいろんなもん飛び散っ
[04:31:38.080] てるいやこれはダメでしょ先生
[04:31:42.410] [音楽]
[04:31:44.439] ただまだ全然中開かそうな気がするなんか
[04:31:47.199] 中開かそうな気がする
[04:31:49.680] などうやったら確かめるんだっけどうやっ
[04:31:53.080] たら確かめるんだっけ配時間も4時間超え
[04:31:56.439] てるからね豚汁あったまってるよもう豚汁
[04:31:58.720] もあまってます多分大丈夫だと思うんだ
[04:32:01.199] 豚汁も100点
[04:32:03.080] です豚汁も100
[04:32:07.840] 点橋ぶしてた大丈夫だよ絶対押して出出る
[04:32:12.800] が透明なら出る汁が透明だっ
[04:32:18.479] たらのるんだけどもう入ってる
[04:32:24.080] から全然わかんね
[04:32:26.319] わ全然わかんねもんじゃない全わかんねテ
[04:32:31.600] 丈たら夕です
[04:32:34.680] [音楽]
[04:32:36.040] かして肉が透明なら
[04:32:39.479] 笑笑もういいと思う草多分いや切っちゃう
[04:32:44.119] と中出ちゃうのよなるとうよ多分からって
[04:32:49.359] 笑笑てれ正
[04:32:52.560] もう大そうのいない
[04:32:56.760] ねに大丈夫だ安心し
[04:33:02.080] てがもう大丈夫
[04:33:08.039] なてあさんこんばんは
[04:33:12.039] いよ奈良さん僕が世界一のシェフだって
[04:33:15.879] ことがバレてしまいましたねそう大丈夫だ
[04:33:19.199] と思う
[04:33:20.160] よ神じゃないですか
[04:33:22.879] これ神ゆ笑湯気がすごい
[04:33:32.561] のこれでございます邪魔
[04:33:36.199] ゲームもう火止めよう分かったあと余熱で
[04:33:39.799] ちょっと待て余熱でちょっとここ置い
[04:33:41.520] とこう
[04:33:42.520] 列でちょっと食卓を用意しよう食卓
[04:33:46.879] をいやいいの料理ってなこういうもんなの
[04:33:50.799] よなんかすごい濡れてるここ何なんでここ
[04:33:53.920] こんな濡れ
[04:33:55.369] [音楽]
[04:33:59.959] てる料理ってのはこうなのよおら知らねえ
[04:34:03.680] と思うけどななかなかみんなに難しい話か
[04:34:06.400] もしんねけど料理ってのこう
[04:34:09.320] なやいいの
[04:34:12.959] えの食の時間これ洗うん
[04:34:16.199] だる洗うの
[04:34:25.561] しんどお前が一番知らねえだろたまらなく
[04:34:30.080] ないですかつも料理をジャンプで買ってる
[04:34:33.119] から何か作ろう
[04:34:36.959] 笑ちょっと待って今ね食卓を用意してます
[04:34:39.799] よ
[04:34:43.080] タック世の出ってる人たすごい
[04:34:46.509] [音楽]
[04:34:51.879] なCの
[04:34:57.920] 食卓いやええやんええや
[04:35:01.400] んええやんええやん
[04:35:18.920] ちょっとお茶碗もちょっとあれしない
[04:35:23.600] といやもう洗い物が
[04:35:27.160] やばいえぐい洗い物の量が
[04:35:46.220] [音楽]
[04:35:49.199] お米も炊けてますがなお米も炊けてますが
[04:35:53.080] な
[04:35:59.320] な今僕は唐揚げ作っておりますよ最高
[04:36:06.039] 優勝ま付き合わせ汁がじるってのが
[04:36:09.160] ちょっとなんかすごい和風になっちゃって
[04:36:10.400] んだけどそれはそれ
[04:36:19.160] やわ腹減ったやっと1食目
[04:36:23.199] 今日見てお母さんやんこんなん作れんの
[04:36:27.039] ママしか作れへんやろこんなんママやん
[04:36:30.920] ママの料理じゃんおいしそう
[04:36:35.199] うまい絶対うまいでしこんな何これうま
[04:36:38.199] そうすごくない豚汁おポコミ
[04:36:45.400] 消俺が世界一のシフだってこと世界にばれ
[04:36:49.240] ちゃった
[04:36:50.400] みたいね俺が世界一のシフだってことが
[04:36:53.520] 世界にバレちゃった
[04:36:55.160] 今日たまたま中央
[04:36:59.680] のやばない
[04:37:03.799] に普にやばいよ
[04:37:06.920] ね仕事やめよう仕事やめよ早く店出そう
[04:37:14.680] れだとあれださささみとささみとささみと
[04:37:22.600] ごぼごぼのなんか
[04:37:25.959] サラダすごくないバターからの
[04:37:30.240] バにひっくり返しそうで怖い
[04:37:34.199] 笑笑おこんなものまでバカサダって
[04:37:39.240] 呼ぼうどうやって映そうかなまず調理し
[04:37:42.439] とろうな笑笑どうやって映そうか
[04:37:45.920] な食卓が見え
[04:37:49.400] たさすがお料理
[04:37:53.840] なすごい
[04:37:56.639] でしょどうやって映そうか
[04:37:59.320] なめっちゃお部屋見えちゃったよ笑俺が
[04:38:03.080] うまいこと映る
[04:38:07.400] さいかここで食うかなんかどくせえしが俺
[04:38:10.879] のここで食べよあ画格めんどくせえ色々
[04:38:14.760] やんのごちゃごちゃやんのめんどくせえ
[04:38:16.199] からさどれでこの食もうDSお前はもう
[04:38:19.639] いいぞそこご
[04:38:38.080] 苦労では1食で実食
[04:38:43.160] ごちゃごちゃしてるうちにドガ
[04:38:46.600] がしんこんなフライパン初めて見たやっ
[04:38:50.160] てる間にハンバーグ肉焼用のスライパン
[04:38:53.920] フライパンなんだよこれ肉を焼く用の
[04:38:58.039] フライパンバーガーバーガーやった時に
[04:39:01.879] 買って1秒で使わなくなった
[04:39:11.680] ってたねそれ
[04:39:14.279] 笑笑思い出した笑よこのタイプで方形の
[04:39:19.600] フライパン持って
[04:39:21.920] ますいや普通に最高か普通に最高なんじゃ
[04:39:27.199] ないのこれ
[04:39:41.878] これで文句やつ
[04:39:44.320] いる決めたこれ料理名これで文句やついる
[04:39:48.840] 定食これ文句言うやついる
[04:39:52.000] 定食これで文句言うやついるか定食でき
[04:39:54.920] まし
[04:39:56.000] た
[04:39:58.360] あた最高
[04:40:00.600] ですこれで文句やついるか定食はい
[04:40:06.000] 最高あり
[04:40:11.638] これはもう部活終わりこれ出てきたらもう
[04:40:15.360] 泣く
[04:40:17.120] でしょ部活終わりこれ出てきたら泣くよね
[04:40:21.080] いきますちょっと食べていいです
[04:40:24.200] かもうもうもう
[04:40:28.718] さちょっとこれ
[04:40:32.200] 弾はい神ですとはいこういうの神なんです
[04:40:37.030] [拍手]
[04:40:38.360] ねれお母さんや奥さんたはそんなちょっと
[04:40:43.638] さたまんなく
[04:40:46.280] ないたまんなくないちょっとさこれさ
[04:40:48.480] ちょっとさ中見てみようよ応して笑笑まさ
[04:40:52.680] 赤かったらどうしよう行くよえがもう反則
[04:40:56.320] やっと食べられるねあでも大丈夫
[04:41:00.280] そう大丈夫そうだわ大丈夫そうしかも
[04:41:03.840] ごめん間違ったチーズ入ってのこっちだっ
[04:41:05.440] たチーズ入ってる方をやるべきだったわ
[04:41:08.200] 888
[04:41:14.210] [音楽]
[04:41:22.040] 食てくださいよ
[04:41:26.730] [音楽]
[04:41:40.240] 消飯
[04:41:44.958] 飯
[04:41:46.718] わ涙出るわ絶対
[04:41:50.280] う涙
[04:41:53.440] 出るはい神草いやたまらんなこ
[04:41:57.878] おいで作った汁も汁失礼し
[04:42:03.638] てすごくない今日初めて料理したんですよ
[04:42:07.400] 僕いるる
[04:42:11.638] 自分ういでょが
[04:42:14.878] ういういしかえなる汗なのか涙な
[04:42:22.400] のんバカみに
[04:42:25.400] ううじる功初めてでこれ本当にすい
[04:42:32.520] です
[04:42:34.360] もうお母ちゃんに感謝しようなに耐えてく
[04:42:38.680] ったで吹いちゃったうまえちょっとね
[04:42:44.160] ハンバーグやばいよ良かったのバーグ
[04:42:47.600] ハンバーグバーグこれクソうめえ
[04:42:59.760] わうどうもっと食べして明日は込んでくう
[04:43:07.878] たなんか余
[04:43:31.080] ハンバー
[04:43:35.160] ねご
[04:43:36.878] と鶏ささみの
[04:43:40.040] サラダぼに鶏ささみをあえ
[04:43:44.600] てレモン汁と醤油と砂糖でちってやった
[04:43:49.440] だけで簡単だよこんないやこんな簡単だ
[04:43:51.878] からうんこんな手料理なんかマジですぐだ
[04:43:55.798] よ本当こんな
[04:43:59.840] すぐこんなえ使い方教えてあげよっかいや
[04:44:04.360] 俺マジあ好きだから料理超好きで
[04:44:07.680] さ好きだから
[04:44:13.600] 1回1回できたら1回できたらもうこれだ
[04:44:18.200] えなんかさハンバーグとかうまい
[04:44:20.718] ハンバーグの作り方知っ
[04:44:22.320] てるうまいハンバーグの作り方とか知っ
[04:44:26.000] てるまじでいつでも言うよいつでも教える
[04:44:30.360] えマジなんならマジで全然Discord
