[00:00:44.559] おはようおはようはいさ
[03:54:57.279] たえるピザ
[03:55:02.600] [音楽]
[03:55:19.439] り顔の大きさくらいだから
[03:55:24.120] M
[03:55:29.080] 5000円てきたああい
[03:55:33.279] あいこんにちはこれって自分の娘育てる
[03:55:36.880] ゲームです
[03:55:38.000] かんこんばんは
[03:55:41.960] ただいまてんトイレ行もう食事してないや
[03:55:46.319] 今終わったんやここで1回これ全部一気に
[03:55:49.720] 1回で食うと思った俺があとも夜ご飯
[03:55:53.720] やそうですよ何あの体系東京に遊びに来
[03:55:58.479] たりするまたまにかなたまにかなたまに
[03:56:01.520] 食うと思ったさすがになさすがにな
[03:56:06.600] え
[03:56:08.279] あお働け働けたまにか今日は今日はを崩し
[03:56:15.159] ちゃったプリンセスメーカー
[03:56:17.920] 1可愛い娘を育てて
[03:56:21.319] ますやべ気品がどんどん下がってくあ
[03:56:25.120] 行こう行こう行こうマジで行こうマジで
[03:56:27.780] [音楽]
[03:56:29.920] 行こう壊すのは別の家だったのちょっと
[03:56:34.000] これ
[03:56:35.080] さあちょっと待っ
[03:56:41.399] て
[03:56:43.239] よし8円うまい
[03:56:45.880] え季節が変わります秋ですか秋なんですね
[03:56:50.840] 衣がしましょうこのゲームなんとこの
[03:56:53.960] 衣替えがあいだいぶ上がっただいぶ上がっ
[03:56:56.640] たけどさっき外出たけど結構でかくなって
[03:56:58.840] きたなあのねさっき出たけどちょっと全然
[03:57:01.560] はたなかったやっぱレベルが断念んだろう
[03:57:03.439] な着替え秋服この機能いるのか果たしてあ
[03:57:08.960] 何この何この
[03:57:11.159] なんかなんかチャオズみてな
[03:57:14.920] チャオズみてな服んだったな急にな腕力の
[03:57:17.439] 問題かなや腕力必要腕力が必要腕力が腕力
[03:57:23.199] 必要かな疲労高い
[03:57:27.319] な
[03:57:29.880] フライデー
[03:57:33.279] チタンえでも節が変るってたか秋
[03:57:40.159] でしょどうすっかなここ
[03:57:44.359] だよな歌えるんかよ
[03:57:47.159] 笑
[03:57:49.040] えぞフライデーフライデーチャイルダン
[03:57:53.159] ちょっと待ってここでさ着ぐるみじゃない
[03:57:55.479] ぬいぐるみ買ってあげてもいいんだけど
[03:57:56.960] そうす金がなくなっちゃうのね腕力もあげ
[03:58:00.239] たいしまでもいっかかねしょうがないな
[03:58:02.640] これ買ってやろモラルが上がるし気品が
[03:58:06.680] どんどん下がってるさ200あったんだぜ
[03:58:09.720] さっき200あったもん
[03:58:12.399] よありがとうお父様可愛い私のこと気遣っ
[03:58:17.120] てください
[03:58:21.159] 可愛いえっとじゃアイテム使っ
[03:58:25.120] てぬいぐるみ使ってこれで疲労はほぼゼで
[03:58:29.000] ねになってさちょっとでも
[03:58:32.040] な体力100おいいじ体力100いったら
[03:58:35.120] でかいな評価100HP101あHPと
[03:58:39.479] あのね体力は一緒だから力けるじゃ
[03:58:44.319] ちょっと腕力腕力上げようも気品はもう
[03:58:47.359] いい
[03:58:48.159] や色気あげたいのに色気上がんねえじゃ
[03:58:51.560] ねえかよどうやってあげん
[03:58:55.180] [音楽]
[03:58:56.600] だあこの街で彼を彼女を知らないの潜り
[03:59:00.680] だって上品な感じがするちょっと可愛気が
[03:59:04.319] ないって気もするがバーカてめえの見るが
[03:59:06.920] ねえんだろカス俺の娘じゃい可愛毛の塊
[03:59:10.640] じゃえっとじゃあ腕力を
[03:59:14.840] 育てようまここだろなじ人人足人足か
[03:59:21.120] な体力も上げたいちはあきこりは
[03:59:26.600] [音楽]
[03:59:28.359] 腕力腕力腕力やった後じゃ
[03:59:32.279] ちょっと疲労を取り出してあげよっか休ま
[03:59:35.239] せてあげよっかでもそうそうモラル減るん
[03:59:36.840] だよ
[03:59:37.840] ね難しいんだよなさすがにバカンスに行く
[03:59:41.319] 金はねえしあもうこれ地獄だなここ地獄
[03:59:44.479] 地獄ここきこりきこりもうここ地獄で
[03:59:48.359] 頑張れお前なら
[03:59:51.399] 行ける
[03:59:54.439] はい大成功大成功大成功いいね大成功いい
[03:59:59.319] よおすげえ大成功引くじゃんえなんでなん
[04:00:03.560] でなんであやっぱ疲労が少ないからかおお
[04:00:08.239] うめえここのカ
[04:00:11.840] はいはあやっぱこれヒローがな大事なんだ
[04:00:17.040] なヒロー0かつHPすげえ高えからわいい
[04:00:22.279] ね大成功引くねあいいよ1回ぐらい1回
[04:00:26.279] ぐらいいい
[04:00:28.359] よ稼ぐなあ基本があれだみんなあんな
[04:00:32.199] 頑張ってあげた気品が100切るわ
[04:00:33.920] そろそろ
[04:00:35.040] 上がるしいねそろそろ気品が100切るわ
[04:00:39.479] もう様に合う夢はもうつえたな
[04:00:44.399] が人のいる方へ倒れて怪我人が出た
[04:00:49.239] の若い苗を伐採しちゃっ
[04:00:53.930] [音楽]
[04:00:57.680] たよしよしいやでも稼げるな
[04:01:01.800] うお武術の方であ何武術の方で会うことも
[04:01:06.279] できんのえ標いやだって
[04:01:11.760] さお金がたまんないんだもん力仕事しない
[04:01:17.040] と相当疲労来てるよね多分この子ねこの子
[04:01:20.439] 多分疲労来てるよねかりね64こいつを
[04:01:24.000] うまいことまたうまいことあのあれして
[04:01:28.600] やる
[04:01:29.880] としてやるとめちゃくちゃHP上げて
[04:01:34.560] ちょっとね外に行きたいの俺街の外に出て
[04:01:37.800] 冒険したいんだよのないと無理だと思う笑
[04:01:42.040] 女が女がさあんまり体張って会いに行く
[04:01:45.920] ことねえよなあでもこれ気品上がるT
[04:01:49.359] カップいやでももうなえけどなけけど1個
[04:01:53.439] 買ってやるはしょうがね女に力いらない歌
[04:01:59.580] [音楽]
[04:02:04.960] のめ根性減るんだよまでも18歳までて
[04:02:10.000] 言ってたいまだ
[04:02:12.840] 焦る全然焦る必要ねえよ小学校の時は野球
[04:02:17.199] 部に入った女の子が高校入ってクソ可愛く
[04:02:19.279] なったりするだそういうことだよ校あの小
[04:02:22.279] 学校まで男にまさってよ野球やってた
[04:02:24.760] 女の子が高校入ったらくそ可愛かったり
[04:02:26.479] するだろが一緒だよ変わんねえですやだ
[04:02:29.399] いやいらねえよ13歳にいけ
[04:02:32.960] なんて大丈夫だよまだどうにかなる
[04:02:36.399] よよしそんで時代嫁入り早くない知らない
[04:02:42.560] そうなのそう
[04:02:45.479] なんよしあ収穫祭かわこ今期やばいな収穫
[04:02:53.239] 祭やばい舞踏会出てみる今年舞踏会出て
[04:02:56.760] みよっかなさすがに無理かまだ無理だ
[04:03:00.140] [音楽]
[04:03:02.040] ないや
[04:03:04.000] ミスコンミスコンかリンダホルツエロ
[04:03:08.760] リンダホルツ俺どこにいんだ
[04:03:12.040] よあ
[04:03:14.399] 揃えばオみたいなのは聞いたことある13
[04:03:17.840] から16とかがやなマジ
[04:03:21.130] [音楽]
[04:03:23.199] でうわ時代なんか10歳くらいで嫁入りし
[04:03:27.359] たのがいるくらいだ
[04:03:30.800] からねえ太陽の神将がさ穴になっちまった
[04:03:35.720] 俺買収
[04:03:37.900] [音楽]
[04:03:40.800] しようやめよ
[04:03:44.120] だ
[04:03:46.279] から
[04:03:48.920] いやいやもう穴に
[04:03:53.399] もうわもうだめ
[04:03:57.040] [音楽]
[04:04:02.159] だ頼む
[04:04:05.920] あうわプロポーションだお前おっぱい自分
[04:04:10.960] で寄せてあげてんじゃねえかよけんなだ
[04:04:13.880] クソエロいわあいつクソエロいわ
[04:04:18.080] あいつうんこん中でこん中で抱くんだっ
[04:04:21.760] たらリンダだ
[04:04:22.720] [笑い]
[04:04:25.800] な何ですかハリセンチョップこの中
[04:04:29.960] ハリセンチョップさんやみたいだったバラ
[04:04:33.319] ドルって何バラエティ
[04:04:37.430] [音楽]
[04:04:41.439] アイドルくそ
[04:04:44.580] [音楽]
[04:04:47.279] バラエティアイドルやねなんでバ
[04:04:50.720] バラエティアイドルなっちまったんだよ
[04:04:55.280] [音楽]
[04:05:14.640] これどうでもいいこの舞踏会俺興味ない
[04:05:17.680] こんな武術でしかあのあの人の前上に立て
[04:05:22.920] ねえやつら興味ねえよ俺あウルフチーフ
[04:05:26.359] だってよかったね
[04:05:27.640] はいおめでとう
[04:05:30.279] いいんだよあんな大会なんかで優勝でき
[04:05:33.000] なくたって別に
[04:05:35.920] よちょっと
[04:05:37.920] ね疲労回復やもう根性が下がる
[04:05:45.520] これ疲労してんでしょかなり69疲労ある
[04:05:48.359] んだけど
[04:05:50.640] な
[04:05:54.350] [音楽]
[04:05:55.439] えいやまあでもちょっと行くしかねえよな
[04:05:59.560] お疲れわお疲れおはよう行くしかねえなで
[04:06:03.080] も
[04:06:04.279] な地獄ひりり速もう今月も地獄ですもう
[04:06:11.199] しょうがねえよだっそうし金集まんねえ
[04:06:13.159] もん
[04:06:14.520] バシのことか働け
[04:06:17.120] はいおいい
[04:06:19.520] じゃん大成功稼ぎりゃいいんだよ今日は
[04:06:23.120] ですね渡る今日はねプリンセスメーカー1
[04:06:26.319] やってます理想の娘を育ててます
[04:06:30.040] プリンセスから
[04:06:31.880] るしょうがしょうがねえんだっ
[04:06:38.120] てめちゃくちゃおしえめちゃくちゃ神ゲだ
[04:06:42.080] よ若いを
[04:06:47.239] 橋ちゃんにさのスあ
[04:06:53.600] あのが人の色方へ倒れ
[04:06:56.680] ても期待できる
[04:06:58.880] ねをもう全然だめだ
[04:07:02.870] [音楽]
[04:07:05.560] こいつが壊れちゃったお
[04:07:12.520] なえもいちゃんねはいあの俺娘ができたら
[04:07:17.120] 自分の娘にお花の名前をつけてあげたかっ
[04:07:20.120] たんだよねお花の名前をけあげ壊れちゃっ
[04:07:23.760] た家のことしながらやかロちゃまちゃんの
[04:07:27.960] 育ちゃったいやむずいんだよこれあれれあ
[04:07:32.840] だめだやっぱもう疲労が高すぎてだめだね
[04:07:35.159] これねもう疲労が高するじゃなくておお花
[04:07:40.040] から
[04:07:41.640] 仕事なんならりしてるえもうでもしょうが
[04:07:46.000] ないこっからはあ季節がこれ冬だ
[04:07:49.680] な
[04:07:54.750] [音楽]
[04:07:58.840] 冬でもこれわあ冬服可愛いじゃない
[04:08:03.600] ほら冬服可愛いじゃない
[04:08:09.960] ほら橋元バやべえ
[04:08:14.000] 足音バクソだせ疲労がやばい92これは
[04:08:19.640] 回復させないとまずいす
[04:08:22.080] ねアイテム買おっかじゃなんかアイテム
[04:08:26.040] 買ってやるじゃえ
[04:08:29.520] 道具けんだよな高いんだよ
[04:08:35.680] なかがいいな2目は橋本
[04:08:39.220] [音楽]
[04:08:41.239] 作ってぬいぐるみモラル10アップして
[04:08:45.720] 疲労30回復すんだよこれ強えんだけど
[04:08:51.080] さ150円するそうすると教育受けらん
[04:08:54.640] なくなっちゃうんだようまいことできてる
[04:08:56.319] よ
[04:08:58.399] なありがとうお父様私のこと
[04:09:02.960] 気づかこれ疲労が半減し
[04:09:05.840] ますほん
[04:09:08.600] でアイテムを使うことによって
[04:09:13.680] マイナスすることができるよしうまいで
[04:09:16.159] モラルもプラ10残り300円はこれ教育
[04:09:19.560] に使うわここ教育の月今度はここは
[04:09:25.000] 教育初段初段初段初段やってお金使った後
[04:09:31.439] 橋だ
[04:09:33.040] なくそエロいやつじゃん橋本アくそエロい
[04:09:37.520] やつなえっとま速やきこりだよね腕力上げ
[04:09:44.000] ねえ
[04:09:45.319] とでもほらちょっとずつパラメーターさ
[04:09:49.159] 上がってきてるよねま気品下がったな
[04:09:52.680] 200あったのにあバランスよくちょっと
[04:09:55.920] 上げてみましょう
[04:09:58.340] [音楽]
[04:10:03.199] はいレベルやっぱ5ぐらいになんねえと
[04:10:06.080] 多分これ外歩けねえよ
[04:10:10.880] ななんだか疲れちゃうランりんルンレン
[04:10:15.479] ロンでてランりんはまだいいけどランりん
[04:10:19.000] ルンレンまではいいけどロンて中国人や
[04:10:23.520] ルンも変だ
[04:10:25.680] けどやめておき
[04:10:28.319] ます
[04:10:31.119] ええ
[04:10:34.720] はいどんくらいでレベルアップすんだ90
[04:10:37.279] でレベル4か
[04:10:39.080] なああまだ分かんね100か100で
[04:10:42.560] レベル4かな
[04:10:45.080] なんだか疲れちゃってひたまりやすいな
[04:10:49.000] やっぱ
[04:10:51.439] なああ100いか
[04:10:54.399] ね
[04:10:56.640] はいやめておき
[04:10:59.359] ます
[04:11:01.399] ええまでもこんだけ166円余ってんだぜ
[04:11:05.000] 結構うまく
[04:11:05.710] [音楽]
[04:11:07.520] ない集合場所を間違えて違う山に行っ
[04:11:11.119] ちゃったのアホや
[04:11:16.720] 腕力も上がってる根性もいいね根性
[04:11:19.040] めっちゃ上がってん
[04:11:20.279] じゃんいいじゃん根性ある女好きだぜ木を
[04:11:24.479] 傷だらけにしちゃっ
[04:11:27.159] た木を斧で傷つけちゃっ
[04:11:32.880] た木が人のいる方へ倒れて怪人が出たのま
[04:11:37.040] でも金200あれば
[04:11:38.840] ね60かまま
[04:11:42.239] ままでここで疲労をまた回復させてや
[04:11:45.680] なきゃいけないにりをさせる
[04:11:48.920] 怖しょうがねえだろうがしょうがない
[04:11:52.439] だろううちはなお金がないんだお父さん
[04:11:56.560] 働いてないからお父さん働いてないから
[04:12:04.720] な体の丈夫な子って聞いたけどねちょっと
[04:12:07.520] 可愛毛がないうんまままでもそれ言われて
[04:12:09.880] もしょうがねえな可愛毛は確かにちょっと
[04:12:12.159] なくなってきてるような気もし
[04:12:13.930] [音楽]
[04:12:16.640] ますまあな力仕事ばっかさせてっかんな
[04:12:20.800] この子行くプリンセスになるから大丈夫だ
[04:12:24.520] よまだあと5年以上あんだぞ大丈夫だよ
[04:12:29.279] なる
[04:12:30.080] か任せ
[04:12:32.920] とけ約束買っとこうちょっと次外出るわ
[04:12:40.450] [音楽]
[04:12:44.800] ぬいぐるみ買う
[04:12:47.199] かどうしようかな
[04:12:50.199] これぬいぐるみ勝って疲労回復かまたいや
[04:12:54.000] でもこんなことやたら金たまんねえ
[04:12:57.000] よニートが娘を馬のように働かすニート
[04:13:01.159] じゃねえ勇者って呼べ
[04:13:03.439] よニートじゃねえよ勇者って呼んでくれ
[04:13:13.239] これでもヒロ38
[04:13:15.439] でしょ1回休ませなきゃやべえか
[04:13:19.820] [音楽]
[04:13:23.800] な休ませやっかじゃ
[04:13:26.319] ここ休ませて稼いで休ませ稼ぎの
[04:13:34.399] 教育
[04:13:36.479] ああまちょっと中旬で100ドル稼がない
[04:13:39.439] と死ぬけど
[04:13:40.479] ね稼げるでしょおやみか暇になっちゃうね
[04:13:46.159] いやいい
[04:13:47.840] でしょ全回復兼ねねえからできねえけど
[04:13:51.279] うんまあまあまあでもだいぶうんだいぶ
[04:13:53.920] 取れたいいよいいよいい
[04:13:56.000] よほんでこっからまたちょっと頑張ってこ
[04:13:59.000] 100ドル以上稼げ
[04:14:01.000] よ
[04:14:03.239] オいいね最高いいじゃないはい余裕あ
[04:14:08.279] ちょっと何やってんえ穴を掘るんじゃなく
[04:14:10.680] て埋めるんだったの
[04:14:15.270] [音楽]
[04:14:16.399] はあシャベルが壊れちゃった100ドル
[04:14:19.840] 稼いでくれよしよしよし危ねえ108え
[04:14:25.080] ほんでここで100ドル使うと金が全然
[04:14:28.399] たまんねえ金がたまんなすぎるでしょ
[04:14:32.600] あ100いったよ110120とかかな
[04:14:37.199] 疲れちゃってレベル上がんないねレベル3
[04:14:40.239] のまんまだなんだか疲れちゃっ
[04:14:45.660] [音楽]
[04:14:51.279] てはいまあまあいい
[04:14:53.960] でしょうやめておきますちょっと外出てみ
[04:14:57.279] たいなええちょっと外出てみたい
[04:15:00.780] [音楽]
[04:15:05.479] なやばいもうこれ根性下がる
[04:15:09.520] ん外出てみたいな
[04:15:13.199] えっと
[04:15:15.310] [音楽]
[04:15:19.960] じゃあもう1月時間くんないもう1月時間
[04:15:23.760] くれここでちょお金ガンガン稼いで次
[04:15:28.560] バカンス行って回復してうんここごめん
[04:15:31.800] ちょっとまた拾54じゃまずいなでも金も
[04:15:36.760] ねえんだよなこれ疲労回復できねえじゃん
[04:15:43.119] こういう時でどうすんの
[04:15:44.340] [音楽]
[04:15:47.080] よ金もねえ
[04:15:49.430] [音楽]
[04:15:51.760] でダメだよ
[04:15:55.359] ね
[04:15:57.870] [音楽]
[04:16:03.920] はーいああもうここまでしか行けねえん
[04:16:09.040] だ参ったなこれそんな前髪
[04:16:13.640] うるせえなうるせえ
[04:16:17.080] な
[04:16:20.640] えっと行ってみるかなん
[04:16:24.399] だ体力回復しねとなんでいや色上げらんね
[04:16:29.680] んだよいつなた色俺さもう色気しかあげ
[04:16:32.239] たくねえのに色気しかあげたくねえのに
[04:16:35.119] 色気上がんねんだよ金がねえから休ませて
[04:16:38.720] やることもできねえしなこれちょっと
[04:16:40.439] ごめん地獄の獄の稼ぎやるわもう失敗して
[04:16:44.279] もいいわしょうがねでここでだから休
[04:16:49.479] バカンス行って休むかいや違うそんな必要
[04:16:55.000] はないお前はもう地獄のように
[04:16:57.960] 働け俺は家でピザ食ってる
[04:17:00.800] からうん俺は地獄で家でピザ食ってから
[04:17:04.040] お前働いて
[04:17:06.399] こいで足を崩しちゃったが高いと
[04:17:13.000] 俺勇者様なんだよ俺はじゃなくて埋めるん
[04:17:15.960] だったの世界が滅びそうになった時に
[04:17:18.040] 頑張んなきゃいけねから普段は頑張んなく
[04:17:19.520] ていいんだよおが頑張んだれないMじゃ
[04:17:22.680] ないよLやパパ
[04:17:26.080] えおら働けお前は顔真っ暗うわ気品が47
[04:17:32.319] まで下がってるが怖200あったんですよ
[04:17:35.560] 200200あったのにえ穴るんじゃなく
[04:17:39.640] て埋めるんだったの
[04:17:42.650] [音楽]
[04:17:44.199] え穴を掘るんじゃなくて埋めるんだったの
[04:17:47.479] これやべえ
[04:17:49.279] な始めた時は優しい父親やったのにどこっ
[04:17:53.680] たが壊れちゃった少しずつ本が
[04:18:01.560] えもうど仕事しかさてねえじゃねえかが
[04:18:05.279] 160まで上がってその代わり200あっ
[04:18:07.920] た気品が47まで下って
[04:18:11.060] [音楽]
[04:18:13.199] 集合場所を間違えて違う山頭まで悪くなっ
[04:18:16.399] ちまったこの
[04:18:18.720] 女オまこんだけあれば体力回復できる
[04:18:22.119] でしょ1回回復に全りするよあ衣替えの
[04:18:25.560] 季節です皆さん手動で衣替えしなきゃいけ
[04:18:28.520] ないこのゲームは意味があるのかないのか
[04:18:30.520] わかんないけど着替え春服だ
[04:18:34.159] なああいいじゃ
[04:18:37.199] ないなワンパ少女みたくなっちまったな
[04:18:40.159] えっと今疲労いくつあんだよお前
[04:18:45.080] えぐ
[04:18:46.319] 119これはまずいす
[04:18:50.950] [音楽]
[04:18:52.720] ねありがとうお私
[04:18:57.439] の60まで下がりましたえアイテム買っ
[04:19:03.560] てアイテム買って疲労マ30のお人形買っ
[04:19:08.520] てバカンス
[04:19:10.239] 行こういいじゃんこで外出れる
[04:19:15.000] わ1個でくか140円あってバカに
[04:19:18.119] 100ドルかかる
[04:19:19.630] [音楽]
[04:19:24.479] からぬいぐるみ買っ
[04:19:28.159] て使って疲労が今多分残り30ぐらいだよ
[04:19:31.640] ね多分ね疲労残り30ぐらい
[04:19:35.000] でしょ2929だったらバカンス行けば
[04:19:38.479] 回復できんじゃ
[04:19:40.520] ねあそれかあれか
[04:19:46.040] エンドレスしゃあないやん
[04:19:48.279] けしゃあなんやろえっと
[04:19:53.439] えっと
[04:19:54.960] えっとバカンス
[04:19:57.359] 行こうバカンスアンドやませアンド行よし
[04:20:02.040] これで行こうよしよしよしこれで行こう色
[04:20:04.680] ゼロ感してるなんかあま色色気ねえよ
[04:20:09.000] な可愛い
[04:20:13.119] これは可愛いこれは可愛いから
[04:20:15.960] 許す鼻がとてもきれだ可愛いでしょ可愛い
[04:20:19.760] んだよそうこの子めちゃくちゃ可愛いんだ
[04:20:23.640] よ
[04:20:25.199] おでなんでその服に戻るんやよそ行きの服
[04:20:29.560] だったからじゃねえのおいなんで止まって
[04:20:31.720] んだよこれ何ロードしてんのの服何これ
[04:20:34.760] ロード止まってる
[04:20:38.319] よなんやあびした私
[04:20:43.239] 確かに想像以上に回復ししまったま疲労
[04:20:46.800] ゼロにして疲労ゼロあすげえモラル減ら
[04:20:49.840] ねえやたら疲れが取れたわオケよしじゃあ
[04:20:54.399] こっから武者修行ですきますあ行ってこい
[04:20:57.479] 行くぜちょっとね薬草大量に買ったから
[04:21:01.960] よし行こうよしよし薬草大量に買ったから
[04:21:05.720] いやここでレベル上げと金儲けができるい
[04:21:08.080] ちゃいいんだよな働いてうとて現実世界
[04:21:12.760] その日の車感が父からお父ちゃんになっ
[04:21:15.880] てるやんけあお父ちゃんえ嘘今お父ちゃん
[04:21:18.840] て言ってた最悪父上って言ってたのに品が
[04:21:23.479] ねお父ちゃんになっちゃったまった
[04:21:27.960] なお父ちゃんになっちゃたあべえエロなん
[04:21:33.640] やえなんでここでなんかなんでここで
[04:21:37.040] なんかさあのWindowsのエロゲー
[04:21:39.080] みたいな感じのモンスターが出てくんのね
[04:21:42.159] やんモてしなモンムスじゃねえかよ
[04:21:47.440] [音楽]
[04:21:48.960] モンムスエロゲや
[04:21:52.880] んよし確かカモだろこつねいやでも強いっ
[04:22:00.420] [音楽]
[04:22:01.840] ていやつええっ
[04:22:05.210] [音楽]
[04:22:09.439] てつええ
[04:22:14.720] 4
[04:22:16.840] ナイスいや経験値4じゃ
[04:22:20.640] よただこれ1回戦闘終わると全回復だから
[04:22:25.080] そこはまあねどうにかなる
[04:22:28.399] ねURL省略T
[04:22:33.960] テレビに行くちょっと待っ
[04:22:39.800] て回復しまったお父ちゃんって言ってたま
[04:22:43.319] ヒロゼロにしてヒロゼロあすげえモラル
[04:22:46.359] 減らねえやつたら力が取れたわオッケー
[04:22:50.119] よしじゃあこっから武者修行
[04:22:53.640] ですお父ちゃんになってる乳上って呼んで
[04:22:57.880] くれよ父上って呼んでくれよやだよ俺
[04:23:01.880] お父ちゃん
[04:23:03.920] は悲しい現実
[04:23:08.420] [音楽]
[04:23:12.560] いやちょっとねなんでこんな防御力低いの
[04:23:16.600] こいつなんで50とか聞いてんの
[04:23:20.239] お父ちゃんお父ちゃん
[04:23:23.159] お父ちゃんお父ちゃんお父ちゃん
[04:23:28.640] 強いすぎるって敵どんどん強くなって
[04:23:31.560] なんか敵めっちゃ強くなってないこんな
[04:23:34.439] 40とか食らわなかったよ
[04:23:36.580] [音楽]
[04:23:38.960] ね
[04:23:41.439] うわうわもう何これ
[04:23:44.720] 全然全然あれじゃねえかよ
[04:23:49.560] あやったら相手がうんあれだよあのうん
[04:23:54.080] そういうこと始まるんじゃないそういう
[04:23:56.080] そういう攻撃もあるんじゃないそういう
[04:23:58.960] 攻撃もプレイヤーがレベル上がると敵も
[04:24:01.359] 上がるじゃあもう意味ねえやんじゃあ一生
[04:24:03.680] レベル上げねえ方がええやん
[04:24:06.080] け
[04:24:07.640] ええこれどうすりゃいいかわかんねえよ
[04:24:10.600] もう
[04:24:13.159] だ武者すぎ疲労たまんねえん
[04:24:15.400] [音楽]
[04:24:23.319] だいやもうだからこれでレベル上げるしか
[04:24:26.279] ねえのか
[04:24:26.680] [音楽]
[04:24:31.680] なえどうすりゃいいのこれもうちょっと
[04:24:36.040] 瞑想してるどこ向えばいいのかわかんねえ
[04:24:39.479] どこに向えばいいの俺は
[04:24:44.760] 13歳じゃ旅は早い説そういう
[04:24:48.359] こと基礎鍛錬
[04:24:51.479] からやり直すしかねえんかさ
[04:24:55.040] せよ金稼いで
[04:24:57.439] 教育までもそうだよなガキだもんなまだ
[04:25:02.600] な金稼いで教育するしかねえかじゃよし
[04:25:06.399] よし分かったよし分かった分かった疲労が
[04:25:09.560] 今くそあれだから
[04:25:12.560] わかった中学生やしな分かったじゃあ金
[04:25:16.840] 稼ごう知性必要よ色気もないしね義務
[04:25:21.239] 終わってねえよそうなんだよな知性も
[04:25:23.960] ちょっと待ってここもじゃあもうここは
[04:25:26.199] こうよこれもうこれでお金稼ぐ1回お金
[04:25:30.279] 稼がねえとさやっぱさはい教育も受けらん
[04:25:32.880] ねえから
[04:25:35.399] よやっぱ疲労が少ねえとめちゃくちゃ成功
[04:25:38.560] するねああ気品が23だねブスじゃねえ
[04:25:44.479] だろクソ可愛いだろうが
[04:25:50.080] はい色ゼロ色ゼロイールブスだと思うなよ
[04:25:55.520] 色ねえけど可愛いやついるだろうからこ7
[04:25:57.479] つも終わっちゃっ
[04:26:02.520] たいや気品が低いのこいつあんた色ひいね
[04:26:08.319] あた色低い
[04:26:10.560] ねのがもっと低いんだから当たりだろケス
[04:26:15.840] 色はねそうだなただエロい方がいいなでも
[04:26:19.800] エロい方がいいはいでもエロい方がいい
[04:26:23.600] だろうが怪した人の足を踏んづけちゃっ
[04:26:27.760] たエロい方がいいだろうでもどっちかつっ
[04:26:31.119] たらな棚を倒して薬を使えなくしちゃった
[04:26:34.680] エロいかエロくないかって言われたら
[04:26:36.040] どっちかエロい方がいいよ
[04:26:39.239] ね赤ちゃんお風呂で
[04:26:42.720] だったのいや疲労溜まってんな怪我した人
[04:26:46.840] の足を踏んづけちゃった疲労溜まってんな
[04:26:50.239] エロボに登場する女性はやっぱりエロい
[04:26:52.880] 女性がいいですねそりゃまそりゃそうだろ
[04:26:55.920] ええ
[04:26:57.600] えー300円貯まりました300円貯まり
[04:27:01.800] ましたじゃあこの30000円をじゃあ
[04:27:04.159] 全部あれに使えるかって言ったら使えねえ
[04:27:06.880] んだ
[04:27:07.720] よ教育に使えるかつたら使えねえんだよ今
[04:27:12.199] 疲労54だろうまくいくとこの会話で
[04:27:16.080] うまくいくと疲労が半分になるないのかな
[04:27:19.359] 装備ああるよ装備装備あるある
[04:27:21.479] あるうわあもう
[04:27:24.199] 最悪くそ行かねえなこれこれこのさ左の3
[04:27:28.279] つあるじゃんこの今そ弱いと
[04:27:30.199] か高くてマジで買えねえかな1500円と
[04:27:33.760] かするだけあげて枕に出そう1番それが金
[04:27:37.199] 稼ぎはいいだろうな
[04:27:41.380] [音楽]
[04:27:45.800] なら金稼ぎかでもそうすると疲労が
[04:27:48.319] どんどん溜まっちゃうんだよ疲労って
[04:27:50.319] パラメーターじゃ54これが高いとやって
[04:27:53.600] も金稼ぎになんねんんだよ失敗しちゃって
[04:27:55.520] 失敗した分お金稼げないからただこれ疲労
[04:27:59.439] を回復させるにはお金が必要なんだもう
[04:28:01.920] すげえよくできてんだよこれどうするもう
[04:28:05.359] 54じゃ多分やってもね金稼ぎになん
[04:28:07.920] ね休ませてあげるのがいいんだけどこれ金
[04:28:13.000] 使うんだよな金アモラル使うんだよ
[04:28:19.119] なあ難いで失敗とかするあするするする
[04:28:24.119] するする教育も
[04:28:28.960] する
[04:28:33.800] [音楽]
[04:28:40.359] うんどっちのの方が失敗しやすいとかある
[04:28:43.960] のかね仕事と教育枕だと疲労も下がるしお
[04:28:48.080] 金ももらえるあの精神的疲労が上がるけど
[04:28:52.640] ななかなか上がったらさがんないやつお
[04:28:56.279] やみか1回上がっちゃうとなかなかさがん
[04:28:59.199] だやつ
[04:29:02.520] なそれによってこれモラル減るんだよな
[04:29:06.279] 休んだられが取れたあーどうなんだろうな
[04:29:12.920] 装備頑張るので応援お願いし
[04:29:15.600] ます大丈夫それあの疲労溜まって失敗し
[04:29:18.520] ないあお皿割っちゃったみたいなほら疲労
[04:29:23.640] がないとめちゃくちゃ稼げる
[04:29:24.900] [音楽]
[04:29:27.119] でしょ間違えて渡しちゃった1回ぐらいは
[04:29:30.199] 失敗するわね大成功ってやつがわ80円
[04:29:33.840] でかいな
[04:29:37.520] えこれで90円払なきゃいけんだよな
[04:29:42.319] のかないやどうなんだろう
[04:29:45.399] なじゃあ冷凍庫のもの全部とかしちゃっ
[04:29:54.239] た学力今日は勉強って気分になれない
[04:30:00.920] な今日は勉強って気分になれないな
[04:30:07.040] あ休んでもる下が
