[00:00:18.800] ジマゲームさんコメントお待ちしてま邪魔
[03:37:07.920] マーティってなんだ行くけどはい来た同出
[03:37:11.880] です同出ですをながら向かいます行き
[03:37:20.160] ましょうじ会場バカ野郎だなお前会場で
[03:37:25.239] 落ち合ったら一緒に行くって言わないだろ
[03:37:28.199] バカかこいつ頭悪いんだな会場に一緒に
[03:37:32.359] 行こで会場で待ち合わせしたいつも一緒に
[03:37:34.640] 行ってねえじゃんアホなんだなこいつ意味
[03:37:38.120] わかん
[03:37:40.479] ねえユッキーへのクリスマスプレゼントを
[03:37:43.600] 持っていかないとと何がいいかな
[03:37:46.399] なぞなぞぬいぐるみでしょうよなぞなぞ
[03:37:48.880] ぬいぐるみ
[03:37:49.870] [音楽]
[03:37:56.040] 見てくれよみんな見てくれこのクソ可愛い
[03:38:00.479] サンタ
[03:38:02.439] な幸せをプレゼントしてますこの子はお
[03:38:05.680] そのリボン解こうぜいやゆきてすごい格好
[03:38:08.199] だね変かな変じゃないバカ可愛いです
[03:38:11.199] ユッキーにばっちりにやってるよとい
[03:38:13.840] めっちゃ可愛いよねチューブトップって
[03:38:16.680] やつですかこれがあそろそろ始まるみたい
[03:38:18.880] だ
[03:38:20.920] よそれにしてもすごい人だね人だけじゃ
[03:38:24.560] ない
[03:38:25.840] よフル途中で見た岩のクリスマスツリー
[03:38:30.680] すっごくでたいのいいねねえねもっと近く
[03:38:35.600] で見てみああいいよ見に行こう
[03:38:42.160] ぜうわあでかないいねこのまま2人でどっ
[03:38:47.800] か行こうぜゆクリスマスってたあそうなん
[03:38:52.840] だだってなんだかいいことありそうな
[03:38:57.800] ワクワクした気分になんかあるぞ絶対おら
[03:39:02.279] な
[03:39:03.680] もうだと思ったんだよランディさん怖い
[03:39:07.880] 絶対なんかあると思った俺
[03:39:09.840] も
[03:39:11.600] あらららら
[03:39:13.720] あららららあららららあららららあら
[03:39:17.080] あららあららららあらあらら
[03:39:21.120] あららあらあフェイトさんあららら
[03:39:24.279] あららららあららあらららあららあらら
[03:39:28.160] あらららあらあらら技がいいぞさん
[03:39:30.640] ちょっとちょっとちょっとちょっと
[03:39:32.600] ちょっとちょっとちょっとおいなんだよ
[03:39:34.920] これおい郎さんあらあらハモあらららら
[03:39:38.040] ハモがハモになっちゃうこれおいおハモン
[03:39:41.359] がハモンになっちまうねえハモがハモなっ
[03:39:45.600] ちゃさんこれは演技がいいこれは技がいい
[03:39:48.199] ぞこさん
[03:39:51.359] あらららら警察だまでど狙うちょっと
[03:39:54.800] エロい雰囲気になったらコメントがこんな
[03:39:56.520] 流れるからなおめえら黙って見てたくせ
[03:40:00.160] にまいいですよ許してあげましょう許して
[03:40:03.920] あげましょうねこれはコメントしたくなり
[03:40:06.080] ますわ
[03:40:07.400] [音楽]
[03:40:08.880] ねあらら
[03:40:13.600] あらららら雪大丈夫
[03:40:16.000] ううきは平気ねそっちこそ大丈夫あ大丈夫
[03:40:21.560] じゃないけど俺の俺が大丈夫じゃないさん
[03:40:23.600] ついつい釣られてしまった釣られたな釣ら
[03:40:27.199] れた
[03:40:30.800] なそういえばあれじゃねえのハニさん初
[03:40:34.319] チャットか今日こんばんははいこんばんは
[03:40:37.319] うまく枝が誘えてくれるみたいだから枝だ
[03:40:39.800] どの枝どの枝ね俺の枝当調子飲んの
[03:40:43.880] やめよう調子飲んのやめようった
[03:40:48.359] うう
[03:40:50.850] [音楽]
[03:40:52.520] これをかってくれたんだねくそ川イベント
[03:40:56.439] 来てる
[03:40:57.479] わいやその危ないと思ったから勝手に体が
[03:41:00.520] 動いてあ
[03:41:02.690] [音楽]
[03:41:03.960] ありがとうせっかくのクリスマスなのに
[03:41:06.760] ついてないねバカ野郎めちゃくちゃつい
[03:41:09.720] てるだろうがランディさん可愛いな
[03:41:13.359] めちゃくちゃついてるつくよこれから
[03:41:16.760] めちゃくちゃつくあ本当やめようだめそう
[03:41:20.840] いうこと言っちゃだめ
[03:41:23.439] うゆにとってらさん最高の
[03:41:28.159] クリスマスかもすいません本当くだらなく
[03:41:31.680] て
[03:41:38.279] えあほらほら釣けてくれる
[03:41:42.399] みたいいや最高
[03:41:48.000] 怪我
[03:41:49.080] ないうん大丈夫よかったよかったでもこれ
[03:41:55.000] じゃあパーティーも終わるね終わるそうだ
[03:41:58.479] ねあ忘れたユッキーこれクリスマス
[03:41:59.920] プレゼント
[03:42:01.920] えにくれるのたりねえよわさん戻り長あり
[03:42:07.960] おかりんちょもう1時でやめる今日
[03:42:10.720] はじゃそろそろ帰ろうかうん一緒に
[03:42:15.880] あ私見てなかったんだなさっきの神
[03:42:21.560] イベント最高だった
[03:42:23.730] [音楽]
[03:42:27.960] よわんさんなんだよ最高のイベントが
[03:42:32.159] ロードしてくれだめだんなこと言ったって
[03:42:35.439] だめだよ
[03:42:37.359] あれあれじゃもう1回こっちだってるはず
[03:42:41.439] いや絶対ってっ大丈夫こっ大だと思うんだ
[03:42:44.319] よな
[03:42:46.680] よしよしよ
[03:42:48.990] [音楽]
[03:42:53.479] よし演技がいぞさん橋が橋になった
[03:42:59.159] 瞬間さんクリップ橋が橋になってた今橋が
[03:43:04.560] 橋になっ
[03:43:05.960] たはれ
[03:43:08.640] だこれ遭難イベント来ないねなんで来ない
[03:43:11.880] ん
[03:43:12.640] だろうこの上
[03:43:16.490] [音楽]
[03:43:20.279] 来ないなあいくらゆでもあ
[03:43:23.800] ごめん同じとこやっちゃったごめん
[03:43:27.479] ねあの来んだろうなまいっかそち何回何回
[03:43:34.239] かスキー行こう何回か好きときめき状態
[03:43:37.159] じゃないっていうことですかまさかなこと
[03:43:39.760] ねえよなもこときめき状態だよなまさかな
[03:43:45.560] まさか俺はまだときめき状態じゃねえの
[03:43:48.479] かさんユッキー誕生日そうだユッキー
[03:43:51.399] 誕生日だ
[03:43:53.080] よ1月1
[03:43:59.399] 日りのね年賀
[03:44:02.760] はすゆッ本当ユッキーらしい年賀場だな特
[03:44:06.159] でこのキャラクターは何芸術センス壊滅的
[03:44:08.960] だゼだよ
[03:44:11.279] ゼうひひ
[03:44:16.520] 赤いさの年賀状や
[03:44:20.720] ば悪の年賀
[03:44:24.800] 状純の年賀状
[03:44:28.560] とおお迎えに上がりまし
[03:44:33.279] た
[03:44:36.199] 可愛いね相変わらず後の毒のトが気になる
[03:44:40.840] けどあけましておめでとうおめでとうう
[03:44:45.560] よそれもあるけどモで行こうねババ今回は
[03:44:49.800] ちょっとくじ引かないであげようなそっち
[03:44:52.520] の反応も見
[03:44:57.040] たいわんさんあれもぎちゃん寝たのかね
[03:45:01.840] じゃないかいいねナイスるよゆちょっと
[03:45:05.880] あの引かない選択肢もちょっと見たいよ
[03:45:11.640] ねよし今年は合入れてお回り
[03:45:17.399] するだって今年は大きなお願何大きなお
[03:45:22.199] 願い何何大きなお願いわんさん毎度のこと
[03:45:26.279] だけど背中から食入て
[03:45:32.040] 笑なんかこういう色合いのなんかさ
[03:45:34.960] ポケモンみたいのいるよなここはねもう
[03:45:38.080] しょうがね学業上手選ぶわその
[03:45:43.100] [音楽]
[03:45:46.840] ねえねみくじはうーんやらない別に引か
[03:45:51.279] なくったっていいよねいいよねどうせ結果
[03:45:54.520] は決まってるんだ
[03:45:56.279] しそうだねなんかあんまりあんまりうんあ
[03:46:00.920] ままこれって学生生活最後の初詣でなんだ
[03:46:05.600] よねそうだねうんゆ勉強嫌いだしうんうん
[03:46:11.199] うんそれはどうでもいいんだけどさうん
[03:46:16.080] こうして一緒に遊ぶ機会も何言ってんだ
[03:46:19.960] もうちょっとしかないのか何を言ってるん
[03:46:23.159] だ一生一緒にいてくれ
[03:46:25.520] やなあ一生一緒にいてくれ
[03:46:29.880] やこれで曲書こう一生一緒にいてくれやっ
[03:46:33.000] て今俺頭の中にピーンと浮かんだこの
[03:46:35.439] ワード俺が考えたこのワードこれで曲つど
[03:46:39.680] 一生一緒にいてくれやっていう曲
[03:46:44.490] [音楽]
[03:46:46.680] 笑笑ランディさん力動山でしょどう考えて
[03:46:50.439] もねいやいや力動産だよ待ってなんだっけ
[03:46:54.319] その曲ってなるような曲でもねえ
[03:46:56.880] だろ割と土定番のネタだったんだけど見て
[03:47:01.159] くれ
[03:47:02.040] や割と土定番のネタだったんだけど
[03:47:05.800] なとりあえずあげるに決まってん
[03:47:10.439] じゃん宇宙アイドルラブラブスター人形
[03:47:13.520] これしかねえランディさん言ったあれじゃ
[03:47:19.279] なったそのだけ知ってた元ネタなんだ
[03:47:23.140] [音楽]
[03:47:24.600] 笑元ネタ
[03:47:30.319] ごめん渡る俺も俺も知らなかったごめん
[03:47:33.680] 渡る俺も俺も俺もわかんなかった
[03:47:37.680] ごめん仲だったわごめん
[03:47:40.920] などや
[03:47:45.239] わん
[03:47:47.760] さん泣いてんじゃん本当にのこと大
[03:47:54.239] ランディさんそうそうだ
[03:47:57.520] [音楽]
[03:48:00.600] ね大泣きし
[03:48:03.400] [音楽]
[03:48:09.120] てらわさんなんだその泣き方
[03:48:14.960] デート
[03:48:16.780] [音楽]
[03:48:20.520] ですデートああ来たていうかこれ
[03:48:24.960] うじゃあ
[03:48:27.080] 行こう2月だっけ卒業これ今日行けちゃう
[03:48:31.359] かもしんないな日の空ってゲトな
[03:48:37.279] 早みんなどうしてあんなにすいすい滑れる
[03:48:41.840] んだろう羨ましいな
[03:48:45.960] 行っちゃう
[03:48:49.120] か別にうまく滑れなくたって楽しければ
[03:48:51.920] いいよとそんなもんか
[03:48:53.760] な
[03:48:58.000] よしねえねえねどっかよはい
[03:49:02.479] アフターホテル行こうよね
[03:49:06.920] もう行ってしるべきだろここまで来
[03:49:11.880] たら
[03:49:13.720] うんーイベント2種類しかねの辛いよな
[03:49:16.399] もうちょっと欲しくないりすぎった会会話
[03:49:19.600] も一緒なんだよなわんさんゲで堅実な顔で
[03:49:24.680] よし
[03:49:27.600] ねよしよしよしとはい岳期開始でござい
[03:49:32.640] ます岳期開始も何ももうだって終わりだよ
[03:49:35.080] ね2月で卒業
[03:49:38.439] でしょ
[03:49:40.000] ね18日に
[03:49:43.290] [音楽]
[03:49:44.800] やってえ2022年の3月あれ3月まで
[03:49:49.439] あるんだっ
[03:49:50.520] けあ3月まであるのかで
[03:49:55.520] も3月まであるのかああクリアまで行け
[03:49:58.760] ねえかもしんないないやマジで1時で
[03:50:00.199] やめるか
[03:50:01.600] だ1時でやめますなんでかって言うと2時
[03:50:05.840] までやれって言った人が8割方いなくなっ
[03:50:07.800] たのでもう寝
[03:50:10.319] ますいやそれ理由じゃないそれ嘘だけど
[03:50:13.319] その理由はそれはわざと言ってるけど普通
[03:50:16.080] にいやもうせっかく9時から頑張って始め
[03:50:18.600] たから1時間早く寝ないとだめ
[03:50:25.040] でしょ2時までやると明日辛いんなだそう
[03:50:29.720] だろほう
[03:50:31.840] [音楽]
[03:50:39.680] だろわんさんどしたん
[03:50:42.530] [音楽]
[03:50:43.640] みんな1月ってなんか予定あったっけさん
[03:50:46.880] 元気だせもうでも行くとこねえんだよな
[03:50:50.520] ときめき状態であるよね俺って今さんまた
[03:50:53.560] ちゃまが寝取られるよさんデラコマさん
[03:50:57.319] 寝るのも大事だべそうだよ
[03:51:00.239] なはいさきですなん
[03:51:04.640] だ当たり前だ
[03:51:07.000] よ女の子の評価教えてみそうかね
[03:51:10.479] えうんポワ状態だよねやっぱりね
[03:51:14.800] [音楽]
[03:51:16.520] いいっていいじゃ
[03:51:18.810] [音楽]
[03:51:20.479] ねそうだよねどうすっか
[03:51:25.800] な勉強は無理だからね今更頑張っても
[03:51:31.479] なえこれなんでイベント起きないんかな
[03:51:36.100] [音楽]
[03:51:44.960] なんか行きたいとこねえかなショッピング
[03:51:47.080] 外ボーリング遊園地イベントあのね雪山で
[03:51:51.680] イベントがあるらしいんだけどなんかね
[03:51:53.399] なんでか知らないけどね起きないんだよね
[03:51:55.680] なんでか知らないけど起きねえんだよで
[03:51:57.960] 行こっ
[03:51:59.359] かルどうだっ
[03:52:01.960] て
[03:52:03.560] 0703さんエペしてました全然うくなら
[03:52:07.520] んから
[03:52:09.840] [音楽]
[03:52:12.800] やんやにあの
[03:52:15.080] いいんだけどねいいんだよ
[03:52:17.070] [音楽]
[03:52:22.600] 全然行く場所ないんですよ
[03:52:26.560] ね山行きたいんだけど
[03:52:31.640] ねゲ行ってみたいよし
[03:52:38.910] [音楽]
[03:52:40.399] オッケーもこれ以上ステータス上げてもな
[03:52:45.090] [音楽]
[03:52:46.439] すげえすごくない雑学285ってやばく
[03:52:50.239] ない逆にちょっと喧嘩イベント起きて
[03:52:52.720] 欲しいんだけどこんだけ高かったら
[03:52:55.199] めちゃくちゃ強いと思うよ
[03:52:56.820] [音楽]
[03:53:06.520] 俺何気にこのことゲ行ったことないか
[03:53:10.439] もね今日はどのコーナーに行こっか
[03:53:15.000] そうだなビデオゲームメダルゲームのが
[03:53:16.960] いしで雑って何のステータえっと魔法魔法
[03:53:21.399] がまFFで行ったらあのケアルがケアルラ
[03:53:26.520] とかケアルガになってく見ててもつまん
[03:53:29.199] ないねえ
[03:53:33.159] 嘘うんやっててもあんまり楽しくない
[03:53:36.279] よやは遠慮しとどうせだだと
[03:53:43.439] 思うわあゲセン来ちゃだめだこいつと
[03:53:46.520] こいつゲセン来てもしょうが
[03:53:49.800] ねえ
[03:53:51.479] あの
[03:53:52.600] [音楽]
[03:53:54.960] うーんいまいち跳ねないねなんか
[03:53:57.880] ねちょっとどう
[03:54:01.840] しようスケートもう1回行きたいな
[03:54:05.199] スケートじゃないスキーかもう1回行き
[03:54:07.359] たい
[03:54:10.800] な体力上げとこう体力低いからHPふり
[03:54:15.040] さんUR
[03:54:17.440] [音楽]
[03:54:18.760] 省略やっと切り取ってきたありがとう
[03:54:22.439] ありがとれたうわ最近俺が女に詰て良く
[03:54:26.120] ない噂くナイスクリップありがとうちょ
[03:54:28.439] 見し
[03:54:31.319] てなんかあるぞ絶対おらな
[03:54:35.680] もうと思ったんだよランデさん怖い絶対
[03:54:39.720] なんかあると思った俺
[03:54:41.359] もあら
[03:54:48.640] あらら
[03:54:49.800] あらあらあらら
[03:54:52.720] あららあらさん
[03:54:56.159] あらららら
[03:54:57.920] あららららあららあらららあららだ
[03:55:01.840] こいつちょっとちょっとちょっとちょっと
[03:55:04.479] ちょっとちょっとおんだよこれお
[03:55:08.600] さん橋が橋になっ
[03:55:12.439] ちゃうなねハモがハモになっ
[03:55:23.330] [音楽]
[03:55:25.120] ちゃうちょっとえい雰囲気になったら
[03:55:27.319] コメントがこんな流れるからなおめえら
[03:55:29.120] 黙って見てたくせ
[03:55:30.800] に最後視聴者への
[03:55:35.800] 文句ちゃまゲーム名物視聴者へのい雰囲気
[03:55:39.800] になったらコメントがこんな流れるからな
[03:55:41.640] おら黙って見てたくせに
[03:55:44.520] さんふわりさんありがとう笑笑はい2さん
[03:55:48.520] これポイントで使いたい笑ランディさん
[03:55:51.880] 暴言じゃんちょっとちょっとエロくなっ
[03:55:54.600] たらコメントこんな流れかなおめえら黙っ
[03:55:57.040] てみたくせ
[03:55:58.359] にこんなチャンネルポイント使った
[03:56:01.360] [笑い]
[03:56:02.640] やちょっとエロい雰囲気になったら
[03:56:04.960] コメントがこんな流れるからなおめえら
[03:56:06.760] 黙って見てたくせ
[03:56:09.640] にいいですねいいですねもう
[03:56:15.199] アンディあららららあららららあらら
[03:56:18.800] あららららはこさんへへへナイスクリップ
[03:56:22.479] だねはいにこさんナイスクリップげさん
[03:56:25.159] 受ける
[03:56:26.920] 笑いやでもあさこれはあれだろ俺の
[03:56:31.560] チャンネル
[03:56:32.720] の信頼関係の賜物でしょうがなあ俺もこん
[03:56:38.479] くらいだったら言ってもさんね作ったのあ
[03:56:41.680] ふわりさんのごめんごめん
[03:56:44.760] ふわりさんかふわりさんナイス
[03:56:47.239] クリップさんナイスク話しようとしてたん
[03:56:50.560] だ
[03:56:52.760] 何あの信頼関係の賜物だと思うんですよね
[03:56:58.230] [音楽]
[03:56:59.680] あのこここんだけ言ってもまみんなだっ
[03:57:03.199] たら怒んないだろうっていうんでおめえら
[03:57:05.600] 黙ってみてたくせにゃとかさ言ってるから
[03:57:09.120] さすにさすがに
[03:57:12.120] ね程度怒って
[03:57:14.960] たってる多ていう人はもうもっと前の段階
[03:57:18.760] でいなくなってる
[03:57:21.479] とわんさんおめえらとかやめてよ気分悪く
[03:57:26.040] なるじゃあもうごめんなさいそれはもう
[03:57:28.800] 気分悪くなってももうそれはもう俺はもう
[03:57:31.040] 変えるつもりはないそれはそ申し訳ないっ
[03:57:34.040] すねすいませんごめん
[03:57:37.199] なさいそれ無理
[03:57:39.560] ですそれでちょっとねそれはもうしょうが
[03:57:42.600] ない
[03:57:46.180] [音楽]
[03:57:48.319] よしわたるんさんマジマジレスしてんだよ
[03:57:52.120] おめえバたるんさんはあ来たああ来
[03:57:58.600] たなんかイベント切る気がするな俺なんか
[03:58:02.760] イベントきる気がする
[03:58:04.640] よあららの展開来るぞあららの展開なんと
[03:58:07.800] なく来る気がする来る気がしますあららな
[03:58:10.840] 展開
[03:58:11.720] がこの上はどう
[03:58:14.840] そう可愛い
[03:58:17.359] よなんかイベントない
[03:58:20.199] のイベントないじゃんなんでだよこの本嘘
[03:58:25.520] ついてる悪いけどこの本読んで書いてあっ
[03:58:28.279] たんだよねこの本読んでたら書いてあった
[03:58:31.159] んだ
[03:58:32.520] よはイベント起きねえじゃん
[03:58:35.399] 嘘つき
[03:58:40.560] つきディスク5枚目発生時期200年の
[03:58:44.479] から2002年の2月め状態でデートに
[03:58:48.199] デート先に山を選択えなんで起きねえ
[03:58:52.239] じゃんわんさんはい確率なんかな確率なの
[03:58:57.600] か
[03:58:58.680] これランディさんめきじゃないのか
[03:59:01.880] いやいやときめき状態だってこれだっても
[03:59:03.920] ないもんこれ以上これ以上上ないもん確率
[03:59:08.359] なの
[03:59:09.640] かえ
[03:59:12.290] [拍手]
[03:59:15.640] 0703デラコマさん恋愛はそういうもん
[03:59:18.880] だ
[03:59:21.199] べ深いねやっぱさすがなんか色々経験し
[03:59:25.359] てらっしゃるのでやっぱそうですよね恋愛
[03:59:27.760] もう1回だけ行っていいもう1回行く
[03:59:30.640] わ同じとこ連れてくとあんまり評判良く
[03:59:33.479] ねえんだけど
[03:59:38.060] [音楽]
[03:59:44.640] なんかイベントねえんだよ
[03:59:46.319] なあ何あ光どうしたこれ受け取っ
[03:59:52.399] てえなんか本命臭くないなんか本命くせ
[03:59:57.159] 渡し方してねなんか嬉しいな大きいしに
[04:00:00.479] 愛情がこっそう
[04:00:04.479] だなんでお前いつもさそ
[04:00:15.520] だの心を揺さとしてる演技ですあれさん
[04:00:21.199] ちょっと照めちゃくちゃめちゃくちゃ本命
[04:00:24.600] 臭かったけどはめちゃ本命臭かったけど
[04:00:28.680] それはかった
[04:00:31.319] ねお
[04:00:33.840] に持てるんだよ
[04:00:37.960] な分かった
[04:00:42.920] のり本命臭かったけどな今な
[04:00:46.479] カジマ何で呼ばれてもいいあユッキーねえ
[04:00:50.239] ねえチョコはもらっ
[04:00:52.399] たまあまあまあ
[04:00:56.159] ふーそっかそうだ
[04:01:00.880] 何どうかしたのあもしかしてユッキーも
[04:01:03.520] くれるのそそうだ
[04:01:07.319] けどはい
[04:01:09.720] これでもそういうのってデモがないって言
[04:01:14.920] んだでもらしい対象でもくらしあ
[04:01:18.720] デリカシーがないってえなんで
[04:01:21.000] えなんかえなんか
[04:01:26.239] えやチョコ持ってきてやったぜ本命じゃあ
[04:01:31.279] やろホワイトですっごく期待してるからな
[04:01:34.880] えちょっと待って
[04:01:37.000] ちょっとちょっと待てあいつ時めき状態
[04:01:40.479] じゃないまさか俺が気づかなかっただけで
[04:01:43.359] えだからイベントが起き
[04:01:47.880] [音楽]
[04:01:52.279] ないえめき状態じゃないことない
[04:01:57.359] でしょ演技がいいぞさんまさかまさか
[04:02:00.760] あんなことねえよ
[04:02:04.720] な
[04:02:07.040] 当たり日かね
[04:02:09.150] [音楽]
[04:02:10.840] え
[04:02:12.840] 爆発発するこれめき状態ですよこれこれ
[04:02:16.239] 時めき状態だよこれこれ時めき
[04:02:19.239] 状態
[04:02:21.920] えなんだろう
[04:02:26.720] ねいいっていいべ光爆弾やばいな誰うろ
[04:02:30.680] さんはよメンタル介護せなまたメンタル
[04:02:33.600] 介護しなきゃいけねえんかよん
[04:02:44.159] て呼んで怒ってないから時そうだよねそう
[04:02:46.880] だよね多分最高の状態だと思うなこれ
[04:02:49.640] イベント起きないねいや就職試験
[04:02:52.680] でしょま2流でいいす
[04:02:56.279] かまあまあまあまあ
[04:03:02.080] ま
[04:03:03.150] [音楽]
[04:03:06.920] え絶対落ちたじゃねえ
[04:03:10.760] かたげたげさん
[04:03:15.920] ありさんありがとうおやすみクリップ
[04:03:18.479] ありがとねクリップ
[04:03:22.520] ありがとう
[04:03:25.800] 寝あどうしたお前には教えておきたくてね
[04:03:31.199] 何何何やばい喧嘩じゃなかったん
[04:03:34.439] だ喧嘩なんなかった
[04:03:40.159] ねこんなことあんの
[04:03:46.920] ありがとお水ないんだお水がもうない
[04:03:49.880] こんなことあんだ
[04:03:54.640] ねマジで応援するわそうなんだおめでとう
[04:04:09.680] [音楽]
[04:04:14.640] うんじゃあねたみ幸せにな
[04:04:20.359] ええこんなのもあるんだ
[04:04:26.199] ねわ喧嘩したかったなでもちょっと
[04:04:30.760] ちょっとあのイベントを待ってた俺もいる
[04:04:32.640] そのために俺雑学と運動とな体力ここまで
[04:04:36.239] 万全にしてもあいつぶん殴るために頑張っ
[04:04:38.520] てきたんだけどな喧嘩なんなかったかま
[04:04:42.439] そういうこともあるわなもそういうことも
[04:04:44.399] あるわなでもなそんのはデさん意味もない
[04:04:47.279] けどしようとりあえずな意味もない
[04:04:53.159] けど2人の爆弾解除し
[04:04:57.520] とくあみんなあ活だ
[04:05:01.199] みなし展なかっなかったねまあまあまあで
[04:05:04.640] もこれいいんじゃない平和な感じも
[04:05:10.210] [音楽]
[04:05:15.159] そっかじゃあもうこれでクリアだあなんか
[04:05:17.239] クリアまで行っちゃっ
[04:05:18.960] たあそしてディスク1に戻るもうこれ勝っ
[04:05:23.000] たねなんだよまおいしそう何回もおいしい
[04:05:27.880] 展開はないな美味しい展開はないだから
[04:05:31.080] それでいい別俺好きな女と添い遂げること
[04:05:33.000] ができた
[04:05:33.920] からこれでもし振られたら本当に俺脳みそ
[04:05:36.800] 崩れるけど
[04:05:39.279] ねこで振られるっていう振られるっていう
[04:05:43.120] あれがあるか知らない
[04:05:44.900] [音楽]
[04:05:47.159] けどまたまにはこんないいんじゃないの
[04:05:49.720] 特に何のあの問題もなく平和に1年1周を
[04:05:53.159] 終えるというの
[04:05:55.239] は今日で卒業か制服も今日で清めなんだよ
[04:06:00.920] なこの坂を高校生として登るのも今日で
[04:06:04.720] 最後なんだ
[04:06:08.439] な今日で卒業かそろそろ卒業式が始まり
[04:06:12.880] そうだなさん卒業卒業来ちゃったもう
[04:06:15.880] なんかクリアまで来ちゃいましたね卒業生
[04:06:18.680] の諸君も
[04:06:22.000] 先輩方ご卒業おめでとう
[04:06:26.760] なを代しまして裏さんちょうど今
[04:06:31.239] エンディング俺もここにお祝いの言葉を
[04:06:34.120] 申し上げるのださん思えば3年前ちゃん
[04:06:38.479] さんそれなりの夢や希望に響きのに入学さ
[04:06:43.880] れ
[04:06:52.190] [音楽]
[04:07:06.560] 無ベトなかったよねこんなイベントなかっ
[04:07:09.920] たよね
[04:07:11.040] レ7
[04:07:13.720] 疲れ
[04:07:15.279] ちゃんなんだか妙な展開だけどメイが本港
[04:07:19.560] に入学した時最初は我が目を疑ったものな
[04:07:23.640] の
[04:07:24.479] だそこのちび
[04:07:26.960] が全校生徒をリードするはずの存在がなぜ
[04:07:31.760] こんな山猿なの
[04:07:34.520] かある意味先輩方は洗脳されていたと思う
[04:07:39.000] のだ何の話の卒業してしまえばそれ
[04:07:49.150] [拍手]
[04:07:52.359] 私たち私たち卒業
[04:07:59.000] は全部聞かなきだ
[04:08:02.439] かでマジで何の話
[04:08:07.119] これ
[04:08:11.439] にくねだろって
[04:08:14.560] おい拶はにい手
[04:08:18.800] だえ何この展開どうでもいいんだけどなめ
[04:08:22.720] よくも言ったな何がこの学校も静になるだ
[04:08:26.399] お前
[04:08:27.560] のっぽこのイベント私がびで山
[04:08:32.960] だ全然なんで全く知らない女たちがこんな
[04:08:36.720] ごちゃごちゃごちゃごちゃなんかイベン
[04:08:38.640] お前らに咲いてる尺ないんだけどちょっと
[04:08:41.239] 良かったからえ
[04:08:44.119] お前とは
[04:08:45.960] 何何このイベント
[04:08:50.380] [音楽]
[04:08:51.920] いる
[04:08:58.159] はラッピエアックさん早く寝させて
[04:09:04.399] やれわるさん
[04:09:06.840] えあもう焦らせもう焦らせんなマジもう
[04:09:11.040] ざんなもうで怖いもちょっと本当にもう
[04:09:15.800] ちょっと待ってびっくりしたマジで
[04:09:19.239] びっくりした怖いわ
[04:09:22.119] もうおめちゃくちゃ可愛いアニメーション
[04:09:26.239] してるやんまめさんもう何この大丈夫
[04:09:30.560] 大丈夫それより卒業式終わっちゃったよね
[04:09:35.000] お前まさか出席してない
[04:09:39.239] のそこ
[04:09:41.080] まで出席してないの卒えフル
[04:09:45.399] アニメーションだったわんさん遅刻したの
[04:09:48.800] か笑笑桃山さんさんこんな日にもふがえ
[04:09:54.520] 中庭は行こうあくそ可愛いですえ中はそれ
[04:10:01.199] より保健室
[04:10:04.600] に豆さんアニメーションや一に中庭は
[04:10:09.520] 行こうくそ可愛いじゃん結婚しますはいに
[04:10:13.920] ごめん配信頻度減るわみんなごめん配信
[04:10:17.040] 頻度減ります嫁ができたんでもやさんさん
[04:10:20.720] おめでとう配信ヒト減るわごめんな既婚者
[04:10:24.479] になったわうわくそ
[04:10:26.279] 可愛い声
[04:10:28.720] ちっちゃうろさんおめでとう声
[04:10:32.970] [音楽]
[04:10:35.840] ちっちゃ
[04:10:39.000] 何何何ここに来てめちゃくちゃ初めて聞く
[04:10:43.760] だよテニスのラリーみたいにトラックに
[04:10:46.760] ピンポンされてやっとわったと思ったら台
[04:10:50.119] に乗っかって運ばれるし止まったから
[04:10:53.080] 飛び降りたら川に落ちるし知らないおじ
[04:10:56.359] さんに釣り上げられるしもまだまだあって
[04:11:00.040] とにかく今までなかったくらい目にそう
[04:11:04.479] そうだそうなん
[04:11:07.800] だユッキーいやもう名前ユッキーにし
[04:11:10.640] なきゃよかったねゆ頑張った
[04:11:13.760] だ思ったのこれは神様がみを試してるん
[04:11:18.520] だってみが幸せになる格があるかどうかみ
[04:11:23.880] がへこたれずに頑張るかどうか人見てるん
[04:11:27.840] だってめっちゃ可愛くないですか桃山さん
[04:11:31.479] さんトラックにピンポンされて2台で運ば
[04:11:34.199] れて川に
[04:11:35.760] られても頑張ったんだね雪それは間に合っ
[04:11:40.359] たんだよ卒業式には遅れちゃっあったけど
[04:11:44.439] 越して会えたんだものそうだ
[04:11:48.439] ねなん超気合い入ってないここのゆ怖い
[04:11:52.760] ものなんてないものだから思いきりしっ
[04:11:55.960] ちゃうんだゆあなたのことが好き
[04:12:02.960] うんゆきうん俺も好きだちは分かってるよ
[04:12:08.239] こんな変なことばっか起る運の悪い女の子
[04:12:11.760] と一緒にたある人なんて
[04:12:15.720] カでも言わ
[04:12:17.960] なきゃ一なままだからだからだ
[04:12:23.700] [音楽]
[04:12:28.159] から俺もみゆのことが好きだ
[04:12:32.279] よはい来ました今なんて言ったのあのすい
[04:12:36.279] ませんもう俺あの配信やめるかもしれない
[04:12:38.199] いす嫁守んなきゃいけないん
[04:12:40.920] で明日から働か
[04:12:44.840] いけから0703コマさん
[04:12:50.640] あらげたげさんキモい笑キモいとか言わ
[04:12:54.279] なきゃいけだふざけん
