[00:00:12.799] ひい
[02:10:21.840] 笛増えた分は持ち越し。あ、でも拾えねえ
[02:10:24.920] の。腹立つな。拾えねえんだよ、あれ。
[02:10:34.800] ちょっとこれ見たいな。この先見たいなあ
[02:10:36.559] 。
[02:11:02.679] こば応援。よし。全然倒せないじゃねえか。パウの効果すぎだろ。
[02:11:34.151] [音楽]
[02:11:47.440] よしよしよしよしよしよしよし。なるほど
[02:11:49.679] ねえ。
[02:11:52.960] いや、もうちょっとそのさ、え、どう
[02:11:57.239] すりゃええの?
[02:12:00.559] ええ。
[02:12:02.400] それ当たり判定でかくない?まあでもコンティニューあるから。でもでもコンティニューあるからみんな。
[02:12:10.559] 笑笑。
[02:12:12.639] コンテ4。
[02:12:13.159] 笑笑。あ、空間ゲ。
[02:12:15.159] コンティニュー4もあったぞ。
[02:12:33.000] だあ、もう[叫び声]
[02:12:40.520] 笑笑ビサ
[02:13:00.400] 雑になってるよ。良くない。良くない。雑になってるね。うん。
[02:13:02.760] ゲームや。
[02:13:04.920] 雑になってる。丁寧に。
[02:13:10.440] 命を大事にしていけ。
[02:13:21.520] ガンガン行こうぜ。
[02:13:22.760] ガンガン行かない。命大事に。
[02:13:24.960] 丁寧に
[02:13:26.760] 丁寧にこのままラよくわかっよくわかんない。
[02:13:32.707] [音楽]
[02:13:45.520] 面白かった。
[02:13:46.559] 爆
[02:13:47.280] そこしかわからん。
[02:13:48.400] 俺もそこしかわからん。
[02:13:50.760] え、何これ?爆マの曲なの?これって?これて爆の曲なの?
[02:13:58.920] そうよ。
[02:13:59.679] ええ、そうなんだ。知らなんだ。
[02:14:03.520] 実写版の。
[02:14:04.679] あ、そ、実写版。爆マて実写版やってんの?
[02:14:07.840] こんはいさんこんばんは。え、地獄のようなタイトルのゲームをやってます。タイトルも地獄だけど内容も地獄でした。
[02:14:22.239] ダブさんも出たよ。取れないの?腹立つ。
[02:14:25.599] 地獄しかねえじゃん。笑。
[02:14:28.040] 地獄しかねえんだよ。マジでどうやって行くんだっつうの?これだから。これどうやって行くんだってんだ?バチ切れ。
[02:14:42.159] みんな大好き神竜之助と佐藤権だよ。実写が不満。
[02:14:46.639] へえ。怖い。笑笑。
[02:14:51.840] あ、激場マーク。お前は足が早え。おい、行ったぜ。行ったぜ。えー、そんなのやられちゃだめ。そんなのやられちゃだめ。こっから
[02:15:14.480] キゲーですから。笑。
[02:15:17.559] キれゲーとか俺別に切れゲーじゃないんですけど。たに
[02:15:22.719] もうむずすぎる。むずすぎる。
[02:15:30.239] 2
[02:15:30.400] 度がブルすぎるだろ。元ネタモネタとかない。ああ、無じえな。本当に切れてるんですけど。
[02:15:43.040] 文字通りのお手上げ。笑。
[02:15:45.018] [音楽]
[02:15:46.079] 本当に切れてるんですけど。出た。ここ。
[02:15:52.360] 笑笑。
[02:15:56.840] ああ、なるほど。お前が落とすのね。なるほどね。ここの
[02:16:01.800] BGM
[02:16:02.239] めちゃくちゃかっこいいな。お前だ。
[02:16:05.840] おら、おら、おら、おら、ら。しゃ、うっしゃ。
[02:16:06.634] [叫び声]
[02:16:11.199] これやってればでもさ、一生できね。これやってれば一生いけね。
[02:16:16.119] ちゃまぷんちゃめ。ちゃまんちゃめ。ちゃまんちゃめ。
[02:16:20.480] あ、出た。また違うとこ来た。あれ?俺なんかあれ?さっきんとこじゃない?なんかでかいのいたな。今なんだ?今なんかでかいのぞ。あ、え、何やだ?え、これさ、挟まれて死ぬとかないよね?うスの時みてにこれ挟まれて死ぬとかねえよな。
[02:16:34.799] [笑い]
[02:16:39.000] え、痛。
[02:16:39.479] 笑笑。
[02:16:42.519] ちょ、これ早いんだもん。だって早いよ。
[02:16:45.279] [笑い]
[02:16:50.840] 笑笑ダブル。
[02:16:57.479] え、何?何?何?なんでこれ?何これ?なんか行けないよ。
[02:17:02.479] 何これ?いやいや、何?何これ?どうやっ
[02:17:03.960] て行くの?
[02:17:05.880] え?え?何これ?
[02:17:09.319] 行かれへん?行かれへんよ、これ。
[02:17:17.040] 盗速直線運動や。盗速直線運動や。あ、
[02:17:19.840] 借りねえんだ。
[02:17:23.080] ここワンナップ取れるんだな。
[02:17:27.840] いい加減エリア4クリアしようよ。いい
[02:17:30.120] 加減エリア4。クリアしようよ。
[02:17:35.160] 確かここ安全地区だから武器売ったらいけないんじゃなかったけ?
[02:17:39.399] え、そうなの?え、何?そ、そんなルールあった?そんなルールあった?そんなルールあったの?もういい加減クリアしようぜ。いい加減んな。いい加減んなん。
[02:18:01.160] さっきのマニュアルURL
[02:18:02.800] の全部書いてた。
[02:18:04.399] え、見ないよ、そんなもん。攻略サイトなんか見ないよ。負けじゃん。それ
[02:18:08.465] [笑い]
[02:18:13.960] すえ切りおる。
[02:18:16.559] え、
[02:18:18.290] [笑い]
[02:18:18.439] そのワイヤーの使い方とか中立地区みたいなところがあった気がしますね。説明書に書いてる。
[02:18:26.240] 説明書を読もうぜ。
[02:18:27.240] せっかく説箱付き買ってんだからよ。箱付きこれ
[02:18:31.120] 2万ぐらいしたからな。箱付きこれ
[02:18:34.840] 2
[02:18:35.040] 万ぐらいするからね。これどれどれ書いてあんの?そんなん書いてあんの?本当に
[02:18:42.040] 何かと忙しい現代人なもんでダブルのビオコッマンドチャーミーちゃ
[02:18:50.280] 丸13から丸19は中立エリアだって。
[02:18:53.479] あ、
[02:18:53.960] ないくり。
[02:18:55.519] そういうことか。だから俺だからあそこで銃打つとブつってでか
[02:19:02.040] だから抱っこします。こんばんは。抱っこします。こんばんは。なるほどね。言ってくんなきゃわかんなくない?
[02:19:11.040] レスペクトフッのあーなる。
[02:19:16.559] 笑笑。[笑い]
[02:19:17.519] あ、これアドバイスっていうとこあんだけど
[02:19:19.519] ダゲア男性
[02:19:20.319] アドバイスってとこに書いてあんだけどダア男
[02:19:22.760] あの磯川回れ各エリアを回って情報を集めプレイヤーをじっくり育てよう先のエリアに住んでも死ぬだけですか死ぬだけだな。
[02:19:30.341] [笑い]
[02:19:34.240] 笑笑
[02:19:36.319] 死ぬだけですってまさにだ
[02:19:38.519] まさにこれ結構あれだなんじゃない?あ、エリアによって有効な武器があります。
[02:19:45.599] 例えばロエリアにはロケット法だからどこ
[02:19:49.000] からどこから攻略してもいいってことなの
[02:19:52.160] かな。
[02:19:54.920] どこから攻略してもいいってことなのかも
[02:19:57.560] ね。もしかしてでその有効な武器を探し
[02:20:00.840] てってことなんじゃないの?
[02:20:06.120] 1度入ったエリアを途中でやめた時は
[02:20:07.680] ワンコンのAとBとスターボタンを3つ
[02:20:10.240] 同時押しそうするとエリアから抜け出せ
[02:20:12.520] ます。はあ。
[02:20:15.200] ええ、
[02:20:17.040] そうなんだ。へえ。
[02:20:22.120] はあ。なるほどね。なんか色々あるよ。
[02:20:23.960] なんか色々あるね。アイアンブーツ
[02:20:27.000] を蹴り殺せる。[笑い]
[02:20:29.760] だな蹴り
[02:20:32.280] 殺せるって感じ物騒
[02:20:34.760] ですな。
[02:20:38.600] えぐい
[02:20:39.359] なるほどね。中立エリアんだ
[02:20:43.160] 。中立エリアについてマップの上の白抜き
[02:20:47.120] エリア。え、13から19は中立エリア
[02:20:49.240] です。この中では戦闘行為が禁止されて
[02:20:51.600] おり、敵味方の区別なく自由に歩いたり
[02:20:53.560] 話した話したりもできるんだ。ここで敵味
[02:20:56.960] 方一般人からいろんな情報をもらい
[02:20:58.479] ましょう。話す時は話したに近づいて
[02:21:00.479] コントローラーの上を教えてください。
[02:21:02.520] ほう
[02:21:03.160] ほうなほね。
[02:21:08.680] なんか
[02:21:10.080] ラホね。
[02:21:10.920] ちょっと広がってきたな。ゲームが広がゲームが広がってないか。あれをさ、拾いたいのよ。俺
[02:21:28.319] 話してくれるのに十ぶっぱしてたら怒られるわ。
[02:21:31.479] なるほど。そういうことだったんだ。だからなんかめ警報みたいのなってたんだ。
[02:21:35.479] 転がってないか?
[02:21:38.880] 絶対芋コは拾うと思ったよ。穴は
[02:21:42.319] 1
[02:21:42.479] つしかないから。よし。ここクリアしてえけどな。あれ拾いたくない。
[02:21:53.640] もう全クりしたようなもんやん。
[02:21:56.160] もう分かっ。もう分かっちゃったね。もう分かっちゃった。
[02:22:02.303] [音楽]
[02:22:11.399] ここが難しいんだよね。ここが難しいんだよ。
[02:22:16.479] 勝ったな。ははは。
[02:22:18.399] 勝ったな。はは。ここは難しいのよね。あ、けたけたけた。
[02:22:31.120] あのワンナップとワンナップとえ何があ、あのマークがね、
[02:22:37.019] [笑い]
[02:22:37.840] マークまずいっすよ、あれ。あ、イライラするこれ。あれ?開かない。開かない。開かない。なんでなんで開かないの?これもしかして信の通信の部屋聞いてないからう。
[02:22:58.000] 通信聞いてこなきゃだめ。これもしかしてなんかそくせえな。
[02:23:09.000] マジまんじ。
[02:23:11.240] マジまんじ。マジまじマジまんじ。ここ聞かなきゃダメなのかな?これ通信の部屋は絶対入んなきゃダめね。
[02:23:23.040] 意外とシステム凝ってる。
[02:23:24.680] 意外とシステム凝ってるんだよ。
[02:23:27.680] 全然説明からわかんねえんだけど。だから
[02:23:29.520] ここでちゃんとこうやってやってで、
[02:23:31.800] ちゃんと盗撮もしなきゃだめ。盗撮じゃ
[02:23:33.680] ない。盗撮じゃない。盗調だ。ごめん。
[02:23:35.000] 間違えた。盗調ね。盗撮じゃない。
[02:23:38.960] 後ろへ回り込むんだよ。それもむずかった
[02:23:41.720] ねんなん。それはむずかったんだよね。
[02:23:45.040] 後ろ。あ、もう全部復活しとるわ。
[02:23:52.479] 普段からしてるのしとるわけないやろかい
[02:23:55.359] 。
[02:23:56.160] しとるわけないやろ。僕はどっちかっていうとされんでも
[02:24:00.040] 盗撮正義マたちに襲われちゃう。
[02:24:02.600] 何盗撮んって?盗撮って何?ああ、
[02:24:04.789] [笑い]
[02:24:14.359] 調はしてる。
[02:24:17.160] 盗調してんの?あ、え、これ何?その毎回毎回復活するんだ、このプレゼント。
[02:24:25.960] 取りたいけど取れない。
[02:24:47.720] よしよしよし。ああ、でもこれ体力ないな
[02:24:50.720] 。
[02:24:53.040] こいつらがどうやって戦うんですねんって
[02:24:55.160] いう。
[02:24:56.359] どうやって戦うのこれ?いや、え、ええ、え、え、え、え、え、こいつが強くてね。
[02:25:08.325] [笑い]
[02:25:12.479] ダブル
[02:25:13.279] こいつが強くてね。
[02:25:14.840] 笑笑。
[02:25:20.040] バスけされて死んだやん。
[02:25:22.200] いやあ、これや、それそのよ。
[02:25:39.560] 強すぎ。多分うまいこと。おしよしよしよしよしよしよしよし。あと
[02:25:50.720] 1発。
[02:25:54.840] よっしゃ。ええ、死なない。なんで?なんで?あと
[02:25:57.720] 1発だったじゃん。あと1発だったろよ。
[02:26:02.800] 笑笑。なあ。
[02:26:09.896] [音楽]
[02:26:18.000] が間に合え
[02:26:21.399] 。ちょっと待って待って待って待って待っ
[02:26:22.760] て。[音楽]
[02:26:29.359] もあ
[02:26:40.520] あと1匹笑
[02:26:47.886] [叫び声]
[02:26:49.196] [笑い]
[02:26:51.816] [息をのむ音]
[02:26:54.319] ビグサ笑笑。ゴリ押し草。
[02:27:00.986] [音楽]
[02:27:02.840] いや、でもこれゴリ押しじゃ無理なんだろうな。待って。めっちゃむずいよ。そんな早く落ちたりできないんだけど。
[02:27:15.396] [音楽]
[02:27:23.960] ハムだ。
[02:27:29.807] [音楽]
[02:27:35.960] いや、だめだ。
[02:27:46.279] いやあ、間に合わないよ、これ。
[02:28:07.000] このワイヤーはダメージ受けないんだな。
[02:28:08.800] 相手のやつ
[02:28:11.880] 結構頑張って攻めてもいいのかもしれね。
[02:28:19.040] これダメージ受けないんだ、これ。ほら。
[02:28:21.920] あ、でもそれそれはダめじゃん。
[02:28:24.279] ほんまや。
[02:28:26.560] 待ってなんかこれ。いや、なんかごうん。うまい。
[02:28:33.343] [うめき声]
[02:28:43.080] やだ、やだ。マカう。
[02:28:46.640] マカう。俺分かってないんだけど。
[02:28:49.319] だ。
[02:29:08.058] [音楽]
[02:29:11.319] の登場の時のやつ
[02:29:13.520] やばい。あ、もうそれは無理や。獣です。
[02:29:42.399] 頑張れ、頑張れ。
[02:29:43.399] ちょっとこれさ、ちょっとこれさ、ちょ、中立エリアやってみていい?中立エリア行ってみていい?あ、行けない。どこでも行けるわけじゃねえんだ。どこでも行けるわけじゃないんだな。
[02:30:06.920] ここ攻撃しなきゃいいのね。
[02:30:12.960] どうもこんちレトロドと
[02:30:17.920] わお。ここは中立兵です。ここでは銃を
[02:30:21.200] 使うことが禁止されています。いかなる
[02:30:23.120] 理由があっても弾を打った場合には我が軍
[02:30:25.439] の兵隊があなたを取り押さえます。
[02:30:29.560] でか。止まれ。帝国軍相当。ワイズマン
[02:30:34.960] カッカが通られる。誰?ワイズマンカッカ
[02:30:36.760] 。道を開けろ。
[02:30:39.840] FF部隊か。ふん。連邦の犬目。帝国の怖
[02:30:43.800] さを思い知らせてやる。命が惜しければ
[02:30:46.240] 大人なしくしている方が身のためだ。
[02:30:49.560] でっか。
[02:30:55.240] あれ飛んのめっちゃ怖いん。ああ。はい。
[02:31:01.720] もうします。
[02:31:04.359] もうしまれてた。どうやったら安全にあた。よしよしよしよしよし。
[02:31:23.720] よし。ま、ここでワンナップして
[02:31:26.800] で、ここは超えられないの?
[02:31:29.680] あ、超えられないんや。
[02:31:33.000] ああ、超えられないんだね。
[02:31:36.479] だめだね。あ、ごめんなさい。ごめん、
[02:31:38.560] ごめん。間違えた。ごめん、ごめん、
[02:31:40.080] ごめん。間違えた。そ、まジ、ちょど冗談
[02:31:43.920] やん。冗談です。
[02:31:47.439] 笑笑
[02:31:50.920] 冗談です。冗談やんか。笑。
[02:31:57.000] 情やん。あ、お。よし。ここはでもいいわ。
[02:32:06.220] [音楽]
[02:32:21.720] ええ、そのしい水わけわからんわ。なんなんその死に方。
[02:32:28.200] 笑笑。
[02:32:37.399] いだ。この死に方ないんやね。きやりたい。
[02:32:47.960] そんなにそんなになんか高い場所には見え
[02:32:51.359] ないんだけど。
[02:32:57.439] よしよし。まあまあまあまあまあまあまあ
[02:33:03.279] 銃使うのよ。
[02:33:06.240] さっきはどうもすいませんでした。
[02:33:09.920] はいはいはいはいはいはい。分かりました
[02:33:12.640] 。ありがとうございます。はい。気をつけ
[02:33:14.439] ます。
[02:33:16.319] お前は連邦軍がこんなとこになんのようだ。目障わりだ。さっさと消えな。スーパージなんでなんか山崎法制出てきたな。え、フライデーフライデーチャイナだ。これだけ取っとこ。
[02:33:33.600] 笑笑
[02:33:35.960] 付き定補正みたいのたね、今ね。そっくりじゃねえかよ、顔が。
[02:33:42.560] 真顔のやつ好き。
[02:33:44.960] あ、ごめんなさい。間違えた。間違えちゃいました。ごめん、ごめん、ごめん。悪かった。悪かった。悪かった。悪かっ、悪かった。ごめんね。ごめん、ごめん。やっぱでもこの
[02:34:06.040] 4
[02:34:06.399] 頑張んだきゃダめだな。あのボス倒さねえとな。ス倒さねえとダめだな。
[02:34:36.520] これ体力さ、もしかして3以上増えねえの
[02:34:38.920] かな?なんかさっきから体力増えなくなっ
[02:34:40.439] たな。
[02:34:43.800] 3が最大か、これ。
[02:34:46.439] 3最大臭いよね。なんか
[02:35:01.120] 間違えた。
[02:35:08.359] 4体力は33発が最大なんだよね。
[02:35:13.040] 後ろへ回り込むんだよ。言うのは簡単や
[02:35:15.920] ねん。
[02:35:18.080] 言うのは簡単[咳払い]ね。言うのは簡単
[02:35:21.319] なんですよ。これレトルゲームやってると
[02:35:22.800] そうなのよ。レトロゲームやってるとさ、
[02:35:27.200] 言うのは簡単やねんていうことがよくある
[02:35:29.560] んですわな。
[02:36:31.040] もう
[02:36:32.880] どうやって
[02:36:46.960] いや、むずいな。
[02:37:06.319] 惜しかったなあ。もうこれワンナップ取らないでさ、ボス行っちゃおうかな。
[02:37:37.520] う、よし、よし、よし。
[02:37:53.080] これ薬って使えないのは使えないんだっぱな。装備してこないとダメなんだな。あー、こいつ強いよ。一
[02:38:01.920] つボッシュ1目。
[02:38:09.439] やばい。こっち来たらもう罪だ。いや、もうそれ無理だって。いやあ、こっち側に追い込まれたら無理だな。
[02:38:27.000] あっちで戦おうぜ。だめだ、こっちじゃ。
[02:38:32.960] あ、まずい。あ、これもまずい。まずい。
[02:38:34.279] まずい。まずい。まずい。
[02:38:38.279] いや、待こ
[02:38:45.560] でや。ここ。ここしかない。うん。
[02:38:50.160] ズ体はでかいくせに奥病なやつだぜ。
[02:38:54.439] 本当だよ。いや、嘘。今の間に合わないか?今行ったと思ったのにな。うわお。
[02:38:56.909] [音楽]
[02:39:22.319] 今日ここまでですかね。むず。
[02:39:24.420] [笑い]
[02:39:34.040] うし。ほら、邪魔ゲーム。
[02:39:38.080] 今日はバカムズのとんでもないドムズのバカムジヒットラーの復活するゲームをもう言うけどヒットラーの復活するゲームやりました。
[02:39:38.830] [音楽]
[02:39:51.439] 光は見えた?
[02:39:53.160] 見えたか?あんまりにもバカむすぎますな、これ。ちょっと本当にまあ、まあ、多分またやりますけど。ま、また多分やりますけど。
[02:39:54.550] [笑い]
[02:40:08.040] ちょっとこれはか。
[02:40:09.960] エナジーないよ。エナジーないよ。お前好きやな。エナジー。エナジー好きやな。今日はちょっともうおしまい。もう今日おしまいです。すいません。ちょっとあんまりにもちょっと難しすぎましたわ。ちょっと今日これで終わり。あの明日ちょっとね、あのね、飲み会がありましての配信ができるか分かりません。
[02:40:14.855] [笑い]
[02:40:33.120] 明日じんちゃんとあの来週俺あのサんのイベント出るじゃん。それの結集会も言って言っていいんだよな。別に言っ
[02:40:41.319] だって
[02:40:42.240] あのあれなんだよ。来週のさんのなんかあの運動会のイベント出るじゃん。それなんかま、血鬼集会じゃないけど、ま、知らない人もいるからちょっとみんなで飲もうよっつって。
[02:40:54.479] 濃いメで飲みか。
[02:40:55.720] 濃いメンツでやめて。俺[笑い]
[02:40:58.520] 1番嫌いだから。これ
[02:41:00.960] 1
[02:41:01.160] 番嫌いだよ。濃いメンツで飲み。もういい。
[02:41:05.291] [笑い]
[02:41:06.240] 笑笑。
[02:41:07.520] 1
[02:41:07.800] 番嫌いだよ。その言い方やめて。その言い方やめて。濃いメンツ。濃いメンツ。ま、明日。そう、濃いメンツで飲みだからさ。明日ちょっと濃いメンツで飲み行ってくるんで。ま、帰ってきてまでも酒入ったら無理だろうな。先入ったら無理だろうな。
[02:41:16.426] [笑い]
[02:41:24.399] 何も怒らないわけ話。
[02:41:26.251] [笑い]
[02:41:26.479] 怒んねえよ。
[02:41:27.680] 何も怒んねえわ。
[02:41:29.760] 濃い面で濃い面で行かせてもらいます。え、そういう感じです。ありがとうやんした。ありがとうやした。なんまでもレトルゲームおもろいな。おもろい。おもろい。おもろいんだけどさ。おもろいんだけどさ。
[02:41:40.007] [笑い]
[02:41:53.640] ちょっと今日はあのちょっとあれだな。思い出したわ。あ、レトロゲームこういうこともあるな。なんか最近ネトルゲームもれ
[02:42:02.240] 1度やっちまうと抜けられねえんだよな。
[02:42:04.880] B
[02:42:05.520] ネトルゲームだけでだけでお腹いっぱいになりたくなるのよ。なんだけどやっぱ怖いメンツ
[02:42:10.200] 思い出した。人類は思い出した。
[02:42:12.720] 思い出した。うん。とわれのかのかにとわれのと鳥の屈辱を思い出した。俺はとわれですよ。
[02:42:21.479] もうヒットラーに囚われ。ちょっともうほんま勘弁してください。
[02:42:26.319] 抜ければいける
[02:42:27.800] 俺ちゃ。うん、分かる。うん。ごめん。俺も今日雑だよね。俺も思った。なんかいや、なんか今日疲れちった。今日かは仕事で仕事疲れちった。仕事で疲れもあってちょっと今日すいません。雑でした。ちょっと次本当マジによ。笑笑
[02:42:31.752] [笑い]
[02:42:43.720] いやでも雑だったと思う。プレイイング雑だったよ。今日なんかゴリゴリしてたよな。ゴリゴリしてた。
[02:42:49.880] 普通に難しいのもあんだけど、ちょっと
[02:42:52.560] 新入社員研修で疲れた。
[02:42:54.600] そうだよ。新入社員歓迎会でよ。昨日も最悪だったで。
[02:42:59.359] 2人新入社員入ったんだけど、まあ
[02:43:01.960] 1
[02:43:02.120] 人がとんでもねえ意きでさ、とんでもねえ生意でよ。どうしようもねえんだよ。ま、ちょっと一応疲れちゃったんで今日ま、ゴールデンウィークね。
[02:43:13.920] わからせだよ。わからせ。わからせパンする。
[02:43:19.479] 生意きだよ、あいつ。マジで。いや、でもなんかその新入性歓迎界って言ってもなん個人りした感じでったの。
[02:43:26.520] 若者の独身だけ集めてで、あのコモって
[02:43:31.520] いう社長の上のおじさんがいるんだけど、
[02:43:33.600] ちょっと高いしゃぶしゃぶ屋さんでさ、
[02:43:37.160] あの、行ったんだけど、高い
[02:43:38.680] しゃぶしゃぶ屋さん行ったんだけど、
[02:43:41.600] そいつさ、マジ入ってまだ1ヶ月で、まあ
[02:43:45.920] 、なんかご飯とかで肉とか頼むじゃん。で
[02:43:48.479] 、ご飯頼むじゃん。あ、俺ご飯、ご飯
[02:43:51.319] 中盛りでって俺に言ってくんだよ。ま、
[02:43:53.760] いいんだけどさ、別に。
[02:43:54.840] オオッケーって言うけど、なんやこいつって思って。あ、俺ご飯中盛りっす。
[02:43:57.558] [笑い]
[02:44:01.279] 笑笑。
[02:44:03.240] いや、まあ、いいんだけどさ。いや、別にいいんだけどさ。笑なんかそれ
[02:44:06.840] き回せよ、
[02:44:07.800] それ。それいいんだよ。別にいいんだよ。別に別にいいんだけど。俺もさ、礼儀とかなってない方だし。分かるんだけどなんかガキが舐めてる。潰す。
[02:44:19.080] 1
[02:44:19.200] 番下がやるんだよ。
[02:44:20.640] いや、え、でもそうだろ。そうだろ。
[02:44:23.104] [笑い]
[02:44:23.920] お前がやるんだよって言いたかったけど
[02:44:25.399] さんもいますと
[02:44:28.439] ガキが舐めてると潰すぞ。
[02:44:30.319] インド行け。
[02:44:31.399] インド行け。いやもそうよ。今本当に名前気なこと言って俺インド行かせるからね。俺の物件でタイもあるよ。こ今年は今年俺は行かねえけど。鯛イもあるよ。うちは鯛イもいいね。タイもある。シンガポールもあるらしいよ。シンガポールもシンガポール俺行かせてくれなかったけど。
[02:44:46.028] [笑い]
[02:44:51.200] インドア
[02:44:53.000] いや、全然タイのがマシだと思う。鯛イも俺空港ね、乗り継ぎであのどこだっけ?あれタイの何空港だっけ?座んな?ナプーム違う。なんだっけ?もう
[02:45:07.319] 1個6
[02:45:08.960] 時間在したけど全然いいよ。インドより全然いい。プール
[02:45:14.240] 違うなんだっけ?もう
[02:45:16.680] 1個、もう1個あるじゃん。鯛イの空港。
[02:45:18.000] タイはレディボーイたくさんいるからな。
[02:45:20.040] 何?レディボーイって
[02:45:21.520] 息をするようにポッキー食うのやめてね。
[02:45:24.160] うま。こないだじんちゃんがうちにあのモンハしに来た時のあまりのお菓子。ああいう時ってさ
[02:45:32.399] おまさん
[02:45:33.640] て上がってん
[02:45:35.640] あのテンション上がって食いすぎたけど結局食わねえんだよな。わかまさんねえ。レディボーイって言うんだ。うーん。
[02:45:46.399] バカほど買ってたね。
[02:45:47.840] うん。買っていのも好き。
[02:45:49.880] 全然食わなかった。全然食わなかった。俺が
[02:45:52.439] 1週間かけてちょっとずつっち。
[02:45:59.359] あ、あれだっけ?あの青天の手術とか有名なのってタだっけ?生転感の手術やんのにみんなタ行くよな。あのニューハーフの人ってタだっけ?それ
[02:46:15.040] 底かな?
[02:46:16.760] そうだよね。
[02:46:18.160] あの、ちょっと前にやった、何年か前に
[02:46:21.080] やった、あの、草が主人公のそのなん、
[02:46:25.760] なんて言うんだっけ?ブラックワンじゃ
[02:46:27.000] なくてなんかそんな感じのタイトルの
[02:46:30.680] やつがあんだよ。あの
[02:46:34.760] 草強しが転換
[02:46:37.960] するみたいな。あ、バカおもれえから見た
[02:46:40.000] 方がいいわ。バカおもれえ。
[02:46:43.760] 笑笑蘇り。
[02:46:45.520] 蘇みじゃない。なんかブラックス1
[02:46:47.560] みたいな感じのタイトル。ブラックス1
[02:46:49.200] て多分めっちゃ有名な。やりちゃん普通の映画映画
[02:46:52.160] 1ではなさすぎる。
[02:46:53.279] ブラック1
[02:46:53.720] はめっちゃ有名なやつだよな。なんだっけ?なんとかスワンみたいなやつ。バレーの話なのよ。それもミッドナイトスワン。ミッドナイトスワン。あれめっちゃおもれえよ。めっちゃおもろい。めちゃくちゃおもろかった。見てください。はい。
[02:46:55.065] [笑い]
[02:47:15.920] 見とく。
[02:47:16.920] うん。めっちゃおもろい。あと別に正感全然関係ないけど、あれもめっちゃおもろかったわ。最近見たやつ。パーフェクトブルーってやつ。
[02:47:29.840] めっちゃくちゃもあ、映画なんだけど
[02:47:32.840] 90
[02:47:33.240] 年代のとかさ、高動みたいな、あの俺の好きな絵柄、あの
[02:47:39.600] 90
[02:47:39.960] 年代のあれのかめっちゃおもろかったよ。ごめんね。彙力なさすぎて何が面白かったか言えないんだけど見てください。あれフェクト
[02:47:51.479] ブルカおもろい。2
[02:47:52.319] 時間ぐらいの映画なんだけど、めっちゃゾっとするからめっちゃおもろかったな、あれ。はい。こんな感じです。トブルーミッドナイトスワン
[02:48:07.116] [笑い]
[02:48:09.240] ぜひ見てください。めっちゃおもろいよ。うん。なんかどっちもなんか人コだわ。どっちも人コ。うん。
[02:48:16.359] なんかちょっとちょっとだけ最感じもあって、やっぱ人間って怖いなって思う。
[02:48:20.871] [音楽]
[02:48:24.439] なんか見た目パプリカっぽいな。パーフェクトブルー
[02:48:28.200] めっちゃおもろいから見てぞっとできるよ。なんかお手軽にゾっとできる。
[02:48:33.972] [笑い]
[02:48:35.160] お手軽にゾっとするからなんかダークネスのこ
[02:48:40.760] 監督の
[02:48:42.000] あ、そうそうそうそうそうそうの子って感じアイドルなアイドルの女の子がちょっとずつなんかなってくみたいなおもろい。めっちゃおもろかった。ああいう絵柄いいよね。
[02:48:54.800] やっぱもそうだけど、あ、エヴァ
[02:48:59.120] 高起動体あのあの90年代のアニメの
[02:49:04.600] しかもなんかそのSFとかSFなんだけど
[02:49:07.399] なんかリアルなんて言うの?SF
[02:49:10.040] なんだけどリアルリアルチックパク
[02:49:13.960] 全SFないやけどねあれはなんて言うん
[02:49:16.640] だっっコラーみたいな
[02:49:19.439] コラーみたいな感じになるけどパプリカ見
[02:49:21.880] てないの
[02:49:22.319] 見てないパプリだって何かった?
[02:49:25.160] そうなのに。
[02:49:25.880] え、見てみよう。え、そういう感じ。
[02:49:29.520] 同じ監督のですね。
[02:49:31.160] ふーん。え、見てみよう。ネト振りとかにあんのかな?ネト振りとかにあんのかな?
[02:49:38.162] [音楽]
[02:49:39.560] やっぱ監督一緒なんだ。
[02:49:41.399] ふーん。あの絵柄いいよな。レコード欲しだったもんな。ま、こんな感じ。
[02:49:52.080] お疲れ。
[02:49:52.479] はい、コメちゃん、お疲れ。こめちゃん、お疲れ。もうでも配信終わるところです。もう配信終わるところです。
[02:49:57.399] っちゃいの雰囲気一緒だった。
[02:49:59.640] うーん。見てみようか。
[02:50:02.279] 今から配信やった。
[02:50:03.640] 今から配信の今から終わるとこなんですよ。残念ながら。今日はですね、激やタイトルのゲームをやったんすよ。このバカムず。あのね、
[02:50:12.160] 2時間、ま、3
[02:50:13.560] 時間弱今配信やったけどステージ
[02:50:17.319] 1しかしてない。[笑い]
[02:50:20.880] ステージ1だけクリアできたの。
[02:50:23.200] お疲れ。
[02:50:23.600] おフェイトさんもこんばんは。やってますよ、この段のゲーム。やってます。やってました。でも僕には難しすぎるね。ま、やりますけど。まだまだやりますけど難しいっすな。
[02:50:37.239] 良いゲームやってんじゃん。めっちゃむずい。
[02:50:39.439] 難易度マリオどころじゃない。
[02:50:40.960] マリオえぐいよ、これ。ジャンプできないねん。もうあとタイトルがやばすぎる。
[02:50:47.840] 俺ban
[02:50:48.120] されるんじゃねえかと思ってヒヤヒヤしてるよ。いや、でも他の人もやってるしね、これね。うん。だ大丈夫だと思う。
