[00:01:00.879] ウイ
[02:06:44.760] 例えばとか例えば例えば
[02:06:46.639] みたいは直球すぎる
[02:06:50.480] だって別に別にだってさ
[02:06:54.040] 打タイプですね。
[02:06:55.760] あ、そうなんだ。いや、わかんないけど。
[02:06:57.440] いや、ありがとうの気持ちはもちろんあるけど。
[02:07:00.599] ありがとうの気持ちはもちろんある。嬉しいしすんげえありがたいけどな。
[02:07:03.679] 94さんが
[02:07:05.480] もういいよ。お前くいくら使ってんねん。お前とか言っちゃごめん。すごいじゃん。めっちゃラッキーなんだけど。超ラッキー。ありがとう。
[02:07:18.320] 小銭に
[02:07:19.239] K
[02:07:21.199] 申し訳ないけどタイミングでゴつカスむカスむ。
[02:07:25.119] 笑笑
[02:07:25.760] カスむカスむ。
[02:07:27.040] ああ、もう、もうちょめてよ。やめなくていいけど。小だな。この人
[02:07:32.920] さがルでサブスクを。
[02:07:34.559] この人や。なんか俺が、
[02:07:37.520] なんか俺がなんか踊らなあかんくなってくるやん。なんか
[02:07:42.800] なんか俺が踊らなきゃなんなきゃなってね。
[02:07:46.800] 944さんが5
[02:07:48.440] ドルでサブスクを送りました。わかる小豚さんありがとうございます。
[02:07:53.960] すご。44
[02:07:56.079] え、なんか現金くんねえかな?豚さん
[02:08:00.360] なんかそこまでだ現金くれない?
[02:08:02.520] 小豚2944
[02:08:04.520] さんが5ドルでサブスクを送りました。
[02:08:07.400] そんな周りどくない?なんかサブスク配ってこんなこと言うのあれだけど
[02:08:12.440] 小豚でサブスクを送りました。お小豚
[02:08:18.280] 294
[02:08:19.880] さんが5ドルでサブスクを送りました。
[02:08:22.520] 小豚294
[02:08:24.520] さん、サブスクギフトをありがとう。
[02:08:27.079] おわあ、小豚294
[02:08:30.199] が5ドルでサブスクを送りました。すっご
[02:08:33.559] やった。小豚2943
[02:08:36.679] が5ドルでサブスクを送りました。おわ、
[02:08:40.000] やった。ウインク、ウインク、ウインク。
[02:08:43.440] 踊ろう。小豚2943
[02:08:46.520] が5ドルでサブスクを送りました。20個
[02:08:49.520] くらい投げてるの?踊ろう。
[02:08:51.880] 踊っとく。笑。小豚
[02:08:54.480] 294
[02:08:56.040] さん、サブスクギフトをありがとう。
[02:08:58.440] でも今これ今さ、今こっち真剣だからごめん。サ
[02:09:04.159] ごめん。でも今真剣だからさ。ごめんな。
[02:09:06.480] 可愛くてごめ。そして私には当たらない。やだやだ。まぷんちゃにめぐ。
[02:09:13.320] 1
[02:09:13.520] 回媚びておかないか?アホみたいな喜び方してやめとけよ。笑笑んは行けるぜ。
[02:09:21.679] あら、私にまでありがとうございます。お疲れ。これはわかんねえぞ。笑。
[02:09:30.000] 1
[02:09:30.199] 回ちんちん舐めよう。本当にくれるからやめろ。口座番号教えるしか何が刺さったんかな。来月ももらうために下手に出ておこう。オフ会のお知らせ送ろう。銀行視点橋本連まで。その服着てるからか。来月もよろしくお願いします。
[02:09:49.559] ちゃまさんの顔ファンやろうな。くまさんゲーム始めちゃった。
[02:09:53.800] いや、またさっきと同じだ。これ
[02:09:55.679] ありがとうございます。黙らんでもろて。化けもんじゃん。残念残念残念。
[02:10:02.280] 731ご機嫌。731ご機嫌。731
[02:10:06.800] ご機嫌。よっちゃまぐ。
[02:10:09.400] これわかん。誰かコメント来た。
[02:10:11.440] 今俺が初めてついたと思うんだけどさ、ここのステージ占いセンセーションになってない。
[02:10:17.679] とりあえずにね、あとはデるだけ。笑笑
[02:10:21.599] はねさんこんばんは。
[02:10:22.480] こいつコメント読マんどさん、こんばんは。
[02:10:25.440] なんか死んねえけどめっちゃサブもらえた。他
[02:10:27.440] 人で笑った。
[02:10:28.719] エアム。エアムドんはなんかサブ岐なんか
[02:10:32.679] 30
[02:10:33.000] 件ぐらいもらったわ。なんか死んねんけど。やったぜ。
[02:10:37.119] こんばんは。
[02:10:37.559] ラッキー。ラッキー。ラッキー。小ぶさんありがとう。
[02:10:45.199] あ、でもやっぱお金持ってるやつは持って
[02:10:46.840] るってことなんだ。
[02:10:50.199] 踊っとけばよかったかな。踊っとけば
[02:10:52.559] よかったかな。
[02:10:55.079] 小豚さんいるかわかんねえけど。小豚さん
[02:10:58.159] のチャンネルで1番サブ投げてんのは
[02:11:00.280] ラテーヌやつが125投げてるからあんた
[02:11:03.199] なら超えれるんじゃねえか踊らん。あんた
[02:11:05.320] なら超えれるんじゃねえか。待ってるぜ。
[02:11:08.960] 挑戦
[02:11:10.960] やめろって。挑戦待ってるぜるな。笑
[02:11:14.400] なんでだってそのだってさ、このランキング機能つけてんのって
[02:11:18.360] Twitchさんじゃないですか?
[02:11:20.960] ランキング機能つけてるのTT
[02:11:22.360] さんですよね。
[02:11:23.280] シュポッぽ
[02:11:23.960] おいよ
[02:11:26.280] 護す。
[02:11:27.199] いいよ、いいよ。いいね。やっぱこのな
[02:11:30.280] んで累計にしてるの?
[02:11:32.280] なんかこう累計にしてとか生きれき生きれるやん。
[02:11:37.719] チアタクトレインと
[02:11:40.360] ありがとう。
[02:11:42.000] 欲しいスタンプ当たれ。
[02:11:43.760] めちゃめちゃ金稼げんじゃん、今日。何これ?ビッツは未だに負けてない。
[02:11:49.239] めっちゃ金稼げ。あ、あね。
[02:11:51.679] 抜いてみろよ。おい、バカを競わせて楽しそうだな。笑。すっ
[02:11:56.800] なんか死んでけど、今日金めっちゃ集まるわ。はい。
[02:11:59.360] なんか知らんけど、今日金めっちゃ集まるわ。だけどこれどうすればいいかわかんねえわ。
[02:12:09.800] これもう積んでんのか俺。なんかもうこれ積んでんじゃないじゃん。
[02:12:17.199] ああ、も、あ、
[02:12:24.880] はい。のと
[02:12:27.000] 1
[02:12:27.239] 万もらうのだったらどっちが嬉しい?終わ。
[02:12:31.280] ありがとうございました。
[02:12:32.719] ありした。
[02:12:34.159] どうするか分かるのと1万、1
[02:12:35.760] 万もらった方が嬉しい。はい、ということでありがとうござました。
[02:12:38.559] ちくし。もうちょっと配信時間引き延ばしてもっと稼ぎたかったぜ。はい。ということで、え、
[02:12:43.159] 0時までに44、え、43、
[02:12:46.719] クリアできませんでした。ごめんなさい。すいませんでした。
[02:12:49.360] 落ちるまで積んでなかったね。ちょ、
[02:12:52.199] 嘘積んでなかったや。
[02:12:54.159] 嘘積んでなかった。あそこまだじゃあってるってこと。
[02:12:57.679] 猫まっち猫村か猫シュシュっぽ。本気
[02:13:04.000] 明日早いからもう寝るよ。明日早いからもう寝るよ。
[02:13:07.000] チェアストてやっとチェアストてやっとチェアストテやっとなすっげえサブスク何点来たの?
[02:13:14.760] 20件ぐらい来た。
[02:13:15.920] ここで使えないやん。先に行ってお布団あっためとく。
[02:13:22.000] 俺熱狩りだからごめん。あっめなくていいよ。なんとかなりそうな雰囲気でしたね。
[02:13:26.440] あのブロック横から動かせばええ嘘。なんとかなりそうな雰囲気だった。
[02:13:30.599] デブビグサッド。
[02:13:32.159] え、これ小豚さんって何者なの?ありがとう。なんか金持ちだ多分。
[02:13:38.199] 多分なんか金持ちだと思う。ふん。毎日来てもらうか。
[02:13:44.000] すごかったね。
[02:13:44.960] うん。いや、それか本当に
[02:13:47.199] わかんないよ。顔ファンですね。
[02:13:49.960] 本当に。いや、本当に
[02:13:52.320] 一目惚れしたのかもちゃまく
[02:13:54.159] 本当にあのお金持ってなんかもう
[02:13:57.119] 障害年金の受給費品配ってるなんだよ。
[02:14:01.119] 多分なんか
[02:14:01.719] 貧乏人にこう配ってニコニコしてる金持ちの遊びしてるんだったらいいんだけどなんか俺がなんかさ金持ちなんだからもっと投げろよとかって言ってなんか投げなきゃいけない空気になって投げて倒したとしたら本当にごめん。本当にごめん。ま、返さないけどごめん。返したりしない。返すとかできないけどごめんだとしたらごめん。
[02:14:22.480] ダブル
[02:14:23.840] ごめんな。
[02:14:25.079] 笑笑
[02:14:25.480] まもらったもんはもうもらったもんだから
[02:14:27.480] 明るくなったろう。
[02:14:29.239] ありがとう。
[02:14:31.280] 障害年金の時給日にお金配ってるおじさん。本当?それ
[02:14:35.480] 反省してるのかしてないのか?
[02:14:37.400] ま、いや、反省は別にしてないけどでも一応ごめん。ありがとうございました。なんかすっげえもらっちゃって。はい。てことでホクホクした気持ちで寝れるわ。ということでごめんね。俺明日早いからもう寝るわ。
[02:14:47.599] おもれ配信で返すしかねえ。
[02:14:50.320] なんかそれっぽもうおい。
[02:14:54.760] ありがとう。キャレット。キャレット。う
[02:14:57.320] いや、なんかそのわかんない。
[02:14:59.119] 5000円。
[02:15:00.480] ドアやば。こい。うお。
[02:15:03.960] なんさ、なんかさ、なんかわかんないの。そういうそういうのを。あ、ね、逆に言わせてほしい。パ言
[02:15:13.440] てしいんだけど。パ
[02:15:15.079] なんかサブスクとかそういう高額とかもらってボルにお金払わなくてもコメントできるんだよ。
[02:15:22.079] もらってなんかえっとこありがとうやってるやつってあのぜ逆に内心全然だからね。あ、出た出た。ラッキーちょろいちょろいと思ってやってんだからな。
[02:15:33.760] 俺みたいな本当にえわえみたいな。これがリアルだからな。
[02:15:38.119] 年金あと7万
[02:15:39.440] これがリアルだからな。これがリアルだからな。
[02:15:42.280] そんなこと言うのな
[02:15:43.679] んでえつかちゃえ
[02:15:46.040] 1
[02:15:46.239] 番ピとかってやってる人の方があちょろっと思ってやってるから思う。
[02:15:51.159] ちょろっと思ってやってるからね、あれ。うん。もう俺わかもうなんかそんなわかんない。
[02:15:55.239] 5000
[02:15:55.480] 円さっきなんか実感湧かないもん。本当に
[02:15:57.719] 5000
[02:15:57.880] 円もらえたの俺。今実感湧かないわ。あと
[02:16:00.000] 3回ぐらい投げてもないと。
[02:16:01.159] 偏見
[02:16:02.280] あと3
[02:16:02.599] 回ぐらい投げてもらわないと時間わかない。やべ。まジマジマジけろ。こいつガチで投げそうだから。はい。さよなら。お疲れ。バイバイ。今日でお疲れさ。はい。笑。
[02:16:11.800] マジで投げそうだから。
[02:16:13.320] 調子乗り始めた。松に
[02:16:15.360] 5000。
[02:16:15.800] マジで投げそうだから。怖からキルべ。
[02:16:18.159] 笑笑。
[02:16:18.760] サブスクライバーがサブスクライバーが多いからこのつも誰も乗ってないこのエンドロールがすげえ早え。
[02:16:25.760] 関係ないよ。
[02:16:27.360] エンドロールが早え。
[02:16:30.360] エンドロールが
[02:16:32.559] いつも誰もいないのに。
[02:16:34.960] たことない。
[02:16:36.319] いつも誰もいないのに。
[02:16:40.280] え、小豚さんなんかわかんないけどありがとうね。あのこんなこと言ってるけどめっちゃ嬉しいです。ありがとうございました。
[02:16:46.679] ありがとね。
[02:16:48.760] いや、すごいな。
[02:16:50.359] また来てね。また来ます。どうし、
[02:16:54.920] あ、また来てくれんのありがたいんだけど、もう本当あの、なんかそんないや、ま、でもまあま、お金くれるならください。はい、
[02:17:01.880] ありがとうござうん。後で俺のちんちんの写真送るわ。じゃ、後で俺のちんちんの写真送るわ。うん。
[02:17:11.040] そりそうだよな。こんだけしてもらったら、
[02:17:14.800] おつ。
[02:17:15.760] 疲れちゃよかったぜ。
[02:17:17.880] やったぜ。儲け
[02:17:21.280] 来月の収益が楽しみだね。言うな。笑。ちんちんの。
[02:17:27.160] あ、やべ。あ、やべ。やべ。それこれ言ったら言ったらこれ
[02:17:30.080] ban
[02:17:30.240] されんの。危ない。危ない。嘘。冗談です。冗です。流れがすだ。い
[02:17:35.120] や、すごかった。疲
[02:17:38.840] ありがとうござました。
[02:17:39.960] ちんちん楽しみだな。
[02:17:41.240] 冗談冗談冗談。これBされないって。マジ
[02:17:42.960] BANしないでやめて。
[02:17:44.000] 怖い、怖い、怖い、怖い。お疲れ様でした。もう切るわ。さよなら。お疲れちゃん。バイバイ。さよなら。次の配信は明後日。はい。さよなら。
[02:17:52.760] ちンテン。
