[00:00:22.800] ぐーぐい。お疲れ。
[01:58:51.760] そうね。
[01:58:52.360] もう気まずなってますん。
[01:58:54.840] スパイと一緒。
[01:58:55.719] もうその話やめよって言。お前が自分で話してますやんあ。もう暗い暗い暗い暗い暗い仕方ないでしょ。あんな話をした後なのか。
[01:59:11.560] 大丈夫、大丈夫。
[01:59:12.880] いくら私だって暗くなっちゃうわよ。でもそうね、私がずっとこんな風だとくらい
[01:59:20.800] バニーガーデンのに傷をつけてしまうわね。
[01:59:24.679] それだけは絶対に嫌。
[01:59:28.119] ノもくらい。
[01:59:30.360] どんなに恥知らずだとしてもバニーガーデンの思えば
[01:59:34.639] もう同じこと言うねん。
[01:59:36.262] [笑い]
[01:59:37.000] あ、
[01:59:39.079] 明日のもく悲しみじゃなく喜びの涙を流したい。
[01:59:51.040] 私の願い
[01:59:51.880] D51ね。
[01:59:53.199] だから
[01:59:54.079] あ、これD51だ。
[01:59:55.000] 一緒に楽しく過ごしましょうね。グラスからだけどどうする?
[02:00:01.320] 何それ?
[02:00:02.159] 嬉しい。[笑い]
[02:00:03.360] 何それ?
[02:00:03.880] 私どれが
[02:00:05.360] ごめん。それなんかわかんない。何それ?
[02:00:07.360] これがドラクエのパパートだって言いはればセーフ。
[02:00:10.840] そうだよね。
[02:00:11.880] グリッチボム
[02:00:13.679] 見た目もパみたいなもんだ。こんなすぐに準備するわ。
[02:00:16.218] [音楽]
[02:00:17.199] パフパフと一緒でやってることだって。これエッチなことと見せかけて実はエッチないみたいな。そうやり口だから。それにしてもドラクエのあの発表はがっかりでしたな。めちゃも見た。今日。
[02:00:28.679] 乾杯。
[02:00:30.320] あ、来た。あ、ボトルじゃなくてもいけるやん。
[02:00:35.040] がっかりだったの?
[02:00:36.599] いや、なんかね。あ、どうした?
[02:00:38.488] [笑い]
[02:00:39.798] [泣き声]
[02:00:43.320] バイオエーンともあれじゃねえかよ。あの、あの、なんだっけ?あのぷよぷよのやつじゃん。ぷよぷよの。あのね、ドラクエ
[02:00:50.400] 12
[02:00:51.159] の映像がちょろっと出たのとモンスターズの新作がちょろちょろっとところじゃないな。もうかすっただけ。それで終わり。何の発表日なんかの発売日とかも何もなかった。
[02:01:04.033] [泣き声]
[02:01:05.360] だってわ、
[02:01:06.719] わずも優しすぎるから行けないのよ。
[02:01:11.239] こんな嘘つきな私と一緒に過ごしてくれるなんて。そんな人
[02:01:19.159] ドラクエソードの新作出なかった。
[02:01:21.320] ドラクエソードの新作なんか出るわけないんや。
[02:01:24.159] 負け部屋クリ[笑い]
[02:01:25.679] のきちゃんこんばんは。望んでんの多分。のきシんぐらいだからね。
[02:01:30.679] ビデオゲームスビこんばんは。センキフォカミング。
[02:01:33.360] Whyユmakeクライ
[02:01:35.079] あがえ何?俺がこの彼女を泣かせたってんなことないよ。ふ、クオンちゃんのオンリーワンになれたってことか。
[02:01:46.800] そんなのとくになってたわよ。じゃなきゃあなたに秘密を打ち上けてないもの。
[02:01:52.504] [音楽]
[02:01:54.360] おっぱい書いてかい。
[02:01:57.920] 人前で泣くなんて。
[02:01:59.960] 久しぶり。
[02:02:00.679] 可愛いじゃん。
[02:02:02.320] あなたに泣きを見られちゃったわね。じゃあ次はあなたが泣いてみて。私だけ泣き顔を見られたのは不公平だもな。あなたはもう出金よ。原因はパンツのミス。
[02:02:21.639] いや、まあ、ま、でもそれはま、それはマジでそう本当にあの否定できません。
[02:02:26.800] ゲームをしましょう。
[02:02:28.480] なんですぐASM
[02:02:30.000] はね、ないんですよ。これはあの個室じゃないとないんですよ。個室ないと。個室じゃないとね。だからやらない。
[02:02:36.560] 残念。
[02:02:39.719] クリマじ個室ルームツアー。
[02:02:47.679] よし。なんかでもあ、今日の話は衝撃的だったな。まさかくちゃんがスパイだったなんて。
[02:02:54.239] 打ち開けてくれたってことは少しは信用してくれてるのかな?トラたら嬉しいな。あ、なんかこれなんかこのなんかこれなんかひあれじゃない?ああ、ギャンブルが光ってる。ギャンブルが光ってるよ。ギャンブルが光ってるよ。か
[02:03:09.760] ペカってるよ。
[02:03:11.199] エルギーザも光ってるよ。
[02:03:14.119] 感ある。
[02:03:15.280] こフラグった感あるよね。今のな。フラグ立ったよな。なんかな。え、今日は行っちゃう。今日は行っちゃうよ。
[02:03:24.119] 行っちゃっていいすか?回しちゃっていい
[02:03:26.520] すか?光ってるっつうことはそういうこと
[02:03:29.159] なんだよ。
[02:03:33.639] 今日は勝つよ。光ってるからね。なんて
[02:03:35.520] だってまあ70万もあるからね。ぶっちゃ
[02:03:38.320] 赤怖いな。
[02:03:42.280] まあまあまあまあまあまあまあまあまあ別
[02:03:44.679] にこんくらいはまだこんくらいは全然
[02:03:46.480] まだまだ80万まで行けばいいんだ。
[02:03:49.760] で勝てば総額で勝てば勝ちなんだかな。やえ、嘘じゃん。これ誰だよ。今日光ってたら勝てるとか言ったやつ
[02:03:54.990] [叫び声]
[02:04:00.320] 8万負けたんだけど。
[02:04:02.320] でっか
[02:04:06.679] 8
[02:04:07.000] 万負け。
[02:04:07.559] 笑笑。ちょっと。うん。
[02:04:13.280] ちょっと
[02:04:17.000] ガムブレヘル
[02:04:19.920] ギャンブルヘルーの辺にしとこう。いいや、もうギャンブルいい。金あるから。金あるから。とりあえずもうこの子をね、今日なんかワンチャンエンディングいけない?行けそうな感じしない?さっきの会話までたどり着いたってことはなんかこう
[02:04:38.480] あれなんじゃないのかなっていう。あ、来た。おいおいおいおい。
[02:04:42.440] 今日の餌2
[02:04:43.199] 個目になるかもしれない。今日の餌今日の餌
[02:04:46.079] 2個目になるかもしれない。ASMR
[02:04:48.280] あったら行くからな。部屋だ。
[02:04:49.800] ASMR
[02:04:50.480] あったら行くからね。お前なんか膝汚ねえよな。い
[02:04:52.920] い。
[02:04:54.400] お前なんか膝汚ねえよな。なんかじゃ今日はモりシャン入れちゃう。
[02:04:59.559] あら、ありがとう。
[02:05:04.199] ボインボインボインボインボインボイン。
[02:05:09.679] 乾杯。
[02:05:10.400] どうもこんばんは。
[02:05:12.040] 私がスパイだったってこと。[音楽]
[02:05:14.320] うん。あ、やっぱこれもう彼にも話すわ。
[02:05:17.040] なんかこれやっぱキーイベントだな、これ。
[02:05:20.079] もう少しだけ時間が欲しい。覚悟が決まったら。
[02:05:22.761] [音楽]
[02:05:23.400] これ、これエンディングでこれだいぶ
[02:05:24.920] 私の口から真実を彼話す。
[02:05:27.599] こ聞いてきますよ、多分。
[02:05:29.960] え、また進展があったら話を聞いてくれるかしら。
[02:05:35.800] え、で、
[02:05:37.880] そうね。
[02:05:39.440] でもあなたがずっと相談相手とは限らない人の関係性なんてとても繊細で流れるように変わってしまうものだからあなたと私の関係性も変わっていくでしょ。変わっていくでしょう。
[02:05:45.031] [音楽]
[02:06:00.520] カップルになれる未来もあるのかな?
[02:06:02.719] なないことはないんじゃないですか?
[02:06:05.119] あるやん。え、てかさ、このさ、
[02:06:07.239] 私の気持ちと
[02:06:08.440] いや、別にね、違、違うんですよ、これ。
[02:06:10.079] 別に、あの、それなんか
[02:06:13.679] 違うんだけど、機能としてあるのか知りたいんだけど、この俺がさ、配信中にこうパッて流してみたさ、あの
[02:06:19.960] ASMRパートはさ、なんか後で後でもう
[02:06:22.880] 1
[02:06:22.960] 回聞き直すことはできんのかな?いや、別にそん、あの、別に配信外で聞くとかそういことじゃないんだけど、そういう機能はあるの?そういう機能はあるのかい?別に配信外で聞いたりしないけど、そういう機能はあるのかい?
[02:06:36.599] 聞き直す必要あるんですか?
[02:06:38.199] いや、だからそういう機能はあるのかっていうこ
[02:06:39.840] だけを聞いておきたいももったいない。なんかおめらのためになんかうえーとか言いながらなんかパッて流しちゃってもったいない。だちっちゃなんかもったいないなと思っ
[02:06:42.017] [笑い]
[02:06:53.760] もったいないって言ってるじゃん。
[02:06:55.199] ちゃもっちゃもったいないついこともっちゃおは違うから。ああ、そういうそういうことじゃなくて
[02:07:04.760] ずっと不思議に感じてるの。
[02:07:07.559] 作品としてあなたを信じてしまい。
[02:07:08.872] [笑い]
[02:07:11.599] 作品として楽しみたいわけで、そなんか違うんだよな。
[02:07:17.119] アート、アート、アート、アート。そう、そう、そう。アート作品。心がやっぱ
[02:07:22.360] 動くから
[02:07:23.159] 常連さんなら他にもいる。これ
[02:07:25.248] [笑い]
[02:07:26.000] で逃れるようにね。
[02:07:28.159] 秘密を明かしたいってこと。
[02:07:30.360] え、あるよね。多分そういうしかない
[02:07:33.639] ちゃ。さっきのやつ違うさ違う。
[02:07:35.440] さっきのやつ結構食らっちゃった。
[02:07:37.920] 本当にどうしてかしらね。
[02:07:41.239] あれ結構エッチちゃったよ、今日のやつ。わからん。左右から言われたらあかんわ。
[02:07:46.800] お酒用意しましょうか。もしま過ごせるなら
[02:07:47.518] [笑い]
[02:07:52.440] えっちゃった。
[02:07:53.040] 私は嬉しいわ。
[02:07:55.880] ありがとう。
[02:07:56.559] 今日はそれか。
[02:07:57.679] 今日はこ今日はそれかな?夜になりそうね。
[02:07:59.963] [笑い]
[02:08:01.599] 何を飲むの?[息をのむ音]
[02:08:03.880] エッチだったよ。
[02:08:05.599] すごく良かったよ、あれ。
[02:08:06.559] 私も好きなのよね。すぐに準備するわ。なんかでもエンディングいけそうだよね、今日ね。今日ちょっと長くやってもいいかも。
[02:08:17.159] 1
[02:08:17.280] 時ぐらいまでやっちゃおうかな、今日。おめべんべんぼよんぼよんぼよんべん。おかしいだろ、あれ。
[02:08:18.958] [鼻息]
[02:08:23.480] おっぱいの動きマジで
[02:08:26.520] し、あの熊田正の何回も言うけど、熊田正のあのなんか見えない、見えない糸でさ、あの、あのサングラスが上下するやつみたいな。
[02:08:37.760] やらなきゃいけないこと
[02:08:39.320] うん。
[02:08:39.880] たくさんあるのよね。
[02:08:41.079] うん。
[02:08:42.639] 諸々の手続きとか
[02:08:44.920] 支払い関係
[02:08:45.559] やだね。支払い関係
[02:08:47.360] 考えると別になるわ。
[02:08:48.800] いやですね。いやですね。もう俺も俺もこないだあの車の税金払ってきたよ。
[02:08:53.159] やだね。もったいね。
[02:08:56.159] いやよ。めんどくさい。
[02:08:58.199] めんどくせえよな。もう税金払い払わなきゃいけない。あ、もう税金を払うという行為が死ぬほどめんどくさい。引き落としにしてほしいわ。なんかなんでわざわざはがきでくんの毎回。あれ
[02:09:14.320] 分かってるわ。や
[02:09:16.400] 分かってるわ。なんで[笑い]
[02:09:20.520] いや、そんなそんなこと思ってない。
[02:09:21.679] すいません。そんなこと思ってないです。払います。
[02:09:23.880] しかないのよね。
[02:09:26.239] あなたが代わりにやってくれないかしら。ご褒美をあげるって言ったら
[02:09:32.480] どう
[02:09:33.000] やります?
[02:09:34.280] それはやってくれた後のお楽しみ。
[02:09:38.480] あら、
[02:09:39.159] お酒どれが
[02:09:41.880] ご褒美欲しいっすね。ご褒美欲しいっすな。
[02:09:45.079] 私も好きなの。すぐにじ。
[02:09:48.694] [音楽]
[02:09:51.840] もう1回見れる。もう
[02:09:54.920] 1
[02:09:55.000] 回見れる。ボインボインボインボインボイン。
[02:10:00.079] いただきます。
[02:10:00.840] ここから見るとマジでマジであるんだよな。てっぺんが。
[02:10:05.119] あ、来た。
[02:10:06.599] もちろん。
[02:10:08.199] もうここのここのここの酔っ払った時のこの会話。あ、はい。
[02:10:11.800] 私があなたのことを好きになったら迷惑よね。
[02:10:17.119] なんだなわけあるかい。
[02:10:20.135] [笑い]
[02:10:22.040] あくまでもしもの話よ。
[02:10:24.119] 好きちゃうの俺のこと。ここまで来て。
[02:10:27.000] 私の心がどう変わるかなんて私にも分からない。だから最初に確認しておきたかったの。
[02:10:28.650] [音楽]
[02:10:37.280] あなたが迷惑と感じるなら心を抑えられるかもしれないから。
[02:10:42.599] なんかそんな先にそんなんが保険じゃないですか、それ。逆にこっちが好きになったら迷惑かな。
[02:10:54.599] 迷惑なんて思わないわ。
[02:10:56.199] あ、好きだよ。
[02:10:57.360] もう好き。うん。
[02:10:58.920] 嬉しいかもしれない。
[02:10:59.960] いや、もう好きだけどね。うん。
[02:11:01.719] 恋か。
[02:11:04.199] まさか私がそんなものを意識するなんてない。
[02:11:07.960] いや、そのおっぱいで今まで恋愛経験ないってのはもう無理がある。
[02:11:11.239] あなたと出会わなかった。
[02:11:12.520] 無理があるって。
[02:11:14.199] こんな気持ちを知ることはなかったかもしれないわね。
[02:11:18.199] いや、お前本当に今までええ。うん。え、何?処女なの?
[02:11:24.980] [笑い]
[02:11:25.800] でも絶対嘘や。絶対嘘やもん。
[02:11:29.599] 私の気持ちまだそこまで大きくは育っていないの。
[02:11:35.960] ユニコーン。え、だからそのユニコーンってそういう意味らしいよね。なんかしんないけど。
[02:11:36.115] [笑い]
[02:11:41.320] でもね、心のどこかに温かい光がってるのは確かなの。
[02:11:52.480] ゲームをしましょう。
[02:11:53.559] もうゲームは。あ、あ、あ、あ。はい。行きます。はい。ノータイム。ノータイム。
[02:11:57.960] ASMR。すいません。
[02:11:58.960] 皆さん、またお前らはちょっとお預付け。またお前らはお預け。
[02:12:04.079] クソが。[笑い]
[02:12:06.520] これは見ないともったいないもん。これは見ないともったいないわ。さ、今日も行くよ。はい、よろしくお願いします。これはね、これ今まで俺何回も見てなかったけど、これこの見てなかった分だけパターンがってことだよね。いや、これもったいないって。もったいないって。
[02:12:32.199] いやあ、あの、
[02:12:36.040] あれな、別にあの、もしかしたらこの反射
[02:12:39.199] で見えてしまうとかそのわかんないけどね
[02:12:41.040] 。わかんない。そ、なんかそれ言わなくて
[02:12:42.400] いいからね。[笑い]
[02:12:52.280] これもう1人今日来ねえんかな?
[02:12:56.681] [笑い]
[02:12:59.440] アホやな、このゲーム。アホやな、毎回。
[02:13:11.119] あ、でもなさ、前回の方がエッチだわ。
[02:13:15.880] あ、前回の飛び切りエッチだったわ。今回
[02:13:19.239] 全然そんなもうしかも早もう終わったし。
[02:13:22.199] 早。もう終わった。なんだった。前回の
[02:13:27.520] 、前回のもう、前回のもうジャックポット
[02:13:31.280] やったぞ。もう[笑い]
[02:13:33.360] 、もう前回のジャックポットだったわ。
[02:13:36.400] 今回全然エッチじゃなかったわ。ま、
[02:13:37.760] ちょっとエッチだったけど。早い。すぐ
[02:13:39.440] 終わった。めっちゃ高かったよね、前回ね
[02:13:42.280] 。10分ぐらいたもんな。
[02:13:45.040] 4万4400円。この
[02:13:48.559] 出た、出た。アフターね。アフター行くよ
[02:13:51.480] 。
[02:13:51.880] 全然行けよ。全然行くよ。アフター、アフターのために来てる。
[02:13:58.252] [笑い]
[02:13:59.840] クルーズ戦なんて初めて乗ったわ。
[02:14:02.000] なんか
[02:14:03.320] 塩風が気持ちいいわね。
[02:14:05.079] なん、なんだこのBGM。なんだこの
[02:14:07.800] BGM。
[02:14:09.119] ありがとう。こんな素敵な夜をプレゼントしてくれて。
[02:14:14.559] 何?なんかなんか来そうじゃね?
[02:14:18.000] もう終わりにするわ。え、
[02:14:21.320] 今までの私とあなた感じ。
[02:14:23.199] なんか、なんか、なんか
[02:14:24.920] ここで終わり。
[02:14:25.920] 来そう。
[02:14:27.760] もうあなたをゲストとして扱いたくない。
[02:14:30.119] ほら、おいおい。
[02:14:32.040] これ以上は自分の心を偽われないわ。
[02:14:36.119] これ来るやん。待ってよ。もうバニガデに遊びにちゃだめってこと。
[02:14:41.800] ごめんなさい。私は最後まで自分勝手な女ね。
[02:14:46.760] でも自分の気持ちが溢れ出てきて
[02:14:52.239] 早すぎたせ。
[02:14:53.400] あ、次は
[02:14:55.079] 願ってしまっているの。[音楽]
[02:14:56.280] 早すぎた。
[02:14:58.159] 私はあなたに。
[02:14:59.520] あ、ああ。あれ?
[02:15:01.719] 何しているの?[音楽]
[02:15:02.679] 俺も愛してるよ。
[02:15:05.840] キャストとゲストの関係じゃ。[音楽]
[02:15:07.920] あら、もう逃されないわ。
[02:15:09.920] ええ、
[02:15:11.719] これからは恋人としてあなたのそばに言いたいの。もうグッドエンド確定じゃないですか。
[02:15:18.163] [音楽]
[02:15:20.639] 私の嘘や。罪にも
[02:15:23.440] 早く寝取られろ。はりてくれたわ。
[02:15:26.040] やむで。
[02:15:27.000] クポクポクポクポクポクポつくでやる。
[02:15:31.159] 今夜はクポツき祭りです。
[02:15:33.840] どうか
[02:15:35.159] 全日本保つき祭り。
[02:15:36.400] 一緒に生きてほしい。
[02:15:37.599] よろしくお願いします。
[02:15:39.079] この先ずっとずっと一緒に
[02:15:42.960] なんか急に来たね。
[02:15:44.440] 私はあなたが好き。どうか私と付き合ってください。
[02:15:50.920] こちらこそよろしくお願いします。
[02:15:53.920] クポっていい疑。
[02:15:55.239] これ待しかもさ。え、振ることできんの?これ見て見て見てえなこれ。
[02:15:56.154] [笑い]
[02:16:01.393] [叫び声]
[02:16:02.703] [笑い]
[02:16:06.960] いや、見て、見てな、これ。
[02:16:09.040] 笑笑。
[02:16:10.000] こういうゲームでさ、なかなかなくない?こういうゲームで。
[02:16:14.400] ごめんなさいだ。
[02:16:15.679] ごめん。こういうゲームでさ、触れる、触れるってなかなかないよね。
[02:16:18.424] [ため息][息をのむ音]
[02:16:21.840] 見せてくれ。
[02:16:23.679] いや、できねえよ。でも、
[02:16:25.520] ありえないね。
[02:16:26.599] でもできねえよ。それはできねえ。それはできねえ。ごめん。それはできない。
[02:16:29.559] [笑い]
[02:16:35.920] ごめん。ちょ、ちょっとそれできないわ。やみ、これセーブしとけばったらあ、ごめん。できない。あ、クオンちゃんが好きだ。付き合ってください。
[02:16:43.314] [叫び声]
[02:16:50.479] 幸せになるのか、俺たちを置いて。
[02:16:53.800] ごめんな。俺はもうこっち側になっちまった。お前らも早く来いよ。待ってるぜ。
[02:16:58.960] 私はあなたを振り回してばかりなのに。
[02:17:02.760] こんな厄介な女よりもあなたに見合う人はいくらでもギあれみたいじゃん。あのなんだっけ?裸の裸の元みたい。ギ
[02:17:08.859] [笑い]
[02:17:19.599] 好き笑。
[02:17:21.599] 好きよ。
[02:17:22.920] よくそれ伝わったな。
[02:17:24.200] 全てをあなたに捧げたい。約束するわ。
[02:17:28.000] あのヒルポン打っちゃってるやつね。ヒロポン打ってるやつ。
[02:17:30.399] 私今まで
[02:17:32.559] 結びひろ結びじゃん。ギ
[02:17:35.519] そや隠し事をしてきてしまった。でももうあなただけにはしない。あなただけには私の本当を伝えていくから。
[02:17:49.280] ありがとうございます。ありがとう。どんな事実真実だっても寄り添って受け入れると誓うよ。
[02:17:55.319] ありがとう。
[02:17:57.240] 私あなたのことが大好きよ。
[02:18:04.535] [拍手]
[02:18:07.479] えいえい。ということでありがとうござました。バニーガーデン
[02:18:10.719] 2
[02:18:11.399] 無事クリアということでね。素晴らしい。パチパ。
[02:18:15.399] いや、おもろいね。やっぱね、このゲームね。おもろい。パチパ
[02:18:20.040] パチパチパチパチ。
[02:18:21.359] よかった。
[02:18:24.040] いやあ、でもこれね、
[02:18:27.040] ASMR
[02:18:29.439] 目覚めるかも。俺ASMR
[02:18:31.319] って俺何がいいねんて思ったけど良かった。
[02:18:36.800] エッチだったね。
[02:18:40.120] てか普通に可いいわ。普通に可いい女の子が
[02:18:44.040] かかったね。
[02:18:44.519] 俺たちのご飯まだ
[02:18:46.456] [笑い]
[02:18:47.000] 配信切ってからね。配信切ってからいいや。貼ってやるか。
[02:18:53.519] ってやる。しょうがね。スケベどの餌巻いてやるに。
[02:18:58.399] いや、これでも実音声聞いてほしい。音声聞いてほしい。ちょっと待って。意
[02:19:10.920] いや、良かったな。しょうがねえな。スケベどに貼ってやるよ、お前。これ
[02:19:19.479] 握しろ。
[02:19:20.399] ちょっと、ちょ待てよ。ちょ待てよ。めっちゃあんねんて。めっちゃあんねん。今日はめっちゃあんねん。まだ
[02:19:38.000] 1回[笑い]
[02:19:39.399] 1回で張りきれねえ。
[02:19:41.800] 1回で張りきれねえよ。
[02:19:43.160] めっちゃいるね。
[02:19:45.120] 1
[02:19:45.319] 回で張りきれねえよ。
[02:19:51.280] あ、落ちた。あ、え、まだあるやん。まだ
[02:19:55.040] あるやん。ちょっと待て。
[02:19:58.160] ちょっと待ってね。まだあるからね。
[02:20:00.200] 飛び切り。最後の2枚。特に最後の2枚。
[02:20:02.760] 飛び切り。飛び切り。最後の2枚。
[02:20:08.840] まだあるやん。ちょっと待って。
[02:20:23.720] あなたが応援してくれたおよ。
[02:20:26.720] ありがとう。
[02:20:27.280] 新しいお店だ。自分のお店だ。ちょ、お前さ、お前さ、だったんだ。
[02:20:33.640] ああ、本当だ。この招き猫だ。てか、お前ら、あの、ちょ、まず、まず、おに、おい、お前らふざけんなよ。こっち見とけよ。こっち見ろよ。画像ばっか見てねえで。おい、試べとも。あ、ぱ、貼るんじゃなかった。
[02:20:44.520] でも正直に言うとやく本当の夢への一歩を踏み出せた。
[02:20:51.280] あいつらも帰ってく。あいつらも、
[02:20:52.872] [笑い]
[02:20:53.920] あいつらも帰ってこねえよ。多分そのまま、そのままもう直発電。
[02:20:59.160] 大変なのはこれからよ。
[02:21:00.760] まだエッチな店だな、これ。
[02:21:02.600] ゲストの思いに。[笑い]
[02:21:04.080] 笑笑。
[02:21:05.160] 心に塚の間の急速を与える場所。そんな
[02:21:09.120] ドラクエ微妙だ。こっちは最笑。
[02:21:13.120] ドラクエの穴はこいつが埋めてくれた。もの
[02:21:17.319] 大丈夫。クオンちゃんなら必ずそんなお店にできるよ。
[02:21:21.240] ありがとう。
[02:21:22.040] どんなお店なんこれ?どんなお店なん?どんなお店なの?あ、宇宮にあるんだよな。おっぱブでさ、あの浴衣のおっぱブがそこみていだわ。たことないけどね。言いたことないけど。それではナちゃんたちも手伝いに来てくれるんでしょ?へえ。
[02:21:32.827] [鼻息]
[02:21:37.080] カナもりも
[02:21:38.680] いいのそれ。
[02:21:39.280] ミかも
[02:21:39.840] ゆさ、
[02:21:40.399] エリサもルナも
[02:21:41.960] ユさじゃユボスメな。それ違うに協力してくれ。
[02:21:45.160] ユボスズメは違うよ。うの宮じゃないよ、あれは。あれスズメの宮にあるあの
[02:21:49.280] 80歳のおばあちゃん2
[02:21:50.520] 人で回してる伝説の風俗ね。
[02:21:53.319] こんばんは
[02:21:54.240] なちゃんこんばんは。エンディングですよ。だ
[02:21:57.280] エンディングです。し
[02:21:59.040] エンディングです。
[02:21:59.840] で死ぬほどわろてる。
[02:22:02.303] [笑い]
[02:22:03.160] 俺がDisccordにさ、
[02:22:05.640] Discordにこの配信禁止クイックの
[02:22:08.160] エッチなところさ、写真だけ撮って送っ
[02:22:10.600] たらもう誰も誰も帰ってこなくなっちゃっ
[02:22:12.760] た。もうみでみんなそっちに
[02:22:14.920] 今エンディング見ろよお前ら笑
[02:22:17.560] エンディングよ
[02:22:18.560] 少し責めなかった。
[02:22:21.960] それどころか。
[02:22:22.720] 笑笑
[02:22:23.479] 隠したら辛いよね。て
[02:22:26.800] 本当に最高の確かでも恐のやつは
[02:22:29.560] あの子たちは
[02:22:30.840] 今のやつはエッチだったんすよ。女の子が
[02:22:34.319] 2人でだってさ左右から
[02:22:36.479] ASMRで
[02:22:37.479] に違いってなって
[02:22:38.479] エッチなことをこうさあのあれなんですよ。
[02:22:42.640] 脳に血が入ってなくてもう脳じゃなくてでも今下に血がいっちゃってるからな。
[02:22:44.224] [笑い]
[02:22:51.000] いや、でも楽しみだな。早くゲストでいっぱいになったくんちゃんのお店が見たいよ。
[02:22:54.319] ねえ、つ気づくかなってしてたけどな
[02:22:59.560] んすか?
[02:23:00.080] そろそろ私怒っていいのかしら?
[02:23:03.160] 何?しもけちゃんこんばんは。しけちゃんこんばんって言った俺。え、なんかやらかしちゃってた
[02:23:07.200] 名前。私の名前はない。
[02:23:09.113] [音楽]
[02:23:10.424] [笑い]
[02:23:11.399] そういや。
[02:23:12.720] 朝日なシオン。
[02:23:14.240] ええ。
[02:23:15.800] 今度白い音になった。
[02:23:17.439] いや、そういえばお前本名なんな?俺知らないんだけど。え、なんか俺彼女の本名も知らないの?ごめん、シオン。まだ前までの癖が抜けてなくて。
[02:23:28.109] [笑い]
[02:23:29.439] 許して欲しければ。
[02:23:30.840] え、なんすか?
[02:23:32.120] 分かるわよ。な
[02:23:32.760] んですか?何でもします。ああ、愛してるよ。し、
[02:23:37.000] だめ。もっと勢いよく言って。
[02:23:40.800] 愛してんで。朝ひな。朝日ってしかも朝ひな裕子じゃねえ。
[02:23:46.449] [笑い]
[02:23:48.840] その勢い。
[02:23:50.080] 朝ひなじゃねえかよ。朝日な裕子じゃねえかよ。
[02:23:54.920] あの時めきメモリアル
[02:23:56.760] 2のな1番可愛い女。
[02:24:00.479] 夢のお店とか掛けがえのない親友たち。そして
[02:24:06.439] 1やぞ。
[02:24:07.279] 最愛のあなた。
[02:24:08.040] あ、ごめん。1
[02:24:08.399] だ。ごめん。全然覚えてないじゃん。
[02:24:09.374] [笑い]
[02:24:11.920] 1だった。
[02:24:14.800] 夢の中にいる気分。私こんなに幸せになれると思っていなかったわ。全部あなたと出会えたからね。本当にありがとう。これからもずっと私と一緒にいた。
[02:24:23.784] [音楽]
[02:24:32.720] 早帰ってきた。あ、もちろんだよ。シオン
[02:24:33.609] [笑い]
[02:24:39.200] 愛してるわ。
[02:24:42.640] おめでとうございます。おフィね。お疲れ様でしたってね。
[02:24:49.960] いやあ、良かった。素晴らしいですね。
[02:24:54.319] 素晴らしかったです。お、ザエンドてね。まあ待てよ。まあ待てよ。
[02:25:03.740] [笑い]
[02:25:04.840] 後で聞けるじゃん。後で聞けるじゃん。
[02:25:11.520] ありますやん。
[02:25:12.479] ありますがな。ありますがな。
[02:25:15.240] 汚ねえよ。
[02:25:16.920] うわ、ほらに気い使って見てなかったから。これ解放されてねえじゃねえかよ。うわ、最悪。木使って。うわ、全然全然あれじゃねえかよ。
[02:25:25.355] [笑い]
[02:25:28.720] 聞き放題。
[02:25:30.359] おいおいおい。もったいねえ。おい、これがエったで。
[02:25:35.880] 笑笑。
[02:25:37.640] これエロかったで。2
[02:25:38.880] 人でオイルマッサージ。これとんでもなかった。
[02:25:41.160] もう1回遊べる。
[02:25:42.399] とんでもなかったよ、これ。ミニゲームやんないよ。えー、よかった。
[02:25:54.840] バニーガード2。
[02:25:56.319] あれか。イベント
[02:25:57.920] CG
[02:25:58.279] みたい。うわあ、これくそ。配信外でやろうかな。配信外でやろうかな。これもう良かったよな。
[02:26:03.346] [笑い]
[02:26:10.640] いいね。
[02:26:14.479] あくまでも聞いた話だけどよ。テクノブレイクってアスムアでなる人が多いんだと。
[02:26:20.120] ええ、そうなんだ。なんで?なんか懐かしいこれ。そうなんだ。エッチだったね。これね、あの女の子の
[02:26:23.651] [笑い]
[02:26:30.760] 3Dじゃなくて、このね、1
[02:26:32.560] 枚絵がエッチなんよね。もうこれもう音名字かと思ったわ。
[02:26:37.080] おっぱいが変形して音字あ滝見せて
[02:26:40.681] [笑い]
[02:26:42.680] おり見るみるラブホテルでってもうだってもうこれこれはなんか
[02:26:49.439] banされそうで怖いわ俺これ
[02:26:51.040] banれない大丈夫だよね普通にエロエロエロやんこれはこれまずいやんだんねんでこれ見てないのねんのね
[02:27:06.960] ということでした。
[02:27:08.800] バニーガーデン2
[02:27:10.399] ちなみに、え、待って。え、あの、え、これドラクエ方式?これクリアされたらセーブされないの?これ?え、クリアされたのセーブされないの?これは?ドラクエ方式かよ。正直
[02:27:27.120] 23
[02:27:27.560] 万に戻ってんだけど。え、強くてニューゲームできんじゃねえの?
[02:27:33.040] ちゃま、びっくり。
[02:27:33.920] え、強くてニューゲームして2
[02:27:35.479] 回目楽ですね。2
[02:27:36.720] 周目楽ですね。じゃねえのせ、セーブされてないんだけど。グだった。
[02:27:41.597] [笑い]
[02:27:45.560] え、セーブされないの、これ?
[02:27:53.760] え、嘘でしょ?え、じゃあまた最初から
[02:27:57.399] やる時はもうあの所持金70万もあったの
