[00:00:50.559] うしゃっす。
[02:45:52.760] なことしか言ってない。
[02:45:54.479] 結構きついな、ここ。3000貯めんの?
[02:45:57.000] 5000貯めんの?結構しんどいな。
[02:46:09.720] でも俺今日さ、早く寝なきゃいけないんだ
[02:46:11.800] けど、今日早く寝なきゃいけないんです
[02:46:13.960] けど。早く寝なきゃいけないんですけど、
[02:46:16.560] 俺早いんだけど。
[02:46:20.720] なんでエヴァのコンサート行くんだって。
[02:46:23.160] 35周年のオーケストラ行くんだよ。
[02:46:28.760] 女明日なん
[02:46:30.120] 家族でな。だ、エヴァの
[02:46:32.160] 35周年だって
[02:46:34.399] やだよ。コンサート中寝ちゃったら最悪だろ。
[02:46:36.760] 邪魔エヴァに乗りなさい。
[02:46:40.120] せ治け
[02:46:40.720] 最悪席やな。
[02:46:41.840] せジけた死になさい。言ってない定期やべえ。
[02:46:52.240] なんかもう疲れてきて。疲れてきて。もうこの操作もおぼつかなくなってきて。
[02:46:56.880] それ言ってないらしいぞ。
[02:46:58.120] うん。言ってないよ。それらしいことは言ったけど。やっと
[02:47:07.840] 2000だ。
[02:47:09.479] チャマンゲリオンすみません。行ってみたかった。
[02:47:12.640] しまさんこんばんは。人造人間チャマンゲリオン乗る。女の子しか乗れません。
[02:47:20.600] ちなみにちなちな女の子しか乗れない。
[02:47:24.040] 欲しいとは思ってないらしい。りツ子さんが太鼓叩いたのはガチ。そうさらし巻いてね。ちょんでほしいと思ってないよ。そう。ああ、マジでこれ自動化できねえかな。誰か誰かこれ自動化してくれよ。
[02:47:44.000] 30
[02:47:44.240] 秒。あれほんま笑う
[02:47:49.080] ね。
[02:47:49.359] しほまさんはさ、あれ買うの?あれ買うの?ポリメガ買うの?リミックス。てかポリメガベースユニット持ってんのかな?シ本丸さん買う?家出たよ。
[02:47:59.479] ジュ今家出た。もう
[02:48:01.080] 1時間の後にはもう寝てるよ、俺。今日
[02:48:03.840] 1時までねやっても明日朝早いから。
[02:48:07.960] めっちゃ欲しい。悩んでます。
[02:48:09.760] 買っちゃったよ、俺。買おうよ。買お。もうみんなで、みんなで渡ろうよ。この俺も震えてんだよ。今買っちまった。
[02:48:20.399] 4万かって思いながら一緒に買わねえか。
[02:48:24.080] でも多分あれだよ。あの値段で買えるの今
[02:48:26.800] だけだよ。絶対またすぐあの品切れになっ
[02:48:29.960] てまた5万6万になってくからね。
[02:48:32.760] ベースユニットも今めっちゃ値段上がっ
[02:48:34.439] てるもんね。今だけだよ。買った方がいい
[02:48:36.960] 。買おう
[02:48:40.600] ん。これ待って。あれ
[02:48:45.760] さ子の川の向こう側から呼ぶの怖い。
[02:48:49.200] も次のタイミングわからんよね。
[02:48:51.279] わからん。わからん。堀りミはもうつだどうだろうね。やべやべやべやりすぎや。おいおいおい。ふざけるな。ふざけるな。本え選手権決勝戦西の金ブス茶曲げ。
[02:49:08.840] そうだよ。俺、俺か西の金中ぐらい震えてる。今俺は
[02:49:12.520] だから欲しい時に買えない辛さ。
[02:49:14.640] そうなんだよね。ベースユニットがそうだったんだよな。
[02:49:17.040] 詰めれば数万余裕。
[02:49:19.279] はい。
[02:49:20.840] 行こ行こ行こ行こうぜ。俺たちで高えへ。もう俺もあれだもん。あ、ギルガさんこんばんは。ギルガさんこんばんは。うスやってます。
[02:49:34.439] MSXのシスというゲームを。
[02:49:36.479] うるせえ。行こう。
[02:49:39.479] 明日競馬で勝てば買えるやん。
[02:49:42.680] 明日競馬なんだ。
[02:49:49.200] なるほど。もう当分ゲーム平成大学
[02:49:54.120] 当分ゲーム買えねえんだよな。ポリメが買っちゃったからインストールする中身がないのよ。ポリメが買ったのに。
[02:50:07.120] ま、あれ配信だいぶ楽になるぞ。結局いもこは買ったんかな?あいつ買ったんかな?あいつは
[02:50:19.160] 金がかかる男。
[02:50:20.479] 金がかかるねえ
[02:50:25.720] え。おい、え、買った。買ったんか?今買ったの?結局買おうよ。
[02:50:31.600] 4
[02:50:31.920] 万たけって思うけど多分今がもう番で買って
[02:50:37.000] 買えよ。一緒にこの橋渡ろうよ。安心したいんだよ。なんか
[02:50:45.200] バイナリーで4万1
[02:50:46.840] 点かけしてバイカレかでやるしかない。う、
[02:50:50.120] でも欲しいやろ。欲しくない。欲しくない。
[02:50:55.080] 仲間集め
[02:50:56.160] 仲間集め。
[02:51:02.760] ちょっと欲しい。
[02:51:03.720] ちょっとちょっとか。まあ、よく言えば俺ベースユニットが欲しかったな。本のスタンドアローンでゲーム機としてが完売になって。
[02:51:19.120] え、嘘?マジで?やっぱみんな買うんだよ。やっぱり買っちゃうやついるんだよな。嘘。看完売になってた。
[02:51:29.880] あれ?どう?違うん?
[02:51:31.560] 何が何がどっちかって何が?あ、その、あのベースユニットとリミックスベースユニットっていうのはあの本の方はあれは要はなんて言うのかな?
[02:51:52.000] 元のポリメガとリミックス
[02:51:53.359] あのねリミックスってのは
[02:51:55.000] PC上でゲームを動かすの
[02:51:57.840] で、なんつうのかな。で、ベースユニッ
[02:52:01.080] トってのはHDM外があって、要は
[02:52:03.359] プレステみたいな感じで、あいつがもう
[02:52:05.319] ゲーム機になってるとリミックス
[02:52:08.279] はあのUSBでパソコンについでパソコン
[02:52:11.560] の中にインストールしてパソコンの中の
[02:52:14.239] ポリメがアップっていうアプリでゲームを
[02:52:16.560] やるんだよ。だ、できれば俺はベース
[02:52:19.600] ユニットの方が欲しかったんだけどね。
[02:52:21.600] あれあのHDMIでゲーム機として置いて
[02:52:25.000] おきたかった。
[02:52:26.160] 要はあれはまあ言ったら水田式みたいなもんなんだよな。まあでもな、ほんまも本期家はもうつ買えるかわからんし。値段もとんでもないから
[02:52:37.560] 10万とモジルは2026年第2
[02:52:40.439] 市販期に最入予定。
[02:52:42.120] それどこで?どこで?それどこで?
[02:52:43.920] Amazon
[02:52:44.239] には残ってんじゃない?今のワールドエクスプレスはあれなんだな?わかんない。
[02:52:49.800] どっちか残ってんじゃない?
[02:53:04.040] あっちに3000あもないね。うわ、
[02:53:07.680] マジかなくなっちゃった。そうか。ま、俺
[02:53:11.359] とりあえずあのなんだとりあえず今回は
[02:53:14.680] いいやと思ったからいいけど。そっか。ま
[02:53:17.359] 、でもあれは多分すぐまた入荷すると思う
[02:53:19.080] よ。
[02:53:29.760] まあでも64だけよな。欲しいのな。
[02:53:32.200] うスのタス37分。
[02:53:34.760] ああ、でもタスでタスでも37
[02:53:36.720] 分かかるんだ。結構かかるよね、このゲームね。結構かかるよね。
[02:53:43.640] はっきちゃまさん案件で売ったでしょ。
[02:53:46.279] え、何が何が何が
[02:53:51.600] 37分
[02:53:53.800] 早すぎるね。めっちゃ時間かかるよ、俺。
[02:53:55.880] これもう何時間やってる?3時間やってる
[02:53:58.000] からね。
[02:54:01.520] もうこのファームばっか見せて申し訳ない
[02:54:03.880] 。こんな地味な画面で
[02:54:05.279] アレスコントローラーモザイコ切れになっ
[02:54:07.680] た。あ、本当は買ったけどでもあれ別に
[02:54:11.279] ポリメガじゃなくて何でも使えるけどね。
[02:54:13.080] USBついてるから。USBもついてるし
[02:54:15.600] 。うん。ま、
[02:54:17.479] Bluetoothのあのなんだ、あの受信機もさせば何でも使えるからね、別に。なほね。
[02:54:23.080] うん。あと、あの、モジュール使うんだったらモジュールに刺すのは、あの、何、あの実機のコントローラーさせるしね。モジュールには。まあでもあれだよな。リミックスさ、リミックスあれだよな。
[02:54:42.560] あの
[02:54:43.120] パチパチ
[02:54:44.640] リミックスさ、コントローラーも入れといて欲しかったよな。コントローラーも入れて欲しかったよな。
[02:54:49.760] 俺はコンプやり込みで慣れてるから大丈夫やで。
[02:54:53.080] 何?何?何?え、何?このゲーム、
[02:54:56.720] このゲーム
[02:54:58.680] ウシスやったことあんの?
[02:55:02.880] うスやったことあるやついるの?
[02:55:13.880] ちょっと4000にしよっか。今日は今日
[02:55:16.680] 4000までにしない?5000は、ま、
[02:55:19.720] やった方がいいんだろうけど。
[02:55:21.160] でもちょっとここまあでもどうしよう。
[02:55:24.399] 5000ためだって今日
[02:55:26.239] いやダブル同じ画面続くっては
[02:55:28.359] あ、そういうことね。そういうことね。そういうことね。このゲームさ、あれなんだよ。これお金がめっちゃ大事なのよ。お金で体力回復してお金で能力値上げてっていう。これお金がほんま大事な。コンティニューなしだからさ。死んだら
[02:55:43.080] 1からなのよ。めっちゃむずいのよこれ。
[02:55:49.319] ちょっとここでさ、もうちょっと本当
[02:55:51.359] 申し訳ないんだけど本当にここでもう本当
[02:55:52.880] に5000円貯める。
[02:56:00.399] BGMでもやっぱあれだな。ステージ3が
[02:56:02.800] 良かったね。ステージ3のBGMが良かっ
[02:56:05.319] た。あるだ。こういうのやん。これが
[02:56:08.439] レトロゲームなんだよな。これがレトロ
[02:56:11.479] ゲームよ。ムックスのソフト
[02:56:15.399] になる。何何
[02:56:20.040] ット1回死んだら1000円
[02:56:21.800] そうなんだよ
[02:56:22.880] スペースマンボデよスペースマンボねコなミのねシューティングねそれバカ高いよ万すんじゃないめっちゃ高いスペースマンボいね欲しいね
[02:56:40.479] MSX
[02:56:41.000] のシューティングめっちゃ持ってるからな
[02:56:42.920] 高いねあれもめちゃめちゃあの本当に最後の方
[02:56:45.640] にたゲームなんだよね。
[02:56:46.520] 聞いたことない。
[02:56:48.359] あのね、ま、グラディウスのシリーズではないんだけど、グラディウスの警報を継いだゲームなんだよね。
[02:56:58.920] MSX
[02:56:59.479] なのにめちゃくちゃあの、なんて言うの?ゲコマなんだよ。
[02:57:04.000] 頭でこの作業すりゃスペースマンボ買えるやん。
[02:57:08.600] このゲーム内の金が監換禁できるんだったらな。ゲーム内の金が監禁できるんだったらな。
[02:57:22.720] これがもしが監禁できるんだったら俺これ自動化装置作ってさ。
[02:57:26.560] あ、りクさんこんばんは。やってますよ。めっちゃしんどいわ。もう俺今お金貯めてるから。今お金貯めてる。
[02:57:33.239] 結局南極大冒険もあってる。持ってる
[02:57:36.160] スペースしようかな。
[02:57:38.279] 結局南極はあれにもあるよ。ファミコンにあるなら俺たち今頃マネゲームしてるわな。
[02:57:42.800] 本当だよ。スペースマブリクすんな。買え
[02:57:45.239] ねえよ。買えねえよ。
[02:57:52.200] ここ5000円貯めさせてくれ。あ、でも
[02:57:55.040] ここマジで知れてよかった。ここすげえ
[02:57:58.239] すげえ稼ぎポイント
[02:58:02.600] 病級10円だ。スペマはい。
[02:58:04.720] スペマン高すぎ買えません。中古5万だぞ
[02:58:07.640] 。リクさんは詳しいね。MSXね。
[02:58:12.800] 世代なのかな。結局南極はペンギンのやつだね。
[02:58:23.920] が変えるなら買える。
[02:58:25.560] まあまあポリメが買うか、それ買うかって悩んだね。いやだ別にスペースマンボ買うつもりじゃなかったけど昨日めっちゃ悩んでたじゃん。あのポリメが
[02:58:35.840] ストまでやろう
[02:58:36.720] でもなあってそういうスペースマンボとか変える買い与えてもらったのが
[02:58:41.680] あそうなんだ。
[02:58:42.960] え、1番好きなゲーム教えてよ。MSXで
[02:58:45.680] 。
[02:58:47.359] これめっちゃおもれえよってやつ。
[02:58:55.720] リアル世代の話聞きたいわ。
[02:59:06.760] 優雅と
[02:59:08.439] 出てねえよ。どんだけカクカクになんだよ
[02:59:11.800] 。サンドストグのブアクソル
[02:59:14.160] 何それ?知らね。
[02:59:16.279] 3D
[02:59:16.840] シューティングのバクソルなんでそれ?そんなゲームあるんだ?わかんない。へえ。メーカーどこ?言ってる間に
[02:59:33.319] 4500ですわ。言ってる間に4500
[02:59:41.040] ごとさん出てるのかよ。すげえ。ハート電子です。
[02:59:44.279] 出てね。全然知らねえ。ハート電子。ハート電子。そんなメーカーあったの?ハート電子。時代やな。会社がそったんだな。
[03:00:13.000] が夢並みに聞いたことない。
[03:00:15.600] ガムね。ホット
[03:00:17.120] Bのな。
[03:00:17.600] 笑なんだって。笑。
[03:00:19.880] ホットB
[03:00:20.399] のガムね。あ、星を見る人を作ったで有名。
[03:00:28.840] 結構マニアックですけど。ムス。
[03:00:32.920] ええ、
[03:00:33.279] 宝のゲームだけはやばいってよく聞くけどマジ。
[03:00:36.239] ああ、宝のゲーム。宝のゲームはね、結局ね、キャラゲーが多いんだよね。
[03:00:40.640] で、星を見る人が有名みたいな。
[03:00:44.319] 有名だろ。その筋では有名だよ。宝のゲームは確かにうん。クソゲー多いね。なんていうかやっぱキャラゲーだからね。
[03:00:53.200] 宝さんはその筆等だけどさ、
[03:00:56.560] トランスフォーマーコンボイの謎とか
[03:01:02.319] あとんだろうな。ま、結構宝は地雷だね。
[03:01:07.600] バダも結構危ないと思うけどな。
[03:01:09.920] ファミコンのゲームで言えば仮面ライダークラブとか
[03:01:16.279] ムスックスアクソルバクソルハート電外箱説明書はがきつき昭和レトロゲーム
[03:01:24.239] 3D
[03:01:24.680] シューティング新世代メガロム当者匿名配送
[03:01:28.800] 1万3500円レ
[03:01:31.359] 安いあいもう壊り壊れてるよね俺あいなと思っていの呪物だとちび小遣い
[03:01:38.000] 安くはないけど。安くはないけど、ま、その程度で買えるんだ。買わないけどね。まだ
[03:01:44.040] 1万円台なのか。
[03:01:45.760] 配信します。
[03:01:46.359] いいよ、いいぞ、いいぞ。MD、あ、
[03:01:48.439] MDXじゃねえ。や、間違。MSX
[03:01:50.640] はいいぞ。実キまたに持ってるんだ。
[03:01:54.439] 5000溜まったから。あ、5000
[03:01:56.319] 溜まったから行くか。
[03:01:58.160] 5000
[03:01:58.560] 溜まったから行かせてもらおうか。な
[03:02:00.479] まるこちゃんの小遣い大作戦はお金もらったってやらない?
[03:02:06.279] ゲームボーイのやつな。
[03:02:08.520] 亀くら何亀くらって?亀クラ何?亀メクラ知らね。何亀メクラ?
[03:02:15.920] やっぱりこの顔殴りたい。
[03:02:20.439] 亀らって何?
[03:02:26.920] 今は譲ってもらったA1
[03:02:28.680] グを使ってステータスカストさせようや。
[03:02:34.479] いや、もうカストしてんねん。これ
[03:02:35.800] ステータスステータス完燥してんだよ、
[03:02:37.399] これ。
[03:02:40.160] ああ、仮面ライダークラブね。いや、仮面
[03:02:41.840] ライダークラブはファミコン。
[03:02:45.359] あれほんまクソゲーやで。もうね、こん
[03:02:48.120] だけけっと上がんねえんだよ。これ以上
[03:02:49.720] 上がんないの。
[03:02:59.399] スックスターボRです。うわ、ターボR
[03:03:02.239] すげえ。
[03:03:04.720] めっちゃ高いやつじゃん。最終兵器。
[03:03:07.239] MSXの最終兵器。ターボRなんだ。ま、
[03:03:11.520] でもターボR専用のゲームさ、あの
[03:03:13.720] イリュージョンシティしかないよね。
[03:03:16.640] 原営都市しかないよね。
[03:03:22.560] 名前かっこよす。
[03:03:25.479] 何が
[03:03:27.520] 原営都市
[03:03:30.680] ね。
[03:03:33.319] あ、これ楽なんだ。あれ取るしかねえ。うわ、あそこに
[03:03:37.880] 100円あるけど。
[03:03:39.520] ターボR。
[03:03:40.359] あ、ターボR。
[03:03:42.200] 待って。これ危ないよ。気をつけて。おい、あいつ
[03:03:45.920] 邪魔ゲームターボ。
[03:03:47.800] あいつあ。お前さじお前かま飯しマ。お前マジで。
[03:03:58.439] もしや。
[03:04:01.399] これかま飯し野郎。
[03:04:02.399] てめあぶねえ。ちょっと待って。ま、落ち着け、落ち着け、落ち着け、落ち着け。ちょっと待って。
[03:04:16.640] カ主どん。
[03:04:23.040] ごめ。あれ取らない。怖いから。下手したら死にそうだから。
[03:04:32.560] 橋も取れんかい。え、行こうか。
[03:04:47.000] 危ね。まさお君た。
[03:04:51.520] 死んちゃんに。
[03:04:55.600] クソ怖えや。
[03:04:56.880] クソ怖え、本当に。
[03:05:05.840] そんなとこに危ねえバカ。これ多分潰されたら一発。
[03:05:11.439] 最近はまやってくれなくて寂しい。松井かよも少し入ってる。
[03:05:18.359] 何浜?
[03:05:35.840] いて。
[03:05:40.000] 勝てえ。
[03:05:50.600] いや、勝てえな、こいつ。
[03:05:56.359] まだかよ。
[03:06:01.399] いやあ、
[03:06:05.040] もうそっちはどこでもいい。
[03:06:12.040] いやあ、これさ、あれなんかな、やっぱ最後に近づくに連れて体力多くなってんのか。よしよしよしよしよし。兄ってなんだっけ?アニマル浜口ぐ
[03:06:23.439] どうやってやってたっけ俺?兄って。はわはしかできないけど。それでもよろしい。
[03:06:30.640] ブーブブ。
[03:06:34.920] よっしゃ、行こうぜ。ワク、ク。
[03:06:42.160] ありがとう。
[03:06:46.000] さて、ここはどんなボスですか?
[03:06:49.920] どんなボスですか?もう、もう、もう
[03:06:51.439] ポリゴンショックなる。ポリゴンショック
[03:06:53.520] なる。電話かかってくるよ。ざみろ。
[03:07:03.840] クソ簡単かも。ああ、これ簡単。あ、クソ
[03:07:06.279] 簡単だ、これ。あ、クソ。終わった。
[03:07:07.680] 終わった。
[03:07:09.479] ミが生まれちゃうよ。
[03:07:11.160] 終わった。終わった。終わった。した。
[03:07:12.479] 終わった。終わった。終わった。終わった。クソ簡単でした。
[03:07:20.840] はい。雑魚。はい。はい。はい。
[03:07:33.319] すまんかったわ。
[03:07:36.640] おい、これく。おい、待って。これクリア。
[03:07:38.840] あ、んじゃねえか。
[03:07:39.560] パチパチパチパチパチ。お疲れちゃん。
[03:07:43.160] お疲れちゃん。
[03:07:46.800] はい。へそでちゃかす。へそでちゃお任す。あのクソつまんねえ色物やね。クソつまんねえ色物やね。安子の
[03:07:58.200] 初詮配です。
[03:08:01.080] チャマリンピック。初戦初戦敗退です。来たで最終ステージ。
[03:08:08.880] 来たで。最終ステージだよ。ヤス子さ、ちょきつい。とても悲しい。あっしゃ。最終戦。今日あんじゃねえか。クリア。おい、今日
[03:08:22.319] 1時までだけど。こ
[03:08:26.040] わりちょっとタコする。割り。ちょっと一歩させてくれ。これはいいぞ。
[03:08:30.239] 5000円もあるぞ。5000
[03:08:31.760] 円あって。来た来た来た来た来た来た。親父です。
[03:08:39.600] いやあ、いいぞ、いいぞ。あるぞ、あるぞ。これ
[03:08:43.880] 今日クリアんだ。
[03:08:44.720] よきぞ、よきぞ。
[03:08:49.040] ヤニチャージ。そして伝説へ。フラグ立ったな。
[03:09:05.319] みんなのギャグの壺に精密に外れる女ぶ
[03:09:08.439] 消しゴムマジックで消えた女ファイ痩せて
[03:09:11.760] も歩き方は可愛い。
[03:09:34.800] 嫁さんに会いに行ったんか?
[03:09:57.000] ヤニというなの嫁
[03:10:05.920] うんちしながら数夜にってうまいんか?
[03:10:15.479] どこ吸すんやろ
[03:10:32.279] ケツで吸ってんだよ。
[03:10:42.279] 器用やな。
[03:10:51.920] それだと口からうんち流れない。
[03:11:07.319] 客流もありますと
[03:11:28.399] ちゃうちゃう。ケツから吐くタイミングで
[03:11:30.760] うんちも一緒に出すんだよ。
[03:11:50.920] どんどん化け物になっていく。
[03:11:58.279] 自分で言っときながら汚ねえな。ダブル
[03:12:00.640] 自調するわ。笑。
[03:13:56.520] 長いですね。トイレに流された。
[03:14:13.560] お弁当。
[03:14:15.560] えいえ。さ、やりましょう。よいしょ。
[03:14:27.279] 航空持ってますやん
[03:14:30.479] さ。見たない。
[03:14:32.960] よ嫁は気持ちよかったか?ちんちんを隠さないで嫁って猫みたいな。猫ずいみたいな。なんだ嫁って?嫁ってするの?
[03:14:45.640] こんばんはみやみ。
[03:14:46.760] 俺わかんねんだけど。俺嫁ねえからわかんねえんだけど嫁ねえからわかんないんだけど。嫁いるやつに聞きたい。
[03:14:51.920] 嫁ってすんの?やっぱなん猫いみたいな感じで。
[03:14:57.359] 今日はしよかな。
[03:15:00.680] 今日はしようかな。まあ、たまにはな。たまにはやっぱな。たまにはな。トりト、こんばんは。トルトとお疲れ。
[03:15:06.720] たま、たまにはして、たまにはしてやんねえとな。
[03:15:09.479] 草。
[03:15:11.040] たまにはしてやんねえとな。
[03:15:13.040] やっぱり
[03:15:14.160] 谷間に顔挟んで吸うんだよ。
[03:15:16.080] あ、いいですね。いいね。いいね。
[03:15:21.160] たまに
[03:15:21.560] 土曜だし
[03:15:22.439] 土曜だしね。明日休みだしな。たまにはしてやんねえよ。旦那もしてくれんの?旦那も
[03:15:31.359] 結婚20年。
[03:15:32.479] ああ、もうちょしてやんねえとかよ、たまにはよ。
[03:15:36.479] まあ、嫁いないんですけどね。矢印良い沙汰でない。
[03:15:40.000] ま、いないんですけどもね。ま、いないんですけどね。僕もいないんですけど。旦那もしてもらわねえとな。
[03:15:47.800] 嫁めずいしてやったらずほぐれずですわな。くずほぐれずらしい。
[03:15:54.040] くずほぐれず何がしらじらしいんだよ。さあ、ラストステージ行かせてもらいましょうか。
[03:15:58.720] 吸って吸れて。
[03:15:59.800] 吸って座れて。飲んで飲まれてね。はい。行きましょう。いやあ、これ今日クリアあるんじゃね?
[03:16:11.040] 出して出されて。
[03:16:12.160] 出して出されて。いいね。羨ましいわ。
[03:16:17.680] よし、ラストステージ行くぞ。あ、間違えた。ラスドステージや。
[03:16:25.279] ガは
[03:16:26.680] ガは待って待って待って。
[03:16:32.880] BGM
[03:16:33.359] 良さそうじゃね?またおいおい、さすがラストステージ。
[03:16:37.720] BGM
[03:16:38.160] かっけえじゃねえか。こっちで行かせて。ごめん。
[03:16:43.640] BGM良さそう。な
[03:16:44.600] し神ブグム。BGM。神ブだね。
[03:16:47.800] ブグム。ええやん。
[03:16:48.640] ブグム。BGM
[03:16:49.760] ブグムね。かっこいい。めっちゃかっこいいね。ま、愛を取る前に。いや、ここめっちゃ出るな、敵。
[03:17:11.000] これほんま制限あんのかって思う。
[03:17:13.279] これ3音しか流れてないんだぜ。音
[03:17:16.880] 3つしか音ないんだよ。今危なかったな。
[03:17:21.920] てかこれやばいね。ここ全部下なんだけど
[03:17:24.760] 。ここ下全部じゃねえかよ。
[03:17:31.720] あ、うわ、これ上行けれんか
[03:17:35.720] 。うわ、これマジか。待って。ここやばく
[03:17:38.359] ない?さすがにザップだろ。これ出てくる
[03:17:42.040] ね
[03:17:48.439] かっこいい。BGM
[03:17:53.600] かっこいいな。BGM
[03:17:58.840] うスってすく音源じゃなかったのか。
[03:18:01.399] SSじゃない。SCじゃないよ。
[03:18:03.279] タコ来た。
[03:18:17.399] あのタコ絶対まずい。タコ臭すぎ。
[03:18:21.760] タコミすぎ。ゴミタコ。ミやタコ。おムサコライス。おムサコライスもいますと。うわ、
[03:18:31.960] 100円ある。
[03:18:33.760] 100円あるけど危な
[03:18:36.960] 閉店下で有名な
[03:18:43.120] BGM
[03:18:43.720] やすがコなミはやっぱさ燃え燃えるのよ
[03:18:47.920] BGMも
[03:18:58.239] どこまください。
[03:19:05.680] あぶね。
[03:19:12.760] え、
[03:19:23.399] 落ち着いていこう。落ち着いていこう。
[03:19:25.120] 大丈夫、大丈夫。
[03:19:30.359] すまん。神ブグムすぎて内容入ってこ。
[03:19:34.279] 神ブすぎる。マジでクソかっけえ。いや、まジか。待って待って待って待。おいおいおいおいおいおいおいおい。もうここ押しまずだな。
[03:20:06.080] ちょっと、ちょっとほんまほんまにこれほんまにこれやちょっとこれやばいやばいやばい枠ねん。
[03:20:21.040] この限られた音源で作られたものってどうしてこんなに金銭に触れる?
[03:20:25.680] いや、マジでね。
[03:20:26.640] マジでそう。今危なかったな。今危なかったな。あ、今危なかった。あの岩に頭挟むとこだった。危ねえ。こいつリーゼントだからよ。挟まっちまうんだよ。ちょっとこっち側にいねと。
[03:20:40.199] 死んでた。
[03:20:40.720] 今死んでたよね。今死んでたよな。危なかった。ちょっと待って。あ、ここか。え、待って。ここ稼げるやん。ここ稼げますやん。
[03:20:49.040] ま、でもちょっとな、ちょっと効率悪いけど
[03:20:55.160] 君詰めみやで。
[03:20:57.760] 危ない危ない危ない。あ、またこの木のこのちょっとワン点ワンワン
[03:21:06.640] 1個1
[03:21:07.199] 個ワンオクターブ上がった。ワンオクターブ反音上がった。この
[03:21:10.080] BGMも神。
[03:21:16.359] 店長みたいな。
[03:21:17.560] そう、そう、そう。かっこいい。
[03:21:25.239] あ、店長。
[03:21:27.000] あ、店長した。ちょっと待って。ここむずい。
[03:21:43.160] て気持ち。ええ。
[03:21:44.560] むずい。ここ
[03:21:45.800] ゆた店長
[03:21:48.560] キー牛キー牛はいる?キー牛は待ってびっくりした。
[03:22:06.600] キ牛。え?何?牛?
[03:22:10.319] キ牛ね。
[03:22:14.479] そういうあのBGM
[03:22:15.600] でなんかキーが違ったりするとすぐギャーギャー言うやつらキー牛違いますよ。
[03:22:22.640] キ牛もいます。ちょっと待って。ここ待ってむずくない?
[03:22:34.640] そんなんあんのや。キしかっけ。
[03:22:37.520] キ油。
[03:22:48.439] 人生の選択肢間違ってるのにキーくらいでキーキー言うな。
[03:22:53.760] あ、ここもうこれで行っちゃばいいんか。あ、こうか。何?キーぐらいでキーキー言うな。キーだけに。
[03:23:08.120] ああ、
[03:23:10.399] まジか。待って待って待って待って待って
[03:23:12.319] 待って待って。もうちょっといや、もう
[03:23:13.439] 最終ステージだな。
[03:23:16.160] 最終ステージだな。これが
[03:23:28.479] 笑。
[03:23:33.640] またタコいるね。え、あれどう取んの?
[03:23:43.000] 確信。
[03:23:43.600] いや、取れないよ。あれ、取れる?
[03:23:46.640] 元が良すぎてどの木でも良い。
[03:23:50.080] あの木取れなくない?木、あの木。お、むず。
[03:24:05.040] ちょっと待っ。ここさ、あえて上がるまで待と。
[03:24:10.840] あ、出た。
[03:24:31.960] 嘘。あ。お、
[03:24:46.040] カすがもいます。
[03:24:49.359] よく分かったな。
[03:24:58.439] ああ、
[03:25:02.720] もうそれひどい。うわ、ひどいな。ひどい
[03:25:06.560] な、これ。
[03:25:14.800] んだけのカすが実力の若林し穴だらけや。
[03:25:18.680] それ穴だらけや。さすがに行けないよね。もうあのタコマジで
[03:25:37.279] ダンジョンにも穴はあるんやな。
[03:25:42.520] ダンジョンにも穴はあるんだよな。
[03:25:46.680] お前ほんまどけや。おい、いい加減にせえよ。タコら
[03:25:50.840] こなみ天才ね。ちょっと待って。あのタコはい。神
[03:25:58.920] 穴1つしかないから。おいた。ここら
[03:26:02.359] 穴は1
[03:26:02.800] つしかないから。好み天才そうだよな。
[03:26:14.040] ごめん。もうちょっとここ金押しめ押しめ
[03:26:16.199] ない。惜しめない。1ダンジョンに
[03:26:18.479] 1000円使ってもいい。
[03:26:21.439] どこに来る?上?そこか?ここか?こ下か
[03:26:24.120] ?下だ。あ、上か。
[03:26:31.640] いや、こいつちょっと
[03:26:54.160] いや、強いな。めっちゃ強なってる。
[03:27:02.279] ごめん。早めの回復。ごめん。ここ。回復させ。
[03:27:05.199] カッチカチ。ゴリ押し。た。
[03:27:09.960] よし。行くぜ。
[03:27:25.720] ぐー。グーぐ。
[03:27:40.120] またなんか俺の頭を潰しそうな奴らばっか
[03:27:42.199] だな。
[03:27:49.920] これ稼げたりしないよな。
[03:28:05.000] だるいな、あいつ。
[03:28:17.040] う、
[03:28:21.279] これ下が正解なんだ。いや、ごめん。
[03:28:23.560] ちょっとこれキー取ってくわ。ああ、でも
[03:28:25.080] もしかしたらあああ、いや、これ木胴だ
[03:28:27.000] からここにしかもしかしてどがないのかな
[03:28:28.560] 。だとしたらこれで行かなきゃならない。
[03:28:33.640] あんな簡単に木を配置するわけないもん。
[03:28:36.800] おい、どけて。おい。
[03:28:52.840] 隊長が大パの時の破壊光戦みたい。
[03:28:57.520] これニキニキニキニキニキですね。あの外長でマジで駆除してくれよ。あれ外長駆除。
[03:29:18.239] 何吐くのお前?お前何履くの?お前何履く
[03:29:20.920] の?何も履かないの?何も履かないのね。
[03:29:27.600] うん。楽ったな。
[03:29:36.160] 引き返せ
[03:29:38.439] ん。いや、いいんじゃない?ああ、でもど
[03:29:40.239] 、どうなんだろう。ここどの、どの、どだ
[03:29:42.000] からさ、どがこの先にあればいいけどね。
[03:29:53.319] 穴多すぎやろ。
[03:30:06.359] 危な
[03:30:06.720] 穴と雪の女王店長
