[00:00:36.879] バンはどうした
[06:41:27.638] ついでに自ボタンも押しちゃったってわけね。
[06:41:30.360] そうだよ。すぐ押すから。ちょっとあの壁の向こう側の向こう側行かせてくれよ。ゴールの向こう側行ってみてえよ、俺。
[06:41:50.718] ベルドラの主役の1
[06:41:52.080] 人の名前は?え、知らね。
[06:41:56.360] 限界の向こう側
[06:41:57.760] 知らねえ。誰?
[06:42:05.240] オスカル。
[06:42:07.920] え、オスカル?え、それ何?それが今、え、なんか、なんかかかってた。ごめん、わかんなかった。よくごめん。
[06:42:14.840] よくわかった。俺も今こっちで夢中でよ。
[06:42:18.160] おめえらのなんかごめんな。ボケ全然拾え
[06:42:20.558] ねえわ。何?どういうこと?オスカルが何
[06:42:23.398] ?
[06:42:25.200] ああ、もうだ。行けるんかい?いや、
[06:42:29.080] 行けるんか?ギリ乗れるんかい?
[06:42:35.680] あれた押しちゃうよね。
[06:42:44.280] イントかもしれん。
[06:42:46.398] オスカル絶対絶対ちげえだろ。
[06:42:49.680] リスナーの笑いの壺しちゃいました。ダブルけの谷エルギーザの封印
[06:42:55.360] X2キングSバッレイE
[06:42:59.120] とんでもない量のクリップが生産されている。この配信は
[06:43:04.520] カ
[06:43:05.920] オスカル。
[06:43:06.840] そういうこと。え、そういうこと?
[06:43:19.718] く到達する。
[06:43:24.120] 何?何?何?狩るってするって意味なの?難しいんね。
[06:43:37.360] ああ、初めてこっち側行けたよ。初めてこっち側行けたぜ。ほんでだ。ほんでだ。
[06:43:46.760] アイテムたくさんあるから行けそうな感じ出てきましたね。
[06:43:50.280] なんかね、こんだけあればね。
[06:43:52.040] 出だ
[06:43:53.840] でだ。穴ありすぎてきしい。
[06:44:05.840] でだ。
[06:44:13.760] ただあそこの反対側のドリルを有効活用するんであれば俺が本当に掘らなきゃいけない場所は
[06:44:21.320] か
[06:44:21.798] そう俺が本当に掘らなきゃいけない場所はここあっ転がってくるぞこ
[06:44:40.240] あ、いない。
[06:44:58.878] あれ?待って。ここ、え、ここおるべきか
[06:45:02.280] わかんねえ。下ってどうなってましたっけ
[06:45:04.878] ?
[06:45:08.040] ここで横掘ったところで帰れない。帰れ
[06:45:11.558] ないね。ここだ。ああ、登れない。
[06:45:19.000] 登れない。
[06:45:25.520] 笑笑
[06:45:28.558] や。やられたよ、これ。これもうダめや、
[06:45:32.600] これ。もうこれダめやで。ない。
[06:45:35.360] もうダめやこれ。ギリ行けんのか?ギリ行けんのか?ギリ行けんのか?行けた。取てたよな。行けた。取よ、これ。行けた。取てよ、これ。いや、もう無理やん。あ、いや、
[06:45:58.520] いや、こんな贅沢にドリル使ってえんか?戻ってこれたけど。
[06:46:03.520] 行けたけどさ、結局ここ掘れば良かった
[06:46:06.280] だけやん。なんかすっげえ贅沢に使っ
[06:46:08.320] ちゃったけど
[06:46:10.360] ね。お前
[06:46:12.798] お前さ、出会い頭やん。ごめん、もう1回
[06:46:16.000] やるわ。ごめん。なんか行けそうな気がし
[06:46:17.718] てきた。なんか巧妙が見えたよ。巧妙が
[06:46:20.840] 臭いねん。臭いねん。臭い臭い臭い。臭い
[06:46:25.440] な君
[06:46:28.478] 臭いで
[06:46:29.520] 臭すぎて熱ん気がする。
[06:46:33.240] マジぷんぷんぷン臭すぎて目
[06:46:35.958] 2だなってきたな。
[06:46:39.920] マジぷンぷんぷん
[06:46:42.878] 笑笑
[06:46:45.520] 臭すぎて滅臭すぎて滅やな。マジぷんぷんぷン臭すぎて滅なんか行けそうな気がしてきたよ。
[06:47:04.558] なんだっけ?まずまず石を持ってくる。
[06:47:08.120] 臭すぎて心拍数上昇してますやん。ほっさじゃん。さがちゃんかわいそう。
[06:47:14.160] 草。
[06:48:10.398] 邪魔やの。
[06:48:56.040] よし。
[06:48:58.120] うん。なんかちょっとずつ見えてきたよ。
[06:49:24.360] これ別あと拾。
[06:49:34.520] ほんでさ、ここさ、さっき一瞬間違ったか
[06:49:37.760] と思ったけどさ、下の弾回収するためにさ
[06:49:40.320] 、行っちゃった方がいいんじゃねえの、
[06:49:42.360] これ。下、下の玉回収するためにさ、
[06:49:49.398] 結局下の弾後で回収しなきゃいけない。
[06:49:51.360] ここ行っちゃっていいんじゃね?
[06:49:54.200] 回収したの良さそうでしたよね。
[06:49:56.320] うん。うん。で、1
[06:49:57.160] 個取れてなかったからここがこれ多分ここ編網み目でしょ。これだろ。この判血ずらしでこうや。
[06:50:15.240] 笑笑
[06:50:18.320] これで全部回収できんじゃない?そしたらね。
[06:50:20.680] ねえ。死たくね。
[06:50:23.160] あ、やべ。よしよし。危ね。よしよしよしよし。全部回収できた。いいやん。行けそう。
[06:50:37.200] 完結の邪魔。
[06:50:38.360] 判血ずらしでここやんな。よしよしよしよし。
[06:50:49.000] で、どこ?ドリル1個あるからちょ覚え
[06:50:51.080] といて。で、奴が来るぞ。やつが来るぞ。
[06:50:53.320] 多分どっかのタイミングで
[06:50:57.120] 来い。ほらほい。フい。
[06:51:00.398] いや、怖い。来るんだか来ないんだか
[06:51:02.000] わかんない。
[06:51:04.600] え、来ないな。
[06:51:10.160] あぶね。危ねえ。
[06:51:14.040] お前マジわ。笑笑たヤさんもいます。こっぱ笑笑
[06:51:25.120] もこいつマジ勘弁してくれよ。
[06:51:28.718] 狙ってるな。
[06:51:30.040] こいつ勘弁しろや。マジでもうさ、分かった。じゃあその時のためにここにアイテムを
[06:51:41.440] 1個置いとこう。
[06:51:44.160] あ、だめだ。ここに1個置いとく。
[06:51:49.478] 天才
[06:51:50.958] 怖ええもんな。
[06:51:52.478] おお
[06:51:59.798] よ。できてはるわ、このゲームほんまに。
[06:52:02.920] 臭すぎて滅心拍数はみるみる上昇中。どっさ。理由は怖いから。
[06:52:09.200] 理由は怖いから。理由は怖いから。
[06:52:11.558] 理由は怖いから
[06:52:27.360] 階段待って方がえかもね。階段降りて待っ
[06:52:31.040] て
[06:52:35.680] こいや。
[06:52:37.040] 丸え丸死者
[06:52:38.680] 大家の谷エルギーザの封印ムスックスにS
[06:52:43.280] バッレイE
[06:52:52.920] なんか行けそうな感じしてきたぜ。
[06:52:56.798] 風感じます。
[06:52:59.878] 行けそうか。
[06:53:18.320] 1回なんかさ、1個最初転びが見つかると
[06:53:21.360] そっからどんどんなんか溶けてくのが
[06:53:23.600] 面白いんですよな。アクションパズルって
[06:53:34.360] 1回びがね、
[06:53:36.798] いい表現。
[06:53:37.718] なんかそのセーターのさ、なんかあのセーターのあのほれみたいな感じるの気持ち良いですね。
[06:53:45.280] そう。セーターのほれみたいな感じでちょっとほれたらもうそっから死ぬ死ぬ死ぬ死ぬ死ぬっつってさ。それが楽しいんよな。
[06:54:11.120] これあってんだか合ってないんだか。あ、やべ、
[06:54:13.558] やべ、やべ、やべ、やべ。
[06:54:23.120] 笑笑頼みたいだな。
[06:54:27.558] 人と人との
[06:54:46.080] 長々がうめえこといかねえな。
[06:54:57.000] เฮ
[06:55:31.200] ここがめんどくせえんだ。こいつ消えるの
[06:55:33.000] 待ちがマジでありんだよな。
[06:56:10.958] たださ、こことかも後でちゃんと拾える
[06:56:13.000] ようになるんだよな。その辺はマジ何にも
[06:56:14.958] 考えてないよ。なんとなく今行けそうな
[06:56:18.000] ところまではけ行くけどそっちの謎は全然
[06:56:22.040] 何にも考えてない。
[06:56:35.920] 最後余ったドリル使うかなと。
[06:56:39.440] ちゃんと行けるルートになってんのかな?
[06:57:02.958] ここはもうやつに先に稼いていいや。
[06:57:29.680] あ、あ、降りちゃった。もうバカ。もう
[06:57:33.798] バカ。もう
[06:57:36.040] アホっちゃ。
[06:57:36.840] もう、もうこらないミスやめようよ。行けそうなんだから。
[06:57:43.760] ああ、こいつバカだ。
[06:57:45.080] あほが。ていうか、あの、判決らし納得言ってないからね。俺
[06:57:54.478] 判決らし納得言ってないからね。まずあのなんかなんかあの、あのテクニック納得言ってないからな。
[06:58:03.680] あれを成功法みたいにされてることが
[06:58:15.240] マジでもうこれでクリアしよう。マジで
[06:58:18.000] 行こう。これでもう頼むで。
[06:58:36.398] ハンマスで取れたり落ちなかったりするのは仕様的には割と納得感があります。
[06:58:44.040] そのハンマスまでがもうそういう仕様ということだね。
[06:59:03.080] ほんでここで穴開けちゃうとこち飛び乗れ
[06:59:05.240] なくなっちゃうから1回こっち開ける。
[06:59:10.638] あ、飛び乗れなくないか。行けるのか?
[06:59:12.398] それでも
[06:59:18.558] ちょっと本当単純作業だからさ、ミスら
[06:59:21.520] ないように気をつけないと本当に。
[06:59:48.718] やべ。
[07:00:06.120] 邪魔だよ。
[07:00:29.478] ま、こんだけドリルあったら余るわな。
[07:00:33.040] あとやってこう。
[07:01:09.280] 落ちんなよ。落ちんなよ。
[07:01:45.520] いいよ、
[07:01:46.360] いいよ。いい調子だよ。
[07:01:58.520] で、この時のために持ってますから死ね。いや、いないんかい?そんで、そんでないんかい?なんやねん。
[07:02:10.920] いね、
[07:02:13.280] そんでないんかい?
[07:02:15.320] 笑笑
[07:02:17.760] いね。
[07:02:18.398] ビビらせやがって。
[07:02:23.760] イエス。イエス。ほんでごめん。あとどこだ?
[07:02:39.200] ほんで、ほんで。
[07:02:40.240] あと弾どこだ?あと
[07:02:43.718] 2個だ。ん、あれ?あの、あ、だからあの
[07:02:46.920] 1番最初のとこの2
[07:02:47.798] 個だよね。ここ拾えんのって言ってるとこだよね。
[07:03:01.120] だから怖いんだって。ここが
[07:03:05.000] 死だ。
[07:03:11.520] あ、めえ、待って。めっちゃドリル余んね
[07:03:13.638] 。めっちゃドリル余ね、それ。
[07:03:22.120] 違う。上から行こうか。ああ、もう
[07:03:25.878] たっぷり
[07:03:27.120] たっぷりドリルたっぷり余るな。でっぷりでっぷり余るわ。本当こいつらに当たって終わるとかほんまくらないからやめよう。マジでイフル刺しちゃってもいいんだけどな、これ。
[07:03:52.520] めっちゃ余るやん。もうこれで終わりだもんな。
[07:04:00.000] いくつ余らせるかが実力ってわけか。判決らししなくてもいいくらい用意されてるね。ドリル
[07:04:07.160] ま、そういうことなんかな。ちゃんと取れるようになってんのか。
[07:04:26.520] ねえ、これ怖いんだけど。
[07:04:29.920] 怖いんですけど。いねえわ。
[07:04:36.520] いやー
[07:04:40.840] いや
[07:04:42.360] く。
[07:04:46.398] く
[07:04:47.958] 笑笑
[07:04:50.958] 正画
[07:04:53.040] 画金もいます。がった。
[07:04:56.840] わほう。
[07:04:59.240] はい。カ
[07:04:59.958] ああかった。今日ちょっとここまででいいかな。
[07:05:03.200] パチパチパチパチパチパチパチやるやん。
[07:05:07.320] 今日ここまでにでしようか。
[07:05:08.478] パチパチパチパ。
[07:05:09.558] ちょっと次。朝、あ、朝、
[07:05:12.080] 朝、朝のチャップしていい?朝チャップしていい?ちょっと
[07:05:15.200] 37
[07:05:15.760] 延長、
[07:05:16.840] 延長しない。
[07:05:17.360] 最近の新ミーム。
[07:05:18.558] 新ミーム。わほ。
[07:05:25.040] なんやかんやクリアできる。
[07:05:32.558] 行けそう。
[07:05:35.120] ただ待って。ここ待って。
[07:05:40.040] 4面だ。
[07:05:42.520] 4面。
[07:05:44.440] 横4。
[07:05:45.600] 横4
[07:05:47.760] ヒロ。
[07:05:49.200] 横4。
[07:05:55.398] ほんでツハばっかり。
[07:05:59.398] デボリューム。
[07:06:00.680] デボリュームだね。これ
[07:06:03.878] 横4。
[07:06:09.320] えー、ツハがしかもいっぱいある。床を
[07:06:11.680] 掘れということなんだな。多分な。
[07:06:17.680] ちょっとだけやってみるか。
[07:06:23.558] ま、わかんねえからな。
[07:06:28.520] いや、こことかどうとあ、ツハ持ってあれ
[07:06:31.080] か。地面放って2個取んのか。
[07:06:38.798] きそ
[07:06:49.798] ぴょンシーも
[07:06:51.000] ぴょンシーもいるね。
[07:07:03.160] はん
[07:07:17.080] 。
[07:07:20.040] うん。
[07:07:27.320] 最初ここかな?来るとし
[07:08:12.520] うーん。
[07:08:23.398] 何ぶねえ?こ、どうやって行くんだ?そこ
[07:08:40.520] セーフ
[07:08:42.558] 危なかったね、今の。
[07:08:55.680] 本当良いブグム。
[07:09:02.120] MSX
[07:09:02.958] 音いいよね。その曲というより曲もちろいんだけど音もいいのよ。この
[07:09:07.240] MSXの音。
[07:09:08.798] BGMに騙されるな。
[07:09:11.520] これSCC
[07:09:12.360] 音源っていうね。音いいのよね。
[07:09:20.798] わかります。笑。
[07:09:22.200] SCC音源いいよね。芸術だよな。
[07:09:26.478] あ、すっくね。
[07:09:28.398] SCC。
[07:09:29.160] そう。コナビのオリジナル音源チップ。
[07:09:33.760] SCC。
[07:09:35.798] あれ?これ行かれへんやん。あれ?行けねえ。
[07:09:47.160] ああ、じゃ、最初ここで1個ツルハ使っ
[07:09:49.280] たらもったいなかったな。結局ここの
[07:09:50.798] ツルハは持っちゃったらここの壁に阻まれ
[07:09:54.320] てここを掘るしか脳がなくなっちゃうんだ
[07:09:56.520] よ。でも俺ここの1個間違って他のツハで
[07:10:00.080] 掘っちゃった。もったいねえ。もったい
[07:10:02.840] ないことしちゃったな。
[07:10:36.320] 節約術にすぐ気づける。
[07:10:38.200] そうなんだよ。節約マジでこのアイテム節約マジで大事。
[07:10:54.600] このさ、なんか1つの1つのこのなんつう
[07:10:57.478] の?この薄い床あるじゃん。こいつのため
[07:11:00.478] にさ、スコップとかさ、用意されてねえん
[07:11:03.360] だよな。今回は
[07:11:06.760] 全部これこ壊さないんじゃないのかなと
[07:11:09.160] 思ってる。からこういう薄いところはあと
[07:11:11.958] これとかさ、どうこれとかどうなんて感じ
[07:11:16.200] なんだけどだってこれさ、
[07:11:23.360] え、これどうなの?いや、ちょっと
[07:11:27.920] ちょ、多分これもすぐ気づける。笑さ
[07:11:34.200] 全然これっさせてくれ
[07:11:36.040] ねえな。
[07:11:47.080] もうここが結構謎だよ。だってさ、
[07:12:00.280] ゆっくり考えられたら困るから。
[07:12:02.240] いや、でもね、止めれば考えれるんだよな。
[07:12:05.440] ここがね、結構謎なんすよ。この要は
[07:12:11.320] ここ
[07:12:13.280] なんかここすっごく無駄な感じがする。
[07:12:15.520] だって1個ツルハ取るために1個ツルハ
[07:12:18.718] 取らなあか取らなあかんってことやんね。
[07:12:21.398] 使わないいかんよね。だってあんな穴ぼの
[07:12:23.878] 中にあったらさ。
[07:12:31.600] そういうこと。
[07:12:33.958] そういうことか。
[07:12:40.320] うますぎ。
[07:12:53.080] うますぎていく。
[07:12:55.840] うますぎていく。笑笑。
[07:13:06.958] あ、いや、でもここも間違えたわ。これも
[07:13:10.638] 間違え。1個無駄にしてんねん。ここ掘れ
[07:13:12.718] ばいいじゃんて思うじゃん。で、掘る必要
[07:13:14.520] ないんだよ、これ。ここあっちから取れん
[07:13:17.000] だから。ジャンプしてけば。うわあ。その
[07:13:19.760] 次を考えてなかったわ。うわあ。これツハ
[07:13:22.680] もったいねえ。
[07:13:31.240] このツハをどこに使うか考えなきゃいけないな。そう、
[07:13:33.878] 1
[07:13:34.080] 個目のツハを。危ね、危ねえ。今なんか奇跡。今奇跡だったな。ああ、ここまで持ってきてさ。
[07:13:44.558] 草。うまい。笑。
[07:13:46.878] ここまで持ってきてここ取るべきだったんだな。多分な。今のうまいっていうか、もうなんか奇跡に近かったけど、今。
[07:13:58.840] こことかどうねって話なんだけど。
[07:14:10.080] ああ
[07:14:11.680] 。
[07:14:14.120] ああ。
[07:14:19.000] このドリルどこに使いますか?
[07:14:33.398] いやあ、こんなとこじゃないと思うけどな
[07:14:36.280] 。
[07:14:43.558] いや、違うんだろうな。違うんだろうな。
[07:15:01.760] 雑に回収してみてあといくつ節約が必要か見るのはいいですね。
[07:15:06.680] やっぱ先っちょだけで終わることなんてないんやなって。
[07:15:13.120] いや、なんかここはだってしかもまだ行けそうなんだよな。
[07:15:16.760] ちょっとちょっと行けそうなのがなんともね、その攻略の引っかかりがあるというか、もうぜえな、こいつ。バカ目。
[07:15:36.760] うまくできてる。
[07:15:37.798] うまくできてんな。
[07:16:00.680] 落ちんね。よし。
[07:16:06.958] あの上とかあれどう取ります?
[07:16:13.638] あと何個?
[07:16:16.360] 結構あんなって4つもあるんか?結構あん
[07:16:19.040] な。
[07:16:24.398] お前邪魔や。
[07:16:31.120] おいおいおい。
[07:16:44.160] ゲリラミーラ。
[07:16:45.638] ゲリラミーラ。ゲリラミーラよ。多分ここは最後最後こうなんだろ。
[07:17:04.240] 俺、俺最後考えてんのはここつ今剣が刺さってるところツ橋で壊して
[07:17:09.280] 2
[07:17:09.440] 個取ってで下のドリルで扉んところ横開けてがこれ最後なんだとね最後のもーブだと思うんですよ。
[07:17:16.558] さ、ちっさい4ブロックに対してツ橋
[07:17:19.240] 1つだから2個掘って落ちてはしご登って
[07:17:22.280] 2個掘るって感じなんかな。
[07:17:24.080] 全然わかんない。ちっさい
[07:17:26.478] 4ブロックに対してツが
[07:17:29.000] 2個掘って落ちてはしご全然わからん。
[07:17:31.600] もうそうは文章で説明されても全然わからん。どこのことんだそれ?笑笑
[07:17:44.040] 全然わかんなくない。小っさいブロック
[07:17:46.520] 4個に
[07:17:48.080] ごめんね。
[07:17:49.718] いや、いいね。いい。ありがとう。全然わかんなくてごめん。
[07:18:00.478] これ1個足んねえ気がするわ。てか1個
[07:18:02.840] 足んねえわ。どう考えても
[07:18:07.638] な。これじゃダメだもんね。これじゃダめ
[07:18:10.120] だもん。
[07:18:13.200] ほら、1個足んねえんだよ。
[07:18:17.798] ほら、今のさ。え、何?何?何?何?何?
[07:18:20.760] 何?何?どこ?どこ?どこどこ?
[07:18:26.320] 小っさい4ブロックに対してツハが1個だ
[07:18:28.920] から2個掘って落ちてはしご登って2個
[07:18:32.680] 掘る。わかんない。全然わかんない。どう
[07:18:36.760] いうこと?え、小っさいブロックに対して
[07:18:40.760] ツハ1つなら分かる。そこはまだ分かった
[07:18:42.600] 。このちっさいブロックってこの1マスっ
[07:18:44.760] ていうか、この1マスを4つに分割され
[07:18:48.160] てる。
[07:18:48.760] ちっちゃいブロックってことやんな。で、ツハ
[07:18:51.120] 1個で4
[07:18:51.878] つ倒れる。分かる?そこまで分かりました。
[07:18:54.000] 2
[07:18:54.240] 個掘って落ちてはしご登って掘らないってことかな?そうそう。
[07:19:00.398] 連続で掘らない。どうこと?連続で掘らないって。連続で掘らない。全然わかんない。
[07:19:18.120] 連続で掘らないってこと?
[07:19:19.718] 今いるとこの左側行って
[07:19:21.958] 今いるとこの左側
[07:19:25.120] 使用的に無理ですけどそういう意味なのかなって
[07:19:29.638] ああ、俺がだからあれってことなのね。俺が自分の意思で
[07:19:34.280] 2
[07:19:34.520] つあれを掘ってたってことね。違う違う。そうじゃないんだよ。もう強制的に
[07:19:38.320] 4つ削れちゃうのよ。強制的に
[07:19:41.718] 4つ削れちゃうの。
[07:19:43.398] ツハ掘ってことはできない。そう。できないんですよ。それはできないんすよ。それはできない。
[07:19:52.120] マジか。
[07:19:53.080] そうなんすよ。それはね、できないんですよね。
[07:19:57.798] ごめんね。
[07:19:58.958] いや、謝ることないよ。
[07:19:59.840] ハンホたらジャンプできるよね。こ
[07:20:02.680] って話ね。
[07:20:04.200] ハンボりだができないんですよね。半堀は半堀専用のアイテムがあるの。スコップ。うん。なんかねえ。
[07:20:13.040] スコップは半できるんだな。ツは
[07:20:17.280] そうなんだよ。そうだからこのゲーム難しいんだよね。やってみなきゃわかんないところがあんのよね。で、ありがとな
[07:20:25.000] 頑張り
[07:20:25.878] がりがんぼり。エアもありがとうね。考えてくれて。でもこそういうのめっちゃ嬉しい。そういうのめっちゃ嬉しい。俺の見落としもあるから。絶対
[07:20:36.040] から落ちて右に行ってはしご降りたら上から落ちてくるから行けるかな。ま
[07:20:40.920] じゃほるね。
[07:20:41.920] じゃ、入れるね。ああ、もうこの出会い頭マジどうにかしてほしいわ。
[07:20:50.320] ごっこ
[07:20:53.440] 1
[07:20:53.638] 個足んなかったな、今。上だよな。問題はな。
[07:21:01.558] 難しいんやな。しみじみ
[07:21:03.478] 難しいんよ。
[07:21:16.600] やっぱどうしてもあそこなんだよ。難しい
[07:21:18.878] のはな。
[07:21:21.040] このドリルもどこに使いますかっていう
[07:21:23.398] とこだよね。
[07:21:31.798] 意外と落下中は掘動作が継続されるみたいなバグで残ってるアクションパズルもあるので着眼点悪くなかったりします。
[07:21:41.200] 落下中は堀動作が継続される。多分これはでもないだろうな。このドリルも結局ここ登っちゃうと強制的に拾うことになっちゃうから。
[07:21:57.040] で、左右にだからもうジャンプできないんだから、もう使う場所
[07:22:01.160] 1個しかないよな。ここじゃない。ここ
[07:22:08.478] いいんだ。素人はダルなんだ。
[07:22:12.360] そんなことねえよ。ガンガン色々言ってくれよ。
[07:22:22.240] え、このドリルどこに使うと思う?
[07:22:29.320] これもう乗ったら絶対拾っちゃうじゃん。
[07:22:32.600] で、どっちに?もうこの一っちに行くか。
[07:22:34.760] で、もう
[07:22:37.040] 右に行ったら今乗ってるとこ削る他ないし
[07:22:40.958] 左に行っても
[07:22:43.958] 左に行ってもなんだよな。
[07:22:53.120] いや、なんかこんな簡単な使っちゃって
[07:22:55.280] いいんかな?
[07:23:07.240] ほんでさ、やっぱ謎は1番の謎はここなん
[07:23:09.920] だよな。
[07:23:13.280] 1番の謎はここなんだよね。ここに
[07:23:15.638] スコップじゃない。ここでツルハ2個も
[07:23:18.280] 使わなきゃいけないっていうのがなんか
[07:23:19.680] すっげえすっげえ納得いかない。
[07:23:24.520] でも1個ずつ取んなきゃなんないよな。
[07:23:28.280] 1個ずつ取んなきゃなんないよね、これね
[07:23:30.120] 。
[07:23:32.000] え、なんかもったいなくない。なんかど
[07:23:34.360] うまい方法ねえの?ここ
[07:23:39.240] まあでもねえよな。
[07:23:45.638] ええ。こんなことしなきゃいけないのかな
[07:23:48.360] ?
[07:23:50.920] すげえもったいねえ気がすんだけどこれ。
[07:24:12.558] でも余るんかな?余でも余ないよな。
[07:24:16.680] さっき余なかったんだよね。あとはここだね。ここでうまいことうまいことやらな。
[07:24:26.000] あ、ヒありがとう。お疲れ。ヒ、お疲れ。ここうまいことやんないけねえな。やんねえと難しいんだよね。今エルギーザの封印っていうね。レトロゲーやってるぜ。
[07:24:44.558] MSX。
[07:24:50.080] あ、分かった、分かった。じゃあここで
[07:24:52.638] ああ、行けたかもな。これさっき無駄に
[07:24:55.798] 使っちゃったんだよ。ここ
[07:24:59.000] こいつで取ろう。
[07:25:00.398] 上のやつ何?みんな死んだの?さっきまでワイワイやってたじゃない?さっきまでワイワイやってたじゃない?なんで誰も何も言わなくなったろ?急に。
[07:25:18.318] 笑笑
[07:25:21.478] みんな死んだんかと思った。
[07:25:23.398] チまドベリーベリークテファせはマ
[07:25:32.840] ぶっ飛んマッシュ
[07:25:34.760] おいおいおい
[07:25:37.798] おいおい浜ま
[07:25:42.200] ピぺ運動会お疲れ様ね運動会お疲れ様ねあ今日ここまでかな今日ここまでか
[07:25:52.558] やらなか行けそう。いやらなかここだけ行くか。ここだけ。や、ここだけ行きてえな。ここだけ行くか。ここだけ行くかな。でももう
[07:26:06.360] 1時半じゃねえかよ。笑。
[07:26:08.520] なんかでも行けそうやんね。行けそうやんね。
[07:26:11.878] 7
[07:26:12.160] 時間すご。7
[07:26:13.760] 時間半やってんの。このパズルゲー
[07:26:17.080] 7時間半。もう労働じゃねえかよ。
[07:26:20.160] もうフルタイムで働いてたよ。フルタイムで。あ、パザード。
[07:26:24.200] 神の土曜日。
[07:26:25.360] 神の土曜日。ま、最近いろんなね、あの、あのイベントとか、あの、イベントの飲み会とかなんかあとなんか色々重なって土曜日配信できなかったからね。
[07:26:38.120] 頑張ってる。偉いぞ。
[07:26:40.398] せやねん。いや、頑張ってないよ、別に。月だからやっておんじゃ。好きだからな。
[07:26:49.160] 王じだけクリアしようか。じゃあマジで
[07:26:53.280] 2
[07:26:53.440] 時までにクリアしよう。だ、もう行けると思うけどね。もう行けると思うけどね。
[07:26:57.520] 好きなことだって頑張っていいんだぞ。野菜食べて偉い。
[07:27:01.280] 野菜食べて偉い。おい、本当クソな質問だよな。野菜は美味しいから食べてんの?
[07:27:10.240] 靴下履けてえ。
[07:27:11.558] 靴下履いてない?今日
[07:27:13.200] ラスト1時間くらい続いてるね。
[07:27:16.440] そうやな。
[07:27:17.120] おい、ダブル大家の谷エルギーザの封印スックスにキング
[07:27:22.958] Sバッレイ
[07:27:24.318] E分感ピしてほしい。はい。村か八。
[07:27:30.160] ここにこいつが出てくんだぜ。おうんちゃんお帰り。
[07:27:36.240] さてさて、
[07:27:39.240] さてさて野菜は美味しいから食べてんの?ん?違う。あれ?俺ミスった。俺もう俺もうこれミスった。
[07:28:00.638] あ、俺もうこれなんか俺もうこれなんか
[07:28:03.318] ミスってね。
[07:28:06.638] あ、いいか。ここ削ればいいか。
[07:28:09.878] で、ここ削って。足場ないけどうまいこと
[07:28:12.478] こう。えー、くそ。もう、もう
[07:28:18.000] 、もうミスってますやん、これ。アホ。
[07:28:35.040] でもここは行けそうな感じするんだよな。もうやる気ないなら帰れよ。何もしないなら帰れ。
[07:28:44.318] 笑笑。
[07:28:46.040] 何もしないなら帰れ。
[07:28:53.520] 帰ります。山口
[07:28:55.000] で冗談じゃん。
[07:28:58.080] 冗談じゃん。
[07:29:01.040] 山口メンバー。時山口メンバーね。
[07:29:08.398] Bアンビシャス。
[07:29:18.240] もうここはこれでいいと思うんだよね。
[07:29:20.478] ここはこれでいいと思うんだ。
[07:29:21.798] ジャンポケ斎藤メンバー。
[07:29:26.200] ジャンポケ斎藤なんかあのうちの近所にあれあのバーム空ヘ売りに来てたよ。バーム空ヘ売りに来てたわ。なんかはいってずっと言ってた。
[07:29:36.920] 草ダブル
[07:29:39.160] それしかないんか。でも大変だよな。でも大変だよな。大変だと思うわ。
[07:29:50.080] 野菜云々で好きなのは
[07:29:51.760] V用のラーメン食った加藤純一がうまいけどこれ普通のラーメンでいいなって言った話。
[07:29:58.360] 何それ?ま、うまいけど、ま、確かにな。別にビーガンじゃなかったらラーメン食えばいいだけの話だもんな、これは。おお、ひめちゃんこんばんは。レイドありがとうございます。
[07:30:17.958] レイドセンキュー。ありがとう。レイドセンキュー。うや。
[07:30:34.638] なんでよ。
[07:30:37.718] なんよ。あのね、エルギーザの封印というゲームをやっている。
[07:30:59.200] 何それ?グダグ。
[07:31:02.520] MSX
[07:31:03.160] のゲームだからな。マイナーかもしれへんがシとやらせていただいています。コなミだよ。コナミ。天下のコなミ様だぞ。
[07:31:15.040] こナカスコナぷンぷンああ、もう粉ンプンが来た。ほら、また粉んが
[07:31:25.360] 天下の粉はもうないんや。
[07:31:28.000] あの頃のコ好みはもうない。
[07:31:36.760] 天下のコなミ先から粉かすな。
[07:31:39.920] こなちゃん選手かきかき
[07:31:42.478] こなちゃん選手かき
[07:31:44.280] コな波のムスックスと言ったらカクカクのグラディウスをやる。
[07:31:48.160] カクカクのグラデウスももちろんありますよ。こないだこうグラグラにグラにやってさ難しすぎて
[07:31:53.760] 2
[07:31:53.878] 時間ぐらい無言だったよ。難しすぎて。あ、取っちゃった。
[07:32:11.520] 地獄じゃった。で、
[07:32:14.080] 地獄だったな。あれもリベンジしてえけどな。
[07:32:23.000] 配信はおもろかったけどゲームがね。
[07:32:25.398] ゲーム地獄やったな、あれな。あれでも待って。
[07:32:35.280] これさ、うまいこといけないようになって
[07:32:37.040] ない?あれ?ここどうやって行くんだよ?
[07:32:40.718] ああ、ここ崩しちゃったから取れなくなっ
[07:32:42.558] ちゃった。ああ、順番があるんだ。
[07:32:47.600] 崩しちゃったから取れなくなっちゃったよ
[07:32:49.120] 、これ。
[07:32:51.200] まジか。
[07:32:57.478] そっか。1、1番高い点は最初に行かない
[07:33:01.160] と間に合わなくなるねんな。1番高い点は
[07:33:05.120] 最初に行かないと。
[07:33:12.520] ここ大事なんだよ。
