[00:01:26.840] エた。
[04:24:41.439] ちなみにそれをその
[04:24:42.960] ドンキー最強
[04:24:43.840] じんちゃんと一緒に遊んでその俺は大敗を騎した次の日にじちゃんから
[04:24:48.520] LINE来てモンハンのモンハンの
[04:24:51.279] 1番くじに2万ぶ破してなんか
[04:24:54.399] A
[04:24:54.560] 賞当てたって言ってた。モンハンのちなみにちょっともう待てもハンの
[04:24:56.378] [笑い]
[04:25:03.479] 1番くじってくんない?
[04:25:04.640] 鳥押し
[04:25:05.439] モンハンのモンハンの1番くじ見たい。
[04:25:08.279] 当たったじゃなく当てた。
[04:25:09.800] 当たったじゃなくて当てたんだよね。
[04:25:12.199] モンハンの1番くじ2
[04:25:14.600] 万ぶッ破って言ってたけど
[04:25:16.600] 2万破って言ってたけど2
[04:25:18.040] 万で当たっただけであってあのまま行ってたらあいつは多分
[04:25:20.479] 3万も4
[04:25:21.080] 万もかけてなぜなら前日の前日のモンハンフェスタがあまりにもひどかったから
[04:25:26.760] あナイス
[04:25:31.840] うわかっ全然わかんねけどなんだ
[04:25:36.640] いや天井とかもえぐいと思うよ
[04:25:39.000] 10
[04:25:39.199] 万ぐらいかかんじゃない?全部行こうとしたらも
[04:25:41.439] モンハンくじ790円。やっぱり10
[04:25:44.880] 円安い。俺の方より。ええ、
[04:25:49.119] たっか。
[04:25:50.000] こんなのが当たるの。各商品アルシュベルドフィギュア。これだわ
[04:25:54.279] くね。
[04:25:55.040] これだ。うわ、何これ。しかもこれがラストワンじゃなくて
[04:26:01.239] A賞なわけでしょ。石板の
[04:26:03.680] 50倍良くないか。かっこよ。
[04:26:05.809] [笑い]
[04:26:07.840] アルシュベルディング侍。すっご。
[04:26:13.040] かっこよ。どうなってんのか。
[04:26:14.159] かかってんな。
[04:26:15.319] 金かかってる。
[04:26:17.040] B
[04:26:17.199] 賞かき下ろしポスターア配信で見せてたけれど結構大きそうだった。
[04:26:22.199] ええ。はあ。え、だって
[04:26:26.600] C賞でこれもらえるんでしょ?
[04:26:28.920] 790円で全然いいよね。
[04:26:31.720] アルシュベルドってこの前作って送ったあれじゃない?
[04:26:34.840] ああ、そうなんか。3Dプリントでね。
[04:26:39.000] へえ。へえ。D
[04:26:40.960] 賞定番キーホか。え、なんかあれみたい。お土産屋さんのさ、ドラゴンの剣みたい。ちょっと俺ドキッとしちゃった。今男の子の男の子の心が今
[04:26:52.359] ドキッとしちゃった。
[04:26:53.760] やっぱ意識してるやろな。
[04:26:55.840] え、絶対そうだよね。これこのさ、ここに赤や。
[04:26:59.600] みんな買うやつやん
[04:27:02.040] 俺。あれで俺旅行向け
[04:27:04.199] 俺。あれであの剣が2
[04:27:05.680] 個に分かれるやつ持ってもう大人気やったで。
[04:27:08.689] [笑い]
[04:27:08.960] 中学でも買った
[04:27:10.159] 一時期ヒーローやったで俺。あれ学校で双剣で双剣のあれだったんだからいいしょ。袋コレクション親
[04:27:17.600] いらないよね。
[04:27:18.920] あ、でもなんかあ、ちょっとなんか
[04:27:20.199] 買わないと人権ないやつ。[鼻息]
[04:27:22.080] い、いい、いい匂いしてきたよ。袋コレクション。あ、でも、でも、でも、でもいいか。でもいいか。でもいいよな。でもいいよね。
[04:27:30.399] より欲しい。
[04:27:31.239] でもいいよね。
[04:27:32.199] まだ半。
[04:27:32.960] あ、これあれなんだ。
[04:27:34.279] 袋コレクションってさ、あの生命のふ人とかさ、あの火薬とかあのもあんだ、あれ。アイコンゲームの中の。あ、すげえいいじゃん。種コレクション。種コレクションよりはいいよ。アイテムのアイコンでさ、これ袋あるじゃん。泣き袋とかのしびれ袋とかのやつだ。いいね。いいじゃん。ええ、いいじゃん。
[04:27:45.370] [笑い]
[04:27:59.920] いいじゃん。セムスゴ。
[04:28:01.479] いいじゃん。
[04:28:03.920] Fコントローラーマウス任天堂のグッズストアにもあってゼルダの弾ぶもらった。
[04:28:09.920] そうなるほどね。
[04:28:11.359] いいじゃん。マウスクリーナー。ああ、全然いいね。
[04:28:16.000] 20cm
[04:28:16.640] 普通の繁価値だ。いいね。あ、ま、クリアファイルステッカーセット。これ
[04:28:23.359] 790円はきちいか。これ
[04:28:25.980] [笑い]
[04:28:26.800] 790円ちょっときちいか。
[04:28:29.000] まあまあでもでもね、種コレクションに比べたら選べますから。なんて言ったって皆さん見てください。これ全州かこ選べる。
[04:28:29.255] [叫び声]
[04:28:37.479] トントンくらい[笑い]
[04:28:39.199] 選べます。や選べるだけで
[04:28:42.199] 700円の価値あるから[笑い]
[04:28:44.920] 選べるだけで勝ち。
[04:28:46.479] 方や種コレクション。え、
[04:28:48.080] も選べさえすれば
[04:28:49.600] はい。選べません。しかも、しかもしかもね、選べないって書かない。これひどいですよ。
[04:28:56.110] [笑い]
[04:28:58.479] 選べないって書かないです。選べないからね。これ言っとくけど選べないから何が入ってるか分からないから。
[04:29:05.600] 携帯キーホルダー携帯クリーナー
[04:29:07.319] なん商売[笑い]
[04:29:10.560] 800円しかも10円高い。
[04:29:13.920] 正直が選べたとこで言うほどのもいらない。
[04:29:18.381] [笑い]
[04:29:21.040] 言うほど選びたくもないけど別にラバーアート。あえ、いいじゃん。
[04:29:23.621] [笑い]
[04:29:28.239] ラバーだ。激林みたいな。へえ。ラストワン賞。あれ、これも一緒じゃないの?
[04:29:35.159] A
[04:29:35.319] 賞と一緒じゃないの?あ、色が違うんだ。ダブルチャンスキャンペーン。へえ。ごめん。ちょっとゲーム休憩してちょっとさ、他の
[04:29:44.840] 1番くじも見たいんだけど。
[04:29:46.520] 色違。
[04:29:47.520] 他の1
[04:29:48.640] 番くじも見たい。ぷイキュアもあるんじゃん。イキュアルドか。
[04:29:53.520] イキュア。ぷイキュアあるよ。ぷイキュア。ぷイキュア見よう。
[04:29:57.000] キュア。あ、ゴジラになっちゃった。ぷイキュアも見たい。プイキュア。
[04:30:03.399] Vイキュアマジか。
[04:30:04.479] 700円だよ。
[04:30:06.239] 700円だよ。A
[04:30:08.159] 賞美ジ美ホルダーポーチ。何?美ジホルダーポーチって。ま、
[04:30:16.960] 700円。700円でこれか。まあ、
[04:30:19.840] お獣。
[04:30:22.571] [笑い]
[04:30:23.520] 俺も美重ってそっちが出たわ。
[04:30:26.399] ふわふわ妖精ぬいぐるみ。いや、違う。俺
[04:30:28.800] がね、あの、1番くじでA賞、B賞なんか
[04:30:31.279] 見たくないねん、ぶっちゃけ。1番くじで
[04:30:33.560] A賞、B賞なんか見たくないねん。1番下
[04:30:35.680] の賞に金がかかってるかどうかなんだよ。
[04:30:38.520] 俺が知りてえのは。エシでジッパーバック
[04:30:42.359] がもらえんの。エッチ賞で選べるの。
[04:30:45.159] しかも
[04:30:47.920] エ賞でジッパーバック。
[04:30:51.479] ABCDEFFFFFGHだよ。種の2
[04:30:56.479] 個後ろだぜ。種の
[04:30:58.199] 2
[04:30:58.399] 個後ろだよ。で、ジッパーバックアステッカー選べる。え、硬や。ドラゴンクエスト
[04:31:04.492] [鼻息]
[04:31:05.840] Fシひどいよ。ひどいよ。[笑い]
[04:31:10.600] F章。これは相手の塊。笑。
[04:31:13.960] ひどいよ。これはチーカは
[04:31:18.840] 1番くじ。
[04:31:21.640] チカは一番くじだ。
[04:31:23.119] 胸の大きな女の子にカップ効いた時と同じ驚き方。わあ。
[04:31:26.763] [笑い]
[04:31:29.159] うわあ。A賞り小銭に入れギュア。
[04:31:32.720] 当たらないもんチーカは
[04:31:35.000] なんか俺これやったあるでうちに今。え、衣装がりグラスねえ。やっぱグラスなんだって。なんでプなんでなんでプラチックやね。
[04:31:48.119] AB賞がいらないの?これA賞はほっこり
[04:31:51.560] 小ズに入りフィギュアいいじゃない?
[04:31:53.279] ほっこり小ずに入りフィギュアいいじゃん
[04:31:55.080] 。いらっしゃいませ。バンダイフィギュア
[04:31:57.159] いいじゃない。
[04:31:59.119] 嫌がりフィギュア。うわ、もうだってD
[04:32:02.199] 賞までがフィギュアだよ。勝ち確
[04:32:06.680] シ賞のグラスとかのが人気。D賞まで
[04:32:09.600] がフィギュアもらえんだ。こっち
[04:32:11.080] この職場にあるな。D賞1
[04:32:14.119] 番だ。プラスチックでタンブラー乗りやがって。
[04:32:17.640] これD賞です。これD
[04:32:18.840] 賞ペラペラ。おやフィギュアだ。へえ。へえ。
[04:32:30.399] 1番くじやりたくなってきたな。なんか
[04:32:32.918] [笑い]
[04:32:33.479] 1番くじれ。なんか1番くじ引きて俺
[04:32:39.468] [鼻息]
[04:32:40.040] 1番くじでA賞とかピノの[笑い]
[04:32:43.000] 1番くじがある。え、ピノもやってんの?
[04:32:47.800] 1番くじ
[04:32:49.399] ピノやるべよ。ピノ行くわ。ピノピノ。笑笑
[04:32:52.568] [笑い]
[04:32:54.880] どの層がやんねん。
[04:32:56.439] ピノ行くわ。A賞ピノクッション。
[04:32:59.239] ピノはもうピノくれよ。笑。[笑い]
[04:33:03.279] えー、蓋が開けられるんだって。ピノクッション。ピノブランケット。
[04:33:07.160] 膝かけとかないの?ピノ、
[04:33:09.119] 膝かけあるよ。ブランケット。ピノブランケット。おい、このピノのこの黄色いやつだけで売ってくれ。この味が一番好きなんや。ピノガキ。
[04:33:17.400] またピノだ。
[04:33:19.424] [笑い]
[04:33:19.520] またピノだ。ピノガき。
[04:33:23.959] ピノピノ発見。ピノ発見。アーモンドだっけ?黄色。
[04:33:27.939] [笑い]
[04:33:28.480] ピノ発見。ピノ発見。アーモンド。そう。
[04:33:30.719] アーモンドだけで売ってくれよ。
[04:33:33.359] いつから?え、もう俺終わっていつからやってんの?
[04:33:36.119] 3
[04:33:36.359] 月6
[04:33:36.799] 日より順次。あ、いや、今まだ引けるぞ。おい、みんなピノ
[04:33:40.920] 1
[04:33:41.080] 番くじ引ける。いや、確かにピノブランケット欲しいかも。そう。
[04:33:46.639] ピノコップどれ?ピノコップ。
[04:33:49.279] さすが森が。[笑い]
[04:33:50.439] これは飲みづらそう。
[04:33:52.600] どんな形してんねん。
[04:33:54.639] これ飲みづらそうだな。ピノコップ。へえ。
[04:34:02.680] 笑やつもあっていいね。
[04:34:05.199] 刺すやつもある。確かに水って天地やろ。笑。
[04:34:08.799] これすごい形してるね。でもさ、これ
[04:34:11.824] [鼻息]
[04:34:14.799] 700円ならあり
[04:34:16.240] ね。うん。え、だってこのか、このコップより
[04:34:20.359] めるんかそもそも。
[04:34:21.639] このコップよりこっちのが高いんだぜ。
[04:34:24.160] 100円ねえ。[笑い]
[04:34:26.680] このコップよりこっちの方が
[04:34:28.719] 100円高いんだよ。
[04:34:31.639] 絶対コップ。ほんま黒いて。絶対笑。
[04:34:36.039] 絶対コップじゃん。エッチの方がええやん。
[04:34:44.840] F賞ヘアクリップ選べる。へえ。
[04:34:47.520] 飲めなくても中に雨とか入れるもん。
[04:34:49.840] そう、いいよね。そういう使い方がいいよね。
[04:34:51.840] 森永入様。
[04:34:53.760] 森永入業いいね。やるね。
[04:34:55.920] やるね。
[04:34:58.119] 今こんな感じだって。ドラえもんもあるよ
[04:35:01.680] 。ドラえもン1番くじ。
[04:35:07.160] うわあ、いいな。
[04:35:11.680] へえ。タオルコレションメモコレクション
[04:35:14.160] ステッカーセットラストワンずっと
[04:35:18.039] 一緒にいては泣くんだな、こんなん。
[04:35:23.320] ラストワすご。
[04:35:24.520] ラストワンめっちゃ金かかってたね、今ね。ラインナップ。あ、ちょ待って。めっちゃあるわ。めっちゃある。おい、広まんじゃねえかよ。馬娘。おい、可いい。おい、おい、おい、おい、おい、おい、おい。俺かわいそうに先生めっちゃ好きなんだが。ポちゃムじゃん。うんポム。
[04:35:44.480] うぽじゃねえかよ。しょ、ロッカー。
[04:35:48.240] ええ、ロッカーもらえんの?
[04:35:49.959] ポチャム
[04:35:51.561] うんぽのロッカーもらえるらしい。ロッカー風小物いね。へえ。
[04:35:56.320] うんぽだのおち詐欺だのこれやるわ。
[04:35:59.639] これいいね。ちゃんと持ったマストアイテム。毎日大活躍グラス。へえ。
[04:36:08.959] 狙います。
[04:36:10.320] いいね。ポチャムラストワン思い出アルバムクッション。
[04:36:13.520] 人の横展開受ける。
[04:36:15.439] これさ、プリント変えただけだよな。
[04:36:17.760] だったらだったらこっちにも展開してくれよ。なんでこれだけ特殊がどこにもないやん。他に
[04:36:25.199] この商品が横展開しろや。これもなんでこれだけやねん。ええ、でもいいね。金かかってんな。ゴールデンカムが金カムもあんだ。チェンソマン。ちょっと見ていい。チェンソンソマン見。
[04:36:44.320] プラスチックのやつプロテイン混ぜるやつで仕めたことない。
[04:36:47.717] [笑い]
[04:36:47.799] そう。プロテイン混ぜるやつだったらまだ使えるんだけど蓋がないねん。
[04:36:50.879] チェンソマンマジか
[04:36:52.359] チェンソマンあるよ。
[04:36:54.680] 1番ちょこっと
[04:36:56.639] 650
[04:36:57.240] 円。ちょっと安いねんなのあれフィギュアとかはないんだ。安いから。ポスター略
[04:37:03.680] ポスターアクリルボードポチ。アクリルチャームコレクション可愛い。
[04:37:09.279] チップスターの蓋とかで会うやつないの?
[04:37:12.320] 絶対染みてくるやろ。
[04:37:14.400] 絶対閉めてくるでしょ。いいね。チェンゾーマンね。でもフィギュア欲しかったな。フィギュアとかがあったら良かったね。
[04:37:21.480] 欲しかったな。ダブルアラクレマッスルセットみたいな
[04:37:24.400] ね。それいいよね。めっちゃね。
[04:37:26.279] URL省略
[04:37:27.639] めっちゃ何。はあ。これからやってんの?あ、もうこれもう
[04:37:30.947] [息をのむ音]
[04:37:32.256] [うめき声][叫び声]
[04:37:35.439] 2年前じゃねえか。もう2年前だ。
[04:37:37.400] このはプラコッ
[04:37:38.760] A賞えぐない?
[04:37:40.959] A賞えぐくね?
[04:37:43.439] これもらえたの?A賞
[04:37:44.719] すご
[04:37:45.959] 金かかりすぎやろ。
[04:37:47.039] うお、綺麗すぎる。
[04:37:48.920] ビジュアルマスタオルシークッション。は。え、
[04:37:56.279] D賞プレート。これすごない?
[04:37:59.680] D賞でガラスプレートだって。
[04:38:03.359] え、Dえ、ドラクエのD
[04:38:04.520] 賞は何だっけ?え、ドラクエのD
[04:38:06.160] 賞何だったっけ?え、
[04:38:08.561] D
[04:38:08.719] 賞どれ?え、アクリルジオラマなんだけど。え、
[04:38:11.557] [笑い]
[04:38:12.600] D賞けどこれ?
[04:38:14.320] D賞。え、どうこれ?みんな
[04:38:16.359] D賞
[04:38:16.760] の充実具合が桁違い。
[04:38:18.639] D賞
[04:38:21.039] ショップ。
[04:38:22.691] [笑い]
[04:38:24.639] え、ガラスプレートもらえるん?うわ、これめっちゃいい。
[04:38:32.879] 衣装のこのこのも高い。昔キングダムハーツロックグラスもやってたよ。めっちゃ可愛いやつ。
[04:38:39.760] ええ、タンブラ。お、おい、待って。おい、おい。こ、え、このタンブラプラチックなんだろうな。
[04:38:46.480] おい。
[04:38:47.080] お
[04:38:47.600] おい、このタンブラープラチックなんだろうな。
[04:38:51.320] 笑笑。
[04:38:51.879] おい、これ、これまさかプラッチなんだよな。
[04:38:54.320] プラでも凝ってる。でもこっちの絵がいい。
[04:38:58.062] [笑い]
[04:38:59.039] なんでだよ。
[04:39:00.400] ドラクエセもいいだろうがよ。柄に絵柄には罪ねえだろうがよ。え、これ何?プラチック?え、わかんない。え、鉄なの?なんの?
[04:39:10.719] え、
[04:39:11.279] 書き込みしょうな。
[04:39:13.119] 書き込み少な。ほとんど見えないし。
[04:39:15.092] [笑い]
[04:39:17.680] 友達の家行った時のコップ。
[04:39:19.678] [笑い]
[04:39:22.297] [息をのむ音]
[04:39:22.680] へえ。うわ、ラストワン。ロクサスだ。えぐ。
[04:39:30.480] 790円。マジかよ。
[04:39:32.799] デラコマ君に000書いてもらえ。
[04:39:35.398] [笑い]
[04:39:37.320] マジかよ。スパイア&amp;ファミリー。ああ、わかんない。わかんないけど可愛い。あ、え、あ、あ、あ、あ、あ、あ、あ、あ、あ、あ。同じ匂いするぞ。
[04:39:43.912] [笑い]
[04:39:51.000] 出たわね。出たわね。
[04:39:53.718] あ、横展開。[笑い]
[04:39:56.360] 横展開。横展開されてる。
[04:39:59.200] これは渋い。
[04:40:00.480] これは渋いね。これは渋いね。実はアクリルサンド。え、でもなんか、え、おい、種、種キーホルダーは横展開されてないの?種キーホルダーは。種キーは
[04:40:15.480] より渋いかどうか。
[04:40:16.958] いや、種キーがないだけマしだろ。種キーがないじゃん。
[04:40:22.520] だって、[鼻息]
[04:40:26.480] まあ、タンブラまあね、結構もう容量は
[04:40:29.638] 入りますからそこまで悪くはないのかも
[04:40:33.080] しれないな。
[04:40:37.520] へえ、
[04:40:39.638] 1番くじなんか引きた、引きたくなるね。
[04:40:42.000] こんなにあるんだぜ。
[04:40:49.520] あとなんかあるか面白
[04:40:51.200] ゴールデンカム芋もしたい。
[04:40:53.798] 金カムね。あれ?あ、まだ何にもあれがないわ。あれがない。情報がない。
[04:41:00.840] 金カマジ
[04:41:02.280] 金貨もあったよ。金貨もあって。
[04:41:03.600] ガレのタンブラーもシリコンぽかった。え、投げ金も知らんのやっけ?
[04:41:09.000] いや、知ってるよ。あ、途中までは見てる。途中までは見た。全部はね、見てないんだよね。杉本ね、こいつ。
[04:41:21.080] あれ、こいつ敵だよな。仲間になったんだっけ?
[04:41:22.878] すごすぎる。小型牛山の待って。いや、うん。普通に流してみてたけど。
[04:41:27.878] C賞までフィギュアだからね。
[04:41:31.240] C
[04:41:31.400] 賞までフィギュアだからね。全部当たりやん、こんなん。
[04:41:35.560] D賞イラストボード。
[04:41:37.760] E
[04:41:37.958] 賞ギュアはめっちゃいいじゃん。なんだっけの子。この子な何て言うんだっけ?アシリパ。
[04:41:43.760] このちっちゃいってどうやって打ち込んでるんだ?これ文字あるのか?
[04:41:47.638] F
[04:41:47.878] 賞グラスなんでグラスなんだよ。いいな。
[04:41:52.480] Fでグラスもらえる。
[04:41:53.878] Fでグラスやで。F
[04:41:55.520] でプラスチックだよ。こっちは
[04:41:57.280] 強
[04:41:58.680] 強すぎる。これ全然いいじゃん。全然
[04:42:04.878] チタってええ。[鼻息]
[04:42:06.600] チタプチ乳チタプ。
[04:42:07.638] でメタルチャーム。
[04:42:08.798] チタプチ乳チタプやんけ。
[04:42:13.160] あれか、ストリートファイターか。ストファイ今やってるやつ。豪期となんだっけ?この子。この子な何て言うだっけ?名前出ちゃった。豪期とあ、ジュリね。
[04:42:22.120] ジュリちゃん。
[04:42:23.040] あ、2P
[04:42:23.920] バラーカード。あ、ま、もうさ、金かかりすぎ。ブランカ。え、ブランカってこんなんだったっけ?うわあ、対戦のところの俺全然興味ないけどちょっといいなって思っちゃった。全然知らないけど。金かかってますなあ。金かかってますね。
[04:42:44.480] おい、おい、おい。
[04:42:46.878] F
[04:42:47.320] あれ、たキーは横展開されてねえのかよ。たきはよ。やべ、結構時間使っちゃってる。ごめんね。ちょっとでもちょっとちょっとでもちょっと面白いな。
[04:42:51.900] [鼻息]
[04:42:58.450] [笑い]
[04:42:58.760] シュ画面吹きすご。
[04:43:00.040] ああ、何これ?ええ、進撃の巨人がありますやん。
[04:43:05.280] A賞鎧の巨人。はあ、
[04:43:07.400] 気になるやついっぱいや。お、
[04:43:09.958] いいね。
[04:43:13.840] うわ、アギトの魚人だ。はあ。
[04:43:17.040] Cし。
[04:43:18.440] これもやりたい。
[04:43:19.560] これやりたいね。これつ
[04:43:21.080] 式クラスの1
[04:43:22.080] 番までやめられん。たキーレベルが出てこねえとよ。うわ、これいい。
[04:43:29.560] 当たりやんけ。
[04:43:31.520] めっちゃいい。獣の巨人だ。いいね。卵ごっちもあるよ、みんな。
[04:43:40.400] 卵ごっちもあるけど。
[04:43:45.400] え、卵っちって卵っちもらえんの?Aで?
[04:43:48.230] [笑い]
[04:43:49.878] ええ
[04:43:52.760] ?タバコっちって本当にタバコっち
[04:43:54.760] もらえるんだ。えぐ。[笑い]
[04:43:56.638] え、本物じゃん。本物だって。これ北米版
[04:43:59.440] の北米版の本体がもらえるらしい。何それ
[04:44:02.958] ?エッグ?エッグだけにエッグ。
[04:44:07.560] え、普通に卵っちもらえてるんだけど。
[04:44:09.920] こっちなんそれ?
[04:44:15.560] あ、やべ。あ、これなんかあれ。エロい。エロ。え、エロちょっと待って。エロそうね。ちょっとエロそうだから見ていい。
[04:44:20.560] 2家2家のさ、1
[04:44:21.680] 番くじ見ていい。エロそうだから。
[04:44:24.958] もうエロいやん。はやろうかな、これ。ゲームやってないけど。
[04:44:28.280] エくじ来た。
[04:44:29.280] エちくじエロすぎやて。おい、エロすぎやて。こんなもん。あかん。あかん。いや、エロ。待て。
[04:44:34.082] [叫び声]
[04:44:39.440] おい、エロすぎんか?これbanされて
[04:44:42.240] 大丈夫か?え、しかも、え、待って。A賞
[04:44:44.240] とB賞しかないのは当たり確定
[04:44:49.798] すぎんか。おい、ドラゴンボールもある
[04:44:52.320] けど。ドラゴンボールもあるけど。
[04:44:56.240] はあ。うわ、ブルマめっちゃいい。この
[04:45:01.200] 初期ブルマめっちゃ
[04:45:03.878] いいね。[笑い]
[04:45:05.560] かっぱい
[04:45:06.560] 初期ブルマめっちゃいいな。初ブルが1
[04:45:10.040] 番ええん。
[04:45:10.680] そう、初期ブルマが1
[04:45:11.840] 番ええんじゃ。めっちゃセクハされてる時のな。
[04:45:15.320] 月1でくじ引かないとやな。
[04:45:17.638] すげえ。おい、しかも待て待て。
[04:45:19.798] Fしかないのかい?フィギュアしかないのかい?
[04:45:23.840] 790円で
[04:45:26.280] 画面クリーナーさてるんだけど。まフィギュアなんだ。全部当たりや。
[04:45:32.920] F賞までフィギュアなんですけど。は
[04:45:35.958] おい。
[04:45:36.200] すっごき。
[04:45:37.680] F賞。おい、こっちのFフ
[04:45:38.958] 賞見ろよ。種聞いたぞ。
[04:45:41.546] [笑い]
[04:45:43.680] 一方その頃
[04:45:44.718] 一方その頃た気だよ。
[04:45:46.600] F
[04:45:46.798] 賞はえー、これだったら引くよなあ。これだったいね。いいね。いいね。
[04:45:52.682] [笑い]
[04:45:56.360] 銀玉のクリーナー
[04:45:57.958] URL省略。
[04:45:59.040] そう、クリーナーあった。クリーナーついに来た。銀玉
[04:46:03.400] 1番くじでも
[04:46:05.120] 2012年だぞ。え、いくら?2012年
[04:46:07.878] って?
[04:46:09.560] あ、値段が書いてない。
[04:46:16.680] でもさ、2012年だからね、これ。
[04:46:20.600] どれクリーナー?クリーナー
[04:46:22.000] マスコットラップ?ああ。え、これだった
[04:46:25.080] んだろう?2012年。
[04:46:26.680] 当時まだガラ系[鼻息]
[04:46:28.000] しな。
[04:46:28.480] そう2012年のね、
[04:46:31.878] 値段が書いてねえな。でも多分500円と
[04:46:34.400] かでしょ。まあ、500
[04:46:36.878] 円だったらしゃあなよ。
[04:46:38.600] 800円だ。しかも令和に
[04:46:45.120] そこそこ昔の種よりましそうなの?
[04:46:48.240] ううー。あ、だめだ。何も出てない。えー、こんなん引きたなるやん。こんなん引きたくなってまうって。お店で見たら
[04:46:58.838] [鼻息]
[04:46:59.400] 薬屋あるやん。
[04:47:01.458] [笑い]
[04:47:01.958] 薬屋。薬屋の人。自任まおまお。
[04:47:06.040] 自人まおまおですか?可愛いな。まおまおでも可愛いよね。うわ、可愛い。
[04:47:10.638] 年に負ける2026年
[04:47:12.440] 可愛い。まおまお花になってほらならならな。
[04:47:24.280] すごい出来いいな。
[04:47:25.280] おいおいおい。くう。好きやこいつら。え、
[04:47:30.400] A賞ルトフィギュア。え、B賞ギュア。
[04:47:33.480] え、C賞は畑かしギュア。え、
[04:47:35.600] D賞ガーラフィギュア、E
[04:47:37.360] 賞りフィギュア、ラストワンデータダラフィギュアはなんなん
[04:47:42.068] [笑い]
[04:47:42.480] なんなん
[04:47:42.840] 犯罪だろ、
[04:47:43.920] これも、これもう犯罪やろ。
[04:47:46.958] 790円たきより
[04:47:49.718] 10
[04:47:50.040] 円安い。これもう、え、これもう、これもうあかんで
[04:47:58.240] やっていいことと悪いがあるよね。
[04:47:59.754] [笑い]
[04:48:00.480] 本当だよね。本当だよね。
[04:48:03.280] さすがにひどすぎるん
[04:48:04.760] かな。
[04:48:06.304] [息をのむ音]
[04:48:06.440] ひどすぎる。
[04:48:07.240] 泥棒すぎる。
[04:48:08.638] 種泥棒。別の意味でな。もう種が泥棒してるよ。金をちょっと待ってくれ。これ、これ引きて。これいいな。
[04:48:08.924] [笑い]
[04:48:18.748] [息をのむ音]
[04:48:22.680] [笑い]
[04:48:23.798] 777円
[04:48:24.920] やろ、さすがに。
[04:48:26.840] いや、でも大
[04:48:27.718] くそいいね。いや、
[04:48:29.878] これA
[04:48:30.320] 賞のこれ以外全部種キーだって欲しい。そんくらいのそんくらいのさ、やぱギャンブルだから。あ、まだわかる。続報お楽しみです。
[04:48:42.558] じゃんけ。あれ?
[04:48:44.950] [笑い]
[04:48:45.280] じゃんけクリーナーゴミすぎる。じゃんけ。グーチーキパーノ
[04:48:51.480] に冷えたビールのクリーダ。
[04:48:52.798] グチキパーノ。しかも選べないんでしょ。
[04:48:56.480] 頼む。
[04:48:57.520] 全三種船フィギュア
[04:49:00.014] [笑い]
[04:49:02.400] でしょ
[04:49:03.480] いいカード頼む。
[04:49:05.254] [笑い]
[04:49:06.360] ああ、ここまでか。あ、まだある。まだあるやん。えー、もうボリューム
[04:49:11.920] 2
[04:49:12.160] があるぜ。もうどんだけ今年ポケモンやってくねん。えぐいて。ごほもありますと。ごほのフィギュアんの?
[04:49:24.080] A将ごフィギュア。
[04:49:26.840] 5
[04:49:27.040] 個のフィギュアもあります。嘘。うんさんが出ちゃった。俺ん中のう
[04:49:29.490] [鼻息]
[04:49:38.160] エバー。
[04:49:39.120] エバーじゃん。エバー。しかもこの人間じゃなくてこのロボットの方が
[04:49:44.480] ポジトロンライフル。
[04:49:45.638] ポジトロンライフル。島作戦な。え、でドんドン。これならこれいいな。これおもろい。
[04:49:51.760] [鼻息]
[04:49:53.724] [笑い]
[04:49:55.558] これ飾ってやったらおもろいね。怪ジこれだけ焼けに
[04:49:58.964] [笑い]
[04:50:04.680] 価格が良すぎる。これはインかな?
[04:50:06.824] [笑い]
[04:50:07.200] 価格が価格がいいよね。ペリカでは購入できません。いいな。ケロロもある。ケロ映画やるんだよな。確かケロって映画やるんだよ。
[04:50:14.686] [笑い]
[04:50:21.440] ずちゃずちゃちゃ。
[04:50:23.440] どんどんいい。めっちゃ可愛い。これ揃えて。俺結構ケロも好きなんだよね。単鉱本
[04:50:32.798] 1
[04:50:33.000] 巻はあのなみの乳首が出てるからな。ナみの乳首出てるからな。単鉱本一巻は最初エッチな漫画やってんでケロロって
[04:50:43.400] もアちゃんすこ
[04:50:44.680] もアちゃん好き。
[04:50:45.638] 自たまま。
[04:50:46.878] 地味たまましんど。自任たままでもいいそう。そういうやつ乳首んだよ最初
[04:50:47.436] [笑い]
[04:50:59.320] なんとかです。
[04:51:02.600] ええ、これはもう犯罪だよ。やっていいこととやって悪いことがあるって。他の
[04:51:12.080] 1番くじめっちゃええやん。
[04:51:16.080] 種きてれば見るほどこれグい。
[04:51:18.220] [笑い]
[04:51:19.532] [鼻息]
[04:51:21.480] これグいよな。これグいよね。マジでひどいわ。りじゃちょっとさ、ちょっとあのちょっとタバコ吸てくるね。タバコ吸ったらゲーム戻ろう。たきは種たき探してくるわ。
[04:51:27.390] [鼻息]
[04:51:34.596] [笑い]
[04:51:40.040] 笑笑5
[04:51:40.958] 分休憩で
[04:51:41.840] 笑笑。
[04:51:57.080] 吸わなきゃやってられんわな。
[04:52:17.200] 1箱我慢すれば引けるよ。
[04:53:07.608] [音楽]
[04:55:08.400] きやったわ。
[04:55:10.840] あったよ。
[04:55:11.958] あの、どこにあったかなと思ったら、どこにあったかなと思ったら、もうショックすぎて、あの、その日来てった上着のポケットにまだ入ってた。出してもなかった。家帰ってきて家帰ってきて出してもなかった。
[04:55:21.882] [笑い]
