[00:02:02.680] 4日目だし、そろそろすごい飲みたいね。
[05:45:55.240] そのうちタも見せながら
[05:45:59.000] 栄養かつい
[05:46:00.638] 笑い活すぎるよな
[05:46:02.558] 。
[05:46:02.760] 営業成績。ま、逆にいいかもしんないけど逆に気に入られるパターン。えー、ごめ、一旦変えか、これ。一旦変ってさ、アイテム整理してきていい?ちょ、物持ちすぎだわ。物持ちすぎな気がする。
[05:46:19.280] 顔覚えてもらえるよ。
[05:46:20.558] まあな、まあな。大めくじま、仲間にな、え、これ以上仲間増やせないって。なんだよそれ。
[05:46:30.594] [笑い]
[05:46:32.120] そんなのあんの?そんなのあるんか?じゃあもう
[05:46:36.520] 1回帰って色々配合しよう。もだめだ。
[05:46:38.878] 1
[05:46:39.000] 回帰ります。仲間つこれ以上増やせねってよ。
[05:46:42.878] 帰れ。1
[05:46:43.558] 回帰る。帰る。
[05:46:48.680] 配合タイム。
[05:46:49.718] 配合タイムやな。もうちょっと結果に関わらず、もうとりあえず全部バツバツにやってくるわ。大尾、大尾大会やってきます。
[05:47:02.036] [音楽]
[05:47:02.840] やる気がないなら帰れて言われて本当に帰ったことある。何となんで何になるか学ぼう。
[05:47:10.360] いや、ま、学んでもしょうがねえんだよな。覚えてらんないもんな。部活動でよく言われたことあるわ。俺もやる気ないなら帰るで言って帰ると本当に怒られるやつね。
[05:47:25.200] あ、ちょっとアイテムちょっと整理させて。
[05:47:32.798] 強いのできた興奮でレシピ忘はす。帰ったやつ追いかけたことある。
[05:47:40.040] 毎回忘れるんだよ。
[05:47:41.840] 何もしないなら帰れ。
[05:47:44.040] 山口メンバーもいますと。魔風の杖とか使わねえから全部売っちゃう。
[05:47:53.080] そいつと今まブだから人生。
[05:47:54.920] ああ、いいね。いいね。いい話じゃん。
[05:47:58.718] 俺が帰った時必死に止めてきたのだった。
[05:48:01.640] [笑い]
[05:48:02.080] 必死止めたっていたんだ。この辺ちょっとアイテム
[05:48:11.240] え、名前は八丁。えっとこんなもんかな。
[05:48:22.440] 匂わせやめてください。
[05:48:28.878] 一旦アイテム全部預けるか。一旦アイテム全部預けて。なんでここはこうやってまとめて預けるとかできるのにさ、売る時はできねえんだよ。売る時もやらやって欲しいんだけど。
[05:48:46.360] これ売る時もまとめて売るできないのなんで
[05:48:53.040] 愛を込めて売って欲しいんだよ。
[05:48:55.040] え、愛を込めてたらだってあれじゃねえかよ。売らないだろ。愛がないから売るんだ。いや、これ種さ食わせてもいいな。正
[05:49:08.000] 間違えて全部売った訴訟ってなるからじゃない?
[05:49:10.440] あ、そういうこと。いや、だ、自分で選択式なんだから。
[05:49:16.718] ま、骨付きは持ってく。
[05:49:24.120] それでも間違えるアホイル。
[05:49:27.080] それはそいつが悪いよ。ま、鬼滅も
[05:49:33.040] 2個ぐらい持っとくか。こんなもんかな。
[05:49:44.600] いや、でも戻ってきたな、ここまで。ここまでよう戻ってきたわ。リりリりリり。じゃ、色々配合してみますかね。
[05:49:47.096] [笑い]
[05:49:58.520] 長かった。
[05:49:59.040] いや、早いよ。だって5
[05:50:00.320] 時間で戻ってきたんだよ、ここまで。前回さ、
[05:50:03.920] 15
[05:50:04.240] 時間ぐらいかかってたからね、ここまで。ま、色々適当に作ってみよう。
[05:50:11.360] あ、エビルスピリッツとかいいんじゃない?作ってみようよ。
[05:50:14.680] 10
[05:50:14.840] 時間何してたんや?
[05:50:16.240] 本当だよな。本当だよな。何してたんだろうな。
[05:50:19.192] [笑い]
[05:50:20.080] 5
[05:50:20.280] 時間で戻ってこれたんだけど。もうちょっと今いる仲間全部配合しちゃおう。出たエビルスピルッツ。キんキモなんですけどこいつ。
[05:50:35.566] [笑い]
[05:50:38.040] アメスピ。
[05:50:39.080] アメスピ。あ、名前アメスピする。
[05:50:40.558] きし。
[05:50:41.798] アメスピ。アメスピはよ。葉っぱが牛に詰まってっからなかなか吸い終わらねえでいいよ。葉っぱが牛だからさ、なかなか吸い終わらねえからいいよ。あれは人が
[05:50:57.080] 2本吸い釣ってる間にまだ1
[05:50:58.680] 本しか吸終わんねえんだから。俺昔雨つっ
[05:51:02.760] 時間巻き戻しだからむしろ
[05:51:04.440] 5時間は時間かかってるでしょ。
[05:51:06.958] いや、かかってない。だって15
[05:51:08.280] 時間かかったんだよ。半分
[05:51:09.360] で吸うのやめるの?笑。
[05:51:11.638] アメスピも半分で健康的っていうやつ嫌い。
[05:51:15.040] 懐かしい。[笑い]
[05:51:16.840] アメスピは健康的。アホすぎるだろ。た、タバコ吸ってる時点でみんなめクそ鼻くそだよ。無天下とか何言ってんだよ。一緒だよ。タバコ吸ってんだから。
[05:51:31.080] めクそ鼻くそな。昔俺も吸ってたんだよな。アメスピードメンソな。
[05:51:42.600] ま、なんか適当に色々作っとこうぜ。デスフラッター
[05:51:51.558] 踊る大スピ吸ってた。女タバコしか吸ったことない。
[05:51:56.958] 私
[05:51:57.240] 女バコって何?女タバコってなんだ?
[05:51:59.920] 女タバコって何?女バコってピアニッシとか?
[05:52:04.648] [笑い]
[05:52:05.240] ピアニッシもオプションって別に女バコじゃなくない?
[05:52:09.760] え?オプションって別にだとまだピー売ってた。
[05:52:13.280] ピカンって何?
[05:52:14.320] クソタバコかな?
[05:52:16.638] え?ピアニッシも
[05:52:19.680] ああ、はいはいって言われたことあるぞ。
[05:52:22.840] ピースの缶
[05:52:24.760] ピピースのピオ行きます。ユニコ
[05:52:29.718] ピースのカタイプ[音楽]
[05:52:31.240] カンピースね。あ両切りのやつね。量切りのやつ。あのフィルターないやつね。タールニコちン。ニコちン
[05:52:38.920] 20何だっけ?あのバカ濃いやつね。
[05:52:42.958] ピカ美いしいらしいね。
[05:52:44.718] え、ミ名前にしよう。
[05:52:48.840] えー、25mmきつすぎんだろ。
[05:52:53.400] たきは座んの?ない。はまる師匠。
[05:52:56.680] あ、そうなんだ。カンピース歌まる師匠なんだ。昔うちのだってうちのコンビニでもカピカンピース売ってたよ。昔。こいつの名前
[05:53:07.600] Pにしようか。じゃあP。これ
[05:53:11.320] Pでピーカ。
[05:53:15.558] Pナッツ。
[05:53:17.478] ピカ
[05:53:18.958] 量切りでも良かった。
[05:53:20.200] いや、
[05:53:20.360] Pだな、今たけど、この角の顔に似てますね。俺、俺ガードマンに似てる。やなんだけど。グリズリーもできるけどね。
[05:53:47.798] 窓ハンドトーテムキラーお化けキャンドでなんかもっとなんかもっとなんかもっとなんかもっとないのったんかも
[05:53:54.600] ごめんなさいと岡崎たい
[05:53:57.080] いや大ごめんごめんごめん大丈夫大丈夫大丈夫エマさん大丈夫全然平気冗談別にそんな大丈夫だよ岡崎育岡崎体育にも似てるからな闇落ちした
[05:54:11.520] 岡崎体育だから。
[05:54:18.878] いや、これもさ、ゴーレムでさ、
[05:54:26.200] いや、これ多分あれだよな。これ多分
[05:54:28.840] ロック調だよねと分岐して
[05:54:33.120] うん。
[05:54:33.840] あの、デトロイトビカムヒューマンみたいにさ、あの選択肢でさ、俺ルートとさ、俺ルートと岡崎体育ルートで分岐してるから。
[05:54:43.638] 笑笑。
[05:54:46.240] で、これ
[05:54:47.440] どっちも1%。
[05:54:49.708] [笑い]
[05:54:51.478] あの世界の選択ね、これもうどうしよっかな。
[05:55:04.040] うわ、王ができるじゃん。王が地獄の門番行きてえけどな。地獄の門番なかなか白金ねぎは有望だな。
[05:55:17.440] ハマ裕次郎できるの?
[05:55:20.280] 何?地獄の番?風船ドラゴン。
[05:55:26.840] ドラゴンキッズどうすっかな?オガって何そうなの?これグレートラゴンできちゃうルグレイトルんルんくンくグレドラゴンペ
[05:55:36.872] [叫び声]
[05:55:50.878] Gドラゴン来た
[05:55:52.400] じゃピーとピーとポイズンリザード混ぜること
[05:55:56.400] も確定しました。確定した。
[05:56:01.200] URL省略
[05:56:02.760] 何何何何何。あ、もう
[05:56:08.964] [笑い]
[05:56:11.600] 1つの可能性ね。もう
[05:56:17.958] 1つチマゲーム。もう1つの可能性だ。
[05:56:20.756] [笑い]
[05:56:21.760] あれだからチマゲームはもう進化先が
[05:56:24.200] 3
[05:56:24.400] つあって俺になるか岡本とたになるか岡崎大育になるか
[05:56:30.638] 笑笑
[05:56:31.920] 似すぎだろこれ
[05:56:32.878] EVかな[笑い]
[05:56:36.520] Evえvズだった俺たって
[05:56:39.320] Vえイズじゃんこんな
[05:56:41.600] ポケモンの信吾さんけ
[05:56:44.280] いや似てるんよな髪型も似てるしね
[05:56:49.320] 髪型も一緒なんよ
[05:56:52.280] ブラッキー枠やろな。ちゃ負けすぎでは
[05:56:54.162] [笑い]
[05:57:02.760] もう本人やん。笑。
[05:57:04.400] もう、もう俺やんだってこれ。あ、間違えた。触っちゃった。いや、ちょっと見すぎ。
[05:57:09.880] [笑い]
[05:57:15.440] 見すぎじゃない?これちょっと
[05:57:26.920] この人の画像スタンプにしてもこれ俺だし
[05:57:29.600] でなんとか[音楽]なりそう。チまゲーム
[05:57:34.320] あまりにもここにしといて[笑い]
[05:57:38.040] あまりにも似すぎだろ。
[05:57:46.200] あまりにも似ているね
[05:57:54.840] ね。
[05:57:59.280] さて、誰と誰をくっつけようかなと。
[05:58:05.680] さまよい鎧いでも作っとくかな。サヨでも
[05:58:08.360] 作っとこうぜ。
[05:58:19.240] いいじゃん。いいね。
[05:58:41.200] あと俺忘れてたんだけどスカイドラゴンもいたんだ。こいつも復活とこう。
[05:58:52.878] リーフの石でこっちの剣トに進化する。
[05:58:55.558] いや、さすがに無理やる。こっちのケトには似てねえだろ。こっちのケトにはさすがに似てないでしょ。
[05:58:57.958] [笑い]
[05:59:05.280] ドラドラ。
[05:59:10.160] まだまだ配合しますよ。もうスラボなんか
[05:59:12.558] に使いてえな。
[05:59:15.360] ピッキーじゃな。でもな、多分どこでどう
[05:59:18.080] やって混ぜても多分ね、もうスラボはね、
[05:59:23.798] どこでどう混ぜてもなんだよな。どこで
[05:59:27.840] どう混ぜても多分弱くなっちゃうんだよ。
[05:59:30.280] やっぱスライムだからそこがちょっとね、
[05:59:33.638] そこがちょっとねえなのよ。そこが
[05:59:35.638] ちょっとね、なのよね。
[05:59:41.400] あ、ま、ビンファイターとスラボーでも
[05:59:43.400] マットプラント作っとくかな。マット
[05:59:46.040] プラント作っとくか。
[06:00:02.600] いいおしゃれなベースラインだな。
[06:00:08.600] 動き[音楽]がキモい。
[06:00:16.600] オッケー。いや、このさ、パーティーメンバーもさ、そろそろさ、更新したいんだけどさ、パーティーメンバー更新したいんだけどさ、ま、さすがにちょっとこの辺行きてえよな。他
[06:00:32.000] 人の空にもここまで来ると恐ろしプレイ。
[06:00:34.898] [笑い]
[06:00:35.958] いや、マジで。
[06:00:36.400] え、だから、だからあの、あれだって俺と俺と俺とね、俺と岡本友智たとあの岡崎大が一に返したら全員死ぬと思うよ。ぷよぷよみていに、ぷよぷよみていに同じ色がくっついて死ぬと思う。みんな
[06:00:53.894] [笑い]
[06:00:54.600] 笑笑
[06:00:56.878] ドッペルゲガーでさ、ぷよぷよと一緒だからピチってくっついて死ぬ。消えちゃう。連鎖しちゃう。連鎖するだろうな。
[06:01:07.000] すぎて
[06:01:14.120] 2人いても感の人間同じ顔になる。
[06:01:17.200] 3人の神経衰弱激ム[笑い]
[06:01:20.638] 2
[06:01:20.798] 過ぎて死ぬからあんまり近づけねえでくれ俺に。
[06:01:31.080] 結構作ったけどどうだい?結構作ったけど
[06:01:34.280] どうだい?
[06:01:40.000] あ、え、スカルゴンめっちゃいいじゃん。
[06:01:44.440] スカルゴン行っとこう。
[06:01:48.400] スカルゴンいいじゃない?
[06:01:52.400] 結構だからこれボーンプリズナーとかこう
[06:01:54.638] いうのはいいの作れるんだよな。
[06:01:56.558] ちょっとレアだから。えわ、かっこいい。かっこいい。男の子ワクワクシステム。
[06:02:11.120] URL省略
[06:02:13.240] 何よ。
[06:02:18.958] え、何これ?
[06:02:21.478] え、これ何これ?何これ?何これ?
[06:02:24.286] [笑い]
[06:02:28.280] え、何これ?
[06:02:30.798] めっちゃ似てるんですけど。え、
[06:02:33.760] めっちゃ似てるんですけど。
[06:02:36.360] え、あれ、これ何これ?何これ?これ何なの?これ。
[06:02:41.718] 笑笑。
[06:02:42.520] これ何これ?
[06:02:43.400] 国報。
[06:02:44.440] 国報。俺じゃねえかよ。ゆっくり俺が回ってんじゃん。こうやって。
[06:02:45.246] [笑い]
[06:02:54.600] 笑。笑笑。
[06:02:56.200] 何これ?
[06:02:57.798] 笑笑。
[06:02:59.638] な、なんなのこれ?こんが同時出たなあ。
[06:03:03.586] [笑い]
[06:03:06.920] こんが同時だな。こんがどええ。
[06:03:10.792] [笑い]
[06:03:18.638] 岩タイプか。国報だったのね。
[06:03:24.440] まあ報だな。いや、でもま、全盛紀チマゲームね、これ。全盛紀チマゲーム。
[06:03:26.510] [笑い]
[06:03:33.240] 今より15km
[06:03:34.080] ぐらい太った時の全盛紀茶バゲーム。あー、
[06:03:40.266] [笑い]
[06:03:47.638] 良い魂持った方の茶まげ。いや、このルート行くの相当いぜ。
[06:03:50.092] [笑い]
[06:03:54.478] 目が進化。
[06:03:56.640] [笑い]
[06:03:57.400] メガ進化だな。チゲーナイト。チゲーナイトを持ってる。
[06:04:02.638] あれだな。時のなるほどね。いるんだな。いるんだな。俺はいなとこに。
[06:04:12.600] はもっと似てる人いる。
[06:04:14.326] [音楽]
[06:04:14.520] もっと似てる人いる。トゥルんル。間違えた。よし。もうちょっとやらせてください。
[06:04:32.680] もうちょっとミストングでも作っとこう。もう今いるありもは全部結婚させちゃおう。配合なんて繰り返せば繰り返すこと強くなるんだから。
[06:04:51.558] ご飯食べてきました。調子はどうですか?
[06:04:54.360] 調子はグーよ。調子はグー。も、もう戻し作業終わった。
[06:04:57.760] 戻し作業っていうか、そのストーリーの進捗状態はあの一緒、あの、もう怒りの扉の目の前まで来た。ただ
[06:05:07.200] あのね、モンスターはね、前回なんであんなに強いのがいっぱいできたのかわかんないんだよね。モンスターでも今すごく調子いいのよ。モンスターは見劣りしちゃうかもしれないけど技がすごい。こいつらベギラマひだる子ベギラマヒダルコ火炎の息ベホイミっちゃいのよ。
[06:05:24.200] めっちゃいいのよ。正味すごく調子がいい。で、今新しいダンジョン行ったらなんこれ以上仲間が仲間が増やせませんからましたもんね。
[06:05:36.400] そうなんだよ。どうやって作ったか全然覚えてないんだよね。どうやって作ったか全然覚えてないんだよね。
[06:05:41.798] 物理一ぺ塔じゃない。
[06:05:43.200] そう。物理一ぺ塔じゃない。それマジでかい。
[06:05:45.520] やられて欲しくない。
[06:05:47.000] いや、本当にそうで。
[06:05:48.840] 今なんかモンスターがこれ以上なんかあの増やせませんよってなったからもう溜まったモンスター全部
[06:05:55.000] 1
[06:05:55.160] 回全部配合しちゃおうと思って新たな素材に
[06:06:02.080] なるほどのチまゲームダブルありが
[06:06:07.520] プレクエストモンスターズ
[06:06:10.040] 1もう読むの疲れた
[06:06:12.400] ドラゴンクエストモンスターズ1
[06:06:13.600] ってついてるけど全く関係ねえけどなく関係ねえけどなそのシー
[06:06:24.680] ま、こんなもんですか。こんなもんかな。
[06:06:30.638] もうあとはリップス人面調。
[06:06:36.600] ま、こんなもんか。花魔でテールイーター
[06:06:40.400] になるよ。テールイーター作っとく。
[06:06:43.360] テールイーター人面調。うーん。
[06:06:47.558] うん。えっと、ゴレムス、ゴレムスが余ってんだよな。
[06:06:54.000] 北ブライク戦
[06:06:55.958] 結構余っちゃってんすよ。スカルガルキラ結構ありが多いんだよね。愚スライム。ま、スライム系はどうしてもな。大鳥もな余ってんだけどなんか。
[06:07:14.840] あ、あー、岩飛び悪魔ぐらいだったら作っ
[06:07:18.878] といてもいいのかな[音楽]?岩とび悪魔
[06:07:20.798] 作っとく。
[06:07:23.000] 岩とび悪魔作っとこっか。なんかなりそう
[06:07:25.588] [音楽]じゃない?なんかこいつ化けそう
[06:07:27.240] じゃない?
[06:07:37.240] うん。うん。良きね。あんまり野生で出て
[06:07:40.320] こないモンスター作りたいじゃん。
[06:07:46.360] か可愛い。岩飛び悪魔
[06:07:55.760] セブン。
[06:08:06.600] あとはま、パタとか軍隊やりとか余ってる
[06:08:10.160] んだよな。
[06:08:13.798] 穴魔も余ってるね。
[06:08:16.878] あとはレベルが足りてないやつか。
[06:08:20.200] まあでもこんなもんなんじゃねえかな。
[06:08:21.920] 結構作ったよ。結構いろんなモンスター
[06:08:23.760] 作った。えっと
[06:08:28.760] スカイドドラゴン生まれた。えー、
[06:08:31.280] ヘルコンドル生まれた。エビルスピリッツ
[06:08:34.440] ユニコーン彷徨い鎧いマットプラント
[06:08:36.600] スカルゴン。結構結構暑くない?ミノーン
[06:08:40.478] 岩悪魔結構暑いよ、今。
[06:08:44.558] やっぱ光えがね、控えが熱いのが1番いい
[06:08:48.400] からな。
[06:08:52.638] オッケー。行こっか。これだったら仲間
[06:08:54.478] できるっしょ。
[06:08:58.680] 行きますか?いや、ちょっとさ、どうすっ
[06:09:01.360] かな?このパーティーメンバーもそろそろ
[06:09:03.120] さ、結構レベルが円熟してきてるからさ、
[06:09:06.760] 次の世代に行きたいんだけどさ、ちょっと
[06:09:09.320] 迷ってんのよね。次の世代にしたいんだ
[06:09:12.440] けど。
[06:09:15.478] このまんま。いや、ガップリンはね、正味
[06:09:20.000] ね、もうね、アンドレアルにしてもいいん
[06:09:21.760] だよな。ガップリンはアンドレアルにして
[06:09:24.958] もいいなって正直思ってんだよね。
[06:09:29.384] [音楽]
[06:09:41.440] これでちょっと行ってみるか。
[06:09:48.958] で、こう考えると前回めちゃくちゃ
[06:09:51.718] アイテムのツモとか良かったよな。だって
[06:09:54.600] この時点でさ、お金多分2万ぐらい溜まっ
[06:09:56.878] てたし。
[06:09:59.000] あとなんかあの
[06:10:01.120] 小さなメダルもうね、パオームもらえてた
[06:10:03.240] もんね。今まだ全然もらえてないからね。
[06:10:10.798] あ、わかう。お見合いやっちゃうか?どう
[06:10:14.160] する?お見合いやっちゃう?お見合いも
[06:10:17.120] 余ってんだよね。まだね。お見合いうどう
[06:10:20.474] [うめき声]
[06:10:22.240] すっかな。あの氷魔人余ってんだよね。
[06:10:24.760] 氷河魔人とさ、あのキャットフライの
[06:10:27.600] 消えるんだっけ?
[06:10:29.280] お見合い?お見合いはね確かね怒りの扉を
[06:10:31.958] クリアすると消えちゃう。まだ別にクリア
[06:10:34.878] しなければいいんだけど。ま、ちょっと
[06:10:36.878] ここで仲間モンスター仲間にして。
[06:10:40.718] なんかね、このゲーム怒りの扉をクリア
[06:10:43.240] するのがなんか一区切りなんだよね。中間
[06:10:45.280] 地点というか。怒りの扉をクリアすると
[06:10:48.360] なんかあのなんつうのあ、こいつら仲間に
[06:10:51.120] してもいいな。怒りの扉クリアすると
[06:10:54.478] なんか一区切りみたいな感じであの
[06:10:59.360] 体児の木が成長してなんか体児の木が成長
[06:11:03.040] して行けるとこ増えたりもなんか店の
[06:11:06.638] 血揃いが増えたりとかするのよ。
[06:11:10.080] そこでなんか色々変わっちゃうんだよね。
[06:11:11.680] そこまでにあの回収しとかないといけない
[06:11:13.958] イベントとか結構あって
[06:11:21.440] いめっちゃ強えもんな、こう見ると。
[06:11:25.320] おい、いいね。
[06:11:32.638] だから、ま、ちょっとね、そこまでに
[06:11:35.798] 拾えるもんとか全部拾っときたい。
[06:11:41.080] 怒りの扉っていうのがあれね。あのなん
[06:11:43.360] だっけ?俺がこいだ全滅したやつ。
[06:11:45.626] [鼻息]
[06:11:46.798] 怒りの扉のボスがあれあの
[06:11:50.958] バトルレックスなんだよ。
[06:12:06.240] どうやって年をつ?
[06:12:08.550] [笑い]
[06:12:09.558] いや、でも前回もあのやっぱ回復魔法がなかったからなんだよ。あれ殴ってりゃ勝てるよ、絶対。回復がなかったのがやっぱダメなんだよ。今だったら今のメンバーで勝つのはどうかな。勝て勝てない。
[06:12:34.798] 今の方が勝ち目はあると思うんだよね。
[06:12:38.440] で、回復アイテムもちょうどなかった
[06:12:40.280] じゃん。アモールのミルとか全部使っ
[06:12:42.478] ちゃってたからさ。今ベホイミあるしね。
[06:12:47.120] あ、ちょっとエビルスカルドライダー
[06:12:49.400] 欲しいよ、俺。スカルライダー欲しいよ。
[06:12:58.760] いいね。そっち狙い。
[06:13:04.760] これスカルライダー来ねえかな?いい素材。
[06:13:07.000] いい素材だよね、こんなん。絶対いい素材だよ。スカルライダーは何?呪いの転場なんかこれ、このレね、こいつとさ、こいつとなんかで死神貴族だよね。確かね。
[06:13:27.080] 死神貴族こいつ使った思んだよな。スカル
[06:13:30.840] ライダーとゾンビ系だかなんだかで確か
[06:13:33.280] なんかあれになったような。お、来た。
[06:13:35.638] いいね。
[06:13:37.558] や、こんくらいポンポン仲間になってくん
[06:13:39.638] ね。カートンカートン
[06:13:41.562] [笑い]
[06:13:42.160] いいね。やニカスだろうな。カートン。
[06:13:49.878] 笑
[06:13:52.760] 俺カートン外したことないんだよね。
[06:13:55.878] カートンで買ったことないタバコをインドに行く時は買ってったけどインドはタバコがさ、カートンが
[06:14:00.558] [音楽]
[06:14:05.718] まったらカートン[笑い]
[06:14:09.200] あの大鉄ねがさ、あのヤニカいでさ、あの赤丸のさ、カートンに火つけてこうやってお
[06:14:19.958] でその後あの嫁に殴られてやって殴られ
[06:14:24.138] [笑い]
[06:14:25.558] 声殴られた時の声に
[06:14:28.600] 4
[06:14:28.798] 本ぐらい同時に吸えるやつっか
[06:14:32.680] なんかあの3D
[06:14:34.638] プリンターであるよね。なんかあのなんだっけ?なんとか生命生命消耗機みたいなあのあの
[06:14:43.400] 6気筒エンジンみたいなさ
[06:14:45.280] 6
[06:14:45.478] 本差してさきえるやつ作ってもらおうかな。
[06:14:54.924] [鼻息]
[06:14:57.080] カートンはね、買った。あの本当にインドに行く時に買ったぐらいついかっこよ。
[06:15:03.718] V6
[06:15:04.160] エンジンみたいなインドのインドはもうタバコマジで売ってないからね。もう読むの疲れた。
[06:15:13.440] メーカーワールド。
[06:15:18.504] [笑い]
[06:15:23.090] [笑い]これいいね。人生の
[06:15:25.080] ショートカット。
[06:15:28.040] いいね。人生のショートカット。しかもV
[06:15:31.160] 8じゃねえかよ。V8じゃねえかよ。
[06:15:34.878] アクセル踏みすぎだろ、これ。笑笑
[06:15:40.080] モコら作ってよ。笑。
[06:15:42.558] もうこらこれ作ってほしい。俺これこれ吸いたいタバコ。人生のショートカット
[06:15:53.218] [笑い]
[06:15:53.878] 32本同時もあるみたいよ。
[06:15:56.920] 終わってやがる。これ終わってやがる。
[06:16:00.240] 一気に3血。空飛べそう。
[06:16:04.000] これやばいね。
[06:16:14.718] これちょっと作ってほしいな。あ、いや、作んなくていいかね。
[06:16:19.360] 人生をフルスロットルで駆け抜けろって書いてる。
[06:16:22.696] [笑い]
[06:16:25.798] 鉄家族にはカートンスイッチ。
[06:16:28.080] やばすぎるだろ、マジで。ちょっと待って。ごめん、待って。ウィンドウが追えなくなった。どれだ?え、ウンドウキャップ。ちょっと待ってね。
[06:16:39.440] 笑笑。
[06:16:41.558] いや、すごすぎるな。化けもんだな。ま、タバコなんか吸わねえ方がいいんだよな。
[06:17:05.320] 海外タバコ吸うやつがまず海外行く時は
[06:17:07.638] 絶対あのねの中であの入国審査入国審査
[06:17:11.638] ってか出国の後のあの中はめっちゃタバコ
[06:17:14.440] 安いからめちゃくちゃタバコ安く買える
[06:17:17.120] からね。めちゃくちゃでもねえけど
[06:17:22.320] 4500円ぐらいでワンカートン買えるよ
[06:17:24.120] 。安いよな。4500円ぐらいで
[06:17:28.040] 5000円しなかったと思う。バンカー、
[06:17:30.600] そのもう多分税ぜ税ぜ税ぜなんつうのあの
[06:17:33.760] 外は多分税金かかんないんだろうな。
[06:17:36.360] わかんないけど仕組みはわかんないけど
[06:17:38.040] なん買えるんだよ。
[06:17:42.160] だからそこでめちゃめちゃカートン買って
[06:17:44.040] 帰る人もいるみたいだね。ただワン
[06:17:47.160] カートンしか持ち込めねえんだよな。ワン
[06:17:49.878] カートンしか飛行機の中にタバコ持ち込め
[06:17:51.840] ないから。
[06:18:02.080] インドはさ、コンビニとかタバコ売って
[06:18:04.240] ないからね。どこにも売ってねえんだよ、
[06:18:06.798] タバコ。あの、露点で買うしかない。
[06:18:09.878] しかも1本、1本売りね。
[06:18:15.280] 1本4な、20円とかで買うのかな?
[06:18:28.520] ま、しかもクールなんて売ってねえしな。
[06:18:30.958] 赤まる。全部赤まる。[音楽]
[06:18:50.160] これどうしよっかな。ここのボス行っ
[06:18:52.520] ちゃおっかな。
[06:18:57.400] あとここ何の扉だったか俺よくわかんない
[06:18:59.280] の。これどうな?勝てるかな?
[06:19:27.320] チーメだ。マジでチーメ落ちてねえな。
[06:19:50.400] わあ。ここのボスはどうするかな?一旦
[06:19:54.920] 戻った方がいいかな?
[06:20:07.400] 多分ここあれだよね。動く石像だよな。
[06:20:09.638] 確か
[06:20:14.566] [音楽]
[06:20:16.600] ここ動く石像だよな。確かなあ。
[06:20:20.320] ここ確か動く像だったよな。あのなんか本当にさ、あのな、なんな、なんかそのさっきまで楽しくは
[06:20:31.878] さっきまで楽しく話してましたやん。タバコの話。なんで急に誰も喋んなく?
[06:20:36.320] ネタバレはダめ茶ベリーベリークてファせ。
[06:20:41.360] 急に喋らんくなるからびっくりするわ。
[06:20:50.558] 泥ロ人形ちょっと欲しいな。すンって急にすんってするから。
[06:21:00.400] ぎは。
[06:21:03.878] 岩槻系さんはそれ好きだね。岩系はそれがギャはは
[06:21:08.200] タバコ吸ってないのか。
[06:21:09.400] あ、ごめん、ごめん、ごめん。タバコ遠くで盛り上がっちゃったから。
[06:21:10.898] [笑い]
[06:21:16.440] いや、でもね、ノビルさ、吸わない方がいいよ。吸わない方がいい。本当に何のあれもない。酒より悪いからな、体にな。客外あって。あ、来た。
[06:21:27.478] お疲れ。
[06:21:27.798] あさん、お疲れ。ケリーです。どうも。どうもケリーです。結局
[06:21:37.080] 2周目やってんだよ。2周目。
[06:21:53.600] いや、もう俺ボス行っちゃおっかな。
[06:21:56.558] ビビってても始まんねっしょ。
[06:22:02.160] なんなら前回より全然勝ち目あるからな。
[06:22:04.320] これ
[06:22:06.120] 全然今の方が俺勝ち目あると思ってる。
[06:22:09.638] あの未完成な見た目はあっちの方がかっこ
[06:22:13.200] よかったし、めっちゃなんか映えてたけど
[06:22:16.718] 結局ちげんだよ。
[06:22:19.958] 結局
[06:22:21.600] 本当にうまいラーメンってのはね、あの
[06:22:23.680] インスタ映しないのよ。インスタ映ってる
[06:22:26.718] ラーメンなんかゴミです。こういう汚い
[06:22:30.320] もう泥臭いやつが1番うまいんだから。
[06:22:32.360] 1番強いんだから。
[06:22:35.840] 前回みたいなインスタ映してるパーティー
[06:22:37.920] はね。うん。
[06:22:39.200] 雑魚ボスまでやっちゃうわ、ここら写真だけ撮って捨てられるわ。泥臭いラーメンはちょっと
[06:22:52.798] そうだそう。観葉じゃないの?泥臭いって。ま、観葉とかごめん。わかんないな。わからん。わからん。わからん。バカだからわからん。高卒だからわからん。
[06:23:03.718] ドクス。
[06:23:05.440] 泥草。
[06:23:10.958] だって前さ、あのどうだっけ?あれ、あの
[06:23:14.040] 韓国みたいな町あるじゃん。東京のなん
[06:23:16.878] だっけ?あそこ
[06:23:19.080] 新大久保。新大久保でさ、なんでだったか
[06:23:23.680] な?なんかハリボテとかとさ、ボテフェス
[06:23:26.120] のあれか打ち上げかな。なんかで新大久保
[06:23:29.920] 行って飯食ったんだよ、みんなで。なんか
[06:23:33.400] 新大久保で飯食ったんだよ。なんかみんな
[06:23:35.200] でね、韓国のなんか10円パンとかが
[06:23:38.760] 流行った時にさ、で、なんか変なさ、韓国
[06:23:41.718] 料理屋でさ、なんて言うの?なんか
[06:23:43.958] めっちゃチーズ、チーズタッカルビみてえ
[06:23:46.680] な、なんかすげえさ、こんなでっかい鍋に
