[00:00:41.039] あらっす。
[01:53:48.960] か。ダブル
[01:53:50.119] 年収にえ、でもサブスクだけだからね。サブスクだからだからね。
[01:53:53.840] サブスクだけでそんだけあって不思
[01:53:55.560] 義の1つ
[01:53:56.400] サブスクだけでそんだけあってさらに案件とかもやるだろうし入もあるしだってバカあるだろうしとんでもねえよ
[01:54:04.520] もあるもん
[01:54:05.159] そうだよとんでもねえよそんなサブスクだけであの
[01:54:08.920] 1.2
[01:54:09.360] 億だからねクだけでそりゃさチームに出資なのなんだろうできるわな金なんかもう何もしなくた入ってくんだからはいや
[01:54:22.599] で投げ銭だってあるんだろうしね。
[01:54:24.599] ブラッシュもあるしね。
[01:54:26.199] 全部と言わないから半分けてほしい。
[01:54:29.040] だいぶもらうじゃん、半分で。あれなんかこれな、この炎どっかで見たの?援のやつ一緒じゃん。
[01:54:44.760] エンゲウ、
[01:54:45.960] エンゲウ。あ、
[01:54:47.719] 100
[01:54:47.920] 分でも十分もらえそう。
[01:54:49.760] いや、全
[01:54:52.119] 1000万ぐらいもらえんじゃない?
[01:54:53.360] 1000万はもらえ。100万。うん。
[01:54:56.880] 2300
[01:54:57.360] 万ぐらいもらえそう。え、なん、なんか弱そうじゃない?これ強いんか?こいつ本当に
[01:55:06.320] ガモ。
[01:55:15.239] こいつの名前好き?
[01:55:17.520] バリクなじゃ。ここまで清ったか。
[01:55:21.239] 全く待ちびれたわ。
[01:55:24.400] バ様来た。
[01:55:25.480] バリクなじゃ。アルナじゃみたいなあのぷよぷよの主人公ね。意外と知られてない。ぷよぷよのあの女の子の名前ね。アルルナじゃ。
[01:55:36.560] そろそろ赤ん坊の相手をするのも飽きたしな。
[01:55:42.159] 少しは骨のある奴がこの国をうろついとるようだと思い楽しみにしておったところよ。
[01:55:51.079] 女なんだか男なんだかわかんねえな。あわ、男か。
[01:55:54.480] すごい。おい、
[01:55:56.920] お前ら遅すぎ。
[01:56:00.320] ゆっくり楽しんで殺そうと思ったが、もう一気に終わっなんかどの悪役にあるムーブしてるね、この人。ドラゴンボールで速攻やられるやつのタイプの敵キャラのムーブだね。この
[01:56:18.520] フリー運動の選者かもしれない。
[01:56:20.920] フリーニップル運動。何それ?ヌーディストビーチみたいなこと。
[01:56:30.800] おそらく弱いだろうな。あんま強そうじゃないもん。なんかさあ行きましょう。とりあえず山びの悟りでこびの悟りでスクルと
[01:56:51.719] 2
[01:56:51.880] 回かけんのってもったいねえのかな?これが一番早いんだよな。楽なんだよ。
[01:56:57.960] 女のテレビで放映できないのは差別じゃないかって言って女優が丸出しで歩き悪いね。こちらは一向に構わんだね、それ。こちらは一向に構わんの。はあ。
[01:57:22.639] ありがて。ありがてえ。もっとやってくれ。
[01:57:26.280] そうだよな。女性の乳首はなんかダメなものっていう。良くない。良くないよ、それ。良くないよ、それ。それ良くないと思うわ、俺も。いまいなんだ、これ。入んないんや。わ、やっぱあのあれだな。ジバリーナとか覚えといた方がいいのかもしんないな。ジバリーナ強いもんな。
[01:57:50.840] ドルマな
[01:57:54.480] んで素ばさかなり下がったい構い立ち天使のあれされさあの入れ替え入れ替えってできない仲間の入れ替えってこれバトル中はできないの仲間の入れ替えってあできないできたできるできるできるやんできますやんできるやん
[01:58:19.360] オ任せ
[01:58:21.320] あ、それで一旦使っちゃうのね。やっぱあれが欲しいじゃん。やっぱ強いなあ。待って。
[01:58:33.360] なんかバリクナじゃもしかしてちょっと強め?もしかしてちょっと強いか?
[01:58:38.880] バイケルトやた。よ
[01:58:48.159] し。うーん。弱いわけないだろ。
[01:59:03.159] めっちゃめっちゃ弱そうじゃない?でもなんかねえ、なんでそんな通コンばっかやってくんだよ。お、ちょっとまずいね、これね。どうすか?え、ま、ハッスルだ。マリベルがつまでもさ、凍ってるからさ。いや、どうしよっかな、これ。やる。やろう。
[01:59:28.920] はあ。
[01:59:32.599] よしよし。マリベルのしびれを取ってやらな。取ってやらな。あかんねん。思ったけど誰もさ、あのルカニとか覚えてないんだね。誰もルカに覚えてないんだ、俺ら。ルカになしでここまでやってきました。あんまり魔法も入らへんのよな。入らへんのよな。
[02:00:00.840] 魔力よ。ま、アヌーザとかも入んないしな。ドラゴン呼びでもやる。
[02:00:13.320] おーい。
[02:00:15.920] まあまあまあまあまあもけちゃうだ。
[02:00:36.040] なんかアイラとガボとメルビンうまいこと使えてない気がすんねんな。なんかなんか使い方下手くそだよな。
[02:00:43.280] これ弱くないな。なんでだろう?
[02:00:45.320] スペイン語で取りと小さな牛では彼はとろて大きな牛
[02:00:50.159] 何なん?なんてそうなん?トリトっていうのは小さな牛。へえ。トロテだと大きな牛になる。
[02:01:00.599] は魅力あげればいい感じかな?
[02:01:02.719] アイラは魅力ゲなんだ。
[02:01:05.119] アイラさんは魅力魅力の人なのね。未力の人なんだ。
[02:01:09.400] 響き。
[02:01:11.079] はあ。よし、
[02:01:22.040] 行くわよ。使い方があん、やっぱ。でもじゃあ、
[02:01:30.599] それ
[02:01:31.639] あれか。スーパースターは間違いではないよな。スーパーパースターは。
[02:01:40.840] そうでうん。な、これでさ、足、足取られるのやめてよ。それで足取られるのやだな。ちょっと
[02:01:58.119] MPガボにあげよう。
[02:01:59.800] どうぞ
[02:02:01.079] どうぞ。
[02:02:06.400] イオナズンの方が入るか。オナ
[02:02:12.599] ゆった。
[02:02:19.480] 行くぞ。
[02:02:25.560] ま、あれかな?ドラゴン呼びかな?い、
[02:02:29.599] いいね。
[02:02:34.239] 強いよね、これ。うえ。
[02:02:39.679] 600
[02:02:40.239] 与えれば十分でしょう。はい。はい。もう赤くなってきましたよ。
[02:02:43.239] ごら
[02:02:45.880] ありがとね。
[02:02:48.599] スピノサウルス来た。
[02:02:52.119] なななんあだゴーダウルスな。全然覚えてないけど。全然覚えてないけど。
[02:03:02.840] もうやめてよ。強いて負けないんだから。
[02:03:22.639] あー、バトンタッチやるか。もうバトンタッチしちゃおうか。これ終わり。いいやいやいやいやいや。これがやっぱ
[02:03:41.639] 1番あ、強いな。まだまだあるか。
[02:03:44.880] バトンタッチはガチのずルスキルや。
[02:03:47.280] あ、そうなんだ。
[02:03:48.079] ガチのずルスキルなの?これそんなに別に強いあれじゃなくない?あ、でも
[02:03:56.719] 2
[02:03:56.880] 回攻撃できちゃうってことだね。強いやつがな。要は
[02:03:59.559] おー。
[02:04:01.440] レディファーストの上位互感。
[02:04:03.520] ああ、レディファーストってあったね。あのあいつのやつね。なんだっけ?あのあれな。えー、ドんちゃドンちゃドンちゃドンちゃ。そうそうそうそうそう。
[02:04:15.159] トゥルトゥルトレルトトの人ね。トゥルトルゴリ当てゴリ当てルトル。この曲めっちゃ好き。ルトゥル。
[02:04:40.360] あの曲いいよね。
[02:04:42.440] パレード顔グあの曲、あのシルビアのテーマスが目に浮かぶ
[02:04:53.199] めっちゃ好きや。
[02:04:55.559] チャタプのりノり。チタプのりノり。チタプのりノり。
[02:04:59.199] え曲やで。あれマジャスティスもやっとく。やってみる。マジャスティスいっか。
[02:05:10.440] はははてい。
[02:05:13.159] まだですか?
[02:05:17.840] まだんて見せて。
[02:05:19.559] まだてやっちゃう。やっちゃうやっちゃうよっちゃうよ。入ろっておき。
[02:05:26.599] これ終わりやろ。多分
[02:05:28.480] 305。よし。
[02:05:32.320] ま、ざっとこんなもんね。
[02:05:34.440] み
[02:05:35.639] パチパチパチパチパチパチグ。
[02:05:40.119] 不思議な石板黒って何?あ、せだ。
[02:05:50.199] カフェアラプラウ。カフェアラップラウ。
[02:05:53.360] しかし
[02:05:55.159] コストールが復活しても愛
[02:05:58.800] の船は氷付けのまま
[02:06:08.360] ね。
[02:06:14.360] あ、戻るんや。よかったね。うぜ。
[02:06:17.040] めっちゃ赤子やん。こんなに子供だった。
[02:06:21.719] こんなに子供だったの?
[02:06:22.760] バビーラゲ。バビーラゲ。
[02:06:25.880] 戻るってことは?
[02:06:28.040] 戻るってことは
[02:06:30.760] 今まで俺がやっちまった。やっちまったベビーサタンはもうおいよ。
[02:06:50.800] 連の誰や?
[02:06:56.040] あ、連ドのやりましたね。突然当たりが
[02:06:58.360] 明るくなって魔物気配が消えたんで急いで
[02:07:00.480] 駆けつけました。
[02:07:04.079] おお聖なる炎がやった。ついに魔法えは
[02:07:07.239] 解かれたのだ。
[02:07:10.360] さすがみ子トロテ
[02:07:12.440] お兄さんに勝ちました。
[02:07:13.840] トロテお兄さんにかとろテお兄さんあ、皆さん本当になんと俺礼を申し訳なければ良いか
[02:07:20.280] な。
[02:07:20.960] おい、霊は後ろに戻ってからゆっくり伝えるとしてともかくみんなのとこに戻らなきゃだろ。あ、そうだ。早くこの炎をお城の東台にも運まなきゃ。あ、そういうこと。こ城の東台にもこの炎運ぶのね。どうやって運ぶんすか?下郎的な感じ。どうそれ?
[02:07:41.760] どうやってんねん、それ。
[02:07:43.840] どうやってんねん、それは。
[02:07:59.719] なあさあ
[02:08:01.280] レドラ、ここからはあなたがこの聖なる炎
[02:08:03.239] をお持ちください。
[02:08:06.840] さあさ、どうぞ。中へお城の皆様や王様が
[02:08:09.840] お待ちですよな。
[02:08:13.040] あちあち炎。ほい。これがあち炎ね。お、
[02:08:21.520] よくぞられたレンドのあなた方は我々の英雄だ。
[02:08:24.599] まるでシャークアイが戻った戻ったかのじゃの。そういやなんかそんな話だったな。まるでドラゴーンがアーダコーダでシャークアイがどうのこうの。そこはどうなったの結局。
[02:08:35.800] あら、
[02:08:40.800] 結局どうなってんそれは。
[02:08:49.760] 勇敢なる旅人たちを本当によくやってくださった我がコスタール国を代表して心より感謝申し上げる。
[02:09:04.840] 王様。
[02:09:06.719] はい。
[02:09:07.480] あ、ハニエス様が消えました。
[02:09:10.239] 代わりにお部屋にあ、早しげな老人がな
[02:09:16.719] んじゃなんじゃい。怪しいとは失礼なやっちゃの。
[02:09:22.840] あ、あなたは?
[02:09:25.840] うん。わしかわじゃ海底の王
[02:09:29.400] あ、海底の王じゃの精霊様にお使えするものじゃ。
[02:09:34.040] なんかこのあれやな。
[02:09:35.440] ドラクエセなんか水の精霊だの第一地の精霊なの?炎の精霊なの?なんか精霊精霊がなんかあれなんかな?精霊がなんかちょく出てくるよね。まだ誰にもあったことないけど。
[02:09:48.880] この国の者たちにオニエスからの伝言を伝えに来たぞい。
[02:09:55.679] 海底の王と申されましたが、あなたがなぜアニエスドの伝をお前さんは話が分かりそうじゃな。
[02:10:07.320] 担当直入によ。アニエスは今海の中におる。
[02:10:12.559] エラバンハートにも精霊気がする。
[02:10:14.760] ああ、たね。
[02:10:15.800] まさか耳を投げられたので
[02:10:19.159] なんとこと
[02:10:22.679] ほと違いするでない。
[02:10:25.239] 誰が死んだと言ったのじゃ。
[02:10:27.360] あ、でもあれそうだよ。だってあれキーファだもんね。主人公ね。
[02:10:31.119] アニエスはもう随分前から神に祈っておった。どうしても尺愛に会いたいとな。じゃが赤の船は呪いの氷の中。たえ魔王が滅んでも氷が解ける年もことになろう。
[02:10:51.760] 今日さ、午前中さ、運動してきたんだけど、やっぱちょっと運動、ちょっと運動したらもうなんか全然違うもんな。あの
[02:10:57.760] 20
[02:10:58.159] 顎のあれがやっぱこのカメラ見てさ、やっぱ全然違うもんな。やっぱす、すぐやねん。デブっていうのはすぐ全部もう昨日こんぐらいあったで。もうずっと常にちょっと気をつけよ。マジで。
[02:11:14.760] 当然その時にはアニエスもお前さんたちも生きてはおらぬな。
[02:11:20.840] なんな
[02:11:21.800] じゃがアニエスは願った。シャークアイが目覚める時までどうしても生きていたと。
[02:11:29.679] シャークアイは氷付けにされちゃったんだよな。
[02:11:32.599] その思いはるか海底のわしのところまで届いたものじゃ。
[02:11:39.840] わしは大した力はないが海に生きるものにならこの手で命を与える。
[02:11:46.920] めちゃめちゃすげえ力持ってじゃない。大した力はない。
[02:11:50.119] 謙遜しすぎじゃない?
[02:11:51.199] 氷けのは
[02:11:53.239] あ、どっかにあったを海に生きるものとし永遠に夫音を待ち続けること
[02:12:00.360] どっかにあったよね。な、何なんだあの船はみたいな何なんだなんかキーファがいたよね、そん時。おい、あの船何なんだ?
[02:12:10.760] そこの勇志たちがこの地の封印を解いた故えアニエスを迎えに来たのじゃよ。
[02:12:17.880] なんとそのようなことがアニエスドはそこまでの決心をされたというのか。わしの力は一方通行でな。人魚となり永遠の命を与えたアニエスを人間に戻すことはできん。
[02:12:36.119] なんて苦手な。
[02:12:37.639] しかしこれでアニエスはシャークアイの目覚めを見守ることができる。
[02:12:43.119] まあな。ほんまドラクエって人魚出るよな。
[02:12:47.079] 性癖かな?やっぱ裕二の絶対人魚出るよな。
[02:12:51.960] ポスタールをそして皆さん今まで本当にありがとう。
[02:12:58.239] 絶対くせ
[02:12:59.239] ね。
[02:12:59.679] そう伝えてくれと言っておった。
[02:13:02.760] 人魚のピチピチプレイ。
[02:13:05.000] アニエスのことを悲しまないでやってくれ。じゃあわこれで帰るぞ。
[02:13:11.800] 基本フリーニップルやし。
[02:13:13.679] 大体悲惨な目に合うドラクエ人
[02:13:16.199] そう悲しいねん。毎回毎回悲しいんだよ。
[02:13:19.840] は出ないと思った。
[02:13:21.480] 出ます。
[02:13:21.880] 出るんだな。あとちょっと待ってくれ。あの
[02:13:26.040] 3
[02:13:26.199] 個の洞窟ってとこにさ、あの出来そないのグラコスみたいなやつがいるから、あいつも人間にしちゃってくんねえか。あ、そうすっごい。そう、
[02:13:36.239] お待ちくだされ。どういう帰り方なの?
[02:13:38.880] あなたならもしやご存知なのではありませんか?この地が封印された時失われたアニエス殿のお腹の失れたんだ。どこに
[02:13:50.000] 失われたんだ?
[02:13:53.119] そうじゃな。まるでドラゴーンは昔水の精霊の力を受け継いだと言われ。
[02:14:02.320] あ、もうガキ生まれてたんだ。生まれてどっか行っちゃった。
[02:14:04.599] え、だからやっぱ俺が殺しちゃったじゃない。俺が殺しちゃったじゃ。中で中でびっくりサンだと思って倒しちゃったよ、俺が。おらつって。ああ、一発だよって。はい。ワンパンとかって言って倒しちゃったかもしんない。
[02:14:19.679] しかもその量にはその身に精霊の紋章を持つものがなったと言われて。
[02:14:27.159] 倒しちゃった。精霊の紋章を持つもの。
[02:14:30.360] え、
[02:14:32.360] ならば兄様つまりシャークアイの子は精霊様の守りを受けておるかもしれ
[02:14:41.639] そういうこと。ええ、これ、え、これか。え、ちことは何?俺アニエスと子供ってこと?いや、わかんない。わかんない。全然関係ない。全然関係なかったらあれだけど。
[02:14:55.760] これはわしの感じしかないな。
[02:14:58.239] え、こんなポットデででポットで
[02:15:02.800] 100愛の子は魔王に奪われたので
[02:15:06.239] あ、違うかもしんない。ごめん。全然関係ないかも。
[02:15:09.000] あ、全然関係ないんか。え、でもなんかさ、このこいだもなんかさ、このなんかこの朝が光ったみたいなさ、朝が光ったみたいな感じで、なんやねん。
[02:15:19.159] 急に出てきてポット出の設定でこれどういうことやねんと思ってたんだけどそういうことですか
[02:15:24.679] おそらくどこか安全な時代へ運命を託されたのかもしれ
[02:15:31.040] あでも確かにそうだね。そしたらだって時代が違うもんね。
[02:15:33.960] あ、じゃあ精霊様に使える身実のところまではよくわからんのじゃよ。
[02:15:41.199] ともかくこれでこの地の封印は解かれた。
[02:15:45.880] え、そう。
[02:15:46.360] え、そうなに霊様のごか護があるように。
[02:15:51.719] え、でもさ、そしたらさ、俺あれじゃんね。なんか、え、どう?これ、この、この、この、これ以上深掘りされるの?
[02:16:02.159] 深い愛であろうか。しかし海底王のおっしゃるように悲しむのはやめておこう。
[02:16:10.400] やめておこう。
[02:16:11.679] アニエスドは自らの意思で運命を選ばれた。
[02:16:16.520] 我々行く道を切り開こうではないか。さあ、まずは城の東へ聖なる炎を。
[02:16:25.280] なんか今のポットデの情報だけでなんかあ、
[02:16:27.920] こちらへ
[02:16:28.639] あとはみんなの解釈にお任せします的な感じ。え、ここはさすがになんかストーリーに絡んでくるんでしょ、多分。ふーん。
[02:16:40.920] うん。
[02:16:43.319] あら、
[02:16:44.599] 誰も誰もだかもしんない。誰もそのこと何にも言ってないから違うのかもしれないな。俺の早か
[02:16:53.760] ダブル
[02:16:55.399] 誰もなんかそういえばあんたのあざっていうのないから早とちりしたかも。
[02:17:17.319] お、
[02:17:19.080] ベッカムヘアやで。
[02:17:26.479] 拍手がまだろ、さっきからずっと
[02:17:33.719] 終わった。その夜呪い呪いじゃないや祝い
[02:17:37.359] の宴は続き人々はか実に何年ぶりかの
[02:17:40.960] 安らかな眠りに着いた。
[02:17:44.519] そして世が開けただろうがそこは
[02:17:55.319] ではやはり出発なさるか。え、さっきの
[02:17:59.679] お別れするのは残念だが、これきりという気はしないの。
[02:18:04.399] でもなんかその凍ってる船とかもあるし、まだなんか関わりありそうだな。シャークアイ。
[02:18:09.160] それと
[02:18:09.760] マールデドラゴン通りそなたたちにお礼の品を用意した。どか受け取ってはくれまいか。
[02:18:17.639] なんだ、さっきクソバカにしちゃったけど、お前んち、お前んち船の上なんかいみたいなこと言ってめちゃくちゃ馬鹿にしたけど、俺もそうだったってこと?これはデドラゴーンの一族を引き入いる僧్రీ大体伝えられるという伝説の
[02:18:33.080] え、それもらっちゃったらもうわしが息子ってことやん。
[02:18:35.920] かつてシャークアが最後の戦いに出行する前お守りにとわしにくれたものだ。
[02:18:44.719] これはそなたにこそふさわしい品であろう。わしの心がそう言っておる。
[02:18:51.399] え、もうそれは何?息子っていうことか?
[02:18:53.439] さあ、この水流の剣を
[02:18:58.359] おなんか本当にそういう流れじゃね?特に名言はされてないけど。
[02:19:08.120] うん。よく似合う。
[02:19:10.359] なんか
[02:19:11.559] まるで我がとシャークアイが帰ってきた。
[02:19:15.200] なんかちょっとシャークアイってあんた似てるよねとか言われてたのってそういうことなのかな。
[02:19:20.040] ああ、そういえばそなたたちにシャークアイの話などはほとんどしていなかった。
[02:19:26.760] 結構聞いたと思ったけど。
[02:19:29.920] え、この国の学からシャークアイたちのことを少し聞いたと。
[02:19:36.439] はて。
[02:19:37.920] え、確かに昔はこの国に腕の良い学士が
[02:19:43.359] 彼は病に倒れて今はおらん。
[02:19:46.080] 何だったんだよ。じゃあ
[02:19:47.840] しかし不思議な力を持つそなたなのにキーファとは全然違う。かっこいい。アスが起た時シャークアイ
[02:19:57.160] って言ってたね。
[02:19:58.000] 言ってたよね。で、なんかマリベルもなんかさ、シャークアイってちょっとあんた似てればよね。なんとなくだけどみたいな。
[02:20:05.080] ともかく。え、
[02:20:06.520] 今回のこと心より俺礼申し、
[02:20:09.880] これ真相は明らかになるのかな?
[02:20:12.319] そなたちのことはこの国で永遠に語り継がれることだろう。そうそう。なんと東の洞窟のドワーフたちから頼りがある。
[02:20:23.920] ドア
[02:20:25.680] どうしても霊が言いたいらしいから。
[02:20:27.960] え、
[02:20:28.439] お帰りになる前にぜ非立ち寄っていかれる。
[02:20:31.680] 来いっちゅうね。霊が霊を言う側が来いっちゅう。
[02:20:41.280] ガモ
[02:20:42.200] ムかつくの王
[02:20:43.960] ムかつムかつくの王ムかつくの王だね本当についな何だっけ?どれだ?水流ついよな。
[02:20:56.880] 40上がるで今から。これより
[02:20:58.800] 40上がる。なんやねんそれ。
[02:21:05.359] あ、イカ槌の杖にしよっか。どうしよう。
[02:21:10.240] え、何結局何?シャークアイは俺の親父
[02:21:13.200] なんけ?なんかその辺の説明は特にないん
[02:21:16.479] だ。
[02:21:19.280] ま、全部は、全部を説明しないのが
[02:21:21.720] ドラクエの良さではあるけどもな。確かに
[02:21:23.640] 。
[02:21:29.560] まあ、でも多分まだ出てきそうだよな。
[02:21:31.880] まだ出てきそうだよな。あのなんだっけ?凍ってた船とかあったもん。凍ってる船あったからさ。まだ出てき出てくるんだろうな。多分な。
[02:21:42.960] 全部使用するのがワンピースだしね。
[02:21:45.319] そうそう。全部説明してしまうのがワンピースだから。おす。それじゃおはよう。よいどわ。あ。
[02:22:04.000] お礼がしたいって言うから来てやったで。
[02:22:07.840] お礼をさせてやる。あ、あーん。そうだよ
[02:22:10.720] ね。そうだよね。まだもらってなかったよ
[02:22:13.399] ね。
[02:22:15.840] そうだよな。
[02:22:18.520] そうだよな。よかった。よかった。忘れて
[02:22:20.399] た。
[02:22:29.520] あざす。これ展開あれだな。神のところの
[02:22:32.880] 神様のところの石板だね、これ多分。
[02:22:37.600] よしよし
[02:22:41.560] よしよし。じゃあ帰りますかね。ほい。
[02:22:44.439] じゃあ帰ろうかな。
[02:22:50.280] ただ待って。俺さ、1個ね、さっきマップ
[02:22:53.040] にさ、石板あったよな。
[02:22:57.640] マップに石板なかった。ほれ、あるやんけ
[02:23:02.160] み、これや。
[02:23:07.399] ちゃんと見てますか?チマゲームもあの
[02:23:10.160] 成長してますわな。もうガバタンなんて
[02:23:13.600] 呼ばせないから。
[02:23:15.920] ちゃんと見えてる。これあった。目い。
[02:23:21.240] これ何これ?どう?え、何か。あ、ええ、何?何?何?ほれ
[02:23:30.240] 3
[02:23:30.479] 回押すなあかんねやんな。よし、ありがとうござ、しかもこれもあれじゃねえかよ。神様とこのやつじゃねえかよ。危ねえ。
[02:23:42.479] 3
[02:23:42.680] 回だよ、3
[02:23:43.439] 回。もしそこにいたら彼にこう言うだろう。
[02:23:48.479] あなたが大座に暗々と座っている間、私はあなたの王国を守るために戦い続ける。
[02:23:55.479] ただし、時々私に殴らせてくれるという条件で
[02:23:59.800] なあ、俺もそう思うわと特にね、たま、たまにね、何言ってくかわかんない時あるんだな。たまに、ま、たまにというか
[02:24:12.319] 3回だよ。3
[02:24:13.359] 回ね。なんか犬っぽくねえな。
[02:24:26.439] よし。
[02:24:28.800] ふう。やべ、もう6時か。
[02:24:33.080] ここのストーリー現現在現実のストーリー
[02:24:36.040] まで行ったらちょっと終わりにしようかな
[02:24:37.399] 。さあ、ま、次夜や。次は夜。次は夜って
[02:24:40.720] いうか次はグータラジオや。
[02:24:45.040] ダブルヘッダーやで。今年は。今月は今日
[02:24:48.120] は
[02:24:50.640] えー、いっぱい出てますね。いっぱい
[02:24:54.240] びっくりマーク出てるね。
[02:24:58.920] あ、やっぱ展開のあれ行ってみるか。
[02:25:01.560] 新しく現れた島。ここだな。ここで行った
[02:25:04.520] 方が早いな。
[02:25:13.279] まあ、でもどうなんだろうな、これ。
[02:25:15.520] おじいさんのドンキホテで再冒険に出かけることができるのだから王が
[02:25:20.560] 1
[02:25:20.720] 日重玉座に座っている理由はないと思う。
[02:25:23.520] せやな。せやな。ここか。大東台。ああ、さっきんとこだよね。これねえ。
[02:25:37.720] は、モンスターいるんかい?ここは
[02:25:40.520] モンスターいるの?あ、モンスターいるん
[02:25:42.920] だ。なんで?
[02:25:46.840] いや、ここ行かなくていか行った方がいい
[02:25:48.520] んかな?行った方がいいんかな?
[02:26:06.439] え、コスタル城?
[02:26:11.560] え、コスタル城なの?
[02:26:12.920] こ、あ、ドワーフと仲良くやれてるんか。ああ、なほね。ここはコスタル城。コスタールの港の民と、え、ドワーフのドア付属のクラス地下の楽園だ。いいじゃない。
[02:26:26.560] いいじゃない。仲良くなれたんだな。うん。
[02:26:29.279] どう
[02:26:30.479] いいですな。
[02:26:32.080] おや、
[02:26:38.160] お前村長か?
[02:26:39.680] ああ、
[02:26:44.640] どうも、
[02:26:47.680] どうもどうも。
[02:27:04.319] なんか図書館に行けつったよな。図書館に行けつってたな。
[02:27:10.479] おお。
[02:27:11.880] あ、氷好きの海賊。かつてあれこそがかつて我がコスタル王の先祖とともに魔王と戦った海軍なの。そういうことが。でも前日じゃ魔王が滅んだらその呪いの氷も溶けるはずだったんだけど今はどうなんだろう。
[02:27:23.640] 溶けてないよな。溶解けてなかったね。最近王様を訪でくてお客さんがエッチそうな人ばっかりなような。なんそれ
[02:27:38.240] ね
[02:27:38.840] ね。知ってる?え?コスタル王様に頼めば特別症をもらえるらしいよ。なん
[02:27:43.920] な?
[02:27:44.040] 何?なん?なんか何の話してんの?この人ら。この人ら何の話をしてるんだ?
[02:27:49.319] ああ、大屈じゃな。
[02:27:50.279] 父上はコツタル校からの客人のお相手で忙しいし、私も闘技場寺に行ってみたいな。闘技場?お、なんだ?
[02:27:59.560] はい
[02:28:00.200] はい。かつて私がお城に使えた後期なる学は、えー、海賊の僧侶とも旅を共にされたとか。さずやろな警官を積まれた素晴らしい曲をお作りになったんでしょうね。
[02:28:11.760] おお。
[02:28:14.880] ヤッホー。旅のお客人、もう闘技中に挑戦
[02:28:17.240] したかな?あそこはわしの先祖が旅人や
[02:28:19.359] 海賊たちのために開いた修行場だから寄っ
[02:28:22.279] ていってよね。そらわしからのプレゼント
[02:28:24.960] 特別を上げちゃおう。
[02:28:28.399] 何ですか闘技
[02:28:30.319] 場
[02:28:33.840] なんかあのダウンロードコンテンツでなん
[02:28:36.520] とかんとかって言ったやつか。はい。私は
[02:28:39.600] この王のつもつまりコストRの大きええ、
[02:28:42.479] こんなちっちゃくていいの?あ、ドワーフ
[02:28:44.000] か。した。犯罪の匂いがしたね。メッシ。
[02:28:58.399] 今ちょっとやない匂いがしたな、今な。あんまりにも子供すぎるだろ。
[02:29:11.319] どこなん?闘技場って
[02:29:16.960] ロー超えてペやな。結構種も溜まってきたから後で全部食べよう。
[02:29:43.760] ま、別に何もないのかな?ここ来たけど。
[02:29:50.040] あ、特になあるじゃん。ほらな。あ、
[02:29:53.160] チーメだか。
[02:30:07.840] あ、あ、あ。
[02:30:19.560] そっちは
[02:30:22.200] ああ。
[02:30:23.960] おお。
[02:30:26.000] ゴディアスの剣。うわ、つよ。20も
[02:30:30.200] 上がりますやん。あ、でもあれなんか
[02:30:32.479] やっぱだからアイラはさ、
[02:30:36.840] うわ、賢者の杖とかあるし。おい、おい、
[02:30:39.200] 金がなさえよ。金がなさいよ。プラチナ
[02:30:42.720] ソード2個あるけどいりませんから。
[02:30:48.040] 光の剣。ま、これは売れないっすわな。
[02:30:53.160] 誘惑の剣。
[02:30:57.479] いやあ、売れないよ。
[02:31:01.160] 太陽の奥義。え、魅力、魅力上げる方が
[02:31:05.040] いいのか?
[02:31:09.439] 魅力上げた方がいいんだろうな。多分な。
[02:31:11.399] アイラはな。
[02:31:43.000] うん。おお。
[02:31:46.880] ゴーディアスの強いね。
[02:31:51.279] 1万4000か。たけえ。
[02:31:57.880] あと1万3000。うーわた高。
[02:32:05.600] 270円しかなかっちゃった。はい。
[02:32:08.439] お、270
[02:32:09.359] 円しかねえよ。うわあ。何?スライムアーマーって強いな。足強く。
[02:32:14.520] 金ねんだわ。
[02:32:15.600] 金ねんだわ。だよ、これ。本当にたポケモンじゃねえ。モンスター戦ってかないとな。モンスター戦ってかないあかんな。
[02:32:39.399] あっちの港はどうなってんの?
[02:32:56.080] コストールの
[02:32:58.200] 白とあれはまた別なんだな。
[02:33:00.080] おお。
[02:33:05.160] 結局こいつのお父さんがアーダコーだっていうのはさ、
[02:33:09.000] 結局お父さんがアーダコーだってのはさ、
[02:33:13.680] 解明されないままなんか耐えられない。また推しがすごいな。時代だね。
[02:33:21.279] ドラクエに推しとかいう言葉が
[02:33:25.640] 推しって言葉が出てくるんだ。
[02:33:31.560] 時代だね。
[02:33:35.040] 推しだよ。推し。
[02:33:43.479] 邪魔なスイッチは横に移動しました。何が
[02:33:45.720] 横に移動したって?
[02:33:48.399] あ、本体の側面にスイッチが入った。
[02:33:56.560] ひ気とは言わないのね。逆に言っちゃだめなのかな?ひ々気ってもしかしたらわかんないけど。ひとかって言葉言っちゃいけないとかそんなことねえよ。
[02:34:09.000] 卵っちも言ってんだからご気にってプチプチお店ちご機になんか
[02:34:19.600] はい。
[02:34:20.840] 闘技場なんだここ。
[02:34:23.600] はい。
[02:34:24.720] 闘技場。うーん。うん。
[02:34:35.960] 上に特別しか入らない。私服のサービス。何?何?私服のサービス。
[02:34:46.359] はい。
[02:34:48.080] あれ?どこにあんねん?どこにあんねん?その私服のサービスは。
[02:34:56.840] おお。
[02:35:01.319] まいやん。
