[00:00:20.560] おいす。
[01:24:29.239] 完結したらやります。デルタやろうよ。
[01:24:31.880] そう。デルタな。ちょ、こんばんは。
[01:24:34.719] 完結したらやるわ。完結したら
[01:24:36.840] 最後まで出るの待ってます。
[01:24:38.520] そうなんよ。途中までしかできないんでしょ。だってこれチャプター
[01:24:42.880] 5
[01:24:45.040] 幻想を超える旅がある。はないある。
[01:24:48.280] まあでも俺アンダーテール好きだからね。
[01:24:50.199] は宣言。
[01:24:51.239] こんばんは。
[01:24:52.679] 国民の託を最も集めしものが次なる王となる資格を得るものとする。
[01:24:59.560] これファイヤエンブレム
[01:25:01.400] ク来たので毎度4
[01:25:02.560] つの種族が暮らすや連合王国
[01:25:05.719] クあメタファーリファンタはで選ぶ
[01:25:10.159] 空に浮かぶ大な王の顔の宣言と争奪が幕を開け
[01:25:14.299] [笑い]
[01:25:15.800] え銀貨番出てた今銀科出たとなる国民投票を前に座を狙う者たちを
[01:25:22.814] [叫び声]
[01:25:24.719] まだ終わりじゃない主人公は[うめき声]
[01:25:27.880] 国を巡りな
[01:25:29.400] 支援者と絆を結ぶに出る。
[01:25:34.760] 行手には様々な敵が待ち。
[01:25:36.840] これマーブル好きやんね。絶対
[01:25:38.119] この世界に救う魔物だけではない。
[01:25:40.679] あ、まあそっちだろうね。普通はね。俺はリキッドスネーク。
[01:25:44.239] 正体不さ人間気持ち悪。
[01:25:48.119] 仲間と共に世界を変える旅へ。
[01:25:51.639] メタファーリファンタジオは
[01:25:53.800] 11月
[01:25:54.719] だってこれあれでしょだってアトラスだからあのあれの外伝みたいな感じでしょ。
[01:25:58.480] 作る、探検する生き抜く。
[01:26:00.960] あのな、
[01:26:01.239] 何だっけ?ペルソナの
[01:26:03.840] MinecraftがNintendos
[01:26:05.840] イッチ2に登場。
[01:26:07.520] マブルまだクリアしてないって言ってた。遊びはそのじゃないんだ。バイブランビジュアルズに対応しなのを強化した世界で冒険ができます。
[01:26:22.280] またリクエス。
[01:26:23.760] で作ったセーブデータはスイッチに引き継いで遊ぶ初めて見るゲーム。
[01:26:29.920] この世界であなたは何をしますか?間やつやね。
[01:26:33.920] Minecraftは2026年発売。
[01:26:37.600] まあ
[01:26:39.239] マイクラ企画
[01:26:39.800] もうすぐ発売。ソフトラインナップ。その
[01:26:42.159] ま、またやりたいけどね。マイクラ企画はね。
[01:26:45.080] 日本全国を電車で巡る。
[01:26:47.600] なんだよそれ。[笑い]
[01:26:48.920] 電車アタック
[01:26:50.119] なん?何それ?
[01:26:51.880] 駅までやる。
[01:26:53.280] 喫茶店のメニューを決めようか。電じゃん。
[01:26:56.719] もっと学園祭の王様ラブ
[01:26:59.040] 4&amp;モア。
[01:27:01.080] そして
[01:27:03.040] にした方が良かった。テニプ
[01:27:05.199] テニスの王様ぎゅっとドキドキサバイバルタイブレイクラブゲームさん行け。
[01:27:11.800] 穏やかなこのマジで待って待って。
[01:27:14.520] 闇が潜んでいる。
[01:27:16.880] この
[01:27:17.280] 大丈夫?あと8分しかない。他には
[01:27:19.840] この夏秋原から世界が
[01:27:22.280] 何?ゼルダぐらいしかないじゃん。もうじゃあな
[01:27:25.159] んか終わろうとしてない。な
[01:27:26.440] んか終わろうとしてない。
[01:27:28.520] 大陸支配を目帝国の野望に立ち迎え。
[01:27:31.560] もう終わりにガアビス。
[01:27:34.239] もうなんか終わりにしようとしてるじゃん。メトロイド
[01:27:37.040] シリーズコレクション作品第2弾に
[01:27:39.159] 俺これ欲しいんだよな。
[01:27:40.239] メタルギアソリッドコレクションボリム
[01:27:43.119] 2
[01:27:43.719] 全部実気のやつ持ってんだけどさプレプレステ
[01:27:46.480] 3出すのめんどくせえからさ。
[01:27:48.920] みんなでも
[01:27:50.400] ファイナルファンタジー14
[01:27:53.280] コレクション2買おうかな。
[01:27:55.199] 現代未来をかけ巡る
[01:27:57.960] タイムトラベル
[01:27:59.679] なんか今大塚放置中の声した。
[01:28:01.320] ゼルダで確定かな?
[01:28:02.880] ゼルダだろうな。どうせメトロイドメトロイドも
[01:28:06.000] 40周年なのにな。
[01:28:08.400] 空の奇跡ザセカンド
[01:28:12.880] 光と闇の戦いが読みが
[01:28:15.159] 空の奇跡の発売フェに復っかけられ
[01:28:17.639] キングダムハーツシリーズの物語がまとめて楽しめるご覧の
[01:28:22.159] 3タイトルが
[01:28:23.600] Nintendosイッチ2に登場
[01:28:26.920] ディズニーやピクサーの様々な世界を巡る中で
[01:28:31.920] 個性的な仲間との出会いや強敵との戦いが待ち受
[01:28:37.520] 結まだプレイしたことがない方も[音楽]
[01:28:40.440] 闇との戦いを描くたの全部追みください。
[01:28:46.960] すでにNendo[音楽]Swi
[01:28:48.199] のクラウド版をお持ちの方はセーブデータの引き継ぎも可能です。ご覧の
[01:28:54.520] 3
[01:28:54.719] タイトルは月配信バージョンアップ商が気にわんくなったタイトルが入ったキングダムハーツコレクションも同日発売予定。
[01:29:06.480] 普通にサンドスとかあるし全部触るってなるよ。長いよね。確かプラスリマインドの体験版を配信開始。
[01:29:17.306] [笑い]
[01:29:17.360] スマブの空むかつくねん。
[01:29:22.000] あ、なんだ。
[01:29:23.480] この世界の構造はとても複雑です。
[01:29:25.880] これどうせ新しいやつね。また定義する光と闇を化したものさんこんばんは。指をするしなかった。
[01:29:32.400] バ指で。
[01:29:33.320] でもそれを定義するものがこの世界に来たことで
[01:29:37.920] この世界にハで終わるって聞いて
[01:29:41.960] 3
[01:29:42.199] で完結編ってさ言ってたからさ、あのもう出ねえもんかと思ったらさ、
[01:29:47.920] 3
[01:29:48.199] が完結した後にさ、ダークシー編終了みたいな出てダークシー編?え、今までのってダークシー編だったの?
[01:29:57.320] 4kg9
[01:29:58.639] ダークシー編なんて今まで
[01:30:00.280] 1回も聞いたことなかったけどって。
[01:30:04.080] シレっと終わらないんだよな。
[01:30:09.760] ただのロトだった。
[01:30:12.080] そもそもダークシーってなんやねん。東京やん。
[01:30:15.400] あ、本当だ。東京だ。
[01:30:18.080] 渋谷。
[01:30:20.840] え、空。これ
[01:30:23.040] すげえ。
[01:30:24.520] はあ。
[01:30:26.719] うお。すご。
[01:30:30.400] すごいね。クトっぽいキャラあったな。
[01:30:35.040] でも多分これ、え、え、
[01:30:41.119] 映画のポスターの中入って冒険していきそう。
[01:30:45.199] ディズニーが全然出てこなかったけど、まだ多分あれなんだろうな。色々多分見せられないんだろうな。
[01:30:50.960] 次が最後の。
[01:30:52.360] いやあ、もうゼロだよ。
[01:30:54.639] これメトロイド来たらこれもう頭坊主にしてもいいぞ。
[01:30:58.280] これメトロイド来たら頭坊主にしてもいいわ。
[01:31:00.880] くくくる。
[01:31:03.639] あ、ゼルドです。ゼル。
[01:31:05.383] [笑い]
[01:31:06.199] はい。ありがとうござい。あ、もうハイラルって言っちゃった。ハイラルって言っちゃった。
[01:31:10.080] はい。はっき。笑。[笑い]
[01:31:12.520] 笑笑。はい。なんでそんなわかるの?はい。はい。はい。はい。ラが
[01:31:18.639] だってさ、もう任天堂ダイレクトの最後もう絶対ゼルダなんだもん。だから
[01:31:25.440] ゼルダ嫌いじゃないんだけどさ。もうこの流れ毎回この流れない。
[01:31:29.800] いや、なんか今回期すぎたな。
[01:31:34.800] その者たちの名はコキり。
[01:31:39.159] 彼らは己だけの妖精を相棒として、え、これ時のリメイクなしく暮らしていく。
[01:31:44.719] へえ。フルリメイク。それはすごいね。この森にはただ
[01:31:50.600] 1人。
[01:31:51.080] 俺今まで時岡3回配信でやろうとして3
[01:31:53.280] 回飛んでるから。
[01:31:54.040] 出た瞬間興奮してたの恥ずかしくなってきた。
[01:31:54.508] [笑い]
[01:31:59.239] 俺3回時岡配信して3
[01:32:01.159] 回飛んでるんだよな。あ、時岡だこれ。うわ、これゼルダ好きなやつ。もう大気やろな。
[01:32:10.760] おお。もうナレーション
[01:32:12.639] 3
[01:32:12.880] つの時点でお借りメイクを確信しました。
[01:32:16.000] え、系で。
[01:32:23.159] うわ、時やん、これロゴが。
[01:32:25.320] おお、これは確かに興奮するね。するやんかな?リンク大好き。ちょうどサンドス版やってるわ。
[01:32:26.603] [音楽]
[01:32:33.760] あ、そうなんだ。しかも今年[笑い]
[01:32:36.360] 買ったで。
[01:32:37.679] 俺めっちゃいいPV
[01:32:39.199] ゼルダの伝説お借りなが
[01:32:42.159] NendoSwitch2[音楽]
[01:32:43.119] で蘇ります。
[01:32:44.159] すごいね。
[01:32:45.440] 詳細については改めてお伝えしますので裏番みたいなやつ。本のニダイレクトは以です。
[01:32:54.560] たことないや。
[01:32:56.040] メトロイドがメトロイド
[01:32:58.360] 40周年なのに。
[01:33:00.679] 最後にもう1つこちらをご覧ください。
[01:33:07.119] なるほどね。
[01:33:07.960] 発売日モンスターズとかぶりそうなかった。
[01:33:11.760] なるほどね。ありがとうございます。
[01:33:14.119] はい。そう。
[01:33:18.239] はい。ありがとうございます。
[01:33:21.679] にゃこよみ。にこよみ。
[01:33:23.679] そう。
[01:33:25.239] まあでもまあまあまあでもまあいや良かったんじゃないですか。あのま、とりあえずモンスターズ
[01:33:35.320] 4モンスターズ4
[01:33:37.320] が終たえろぐらいか。ダスブラ見れたからかった。
[01:33:49.080] ゼルダまでもゼルダだよな。
[01:33:51.679] そりゃ40
[01:33:52.400] 周年でゼルダかメトロイドって言ったらまあゼルダになるよな。
[01:33:57.719] メトロイド審査来ないか。そうだよな。ま、そうか。しかも今回マリオ、マリオ
[01:34:07.960] 1
[01:34:08.159] 個も出てないよね。すごいな、逆に。まあでもそうだよな。どうでしたか皆さんはなんかありました?
[01:34:17.600] コラボだけだったね。マリオ。
[01:34:19.440] あ、コラボあったっけ?まあまあまあ。
[01:34:23.520] 秋の忍代に期待点青いじゃった。
[01:34:26.320] そう点ですね。これは
[01:34:29.600] ダビスタ1
[01:34:30.360] 択すみれドンキーコングの中に笑。
[01:34:35.400] そりゃ2D
[01:34:36.000] はワンダーが出たばかりだし。開発チームがドンキーやってたからな。
[01:34:41.199] ああ、そうだよね。いや、メトロイドは出ないんだよな。
[01:34:47.000] メトロイドがな来るかと思ったんですけど来ませんでしたか。そうですか。ま、しゃあないっすわな。ま、しないすわな。まあ、ドラク
[01:34:56.320] 3のさ、ドラク4、ドラクモンスターズ4
[01:34:58.119] のターズったより早かったゲームて結構人気ある。モンスターズ年内なのは激ア。俺だった絶対あのこないだものさ
[01:35:07.840] 10
[01:35:08.040] 分間の発表のさ、感じだったらさ、あ、これあの開発決定みたいな感じでまだ
[01:35:12.800] 3
[01:35:12.960] 年待つやつだなと思ったけど、まさか今年出ると思わなかったね。
[01:35:16.480] まさか今年出ると思なかったど、あの競馬ゲームは結構人気あるんじゃない?結構人気あるんじゃない?うちのリスナーにもちらほラいますから。
[01:35:26.440] 今年末は豚とか出るから大型は回避して。
[01:35:29.560] え、あのさ、え、あのさ、あれ、あれはあのなんだっけ?えっと、プレステのやつ見ていい?プレステのやつちょっと見ようぜ。もうこんな時間だからちょ飛ばし飛ばしだけど。プレステのさ、それってもうやったの?プレステななんてやつ?プ
[01:35:43.000] スプンちゃにも走らせてほしい。プレダ。
[01:35:45.400] プレダプレダ
[01:35:46.840] プレ台ななんてやれば出てくのプレステのやつってプッシュスタートだっけ?なんだっけ?なんかそんな感じのやつやな。な何だっけ?ちょっとそ見たい。プレステの方の新作
[01:35:55.280] ステートオブ[音楽]
[01:35:56.400] ステートオブプレイ
[01:35:58.800] なんとか。
[01:36:01.080] えっとちょそっち見てないんだよね。そっち見てないんすよ。見ていいっすか?ちょっとステートオブレイ順
[01:36:14.360] 2。これは。いや、こっちも
[01:36:17.639] 1時間半もあんのかい。こっちも
[01:36:20.040] 1
[01:36:20.199] 時間半あんのかい。ま、飛ばし飛ばし、飛ばし飛ばし見てみ。
[01:36:24.400] 笑笑。
[01:36:25.159] 飛ばし飛ばしな。
[01:36:30.000] 結構ボリューミーなのね。
[01:36:31.800] うるさ。ごめん。音でっか。なんやねん。これもう芸感出てるわ。うるさ。
[01:36:44.600] はい。
[01:36:45.600] うん。ま、まずまずはまあいいか。
[01:36:49.916] [笑い]
[01:36:51.080] ま、ごめん。まずまずこれは
[01:36:55.360] ひろしやな。
[01:36:58.840] 血の両団地飛ばします。あ、プ
[01:37:09.000] ationスタジオはいいぞ。
[01:37:11.600] レディン。
[01:37:15.360] 彼最強の身。ミスターチャンピオン。
[01:37:26.639] 必要なのは
[01:37:28.400] もうずっと誰?ずっと誰?
[01:37:31.239] 最高の行動と戦いだ。早く
[01:37:33.880] タイトル教えてよ。力だけ
[01:37:35.639] タイトルYなんなんこれは内を受けわか
[01:37:39.040] コメラム反応
[01:37:40.599] ギルティギア
[01:37:41.840] あ、ギルティギアなの?今の
[01:37:49.040] マーベルなんちゃらうかも。
[01:37:52.239] マーベルの隠れたい。ハンター始め。
[01:38:05.242] [音楽]
[01:38:07.239] もう興味なしオーラが全身から出てる。
[01:38:13.119] シークバーで探すのやめてよ。ドパガきくらい飛ばすやん。笑笑。
[01:38:37.159] なんかパッとしねえな。なんかパッとしねえな。
[01:38:38.648] [笑い]
[01:38:43.360] はっき
[01:38:44.920] なんか
[01:38:46.080] なんかこれ前
[01:38:46.760] たぞ。そう
[01:38:48.400] ちゃだな、あの、
[01:38:49.239] 全部見てないのに
[01:38:50.679] なんかね、どうも容はね、本当にこ叩かれても叩かれてもあれいい。叩かれてもいいとか、もうその叩かれて誓るべきなんだけどなんか全部一緒に見えんだよね。全部一緒に見えんだよ。容はなんか俺
[01:39:04.848] [笑い]
[01:39:09.080] 全部ところか何も見てない。
[01:39:16.599] 実は全部一緒らしい。分からんでもないが。サイレントヒールね。
[01:39:24.119] 確かにコンセプトがよくにいるよね。
[01:39:26.119] 目標は祖国中央ア連合の首と正面。ここに敵前上陸し、一気に首とシーブを奪する。
[01:39:37.560] 次はあんたか。
[01:39:39.840] 俺たちが後ろを飛ぶのは
[01:39:42.960] あのされたの人には
[01:39:46.239] イコンみたいなものが必要。
[01:39:47.719] これやりたい。
[01:39:48.800] まもなく敵陸上戦艦を近い内に捉える。
[01:39:55.040] 大きい。
[01:39:58.760] 敵方兵射撃てじゃないのかよ。
[01:40:02.639] パッと見てなんかこれ以上のどこ行くの?
[01:40:06.719] ゲームのキャラクターがさどれがどのゲームのキャラなのか全然わかんない。
[01:40:11.679] 必要の
[01:40:12.840] エースコンバット
[01:40:13.960] 伝説の救世
[01:40:15.440] エースコンバットなんの?これ
[01:40:17.360] その名前が1
[01:40:18.159] つでも多く現れることを奴は望んでる存在を知らし
[01:40:22.639] 岸の声です。
[01:40:24.760] 司法来るぞ。
[01:40:26.320] 津田け
[01:40:27.320] 津田けだ。田けだ。
[01:40:28.920] 天気撤退せよ。
[01:40:32.080] あんたは残るだ。
[01:40:33.159] あ、ボンさち、こんばんは。いや、もう、あ、もう見終わっちゃったんだよ。見終わっちゃったからあのプレプレステのやつ見る。
[01:40:39.599] マン見てるのね。
[01:40:41.080] チェンソマン大好きだよ。映画見なんだけど配信で見るとゲロくんよな。
[01:40:46.320] どうでした?[笑い]
[01:40:47.960] あー、ちょっとね、俺はね、ドラクエぐらいかな。今回はドラクエが暑かったかな。
[01:40:54.480] で、プレステダイレクトを見てるんだけど、
[01:40:57.520] やば。
[01:40:57.960] 想定通りよ。翼
[01:40:59.719] 映像はすごいよね。やっぱね。
[01:41:02.599] 映像すごいよな。めっちゃ綺麗だわ。情報がれてる。実写
[01:41:07.080] なんかプル嬉しい。エースコンバットパソコンでもある。
[01:41:12.480] どうなんだろうんじゃない。
[01:41:13.639] お前はく
[01:41:15.080] 行くの死ぬほどやってた。
[01:41:19.719] やった。俺もPSPのやつ。
[01:41:22.320] アンタレスのやつじゃない。アンタレス
[01:41:24.000] ある確か
[01:41:25.199] アンタレスのやつじゃない。アンタレス。
[01:41:28.719] 新作多かったけど買うかてなった。
[01:41:32.000] 空よ。教えてくれ。
[01:41:33.639] スックス。
[01:41:34.520] 皆さんこんにちは。ディレクターのです。
[01:41:39.599] お待たせいは
[01:41:45.040] 2026年アクセスは
[01:41:48.599] 9月2
[01:41:49.199] 日いいね事なんかリマスターをせて約
[01:41:59.520] 2分にぎゅっと詰め込んでいます。
[01:42:01.480] どうなんだろうね。やる
[01:42:02.440] 自由時代に空を飛び、
[01:42:04.199] ドッグファイトの興奮を味わいながら
[01:42:06.560] ドラマティックな英雄体験が
[01:42:08.239] え、なんか可いい女いた。今
[01:42:09.400] 他にはないエースコンバットだけの空はもうすぐそこに広がっています。
[01:42:14.840] 加えて1
[01:42:16.080] つお伝えしたいことがあります。こちらの映像をご覧ください。顔と父しか見てねえな。
[01:42:30.480] 加えちゃうのマジか。あれ
[01:42:32.280] 今回エースコバット8
[01:42:34.199] ウングスオブシーブにはダウンロード版はプレイオーダー特点としてパッケージ版には早期購入特点かもね。
[01:42:42.760] 疲れてるね。食団
[01:42:44.276] [笑い]
[01:42:45.840] いや家帰れてねえんだろうな。
[01:42:47.840] 是非ヘイトと世界を同じくするの世界
[01:42:52.719] もっと深く楽しんでください。大変だよな。ゲームの開発はな。
[01:42:57.520] まではあと少しです。
[01:42:59.320] 出撃の準備を整えてお待ちください。
[01:43:01.800] ま、でもしゃあなよな。
[01:43:02.960] ありがとうございました。
[01:43:04.560] お疲れ様です。
[01:43:06.679] 目の下だるだるやん。
[01:43:08.920] いや、それはま、[笑い]
[01:43:10.840] 背景も何?無理やりスカジンさせられてる感じ。
[01:43:15.239] 絶対スカジャンとか着ないよね、あの人。多分わかんないけど。わかんないけど。スカジン来ないだろう。笑。
[01:43:18.336] [笑い]
[01:43:22.719] これっていつのソップ?
[01:43:24.440] Y
[01:43:25.000] えっと6
[01:43:25.679] 月頭にあったやつだよ。新しいやつ
[01:43:27.760] そうなイメージあるけどね。タ
[01:43:33.840] だろうけどない。笑。ワイスピマジやん。
[01:43:38.880] 危な。
[01:43:46.280] NF5って。
[01:43:50.360] え、これ何?実写やん。もうはニードフスピード。
[01:43:56.920] あ、フスピード。
[01:43:59.040] さに危なって声出るの安全意識高くていいね。ナイトライダーだ。
[01:44:06.199] ナイトライダー。
[01:44:07.800] 何?ナイトライダー。
[01:44:09.840] ナイトライダーかなんでなんでみんなの共通共通認識なの?え、デロリアンや。
[01:44:18.360] BGMで別れ。ナイトライダーか
[01:44:21.679] デロリアンナ?
[01:44:23.119] あ、何これ?何?あの、あれなんだ?映画のパロディやってんだ。俺わかんねえ。あのターミネーター見たことねえから。
[01:44:28.119] デロリアン
[01:44:29.040] デロリアンや。[大歓声]
[01:44:35.760] ナイトライダーね。
[01:44:37.159] もう分かったよ。うるさいな。
[01:44:38.440] 分かってない。[笑い]
[01:44:40.920] ナイトライダー分かってもう。おスープラやろ。やはり日本やっぱ日本の世界のトヨタよな。やっぱな。
[01:44:57.599] 世界のトヨタよ。やっぱり。運から。
[01:45:02.040] あこちゃんこんばんは。任天堂
[01:45:03.920] ダイレクト見終わっちゃってさ。今あのプレステプレステダイレクト見てるわ。
[01:45:08.520] 6月の
[01:45:18.320] 落ち着いて聞いてください。
[01:45:21.040] 思った。プレ、あの、めっちゃあのファントムペインの最初にうわ、ちょ待って待って。おい、グいわ。なんやねん。
[01:45:33.280] グすぎた。
[01:45:34.440] おいグ。これ大丈夫なんかこれ配信で
[01:45:37.199] て感じやった。プゼロがまるで違う。
[01:46:07.520] 谷が
[01:46:08.560] ハッピーがない。
[01:46:10.080] ハッピーがない。ハッピーどこ?ここスタルケア
[01:46:11.258] [笑い]
[01:46:17.440] 何これ?スタルケアって言気持ち悪いな。グロいんだよね。気持ち悪。
[01:46:28.280] うわ、すごいね。すごいな。
[01:46:36.840] すごい。すんごい。
[01:46:40.920] ホラーというかグロ、これやってくれや。い
[01:46:44.000] やあ。
[01:46:45.280] うん。汚い。今ぼかし入ってた。いる。
[01:47:02.080] ずっと英語や。ずっと英語。
[01:47:13.880] さんのホラゲやりたい。
[01:47:15.320] PTね。
[01:47:29.960] アンティルドンに
[01:47:33.199] これさっきのゲーム
[01:47:35.000] さっきのゲームの続きって言われても俺全然わかんないけどになってしまうのかな?笑うんだ。さっきのゲームの続きですって言われてもああ、そうなんだて思うけどね。わかんないんよね。
[01:47:38.374] [笑い]
[01:47:47.599] だからなんかさっきのゲームはまたグいなあ。
[01:47:52.000] 別のゲームかよ。似てるね。確かに。ハッピー要素をください。
[01:47:57.000] ハッピーが欲しいよね。
[01:47:59.400] 全然違うけど。やっぱやっぱりペってみたいな外国人にはあれ分かるんだろうな。日本人には分かんねえんだ。
[01:48:06.199] これが
[01:48:14.599] コントロール
[01:48:16.920] コントロールっていうゲーム何これ?
[01:48:23.599] まず外国人の見分がつかないか?
[01:48:26.190] [笑い]
[01:48:28.480] ゾンビがいるかいないか合ってた。
[01:48:31.159] 笑。
[01:48:32.800] コントロール
[01:48:37.520] 全然わからね。
[01:48:47.239] ハッピーだ。グいやつばっかやな。もう色味がずっと一緒や。全部暗い。全部暗いねんな。
[01:48:58.285] [笑い]
[01:49:01.159] お、本当にハッピーか。いくれ。おもろそう。お猫が好きそうなドンパチ。
[01:49:15.599] また英語や。1
[01:49:16.599] 回プチプチお店挟んで。はい。暗くて楽しいの?
[01:49:24.960] デスケニーや。ダークネス。あら、バンジーじゃん。
[01:49:29.840] ダークネシねんて言ってほしい。
[01:49:48.560] 空を青くして暗闇みだもんね。それダークネスや。
[01:49:53.320] 暗いな画面が。
[01:50:03.320] まあでも好きな人は好きやろな。明るいゲーム欲しい。笑。
[01:50:13.119] ずっと気持ち悪いクリーチャーとの戦いやな。悪ならなさがコンセプトなのね。
[01:50:17.541] [笑い]
[01:50:22.280] ヨッシー返して部屋明るくしろって割には暗いやつ多すぎる。怖くてトイレ行けないよ。
[01:50:28.920] そうね。
[01:50:37.040] ま、好きな人は好きやろな。
[01:50:38.880] モンスターズのPV
[01:50:40.119] 見た感じを示メス配合のシステムはもう完全撤廃されてマラソンかよ。
[01:50:46.599] そんなことより大きさシステムをさ、なくして欲しいんですよ。
[01:50:50.840] 俺は魔王3
[01:50:51.599] 体にしたいの。そ、当は売れたよな。
[01:51:03.880] お、いいじゃ。お、いいよ、いいよ。いいよ。こういい。いいね。なんだ
[01:51:07.760] なんてラスボスすら作れなかった。
[01:51:09.960] なんだ。今のプレステ
[01:51:14.000] 1みていなゲーム出てきたよ。
[01:51:15.880] 海渡ったって。
[01:51:19.960] 何これ?
[01:51:20.320] ハッピー来たぞ。
[01:51:21.440] プレステ2
[01:51:22.079] 時代を代表する最初にギルマンが登場。え、何?ギタルマンって知らない。え、これはギターそう。もっと紹介してくれよ。これを
[01:51:38.599] 楽しい。クラシックカタログだね。なんやこれ?何?クラシックカの男性。男性。
[01:51:45.520] 何?クラシック何?クラシックパ
[01:51:52.040] プレステ2のゲームだったよ。
[01:51:54.960] あ、あれなんだ?あの昔のゲームあのオンラインみたいなやつね。なんちゃらオンラインみたいな任天堂ンラインみたいな。そっ昔のあ、なるほど。いいね。いいね。
[01:52:11.679] 懐かしい。サゲないの?もうパチスロでしかやったことないわ。
[01:52:18.520] 画質いいな。あ、あいつあれやん。ストシングスの人。
[01:52:38.440] ストレンジャーシンクスこれストレンジャーシングスかあルトン
[01:52:49.679] 2これ
[01:52:52.360] あざす
[01:52:54.719] あるわちょっともうやめてよっけグっと
[01:53:00.560] もうもうやめてよそんなちょっと今
[01:53:06.920] マックスさんプえ配信乗っけれねえじゃん。すぐ暗くなる。
[01:53:12.880] もうそんなグロけりゃいいってもんじゃないでしょ。もうセージはだめ。この時間にこれ見ると夢に出る。寝る前に見るものがいいのよ。
[01:53:23.880] やべ、ちょっとこれはさすがにグすぎ。うん。ちょっとちょっとやだな。俺ちょっと見たくないわ。ません。
[01:53:30.760] だってさ、だってシークバーでポンって飛んだ先もなんかまたこれもこれアンティルドンじゃないよね。これ
[01:53:30.780] [笑い]
[01:53:38.599] 一緒やん。もうわからんねん。これ
[01:53:43.040] 全部一緒なんだよ。もうなんでこうなのよ。
[01:53:43.213] [笑い]
[01:53:49.800] 笑笑
[01:53:51.040] どこがグくてどこがグくれんだかわかんねえよ。
[01:53:55.599] ゴッドオブウボーなんだ。
[01:53:57.280] ブラッディすぎる。あなたいっつもそう
[01:54:00.360] なんでっつもそうなんだよ。
[01:54:03.760] ギタールマンをよせよ。
[01:54:05.360] ギターマンみたいなのを出してくれ。でしょ
[01:54:11.480] 周りをあいうの。あ、面白そうだよ。
[01:54:16.239] 面白そうだよ。
[01:54:16.920] まあまあ荒れてたな。
[01:54:19.000] 荒れてたんな。いや、今のちょっと見たくなかったな。グかったな。
[01:54:28.960] デイブさんだ。お、いいね。
[01:54:32.994] [笑い]
[01:54:35.440] いい、いい。こういうのいいじゃない?何これ?面白そう。
[01:54:39.000] あれ?違うやん。デイブだ。笑笑。ウーロんちゃん。
[01:54:48.599] BGMかっこいい。
[01:54:53.599] ギタマンの船。URL省略。
[01:54:56.320] もう読むのデイブさんのあれやん。ディノ男性。ディノ男性ノ男性。食いつくのがクラシックカタログとかレプロゲーマーの鏡。
[01:55:07.360] まあそうなっちゃうよな。
[01:55:12.440] セイブザダイバーの前日タ。
[01:55:14.679] へえ。キングママやん。おもろそう。
[01:55:25.199] これ面白そうだね。
[01:55:27.400] どんなゲームなのか全然わかんないけど。
[01:55:30.840] どんどんや
[01:55:32.360] コールストリーボブ
[01:55:33.520] どんなゲームなのかが全然わかんねえんだよな。
[01:55:37.280] 結局何を終わっちゃった?何をするゲームなの?今のはそのなんか世界観は分かったんだけど。何をするゲーム?
[01:55:44.400] アクションゲーム
[01:55:45.079] が料理するゲーム。
[01:55:46.320] いや、そのアクションゲームとかさ、なんかあるやん。なんか
[01:55:49.280] RPGとかゲームプレイ画面が
[01:55:52.040] 1個もねえからさ。映像だけで。
[01:55:55.599] 何をされてる方なの?ハッピー紹介短くない?ごら
[01:56:00.840] ハッピーのはもう短い信
[01:56:07.639] プチプチお見せみたいなもん。
[01:56:10.159] ああ、そうなんだ。
[01:56:18.079] 行くぞ。
[01:56:23.690] [叫び声]
[01:56:25.560] お、何今のジョジみたいなゴみたいな勝利
[01:56:33.239] まぶさんが好きそう。
[01:56:35.239] ああ、やりそうだね。
[01:56:38.599] ドムクみたいなゲームプレイだね。
[01:56:40.840] 確かに。
[01:56:45.400] お願いします。ヘ
[01:56:58.320] 生きの木キの木って言ってる。
[01:57:06.840] おムくおく。[笑い]
[01:57:15.000] 今日はどこに行く?
[01:57:16.280] ゆかり飲んでなくない?ゆかり飲んでなくない?声大きいよ。声よ。生きのきのきの生きのきみたいな。
[01:57:26.840] うっかり死んだりしちゃ気をつけるんだぜ。
[01:57:30.440] 煙だって。
[01:57:31.400] 笑笑。
[01:57:33.000] このままだと自分だけ。お久しぶりです。中村い育です。
[01:57:40.981] [笑い]
[01:57:41.719] ユスme
[01:57:43.760] ユ
[01:57:44.599] うと言っても多分私のことを知らないし忘れてる人もいるかもしれないんですけど。
[01:57:50.960] そうだな。うん。見てね。お姉さんです。
[01:57:54.280] 今日皆さんにお届けしたのは妖怪ハンターアクションゲーム。
[01:57:58.440] あの、あの、
[01:57:59.280] 舞台は煙シティ。
[01:58:00.880] このの世が混ざるカオスモーキにスモあるところに妖怪ありという言葉がありましてそれを妖怪出します。
[01:58:13.000] なんかこの人は覇気があるね。
[01:58:14.400] 妖怪ハンター使えるフォックスウィンドウツの窓です。
[01:58:18.800] この窓を返してパラノーマル現象や妖怪を見つけ出してで貸化してそこに妖怪をハントする。
[01:58:25.521] [笑い]
[01:58:26.800] しかし妖怪ありません。
[01:58:29.960] 私たちのゲームでは妖怪と契約をしなきゃ
[01:58:30.107] [笑い]
[01:58:33.679] 頂をまといい自身に表
[01:58:37.480] またさ出てくる。
