[00:00:54.760] 残念。橋本の冒険派。ここで終わって
[01:38:28.719] 分かった。じゃあ借金鳥の
[01:38:32.760] 借金ああ、分かった。金かしってあいつか
[01:38:35.280] 。さっきの金貸しってさっきのあいつ。
[01:38:37.840] あいつか。氷がしのアーダコーダって言た
[01:38:40.679] ね。
[01:38:42.520] あ、でこの腕輪と交換してもらうとかじゃ
[01:38:44.760] ない。
[01:38:44.960] 違うかな?おいおい、さえてんな。え、
[01:38:48.159] すげえさえてねえ、今日俺
[01:38:51.360] すげえさえてね。MDX
[01:38:52.480] さん、こんばんは。めちゃさえてね。えっと、どっから来たんだっけ?こっちか。
[01:39:07.719] 冒険はいかがですか?
[01:39:09.400] うん。しんどい。しんどいでございます。
[01:39:14.719] 愛も変わらず。いや、でもね、結構なんか
[01:39:20.000] ひらめきがひらめきが結構お前あれじゃないの?持ってんじゃないの?バイオリン。え、ロー板のバイオリンですって。あの糸巻きの割れたバイオリンですか?だめだめ。お客さん、そりゃ無理だ。お客さん、あの板がどれほどの乱暴のか知ってんの?バイオリン売っちゃったなんて知ったらローバさんに何されるか分かったもんじゃねえ。あれだけはちょっとそ金額じゃ
[01:39:39.560] 売れないね。
[01:39:40.040] 保険みたいなもんだもん。あれがあるから番さんは私に乱ぼしないんだから。
[01:39:43.920] バりは人質みたいなもんよ。おっかないん
[01:39:46.560] だよ。ローバさんって悪いね。気悪くし
[01:39:48.119] ないでね。お客さん、私だって自分が
[01:39:49.679] 可愛いんだから。
[01:39:52.080] え、それだけ?
[01:39:55.679] ええ、なんか、あ、これちゃう。宝玉。
[01:40:00.159] これでどうだい?これでどうだい?お客
[01:40:03.960] さん冗談をよしてくださいよ。もうちょい
[01:40:05.920] マなもん。いや、結構上等だろう。これ
[01:40:08.119] 宝玉だぞ。
[01:40:10.719] 暴玉
[01:40:13.520] モンハンだったら9800ゼニーだぞ。
[01:40:17.360] 上は
[01:40:20.040] じゃ外したじゃなくて
[01:40:25.280] あ、ダメなんだ。
[01:40:30.920] バイオリンダメ。いち
[01:40:35.960] い手を広げるのなんなん。
[01:40:38.960] しかも話終わった後にな、このこのこのこの間動けないねん、俺。えー、いや、わかんねえな。わからんねえ。うー。まあ、でもなんかバイオリンこいつが持ってんのは分かった。どうにかしてなんか、あ、なんかあるやん。
[01:40:59.840] ん?
[01:41:01.760] いや、何これ?何もないの?何もないんだ
[01:41:03.520] 。
[01:41:05.719] え、なんだろうね。
[01:41:15.400] うーん。
[01:41:25.000] ここダメなんだよね。
[01:41:28.480] そうだよね。
[01:41:31.000] あれはどうすりゃいいんだろうね。
[01:41:35.400] バイオリン返してくんねえかな。
[01:42:21.159] うえ、
[01:42:25.119] もうわかんねえて。
[01:42:33.119] こっち行ったら死ぬんだよな。
[01:42:36.960] うーん。
[01:42:44.080] ちったね。なんか虫いっぱいいるわ。えー
[01:42:46.920] 、なんだろうな。
[01:43:07.960] ああ
[01:43:25.199] 、ダめだ。
[01:43:28.960] だめか。あ、進捗。こ、今、今、ここ。はい、これです。進捗。ああ、もうやっぱダめだね。忍者ムピー。
[01:44:03.560] いちいちロードさせるのだる。笑
[01:44:07.480] あ、でも俺この部屋来てねえな。この辺来てなくね?来たっけ?あ、折れたけ?折れたけ?おお。いいじゃん。折れた剣。
[01:44:25.520] お、なんか
[01:44:27.520] なんか来たよ。
[01:44:34.119] いや、まあ、普通に折れた剣じゃなくて
[01:44:36.440] こっち持ってけよって思うんだけどね。
[01:44:39.000] いや、なんでここに折れてない剣があるの
[01:44:40.639] にわざわざ折れた方持ってくんだよ。これ
[01:44:43.080] 持ってきゃいいだろ。
[01:44:49.639] 使えないんだ。なんかここでなんかさっき
[01:44:54.239] どっかでさ、ここで武器を直したんだろう
[01:44:56.960] かみたいなとこあったよね。それどこだっ
[01:44:58.679] たっけ?上だったっけ?なんか武器直した
[01:45:01.440] みたいなの。なんかなんかあったよね。
[01:45:06.440] どうだったかな?なんかなんかそんなの
[01:45:08.280] あったぞ。か
[01:45:25.239] 違うよな。
[01:45:41.880] いや、どこだったかな?なんかあったんだ
[01:45:43.880] けどな。ていうか普通にこれ持ってけや。
[01:46:03.480] あ、しんどいね。しんどいやね。
[01:46:07.880] で、なんでなんでなんで
[01:46:09.719] プレステアロード地獄?
[01:46:11.400] あ、まあね、確かにロードがないんだけロードがないだけマしか確かに確かにそうなんだけどさ、まあロードなくてもこの地獄だからね。確かにこれにロードだったら終わってたね。
[01:46:29.040] マップがゴールデンアイみたい。笑。
[01:46:31.040] ま、64だからね。一緒だからね。
[01:46:36.920] ここって何屋さんなんだ?ここがあれ
[01:46:38.719] でしょ?ここって何屋さん?この家って何
[01:46:41.520] だっけ?入るとこえんだっけ?ここかん?
[01:46:45.880] あれ?ここって何?
[01:46:50.840] あれ?ここって何だっけ?
[01:46:54.280] ここって何もないのか?
[01:47:01.360] お、入る、入る。あれがねえんだな。
[01:47:08.440] ここ入れないもんね。入れねえわ。
[01:47:13.639] あとはどこ行きゃいいんだろうな。
[01:47:16.920] これ鍵違うよな。多分な。そうですよね。
[01:47:23.960] そうすよね。
[01:47:29.080] あ、間違えた。違う違う違う。
[01:47:38.599] ですよね。
[01:47:41.239] うー、わかんない。
[01:48:03.119] ここって何なんだっけ?
[01:48:08.000] ああ、
[01:48:10.960] はいはいはいはいはいはいはいはい違うね
[01:48:15.159] ここはなんか乾きの石がアーダこうだって
[01:48:17.119] 言ってたんだよな
[01:48:19.679] 呪文を唱えたらアーダコーダみたいな。あ
[01:48:21.599] 、あ、あ、おい、おい、おい、おい、おい
[01:48:23.360] 、おい、おい、おい、
[01:48:25.960] おい、おい、おい、おい。
[01:48:29.280] ありますやん、もう1個。
[01:48:33.520] あ、意外とこれ、これでまたなんかもらう
[01:48:35.520] んかな?
[01:48:38.199] コイン落ちてた。
[01:48:43.920] ほんでだよ。ほんで、しかもこここっち来
[01:48:46.840] たけど、こっちもあるからね。ここもある
[01:48:50.520] からね。
[01:48:51.320] あ、鍵かかってんな。鍵穴がないんだ。へえ。
[01:49:03.520] 今日の進捗ぐい。
[01:49:07.080] 前回ドア1
[01:49:08.000] 枚だったのにな。いいよ。うー。そうそうそうそうそう。
[01:49:15.040] こんなんがあって、
[01:49:18.960] ちょっとさ、頭に入ってねえからさ、
[01:49:23.199] ちょっとこのもう1回見ていい?何だった
[01:49:25.440] んだっけ?この辺
[01:49:30.320] はよクリアしようや、これ。
[01:49:33.520] はよクリアしようぜ。
[01:49:46.800] こういやもいないと思うけどさ、いないと
[01:49:49.960] 思うけどさ、このゲームキプレーってやつ
[01:49:51.960] いる?
[01:49:54.639] あの、教えなくていいんだけど、この
[01:49:56.119] ゲーム俺今なん進捗これ何パー?50%
[01:50:00.159] ぐらい来た?
[01:50:02.159] うわ、待って
[01:50:04.159] 全然ないもんこことうわ、またコインある
[01:50:08.760] し。
[01:50:10.639] 未プレイですが35%です。
[01:50:14.080] も返事戦。笑。
[01:50:16.800] え、これ何パーなの?今ナずさんいねえから。ナずさんだけだ。唯一ナずさんだけ。ずさんはこのゲームや。田ズさんって配信者なんだけど、あの
[01:50:29.679] 64
[01:50:30.040] のゲームコンプリートしてんのね。で、
[01:50:32.080] 64
[01:50:32.400] のゲームを全てクリアする配信やってて、このゲームを見てやってる俺を見に来て一言、このゲームは
[01:50:39.679] 1度クリアしたら2
[01:50:40.560] 度とやらないゲームです。
[01:50:44.599] 64
[01:50:45.079] コンプしてる人が言ってたんだぞ。おい、
[01:50:47.320] 64コンプしてるやつが
[01:50:49.480] このゲームは1度クリアしたら2
[01:50:51.119] 度とやらないゲームですね。て言ってた。
[01:50:52.840] 64マスターモさじを投げるレベル。
[01:50:59.280] 香ばしい香りがしてきました。笑。
[01:51:01.760] お、なんか魚がなんか魚おるけどなんだろうね。
[01:51:09.440] てかもうアイテム欄いっぱいなんだけど。アイテム欄いっぱいじゃねえかよ。
[01:51:15.040] その話聞くと新曲
[01:51:16.599] 1桁っぽそう。
[01:51:17.760] いやいや、そんなないやろ、このゲーム。
[01:51:24.560] 64
[01:51:24.960] のゲームコンプってすげえよな。てかそのゲなんかの
[01:51:29.040] 1
[01:51:29.239] 個でもゲームをコンプしてるってすごいゲーム機を。
[01:51:34.159] 俺もさ、ま、いっぱいってことはクリア
[01:51:36.760] なあ。なあ、もうこれここにあるのでクリアまで行けるってことなの?
[01:51:44.159] ここ降りれね。
[01:51:45.119] ああ、間違えた。
[01:51:50.119] もうやー。
[01:51:53.679] ああ、その高さで。笑笑。
[01:51:57.719] スペランカーもいいとこ。うわ、なんか俺アイテム取ってない。
[01:52:01.679] あれ?アイテム2個取り逃してるんです
[01:52:04.239] けど。
[01:52:07.960] 1個あのコインだろ?あと何だっけ?あと
[01:52:11.560] なんか取り逃な
[01:52:17.840] んだっけ?あ、折れた剣だ。ってのか忘れ
[01:52:21.079] 。折れた剣。折れた剣とコイン
[01:52:24.760] 。これの折れた剣。折れたけ。これこれ
[01:52:27.800] これ
[01:52:51.280] キップいねえのかよ。キップ指示中いねえ
[01:52:54.560] の?指示中。
[01:52:57.560] なんでさ、
[01:53:00.679] なんでじゅんちゃんのさ、じんちゃんの
[01:53:03.840] あのラスアスの配信にはネタバレ中湧くの
[01:53:06.079] にさ、俺のこの配信にはネタバレ中湧か
[01:53:09.000] ないの。
[01:53:11.599] 分けよ。
[01:53:20.239] 考えせられにき。
[01:53:24.440] 考えられに来てくれよ、ここね。
[01:53:28.480] プレイわけないだろ。
[01:53:30.840] 1
[01:53:31.000] 人いたんだって。ナズさんがいたんだって。
[01:53:34.199] 1人唯一でも
[01:53:36.880] 2
[01:53:37.000] 度とやらないって言ってた。僕もこれやりましたけど
[01:53:40.880] 2度とやりませんって言ってた。うん。
[01:53:44.079] まだよなって思う。1
[01:53:45.760] 回やれば十分。あれださなんだっけ?どこ?どこにスるだろ。
[01:53:53.159] どこにどこでコイン拾ったんだっけ?
[01:53:58.440] 自分もプレイしたけど実はここまで行たことがない。
[01:54:02.320] 笑。え、クリアがなんてダブルシャドウゲート
[01:54:06.639] 64トライアルズオブザフォタワー
[01:54:10.360] N64シャドウテ64
[01:54:13.560] トリアルスオフアトア
[01:54:16.880] あり
[01:54:20.119] ああ、俺つまでこのゲームなやんのかな。さっきコインさどこで拾った俺?ここだ。
[01:54:29.320] 誰かにやらせるには良いゲームなのかもしれない。
[01:54:32.719] 終わったら誰かに送り付けようかな、これ。いや、でもね、このゲームね、配信でやってる俺が言うのもなんだけど配信でやんのは難しいよ。て、
[01:54:50.360] URL
[01:54:51.000] 省略って言わなかったっけ?棒読みちゃん。
[01:54:53.840] いや、言ったと思う。なんかね、言ったり言わなかったりするのよ。
[01:54:58.159] 言ったり言わなかったりしろ。
[01:55:03.280] ここ何だったっけ?あまり開かない。
[01:55:13.719] いや、このゲーム配信でやるの結構ね、
[01:55:18.440] 大変だと思いますよ。
[01:55:21.280] 色々
[01:55:22.960] 色々大変だよ。
[01:55:27.800] 見るだと思う。
[01:55:29.079] 見る側のね、義量も試されてるから見る側の義量も試されてるんだよ。
[01:55:38.920] 見る方も大変だ。
[01:55:40.840] 本当だよな。
[01:55:43.400] 1回セーブさせてくんね。
[01:55:44.440] おやすみなさい。
[01:55:45.400] ああ、おやすみ。おやすみ。ありがとうな。オプションじゃない。オプションじゃない。
[01:55:55.159] でもドラクエ2
[01:55:56.400] やってる時より人が集まるんだよな。チマゲームのがやるとな。うちのチャンネルちょっと気持ち悪いから合に見るのがいいね。
[01:56:04.560] 合間合間じゃね。ずっと見ておけ。ずっと見ていなさい。カ目せよ。歴史の目撃者になるんだ。ああ、これ馬小屋か。馬小屋か、これ。おい、こら。お、いい人。そう。あ、何してこんりゃわかんだろ。
[01:56:21.199] 馬の晩してんのよ。え、馬はどっかてビラ
[01:56:24.199] わかんだろ。みんなで払ってんのよ。たく
[01:56:27.159] 仲間が馬の今強連に出てる時に変な連中が
[01:56:31.639] ずろぞれ気がってうっちたらあれしねえよ
[01:56:33.520] 。オでの可愛い馬たちなかんかん帰って
[01:56:37.199] これねえのよ。城の外で締め出し食らって
[01:56:39.520] んだ。ぼや騒ぎとか待って。俺馬たち気が
[01:56:43.079] 立って気が立っているしな。おら
[01:56:47.679] たちが心配だよ。あいつら早く帰んねえか
[01:56:49.520] な。
[01:56:50.639] そうしたらも帰ってくんのに馬がいねえと俺は寂しいよ。馬か何も馬のなんか
[01:56:59.920] ジニーデップやん。
[01:57:01.760] ジョニーデップ馬の何かは持ってないね。悪いけど。かき現金馬燃えやすし。
[01:57:19.880] え、馬たち火嫌い。馬小屋に火なんと
[01:57:22.639] 持ち込んだらほら馬たちのために怒っ
[01:57:24.719] ちゃうぞ。おら、怒ると怖いんだ。棒
[01:57:27.480] じゃん。こんなすぐおっちゃうぞ。主には
[01:57:31.920] 病気がいっぱいでバーバが言ってたぞ。
[01:57:33.960] これは
[01:57:36.280] 血を血。分かる?血。
[01:57:48.000] やだ、やだ、やだ、やだ、やだ、やだ。懐かしい。
[01:57:53.320] ち、
[01:57:53.639] マリベル見たくないか?
[01:57:55.159] いや、もうマリベルに会いてえよ。マリベルに会いたき。ああ、ドラクエセ
[01:58:03.520] 7やりて。俺も早くドラクエ
[01:58:06.480] 7やりてえなあ。いや、ちょっと待って。
[01:58:13.440] さっき俺が死んだとこてどこだったっけ?俺さっき
[01:58:17.360] ドラキドラキ中です。今ドラキン中。ドラキンスカイウォーカードラキンカイウォーカー
[01:58:27.880] こんばんは。シャドウゲート
[01:58:29.520] 64ですね。引力中。
[01:58:32.040] そうです。月きこさんこんばんは。え、チャドゲート
[01:58:35.040] 64です。俺も早くドラクエ
[01:58:39.440] 7やりてえのに。
[01:58:44.280] あれば貯めるほど
[01:58:46.440] そういうことだね。もう、もう、もう貯めれば貯めるほど気持ちいいんだから。ドラクエね。ドラ、今ドラキ中だから。え、
[01:59:01.639] ならできるのに
[01:59:02.800] すな。
[01:59:05.239] あれ?あのさ、俺どこで死んだの?さっき
[01:59:07.520] どうやって行ったんだっけ?どこだっけ?
[01:59:09.119] あれ?ここか?
[01:59:14.800] 違うね。あれ?俺さっきのとこどこ?どこ
[01:59:18.360] で死んだの?俺ってこれ?
[01:59:22.639] あ、どこで死んだかわかんなくなっちゃっ
[01:59:24.119] たな。
[01:59:39.159] あ、戻ってきちゃった。違うね。あれどこ
[01:59:41.719] で死んだの俺?こっち?違う。こっちじゃ
[01:59:43.639] ないな。
[01:59:45.840] うーん。さっき穴に押して死んだのどこ
[01:59:48.440] だったかな?でもコイン拾ったからあの
[01:59:51.239] 七谷に持ってってもいいね。七谷に持っ
[01:59:53.560] てってもいいね。
[01:59:58.719] ここじゃねえんだっけな。
[02:00:10.520] えー、ここもどっかだな、多分。ああ、
[02:00:12.480] こっちかな?ここか?
[02:00:17.480] ああ、ここだ。ここだ。ここだ。ここだ。
[02:00:19.000] なんかあるのよ。まだあそこコインみたい
[02:00:20.560] なんだよね。取なんだが。こっちは何も
[02:00:25.520] なかったもんな。
[02:00:29.599] 1回セーブしよう。死ぬ気がする。
[02:00:33.679] を予感する。
[02:00:36.520] もうなんかあるけどね。
[02:00:58.760] コイン2枚だ。
[02:01:09.239] あれ、ちょっと待ってん。ちょっと待って。ん、あれ、あのさ、あれ、アイテム
[02:01:16.320] 1
[02:01:16.440] 個消えたんだけど。おい、これ大丈夫なの?これね、アイテムランなと思ったらアイテム
[02:01:21.880] 1個消えた。
[02:01:24.079] え、2
[02:01:25.560] ページ目
[02:01:26.280] ちゃ窓びっくりなくしたんです。
[02:01:28.320] 違うよ。2
[02:01:28.880] ページ目に行くのかなと思ったら行かね。
[02:01:31.760] いや、これ1
[02:01:32.560] 番最初の骨なくなったじゃん。
[02:01:34.159] 落とした。
[02:01:35.360] え、1
[02:01:35.760] 番最初の骨なくなっ、え、これ大丈夫なの?積んだりしないよね、さすがに。え、き
[02:01:42.719] 用ですか?
[02:01:43.800] え、これ
[02:01:46.360] これ罪です。
[02:01:47.320] え、これ罪?あれ?骨なくなったんだけど。え?あ、入り口だ。ああ、ここもあれなんだ。
[02:02:02.480] シャドウゲートは前下あるからなんと。
[02:02:04.800] うん。シャドウゲートね、罪あるんだよね。前下あるからね。
[02:02:09.280] 1
[02:02:09.440] 回積んでるからね。前のファミコン版で。え、これアイテムあるんだよな。
[02:02:17.159] そう、罪あるんだよね。これがあるかわかんないけど。ファミコン版は罪がある。いや、さすがにさすがにね。さすがにね。
[02:02:31.639] 落ちそうで怖えな。
[02:02:38.880] これはさすがに今開かないかな。ちょっと
[02:02:41.239] コイン上げに行こうぜ。コイン上げに
[02:02:42.960] 行こうぜ。ああ、危ない。落ちそう。
[02:02:48.040] 落ちそう。
[02:02:57.719] よし。
[02:03:05.239] 橋本こんばんは。
[02:03:06.360] あルビさんこんばんは。やってまんねえ。
[02:03:30.159] いや、アイテム消えたけど、それ本当に
[02:03:32.079] 大丈夫なの?
[02:03:40.760] やべももう11時で40分なんだけど。
[02:03:44.199] ちょ、もうちょっとやりてえな。
[02:03:48.159] なんだかんだ。
[02:03:48.880] 文句言いながらちょっともうちょっとやりたいなっていう気にさせてくれるんですな、このゲーム。ちょっとこれコイン持ってきたよ。
[02:03:56.960] 時間はあっという間やね。
[02:03:59.000] してるやん。
[02:03:59.760] せやねんな。
[02:04:00.400] おもろいゲームは時間経つの早いって。
[02:04:08.599] またお前さんがしつこいよ。待て待て待て。今回はお前今回はお前の好きなコインを
[02:04:13.679] 2
[02:04:13.920] 枚も持ってきた。さあどうだ?欲しくないか?このコインが。
[02:04:19.880] コインを渡した。お客様、こんな素晴らしい品があるんです。
[02:04:25.800] ムキムキ。
[02:04:27.320] こちらの品などいかがでしょうか?年代物の宝石箱でございます。もちろん中身は入っていませんが、素晴らしい宝石が入っていたかと思われます。ええ、
[02:04:37.800] キャラメルかと思った。
[02:04:39.199] ええ、これ何買った方がいいの?これいいえってやったらどうなんの?あ、いや、変わるんかい?これいいエってやったらこれぜ。おい、おい、おい、これ、これ待って。これなんかちゃんと俺さ、買ってよかったんか?さっきの宝石
[02:04:53.040] こっぱ
[02:04:54.599] やるんかい、これ。待って。これさ、バイオリン出てこねえかな、これ。バイオリン出てこない、これ。いや、意外と品あるぞ。ゆいしある。はい。
[02:05:09.559] なんだこれ?逆好き
[02:05:12.760] いらねえな。用がないなら帰った。帰った
[02:05:15.599] 。
[02:05:19.639] これ何買えばいいの?これ何買えばいいん
[02:05:22.920] だよい
[02:05:29.599] どれだろうな。いやわかんねえな。
[02:05:35.400] これ
[02:05:35.920] ダニコか
[02:05:36.760] ね。これつ罪とかないよね。さすがにチャンスは
[02:05:42.960] 2回。
[02:05:44.000] ええ。やでもさ、これ宝石箱はいらなくない?さすがに。
[02:05:53.480] さすがに宝石箱はいらないんちゃう?何これや?
[02:06:02.079] 不思議な木の実なあーちゃんこんばんは。地獄を味わっていますよ。いかにも聞き目のありそうな機能み。え、何?不思議な人代ね。
[02:06:16.639] ま、ちょっとまあまあまあ抑えてんなっては思った。抑えてんなとは思った。
[02:06:23.400] 5衛門ぐらいかな?テシった。
[02:06:26.840] ガントレット
[02:06:28.440] 。
[02:06:44.239] いや、わかんない。これ何買えばいいの?
[02:06:58.159] しかもちょっとアイテム多すぎてさ。
[02:07:07.760] あ、あー、1回これやりに行く。これもう
[02:07:12.280] 1個あったとこ分かったじゃん。
[02:07:14.800] これやりに行くか。もう1
[02:07:15.760] 回わかんねえからさ。ただこれアイテムがさ、ちょっと埋まっちゃってんの大丈夫なの?これ宝石箱とかの効果を想像してみるべ。
[02:07:26.000] え、宝石箱とか効果なんかないでしょ?あんのかな?効果箱に。
[02:07:36.559] おはちゃまちゃま
[02:07:37.800] 宝石箱に。みーちゃんこんばんは。みーちゃんこんばんは。久々にやってますわ。
[02:07:42.400] 相変わらずもうチン感すぎてわけわかんない。これ宝石箱にブローチしまうとかこかけとこゆ
[02:07:51.079] あれか宝玉を収めるとかなかなどうする?宝石箱取っとく。わかんねえ。
[02:08:09.440] 海の宝石箱や。
[02:08:12.719] ひこまろもいます。
[02:08:13.880] おる。こいつ鼻でかすぎだろ。
[02:08:20.520] ええ、買う。これわかんねえ。宝石
[02:08:32.960] アンケトロマザースウエット可愛い。
[02:08:35.800] 宝石ロンティね。マザーのロティ
[02:08:38.960] 買ったり買わなかったりしろ。
[02:08:41.000] 買わなかったりするか。じゃあちょっと
[02:08:43.320] 待って。じゃ、アンケ取るわ。
[02:08:46.920] アンケとるべ、じゃあ。
[02:08:50.079] え、ちょうど4つだもんね。ちょうど4つ
[02:08:53.639] だもんね。何買うかね。何買うか。
[02:08:59.239] ちょっと待って。
[02:09:07.360] えっとまず何だっけ?まず
[02:09:09.000] 個人的には歯ガントレットが怪しい。
[02:09:13.360] タイピング馬ねえの商品がある。
[02:09:17.559] えっとね、えっとね、宝石箱。宝石箱。これなんだっけ?不思議な木の。
[02:09:23.400] あ、えっと木木
[02:09:25.639] のみ
[02:09:27.599] 木の実宝箱
[02:09:30.639] とこの不思議な木と不思議
[02:09:33.920] な木と何だっけ?買わない。買わない。
[02:09:37.280] 買わない。不思議な木のみでムプアップ。
[02:09:39.559] え、これガントレットね。ガントレット。
[02:09:43.440] ガントレット。
[02:09:48.559] ガントレット。ガントレット。うん。で、これ、これ何?ゆいある。
[02:10:00.679] 赤服食べた。
[02:10:03.119] ゆいある。赤服食べた。
[02:10:06.639] これ逆月きって読むのなんて読むのこれ?逆月好き。はい。赤服うまかったわ。あ、逆月好き。はい。
[02:10:18.800] うめえよな、赤服。
[02:10:19.920] うめえ赤服。でもさ、あれさ、マジでさ、賞味期限
[02:10:23.040] 2日とかなのね。賞味期限
[02:10:25.520] 2
[02:10:25.679] 日とかなのね、あれね。はい、アンケ。はい、アンケ。ま、もうど、どれ、どれ、どれ買っても多分そんな変わんなそうだけど。
[02:10:34.960] どれ買ってもなん変わんなそうだけど
[02:10:38.920] 赤服食べたくなってきた。
[02:10:40.559] パイパイって赤服うまいよ、あれ。めちゃめちゃうまかった。あとね、変なエビも買ったねん。あれもうまかったよ。エビ変なエビも買った。なんだっけ?えな、何て言うんだっけ?エビ有夢のやつ。金色のやつなんな忘れちゃったけど。
[02:11:01.360] 硬いやつね。
[02:11:02.559] うん。
[02:11:02.880] 全部一だ。
[02:11:06.599] 嘘。割れるの?割れることあるんだ。割れることあるんだ。いや、でも今んとこなんかなんかの謎解きにこれ使うんじゃねっていうのもないし
[02:11:21.360] ないし名前だけで選んだ。もう俺も正直何でもいいんだよ。わかんねえから。
[02:11:34.000] 2分もなかったね。
[02:11:36.119] 2
[02:11:36.280] 分もいなかったな。どれ買うかですよね。
[02:11:48.119] 視聴者7人です。
[02:11:52.400] 嘘でしょ?7人しかいないの?同説
[02:11:55.880] 7。いや、もうこんなこと言うと同説
[02:11:58.159] 7
[02:11:58.360] で配信してる人なんかバ鹿にしてるみたくなるけど。そういうことじゃなくて
[02:12:01.079] 泣いた。
[02:12:01.639] 別にいや別にいいじゃん。7だっていい。
[02:12:03.400] 7人もい上等だろうがよ。
[02:12:06.520] 7人も正味男の配信者でね、
[02:12:09.320] 7
[02:12:09.520] 人もいたらね、すごいから。ま、そこをね、みんなで勘違いしないでほしい。今何人いるの?俺ど説な。
[02:12:18.320] 何人いるの俺?俺消して。消してっからさ、わかんないんだけど。
[02:12:21.639] 37人もいるってもうすごいからね。
[02:12:26.639] 申し訳
[02:12:27.000] ない言わせてもらうけど、男の配信者で
[02:12:29.840] 37
[02:12:30.559] 集めるってすごいから俺すごいんだよ。
[02:12:34.559] いつまでもその7人でい
[02:12:37.559] はい、決まりました。え、何買うかいある逆月きなんで
[02:12:41.239] ダブル
[02:12:42.360] なんで優勝しある逆月きって
[02:12:44.159] 数を差し上げたい。
[02:12:45.360] 数差し上げてくれよ。え、しかも一票差
[02:12:52.360] 勇あるし。
[02:12:53.719] やっぱいあるからな。
[02:12:55.119] やっぱ優勝ある月買っとくか。じゃあ優勝ある逆月き買うわ。じゃ分かった。これで積んだらお前らのせ、
[02:13:04.760] 大接戦。
[02:13:08.320] 9票。これで選択肢ミスで積んだらお前らのせいね。マジで。そしたらもうお前らがクリアしろよ。これ送るから。
[02:13:20.840] 聖杯なんてファンタジーのマストアイテム。
[02:13:23.360] ま、確かに何かに使えそう。いや、ガントレットも気になるけどね。男の子ワクワクシステムだもん。だってこれじゃこれ買うよ。
[02:13:37.119] 2
[02:13:37.320] 個選べるやん。2
[02:13:38.360] 個。そう、2個選べるんだけどでもさ、
[02:13:40.320] 2個買う。これ2個買うの怖くない?
[02:13:43.400] 1
[02:13:43.599] 個取っといて。いや、これ間違いだったなっていう時に取っといてもいいのかなっていう。
[02:13:55.040] あ、やっぱダメなんだ、これね。え、もう
[02:13:58.040] 1
[02:13:58.119] 個レットで岩穴に手を突っ込んでアイテム取れそう。
[02:14:01.360] 何?岩穴に手岩穴なんてなかったやん。岩穴なんてなかったやろ。ええ、買った方がいい。買う、買うか。あ、ここで使えないんだ。え、なんかもう
[02:14:18.440] 1個買っちゃうじゃん。もう1個買う。
[02:14:20.119] ガントレット買っとく。
[02:14:23.360] ま、もうわかんねえしな。もういい。買っ
[02:14:25.280] と。買っちゃうか。勝っちゃうか。いや、
[02:14:28.880] これでゲーム進行不能になったらさ、俺
[02:14:32.480] ケムコ本当にケムコに電話するで俺。
[02:14:49.679] け、
[02:14:51.520] ケム
[02:14:57.360] 後で必要そうなの出てきてから交換するか。
[02:15:01.079] う、いや、俺もそうかなと思ってんだよね。そうかなって思ってんだよね。まあ、ま、ちょっとここでちょっと早敬に買うのやめとこっか。うん。そうだね。
[02:15:13.760] ちょっと後で。うわ、あれ、あれかって
[02:15:15.480] いうのがあればちょっとえっと木の実と
[02:15:20.079] 木の実と坂、え、宝石箱と木の実と宝石箱
[02:15:25.679] とえな何だっけ?木の実と宝石箱と
[02:15:29.360] ガントレットな。うん。覚えとくわ。
[02:15:34.639] さて、あとは何しに行こっかな。
[02:15:38.599] 俺ちょっと気になってんの。この靴なんだ
[02:15:40.000] よね。靴をさ、靴をさ、
[02:15:46.280] ひこまろみ7ガンダム。
[02:15:48.239] うん。きこまろな。えっと、靴を返しに行こっかな。そこまで戻れるのかな、これ。
[02:16:21.320] もう12時だ。やめようかな。
[02:16:24.559] もう終わりにしていいけど。
[02:16:27.440] 結構進んだで。
[02:16:41.040] どうか行かないで。
[02:16:44.920] まあ、
[02:16:47.160] 何?
[02:16:52.040] ゲームのゲームのカードを落としてしましまったのですが。
[02:16:57.319] ああ、分かったから静かにしてくれる?ちょっとさ、こいつに聞きて話あったわ。
[02:17:09.479] 所ある逆月きを落としてしまったのですが、週
[02:17:13.080] 1で見たくなる。
[02:17:14.880] えー、聞きたいことあるよ。イザベールの軍団はいい。あ、これ、これ、これ、これ、これもなんか気になるんだよね。公園の奥にある。うん、うん、うん、うん。
[02:17:26.439] 入口が水に埋まってる奇妙な塔のとこにあ
[02:17:28.559] 、あるあるある。出るんだよ。お化けが
[02:17:31.040] 全身の小さな霊が出る。俺は見たことない
[02:17:34.599] んだけど久々な顔して物なこと言うらしい
[02:17:36.599] ぜ。この試し一度だから。え、でもあんそ
[02:17:40.080] お化け出て出てこなかっ
[02:17:48.719] た分かった
[02:17:52.040] 。ちょっとちょっとそこだけやろ。そこ
[02:17:54.920] だけやろ。そこだけやろ。
[02:17:57.200] C者の指輪。
[02:17:58.439] C車の指輪。
[02:18:02.319] C車の指輪か。
[02:18:04.599] C者の指輪ね。
[02:18:10.399] C車行こっか。
[02:18:11.519] C車行こう。C車。
[02:18:14.280] C車最高。CBD
[02:18:17.599] タイマの有効成分。CBD
[02:18:19.080] 最高。えー、よしよし。
[02:18:26.280] 女と一緒に行く者最高。
[02:18:32.760] あれどこだっけ?元気そうでよかった。ビジオール。
