[00:00:50.800] ひ茶まどびっくり。[音楽]
[10:25:19.160] ブレイトル143ブレイトル144
[10:25:24.240] 見るダム
[10:25:25.720] ダムヤッホー
[10:25:27.520] ヤッホーヤッホー
[10:25:29.276] あくんの猿からあの猿からさ
[10:25:35.720] 懐かしい
[10:25:38.240] 懐かしいね配信すればいいのに
[10:25:43.400] ヤッホー。
[10:25:53.116] なんかメニューをした時スターがちら見えしてたのなんぞ?
[10:25:56.960] いや、多分あれ、あれでしょ?あそこにあるやつじゃない?あれでしょ?あれ?あれ?あれはまだ取れない。俺多分俺は多分まだ取れない。
[10:26:02.064] [鼻息]
[10:26:09.240] ヤッホー。
[10:26:12.200] ん、あれじゃなかった。あれじゃない。ヤッホー。ヤッホー。ヤッホー。ヤッホー。
[10:26:26.480] いや、もうやめて。おい。あー、助かった。
[10:26:28.916] [叫び声]
[10:26:39.720] ほんまジいい加減にしろよ。どうやって捕まえんのこいつ?
[10:26:50.680] ちょっと
[10:26:56.200] ちょっとちょっともうこれ勘弁してよ。
[10:27:01.012] [笑い]
[10:27:06.040] ここに来てめっちゃ進み悪いな。
[10:27:10.184] [叫び声]
[10:27:11.400] さっきも見た光景猿ない
[10:27:14.360] ね。あの猿どうやって捕まえの?回
[10:27:16.800] り込まれるから逆にジャンプ誘って後ろにパンチしたら
[10:27:23.480] 言うのは簡単なんだよ。
[10:27:25.904] [笑い]
[10:27:28.320] あ、なんだ絶対めななんてな
[10:27:33.116] んだよお前。ヤッホーヤッホ
[10:27:35.076] [笑い]
[10:27:37.840] なんて後ろにパンチ
[10:27:40.160] 喧嘩だ。
[10:27:41.800] 後ろにパンチだ。
[10:27:44.880] 返せよ、その本。
[10:27:46.200] やだ、やだ、やだ。もう触らせない。え、でもさ、これさ、あ、使えた。
[10:27:52.596] え、これさ、これあのハが送ってきてくれたんだけどお猫とチャソピって見てないの?じゃあ実物って見てないの?これ実見た?
[10:28:03.840] 見たやんけ。見てないよ。
[10:28:05.640] あ、見てないの?あ、え、やれは
[10:28:08.276] 2人で後で見せるわ。飯べ、飯。
[10:28:11.096] [笑い]
[10:28:12.240] 私がラッピングしたから見たの。私がいな。家え
[10:28:18.040] 家教えてくんねえか、お前。
[10:28:20.800] お前家教えてくんね、お前。え、
[10:28:24.916] 赤じ君をごりあざす。
[10:28:26.240] 赤字君。ま、2人は年下だから。
[10:28:28.756] 私も欲しくなってきた。勝手に頼んでやろうかな。最悪データはあるので量産して配りまくれはする。
[10:28:35.880] 結構お金かかってそうだよね。あんまりこのそんなことを聞くのもやだけど。でもこれ多分結構かかる。
[10:28:41.080] 力してみたいだろうに見てないんだもんよ。
[10:28:44.000] そいつら作ろうとするんです。
[10:28:46.360] 結構俺手間もそうだけど、こんな綺麗にさ、正本っていうのなんて言うの?なかなかすごいことだよね。
[10:28:58.320] 前回ちゃま君と会ったのっていつだっけ?
[10:29:01.200] ええ、去年の去年かな?どうだろう?もう
[10:29:10.240] 1年は経ってるっすよ。うん。
[10:29:12.080] 1
[10:29:12.240] 年は経ってんじゃないかな。いや、違うよ。
[10:29:15.160] 全然去年じゃないよ。だってだってだってあれだよ。このイベントやる。俺のイベントやるの
[10:29:22.116] 2年以上前だ。も、2
[10:29:23.160] 年ぐらいってないすよ。2
[10:29:24.240] 年半ぐらいあってないんじゃない?イベントの前だもん。
[10:29:26.680] 2025
[10:29:27.160] 年に会ってない。そんな経ってるんですね。
[10:29:29.880] そう、そう、そう、そう。あの俺が
[10:29:32.240] 7
[10:29:32.560] 月から印刷台上がるぞ。右陸の時くらいじゃないの?
[10:29:36.596] そう。あの、いや、それが最後だと思うよ。
[10:29:39.116] で、あの、俺があの、なんだっけ?えっと、このイベントやるんですよねっていう話をなんかしたのが最後だから、もう多分その
[10:29:50.080] 2024年のつだ?あ、もう結構前だね。
[10:29:57.480] 2
[10:29:57.680] 年前。2
[10:29:59.000] 年以上前。2
[10:30:00.320] 年半とかな。あ、終わってないっすね。
[10:30:07.160] バンドのイベントを年末にやるみたいなことはあ
[10:30:10.240] あ、だからそうだ。うん。24
[10:30:12.040] 年の最後の方だね。多分最後じゃない。途中ゴールデンウィークだったんじゃないかな。あれゴールデンウィークとかだったんじゃねえかな。こっちか。
[10:30:30.040] なんかこの辺怪しくない?なんか猿の家っぽくない?この辺違うかな?
[10:30:42.276] こだね。もうそんな立ってんですね。
[10:30:45.436] でも実は今ちゃま君の家の前まで来てますってやつでしょ?
[10:30:49.200] 怖すぎ。
[10:30:54.400] ちょっとまた飯行きましょうよねえ。
[10:31:00.088] [叫び声]
[10:31:08.160] え、ちょっとわかんね。これど、どこ?ヤッホーヤッホーヤッホーヤッホーヤッホーヤッホー。
[10:31:25.480] でもそう考えるともう本当に
[10:31:31.320] ブラさんが配信しなくなって34
[10:31:33.116] 年経ってるってことだよね。えぐ、
[10:31:37.520] それ俺も30代になるわな。
[10:31:48.916] 年になるかな?
[10:31:50.040] 4年か。
[10:31:53.116] 俺がまだ26
[10:31:54.240] とかのん時はやってたってことね。
[10:31:57.116] 残酷なんかそら俺も
[10:31:59.960] 30歳になるよな。ヤッホー。
[10:32:05.960] でもリーさんとかもそうだけどさ。ヤッホー。
[10:32:09.720] 未だに来てくれますから毎日。ヤッホー。
[10:32:14.360] ありがたいよね。
[10:32:21.480] ぺペ
[10:32:27.160] もフェもそうだしさ、ちょうど今日ね、あのキツネさんが久しに来てくれてさ、あはん。
[10:32:40.400] ブラさんに誕生日プレゼントもらわねえとな。マミ
[10:32:45.080] 誕生日プレゼント考えといてください。
[10:32:46.640] 俺の大集合でゆさんもそうゆさんもそういえばそうだもんな。
[10:32:53.240] ブラさなけ
[10:32:55.080] たるよ。そりゃゲーム買ってもらうようぜ。なんか高いの
[10:32:59.300] [笑い]
[10:32:59.320] 赤字な上にプレゼント。
[10:33:01.040] そうそうだよ。そうだよ。
[10:33:02.640] 俺にたるんじゃないよ。俺の
[10:33:04.544] [笑い]
[10:33:05.040] 俺にたるんじゃないよ。ヤッホーヤッホー。
[10:33:09.880] 高けえゲーム買ってもらねえぞよ。
[10:33:16.080] ヤッホーヤッホー。
[10:33:23.680] じゃあ僕1000円出すわ。
[10:33:25.116] 出た。
[10:33:26.480] 赤字君が損り君になっちゃうよ。
[10:33:29.432] [笑い]
[10:33:29.800] そんなこと言わないでよ。損りなんて言わないでよ。
[10:33:33.720] うちに飯行きましょ。
[10:33:34.840] いや、マジで行きましょう。マジで行きましょう。
[10:33:36.840] マジで行こう。ありがとうございました。ありがとうね。あの忙しいとこ来てくれてありがとうござました。
[10:33:44.200] 竹の内豊か。またね。
[10:33:46.400] 竹の内豊かなんだそれ。
[10:33:48.424] [笑い]
[10:33:48.640] ありがとうございました。エボた。
[10:33:53.080] 数年に一度降臨する。
[10:33:55.480] え、なんだっけ?そんなネタあった。
[10:33:59.320] しまいしか覚えてないよ、俺は。しまい。しまいしか覚えてないよ。
[10:34:02.836] [笑い]
[10:34:04.596] 髭の差あったじゃん。
[10:34:06.756] え、何?髭?いや、もう覚えてねえ。
[10:34:10.640] ブラさブライトリンチャンネルのネタしそし今
[10:34:11.352] [笑い]
[10:34:15.320] 下今
[10:34:17.436] たの内ち豊か
[10:34:18.800] えなんだっけそのネタもう覚えてないな
[10:34:25.108] [笑い]
[10:34:25.800] 分かる人マジめっちゃ少ないだろだってこのブラさンリスナーしかわかんないでしょ
[10:34:38.880] どこ行
[10:34:39.480] きゃいいんだよ、これ。ここか。こっちか。あ、新境地。これ新境地じゃない?これ
[10:34:49.916] 大償の文気になる。
[10:34:52.616] [笑い]
[10:34:52.840] 謎の分ったな。あのブラさんがあのさ、手書きマッピングする時のやつね。あ、あれじゃん、絶対。え、こんなあった?さっきなかったよな。
[10:35:08.880] 手書きマッピングする時さ、あの、分ちでさ、分ちで髪を止め、あの、置いてられるんだ。紙に置いてあるんだけど、あれがなんかめちゃめちゃ変な
[10:35:18.916] 謎の分なんだよな。何それ?っていう。
[10:35:24.040] エッチひなさんが5ドルでつく。え
[10:35:26.720] さん、
[10:35:28.596] ひなぎさんありがとう。
[10:35:31.200] ぐエッちひなさんが
[10:35:33.276] 5ドルで。め
[10:35:34.000] っちさんじゃ。久しぶり。
[10:35:35.640] ナイスめっちさんじゃん。ああ、水の泡だ
[10:35:38.468] [叫び声]
[10:35:40.596] さんが5ドルでサブスクを送りました。
[10:35:41.744] [笑い]
[10:35:43.916] ありがとう。
[10:35:46.160] ない岐阜
[10:35:47.040] ありがとうさんひなさんが
[10:35:49.200] 5ドルでサブスクを送りました。
[10:35:51.840] 久しぶり。あ、めんさんこんばんは。
[10:35:55.916] エなさんが5でを送りました。
[10:35:59.400] ありがとう。サブ岐阜5件もありがとね。
[10:36:12.680] いっぱい稼いでるね。
[10:36:14.080] うん。今日はね、[笑い]
[10:36:16.240] な日さん作ありがとう。
[10:36:18.000] 今日ね、今日はね、あの、今日はもう、もう、もう今日はもうガポガポ。いや、ま、冗談です。
[10:36:24.560] いや、でもね、それもそうなんだけど、サブもちろんとても嬉しいんだけどちゃうのよ。
[10:36:32.916] 気持ちが嬉しい。ちょ、待って待って待って待って待って。
[10:36:40.880] いや、ここに来てめっちゃ停滞してない?
[10:36:43.720] ここに来て進捗。
[10:36:45.880] 進捗めっちゃ悪いわ。
[10:36:48.560] ここに来て。
[10:36:53.320] もうでももう分かったから。り、
[10:36:55.000] もう分かったから。もう分かったから。もう分かった。ほんまにありがとうね、みんな。本当に嬉しいな。嬉しいな。もう嬉しいね言えない。嬉しいな。え、
[10:37:04.272] [笑い]
[10:37:08.240] え、[笑い]
[10:37:09.400] 嬉しいな。3回くらい死ぬよ。
[10:37:11.916] パフォーマンス。これはパフォーマンス。
[10:37:15.520] ギリギリ。
[10:37:19.340] [音楽]
[10:37:19.756] ママミーや。ヤッホー。ホ
[10:37:29.160] ゴ。
[10:37:32.116] ギリギらない。ヤッホー。
[10:37:34.400] ギリギらんな。
[10:37:38.116] もうさすがに11時間マリ64
[10:37:41.160] やったらね、こうなりますから。うん。ホー。
[10:37:48.080] ヤッホーヤッホーヤッホーたもう分かったのでわしは
[10:38:01.880] ちょほんでお前くばれ
[10:38:06.520] や、
[10:38:16.200] 危ない。くれたんや。
[10:38:23.436] ひなさんが
[10:38:40.480] いや、もういいてえ。もう分かった。もう分かったからもういいって。
[10:38:41.216] [叫び声]
[10:38:56.720] 丁寧に暮らして。
[10:38:58.960] 丁寧な生活。
[10:39:05.160] ヤッホー。ヤッホー。
[10:39:22.916] このな、こなんなんさっきこいついるけど。こいつは一体何?可愛いな。
[10:39:25.756] [笑い]
[10:39:31.800] 可愛い。
[10:39:32.400] うん。可愛いんだけど。なんだよな。
[10:39:43.440] [叫び声]
[10:39:43.880] ほんで、ほんで、あれね、ちょ、もう落ちたくないから。ちょ、ごめん、ごめん。ちょ、ごめんね。これでいいかせね。落ちたくないから。よし。危ね。よし。ヤッホー。
[10:40:07.040] お前勘弁して。もう、もう、もう勘弁して
[10:40:09.276] 。もうクリアさせ。ここ長いから。もう
[10:40:11.200] ここ時間使いすぎだから。ここ
[10:40:13.720] か。[叫び声]
[10:40:21.400] ここ
[10:40:22.960] だろ
[10:40:27.916] レッツゴー。
[10:40:31.916] ヤッホーヤッホー。
[10:40:36.680] 大変すよね。ヤッホー。
[10:40:40.800] マジでこのね、60個、スター60
[10:40:43.800] 個まではマジで調子良かったんすよ。
[10:40:48.940] [笑い]
[10:40:49.320] だってさ、だってさ、場でさ、
[10:40:53.720] 9時までにスター60
[10:40:55.040] 個行けるか行けたんだよ。で、そっからもう何?今
[10:40:57.560] 21時でしょ?20違う。23時43分7
[10:41:01.520] 個しか増えてないんだけど。
[10:41:02.840] おかしいだろ。おかしいだろ。何があったんだよ。
[10:41:03.352] [笑い]
[10:41:08.880] 9時までに60
[10:41:09.756] 個集まってたじゃねえかよ。さっきまで
[10:41:18.320] プレボ開けて抜けた。
[10:41:20.560] いや、マジでもそれはふ抜けたというかマジで胸いっぱいになってしまった。
[10:41:26.960] なんかもういや、俺は
[10:41:29.320] 30歳の誕生日このゲ
[10:41:32.276] このこの配信をクリアせずせずしていいのだろうか。ちょっと待ってください。本当にクリアせずして良いのだろうかと思っていたがいいのかもしれないなと思ってしまった。いいんじゃないだろうか。最悪クリアできなくてもそう思ってしまってないと
[10:41:54.116] よかねえです。
[10:41:55.520] かねえか。
[10:41:59.436] 何を言ってるんだ?
[10:42:01.648] [笑い]
[10:42:02.160] いや、なんかもう、もう満足しちゃった。いや、しますよ。クリア。
[10:42:12.480] あんな素晴らしいものを頂いてから頂いたからこそ
[10:42:24.160] 耐久配信中ですからね。
[10:42:26.160] あ、ああ、ここまでは来れんのよな。
[10:42:42.840] こいつマジ捕まんねえ。
[10:42:58.560] 判定がちょっと
[10:43:01.520] ちょっともう今行けたんちゃうの?
[10:43:07.596] そっちの向きではオらつかないとか決めないとまた落ちるよ。
[10:43:11.276] そうね。だからこのこっち向きでオつかないとこっち向きでオらつかないとね。
[10:43:17.680] ふ。
[10:43:19.200] クリア記念切り抜き動画作らせてくれるんですよね。
[10:43:23.080] 何それ作ってくれんの?作ってくれるんですか?ちょ、
[10:43:32.040] いや、もうこれで行けなかったらもう無理じゃん。それはつかない。おつかない。ここはあんまり追いつかない。
[10:43:44.916] ああ、
[10:43:48.520] 耐えた、耐えた、耐えた。
[10:43:56.960] 有計2期がスター120
[10:43:58.756] 個取った瞬間全部切り抜いてくれるって
[10:44:01.880] 地獄やな。
[10:44:03.480] [笑い]
[10:44:05.320] 30代に2言はない。
[10:44:07.916] 30
[10:44:08.320] 代に2[笑い]個はいな。
[10:44:09.040] これ何してんの?
[10:44:10.800] これ何してんのじゃねえよ。
[10:44:12.596] だから何してたじゃなくてこいつ捕まえようとしてんの。
[10:44:13.304] [笑い]
[10:44:17.756] 笑笑
[10:44:19.480] これ何してんのってんでんでんだ。
[10:44:20.508] [笑い]
[10:44:22.916] 早く捕まえて。
[10:44:24.116] じゃ、これめっちゃむずいんだって。
[10:44:26.480] え、これなんでこんな捕まえらんないの?
[10:44:29.400] 遊んでるだけだよ。
[10:44:30.520] あ、
[10:44:34.200] 何をされてる方なの?
[10:44:39.596] おお、
[10:44:40.680] 来た、来た、来た。
[10:44:42.596] もう頼みますよ。もう頼みますよ。もう、もう頼むで。もうやめてよね。もうほんまにもう行くで。へへ。え、ど、え、え、どこ、どこ、どこ、どこ、どこ、どこで開けてんねん。いや、手渡しせえや。
[10:45:09.560] おい、俺だと思うんだったらお前手渡しせえや。どこで開けたやつ?え、どこ?え、あれ?
[10:45:15.320] クソカメラ。
[10:45:16.720] え、これ?え、これじゃないよね、これ。え、これ別ですよね。これああ。あく、あく、あく、あく、あく。
[10:45:27.976] [叫び声]
[10:45:35.180] [笑い]
[10:45:36.520] 笑笑。ついでに取ろう。
[10:45:39.800] いや、ついでに取っちゃうとまたこのステージ最初からやり直しない。ステージ星を
[10:45:43.840] 1
[10:45:44.080] 個取っちゃうと最初からなんてのやり直しになっちゃうかな。笑
[10:45:48.520] まあまあ死ななくたかな。セーフから金画学
[10:45:54.480] く。ほんでどこやねん。
[10:45:58.596] 継続できないんかで。サルスターどこ?
[10:46:01.400] そうそう。サルスターどこやねの?このもうこの回はサルスターを
[10:46:05.560] 確かに
[10:46:06.116] 取らないと。取らないと、あの、もう1
[10:46:08.360] 回捕まえ直しになっちゃうんで。で、どこやねん。ほんで。え、どこ?あ、ああ、それだ。これね。ありがとうございます。
[10:46:22.200] ありがとう。
[10:46:25.116] 田中シングルどこやねん。田中シングルね。
[10:46:34.160] いやあ、ここしんどいです。チェンジ。
[10:46:37.560] マイナーチェンジ。さ、あ、もう今日すごいんね、レイドが。今日すごいんね、レイドがね。今日レイドがすごい。
[10:46:49.160] ハピバタピタピ。もう来た人にたい。ありがとね。ありがとね。
[10:46:58.596] 誕生日コメントくれて
[10:47:01.040] 誕生日コメントくれてありがとうね。
[10:47:02.720] スレイドチパチパチパチ
[10:47:04.880] 誕生日コメントくれてありがとね。
[10:47:06.840] おお玉ピフりフりう
[10:47:08.880] ん。ちょっとどこだかわかんない。あったな。さっきあったんだよね。ありがとう。ありがとう。これでかす
[10:47:15.276] よく見せてあげて。
[10:47:16.840] すごすぎませんか?これ泣いちゃうんですけど。
[10:47:20.400] 50
[10:47:20.640] 音順です。
[10:47:21.436] こんなの泣いちゃうんですけど。ありがとうございました。
[10:47:24.080] すい。
[10:47:24.680] ありがとうございます。本当に本当にありがとうございます。
[10:47:28.276] 本当にありがとうございます。
[10:47:29.560] 寄せが作れた人にはお礼回りしない。
[10:47:31.880] ほんまにありがとう。こんなもう最高ですよ。本当に最高。本当に最高なんだけど。これ本当さっき泣きそうになったんだけどさ。泣きそうになったんだけどさ。
[10:47:42.720] されしちゃまげたまピパチパチパチ。な
[10:47:45.520] んだけど。
[10:47:47.080] これもう1回見てほしい。
[10:47:48.200] 欲しいも100
[10:47:48.756] 個追加しとくか。お前ら頼むよ。
[10:47:50.880] 手紙かこうかな。
[10:47:52.160] お手紙じゃ。あのお手紙のあの価値は
[10:47:54.436] 0円。
[10:47:56.008] [笑い]
[10:47:56.840] ちょっとこれ本当にすいませんでした。あれ、こんなん作っていただいてるって本当知らなくて。
[10:48:01.000] 笑笑[笑い]
[10:48:02.436] 16
[10:48:02.880] 日前にするね。
[10:48:04.360] 16
[10:48:04.840] 日前にこんなこと言ってたらしい。俺は本当にひどいと思う。本当にゴミ。
[10:48:10.756] なんか違でも味する。
[10:48:12.276] 本当に僕は本当に
[10:48:14.276] 本当に僕はゴ尾です。な
[10:48:17.000] んであなたこんな美味しいの?僕は本当にゴミ
[10:48:23.276] プライスレスってことだろうが。
[10:48:25.276] いや、ひどい。
[10:48:26.320] プライスレスってことだろうが。値段なんてつけられねえよ。
[10:48:33.596] 値段なんかつけられないぜ。ヤッホー。
[10:48:38.680] うまいこと回避しやがって。全員ほど高いものない。そんな言い方なかったもん。
[10:48:45.080] そうです。そんな言い方じゃなかった。嘘。え、何かお手みはもうレ違う。
[10:48:50.372] [笑い]
[10:48:53.596] だからあれだからあれもあのあれだよ。あのマスコミのやり方と一緒。違う。マスコミのやり方と一緒。
[10:49:00.680] 欲しいもの100
[10:49:01.436] 個追加からね。もらえないから。
[10:49:03.472] [笑い]
[10:49:04.480] その前のその前の星も
[10:49:06.520] 100
[10:49:06.680] 個追加しとくわって。で、で、しかも今日、今日あの配信つけてみんなにあの俺の欲しいものリスト見た人にバレたけど今年に
[10:49:16.400] 6
[10:49:16.640] 月に入ってめちゃくちゃリストに追加してるねって言われた。バレたバレた。
[10:49:19.848] [笑い]
[10:49:22.240] この誕生日に向けてリストにめっちゃ追加したのまました。
[10:49:26.400] 笑笑
[10:49:27.480] 何あれってあれってさ追加しとかとか分かるんだ?知らなかった。あれバレるんだ。あれっていつリストに追加したとかバレるんだ?知らなかったよ。
[10:49:31.636] [笑い]
[10:49:40.880] 私も知らなかった。笑笑
[10:49:43.596] うん。6
[10:49:44.000] 月に入ってもう準備運動して入れる様が浮か。
[10:49:48.668] [笑い]
[10:49:49.276] もういといと日出るよ。
[10:49:53.252] [笑い]
[10:49:53.916] 26
[10:49:54.436] 年6月5
[10:49:55.400] 日に追加されました。クソ恥ずかしいや。いそい誕生日だからよ。
[10:49:59.148] [笑い]
[10:50:01.116] 2006
[10:50:01.520] 年6月4日に
[10:50:03.080] 誕生日だからよしとくべつって色々追加していて
[10:50:08.720] 皆様のでもあれですよ。皆様のお財布事情
[10:50:12.320] 皆様のお財布事情のことも考えて高いものから安いものままで
[10:50:16.640] やん
[10:50:18.640] 思い出したかのようにあそうだつってあそういや俺誕生日だしとくべつって
[10:50:24.960] 日から5日にかけて続々とね
[10:50:27.360] もうやめてくれやめてよ違うじゃんほらでもほらあれじゃんやっぱ活させるためやんけ
[10:50:37.116] そうだよ
[10:50:37.960] 笑
[10:50:38.560] 本当にもうリクエストにお答えしてだよ。リクエストにお答えして。なんか
[10:50:42.380] [笑い]
[10:50:44.840] Twitter
[10:50:45.200] のなんかエッチな女の子よくやるじゃん。なんか皆さんからリクエストがあったんで欲しいものリスト公開してみます。
[10:50:55.200] リクエストにお答えしてんだろ。これ
[10:50:56.596] まだ間に合います。ちょいちょ、それは本当にやめてよ。それは本当にやめて。恥ずかしいからもういい。もういい。もう、もう、もう、もう十分です。
[10:51:04.720] 本当にもうこれもらえるって言ってくれれば最初から言ってくれればもう何もいらなかったのにでも買ってくれる人は買ってくれていいよ。うん。全然いい。あの
[10:51:07.924] [笑い]
[10:51:14.480] 言うわけねえだろ。笑
[10:51:16.040] あの言うわけねえんだけどさ。でもあの
[10:51:23.720] あれ全然進んでない。
[10:51:26.264] [笑い]
[10:51:27.720] うん。9時、9時にさ、9時までに60
[10:51:31.480] 個行けるかってとって行けたのにさ、あれから
[10:51:33.960] 2時間半で8
[10:51:35.240] 個しか住んでねえよ。え、もうなんか手元が疲れてきちゃってさ。あ、やっぱりみんなにもらったプレゼントが嬉しくて。よっしゃ。
[10:51:53.000] あ、ここだいぶ早めに行ったんじゃない?だいぶ早めに行ったんじゃない?
[10:52:00.756] あ、待って。見えない、見えない、見えない。ちょっと、ちょっとやめて。本当にやめて。今忙しいから。本当にあの星はどうやって行くんすか?これこうこ危ね。これ幅飛びで行けんの?ヤッホー。
[10:52:15.596] うん。よけ。
[10:52:18.680] ちょっと僕おしっこ行ってきていいすか?
[10:52:20.916] おしっこしたい。おしっこしたし。しさんどうもこんばんは。ハッピーバです。
[10:52:26.640] 30
[10:52:27.080] 歳の誕生日ちょっとごめん。おしっこしてきていい?
[10:52:30.240] 6969
[10:52:32.880] ありがとござます。ここクリアした。ここれでクリアになった。
[10:52:36.880] おおしっこ
[10:52:37.840] おしっこ全然クリアじゃねえじゃん。全然クリアじゃねえじゃね。
[10:52:45.520] [笑い]
[10:52:48.400] ちょいと
[10:52:50.480] まだある。ちょっと待、
[10:52:51.200] ちょっとお花罪み、お花罪みしていきますわ。うん。お花みしてく。よいしょ。ちょいと待たれよ。ちょいと待たれ。
[10:53:07.000] 積んでけえ。
[10:53:50.560] 竜王が仲間になりたそうにこちらを見て
[10:53:53.200] いる。
[10:54:49.840] はい。はい。続きやるよ。
[10:54:54.756] 続きやるよ。
[10:54:57.916] いや、ほんまにね。考え深いと言いますか
[10:55:01.560] 、なんだか嬉しいですな。
[10:55:05.756] 竜王ね。これもいただきました。
[10:55:08.040] ありがとうね。これも誕生日プレゼントで
[10:55:09.720] いただきました。
[10:55:10.360] 利用のバカでけえかっけ。
[10:55:16.080] すっご。あとこれもらった。バカでけえ。神のフィギュア
[10:55:21.720] 会感
[10:55:23.720] バカでけえ。神のフィギュアいただきました。またこれよ。いや、もうあんま触りたくない。なんかもうこのなんかさ、あんまり何回とここがもうさ、くるンってなっちゃいそうでさ。これ綺麗に。
[10:55:38.240] いや、これ、いや、これ綺麗にしときてえけど。
[10:55:43.000] すげえ。
[10:55:44.756] すげえよね、これ。これ、これ、これが、これがすごい。皆様のこのコメントいただきました。ほんまにありがとう。ほんまにこもう本当に今日これ擦すりくるからね。
[10:56:04.276] もう、もういいよっていうぐらい、もうええでっていうぐらい擦すりますから。うん。
[10:56:12.080] 良かったね。
[10:56:13.720] いやあ、ほんまにほんまにたけさんからも来てんな。やべ、後で読もうマジで楽しみ。マジで楽しみとことで今日
[10:56:22.328] [笑い]
[10:56:29.800] 2杯目のジュース行きます。0
[10:56:31.640] だからセーフ。
[10:56:39.436] うまい。これセブンイレブンのさ、読んで
[10:56:45.320] 何?何?何?こっ。うん。こっ。これセブンイレブンのこのシリーズあるじゃん。
[10:56:50.596] 0
[10:56:51.160] サイダー。このさ、えっと、普通のやつとファファイバーとあの白いやつとこれ。これヘビ露手だから俺。これ神。めちゃめちゃうまい。
[10:57:02.720] いくら飲んでも太らない。
[10:57:03.756] コーラも良くない?
[10:57:04.880] え、コーラ?コーラなんかあんの?これ。え、これのコーラってある?見たことない。これと透明のやつと白いやつとあのオレンジのやつしか見たことない。え、これのコーラもあるの?
[10:57:15.960] 粉のコーラみたいな。あの、
[10:57:17.320] え、そんなのあるの?お、知らね。そんなのあるんだ。
[10:57:26.840] この缶飲んだよ。
[10:57:27.960] 嘘、マジで、こんなんてやつ?マウンテンスライダーこ
[10:57:34.380] [笑い]
[10:57:34.640] ゼロコーラトリプル。
[10:57:36.400] あ、そんなのあるんだ。ヤッホーヤッホ。
[10:57:39.360] へえ、見たことない。まだ栃木には売ってないのかもしれない。栃木何でも
[10:57:45.000] 1歩遅れて入ってくるからな。
[10:57:46.960] ヤッホー。やほ。
[10:57:58.840] 普通にうまいよね、これ。ぐんぐくんぐくんぐんくん。ほんまに皆さんありがとね。みんなのコメント嬉しいね。
[10:58:17.400] ないんだな、それが。で、お馴染みはえ、オリオン通りないんだな、それが。
[10:58:33.116] こいつ可愛いよね。こいつなんか可愛くない?すごくなんかよくわかんないけど。待てん。
[10:58:40.116] こいつさ、え、これ眉毛、鼻?ちょっと
[10:58:42.720] 待って。俺が今眉毛だと思ってるところは
[10:58:45.040] 目かで、それ鼻の穴か?だとしたら可愛く
[10:58:47.756] ねえな。俺が思ってんの。お前のその鼻の
[10:58:50.080] 穴みたいなとこが目で眉毛だと思ってんだ
[10:58:51.840] けど。これどっちだ?これどっち?みんな
[10:58:56.756] 俺可愛いなって思ったのはこの鼻の穴なの
[10:58:59.596] か目なのかで眉毛だとしたら可愛いなと
[10:59:03.000] 思ったんだけどもしかしてこれ目か1番の
[10:59:06.080] が眉毛じゃないわからん。
[10:59:09.200] 眉毛だと思えたい。[笑い]
[10:59:11.320] どっちなんだろう?これでかい花のだったらしすげえブ細工だけどどっちなんだろう?ヤッホー。ま、
[10:59:21.880] みたいな顔なら可愛くない
[10:59:23.520] ね。可愛くないよね。だとしたらね。
[10:59:25.880] ヤッホー。
[10:59:27.916] でもわざわざグラデーション作ってるから目かな。
[10:59:30.968] [笑い]
[10:59:31.240] やだ。なんだ可愛くねえじゃねえかよ。
[10:59:41.240] で、また気づいたらここまで来ちゃいまし
[10:59:43.240] たけど。マウンテンスライダーってごめん
[10:59:46.400] 。どこ?[笑い]
[10:59:48.040] ごめん。なんかい、
[10:59:53.560] あ、これ取っちゃおっか。取っちゃいます
[10:59:56.040] かね、これね。
[11:00:01.100] [笑い]取れねえやん。取れないじゃん。
[11:00:05.520] 何がかっこつけてこれ取っちゃいますかね?取れねえじゃねえかよ。
[11:00:08.880] 取ってください。
[11:00:09.880] すいません。取れるかなと思ったんですけども。ヤッホーヤッホー。
[11:00:11.584] [笑い]
[11:00:31.040] マウンテン
[11:00:31.680] スライダーって何?なん?どこなん?どこのこと言ってんの?ヤッホーヤッホー。
[11:00:42.040] うまい。んうん。ぺぺぺぺぺぺぺぺぺ。
[11:00:54.840] これかな?
[11:00:59.720] 何なの?これでもこれは何なの?これ以外にどっかボルックが出てることか?ああ、あた。
[11:01:09.224] [うめき声]
[11:01:12.560] なるほどな。だと思ったんすよ。はい。
[11:01:18.040] 70
[11:01:24.360] やるじゃん。
[11:01:27.840] え、7個のパワースターを取り戻した。
[11:01:31.160] 果てしない階段の謎が解かれた。クッパー
[11:01:33.276] かなり焦ってる。さあ、最後の戦いだ。
[11:01:35.116] なんかエンディングっぽいんだけど。おい
[11:01:37.200] 、これエンディングいけんじゃねえのか?
[11:01:39.520] これエンディング[鼻息]いけんじゃねえ
[11:01:40.560] の?
[11:01:42.880] 70でエンディングなんだ。
[11:01:47.560] まだ50個もあるぞ。あとマウ
[11:01:51.720] つに
[11:01:52.560] いや、行かない、行けない、行かない、行かない、行かないよ。え、マウンテンスライダーって何?
[11:02:01.240] 70
[11:02:01.720] エンディングで50追加ってすごいな。
[11:02:04.200] なあ、
[11:02:07.480] 70、俺、80だったと思ったけど70
