[00:00:15.960] こんぽ
[04:11:56.040] ちょ、倒しながら行こうかな。
[04:11:59.040] はあ。
[04:11:59.680] これをこうやって倒しながらやってるからレベルがどんどん上がってしまうんだてね。
[04:12:04.479] ま、いいんだけどね。レベル上がりすぎるほど悪いことじゃないからね。別に
[04:12:09.159] 別にいいことだからレベル上がった。
[04:12:12.199] たあ
[04:12:17.479] せい。
[04:12:18.560] なんかなかなか熟連度が上がんない気がする。あ、もうちょっとだな。
[04:12:25.739] [音楽]
[04:12:29.479] 族長来たで。持ってきたで。これやろ。あれない。あれ?え?族長が倒れたって。族長が倒れてますやん。なんでよ。
[04:12:41.459] [笑い]
[04:12:49.399] 族長はいい。
[04:12:50.800] にゃ。
[04:12:52.439] どうした?書死ぬんか?
[04:13:01.920] こないだからネタっきり目を覚まさない。タイミング悪いって。どこにいるの?
[04:13:04.385] [笑い]
[04:13:08.119] 倒れる前にワープするか。
[04:13:10.279] 倒れる前に倒み通り胸クソエンドですか?夫はもうダメかもしれません。こな間だ。
[04:13:19.640] 急に倒れてからずっと目を覚まさないの。最後にあえて喜んでいたわ。どうか挨拶してあげて。あとはあの子が戻ってくれば。ええ、
[04:13:32.040] じちゃん寝てるだけだよな。ちょっと眠ってるんだよな。それ高もんだもん、絶対。え?
[04:13:38.399] あ、ハディートを探さなきゃだめね。オッケー。オッケー。ムスっこ探してくるわ。ムすっこな。
[04:13:48.600] な、何なんだよ。タイミング悪いな。あ、あ、いた。
[04:13:51.600] え?
[04:13:52.239] あ、ハーディト様でも多分族長死にそうだね。族長死ぬだろうな。
[04:14:11.439] ハディとよく戻って。
[04:14:14.760] でももうこの人は
[04:14:18.960] お前たち
[04:14:26.040] なぜか妙な村騒ぎがしてこの村に戻ってき
[04:14:28.520] た。まさかいやんでもない。父に会いに来
[04:14:31.040] たのか。会いに父は目を覚さないそうだ。
[04:14:34.040] まだ息はあるだが戻ってきたら死ぬの
[04:14:37.040] フラグがフラグが立っちまう。お前が戻っ
[04:14:39.239] てくることによって。
[04:14:45.000] おお、アディドか。見てる通りわしは期死ぬだろう。お客人も遠いとこよく来てくださった。最後に会えてよかった。
[04:14:53.560] くそ。
[04:14:54.640] あなたはまだ死ぬべきではない。俺はまだの巣を見つけていない。上位に待っていない。あなたが族長を務めていればこそ俺は着まにやれてきたんだ。やはり西への龍は見つからんか。ん、それは。お、見せない方がいいんじゃないかいつ。あの、おい、大丈夫。
[04:15:09.491] [笑い]
[04:15:10.720] 心臓に負担かかりすぎてすぐ死ぬことに
[04:15:13.199] なんない?大丈夫?いや、見せない方が
[04:15:15.000] 見せたらびっくりしぬって大丈夫?見せて
[04:15:19.920] までも最後に最後に見せてやるか。
[04:15:26.439] なんと
[04:15:28.680] ハディートよ。お前が小さい頃よく聞かせ
[04:15:31.040] やった。お前にえ、お前が小さい頃よく
[04:15:32.920] 聞かせっ[音楽]た。あの話を覚えてるな
[04:15:34.159] 。ナイの聖なる竜。イニシエより生きる
[04:15:36.920] 大いなる竜は頭に敷の角を持つ。そう。
[04:15:39.920] この骨と同じようにやはりもうティラノスは滅んだのか。ありがとうよ人。そうか。
[04:15:46.359] 通りで見つからんわけだ。もうとわやべ。最後に最後に希望を積んでしまった。お、次の俗長はお前だ。良いな。ノスは見ての通り女王様を救いしもちはわしとて同じ。だがもはや手立ててはない。ならば砂漠の民のを絶やさぬことが我らのめ俗長となりを守るのだ。
[04:15:55.342] [音楽]
[04:16:09.119] このわしに変わりかごくそ
[04:16:19.479] なんですか?頼みがある。俗長を務めし
[04:16:22.319] ものはそのムろをナイに流し母なるナイに
[04:16:25.600] 帰る着てる。ナイのものはナイへ帰る。
[04:16:28.040] わしの識の時ティラのその骨もない。お
[04:16:31.040] 願いする。下あ
[04:16:33.600] 。え、
[04:16:36.760] 死んだ。あ、死んだ。死んだな。
[04:16:43.119] 天使
[04:16:44.319] 死にました。
[04:16:47.760] ああ。
[04:16:49.520] ねえ、
[04:16:50.600] なんか
[04:16:52.560] 最後に最後に希望を積んでしまったね。
[04:16:56.199] これは化石見せた茶まげがやったか。
[04:16:58.720] うん。かもしれないね。なんかそんな感じだったよね。最後に絶望を与えてしまった。
[04:17:02.808] [音楽]
[04:17:13.119] 父は死んだ。下の[音楽]村の者たちにも
[04:17:16.760] 知らせねばだな。
[04:17:22.000] ごめん。俺が未来から来たって言えっちゃ
[04:17:24.960] だめなのかなあ
[04:17:28.353] [音楽]
[04:17:30.760] 。
[04:17:33.800] 埃りき砂漠の旅。そして偉大なる族を父
[04:17:36.520] ザラザラシトロは死んだ
[04:17:42.159] 起き通り葬式は明日ナイにて行う。みんな
[04:17:44.760] 明日に備えて。
[04:17:48.880] 明日に備えて。今日は家へ戻れ。みんな
[04:17:55.640] 俺も明日の下角がある。失礼する。
[04:18:03.760] レンたちは眠れの夜を俗長の屋敷で過ごし
[04:18:05.800] た。
[04:18:07.760] 風に乗って誰かのすり抜きが一晩中聞こえ
[04:18:09.920] ていた。
[04:18:11.960] そして世が開けた。
[04:18:28.920] ああ。よし。みんな揃ってようだな。これ
[04:18:31.399] ではではこれより母なのほりまで出発する
[04:18:34.279] 。いいな。
[04:18:45.760] ではこれより我が父族長
[04:18:49.479] ザラシトロの葬儀を行う。
[04:18:54.040] ちょイベントシーン自動を不良してくか。
[04:18:59.760] 離るよ。今ここに正しき道を歩みし族長
[04:19:06.960] ザラしトロが変える。
[04:19:11.720] 誇り高き砂漠の民その俗長をざらしろは
[04:19:18.399] 誠き
[04:19:20.000] 道を歩んだ。
[04:19:22.960] ならばないよ。の腕にザらしのむを抱き
[04:19:31.680] 天の国へと導き
[04:19:35.800] やがてくる蘇りのその時まで
[04:19:42.640] 誇り高き砂漠の民偉大なる俗長
[04:19:47.040] 我が父ざらしろ
[04:19:50.359] その意をここに受け継がこを誓
[04:19:56.199] あ、棺のまま行く。棺のまま行くんだ。え、なんかお母に動くかな?
[04:20:07.119] 父、ザラシトロはナイラへと帰った。
[04:20:10.399] いや、まだそこにあるだろ。
[04:20:11.640] 今日この時より息子ハディートが砂漠の民の族長となる。父の名を怪我さぬよう務めるつもりだ。
[04:20:21.439] みんなよろしく頼む。
[04:20:24.640] 新しい族長様の誕生だ。
[04:20:28.000] 族長様。
[04:20:30.640] ハート様頼りにしておりますぞ。
[04:20:34.640] 意外とみんな切り替え早い。
[04:20:36.399] そうだ。[笑い]
[04:20:38.560] 昨日あんな泣いてたのになているか。
[04:20:43.080] イシエの龍は滅びた。までも骨を抱えていても仕方がない。
[04:20:49.439] アレクルーナイラにも負けない強い方を作るさ。ティラノスのように強い方を。ティラノスの魂もラに帰りたがっているだろう。さあ、骨王をナイラへ。
[04:21:17.760] ああ、これでティラノスも父
[04:21:25.600] 骨って浮くの?
[04:21:26.760] 安らかな?眠
[04:21:27.520] どうだろ?浮くんじゃない?わかんないけど浮きそうじゃない?
[04:21:32.319] よし、みんな村へ帰るぞ。
[04:21:35.279] 沈むか。骨は沈むかもね。
[04:21:37.640] こ水なんかあんまりこういう話もあるけど水体が浮くのってガスが溜まるからだね。
[04:21:44.479] ガスとかたまんないだろうからな。この
[04:21:46.800] 大変じゃろ。
[04:21:51.720] なんや。
[04:22:05.319] え、どういうこと?い、すごい画質いい急に。おお、敵が塾で。
[04:22:18.600] え、これがあれ、ティラノス。
[04:22:23.119] なんとなんとこれぞか。
[04:22:28.080] え、なんで蘇ったの?
[04:22:30.880] 信じられティノスが復活しよった。
[04:22:36.479] ティラノス?まさか。いや、これは夢ではない。
[04:22:44.119] 神を初めてあなたに感謝を捧げる。そして他でもない。お前たちにもだ。お前たちの助けがあってこそこの奇跡は起きた。
[04:22:58.000] え、なんで蘇ったの?
[04:22:59.239] だから俺はこの奇跡にかけてみたい。今この時に。皆すまない。ティラノスが現れた。
[04:23:13.560] 俺は俗長にはなれない。
[04:23:15.560] ティマイオスの懐の竜がナイラを遡り
[04:23:19.479] 女王を助けに行く。もし女王と共に俺が生きて戻れたならその時こそは
[04:23:27.319] トラップカードでリビングデッドの墓が遊戯な。
[04:23:31.720] 皆あなたを信じて待っていますとも。
[04:23:37.119] ああ、必ずイニシエの龍、俺の言うことが分かるか?
[04:23:45.560] もっと下から行った方がええんちゃ。
[04:23:46.840] その際に乗せてくれ。ナイラを遡り女王の元へ。
[04:23:54.239] おお。
[04:23:58.520] ため口で頼むなよ。
[04:24:01.720] 俺めっちゃいいとこに乗ってるけど。
[04:24:05.119] おお。
[04:24:06.399] おお。笑。
[04:24:08.319] お前も行くんかい?
[04:24:11.279] 乗りにくい。背中しやがって。
[04:24:13.803] [笑い]
[04:24:15.000] どうやらティラスはここで俺たちを待っていてくれるようだな。え、このティラロスはな、なんで復活したんすか?全然そこの説明がないんだけど。なんで?え、ティラノスはなんで復活したの?奇跡。奇跡ってやつ。
[04:24:32.520] いや、はびったらまた
[04:24:35.199] 1
[04:24:35.319] 人で突っぱしててさ、本当団体行動ができないやつよね。ひ
[04:24:41.199] なんなんティラノスって。あ、も意外と可愛いかもな。意外と可愛いかもな。あ、ほんでここに来る。
[04:24:51.920] の親戚
[04:24:53.119] なんかラプラスラプラス系統の背中してたけど
[04:24:56.880] せア
[04:24:57.880] この辺も1発けちゃう。
[04:25:00.319] 目が好き。優しい目してるよな。
[04:25:04.640] 優しい目してるよな、あいつ。あ、え、早速、早速女王。
[04:25:10.788] [音楽]
[04:25:15.840] おい、
[04:25:16.319] 邪魔と同じ目してた。
[04:25:17.800] 嘘、それ優しい目してますわな。祈りを捧げねば。ああ、女王様が殺されるけど、私には何があった?初めから話してみろ。
[04:25:29.279] 私は女王様と共もに大地の精霊にお伝え
[04:25:31.479] するもの。それなのに私たちを取られた
[04:25:33.960] 魔物は魔王のために祈りを捧げようと命令
[04:25:36.080] されたのです。魔王の像に精霊の精霊の
[04:25:39.608] [音楽]巫女が祈りを捧げれば奴らの力が
[04:25:41.319] 増すと逆らわなければ命はないと言われ
[04:25:43.840] ました。女王様はお断り。そしてどこかへ
[04:25:47.680] 閉じ込められてしまったのです。
[04:25:55.760] あなた方、まあ、そのお守りは
[04:26:01.119] 何?[音楽]
[04:26:05.239] あ、空から来るタイプね。さあ、お前をも
[04:26:09.040] て仲間たちと一緒に魔王様に乗りを捧げる
[04:26:11.359] んだ。[音楽]
[04:26:16.880] にゃいやにゃ。
[04:26:19.680] キメラってお前今更キメラごときが俺の俺のあれになるかね。
[04:26:26.760] なめるなよ。
[04:26:32.800] なめんな。
[04:26:34.119] なめんなりゃ。
[04:26:39.119] あ、でもちょっとちょっとちょっと強い。ちょっと強いか。
[04:26:42.640] ちょっと強めのいいわ。
[04:26:57.119] あのなんかこの世界の人たち、このゲームの中の人たち回復魔法使えるやつ多いな。うん。
[04:27:04.104] [音楽]
[04:27:13.159] あ、一緒に来てくれ。あ、一緒に来て。一緒には来てくれないのね。セーブだけしますか。
[04:27:19.239] 逆に言えば回復しかしてくれない。
[04:27:21.789] [笑い]
[04:27:22.720] でも何もしてくれないやつもいるからな。何もしてくれないやつもいるから。もうプレイ時間
[04:27:30.840] 21
[04:27:31.279] 時間もやってんだな。結構やってる。これ行けないかな?あ、行けないのね。こっちも。あ、行けないんだ。
[04:27:41.800] オッケー。
[04:27:44.040] まず30分でクリアできるか?ここ
[04:27:49.199] 何ですか?ここは一体何?
[04:27:52.520] まず1回下から見てくるか。
[04:28:00.920] 人いるじゃん。うう。魔物働けば魔王様
[04:28:05.000] 女王様だけは助けると約束し。え、ローラ
[04:28:08.199] の真似した俺今。嘘。無意識だったかも。
[04:28:11.199] 無識でローラの真似してたの好きすぎて。
[04:28:12.225] [音楽]
[04:28:14.720] 俺はもうダメだ。死ぬ前にもう一度母ちゃんに会いてえよ。
[04:28:19.479] え、もう結構いい多いな。悪魔の壺
[04:28:27.479] ローラは無敵。
[04:28:31.239] ローラもう気づいてるもんね。あいつ
[04:28:33.800] 結構気づきのローラだよ。
[04:28:40.760] てあ、でもあれだ。
[04:28:46.279] こいつあの職業うまいんだよ。職業。ほら、
[04:28:48.600] 10
[04:28:48.800] もくれるね。ああ、もうちょっとでマスター。あ、メダパニダンスいいじゃん。え、ていうかさ、食歴技ないの?覚えないんだけど。
[04:29:02.359] 覚えないんだけど。
[04:29:03.359] 剣の前嘘でしょ?え?剣の前ってない?もしかしてなくなった?覚えないんだが。
[04:29:13.640] もう前ない。
[04:29:15.279] 嘘でしょ?え、ないの?もう前ない。まだ前える。何こ?
[04:29:30.000] 上級色で会禁とか。
[04:29:32.399] そういうこと。
[04:29:32.920] あんまり強すぎてちょっとそんな簡単に覚えないようになったのかな
[04:29:42.800] ねえ。
[04:29:46.080] 開かない。開かねえんだけど。
[04:29:55.880] スーパースターとか覚えそう。
[04:29:57.840] ああ、そういうことなのかな。
[04:30:04.080] え、これどこ行くの?どこも開かないよ。
[04:30:15.119] え、開かないんや
[04:30:19.000] ん。
[04:30:22.640] 何これ?
[04:30:26.840] もし難時大地の精霊に合わんとするつる
[04:30:28.680] ならば、まずは砂漠の民である。え、はい
[04:30:31.119] 。
[04:30:31.960] ああ。はあ。はい。ん。で、これがあ、はいはいはい。
[04:30:46.680] え、
[04:30:50.159] 力強きも。それは死。あ、なほ。分かった分かった。順番で押せっていうやつで。これのこれの順番通りに押せってことね。
[04:30:50.736] [音楽]
[04:31:01.600] まずは力強きもの。はい。力強き。力、え
[04:31:06.399] 、長息き。力長息き
[04:31:12.199] 。え、どういうこと?ちょっとね、力長い
[04:31:15.359] 。これ順番に押せばいいんだろ、多分。
[04:31:20.080] 生まれ変わるもの。それは蛇、最後、最後
[04:31:22.080] 蛇ね。最後が蛇でまず獅死で力強きもの。
[04:31:27.960] 力強き
[04:31:30.319] 力強きもの順番通りで押せばいいよな。
[04:31:33.920] あの言い伝えの通りにね。
[04:31:37.119] 天へ導くものはえー3番目だな。だ長なん
[04:31:42.159] だよ。長息は亀だな。あ、もうこれ調べ
[04:31:44.399] なくてもいいわ。調べなくてもいい。
[04:31:47.199] はい。
[04:31:49.032] [音楽]はい。押す。はい。押すでからの
[04:31:53.319] 天に天に行って生まれ変わると。こういう
[04:31:55.960] ことやろ。これオレミー
[04:32:02.399] ねえ
[04:32:05.840] 余裕すぎる。
[04:32:06.920] なめんなよ、あんまり俺は。ほれみ
[04:32:08.027] [音楽]
[04:32:10.640] ほれみんな。
[04:32:16.840] 天のさ、
[04:32:18.080] 天の
[04:32:18.920] 大卒チャンネル。
[04:32:19.760] 大卒チャンネル人生楽勝チャンネル。なんだこいつら。ひ、なんやねんこいつら。
[04:32:36.439] た、ちょ、敵が弱。ちょっと待ってよ。
[04:32:42.040] はあ。
[04:32:43.119] 全然ま、いいけどな。まあ、ま、いいんだけど。ジャガーメイジの心なんですか、それ?なんですの?ええ、なんて暴走した呪文の親髄。呪文が暴走するとダメージ以上や回復が
[04:32:57.880] 50%超える。はい、神。はい、モやろ。
[04:33:03.640] 猫魔の心情暴走率パッ
[04:33:08.600] こなスンゴ霊あっちゃった転職しない。転職しない。転職しない。ラクスン号霊。
[04:33:20.959] あ、そ男
[04:33:27.240] レベルも上がってしまいますと。もうこれいいのか?こんな楽勝チャンネルで。
[04:33:33.520] あ、あ、[音楽]
[04:33:35.719] では城のものは皆死んだと。ではでは私は何のために?
[04:33:47.000] 信じようが信じまいが事実は事実だ。もう城には誰もいない。城のもの命と引き換えにここに残っているのならその必要は?
[04:33:59.719] もう疲れました。
[04:34:02.240] 民の命さえ助かればいつの日か魔物を砂漠
[04:34:06.840] から知り解けることもできると癒しい魔物
[04:34:10.039] たちにへらいけれど何の意味もなかった。
[04:34:15.760] 大地の精霊[音楽]に使える私は自ら命を
[04:34:19.561] 立つことは叶いませぬ。若き砂漠の民を
[04:34:23.799] この身を哀れと思わばどうか一思いに私よ
[04:34:27.400] 。え、
[04:34:30.439] 砂漠を闇に包んでいる魔物の宝石はこの上にあると言ったな。
[04:34:35.561] どこへ行くのです?そんなに傷を追って。
[04:34:39.439] まだ村にもこの像の中にも砂漠の民はいる。皆女王を信じて安心しろ。
[04:34:48.840] 誰にも言わん女王が自分たちを見捨てて死のうとしたなど
[04:35:00.799] せい。
[04:35:05.535] [音楽]
[04:35:07.000] 見苦しいところを見せましたね。私はこの砂漠を滑るもの。あなた方が彼のところであるどうならどうか後を追ってください。
[04:35:13.879] この砂漠を闇に積み私を苦しめる魔物の
[04:35:16.879] 狩猟瀬戸
[04:35:18.959] 買とかあつがこの像にはめたえ一のルビー
[04:35:23.039] の力で砂漠は闇にされた。
[04:35:29.359] お、このゲーム鍵の種類多いな。鍵の種類
[04:35:33.279] が。
[04:35:37.080] あざす
[04:35:41.080] 。
[04:35:44.719] よ、
[04:35:46.959] この辺開くのかな?おい、いいね。なんかこれ悪魔の壺っぽくね?あ、違った。今度は何ですか?
[04:35:56.359] せ、
[04:35:56.879] あ、こいつは倒せないんだ。
[04:36:04.639] 炎よ。はと
[04:36:11.279] り
[04:36:13.480] 久しぶりの戦
[04:36:15.600] 本当だね。
[04:36:18.639] え、ちゃんと雑魚戦こうやって戦った方がいいのかな?
[04:36:23.879] 戦った方がいいのかな?
[04:36:36.080] ねえ、
[04:36:38.879] これなんだ?王者は自ら正しき道を選ぶものだ。はあ。はあ。
[04:36:47.000] えー、何それ?叩き、何が正しき道やねん。わかんないって。どういうこと?あ、
[04:36:59.719] それや。
[04:37:09.400] どうだろ?これ1
[04:37:10.119] 時までにここクリアできるかな?
[04:37:18.561] ふん。
[04:37:24.840] 正しき道って何?ガ、
[04:37:34.119] ここ行くの?ここでもでも大したダメージじゃねえ。大したダメージじゃねえな。大したダメージがなか全然いけるやん。
[04:37:43.391] [笑い]
[04:37:51.000] いや、もう明らかこいつは強いやろ、絶対。こいつは絶対強いよね。
[04:37:55.520] はあ。
[04:37:55.959] あ、だよね。うん。ライオンヘッドけえ。
[04:38:01.959] うりゃ。は、炎よ。
[04:38:08.600] せや。
[04:38:17.959] いいね。
[04:38:21.439] こんくらいやっぱ歯応えがねえとな。
[04:38:24.002] [笑い]
[04:38:25.039] こんくらいやっぱ歯応えがあった方がいいよ。ま、ちょ強いもん。ほら。
[04:38:34.199] いいね。
[04:38:35.480] ま、ざっとこんなもんね。
[04:38:39.000] おふ。
[04:38:40.359] またレベル上がっちまった。
[04:38:45.680] マカロニくらいの歯ごた応えだった。肩。うわお。パパ
[04:38:46.271] [音楽]
[04:39:05.520] りや。
[04:39:09.959] よし。
[04:39:12.199] どんなもん?あ
[04:39:14.359] あ、これおいしい。こいつ10
[04:39:15.920] もくれるんだよ。職業塾動。あ、イオラ。あら、イオラなんてめっちゃいいじゃない?アサシンダガー。ちょっとごめん。
[04:39:32.480] 1個使っていい?これ。もう
[04:39:34.639] 1個使っていい?これ。今使っちゃう。
[04:39:36.053] [音楽]
[04:39:41.520] 魔力覚醒。よしよしよし。次でマスターな
[04:39:43.480] 。結構種
[04:39:47.080] ちょっと食べよう。種食べちゃおう。もう
[04:39:49.360] 持っててもしゃあなからな。
[04:40:00.200] 美しそって何?あ、魅力が上がるんだ。
[04:40:08.480] 回復魔力も上げる。オ
[04:40:21.638] ね、
[04:40:24.560] これか。一旦セーブだけど、まだ今日できるね。まだできるよな。ここだけクリアしたいな。ここだけ綺麗にクリアして終わりてえな。
[04:40:40.240] どうかな?終わんねえかな?で、意外と
[04:40:41.718] ここら辺もうさ、長いんだよね。1つの
[04:40:43.878] ストーリーね。ここクリアしたと終わるの
[04:40:46.520] か?
[04:40:52.718] さあ、今日もお祈りの時間だ。さっさと
[04:40:54.320] 階段を登魔王様の顔の前に行くんだよ。
[04:40:57.440] あと1人でも時期に来るんさ。先に俺様の
[04:40:59.840] 兄弟たちが連れ戻しに行ったからな。
[04:41:01.840] どんな姿は知らないかな。
[04:41:04.478] [音楽]
[04:41:05.040] では、あの子が戻ってからでは行けませんか?出ないと不安で。えっと、女王様は無事なのかしら?そうよ。女王様は無事を確かめなければいいことは聞きませんわ。お前たち今日お祈りに行っちゃまずい理由でもあんのかよ。
[04:41:18.888] [音楽]
[04:41:31.638] たせアメガンテム。あ、違う。アサシンダガーとか手に入れたよ。上がるね。
[04:41:48.440] 5%で敵を即死させるは強。
[04:41:55.958] あ、ドラゴンシールドとかをもらったの
[04:41:57.840] 忘れてたわ。
[04:42:04.638] あ、そういえば何?プラチナシールドとか
[04:42:07.760] 全然俺装備更新してなかったわ。そうだ。
[04:42:10.680] プラチナシールドもらったんだ。忘れてた
[04:42:13.760] 。
[04:42:18.360] どうなってこれ?どうやって行くんだってこと?
[04:42:22.120] せい。
[04:42:22.878] あの壺も気になるね。この壺も気になりますぜ。何もないんかい?どうやってあそこ行くの?あ、一旦そっから外に出んのか。
[04:42:36.180] [音楽]
[04:42:49.440] こっから一旦外に出んのね。
[04:42:56.440] で、こっから入る。
[04:43:01.520] はいはいはいはいはい。
[04:43:04.440] なんだお前は邪魔するきか。
[04:43:10.360] で、ここキメラにした。もっと強そうな魔物にすればいいの?オ、
[04:43:17.638] それあ、
[04:43:20.720] [叫び声]
[04:43:23.040] もう弱いもん。めっちゃ。
[04:43:28.040] あ、いいね。羊かへの歌。
[04:43:33.820] [音楽]
[04:43:34.400] すごい弱そうだよな。キメラって
[04:43:37.798] もっと強い魔物配置すればいいのにね。
[04:43:41.200] はい。[音楽]
[04:43:41.798] だってもうこれ2
[04:43:42.600] つぐらい前のストーリーのとこで出てきた魔物だからな。
[04:43:50.280] めっちゃなんか断ることに回復とセーブをさせてくれるっていう。そんなにそんなに傷ついてないで。そろそろ
[04:44:02.878] もそう足もないから殴るだけで倒せそう。
[04:44:10.480] あ、悪魔のツボいいね。なんならこいつ美味しいからな。
[04:44:18.280] お、丸集中
[04:44:20.200] は
[04:44:21.560] はあはそれ
[04:44:30.560] 手や。あ、光
[04:44:33.760] 熊の壺。
[04:44:36.400] あ、クマのここはポケモン。ここはポケモンの中に教会の像あっていえんか?
[04:44:46.600] ま、それを言うたら、それを言うたらおしまいやねえ。
[04:45:05.520] お、
[04:45:06.360] 残念だな。
[04:45:07.360] あ、こいつが瀬戸なんだ。
[04:45:08.320] もう少しで闇のルビーを外して砂漠を救えるところだったのに。かわいそうに。どうした?もう立てないのか?
[04:45:21.920] 己れ。
[04:45:23.360] 大体バカにしてるのかい?手追いのみで私に向かってくるとは。
[04:45:29.680] なあ、
[04:45:31.920] 元から力の差は明らかだよ。その上、今私の魔力は増している。君たちの仲間が大地の精霊に祈りを捧げてくれたおかげでね。
[04:45:44.480] 結構スピってるよな、こいつら。
[04:45:46.840] こいつら結構スピってるよな。祈りだのアーだのカーだので力がますっと思ってんだから。
[04:45:52.080] レベルさあるけど。瀬戸大丈夫?
[04:45:54.400] おや、お腹。
[04:45:56.080] 本当だね。
[04:45:57.240] じゃあ君と一緒に殺してあげよう。
[04:46:00.680] 適正レベルのプラス10
[04:46:02.280] ぐらいあるけど大丈夫?しかもなんかこう戦う前にワンクッション置いてくれるし。あ、なるほど。ここであの転職してからのも良かったんだな。ま、でもいいや。よいよ。勝てんべ。まあ勝てんだろ。あんかっこいいな。ドラゴンソルジャー。
[04:46:29.760] よし。ちょっと待って。えー、まずはルカなんとかルカニとか入れてから魔力暴走しようかな。
[04:46:41.200] ルカニ
[04:46:42.558] いいね。眠りとかは効かないのね、こいつは。
[04:46:52.944] [音楽]
[04:46:57.878] 結構ガボやることないんだよね。羊会ってあんまりあれなんだな。まあまあまあやるとしたらまこか。
[04:47:13.920] これメダパニとかは効かないのね。マッスルダンス。えー、仲間
[04:47:17.878] 1人の物理攻撃を強化するたましい踊り。
[04:47:20.840] ああ、どうなんだろう。だったら戦いの前
[04:47:24.558] 2
[04:47:24.760] 回やってからでもいいんじゃないね。戦は
[04:47:26.348] [音楽]
[04:47:33.638] うわ、爆裂系やってんの?ああ、弱、弱、弱いな。え、弱いな。
[04:47:45.080] 魔力よ。
[04:47:50.480] さらにもう1回戦いの前やて。
[04:47:58.558] ああ、なるほど。ルカにとかやってくんだ。だるいな。ただ今ね、回復がね、ちょっと回復がないのがね、ちょっと痛いよね。
[04:48:08.280] それ行くわよ。
[04:48:19.760] あ、イオラがこいつは効くんだ。はい。
[04:48:25.160] ああ、くそ強え。464だわ。[笑い]
[04:48:29.680] 464だわ、みんな。
[04:48:32.638] 464。4。
[04:48:36.400] 464[音楽]
[04:48:37.440] だわ、みんな。
[04:48:40.040] 464。
[04:48:47.840] ここ、ここから数。それが続きます。ここから数ターン。それが続きます。ああ、若干しんどいね。
[04:49:05.360] いや、強いね。回復して。ホぐらいしかねえんだよな。
[04:49:11.840] ホイぐらいしかねえんだよな。治れ。ありがとうね。
[04:49:16.440] ちょっとしんどいね。それじゃね。
[04:49:19.840] 光。
[04:49:21.600] ま、413。
[04:49:24.480] まあ413。
[04:49:30.144] [音楽]
[04:49:32.798] せや。
[04:49:33.878] あ、ちょっとね、
[04:49:42.280] は、
[04:49:45.200] 回復だな。
[04:49:49.798] それ
[04:49:50.718] うわ、めっちゃ武器ガードしてんな、こいつめちゃくちゃ打ち返してくるんだけど。
[04:49:58.400] ま、4[笑い]
[04:50:00.480] つよ。
[04:50:03.160] つよたンすぎ。
[04:50:07.760] 400
[04:50:09.440] 超です。普通に
[04:50:11.320] 会感。
[04:50:13.400] 強すぎんよ。ちょっとはたんよ。
[04:50:18.040] わかな。この私がやられると。バカだ。バカなぜ。
[04:50:32.878] やっぱ好きなんすね。
[04:50:34.240] やった。やっぱ好きなんすね。その目から闇のルビーを外せ。
[04:50:44.760] あ、
[04:50:45.040] アディート
[04:50:50.718] よかった。まだ息はあるようですね。
[04:50:55.958] 女王か。
[04:51:00.558] のことはどうでもいい。早くルビーを。
[04:51:06.160] それではまさかこの方たちがセトをそうなのですね。では急がなければ私は長い間この時を待っておりました。
[04:51:19.920] 急ぐって割には喋るな。
[04:51:21.280] 像の両にはめられた闇のルビーこそ砂漠の封印を司さどる鍵。
[04:51:27.440] さあ、私と共にあのおましいルビーを外してくださいますね。
[04:51:34.638] これでいいっていうやつがいるんか?
[04:51:35.252] [音楽]
[04:51:37.840] では私は左目のルビーを外します。皆様右目のルビーを
[04:51:46.558] 結構でかい。
[04:51:48.352] [笑い]
[04:51:48.360] 私がまずこちらのルビーを外して見せます。
[04:51:51.000] で、外せる。
[04:51:55.480] どう外して
[04:51:58.200] 左目のルビーは外れました。さあ、そちらの右目のルビーを外して砂漠に再び光を。
[04:52:08.240] これ魔王像って言ってるけどこれオルゴデミーイラってこと似てなさすぎやろ。
[04:52:22.360] 足き力は今その効力を失い魔王の像は崩れゆく。皆さん急いで。ここから脱出しなければ
[04:52:31.600] なぜ崩れるのか。
[04:52:33.798] あるある。
[04:52:34.200] 神よ。精霊よ。どうか心正しきものを見捨てたもな。神よ。
[04:52:57.000] え、わしらおらんやん。
[04:53:06.200] どういう仕組みで流れるん?
[04:53:08.918] [笑い]
[04:53:10.360] これナイラのナイラのごか護だろうが。
[04:53:21.120] 終わったんか?え?
[04:53:25.040] え?え?何?え?嘘?しんだ。うん。
[04:53:33.152] [鼻息]
[04:53:44.878] いや、生き返るんかい?なんやそれ?
[04:53:47.040] ああ。
[04:53:48.558] いや、意外と意外。いや、なんな、なんやろ。じゃあ、その、なんか意外とす、すっと行き返るじゃん。なんだよ。
[04:53:56.558] ご都合蘇生[笑い]
[04:53:58.600] だったら村長も蘇生してやれよ。
[04:54:06.360] ドラゴンボールがあれば大丈夫だ。
[04:54:09.120] この玉に生きるもの全てが私の民。あなたもその
[04:54:11.958] 1人です。女王として当然なことでしょ。
[04:54:14.718] うん。
[04:54:18.120] 感謝するの。
[04:54:21.878] まあまあツもる話もございましょうが。ここは一旦村に帰ってから女王さんも皆さんもお疲れでしょうからな。さあさあ、帰りましょう。一個は村へと帰り、その晩は女王の期間と新しい族長の任を祝う宴となった。
