[00:00:01.280] つけましたよ、もう。
[05:36:54.240] そのあの
[05:36:55.878] 1番マシなやっぱ黒が1
[05:36:57.200] 番マし俺は俺黒やねんな。俺は俺やっぱ黒なんですよ。
[05:37:03.480] 黒が一番ま、俺も若い時はさ、
[05:37:08.680] 若い時はさ、うわ、若い時はさとか言うようになっちゃったんだけどさ。
[05:37:12.480] うん。
[05:37:13.000] 赤とかさ、さっきみたいに前髪金とかやっぱバンドやったけど
[05:37:16.718] はいはいはいはいはい。
[05:37:18.280] ダサいよな。
[05:37:20.878] いや、そうな、その他の人のことどうこじゃなくて
[05:37:24.798] 自分でってことない。
[05:37:26.000] 自分でいいね。
[05:37:27.360] なんか今思ったの痛いのよ。なんか
[05:37:31.840] 痛い。うん。じゃあ俺次
[05:37:33.558] だから、だから痛いと思ってるもん。俺ちゃんのこと
[05:37:39.160] 痛いもんだ。
[05:37:41.240] ダンジんと悪口だね。
[05:37:42.920] 42やもんなって。
[05:37:46.400] うん。いや、別にあれよ。
[05:37:49.080] 子供たちは別に何もこれで黒に戻したらどうするのって聞いたことあるの?あるあるんだけどな。なんか違うなって言われ。
[05:37:59.638] あ、もうだそれ幼い時からそうだもん。だってだって上野子が小学校とか初めてあった時小学校だけどその前からずっとじちゃん金髪や。
[05:38:07.920] そうそうだね。
[05:38:09.360] それは今更やられても困るわな。今更やられてもそうか。
[05:38:16.120] しかもあんたこな間だにしてたよね。
[05:38:18.280] なんなあれ?
[05:38:19.400] してた。してたやた。
[05:38:23.040] なんで?
[05:38:24.638] いや、あの毎回金だとさ
[05:38:27.160] うん。
[05:38:28.160] あの、つまんなくなってくんだよ。
[05:38:32.480] 物足りなくなってきて、で、その美容師さんとも長いっていう話をさっきしたじゃん。
[05:38:38.000] で、今日、今日やっちゃいますみたいな感じで、今日ちょっとやっちゃいますみたいなノりで、あの、じゃ、赤にっていう思い切ったな。
[05:38:53.000] うん。
[05:38:54.120] 申し訳ないけどバカだかったね。ね。
[05:39:05.320] いや、いいんだけどね。
[05:39:07.000] 俺あの変ななんかなんなんだっけ?誰かに
[05:39:10.120] AI
[05:39:10.400] の動画なんか送ってたよ。マーブルか誰かに。
[05:39:14.160] 送ってた。送ってた。
[05:39:15.558] びっくりしたね。あれ嘘やん。
[05:39:18.638] だ最初じゃねって言ってたもんね。
[05:39:20.600] そう。俺あのAI
[05:39:21.478] で赤くしたんかたら本当に赤って聞いて。
[05:39:24.440] そう。本当に赤だ。
[05:39:25.558] そう。違う。あのラブホみたいなラブホにいんのかと思った。しかもあれ
[05:39:28.958] 違う違うよ。
[05:39:30.000] 不倫かて思って
[05:39:31.798] 違うわ。
[05:39:32.320] ラブホすぎんだろあの扉。
[05:39:38.400] あれはあのそういう広くなるんだよ。あの空っていうやつあるじゃん。
[05:39:42.680] 分かるよ。分かるよ。
[05:39:43.798] うん。あれで取るとああいう感じになるの。
[05:39:47.600] いや、良かった。金髪、金髪に戻してくよかったよ。
[05:39:51.240] あ、まだ良かったってことね。
[05:39:52.878] まだてかもう俺ももうだからこう言ってるけど金髪よ。やっぱりじんちゃんは
[05:39:59.280] だもう慣れってことでしょ。
[05:40:00.840] 赤とかやめてほんま。
[05:40:05.400] あ、俺青入れたことあんだよ。ここにちょっと前髪に青
[05:40:11.080] マーブルみたいなな。マーブルもやってるけど。
[05:40:12.718] あ、そうそうそうそうそうそうそうそう。すぐ落ちちゃうけどね。
[05:40:17.798] うん。
[05:40:19.760] たまに冒険したくなんだ。
[05:40:22.120] そう。え、なちゃないのか。そういうのは。
[05:40:26.360] 俺噛み染めないの。仕事上やっぱ営業だから無理ってのもあるけど。
[05:40:31.160] ああ。
[05:40:32.000] だじゃなかったとしても止めないな。髪は
[05:40:35.080] うん。なんかやっぱ
[05:40:36.760] えい。
[05:40:38.120] うん。偉いとかじゃないね。黒がいっちゃんえね。やっぱ人間
[05:40:43.958] じゃ俺は人間ダメってことになっちゃうね。
[05:40:46.080] あ、そうだね。ちょっとした死体だし。
[05:40:53.718] ま、しょうがないか。ま、
[05:40:54.878] しょうがないね。しょうがないですね。はい、じゃあ次行きます。
[05:40:57.760] はい、
[05:40:59.638] グートラジオさん、こんばんは。
[05:41:01.200] たまには気合い入れてシャクシャクし
[05:41:02.600] ましょう。気合い気合いバキバキした顔面
[05:41:04.760] をここで見せてくださいだって。ほら。
[05:41:06.080] おい。はい。行け。カメラに向かって最大
[05:41:08.200] の気合いバキバキフェイス。
[05:41:20.680] 表情金がね、やっぱ硬いよ。あんたそんな
[05:41:24.638] もんか。
[05:41:27.120] 気持ち悪い。
[05:41:41.000] 玉のは見慣れてんだよな。次行きます。え、茶まゲ願望ありますか?ある場合は子供とか欲しいですか?と
[05:41:50.558] なあ、どうぞ。どういうじゃま絵だからね。
[05:41:55.520] ま、願望あります。
[05:41:58.638] いや、それ、それ人生で
[05:42:00.400] 1回はしたいよ。そりゃい、
[05:42:03.878] ああ、
[05:42:04.360] 経験はするべきだと思う。
[05:42:06.040] 1
[05:42:06.120] 回1回でいいだろ。
[05:42:07.440] いや、もちろんそ、もちろんそうなんだけどはするんちゃう?
[05:42:12.638] ああ、なるほどね。
[05:42:13.958] うん。
[05:42:16.120] で、願望はあるとまあ
[05:42:21.638] どうちな?どっち?
[05:42:23.440] いや、俺さ、いや、もう散々言ってるけど。うん。
[05:42:27.240] うん。
[05:42:28.520] やっぱあの
[05:42:31.040] 1
[05:42:31.200] 人の時間ないとダメなんですよ、私は。あ、けどまあまあまあまあまあ人付き合い疲れちゃうのもあるし。
[05:42:40.600] うんうんうんうんうん
[05:42:42.798] だからそのそそのその時間今もう全部
[05:42:45.680] 1人じゃほぼなんか1人で住んでるし
[05:42:48.360] うん。
[05:42:48.878] それがなくなっちゃうのがちょっと怖いなとは思うね。
[05:42:54.520] な、けどなくなる経験をしたことはあるの。
[05:42:58.520] なくなる経験。
[05:43:00.120] 1
[05:43:00.240] 人の時間がなくなる経験をしたことがあるかないかによってまた話が変わってくるじゃん。
[05:43:06.840] それ聞く。それ俺配信で言ったんだっけな?う、知らない。俺は俺は知らない。
[05:43:17.958] いや、だから同棲してたって言ったんだっけ?配信で俺。
[05:43:25.120] マジ誰も聞いて。
[05:43:25.878] あれ、これ言ってないんだっけ?言ったんだっけ?
[05:43:27.760] 知らない。
[05:43:31.200] あれ彼女同棲してたって初耳だっけ?言ってないんだっけ?
[05:43:36.200] 言ってない。言ってない。
[05:43:37.040] ぬるっと出ちゃったけど。今
[05:43:38.680] ぬるっと出て。俺は引き出してないからな。いや、
[05:43:42.240] してたよ。してた、してた。
[05:43:44.440] うん。俺はしてたけど知ってたけど。
[05:43:45.878] え、あれでもあれじゃない?これ言ったよな。
[05:43:49.840] あの、だから、ま、俺よく配信で言うけど、
[05:43:53.440] あの、ネズミにはまった彼女はそうだ、同棲してて
[05:44:00.798] もね。
[05:44:01.400] うん。で、もう地獄やったからね。
[05:44:06.958] 僕も存じあげております。
[05:44:08.520] ま、知ってる人だしね。
[05:44:10.000] はい。そうですね。
[05:44:11.638] 地獄やったで。で、
[05:44:16.878] うん。
[05:44:17.320] それから逃げるように配信をしたわけですわ。
[05:44:21.440] なるほど。1人の時間が欲しいと。
[05:44:23.240] うん。だ、もうね、それがなん、それ何年かしてて
[05:44:27.558] うん。
[05:44:28.120] もうや、やになっちゃったんだよね。もう
[05:44:34.760] 疲れちゃったね。
[05:44:35.600] 疲れちゃったんだよね。やっぱ
[05:44:37.360] 1
[05:44:37.478] 人楽だし。で、じゃあだからじゃあこれからずっとそうそれで行くかってそうでもなくて
[05:44:45.440] なるほど。
[05:44:45.878] 例えばね、彼女がとしてそういう話になるや。もうご年も年だし。
[05:44:50.400] うん。うん。うん。
[05:44:51.600] ってなったら別にさ、いや、嫌だとはなんないよ。もちろん
[05:44:55.240] そういう結婚とかも考える年だしさ。
[05:44:57.760] はい。
[05:44:58.478] うん。
[05:44:59.878] だけどやっぱりその初めてあ、じゃあ、あ、もう結婚前提にラブラブであ、どうせめよう。ワクワクとはならないよね。
[05:45:09.360] 1回失敗してるから。
[05:45:10.360] ああ、なるほどね。
[05:45:14.320] はいはいはいはいはい。
[05:45:16.000] やっぱね、俺も悪いんだけどダメなんだよね。
[05:45:20.798] 1人の仕かないと。
[05:45:23.638] あのずっと一緒にいるっていうのはきやっぱねどっかやっぱ気い使うんよね。けどあれだよな。俺も別にあるかな。別に
[05:45:35.958] 1人の時間が必要てわけじゃないけど。
[05:45:39.240] うん。
[05:45:42.440] うーん。
[05:45:43.000] うん。なんかそうね。うん。必要になるのかな。
[05:45:48.478] うん。なんか
[05:45:51.120] はあるかも。
[05:45:52.120] うん。それこそもうじんちゃんはもう結婚して何年よ。
[05:45:56.478] 今15年だね。15
[05:45:58.280] 年もいたらもうそりゃいいじゃない。そりゃ
[05:46:01.440] ん。
[05:46:02.958] そりはそう別にそう別にさ別にあ
[05:46:05.760] あ、まあまあまあ
[05:46:06.958] もう夫婦で15
[05:46:08.520] 年もいたらさ、そんななんか
[05:46:10.080] うん。
[05:46:11.120] 例えば何配信ずっとしてようがね、時間が合わなかろうが別にもうそんなもんはさ、ダサなことだ。
[05:46:21.000] ま、まあ、まあ、それはあれだね。あの子供がいるからって
[05:46:25.718] もうだし。うん。だし。うん。でもさ、これからじゃあ俺があの、どうせ始めますとかなるとするじゃんね。
[05:46:33.798] うん。うん。
[05:46:34.200] そしたらそれがまず障害になるじゃん。俺が配信ばっかりするとか。
[05:46:39.320] はい。はい。はい。はい。
[05:46:40.360] 土曜日は日曜日配信しちゃう。その状態に慣れてないから。
[05:46:45.400] それでいざこ座起きんのもやだし。
[05:46:48.878] でも俺は別に配信やりたいし
[05:46:51.120] はいはいはいはい。
[05:46:52.440] そういうよ、そういうの考えてうーん。ま、でもどこまで理解でしてもらえるかだよね。
[05:47:01.360] はいはいはいはいはい。
[05:47:02.558] どこまであれするかわかんないよねっていう感じ。
[05:47:06.240] だからもう結婚ありますか?もうそこにの時点に達してないってことだよね。多分。
[05:47:12.440] うん。まだその概念として結婚をつかするっていうのはあるよ。そりゃできるかわかんないけど。できるわかんねけど。
[05:47:22.080] はいはいはいはいはい。なんできるかわかんねえね。本当にそれは
[05:47:25.798] うるせえな。バカ引くだ。うん。ま、だからそこを分かってお付き合いしてくれる人はいいね。
[05:47:35.040] いたらね。いね。
[05:47:36.400] うん。うん。
[05:47:37.240] ほならリスナーと付き合えばいいえ。確か
[05:47:41.120] まあ話早いよな。
[05:47:43.040] うん。
[05:47:43.400] 話よね。それま
[05:47:48.120] そういう人もいるだろうが。いるだろうしね。
[05:47:50.718] うん。
[05:47:51.280] ま、ま、
[05:47:51.718] モンハンで結婚してる人だっているんだ。
[05:47:53.440] いるよ。モンハンコだから荒野行動とかな。
[05:47:57.000] うん。全然いるんだから。
[05:47:58.400] でも例えと結婚そうななっしても結局ね、結局リアルであれってなるとまだその話別になってくんだよ。
[05:48:10.840] うん。
[05:48:11.440] 最初は理解あってもちょっとずつ不満になってくんねん。
[05:48:17.000] まあそうだろうな。
[05:48:18.520] な。
[05:48:19.240] うん。だろうね。
[05:48:20.478] うん。そういうこんなんです。
[05:48:22.160] そんなけどなんかなんだろう。あの女の子ってそういう感じあるよね。
[05:48:30.200] ある、ある、ある、ある。あの、最初はいいよって言ってても
[05:48:33.080] そう、そう、そう、そう、そう。
[05:48:33.958] 最初はいいよって言っててもな、
[05:48:36.040] ちょっとずつ見とかじゃなくて
[05:48:38.878] うん。あの、すげえ言葉汚くしていくよ、どんどん。もう時間、時間だからもういっしょ。
[05:48:46.958] どうぞどうぞ。
[05:48:48.360] 色々外してもいいよね。
[05:48:49.840] どうぞ。
[05:48:52.080] 女の人ってそういうこ、そういうとこあるよね。ま、男女からしたら男ってこういうとこあるよね。
[05:48:57.400] そう、そう、そうやねん。そうやねん。そうやねん。
[05:48:59.638] 一緒で。
[05:49:00.320] 一緒で例えばじゃ、俺が例えばさ
[05:49:05.040] うん。
[05:49:05.280] 彼女がいたとして
[05:49:06.798] 俺配信してて
[05:49:08.600] うん。
[05:49:08.920] うちに住んだとしても土曜日とか配信とかやる時あるし
[05:49:12.440] うん。
[05:49:13.240] じんちゃんとかやっぱ家飲んだ後と寝て帰ったりとかもするし。
[05:49:17.200] うん。うん。
[05:49:17.840] いい、今いいよって言ってても実際一緒に住み始めました。絶対絶対。うん。
[05:49:24.520] あの、そうね、絶対何かが起こると思う。
[05:49:30.440] 何か俺もそこまで分かってるからうわ、不安だってなっちゃうと思う。
[05:49:35.760] 何かが起こるのは間違いないと思う。
[05:49:37.798] うん。
[05:49:39.798] そういうもんだよ。
[05:49:41.400] でもそれを悪いって言ってるわけじゃない。だ、そういうもんなん。
[05:49:43.798] そう、そう、そう、そう。そういうもんだからね。
[05:49:45.440] そういうもんなのよ。そこもしゃあないのよ。そこを乗り越えなきゃいけないってこと。
[05:49:49.760] うん。そうなんだよ。
[05:49:51.000] そういうことなんですかな。
[05:49:53.200] そう、そうすると友達と遊べなくなったりとかっていう制限も一緒についてくるから。
[05:49:59.440] それは絶対嫌なのよ。
[05:50:03.120] でもそうなるじゃん。
[05:50:05.280] なる、なる、なる。そう、そう、なるよ。遊び時間
[05:50:09.000] いくら。いや、そんなん気にしないよって言っててもそうなるねん。
[05:50:13.320] なる、なる、なる、なる、なる。
[05:50:18.320] それはやだな。
[05:50:19.280] そう。子供がね、できたらさらにね、
[05:50:22.958] そうよ。配信だってらんなくなっちゃうもんね。
[05:50:25.000] うん。うん。ま、いや、ま、あれね、ちっちゃい子とかいる人はね、なかなか難しくなってくるよね。
[05:50:32.280] うん。
[05:50:33.400] うん。とかっていうのはあるんじゃない?
[05:50:37.120] あるよね。子供が欲しいかって言われたら
[05:50:41.878] うん。
[05:50:43.000] 子供なあ、自信ないっすよ。育てる。
[05:50:49.558] なんで
[05:50:51.000] だってな、もう責任がすごいやん。その子供が幸せになるかどうかも俺にかかっちゃうじゃん。
[05:51:03.360] そんなことなくない。別に
[05:51:04.600] そんなことあるやろ。親がやっぱさ、あれしないとさ。
[05:51:07.760] まあまあま、そこはそうだけどまあうーん。
[05:51:15.760] けどあれ男女育ってるよ。
[05:51:19.638] まあまあまあまそらな。
[05:51:22.360] そらなってない。
[05:51:23.120] そらないだ。そういうのその考えちゃうと
[05:51:28.320] うん。
[05:51:28.600] ダメなんだよ。
[05:51:30.558] じんちゃんみたいに俺ももう
[05:51:32.478] 授かりコンですわな。
[05:51:33.718] さかりコンで
[05:51:36.798] さあもうね、やるやるしかない。やるしかないっていうか
[05:51:41.040] あ、もうそれはもうま、責任を取るというかね。
[05:51:43.798] なんというか
[05:51:44.558] そうなんだよ。
[05:51:46.240] そうなってきちゃうからね。
[05:51:47.840] そういうことなんすよね。
[05:51:49.478] うん。だ、勢いと一緒だよね。うん。そう。考えたら無理だよ。イベントと一緒やねん。あれが
[05:51:56.718] あ、
[05:51:57.638] どうかな。もうやっちゃう。
[05:52:00.680] ただもうできたらそら嬉しいしあれだけど。
[05:52:04.520] そうそうそうそうそうそう。あちさんおはようございます。
[05:52:09.280] あちもそうなんだ。さかりこんなんや。じんちゃんもやで。
[05:52:13.878] そう、僕も助かりですね。
[05:52:16.760] うん。
[05:52:17.160] 今ふに言うとな。
[05:52:19.240] 今ふに言うと
[05:52:20.040] じちゃんの時代はなんで来
[05:52:27.878] うん。当時はそう言ってましたわな。
[05:52:29.840] そう。当時はね。
[05:52:30.558] 当時はね。
[05:52:31.920] うん。
[05:52:34.080] いやあ、ちょっとね、自信ない。自信はないよ。うん。欲しい欲しくないとかはまず置いといたとしたら自信はないです。
[05:52:42.478] けどみんな自信ないんだ。
[05:52:44.120] そ、そうやそう。それそうそうや。分かるよ。
[05:52:47.120] 初めてのことなんだから。うん。子供を手切ったらだって俺もうレトロゲーム全部売るで。
[05:52:55.600] え、それはもう売ろう。
[05:52:56.920] うん。
[05:53:00.958] でも俺からゲーム取ったらもう何も残らなんだも子供か子供が
[05:53:05.840] あ、まあまあまあまあ
[05:53:07.080] そうことだよな。実感はないね。
[05:53:11.600] まあ、ま、そうだよね。か、
[05:53:16.000] 実感湧いたら逆に怖いわ。
[05:53:19.360] この段階でもう名前は何にして
[05:53:23.320] そう。
[05:53:24.520] 何歳から何を始めさせてみたいなと思う。
[05:53:32.080] ま、そんな感じですね。
[05:53:33.840] ま、結婚もあるし、子供もまね、そりゃいつかはって感じはするけど、まあちょっと
[05:53:41.600] うん。て感じです。
[05:53:45.478] 見たいな。どんな、どんな、どんなのが生まれてくるか。
[05:53:49.240] どんなのってお前可愛いに決まってんだろ?
[05:53:53.320] おお。そういうこと。うちの子も可愛いぞ。
[05:53:56.600] 可愛いぞ。
[05:53:58.680] 可愛いに決まってます。はい。じゃあ次ですよ。
[05:54:01.120] え、次でございますよ。
[05:54:03.280] え、次最後の質問でございますと、ゲームおフイベ開催予定ないですかと。
[05:54:12.760] お、
[05:54:13.558] これですよ。
[05:54:16.040] いね、
[05:54:16.798] これな。今これ質問もらってますけど、こうやって俺らも言ってんねんな。
[05:54:23.440] そう、そう、そう、そう。言ってるの
[05:54:25.440] なんかそういうの
[05:54:25.958] 言ってるんですよね。
[05:54:27.240] そういうのやってもええんかな。
[05:54:31.600] うん。ちょっと考えてますよね。
[05:54:34.360] うん。
[05:54:35.040] ただ俺がひってるから。いや、俺らごきがみんなオフ書いて滑るやんとか言ってんの。
[05:54:45.878] ま、まあ邪魔がな、それは。
[05:54:48.680] 俺が
[05:54:50.638] 邪魔がな
[05:54:52.440] ずいやん。なんか告知してなんかあいつやるらしいぜつって。
[05:55:00.920] 全然人来なかったらしいぜ。ふーってなっちゃうからでもやりたいなと思うよ。うん。
[05:55:09.360] まあ、何かしらのあれでわね。別に
[05:55:13.760] うん。なんかそのイベントとか
[05:55:17.120] じゃなくて普通に飲み会とかで
[05:55:20.200] とかはいいなと思うよね。
[05:55:22.478] うん。
[05:55:23.878] なんかあの都内で
[05:55:29.160] うん。俺の俺のイベントの2
[05:55:31.160] 来た人分かると思うけど2
[05:55:32.080] 次回のさ、あの、ま、ワ上は
[05:55:35.600] 橋切ってさ、まあ1
[05:55:37.160] 人ね、あの、なんて言うの?ま、
[05:55:39.638] 5000
[05:55:39.920] 円ぐらいさ、あの、そう、なんか俺らの儲けじゃないで、それ、あの、お店にね、払ってさ、あの、参加費払ってさ、
[05:55:46.878] うん、うん、うん。
[05:55:47.520] 飲み、飲み放題でとか
[05:55:49.718] なんか
[05:55:50.600] そういうのやってもいいなあとは思うよね。なんか、
[05:55:54.240] ま、そうだね。
[05:55:55.200] ね、
[05:55:56.680] これはありだね。
[05:55:59.600] なんか今人来るかわからんけど。
[05:56:03.120] あ、来なかったら来なかったでにはなる。
[05:56:06.478] 俺結構へこむよ。多分それ多分へこむよ。
[05:56:12.040] あれ意外とあれだもんね。弱いもんね。そういうとこ
[05:56:14.558] ちゃゲームはそうやねんな。
[05:56:16.440] 意外と弱いよね。
[05:56:20.400] なんかもう初めうわーってなってるけど意外となんかそういうとこ弱いのは
[05:56:27.080] ネット弁形ネット
[05:56:28.920] うん
[05:56:30.760] いやうん
[05:56:36.360] なんかねできたらなとは思っ
[05:56:38.280] なんかできたらいいなと思うけどね
[05:56:40.200] ああ
[05:56:40.638] 今年30歳やしわし
[05:56:43.320] そうなんですよね。Twitch5
[05:56:44.760] 周年やし。
[05:56:47.080] でも30だから誕生日が
[05:56:49.840] 6月の11。
[05:56:51.760] うん。
[05:56:53.840] うん。そこら辺になんかできるかどうかやるとは言ってないけどね。
[05:57:04.760] 来るかね。人
[05:57:08.958] 俺らと飲みたいか。
[05:57:11.440] あ、ま、場所とかにもよるとはもちろん思うけど。
[05:57:15.040] だろな。
[05:57:16.760] うん。うん。ただ飲むだけだったらどうなんだろうね。
[05:57:24.160] うん。
[05:57:24.440] とか、ま、色々あるよな。そこら辺は
[05:57:28.080] 小規模だったらなんかワンチャン
[05:57:31.958] ああ。ま、別にでかくする必要性もなければね。
[05:57:36.320] お、お会い。お会いて。
[05:57:38.920] こんな一般人だよ。おじさんとね、金髪のおじさんとデブオフって喋まっぱいね。だから結局企画の方がいいんだろうねと思っちゃうけどね。やっぱそういう企画。
[05:57:59.760] うん。そうなんだよ。そう難しいな。
[05:58:03.440] 何かせ、何かこう考えてや。
[05:58:07.360] でも難しいよな。
[05:58:10.200] オフ会ってどやんねんっていう。
[05:58:16.920] 何なんだろうね。
[05:58:17.760] ねえ。うん。一般人。一般人を誰よりも好きな人がお昼。うん。うーん。ま、そうなのかなあ。
[05:58:31.958] うん。別らでもま、でもさ、俺考えてるのは別らに会いにくるとかじゃなくて、なんかみんなの交流の場
[05:58:38.520] あ、それはそうだね。
[05:58:40.000] それは
[05:58:40.520] そういうのにはいいよね。
[05:58:42.400] うん。そういうのは全然いい。
[05:58:43.478] 仲いい配信者が来てくれるだろうし。
[05:58:45.920] うん。
[05:58:46.440] ね。リスナー同士でもさ。
[05:58:49.200] そうね。そうね。
[05:58:49.920] ね。そのは楽しえる場みたいなさ。
[05:58:53.718] うん。うん。うん。うん。うん。
[05:58:54.798] あのボテフェスがそうだったから。
[05:58:58.000] うん。うん。そうね。
[05:58:58.958] うん。
[05:58:59.240] うん。リスナー同士でやっぱ仲良くなのも重いしね。やっぱそれ
[05:59:03.200] うん。
[05:59:06.240] そりは本当そう思うな。俺も
[05:59:08.240] そういうのはいいなあと思うけど。
[05:59:11.760] うーん。ちょっとだね。な
[05:59:15.400] ゲームなら会いに行ってもいいですよってね。
[05:59:20.000] ありがとうございます。
[05:59:24.200] 飲んでるだけだろうけど
[05:59:25.638] みんなでそうなんかあるよね。
[05:59:32.520] 意外とも喋んなくなっちゃうかもしんないけど。そうだね。
[05:59:39.120] 恥ずかしいくなっ
[05:59:39.840] たらんかいつって。
[05:59:41.718] そうなんだよね。
[05:59:43.200] うん。
[05:59:44.798] オフでね。でもなんかやりなんかやりたいよね。
[05:59:48.280] そうなね。そこの難しいんだよね。
[05:59:55.878] もっと
[05:59:57.000] なんか
[05:59:57.478] うん。
[05:59:58.558] うん。協力者というか一緒にできる奴らがいればそうだね。その、ま、そうなってくると企画っていう形になってくると思うんだけど、そやっぱ、ま、手伝ってもらうっていうかね、一緒に協力してっていうことにはなるだろうしうん。
[06:00:23.040] え、どっちもそういうの求めてないじゃないですか。特に
[06:00:26.680] そんなことない。別にそんなことない。
[06:00:29.798] そんなことない。そう。ちゃまちゃまそういうのは遠慮する部分は確かにあるかもね。
[06:00:39.280] ああ。
[06:00:40.040] 遠慮というかなんかうん。申し訳ねえなみたいな。
[06:00:44.320] うん。そっちが勝っちゃうね、俺はね。
[06:00:46.200] うん。俺ごきがみたいなところあるかも。
[06:00:48.798] そう、そう、そう、そう、そう、そうなんですよ。うん。
[06:00:51.000] バーベキューべ。バーベキューとかね、みんなでやりたいけどね。
[06:00:56.558] 確かにね。
[06:00:59.920] そういうのはありだね。
[06:01:00.920] うん。
[06:01:01.240] バーベキュー会場。俺らバーベキュー会場と
[06:01:05.520] バーベキュー台だけ用意して
[06:01:07.200] うん。うん。
[06:01:08.200] 場所ツイートして
[06:01:10.120] うん。
[06:01:10.440] リスナーが持ってきたものしか食べれないっていう。
[06:01:15.680] 悪い企画だな。
[06:01:17.080] なあ。おもろいやんな。
[06:01:21.718] う、結構自己。あ、ま、俺は大丈夫か?別に
[06:01:25.360] 肉、肉みんながみんな、みんな同じ思考でああ、誰か肉は持ってきてるから野菜とか持ってこうつって誰も野菜しか持ってこないみたいな。みんな、みんなキ聞かせたつもりで飲み物野菜ばっかり。
[06:01:46.478] 全然大丈夫。俺それで
[06:01:49.798] さすか装飾動物
[06:01:54.240] 間違いない。
[06:01:54.920] そのも面白そうだけどおもろそうやけどな。
[06:01:59.280] あ、企画のあの人枠としてそういうのはありだよね。
[06:02:03.000] ねえ。
[06:02:04.120] うん。そうだね。そういうなんだろうな。
[06:02:11.320] 1割できるのも面白いよね。うん。
[06:02:16.360] 一緒に楽しめるというか。うん。
[06:02:19.478] うん。
[06:02:20.680] 眠たくなってきたな。
[06:02:25.760] あなたですやん。それ
[06:02:27.000] たくなってきちゃった。まあよ。オフィはやるよ。どっかで。
[06:02:38.200] どっかでどっかでね。
[06:02:39.440] どっかでやりたいよ。俺だってやっぱなんかイベントやりたい。
[06:02:44.478] 達成感あるしな。やっぱイベントって。
[06:02:47.000] ま、楽しいしね。それはある。そんな感じですわ。
[06:02:58.478] はい。
[06:03:02.040] いいっすか?いいすかね?
[06:03:08.080] グータラジオだね。
[06:03:09.360] グータラジオだね。この感じグーたらしてるね。
[06:03:13.040] うん。これなんよ。
[06:03:17.080] そうなの?
[06:03:17.680] じゃあどうするこれ?でとりあえずあの、とりあえずこれで頂い今回いいてたマシュマロはおそらく個人からもらったものは全部答えと思うんだよ。で、この後
[06:03:32.360] 100問ぐらい
[06:03:34.200] あのモコラがあの超投げたやつがあるのね。
[06:03:38.798] それにそれについていちいち語らずにもう一言パッパッパパパッパパってもう考えずにもう即もう
[06:03:46.520] 5
[06:03:46.760] 秒以上かけかけたら負けゲームでやってく
[06:03:49.878] ま負けとかあるんだ。
[06:03:51.000] うん。
[06:03:54.798] はい。
[06:03:56.478] じゃあ行きますよ。下から行くよ。あ、この辺を答えたから。えー、じゃあはい。じゃあもうすぐ答えてね。
[06:04:08.360] うん。すぐ答えてね。え、配信に関係なくまた思い出したやりたいゲームは、え、スナッチャー。はい。よいしょ。
[06:04:14.798] も
[06:04:15.320] はい。え、過去1
[06:04:16.360] ショックだったことは、え、えっと、もう頭回んないって。
[06:04:25.878] 過去ショックだったのはそうだなあ。あ、あれかも。あの、チェスターベニントンが死んだこと。
[06:04:34.638] あの、あれ2回
[06:04:36.600] リキ、臨金のあのボーカルな。
[06:04:39.440] ああ、チェスター。
[06:04:40.798] うん。
[06:04:41.840] はい。じちゃんは
[06:04:43.440] こだ。オペ2回だった。
[06:04:44.360] オペ2回ね。はい。レベルアップ2
[06:04:45.760] はいつその持ち考えます。
[06:04:48.360] はいはい
[06:04:48.958] はい。え、行ってみたい都道府県は、え、大阪。
[06:04:52.798] ああ、俺沖縄もう1回行きたい。
[06:04:54.400] はい。え、行ってみたい国は、え、フランス、え、パリ。
[06:04:59.840] え、俺フランス。
[06:05:01.240] もう絶対俺から引っ張られてますやん。え、何でも願いが叶うとしたら何を願う?え、一応懸。
[06:05:08.080] 魔法を使える。
[06:05:10.718] パートナーになったらやってみたいことは別にね、マジでだってパートナーになったなんだけできないことってないもんな。
[06:05:17.240] ないね。
[06:05:17.680] ないね。ぬわ。はい。お疲れ。はい。
[06:05:20.000] え、転職するなら、えー、転職するなら、
[06:05:24.320] えー、
[06:05:32.558] なんで考えんだよ。
[06:05:36.878] 全職するなら
[06:05:39.040] ビクルートエージェントって言うじゃん。
[06:05:42.240] もう無理や。
[06:05:46.040] 俺もう魔法使いて出たけど
[06:05:47.600] おもろそうなあるぜ。チマゲームがウイルスに感染しました。じんちゃんはチマゲームを
[06:05:53.478] 撃つ。打たない。
[06:05:54.680] 撃たない。打たない。
[06:05:55.680] え?あ、本当?
[06:05:57.718] うん。
[06:05:58.040] 撃ないでくれんだ。
[06:05:58.920] 撃たない。うん。だって俺助かるもん、絶対。
[06:06:02.040] なんで?
[06:06:03.440] ん、別に完全しても助かる自信があるから。な
[06:06:07.080] んやでそれ狙い打ちするで。じんちゃんのことだけ殺し行くで、俺。
[06:06:13.760] いや、ちゃはウズにしてるからもう何もできないんでしょ。
[06:06:18.040] ゾンビゾンビゾンビゾンビゾンビお
[06:06:20.878] じゃラスアスラスラスで
[06:06:23.958] 俺が
[06:06:24.958] あだめだこいつだめだ。殺すんだ。そうだ。俺思い出した。
