[00:00:29.560] ああ
[05:57:20.840] あ、そうなの?え、そう、そういうのに見えるんだ。
[05:57:24.958] 多分普段はしっかりしてないみたいな言い方するよね。
[05:57:28.200] 逆にな。
[05:57:28.958] そんなことねえ。
[05:57:29.680] 逆にな。
[05:57:32.040] ああ、どうすっかね。みんなどうする?
[05:57:35.840] 笑笑。
[05:57:37.000] 結構絶望的な雰囲気やけど。
[05:57:39.958] 邪魔がね、あの違う。
[05:57:43.320] おっかれてるな。
[05:57:44.920] 違う。
[05:57:46.520] 何な
[05:57:47.160] んでもない。な
[05:57:48.920] んで
[05:57:51.478] 違うゲームをやろうかどうか迷ってる。
[05:57:56.360] 野菜食べたい。
[05:57:58.200] 野菜。
[05:58:01.440] ああ。
[05:58:02.280] けどなんか今じゃない気がする。今じゃない気がする。
[05:58:06.360] 大きな声出してくるだろ。ち
[05:58:15.120] っちまっちまっちいてる逆
[05:58:20.638] まちゃま飲んでるからな。
[05:58:24.478] あ、そっか。
[05:58:25.600] 私何か間違っているか?はい。た、大きな声出してゆっかりしてくるだろ。私何か間違ってる。ま、間違ってわかんない。どうなの?
[05:58:38.600] 笑笑。
[05:58:40.840] 僕の大好。
[05:58:43.520] ええ、
[05:58:45.400] 僕の大好物。
[05:58:47.638] カニカマだ。
[05:58:50.638] 何それ?
[05:58:52.040] 女の土産?
[05:58:52.958] カマはうまいやつじゃん。
[05:58:54.878] うめえよな。うまい。でもなんかこれをこれがあのこに入ってんだって言ったら
[05:59:05.160] 女だろうって言われたんだよ。な
[05:59:06.680] んで女なの?
[05:59:07.558] ま、意味わかんねよな。うちのリスナー同貞すぎてさ、カニカマもなんか女のあれだと思って
[05:59:15.280] どうしようもね。いや、女の基準がよくわからんなてなっ
[05:59:21.000] な。怖えよな。
[05:59:22.718] 未だに疑ってる。
[05:59:24.080] カニカマがあるなんて女だって言われ。
[05:59:28.120] カニカマなんて女の食い物。え
[05:59:30.120] え、女の食いなんで
[05:59:32.958] 男はカニカマ食わないって食うよな。
[05:59:36.360] 食べるね。
[05:59:38.920] 食うだろう。めっちゃうめえから。
[05:59:41.478] 津波み食いすんの美味しいんだよね。
[05:59:44.280] 食わねえよ。
[05:59:45.080] あれは
[05:59:45.520] それでもそれそれ嫁さん嫁女や。嫁がいるから。
[05:59:49.718] 聞いたことない。
[05:59:50.718] ああ。場か。つまみ食いて。
[05:59:55.958] それが美味しい。あ、だ、そ、そんなにいらない。ちょっと超うめえ。これマジで食わねえよ。聞いたことない。カニカマアンチっぱいんだよ。
[06:00:14.200] 料理に使おうと思ったらとりあえず
[06:00:16.400] 1本作りながら食う。まずい。
[06:00:18.958] え、
[06:00:20.280] 神か、神カじゃない。俺も神カマあの避けるチーズみたいにしてた。
[06:00:28.000] 美味しいのに食べ
[06:00:29.680] 女の意見。
[06:00:31.600] ああ、食べる。それはそれやるね。
[06:00:33.520] やるよね。うん。
[06:00:35.718] い、それやるんだったら避けるチーズを買うから。それやるんだったらね。
[06:00:45.798] 笑うな。
[06:00:58.760] うま
[06:01:14.520] マヨネーズにあえて食べないのかみ
[06:01:16.638] な
[06:01:20.798] んもうオンラインにます
[06:01:25.638] 。オンラインに入った。オンラインに入っ
[06:01:28.200] たよ、僕は。
[06:01:30.558] オンラインに入る。あ、画面変わってる。
[06:01:33.240] あれ変わってるね。笑笑
[06:01:36.958] 画面変わるやん。閉め
[06:01:42.520] やります。
[06:01:44.558] 食べてんの?
[06:01:46.360] 春サメとキュウリとカニカマとポン酢ハールね
[06:01:51.240] え。
[06:01:52.160] まだ軍
[06:01:55.558] え、じゃあ分かった。
[06:02:01.440] いや、何言って
[06:02:03.080] 行きたいか行きたくないか
[06:02:04.558] 行きたくない。
[06:02:05.400] え、
[06:02:09.400] そじゃねえかよ。
[06:02:16.798] じゃあ、
[06:02:17.478] 笑笑。はい。なんでなんでしょう?なんでございましょう?ラスト行く?
[06:02:28.760] いけど1回ぐらいいんだ。
[06:02:30.360] いや、ラスト行って負けたらここまで。うん。このまま終われないじゃん。
[06:02:41.958] うん。勝ちたいね。多分ね、あの威欲が違う。勝ちたい欲が
[06:02:49.920] 俺そうなっちゃう人な。モンハンなと
[06:02:55.280] 3乙もしといてよく言うわ。
[06:02:57.160] 3
[06:02:57.440] 乙したからそうなんだよ。
[06:03:05.680] じゃ、ラスト行こうか。
[06:03:07.360] 行くか。ラストに。
[06:03:09.400] まあ、まあ、まあ、まあ、ま、配信者の
[06:03:11.638] そうだな。そうなるな。
[06:03:18.360] もう朝やしね。ま、
[06:03:21.920] 3時
[06:03:25.680] まだ3、
[06:03:28.400] 5、
[06:03:28.718] もう3時とか、まだ3時とか。
[06:03:31.558] 何時までやるかだね。
[06:03:37.280] まあ、明日マリオの映画見たいじゃ。決まった。
[06:03:40.240] ギャラクシーは行きたいな。
[06:03:42.798] 明日マリオの映画見に行くのよ。2
[06:03:44.440] 人でてなるとだよ。うん。そんなまでやれないんじゃないかなという。
[06:03:54.000] ラブラブやんけ。
[06:03:56.240] うーん。だなきゃ。
[06:03:59.760] カップルですやん。
[06:04:02.600] でもこいつ寝たら起きねえからさ。
[06:04:07.400] 足した
[06:04:07.920] で寝るな。何?味し白
[06:04:14.478] 映画館で寝てまう。
[06:04:16.360] 味白いな。白色白やな。なんで
[06:04:20.920] 色白やんだ?変わんねえ。変わんね。
[06:04:30.080] 骸骨。
[06:04:32.840] 笑笑。はあるねえよ。あるよ。だって動いてんだもん。そうそう。あ、そういうこのこの場合のあるなしって
[06:04:41.280] 0
[06:04:42.240] 回とかじゃなくて量の話だ。ま、筋肉の大学かないかつないない。
[06:04:56.040] しょうがない。こんなもんしょ。で、
[06:05:01.840] 2倍もないもん。2
[06:05:03.520] 倍は2倍はいかないよ。はい。
[06:05:07.120] そう。2
[06:05:07.558] 倍行ったらやばいよ。なんか文句ありますか?みんなに言ってる。
[06:05:18.040] あ、俺じゃなくて。うん。
[06:05:19.760] こんな感じですけど。
[06:05:22.240] なんか文句あります?
[06:05:27.000] 怖ええ、怖ええ。いきなり切れ始めた。こんな感じだけど。なんかなんかさ、思ってたんとかなんか思ってそうじゃん。こいつらなんかあれ思ったより
[06:05:39.000] うん。
[06:05:40.080] 思ったより盛り上がってないとか今日なんか思われそうな感じじゃない?なんか
[06:05:45.160] ま、それはわかんない。
[06:05:46.478] あ、こいつバ鹿だ。
[06:05:47.478] な、なんか文句あんの?
[06:05:53.680] こうです。
[06:05:54.200] むしろこちら側はこういうのを想像してた。
[06:05:57.080] これですけど
[06:06:00.478] 君たちの想定が甘かっただけだよ。
[06:06:06.558] いや、けど想定は確かに甘かったのはあれね。
[06:06:10.638] 結構しんどいね。
[06:06:12.160] 俺はしんどくないけど。
[06:06:16.000] え、じゃあなんか違うのや。違うやってい。
[06:06:20.320] いや、今から違うないやろ。もう
[06:06:24.040] 1
[06:06:24.160] 時間ぐらいで終われたなんかあんね。ねえ、ねえかわかんないけど。
[06:06:33.520] ババコン。
[06:06:36.280] いや、もうだってラストやん。
[06:06:38.680] え、も、え、あ、そうなの?
[06:06:41.120] ラストやろ。いや、勝てば続くよ。うん。
[06:06:46.680] だ、今問題されてんのはお金がないってこと。モンハンのこれここから見た人びっくりするな。何の話してんの?
[06:07:00.000] 確かに
[06:07:01.160] モンハンの話ね。
[06:07:05.440] 今お金ないのがあれだから
[06:07:09.280] ダブル
[06:07:10.520] でもう1発勝負て
[06:07:12.958] だ今でもさっきのちょっとした報酬金で変えたでしょ。
[06:07:16.360] 変えた。ちょっとちょっとは変えた。回復やか
[06:07:19.160] で何が必要
[06:07:23.000] 必要な強化のためにと。
[06:07:25.760] ま、強化も無理だから回復役グレー作れよ。作れるでしょだって。
[06:07:31.160] あ、作れるんかな?実質で作るんだけど、これ作れるよね。
[06:07:36.120] うん。そういうこと怠ってるねん。こいつ相談してるの可愛い
[06:07:43.040] だってさ。その前回行く時もやれたよね。それめんどくさくてやってなかったでしょ?
[06:07:49.798] そんなことないよ。
[06:07:50.920] だってだって本気で勝ちに行くんだったら作るじゃん。
[06:07:54.718] で、ほら見て
[06:07:55.920] 何?
[06:07:57.120] ここにないよ。回復薬は買えて
[06:08:02.320] やだからだから
[06:08:10.718] 7個あこで
[06:08:14.478] 8あ
[06:08:16.080] ちょちょちょえだって今いくらあんのかどうやっていやけどい
[06:08:24.798] 子供の言いけじゃない。
[06:08:31.920] え、なんで?じゃ、回復薬買ったから
[06:08:35.558] 7個。
[06:08:36.360] うん。どんだけ枯れないんだよ、こいつ。やだ、やだ。貧乏ってのはもうこうなってくんだろうな。それは重要す。俺が買い渡すわ。
[06:08:52.320] あ、買い渡す。
[06:08:53.120] すぎる。
[06:08:53.958] あ、ピリンピリンつって。そうだよ。え、それそれなんかもう死ねないじゃん。え、なんか死ねないな。
[06:09:05.320] いや、これだから1回預けてきて全部。
[06:09:07.760] あ、本当だ。10
[06:09:09.080] 個やるからしまうで。
[06:09:20.878] あざす。
[06:09:23.120] 笑笑。
[06:09:24.958] 3000円あるか。
[06:09:27.040] 3000もあんの?金持ちじゃん。
[06:09:31.120] マジで小学生、小学生の会話じゃね。
[06:09:34.040] 俺3000円もあるぜ。3000
[06:09:36.000] 円もあんの?金持ちじゃん。
[06:09:38.320] もらう前から死ねない。
[06:09:39.638] 全然でかすぎだろ。
[06:09:42.280] ここで調やね。
[06:09:45.240] 笑笑。
[06:09:52.320] セットで喜んでくれそう。
[06:09:54.080] 蜂蜜なくなったわ。
[06:09:56.120] 蜂蜜10個あったから。やあ。
[06:10:04.920] ただね、あれなんだよな。回復役問題だけじゃねえんだよ。なんだよ。今度は何
[06:10:13.478] たまピフりフり
[06:10:15.920] 死ぬか知らないか。
[06:10:19.680] よし。死なない。はい。ああ。じゃ、そっか。これあれか。俺がさ、もしかして受注してんのが悪いのか。俺契約金がさ、倍になって帰ってくるから。そだからちょっと金あんだよ。
[06:10:40.760] 350円払うぜ、これ。
[06:10:41.958] うん。
[06:10:42.440] これクリアしたら倍になって帰ってくるから。
[06:10:45.600] 負けた。350で。うん。
[06:10:47.600] あ、ま、負けて。そっか。俺負けてるから俺損してんのか。
[06:10:50.840] 返すかね。おめが死んだせいで
[06:10:55.320] 金を渡せないから何も飲んでいいんじゃ。
[06:11:00.280] 金渡せないから。あのみんな金渡って
[06:11:03.478] 回復薬焼くとかね。ま、
[06:11:06.000] ちょっと金ちょっと待って。飯食ってくるわ。
[06:11:09.558] あ、俺もそこはそこは
[06:11:11.280] そこはそこは妥協しないよ。やっぱもう完璧な状態で行かないと。
[06:11:17.680] ラストだからね。なんて言ったけど焼けに強調するけど。うん。
[06:11:24.600] すごい
[06:11:25.200] ラストだからね。次がね。
[06:11:26.840] すごい強調してるけど。
[06:11:28.120] ま、もし負けたらもう終わりだからね。
[06:11:34.718] ラストオブラスト。
[06:11:36.360] うん。ファイナルラスト。ちゃい。ちゃい。
[06:11:50.120] スタがついた。攻撃力かかって欲しいんだよな。大丈夫。
[06:11:55.680] 体力上がった。
[06:11:57.478] いいじゃん。体力上がんの。もう時間
[06:12:05.440] 1杯使うぐらいに行かないと。
[06:12:09.798] うん。ま、誰かさんが参しなければまだやってたけどね。
[06:12:15.440] ごめん、もうごめんって。持ってこう。体力なくなるからな。生に生肉しかないねん。
[06:12:40.240] あ、あいつ焼いてくれんだっけ?だい焼いてくれるっつってもあれだよ。あの
[06:12:51.400] 1回クエスト行かないと焼かれない。
[06:12:54.440] 1
[06:12:54.600] 回頼んでちょっきりだ。
[06:12:56.200] ああ、じゃあいい。俺多分ト石めっちゃ使うな、これ。
[06:13:09.320] 使う
[06:13:38.520] 。
[06:13:40.400] なぜこれらの猫たちは人夏っぽくて親切なのに私の猫たちは傲慢で存なのだろうか。
[06:13:51.160] はい。
[06:13:58.798] はーい。
[06:14:07.798] こんばんは。みやみごちゃまさん、
[06:14:09.600] こんばんは。問題が来たね。全そうなの?
[06:14:17.840] うん。
[06:14:18.558] みやみ子ご
[06:14:20.400] 問題が来た。どこら辺?どういう感じなの?まあまあまあいいや。
[06:14:26.680] 僕大なんでは海外のお方
[06:14:35.320] なるほど大事だよ本当に番棒読ちゃ笑
[06:14:47.320] ガツガツガツガツし太
[06:14:57.478] 勝つ回収
[06:14:58.200] 勝つる。いや、もういねえよ。
[06:15:05.320] もういねえよ。
[06:15:07.120] 勝また。
[06:15:08.878] あ、うまいね。
[06:15:18.400] え、もうなくね?勝つ回収。あいた。
[06:15:29.120] かっそ
[06:15:34.798] やる行けんの?
[06:15:39.320] 行けんの?
[06:15:41.040] 気持ちはずっといけるよ。
[06:15:42.200] 回復役グレート何個持ってちょっと待ちな
[06:15:57.200] やるね。回復は
[06:15:59.040] 7個じゃあ行くか。
[06:16:05.958] ブロードトライル
[06:16:10.520] 行くよ、みんな。
[06:16:14.638] はあ。あ、酒飲んでっから飲むんだけど
[06:16:19.600] なあ。そうかも。俺酒普段飲まないから。
[06:16:21.798] そうだよね。
[06:16:25.478] 行きます。
[06:16:26.600] じゃ、これがラストということで。勝てば生きる。
[06:16:31.680] 負け負ければ。
[06:16:33.920] それだけ。
[06:16:35.280] 頑張る。ありがとう。
[06:16:37.558] 頑張る。
[06:16:43.638] 分かりやすい。
[06:16:46.760] 分かりやすいよな。
[06:16:47.840] 彼らなら歩いは
[06:16:52.798] なんて分かりやすい自然の設理なんだ。
[06:17:12.520] あ、待っ
[06:17:14.280] じ。ジャッキーがなんかいる。
[06:17:18.200] 何?ジャッキー
[06:17:21.280] 誰?あ、ジャッキーカルパ
[06:17:24.000] 喉の途中にいる。あ、たまんない。
[06:17:27.638] びっくりした。誰のこと言ってジャッキーチェンかと思った。
[06:17:32.958] 笑笑。
[06:17:33.600] ジャッキーがいた。ジャッキーた。うん。中に。中に喉ここら辺に
[06:17:40.000] 見えてるのかと思った。
[06:17:44.360] よし。遅。あ、
[06:17:53.878] 遅いよ。
[06:18:00.718] 行くぜ。
[06:18:20.120] 開くよ。
[06:18:27.520] うわ、もうなんなんだよ。
[06:18:36.798] あ、間違えた。
[06:18:49.600] 頭狙いたいのに。おお。
[06:19:23.840] だよ。
[06:19:47.718] 早いな。
[06:20:08.040] もうかくいこいつけねポねるね。
[06:20:36.200] もあまずいかった。
[06:20:46.240] もうなもよ。大丈夫よ。
[06:21:04.200] うわ、うざ。
[06:21:16.000] もうれる。
[06:21:26.558] またおタ訪問。
[06:21:28.478] 姫の一。
[06:21:29.440] あ、ひめちゃん、こんばんは。そう、タ訪問。
[06:21:36.280] あ、ごめん。
[06:21:46.878] おお。ま、ここ味がね。あ、
[06:21:59.200] あ、ま、すぎでしょ。危な。
[06:22:07.878] 危なかった。んのか。だるいな。
[06:22:12.878] あ、待って。危ね。こっちが
[06:22:22.638] 1発食ったらやばいよ。
[06:22:30.718] はい。
[06:23:08.000] 早いね。
[06:23:08.718] 切りが落ちん。う、まあまあまあまあまま。まだ
[06:23:26.878] 1回も死んでないよ。オッケー。
[06:23:40.558] 早い
[06:24:13.000] ナイス
[06:24:17.478] 最高。
[06:24:18.958] よし。いや、
[06:24:36.760] 早いなあ。使い禁止やな、これな。
[06:24:47.240] あ、どうなるか。あ、ぐるぐる。まあいいや。し遂げればオッケー。
[06:25:23.920] よ。こんなに食らう。回復してんねえよ。
[06:25:32.440] 危ねえ。くそに食らう。くれよ。大丈夫。よっしゃ。うん。気持ち。
[06:26:03.600] うん。怖いな。
[06:26:16.280] ね
[06:26:44.360] 。
[06:26:46.958] かどあぶね。もう走ってくんだよ。
[06:27:07.160] こいつもね。いない。
[06:27:31.240] これはベジに変身した時のことを思い出させた。
[06:27:51.520] 飛びたいね。
[06:28:15.000] とりあえずしてんねえかな。
[06:28:21.840] ナイスない。あ、ダめだぞ。あ、どうぞ。これでか切れんの早えな。いや、ま、大体分かるよね。
[06:28:54.638] うん。うん。いいぞ。
[06:29:08.920] こっからかけて。
[06:29:17.320] あ、やった。
[06:29:18.840] やった。
[06:29:20.000] 頑張れ、頑張れ。まずい。さすがにまずい。いがだるい。わかる。
[06:29:51.840] はマジで飛んでこない。あ、頭壊れた。
[06:30:13.600] ナイス。壊れるほど殴っていう。ごめんね。大丈夫。飛んでく。
[06:30:30.360] こいつ全然気絶せんよな。
[06:30:32.320] こいつ全然気ない。強えな。俺だ。
[06:30:47.240] ここか。
[06:30:49.398] あ、ない。おお。
[06:31:02.920] け
[06:31:28.878] だ
[06:31:30.760] 。
[06:31:43.600] はははめ
[06:32:04.760] いいよいよ。
[06:32:17.320] ナイス。
[06:32:29.958] あ、危ない、危ない。オ、オ、オ。う、
[06:32:36.680] ちょっと、ちょっと、ちょっと、ちょっとあるよな、それ。
[06:32:47.638] あ、あれ?これ。
[06:33:03.040] また飛んだな。
[06:33:09.440] 8番。あれ?いね。
[06:33:15.120] あれ?
[06:33:25.878] これいなくない?6か。
[06:33:30.878] どうだろう。とかに行ったか。
[06:33:37.360] え、
[06:33:44.320] ダメだな。
[06:33:46.760] 言わない。
[06:33:49.718] いつの間にか寝落ちとんでもない時間に
[06:33:52.398] 起きた。うわ、ここじゃん
[06:33:55.320] 。
[06:34:02.200] ナイス。
[06:34:03.000] 俺の睡眠。お、小ざが毒よりまだいいな。わわわ。
[06:34:34.280] ええ
[06:34:40.120] 、
[06:34:52.680] わぶわ重っ
[06:34:54.798] た
[06:34:54.958] ね、怒ってるから早いな。ってます。ガードはできた。
[06:35:15.958] え、もうこ
[06:35:35.478] うわ、なんだよ。うわ、やばい。ああ、ごめん。死んだ。これは、これは無理。
[06:36:13.798] は
[06:36:20.760] 全然ぴんねえな。
[06:36:23.200] 強いな。
[06:36:33.280] ナイス。ナ
[06:36:35.798] イス。た、
[06:36:38.878] ナイス。
[06:36:40.920] うえ、しんど。
[06:36:42.478] パチパチパチパチパチパチどりゃおし
[06:36:50.478] いやしんどいわやあ
[06:37:05.398] そうだなあれだもんねこれでワン系だも
[06:37:12.878] ああ、疲れた。疲れたよ。いや、勝ったね。
[06:37:26.080] ごきが逆うんじゃね。
[06:37:44.478] ここじゃに逆んじゃねえ。ここだかないかな。息偽った。
[06:38:04.040] お金持ち。あ、なあ。する。あのね。うん。
[06:38:25.280] 勝ったじゃん、これ。
[06:38:26.320] うん。やっと。
[06:38:29.120] うん。キク1個。
[06:38:31.320] え、何これ?キクで他のキクな何なの?
[06:38:35.440] まだいっぱいあるよ。俺らが今日やろうとしてたことは俺らがね、
[06:38:43.638] このおばさんめっちゃ喋るからやだ。
[06:38:48.680] はい。
[06:38:49.478] えっとね、クエがこれが終わりましたね。
[06:38:55.160] はい。
[06:38:55.440] 次のこれ。はい。これ。
[06:39:01.718] これ123
[06:39:10.200] で
[06:39:11.080] ここが終わるね。俺たち今日こことここもやろうとして土台無理な話ですよ。
[06:39:23.080] 笑笑
[06:39:24.160] いやなめさね。
[06:39:25.638] 土台無理だ話。
[06:39:27.398] になっちまうよ。
[06:39:28.798] いや、ヒルになる。マジになるね。やばいね。
[06:39:36.600] ゴールデンウィーク全突っぱだ。大名くなり
[06:39:45.440] ジザミですか?ええ、赤いやつ。あれは大ザみ青い。
[06:39:53.798] 赤の方。
[06:39:56.840] ああ、将軍か。
[06:40:00.478] ええ、指が痛えもん。なんならなんかさ、指と手首がなんか多分変な変な力入ってんだろうな。間違いなく。おお。
[06:40:31.320] え、どうしよっか。任せるよって。ずるいよね。こういうの全部
[06:40:39.958] プスプのスティック硬いから痛くなるよな。そうだ。
[06:40:48.840] 別の別の
[06:40:55.718] 一旦悪魔猫気用考えるか。
[06:40:58.200] はあるかないかはさすがにわからん。
[06:41:02.798] 2000
[06:41:03.120] 円もある。やべえな。じゃあ将軍ギザム行こう。行くしかないでしょだって。
[06:41:17.200] その前のキクも楽ないの?ちょっとなった。ちょっと向かうこは本当はバコーンガの素材集めなきゃいけないんだよな。
[06:41:39.478] 第1
[06:41:39.840] を泳ぐモンスターがドスガレスだな。バカリーア。
[06:41:47.280] バカだりやん。まあ行くしかねえよな。画逆なる。
[06:42:01.120] 最悪のクエストじゃん。
[06:42:02.760] 最悪。このこのタイミングでやるのの
[06:42:05.920] 1番最悪のクエストかもしんないな。
[06:42:08.600] え、もうちょ。準備、準備、準備
[06:42:11.398] 準備とあの闇に
[06:42:15.558] ちっちゃい声
[06:42:17.280] いろんな意味の準備だよ、もう。それは
[06:42:19.080] この配信でも5回屋に行ってる。
[06:42:21.398] いいもいいの。もう
[06:42:23.440] どんだけタバコ吸うねん。俺も吸うけど。も、そう、そういうもんでしょ。
[06:42:33.680] やち。ほんま
[06:42:35.000] や人や人ちだから
[06:42:38.878] 笑笑
[06:42:40.920] お前あん時もこそんな感じだめた作れるよ。やでもめっちゃ使う
[06:42:53.000] めっちゃ使うね。
[06:42:59.558] なんでちた死ぬあれをだって今ギアノ
[06:43:10.440] うんギアノスのレギンスも入ってないギアノスにしとけどんくらい違うの
[06:43:20.320] どんくらい違うのと
[06:43:22.398] 1から8になるのとめ
[06:43:26.520] から1から8
[06:43:30.080] のさと1から8
[06:43:34.120] 来てた。レじゃ
[06:43:36.200] 16だ
[06:43:37.200] 避弾しない覚悟でとりあえず武器だけはなんとかしてけば終わるねえ。なんかもうこれ今剣士専用にしてこれ
[06:43:53.320] 16でしょ。
[06:43:55.840] もう16や8って
[06:43:59.320] なんかそれガンナー用じゃねガンナー用だよ、それ。
[06:44:09.600] あ、そういうこと。
[06:44:10.760] あ、そういうことか。
[06:44:11.520] ああ、こっちは
[06:44:13.398] 20。16
[06:44:15.398] と24しか変わんねえ。
[06:44:19.478] で、ハイメタのさ、素材って結構
[06:44:24.320] ああ、鉱石系だね。
[06:44:26.920] だよね。
[06:44:27.440] ランポス鉄鉱まる鉄。あ、大したことねえんか。まあね、もうスキルが発動しなくなっちゃうよ。
[06:44:46.478] うわ、今がコンがヘルム行けるな。
[06:44:50.040] とりあえず何行けるちゃできないんだ。
[06:45:22.280] 疲れた。
[06:45:24.000] 疲れただろうね。
[06:45:26.798] だろうね。
[06:45:27.680] うん。
[06:45:31.558] 疲れたよ、もう。
[06:45:35.160] メたろう。うん。酒飲まないだった。眠い。普段飲んでないのに。ちょいて飲んだな。いて飲んだな。
[06:45:46.920] ちょんけした。
[06:45:48.280] え?
[06:45:50.240] ちょんけ?
[06:45:51.600] 何?ちょんけ?わかん。
[06:45:52.600] 笑笑。
[06:45:53.638] わかんねえ。最後にあ、意外と量少ないんだ。
[06:46:03.360] だからでかいの買っとけつったろよ。けどな。あれや。開けっぱになるのもあれじゃん。これこうやってい。
[06:46:14.718] カルパスは神
[06:46:17.478] カルパスなんか息があってこんなんだわ。まあまあまあまあい。
[06:46:27.760] カルパスはでかいの買わなきゃ
[06:46:29.638] なあ。本当で
[06:46:32.120] ケチってこれだけ
[06:46:36.398] でかいの買わないポテチとかあるぞ。
[06:46:42.200] 焼き鳥とポテチと綿プリンとポッキーと
[06:46:47.558] あるよ。
[06:46:49.558] つまみ系外入
[06:46:52.240] 高いよね。つまみてくつま
[06:46:55.478] みて高いよね。長い。
[06:46:59.200] ビーフジャーキーなんかもう怖くて手出せないだ。あれ?
[06:47:03.440] あれ?今くいくらすんの?あれ?にもよるけど。
[06:47:06.160] ああ、まあ、
[06:47:06.798] 500円はするだろうね。ちっちゃくて
[06:47:09.320] どっか
[06:47:09.760] 乾きもとか大体高い
[06:47:11.798] ないよね。そんなに思考品になったんだ。思考品なんで贅沢品だよ。
[06:47:21.280] だって500
[06:47:22.398] 円でさ、あん、あの量の、ま、言うたら牛肉
[06:47:27.680] うん。
[06:47:28.120] 買うだった。俺バックの牛肉買って焼いて食った方がいいと思あ、まあ、そうか。ぐらい入ってた。乾いてっからまたギュってなってっからな。
[06:47:38.718] ああ、余計なのか。正味には買えないですよ。
[06:47:43.878] 買えないですよ。こんな我々みたいながいい。
[06:47:47.760] 我々みたいなね、陰謀をね、最近なんかでかい買物した。
[06:47:58.680] してないよ。
[06:47:59.840] してないんだよ。うん。
[06:48:01.120] なんかで今も最近買ったもので
[06:48:04.160] 1番高かったな。モンハンストリー
[06:48:13.040] 500ぐらい。500
[06:48:14.520] 円ぐらい。なわけないんだ。
[06:48:16.638] ネタ手だよ、あれ。まだネタ手でもない。
[06:48:19.558] 5
[06:48:21.478] ま、そんぐらい。そうね。もう俺聞いて俺聞、俺にも聞いてくる流れかと思ったらもうタバコ吸すぎてそこで会話を終えやがった。俺にも聞いてくれんのかと思ったらタバコ吸おうか。
[06:48:45.360] もうタバコ吸すぎるや。
[06:48:46.920] 笑笑。
[06:48:49.080] ノじゃねえけどな。
[06:48:50.920] 笑笑。
[06:48:53.040] 会話終えられちった。
[06:48:55.878] いや、そんな気はないんだよ。
[06:48:59.320] 自慢したかったのにね。
[06:49:01.000] 自慢したかった。あ、高に何があった?に何があった?な
[06:49:07.558] んの?
[06:49:11.958] ええ。
[06:49:12.558] あ、あ、多分ゲームだな。ああ、あれだ。あのうーん。フルゲーム機
[06:49:24.200] 全部できるやつね。
[06:49:25.080] そう。4万
[06:49:27.000] 堀目がね。
[06:49:27.760] ポリメがそう。4万なんぼなやつ。
[06:49:30.920] ちょっと未だにそワソワするもん。うわ、俺買ったんか?あれ本当に未だにそワそワしてるよ。
[06:49:38.360] あれ56月すよね。
[06:49:39.878] あ、そんなにまだちょっとうわ、俺頼んだんかいだ
[06:49:47.320] 4
[06:49:47.520] 万でしょ。あ、お前ムかつくの何安いってか
[06:49:52.120] 俺にとっては高いよ。
[06:49:53.600] 安いなんて言ってない。
[06:49:54.840] 俺にとっては高いよろ。
[06:49:59.160] 4
[06:49:59.360] 万は結構高いよね。高い。結構勇気ちょっと考える。てか考える。
[06:50:09.638] だって俺だったらTなあ。
[06:50:14.520] うん。
[06:50:14.840] 早く確定俺にスイッチ返してくれ。
[06:50:19.040] そういう流れもあります。
[06:50:20.840] そういう流れもある。どういうこと?そういう流れもあります。
[06:50:24.718] 笑笑。
[06:50:25.840] そういう流れもあります。そういう流れもあります。
[06:50:29.958] そういう流れもある。
[06:50:32.958] Dさ眠い
[06:50:35.240] けどいいル
[06:50:40.240] こっちの中に持ってきたい返してください。
[06:50:44.000] そういう流スイッチ強
[06:50:46.718] 多分ちゃま君以外はたいすにを選ぶよ。
[06:50:50.398] え、え、え、スイッチ
[06:50:53.798] 2を買ってで流れだから
[06:50:58.520] 4万あったらスイツ買うよねっていう。
[06:51:00.920] ま、そう。プラス1万で買えるからね。5
[06:51:02.798] 万ぐらい。
[06:51:03.478] うん。っていうっていう話。
[06:51:13.680] 眠いやん。
[06:51:15.080] 眠いね。眠いし。
[06:51:20.240] 疲れた。モンハもう
[06:51:30.398] 4時だし。
[06:51:31.080] ポリメガって最初何のゲームをやる予定?
[06:51:33.920] ポリメガ最初何のゲームやろっかな?何のゲームやるっていうか別にポリメガというか何ができるの?
[06:51:40.920] ポリメガって要は鳥メガが来たからこのゲームができるっていうわけじゃないんだよ。
[06:51:46.718] は、俺は全部実況を持ってるからいつでも
[06:51:50.478] 自分の持ってるゲームはいつでもできるん
[06:51:52.600] だよ。だから堀名画が来たから何やろうと
[06:51:54.878] かじゃないんだよな。ホリメガが来ると楽
[06:51:58.280] になる。そう、俺だからそうだよね。そう
[06:52:01.360] 考えたら俺メガかあった。みんなは多分
[06:52:05.958] コリメガ
[06:52:06.558] 配線がすっきりしてらしいコリメガ来る
[06:52:09.280] ことによって
[06:52:11.360] できなかったゲームができる状態普通はね
[06:52:14.398] 。俺はじゃ、
[06:52:16.478] そ、その、そのプロセスはなくて楽になるっていうだけ。要は
[06:52:21.878] 1つで全部あ、そういうことか。
[06:52:24.120] でもね、
[06:52:25.120] ああ、配信1つで済むんだ。
[06:52:27.080] そう、全部全部要はレトロフリークと一緒だよね。
[06:52:30.840] ああ。はいはいはい。
