[00:00:17.800] 来た。
[03:12:43.080] これは今もうちょっとすんのかもわかん
[03:12:44.880] ないけど。
[03:12:48.520] プレステワンだからね。画質もいいし、
[03:12:50.640] いいっつってもドットだけど。
[03:12:53.960] 月果終わった月終わった。インストール
[03:12:57.560] 終わった
[03:12:58.560] それ昔[音楽]はずっと4万5000円し
[03:13:01.120] てました。
[03:13:02.680] 1のファイナルファンタジー46限定版。
[03:13:07.279] そう、そう。いや、ランディック
[03:13:09.680] ゲームの価値は値段じゃない。関係ない。俺こんなん
[03:13:14.560] 300
[03:13:14.920] 円でも超嬉しいけどね。めっちゃ好きだけどね、こんなん。だしこれは需要あるから多分値段上がるよ。上がるからどうなんだって話なんだけど。ちょっと起動できるかだけ見るわ。起動できるようだけ見して。さっき起動できなかったんだよ。うまいことインストールできてなかった。
[03:13:29.279] それ昔5000円で買いましたもん。
[03:13:31.479] ああ、いい、いい、い、いいんだよ。なんか月果下起動しないな。俺が。ま、ちょっとこれちょっと待つ必要があんのか?なんか月下りさっきも起動しなかったんだよね。ちょっと待たせてくれ。ここはちょっと長い気がする。
[03:13:50.313] [鼻息]
[03:13:59.160] え、なんで月下起動しないの?これなんか
[03:14:02.439] 起動しませんねえ。ディスクに傷でもあん
[03:14:05.319] のかな?ないけどな。ないな。
[03:14:12.200] これなんで起動しないんかな?
[03:14:17.239] フリーズでもで4000、4800
[03:14:20.120] 円ぐらいするよ。そんなするの?これ。え
[03:14:22.720] 、何が?え、さっきのあのFF
[03:14:28.200] え、なんでこれ起動しないのかな?なんか
[03:14:30.359] 起動しない。
[03:14:33.720] え、なんで?
[03:14:40.000] うわあ、うるせ。分かる。
[03:14:42.560] すいません。[笑い]
[03:14:48.319] 見れば分かると思うが、このディスクは
[03:14:50.720] Playスation
[03:14:51.359] 用のブラックディスクだ。
[03:14:53.279] 1
[03:14:53.439] 局目にコンピューター用データが入っているんだが再生しないでくれ。
[03:14:57.120] それを2局目で言うなよ。それを
[03:14:59.800] 2
[03:15:00.040] 局目で言うなや。何このかっこいい曲。何このかっこいい曲。
[03:15:15.880] え、なんでこれさ、
[03:15:21.520] 起動できないんだけど。[鼻息]なんで
[03:15:26.160] 月下やりたいんだけど普通に[鼻息]なん
[03:15:29.560] で起動できないの?これ
[03:15:39.045] [鼻息]
[03:15:40.359] え、起動しないんだけど。
[03:15:44.399] これなんで起動しないの?これオークション屋とファイナルファンタジー
[03:15:57.160] 46セットのやつ1600
[03:16:00.120] 円らしい。300円はお得すぎる。
[03:16:03.000] マジか。ま、結構前だけど買ったの普通にジャンクにさ、ぶち込まれてていや、これは買うだろうと思って買ったんだよね。結構箱ちょっとボロなんすけど。
[03:16:10.485] [鼻息]
[03:16:13.800] まあでもいいよね。なんでこれ起動しないのよ。え、マジで?え、他の
[03:16:22.279] 結フ割と適当なとこあるよな。
[03:16:24.319] そうなんよ。結構ある。こっちは起動すんの?え、月果起動しないの?なんでだろうな。
[03:16:33.439] 300円はやばいです。
[03:16:35.279] おからですよ。笑。
[03:16:37.996] [鼻息]
[03:16:39.800] こっちは普通に起動するな。こっちは普通に起動する。
[03:16:42.680] 月果だけ起動しない。やっぱなんかあるな
[03:16:46.239] 。起動したりしなかったりが。
[03:16:49.960] ええ、月下は起動してよ。わし好きな
[03:16:53.720] ゲームなんだから。わしの好きなゲームな
[03:16:57.239] んやから。
[03:16:59.560] 月下起動してくんないのかよ。
[03:17:08.439] え、あと何?なんかちょっと待って。最後
[03:17:10.199] にもう1枚なんかインストールしたい。
[03:17:13.840] 最後にもう1枚インストールしたいなあ。
[03:17:22.880] え、なんでこれ月下月下が起動しないね。
[03:17:26.239] これさ、月って起動しないゲームリストに
[03:17:28.479] 入ってんのかな?
[03:17:40.279] クラシックモードにしてく。
[03:17:47.560] やっぱ起動しないな。なんでかな?もう2
[03:17:51.640] 回ぐらいインストールしてんだけどね。
[03:18:03.560] 傷もついてないんだけど。
[03:18:11.600] いやあ、でもこれ相当時間かかるね。
[03:18:34.720] まあいいか。今日はこの辺にしとくかな。
[03:18:40.000] インストール配信また改めてさせて
[03:18:42.120] ください。
[03:18:46.760] インストール配信はちょっとまた改めて
[03:18:48.520] やりますわ。ちょっとこれ
[03:18:49.880] う
[03:18:51.040] ちょっとね、まだまだ改良の余地ありなのとげごめんゲ
[03:18:59.680] 過ぎてもうた。
[03:19:00.560] ごめんなさい。月果下もう1
[03:19:02.160] 回インストールさせてもらっていい?
[03:19:04.062] [笑い]
[03:19:05.439] ダベリインストール大会もええですわね。
[03:19:07.720] ええわな。ちょ果下もう
[03:19:10.120] 1
[03:19:10.279] 回インストールさせて。なんかこれ起動してるの気持ち悪い。や月果ができなかったらちょっと寂しいよ。俺大好きなんだから。
[03:19:18.399] でも[鼻息]綺麗だよな。ディスク
[03:19:20.600] めっちゃ綺麗だよな、
[03:19:24.000] これ。ディスクめっちゃ綺麗だよ。もう1
[03:19:25.920] 回行かせて。
[03:19:40.960] PCエンジンとPlayStation
[03:19:42.720] しかインストールしてないけど。
[03:19:47.520] セカサターンはパニックちゃん入れたけどパニックちゃんは残念ながらインスト落ちしたので予選落ち。ちょっとこれインストール
[03:19:53.188] [笑い]
[03:19:59.040] これバックグラウンドしないでちょっとしっかりしっかりやらせてごめん。
[03:20:02.800] ちょっとしっかりインストールさせてほしい。
[03:20:06.040] 予選待です。
[03:20:07.040] 予選です。
[03:20:10.120] ちょっとさ、他にもね、リンダキューブ
[03:20:14.160] 完全版とかね、ま、これも配信でやったん
[03:20:16.080] だけど、これとかもインストールしたいん
[03:20:18.520] すよ。これまたレアなゲームですけども。
[03:20:22.359] あとね、スナッチャーの、スナッチャーの
[03:20:25.040] パイロットディスクっていうパイロット
[03:20:28.120] ディスク版っていう、ま、体験版というか
[03:20:30.960] 設定資料集みてえな。設定資料集みたいな
[03:20:34.520] 。
[03:20:34.600] これもインストールしたいし、あとセガサターン版のスナッチャーもある。どんだけあんだよ。スナッチャーどんだけ持ってんだよて話だけど好きすぎてセサターン版もあるんだけど俺もインストールしたいし。
[03:20:48.199] うん。
[03:20:48.880] なんならだってあれだよ。
[03:20:50.880] 1番最初の1番最初のあの
[03:20:54.680] MSX
[03:20:55.239] バンスナッチャーもありますから。うん。大好きなんだよ。
[03:21:02.479] あのポリメガインストールしてとなんか
[03:21:04.960] 自然と音がさ、あのBGMがめっちゃ神秘
[03:21:08.279] 的な。あとスナッチャーで言えばこれも
[03:21:11.160] ありますよ。スピードキング。これ
[03:21:14.409] [笑い]
[03:21:15.199] スナッチャー何が関係あるのっていう
[03:21:16.800] とスナッチャーのネオベシティとかが舞台
[03:21:19.560] なんだけどそれのそこでレース大会が行わ
[03:21:22.520] れてる設定のゲームがあんだよね。
[03:21:24.760] スナッチャーと同じ世界観を持ったレース
[03:21:27.840] ゲーム。
[03:21:29.720] これなかなか面白いよね。
[03:21:31.560] ネオコーベシティなの。ま、全然スナっ
[03:21:34.720] ちゃんのキャラクターとか出ないけど。
[03:21:36.880] あと俺が途中で投げたサイレントヒルね。
[03:21:39.000] これもインストールしたい。
[03:21:41.920] あと新忍しび伝ね。これもまたね、癖の
[03:21:45.199] あるゲームで。これはあの
[03:21:49.160] 忍者のアクションゲームなんだけど実写な
[03:21:52.080] んだよ。[笑い]
[03:21:54.319] 実写なので。この演技が棒棒読みとかもう
[03:21:58.080] 大根すぎて面白いのよ、これ。あの
[03:22:03.000] マーブルに貸したんだけどマーブルが
[03:22:04.960] バカってやつね
[03:22:07.319] 。実写なの?実写の実写取り込み
[03:22:10.800] の。これもちょっと後で見せるわ。後で
[03:22:13.040] 見せたい。それ好き
[03:22:14.920] おもろいよね。あとプレステ版のえー
[03:22:19.319] ドラクエ4。これもインストールしたいす
[03:22:21.760] ね。僕やりましたけど。これもこれも
[03:22:23.560] インストールしたい。
[03:22:26.439] あとはセガサターンポリスノーツ
[03:22:29.399] ガンダムの実写もやろうぜ。のスタントアクションはしっかりしてんのよ。
[03:22:34.680] そうだね。そうだね。ポリスノーツもいいぞ。ポリスノーツもいいぞ。いもこ君は
[03:22:44.279] のドラゴンクエスト4って今高そう?
[03:22:46.840] いや、高くないね。高くないと思う。だ、高い、高くないはいいねん、そんなもんは。高い、高くないじゃないのよ。
[03:22:54.640] 大事なのは
[03:22:56.880] 面白い面白くないね。面白くないゲームも
[03:22:59.279] 好きだけど。うん。クソゲーム好きだけど
[03:23:01.239] ね。
[03:23:03.279] いこ君早くさ、スナっちゃクリアしてくん
[03:23:05.160] ないと俺やるよ配信で。え、多分1000
[03:23:08.040] 円ぐらいで買えるよ。多分1000
[03:23:09.239] 円ぐらいで買えると思う。
[03:23:11.800] 1000円ぐらいで買えますんでぜ非
[03:23:15.800] 。まあでも多分ね、スナっめっちゃお
[03:23:18.319] すすめだし、俺大好きなゲームだけど好き
[03:23:20.520] かいかでいよ。
[03:23:21.840] 結構ね、やっぱ古い古いゲームだからそこは確保した方がいいかも。
[03:23:27.920] 古いゲームだから。わあ、なんか古くせえなと思うけど。でもめっちゃ面白い。なんか悲しいのはこっちの地元で欲しいものあっても気づかないことん。こっちの地元で欲しいものあっても気づかないことね。もコラさ、ごめん。モコラ来た。モコラさ、この何、あのさ、
[03:23:31.960] [鼻息]
[03:23:47.439] 1980p20p
[03:23:49.880] にしろっ言ってたけどさ。これ何?
[03:23:51.399] ディスプレイの解像度って俺のディスプ
[03:23:53.199] レイってこと?これさ、ウルトラワイド
[03:23:55.279] 液晶なんだけどさ、1920ピにしちゃう
[03:23:58.920] とさ、めっちゃ余白出ちゃうんだよね。
[03:24:01.120] それやじゃない?それ、それにしなきゃ
[03:24:02.960] いけないってこと?やだ、
[03:24:05.640] やだ。
[03:24:09.199] それにするとめっちゃ画質落ちるしな。
[03:24:12.600] 使えない部分めっちゃ出てきちゃうからな
[03:24:14.239] 。そうじゃなきゃダメなんかな。でも
[03:24:18.319] ええ。
[03:24:22.080] どうしようもないのか、それは。ちょっとこのインストールだけ今って海外の掲示板にはそう書いてた。
[03:24:31.040] あ、本当にちょっとこのインストールだけやらせてね。なんかこれ起動しないの?なんで?月果は月だからすぐ遊べるようにしておきたい。あとこの辺もインストールしたいっすよね。ドラゴンナイト
[03:24:42.046] [鼻息]
[03:24:48.040] 2。ドラゴンナイト2
[03:24:52.000] ああとまだまだここにないけどね。
[03:24:54.239] まだまだあるんだよ。上にもいっぱい
[03:24:56.439] いっぱいディスクゲーム持ってるんだから
[03:24:58.080] 。
[03:25:02.080] うわ、明日休みてえな。
[03:25:05.000] 明日休みてやりてえ。
[03:25:15.680] チア秘宝。
[03:25:19.880] この辺も行きたいっすよね。この辺も行きたいっすよね。プリ目、プリメもインストールしてならなんならもう
[03:25:27.241] [笑い]
[03:25:31.000] 1
[03:25:31.160] 周やりたい。久々にプリンセスメーカーもう
[03:25:37.120] 1周やりたい。コラキュラX月の予想曲。
[03:25:40.600] あ、動作安定なんだ。あ、そうなんだ。だよね。なんかインストールできないもん。プリンセスメーカー
[03:25:47.560] 2。これマジ神ゲー。
[03:25:49.399] ビグサッド。
[03:25:50.640] これマジ神ゲー。今これ、これをマジ神ゲーだよ。プリンセスメーカー
[03:25:56.239] 2。
[03:25:57.800] てかみんなも買いなよ。みんなも買いなよ。マジで。ポリメがポリメがポリメガなんだっけ?これリミックスまだ買えるからさ。いや、みんなにお勧めしたい。え、これめっちゃ神ゲーだからやってみっていの頃の友達の会話がしたい。
[03:26:15.840] いや、これマジおもろかったからやってみ
[03:26:17.960] つって。ちなみにこのスーパーCDロムの
[03:26:21.439] このPCエンジンのこのプリンセス
[03:26:23.520] メーカーって女の子娘を育てるゲームなん
[03:26:27.080] だけどこれがまあおもろくて配信でねワ2
[03:26:32.479] やったんだけどめっちゃおもろい。もう1
[03:26:35.279] 回やりてえな。ま、とりあえず
[03:26:37.720] インストールさせてくれ。ここだけ。
[03:26:41.359] あと俺やりてえなと思ってんのはこれ。
[03:26:43.600] 天外魔境。
[03:26:45.640] 魔もやりたいんだよね。やってみた。これめっちゃ名作なんでしょ?これめっちゃ名作なんでしょ?この天外魔
[03:26:53.600] 2
[03:26:53.880] って有名だよね。やったことないけどプレステ
[03:26:56.920] 1のハローチャーリーとか
[03:26:58.600] 何?ハローチャーリーって知ら。あ、そうなんだ。え、でもこれ長いよね。多分長いよね。あとは最近ね、アニメちょくちょく見ててまだ
[03:27:12.720] クトリガーを抑えて1くらい
[03:27:14.479] マジで。
[03:27:16.040] あ、プレステ版のクロノトリガーも買えばインストールできる。はい。あ、終わった。終わった。終わった。終わった。終わりました。ちょうど終わった。ちょっとこれ
[03:27:27.760] して100時間弱かかる。
[03:27:29.520] あ、そうなんだ。
[03:27:30.920] 卵の楽しいアクションゲームかな?ハロー。
[03:27:34.040] へえ。知らな。やったことない。
[03:27:38.279] プレステ起動するかね。
[03:27:48.239] プレステ1のはず。
[03:27:50.560] そうなんだ。ちょっと起動してみますか。動作まあ動作不安定なんだったらもうしょうがないね。ああ、やっぱ動作しなそう。別に俺のが壊れてるわけじゃなければいいわ。
[03:28:04.920] 俺のディスクが死んでるとかじゃなくて、
[03:28:08.080] ま、これ動作不安定なんでしょ、月って。
[03:28:12.239] じゃあしゃあなか。え、ちなみに月持って
[03:28:14.760] てこれインストールした人いる?いないか
[03:28:16.439] ?さすがにリビさんとか月下とか
[03:28:18.399] インストールできてないの?これ何なん
[03:28:20.720] だろう?やだな。好きなゲームなのにこれ
[03:28:22.359] 。ま、しゃあなよね。じゃあもういいわ。
[03:28:25.760] とりあえず入れるだけ入れとこう。アプデ
[03:28:27.680] で解消されるかもしんない。月できない
[03:28:29.760] なんて絶対クレーム来るもんな。こんな
[03:28:31.560] 大人気ゲーム。これは多分あれだと思う。
[03:28:36.760] あと最近ちょっと手に入れたのが最近
[03:28:40.439] アニメ見ててアニメちょっと見始めたんだ
[03:28:43.319] けどちょこれもめっちゃやりたいんすよね
[03:28:46.040] 。もけジャケットが良すぎて買っちゃった
[03:28:48.840] んだけど。プレステ1の広角起動体。これ
[03:28:52.640] めっちゃ良くない?これめっちゃ良くない
[03:28:56.040] ?これ
[03:28:58.080] ゴーストインザシェル
[03:29:00.600] 鮭けが良すぎる。おぱい。
[03:29:04.160] アニメ最近見てんだよね。最近アニメ見てて。
[03:29:07.080] うおお。
[03:29:08.720] え、広角起動。これおもろい。アニメね、何話か見たな。じゃ、全部見てからやろうかなと思って。めっちゃいいよね。かっこいい。マジでサイバーパンク感というか俺、俺好みに。
[03:29:24.760] ああ、昔見たことあるやつだ。
[03:29:28.479] かっこいいんだよね。
[03:29:29.680] このアニメ。
[03:29:31.279] えっと、スタンドアローンコンプレックスだっけ?
[03:29:33.439] アニマックスでアニメは見てたな。
[03:29:35.600] スタンドアローンコンプレックスってやつ。最初なんかあのさ、
[03:29:40.640] ゲ車ゲのゲ車のところから始まるやつ。
[03:29:44.600] そう、アマプラで見てるよ。アマプラで見てる。
[03:29:47.160] ゲ車のやつ。ゲ者さんのところから始まるやつ。見てる、見てる。立ちコマが可愛いよね。立ちコマがなので、ま、この辺もやっていきたいなと。
[03:29:59.040] この辺もやっていきたいなと思っています。ごめん。ラストにじゃあさ、ラストにもう
[03:30:07.120] 1
[03:30:07.359] 枚なんかインストールしときたいな。ラストにもう
[03:30:12.279] 1枚インストールするか。
[03:30:16.120] 頑張って1
[03:30:16.760] シリーズは見てくれ。難しいけど。
[03:30:19.000] 難しいの別に見れると思うよ、全然。じゃ、時間が取れなくてあんまり見れてないけど。
[03:30:26.279] いや、ちょっとプリメ、プリメインストールしとくか。ま、時間は取るけど。プリメインストールするか。プリンセスメーカーワツでも参ったなあ。
[03:30:33.130] [笑い]
[03:30:54.760] なんでこれ月かこれ移動
[03:31:00.520] ハリウッド映画で実写にならんかった?広角起動。
[03:31:04.600] ああ、なんか最近なんかアニメも新しいのやってんだよね。わかんないけど。あ、なったんだ。
[03:31:12.640] でもそれどうなん?針うと。うわ、邪けがいいな。
[03:31:16.920] 出てた。課長がたけし。
[03:31:20.000] ええ。
[03:31:24.760] トルキアって曲が最高にかっこいい。
[03:31:28.680] え、それは何の話?
[03:31:30.771] [鼻息]
[03:31:32.520] ドラゴンボールみたいにはならんやろ。攻
[03:31:36.680] とルキア
[03:31:38.560] 広角起動体。
[03:31:39.840] へえ。結構容量食うな、これ。
[03:31:45.520] 700mも食うんだ。
[03:31:52.239] ちょっとこれやりながら違うゲームやり
[03:31:54.279] てえのに全然[笑い]
[03:31:56.080] 月だったらさ、やりちょ、もう1回もう1
[03:31:59.359] 回起動していい?
[03:32:02.680] これなんでこれパッチを選択ねえ?これ
[03:32:05.960] なんで起動しないの?これ
[03:32:08.800] 起動してくれない。
[03:32:12.399] これは俺だけなのかな?俺だけじゃ
[03:32:14.600] なけりゃいいんだけどな。
[03:32:19.479] ゲのコレクションの中だと、どのハードのソフトが割合的に多いとかある?クラッシモードを試す。
[03:32:26.439] クラシックモードって何なんだろうね。さっきもちょっと試したんだけどね。え、何が
[03:32:30.239] 1
[03:32:30.399] 番多い?え、それ何?それディスク系のゲームで
[03:32:33.439] のジェネリックプリメはマジカルプリンセスでした。
[03:32:36.399] あ、そうなんだ。え、その全部でってこと?
[03:32:41.319] 全部で1番持ってるの多いやつ?
[03:32:45.080] え、なんだろうな。
[03:32:49.279] アドバンスかな?
[03:32:51.120] ステートセーブとそういうのできないモードらしい。
[03:32:53.840] あ、なるほどね。あ、なるほどなるほど。そういうことができないモードなんだ。ちょっとそっちで起動してみるか。ゲーム再起動。これもう
[03:33:04.479] 1
[03:33:04.520] 回再起動してく。いや、起動しないねえ。月ができないのはちょっと名的でしょ。
[03:33:15.319] こんなにこんないいゲームはこんな大人気ゲームだぞ。映像設定も出ねえし。クラシックモードでもう
[03:33:25.600] 1
[03:33:25.680] 回出してみる。でもさっきもこれで出なかったんだよね。
[03:33:32.800] さすがに修正来るやろな。
[03:33:34.520] いや、月できないのはもう文句めっちゃ出るでしょ。だ、それ、そのできないのが俺だけなの。俺のディスクが死んでるせいでできないのか。あ、本当だ。
[03:33:43.279] ステートセーブが無効化されてるなのか本当にゲーム的にできない。このポリメガ的にできないのか。
[03:33:53.120] アストハルマゲドンのモンスターズの
[03:33:55.319] BGM
[03:33:55.960] 気になってきた。でパニックちゃんはできるね。
[03:33:59.840] なんでパニパニックちゃんができてなんで月できないんだよ。ホリメガリミックス月果
[03:34:10.279] なんであれだけメタルやねん。
[03:34:12.600] めっちゃかっこいいしょ。
[03:34:15.960] 調べたけど出てこんな。
[03:34:18.319] 出てこないね。月果の野草局がポリメガじゃ動かないみたいな。出てこないなあ。なんでこれ起動しないんだろうな。
[03:34:37.840] え、これなんで起動しないの?
[03:34:42.680] ディスク死んでんのかな?こんなことない
[03:34:45.520] んだよな。タッツンに貸した時できてた
[03:34:48.279] もんな。
[03:34:51.239] も、3回インストールし直してるからね。
[03:34:52.960] これ
[03:34:59.199] 完了にするって何?あ、クレアしたって
[03:35:01.960] ことか。
[03:35:05.120] ええ。なんで?
[03:35:21.920] なんか調べても出てこないよね。
[03:35:40.040] 設定とかじゃないもんな。
[03:35:42.560] データベースリミックス
[03:35:49.359] で取り込めないソフトがある的となポスト
[03:35:51.920] してる人入るからこれから修正かも。まあ
[03:35:55.439] ね。ゲームをコレクションゲームを
[03:35:58.199] インポート。
[03:36:05.120] あ、待って。なんかこれでなんか
[03:36:09.479] いや、違うなあ。
[03:36:14.399] うーん。
[03:36:17.720] 取り込めなかった時にフリーズしちゃう
[03:36:20.000] らしい。いや、取り込めてはいるんだよね
[03:36:23.120] 。フリーズもしてないんだよ。ただ起動し
[03:36:25.199] ないのよね。
[03:36:28.680] でもオーディオプレイヤーは分かると思うんだよな。
[03:36:31.680] このディのブラック。
[03:36:35.319] うん。オーディオはいけるんだよ。クラシック
[03:36:41.840] ほなポリメが違うか。
[03:36:45.399] ほら起動はしないけどこういう
[03:36:47.319] U合はさ、あのあれしてないんだよね。固まってないんだよね。
[03:36:53.160] Uは動くからなんかこのロムが壊れてんの
[03:36:57.520] かな?
[03:37:01.439] いや、そんなことないと思うけど。
[03:37:09.040] え、インストールがキャンセルされました
[03:37:11.120] 。なんで?
[03:37:14.600] え、なんでよ?
[03:37:17.479] なんでよ。
[03:37:19.800] ちょっと、ちょっとこれ、あ、
[03:37:24.560] やだ、やだ、やだ、やだ。
[03:37:26.120] これちょっとアプリはさ、どうにかこれちょっとだいぶだいぶまだちょっと本当にだいぶ発展ちょよね、これ。
[03:37:50.880] 転上だよ、これ。え、ちょっとさ、他にないの?これさ、ポリメが勝ってさ、月下インストールしましたっていうやつはお客様の中にはございませんか?
[03:38:01.920] プレステの月。
[03:38:03.239] そう、プレステの月。うわ、うわ、落ちた。アプリなんやねん。なんやねん。
[03:38:09.671] [笑い]
[03:38:24.640] ダめだね。
[03:38:26.920] ダめだね。まだまだ。まだまだだね君。これ。これまだまだだよ。
[03:38:59.199] 高いDPIスキル動作動きします。
[03:39:12.800] うーん。
[03:39:15.040] このアプリの方の問題っぽいんだよな。
[03:39:33.640] ちょっとこれアプリの今後に期たいっすね
[03:39:35.880] 。
[03:39:46.479] 今ね、設定ちょっとアプリの方の起動設定の方変えてきたから
[03:39:53.279] 改善頼まい。
[03:39:54.560] いや、マジでな。ダめだな。ダめだね。くっそ。そうですか。
[03:40:08.279] ま、できなきゃできないで別に月果はもう
[03:40:10.319] クリアしてるし。ま、吸い出ししてある
[03:40:13.319] から別にいいっちゃいいんだけど。いっ
[03:40:17.160] ちゃいいんだけどな。うわ、インストール
[03:40:19.760] 1%だからなっとるやんけ。もう[笑い]
[03:40:22.560] 今日終わり。もうだめ。今日やらない。
[03:40:26.720] さすがにもう寝ますわ。ごめんなさい。
[03:40:29.239] そうですか。これはちょっとまたよなよな
[03:40:33.880] 朝までインストール配信あるな。を
[03:40:36.960] よなよな朝までインストール配信ありますね。これはちょっとまだまだまだまだだねえ。このプログラムは正しく
[03:40:50.880] 動作しましたか?ポリベアップ。いやいえ正しく正しくしませんでした。頼むよ本当に。お疲れさん。確認されてる問題のご完性設定。いや、もうわからん。
[03:41:05.439] プロムーン
[03:41:10.760] もうちょっとわかんないよ。はい。もうい
[03:41:12.920] 。オッケー。ということで、えー、
[03:41:15.439] まだまだ、まだまだインストールするもの
[03:41:19.319] ありますと。でもこれは楽しみでもあり
[03:41:21.960] ますわな。楽しみでもありますわな。うん
[03:41:24.279] 。楽しみでもありますけども。うん。まあ
[03:41:27.159] ね、あの、ま、またちょっと時間置いて
[03:41:29.479] やりましょうよ。まあ、まだまだやること
[03:41:30.960] がいっぱいあるとこはいいことでござい
[03:41:33.040] ますから。ええ、いいことでございます
[03:41:35.239] からね。
[03:41:38.120] あれ、ちょっと待って。
[03:41:40.319] ディスク飲み込んだまんまじゃねえかよ、
[03:41:42.239] これ。
[03:41:45.279] これさ、手動イジェクトボタンないの、
[03:41:47.199] これ。
[03:41:49.159] 強制ボタンだ、これ。お疲れん。お疲れ。
[03:41:53.640] お疲れ。ありがとね。イジェクトボタンの
[03:41:56.239] ?これ
[03:41:58.439] ディスク入れたまんまアプリ落としちゃっ
[03:42:00.279] たらディスク飲み込んだまんまだ。
[03:42:03.000] 喉に指入れないと
[03:42:04.818] [笑い]
[03:42:07.640] 背中叩かないと出ねえかな。
[03:42:12.359] これはちょっと左下にピン穴ない?
[03:42:14.279] え?ピン穴?ピン穴ない?わかんない。
[03:42:19.960] 下に小さな穴あったっしょ。
[03:42:21.840] え?何それ?そんなあんの?いかそんなそんなそんなそんな感じなの?あのピン穴とかなんかそういう感じなんだ。
[03:42:32.840] ボタンでつけろよ。どれ?画面。ちょ、
[03:42:37.800] 暗くて分かる。
[03:42:41.080] どれ?
[03:42:51.800] これ、これ。あ、てか、あ、違う。あ、て
[03:42:55.120] 、なんかボタンあるやん。え、ボタンある
[03:42:57.239] やん、それ。
[03:43:04.319] あ、ごめん。イジェクトボタンあるわ。イジェクトボタンあるのに押しても出た
[03:43:19.319] じゃ。押しても出てこないんだけど。え、押したので。
[03:43:28.520] 笑笑。
[03:43:35.680] 壊れたな。え、ちょっと待って。なんでこれ出てこないじゃん。おい、出てこないし読み込みもしなくなったし。なんだよこれ。え、ちょっとこれ、これ絶
[03:43:49.720] 何もしてないのに壊れた。
[03:43:51.120] 何もしてないよ、まだ俺。
[03:43:59.239] うわ、ちょっとまだまだ。
[03:44:02.439] あ、そういえ取り出しの順番報告上がってた。してもだめ。
[03:44:08.000] 順番取り出しの順番ダめだね。長押しでもダめだ。
[03:44:28.159] うーん。早くこれちょっと。うわ、
[03:44:32.479] ピンセットある。
[03:44:36.479] うわ、落ちたわ。ちょっとこれディスク飲み込んだまはまずいよ。プリアプリと連動してるからアプリ落とすとダめとかそんな感じ。
[03:44:49.560] ちょっとこれまだまだ。
[03:44:52.000] ちょっとまだまだ実用に耐えない部分あるな。とりあえずインストールして遊ぶことはできるんだけど、それ以外の機能がちょっと点でダめですね、これ。
[03:45:03.279] だからまだ不完全なのよね。
[03:45:05.239] そうだね。多分これとりあえず論地に間に合わせた感あるよね。とりあえず論地にもう急いで間に合わせて
[03:45:14.159] 発見登上
[03:45:15.640] 途上も途上だよ、これ。
[03:45:17.279] 改善改善の繰り返しか。モールってレベルじゃねえ。
[03:45:21.000] モールってレベルじゃねえぞ。ま、多分これイジェクトボタンじゃなくてこっちからだったらあ、ごめえないけど。ごめん。これみんな見えてないよね。ごめん。こっちから取り出すってやれば多分出るんだよ。アプリ側から取り出すってやれば
[03:45:41.080] 見えてるよ。
[03:45:42.560] 見えてる。
[03:45:47.920] え、ちょっと待って。出てこないんですけど。え、ちょっと、ちょっと。
[03:45:55.199] 笑笑。
[03:45:56.159] いや、笑、笑えない。笑えない。笑ない。え、ディスク履かなくなっちゃったんだけど。
[03:45:59.880] プレステみたいにパカって開けばいいのよね。アプリどうした
[03:46:05.840] ね。ちょっとディスク履かなくなっちゃったよ。
[03:46:12.840] 不安。夜高かかったし。
[03:46:14.640] お、ちょ待って。ほら。え、ちょっと待って。え、ちょっと、ちょっと。
[03:46:25.120] 橋本動きます。
[03:46:36.439] 壊れちゃった。え、いやいや出して。
[03:46:53.359] 初日からこの不具合出てた
[03:46:55.880] ね。これどうすればいいの?どうすればいいのよ。
[03:46:58.917] [笑い]
[03:47:05.720] え、ピンでピンここ押したら出んの?
[03:47:11.199] 娘食われるのぐ。プリメは預かった。
[03:47:17.120] 返して欲しくばええ出ってどこ強制排出ちゃい穴だよね。
[03:47:43.600] このディスク入れるところのっつけ
[03:47:46.319] ばいいの?
[03:47:52.640] い押るんだけど。
[03:47:59.199] え、ちょっと勘弁してよ。なんだよ。
[03:48:01.800] てかタイトルごとに表示されるゲームの
[03:48:04.199] 画像もしっかりしてんだな。いや、ま、
[03:48:07.279] それはいいんだけど。それはいいんだけど
[03:48:09.600] ディスク履かなくなっちゃったんですけど
[03:48:11.080] 。
[03:48:16.120] え、ちょっともうなんだよこれ。
[03:48:20.920] 頑固すぎる。笑。
[03:48:23.479] いや、なんかさ、壊れた。
[03:48:27.800] ピン穴もダメ。ピンでもダメだった。
[03:48:30.720] え、ピンでしょ。これでしょ?ここだよね。ダメだね。ダメだね。ついてるけど。針金でついてるけどダメだな。これがあれか。
[03:48:41.960] 針金が
[03:48:43.080] ハード壊れるの。えぐ。
[03:48:44.800] さすがに壊れたら保証対象よね。
[03:48:47.560] ググって押し込む。ちょっと待ってよ。もうなんなのよ。それ高かってんねんぞ。
[03:49:15.560] 真剣にお願いしてみるとか
[03:49:18.040] ま、頼ます。お願いします。全然ダめじゃん。え、ちょっともうね、もう寝る時間もどんどん減ってくし。
[03:49:34.479] シャレならんな。
[03:49:38.000] シャレなんねえよ、マジで。
[03:49:56.560] 吐き出す挙動すらない感じ。
