[00:00:07.919] そ
[02:43:59.359] ついでに目覚めてくれよ。そんな喋ったん
[02:44:01.520] だ。
[02:44:13.000] まだ目覚めてないんかい?
[02:44:14.640] あんな喋っといてなんという
[02:44:17.319] 2度寝しましたやん。
[02:44:19.640] 俺の腕にあったが消えている。
[02:44:24.439] そうか。まさしく俺の見た夢は真実の予言であったか。
[02:44:31.040] どうやら俺たち一族の役目はそなたに引き継がれたらし。
[02:44:36.160] 俺が息子ってまだ分かってない。
[02:44:38.040] その腕には完全なる水の紋章が浮かび上がっているのであろう。これでそなたの行く道中は決まった。
[02:44:47.640] え?俺がまだ息子って。
[02:44:49.160] 水の精霊の言葉に従い残る風と大地の精霊を一刻も早く目覚めさせるのだ。
[02:44:57.200] 水の精霊が示した神殿の炎が精霊たちと縁
[02:45:02.760] 深き場所へそなたを導いてくださるだろう
[02:45:06.279] 。炎、風、大地、そして水
[02:45:12.840] の精霊が目覚めた時、我らは闇の世界から
[02:45:17.279] 解放されるのだ。
[02:45:19.880] そなたたちは我らが責任を持って
[02:45:23.120] エスタード島へ送りたぞ。
[02:45:25.760] え、ボルカノってマジで死んだん?すっかり誰も誰も何ももう覚えてないけど。ボルカのって死んだのか?誰も何ももう覚えてないけど。
[02:45:38.160] 到着は明日の朝になる。今夜はもう戦室に戻ってゆっくり休まれるがじゃん
[02:45:48.840] なあ。クリーパーに爆発させて
[02:45:51.600] 5分でもう精霊の話したもんな、みんな。
[02:45:57.479] え、ボルカノは死んだの?
[02:46:06.760] あの、
[02:46:07.600] あ、ボロンゴ、おはようございます。秋方近く、この船はエスタード島に到着しました。もし船を降りていかれんですが、看板の前の、え、出口からどうぞ。我々の船はここで皆様が帰り、お帰りになるまで待機しております。
[02:46:24.040] え、お父ちゃん、俺のことまだ息子って分かってねえんだ
[02:46:32.279] ねえ。
[02:46:38.279] 今ん、待って。今なんか可愛いこと言ってなかった?
[02:46:40.279] あら、
[02:46:41.040] 今なんか可愛いこと言ってなかったか?
[02:46:43.319] ちょっと待って。
[02:46:44.560] あら、
[02:46:46.080] ちょっと待って。あ、ちょ、ちょ、ちょ、ちょ、ちょ、ちょ、お、おい、おい、おい。
[02:46:48.920] ねえ。
[02:46:49.479] あ、はいはいはい。え、シャークアイト何かあっただって。
[02:46:52.319] あんた自分のす道はもう決まってるって顔してるもの。ま、詳しいことは聞かないけどさ、私はあんたと一緒に行ってあげるから。たまには頼ったっていいんだからね。可いい可愛いなあ。月俺が守る。
[02:47:09.120] 会感。
[02:47:10.200] もうデレデレやで。もうデレデレもいいとこやで。
[02:47:15.240] かわいそう。何がや?何がや?
[02:47:20.920] かわいそうやろ。マールデドラゴンはどこにいんの?マールデドラゴンはあれシャークアないじゃん。
[02:47:48.399] シャークアにもう1
[02:47:49.080] 回挨拶してこうよ。痛い。
[02:47:51.960] おお。
[02:47:53.120] レンドのか。いやいやいやいや。やっぱあれなんだな。息子っていうのは分からないもんなんかね。だいぶ察しが悪いけど。
[02:48:07.240] だいぶ察しが悪くないか。同じ技味を持ってたんだぞ。俺も腕に。あ、
[02:48:22.760] あら、
[02:48:23.880] 顔が似てなさすぎた。
[02:48:26.200] ああ、れんかい。父さんの行けわからなかったようだね。何心配?え、待って。
[02:48:33.680] ねえ
[02:48:36.200] え、ボルカロってマジで帰ってこないの?嘘。こんなぬるっと死ぬの?
[02:48:45.240] あら、
[02:48:48.040] ボルカのマジで一言も言及されてないやん。
[02:49:06.319] さて、じゃ、次行きますかね。お、あ、海賊マスターしたのか。ああ、ちょっと転職しよう。
[02:49:17.439] はーい。
[02:49:23.200] 海賊と魔物使いでしょ。
[02:49:25.040] 海賊ってどんな技覚えてんだっけ?今
[02:49:29.040] これ転職が意外とね。ま、ほあ。いや、で
[02:49:33.720] も強いな。砲が投げとか強いんだよな。
[02:49:39.080] で、魔物呼び、ドラゴン呼びとかああ、
[02:49:43.600] どっちの方がいいかな。
[02:49:48.080] この辺行けそうだよね。なんかもう1個
[02:49:49.880] マスターしたらね。
[02:49:57.920] こ、いずれかの職業3
[02:49:59.560] つをマスターする。あとこれ1
[02:50:00.920] 個何なんだろう?あ、賢者でもいいんだ。なるほど。魔法戦士か賢者か。
[02:50:09.000] 魔法の上見えてきたな
[02:50:10.479] ね。見えてきたね。で、スーパースターでもいいんだわ。どうしよう。なんか上級色、上級色なんか行けねえかな。
[02:50:28.359] 新人
[02:50:31.239] 笑わせ。うわ、どうしよう。
[02:50:35.239] バトルマスターでもいいんだな。いや、
[02:50:37.439] ガボがさ、今上級色2つマスターしたから
[02:50:40.120] さ、ここなんかあともう1個ここ行ければ
[02:50:42.439] なん、これ行けんだよね。ここ行けるんだ
[02:50:43.960] よね。これ何なんだろう?この辺。
[02:50:55.120] でもなんかガボはもうなんかなんか
[02:50:57.880] マスターするにはどっちも最初からになっ
[02:50:59.439] ちゃうんだよね。
[02:51:01.560] どっちも最初からになっちゃうんだよな。
[02:51:06.239] どうすっかな。魔物使い外そっか。
[02:51:09.520] 魔物使い。あ、魔物使い強いんだけどな。
[02:51:14.840] 銀勇し笑わせしとスーパースター狙う。
[02:51:17.680] いや、3つやんなきゃいけねえしな。ソル
[02:51:21.120] と武踏化。武踏行ってみるか。武踏行って
[02:51:25.640] みよっかな。
[02:51:37.239] とりあえずこれで
[02:51:47.720] こんばんは。いさん疲れちゃん。いさんお
[02:51:50.960] 疲れ。
[02:51:53.040] 今週で俺はドラゴンクエストセブをクリアするからな。宣言した。ドカ配信してやんねん。お、開いてんじゃん。
[02:52:09.080] やる気はある?
[02:52:10.120] やる気はあります。てかクリアできるよ。
[02:52:12.760] ここ何?どこ?あ、リファ族の神殿か。なほね。今ね、精霊をね、行き返らせてるとこだよ。
[02:52:23.800] マイクラで多でもドラクエでは多避なないでね。笑。
[02:52:28.479] 30
[02:52:28.920] 分で死んだからな。
[02:52:34.359] あら、
[02:52:36.120] リファ族君のんとこ行ってみ。このこれ
[02:52:37.840] なんだっけ?ここれ入っていいんだっけ?
[02:52:49.160] 風の精霊行ってみますか?じゃあ
[02:53:01.279] あ、いや、ここになってるね。ここだな。
[02:53:04.040] びっくりマーク出てるね。
[02:53:11.640] 順調そうね。ラ君お疲れちゃん。ま、順調だね。順調だね。別に詰まってもないしね。ただね、まだまだクリアまではそうだな。でも今週に俺はこれをクリアしたい。ちょっとレトロゲーやりたい欲がね、ふつふツと湧いてきて。
[02:53:31.479] 普通と湧いてきてみるので、そろそろこのゲームを終わりにしてもいいんじゃないかと。
[02:53:44.239] 風は大体少年のイメージ。
[02:53:48.080] 何が何が?あ、風の風のあれのな、風のは、風の妖精、風の精霊の見た目の話。ま、確か少年だろうな。
[02:54:04.160] あのさ、精霊の像のとこまで行きたいんだけど、どうやって行くんだっけ?そう、ここに行けばとりあえずいいんだよ。ここに行けばな。このゾーンのとこに行けば
[02:54:19.560] やっぱ7は流そうか。
[02:54:21.439] いや、やっぱ腐っても7
[02:54:22.960] ですわな。リメイク、リメイクとえドやっぱ
[02:54:25.479] 7だね。
[02:54:27.399] リメイクと言いやっぱりドラクエ
[02:54:29.319] 7
[02:54:29.840] それな
[02:54:30.880] 長いね、やっぱりね。
[02:54:56.760] これでいけるんちゃう?また繋げなきゃだめか。
[02:55:12.560] チマはドラクエが好きよ
[02:55:14.680] ねえ。
[02:55:15.640] ドラク4だな。
[02:55:17.800] あら、
[02:55:18.800] やっぱドラクエ4
[02:55:19.880] よ。チマゲームはやっぱ一番いやあ、いや、難しいな。ドラク、いいや、ドラクエ
[02:55:26.600] 11も好きだけどね。ドラクエ
[02:55:29.359] 11
[02:55:29.840] も好きですけども。ぜ、うん。難しいね。
[02:55:33.040] いや、でも4とか
[02:55:36.000] 俺ね、そんなにね、5、5じゃないんだよ
[02:55:38.640] ね。そんなに5じゃないんだよな。5
[02:55:41.479] めっちゃ好きだけど。5もめっちゃ好きだ
[02:55:43.880] けど。
[02:55:46.680] 5はま、それは5はおもろいやん。ただね
[02:55:49.680] 、5を選んじゃうとこまでんだよな。
[02:55:54.960] やっぱドラクエ4とかモンスターズはダメ
[02:55:57.680] やん。じゃ、あれはだって4はもう4で
[02:56:01.479] ええもん。なんかあのなんか
[02:56:05.000] なんかあのねモンスターズ3は何がダメ
[02:56:09.200] だったかって
[02:56:11.680] ドラクエ4の1番最初のあのなんだっけ?
[02:56:15.359] あの勇者の村襲撃したのが実はピサロじゃ
[02:56:18.640] なくてピサロのお兄ちゃんがピサロの声を
[02:56:22.520] 真似してやってましたっていうのではって
[02:56:24.520] 思ったの。
[02:56:27.120] いやいや、なんやねんそれって俺思っちゃったね。
[02:56:29.960] ああ、笑笑。
[02:56:31.840] そんなん、そんなん言うたらもうドラクエ
[02:56:35.319] 4のドラクエ
[02:56:37.239] 4
[02:56:37.399] の冒険のそのなんて言うの?そのな、何もなくなってまうやんっていう。そんなんちょっと原作レイプすぎるなと思って。
[02:56:47.200] 原作レイプ、
[02:56:48.960] 原作レイプですやん、それはって思った。
[02:56:55.960] うんちゃん全然わかんないだろうになんか持ってきてる。知らない。知らへんやろ。わからへんやろかい。
[02:57:06.120] 知ってるよ。
[02:57:07.160] 本当か。
[02:57:10.840] 塩運ぶんでしょ。
[02:57:12.399] え、
[02:57:14.120] モンスターズだな。
[02:57:16.080] 何の話?何の話?モンスターズの
[02:57:20.279] 4なんてもう当分出ないでしょ。
[02:57:22.680] 当分出ないでしょ。キリ戦。
[02:57:28.680] ま、ドラクエ12が出たら
[02:57:31.600] ドラクエ12が出たらドラクエ12
[02:57:33.840] の相棒キャラポジションの子供の頃のゲームが出る。絶対これあるあるですから。これで絶対あるある。スピンオフは相棒キャラの子供自体のこれもうドラクエ
[02:57:44.720] 6からずっと続いてますから。
[02:57:47.720] ドラクエ6
[02:57:48.640] でテリーのあ、え、あれこんなん出てくんの?テリーのワンダーランドが出て、ま、相棒キャラじゃないけどあれは。で、セブンはさ、な
[02:57:58.680] んだっけ?あのアドバンなんだっけ?アドバンサ
[02:58:01.920] キャラマンハートでキーファの子供自体が出て
[02:58:05.479] で9はなかったけどな。910
[02:58:08.120] はないけど。で、11はさ、8
[02:58:10.640] はヤンガスの子供時代のな
[02:58:13.239] んだっけ?長年ヤンガスが出て結構あるああるなんだよな。
[02:58:18.160] で、11
[02:58:19.640] はさ、神の子供時代のゲーム出た。多分
[02:58:25.680] 12
[02:58:26.000] も多分それ出んだろうな。相棒キャラの子供時代の。それがモンスターズだったら暑いね。
[02:58:31.520] よかった。
[02:58:33.200] モンスターズだったら暑いな。
[02:58:37.479] 12
[02:58:37.800] はどうなんやろね。
[02:58:39.040] うん。そう。まずそのモンスターズの前に
[02:58:41.239] 12だよな。
[02:58:44.920] そろそろ12の新情報欲しい。
[02:58:47.160] いや、絶対来るよ。さすがに。その
[02:58:49.040] 40周年、5月27日の40
[02:58:52.920] 周年のさ、多分なんか配信あるじゃん。絶さすがにあるでしょ。そこで来なかったらもう終わりやで。ないで。
[02:59:01.040] 12多分そこで来なかったら
[02:59:04.479] ねえ。
[02:59:06.600] あ、
[02:59:07.840] の日に来ますよね。
[02:59:09.399] 絶対来るよ。
[02:59:12.960] そこで発表しなくていつ発表すんねんて
[02:59:15.239] いう。
[02:59:18.239] いや、俺はだから、男見せて欲しいな。
[02:59:20.720] 男着任天堂みたいにさ、もう発売日まで
[02:59:25.359] 発表してほしいよね。
[02:59:28.080] 発売日まで発表して欲しいわ。たまにはさ
[02:59:31.040] 、任天堂みたいにさ、このダイレクト終了
[02:59:34.319] 後に予約開始みたいなやってほしいよね。
[02:59:37.760] マスクエにそんなことできねえよな。
[02:59:41.399] 机ににはそんなことできねえよな。机になんて制作決定で発表したんだから。
[02:59:48.600] 上期も濃いけどね。
[02:59:50.359] 何
[02:59:50.760] できねえよな。
[02:59:52.319] なんて俺の幼器も濃い。茶まゲモンスターズも作ろうぜ。机にはもう
[03:00:01.479] ぎる。
[03:00:02.479] 机には治郎すぎる。治郎すぎても嫌われますからね。
[03:00:11.200] 治療すぎてもな。え、あれ?羽生えてますや。どいらしいで。
[03:00:26.279] 羽生えてますやん。あれ?羽って全部消えたんじゃなかったっけ?お待たせして。申し訳りませんでした。皆さんお久しぶりです。あ、
[03:00:34.479] そだよ。
[03:00:35.399] だからあれかなんか人前に現れなくなったって。
[03:00:38.479] この姿は見て驚かれた方もいるでしょう。
[03:00:40.640] ま、しかしその説明よりもまず初めて見る
[03:00:44.160] 顔もあります。なお名なのらにもらいます
[03:00:45.960] 。私の名はセファーナ。このリファ族の
[03:00:48.880] 俗長を任されているものです。
[03:00:54.600] こうしてみんなに集まってもらった理由は
[03:00:56.399] すでに検討がついているでしょう。知って
[03:00:58.680] の通り平和だったこの地にも多くの魔物が
[03:01:00.720] 現れるようになっています。そしてこの
[03:01:02.680] 不吉な空言葉で聞かずともみんなの不安は
[03:01:05.359] この身までっております。
[03:01:08.960] 正直に言えば世界がこうなってしまった
[03:01:10.880] 原因は私には分かりません
[03:01:14.680] ですが、だからこそ今はとにかく誰1人と
[03:01:16.800] して無駄にしなせたくはないのです。世界
[03:01:19.000] が元に戻るまでにこの谷のものは軽みに外
[03:01:21.720] に出ることを禁じます。私は急いで世界が
[03:01:24.200] 変わりてしまった原因を突き止め、そして
[03:01:26.600] みんなの命は私の命に変えても必ず
[03:01:28.600] 守り抜くと約束します。
[03:01:31.840] それとこの体のこともみんなに話しておか
[03:01:34.040] なくてはなりませんね。羽生えてますやん
[03:01:36.680] 。2ヶ月ほど前、私の体に突然この羽翼が
[03:01:40.920] 寄りました。なぜ私の体に翼がその意味が
[03:01:43.680] 分からずみんなの前から姿を隠していたの
[03:01:46.200] はです。
[03:01:48.239] しかし世界がこうなり、この翼にこそ我ら
[03:01:50.520] を救うヒントがあると思ったんです。
[03:01:56.399] では最後に私からのお願いです。我らの
[03:01:59.160] 仲間でも他の方でも構いません。戦える
[03:02:02.279] 自信のある方はどうか後ほど私の家にお
[03:02:04.040] 集まりください。
[03:02:06.200] 私の話は以上です。
[03:02:07.640] みんなにフィリア様のごか護の前がまあごが前ごの舞りんことを祈っています。
[03:02:22.399] うん。あの姿はフィリアちゃんの時代のリファ族の姿。そうだね。やっぱ昔のあの羽があった頃のあれだよね。どうもこんにちはす。チャマゲームと申します。
[03:02:39.239] 旅の方ですね。せっかくこの地をくださっ
[03:02:41.520] たのに悪い時期に重ねにせめて私から
[03:02:44.120] お詫び申し上げます。ところで旅の方が
[03:02:46.399] ここにご用ということはもしや先ほどの話
[03:02:49.080] を聞きあそうです。まあ1度にこのにも
[03:02:52.040] ありがとうございます。心より感謝いたし
[03:02:53.800] ますわ。ならばあなた方には事情を
[03:02:56.160] 話しなくてはなりませんね。実は私はこの
[03:02:58.960] 谷のえ頭にある風の塔に行きたいのです。
[03:03:02.000] だがそこに行って何があるか私にも分かり
[03:03:03.640] ませんですが我が身にこの翼を宿して以来
[03:03:06.439] その方向から誰かに呼ばれている気がして
[03:03:08.200] ならないのです。そうであなた方には風の
[03:03:10.560] 塔まで私の護衛を務めていただきたいと
[03:03:12.359] 思っています。いいよ
[03:03:21.000] 。凸質。
[03:03:23.600] 凸?何?突質って?
[03:03:25.880] 糖質?
[03:03:27.680] 何がなんでなんで糖質なの?あ、半か。どうしよっかな。今日
[03:03:46.279] 1時までやっても1
[03:03:47.439] 時までかなって思ってんだけどさ。1
[03:03:49.000] 時までこれ中途半端で終わりそうだな。
[03:03:52.000] ダンジョンの途中とかになりそうだね。どうかな?ダンジョンの途中で終わりそうな気がするんだよね。
[03:04:01.479] あら、
[03:04:10.640] ここで終わりにしとくべきなのか。
[03:04:12.560] はい。
[03:04:15.800] え、私の家の側の崖があ、逆だ。
[03:04:45.479] え
[03:05:00.960] まあ、ちょっとやってみ。やれるとこまでやるか。
[03:05:09.359] いいよ。
[03:05:10.800] ありがとう。うん。ありがとう。やれ、やれるとこまでやらせてください。
[03:05:18.600] うわ、風の塔って初めて行くんちゃう?あ、なんか前に入れなかったとこだよな。前入れなかったとこだな。
[03:05:28.120] 行ってみましょう。
[03:05:29.239] 行ってみようか。ど
[03:05:31.520] こりゃ
[03:05:33.080] 強いんだよ、この包が投げが
[03:05:35.279] ズムズム放り投げてばっかや。
[03:05:40.000] なんかでもね、そろそろね、そろそろね、レベル上げが必要な感じしてきたな。
[03:05:45.560] 敵強いんだよな。
[03:05:50.279] 敵が強い。体力はそんなないんだけどなもんね。
[03:05:54.680] 今日鋭い。何が俺のあれがなんかそのどなんか洞殺力ある。
[03:06:05.520] カ
[03:06:06.200] 感がするといい。
[03:06:06.960] レベラー下界来い。
[03:06:08.359] レベラーゲ会あるかもな。
[03:06:10.239] たださ、なんかそろそろ本当にそろそろ
[03:06:13.239] なんかメタルキング出てくんじゃねえか
[03:06:14.920] なっていうのがあります。メタルキング出
[03:06:18.319] てきたらちょっとやってもいいよね。
[03:06:20.800] メタルキング来たらね。
[03:06:26.239] でもここ多分長いだろうな。風の塔初めて
[03:06:29.080] だしな。
[03:06:31.399] 1時まで絶対クリア無理だよね。ま、行ぜ
[03:06:34.640] 。ま、ちょっと朝しよう。除いてみようぜ
[03:06:36.600] 。
[03:06:39.640] ふん。
[03:06:41.439] あの、
[03:06:44.800] うん。まさか族長はあ、そう。
[03:07:11.560] このこの画面内に何体モンスター映ってんねん?これどんだけいるんだよ。
[03:07:16.680] はあよ
[03:07:18.800] あ。でもそんな強いモンスターじゃあ死神貴族やんけ。
[03:07:23.640] ほら死神貴族いるぞ。
[03:07:27.120] やってないんだっけ?
[03:07:28.479] 天やってない。点オフラインやろっかなと思ってる。
[03:07:32.200] どうせボーンファイターだろ。
[03:07:33.720] 配信ボーンファイターじゃねえ。
[03:07:36.560] あのボーンファイターじゃなくてボーンナイトな
[03:07:43.359] ペペロンの死神気づくらいら
[03:07:50.040] ボンナイトじゃなくて
[03:07:54.560] えマ君てFF10やってことあんの?
[03:07:57.920] FF10
[03:07:58.359] やったことあんの?デラゴマ君てで
[03:08:01.120] FF10
[03:08:02.000] オフラインやったことあるやついる?
[03:08:05.040] あのS
[03:08:07.000] スイッチで出たやつやったことあるみんな。あれどうなん?なんでデフォルメにしちゃうんだろうなと思うんだよな。途中まで。
[03:08:16.200] あ、そうなんだ。でもなんか
[03:08:17.920] FF10
[03:08:18.359] おもろいって言うよね。みんなストーリーめっちゃおもろいって言うよね。
[03:08:22.560] やりたいんだよな。点やったことないから。
[03:08:26.040] おりゃ
[03:08:29.399] だからさあ、なんだろう。先に買っとこうと思って。
[03:08:34.279] FF10ドラクエ10
[03:08:35.800] のオフラインちょっと調べたんだけどさ、
[03:08:39.399] どうせやるんだったらなんかそのダウンロードコンテンツも入ってるやつ買おっかなと思ったんだけどめっちゃ高いのねあれ
[03:08:47.439] パッケージ版買おうかなと思ったんだけどさイチのオフラインのやつねドラクエ
[03:08:51.359] 10の1万5000
[03:08:53.040] 円とかすんだなんかダウンロードコンテンツなんか
[03:08:57.560] FF10で2
[03:08:58.200] 個あるやん男の子が主人公のやつと女の子が主人公のやつ
[03:09:03.200] 1と2
[03:09:03.640] だけなんかいろんなシナリオがあんだよね。多分や。
[03:09:07.520] それのなんかどっちもできるやつかもね。
[03:09:11.640] ま、どっちも一気にやるとしたら長いだろ。や、お任せ。
[03:09:15.720] あの女の子が主人公のやつちょっと気になるんだよな。
[03:09:18.760] アンルシアだっけ?可愛いよな、あの子。
[03:09:23.279] ありがとね。だ、
[03:09:24.439] たけんだ。あれ1万5000もすんだよ。
[03:09:28.399] 最近ね、Sッ2
[03:09:29.479] 出てからかわかんないけどね。
[03:09:31.720] のゲームがちょくちょくやっぱプレミアついてきてるね。
[03:09:38.439] 欲しいゲームは買っていた方がいいぞ。T
[03:09:39.960] イch
[03:09:40.200] 版も高くなってきてる。やっぱその現役を終えるとやっぱプレミアついてくるね。ちょくね。
[03:09:52.040] 楽勝。
[03:09:53.200] スレスパあるやん。
[03:09:54.479] スレイザスパイアだっけ?あれのさ、スイッチ
[03:09:57.040] 版も俺さ、あのなんだっけ?
[03:10:00.600] コメちゃんにお勧めされてて配信でぜひやってみてって言われたから、あ、スイッチ
[03:10:05.640] 版のパッケージ版あるんだと思ってマークしてたんで、そのうち買おっかなと思ってマークしてたらあれもうめっちゃプレミアついてたね。
[03:10:14.359] スレスパに出たもんな。
[03:10:15.800] そう、2出たのもあるよね。だと思う。
[03:10:18.279] で、2だだし俺も
[03:10:20.600] 2
[03:10:20.840] 出たって聞いて、あ、そういやあれ買ってみよっかなと思って。ま、多分同じだろな。
[03:10:27.880] そしたらもうあれ1万5000
[03:10:28.960] 円ぐらいだったね。前
[03:10:30.560] 4000
[03:10:30.840] 円ぐらいだったのに。買っときゃよかった。パッケージは多分値段上がってくよ。これからどんどん。
[03:10:53.080] みんなも抑えとくべきもは襲いといた方がいいぞ。今のうちに。ま、みんなはあんまりパッケージ版じゃないかもしんないけどな。
[03:11:03.399] うん。行くわよ。あ、切り戦り。
[03:11:17.160] やはとバクロス
[03:11:31.200] やあよかった。
[03:11:41.000] ま、FF10はそのうちやりたいね。ワン
[03:11:45.160] チャンオンラインでもいいかなと思ってる
[03:11:46.600] けどね。やるんだったら。
[03:12:00.000] 突き合り
[03:12:03.640] 行くぞ。
[03:12:08.439] いいや。
[03:12:17.399] 効率パラパパパラパパ。これ拾いたいね。
[03:12:37.600] よしなったね。
[03:12:40.680] マミ
[03:12:44.720] おりゃ。
[03:12:48.040] 結構これ全体技が多くていいんだよね。
[03:12:50.960] 全体技めっちゃ多いね。
[03:12:53.800] バギムーチも全体になってるしね。結構早く戦闘終わるんだよ。
[03:12:59.680] 回復
[03:13:00.840] 技はめっちゃ強いんだけどね。
[03:13:02.560] このなんて撃たれ撃たれ強さってのがなかなかあんま強くないんだよ。こっちもすぐ死んじゃうんだよ。や、
[03:13:10.560] めっちゃ強え。
[03:13:12.439] めっちゃ強い。岩石投げが
[03:13:15.640] 楽だよね。
[03:13:16.680] 楽。めっちゃ楽
[03:13:19.520] よかった。
[03:13:23.399] 楽だよね。むんちゃんもやれよ。ドラクエ。ドラクエやれよ。
[03:13:36.960] ドラクエの良さを知ってくれよ。そしたらこの配信も楽しく見れんじゃないの?
[03:13:50.279] 本当に興味が分かった。
[03:13:55.359] あ、そうですか。
[03:13:57.920] 何やってんのゲーム?最近何やってんだよ。ゲームとかやってない?別に
[03:14:03.000] ありがとう。
[03:14:09.680] はあ。は、
[03:14:12.439] ありがとな。
[03:14:14.840] まるベル。
[03:14:22.359] それ
[03:14:24.279] ちょっとさ、もうつまでまでベホイムベホマラーは誰も覚えてないんかい
[03:14:33.080] や神既強えな。
[03:14:37.600] そうなんだ。
[03:14:40.160] ま、結局な思い出せえなんよな。
[03:14:45.040] みんな多分さ、ファイアレッド配信されるってなってめっちゃ喜んでたけど
[03:14:50.880] クリアまでやったやつ何人おるねんて話だよな。
[03:14:55.200] どんなもんだ。
[03:14:56.000] 懐かしさ1つで
[03:15:01.399] ざはやり込んでたよ。
[03:15:03.920] あ、Zね。
[03:15:08.640] やりすぎてまずいと思っておった。
[03:15:11.439] そんなまずいことねえだろ。
[03:15:13.439] まずいことなくない?ダメなんだ
[03:15:17.399] これさ。ベホマラーっていうかさ、お、
[03:15:21.439] おめはさ、あれだよ。間違った。武踏か、
[03:15:24.279] 武踏駆け持ちの方をさ、スーパースターに
[03:15:27.920] しなきゃダめだよ。ハッスルダンスだよ。
[03:15:30.279] ハッスルダンス。ごめん、間違ってた。俺
[03:15:31.880] がちゃんと考えながらどっちを残すかって
[03:15:34.720] いうのやんなきゃだめだね。
[03:15:38.399] 賢者。うーん。ベホマラーが結局欲しいん
[03:15:42.399] だよね。
[03:15:44.800] 魔法戦士まあでもまいっか
[03:15:48.720] ちょっとアイラスーパースターに戻すわ。
[03:15:52.840] やっぱハッスルダンスないときついね。
[03:15:56.560] ZAね。てかパパチあパチンコじゃねえん
[03:16:00.120] だパチンコポケモンもやりてんだやけどな
[03:16:02.560] 。ポケモン本編もやりてえな。
[03:16:10.000] ファイヤーレ、ファイアレッドじゃなくてあれやりたいよね。は、な
[03:16:13.720] んだっけ?あれ?
[03:16:14.239] ありがとね。
[03:16:14.880] あのや、
[03:16:18.840] ゴールデンさせ
[03:16:20.399] だけハートゴールドとかやりたいな。や
[03:16:26.600] やは
[03:16:28.640] ダツラもやりダつらもクリアしてんしな。
[03:16:32.680] ダツラやりたいな。また
[03:16:36.640] やべえ。MPねえじゃん。
[03:16:38.520] ま、ざっとこんなもんね。
[03:16:42.560] ダツらもやりたいしね。どいて。
[03:16:56.000] はあ。いい。たていい。
[03:17:07.040] いや、死神貴族やだな。バは
[03:17:23.080] こりゃ。
[03:17:27.760] ま、ざっとこんなもんね。
[03:17:42.920] 風人の盾。あれ?風人の盾持ってない?
[03:17:45.120] みんな
[03:17:47.080] 持ってるよね。
[03:18:10.479] ガーターベルト装備してるわ、こいつ。
[03:18:14.840] か、
[03:18:24.120] ちょいとそろそろ今日は終わりにしとこう
[03:18:25.960] かなと思ってるんですけど。思とるんや
[03:18:28.880] けど。
[03:18:31.520] 壊れるタイミングがねえな。これセーブねえかな。
[03:18:39.160] 深夜1時
[03:18:40.479] なあ。あ、ライオンヘッドの心。もう深夜の一時だからダめって。フィールドやでモンスターが逃げやすくなる。ああ、ま、そういうのは別にいいかな。深夜の一時って言ってるよ。
[03:19:05.000] はあ。
[03:19:07.439] うわ。何?ギガンテスやん。ギーガがいますやん。ギーガが。あ、しかも雑魚的なんだ。おお、ギガンテスや。
[03:19:22.800] ほい。はい。
[03:19:26.439] いや、MP全然ね。大丈夫か?あ、
[03:19:30.800] ブとしてのせってやつは飲んだ。
[03:19:33.600] ああ、ノープ飲んでない。まだ逆張りで逆張りして飲んでない。俺
[03:19:39.199] 頑張るわよ。
[03:19:40.880] あれなんかやばいらしくない?
[03:19:43.439] よし。
[03:19:44.880] なんかあれめっちゃカロリー高いんでしょ?
[03:19:47.399] 俺でもねドクターペッパー好きじゃないんだよ。毒ペ苦手でさ。
[03:19:52.040] 腹痛すぎて出口がライターで感じする。え。
[03:19:57.520] 何それ?陰家特有の
[03:20:02.239] え、おめら飲んだん?ノープはノープ
[03:20:06.120] ノープで合ってる読み方
[03:20:10.800] 楽勝。
[03:20:11.760] あれやばいだろ。
[03:20:16.800] 今飲んだら負けな気がして。
[03:20:18.720] うん。そうそうそう。もうここまで、ここまで飲まんかったらもうそう、俺も毒ペ好きじゃないんだよね。
[03:20:27.000] ケミカル感が強くて毒ペの方が好きか。
[03:20:29.720] あ、そうなんだ。毒ペもだいぶケミカルだけどね。毒ペもだいぶケミカルだけどね。美味しいんだあれ。でも安いよね、あれ。
[03:20:39.319] 100円だね。
[03:20:40.199] だろうがよ。
[03:20:41.080] ええ。あれさ、会社のさ、自販機で
[03:20:45.399] 100
[03:20:45.640] 円なんだよね。なんかあれだけただあれのなんて言うの?あのマーケティング飲んでます。
[03:20:52.840] マーティン。
[03:20:53.640] あれのマーケティングはうまいよね。
[03:20:55.640] 飲んでるんだ。豆腐嫌い。
[03:20:57.520] 飲んでるんだ。MDXは
[03:21:00.359] アニ豆腐嫌い。
[03:21:01.760] アニ人豆腐好きじゃないんだよ。
[03:21:03.640] ああいう味好きじゃないの?なんかデブのくせにあの文句ばっか言ってた。
[03:21:16.199] マリベルがミラクルソードな似合うね。嫌いなら毒ペは無理や。
[03:21:19.920] 無理無理無理。毒ペいしくないよね。
[03:21:23.520] 勝てよ。
[03:21:25.800] やべえ。MP
[03:21:26.479] がないから全然勝てないんじゃない?これガ
[03:21:36.160] やよ。一
[03:21:42.520] 番好きな飲み物はさらっとしレンジ。
[03:21:45.960] そんなことねえよ。
[03:21:48.439] え、なんだろうなあ。
[03:21:51.160] 番好きな飲み物。
[03:21:52.000] まあまあ飲むので。
