[00:00:05.879] ちゃまぷんちゃめちゃまんちゃめちゃまんちゃ
[05:13:48.192] [笑い]
[05:13:58.080] 誰もお前のことを終わりとは言ってないけどな。
[05:14:02.160] 愚か者目。私は偉大なる竜の女王の使い大神官ーゴンだぞ。
[05:14:11.638] マーゴン。
[05:14:12.240] 己の立場を湧きまえよ。愚かで弱くちっぽけな人間どもめ。ちっぽけかもしれませんですがみんなに助けられて
[05:14:25.760] いいすぎやろ。
[05:14:26.320] ここまでたどり着きました。
[05:14:28.240] 私たちこそがこの世界を光で照らす勇者だよ。
[05:14:31.878] 確か
[05:14:34.680] 元々人間だから。
[05:14:36.000] そうか。そうか。
[05:14:37.920] お前たちがよくぞ来てくれた。
[05:14:42.040] え、戦うの?普通によ。普通に戦うを歓迎しよう。
[05:14:47.958] 私もこの時をモンスターになったんを
[05:14:53.600] 誰?誰がモンスターじゃい?
[05:14:55.360] す時よ。
[05:14:58.520] 復讐。
[05:15:01.558] 私の怒りと悲しみを得と味わい。
[05:15:06.920] ほんまにねがいい。
[05:15:08.360] ありがたく思えよ。今の、今の、今のだいぶだからね。あ、おお、お。
[05:15:17.680] 今の光景は
[05:15:19.718] この世界を葬りさり。
[05:15:22.040] これさっきやったねんで。さっきっていうか前回私
[05:15:24.958] 変わってないよ。まだ今んとこを作るのだ。
[05:15:27.840] 今んとこ何も変わってない。以上邪魔はさせん。
[05:15:31.558] サブリミナル効果肉き勇者の血筋。ここで完全に
[05:15:40.400] もう1回や
[05:15:41.040] 立ち切ってくね。もう
[05:15:43.080] 1
[05:15:43.200] 回ちゃんと戦った後になんかあるのか?あ、普通に始まったよ。お、やっぱ普通にやるんだ。まあ、ごめんけど負ける気全然せんわ。
[05:16:02.160] ごめんけど負ける気全然せんわ。こいつは余裕なん?
[05:16:06.840] 余裕余裕だってだってこの前回倒してるからね。レベル
[05:16:10.558] 20
[05:16:10.920] ぐらい低くて倒してるから。もうこれ今日レベル
[05:16:13.080] 20上が20何か上がってきてんだぜ。
[05:16:17.760] ごめんけど。ても勝てそう。ひねってやろう。
[05:16:21.558] 大丈夫。
[05:16:30.600] 声出してこう。
[05:16:36.160] 無に帰れ
[05:16:41.680] だって。まだルカにも何も応援もしてなくて
[05:16:44.920] 1300
[05:16:45.440] 入ったよ。まだこれからだよ。痛くなるのは
[05:16:47.008] [笑い]
[05:16:51.280] 草弱わ。
[05:16:53.080] 笑笑。化けモ、
[05:16:56.480] まだまだここからだよ。痛いのは
[05:16:58.144] [音楽]
[05:16:58.480] 圧倒力から。
[05:17:00.798] えぐい。笑。
[05:17:04.400] いや、痛いのはこれからだよ。申し訳ないけど。
[05:17:09.760] 見ててよ。
[05:17:12.920] ドぶ。
[05:17:14.558] ああ。入んねんだ。
[05:17:16.600] まあでもまあでも邪まおいおいおいおいおいおい本気出してくんねまあでもうんまあまあ
[05:17:26.308] [音楽]
[05:17:29.240] なんというかもう少し手心ハーゴン弱いよね終盤好きだらけだよね
[05:17:38.040] どうしよっかな
[05:17:48.360] ま、次どうせ連戦だろうしまず打っとこっか。あ、いらなかったね、まだ。あ、まず言わなかったかな。
[05:18:00.240] ありがとう。ったよ。頑張れそう。
[05:18:04.200] せいよ。
[05:18:06.120] わかんな。こんなはずが。
[05:18:09.040] どうもどうもすいません。強くなりすぎました。
[05:18:12.440] はい。おゆ。
[05:18:13.558] え、かわいそ。
[05:18:20.320] 変わるのか?こっからが
[05:18:21.400] スライムレベルあっさり。
[05:18:23.240] こっから変わんのか?
[05:18:25.680] ああ、こいつバカだ。
[05:18:26.760] こいつバカだ。
[05:18:28.760] え、こっから変わるの?
[05:18:33.958] どうかを許しよう。女王様。
[05:18:40.080] 女王様来るか。
[05:18:43.120] え、中村来るの?中村指導に微かけてはくれないのですね。
[05:18:53.040] なら
[05:18:55.280] いや、同じだよ、今んとこ。
[05:18:59.638] ハーゴンキモ。
[05:19:01.286] [笑い]
[05:19:03.600] なんでだよ。なんで
[05:19:05.080] 我が魂を持って全ての命とこの世界に死を与えよう。
[05:19:11.958] シンプルな悪口出たけど、今
[05:19:13.798] 何もかも無に返す。破壊の神指導よ。
[05:19:20.320] 中村指導ね。
[05:19:21.160] 今ここに生贄を捧げよう。
[05:19:24.878] え、今んとこ一緒だね。何も変わらんね。
[05:19:42.040] もう終わんないね。バック。
[05:19:44.920] みんな気をつけて。
[05:19:55.080] 池にH体で指導出せるんや。
[05:19:58.958] 遊戯王だったらデーモンの召喚レベルだ。
[05:20:11.920] え、変わんないじゃん。
[05:20:15.600] 眩し。
[05:20:26.878] ん?ああ、これ、これ一緒だよな、これ。一緒。これ一緒だよね。
[05:20:35.480] 俺はまだ毛君が出てくる可能性をあ、一緒だ。これ一緒だな。やっぱ戦うんかそこまでは。
[05:20:43.440] またベホマおじさん倒すか。一緒ですね。
[05:20:46.360] あ、ぶっちゃけ。
[05:20:49.320] もうく、
[05:20:51.320] もうくんかなと思ったけど。
[05:20:52.878] こいつがバズの言ってた最も着な破壊心。
[05:20:58.600] ハーゴンが最後の力で呼び寄せたの。
[05:21:02.400] 自分の命と引き替えに
[05:21:10.400] 大丈夫。
[05:21:10.878] 結構大しい。
[05:21:11.760] ここまで一緒に戦ってきた私たちなら
[05:21:14.760] どんな相手でも絶対勝てます。
[05:21:18.520] いや、もう楽勝。これ楽勝。うん。
[05:21:25.386] [音楽]
[05:21:43.440] 作るぞ。
[05:21:46.440] この後に変わるんか?じゃあ
[05:21:49.320] 頑張れそう。
[05:21:52.680] せい。
[05:21:55.000] おちゃん
[05:21:57.280] 2600んで
[05:22:01.280] 2600
[05:22:02.638] ルルベホマしてもええでぶっちゃけホマしてもええで
[05:22:14.240] ベホマルもなく行きそうる
[05:22:18.440] 頑張れそう
[05:22:21.280] せ
[05:22:24.718] 昨日あベホマあベホマベホマーまあまあねまあまあまあ
[05:22:35.958] 7500間に合った
[05:22:40.280] 間に合ってなかったら言ってたよな、今
[05:22:43.798] まあ好きなだけ使わせたろか。
[05:22:46.000] まあそうね。
[05:22:48.558] あ、じゃあさ、こっちにもかけちゃおかん。
[05:22:50.538] [音楽]
[05:22:56.520] バイキル逃さないよ。
[05:23:01.760] 破壊心を破壊した男だから
[05:23:07.680] 腕をした。呪文封じやだな。
[05:23:20.014] [音楽]
[05:23:23.280] パフパクとか入るかな?こんな余裕。パフパフとかやっとく。
[05:23:33.000] 逃がさないよ。
[05:23:35.080] よし。
[05:23:36.958] 神だに無視された。
[05:23:42.000] 無視されました。
[05:23:45.798] せい。
[05:23:48.718] いや、でも強いよ、やっぱり。
[05:23:53.638] なんかうん、なんかよくわかんない。
[05:23:58.558] これ黒いキリがね、黒い切りされるとどう
[05:24:01.958] してもね、どうもね、やっぱりね。くら
[05:24:06.360] さんこんばんは。クさんこんばんは。
[05:24:14.120] やっぱ
[05:24:15.120] チ魔ゲームコンビニで買えるアイスで何が好き?
[05:24:16.344] [音楽]
[05:24:18.120] コンビニで買えるアイス。イタチョコアイス。イタチョコアイスチョコアイスチョコアイス
[05:24:28.718] 僕が新世界の破壊心だ。
[05:24:31.840] これ
[05:24:32.600] まあ正解
[05:24:35.080] どうすっかな。
[05:24:38.480] 強心
[05:24:41.040] 無理しないで。
[05:24:42.000] しで食べたいたチョコアイス。ちょ、
[05:24:45.280] これボスだよ。ある。
[05:24:49.040] デビンじゃないの?せい
[05:24:53.280] ネタバレやめろよ。笑。
[05:24:56.320] 何?
[05:25:00.638] 織田堂だっけ?
[05:25:03.718] 織田無ド。それ、それ、それシックスな。これ中村指導な道なんで同じタイプでボケしてくるんだよ。
[05:25:12.480] なんで女タイプのボケなん?おダブド。あ、黒い切り溶けてた。黒い切り溶けてた。
[05:25:13.984] [音楽]
[05:25:30.600] やべせい。
[05:25:37.480] いや、MP
[05:25:38.080] がさ、ドラクエライバルズで見たことあるこいつ。
[05:25:43.400] ああ、確かにライバルズにもいるよね。若干やっぱラスボスだからだるいっちゃだるいな。
[05:25:57.040] さすがに入[音楽]
[05:25:58.920] 1人じゃないわ。
[05:26:04.400] 惜しかった。
[05:26:10.760] 1
[05:26:10.958] 回目の挑戦。[音楽]
[05:26:13.240] 2
[05:26:13.400] 回目。2
[05:26:13.840] 回目。もうこれなんかラスなんか裏ボスみたいのが出るらしくて。裏ボスみたいのが出るらしくて。
[05:26:34.840] 尻尾のヘも頑張ってる。
[05:26:36.240] 声出してこう。
[05:26:44.400] 嘘。もうめんどいなあ。もうええて。もうええやろ。もう負けなんだから。
[05:26:59.920] とどめ妨害
[05:27:02.060] [音楽]
[05:27:06.480] 遅延行為ですよ、これ。
[05:27:09.718] 好きにはさせない。頑張れそう。せい。
[05:27:21.400] はい。はい。あした。[笑い]
[05:27:26.200] この世界はこの先も長く続いていくんです。
[05:27:29.798] 荒らした。
[05:27:31.160] こういうのって真の姿になったりすんじゃない?
[05:27:34.120] これ真の姿。真の姿。え、さて、こっからですよ。
[05:27:37.520] お昼のツイートめっちゃ笑。
[05:27:39.840] おお昼のツイート何?お昼のツイートって。あ、じちゃんのやつね。じちゃんのやつね。
[05:27:44.680] じんちゃんのやつね。あいつ俺に切れてたからな。
[05:27:47.520] さてさあ、ここから
[05:27:50.440] ここからがマグマ。さあ来い。
[05:27:53.280] さあ、何ですか?強いね。
[05:27:56.680] お、デラグ君、お疲れちゃん。デラコマ君、これクリアした。
[05:28:00.558] やあ、
[05:28:04.638] え、あ、何?何?何?何?何?何?何?何よ?こんななかったよ。こんななかったよ。
[05:28:11.080] です。
[05:28:12.520] お、
[05:28:13.360] え、え、
[05:28:14.200] ざあれ?
[05:28:16.160] なくなっちゃった。
[05:28:18.440] ネタバレやん。
[05:28:19.920] なくなっちゃった。
[05:28:22.000] お来た。
[05:28:25.320] どうなんねん。いや、もうこの声絶対
[05:28:31.400] ちになった。
[05:28:38.200] この声絶対ずじゃん。
[05:28:42.558] ニズやん、この声。ドラクエ
[05:28:45.200] 11のラスボスやん。何が起きてるの?
[05:28:50.760] え?何?何?なんなの?どうなっちゃうの?え?何?お、え、
[05:29:07.360] ここは
[05:29:11.600] みんな落ちないように気をつけて。
[05:29:13.680] こ
[05:29:13.878] ギラティナとか出てきそうじゃね?ギラティナ出てくるかな?
[05:29:15.682] [笑い]
[05:29:19.400] ここすごい体が重い。
[05:29:24.718] 見たくない。
[05:29:25.680] これは。
[05:29:26.120] え、マジじゃね?マジでマジで?ニズじゃない?破れた世界ね。ああ、デラク君ごめんね。これ多分うん。見ない方がいい。
[05:29:41.440] 1
[05:29:41.680] 人もらんかった。
[05:29:49.040] あ、
[05:29:52.958] 絶対に手を離してすごい。この
[05:29:55.200] 2Dで頑張ってる。
[05:29:56.760] でも力が入らない。私も
[05:30:02.280] ルビス様との約束を忘れたのか。
[05:30:04.638] いや、そんなこと言われても
[05:30:06.120] 落ちてるだろ。そこはもう
[05:30:08.082] [笑い]
[05:30:09.638] そうだね。
[05:30:12.600] ここはもう落ちてるだろ。
[05:30:13.840] ダブル
[05:30:14.440] 絶対にみんなで一緒に帰る。
[05:30:20.760] え、何よ?
[05:30:28.040] はいはいはい。何ですか?次から
[05:30:32.080] たよ。
[05:30:34.120] え、
[05:30:34.798] 次郎みたいなの力
[05:30:39.040] 凝ってるね。この声はルビス様
[05:30:41.680] お
[05:30:43.040] ルビス助けてくれ。
[05:30:44.520] あなたの心の光が
[05:30:47.120] 闇に覆われたこの世界へ私を導いてくれました。
[05:30:52.480] ま、いいつも導かれてんな。
[05:30:56.480] 私たち共に
[05:30:58.840] 皆さんを支えます。
[05:31:00.600] え、
[05:31:02.878] 私たち
[05:31:06.718] 早く助けてあげて。
[05:31:08.638] と
[05:31:09.320] 鳥さん。
[05:31:09.958] お、
[05:31:10.200] 鳥さんだ。おお。お。
[05:31:17.600] え、ラー熱い。
[05:31:21.840] うわだ。
[05:31:25.320] あ。
[05:31:30.280] このBGMさ。
[05:31:31.760] いやいやいやいや。これあれじゃないの?映像かっこいい。
[05:31:37.760] 映像すごいな。これ
[05:31:39.320] BGMが神。
[05:31:41.798] さあたち最後の
[05:31:44.760] これあれだよな。エのさ
[05:31:47.320] 長きにまたる闇との戦いを終わらせるので
[05:31:53.680] 大空に戦うだよね。
[05:32:00.280] 8の曲。
[05:32:01.240] いや、熱。すぎやろ。
[05:32:13.240] ました。
[05:32:13.760] ま、僕8クリアしたことないんですけど。
[05:32:18.718] 希望の光はダブル。
[05:32:20.200] どんな闇の中だって輝ける。
[05:32:22.160] ただ大空に戦うは知ってるよ。
[05:32:24.040] 優しい光で満ちています。[音楽]
[05:32:26.000] で、大面に戦うわ。
[05:32:27.400] それを守り抜きます。こで笑
[05:32:34.080] はない。ええ、でも誰でも誰でも誰?え、待って。え、何されてる方?
[05:32:49.400] 何をされてる方なの?これ
[05:32:50.760] 思ってるよ。
[05:32:54.680] え、邪魔導
[05:32:56.160] 水じゃないのか。あ、でも指導なのか、これ。指導のマジで誰こデラックスドリアさん。あこさんルル。いや、でも暑いね。でも暑い。でも暑いよ。まずはバフからかな?まずはバフからかな。
[05:33:06.900] [音楽]
[05:33:19.400] 神BGM
[05:33:21.480] BGMが神ぎる
[05:33:24.520] 何何何指導って何指導今
[05:33:27.558] 作るぞ
[05:33:35.240] せ
[05:33:35.878] 中村指導ス
[05:33:38.160] マが指導
[05:33:40.718] 知らないあの力封じ込められた
[05:33:49.920] マが指導
[05:33:50.680] わざわざわ石道
[05:33:53.558] マが指動
[05:34:03.080] 頭の目玉がゾみたい[音楽]
[05:34:05.920] 確かに。あ、闇の衣守ってる。闇の守ってる。わあ。
[05:34:13.200] 闇のこもろもろもらじゃあれだ。じゃあ弾だ。
[05:34:20.958] なるほど。やってくれるじゃねえかよ。
[05:34:25.680] じゃあや。あれ?あれ?光のん闇の衣ってどうやって剥がすんだっけ?
[05:34:35.558] 光の剣だな。
[05:34:38.520] え?光の剣?
[05:34:40.320] ハの卵。
[05:34:42.600] え、闇の衣って飯、
[05:34:45.806] [笑い]
[05:34:46.798] あれ、闇の衣ってどうやって剥すんでしたっけ?あれ、光の玉やんな。光の玉。
[05:34:55.360] 光の玉はちゃんに当てたじゃん。ケタキーの子供だけでご飯食えるよね。金玉。
[05:35:06.760] え、なん、どうすんのこれ?あれ
[05:35:19.360] 、曲良すぎるだろ。曲が良すぎるわ。
[05:35:23.558] そんなことより
[05:35:26.798] なことに感じてしまう。あ、これだ。
[05:35:33.680] だおってしまう。お
[05:35:43.878] にな。
[05:35:45.360] またしても
[05:35:50.120] またしても。
[05:35:55.600] いや、もうこれ絶対じゃあやっぱあれや。ニズやん。
[05:35:58.400] 来る。
[05:35:59.040] ニズゼルファじゃん。またしてもってこと。
[05:36:01.798] あの時のこと言ってんでしょ?
[05:36:17.638] 名前言うのかと思って
[05:36:19.472] [笑い]
[05:36:20.360] 言わない1回
[05:36:24.360] ニかっこよくなったな。
[05:36:26.400] かっこいいか。うー、
[05:36:31.680] BGM
[05:36:33.200] よ。
[05:36:36.638] やん。やべえ。ゾまれ。さらに神曲。ゾマ
[05:36:43.798] やってくれるな。裕ジは何も裕死ぬんか?こんなんやっちゃっても。え、裕死ぬきじゃん、い、
[05:36:54.920] こんなん。
[05:37:01.160] まジか?
[05:37:04.320] ロト最終戦はゾま裕じやるな。
[05:37:07.958] 裕ジ君ちょっとや
[05:37:16.558] 好きにはさせない。
[05:37:19.760] 元気出た。
[05:37:21.480] やっぱ裕ジ君だなあ。やっぱりな。
[05:37:30.040] せいでも大丈夫。めっちゃダメージ与えたけど。あれ?あ、え、黄色くなっちゃった名前。え、名前黄色くなっちゃったよ、みんな。
[05:37:40.878] 1発で
[05:37:42.760] 1
[05:37:42.878] 発で名前黄色くなっちゃったけど大丈夫?な、
[05:37:47.160] もう終わりにしよう。レベホまたの前れん君加減しろ。
[05:37:47.898] [音楽]
[05:37:55.040] 俺強くなりすぎちゃいました。さては
[05:38:00.798] メラでも打つか。コストラ破壊心を破壊した男や。
[05:38:04.718] さてはなんかまたやっちゃいました。僕またなんかやっちゃいました。
[05:38:25.480] 声出してこう。うわあ、やるんだ。は、
[05:38:38.280] 8000回復、8000回復してた。
[05:38:40.954] [笑い]
[05:38:42.760] は8000
[05:38:46.280] まあまあ
[05:38:48.160] なやるよな。だってだって指導だもん。
[05:38:51.360] 腐っても指導だもな。まあやるよね。うん
[05:38:55.080] 。
[05:38:56.958] 頑張ろう
[05:38:59.080] 。
[05:39:00.638] まあ指導だ
[05:39:04.400] な。どうせ弱いんや。
[05:39:08.760] ちょっと声が震えて震え声
[05:39:10.280] せい
[05:39:12.040] 声出してこう。
[05:39:15.200] ああ、そっか。素早さが遅いから応援間に合ってねえんだ。
[05:39:33.120] もう1回上げとか。
[05:39:34.040] 正直いな。
[05:39:36.638] ねえ、
[05:39:38.040] 大丈夫。頑張れ。そう。
[05:39:48.798] 本当まいか。まあ、
[05:39:57.120] もう赤い。体力半分で攻撃的パターン変わりそう。ワンパンで半分。邪魔びっくり。
[05:40:05.000] 赤くなっちゃった。笑。[音楽]
[05:40:08.638] 顔真っ赤で草。聞いて草。聞いてて草。
[05:40:15.160] そうだよ。笑笑。
[05:40:17.160] 聞いてて草。え、ちょっとえ、なんだ?まだやる。ああ、そうだよね。あ、びっくりさせないでよ。
[05:40:32.478] うわ、なんじゃいねん。それ
[05:40:41.160] なんじゃそ
[05:40:43.400] 爆発前のセルやんけ。[音楽]
[05:40:47.958] 爆発のセル。あ、残ってんのね。一旦ちょっと。ああ、どうしよっかな。
[05:40:48.680] [笑い]
[05:40:57.196] [音楽]
[05:40:58.798] ヘビかっこいい。
[05:41:01.000] マジックバリアはでもいいとこか。さすがに。
[05:41:05.400] 第2
[05:41:05.798] 形態あった。あ、間違った。こだめだ。間違えた。
[05:41:06.366] [音楽]
[05:41:14.040] 力を声出してこう。
[05:41:20.200] せい。
[05:41:24.718] 4000。
[05:41:26.798] 2000食らえば十分。
[05:41:30.958] ただMPがちょっとないぞ。
[05:41:33.160] MP
[05:41:33.440] がちょっとないぞ。ああ、さすがにエルフの飲み薬わ。切れないわ。さすがにな。
[05:41:42.600] 倍切れた。
[05:41:46.520] 頑張れそう。
[05:41:50.478] ちょっとクッキー攻撃してくんね。あ、待って。
[05:41:53.600] ああ。まあでもそもないな。
[05:41:58.400] あの、あのよ、弱いかも。え、なんか弱ない?
[05:42:07.936] [笑い]
[05:42:10.920] ダブル。
[05:42:12.160] え、なんか
[05:42:16.558] 眠いね。笑笑
[05:42:23.760] 元気出た。
[05:42:25.320] ごめったよ。に
[05:42:29.478] 声出してこう。う
[05:42:36.558] ああね。うん。せい。
[05:42:52.520] ここからは任せ。
[05:42:58.200] ああね。危険。いや、寝ちゃダめだよ。寝ちゃダめだよ。
[05:43:24.760] フバーハが切れそうだな。でもこいつ入っ
[05:43:28.120] てきてないよね。思ったけどこいつ
[05:43:30.000] バーハやってるけど息入ってきてなくなく
[05:43:31.558] ね
[05:43:36.362] [音楽]
[05:43:38.400] と1回まず入れようか。無理しないで
[05:43:43.520] ごめん。来ると。い
[05:43:54.478] やあ、もうちょっと。うん。
[05:44:16.878] えー、どうしよっかな。は、まあいい。ま、入れといてもいいかな。
[05:44:26.600] 1
[05:44:26.760] 人じゃないわ。
[05:44:35.440] うわ、やばい。
[05:44:40.558] 作るぞ。
[05:44:48.638] 闇の力を高めてるって何?闇の力を高めてるってなんだ?やべえ。あの真ん中
[05:44:59.040] 2人、真ん中
[05:45:00.080] 2人らされたのやばいな。うぜえ。なんかこいつ絶対そんな強くねえのに。
[05:45:07.360] うぜえ。こいつなんかこのめっちゃ抵抗してくる感じ。もうだるいよ。
[05:45:17.798] 元気出た。
[05:45:23.784] [笑い]
[05:45:24.878] 闇の力高めてたのにごめん。
[05:45:27.878] 笑笑。
[05:45:29.240] 闇の力高めてたのにごめん。絶対なんかする手前だったのに今。
[05:45:39.040] よえ。
[05:45:39.638] はい。しをましたと。
[05:45:43.080] ありがとうございました。
[05:45:44.320] 荒らした。荒らした。しやらした。
[05:45:50.478] あ、ミラデイン。
[05:45:51.320] 749パチ。749パチ。749パチ。
[05:45:56.120] 見られ
[05:45:57.160] うボアーコキックセミキ拾いた。
[05:46:01.320] ま、いいじゃないか。
[05:46:03.958] 王様。え、
[05:46:06.120] 上、
[05:46:08.000] え、
[05:46:08.558] どこに?
[05:46:09.240] え、あ、え、え、え、あいつは死んだんじゃないの?
[05:46:13.478] ここに。
[05:46:14.200] あいつ死んだんじゃねえの?
[05:46:15.718] みなデインはみんな買って自分で見ようね。
[05:46:19.798] パチパチパチ。
[05:46:21.424] [笑い]
[05:46:22.600] なんだこの
[05:46:25.718] 大?
[05:46:30.280] 何?何?何?何?何なの?あ、戻った。
[05:46:43.040] 女王様、申し訳ございません。私にもっと力があればあ、龍の女王の白ね、
[05:46:58.600] 3のね、上の世界だよね、これ。
[05:47:09.440] うん。あ、女王様。
[05:47:14.680] うん。
[05:47:15.000] どうして
[05:47:15.680] 最後ね、
[05:47:17.360] どうして行ってしまったのですか?
[05:47:26.280] 女王様はご自身でも先は長くない。
[05:47:31.200] 別れの時は近いとおっしゃっていました。その時が来てしまったようです。悲しいですが命の定めでしょう。違う違う違う。そんなことあってはならん。
[05:47:48.760] 物明り悪いね。
[05:48:09.520] 勇者だ。勇者のせいだ。勇者が女王様の光
[05:48:15.920] の玉を奪ったせいで女王様のお命は
[05:48:22.600] 己れ己世界
[05:48:27.240] のためと言って女王様をそのおって何
[05:48:33.718] 何をおっしゃるのです乱
[05:48:38.000] はなりません
[05:48:41.360] の残し[音楽]た卵を守ばならない。あ、
[05:48:46.600] そうだ。そうだな。ガろ。ハーボットの
[05:49:01.246] [音楽]
[05:49:09.600] 闇落ちしちゃったんですわな。これで
[05:49:15.360] 愛が強いがゆえに歪んだ思いへ。
[05:49:17.798] うん。
[05:49:20.680] 俺のリスナーにもいるんだよ。
[05:49:22.000] 主義だから。
[05:49:22.760] 俺のリスナーにもいるんだよ。俺への愛が強すぎて
[05:49:26.440] Twitter
[05:49:26.798] で変なこと書き込んじゃうやつとかな。
[05:49:29.920] あいつハーゴンだったかもしんないな。
[05:49:31.360] 笑笑。
[05:49:32.080] あいつハーゴンなのかもしんない。
[05:49:34.520] 笑笑。俺が守んなきゃ。
[05:49:39.320] 私はまたあなたに会いたい女王様。何が命の定めだ。
[05:50:02.478] ああ、なんか誰、なんか今誰かがかしたね。なんか吸い込んだね、今ね。
[05:50:10.520] え、結局だからラスボスはさ、さっきのはさ、ゾマ石だったってこと?それとも水なの?
[05:50:20.760] この卵こそ唯一残されたあなたとの繋がり。
[05:50:43.040] 女王様、あなたの子を世界を滑る偉大な竜に育て上げて見せます。
[05:50:55.080] 名言はないけど水じゃないかな。
[05:50:57.878] うーん。あの声そうだよね。
[05:51:06.760] 全てこの私にお任せください。
[05:51:12.200] 裏巣がウルノに落ちた時みたいだね。
[05:51:15.040] ああ、じゃあやっぱ同じ手口だ。
[05:51:19.920] そっか。裏の巣か。こいつこの時からこのポーズやってんだずっと。序同めっちゃムキムキだろうな。しんどいあれ。
[05:51:42.200] 様
[05:51:43.440] どんだけ好きなん
[05:51:45.652] [笑い]
[05:51:46.840] あなたに
[05:51:48.120] 龍やもう1度会いたかった。
[05:51:54.840] ガチ来いぜ
[05:51:55.878] ねえ。
[05:51:57.000] 気持ちは分かるがあ、
[05:52:20.040] 今のは何?もしかしてハーゴンの思い
[05:52:27.400] 私も見たわ。
[05:52:28.718] そっか、こいつらは知らないんだもんな。ハーゴン初めましてで。
[05:52:32.478] とにかくこれって全部終わったってことだよね。
[05:52:36.920] その昔の話なんか知らないからね。
[05:52:39.360] 勝ったってことだよね。
[05:52:49.160] こっこも言ったわ。ここは自動じゃねんかい。
[05:52:53.120] [笑い]
[05:52:53.360] 前も言った気がする。ここは自動じゃない。
[05:52:56.360] ダブル。
[05:53:01.280] いや、でもラーミア出たの熱いね。
[05:53:03.798] 再現。
[05:53:05.280] この世界を消し去としたハーゴ
[05:53:09.718] J。そしてハー
[05:53:12.440] ありがとう。シア
[05:53:14.400] 100ア100もっと頑張れよ。
[05:53:18.120] 再び
[05:53:18.760] 無限平和だけじゃ。
[05:53:21.840] W
[05:53:23.200] あなた方そ
[05:53:24.200] ありがとう。
[05:53:25.798] ロトの意志と栄誉を継ぐもの。小度の勝利はロトの勇者の伝説として永遠に語り継がれていくでしょう。
[05:53:39.320] それはいいんだけど、さっきのやつの説明はないの?
[05:53:42.240] え、
[05:53:42.718] おきなさい。さっきのやつの説明は
[05:53:45.000] 世界があなた方の帰りを待ちわびています。さ
[05:53:50.080] さっきのやつのさっきのは何だったのか
[05:53:53.120] ないよ。笑
[05:54:00.040] 茶窓びっくり。
[05:54:02.080] え、嘘。こっから一緒。
[05:54:08.878] あ、一緒だな。
[05:54:15.320] やったよ。終わったよ。パパ。ママ。
[05:54:28.240] ええ。
[05:54:32.200] やで。
[05:54:32.878] 終わったのですね。な
[05:54:34.160] んだったんだろうな。最後のな。
[05:54:36.798] 笑いたい気持ちだ。
[05:54:39.840] 泣きたい気持ちが。
[05:54:46.920] ごめん。もう聞いたから。それ
[05:54:49.708] [笑い]
[05:54:50.920] みんなに報告に行こう。
[05:54:52.400] 割り割り。それもう聞いたか。
[05:54:54.080] 弱いな。マしど脅しがまあないわよ。
[05:54:57.570] [笑い]
[05:54:58.958] 出た。久々に。
[05:55:01.958] お
[05:55:02.478] 弱いな。の脅しがまあないわよ。
[05:55:05.240] すごくない?本当にブになってんの?それ
[05:55:08.320] 急に来た。
[05:55:09.558] すごない?
[05:55:11.360] 笑笑
[05:55:12.760] すごない?これ
[05:55:15.600] ハーゴンが地下世界に行けた理由派邪真指導の力を借りて以へ移動できたから
[05:55:22.320] シリーズ設定中描写から最も整合性のあるらしいですね。さる
[05:55:31.630] [笑い]
[05:55:31.840] いやしびれてるやつおるわ。まだしびれてた。
[05:55:34.878] おい、これルーラできねえじゃねえか。
[05:55:36.160] しびれてたらどうやってこ直すんだよ。
[05:55:42.766] [音楽]
[05:55:43.360] キアリーじゃないよな。
[05:55:46.040] もうしびれてるやつおるぞ。[音楽]満月
[05:55:48.638] 後かな。
[05:55:56.680] いやもうこれもう回んなよ、これ。
[05:55:58.440] さすがにもうやったから前回これ変ら
[05:56:00.958] なくて大丈夫だけど気になる。
[05:56:03.558] いや、行く行く。そう、そう、そう。それは行く。うん。それは絶対行く。
[05:56:06.680] そう。気になるとこは行くよ。そうだ。りうちゃんのとこ行くよ。絶対倒してきましたよ。なんかとんでもねえの。なんかとんでもねえの倒してきたよ。弱いな。マがしド脅しがまあないわよ。すごい。
[05:56:07.000] [音楽]
[05:56:30.920] すごい。倒してきたで。なんかなんだったあれ。
[05:56:44.400] よく来てくれた。勝利の宴に忙しくて。これイベントところには来てくれないと思いるやろ。あの流れで来ないやつおるか。
[05:56:53.840] 1出たらいいとこまで行けると思う。
[05:56:56.680] クリップネタとか
[05:56:57.600] あなたが鍛えてくださったおかげで大いなる闇にも勝つことができました。
[05:57:02.478] 大なる闇
[05:57:04.000] ありがとうございました。
[05:57:07.958] 実はお前たちに話したいとこと。
[05:57:10.958] え、まだなんかあるやん。何?
[05:57:12.520] 世界から邪悪な気配が消え去った瞬間。
[05:57:16.718] あ、
[05:57:17.600] ハーゴンが
[05:57:18.680] やっぱ竜の女王のとこに帰ってきたんだ。わ
[05:57:21.718] しのに現れたのだ。
[05:57:23.920] 竜の女王の血ついてるからね。
[05:57:28.320] わしの知るハーゴンとは違った。
[05:57:32.478] 人の姿をしていた病な人間の男だった。その魂がわしに触れると濁流のように奴の思いが流れ込んできたのだ。
[05:57:36.082] [音楽]
[05:57:47.840] 後悔や罪悪感、そして強いの思いだった。だがそれはわしに向けられたものではなかった。わしであってわしではない誰かにた気がし。
[05:57:59.662] [音楽]
