[00:00:32.680] わこつ
[02:12:50.599] チーメド集めちゃおうぜ。確かね。もってるね。
[02:12:54.719] チャマロケランも作るか。じゃ、チャマドロケランも
[02:12:57.960] でもそしたら俺もあれやんねえといけないじゃん。バイオハザード。ベオハザード。それ何それ?あ、たこたこちゃんの可愛い。それちょっとちょっとさ、あのチーメいね。
[02:13:15.679] そうやろう。
[02:13:19.520] バイオ2
[02:13:20.360] 持ってはいるんだよな。持ってはいる。
[02:13:22.520] コマンドの四角いミサイルランチャーでや。
[02:13:24.920] いいね。もんじゃの尻尾。うーん。ちょっと確かなんか小さなメダルでもなんかモンスターもらえた気がすんだよな。モンスターもらえた気がすんだよな。そ、どうして火がつかないんだろうか。
[02:13:46.400] 兄ちゃん。火を出す魔物持ってない。持ってない。これ火を出す魔物を持ってると新しいダンジョン行けるようになんだよな。確かあとどっかあったかな?ここは行けないね。
[02:14:02.960] テロテ色出しそうなのに。
[02:14:05.920] あのね、あの特技でなんかあのなんつうの?火の息とかなんか覚えてなきゃいけないんだよ。ま、あげるといなくなっちゃうからね。それもったいないんだけど。
[02:14:14.960] でもまでもね。
[02:14:18.159] ああね。
[02:14:18.960] うん。でもダンジョン1
[02:14:20.440] 個解放されるってそのだけモンスター仲間になるってことだから。
[02:14:24.239] ゴニーしぶつけて火なんでそんなことするの?火打ち火打ち石みたいなこと。こに
[02:14:26.417] [笑い]
[02:14:35.239] 笑笑
[02:14:35.960] ひどい。ガっつってひどいな。こいつグラフィック変わってるね。
[02:14:43.440] ゲームボーイの時はさ、こいつあの
[02:14:45.920] ハーゴンの見た目してたのに。
[02:14:54.040] うーん。ま、ないかな、もう。もうないか
[02:14:57.320] な。
[02:15:00.159] チーメダ。もうないかもな。
[02:15:04.079] なんかね、小さなメダル10何枚とかで
[02:15:06.440] なんかモンスターもらえるんだよ。なんだ
[02:15:07.800] かあのなんか鳥みたいなモンスターなんか
[02:15:11.320] もらえたような気がすんだよね。別がなん
[02:15:13.480] かすごい強かったよ気がするんだよな。
[02:15:15.639] ガキの頃なんか強かった気がするけど。ま
[02:15:18.480] 、覚えてねえんだけどさ。
[02:15:22.679] ちょっとなんだ?ちょっと先にちょっと
[02:15:24.440] ちょっと集めさせてもらいますわ。
[02:15:32.800] こん中とかありそうだけどね。
[02:15:36.760] あ、来た。おら。あ、あった。た、あった
[02:15:38.520] 。
[02:15:45.880] あとなんかこれお見合いってあったよな。
[02:15:48.880] なんかこうなんか話しかけるとモンスター
[02:15:50.440] 配合してくれるやつ
[02:15:52.760] いないかな。なんかそれってなんかね、
[02:15:54.840] あの期間限定というかイベントが進む間に
[02:16:00.679] やんないと出てこなくなっちゃうとか
[02:16:02.440] なんかそうあるんだよね。で、なんかレア
[02:16:03.800] なモンスターと
[02:16:06.119] なんかあの
[02:16:08.599] 配合できるみたいながあるんだよな。
[02:16:15.880] 今はないのかな?
[02:16:22.199] ま、なさげかな。
[02:16:25.239] よし、オッケー。じゃあメダル預けて
[02:16:27.400] 新しいダンジョン行くか。[音楽]
[02:16:30.440] こっちは別にいいや。
[02:16:33.519] で、そこダンジョンクリアして。
[02:16:37.760] いやあ、さすがにさあ、さすがにさあ、
[02:16:45.399] これさすがにむ、いや、Fランクどう
[02:16:47.800] だろうね。行けるかな、今日最後F行って
[02:16:51.800] みるか。でもな、モンスター死んだられ
[02:16:54.160] ならんしな。
[02:16:57.040] あ、ちょっと待って。
[02:17:14.599] ほら、8
[02:17:16.160] 枚でサンダーバードくれるんだよ。サンダー
[02:17:20.000] 8
[02:17:20.200] 枚ってなんか頑張ればもう行けるやん。サンダーバードくれるんだって。欲しい。結構サンダーバードってのがレアなんだよ。確か
[02:17:30.960] 強そう。
[02:17:31.800] うん。鳥系のなんか結構レアなやつ。
[02:17:38.639] それじゃ、次のダジョン行ってみるか。
[02:17:41.559] 次のダジョン行ってみます。
[02:17:44.800] ただ待って。次の男女行く前にごめんごめ
[02:17:47.519] ごめんごめん。ちょっとやることがやる
[02:17:48.960] ことがごめん。いっぱってちょっと待って
[02:17:50.800] な。ちょをさ、全部預けようぜ。種
[02:17:55.679] 預けよう。なんかこれここぞって時に使い
[02:17:58.200] たい。全部
[02:18:03.359] 預ける。え、おえ、持ち物で種けたい。
[02:18:08.840] あ、まとめて預けれんのいいね。
[02:18:13.399] ま、こんなもんかな。
[02:18:17.240] ま、預けたこと忘れねえようにしねえとな
[02:18:18.840] 。
[02:18:22.359] よし、じゃ、新しいダ行くぞ。新しい団長
[02:18:25.439] 行くぞ。
[02:18:41.040] こち。いや、どうかな、これ。
[02:18:47.639] 背後もしかしたら今日は行けないかな。
[02:18:52.080] 調子乗ってさ、レベル10になったやつ
[02:18:53.880] だけ勝手になんつうの、その、もう調子
[02:18:55.359] 乗ってやっちゃうとさ、後がきついからね
[02:18:57.639] 、その後が。
[02:19:05.120] レベルがな、足んねえもんな。まだなんか
[02:19:08.040] その戦ってなくてもそのなんて言うの?
[02:19:10.840] 控えというかあの牧場にいるやつも
[02:19:13.880] ちょっとずつ育ってくからちょっとずつ
[02:19:15.840] 育ってくからまほっといてもあれできるん
[02:19:19.040] だけどね。は
[02:19:33.359] やばピッキーがやばいよな。
[02:19:38.679] いいね。
[02:19:43.160] あれピッキーって1回仲あ、仲間にしたわ
[02:19:44.800] 。ごめん。仲間にしたからいらない。
[02:19:49.280] ま、仲間になってもいいけど。あ、
[02:19:53.319] ナナちゃん、レドありがとう。
[02:19:56.280] ナて、レドありがとう。センキュー。
[02:19:59.399] 配信お疲れ。配信お疲れ。ね、
[02:20:02.399] レドセンキュー。
[02:20:06.520] お疲れちゃん。レド、レドや。配信配信お
[02:20:09.439] 疲れちゃん。ありがとう。テリーの
[02:20:11.960] ワンダーランド人プレイやって。
[02:20:15.880] しかもこのちょっとレアなちょびットだけレアなこのプレステ版で
[02:20:21.160] プレステ版でランディお疲れちゃんラジお疲れ何でお疲れって言ったけど人生プレイでやってんだよ人生プレイで
[02:20:30.760] 5年ぶりにやってんだけど知らなかっ
[02:20:32.920] そうはねあのテリのワンダーランドとルカが
[02:20:36.920] 3本入ってんだよね。3本入ってんだよ。
[02:20:39.960] で、もう2
[02:20:40.520] 人死んでるから、もう、もう早速プレステの完成度高いよね。
[02:20:41.737] [笑い]
[02:20:46.359] まあね、でもね、そんなにね、あの、追加要素とかはないんだよね。追加素とか全然ない。
[02:20:50.840] 辛いけど、
[02:20:51.720] ま、ロードもね、こポリメガなんで、ま、ポリメガ勢なんで俺はポリメがあるんでね、全然ロードもじゃないとも当分俺はあの、自慢していくから。
[02:21:06.840] すでに持ってるん
[02:21:09.520] クリアまでやめれまてんやめれまてんじゃないでもやるよ。もちろんクリアまでやるけどやめれまてんではないだってもう仕事やも明日明日俺目が治ったの?
[02:21:19.840] 治ったというか前回もうぶっ壊れてく泣えた。ぶっ壊れたと思ってぶ泣えたんだけどね。もうコツがあるんだよな。ま、動作が不安定なのはそうなんだけど
[02:21:30.960] だ
[02:21:31.280] ちょっとね馴染んだ。そう。マジでマジでそんな感じ。マジでそんな感じ。馴染んだ。
[02:21:36.103] [笑い]
[02:21:37.080] 馴染んだんよね。あのね、電源のコードをタコ足から取っちゃだめ。壁、壁のコンセントから取んないと電力が足んなくて
[02:21:50.120] ゲームって馴染むんだ。
[02:21:51.399] 馴染む?いや、マジでボリメガそうだって。マジ今超調子いいもん。ちゃんとイジェクトボタン全部働くし。
[02:22:00.280] そうだ。
[02:22:01.439] 最初昨日昨日ってか前回ポリメが開封して
[02:22:05.080] あの川品あのいい具合に馴染んできてるから今
[02:22:06.233] [笑い]
[02:22:09.520] エルフさん頼りになるリプくれてない。
[02:22:11.720] そうそうそうそうそう。ま、それ以外にもちょっとさ、ポリメガで呟いたら人知ら全く知らない人がさ。いや、本当にそうよ。
[02:22:23.720] もう極力あの大元の電源に近いところから電源を取る。
[02:22:28.520] 作ったんだけど顔てないんだけど。ありがとう。
[02:22:31.120] はか低か繰り返してグリスを馴染ませる必要もあったりし運転そうし運転がマジでいるんだよ。で、ちょくちょくディスクインストールしてるけどマジで何もあのないもんあれが。ま、あとはアプリの不具合とかはもうさ、馴染むとかじゃないじゃん。もうアプデマッチするしかないんだけど。まだ
[02:22:55.439] アプリはもうだいぶ展上よ。だいぶね。
[02:23:00.280] まずキーコンフィグできねえからね。
[02:23:02.240] Discordに貼った。
[02:23:04.040] お、ありがとう。これ欲しい。真ん中のやつ。
[02:23:08.120] BGM懐かしすぎる。
[02:23:09.640] あ、来たらこんばんは。来たちゃん、こんばんは。きたちゃんこんばんは。やってますよ。人生プレイちょっとこれ真ん中の欲しいよ。真ん中のグレムリン。グレムリンください。グレムリン残し行けよ、お前ら。グレムリン残しだからな。グレムリン残し。ナイス。
[02:23:30.200] お前ら分かってる?これもう骨つき肉あげ
[02:23:33.160] てもいいな。骨付き肉上げてもいいぜ。
[02:23:36.399] お前だったら
[02:23:39.200] 俺の仲間になれ。
[02:23:44.359] 俺の仲間になれ。うるせえ行こし。
[02:23:49.279] うるせえ行こう。うるせえ行こう。
[02:23:52.600] うるせえ行こう。ルフィ成功。[笑い]
[02:23:57.200] その仲間にすることルフィっていうの。
[02:24:01.520] 年りん
[02:24:03.560] としりんで年りん名前どうしよっかな。グレ
[02:24:11.340] [音楽]
[02:24:15.279] D。
[02:24:16.680] これアルファベットないもんな。アルファベットないもんな。
[02:24:27.000] グレムグレムグレグレム
[02:24:31.399] グレやねん。グレイグ。
[02:24:32.955] [笑い]
[02:24:34.880] あ、グレイグいいね。グレイグ。グレやねんは。グレやんは多分あれだからあの、あの、田中シングルが湧くから。田中シングルが湧くから。
[02:24:47.760] グレイグいいね。グレイグ。
[02:24:51.960] ドラクエ11のドラクエ11の11
[02:24:54.800] にもたな。11
[02:24:56.319] にもたけどなんかい
[02:24:58.840] ね。11
[02:24:59.760] にもいるけど敵なんだか仲間なんだかよくわかんないな。うん。グレイグ。あ、でもホイ味使えんのでかない?
[02:25:07.760] 私服むっちゃダサいおっさん。
[02:25:10.520] ホイミ使えんのでかない?だってそしたらさ、ホイみん、ホイみん下げてさ。ホイミんだ。
[02:25:17.439] 守備力8じゃな。ちょっと連れて歩けない
[02:25:20.880] よ、こいつ。連れて歩けないなあ。
[02:25:25.160] さすがに。
[02:25:27.640] まあ、ちょっと預けたな。
[02:25:30.760] 配合4んだね。
[02:25:34.640] 骨付き肉なんかもったいねえ気がしてきた
[02:25:36.359] 。こいつに使うの。
[02:25:38.800] 骨付き肉もったいない気がしてきた。お、
[02:25:41.730] [笑い]
[02:25:42.600] 自さ傷したな。地産地傷。
[02:25:47.880] 食べの
[02:25:48.560] あ、あってんのかわかんないけどさ、地象ってそういうこと?違うか?テ
[02:25:51.080] テリーが最初なの?
[02:25:52.840] 違、テリーって6が最初?何?6
[02:25:54.680] が最初って?あ、テリーが出たの?
[02:25:56.359] 6が。そう、6
[02:25:57.000] しか出てないよ、テリーは。テリーは
[02:25:59.000] 6しか出てない。6のキャラクターだね。
[02:26:02.439] おえ。
[02:26:03.560] あ、で、その後にテリーのワンダーランドが出た。なんかね、結構あるあるなんだよね。そのモンスターズの主人公に仲間の子供時代がなるっていうのはあるある。
[02:26:13.279] だって、あの、この次のなんだっけ?あの
[02:26:16.120] キーファのやつもそうじゃん。あのな、何
[02:26:18.920] だっけ?アドバンスのやつ。あれも
[02:26:22.000] キーファがキーファの子供の話でしょ。
[02:26:27.240] まあでもその次エはヤンガス
[02:26:29.000] の子供時代があのモンスターズじゃなくてなんだっけ?少年ヤンガス
[02:26:32.560] ビアンカフローラもそうだし
[02:26:34.000] そう。ビアンカフローラもそうだしあと
[02:26:35.600] 11
[02:26:35.960] のカミュが子供時代のなんか出たよねゲームね。
[02:26:38.560] オルゴデミーラ
[02:26:40.040] オルデゴミーラオルデゴミーラなキーファオルゴデミーラ説
[02:26:47.886] [音楽]
[02:26:49.160] おお確かに
[02:26:50.399] そうなんだよ子供がスピンオフになるんだよね結構
[02:26:52.640] テリーエスターク
[02:26:54.160] テリーエスターク説リーダークドレアブ説ね
[02:26:55.746] [鼻息]
[02:26:57.200] ジはあれ誰
[02:26:58.359] ジョーカーはジョーカーシリーズっていうモンスターズ専用のなんかシリーズだからあれはね誰でもないあれはあれあれでも
[02:27:08.120] 俺ジョーカーの主人公好きだけどな。
[02:27:11.359] くそ足遅せえのな。移動モーション
[02:27:14.479] めっちゃ猛ダッシュのさ、モダッシュなの
[02:27:16.560] にクソんだ歩くの。
[02:27:19.279] マジ[咳払い]で超時間かかんだよな。
[02:27:21.439] 移動すんのに。
[02:27:28.080] オッケー。下行こうか
[02:27:30.800] わ。
[02:27:32.880] 邪魔の少年時代の家のWi-Fiパクった
[02:27:35.920] 。[笑い]
[02:27:38.560] いや、違うよ。別に人の家じゃないよ。
[02:27:40.200] なんかたまたまだよ。たまたま公園に行っ
[02:27:42.640] たらいや、なんかたまたま公園に行ったら
[02:27:44.920] なんかむ、なんか無料なんかなんか
[02:27:49.240] Wi-Fiが入る場所があるからそこで
[02:27:52.800] エロ画像とかっしまくった。PSPにワン
[02:27:57.560] タッチ投でワンタッチ投
[02:28:04.520] で2位のイベクエ全部入れたわ。フリー。
[02:28:07.479] そう。
[02:28:07.640] そしたらそしたらなんかそこ
[02:28:09.720] Wi-Fi
[02:28:10.120] あるぞって噂になっちゃって、あの隣町の小学隣町の小学生までなんかその公演に常に
[02:28:15.657] [音楽]
[02:28:17.399] 10何人常に10
[02:28:19.120] 何人小学生がロするようになって公演なのに小学生入場禁止になった。公演なのに小学生は入場禁止になった。
[02:28:24.827] [笑い]
[02:28:33.760] もう多分その家笑悪
[02:28:37.880] もうそこでみんなもうエロえエロエロ画像とかもう死ぬほどダウンロードしたから
[02:28:46.560] 当時はあるあるよね。
[02:28:47.800] あるあるよ当時はしかもさ、そのなま無線乱っていうものもさ発展登場だからその何パスワードとかかかってなかったしね。
[02:28:54.800] 普通に
[02:29:07.120] PSPのメモリースティック
[02:29:09.960] 32の1番最初のさ、32メガ
[02:29:13.960] だったよね。茶まげの昔話全部さんだから同じ世代だから。同じ世代だからな。
[02:29:17.228] [笑い]
[02:29:26.120] 俺それで浅み嫌いになったんだもん。見すぎて。あみゆ馬見すぎてそれで嫌いになったんだ。
[02:29:29.019] [笑い]
[02:29:36.279] なんかなんかエロく感じなくなったの途中で。なんかこの人のエッジスポーツみてだな。ガきながらに思ったな。うん。
[02:29:46.600] この人のエッジはなんか
[02:29:48.560] 贅沢
[02:29:49.279] スポーツみてえだつって
[02:29:51.560] なんか競技を見てるみたい。贅沢だな。ガキのくせに。あ、チのメダル。これは欲しい。
[02:29:58.600] G1万くらいしました。
[02:30:00.399] いや、メモリーカード最初だってさ、
[02:30:02.000] PSP買った時なんてさ、あの
[02:30:04.560] 32Mのメモリースティック
[02:30:07.009] [笑い]5000ぐらいしたからね。
[02:30:08.800] 32Mメだぞ。
[02:30:11.319] 32M5000円だからね、当時。
[02:30:18.560] そう考えるとさ、すごいよね。今だって今
[02:30:23.800] かったですよね。
[02:30:24.720] 今32GBが100円ショップで買える。
[02:30:27.680] 32Gどんくらいわかんないけど8GB
[02:30:30.479] とか100円だもんな。で終わる。
[02:30:32.439] 本当だよ。32なんて
[02:30:40.319] 1GBのメモリーガードなんだ。本当1
[02:30:42.279] 万とかしたよ。
[02:30:49.439] プレステ2の8MB
[02:30:51.080] も高あった当時メのマイクロス度に枚させる
[02:30:55.640] 64目出た時の[笑い]
[02:30:58.279] そんなのあったな。
[02:31:00.120] 2
[02:31:00.319] 枚させるやつなったね。よし、行こう。多分ドラゴンじゃないこ。うーわ、来た。ドラゴンだ。
[02:31:09.240] え、ローラ姫、こんななの?え、ローラ姫
[02:31:13.880] 、ローラ姫、ローラ姫か、これ。あなたは
[02:31:18.680] 勇者様。私を助けに来てくださ
[02:31:22.989] [音楽]
[02:31:26.080] を抱き上げてお城まで連れて帰って
[02:31:27.560] ください。
[02:31:29.359] しかしゲお姫様を抱き上げられなかった。
[02:31:31.240] 子供だからね。見える犬みたいに買ってる
[02:31:34.160] やん。ポンいのです。あなた小さいです
[02:31:37.479] もの。だから持ち上げられなかったんです
[02:31:38.880] 。そうでございましょう。ていうかそうだ
[02:31:40.800] とおっしゃってください。そうです。
[02:31:44.160] 私には大人の方が来るのを待つことに
[02:31:46.479] いたします。これはドラクエ1の予感がし
[02:31:48.960] ますの。青い鎧いを着た若者が私を迎えに
[02:31:51.720] 来てくれる何度も見た夢ですわ。
[02:31:53.880] けれど勇者様ではなかった。あなたは勇者
[02:31:55.600] 様でなかったけど嬉しかったわったら
[02:31:58.240] 引っぱくそうな女の子[笑い]
[02:32:01.960] にな。ごめんがひ力なせいでごめん。ほ、
[02:32:05.840] そう、これドラクエ1
[02:32:06.880] のあのなんて言うの?その勇者が来る前に来たっていう設定なんだよね。ドラのテリワは結構そういうのが多いんだよね。
[02:32:15.080] 結構面白いんだよね。
[02:32:17.319] で、ドラゴンと戦いますと。姫を奪いに来たか。姫はさん。まあ余裕やろね。
[02:32:25.960] そうなの?レイドから
[02:32:27.720] まあじまあくまでこれはなんて言うの?あくまでスピンオフだからせ仲
[02:32:34.040] 精止ではないんだけど自系列でそういうことがあってもおかしくないよねっていう。でもここで仲間にしちゃうからね、ドラゴンのことね。それおかしくなっちゃうんだけど仲間になるよ、ここ。これ仲間になる。南さんこんばんは。ありがとう。ドラクエやってんねん。ドラクエ。
[02:32:49.450] [鼻息]
[02:32:50.160] こんなのあったんか?
[02:32:52.040] うん。あ、あるあるあるおる。
[02:32:59.479] うん。全然余裕。おら、なめんな。クソ弱ええじゃねえか。
[02:33:07.359] 鳥山あのせいでドラゴンは緑色って定着したよな。
[02:33:11.319] まあ、あの、ま、そうな、
[02:33:16.640] バラモス仲間になる。
[02:33:18.160] バラモスまでも、あの、配合で作ればな。
[02:33:23.760] ドラン、ドラン、
[02:33:27.440] [音楽]
[02:33:28.040] ドラ、ドランゴ、ドラゴじゃない。ドラ、
[02:33:30.279] ドラ、ドラ、ど、
[02:33:33.279] ドド、ドラ、ドラ、ドライド
[02:33:37.920] 、ドラもう
[02:33:40.880] 、もう名前つけしんどいな。[笑い]
[02:33:43.800] ドラン
[02:33:46.359] ドラもお前ばっかやな。
[02:33:54.296] [笑い]
[02:33:54.359] ティラのけ山。あ、ティラのけ山入らねえな。
[02:34:01.399] ザウルス
[02:34:03.000] ティラのけ山は入らないよ。
[02:34:06.040] け山マジか。
[02:34:08.560] ティラのけ山入れたいけどな。け山でいいか。じゃ、け山でひがでしかもちょっと日本人っぽく。け山でいくか。け山。
[02:34:20.040] ドワンゴ。
[02:34:21.120] ドいい。それしよう。それしよう。ドワンゴにしよう。いいね。ドランゴのドワンゴね。いいね。面白い。いただき。ドワンゴ。ドランゴのドワンゴにしよう。わ、どこ?わ。ドワンゴ。は。ま、いいか。
[02:34:23.116] [笑い]
[02:34:46.120] 非常に生命に対する侮辱を感じます。
[02:34:48.960] ドラン、ドラゴンの名前はドワンゴ。うん
[02:34:51.040] 。
[02:34:52.920] ドワンゴ。ドワンゴて見たい。どんなもん
[02:34:55.040] ?どんなもん強さ?レベル8攻撃36
[02:34:59.080] あんま強くねえな。あんま強くねえな、
[02:35:01.760] こいつ。レベル8なのに。火の息火炎切り
[02:35:04.439] 。うん。ま、ドア預けだな。とりあえずな
[02:35:07.000] 。強
[02:35:08.880] あんま強ないで。あんま強ないよ。さっき
[02:35:11.319] のあのなんだっけ?の方がいいよ。
[02:35:16.680] 前者だ。
[02:35:22.080] お姫様のことは心配しなくても大丈夫です
[02:35:23.640] さ。さあ、お城に早く帰ろう。
[02:35:29.160] オッケー。いい感じ。いい感じじゃん。
[02:35:35.040] ほんで今行けるとこのダンジョンは
[02:35:38.200] とりあえず全部回ったから、あの
[02:35:42.279] 放ってけば世界中の姫が触られたかもしれ
[02:35:44.080] んの。それ言いすぎ。
[02:35:48.880] うと、どうすっかな。次闘技場を順番的に
[02:35:54.000] やんなきゃいけないんだけど。闘技場
[02:35:56.880] 行けるかこれ?[音楽]え、闘技場行ける
[02:35:59.840] ?
[02:36:03.319] 1回も配合してないけど。いや、場怖いな
[02:36:07.720] 。ちょっと行くのどうかな?Fフラン
[02:36:10.240] 行けると思う?これでぶっちゃけ行け
[02:36:13.120] ちゃったらだいぶ楽なんだよな。
[02:36:21.920] あ、まだしかもこの下行けないんだ。
[02:36:23.520] 行けそう。
[02:36:24.399] ピエロ、それ言いすぎ。[音楽]
[02:36:25.720] 行ける。それ言いすぎ。
[02:36:32.359] F
[02:36:33.520] でもさ、壊滅したら終わるよね。壊滅する可能性もま、ゼロではないという。あと
[02:36:43.600] 2枚でサンダーバードや。
[02:36:57.600] うわ、どうしよう。ちょっと、ちょっとあのん、牧場見てこいよ。今控えな。
[02:37:04.680] にも行けなかったな。
[02:37:09.960] どったの?それ何?刺さってるやついるな、
[02:37:12.920] 1人で。大丈夫。俺も言ってないから。
[02:37:16.240] 言ってねえ。大丈夫だよ。笑
[02:37:17.640] 大丈夫だよ。
[02:37:19.040] なんだランダのアーなの?知らねえ。あれ?なんかここフされてん。
[02:37:21.934] [笑い]
[02:37:37.319] あれなんかさ、牧者みたいのなんかなかったっけ?どっかなんか地下入れて。うわあ。しまさんしまムじゃん。ありがとう。お疲れさん。配信お疲れ。しまに島
[02:37:46.824] [叫び声]
[02:37:56.359] 2
[02:37:56.479] 位から来ましたよ。レトありがとう。お疲れ。目がなんとか安定しましたわ。
[02:38:06.200] 鳥目がなんとか安定しました。ありがとうね。
[02:38:09.880] タ不思議な踊り。タ不思議な踊り。どうしよう。疲れたドのや好き。ポリメが持ちし物。
[02:38:18.399] ポリメガ持ちし物。
[02:38:20.160] DMいい。もうそれは[笑い]
[02:38:22.240] バンハー結局何で解決?
[02:38:24.120] あのね結局あのポリメガの電源のコードあるやん。
[02:38:29.720] あれをなんかそのパソなんてうの壁のさ、
[02:38:33.880] 1番元のコンセントのとこにさしたら
[02:38:36.040] めっちゃ動作良くなった。やっぱその
[02:38:38.160] めっちゃ最初は遠いパソコンの横のなんか
[02:38:41.120] あの電源あタコ足コンセントにさしてたら
[02:38:44.760] 電圧が足りなくてなん不安定なったんだよ
[02:38:48.200] ね。壁1番壁のコンセントにあのしたら
[02:38:53.040] そうそうそうそうそう
[02:38:54.720] めっちゃ良くなった動作。いやマジ良かっ
[02:38:57.960] た。
[02:38:58.479] で、今日は、あの、これ、あの、プレステの
[02:39:00.800] からこんばんは。
[02:39:01.960] レビさんお疲れちゃん。レビさんもお疲れ。プレステのやってます。ドラゴンクエストモンスターズワ
[02:39:06.040] 2
[02:39:06.200] のテリーのアンダーランド人生プレイでやっています。あ、やっとんねん。え、でも今日
[02:39:15.840] 1
[02:39:15.960] 時までだからもうちょっと俺も配信終わるんだけど。そろそろどうしよう。行く。
[02:39:21.145] [音楽]
[02:39:21.720] これF行けると思う?
[02:39:25.560] 行ってみるか。でも行ってみますかね。
[02:39:29.840] 最後ちょっとF行って撃破して終わりたい
[02:39:33.680] 。
[02:39:36.200] じゃあ怖いな。死んだら全滅したら全がだ
[02:39:39.960] からね。
[02:39:43.960] 行きましょう。行きましょう。行きます。
[02:39:50.279] まあ、行けるんちゃ、行けるんちゃ。
[02:39:53.840] ま、でも行くか全滅するかどっちかだから
[02:39:56.479] ね。[笑い]
[02:39:57.720] 行くか全滅するかのどちらかなんで
[02:40:02.279] もううわ、ブチスラとかやん。いや、ま、
[02:40:04.800] 行けんだろ。まあ行けんだろ。行けるやろ
[02:40:07.640] 。言うて信じます。テロテロがもうレベル
[02:40:10.640] 10だから。あ、レベル9だ。いや、
[02:40:13.120] 無スラなんか正味おないっすよ。
[02:40:19.000] グーです。グーです。砂煙グー。あ、余裕
[02:40:22.840] 余裕余裕。余裕の4つ。余裕の4つです。
[02:40:30.240] うん。ま、若干、ま、若干痛いけど
[02:40:33.880] まあまあまあまあ。ちゃんとしかりと
[02:40:38.120] ダメージ与えていけば余裕。しかりと。
[02:40:43.160] あと最悪ギラも打てるしね。
[02:40:47.600] ちょっと[鼻息]強そう。[笑い]
[02:40:49.399] ちょっと強そうなってきた。ちょっと強、
[02:40:52.479] アルミラージ怖いな。回心やってきそう。
[02:40:58.640] あ、力めね。だるいね。
[02:41:05.240] やば。
[02:41:08.800] なんかたまになんか体力めっちゃ回復すん
[02:41:10.680] の。何あれ?
[02:41:15.439] ああ、でもだいぶテロ程度強くなったな。
[02:41:19.080] だいぶテロテロ強なったね。
[02:41:22.760] あ、いいじゃん。いいじゃん。余裕じゃ
[02:41:24.240] ない?いいじゃないすか。あ、オッケー
[02:41:26.840] オッケーオッケー。いいね。あ、余裕余裕
[02:41:29.279] 。
[02:41:32.080] オ、これ買ったらランクアップ。うわ、
[02:41:35.640] なんかおお。なんかドラクエ3のさ、
[02:41:40.760] ドラクエ3のなんか雑魚敵みたいなね。
[02:41:44.319] これあえて揃えてきてんのかな?
[02:41:48.760] あれドラクエ3の敵のこれ違ったっけ?
[02:41:51.960] スカルガルーってドラクエ3出てこなかっ
[02:41:53.560] たか?
[02:42:07.439] いいね。
[02:42:10.319] いいよ。
[02:42:15.040] まだ大しないやんけ。
[02:42:22.720] オオナイス
[02:42:34.000] でした。余裕でした。
[02:42:38.120] はい、ランクアップ。おつ。
[02:42:40.200] パチパチパチパチ
[02:42:41.720] 。[音楽]このチームが強いです。
[02:42:44.439] いいね。
[02:42:45.200] 余裕の4つ。
[02:42:46.160] 余裕の4つ。大工のパツ。余裕の
[02:42:50.319] 4つ。
[02:42:50.800] アップセブレア。
[02:42:52.439] エフラン。オッケー。オッケー。いいねえ。ちょっとどうすっかな?
[02:43:01.800] たまピキムピよ。
[02:43:02.880] あ、下行けるやん。下行けますやん。お前結構強くなった。そうじゃんか。優勝なんか無理だろうけど。ま、せぜな。
[02:43:13.880] お来た
[02:43:16.040] ルルルルル
[02:43:27.520] ちゃげのラララロラロラ
[02:43:38.240] 配合ができます。ここで配合ができる。
[02:43:41.800] うわあ。
[02:43:42.840] あ、でも全然レベル足んねえよな。レベル足んねえよな。レベル
[02:43:47.319] 10じゃないとダメなんすよ。
[02:43:49.920] レベル10
[02:43:50.640] じゃなきゃダメなんすよね。ホイミんとらボしかいないからだめだ。レベルぐんぐんぐん君を乗せて。
[02:44:04.520] ララララ
[02:44:09.479] 僕を
[02:44:11.760] 超えて
[02:44:14.240] ララロラ
[02:44:17.439] 。
[02:44:21.920] ああ、なんかモンスター増えてる。
[02:44:26.000] パオームとかいるよ。[音楽]
[02:44:38.160] 仲間の成長限界。ああ、仲間の成長限界と
[02:44:41.359] かあったな。なんか配合しねえとレベルが
[02:44:44.120] なんか制限かかってんだよな。
[02:44:59.000] うん。うん。はい。はい。はい。なんか
[02:45:01.760] これさ、
[02:45:04.080] 卵くれなかったっけ?お、[叫び声]来た
[02:45:06.720] 。
[02:45:14.560] 卵来たスカイドラゴン
[02:45:20.319] マジか
[02:45:21.040] えスカイD来る?スカイD。
[02:45:26.760] あっつ。
[02:45:27.720] あっつ
[02:45:29.200] ため語。
[02:45:30.520] トメイゴスカイD来るの?スカイD
[02:45:49.600] じゃない。
[02:45:53.040] え、
[02:45:54.680] ここ、ここのロード時間あるな、なんか。
[02:45:58.000] うわあ、かっけえ。これ行けるんかい?
[02:46:05.120] うわ、
[02:46:07.200] こんな行くやろ。こんなんやろ。
[02:46:14.520] うわ。
[02:46:19.640] 連れてきたい
[02:46:21.720] かよ。名前どうしようかな。
[02:46:27.120] こいつの名前は、ええ、スカイシーで最近最近さ、スカイシーって知ってるみんな俺の会社で導入されてさ、あのなんて言うの?そのスカイシーって意見なるなんか
[02:46:43.439] 笑笑
[02:46:44.040] 会社のパソコン全部をこう監視させるシステムだから
[02:46:51.240] 監視されるやつ。
