[00:00:15.360] ひひひちゃまうすんの
[03:52:06.760] ガチのやつガチ
[03:52:07.920] 心配してるじゃん。え、あった、あって安心してますやん、
[03:52:10.880] 2人とも。いや、あるて。孫の顔見せて。
[03:52:12.010] [笑い]
[03:52:17.439] ある。ほんまやね。ほんまや。もう
[03:52:19.159] 30やで。
[03:52:26.000] ということで、
[03:52:30.720] えー、え、え、え、え、え、え、やめるの
[03:52:33.560] ?どっち?もうちょっとやる
[03:52:37.279] もうちょっとやる。
[03:52:40.080] 今ドキッとしたやろ。え、配信やめちゃう
[03:52:43.479] のと思ったやろ、今な。おつずじゃん。
[03:52:45.840] やるよ。パチパチ
[03:52:47.239] やるよやるやる。ちょっと安心したやろ。
[03:52:50.520] 安心したやろ、今。
[03:52:53.640] ちゃゲやめちゃうのと思ったよね、今ね。うん。あ、え、でもほら、睡眠時間たくさん取らないとほら、睡眠もう絶対
[03:53:09.520] 20は増えてる。
[03:53:11.560] でもありがとね。
[03:53:14.040] 何?何?別に思ってない。
[03:53:26.840] 一そちゃまちゃんやめへんで。
[03:53:29.956] [笑い]
[03:53:31.080] いそちゃまちゃんやめへんで。月きて法制な。
[03:53:31.921] [叫び声]
[03:53:40.520] もマリベル式で行こうと思った。
[03:53:42.399] 可いい。
[03:53:43.319] 笑。
[03:53:43.560] リスナーちゃん可愛い。
[03:53:46.800] 取ってきたよ。
[03:53:49.479] あら。
[03:53:50.439] あ、そん族長さんてあっちか。こっちじゃね。取ってきたよ。どこだっけ?おれ。俺が押した。
[03:54:15.199] ダブル最近さ、めっちゃ噛むんだよな。最近めちゃんこブー噛むんだよね。弱年性かマジで俺脳がなんかやられてんのかな?
[03:54:35.040] 肉ついたから。え、そういうこと?
[03:54:38.760] 脳梗速
[03:54:40.239] やばいやん。
[03:54:41.399] 脳梗速。
[03:54:42.439] え、ま、え、めっちゃでも噛むよね、最近。え、めっちゃ噛むと思わん。
[03:54:48.920] アルツ待ってる。
[03:54:50.760] うん。かもしれん。ああ、今の風が止まろうものならこの谷もおしまいじゃん。
[03:55:01.600] だがもしそうなってもフィーやお前だけは血に足をつから見ている
[03:55:08.920] かむよね。茶のゲームまたそのうち大丈夫だよ。谷の風は絶対にやんだりしない。神の石さえ取り戻せば神たにほらどうすんのこれ?いや、それは間違いじゃん。他の風を守っているのはあんな石コなどではない。
[03:55:25.479] むしろあの石コがなければリファの人間は風が読むことに怯える必要もなかったんじゃ。
[03:55:29.880] 炙りカルビって3回いって。
[03:55:31.720] 炙リカルビ。炙りカルビ。炙り。むず。カム力が弱まってんのかな。
[03:55:34.407] [笑い]
[03:55:39.960] 炙りカルビ。アルビカある。炙りカルビ。炙リカルビ。炙リカルビ。本当にお前は何かいうかお父さんじゃ。こんなにお父さんが好きか。笑。
[03:55:52.080] アブビカビ難しいよな。アルビカビ。もう
[03:55:56.000] 1回目から失敗してるもん。
[03:55:59.040] アルビ、炙りカルビ、アルビああ、こいつバカだ。炙りカルビ、炙りカルビ、炙りカルビ。
[03:55:59.953] [笑い]
[03:56:07.159] 凄まじく難しいよ。炙りカルビ、[音楽]
[03:56:09.040] 炙りカルビね。炙りカビ。炙り、炙りカビ。
[03:56:22.319] 確かにお父さんが好きというフィリアの言葉を聞くと胸が苦しくなってきよる。あんな男の何が父親じゃ。わしは親族恥ずかしいわい。失礼。
[03:56:38.199] むむ。
[03:56:39.399] あなた方もしむ手にあるのはお礼するって言ったよな。盛大な宴。それがお礼か。神の意思を取り戻したリファ族の人々の喜びは大きかった。そのためかレたちをモてなすう。
[03:57:05.920] しかし一部の人々は神殿の黒く雲が消えないことにまだ小さな不安を抱えていた。そして世が開けた。
[03:57:13.760] そして夜が開けた。
[03:57:15.934] [笑い]
[03:57:18.359] これなんよな。これないよな。そして世が開けた。
[03:57:23.760] あら、[音楽]
[03:57:29.800] 黒く雲くがあって言ってるけど何?俺はもうまだなんかやりすぎる。
[03:57:35.584] [笑い]
[03:57:39.880] これ天才だよな。考えたやつ。[鼻息]
[03:57:43.760] いい加減に。いい加減に口を開いたらどう
[03:57:46.319] なんだ母さん。神の意をどこにやった?
[03:57:49.520] ふん。捨てちまったよ。あんな
[03:57:50.800] 石コ捨てたって
[03:57:52.720] それは嘘だ。母様は酒屋から1歩もそうで
[03:57:54.800] 出てないじゃないか。フィリアに渡したの
[03:57:57.640] さ。鼻を積みついでに川でも投げ捨いて
[03:58:00.640] くれてね。何
[03:58:01.720] バカだ。
[03:58:02.080] とにかくすぐにフィリアを止めなければ
[03:58:04.520] 何がバカじゃ。バカはお前さ
[03:58:06.120] 1
[03:58:06.199] 人で自分じゃ。私がそう言ってからってフィリアが本当に石を捨てるとでも思っとるのか。あの子のことじゃ後でわに気づかれんようにコストりお前さんに返すに決まっとる。誰も傷つけんように必死に気を使ってな。あの子はそういう子じゃ。泣いた。しかし万がいということもお前さ信じてやれよ。フィリア降りのない自分を育てくれたと。育てくれたと思い込んで本当にお前に感謝しておい。
[03:58:31.120] そんなフィリアのことも信じられぬなら
[03:58:33.159] お前様は最低の人間じゃ。
[03:58:38.840] 分かった。とりあえずフィリアを待つと
[03:58:40.319] しよう。
[03:58:42.159] どうせこれでマジで捨ててたらあ、捨て
[03:58:44.800] ちゃったよって。そういうこともあるよな
[03:58:47.279] 。だってそういうこともあるよだって。
[03:58:51.960] この石があるせいで私は羽がないからって
[03:58:54.800] 馬鹿にされるから捨てちゃったよって。
[03:58:58.439] で、フィリアはどこにいんの?あ
[03:59:02.720] あ、高く売れたよ。さっきの話で思い出したけれど。君もフィリアのこと信じてないの?信じてる?可愛いから。可愛い子のことは信じる。ああ、なんかあれメルカリでめっちゃ高く売くれたわ。メルカリで。え、どこにいるの?フィリアはいないじゃん。
[03:59:05.320] [笑い]
[03:59:25.399] 明治時代だとボン踊りがわな扱いでわざわざ政府が禁止霊まで出したのよね。
[03:59:31.840] なので時代が変わればタプーも一般的になるんだろうなって。
[03:59:35.680] あ、でも昔はさ、昔はお祭りってあれだからね、めちゃくちゃなんかもうずっこまその辺でしまくってたんでしょ。なんかもし気身でお祭りってそういうそういうものだったらしいです。
[03:59:54.560] 1節2話肉
[03:59:56.600] シチ肉よ。風の音が主題に弱ってもそうらしい。そうなんだ。そうなの?
[04:00:02.800] そうなの?お祭りってそうなの?お祭りってそうなの?そうなんだよ。
[04:00:06.640] 栃木子は
[04:00:07.720] 栃木だけじゃないって。
[04:00:08.760] 何色とかあったしな。
[04:00:10.720] 何色?それどういう意味?ホモってこと?
[04:00:18.920] ブル
[04:00:19.159] え。あ、ビ。あ、マジでそうなんだ。
[04:00:23.159] あ、だから可愛い顔の整った男の子がとかもやっぱあ、ああ、ああ、ああ。悲しい曲が流れてきた。風の谷は止まってしまった。谷の風は止まってしまった。
[04:00:38.279] メインテーマ来た。
[04:00:40.640] え、
[04:00:41.359] 風が止まったらリファ族のみんな動けなくな、動けなくなるの?え、動け?あ、え、あ、え、どうやら気をしな?何?なんこの人?この人たちにとってなんなん?
[04:00:54.600] なんかあれか?あのなんかあのマグロ的な感じで常に風を浴びていかいなきゃいけない的な。
[04:01:05.720] 風の谷の直うしかま
[04:01:12.159] まあお前ら元気じゃん。
[04:01:14.239] かすぎる生体
[04:01:16.760] 何すぎる生態だな。泳ぎ続けなければいけない。
[04:01:20.880] おお。
[04:01:27.800] 正直言ってあの男の言葉に載せられて私も確信はなかったんだが。今になってようかくこのに風をず方法がはっきり分かった。
[04:01:33.600] お前さんたちに頼みながら。そしてしかし
[04:01:35.399] その前にフィリアを連れてきてくれない
[04:01:37.159] から。はい。はい。分かりました。
[04:01:43.720] またこの悲しいBGMがどこ[鼻息]に
[04:01:46.800] いるの?あの子いなくない?あ、いた。
[04:01:48.840] 反対側にいるわ。
[04:01:52.479] ルルルルル
[04:02:01.479] 。この上ってどうやってくんだ?
[04:02:04.399] マルベリストのチま君に聞きたい。
[04:02:06.600] マルベリストアルペニストみたいなマルベリストはい。マルベリストのチマです。何ですか?
[04:02:26.840] 今作のマリベルちょっと口調砕けたくない。
[04:02:29.680] あのね、だいぶだいぶデレがやっぱ強いよ。もっときつかったよね。昔ね。
[04:02:38.680] 助けて。
[04:02:42.000] ま、でもそれもよし。
[04:02:43.239] 誰か
[04:02:43.680] あれなんかどっかで見たの?これ
[04:02:44.880] 誰か助けて
[04:02:46.159] なんかどっかでどっかで見たよ。このこの展開しお前か落ちるなよ。
[04:02:51.680] だよみたいな言い方しなかった気がする。
[04:02:54.800] ああ、
[04:02:56.600] だめ。
[04:02:57.239] 時代なのかもね。腕が
[04:02:58.920] ビタンD
[04:03:01.040] 懐かしい。確かにこういう[笑い]
[04:03:04.040] CM
[04:03:04.479] だったね。昔ね。ケインコすぎのやつでしょ。ファイト。懐かしい。あ、え、
[04:03:19.800] 起きたよ。よみたいなきついお嬢様が好きだったのに少し寂しい。
[04:03:23.393] [音楽]
[04:03:26.120] さっきこのこのマリベルはなんかあれかも
[04:03:28.080] な。あの進撃版エヴァンゲリオンとあの
[04:03:31.319] 急激の式並アスカラングレーと
[04:03:33.800] 総竜アスカランレグレ波ちやば口
[04:03:39.479] が回らないでば
[04:03:50.880] やっぱ下回
[04:03:52.479] うん無理かも脳
[04:03:55.319] 速かもな
[04:03:58.159] どう
[04:04:00.520] どうして助かったのかわかんないけど、落ちると思ったらこの石が急にあったかくなって。これも神の石の力なのかな?あれ?神の石があったかくなる。ホットストーンなのか?
[04:04:11.279] それより風が止まってお父さんたちのことが心配だよ。私行かなくちゃ。
[04:04:18.680] まだお口の中が痩せたお口に慣れていない可能性ないや。なれ慣れないうちにちょっともう戻り始めてるからね。
[04:04:37.359] あんたたち約束通りフィリアを連れてきてくれたね。
[04:04:41.239] 1
[04:04:41.399] 回落とせたという鉱石はでかい。
[04:04:44.120] 甘やかすね。なんだ甘やかして俺のこと引き戻そうとしてる。
[04:04:45.924] [笑い]
[04:04:51.000] それじゃあんたちに頼みたいことってのを話すよ。
[04:04:51.819] [音楽]
[04:04:54.920] ウィリアもよくお聞き。この谷の風が病んでしまったのは神殿にある精霊様の像が国運に包まれた。こ
[04:05:00.989] [音楽]
[04:05:07.560] とんでもない。
[04:05:08.640] ま、道は見えてるよね。もうねってるよね。
[04:05:12.560] 昔からこの谷の聖なる風を守ると言われておる。
[04:05:16.840] すなわち今一度神殿に向かい精霊様の像から今々ましき国運を取り払うのじゃと。ここまでは分かったね。
[04:05:30.120] 分かったね。そ、俺がやるんかい?
[04:05:33.560] うん。しかしね。
[04:05:35.600] 分かった。
[04:05:36.000] 精霊様の像はリハ族のものしか近づけないよう。
[04:05:41.199] 守られておる。
[04:05:47.560] そこでじゃ、フィリア、あんたがこの方たちについて行き、その扉を開くんじゃ。
[04:05:54.680] え、でもリファ族じゃないよね。
[04:05:59.640] おばあちゃんだめだよ。私はリファ族の人間じゃないのよ。
[04:06:07.159] 母さん、
[04:06:08.319] いい質問ですね。
[04:06:09.760] お、
[04:06:10.439] こんな時だ。もうあんたに文句は言わせないよ。
[04:06:14.600] フィリア1
[04:06:16.080] 度しか言わない。よく聞くんだよ。乳首、
[04:06:21.159] あんたは広い子なんかじゃない。ちゃんとこの家に生まれたリファ族の血を持つものなのさ。
[04:06:28.359] そうなん。
[04:06:31.800] 嘘よ。だって私には翼がないわ。空だって食べない。
[04:06:38.680] 誰もがてる。見えない。
[04:06:42.439] つばされ。
[04:06:44.479] 神様が何を思ったのかは知らないよ。だけどね、あんたはそういう体で生まれてきたんだ。
[04:06:45.790] [音楽]
[04:06:56.479] しかもそのことを家の恥だと思い必死に隠そうとするようなバカな父親の元にね。
[04:07:00.855] [音楽]
[04:07:03.120] クずやん。え、お前?え、村長ってこと?それバカだよお前。
[04:07:07.279] お父さん来まず
[04:07:09.279] お父さん。お父さん。
[04:07:11.640] すまない。フィリア。
[04:07:13.439] お前マジクズだな。
[04:07:17.040] その男を恨もうが何しようがあんたの勝手だよ。だけどね、今のあんたにはやることがある。
[04:07:25.720] うわ、このお父さんマジクずじゃない?だってこれでだからこれはうちの子じゃない。拾ったんだって言ってるわけでしょ。きしいわ。
[04:07:33.319] この人を助けることができるのはあんただけなんだ。フィリア言ってくれるね。
[04:07:40.279] いや、でもそれはフィリアちゃんに任せる。助けないんだったらそれでもよし。
[04:07:49.080] 私川で拾ってきたんだ。いい子。いや、ゴミすぎるよな。ずいじめられてるのも見てみぬふりして橋の下の子だって言ってた。
[04:07:58.840] おい、てめの羽をこいつにやれ。ぶっちぎって。
[04:08:03.920] よし、話は決まりだよ。さあ、急いで神殿に向かうんだ。
[04:08:12.119] あ、そうだ。これは皆さんに渡しておくね。何?
[04:08:19.920] なんでこんなクからこんないい子が育つんだ
[04:08:22.720] なあ。お母さんはどこ行ったんかな?
[04:08:26.720] それじゃあフィリアのことよろしく頼んだよ。
[04:08:33.800] おい、こら。クソじ。
[04:08:36.920] 私は今日までフィリアのことをみんなに
[04:08:39.560] 隠していました。しかしそれは理由のこと
[04:08:42.920] 。族長の家に羽のない子が生まれた。
[04:08:45.960] そんなことが他人のものに知れ渡ったりし
[04:08:48.040] たら誰もがこの家を疑い私に毒長を務める
[04:08:51.439] ことをためらったでしょう。しかし私は
[04:08:53.960] 気づいていた。娘の心を傷つけてどうして
[04:08:56.840] 家の名誉が守れるのか。こいつやばない?
[04:09:00.722] [笑い]
[04:09:01.840] こいつやばない。
[04:09:05.720] 私がようやくそれに気づいた時にはすでに
[04:09:07.960] 後戻りはできなかっでも言えるわな。
[04:09:12.880] 私は愚かな男です。フィリアにはどう言わ
[04:09:14.760] れても仕方いやいやいやもう全員もう
[04:09:17.239] この世全員に何て言われても仕方がない
[04:09:19.319] お前みたいな。しかしただフィリア
[04:09:21.600] あなた方が無事に戻ることここでり続け
[04:09:23.479] ましょうかどうかも
[04:09:27.600] よしよしマリベルは言ってくれると思って
[04:09:29.880] ました。マリベルはここで何か言って
[04:09:32.080] くれるなと思ってました。
[04:09:34.399] さすが俺のマり。さすがまりたん。あの族長は自分を守るための嘘でフィリアを傷つけてきたのね。小さな頃からずっと。レ、私怒ったわよ。この戦いが終わったら説教の人ともしてやらないと気が済まないわ。
[04:09:47.800] うん。
[04:09:48.640] こそうなんよな。さすり。
[04:09:52.239] いいぞ。いいぞ。
[04:09:53.319] 言ったれ。言ったれや。このままじゃお父さんとおばあちゃん。
[04:09:59.680] それに他人のみんながれんさんお願いこの他人のためにもう一度力を貸してください。俺はこの他人のためじゃない。お前のためにだ。
[04:10:07.760] まりちゃん正義感強くて優しくて可愛くて武器用で大好き。
[04:10:11.760] もうもう属性がいっぱい。守りた。守りた性全てコンプリートしてるよね。
[04:10:23.760] でも全部本当じゃん。
[04:10:25.479] 守りた性守ってあげたくなる属性全コンプの女守ってあげたくなる属性全て
[04:10:34.920] お疲れちゃん属性がいっぱい
[04:10:36.960] お疲れちゃん
[04:10:39.840] 俺が守のきゃギンギンじんじゃ明日よろしくねじんちゃん明日よろしくね
[04:10:50.760] 楽しみ
[04:10:52.040] かましたろや
[04:10:55.600] かましたんねん。やったらムんかましたらですわな。ちょ、やっぱここちょっと
[04:11:07.479] なんでカタカなんだよ。
[04:11:11.199] 準じコンプリートパックサーミンパチパチ。
[04:11:14.439] 準じコンプリートパック。
[04:11:16.880] 差しかます。
[04:11:18.080] 差しかます。差しかます。
[04:11:23.000] ううのな。うの進化系だっけ?なんだっけ?わかんないけど。やっぱちょっとここだけクリアしちゃおうかな。ここだけクリアしちゃおうかな。
[04:11:38.880] ねえ。
[04:11:41.600] じんちゃん来たら急に強気になるの。コンビ感あってよい。
[04:11:45.783] [笑い]
[04:11:47.159] 急に強気になってなくない
[04:11:49.640] や。え、急に強気になった俺。
[04:11:52.479] 嘘。
[04:11:57.040] さっきまで人ったら恥ずかしい
[04:12:00.960] って言ってたけど。[笑い]
[04:12:05.000] 言ってないかは?言ってないか。そんなこと。
[04:12:08.520] 笑笑。
[04:12:10.800] 言ってないか。
[04:12:12.720] 急にかましたろ。言うてるけど。
[04:12:15.914] [笑い]
[04:12:18.040] は、黙れ、黙れ。
[04:12:23.774] [笑い]
[04:12:27.760] じんちゃんと古いモンハンマルチして。
[04:12:30.399] いいやりてえ。じんちゃんと古いモンハンマルチマジやりたい。
[04:12:37.279] PSPでやべえよ。PSP
[04:12:39.000] で。でもなんかじちゃんのPSP
[04:12:40.279] 俺が持ってるから。
[04:12:41.159] めちゃ見たい。
[04:12:43.840] セカじやろうよ。
[04:12:44.800] じゃ、セカドホックパーティーさんも運んでぶち切れで
[04:12:56.279] あのアドホックパーティーってさ、まだまだできんのかな?あれ
[04:13:01.399] せい
[04:13:02.359] アドパ
[04:13:04.000] てい
[04:13:11.560] プレステ3でもさ、こないだあれじゃん。
[04:13:13.319] なんかまだあのアプで来たらしいじゃん。未だにアプで来てるらしいよ。プレステ
[04:13:19.520] 3
[04:13:21.080] アドホックパーティーができねえとさ、あれ
[04:13:23.239] Wi-Fi通信できねえからさ、あの
[04:13:25.680] PSP
[04:13:26.159] ってローカル通信だけだからさ、それ使わねえとできねえんだよな。
[04:13:30.640] 卵運ぶの邪魔しよ。互いに。な
[04:13:33.399] んやそれ?
[04:13:37.279] プスプどんな原理で一緒にできるか分かってない。
[04:13:41.159] アドホック通信だ。ハドホック通信。
[04:13:55.159] じちゃんね、あのね、明日のね、質問
[04:13:57.960] えぐいことになってるからめちゃめちゃ
[04:14:00.279] あるからさ。
[04:14:04.880] ほぼほぼ何時間かかるか。めっちゃあるよ
[04:14:07.239] 。めっちゃある。100件超えたよ。
[04:14:09.886] [笑い]
[04:14:11.960] いや、全部は読めないと思うわ。抜粋してやんねえと。
[04:14:16.239] 大剣持ちって言って必死に作業してる。じんちゃん勝ち上げて。
[04:14:20.600] いいね。ここか。こっから先があれか。本番ですか?扉は片されていていてとても吐きそうにも
[04:14:28.680] あ、飲んでやってもいいよ。全然全然。え、え、全然いいでしょ。え、なんなら俺も酒飲もっから。
[04:14:33.520] この扉が
[04:14:34.720] 討伐後の扉にしか開けられない扉ね。
[04:14:37.399] 懐かしいね。
[04:14:38.960] つまり扉を開けられることがリファ族であることの証。お願い開いて。
[04:14:48.800] あの、納品クエストでさ、納品した後20
[04:14:51.479] 秒で20秒であの、あの、村に戻りますっ
[04:14:55.800] ていう、あの、20秒の間にのギリギリの
[04:14:59.720] タイミングであの20秒になるとこうやっ
[04:15:01.600] てこうやってガツポーズしちゃうから、
[04:15:03.040] それにがちょっとでも遅れるように
[04:15:05.000] ギリギリのタイミングでベッドで休むやつ
[04:15:07.000] ね。
[04:15:10.560] これやるやつ俺だけ
[04:15:14.239] 笑笑ってやっぱみんな[笑い]
[04:15:16.680] やるね。やっぱみんなやるよね、これ。
[04:15:18.600] 私もリファ族の1人だったなんて。
[04:15:20.680] 笑笑。
[04:15:21.439] あ、そうだよ。お前もリファ族の1
[04:15:22.800] 人だよ。お前のお父ちゃんが崩すぎて今まで騙してただけで。あ、
[04:15:26.640] どうも
[04:15:27.520] なんだか信じられないけど。とにかく今は先を急がなくちゃ
[04:15:33.720] 崖け落したり。そうそうそうそうそうそうそう。ちょっとでもあれに抵抗するっていう謎の謎のやつやるよね。
[04:15:35.036] [笑い]
[04:15:48.000] あの頃のモハン楽しかったな。
[04:15:55.920] ワールドだと捕まって勝利ムービー飛ばすみたいな。
[04:16:00.960] あ、今でもあるんだ。そういう文化が。俺最近やってないからわかんねえけど。そういうのあるんだ、未だに。え、なんかむずない。
[04:16:09.319] 何これ?ここどこに行けばいいのか?なんかすげえパズルゲー始まった。あ、ツボックちょっと
[04:16:22.040] 私ロードで遅延するから遠くに行っちゃったプレイヤーの大型はぎ取りアシストできるの。
[04:16:28.092] [叫び声]
[04:16:28.399] あ、ロードをこうやって繰り返しまくるとそうなんだよな。そうそうそうそう。あ、ちょっと遠いからちょっとみたいな。あったあった。
[04:16:41.319] どこにいちゃいんだろ?え、戻
[04:16:48.159] り返してアシストしてあげられるの知らんか。
[04:16:50.640] お、レドあざす。パルにゃんさん、どうもレあす。こんばんは。どうもこんばんは。チまゲームと申します。そしてフォローもありがとう。ありがとう。何、そのど、どういうどういうどういう風の吹き回しで
[04:17:04.680] なんかフォロワーもいっぱい増えた。やったぜ。どうもチまゲームと申します。
[04:17:08.479] あの、ほんまに、あの、ほんまにほんまに配信者です。どうもこんばんは。レダす。
[04:17:13.942] [笑い]
[04:17:17.520] 初見レド失礼します。ライ
[04:17:20.720] ね、そういうのもあるね。
[04:17:22.159] パルにゃん。
[04:17:22.920] いや、もうね、えねん。初見、もう俺初見レドレ
[04:17:27.720] とかじゃないともうなんか、あの、なんかあざいます。みんな
[04:17:30.317] [笑い]
[04:17:33.359] トムレッドディノ男性ドからフォロー失礼します。
[04:17:38.040] が来たな。どうもチャゲームと申します。
[04:17:39.720] 処刑レ助かる。ぜひここから仲良くしていただければ
[04:17:45.199] なんか光るもの感じたんかな。やっぱ俺にやっぱチマゲームの配信あれ知らない人だけど光るもの感じたんかもしんない。どうもチャマゲームと申します。今日はドラゴンクエストセブというゲームを
[04:17:48.003] [笑い]
[04:18:03.600] 部屋ラブホだしね。
[04:18:06.343] [笑い]
[04:18:06.880] そう、部屋ホだしね。うん。はやぶさの剣じゃん。いいね。どれは早ぶさの剣?はやぶさの剣どれだよった?あったけどさ、下がるんかい?こでもいい。でもこっちしよ。
[04:18:26.080] ちゃほんま良いやつなんでお願いします。
[04:18:28.613] [笑い]
[04:18:29.199] 素晴らしいレード
[04:18:30.399] やめてくれる?なんかそのリスナーがちゃリスナーが頭下げてそのなんかはずいしなんかその痛いチャンネルだと思われるだろ。なんか
[04:18:41.714] [笑い]
[04:18:42.399] 痛いチャンネルやんな。なんかそのなんか
[04:18:44.720] 笑笑
[04:18:45.279] チャンネルでなんか応援してますみたいなさ。やめてそういうの。
[04:18:49.573] [笑い]
[04:18:50.239] ありがとうね皆さん。初チャット。え、パルにゃんさんもありがとう。レドありがとう。金な何て読むのこれ?金をちょっと高卒だから読めねえ。
[04:18:57.880] 金星なんて読むのこれ?あ、
[04:19:01.319] そうなのでしました。仲良くし。あ、いいよ。いい人よ。
[04:19:05.359] いい人よ。いい人よ。なるルさんもありがとう。
[04:19:08.760] 金なりあ。
[04:19:10.439] 金なりあらさんどうもこんばんは。いい名前ですな。いい、いい名前ですな。今日ドラクエやってんねんけど。
[04:19:17.680] パチパチ。しらっぱチパチ。
[04:19:20.479] ちょっと待って。あ、なんだ。あ、風をどうのこうのだ。あは、了解。
[04:19:26.720] リスナーしてる。リスナーがびっくり
[04:19:27.563] [鼻息]
[04:19:31.494] [笑い]
[04:19:36.359] Sをやるタイプのチャンネルじゃん。
[04:19:38.279] その度は
[04:19:39.080] いやいや、いいんだけど。いや、いいんだけど。ありがとう。
[04:19:42.560] から来ました。
[04:19:44.000] 雰囲気いいからついる。リスナーに何させてんだよ。笑。
[04:19:50.489] [笑い]
[04:19:51.920] イカ。
[04:19:52.920] あれしまんなこと分なイカ食べたい。
[04:19:56.479] 上から読んでも下から読んでもま、あの、あの、
[04:20:01.279] 神の石欲しいのみか。
[04:20:03.239] え、それ分
[04:20:04.720] ありがとうございます。パルニャスピ
[04:20:07.239] 開神の石欲しいのみかはなんでそんなすぐ海分が出てくん。ピコーンつって
[04:20:18.319] すげえ
[04:20:18.960] びっくりマーク。
[04:20:20.000] ピコンロマサガみてえな。ロマサガみたいになってたよ。もうちょっと迷子なんだが。どこど何これ?どこ行くの?これ
[04:20:35.359] ロマサがやったことないのに。
[04:20:36.920] ロマサがいや、ロマサが途中で投げたのにリスナーからリクエストされて
[04:20:40.270] [笑い]
[04:20:44.040] 20
[04:20:44.439] 何万ポイントもあのチャンネルポイント使わせてリクエストさせてパ
[04:20:48.199] 2パートで投げたっていう。
[04:20:50.095] [笑い]
[04:20:51.319] ちょっとは一応あるもんね。[鼻息]
[04:20:53.159] ちょっとあれね2
[04:20:54.800] パートで投げたけどリスナーリスナー様からリクエストいただいた
[04:20:59.159] ロマサガ2あまりにも俺に合わず終了。
[04:21:03.195] [笑い]
[04:21:05.439] 明日数年ぶりに復活するグータラジオってのがある。やもい、もういい。もうやめろやめろやめろ。ええてええて。もうそんなん言わんで。えー、ごめん。マジどこ行けばいいんだこれ?マジでどこ行けばいいんだこれ?え、マジでどこ行けばいいんだ?
[04:21:28.720] ゲームがあまりにも難しいと毛かぶっていじけます。
[04:21:32.640] 対戦よろしくお願いします。[笑い]
[04:21:36.040] せやねんな。色めきだっておるわ。俺のチャンネルにレードが来ることなんてまずないから。俺のチャンネルにこう初見レイドが来ることがまずないのでごめんね、みんな。あの、あのレイドで来てくれた方、あの、色めきだっております。色めきだっておる。
[04:21:41.841] [笑い]
[04:21:55.239] みんなそワそわしてる。なんか
[04:21:57.199] まずいわ、なんか。あ、ここね。はい、来た、来た、来た。
[04:22:00.760] 人見知り発動してる。
[04:22:02.479] うん。みんなな。
[04:22:07.399] じゃあ俺もそワそわしておきます。
[04:22:09.351] [笑い]
[04:22:10.319] そワそわしいといてくれ。そワそワするよな。ほんでこれどこ行きゃいいんだよ。え、何?ど、どうすりゃええのん?これ何すればいいかわかんないんだけど。
[04:22:41.560] もう赤ななってるし
[04:22:42.760] する。
[04:22:44.319] いや、もうぶっちゃけ配信終わるとこだったんだけど、もう俺配信終わるつもりやってんけど終わらんくなってもうた。
[04:22:47.996] [笑い]
[04:22:55.239] レードが来たからとかではなくこのこの謎が解けなくてこういうこと。お、こうじゃん。あ、絶対こうじゃん。絶対こうじゃん。
[04:23:09.359] すみません。延長してくれても大丈夫ですので。
[04:23:12.887] [笑い]
[04:23:13.920] あ、いいね。いいね。そういう感じね。延長しますがな。延長しますがな。
[04:23:19.880] おやつにする。キノコにする。
[04:23:23.119] もたの子。た
[04:23:25.560] のだ
[04:23:26.960] 邪魔ゲームはたのコ。これ何どうすればいいの?何をどうすどうしろって?何をどうしろって言んだい?あ、ここにここに風を導けということですわな。は当たったんだが。
[04:23:47.602] [笑い]
[04:23:48.119] 終わりました。
[04:23:48.840] ちょっと待って。1発でした。1
[04:23:51.159] 発でした。ちょっと待って。
[04:23:55.080] 今人妻の声がした。えーい。
[04:23:59.600] 天才か。天才か。意図せず。はは。大した
[04:24:04.520] ものだ。恐れ行ったぞ。この恋は全然知ら
[04:24:08.920] ないやつ。誰だ?
[04:24:12.439] なんだお前
[04:24:12.960] ねえ。精霊様の像のは多分これで晴れたよ
[04:24:16.600] ね。それでもお父さんは神のが必要って
[04:24:18.920] 言うだろうし、私は神の取ってくるよ。
[04:24:21.359] 何?誰だった?今全然わかんなかった。
[04:24:25.080] 来ちゃ
[04:24:25.960] え。何が取ったらあかんのんちゃうのん?これ何?え?行けるんかな?これ行けるよね?行くよ。いい。じゃあちょっと分かった。あ、待って。なんかボスな。多分ボスだと思うんですよ。
[04:24:50.920] はい。
[04:24:51.159] で、多分ボスだと思う。思うんですよ。で、多分なんか強そうな気がするんですよ。なのでちょっと変えます。なのでちょっと変えますね。あの、すまん、すまんがちょっと
[04:25:09.000] 変えさせてもらおうと思います。
[04:25:11.520] 弱きもうだってもうだってもうメルモンパッと倒して
[04:25:16.683] [笑い]
[04:25:17.760] メスとかなんでなんでこれでメスとか言われなあかんねんちょっとあの
[04:25:24.399] 笑笑
[04:25:26.199] あれやっ
[04:25:26.640] 全員笑わせしに帰るんですか?
[04:25:29.128] [笑い]
[04:25:29.640] 終わりだろそれ賢者戦士なんかあかん。死んだらあかん。もうパッと倒してもう寝るからね。
[04:25:37.840] 今日はもうパッと倒して寝るからね。ま、僧侶ぐらいにしとく。魔法使いか。
[04:25:47.680] ずるって
[04:25:49.640] ずるだ。ずる。何がずるやねん、これ。どこがずるやねん。これのこうな。
[04:25:58.359] もうあの一番強い
[04:26:01.479] 1番強い状態に
[04:26:08.000] ずるじゃなかったら何
