[00:00:45.399] 今日は茶色やな。
[01:40:55.000] チャンネル主催のイベントのね、一応練習をしてます。勘を取り戻す配信な。言うても言うてもあれだからな。あの経験者だからな。
[01:41:07.320] スケルトンの遠距離攻撃
[01:41:09.080] 15らしい。
[01:41:10.920] 1
[01:41:11.199] から5って。あ、
[01:41:12.480] 死ぬならはぜるか道連れにしよう。
[01:41:14.679] ダムなんだ。ランダムってこと?ランダ
[01:41:17.719] ムってこと?
[01:41:23.119] これさ、うまいこともっと置く時楽したい
[01:41:25.599] よね。なんでこうやってわざわざこの
[01:41:26.880] なんかの大富豪配ってる時みたいなこと
[01:41:29.239] やんなきゃいけないの?俺トランプ配っ
[01:41:30.679] てる時みたいな。
[01:41:33.960] 俺うまい方があんだろうな。
[01:41:36.560] 32
[01:41:39.080] でまずは斧だな。もう木はもう死ぬほど
[01:41:41.480] 必要だね、これ。
[01:41:43.080] 木めっちゃ必要だね。死ぬほど必要だな。斧な。まずはな、まず斧作って
[01:41:53.040] 最悪2発で終わるんやな。
[01:41:55.080] なるほどね。うん。運なんだあれランダム性があるんだ。えっと、あとシャベルもいや、シャベルいらないな結局な。えー、剣は作っといといっか。剣は作っとこう。
[01:42:12.400] ま、ピッケルも一応作っとくかな。
[01:42:14.920] ピッケルも作っとくかな、一応な。
[01:42:21.679] あれ、ピッケルとずつ作
[01:42:30.800] ま、1個ずつあればいいや。とりあえずね
[01:42:32.280] 。で、ちょっと斧だな。まず斧、斧、斧。
[01:42:35.080] あ、石もちょっと早めに借りたい。あ、
[01:42:37.599] この辺いいんじゃない?これ。これ石じゃ
[01:42:39.599] ないか?これ砂か。ちょっとやっぱかかと
[01:42:44.000] しかも今回あれだぞ。
[01:42:46.960] 前回が運良すぎただけで今回あないからね
[01:42:49.840] 。夜大丈夫かこれ?夜
[01:42:56.840] 家なきこ
[01:42:57.639] 家なき子だよならなるよ。
[01:43:08.119] 羊狩り行かなきゃ。
[01:43:09.760] え、どっち優先するべきなんだ?これ羊からやるべき?ま、でも羊だよな。夜スキップしないといもんね、これ。ちょっと分かった。じゃ、羊探しに行こうぜ。え、
[01:43:23.840] 土持っといて。最悪か。土の中に潜って蓋して過ごす。ベッドナイトね。ジャバ版バ買うかな?笑。
[01:43:33.199] ジャバ買おう。え、一緒にやる?羊
[01:43:41.080] 所で雑談タイム始まる。
[01:43:43.320] 羊いっぺいるわ、ここ。ラッキー、ラッキー。羊も勝てえ。羊も勝てえ。羊も勝てえよ。おお。
[01:43:56.199] 2個必要だよな。綿げが。
[01:43:59.599] がっは。よし。
[01:44:06.920] 羊も勝てえんだよな。
[01:44:09.639] よしよし。とりあえずベッドは確保できそう。ベッドは確保できそうだな。よし。オッケーオッケーオッケー。
[01:44:23.480] もしもし。動物語団体ですか?
[01:44:26.320] いや、これ生きるためだから。これなんなんさっきからこいつ。
[01:44:30.360] 肉も取れて一隻蓋羊。一
[01:44:33.199] 隻蓋羊やんな。あれ俺さ業台どこに置いた?作業台どこ置いたよ。あ、なんかあの辺、あの辺、あ、あの、あの木しよくか。俺たちの、俺たちの拠点。この木なんか遠くからでもわかんじゃん。遠くからでも分かりそう。この木だったらいいねえ。
[01:44:58.239] 木何の木?
[01:45:00.480] 何これ?そんなことあんの?メさあるんだけど
[01:45:10.000] ずる?
[01:45:12.119] やっぱな。俺ぐらいの配信者になると
[01:45:15.800] 村
[01:45:16.719] めっさ村。滅さ村。なんでこれ?同じ
[01:45:20.760] シード。え、同じ?あれ?同じシード地
[01:45:23.679] ってこと?同じ?これさっきと一緒じゃね
[01:45:26.480] ?さっきと一緒じゃね?え?と一緒じゃ
[01:45:31.360] ねえ。
[01:45:32.440] もしかしてさっきと一緒か?さっきと一緒じゃない?これ
[01:45:39.000] デジャブ
[01:45:40.119] え、だって
[01:45:41.080] なんかいいうねん
[01:45:42.760] だって。さっきと一緒じゃね?そっちにさあああいう木があってさ、これ豚ってるとこもあってさ、え、さっきと一緒なんだか。で、ここにりんゴとあれがいっぱい入ってるチェストがある。
[01:45:56.719] スケルトンにやられるのも同じか。じゃあさっきの家向かうべよ。
[01:46:01.080] さっきと一緒だ。あ、でも多分家とかはなくなってんだよ。多分さっきの俺たちの俺の家とかはなくなってんだよ。ああ、じゃあ、え、じゃあ違う方がいいなあ。て、
[01:46:16.000] 同じや同じや表。
[01:46:20.199] あ、同じなんかこれ。あ、同じなのか。
[01:46:33.199] 同じじゃつまんないよ。
[01:46:34.840] なんだ仕込みか。
[01:46:37.360] 同じじゃつまん。
[01:46:39.000] リッ。うん。リセットしようかな。同じじゃな。同じじゃしょうがないよね。
[01:46:52.480] ただ、ま、リセット、ま、リセット。うん。同じじゃな。
[01:46:56.840] ちょっとちょっと作り直すか。
[01:46:58.679] うん。
[01:46:59.920] 同じじゃあな。え、しかもなんでこれ毎回増えてんだけど。これわざわざあれしなきゃだめかな?わざわざさ、毎回これ作り直さなきゃダメってことなんかな?こうやってやんきゃいけないんか、まだ。
[01:47:23.840] お、
[01:47:25.679] 始まったぜ。
[01:47:37.880] 白か
[01:47:38.760] 白カバ好き
[01:47:39.880] 白カバ
[01:47:40.719] 白カバ好きカバの木がいいっちゃん良くない色も明るくて白カバで家作りてえよな。
[01:47:53.480] 白カバ集めちゃおう。
[01:47:55.400] 左クリック長押しでアイテム均等に並べられると思う。おシャンでいいね。
[01:48:00.520] 左クリック長押しリで
[01:48:07.960] 白カバのログハウスかっこよし。うぎ。
[01:48:10.920] いいね。じゃ、ちょっとやってみるか。
[01:48:21.760] ま、1個しかねえから多分アイテム1個
[01:48:24.280] しか持ってねえから
[01:48:26.639] ちょっと増えてきたやってみるわ。
[01:48:30.679] ブグムもよし。ブグムもよし。
[01:49:00.920] ああ、でもなんかあれだな。
[01:49:05.840] 1人でやんのもいいね。マイクラね。
[01:49:10.239] マイクラ普通に配信でやろっかな。
[01:49:17.320] 違う。毎回やり方忘れんだよな。こうか。こうだな。で、原木ちょっと残しておこうぜ。使うんだから結局原木も
[01:49:34.760] 癒されますな。
[01:49:35.960] いや、ブグム良すぎな。ブグム良すぎな。
[01:49:41.000] で、毎回作業台をさ、どこに置いたかわかんなくなっちゃうんだよ。
[01:49:47.199] つやで寝れるんだよな。マジで寝れるよね。
[01:49:53.840] こういうBGMなんていうの?
[01:49:56.360] えー、な、何て言うんだろうね。アンビエントミュージック。
[01:49:59.080] アビエント。
[01:50:00.080] うん。じゃない。うん。だと思う。アンビエントだと思う。さ、あの音楽のさ、そのあれってわかんないんだよね。
[01:50:09.440] 定義付けって人によってさ、いや、こういうのはアンビエントじゃないとかってさ、
[01:50:14.719] チル、チルアウトっていうのはね、
[01:50:17.520] 音楽のジャンルではないんだな。ないんですな。とっても美味しい。とっても美味しい。ジュースの名前ですよ。よろしくお願いします。よろしくお願いします。
[01:50:31.159] あら
[01:50:31.679] ね。
[01:50:32.760] ぷア。
[01:50:33.520] 僕はいつでもこっちは別にね、いつでもオッケーですから。こっちはまだいつでもオッケーですよ。
[01:50:40.599] また案件欲しい
[01:50:41.639] ね。もう案件なんかさ、だ、あの頃ってさ、やっぱ勢いあったよな。その俺がとかじゃなくて
[01:50:50.000] 残す矢印残さない。
[01:50:51.280] あ、全部やっちゃった。気づいたら全部やっちゃった。あれだ。楽しくていになっちゃった。全部原木残すって言ったのに。
[01:51:03.000] 何だっけ?あの頃っていろんな配信者が案件もらってさ、そう、ツイート自体にさ、勢いがあったよな。あの頃今もうあんまりそういう案件とかなくなったもんね。そういう話来なくなったもんな。俺だけじゃないと思うんだよね。多分いわかんねえ。みんな来てんのかな?
[01:51:19.760] あんの頃はコロナとかで需要あったからね。
[01:51:23.040] まあ、多分そうだろうね。だってじゃなかったら俺らみたいな配信者に来ないやろ。
[01:51:30.159] ヒュエル懐かしいですね。昔はカとか肉とか配ってた。ああ、それあれが言ってたねえ。虹子が言ってた。確かにカとか配ってたよな、昔。
[01:51:42.320] 試しにさ、アイテム掴んで左クリック長押しでスライドしてみて。
[01:51:48.000] アイテム掴んで左クリック長押しでスライド。あえ、すげえ。
[01:51:57.679] あ、そういうこと。ただ回収はめっちゃめんどくせえな、これ。回収
[01:52:03.840] に分けられる。り頭来た。
[01:52:06.159] 回収。これ回収はピピピピってなんねえんの?これ回収。
[01:52:09.840] 笑笑。
[01:52:11.040] ただばらまいちゃったんだけど。ただばらまいちゃった。
[01:52:16.000] ばらまいちゃった。ポケットの中でさ、ポケットの中でタバコの箱して中身バラバラに出た時みたいな。そういう絶望感があったな、今。
[01:52:27.239] だからこうやってできるってことね。こうやってできるってことだ。はあ。
[01:52:34.880] あるあるすぎてわろた。経験ありで
[01:52:38.239] あるあるあるあるで。なんかタバコってさ、どんだけ気をつけてもさ、
[01:52:44.119] どんだけ気をつけてもさ、あのバックの隅とかにあのカス落ちてるよな。あれどうしようもないよな。どんだけ気をつけてもそうなんねん。
[01:52:54.480] わかる。吸わんからな。
[01:52:56.480] あ、そう。座んないんか。座な、座ない方がいいわな。よし。じゃあ何?また羊探してこなきゃいけないってこと?これあれだね。まず羊だね。まず羊だね。夜こせないと話にならないね、これ。
[01:53:12.960] ボックスでしっかり蓋してもだめ。
[01:53:15.719] ボックスで。そうよ。ボックス。俺もボックスだけど。
[01:53:18.199] また値段上がったんじゃなかったっけ?
[01:53:21.280] 上がったんか?
[01:53:21.920] 相手がバラバラになったのを戻す時はコントロール押しながらダブルクリックやね。
[01:53:27.040] 何博士か?おい、羊
[01:53:32.320] 電けじゃなかったっけ?いいこちゃんも喫煙者なの?
[01:53:35.960] あ、電子。あ、電子だけ上がる。電子だけ上がる。うん。いこちゃんもあれだよ。喫煙者だよ。けいちゃんも喫煙者だね。いっつも俺からもらいタバコしてる。普段普段吸わねんかな。
[01:53:47.280] どうなんだろう?吸ってんのかな?
[01:53:50.320] 姉ちゃんも
[01:53:51.400] 姉ちゃんはすまない。姉ちゃん昔
[01:53:54.400] の値上げはどんどんやって
[01:53:56.800] だめで。はあ。羊いないじゃん。羊がないじゃん。これ俺戻れるんか俺?え?何この人際輝く草。ホタルの
[01:54:11.960] ってるのは歓迎します。
[01:54:14.920] ホタルのしみだってなんだよそれ。何吸ってき箱とサブスクが変わらないの考え深いね。
[01:54:25.760] 確かにタバコ1
[01:54:26.440] 箱送ってよ。じゃあみんな俺にタバコ
[01:54:29.320] 1
[01:54:29.440] 箱送ってくれよ。これもしかしたら夜さ、あれになんじゃねえの?
[01:54:34.040] キャメ書きです。セームスゴッド。
[01:54:37.040] キャメル安い。安いもんな。キャメルな。キャメルって確か安いよね。
[01:54:41.880] ニコちん中国から買ってベイプに入れて吸ってます。こんばんは。
[01:54:46.880] 350円。
[01:54:47.560] こんば。安いね。キャメ書きやん。マジでクール
[01:54:53.480] 580円だからね。
[01:54:55.920] 580
[01:54:56.800] 円だぜ。高すぎんだろやっぱ。でもクールなんだな。
[01:55:05.159] だったけど580円するから変えた。
[01:55:09.280] そんな簡単に銘柄って変えれるやじゃない?あれどこだっけ?さっき俺が置いたとこ。この辺じゃなかったかな?
[01:55:21.599] はよ1000円になれ。
[01:55:23.920] いや、1000円になったらやめますわ。
[01:55:26.599] 若ばは
[01:55:28.880] 若ば
[01:55:29.520] ワイルフィッシュ。
[01:55:30.440] 若ば若ばって今くらすんの?若ば昔
[01:55:33.199] 250
[01:55:33.599] 円とかだったよな。若ばとエコーな。エな。エ。
[01:55:39.360] 俺のバチ先にエコ
[01:55:40.599] 円になったらやめる。
[01:55:42.920] みんな言うんだよな。みんな最初はさ、
[01:55:45.239] 500
[01:55:45.679] 円になったらやめるつってさ、誰もやめなかったよな。誰もやめなかった。
[01:55:50.320] 大人になったら酒流行る。
[01:55:52.119] これさも持ち歩けばいいんじゃない?わざわざここに出しないで。で、あの、羊がいるとこまで頑張って行くんだよ。
[01:56:04.320] セッターはいくら?
[01:56:05.520] セッターいくらすんの?昔からセッターって高いよな。大人になったらじ
[01:56:08.560] ちゃんがセブンスター吸ってたな。
[01:56:11.520] おい、綾たお前、お前生意きに飲酒してんじゃねえぞ。
[01:56:15.040] 20
[01:56:15.199] 歳以下が法律だからダメとか俺言わないけどさ、生意きだからやめろ。ガキが
[01:56:23.159] してねえって。
[01:56:24.079] あ、そっか。よかった。してねえか。びっくりした。
[01:56:27.040] 1番名前聞から
[01:56:27.760] 大人になったらね。
[01:56:29.320] あ、大人になったら酒はやるか。あ、びっくりした。
[01:56:32.320] ああ、いた、た。
[01:56:37.679] ま、酒もタバコも見せねんでさ、別に
[01:56:41.079] やってるやつのこととめるつもりはない
[01:56:43.880] けど、クソ名前だからやめてね。
[01:56:49.560] よしよし。
[01:56:52.920] なんかどっかやべえ。飯もねえしよ。
[01:56:57.440] りんごとかないのか。自分はしたことない
[01:57:00.119] の?自分やってたでしょ。
[01:57:02.360] え、やってないって俺20十歳だった。
[01:57:04.199] 20十歳から吸い始めて20十歳で1
[01:57:06.199] 回やめてるんだって。飯がないって。
[01:57:12.480] えらえ裏
[01:57:19.599] こんなにお腹減んの早いんだな。とりあえず豚殺すのはいいんだけどさ。
[01:57:25.040] 個銘柄試したん?
[01:57:28.079] え、何個とかわかんないけど色々吸ってたね。
[01:57:32.320] 室の壁に水が捨ててた話は?
[01:57:37.679] いや、そ、何?そんな話したことねえって。そんな話してねえだろ。なんだ?音楽室の壁って知らねえよ。
[01:57:47.320] え?
[01:57:48.000] あ、
[01:57:51.320] 違うよ。
[01:57:51.840] だから俺の俺の高校があんまりにも
[01:57:56.639] ちゃうちゃうちゃうちゃうちゃうちゃう。俺の
[01:57:58.599] 審議
[01:57:59.400] 違うって。俺の高校あまりにも頭の悪いヤンキー高校だったからあの音楽室の壁がパンチで穴開けられててそこん中覗いたらもうめちゃくちゃあの床こんくらいの隙間なんだけど。こんくらいの隙間ね。
[01:58:14.599] こう壁に穴開いててこんくらいの隙間なんだけどここ穴のこのいっぱい
[01:58:18.480] 1杯まで水柄が床から
[01:58:24.920] 笑笑
[01:58:26.880] ビビった
[01:58:27.440] 笑笑
[01:58:29.560] ヘビーなんだね。うん。
[01:58:32.480] あの音楽準備室あるやん。音楽室のさ、ちょっとちょっと隣のさ、あのちょっとなんか楽器とか閉まっとく。てかもう夜け。おい死ぬぞわし。
[01:58:46.199] お腹空いてにならなかったね。かわからんけど。ま、ま、ま、ま、ま、ままあ、ちょっとお腹空いた。どんだけいるねん。ちょっともう生肉でいいから食うわ。ごめん。無理。地面に穴ってす。
[01:59:13.360] のにお腹空いてる男。
[01:59:15.360] 何?
[01:59:17.960] 腹壊す
[01:59:21.119] だってもう将来や。腹てこいつ強い。なんでこんな硬いねんこいつ。
[01:59:30.159] 俺も生肉のゆっけ食いてえよ。
[01:59:32.639] 生肉のゆっけ食いてえよな。
[01:59:34.960] 生レバーも食いてえし
[01:59:36.760] な。食いてえよな。生肉よくダめかね。
[01:59:46.360] あ、でもほら、行ける、行ける、いける、いける。危ねえ。自己責任。
[01:59:51.840] 自己責任であの桜ゆっけとか食えるとこいいよな。桜ゆっけバ刺しのバ刺しゆっけみたいな。うまいよね。
[02:00:03.079] 大人になったらゆっけ食えると思ってたら食えなくなってるの。ほんま終わってる。
[02:00:09.599] 確かにでも俺とかぐらいの世代だと食ったことないよね。俺らガキの頃の話だもんね。食えなくなったの。で、大人になってバ刺しゆっき食って死ぬほどうまくて
[02:00:19.719] かわいそう。
[02:00:20.520] こんなうまいもん俺たち食えねえんだっていう。
[02:00:26.239] やばい。うえー。えーつ。ちょっと待ってよ。
[02:00:34.960] 終わり。
[02:00:35.880] ちょっと待ってよ。
[02:00:36.760] なんかいっぱいいたぞ、今。
[02:00:38.719] 笑。
[02:00:39.360] 俺の知らねえやつが。
[02:00:41.719] バ刺しゆっけうまいけど。サーグー肉の生ゆっけい比べたらへ。
[02:00:46.320] あ、そうなんだ。食ってみてえな。これもう終わり。これもう終わりってこと?とりあえず
[02:01:03.239] 終わりってことだよ。終わり
[02:01:04.719] りってことか。
[02:01:11.360] いた。これ無理だろ。
[02:01:17.920] 1人じゃこれ。おい。
[02:01:22.199] おつ。作業台も失ったね。本番で絶対あるよな、
[02:01:29.360] これな。
[02:01:32.159] 等々出たね。
[02:01:44.360] 笑。
[02:01:44.840] こりゃむずいわ。
[02:01:48.239] 初夜までにベッドできなきゃ最速レイドあるで。
[02:01:51.719] パチパチパチパチパチパチ。やーめた。羊見つけれなきゃ積む。
[02:01:57.719] いや、羊見つけれなきゃ積むよな。
[02:02:00.040] 方は嫌だな
[02:02:00.960] ね。
[02:02:01.320] これいや俺はなんこれだってみんなあれやで。初心者の人いっぱいいるわけじゃん。これ大丈夫?
[02:02:08.440] 村
[02:02:09.320] 羊。おは村よね。マジで
[02:02:12.239] これ必勝法があります。
[02:02:14.239] え、嘘?教えてください。教えてください。
[02:02:17.159] もうあすべ。ちょ、もう
[02:02:22.440] 1回やらせて。
[02:02:23.760] 初期配置はうんよね。ライヤーゲームそうだと思う。
[02:02:27.320] ネタバレ禁止法によって言えません。
[02:02:29.679] なんでだよ。いいよ、別に。
[02:02:30.880] マイクラにネタバレもクソもいる。
[02:02:32.239] 山?
[02:02:34.079] え?何?ガキ山。どこ?ガキ山
[02:02:35.679] になったらログアウトしたらええんよ。ダウト
[02:02:38.400] 10億。
[02:02:39.159] あ、そういうのがあるんだわ。羊おるけど。羊って殴り殺してもあの綿取れる?主頭で首で行くわ。
[02:02:51.639] 君って本当にバカなんだね
[02:02:54.239] え。
[02:02:55.239] けいちゃんは死ぬかもしれんが。
[02:03:01.639] どうだ?仲間の肉で殴り仲間の肉で殺される気分はどうだ?仲間の肉で殴られる気分はどうだ?もう最速あれやな、これ。でも最悪ここなれば
[02:03:21.800] ひどい。笑笑
[02:03:23.560] 最悪の状態にまで持ってくればなんとかなるよな。
[02:03:29.320] 最悪ね。変な話。あ、変な話。こうすれば生き残るってことか。変な話。
[02:03:41.199] 企画したK
[02:03:42.079] チャンネルが死んだらどうなるん?変な話な。
[02:03:45.239] え、あの企画したKチャンネルが死んだら
[02:03:48.239] Kチャンネルがなくなくなるだけ。
[02:03:50.840] K
[02:03:51.000] チャンネルがなくなるだけだよ。それは何を言ってるんだ。別にも不思議なことはない。
[02:03:56.960] けチャンネルがなくなって続攻だよ。
[02:03:59.079] 笑笑。
[02:04:00.960] 変な話な。変な話。えー、
[02:04:09.400] それは悲しすぎる。変な話ね。
[02:04:13.159] 変な話。そう。
[02:04:18.159] 変な話助かる。
[02:04:23.719] これ変な話て。
[02:04:24.599] ちゃんがどこかにレドして続行。
[02:04:27.280] そう、そう、そう。死んだら誰かにレードして終わり。えっと、ちょっと待ってな。え、で、ベッド作ればいいんか。まずはな。まずはベッド作ればいいんだ。え、ベッドってどうやって作んの?こうか?え、もしかしてもう
[02:04:47.199] 1個、あれ?もう1個
[02:04:48.079] 最初に死ぬのだけは避けてね。
[02:04:49.920] いや、マジでね、あのね、あと、あの、死ぬならなんかトれだ、トれだか、あの、しょうもない死に方はしたくないんよね。なんかしょうもない死に方したくないよね。なんか
[02:04:59.800] 生き残った人にレイド集中しそう。
[02:05:03.119] いや、でも、あ、いや、でもそうなる、そうなる仕組みになってるし。
[02:05:05.400] それ恒例。
[02:05:06.280] あれ、どうやってつくんだっけ?え、
[02:05:08.800] 速攻で死んだらよ。
[02:05:10.559] ってベッドってどうやってつくんですか?
[02:05:15.599] 羊毛は同色さな
[02:05:17.920] え。同じゃなきゃダメなの?
[02:05:20.719] スケルトンから逃げて死ぬのせい。まだ未経験そうだよ。
[02:05:29.079] うわ、いなくなったし。
[02:05:31.480] 白って200色あんねん。
[02:05:34.159] 嘘。そんな、そんな厳しい判定。あ、たたたて。
[02:05:39.480] いや、マジ昼の間に
[02:05:42.520] マジでやらんとあかんな、これは。
[02:05:47.320] この羊も勝てえ。よし。
[02:06:04.000] オッケー。とりあえずこれだな。
[02:06:06.599] だ、もう最悪は最悪は最悪はね、
[02:06:13.960] だから要も毛足りないから
[02:06:15.559] 1
[02:06:15.719] 個ベッド作ってみんなログアウトしてみたいな流れはあるかもしれない。
[02:06:20.040] 確かに足りねえよなあ。あ、ちょっと待って。ごめん、ごめん。ちょ、これ我慢して。みんな、みんな我慢して。ちょっと、ちょっと我慢してね。これ
[02:06:30.199] もう初やは生き残れそうね。
[02:06:33.320] とりあえずな、これがあればな、
[02:06:36.480] こうやってやって、
[02:06:47.679] あ、1個だね。
[02:06:54.360] 最悪こう、最悪こうやんね。最悪ね。
[02:06:59.280] 土の中入って天井のシミの数えよ。墓かな?そうね。暗すぎ。
[02:07:06.559] 墓
[02:07:07.360] 雑談タイム突入。
[02:07:09.159] 最悪こうすればオッケーね。最悪だからここ俺の家にしようぜ。ま、でも持ってけばいいか。
[02:07:14.960] 引きこもるのあり
[02:07:16.719] そうでもなしないとってことだよな。要はな。うわ、なんだあのバカでけえ。
[02:07:28.239] 壮大だぜ。
[02:07:34.800] 待って。おい。あ、え、あ、え、あ、え、
[02:07:36.679] あ、あ、あ、あ、あれ村では
[02:07:41.440] え、俺の引き強すぎ
[02:07:44.280] あれじゃない
[02:07:51.559] 村だよな。村の強すぎねえか?村曲げ。
[02:07:57.920] ゴ
[02:07:59.440] ほらそうだよ。これはか。こり俺多分本番でも引きますわ。多分なんだよ。
[02:08:08.000] そうだよ。
[02:08:10.559] 余裕じゃねえかよ。
[02:08:12.079] 1
[02:08:12.199] 人で誕生日ご飯屋さんに行くとしたらどこに行く?
[02:08:15.559] 何?急に
[02:08:17.880] 1人で?
[02:08:19.800] 1人で誕生日
[02:08:23.639] 1
[02:08:23.800] 人でね難しいんだ。どうやってどうやって泳くんだっけ?これ早く
[02:08:29.280] 1
[02:08:29.400] 人のことがないからわかんねえか。焼肉行った。
[02:08:32.760] あるあるあるあるある。ああ、まあ確かに
[02:08:35.400] 1人で行くんだったら普段
[02:08:37.040] 好きなもの食べたらええがな。
[02:08:39.559] いや、でも1
[02:08:40.079] 人暮らししてると普段から好きなもんばっか食ってるから別に誕生日に誕生日に特別好きなもんって
[02:08:50.079] 寿司
[02:08:51.159] やな。コールストリーボブ
[02:08:52.880] 寿司。ま、寿司もいいね。
[02:08:54.320] 寿司
[02:08:55.679] いやなさ、これ村があると正直練習にならねえんだよな。村があるとな。うわ、しかもなんか探索できそうな。
[02:09:05.239] で、わざわざ嫌いなもの食べる意味がわかんない。
[02:09:08.360] 本当だよな。マジそう思う。そうするとブクブクブクブク太るからな。俺みてに俺みてにさ、
[02:09:22.440] 野菜もえ。
[02:09:24.960] そして出来上がったのがこの体。
[02:09:27.520] クイさんハピバ。幸せぶ太り。
[02:09:30.280] 野菜は美味しいから食べるの?
[02:09:35.119] 野菜は美味しいから食べるの。本当クソな質問だよな。和牛マフィアのチマです。
[02:09:47.079] どうも。和牛マフィアのチマです。
[02:09:53.599] すげえとく。
[02:09:57.760] なんかすごいとく。
[02:10:00.559] あれ?これさ、どうやってやるって言ったっけ?
[02:10:02.719] 数字と喧嘩してそう。
[02:10:05.960] あ、こうか。こうか、こうか。ああ、こうだね。こ、こなほな。なんかでももうすげえイベントあるらしい。
[02:10:17.079] マイクラ分かったかも。マイクラもう分かったかも。
[02:10:20.719] すげえ君の剣どうなったんだっけ?
[02:10:24.480] 全然知らない。どうなったか。
[02:10:36.480] 全然元ネタのことよくわかってないから。
[02:10:38.480] 武道感スカスカなとこまで見た。
[02:10:40.920] あれすごかったね。あれ何?ひどくない?あれ?
[02:10:48.719] 武道館であんなスカスカなの初めて見たよ。何のイベントなんかよくわかんないけど。
[02:10:54.559] ひどかったな。
[02:10:55.639] あれひどかったよな。
[02:10:56.639] あれなんだ?何なの?あれ?
[02:10:58.119] 彼も立派な武道館アーティストだよ。高一サイドがやっぱり許可出してた説出てきたらしいじゃん。
[02:11:05.199] 何それ?どういうこと?うるせえ。はあは。こら黙れ。
[02:11:16.719] はん。
[02:11:19.239] ここ開いてない。なほね。ああ。うん。なんか分かったわ。
[02:11:27.360] マイクラ分かった?もう分かったからいいかもな。もう、もう本番で行けるわ。もう本番で行ける。
[02:11:37.679] 全てを理解。飽きちゃった。
[02:11:39.679] うん。理解った。理解ったよ。まあ、なんとかなるっしょ。ま、なんとかなるっしょ。
[02:11:57.639] もこみんなでやるべきだな、やっぱ。
[02:11:59.320] これみんなで寝ないとダメなの?
[02:12:02.079] みんなで寝ないとだよね。みんなで寝ないと夜飛ばせないもんね。みんなで寝ないと。あ、だからやっぱみんな分のあれは必要だよな。あの、あれは何だっけ?ベッドだ。多分一晩じゃ絶対見つかんないから。そんないっぱい。多分最初はあの
[02:12:18.360] を理解したな。矢印なぜか変換できない。
[02:12:22.280] あれ規定の人数が必要やね。
[02:12:24.679] そうだよね。やっぱ最初はあれなんじゃない?あの
[02:12:30.960] 穴掘って穴掘ってさ、あの一晩とりあえず過ごすみたいな
[02:12:37.079] が必要なんじゃないかな。それか本当に村見つけらればでかいよな。
[02:12:41.559] 村見つけられればでかいよね。
[02:12:44.559] 全員分あるし。
[02:12:46.639] 寝るのが遅れたら敵湧いちゃってどんどん危険になりそうだね。
[02:12:50.679] ああ、そういうこともあるんだ。さっさと。
[02:12:52.719] でも村の人が寝れなくてかわいそうじゃん。
[02:12:55.280] どうでもいいよ。ほんまどうでもいいんだよ。人間様が大事だからな。
[02:13:09.360] 村んちかわいそ。
[02:13:13.719] 村人は人間ではない。彼らも立派な人間だよ。
[02:13:17.760] ああ。はい。とりあえずもう理解ったわ。
[02:13:25.000] と
[02:13:26.719] わか分かった分かった。もうとりあえず
[02:13:31.280] 飽きたの?
[02:13:32.000] いや、飽きたとかじゃない。あ、いや、飽きたとかじゃないんだけど。いや、なんか、なんか時間も微妙だなと思って。ここから、ここからやる、やってもあんまできないかなっていう。
[02:13:48.000] 飽きたとかじゃないよな。思んないよな。マイクラ
[02:13:51.280] おもろいっちゅうね。おもろいっちゅう。
[02:13:56.440] ダイヤ見つけたかった。ダイヤ
[02:13:58.639] 1
[02:13:58.760] 個見つけとかガけられた。ガつけられた。じゃ、じゃあ分かった。よし、じゃあ分かった。よし、じゃあ分かった。
[02:14:07.000] じゃ、ダイヤ見つけに行こう。じゃあ、じゃあダイヤ見つけに行こうぜ。そんな言うんだったら。
[02:14:14.000] そんな言うんであったらね、ダイヤ見つけたるわ。じゃあ
[02:14:17.360] お、パチパチパチパチパチパチ。いい穴があら。ほら。ああ、いるで。ほら、人間がいる。人間が
[02:14:34.000] ダイヤ見つけるだけなら最速
[02:14:35.880] 30分以内に見つかるで。
[02:14:37.719] 本ん当かよ。本当かよ。
[02:14:39.760] あの、1
[02:14:40.239] 番効率のいいダイヤの見つけ方って何なの?
[02:14:42.920] 1番効率のいい。
[02:14:46.040] 1
[02:14:46.199] 番効率のいいダイヤの見つけ方を教えてくれよ。
[02:14:57.320] それは言えへん。
[02:14:58.360] なんで言えや。行っていいよ、別に。
[02:15:05.280] 早いのは洞窟かけ回ることかな。
[02:15:08.239] 危険だけど。ま、そう。
[02:15:11.239] 持ってないかだな。その辺は誰だ?持ってるかな?持ってるから。あ。
[02:15:15.559] よ。矢印行ったら怒られる。
[02:15:18.800] そんな理不尽なんかあるんだ。こんなあるあるんだね。槍。初めて見た。斧。斧作っとくか。あれか。
[02:15:43.599] まあまあ間違ってはない。やりマね。槍りマね。別に変なこと言ってないよな。槍を持ってる男
[02:15:51.760] 槍男って意味です。なぜ笑うんだい
[02:15:55.199] 槍りまん。
[02:15:56.639] クリロナもいるじゃん。クリロナも。ああ、こいつバカだ。槍りマンね。槍りマん。
[02:16:09.840] まんだのクリだのすごい低な下ネタ来ると笑っちゃうよね。
[02:16:16.840] いや、別に何が?え、なわか新物ネタだと思ってない。何が?お、すごい地形だよ。みんな見てくれ。自然の脅威ってやつだね。
[02:16:30.159] ちなみに俺が俺が
[02:16:31.239] マン下げ満のマって何なの?
