[00:00:43.559] 向き合うき
[02:06:04.639] なんだっけ?おじいさんがまさかりで山を
[02:06:07.159] 登って魔女と戦うゲームで
[02:06:21.639] こんばんは
[02:06:23.119] レビさんこんばんは。レビさんも
[02:06:24.840] こんばんは。
[02:06:26.840] うえ、強え。あ、やっぱこれロケランで
[02:06:29.800] いいかもな。
[02:06:31.639] けランめっちゃ強えわ。今日はね、ヒットラーの復活中ゲームをやっています。強すぎ。
[02:06:45.000] 先日そのゲームの制作者にあったのですが、彼はある展示会でイラストを販売していました。
[02:06:54.159] ん?
[02:06:56.599] なんだこいつ?
[02:07:01.040] 何?こいつな?何?こいつ
[02:07:09.800] 通信室行かなきゃいけないんだよな
[02:07:13.760] ん?あれ?通信室?
[02:07:21.360] これ上だっけか
[02:07:29.119] あれ?ここ行ったような気がするんだ。行ってなかったっけ?あ、ここだ。よしよしよし。
[02:07:42.599] 丘を登って悪魔と戦ったおじいさんのゲーム。
[02:07:45.880] あ、それね。あ、そうなんだ。
[02:07:48.173] [笑い]
[02:07:56.559] や、もう
[02:07:58.440] やべえ。もったいない。こんなとこで
[02:07:59.719] ダメージ食らうの。ルル
[02:08:15.000] ただここはなんかクリアできそうな感じ
[02:08:16.360] するぜ。
[02:08:19.920] 頭の中でなぜか桃太郎が浮かんでます。
[02:08:22.880] なんでなんでなんで何でも思たろ。
[02:08:26.639] ロケラン強えな。
[02:08:27.719] ロケランめっちゃ強え。ロケランモースデ。こいつが一番いいからない。こいつがよし。
[02:08:41.280] 猫と若いせよ。
[02:08:43.599] 何?なんかよかあの置いてある。あのあるよね。
[02:08:50.280] なんかあの町にさ、キリストアキリストがアーダコーダみたいなあれ貼ってあるよな。あ、来た。ここか。ああ、ここだ。
[02:09:00.840] 神印猫。
[02:09:02.520] あ、そういうこと。はい、はい、はい、はい。扉開けてちょうだい。早く。もう
[02:09:12.679] 田舎の海沿い行くと民家の壁にあるね。
[02:09:15.559] いや、田舎とか言うだってうちの地元にもあるんだから。
[02:09:19.679] うちの地元にもあるんだから。
[02:09:24.239] あ、
[02:09:25.040] ある。めちゃめちゃある。あれ何なの?あれ?あれ何なんだろう?
[02:09:33.199] 蜂を流すな。
[02:09:34.520] 何なの?あれよく見るけど。
[02:09:42.520] これ倒せないんかい?
[02:09:59.175] [音楽]
[02:10:01.559] およしオッケー。[笑い]
[02:10:02.480] よしよしよしよしよしよしよしよしよしよしよしよしよしよし。
[02:10:06.880] こば。
[02:10:07.520] オケーオケオケオッケー。エホバなあれってアイアンス。よしよし。いいじゃんいじゃん。結構調子いいじゃん。中立行こう。
[02:10:24.065] [音楽]
[02:10:29.119] 聖書配布教会じゃなかった。
[02:10:31.079] へえ。いや、そうなんや。[音楽]
[02:10:40.920] アイアンブーツ手に入れてる。なんだ
[02:10:42.480] アイアンブーツ。なんだアイアンブーツ?
[02:10:46.760] こんち
[02:10:55.559] あ、間違って[笑い]ちゃった。
[02:10:57.800] 間違っちゃった。間違っちゃった。トゲ
[02:11:01.520] 踏める?嘘でしょ?それ強すぎるやろ。
[02:11:04.920] アイアンブーツトゲ踏めんの?
[02:11:10.639] アイアンブーツ。えー、敵[笑い]を
[02:11:13.119] 殺せるです。
[02:11:15.400] 敵を蹴り殺せるだけ書いてあるわ。敵
[02:11:18.040] を蹴り殺せる。笑笑蹴る[笑い]
[02:11:21.719] とはい。敵を蹴り殺せる
[02:11:26.159] らしいです。
[02:11:28.480] そうやって書いたんだもんだって。
[02:11:32.960] 敵を蹴り殺せる。へ、貴様がちょうど
[02:11:37.760] 100
[02:11:38.000] 人目の男だ。勝負しようぜ。だるこいつな。何や?倒せるじゃなくて殺せる。たことないの?
[02:11:49.079] 何が何を何を?何をしたことないって何を?何をしたことないって何か怖いな。
[02:12:01.800] 蹴り56したこと
[02:12:03.159] ねえよ。あ、間違って撃っちゃった。間違って撃っちゃったよ。お前は一体俺撃ってみな。どうだ?打てま。へへ。いいんだって。撃っていいんだ。やべやべやべ。
[02:12:04.936] [笑い]
[02:12:29.520] よし、行こう。
[02:12:34.159] 8番クリアしたんだよな、さっきな。8番
[02:12:36.480] クリアしたんだよな、今な。
[02:12:42.119] な、何なん蹴り殺せるってどういうどう
[02:12:44.360] いうのどういうあれなんだろうな。
[02:12:54.559] もう少し分けとかしてくれてもいいのに。
[02:12:58.599] え、何が?何が何の敵キャラの色少ないよね、このゲーム色ない。赤か青か緑。それだけな。え、どこ行こうかな?ちょ、
[02:13:04.542] [笑い]
[02:13:11.000] 9番行ってみるか。こ
[02:13:12.119] とか9
[02:13:13.079] 番。あ、そうそうね。わかんないよね。
[02:13:15.440] 8番はでもクリアしたよ。
[02:13:17.800] 9番行ってみよっか。あ、うざ。
[02:13:21.572] [音楽]
[02:13:29.679] 本当にもうこのステージはもうボーナス
[02:13:31.239] ステージや。だってコンテ増えるねん。
[02:13:33.280] もう
[02:13:35.960] コンテ増やせんだったら喜んでやるよな、
[02:13:37.599] これな。
[02:13:42.599] イエスイエス。9番行ってみる。ここに
[02:13:46.320] スーパージョがいるらしいじゃん。この辺
[02:13:49.559] にスーパージ来てるらしいっすよ。
[02:13:54.239] 邪けよ。うわ。
[02:14:08.280] すごい上らしいじゃん。横島県夜。
[02:14:12.320] 邪け夜。
[02:14:26.280] それぞれのゲームは開発者からプレイヤーへのラブレターのようなものであらゆる感情が込められている。
[02:14:34.079] だからこそジャマさんのような素晴らしいゲームをプレイしてくれるコンテンツクリエイターの方々の仕事は本当に行こで
[02:14:42.480] コンテンツクリエイターだって名乗ろからこれから俺どうもコンテンツクリエイターのジャマです。どうもコンテンツクリエイターです。
[02:14:55.719] かっこいい。
[02:14:57.040] ひれ伏せよ。
[02:14:57.960] コンクリ。
[02:14:59.823] [笑い]
[02:15:01.199] どうもコンクリのチまひレせよお前ら。俺になんて言ったってコンクリ様だからな。
[02:15:08.119] やっこみたいに手上げながら言おう。笑。
[02:15:11.440] どういうこと?はい。て、もうだるいこ。
[02:15:27.520] はい。
[02:15:31.040] 港女子ピラミッドしないでね。コンクリはいい。
[02:15:34.480] み徳女子ピラミッド。怖い単語出たな。怖い単語出ましたね。港女子ピラミッド何それ?
[02:15:37.813] [笑い]
[02:15:46.983] [鼻息]
[02:15:47.000] 違くない?違くないよ。違くないよ。ト合ってる。合ってる。
[02:15:52.520] コンクりはい。
[02:15:54.400] 人間シャンパンタワー知らんのか?
[02:15:56.840] 何?徳何?み徳女子ピラミッドって知らないよ。知らんわ。それ何それ?怖いな。敵を捕まえたが我々の時に追えないんだ。
[02:16:04.669] [鼻息]
[02:16:07.920] エリア17へ来てくる。あ、
[02:16:09.800] エリア17。
[02:16:11.199] エリア17だって。エリア
[02:16:14.280] 51。
[02:16:15.159] 裸に港区女子をしてピラミッド作って上から。
[02:16:18.679] 何それ?そんなことやってるやついんの?やば。壁を壊せるべきはもう
[02:16:23.559] 1つあるぞ。
[02:16:24.280] 女子をひ向いて組み体操させてシャンパングぶっかけた。
[02:16:28.199] なんそれな?何なんそれ?なんだエロいかそこ?何を目的でやっての男が手持ち
[02:16:35.719] 39
[02:16:36.399] 万の生成愛じゃないかと揉めていいな。シャンパンもたいな。危な待って。むずいぞ。
[02:16:47.719] ここなんだ?ちょっと待って。なんかちょっとちょいたいた。
[02:16:52.484] [音楽]
[02:17:02.040] シャンパンタワーやって。これが資本主義だよ。暗黒微障って動画あげて炎上したの
[02:17:07.559] 何それ?何それ?あ、なるほどね。
[02:17:08.859] [笑い]
[02:17:11.800] そのね、あの女の女の体でシャンパンタワーやって、これが金持ちの遊びだよみたいなこと言ったのね。
[02:17:22.319] 成キは他者の尊厳を奪うことで遊に立ったと勘違いしてしまうんや。
[02:17:28.280] へえ。で、ここどうやって行くん?それはそうともなあ。もう難しいな。
[02:17:40.280] ドバイもだけど金持ち行きつくとアブノーマルになっての厳組みにする方向になるんだね。
[02:17:47.120] なるほどね。でもさ、女の方もさ、金欲しくてそれやってんだから別にいんじゃ追い出された変なおじさんだったレ。そして奥さんと揉めて家でしてお金ないから
[02:17:59.359] 10
[02:17:59.599] 万でいいから振り込んでくださいってしてた。
[02:18:03.719] へえ。変な人がいるんだね。
[02:18:12.599] あれ?男も女のウンだからな。
[02:18:15.080] そうでしょ?だって女の方だって金もらってやってんだからさ。それでさ、後からになって私たちは買われたなんて言ったらさ、俺はお違いですよね。あなた方もお金欲しくてやってましたやん。
[02:18:31.399] があるかもしれないがそもそもそんなことしなければ良いだけで炎上売名やろな。やめてね。数万しかくれなかったから動画入室さ。
[02:18:42.525] [笑い]
[02:18:45.120] 2
[02:18:45.359] 猛作してますやん。それあかんよ。そんなもん。
[02:18:54.399] 貧乏だった。
[02:18:57.000] 貧乏なんだ。[音楽]
[02:19:03.486] [音楽]
[02:19:09.319] ここむずいなあ。
[02:19:13.760] 親が金持ちだったんじゃないか。
[02:19:15.920] 結局さ、蹴り倒せるのやり方がよくわかん
[02:19:18.880] ない。
[02:19:32.439] マリオみたいに踏めるんちゃうの?あ、
[02:19:35.760] そういうこと。
[02:19:50.920] メキシコじゃ金持ちが道路を放者で負塞で色々迷惑系とかしてたらやね。金持ちなけられて一生られててわろた。
[02:19:59.816] [音楽]
[02:20:06.359] へえ。いや、むずい。
[02:20:15.280] なんでそんな世界のなり金情報がみんなそんな詳しい?そんなに流れてくるか、そんなの。
[02:20:22.680] 笑笑
[02:20:23.960] なんでその成金のなり金情報に成金情報通なのに。
[02:20:28.640] 流れてくるよ。
[02:20:29.680] 嘘だろ?流れてこねえよ。俺エッチな絵しか流れてこないんだけど。
[02:20:33.520] Xの自動翻訳でどんどん来る。
[02:20:35.800] ふん。なんか俺エッチな絵しか流れてこないな。
[02:20:40.680] なんかあのSteam
[02:20:41.319] で今度出ろなんかエッチななんか可愛い女の子となんかお酒飲むやつのファンアートしか出てこないわ。あれすっごい面白そう。
[02:20:50.840] 笑笑。あ健全。[音楽]
[02:20:58.359] あの女の子めっちゃ可愛いない?キボデスショットとミックって言うんや。
[02:21:03.200] 何何何長もむずいよ
[02:21:20.080] ゲロ吐きがるって意味やで。
[02:21:22.319] へえ。
[02:21:32.160] 多分ここが当たり。
[02:21:43.920] 大阪でコーヒー飲んだらミルク店員の女性
[02:21:47.479] の口から吐き出したもの入れてくるとこ
[02:21:50.080] あるよね。
[02:21:51.160] 何はもうすに出ている。バックショットローレットや
[02:21:57.680] や。ちょっと待って。なんか行けそう。なんか行けそう。なんか行けそう。よしよしよしよしよしよし。あ、バックショットルーレットなんだ。俺バックショットルーレットやってるよ。バックショットルーレット好き。配信じゃやんないけど。
[02:22:15.120] ブスアはでおもろい。で
[02:22:16.720] 知ってる。知ってる。やったことあるよ。
[02:22:18.960] めっちゃあのマーブルと俺とじんちゃんで裏でめっちゃやってたよ。あれ
[02:22:31.760] あれの萌えかがでリアルショットしたの?
[02:22:37.359] ああ、あれの萌えかなんだ。へえ。面白そうじゃん。じゃあじゃ絶対おもろいじゃん。
[02:22:51.240] もうやめろや。
[02:22:52.120] 何するゲームなの?
[02:22:53.760] うん。なんかな、なんて言うんだろうな。ああ、もうちょ、やめて。もうなんでここむずいよから。
[02:23:01.254] [叫び声]
[02:23:09.880] ああ。てかもう
[02:23:12.920] 12で過ぎてますやん。
[02:23:15.040] 言えよ、お前ら。
[02:23:16.600] アンチじゃなくなってる。
[02:23:18.960] 言えや。
[02:23:21.520] 1時までやる。
[02:23:24.120] ほんまや。ほんまや。
[02:23:26.799] [笑い]
[02:23:27.600] 知らんふりして。なんやお前ら。知らんふりして。
[02:23:31.960] るから気づかんかった。ほんまや。
[02:23:36.160] 結局1番強いの俺薬やって1番強い。
[02:23:39.640] こりんちゃん貧困えば昔は食器用でちゃんお前ちゃんにメンションでそんなわけわかんないん
[02:23:48.399] 選択をしたりしていたものだどれかを選び合うんだけどそれぞれ違うから運次第で買ったり負けたりするゲームまだ
[02:23:56.840] 18時半だよ笑ダブル
[02:24:00.439] ちょここでクリアしよう
[02:24:05.760] うまい。うまい。
[02:24:13.080] あれどう取んの?
[02:24:18.960] うまいな。どれだ?
[02:24:33.760] すみません。
[02:24:37.040] 冗談、冗談。
[02:24:51.319] これマジうぜ。
[02:25:05.000] さっきこれどうやって行ったっけ?ここ
[02:25:07.240] どうやって行ったっけ?さっきなんか奇跡
[02:25:09.200] 的に逃げたんだよな。
[02:25:18.279] ちょっとここだけクリアしたいな。せめて
[02:25:19.880] 今日はなんかでもこれもうあと1回ぐらい
[02:25:22.160] でクリア行けそうな感じしてきたな。
[02:25:49.640] ああ、なるほど。ここね。
[02:25:51.359] こんばんは。
[02:25:53.200] いさん、こんばんは。ブス危ねえ。いや、お前そこ来んなや。いや、もう腹立つ。
[02:26:03.346] [叫び声]
[02:26:16.160] トゲさダメージ2だからね。
[02:26:25.640] あ、めっちゃ簡単やった。当たり見つけ
[02:26:28.200] たらめっちゃ簡単やった。当たり見つけ
[02:26:30.439] たらめっちゃ簡単やった。魂りフり
[02:26:34.520] うー
[02:26:37.840] もいける。
[02:26:39.160] ここ弱いから多分いける。
[02:26:44.611] [音楽]
[02:26:52.640] いやあ、[叫び声]もういいて。もういい
[02:26:56.439] て。もうクリアさせて。
[02:27:04.640] はい。お使い。え、なんか強めどん
[02:27:16.840] もう今日ここまでにしとくか。もう今日ここまでしとくか。もう今日ここまでにしとくか。なんかでももうもうちょっともうちょっとな感じするな。
[02:27:27.880] 731やだやだ。
[02:27:29.800] なんかもうちょっとな感じするな。やだやだあ。
[02:27:33.880] 5月5
[02:27:34.479] 日は私のお誕生日でした。よかったらお誕生日ぐしてもいいです。もうちょっとでしそうな。
[02:27:40.941] [笑い]
[02:27:42.600] うるせい。
[02:27:43.399] これで次
[02:27:44.200] ねえ。1個俺なんか通りすぎて。
[02:27:46.640] おめでとう。おめでとう。
[02:27:49.600] おめでとう。鳥。おめでとう。していいぞ。
[02:27:54.120] おめでとう。とおめでとう。
[02:28:00.000] 舞台。
[02:28:03.760] お待ちしてました。さあ、中へどうぞ。何?
[02:28:10.000] ハッピーアスだ。
[02:28:11.240] 今度は坊やが質問かい。何が?何これ?何て?何?何?何?どうするの?これ。
[02:28:20.840] 舞台1
[02:28:27.200] 何?何?どうすればいいの?これてねえか。バカ野郎。
[02:28:36.520] ありがとうございます。ちゃまさん皆様笑
[02:28:40.520] あ、なんてことするんです。え、よくわかんない。なんなこれ意味がわからん。
[02:28:48.960] な、何なん?何すればいいんだよ、これ?何すればいいか?ち
[02:28:55.560] まったな。
[02:28:56.240] え?なんで?今度は坊やが質問かい?何?何が?
[02:29:09.880] ほかな?
[02:29:14.399] 何もできない。え?意味がわからん。
[02:29:16.279] 何もできないな。
[02:29:19.319] てかこれめっちゃ強くない?やっと上にも
[02:29:22.040] 攻撃行くようになっとったけどやったぜ。
[02:29:24.760] なんかわかんねえからいいや。ようわから
[02:29:26.240] ん。
[02:29:32.439] いや、なんかさ、手に追えないから言って
[02:29:36.520] くる。やったぜ。何がやったぜ。し遂げた
[02:29:40.240] ぜ。対ジのところが分かったぞ。エリア7
[02:29:43.240] のほ要所だ。急い。5
[02:29:45.279] 秒で笑えるクリップダブルヒトラーの復活服肉マン
[02:29:50.800] あ、ゾンクリップあざす
[02:29:55.560] ちょもう1ステージだけやるか
[02:29:57.600] 最高級の連をゲットだ演技が良さそう
[02:30:01.113] [笑い]
[02:30:03.240] やったぜ最高級の連王をゲットだきすぎたとかずね行きすぎたホかず
[02:30:19.439] なんかもうもうなんかクリア行けそうな
[02:30:21.040] 感じするの俺だけ?
[02:30:25.760] いや、3リーウェイちゃうやん。スリー
[02:30:28.359] ウェイじゃなくなってやん。強パガパガパ
[02:30:37.359] 。もう1ステージだけやるわ。
[02:30:41.600] で、明日、明日最終回やな。明日最終回や
[02:30:45.120] 。
[02:30:47.840] なんかアイテム全然足りてないような気が
[02:30:49.720] するんだけど。ま、いっか。
[02:30:54.479] う、
[02:31:01.880] 地味に届かねえんだよな。地味に届かない
[02:31:04.240] 。
[02:31:08.080] あ、分かった。ここか。
[02:31:10.960] やねん。これ
[02:31:15.040] 地味に3リーウェイ取っても届かないんだ
[02:31:17.200] よ。
[02:31:19.479] なんやねんお前。うぜ。
[02:31:34.760] なんなんだよ。もう[叫び声]意味わかん
[02:31:37.040] ねえな。
[02:31:39.760] だったらもうあれだよ。一旦抜けては
[02:31:42.479] ロケランで来るよ。じゃあ
[02:31:45.200] だったらもうロケランで来た方がいいよ。
[02:31:49.720] 絶対ロケランだよ、ここ。
[02:32:04.840] 効かないんかい?
[02:32:09.040] いやいや、効かないんかい?いや、効か
[02:32:11.160] ないんかい?なんやねん、それ?
[02:32:18.920] だめ。ロケラン効かねえ。
[02:32:22.120] やっぱ3リーウェイで来るしかねえんかな
[02:32:24.000] 。
[02:32:27.560] 当たんないんだよな、これ。
[02:32:51.040] ああ、なるほどね。なるほどなるほど。あ、これは、あ、分かった、分かった、分かった。こういうことだ。ここでこうくっついてこう。くっついてこうでしょ。はいはいはいはい。なほね。はい。なほね。
[02:33:04.080] 回行った。
[02:33:04.840] 理解ったね。ほれ。おれずルじゃないね。こういうゲームだから。こういうゲームだから。よしよしよしよしよしよしよしよしよしよしよし。
[02:33:33.840] よしよしよし。いいぞ。あ、行けんのね。
[02:33:40.120] なんだそれ?なんだそれ?
[02:33:47.640] あ、でも強いな。
[02:33:53.680] 当たってる?これ
[02:33:56.120] 地味に当たってねえな。
[02:33:59.040] よしよしよしよしよし。
[02:34:09.319] なんだか強いんだか弱いんだからな。これ
[02:34:15.560] 威力はそんなにないかもな。
[02:34:20.160] 貫通もしないしね。
[02:34:23.399] うぜえ。いいとこに飛んできたな、今。
[02:34:27.200] にゃあ、もうやめよう。今日ここまで。
[02:34:29.479] はい、今日ここまでにします。や、めた。
[02:34:33.800] にネズが現れたのですが、私の犬たちは私が今日これでセーブしとくゴーストオブ
[02:34:41.319] スパルタのサウンドトラックをむと攻撃するように訓練されているのでかわいそうなネズミは犬たちにな。
[02:34:49.120] あ、なんで俺の棒読みちゃんこれ途中で全部読んじゃうの?これやなんだけど。あの全部読むのにさ、どうやって変えればいい?買い方がわかんないんだよな。なんか変わってくんねえんだよ。設定してんのに。
[02:35:00.439] 略
[02:35:01.319] い略してくんねえんだよ。
[02:35:04.040] はい、ということで、あした。あした。お疲れちゃん。嫁だ。落ちした。
[02:35:13.479] 落した。
[02:35:15.160] あり明日。
[02:35:15.960] あり明日た。明日最終回。
[02:35:18.560] 曲あったわね。
[02:35:19.560] 明日最終回。明日最終回ということで、あの、よろしくお願いします。
[02:35:23.760] お疲れ。
[02:35:24.399] お疲れ様でした。ちゃ、
[02:35:25.479] お疲れでした。お疲れ様でした。明日最終回で行かせてください。
[02:35:29.960] まだ日本語を勉強中です。
[02:35:31.760] そういうもんだっちゃう。
[02:35:32.640] え、ということでね、あの、ありがとうござました。
[02:35:36.160] お疲れん。
[02:35:36.880] お疲れちゃん。クリア。明日最終回。
[02:35:38.600] 最終回詐欺になることをなんない。なんない。もう行くやろ。もう元気そうでよかった。ありがとな。お疲れ様でした。ちゃ
[02:35:47.120] 全然元気。
[02:35:48.359] おつちゃん。
[02:35:49.080] お疲れちゃん。お疲れちゃん。
[02:35:52.560] つうことで、つうことで今日は
[02:35:57.080] おやすみ
[02:35:58.000] レードをしちゃおうかな。おやすみ。
[02:36:00.479] おつやで。
[02:36:01.359] おつやです。
[02:36:04.160] 最終回ダイスさんとかやめてよ。
[02:36:06.479] お疲れちゃん。
[02:36:15.359] レイドなしの判断発。
[02:36:26.200] お休み邪魔ゲーム時代を超えたゲームで
[02:36:30.319] レったらなしい時間は今日は終わりだ。
[02:36:35.520] レオンの光が夢を継続派手
[02:36:40.080] なバカは
[02:36:43.399] 今は脱いで走りとのが心を包むき時代
[02:36:50.399] を感じるカロンが職
[02:36:54.040] なんて冗談さなんかゲーム
[02:36:56.760] の先にが見えたよ。
[02:37:04.279] 休みちゃ時代を超えたゲームで心を踊らせたい時間は今日は終わり
[02:37:13.080] ミュートゲミュートゲーしてた最悪や今俺超でかい声で
[02:37:19.560] 99%
[02:37:20.479] 歌ってたのに聞こえてなかったってこと?最悪
[02:37:23.898] [笑い]
[02:37:25.520] 最悪99%
[02:37:29.640] わからないから出さ
[02:37:34.479] 最悪なんだけど。いや、もうこんなもんじゃなかった。もう
[02:37:36.800] 2
[02:37:36.920] 回目の威力。もう、もう、もう、もう、もう、もうはずいからやめた。なんやね、ミュートしてたら最悪や。はい、ありがとうござました。
[02:37:45.760] ビグサッド
[02:37:46.800] おやすみ。
[02:37:47.319] お疲れ様でした。行きません。はい、ということで明日もまた配信しますんでよろしくお願いします。ということでまたね。
[02:37:54.680] ます
[02:37:56.279] 。
