[00:00:35.480] うお。
[02:44:07.560] うわあ。かつってめっちゃ低いやん。
[02:44:13.880] あ、鍵。これ、これ、これ。
[02:44:31.680] ここ多分閉まってたよね、鍵。これさ、
[02:44:35.720] 開いたりしない?あ、間違えた、違う。
[02:44:38.279] バカ飲んじゃった。ちょっとしょっぱくなったかな?え、死なないんだ。
[02:44:42.640] え、
[02:44:44.680] 死なないんか?いやいやいやいや。シャドウゲートだったら死ぬだろ、そこ。シャド、いつものシャドウゲートだったら死ぬよね。ああ、鍵合わないか。ちょっと戻るかな?戻ってみよっかな。
[02:45:03.080] あ、でもそうか。ここに戻るだけだもんね。
[02:45:09.200] これまたあれ戻れんのかな?この図書室のとこに戻れるのか?
[02:45:18.720] えっと、笛使えばいいんかな?あ、え、戻れないじゃん。戻れへんやんけ。ダメなんだ。これ笛え使えないんだ。
[02:45:37.760] あ、ダメだ。いい寝色だけど。
[02:45:48.479] 戻れへん。
[02:45:52.840] えー、なんだろうな。なんか多分取り逃し
[02:45:55.160] てんだろうな。こっちは入れないっしょ。
[02:45:57.760] で、ここは教会でしょ。
[02:46:05.880] もなんか怪しいんだよね。
[02:46:09.040] わざわざこうやってさ、なんか隠されてる
[02:46:11.560] んだよ。
[02:46:13.439] で、
[02:46:15.359] 何もないしね。この墓に何かするのかな?
[02:46:22.520] 違うなあ。
[02:46:26.960] え、待って。当たった。わからん。もう
[02:46:29.640] これも一応キプレイやん。
[02:46:33.840] いや、こんなん、これ。何これ?なんで?
[02:46:38.000] 笑笑。
[02:46:39.240] レイマジか。完全に来。
[02:46:42.720] これノーヒントで見つかるやつじゃないよね。笑。
[02:46:47.160] なんか、え、なんかキプレイになっちゃった。俺マジバレバレた。マジ?あ、やべ。容器が消えたね。そうなんです。そうなんです。ここうやってこる。
[02:47:01.120] ここいや容器が消えただけかい。容器が消えただけです。容器が消えただけだとさ。なんだよそれ。
[02:47:12.319] 何もないんかい?
[02:47:13.240] 何もないんかい?じゃあなんやってん。そしあ、でも龍の涙まだあればよかった。ん?気分すっきり、体力もりもリ、体からいらないものが抜け落したような感じがするぞ。よし、頑張るぞ。なんやねん。
[02:47:31.160] なんやねんお前。その
[02:47:32.840] 新エンド必須条件なんかもしれん。
[02:47:35.200] 嘘。あそこの容器を払うことが新エンドのちょっと待、今プラスがちょっとここだな。もうちょっとか。あ、みんなが見てるね。みんなが見てる。このプラスはね、あの、あまりにも酔うから俺が勝手に配置したやつだからな。この真ん中のこれなんだから本当は。
[02:47:59.760] 本当はこれなんだからな。
[02:48:03.399] あまりにも酔うからこの真ん中の
[02:48:05.560] ポインターを設置したんだよ。
[02:48:08.960] あるとないだけじゃもう全然違うから。
[02:48:15.000] え、なんだろうな。戻るんじゃなかったね
[02:48:17.760] 。
[02:48:28.120] せお茶べお疲れちゃん。つべ、お疲れ。シャドゲート幻の続編やってます。
[02:48:39.120] やっぱね、やっぱシャドゲなんだわ。ような、これ。
[02:48:51.600] ああ。
[02:48:52.040] はあ。めんどくせえな。動した。
[02:48:55.920] 残念。
[02:48:57.120] 声ほんま好き。
[02:48:58.520] あー、
[02:49:00.760] 足元に注意しないとこよ。果たしてデルは幼い頃に耳した母の言葉を思い出したのか。答えは今である。え、礼拝に横が渡るリズの仕方を見つけたものはきっとこう思うであろう。聖なる場における死がえ、清らかで安かであるとは限らないらしいと。
[02:49:16.760] 何回お母さんとなるのか。
[02:49:19.880] トライアゲー。これいいよね。
[02:49:25.239] このくどいテキストだよね。笑。
[02:49:27.640] そうよ。このくどいテキストを見に来てるんだから。
[02:49:30.720] トリア。
[02:49:32.359] トライアゲイン。ちなみにこれもう新しいあのチャンネルポイントにするから。トライアゲインチャンネルポイント。デー。トライアゲインやべえ。どっかだ。
[02:49:44.800] どこだセーブしたの?どこだセーブしたの?どこ?あ、戻る手間がけたわ。戻る手間がけた。ああ、でも割とセーブしてなかったな。
[02:50:00.399] とアがインに分けよう。
[02:50:03.960] なんでだよ。なんで一発でいるでしょ。
[02:50:07.600] ドーンでこれ全部拾って。ああ、これ炎消してねえ。炎消してないな。めんどくせえ。もう
[02:50:20.200] 1回やんねと。えー、あ、
[02:50:22.720] 潰れちゃいそう。笑。
[02:50:25.359] 潰れちゃう。
[02:50:28.120] あれ?あれ?なんだこれ?あ、また違う部屋か、これ。また違う部屋だ。これさっきの鍵拾ったとこじゃないよな、これ。
[02:50:43.880] いや、潰れない、潰れない。ああ、錆びた鍵取ってねえわ。あ、こっちか。
[02:50:56.040] オッケー。オッケー。オッケー。オッケー
[02:50:56.800] 。
[02:51:00.000] この辺は全部さっき拾ったから。いや、
[02:51:01.880] やっぱセーブしないとダメだな、これ。
[02:51:03.239] 死んだら1発で戻されるわ。
[02:51:06.399] で、コップ取って。コップも取って。
[02:51:13.040] いや、もう1回火消さなきゃいけねえ。
[02:51:15.120] めんどくせえな。
[02:51:17.439] で、これも取って。たださ、あれ、火消し
[02:51:20.880] ても何もなかったよな。まだやんなくても
[02:51:23.120] いいかな。
[02:51:25.120] で、ここにクソ見えない鍵見てこれ。こう
[02:51:28.120] ここに鍵落ちてるって気づくかこれ。普通
[02:51:30.239] に考えてこんなん分かるかいな。
[02:51:41.200] ほんで
[02:51:51.479] 、ここはな、ここ行けないもんね。ここは
[02:51:54.120] ないもんね。
[02:51:56.319] ここは行けないんだよね。一応天井も見て
[02:51:58.960] 。天井も見て。
[02:52:04.920] やっぱ開かないよね。サ取りがないとだめ
[02:52:08.120] だね。ここはね。錆び取りがないと。
[02:52:21.319] やっぱここ戻るしかないよな。戻るしか
[02:52:23.800] ないよな、ここな。
[02:52:35.319] あとはこの辺でなんか調べてないのがあれ
[02:52:37.560] ば
[02:52:40.040] なんかあるな。
[02:52:45.279] うーん。
[02:52:47.520] ちなみにここの鍵、ここの鍵があれとか
[02:52:51.920] 鍵穴がない。ああ、なるほど。
[02:52:56.399] やっぱこれ戻るしかないよな。
[02:53:13.200] いや、マジで地図ないのいてえな。
[02:53:19.160] で、この部屋も何もないよね。また床に変
[02:53:22.399] なのが落ちてるとかねえよな。
[02:53:27.080] ないね。オ
[02:53:44.760] ああ、ここであれか。だからまた
[02:53:48.800] えっとここに竜の涙入れて
[02:53:53.760] はい。竜の入れます。
[02:53:58.640] はい。で、さらにコップ継ぎます。
[02:54:12.960] で、こっちの炎を消します。
[02:54:29.800] やっぱ明らかに水の量足りてねえと思うん
[02:54:31.800] だね、この音は。
[02:54:50.399] うん。やっぱないよね。なんね、
[02:54:55.319] 何かを取り外したような後があるって言っ
[02:54:57.560] てんだけど。
[02:55:00.319] でもさ、なんかここを調べてもさ、これ上
[02:55:03.479] を調べてもなんか言うんだよ。これ何かを
[02:55:06.200] 取り外したいの後があるって。
[02:55:07.640] え、な、何のこと言ってんの?
[02:55:19.600] ガバガバ判定
[02:55:21.319] 判定ガバガバすぎるよね。いや、わかんねえ。こいや、一旦セーブしよう。ここまで。
[02:55:46.080] えー、なんだこれ。こ、何もなかった。
[02:55:50.359] これでも1回か。ま、また戻るしかねえよ
[02:55:52.399] な。
[02:55:58.399] え、
[02:56:02.279] いやあ。
[02:56:06.840] で、またここでしょ。で、またこの
[02:56:09.160] 落とし穴の罠でしょ。
[02:56:11.920] 意外と当たり判定厳しいんだよ、これ。
[02:56:21.520] いや、でもこいつ戻っても何もねえとも
[02:56:22.960] なかったんだよな、さっきな。
[02:56:28.439] なんか取り逃してんだろうな。
[02:56:31.680] なんか取り逃してるくせんだよね。
[02:56:41.640] この釘どっか使えそうなとこあったか?
[02:56:54.439] 釘と水と鍵と巨人の髪の毛
[02:56:59.560] オイルと鍵繰り抜
[02:57:07.000] あ、待って。こっちの地下って何なんだっ
[02:57:08.800] たっけ?この下ってなんかあったんだっけ
[02:57:10.600] ?忘れちゃった。
[02:57:12.920] なんかここの下もあったよな。もう移動。
[02:57:16.720] 腹立つ。これ
[02:57:19.479] 移動がマジでマジでこれ
[02:57:24.640] えっと
[02:57:27.399] な何だっけな?ここ何なんだっけ?この下
[02:57:30.439] なんかあんだよな。
[02:57:33.319] はいはいはい。ああ、鍵ちょっとやってみよっか。これどう?おーい。ナイス。よし、セーブだ。よし、セーブだ。やった。済んだ。
[02:57:50.600] パチパチ。パチパチ。いいね。
[02:57:53.000] よし。いいね。お、あ、
[02:57:56.560] パチパチ。
[02:57:57.520] 帰ってきた。
[02:58:00.200] おい、マップ取れるんじゃねえか、これ。
[02:58:02.359] パチパチパチ。
[02:58:04.880] 帰ってきた。え、マップ、マップどこよ?
[02:58:08.399] マップどこ?マップどこにあるっつった?
[02:58:11.120] なんかさ、
[02:58:13.160] 俺だいぶ昔に取り逃しましたって言われた
[02:58:15.319] んだけど、
[02:58:21.960] これは
[02:58:28.239] ない。
[02:58:32.120] を
[02:58:34.840] 合わねえなあ。合わない。
[02:58:38.040] の方、
[02:58:40.399] 下水の方なの?なんか落ちてね。これは何?ただのグラフィックなんでもなかった。いや、今日下水に地図はないやろ。下水に地図はないやろ。どう考えても。
[02:59:02.359] くっさ。
[02:59:04.680] くっさ。君臭いで。
[02:59:15.720] 臭いねん。
[02:59:17.040] 臭いねん。え、下水に地図はな酒げじゃない?さすがに。
[02:59:39.640] これなんか気になるんよね。なんかあるんだよね、ここね。でも調べることもできないんだよね。調べることもできないんだよね。
[02:59:50.120] それじゃないんだ。
[02:59:51.520] うん。
[02:59:52.200] 調べらんない。や、でもないぜ。ないよ。だってさ、もうここ戻れないしね。この牢屋にはもう戻れねえからさ。落ちてたイメージ。さっきのとこ今地面に何かなかった?
[03:00:09.279] さっきのとこ今地面に何かなかった?うせやろ。
[03:00:15.439] え、何が?
[03:00:17.239] え、嘘でしょ?これ地図だったら俺本当にケムこ電話するわ。ああ、おい、ケムこの電話取るだ。おい、これお客様サポートセンターだろ、これ。おい、
[03:00:30.880] ふざけんなよ、こんなの。
[03:00:32.720] 笑笑
[03:00:33.439] 誰が気づくねん、こんなん。
[03:00:35.239] 笑笑。
[03:00:36.600] おい、これわかんなくて3
[03:00:37.880] 時間地図なしでやったんだぞ。おい、お客様サポートセンターどこやねん。
[03:00:42.640] 笑笑。分かるわけねえ。
[03:00:45.960] ふざけんなよ。こきシステムが番号。
[03:00:50.279] もう、もう多分変わってるだろうな。もう変わってるだろうな。ケム子って広島の会社なんだ。クレシなんだ。へえ。なんもよう見えたな。イこ今よう見えたな。ちょっと見してこら。うーん。まあなんかでも分かりづら。
[03:01:13.560] なんかでも分かりづら。あ、セーブしとこう。セーブしとこう。
[03:01:26.439] ないよりはましな感じ。ま、
[03:01:28.439] 変な地図。
[03:01:29.720] 変な地図。変な地図。
[03:01:35.200] 飛んだら
[03:01:37.720] ほんだらあとは
[03:01:42.920] あ、またこっから行くのかな?またこっ
[03:01:45.760] からなんか回ってくのか。戻っても何も
[03:01:48.479] ないもんね。またここから登って
[03:01:54.120] 最初んところからまた回ってくんかな。
[03:01:57.040] なんかどっかしらでも鍵は開くよな。鍵
[03:01:58.960] 持ってるし。
[03:02:09.120] で、またこっから登ればいいんでしょ。
[03:02:14.120] さっきの家はピッケルないと登れないのに
[03:02:16.040] 。この大穴だけはなぜか上がれる。来た。
[03:02:30.239] 多分鍵とか閉まってて行けなかったとこ
[03:02:32.399] いっぱいあったよな。
[03:02:43.000] あ、待って。これさ、拾えるんじゃね?
[03:02:45.200] これさ、竜の涙でさ、もう困ったら竜の涙
[03:02:47.920] だからな。ちょ、なんで飲むだ、バカ?
[03:02:50.520] お前かけろんだよ、バカ。なんで飲んでん
[03:02:52.960] だよ、お前。じゃ、違うってことね。はい
[03:02:54.800] 。
[03:03:04.200] 取れないでしょ。ほら、
[03:03:07.680] 見えない力で守られてる。
[03:03:10.920] 竜の涙じゃないんかい?なんだ?違うね。
[03:03:15.560] なんかさ、
[03:03:17.800] アイテム取り逃しとかありそうだよな。
[03:03:23.279] 現に取り逃してたわけだし。
[03:03:28.399] なんな、これも一体何なかわかんないし。
[03:03:31.439] かけたろかこれ?違うか。
[03:03:37.080] えー、でもま、ここはさすがにないんじゃ
[03:03:39.520] ないか。
[03:03:43.680] おお。あ、これもしかして黒いとこがまだ
[03:03:46.520] 行ってない部屋とかそういう感じ?
[03:03:50.920] 親切じゃね?そしたらだとしたら
[03:04:11.920] 自分がどこにいるかまでは教えてくれない
[03:04:14.319] んだそのどの位置にいるか。
[03:04:18.120] 今いる部屋までしか一応全部見てもあるわ
[03:04:21.640] 。なんかなんか取り逃してそうな感じする
[03:04:24.319] し。
[03:04:28.319] あ、ここ書き閉まってて行けなかったとこ
[03:04:30.000] だねえ。これ開くんじゃない?
[03:04:36.120] 合わねえか。もう1個あるよ。
[03:04:40.040] 合わない。違うんだ。
[03:04:43.640] 英語話しますか?クリスバ
[03:04:45.640] 1
[03:04:46.080] 英語。ソリーソリーノスピーク。
[03:04:52.680] ENG
[03:04:57.640] Idon'tspeakENGLシ
[03:05:01.279] ソリー。
[03:05:08.920] もしかしてこのゲームをフォローしてる
[03:05:11.439] 240人のうちの1人かもしれない。
[03:05:14.239] 見つけてしま。俺がシャドウゲート配信をしてるのを見つけ出して難しい
[03:05:18.800] だよね。びっくり。
[03:05:21.120] 日本語難しい。ベリーディフィカルト。
[03:05:23.720] ジャパニーズイズベリーディフィカル。
[03:05:26.920] イムフングリーホレベア囲いに来た。
[03:05:32.080] せっかく見つけたのに。おいゲート配信してるやつがいるぞつって来たら残念ながら日本人でした。
[03:05:43.720] 残念。英語喋れない。ごめん。
[03:05:48.279] 残念。
[03:05:51.800] Doyouユノスゲーム?
[03:05:53.479] Dノシャドウゲ。
[03:05:56.680] もコライとおにぎり食べる?
[03:06:00.319] えいよ。うわつ。
[03:06:03.560] どういうどういうメンションそれ?も@モコライト。おにぎり食べる。可愛い。ランディ。お疲れ。
[03:06:13.279] よ、ワツアップ。こういう挨拶しようで。
[03:06:15.880] こういう挨拶。よくわかんねえ。こういう
[03:06:17.920] 挨拶やるたびに絶対違うだろってやつ。
[03:06:20.120] こういうこういうの絶対
[03:06:24.239] やるたびに違うやつ。
[03:06:27.479] エロ
[03:06:28.640] エロく何が何がどこがえ、エロかった。今
[03:06:32.880] ごめん。配慮にかけてたわ。
[03:06:39.920] アイスピクイングリッシュ。
[03:06:43.200] マとおにぎりは別ジャンルだよね。
[03:06:51.399] ライスボール。アイライ。ライスボールエブ
[03:06:53.560] everyデ。えー、もうどこ行きゃいいかわかんないよ。
[03:07:06.399] おやすみ、みんな。
[03:07:08.720] おやすみ。
[03:07:09.800] グナイ。センキュー。フォカミング。
[03:07:14.080] グッナイ。
[03:07:17.239] しかもさ、思った。あの、ごめん。
[03:07:20.880] あの、これ地図いらなくね?え、これ地図さ、これ全部の地図じゃない?俺、このこれ
[03:07:30.640] 4つの塔の1
[03:07:31.760] つのこれ地図の意味ねえだろ?
[03:07:34.720] マーブレさん。
[03:07:35.560] これ地図の意味あるか?これ。
[03:07:37.880] これ赤いのがさ、今俺がいる部屋なのかなと思ったら俺がいる塔です。これ、これでかすぎるよ、範囲が。これ地図いらねえだろ、これ。じゃあ
[03:07:48.279] 拡大とかないの?
[03:07:49.560] え、嘘?あんの?いや、ないよ。ない、ない、ない、ない、ない。え、ないねえ、ないよね。
[03:08:03.120] 今どこ残念。
[03:08:04.800] ないよ。これ地図いらねえじゃねえか。
[03:08:07.720] 地図いらねえよ、これ。
[03:08:09.000] 意味ある?
[03:08:09.800] コンパス意味あんのかな?コンパス機能してた。今ちょっと待って。今これ赤がそっちね。北がそっちね。ここします。あ、コンパスは意味あるんだ。コンパスだけ意味あんのは。コンパスは意味あったわ。コンパスは気のせい
[03:08:31.720] ゲームですね。シャドゲト64。
[03:08:34.800] 笑っていられるのも今のうちかもしれねえぞ。あと何だったっけ?もう赤い部分にいるの?
[03:08:43.479] そう、今この赤い部分にいるんだよ。俺ね、あのこれゲーム開始して
[03:08:49.160] 1
[03:08:49.319] 番最初のステージに落ちてんのに拾えてなくて
[03:08:51.720] 3時間地図なちでやったのよ。で、今
[03:08:53.439] わざわざ戻って、いや、地図拾った、やっ
[03:08:55.920] たと思ってさ、手に入れたらこのゲームの
[03:09:00.080] シャドウゲート場全部の地図で、この、
[03:09:03.560] 四隅に大きな四角があるじゃん。灰色灰色
[03:09:05.920] 、灰色、赤色で。これがこのゲームで攻略
[03:09:08.960] する4つの塔なのね。俺その詳細が知り
[03:09:12.279] たいのにその全体の地図だったっていう
[03:09:15.120] これ意味ねえよ。これ意味ねえよ。地図
[03:09:18.160] 取った意味だって。この塔の中身が知り
[03:09:20.800] たいねん。何もわからん。大体分かるわ。
[03:09:24.239] 俺この塔にいるって。
[03:09:27.160] 何のための地図なんだよ、これ。
[03:09:32.359] え、あとなんかとなんか取り損ねてんのか
[03:09:35.200] な?
[03:09:41.920] 何もわからんだよ。
[03:09:44.760] ただちょっと思ってんのはなんかさ、
[03:09:46.760] ネズミがネズミの部屋みたい、ネズミの穴
[03:09:49.560] みたいのがさ、前あったじゃん。
[03:09:51.479] あそこちっちゃくなった入んじゃねえのかなって思ってはいい。や、ここもさ、マジアイテムがマジで見づらいのよ。み
[03:10:03.600] 先輩。
[03:10:06.880] チラちゃラちゃだっけ?ネズミ先輩って誰?これムーディ勝山だよな。
[03:10:17.439] あれ?チラちゃっちゃってムーディやな。
[03:10:21.120] あれ?ネズミ先輩って誰?何だっけ?
[03:10:33.800] ほっぽ
[03:10:36.160] ぽっぽ
[03:10:39.000] ぽぽぽ。
[03:10:40.359] ええ、なんだっけそれ?なんだ?何それ?怖。ああ、もうわからん。みんなもうしんどなってきた。わからん。
[03:10:52.239] ネズミ先輩もわかんねえし。
[03:10:57.520] こんちゃま
[03:10:58.640] くぶさん、こんばんは。え、
[03:11:00.560] ネがぽだよ。
[03:11:02.319] 64
[03:11:02.760] のシャドウゲートやってます。シャドウゲート
[03:11:04.880] 64。
[03:11:06.520] まあ地獄ですわな。まあ地獄ですわ。操作も画面も。ぽぽポって何だっけ?もう全然覚えてねえや。ネズミ先輩。
[03:11:20.359] これまたやっぱあのあれかな?図書室から
[03:11:22.520] 出るしかないのか?
[03:11:26.120] ちっちゃくなって出るしかねえんかな?
[03:11:31.359] いや、わかんねえ。
[03:11:37.880] ちょっと待って1回本読んでいい?
[03:11:43.840] ギっぽの夜は
[03:11:46.200] 何それ?全然わかんない。ごめん。マジで
[03:11:48.399] 覚えてねえわ。て、俺知らない。
[03:11:54.160] 日なんかさ、どっかに鍵がどうのこうの
[03:11:57.000] みたいのあったよな。どっかにさ、なんか
[03:12:00.720] 鍵がさ、募集された鍵はどこの鍵でどうの
[03:12:04.120] こうのみたいななかったっけ?
[03:12:10.520] やべえかな。
[03:12:13.760] なんかあったと思ったんだけどね。
[03:12:17.439] 修行日記かな。
[03:12:20.840] あ、あった、あった、あった。これの、
[03:12:22.040] これにさ、なんか没収された鍵がどうの
[03:12:24.479] こうのってのあったんだよ。
[03:12:27.359] あった、あった、あった。鍵は募集され
[03:12:29.200] ちゃうし。鍵は没収され、
[03:12:34.800] その鍵がどこの鍵ってのは書いてねえのか
[03:12:36.760] 。
[03:12:43.800] だめだ。書いてねえな。
[03:12:52.560] いや、書いてないね。くそ、もうわかんなくなっちゃった。みんな、みんなわかんなくなっちゃった。もう何しればいいか全くわかんねえ。え、どこ?
[03:13:08.840] これもうわかんねえな。
[03:13:10.680] これもわかんねえな。
[03:13:17.920] え、もうここから出るしかねえよな。やっぱな。ただただたださ、あそこ最初の通路戻ってさ、ってことはなんかやっぱそっちになんかあるんだと思うんだよね。最初の通路戻ったじゃん。
[03:13:31.920] 暴れんな。暴れんなよ。
[03:13:39.439] えー、恋人の上
[03:13:43.640] やっぱなんか
[03:13:45.960] 最初んとこ戻ったのって意味あると思うん
[03:13:48.000] だよね。意味あると思うんだよね。
[03:14:05.120] むくむくむくむくむく
[03:14:18.080] ええ、ちょっともうこれ積んでるんだが分からないんだが。地図取りに戻っただけじゃないよ。
[03:14:31.000] 絶対あそこなんか戻ったから絶対あの先に
[03:14:33.000] 進むはずやねん。はずやねん。あ、ここの
[03:14:36.479] 例しとこうぜ。エンディング分岐かもしれ
[03:14:39.560] ねえし。ここの例を除霊したかどうかで
[03:14:45.439] 除霊して一旦一旦セーブしようか。
[03:14:53.720] ちゃゲーム機プ説。
[03:15:00.920] 一旦セーブや。かもうもう
[03:15:06.560] 6時半じゃねえかけよ。今日
[03:15:08.319] 7時までね。残念。あと
[03:15:11.200] 30
[03:15:11.479] 分しかできない。全然住んでねえじゃねえか。全然なし早
[03:15:20.040] 夜のぶはな、明日仕事だからな。今日夜。うん。今日仕事なんよね。明日ね。
[03:15:30.319] 女帰ってくるんか?
[03:15:32.800] そう、そうだよ。
[03:15:34.920] そうだよ。いや、名古屋は明後日火曜日夜の部どうすっかな?もや。うん。ま、夜の部はなしで。ここもなんかありそうだけどなあ。
[03:16:02.439] ここも何もないよね。さすがにね。
[03:16:08.960] ないよなあ。
[03:16:15.720] 看護家には鍵がかかってるって。まさか
[03:16:17.439] ここの鍵?あ、
[03:16:20.040] そういうこと。おお、そういうことかよ。
[03:16:23.840] 一旦セーブや。
[03:16:32.399] なる。なほね。
[03:16:35.000] なほ。本当にっくり今いる場所しかわかんない。ざっくりしすぎだろ。これチーズがゲート
[03:16:44.000] 開けたらもうそうよ。なんだ開けた瞬間から死んだ時の
[03:16:47.000] BGM
[03:16:47.399] なってるからね。ファミこんばんは。デダデラデデデなってるから。おお。ええ。
[03:16:56.479] 普通にご遺体があるんですけど。怖。ゼ、ゼジベルの戦えぐ。
[03:17:04.640] 意外と最近じゃね?死んだのゼジベルの日記取れない。見えない力出たよ。また見えない力システム。珍しい髪の色をした老婦人がよく止まっている。え、取れないんだけど。飲ん飲み飲むんじゃないな。
[03:17:28.120] あ、違う。なら起きる。
[03:17:32.199] 嘘。えー、なんだろうな。なんだろうな。ケース。えー、なんだろうな。なんだろうな。わかんねえな。いや、なんか積んだと思ったんだけどね。サクっと行く。これで。
[03:17:54.560] えー、何ですかな?なんかあると思ったん
[03:17:58.000] だけど、これ見えない力があ、こうだって
[03:18:00.040] 言ってんだよな。だ、なんかこれを解除
[03:18:03.000] するアイテムがどっかにあるんだよ、
[03:18:04.800] きっとな。
[03:18:12.680] んで、こっち行ったら最初の通路に戻ん
[03:18:14.840] ねん。
[03:18:21.560] ここに戻ってくるってことは絶対こっちに
[03:18:24.080] 行けってことなんだよな。で、鍵開か
[03:18:26.840] なかってんな。
[03:18:36.520] これがこれ違うんだっけ?
[03:18:41.160] 合わないか。え、
[03:18:44.840] じゃここなんか鍵取り逃してる。
[03:18:59.680] うわ、でもこれ、このゲームさ、今日夜
[03:19:03.600] やんねえっつったけどさ、これず連続で
[03:19:06.399] やんねえと絶対次来た時何も覚えてないよ
[03:19:08.800] 、俺。これ
[03:19:11.040] 何ひ1つ覚えてなさそう。次やる時これ。
[03:19:18.040] え、鍵なんかあった?
[03:19:27.160] ないね。
[03:19:46.239] いや、あの、あ、やっぱあっちに
[03:19:49.359] 戻るってことはあっちで探索しろって言わ
[03:19:52.040] れてんのかな?わかんねえな。
[03:19:55.000] これも鍵違うもんね。
[03:19:58.239] 違うよな。違うよな。
[03:20:02.120] やっぱあっちを探索しろって意味なんかな
[03:20:04.319] 。あそこに戻るってことはさ。
[03:20:32.640] わからんねえ。こっちはもうないと思うけどなあ。
[03:20:59.520] いや、違うと思うな。もうこっちないな。
[03:21:15.040] 見たもんね。もこ散々ね。
[03:21:26.680] ま、ちょっとこれが気になるぐらいかな。
[03:21:30.560] あ、油さし鍋に油違うか。
[03:21:36.720] ああ、なんだよこれ。全然わからん。
[03:21:50.080] ま、Cって言えばここが怪しいぐらいかな
[03:21:53.239] 。
[03:22:15.800] いやあ、違うな。
[03:22:33.199] わかんないよ。
[03:22:36.359] わからん。
[03:22:48.560] こりゃ大変だぞ。
[03:22:53.399] この部屋は確か何もないんだよな。もう何
[03:22:56.120] もない部屋なんてないと思うんだよね。
[03:23:12.760] いや、何もないんだよね。
[03:23:25.800] わかんなくなっちゃった。リプる。リプ
[03:23:30.199] 塗る。
[03:23:44.560] 行きドン。ちょっとこれ勘弁して。もうこれ本当に引っかかる。ここは開かないんだよね。
[03:24:10.120] 待って待て待て待て待て待て待て待て待て
[03:24:12.960] 待て待て待て待て。錆びついた
[03:24:14.479] ドアってどこだったっけ?油持ってますやん。油刺そうよ。油刺すんちゃうの?錆びたドアになんかあったよな。錆びついて動かないドア。油刺すんじゃないの?
[03:24:26.960] 天才の発想。
[03:24:28.279] はい。大卒。はい。はい。大卒チャンネルです。
[03:24:30.640] ちょっと待って。ちょっと待って。
[03:24:31.960] はい。はい。ちょっと待って。ゴです。
[03:24:34.560] 潤滑
[03:24:37.000] 私は弊社の潤滑になりたいと思いここに来ました。
[03:24:39.560] 高卒。
[03:24:41.359] 私は弊社の潤滑のような人間になりたいです。はい。大卒。大卒かこ高卒。高卒やめろよ。おい。包ましく生きてるだろうが。高卒でもってことはここもっと早く来れたな。ここずっと持ってたもん。
[03:25:04.840] 準大卒って融語情報やめろよ。
[03:25:07.960] え、準大卒でしょ。準大卒だよ。あ、あ、あ、これあれじゃん。さっきんとこのあれじゃん。
[03:25:20.239] お、専門らしい。
[03:25:21.920] あ、専門。ま、まあ、まあ、もうわからん。知らん。
[03:25:31.160] これさっきのやつじゃないの?これ
[03:25:35.880] 専門と大卒って違うの?
[03:25:45.359] まず高卒はそこからだから。まず高卒は
[03:25:48.960] そこから知らないから。何?専門と何?何
[03:25:52.040] が違うの?大学でしょ、要は。
[03:26:02.080] 違う。似たようなもんだよ。
[03:26:04.000] 似たようなもんだろ。悪いな。高卒にはどっちも関係ねえんだわ。悪いな。あ、どっちも専門だろうが大学だろうが。あ、高校の後になんかもう
[03:26:15.080] 1
[03:26:15.160] 回学校行ってる人たちっていう一緒のりだから知らんわ。あ、待って。なんかある。
[03:26:28.000] いいね。
[03:26:30.080] いい、いいだろ。これなんだろう。
[03:26:47.239] ち、なんだ、専門なんだ。全然わかんない
[03:26:51.120] けど。そう、専門はちょっとやっぱ大学に
[03:26:54.319] 比べるとちょっと踊るわけだ。またそこで
[03:26:57.479] も、またそこでも学歴というものは人を
[03:27:00.239] 苦しめるんだ。
[03:27:09.080] よし、絶対ここや。
[03:27:19.120] 劣るとは言わないけどな。
[03:27:23.080] あ、語弊兵がありますよね。そうするとね
[03:27:24.640] 。
[03:27:26.760] 暖炉がや党前提がかかりかに揺れたぞ。
[03:27:29.239] はどっちが上なん?
[03:27:30.880] もうい、もういいよ。どっちでももうもうええもうええて。もうわしは高卒。それで終わり。はい。
[03:27:39.880] 塔が動いたって言ったけど何?塔が動い
[03:27:42.560] たって言ったけど何?
[03:27:57.680] なん
[03:27:58.279] この川でどうぐかが大事
[03:28:01.760] なんか深そうなこと言ってる。
[03:28:05.640] なんかこれ部屋全体がエレベーターになっ
[03:28:07.720] てたりしてな。部屋全体がエレベーターに
[03:28:10.680] なってるとかじゃないよな。まさかここ
[03:28:12.800] そんなことないよね。そんなことないわな
[03:28:14.560] 。
[03:28:24.279] 脳自体が動いたって言ったけど何が変わっ
[03:28:26.520] たの?
[03:28:40.920] なんすんな。
[03:28:44.840] あ、なんかファンが回ってる。ファンが
[03:28:47.960] 回ってるよ。これ何?
[03:28:52.319] なんか回り始めた。
[03:28:54.920] あ、これ開かないのか。なんだろうな。
[03:29:11.120] ここ開けた。でも何もないよね。
[03:29:17.840] あ、なんかなんて音はしてる。あ、なんか
[03:29:21.479] 扉あるやん。なんだよ。あれ?ここ俺行っ
[03:29:23.319] たんだっけ?
[03:29:26.680] この奥で紋章があったのか?そうだよな。
[03:29:30.359] あ、なんか動き出したけど。あ、いや、
[03:29:32.800] 本当にエレベーターなんじゃない?これ。
[03:29:36.880] あ、そうだよ。そうだよ。
