[00:00:30.960] う。
[01:42:41.400] レミラーマ手に入ってもいいんじゃねえか
[01:42:43.119] なっていう。
[01:42:46.679] あそこに行けばいいんだ。
[01:42:49.320] なんで船あそこに止まってんの?こっち来
[01:42:53.000] てくれよ。
[01:43:02.040] 右ら辺にあるよ。
[01:43:04.000] 右ら辺何?右ら辺ってどこの右ら辺にあんのよ。この全体マップの右ら辺にある。レミラーマ来たらもう
[01:43:16.719] 1
[01:43:16.960] パート使うぐらいの勢いだよ。これいるところから右霊の靴。
[01:43:18.991] [音楽]
[01:43:21.560] うまいこ絶対ここじゃん。おい。絶対ここだろ。絶対ここだ。
[01:43:26.196] [笑い]
[01:43:32.639] でもここどうやって行くんだ?
[01:43:38.960] 歩いたところねえ。あ、分かった、分かった、分かった、分かった。秘密の場所ね。これだ。絶対ここ。ここか。
[01:43:58.291] [音楽]
[01:44:01.239] あ、はい。
[01:44:08.040] あ、終わった。
[01:44:09.760] 終わった。はい。終わった。勝ちました。勝ってしまった。これなんだよね。やべえ。これでもうストーリー進まなくなったぞ。これでもうストーリー進まなくなったよ。
[01:44:23.182] [笑い]
[01:44:26.800] まず次のパートはもう、もう全部これ
[01:44:29.599] ブロードトライる。[音楽]
[01:44:31.000] もう片っ端しから行くからな。レミラーまでレミラーまで片っ端しから行く。
[01:44:38.247] [音楽]
[01:44:41.119] 次はもう回収会ですよ。えー、どれだ?えーえといてね。
[01:44:52.679] 穴掘り。
[01:44:56.520] あ、ここか。
[01:44:59.119] 回収会分。
[01:45:01.639] 回収会分。まずいですよ、これ。だってさ、
[01:45:10.239] 1のドラクエ1でも回収回で1
[01:45:12.760] パート使ったのに23、3
[01:45:13.760] 時間かかったのに。お前ら、お前らもう驚愕するぞ。このこの量。見てくれよ。こんだけいいけるとこんねん。これとんでもねえ。
[01:45:25.400] とんでもねえ時間かかるぞ、これ。
[01:45:27.040] 分か。笑笑。
[01:45:29.239] 回収会2
[01:45:30.320] 枠[音楽]
[01:45:31.679] 2
[01:45:31.880] 枠行くぞ。いやあ、これはこれはちょっと回収しがあるね。まずここから行くか。じゃあ
[01:45:44.360] 回収会。
[01:45:47.840] あ、開だって6個あんねんで。ここで
[01:45:51.480] バれたか。
[01:45:52.360] ほら見てみ。
[01:45:59.159] 最終回前回収回。
[01:46:00.840] 最終回前最終回。こんなんやってたらもうこれたまらんど
[01:46:10.199] は?
[01:46:12.159] どこ?どっか光ったな。あっちか。バラバラバンバンバン。
[01:46:23.800] 叔父のアラジオなんかなんかなんか汚ねえわ。なんか汚ねえからやだ。どこが光ってん?
[01:46:30.253] [笑い]
[01:46:35.480] 笑笑
[01:46:36.719] これか。うまそう。
[01:46:41.560] いや、絶対汚いんやろ。
[01:46:55.800] これは
[01:47:01.560] これで無限に時間かかるやつだな。どこが
[01:47:05.040] 光ってた?これか?
[01:47:07.599] いや、種めっちゃ落ちてる。これめっちゃ
[01:47:10.000] あれだろ。全部回収したらあと1個ある。
[01:47:12.840] あと1個。
[01:47:16.800] ないな。
[01:47:21.239] あた
[01:47:23.119] だってこれさ、今こうやってね、こうやっ
[01:47:25.440] てやったじゃん。で、ここに今6個の宝が
[01:47:27.679] ありました。でね、こうやって犬の花やっ
[01:47:30.400] たらさ、もうこのフロアにはもう宝ない。
[01:47:32.320] これを繰り返していくんだけど、なんと
[01:47:34.560] ですね、建物の中は別枠なんですよ。
[01:47:39.029] [笑い]
[01:47:39.639] 建物の中は別枠なんで、これ相当時間
[01:47:44.080] かかるな。1パートで終わんないんじゃ
[01:47:46.480] ない?
[01:47:53.239] これやんなきゃ気がすまんのよな。
[01:47:59.440] こういうことやってくんですよ。でも
[01:48:02.440] ちょいねえ分は回収あさメダルがあるんだ
[01:48:06.560] もん。だってチメがあるからこれ取らなあ
[01:48:09.920] かんやろ。
[01:48:13.440] 全部を回収すんのは、ま、正直もう現実、
[01:48:17.599] ま、裏でやってもいいんだけどさ、ある
[01:48:20.880] 程度やったら
[01:48:31.159] 宝ないのね。
[01:48:34.960] でもこれどうちマジで配信でやろっかな。
[01:48:37.840] 迷うな、これ。相当だよ、
[01:48:42.280] 俺は。黙々
[01:48:43.840] 回の雑談枠好きなんだけど。
[01:48:46.199] じゃやるか。ない。
[01:48:47.320] じゃあやるか。果てしないよ、これ。果てしないな。わかんない。俺よくわかんない。ごめんごめん。歌い出したいいもののこの歌よく知らない。若いから多分これ古いおじさんの歌でしょ、これ。
[01:49:03.080] ダブル。
[01:49:03.599] これおじさんの歌でしょ?これよくわかんねえけど。スピードって言うんだ。へえ。知らない。
[01:49:11.719] スピードって言うんだ。なんかおじさんの歌だなって臭いねん。
[01:49:20.239] 笑笑初めて聞いた。
[01:49:23.080] ほぼ30
[01:49:23.800] が臭いねんて。何何何が臭いねんって何?初めて聞いた。綾たかだってまだ生まれてないよ。
[01:49:36.920] お前はこれで今
[01:49:39.560] 1
[01:49:39.719] つの街が終わったんだぜ。これ相当だぜ。これ相当だ。で、これただ
[01:49:46.280] 30
[01:49:46.639] 歳のくせに若者ぶるなよ。いやがいたりなった人がいるグループですね。
[01:49:53.320] へえ。これ
[01:49:56.639] 今エりコ派だった。
[01:49:58.800] 今今いいエりこ派知らねえ。知らねえ。
[01:50:06.800] 30
[01:50:07.280] 超えたら就寝名誉おじさんやぞ。覚悟しとけ。取ろう。
[01:50:13.400] スピード見る枠絶対それ著作権的にアウトやん。真っ赤になるやん。絶対なんだ。なんだよ。スピード見る枠ってそんなにまあ持たねえだろ。
[01:50:15.576] [笑い]
[01:50:30.360] キアヌリーブス何?何?どういうこと?キアヌリーブス頼むって。
[01:50:33.920] 175Rボーカルの元嫁で国会議員やで。
[01:50:37.560] 全然じゃ175Rがまずわかんねえ。
[01:50:45.400] え
[01:50:46.400] え、何?175R
[01:50:48.239] 映画のスピード。
[01:50:50.760] あ、ごめん。あ、ごめん。
[01:50:52.719] 変な話しないと。
[01:50:53.800] みんなごめん。あの、全然昨日聞いた返しができなくて。あ、そっちのスピードね。ということで今日ここの辺にします。
[01:51:05.560] もう気づくからやめよう。超スピード。笑笑。
[01:51:12.480] 超スピードっていうことで超スピードです。
[01:51:16.320] 最後に一言お願いします。
[01:51:18.000] 最後に一言。
[01:51:19.320] おした。
[01:51:20.040] 別にねえよ。別にねえよ。えっとなんかさ、
[01:51:21.732] [笑い]
[01:51:28.119] お疲れ。またな。ありがとう。
[01:51:29.760] お疲れ。お疲れ。
[01:51:31.440] どうすっかな。なんかさ、マジででもなんかさ、マジでなんかいや、サブスクライバー限定かどうかしけどなんかエロゲやる枠やりてえ。マジでマジでエロゲやる枠やりてえ。
[01:51:41.382] [笑い]
[01:51:44.639] ああ、遅かった。
[01:51:47.320] お疲れちゃん。ムスックス2
[01:51:48.920] が座しており。でございますよ。これですよ。これ、これ、これ、これ。溜まってんの?
[01:51:54.239] エロ枠やりてえ。ラでもマジで。
[01:51:56.520] でもそれは公共の電波というかこういう一般的な配信
[01:52:01.639] Twitch
[01:52:02.000] じゃないにしてもあのキック行け、キック行けって言うけどキックでもアウトやから結局も普通に
[01:52:09.079] banにされるだろうからそこで
[01:52:10.560] キックゲームやるなら同級生やってみそういうのやりたいねんな。
[01:52:15.400] うん。
[01:52:15.679] もうめっちゃあるねんやりたいゲームが。ちょっと待ってね。おめら見たるわ。
[01:52:26.800] エちげいや。この辺にならエくないんかな?なんか
[01:52:34.679] ワクワク
[01:52:35.560] よくよくや
[01:52:37.280] PCエンジンとかPCX
[01:52:39.440] はやっぱりエなのが多いね。
[01:52:42.520] FC2あでもなかFC2
[01:52:45.719] とかだら投げ銭とかもできるしね。せっかく時間さい咲いてやってんだからな。
[01:52:50.560] なんなら普段の配信よりも投げ銭しろよって思うんだけど。まず
[01:52:55.960] あズまぎったね。たね。
[01:52:58.079] まずまずこれやりたいでしょ。まずこれ。
[01:53:00.920] あずまさんこんばんは。まずこれやりたくない。キャンキャンバニーエクストラデラックス
[01:53:05.760] 18
[01:53:06.280] 歳禁止です。これはもうあのマジのやつなんで。ああ。ああ。
[01:53:10.463] [音楽]
[01:53:13.920] 名前がいい。
[01:53:16.119] これはちょっとバ、これはマジで
[01:53:18.239] banされると思う。
[01:53:20.360] これま、これマジでやばいと思め。
[01:53:23.079] あの、ま、こ、これ見せる分には平気だけど中身はやばいと思う。中身はマジでやばいと思う。キャンバに。えー、はい、次。ファーストキス物語。
[01:53:34.698] [笑い]
[01:53:35.679] 時代感じるでこの絵頭でか。デコ広すぎやろ、これ。
[01:53:41.320] 笑笑頭なっ。笑。長、
[01:53:44.199] 頭長。
[01:53:44.960] ただこれもあれだよ。
[01:53:46.560] 1818
[01:53:48.639] 水だよ。に広すぎ。
[01:53:50.679] やべ。あ、待って。これなんか店舗名とか書いてねえな。危ねえ。なんか
[01:53:55.360] 中古中古で買った。この
[01:53:56.639] やれ。
[01:53:57.480] 中古でうちの近くのゲーム屋で買ったのバレるからちょっとこれ危ねえ。
[01:54:00.599] 笑笑。
[01:54:01.360] 中古で寝札があったった。ごめファースト。これ時代感じだ。こういうのがいいのよ。時代感じんのがいいじゃん。
[01:54:12.599] うお。
[01:54:13.360] はい。次。同級生。
[01:54:18.639] これも超有名だよね。超有名じゃない?これもいいよ。
[01:54:24.679] 名作だ。
[01:54:26.119] 名作なんだ。同級生。
[01:54:27.639] 眠そう。
[01:54:29.000] これいいよな、絶対。こ
[01:54:31.440] ちなみにこれあれだよ。あのドラゴンナイトと同じメーカー。ドラゴンナイトと同じメーカー。おもろいんだ。
[01:54:38.360] 貯めて待つわ。
[01:54:40.199] [音楽]
[01:54:40.480] じゃ、これはあのサブスクライバー限定枠でやっぱり何でもやっぱ男の性欲が
[01:54:45.239] 1
[01:54:45.400] 番金になるから俺もそれで大儲けしてこうと思う。
[01:54:46.749] [笑い]
[01:54:49.040] てます。
[01:54:49.880] 俺もそれで大儲けしてこうと思う。え、なんか茶まゲーって月に
[01:54:53.719] 1
[01:54:53.840] 回サブスクライバー限定でエロゲの配信してるらしいぜって噂が噂を呼んで大儲けになります。これが
[01:54:58.539] [音楽]
[01:55:00.480] 人金星配信ました。
[01:55:01.920] 4人金星や人いや、4
[01:55:03.599] 人も別に来ていいけど。見たけりゃ見たけりゃおいで。
[01:55:06.960] これ、あとこれはエロいかわかんないけど、なんか面白そう。エロいかは分からんけど。これ多分エロくないんかな?
[01:55:13.599] 18キとか書いてないんだよね。
[01:55:15.560] サブスク
[01:55:16.800] でもおもろそうやない?なんかなんかおもろそうやない?エロくないかもわかんないけど。あ、エロくないんだこれって。
[01:55:18.844] [音楽]
[01:55:23.599] それはセンシティブじゃないよ。
[01:55:25.000] あ、そうなんだ。これエロくないんだ。
[01:55:26.520] まずいわ。シミュレーションに手に入れたから加速しますな。
[01:55:28.669] [笑い]
[01:55:31.599] そうだよ。MSX
[01:55:32.440] でエロゲいっぱいあんだからエロゲ配信すんだよ。
[01:55:36.360] チズピ、こんばんは。
[01:55:37.840] のんち
[01:55:38.719] なんだかんだ言ってチャピでも見にくるからな。
[01:55:42.079] 配信やるって。
[01:55:43.119] あ、あとこれなお前らの大好きな俺も大好きだけどドラゴンナイト
[01:55:47.760] 4
[01:55:49.480] ドラナ来たで。
[01:55:51.960] ドラゲない。
[01:55:53.280] これはしかも
[01:55:55.159] PCFX
[01:55:56.239] なんで普通にエロです。普通にエロい。やりてえ。これもエロい。これはどうなんだろう。
[01:56:05.159] これはわかんない。これもな、これエロくなそう。ない。
[01:56:09.280] ま、ということでね、ま、そういうのもずれやりたいなって思ってます。なんか
[01:56:13.079] 絶対みたいじゃないですか。
[01:56:14.639] いや、せっかくなんかあるじゃん、こういう機能がさ。だからなんかやりてえなって。あともうなんかドラ、やっぱドラゴンナイトとか今俺配信でできなくなっちゃったじゃん。前たまにエロいゲーム配信でやってたけどさ。おもれんだよっぱそういうゲームやんのって。でもさ、もう俺もう
[01:56:28.400] ban2
[01:56:28.920] 回されてっくからさ。それでもうさすがに次はないからさ、もうできないんだよ。
[01:56:30.240] [笑い]
[01:56:34.480] 番からロムってみるわな。笑。
[01:56:38.100] [笑い]
[01:56:38.639] 1
[01:56:38.840] 番エロいお4
[01:56:40.079] 人だからやっぱそのむっつりがな、むっつりが
[01:56:43.159] イエロー出てる。
[01:56:44.599] イエロー出てるんだよ。もうだからもしかしたらねんかは
[01:56:50.079] PC
[01:56:50.440] エンジンだし家庭用ゲームだからそんなエロくないかもしんないんだけども怖いのよ。何が
[01:56:56.119] ban
[01:56:56.320] されるかわかんないから。前だってさ、ドラゴンナイズ
[01:56:59.599] 3やった時も別にエロくないシーンで
[01:57:01.880] banだよ。
[01:57:03.280] 普通の戦闘シーンで別になんか乳首とか出てるわけじゃないのにそれでも
[01:57:07.599] ban
[01:57:07.800] されたのだ。わかんねえからさ。うん。なんでちょっとまあ年には年をというかやっぱこういうゲームみんなも見たいだろうしどうせスケベしかいねえんだ。
[01:57:09.540] [音楽]
[01:57:18.040] どうせどうせいでした。
[01:57:20.021] [笑い]
[01:57:21.599] 累石ちょっとずつ溜まってた累積石のエロがあの一滴ゲで崩壊したダムがエロのダムがあとも
[01:57:30.199] MSX
[01:57:30.880] のエロゲをちょっと買っていきたいな。あとエロゲだけじゃないから
[01:57:35.560] 恨まれてるんじゃない?
[01:57:37.000] 多分あるんかもな。
[01:57:39.000] 力MSX
[01:57:40.679] のもうとんでもない超バイオレンスなアドベンチャーゲームとかもちょっとやりてえなと思ってて。
[01:57:47.531] [音楽]
[01:57:49.920] ま、それ手に入れられるかわかんないんだけど、あのね、デッドオブザブレインっていう、ま、いいや、それはまあいいや。ま、そんな感じ。なんか本当に配信じゃできないようなゲームはいっぱいあるわけですよ。こう昔の
[01:58:00.920] PC
[01:58:01.280] ゲって今じゃ考えられないような。も、それ多分ネットでやるのって
[01:58:05.800] やっぱスドスナッチャーですわね。
[01:58:07.520] そういうのもやりたいけどね。手に入れられまそんな感じ。ちょっとだからやりたいなと思ってます。そういうことを。
[01:58:15.159] G
[01:58:15.400] コサッカー会もやったら面白やりたいね。ジコサッカーのね。
[01:58:19.159] あのなん、なんだっけ?
[01:58:20.880] SM
[01:58:21.280] 長教師瞳かな?ま、なんかそういうのやりたいなと思ってます。はい。そういうま、そんだけっす。はい。じゃ、ということで今日も寝ますよ。
[01:58:25.521] [音楽]
[01:58:28.320] 当たるように特積んどくわ。ブが膨らむ。
[01:58:32.599] 自分でしろよ。まあ、だから本当にあのなんだっけ?あのさっき言ってたやつ。あのあの筋、
[01:58:42.599] DSのDS
[01:58:43.719] の筋のやつなんだっけ?あれもだからもしかしたらそっちでやるかもしんねえな。
[01:58:48.440] エロ枠でなんだっけ?魔女まなんとか魔女裁判ドキドキ魔女裁判だっけ?
[01:58:55.400] DS[笑い]のやつ
[01:58:57.760] 筋騒動
[01:58:58.760] 筋騒動のやつね。そっちでやるかもしれない。
[01:59:01.960] ドキドキ魔女裁判
[01:59:03.599] ドキドキ魔女裁判やるかもしんない。そっちで。で、あれなんかゲームとしてもそんな面白くなさそうだったんだよな。ちょっとやったんだけど。ま、いいや。ま、そんな感じ。ちょっと、ま、そんな感じっすわ。やりましょう。
[01:59:06.787] [笑い]
[01:59:16.000] そういうのもちろん普通の配信も普通にやるけどやっぱそういうのやりてんだよな。男っこはしょうがねえんだって。男っこは
[01:59:26.920] お疲れん。
[01:59:27.679] お疲れちゃん。ということでもう寝ますわ。
[01:59:29.440] 12時なんで深夜の12時だからな。寝
[01:59:32.719] たけどうんって感じだったね。落ちした。ない。
[01:59:36.760] そう。見たけどうんって感じだった。そうやね。くんない。内まだな。
[01:59:40.480] おつちゃんま
[01:59:42.719] お疲れちゃん。健康的だろ。うん。まだな。
[01:59:45.599] お疲れね。
[01:59:46.280] ま、次の配信は金曜かな?
[01:59:52.440] 1お手振り
[01:59:53.159] 金曜かな?木ま
[01:59:56.000] 平日もう1回やるわ。平日もう1
[01:59:57.920] 回やる。うん。平日もう1
[01:59:59.520] 回金か目かやって土日かな?なんな感じでお疲れちゃん。はい。またね。はい。
[02:00:04.960] 今日はレドなし。
[02:00:07.760] ま、今日はっていうか、ま、いつものことなんだけど、
[02:00:13.079] 僕ナ系よつ部屋にレードしませんか?
[02:00:15.639] え、僕ナ系YouTuberやってんの?
[02:00:18.079] 僕ナ系YouTuberやってんの?配信
[02:00:20.800] おやすみ
[02:00:23.880] やってんじゃん。
[02:00:25.679] おや、じゃレするわ。
[02:00:33.903] [音楽]
[02:00:34.800] レ太郎やってんじゃん。
[02:00:38.000] 珍しい。
[02:00:39.599] もう捨てたと思ったのにな。
[02:00:42.719] 寒いから温かくして寝ろよ。
[02:00:45.000] おらなんて冗んまでさんもお疲れちゃん。
[02:01:03.040] またね代チャンネルと色一緒で間違える。
[02:01:06.653] [音楽]
[02:01:11.239] [笑い]
確かにアイコンの色全く一緒や。
[02:01:14.520] 透明で見たらすぎだろ。
[02:01:17.920] バカは今日は脱いで邪魔み楽しい時間は今日は終わルボブ
[02:01:32.679] おつやです。
[02:01:46.239] おやすみ。はい。つうわけでバロちゃんに
[02:01:48.920] 電話じゃ。はい。お疲れ。またね。
